STRPU_22262	OFUSG13305.1
STRPU_11184	OFUSG20929.1
STRPU_17888	OFUSG00362.1
STRPU_04103	OFUSG18386.1
STRPU_05944	OFUSG24778.1
STRPU_10225	OFUSG23129.1
STRPU_10221	OFUSG19497.1
STRPU_14388	OFUSG22447.1
STRPU_17936	OFUSG00129.1
STRPU_17207	OFUSG00620.1
STRPU_17257	OFUSG00399.1
STRPU_22692	OFUSG18645.1
STRPU_10293	OFUSG06527.1
STRPU_19460	OFUSG25536.1
STRPU_04188	OFUSG10161.1
STRPU_25036	OFUSG08451.1
STRPU_13193	OFUSG06281.1
STRPU_14121	OFUSG16627.1
STRPU_14022	OFUSG13743.1
STRPU_26168	OFUSG18628.1
STRPU_25931	OFUSG05431.1
STRPU_14730	OFUSG24056.1
STRPU_02770	OFUSG08895.1
STRPU_27238	OFUSG09347.1
STRPU_22226	OFUSG04231.1
STRPU_05236	OFUSG02616.1
STRPU_04694	OFUSG18164.1
STRPU_08358	OFUSG17828.1
STRPU_25403	OFUSG20280.1
STRPU_06053	OFUSG24635.1
STRPU_08876	OFUSG18149.1
STRPU_09538	OFUSG18698.1
STRPU_06352	OFUSG14112.1
STRPU_13308	OFUSG16190.1
STRPU_12581	OFUSG07544.1
STRPU_17171	OFUSG15967.1
STRPU_21131	OFUSG12337.1
STRPU_13903	OFUSG15969.1
STRPU_03630	OFUSG19610.1
STRPU_23533	OFUSG18813.1
STRPU_19742	OFUSG07700.1
STRPU_24074	OFUSG04668.1
STRPU_09509	OFUSG06723.1
STRPU_16902	OFUSG00867.1
STRPU_20026	OFUSG25608.1
STRPU_10271	OFUSG05674.1
STRPU_22506	OFUSG21516.1
STRPU_15032	OFUSG15022.1
STRPU_15531	OFUSG24154.1
STRPU_03307	OFUSG08816.1
STRPU_10239	OFUSG06271.1
STRPU_09653	OFUSG06485.1
STRPU_10658	OFUSG21319.1
STRPU_05910	OFUSG03352.1
STRPU_25240	OFUSG20308.1
STRPU_04848	OFUSG17951.1
STRPU_23265	OFUSG12865.1
STRPU_10918	OFUSG17728.1
STRPU_11819	OFUSG17382.1
STRPU_23271	OFUSG18111.1
STRPU_06816	OFUSG21424.1
STRPU_24500	OFUSG23538.1
STRPU_24572	OFUSG26258.1
STRPU_24476	OFUSG21477.1
STRPU_25218	OFUSG23130.1
STRPU_23264	OFUSG07005.1
STRPU_07610	OFUSG26516.1
STRPU_19228	OFUSG13138.1
STRPU_07575	OFUSG13179.1
STRPU_21370	OFUSG12355.1
STRPU_18560	OFUSG13021.1
STRPU_21261	OFUSG21965.1
STRPU_09292	OFUSG18269.1
STRPU_10187	OFUSG05022.1
STRPU_02900	OFUSG08779.1
STRPU_25857	OFUSG20568.1
STRPU_20619	OFUSG11706.1
STRPU_04046	OFUSG18537.1
STRPU_06463	OFUSG14180.1
STRPU_15416	OFUSG24155.1
STRPU_22698	OFUSG18964.1
STRPU_14881	OFUSG22296.1
STRPU_25883	OFUSG20801.1
STRPU_27151	OFUSG19617.1
STRPU_25483	OFUSG20430.1
STRPU_09240	OFUSG10614.1
STRPU_21924	OFUSG05699.1
STRPU_18011	OFUSG00366.1
STRPU_19183	OFUSG23664.1
STRPU_19111	OFUSG21210.1
STRPU_21424	OFUSG11479.1
STRPU_06853	OFUSG12932.1
STRPU_10434	OFUSG06078.1
STRPU_05024	OFUSG02914.1
STRPU_21875	OFUSG12192.1
STRPU_23141	OFUSG21273.1
STRPU_22524	OFUSG16640.1
STRPU_10398	OFUSG06978.1
STRPU_22007	OFUSG06200.1
STRPU_18830	OFUSG23463.1
STRPU_27118	OFUSG09267.1
STRPU_09504	OFUSG05978.1
STRPU_22613	OFUSG04246.1
STRPU_26847	OFUSG19905.1
STRPU_09289	OFUSG10871.1
STRPU_24547	OFUSG12636.1
STRPU_09001	OFUSG11137.1
STRPU_07151	OFUSG17545.1
STRPU_20757	OFUSG21801.1
STRPU_07621	OFUSG20934.1
STRPU_24754	OFUSG09570.1
STRPU_17728	OFUSG07733.1
STRPU_26019	OFUSG05344.1
STRPU_05509	OFUSG02774.1
STRPU_21145	OFUSG08565.1
STRPU_24870	OFUSG04790.1
STRPU_19748	OFUSG08420.1
STRPU_26136	OFUSG05249.1
STRPU_26316	OFUSG05396.1
STRPU_18028	OFUSG06600.1
STRPU_21847	OFUSG12524.1
STRPU_11070	OFUSG04330.1
STRPU_12623	OFUSG07608.1
STRPU_20617	OFUSG25028.1
STRPU_19759	OFUSG08058.1
STRPU_23275	OFUSG13214.1
STRPU_27146	OFUSG23382.1
STRPU_23088	OFUSG05668.1
STRPU_24371	OFUSG13288.1
STRPU_24966	OFUSG03968.1
STRPU_13438	OFUSG16212.1
STRPU_04117	OFUSG17858.1
STRPU_19239	OFUSG13466.1
STRPU_25740	OFUSG05380.1
STRPU_04960	OFUSG03803.1
STRPU_27320	OFUSG19641.1
STRPU_04282	OFUSG11013.1
STRPU_26033	OFUSG20806.1
STRPU_11452	OFUSG26478.1
STRPU_27109	OFUSG20033.1
STRPU_07012	OFUSG03691.1
STRPU_08340	OFUSG10232.1
STRPU_11339	OFUSG17273.1
STRPU_11816	OFUSG01106.1
STRPU_23308	OFUSG19415.1
STRPU_23580	OFUSG05642.1
STRPU_07782	OFUSG21322.1
STRPU_08257	OFUSG10005.1
STRPU_17745	OFUSG00968.1
STRPU_26916	OFUSG12715.1
STRPU_04090	OFUSG11110.1
STRPU_25328	OFUSG20575.1
STRPU_07040	OFUSG16859.1
STRPU_22945	OFUSG17062.1
STRPU_12923	OFUSG07471.1
STRPU_08492	OFUSG17821.1
STRPU_10020	OFUSG09792.1
STRPU_25284	OFUSG04824.1
STRPU_04986	OFUSG02825.1
STRPU_21782	OFUSG11757.1
STRPU_25058	OFUSG04479.1
STRPU_21523	OFUSG15381.1
STRPU_24086	OFUSG26870.1
STRPU_08083	OFUSG18290.1
STRPU_20007	OFUSG08189.1
STRPU_20759	OFUSG11556.1
STRPU_15072	OFUSG15327.1
STRPU_22848	OFUSG06457.1
STRPU_08052	OFUSG21180.1
STRPU_26603	OFUSG09270.1
STRPU_21053	OFUSG11477.1
STRPU_19439	OFUSG09904.1
STRPU_24294	OFUSG09943.1
STRPU_25929	OFUSG11755.1
STRPU_25926	OFUSG20353.1
STRPU_22222	OFUSG16635.1
STRPU_10332	OFUSG06146.1
STRPU_05861	OFUSG03047.1
STRPU_24837	OFUSG13160.1
STRPU_05295	OFUSG03446.1
STRPU_06789	OFUSG14787.1
STRPU_23387	OFUSG04651.1
STRPU_20669	OFUSG12346.1
STRPU_18133	OFUSG01140.1
STRPU_19846	OFUSG08079.1
STRPU_20395	OFUSG21114.1
STRPU_18619	OFUSG23516.1
STRPU_20653	OFUSG11551.1
STRPU_04442	OFUSG10938.1
STRPU_10302	OFUSG12292.1
STRPU_14564	OFUSG23871.1
STRPU_22241	OFUSG23667.1
STRPU_25301	OFUSG23180.1
STRPU_22260	OFUSG17364.1
STRPU_23252	OFUSG25027.1
STRPU_27057	OFUSG09680.1
STRPU_25482	OFUSG05437.1
STRPU_03316	OFUSG25473.1
STRPU_27148	OFUSG09488.1
STRPU_05741	OFUSG02740.1
STRPU_05709	OFUSG01952.1
STRPU_27137	OFUSG08778.1
STRPU_18783	OFUSG17700.1
STRPU_12825	OFUSG07565.1
STRPU_14791	OFUSG23988.1
STRPU_09928	OFUSG05965.1
STRPU_21524	OFUSG02717.1
STRPU_13813	OFUSG16818.1
STRPU_10340	OFUSG19004.1
STRPU_20182	OFUSG25397.1
STRPU_21812	OFUSG25215.1
STRPU_26202	OFUSG02808.1
STRPU_08535	OFUSG11065.1
STRPU_22220	OFUSG12635.1
STRPU_19911	OFUSG07228.1
STRPU_15363	OFUSG15504.1
STRPU_21066	OFUSG12565.1
STRPU_21854	OFUSG13494.1
STRPU_08491	OFUSG10757.1
STRPU_25330	OFUSG22886.1
STRPU_19337	OFUSG13056.1
STRPU_20171	OFUSG07232.1
STRPU_17778	OFUSG01818.1
STRPU_06112	OFUSG14809.1
STRPU_09636	OFUSG19277.1
STRPU_12023	OFUSG23183.1
STRPU_15404	OFUSG22414.1
STRPU_15405	OFUSG15025.1
STRPU_04194	OFUSG18627.1
STRPU_24473	OFUSG16878.1
STRPU_24311	OFUSG16872.1
STRPU_08354	OFUSG11037.1
STRPU_22952	OFUSG04653.1
STRPU_17752	OFUSG01834.1
STRPU_18143	OFUSG17401.1
STRPU_25101	OFUSG04618.1
STRPU_08298	OFUSG18337.1
STRPU_24065	OFUSG07551.1
STRPU_05795	OFUSG05643.1
STRPU_03074	OFUSG09786.1
STRPU_23142	OFUSG17080.1
STRPU_11355	OFUSG12825.1
STRPU_22239	OFUSG00326.1
STRPU_08100	OFUSG10491.1
STRPU_25116	OFUSG04448.1
STRPU_10305	OFUSG05591.1
STRPU_05955	OFUSG03119.1
STRPU_24469	OFUSG12912.1
STRPU_23267	OFUSG06409.1
STRPU_24817	OFUSG21002.1
STRPU_18182	OFUSG26591.1
STRPU_26731	OFUSG08591.1
STRPU_17417	OFUSG00336.1
STRPU_14393	OFUSG15616.1
STRPU_25291	OFUSG20567.1
STRPU_09686	OFUSG04847.1
STRPU_08036	OFUSG05211.1
STRPU_06713	OFUSG11207.1
STRPU_16892	OFUSG01636.1
STRPU_26729	OFUSG09458.1
STRPU_21588	OFUSG12178.1
STRPU_21382	OFUSG12051.1
STRPU_25018	OFUSG24240.1
STRPU_12572	OFUSG07010.1
STRPU_14595	OFUSG15455.1
STRPU_26510	OFUSG08692.1
STRPU_25367	OFUSG05247.1
STRPU_26679	OFUSG09263.1
STRPU_03201	OFUSG08713.1
STRPU_19093	OFUSG13432.1
STRPU_09560	OFUSG19354.1
STRPU_10921	OFUSG17340.1
STRPU_26428	OFUSG23534.1
STRPU_21383	OFUSG22016.1
STRPU_04093	OFUSG17883.1
STRPU_14724	OFUSG22167.1
STRPU_04869	OFUSG07538.1
STRPU_21564	OFUSG12215.1
STRPU_24889	OFUSG16873.1
STRPU_20454	OFUSG25059.1
STRPU_10208	OFUSG06845.1
STRPU_25133	OFUSG04434.1
STRPU_25155	OFUSG16736.1
STRPU_06101	OFUSG10341.1
STRPU_07477	OFUSG17266.1
STRPU_25183	OFUSG04669.1
STRPU_12196	OFUSG00839.1
STRPU_06365	OFUSG14763.1
STRPU_09266	OFUSG11026.1
STRPU_22153	OFUSG12077.1
STRPU_19349	OFUSG26113.1
STRPU_24670	OFUSG13168.1
STRPU_22835	OFUSG18747.1
STRPU_12725	OFUSG08057.1
STRPU_23498	OFUSG06829.1
STRPU_21340	OFUSG26522.1
STRPU_19058	OFUSG21392.1
STRPU_25511	OFUSG05917.1
STRPU_20344	OFUSG00537.1
STRPU_08309	OFUSG18077.1
STRPU_23581	OFUSG16744.1
STRPU_10217	OFUSG19385.1
STRPU_23321	OFUSG06940.1
STRPU_08054	OFUSG15959.1
STRPU_12918	OFUSG08373.1
STRPU_05858	OFUSG03464.1
STRPU_24089	OFUSG04404.1
STRPU_27227	OFUSG09058.1
STRPU_26820	OFUSG19395.1
STRPU_16840	OFUSG07837.1
STRPU_06011	OFUSG14741.1
STRPU_18498	OFUSG18659.1
STRPU_25672	OFUSG05017.1
STRPU_25514	OFUSG20886.1
STRPU_20480	OFUSG11909.1
STRPU_11445	OFUSG16917.1
STRPU_07591	OFUSG13378.1
STRPU_06155	OFUSG14337.1
STRPU_22670	OFUSG18726.1
STRPU_19078	OFUSG13039.1
STRPU_25420	OFUSG22780.1
STRPU_22841	OFUSG06032.1
STRPU_27119	OFUSG08967.1
STRPU_11082	OFUSG23637.1
STRPU_17762	OFUSG23418.1
STRPU_17423	OFUSG00912.1
STRPU_06813	OFUSG24926.1
STRPU_04985	OFUSG02826.1
STRPU_26798	OFUSG08807.1
STRPU_06644	OFUSG24713.1
STRPU_20702	OFUSG18364.1
STRPU_04820	OFUSG11100.1
STRPU_04817	OFUSG10115.1
STRPU_26951	OFUSG19648.1
STRPU_22026	OFUSG17690.1
STRPU_24615	OFUSG16038.1
STRPU_08498	OFUSG09967.1
STRPU_13787	OFUSG12352.1
STRPU_25029	OFUSG23402.1
STRPU_10009	OFUSG11208.1
STRPU_17007	OFUSG08401.1
STRPU_16780	OFUSG03816.1
STRPU_19601	OFUSG07124.1
STRPU_21076	OFUSG12107.1
STRPU_21932	OFUSG23523.1
STRPU_22735	OFUSG06312.1
STRPU_11676	OFUSG00269.1
STRPU_17693	OFUSG00831.1
STRPU_26049	OFUSG08033.1
STRPU_09994	OFUSG18907.1
STRPU_10331	OFUSG22453.1
STRPU_09239	OFUSG18592.1
STRPU_20524	OFUSG12265.1
STRPU_14387	OFUSG15536.1
STRPU_23356	OFUSG05619.1
STRPU_24947	OFUSG16155.1
STRPU_20960	OFUSG12587.1
STRPU_07164	OFUSG13447.1
STRPU_10417	OFUSG05979.1
STRPU_20671	OFUSG21664.1
STRPU_25432	OFUSG05228.1
STRPU_09461	OFUSG05888.1
STRPU_08445	OFUSG10240.1
STRPU_26080	OFUSG22930.1
STRPU_27322	OFUSG23690.1
STRPU_15422	OFUSG15762.1
STRPU_26351	OFUSG13946.1
STRPU_15499	OFUSG15537.1
STRPU_04278	OFUSG10399.1
STRPU_24663	OFUSG04621.1
STRPU_13904	OFUSG15968.1
STRPU_18371	OFUSG21373.1
STRPU_21970	OFUSG17544.1
STRPU_10661	OFUSG16153.1
STRPU_09464	OFUSG06763.1
STRPU_27029	OFUSG09667.1
STRPU_24016	OFUSG04168.1
STRPU_24974	OFUSG17220.1
STRPU_20289	OFUSG25697.1
STRPU_05337	OFUSG12092.1
STRPU_25886	OFUSG11497.1
STRPU_09831	OFUSG19296.1
STRPU_22633	OFUSG05630.1
STRPU_19011	OFUSG13294.1
STRPU_15391	OFUSG15042.1
STRPU_03929	OFUSG08886.1
STRPU_03741	OFUSG09084.1
STRPU_21247	OFUSG04087.1
STRPU_23575	OFUSG07022.1
STRPU_25603	OFUSG24033.1
STRPU_22396	OFUSG06926.1
STRPU_19182	OFUSG13242.1
STRPU_10275	OFUSG19113.1
STRPU_06635	OFUSG14080.1
STRPU_20396	OFUSG09907.1
STRPU_07851	OFUSG13141.1
STRPU_18521	OFUSG13188.1
STRPU_08985	OFUSG10116.1
STRPU_14804	OFUSG15214.1
STRPU_23888	OFUSG19373.1
STRPU_06020	OFUSG14806.1
STRPU_06714	OFUSG05099.1
STRPU_14887	OFUSG15554.1
STRPU_13722	OFUSG16301.1
STRPU_21386	OFUSG11825.1
STRPU_20710	OFUSG12252.1
STRPU_08382	OFUSG18356.1
STRPU_23337	OFUSG06327.1
STRPU_21038	OFUSG12053.1
STRPU_14402	OFUSG15334.1
STRPU_14189	OFUSG15126.1
STRPU_14546	OFUSG22344.1
STRPU_27124	OFUSG08457.1
STRPU_14188	OFUSG15128.1
STRPU_03729	OFUSG09670.1
STRPU_22231	OFUSG23487.1
STRPU_08682	OFUSG10903.1
STRPU_08198	OFUSG19089.1
STRPU_20812	OFUSG11295.1
STRPU_07109	OFUSG26380.1
STRPU_02864	OFUSG10526.1
STRPU_01217	OFUSG00154.1
STRPU_23899	OFUSG18852.1
STRPU_03731	OFUSG20077.1
STRPU_22426	OFUSG21342.1
STRPU_04174	OFUSG10053.1
STRPU_22130	OFUSG17142.1
STRPU_20503	OFUSG12137.1
STRPU_14551	OFUSG15238.1
STRPU_10202	OFUSG18984.1
STRPU_06449	OFUSG13800.1
STRPU_22030	OFUSG04410.1
STRPU_14677	OFUSG22681.1
STRPU_24523	OFUSG21398.1
STRPU_09308	OFUSG19212.1
STRPU_20682	OFUSG12592.1
STRPU_10327	OFUSG05546.1
STRPU_14725	OFUSG23633.1
STRPU_07497	OFUSG12949.1
STRPU_04794	OFUSG18201.1
STRPU_13856	OFUSG20821.1
STRPU_04967	OFUSG02689.1
STRPU_23996	OFUSG11939.1
STRPU_25879	OFUSG23209.1
STRPU_12616	OFUSG01647.1
STRPU_18803	OFUSG07414.1
STRPU_10385	OFUSG19527.1
STRPU_24934	OFUSG24344.1
STRPU_27355	OFUSG08874.1
STRPU_07165	OFUSG13452.1
STRPU_18067	OFUSG01725.1
STRPU_26448	OFUSG08790.1
STRPU_26419	OFUSG03613.1
STRPU_22375	OFUSG06063.1
STRPU_26184	OFUSG22970.1
STRPU_05870	OFUSG02704.1
STRPU_24833	OFUSG12916.1
STRPU_11844	OFUSG00544.1
STRPU_23987	OFUSG17387.1
STRPU_17390	OFUSG01074.1
STRPU_20783	OFUSG11802.1
STRPU_23539	OFUSG05621.1
STRPU_07421	OFUSG13492.1
STRPU_17782	OFUSG00522.1
STRPU_05221	OFUSG03153.1
STRPU_12944	OFUSG08410.1
STRPU_08214	OFUSG17878.1
STRPU_14560	OFUSG22612.1
STRPU_25923	OFUSG05438.1
STRPU_10228	OFUSG02876.1
STRPU_21208	OFUSG11680.1
STRPU_23999	OFUSG17138.1
STRPU_10714	OFUSG21435.1
STRPU_05230	OFUSG02608.1
STRPU_11066	OFUSG16928.1
STRPU_08331	OFUSG10554.1
STRPU_08251	OFUSG07497.1
STRPU_23496	OFUSG04273.1
STRPU_18693	OFUSG21474.1
STRPU_10774	OFUSG23680.1
STRPU_24401	OFUSG13159.1
STRPU_26053	OFUSG05104.1
STRPU_22392	OFUSG18662.1
STRPU_06486	OFUSG24934.1
STRPU_08167	OFUSG11047.1
STRPU_05418	OFUSG02899.1
STRPU_21051	OFUSG11702.1
STRPU_20974	OFUSG25033.1
STRPU_21626	OFUSG12564.1
STRPU_06805	OFUSG09870.1
STRPU_04501	OFUSG16831.1
STRPU_27161	OFUSG09300.1
STRPU_25244	OFUSG20268.1
STRPU_21578	OFUSG11336.1
STRPU_21302	OFUSG00061.1
STRPU_26083	OFUSG06540.1
STRPU_14493	OFUSG25545.1
STRPU_14219	OFUSG14866.1
STRPU_07107	OFUSG17338.1
STRPU_04410	OFUSG10860.1
STRPU_25364	OFUSG04859.1
STRPU_09006	OFUSG08327.1
STRPU_21986	OFUSG03862.1
STRPU_23173	OFUSG11017.1
STRPU_26699	OFUSG08993.1
STRPU_22417	OFUSG10257.1
STRPU_09880	OFUSG05742.1
STRPU_10623	OFUSG21945.1
STRPU_20510	OFUSG25021.1
STRPU_09009	OFUSG08950.1
STRPU_00198	OFUSG11871.1
STRPU_24551	OFUSG15376.1
STRPU_15046	OFUSG23880.1
STRPU_15321	OFUSG14835.1
STRPU_05008	OFUSG02167.1
STRPU_08424	OFUSG10797.1
STRPU_23474	OFUSG19938.1
STRPU_14997	OFUSG24199.1
STRPU_17738	OFUSG00411.1
STRPU_23915	OFUSG18812.1
STRPU_04958	OFUSG03226.1
STRPU_25925	OFUSG20351.1
STRPU_26252	OFUSG20235.1
STRPU_24493	OFUSG23641.1
STRPU_25277	OFUSG04949.1
STRPU_15388	OFUSG24140.1
STRPU_08564	OFUSG17855.1
STRPU_21075	OFUSG21851.1
STRPU_12802	OFUSG07380.1
STRPU_22383	OFUSG18746.1
STRPU_23986	OFUSG12830.1
STRPU_13507	OFUSG16700.1
STRPU_03014	OFUSG09245.1
STRPU_11516	OFUSG00466.1
STRPU_08064	OFUSG20983.1
STRPU_25371	OFUSG05201.1
STRPU_12835	OFUSG07149.1
STRPU_26862	OFUSG09507.1
STRPU_05085	OFUSG03211.1
STRPU_18561	OFUSG21110.1
STRPU_07316	OFUSG13602.1
STRPU_18691	OFUSG23439.1
STRPU_19495	OFUSG07310.1
STRPU_15529	OFUSG23885.1
STRPU_05647	OFUSG03661.1
STRPU_24685	OFUSG16290.1
STRPU_21507	OFUSG12356.1
STRPU_10602	OFUSG21485.1
STRPU_11728	OFUSG00053.1
STRPU_25423	OFUSG20771.1
STRPU_20792	OFUSG17972.1
STRPU_21019	OFUSG12398.1
STRPU_22984	OFUSG06913.1
STRPU_22236	OFUSG26337.1
STRPU_20687	OFUSG11489.1
STRPU_12736	OFUSG07718.1
STRPU_19361	OFUSG06272.1
STRPU_21002	OFUSG12555.1
STRPU_10201	OFUSG19032.1
STRPU_20958	OFUSG12576.1
STRPU_24019	OFUSG04089.1
STRPU_26222	OFUSG04761.1
STRPU_26446	OFUSG09040.1
STRPU_20662	OFUSG11684.1
STRPU_21414	OFUSG11236.1
STRPU_20393	OFUSG07978.1
STRPU_15413	OFUSG22463.1
STRPU_21615	OFUSG11243.1
STRPU_23740	OFUSG16587.1
STRPU_26946	OFUSG09108.1
STRPU_25668	OFUSG19526.1
STRPU_09357	OFUSG19046.1
STRPU_26395	OFUSG09768.1
STRPU_05240	OFUSG02684.1
STRPU_22376	OFUSG06477.1
STRPU_17834	OFUSG01243.1
STRPU_04749	OFUSG18312.1
STRPU_26185	OFUSG22975.1
STRPU_16714	OFUSG08205.1
STRPU_21908	OFUSG12733.1
STRPU_17840	OFUSG01815.1
STRPU_08322	OFUSG10908.1
STRPU_08830	OFUSG10555.1
STRPU_04988	OFUSG11032.1
STRPU_09459	OFUSG19358.1
STRPU_26047	OFUSG20468.1
STRPU_04941	OFUSG03680.1
STRPU_26816	OFUSG08560.1
STRPU_22094	OFUSG06885.1
STRPU_26192	OFUSG22790.1
STRPU_06639	OFUSG01401.1
STRPU_22078	OFUSG04433.1
STRPU_25394	OFUSG04754.1
STRPU_04714	OFUSG10345.1
STRPU_08801	OFUSG17823.1
STRPU_14717	OFUSG14937.1
STRPU_24678	OFUSG24570.1
STRPU_18754	OFUSG13252.1
STRPU_26602	OFUSG08787.1
STRPU_23045	OFUSG04432.1
STRPU_26447	OFUSG09417.1
STRPU_10288	OFUSG18707.1
STRPU_27154	OFUSG09022.1
STRPU_09311	OFUSG06863.1
STRPU_20943	OFUSG16139.1
STRPU_24361	OFUSG21447.1
STRPU_25766	OFUSG04814.1
STRPU_05899	OFUSG02443.1
STRPU_19539	OFUSG08348.1
STRPU_21353	OFUSG11752.1
STRPU_23499	OFUSG18771.1
STRPU_26018	OFUSG04753.1
STRPU_23302	OFUSG05618.1
STRPU_22864	OFUSG12661.1
STRPU_23379	OFUSG23254.1
STRPU_22100	OFUSG06332.1
STRPU_11363	OFUSG16901.1
STRPU_23528	OFUSG05460.1
STRPU_17151	OFUSG00447.1
STRPU_15382	OFUSG15033.1
STRPU_20708	OFUSG11718.1
STRPU_18517	OFUSG23558.1
STRPU_14385	OFUSG22210.1
STRPU_25481	OFUSG04755.1
STRPU_10665	OFUSG16930.1
STRPU_23998	OFUSG09255.1
STRPU_08559	OFUSG10968.1
STRPU_26389	OFUSG09803.1
STRPU_10355	OFUSG06865.1
STRPU_15507	OFUSG15696.1
STRPU_14567	OFUSG15155.1
STRPU_10445	OFUSG23318.1
STRPU_06126	OFUSG13858.1
STRPU_24911	OFUSG04370.1
STRPU_14474	OFUSG22258.1
STRPU_13492	OFUSG03887.1
STRPU_14415	OFUSG22162.1
STRPU_13342	OFUSG16757.1
STRPU_20156	OFUSG07330.1
STRPU_10660	OFUSG12779.1
STRPU_10342	OFUSG19134.1
STRPU_07155	OFUSG12624.1
STRPU_06817	OFUSG01139.1
STRPU_24796	OFUSG21345.1
STRPU_20125	OFUSG25114.1
STRPU_20578	OFUSG25157.1
STRPU_18525	OFUSG12985.1
STRPU_23707	OFUSG06945.1
STRPU_08070	OFUSG12826.1
STRPU_24301	OFUSG05573.1
STRPU_11747	OFUSG01439.1
STRPU_20751	OFUSG21961.1
STRPU_24543	OFUSG12909.1
STRPU_13781	OFUSG03931.1
STRPU_22028	OFUSG24454.1
STRPU_21445	OFUSG21846.1
STRPU_25038	OFUSG03582.1
STRPU_20322	OFUSG17668.1
STRPU_08341	OFUSG10074.1
STRPU_23329	OFUSG06739.1
STRPU_26363	OFUSG09737.1
STRPU_21625	OFUSG11463.1
STRPU_27377	OFUSG08444.1
STRPU_07674	OFUSG13310.1
STRPU_26028	OFUSG20692.1
STRPU_07167	OFUSG26486.1
STRPU_20468	OFUSG11369.1
STRPU_04677	OFUSG10107.1
STRPU_25002	OFUSG16157.1
STRPU_14528	OFUSG24194.1
STRPU_10307	OFUSG19350.1
STRPU_11652	OFUSG00174.1
STRPU_23293	OFUSG05656.1
STRPU_03467	OFUSG09275.1
STRPU_22091	OFUSG12613.1
STRPU_15386	OFUSG07990.1
STRPU_19149	OFUSG13130.1
STRPU_21467	OFUSG12444.1
STRPU_19113	OFUSG13468.1
STRPU_20392	OFUSG07980.1
STRPU_04818	OFUSG18153.1
STRPU_25821	OFUSG23196.1
STRPU_14733	OFUSG15405.1
STRPU_19240	OFUSG23511.1
STRPU_21916	OFUSG06169.1
STRPU_19488	OFUSG08101.1
STRPU_27031	OFUSG09784.1
STRPU_04989	OFUSG03075.1
STRPU_26315	OFUSG20930.1
STRPU_17810	OFUSG00969.1
STRPU_21901	OFUSG12956.1
STRPU_26600	OFUSG09806.1
STRPU_11835	OFUSG12540.1
STRPU_17437	OFUSG25088.1
STRPU_20695	OFUSG21949.1
STRPU_20501	OFUSG11767.1
STRPU_26599	OFUSG19633.1
STRPU_19586	OFUSG07711.1
STRPU_05238	OFUSG02685.1
STRPU_22951	OFUSG04635.1
STRPU_14658	OFUSG24099.1
STRPU_22676	OFUSG19195.1
STRPU_17230	OFUSG00049.1
STRPU_12965	OFUSG26102.1
STRPU_22250	OFUSG21391.1
STRPU_05701	OFUSG03338.1
STRPU_21589	OFUSG12177.1
STRPU_22614	OFUSG16024.1
STRPU_27159	OFUSG12183.1
STRPU_04610	OFUSG10671.1
STRPU_25412	OFUSG05395.1
STRPU_10629	OFUSG17508.1
STRPU_15900	OFUSG25553.1
STRPU_18055	OFUSG01921.1
STRPU_07891	OFUSG21013.1
STRPU_23791	OFUSG12805.1
STRPU_17513	OFUSG01030.1
STRPU_14810	OFUSG14860.1
STRPU_21276	OFUSG25009.1
STRPU_27052	OFUSG26684.1
STRPU_25293	OFUSG04980.1
STRPU_17074	OFUSG01336.1
STRPU_14649	OFUSG07908.1
STRPU_12684	OFUSG24662.1
STRPU_09300	OFUSG06713.1
STRPU_25527	OFUSG04767.1
STRPU_07369	OFUSG17327.1
STRPU_12911	OFUSG03358.1
STRPU_24015	OFUSG13580.1
STRPU_08136	OFUSG18534.1
STRPU_08776	OFUSG10821.1
STRPU_20422	OFUSG07473.1
STRPU_17088	OFUSG01116.1
STRPU_13733	OFUSG03935.1
STRPU_21540	OFUSG11976.1
STRPU_10276	OFUSG05768.1
STRPU_26027	OFUSG20253.1
STRPU_20041	OFUSG25699.1
STRPU_11166	OFUSG12929.1
STRPU_19400	OFUSG15215.1
STRPU_22598	OFUSG18811.1
STRPU_26968	OFUSG08810.1
STRPU_23150	OFUSG06744.1
STRPU_20986	OFUSG11788.1
STRPU_27286	OFUSG20037.1
STRPU_12902	OFUSG20255.1
STRPU_05010	OFUSG03819.1
STRPU_26671	OFUSG08674.1
STRPU_14253	OFUSG15301.1
STRPU_21548	OFUSG12270.1
STRPU_11437	OFUSG09631.1
STRPU_22854	OFUSG23488.1
STRPU_12278	OFUSG00237.1
STRPU_25902	OFUSG05239.1
STRPU_23699	OFUSG03641.1
STRPU_25488	OFUSG20879.1
STRPU_18038	OFUSG18703.1
STRPU_24268	OFUSG17087.1
STRPU_20706	OFUSG25060.1
STRPU_20786	OFUSG25067.1
STRPU_02997	OFUSG20199.1
STRPU_20539	OFUSG21893.1
STRPU_12812	OFUSG07868.1
STRPU_24474	OFUSG12898.1
STRPU_17964	OFUSG00907.1
STRPU_26727	OFUSG08505.1
STRPU_02906	OFUSG09341.1
STRPU_21426	OFUSG21525.1
STRPU_27063	OFUSG08718.1
STRPU_20722	OFUSG11240.1
STRPU_05905	OFUSG03229.1
STRPU_15392	OFUSG22426.1
STRPU_24381	OFUSG13748.1
STRPU_10241	OFUSG06610.1
STRPU_24546	OFUSG26283.1
STRPU_07049	OFUSG01221.1
STRPU_10869	OFUSG26285.1
