bflo_04183	OFUSG13305.1
bflo_19965	OFUSG15157.1
bflo_05129	OFUSG10185.1
bflo_22635	OFUSG20334.1
bflo_13968	OFUSG20421.1
bflo_16542	OFUSG11209.1
bflo_02871	OFUSG24596.1
bflo_09610	OFUSG06015.1
bflo_08105	OFUSG26386.1
bflo_20528	OFUSG22578.1
bflo_01503	OFUSG17218.1
bflo_02495	OFUSG17014.1
bflo_07348	OFUSG18340.1
bflo_12286	OFUSG18853.1
bflo_18215	OFUSG12015.1
bflo_08147	OFUSG21573.1
bflo_26458	OFUSG13683.1
bflo_25343	OFUSG17159.1
bflo_11415	OFUSG19154.1
bflo_24047	OFUSG12469.1
bflo_13986	OFUSG20549.1
bflo_25005	OFUSG11607.1
bflo_22693	OFUSG23890.1
bflo_08018	OFUSG25456.1
bflo_16811	OFUSG12753.1
bflo_23015	OFUSG11072.1
bflo_10798	OFUSG19504.1
bflo_12795	OFUSG03581.1
bflo_25704	OFUSG23370.1
bflo_14936	OFUSG02901.1
bflo_19557	OFUSG04199.1
bflo_19403	OFUSG03952.1
bflo_22258	OFUSG14727.1
bflo_11263	OFUSG19535.1
bflo_25487	OFUSG21409.1
bflo_09022	OFUSG25068.1
bflo_13062	OFUSG20758.1
bflo_11136	OFUSG19008.1
bflo_09148	OFUSG07782.1
bflo_10784	OFUSG11294.1
bflo_24247	OFUSG16931.1
bflo_16494	OFUSG12295.1
bflo_20064	OFUSG22196.1
bflo_16587	OFUSG10914.1
bflo_18198	OFUSG00364.1
bflo_08222	OFUSG21628.1
bflo_12803	OFUSG04898.1
bflo_14799	OFUSG03818.1
bflo_14185	OFUSG03001.1
bflo_06563	OFUSG17312.1
bflo_05904	OFUSG08962.1
bflo_23647	OFUSG11992.1
bflo_15965	OFUSG07835.1
bflo_25634	OFUSG16856.1
bflo_12585	OFUSG04944.1
bflo_21818	OFUSG19287.1
bflo_17457	OFUSG26578.1
bflo_11284	OFUSG05841.1
bflo_06026	OFUSG09455.1
bflo_14685	OFUSG03204.1
bflo_10970	OFUSG05820.1
bflo_04747	OFUSG23995.1
bflo_02386	OFUSG04552.1
bflo_17063	OFUSG07171.1
bflo_15821	OFUSG08279.1
bflo_00547	OFUSG21411.1
bflo_08095	OFUSG07760.1
bflo_12327	OFUSG06033.1
bflo_07750	OFUSG14662.1
bflo_13048	OFUSG20875.1
bflo_12937	OFUSG20254.1
bflo_26225	OFUSG17666.1
bflo_12193	OFUSG05791.1
bflo_11200	OFUSG06461.1
bflo_23497	OFUSG17097.1
bflo_08717	OFUSG12742.1
bflo_12730	OFUSG01618.1
bflo_11517	OFUSG19124.1
bflo_25181	OFUSG13529.1
bflo_05690	OFUSG12577.1
bflo_05962	OFUSG11270.1
bflo_06651	OFUSG21619.1
bflo_11046	OFUSG06828.1
bflo_09534	OFUSG06575.1
bflo_20580	OFUSG22404.1
bflo_04373	OFUSG13388.1
bflo_25186	OFUSG21410.1
bflo_10378	OFUSG05541.1
bflo_15899	OFUSG09865.1
bflo_06099	OFUSG09500.1
bflo_17859	OFUSG11216.1
bflo_06675	OFUSG09671.1
bflo_10445	OFUSG15605.1
bflo_10941	OFUSG18762.1
bflo_21946	OFUSG08003.1
bflo_10949	OFUSG18765.1
bflo_23330	OFUSG10960.1
bflo_23299	OFUSG11067.1
bflo_13397	OFUSG22986.1
bflo_26194	OFUSG26446.1
bflo_03963	OFUSG16589.1
bflo_07795	OFUSG26008.1
bflo_20204	OFUSG12086.1
bflo_16420	OFUSG07735.1
bflo_22505	OFUSG02665.1
bflo_14274	OFUSG10552.1
bflo_03367	OFUSG00577.1
bflo_00918	OFUSG23255.1
bflo_03759	OFUSG07813.1
bflo_15755	OFUSG05221.1
bflo_06853	OFUSG13573.1
bflo_26161	OFUSG13326.1
bflo_22207	OFUSG11573.1
bflo_21283	OFUSG25797.1
bflo_14586	OFUSG21810.1
bflo_04801	OFUSG01513.1
bflo_14389	OFUSG03016.1
bflo_14437	OFUSG03882.1
bflo_04868	OFUSG22178.1
bflo_10974	OFUSG11468.1
bflo_26268	OFUSG13243.1
bflo_02623	OFUSG04708.1
bflo_14125	OFUSG03031.1
bflo_05673	OFUSG09738.1
bflo_06215	OFUSG08905.1
bflo_10215	OFUSG15378.1
bflo_20391	OFUSG14917.1
bflo_06228	OFUSG08437.1
bflo_14336	OFUSG03341.1
bflo_06213	OFUSG14070.1
bflo_12705	OFUSG06296.1
bflo_11829	OFUSG05539.1
bflo_12549	OFUSG23068.1
bflo_02769	OFUSG19640.1
bflo_14204	OFUSG01991.1
bflo_01207	OFUSG11055.1
bflo_06194	OFUSG08860.1
bflo_07621	OFUSG10979.1
bflo_23059	OFUSG17874.1
bflo_15983	OFUSG26702.1
bflo_05952	OFUSG08554.1
bflo_13041	OFUSG12465.1
bflo_04848	OFUSG21967.1
bflo_08720	OFUSG08226.1
bflo_06843	OFUSG09712.1
bflo_09993	OFUSG12054.1
bflo_11428	OFUSG19492.1
bflo_11203	OFUSG22503.1
bflo_10467	OFUSG07767.1
bflo_13279	OFUSG04846.1
bflo_08182	OFUSG11763.1
bflo_23254	OFUSG05669.1
bflo_22057	OFUSG14093.1
bflo_05909	OFUSG07940.1
bflo_20073	OFUSG24017.1
bflo_01181	OFUSG23483.1
bflo_13460	OFUSG23100.1
bflo_23680	OFUSG10373.1
bflo_11020	OFUSG03991.1
bflo_05928	OFUSG19676.1
bflo_17529	OFUSG01720.1
bflo_23037	OFUSG17815.1
bflo_12940	OFUSG20379.1
bflo_13176	OFUSG23106.1
bflo_09437	OFUSG19161.1
bflo_18472	OFUSG00714.1
bflo_08257	OFUSG25222.1
bflo_02390	OFUSG18117.1
bflo_13945	OFUSG20873.1
bflo_14075	OFUSG06087.1
bflo_25317	OFUSG19387.1
bflo_23070	OFUSG09987.1
bflo_17542	OFUSG00285.1
bflo_12138	OFUSG11859.1
bflo_14221	OFUSG25690.1
bflo_10573	OFUSG20864.1
bflo_14557	OFUSG20481.1
bflo_18775	OFUSG03702.1
bflo_10299	OFUSG05598.1
bflo_13339	OFUSG20774.1
bflo_10168	OFUSG06396.1
bflo_01637	OFUSG23390.1
bflo_18124	OFUSG00472.1
bflo_12753	OFUSG12575.1
bflo_11965	OFUSG06411.1
bflo_18342	OFUSG21427.1
bflo_00269	OFUSG08472.1
bflo_21040	OFUSG11476.1
bflo_25040	OFUSG26431.1
bflo_07212	OFUSG10156.1
bflo_21632	OFUSG26365.1
bflo_04414	OFUSG17669.1
bflo_07611	OFUSG04390.1
bflo_07610	OFUSG16111.1
bflo_21660	OFUSG25901.1
bflo_24352	OFUSG24907.1
bflo_22205	OFUSG17578.1
bflo_11696	OFUSG06311.1
bflo_00825	OFUSG26464.1
bflo_07347	OFUSG15849.1
bflo_13904	OFUSG20681.1
bflo_12914	OFUSG08242.1
bflo_10402	OFUSG19282.1
bflo_15636	OFUSG09932.1
bflo_15504	OFUSG03654.1
bflo_00265	OFUSG12803.1
bflo_05603	OFUSG12299.1
bflo_13275	OFUSG12254.1
bflo_05689	OFUSG19560.1
bflo_03397	OFUSG13772.1
bflo_04520	OFUSG00965.1
bflo_13527	OFUSG20562.1
bflo_20856	OFUSG12429.1
bflo_25676	OFUSG13754.1
bflo_23251	OFUSG10917.1
bflo_05702	OFUSG20989.1
bflo_06017	OFUSG01099.1
bflo_26244	OFUSG21112.1
bflo_22949	OFUSG10831.1
bflo_06643	OFUSG08997.1
bflo_02320	OFUSG04368.1
bflo_23358	OFUSG10043.1
bflo_20785	OFUSG22190.1
bflo_21380	OFUSG14687.1
bflo_09515	OFUSG06795.1
bflo_18618	OFUSG26580.1
bflo_08595	OFUSG10180.1
bflo_23027	OFUSG15111.1
bflo_12935	OFUSG23082.1
bflo_21015	OFUSG22319.1
bflo_22797	OFUSG14995.1
bflo_08971	OFUSG12324.1
bflo_01371	OFUSG15756.1
bflo_06603	OFUSG09617.1
bflo_02502	OFUSG04619.1
bflo_13485	OFUSG00232.1
bflo_25728	OFUSG20745.1
bflo_23257	OFUSG08899.1
bflo_25027	OFUSG21430.1
bflo_00341	OFUSG13524.1
bflo_00645	OFUSG06879.1
bflo_24773	OFUSG21235.1
bflo_05658	OFUSG12400.1
bflo_08958	OFUSG06764.1
bflo_03255	OFUSG00684.1
bflo_00871	OFUSG13630.1
bflo_00407	OFUSG09219.1
bflo_26145	OFUSG13071.1
bflo_24562	OFUSG23373.1
bflo_09797	OFUSG26669.1
bflo_12516	OFUSG20238.1
bflo_15767	OFUSG07997.1
bflo_01150	OFUSG08426.1
bflo_25653	OFUSG08845.1
bflo_10873	OFUSG14183.1
bflo_21979	OFUSG24697.1
bflo_10622	OFUSG20233.1
bflo_20251	OFUSG24167.1
bflo_24544	OFUSG16937.1
bflo_18151	OFUSG07386.1
bflo_09248	OFUSG06569.1
bflo_12433	OFUSG19644.1
bflo_23181	OFUSG13890.1
bflo_08012	OFUSG03856.1
bflo_11688	OFUSG05929.1
bflo_11759	OFUSG05622.1
bflo_13775	OFUSG05390.1
bflo_13999	OFUSG20709.1
bflo_10775	OFUSG03436.1
bflo_20207	OFUSG07824.1
bflo_09297	OFUSG10940.1
bflo_24468	OFUSG14220.1
bflo_11642	OFUSG19462.1
bflo_05040	OFUSG08585.1
bflo_04493	OFUSG01027.1
bflo_16471	OFUSG01454.1
bflo_07351	OFUSG12127.1
bflo_17537	OFUSG00790.1
bflo_04839	OFUSG25094.1
bflo_00422	OFUSG26352.1
bflo_18971	OFUSG08272.1
bflo_08203	OFUSG11419.1
bflo_20374	OFUSG15550.1
bflo_11685	OFUSG05692.1
bflo_14924	OFUSG08297.1
bflo_13894	OFUSG15723.1
bflo_20003	OFUSG15450.1
bflo_16221	OFUSG11961.1
bflo_11455	OFUSG06255.1
bflo_02661	OFUSG04372.1
bflo_06298	OFUSG12289.1
bflo_11595	OFUSG12150.1
bflo_17565	OFUSG08907.1
bflo_14203	OFUSG21576.1
bflo_25286	OFUSG13078.1
bflo_18372	OFUSG22095.1
bflo_03102	OFUSG01691.1
bflo_03295	OFUSG00395.1
bflo_19318	OFUSG00976.1
bflo_07378	OFUSG19151.1
bflo_07683	OFUSG04293.1
bflo_22085	OFUSG11578.1
bflo_17785	OFUSG00349.1
bflo_24488	OFUSG21159.1
bflo_05610	OFUSG06963.1
bflo_13034	OFUSG22961.1
bflo_12481	OFUSG06165.1
bflo_13519	OFUSG05424.1
bflo_16206	OFUSG25472.1
bflo_00309	OFUSG21151.1
bflo_09310	OFUSG06525.1
bflo_06068	OFUSG09632.1
bflo_14428	OFUSG21663.1
bflo_01909	OFUSG07284.1
bflo_17612	OFUSG00350.1
bflo_25899	OFUSG16855.1
bflo_26558	OFUSG12800.1
bflo_05655	OFUSG08817.1
bflo_07116	OFUSG17804.1
bflo_08361	OFUSG13525.1
bflo_12468	OFUSG19331.1
bflo_15442	OFUSG03113.1
bflo_00813	OFUSG17196.1
bflo_01943	OFUSG21050.1
bflo_01146	OFUSG19567.1
bflo_19080	OFUSG04201.1
bflo_07405	OFUSG08022.1
bflo_08058	OFUSG10010.1
bflo_15509	OFUSG02528.1
bflo_08289	OFUSG16779.1
bflo_24274	OFUSG21707.1
bflo_05295	OFUSG05660.1
bflo_12478	OFUSG05633.1
bflo_20389	OFUSG15113.1
bflo_11381	OFUSG05609.1
bflo_15575	OFUSG26138.1
bflo_05840	OFUSG20881.1
bflo_18189	OFUSG09542.1
bflo_07999	OFUSG04672.1
bflo_14330	OFUSG03344.1
bflo_26334	OFUSG21077.1
bflo_12563	OFUSG07198.1
bflo_04170	OFUSG26753.1
bflo_16947	OFUSG03761.1
bflo_23851	OFUSG10211.1
bflo_16217	OFUSG26673.1
bflo_11135	OFUSG13142.1
bflo_09263	OFUSG06139.1
bflo_22436	OFUSG11579.1
bflo_07440	OFUSG19592.1
bflo_03084	OFUSG10582.1
bflo_13000	OFUSG11265.1
bflo_01615	OFUSG01436.1
bflo_17863	OFUSG00913.1
bflo_22694	OFUSG18462.1
bflo_18130	OFUSG01920.1
bflo_11594	OFUSG06648.1
bflo_15883	OFUSG08068.1
bflo_17615	OFUSG00142.1
bflo_06225	OFUSG08709.1
bflo_23411	OFUSG18375.1
bflo_06376	OFUSG13284.1
bflo_16107	OFUSG23581.1
bflo_25539	OFUSG13200.1
bflo_20644	OFUSG22262.1
bflo_14726	OFUSG15978.1
bflo_03370	OFUSG10162.1
bflo_14987	OFUSG01942.1
bflo_18602	OFUSG09787.1
bflo_04438	OFUSG12652.1
bflo_13908	OFUSG05106.1
bflo_14515	OFUSG25627.1
bflo_19539	OFUSG04041.1
bflo_01188	OFUSG16963.1
bflo_20245	OFUSG15262.1
bflo_10513	OFUSG07766.1
bflo_19280	OFUSG09602.1
bflo_06293	OFUSG19921.1
bflo_21998	OFUSG12314.1
bflo_11702	OFUSG19155.1
bflo_23860	OFUSG17891.1
bflo_02802	OFUSG19852.1
bflo_21869	OFUSG14585.1
bflo_19143	OFUSG25347.1
bflo_13935	OFUSG18307.1
bflo_13078	OFUSG04866.1
bflo_23774	OFUSG10425.1
bflo_07907	OFUSG06000.1
bflo_26062	OFUSG26571.1
bflo_25166	OFUSG24781.1
bflo_20828	OFUSG22247.1
bflo_18753	OFUSG04046.1
bflo_15113	OFUSG03550.1
bflo_07560	OFUSG10191.1
bflo_25612	OFUSG17348.1
bflo_24039	OFUSG13673.1
bflo_00678	OFUSG25523.1
bflo_06049	OFUSG08691.1
bflo_20797	OFUSG12549.1
bflo_06037	OFUSG12008.1
bflo_07585	OFUSG21874.1
bflo_11432	OFUSG19374.1
bflo_11592	OFUSG05608.1
bflo_19816	OFUSG12523.1
bflo_13531	OFUSG20574.1
bflo_21776	OFUSG03992.1
bflo_21293	OFUSG14669.1
bflo_03935	OFUSG04893.1
bflo_17077	OFUSG25735.1
bflo_04405	OFUSG02085.1
bflo_16614	OFUSG25431.1
bflo_17311	OFUSG11467.1
bflo_17569	OFUSG10803.1
bflo_20826	OFUSG15072.1
bflo_19259	OFUSG16553.1
bflo_04731	OFUSG01137.1
bflo_11054	OFUSG12744.1
bflo_14958	OFUSG03651.1
bflo_13854	OFUSG20796.1
bflo_13916	OFUSG05200.1
bflo_23985	OFUSG21542.1
bflo_12858	OFUSG03683.1
bflo_14347	OFUSG02146.1
bflo_11505	OFUSG21785.1
bflo_10198	OFUSG12180.1
bflo_18085	OFUSG00809.1
bflo_22646	OFUSG12108.1
bflo_03056	OFUSG23837.1
bflo_18015	OFUSG25098.1
bflo_11060	OFUSG06601.1
bflo_23012	OFUSG10020.1
bflo_02407	OFUSG16333.1
bflo_01033	OFUSG08940.1
bflo_03959	OFUSG08018.1
bflo_18102	OFUSG00400.1
bflo_09361	OFUSG06528.1
bflo_14316	OFUSG03143.1
bflo_25710	OFUSG13745.1
bflo_04999	OFUSG18947.1
bflo_21685	OFUSG14726.1
bflo_14786	OFUSG09004.1
bflo_05615	OFUSG18629.1
bflo_24638	OFUSG21871.1
bflo_09400	OFUSG25421.1
bflo_11330	OFUSG05487.1
bflo_11678	OFUSG06119.1
bflo_05852	OFUSG08440.1
bflo_05354	OFUSG11130.1
bflo_20165	OFUSG24021.1
bflo_18303	OFUSG03445.1
bflo_20634	OFUSG14941.1
bflo_16142	OFUSG12514.1
bflo_22495	OFUSG24816.1
bflo_22541	OFUSG11471.1
bflo_12076	OFUSG18814.1
bflo_23421	OFUSG10028.1
bflo_02287	OFUSG17173.1
bflo_05595	OFUSG17701.1
bflo_15213	OFUSG12406.1
bflo_15564	OFUSG08159.1
bflo_06463	OFUSG19904.1
bflo_25786	OFUSG23570.1
bflo_05538	OFUSG08878.1
bflo_13757	OFUSG20418.1
bflo_11522	OFUSG09702.1
bflo_09529	OFUSG18955.1
bflo_02508	OFUSG04090.1
bflo_18745	OFUSG15947.1
bflo_17843	OFUSG00932.1
bflo_03876	OFUSG03955.1
bflo_13346	OFUSG25142.1
bflo_14224	OFUSG07058.1
bflo_09439	OFUSG11331.1
bflo_11458	OFUSG19522.1
bflo_12455	OFUSG06855.1
bflo_10285	OFUSG10587.1
bflo_06635	OFUSG13603.1
bflo_13940	OFUSG01351.1
bflo_00243	OFUSG17362.1
bflo_20278	OFUSG22740.1
bflo_02350	OFUSG10655.1
bflo_13930	OFUSG22773.1
bflo_15494	OFUSG02614.1
bflo_05586	OFUSG19727.1
bflo_23846	OFUSG18292.1
bflo_17654	OFUSG12840.1
bflo_14044	OFUSG20547.1
bflo_20173	OFUSG14932.1
bflo_16556	OFUSG07817.1
bflo_18082	OFUSG00454.1
bflo_05639	OFUSG21232.1
bflo_21845	OFUSG24911.1
bflo_23392	OFUSG18091.1
bflo_19675	OFUSG04528.1
bflo_08658	OFUSG14105.1
bflo_25283	OFUSG01350.1
bflo_21623	OFUSG16559.1
bflo_05821	OFUSG26038.1
bflo_06530	OFUSG17331.1
bflo_21805	OFUSG13902.1
bflo_23824	OFUSG08341.1
bflo_18996	OFUSG24399.1
bflo_19250	OFUSG24278.1
bflo_20620	OFUSG23882.1
bflo_17602	OFUSG00423.1
bflo_24042	OFUSG13146.1
bflo_12524	OFUSG20284.1
bflo_08331	OFUSG04586.1
bflo_02399	OFUSG16224.1
bflo_24666	OFUSG06292.1
bflo_23809	OFUSG10617.1
bflo_00907	OFUSG10278.1
bflo_07124	OFUSG26127.1
bflo_02249	OFUSG03917.1
bflo_03757	OFUSG09025.1
bflo_13233	OFUSG20515.1
bflo_17710	OFUSG01878.1
bflo_17634	OFUSG00046.1
bflo_20329	OFUSG11400.1
bflo_12918	OFUSG20540.1
bflo_12052	OFUSG00452.1
bflo_00135	OFUSG19958.1
bflo_10486	OFUSG07342.1
bflo_04947	OFUSG22199.1
bflo_06383	OFUSG17172.1
bflo_10955	OFUSG06187.1
bflo_21775	OFUSG14188.1
bflo_01575	OFUSG08824.1
bflo_14425	OFUSG22165.1
bflo_15928	OFUSG25665.1
bflo_26184	OFUSG08145.1
bflo_14166	OFUSG02998.1
bflo_25294	OFUSG13077.1
bflo_16533	OFUSG26654.1
bflo_02561	OFUSG05657.1
bflo_10555	OFUSG06567.1
bflo_11057	OFUSG19093.1
bflo_23397	OFUSG11057.1
bflo_23848	OFUSG10168.1
bflo_09207	OFUSG25575.1
bflo_24698	OFUSG05321.1
bflo_11878	OFUSG18660.1
bflo_17040	OFUSG07659.1
bflo_13298	OFUSG20459.1
bflo_02432	OFUSG08609.1
bflo_11580	OFUSG06696.1
bflo_19257	OFUSG16702.1
bflo_02897	OFUSG24594.1
bflo_18353	OFUSG00920.1
bflo_09979	OFUSG19206.1
bflo_12723	OFUSG23145.1
bflo_20072	OFUSG24018.1
bflo_01001	OFUSG17468.1
bflo_01171	OFUSG17467.1
bflo_24434	OFUSG26369.1
bflo_16963	OFUSG08397.1
bflo_16382	OFUSG08099.1
bflo_15553	OFUSG09261.1
bflo_19084	OFUSG15942.1
bflo_05942	OFUSG08433.1
bflo_15567	OFUSG12181.1
bflo_09041	OFUSG05991.1
bflo_23946	OFUSG19704.1
bflo_18859	OFUSG11275.1
bflo_10197	OFUSG06334.1
bflo_14691	OFUSG25754.1
bflo_06291	OFUSG19919.1
bflo_25547	OFUSG21212.1
bflo_05430	OFUSG13177.1
bflo_04467	OFUSG16443.1
bflo_26172	OFUSG13327.1
bflo_03962	OFUSG01430.1
bflo_11375	OFUSG06606.1
bflo_00438	OFUSG12612.1
bflo_12538	OFUSG12388.1
bflo_07008	OFUSG06383.1
bflo_13100	OFUSG20663.1
bflo_14048	OFUSG20388.1
bflo_11667	OFUSG06701.1
bflo_14418	OFUSG03313.1
bflo_21271	OFUSG12641.1
bflo_06822	OFUSG19703.1
bflo_14082	OFUSG03600.1
bflo_01070	OFUSG21225.1
bflo_14648	OFUSG07006.1
bflo_09892	OFUSG11357.1
bflo_14829	OFUSG03174.1
bflo_22769	OFUSG10391.1
bflo_00186	OFUSG25525.1
bflo_23253	OFUSG25265.1
bflo_18843	OFUSG07768.2
bflo_12543	OFUSG05142.1
bflo_18339	OFUSG14742.1
bflo_18488	OFUSG09331.1
bflo_21934	OFUSG26103.1
bflo_03014	OFUSG20130.1
bflo_10630	OFUSG05966.1
bflo_12777	OFUSG05261.1
bflo_23577	OFUSG11034.1
bflo_18625	OFUSG15876.1
bflo_27295	OFUSG04222.1
bflo_03712	OFUSG23493.1
bflo_15514	OFUSG03216.1
bflo_26115	OFUSG26518.1
bflo_05590	OFUSG08532.1
bflo_20502	OFUSG24087.1
bflo_11563	OFUSG05716.1
bflo_10679	OFUSG11995.1
bflo_13923	OFUSG20872.1
bflo_18063	OFUSG15724.1
bflo_22711	OFUSG10401.1
bflo_07483	OFUSG09983.1
bflo_26032	OFUSG13281.1
bflo_05656	OFUSG09822.1
bflo_02086	OFUSG08788.1
bflo_05424	OFUSG11488.1
bflo_20417	OFUSG07278.1
bflo_07388	OFUSG10911.1
bflo_23476	OFUSG11537.1
bflo_08265	OFUSG20694.1
bflo_22461	OFUSG14086.1
bflo_22306	OFUSG14668.1
bflo_13831	OFUSG20553.1
bflo_02199	OFUSG04617.1
bflo_07506	OFUSG11640.1
bflo_17074	OFUSG26803.1
bflo_13873	OFUSG25217.1
bflo_14756	OFUSG14003.1
bflo_21815	OFUSG24981.1
bflo_13623	OFUSG05241.1
bflo_02792	OFUSG14822.1
bflo_24959	OFUSG12528.1
bflo_25862	OFUSG23465.1
bflo_07384	OFUSG16387.1
bflo_22152	OFUSG26215.1
bflo_14289	OFUSG02889.1
bflo_13224	OFUSG05203.1
bflo_17686	OFUSG01761.1
bflo_01373	OFUSG10131.1
bflo_18390	OFUSG01889.1
bflo_19380	OFUSG04466.1
bflo_21809	OFUSG13161.1
bflo_10189	OFUSG06585.1
bflo_20531	OFUSG24176.1
bflo_19210	OFUSG15808.1
bflo_22850	OFUSG09968.1
bflo_23771	OFUSG18389.1
bflo_03293	OFUSG21761.1
bflo_07051	OFUSG17847.1
bflo_06445	OFUSG09082.1
bflo_12617	OFUSG20735.1
bflo_17774	OFUSG00348.1
bflo_16739	OFUSG00931.1
bflo_08783	OFUSG01695.1
bflo_13409	OFUSG04975.1
bflo_05668	OFUSG13562.1
bflo_20369	OFUSG15397.1
bflo_11161	OFUSG06834.1
bflo_16818	OFUSG25692.1
bflo_06676	OFUSG09464.1
bflo_05711	OFUSG09124.1
bflo_06388	OFUSG26318.1
bflo_10781	OFUSG19194.1
bflo_14801	OFUSG02442.1
bflo_17039	OFUSG23584.1
bflo_14841	OFUSG17158.1
bflo_01326	OFUSG17276.1
bflo_25864	OFUSG07179.1
bflo_21086	OFUSG23551.1
bflo_18159	OFUSG00936.1
bflo_03880	OFUSG23547.1
bflo_11872	OFUSG05653.1
bflo_22320	OFUSG14725.1
bflo_10058	OFUSG15458.1
bflo_06019	OFUSG26075.1
bflo_11763	OFUSG12471.1
bflo_05623	OFUSG17603.1
bflo_00686	OFUSG13186.1
bflo_06674	OFUSG08404.1
bflo_11099	OFUSG05635.1
bflo_18670	OFUSG24270.1
bflo_16430	OFUSG07877.1
bflo_10825	OFUSG07408.1
bflo_23320	OFUSG18459.1
bflo_08640	OFUSG15878.1
bflo_12669	OFUSG20628.1
bflo_23341	OFUSG00884.1
bflo_17503	OFUSG25075.1
bflo_08841	OFUSG05470.1
bflo_00581	OFUSG23655.1
bflo_19179	OFUSG20929.1
bflo_18137	OFUSG00362.1
bflo_07273	OFUSG18386.1
bflo_21938	OFUSG24778.1
bflo_23381	OFUSG10677.1
bflo_12636	OFUSG23129.1
bflo_09435	OFUSG19497.1
bflo_20527	OFUSG24014.1
bflo_20344	OFUSG22447.1
bflo_17571	OFUSG00129.1
bflo_18089	OFUSG00620.1
bflo_18136	OFUSG00399.1
bflo_11476	OFUSG18645.1
bflo_08448	OFUSG07394.1
bflo_24447	OFUSG21476.1
bflo_09169	OFUSG06527.1
bflo_11656	OFUSG07556.1
bflo_15760	OFUSG25536.1
bflo_09353	OFUSG26800.1
bflo_04780	OFUSG04394.1
bflo_07372	OFUSG10161.1
bflo_06043	OFUSG17185.1
bflo_02112	OFUSG16405.1
bflo_02848	OFUSG08451.1
bflo_11454	OFUSG06281.1
bflo_23590	OFUSG16627.1
bflo_01138	OFUSG13743.1
bflo_03475	OFUSG00420.1
bflo_15746	OFUSG07702.1
bflo_13387	OFUSG18628.1
bflo_20341	OFUSG24056.1
bflo_15545	OFUSG09513.1
bflo_18247	OFUSG08895.1
bflo_07642	OFUSG04231.1
bflo_15254	OFUSG02616.1
bflo_08408	OFUSG18164.1
bflo_22925	OFUSG17828.1
bflo_09903	OFUSG06966.1
bflo_21913	OFUSG24635.1
bflo_23908	OFUSG17974.1
bflo_23063	OFUSG18149.1
bflo_10034	OFUSG18698.1
bflo_21680	OFUSG14112.1
bflo_18552	OFUSG16190.1
bflo_11047	OFUSG06199.1
bflo_14744	OFUSG07910.1
bflo_09805	OFUSG07544.1
bflo_01442	OFUSG13370.1
bflo_18346	OFUSG15967.1
bflo_16162	OFUSG12337.1
bflo_19304	OFUSG15969.1
bflo_11817	OFUSG19610.1
bflo_15936	OFUSG25686.1
bflo_15748	OFUSG07700.1
bflo_02915	OFUSG04668.1
bflo_10682	OFUSG06723.1
bflo_18005	OFUSG00867.1
bflo_17255	OFUSG01801.1
bflo_15778	OFUSG25608.1
bflo_23058	OFUSG17875.1
bflo_24438	OFUSG13313.1
bflo_09428	OFUSG05674.1
bflo_24401	OFUSG21516.1
bflo_20473	OFUSG15022.1
bflo_21171	OFUSG15353.1
bflo_20134	OFUSG24154.1
bflo_17608	OFUSG08816.1
bflo_10444	OFUSG06271.1
bflo_10696	OFUSG06485.1
bflo_24989	OFUSG21319.1
bflo_23792	OFUSG10493.1
bflo_14926	OFUSG03352.1
bflo_10221	OFUSG07963.1
bflo_21816	OFUSG14815.1
bflo_12779	OFUSG20308.1
bflo_07102	OFUSG17951.1
bflo_06573	OFUSG17864.1
bflo_09008	OFUSG12865.1
bflo_12921	OFUSG20497.1
bflo_24056	OFUSG17728.1
bflo_04122	OFUSG17382.1
bflo_07697	OFUSG18111.1
bflo_15859	OFUSG21424.1
bflo_01999	OFUSG23538.1
bflo_01418	OFUSG26258.1
bflo_14270	OFUSG21477.1
bflo_12638	OFUSG23130.1
bflo_06824	OFUSG26516.1
bflo_25747	OFUSG13138.1
bflo_05854	OFUSG13179.1
bflo_15232	OFUSG12355.1
bflo_10575	OFUSG13021.1
bflo_18319	OFUSG21965.1
bflo_23010	OFUSG18269.1
bflo_12760	OFUSG05022.1
bflo_07989	OFUSG08779.1
bflo_13800	OFUSG20568.1
bflo_21945	OFUSG11706.1
bflo_11271	OFUSG19539.1
bflo_14184	OFUSG02403.1
bflo_08091	OFUSG18537.1
bflo_21832	OFUSG14180.1
bflo_21094	OFUSG24155.1
bflo_11280	OFUSG18964.1
bflo_20348	OFUSG22296.1
bflo_04042	OFUSG00752.1
bflo_13861	OFUSG20801.1
bflo_06337	OFUSG19617.1
bflo_11442	OFUSG06597.1
bflo_14043	OFUSG20430.1
bflo_13514	OFUSG11124.1
bflo_23512	OFUSG10614.1
bflo_17782	OFUSG00366.1
bflo_26455	OFUSG23664.1
bflo_26318	OFUSG21210.1
bflo_21082	OFUSG11479.1
bflo_24072	OFUSG12932.1
bflo_15170	OFUSG02914.1
bflo_22266	OFUSG12192.1
bflo_00577	OFUSG21273.1
bflo_10446	OFUSG06978.1
bflo_11677	OFUSG06200.1
bflo_25611	OFUSG23463.1
bflo_02382	OFUSG09267.1
bflo_10408	OFUSG05978.1
bflo_08465	OFUSG04246.1
bflo_06450	OFUSG19905.1
bflo_22784	OFUSG10871.1
bflo_15711	OFUSG08302.1
bflo_05619	OFUSG12636.1
bflo_15000	OFUSG02544.1
bflo_01199	OFUSG17545.1
bflo_20069	OFUSG21801.1
