AENJA_23461	BRALA00047
AENJA_23709	BRALA03732
AENJA_23737	BRALA00984
AENJA_24078	BRALA22529
AENJA_24729	BRALA11852
AENJA_24774	BRALA21970
AENJA_24897	BRALA12039
AENJA_24898	BRALA32099
AENJA_24899	BRALA15217
AENJA_25140	BRALA23416
AENJA_25171	BRALA22405
AENJA_25373	BRALA01037
AENJA_25599	BRALA05369
AENJA_25618	BRALA18935
AENJA_25760	BRALA20033
AENJA_25962	BRALA26946
AENJA_25969	BRALA28846
AENJA_26090	BRALA24263
AENJA_26148	BRALA08859
AENJA_26239	BRALA16271
AENJA_26279	BRALA34323
AENJA_26410	BRALA21305
AENJA_26422	BRALA07888
AENJA_26440	BRALA05441
AENJA_26749	BRALA01440
AENJA_26768	BRALA10696
AENJA_26780	BRALA17395
AENJA_26782	BRALA35097
AENJA_00160	BRALA12967
AENJA_00374	BRALA11038
AENJA_00419	BRALA24381
AENJA_08020	BRALA17179
AENJA_00554	BRALA04509
AENJA_00934	BRALA15228
AENJA_05332	BRALA08071
AENJA_00987	BRALA06261
AENJA_01004	BRALA16971
AENJA_01041	BRALA21952
AENJA_01067	BRALA22973
AENJA_01088	BRALA26688
AENJA_01197	BRALA14659
AENJA_01487	BRALA04657
AENJA_01757	BRALA10344
AENJA_01759	BRALA12191
AENJA_01966	BRALA02517
AENJA_02013	BRALA02874
AENJA_02021	BRALA04368
AENJA_02389	BRALA23898
AENJA_02397	BRALA06773
AENJA_02598	BRALA21175
AENJA_02848	BRALA25959
AENJA_02860	BRALA28137
AENJA_02979	BRALA27289
AENJA_03017	BRALA16743
AENJA_03263	BRALA22182
AENJA_03321	BRALA03308
AENJA_03373	BRALA19644
AENJA_03375	BRALA06259
AENJA_03387	BRALA06257
AENJA_03425	BRALA06368
AENJA_03577	BRALA15823
AENJA_03701	BRALA21831
AENJA_03784	BRALA09308
AENJA_04092	BRALA29956
AENJA_04242	BRALA22588
AENJA_04268	BRALA14058
AENJA_04490	BRALA06746
AENJA_04525	BRALA18735
AENJA_04612	BRALA05558
AENJA_04616	BRALA05680
AENJA_04691	BRALA33198
AENJA_04732	BRALA12584
AENJA_05026	BRALA26940
AENJA_05245	BRALA20399
AENJA_05267	BRALA25060
AENJA_05404	BRALA03188
AENJA_05494	BRALA07945
AENJA_06003	BRALA25864
AENJA_06152	BRALA05398
AENJA_06105	BRALA02117
AENJA_06148	BRALA11583
AENJA_06347	BRALA18521
AENJA_06405	BRALA07420
AENJA_06646	BRALA24062
AENJA_06695	BRALA05401
AENJA_06764	BRALA07012
AENJA_06804	BRALA06934
AENJA_06901	BRALA19551
AENJA_07018	BRALA25632
AENJA_07025	BRALA16619
AENJA_07036	BRALA30175
AENJA_07044	BRALA27221
AENJA_07195	BRALA14466
AENJA_07400	BRALA13137
AENJA_07504	BRALA34541
AENJA_07776	BRALA25924
AENJA_08000	BRALA14280
AENJA_08153	BRALA27586
AENJA_08164	BRALA11501
AENJA_08165	BRALA25587
AENJA_08235	BRALA21981
AENJA_08440	BRALA27401
AENJA_08496	BRALA19084
AENJA_08673	BRALA11916
AENJA_08706	BRALA30143
AENJA_08731	BRALA22283
AENJA_08802	BRALA02122
AENJA_08842	BRALA14065
AENJA_08944	BRALA14247
AENJA_09063	BRALA03853
AENJA_09169	BRALA16284
AENJA_09182	BRALA17318
AENJA_09278	BRALA13423
AENJA_09323	BRALA00385
AENJA_09343	BRALA27324
AENJA_09405	BRALA00338
AENJA_09439	BRALA09014
AENJA_09663	BRALA14991
AENJA_09664	BRALA07245
AENJA_09894	BRALA12381
AENJA_10118	BRALA13358
AENJA_10119	BRALA24432
AENJA_10290	BRALA14935
AENJA_22012	BRALA01036
AENJA_10315	BRALA30105
AENJA_10317	BRALA24265
AENJA_10375	BRALA25567
AENJA_10465	BRALA20030
AENJA_10488	BRALA05131
AENJA_10612	BRALA12443
AENJA_10736	BRALA20900
AENJA_10737	BRALA23444
AENJA_10964	BRALA17116
AENJA_11037	BRALA16406
AENJA_11174	BRALA17772
AENJA_11255	BRALA22827
AENJA_11289	BRALA19303
AENJA_11338	BRALA10477
AENJA_11339	BRALA21956
AENJA_11664	BRALA12528
AENJA_12096	BRALA06744
AENJA_12231	BRALA03694
AENJA_12314	BRALA16042
AENJA_22090	BRALA11539
AENJA_12408	BRALA17078
AENJA_12497	BRALA10293
AENJA_12604	BRALA20680
AENJA_12923	BRALA24711
AENJA_12933	BRALA21006
AENJA_12988	BRALA10677
AENJA_13020	BRALA01150
AENJA_13123	BRALA12827
AENJA_13254	BRALA10839
AENJA_13304	BRALA00317
AENJA_13377	BRALA26153
AENJA_13419	BRALA17703
AENJA_13515	BRALA21975
AENJA_13669	BRALA04279
AENJA_13676	BRALA04150
AENJA_13696	BRALA25786
AENJA_13744	BRALA31489
AENJA_13758	BRALA06337
AENJA_13906	BRALA24581
AENJA_14069	BRALA05582
AENJA_14163	BRALA23872
AENJA_14469	BRALA03523
AENJA_14877	BRALA09200
AENJA_14913	BRALA14156
AENJA_14993	BRALA05960
AENJA_15097	BRALA17147
AENJA_15390	BRALA00760
AENJA_15477	BRALA22633
AENJA_15537	BRALA03313
AENJA_15552	BRALA12747
AENJA_15767	BRALA30840
AENJA_15785	BRALA30969
AENJA_15896	BRALA08613
AENJA_16124	BRALA34303
AENJA_16413	BRALA14946
AENJA_16421	BRALA10153
AENJA_16715	BRALA22990
AENJA_16817	BRALA25707
AENJA_17176	BRALA17641
AENJA_17245	BRALA08108
AENJA_17246	BRALA28969
AENJA_17367	BRALA33695
AENJA_17702	BRALA26845
AENJA_17852	BRALA19509
AENJA_18115	BRALA10069
AENJA_18119	BRALA05288
AENJA_18247	BRALA19962
AENJA_18309	BRALA06128
AENJA_18627	BRALA14471
AENJA_18661	BRALA28216
AENJA_18676	BRALA17111
AENJA_18683	BRALA01890
AENJA_18837	BRALA11665
AENJA_18847	BRALA07377
AENJA_18853	BRALA05780
AENJA_21892	BRALA18689
AENJA_18992	BRALA25653
AENJA_19253	BRALA04755
AENJA_19608	BRALA24367
AENJA_19697	BRALA10112
AENJA_20070	BRALA02787
AENJA_20124	BRALA10692
AENJA_20303	BRALA06798
AENJA_20511	BRALA18988
AENJA_20557	BRALA12142
AENJA_20629	BRALA03255
AENJA_20679	BRALA06152
AENJA_20822	BRALA22395
AENJA_20883	BRALA29420
AENJA_20891	BRALA05644
AENJA_21193	BRALA18962
AENJA_21195	BRALA22702
AENJA_21408	BRALA32133
AENJA_21938	BRALA03797
AENJA_21972	BRALA20570
AENJA_22276	BRALA20317
AENJA_22341	BRALA00756
AENJA_22470	BRALA07566
AENJA_22657	BRALA08107
AENJA_22811	BRALA24417
AENJA_22877	BRALA28162
AENJA_22968	BRALA04787
AENJA_23019	BRALA26131
AENJA_23033	BRALA26890
AENJA_23047	BRALA06034
AENJA_23221	BRALA28874
AENJA_23232	BRALA33058
AENJA_23330	BRALA01794
AENJA_23374	BRALA00761
AENJA_23477	BRALA18225
AENJA_23538	BRALA25011
AENJA_23541	BRALA27932
AENJA_23662	BRALA02568
AENJA_23785	BRALA15027
AENJA_23875	BRALA12058
AENJA_24127	BRALA21730
AENJA_24360	BRALA27463
AENJA_24367	BRALA19722
AENJA_24387	BRALA16229
AENJA_24480	BRALA17348
AENJA_24829	BRALA34261
AENJA_24862	BRALA13003
AENJA_24863	BRALA23015
AENJA_25169	BRALA21244
AENJA_25218	BRALA29569
AENJA_25251	BRALA05175
AENJA_25411	BRALA02172
AENJA_25677	BRALA28872
AENJA_25725	BRALA05898
AENJA_25735	BRALA18697
AENJA_25990	BRALA10686
AENJA_26209	BRALA02131
AENJA_26630	BRALA01064
AENJA_26777	BRALA17394
AENJA_07337	BRALA20592
AENJA_00325	BRALA15592
AENJA_00551	BRALA15941
AENJA_00605	BRALA06734
AENJA_00650	BRALA14773
AENJA_00665	BRALA13550
AENJA_00729	BRALA05599
AENJA_00748	BRALA18087
AENJA_00843	BRALA18661
AENJA_00972	BRALA06176
AENJA_01102	BRALA02793
AENJA_01191	BRALA21649
AENJA_01259	BRALA11978
AENJA_01382	BRALA07392
AENJA_01432	BRALA15093
AENJA_01510	BRALA04574
AENJA_01643	BRALA22703
AENJA_01649	BRALA07626
AENJA_01868	BRALA05611
AENJA_01889	BRALA19067
AENJA_02180	BRALA24696
AENJA_02316	BRALA06254
AENJA_02642	BRALA12226
AENJA_02769	BRALA21272
AENJA_23191	BRALA22177
AENJA_02941	BRALA13786
AENJA_02992	BRALA17662
AENJA_03036	BRALA11233
AENJA_03050	BRALA26595
AENJA_03058	BRALA15206
AENJA_03107	BRALA16591
AENJA_03372	BRALA28829
AENJA_03385	BRALA11198
AENJA_03655	BRALA02108
AENJA_03797	BRALA21328
AENJA_03830	BRALA14551
AENJA_03939	BRALA18696
AENJA_03953	BRALA19993
AENJA_04047	BRALA16283
AENJA_09142	BRALA27978
AENJA_04216	BRALA25932
AENJA_04248	BRALA04726
AENJA_04258	BRALA16477
AENJA_04315	BRALA11813
AENJA_04319	BRALA05259
AENJA_04504	BRALA25033
AENJA_04576	BRALA16397
AENJA_19597	BRALA25408
AENJA_05020	BRALA32023
AENJA_05400	BRALA16273
AENJA_05402	BRALA13158
AENJA_05595	BRALA07415
AENJA_05623	BRALA33305
AENJA_05907	BRALA32298
AENJA_06147	BRALA14697
AENJA_06166	BRALA19095
AENJA_06474	BRALA16417
AENJA_06518	BRALA13730
AENJA_06532	BRALA15657
AENJA_06557	BRALA24126
AENJA_06694	BRALA12260
AENJA_06732	BRALA08424
AENJA_06817	BRALA13419
AENJA_07241	BRALA05627
AENJA_07759	BRALA02995
AENJA_07811	BRALA13670
AENJA_08046	BRALA01808
AENJA_08280	BRALA04200
AENJA_08334	BRALA13633
AENJA_08791	BRALA05824
AENJA_08974	BRALA10731
AENJA_09049	BRALA04410
AENJA_09092	BRALA26593
AENJA_09166	BRALA28703
AENJA_09279	BRALA10032
AENJA_09311	BRALA30756
AENJA_09322	BRALA00202
AENJA_09363	BRALA30792
AENJA_09383	BRALA24107
AENJA_09876	BRALA23183
AENJA_10255	BRALA35451
AENJA_10275	BRALA21683
AENJA_10561	BRALA19293
AENJA_10861	BRALA34420
AENJA_10967	BRALA23439
AENJA_10981	BRALA05121
AENJA_10999	BRALA06437
AENJA_11002	BRALA06377
AENJA_11023	BRALA17091
AENJA_11147	BRALA13463
AENJA_11209	BRALA18223
AENJA_11273	BRALA05015
AENJA_11334	BRALA11205
AENJA_11350	BRALA21760
AENJA_11447	BRALA21722
AENJA_11677	BRALA07356
AENJA_11737	BRALA04868
AENJA_11901	BRALA26371
AENJA_11917	BRALA07312
AENJA_11971	BRALA01707
AENJA_12070	BRALA16352
AENJA_12139	BRALA15507
AENJA_12153	BRALA06667
AENJA_12203	BRALA06369
AENJA_12367	BRALA22394
AENJA_12535	BRALA20894
AENJA_12686	BRALA26638
AENJA_12688	BRALA16511
AENJA_12805	BRALA26945
AENJA_12948	BRALA12879
AENJA_13009	BRALA13508
AENJA_23478	BRALA18227
AENJA_13227	BRALA20208
AENJA_13228	BRALA00198
AENJA_13784	BRALA04557
AENJA_13793	BRALA03387
AENJA_13837	BRALA01061
AENJA_13923	BRALA06312
AENJA_14066	BRALA05528
AENJA_14548	BRALA13593
AENJA_14611	BRALA18564
AENJA_15092	BRALA00318
AENJA_15254	BRALA05440
AENJA_15351	BRALA26113
AENJA_15385	BRALA01075
AENJA_15421	BRALA22358
AENJA_15504	BRALA02124
AENJA_15614	BRALA22434
AENJA_15684	BRALA00506
AENJA_15837	BRALA34256
AENJA_15886	BRALA14521
AENJA_15946	BRALA10666
AENJA_16010	BRALA05039
AENJA_16141	BRALA02255
AENJA_16302	BRALA18241
AENJA_16437	BRALA12452
AENJA_16454	BRALA21843
AENJA_25127	BRALA10126
AENJA_16698	BRALA08525
AENJA_16829	BRALA06871
AENJA_17039	BRALA18204
AENJA_17041	BRALA09607
AENJA_17259	BRALA24689
AENJA_17439	BRALA30686
AENJA_17441	BRALA24626
AENJA_17447	BRALA15784
AENJA_17599	BRALA22989
AENJA_17640	BRALA06528
AENJA_17761	BRALA12052
AENJA_17769	BRALA22284
AENJA_17969	BRALA04326
AENJA_18025	BRALA09660
AENJA_18129	BRALA19733
AENJA_18244	BRALA19086
AENJA_18245	BRALA19960
AENJA_18267	BRALA14988
AENJA_18308	BRALA24825
AENJA_18383	BRALA27926
AENJA_18487	BRALA05496
AENJA_18694	BRALA21824
AENJA_18740	BRALA30606
AENJA_18803	BRALA14455
AENJA_18828	BRALA16138
AENJA_19064	BRALA08897
AENJA_19065	BRALA22474
AENJA_19069	BRALA03734
AENJA_19169	BRALA28928
AENJA_19171	BRALA22168
AENJA_19295	BRALA23718
AENJA_19369	BRALA11947
AENJA_19605	BRALA04135
AENJA_19606	BRALA10662
AENJA_19755	BRALA02914
AENJA_19771	BRALA20294
AENJA_19814	BRALA24709
AENJA_19866	BRALA24258
AENJA_19932	BRALA19745
AENJA_20061	BRALA15792
AENJA_20076	BRALA11851
AENJA_20113	BRALA03311
AENJA_20284	BRALA15247
AENJA_20394	BRALA22152
AENJA_20618	BRALA24792
AENJA_20620	BRALA25722
AENJA_20997	BRALA22608
AENJA_21522	BRALA11410
AENJA_21664	BRALA28080
AENJA_21672	BRALA00986
AENJA_21750	BRALA16885
AENJA_21854	BRALA08741
AENJA_21861	BRALA04781
AENJA_21921	BRALA03698
AENJA_21937	BRALA04098
AENJA_22087	BRALA04224
AENJA_22252	BRALA17398
AENJA_22338	BRALA05253
AENJA_22571	BRALA19707
AENJA_22630	BRALA18740
AENJA_22758	BRALA08392
AENJA_22824	BRALA16122
AENJA_22831	BRALA15375
AENJA_22914	BRALA22948
AENJA_22933	BRALA18370
AENJA_22955	BRALA10024
AENJA_22981	BRALA00337
AENJA_22997	BRALA21269
AENJA_23040	BRALA25075
AENJA_23067	BRALA18518
AENJA_23112	BRALA23061
AENJA_23127	BRALA15040
AENJA_23164	BRALA15716
AENJA_23288	BRALA05128
AENJA_23454	BRALA00520
AENJA_23469	BRALA01194
AENJA_23475	BRALA21642
AENJA_23490	BRALA01557
AENJA_23711	BRALA03730
AENJA_23852	BRALA15349
AENJA_23992	BRALA00595
AENJA_24626	BRALA09195
AENJA_24680	BRALA07962
AENJA_25019	BRALA01289
AENJA_25064	BRALA04268
AENJA_25123	BRALA08302
AENJA_25150	BRALA04530
AENJA_25212	BRALA13425
AENJA_25512	BRALA11438
AENJA_25547	BRALA22173
AENJA_25611	BRALA18742
AENJA_25645	BRALA28059
AENJA_25669	BRALA10059
AENJA_25814	BRALA02301
AENJA_25897	BRALA35163
AENJA_25951	BRALA22988
AENJA_26238	BRALA27462
AENJA_26404	BRALA11762
AENJA_00020	BRALA26582
AENJA_00055	BRALA15942
AENJA_00097	BRALA18461
AENJA_00147	BRALA14481
AENJA_00161	BRALA12969
AENJA_00377	BRALA18059
AENJA_00458	BRALA31920
AENJA_00708	BRALA21741
AENJA_00719	BRALA17443
AENJA_00796	BRALA17215
AENJA_00971	BRALA21972
AENJA_00994	BRALA15556
AENJA_01149	BRALA11660
AENJA_01262	BRALA11934
AENJA_01368	BRALA25621
AENJA_01371	BRALA20024
AENJA_01523	BRALA13138
AENJA_01586	BRALA03878
AENJA_01591	BRALA01351
AENJA_01675	BRALA01349
AENJA_01839	BRALA29415
AENJA_02093	BRALA07446
AENJA_02142	BRALA08067
AENJA_02248	BRALA01024
AENJA_02289	BRALA20796
AENJA_02378	BRALA32335
AENJA_02386	BRALA00269
AENJA_02402	BRALA01853
AENJA_02646	BRALA29449
AENJA_02849	BRALA20858
AENJA_02954	BRALA17155
AENJA_02956	BRALA09409
AENJA_03064	BRALA22110
AENJA_03091	BRALA09290
AENJA_03152	BRALA16671
AENJA_03167	BRALA28429
AENJA_03180	BRALA12232
AENJA_03702	BRALA20624
AENJA_03829	BRALA29776
AENJA_03890	BRALA29822
AENJA_04169	BRALA23434
AENJA_04172	BRALA21471
AENJA_04209	BRALA33701
AENJA_04398	BRALA13583
AENJA_04416	BRALA17735
AENJA_04476	BRALA14552
AENJA_04631	BRALA02261
AENJA_04788	BRALA24795
AENJA_04936	BRALA11787
AENJA_04994	BRALA26585
AENJA_05001	BRALA26583
AENJA_21274	BRALA16975
AENJA_05505	BRALA22526
AENJA_05578	BRALA05623
AENJA_05643	BRALA27980
AENJA_05867	BRALA30968
AENJA_06121	BRALA26806
AENJA_06377	BRALA19190
AENJA_06540	BRALA28068
AENJA_06594	BRALA09322
AENJA_17669	BRALA12796
AENJA_07051	BRALA03451
AENJA_07056	BRALA25277
AENJA_07246	BRALA07058
AENJA_07598	BRALA21307
AENJA_07691	BRALA02175
AENJA_07693	BRALA05058
AENJA_07742	BRALA12416
AENJA_07783	BRALA16302
AENJA_07888	BRALA07744
AENJA_07956	BRALA24028
AENJA_07985	BRALA30762
AENJA_08050	BRALA05308
AENJA_08316	BRALA14264
AENJA_08362	BRALA24036
AENJA_08392	BRALA26807
AENJA_08630	BRALA08406
AENJA_08841	BRALA23681
AENJA_08999	BRALA21713
AENJA_09178	BRALA12819
AENJA_09213	BRALA27195
AENJA_09272	BRALA18331
AENJA_09463	BRALA06295
AENJA_09668	BRALA14992
AENJA_09715	BRALA00368
AENJA_09923	BRALA24801
AENJA_09970	BRALA24618
AENJA_10109	BRALA00767
AENJA_10164	BRALA12061
AENJA_10204	BRALA11584
AENJA_10372	BRALA17770
AENJA_10383	BRALA23592
AENJA_10416	BRALA12752
AENJA_10456	BRALA11134
AENJA_10472	BRALA01715
AENJA_10794	BRALA01588
AENJA_10980	BRALA01125
AENJA_11033	BRALA25563
AENJA_11193	BRALA09517
AENJA_11220	BRALA03279
AENJA_11248	BRALA03868
AENJA_11264	BRALA24046
AENJA_11267	BRALA01184
AENJA_11583	BRALA07037
AENJA_11836	BRALA07413
AENJA_12464	BRALA20732
AENJA_12500	BRALA19370
AENJA_12567	BRALA34705
AENJA_12821	BRALA22287
AENJA_12912	BRALA25723
AENJA_12916	BRALA28041
AENJA_12964	BRALA22902
AENJA_13044	BRALA17121
AENJA_13142	BRALA26584
AENJA_13291	BRALA00407
AENJA_13414	BRALA24225
AENJA_13536	BRALA04703
AENJA_13622	BRALA26574
AENJA_13689	BRALA15919
AENJA_13737	BRALA18182
AENJA_13776	BRALA03707
AENJA_14018	BRALA24176
AENJA_14087	BRALA19036
AENJA_14155	BRALA03443
AENJA_14442	BRALA33757
AENJA_14456	BRALA02624
AENJA_14515	BRALA27981
AENJA_14537	BRALA15151
AENJA_14551	BRALA16177
AENJA_14599	BRALA07455
AENJA_14698	BRALA14061
AENJA_14752	BRALA01028
AENJA_14809	BRALA04025
AENJA_14867	BRALA01003
AENJA_14938	BRALA13677
AENJA_15260	BRALA14572
AENJA_15520	BRALA16699
AENJA_15575	BRALA13727
AENJA_15590	BRALA28416
AENJA_15726	BRALA12099
AENJA_15760	BRALA32109
AENJA_15910	BRALA20284
AENJA_15915	BRALA20997
AENJA_15948	BRALA15000
AENJA_16099	BRALA28820
AENJA_16181	BRALA05802
AENJA_16229	BRALA04522
AENJA_16356	BRALA21370
AENJA_16518	BRALA11411
AENJA_16566	BRALA15776
AENJA_16751	BRALA08601
AENJA_16904	BRALA13097
AENJA_16936	BRALA26648
AENJA_17173	BRALA03533
AENJA_17226	BRALA10259
AENJA_17469	BRALA03728
AENJA_17771	BRALA22281
AENJA_17957	BRALA23312
AENJA_18164	BRALA13446
AENJA_18241	BRALA03119
AENJA_18295	BRALA24820
AENJA_18736	BRALA18794
AENJA_18766	BRALA10835
AENJA_18823	BRALA16140
AENJA_18933	BRALA19298
AENJA_18965	BRALA00574
AENJA_19052	BRALA07528
AENJA_19172	BRALA07213
AENJA_19247	BRALA16629
AENJA_19263	BRALA15333
AENJA_19330	BRALA10958
AENJA_19414	BRALA12233
AENJA_19418	BRALA14712
AENJA_19913	BRALA16974
AENJA_20021	BRALA24834
AENJA_20282	BRALA34133
AENJA_20411	BRALA05144
AENJA_20635	BRALA08318
AENJA_20657	BRALA00985
AENJA_20698	BRALA02659
AENJA_23400	BRALA18774
AENJA_21048	BRALA29976
AENJA_21328	BRALA09831
AENJA_21402	BRALA17355
AENJA_21488	BRALA06236
AENJA_21492	BRALA06274
AENJA_21658	BRALA25853
AENJA_21662	BRALA20996
AENJA_21886	BRALA26678
AENJA_21920	BRALA12717
AENJA_21966	BRALA03046
AENJA_22121	BRALA20025
AENJA_22172	BRALA08372
AENJA_22269	BRALA17356
AENJA_22551	BRALA17480
AENJA_22852	BRALA06823
AENJA_22901	BRALA16849
AENJA_23014	BRALA18862
AENJA_23078	BRALA31820
AENJA_23158	BRALA19125
AENJA_23190	BRALA22179
AENJA_23253	BRALA11720
AENJA_23319	BRALA01475
AENJA_23386	BRALA15008
AENJA_23398	BRALA15796
AENJA_23532	BRALA02737
AENJA_23660	BRALA23645
AENJA_23725	BRALA20874
AENJA_23753	BRALA09059
AENJA_23788	BRALA14570
AENJA_23790	BRALA08981
AENJA_24077	BRALA22528
AENJA_24364	BRALA12748
AENJA_24408	BRALA24459
AENJA_24478	BRALA26122
AENJA_24834	BRALA31418
AENJA_24866	BRALA13038
AENJA_24982	BRALA12683
AENJA_25013	BRALA21743
AENJA_25021	BRALA01042
AENJA_25106	BRALA05735
AENJA_25107	BRALA05734
AENJA_25269	BRALA28234
AENJA_25361	BRALA16670
AENJA_25527	BRALA01476
AENJA_25577	BRALA14826
AENJA_25600	BRALA01063
AENJA_25804	BRALA02164
AENJA_25830	BRALA20312
AENJA_25873	BRALA00142
AENJA_25909	BRALA26251
AENJA_25913	BRALA30882
AENJA_25987	BRALA27074
AENJA_26062	BRALA03436
AENJA_26156	BRALA14041
AENJA_26247	BRALA32679
AENJA_26597	BRALA30973
AENJA_26632	BRALA09365
AENJA_26658	BRALA11740
AENJA_00046	BRALA20052
AENJA_00120	BRALA11906
AENJA_00320	BRALA17108
AENJA_00399	BRALA28939
AENJA_00400	BRALA20460
AENJA_00488	BRALA22293
AENJA_00518	BRALA25618
AENJA_00545	BRALA19606
AENJA_00699	BRALA35576
AENJA_01100	BRALA06690
AENJA_01166	BRALA01039
AENJA_01195	BRALA21641
AENJA_01223	BRALA20898
AENJA_01258	BRALA29210
AENJA_01266	BRALA27665
AENJA_01367	BRALA20677
AENJA_01449	BRALA22479
AENJA_01650	BRALA27931
AENJA_01730	BRALA03688
AENJA_02009	BRALA24695
AENJA_02010	BRALA06099
AENJA_02107	BRALA05940
AENJA_02208	BRALA03297
AENJA_02330	BRALA11330
AENJA_02464	BRALA29568
AENJA_02623	BRALA31204
AENJA_02658	BRALA11659
AENJA_02777	BRALA30972
AENJA_02815	BRALA19766
AENJA_03121	BRALA20394
AENJA_03174	BRALA16487
AENJA_03258	BRALA26820
AENJA_03384	BRALA13013
AENJA_03390	BRALA22498
AENJA_23472	BRALA05364
AENJA_03567	BRALA07858
AENJA_03646	BRALA00734
AENJA_03927	BRALA05805
AENJA_03938	BRALA19408
AENJA_03982	BRALA03081
AENJA_03999	BRALA16909
AENJA_04002	BRALA16908
AENJA_04224	BRALA12873
AENJA_04283	BRALA19017
AENJA_04451	BRALA23687
AENJA_04455	BRALA29964
AENJA_04547	BRALA27317
AENJA_04581	BRALA31419
AENJA_04660	BRALA28938
AENJA_04839	BRALA13970
AENJA_04847	BRALA13030
AENJA_05148	BRALA08907
AENJA_05202	BRALA03671
AENJA_05372	BRALA01574
AENJA_05379	BRALA03096
AENJA_05621	BRALA07712
AENJA_05663	BRALA19706
AENJA_05820	BRALA09160
AENJA_05960	BRALA18408
AENJA_06127	BRALA11508
AENJA_06173	BRALA27319
AENJA_06221	BRALA07226
AENJA_06242	BRALA21911
AENJA_06830	BRALA18398
AENJA_06926	BRALA21731
AENJA_07034	BRALA16553
AENJA_07239	BRALA05537
AENJA_07427	BRALA16643
AENJA_07467	BRALA11547
AENJA_07564	BRALA32734
AENJA_07572	BRALA20896
AENJA_07625	BRALA19056
AENJA_07755	BRALA11900
AENJA_07849	BRALA18547
AENJA_07851	BRALA29464
AENJA_07919	BRALA35712
AENJA_08049	BRALA02116
AENJA_08083	BRALA06550
AENJA_08104	BRALA05992
AENJA_08143	BRALA25077
AENJA_08149	BRALA23621
AENJA_08252	BRALA13456
AENJA_08295	BRALA27730
AENJA_08348	BRALA00085
AENJA_08411	BRALA15259
AENJA_08418	BRALA21727
AENJA_08469	BRALA28146
AENJA_08489	BRALA23683
AENJA_08651	BRALA10185
AENJA_08864	BRALA19464
AENJA_08970	BRALA07772
AENJA_09183	BRALA28221
AENJA_09267	BRALA04665
AENJA_09368	BRALA06329
AENJA_09387	BRALA28843
AENJA_09421	BRALA12723
AENJA_09490	BRALA24483
AENJA_09576	BRALA24691
AENJA_09586	BRALA13465
AENJA_09772	BRALA15450
AENJA_09897	BRALA27971
AENJA_09992	BRALA31941
AENJA_10045	BRALA16205
AENJA_10081	BRALA23027
AENJA_10127	BRALA12502
AENJA_10132	BRALA29846
AENJA_10289	BRALA28927
AENJA_10382	BRALA23591
AENJA_10603	BRALA17677
AENJA_10893	BRALA33702
AENJA_11111	BRALA33934
AENJA_11156	BRALA27970
AENJA_11169	BRALA12753
AENJA_11351	BRALA30073
AENJA_11435	BRALA04203
AENJA_11690	BRALA19616
AENJA_11704	BRALA18263
AENJA_11791	BRALA05383
AENJA_11852	BRALA23391
AENJA_12194	BRALA17311
AENJA_12333	BRALA10147
AENJA_12529	BRALA32102
AENJA_12603	BRALA24376
AENJA_12675	BRALA01907
AENJA_12848	BRALA23797
AENJA_12854	BRALA04795
AENJA_12859	BRALA04611
AENJA_12897	BRALA13347
AENJA_12913	BRALA25727
AENJA_12939	BRALA22667
AENJA_12940	BRALA12897
AENJA_13108	BRALA07643
AENJA_13134	BRALA02208
AENJA_13189	BRALA10095
AENJA_13349	BRALA21239
AENJA_13352	BRALA03379
AENJA_13425	BRALA23593
AENJA_13467	BRALA02592
AENJA_13468	BRALA31860
AENJA_13674	BRALA30026
AENJA_13687	BRALA31317
AENJA_13688	BRALA15920
AENJA_13835	BRALA25249
AENJA_13842	BRALA13128
AENJA_13912	BRALA11522
AENJA_13940	BRALA34981
AENJA_14164	BRALA22412
AENJA_14287	BRALA27379
AENJA_14431	BRALA29840
AENJA_14523	BRALA06075
AENJA_14634	BRALA18137
AENJA_14641	BRALA17210
AENJA_14840	BRALA17168
AENJA_14969	BRALA11867
AENJA_15107	BRALA23387
AENJA_15130	BRALA34106
AENJA_15287	BRALA14732
AENJA_15661	BRALA02101
AENJA_15768	BRALA16865
AENJA_15780	BRALA15267
AENJA_15916	BRALA09189
AENJA_15945	BRALA23080
AENJA_15980	BRALA18395
AENJA_16026	BRALA14465
AENJA_16109	BRALA17300
AENJA_16125	BRALA12001
AENJA_16156	BRALA10094
AENJA_16190	BRALA17597
AENJA_16299	BRALA06916
AENJA_16556	BRALA08279
AENJA_16721	BRALA29234
AENJA_16840	BRALA28196
AENJA_16899	BRALA10122
AENJA_16937	BRALA18662
AENJA_17013	BRALA19591
AENJA_17326	BRALA08894
AENJA_17379	BRALA19607
AENJA_17474	BRALA27573
AENJA_17650	BRALA28152
AENJA_17685	BRALA29582
AENJA_17757	BRALA23895
AENJA_17918	BRALA27465
AENJA_18050	BRALA15146
AENJA_18086	BRALA21466
AENJA_18177	BRALA05692
AENJA_18189	BRALA16766
AENJA_18220	BRALA08073
AENJA_18236	BRALA16383
AENJA_18310	BRALA06127
AENJA_18344	BRALA03281
AENJA_18386	BRALA03721
AENJA_18751	BRALA05975
AENJA_20432	BRALA13812
AENJA_18830	BRALA16137
AENJA_18861	BRALA15855
AENJA_19061	BRALA01990
AENJA_19073	BRALA06827
AENJA_19406	BRALA20649
AENJA_19554	BRALA11892
AENJA_19777	BRALA07081
