STRPU_22262	AENJA_23461
STRPU_24004	AENJA_01487
STRPU_21241	AENJA_01551
STRPU_21239	AENJA_18524
STRPU_24461	AENJA_01757
STRPU_12015	AENJA_01966
STRPU_06726	AENJA_02013
STRPU_21975	AENJA_02021
STRPU_17984	AENJA_02389
STRPU_03727	AENJA_02397
STRPU_09629	AENJA_02582
STRPU_21390	AENJA_02848
STRPU_10013	AENJA_02979
STRPU_08791	AENJA_03017
STRPU_25363	AENJA_03045
STRPU_15497	AENJA_03263
STRPU_26034	AENJA_03321
STRPU_17722	AENJA_03373
STRPU_09235	AENJA_03375
STRPU_08963	AENJA_03387
STRPU_08259	AENJA_03425
STRPU_20067	AENJA_03701
STRPU_23256	AENJA_03784
STRPU_21022	AENJA_04083
STRPU_06615	AENJA_04092
STRPU_00180	AENJA_04180
STRPU_09271	AENJA_04242
STRPU_24149	AENJA_23925
STRPU_08219	AENJA_04490
STRPU_05482	AENJA_04525
STRPU_10509	AENJA_04616
STRPU_12467	AENJA_04691
STRPU_09294	AENJA_04732
STRPU_20950	AENJA_05026
STRPU_27337	AENJA_05094
STRPU_26810	AENJA_05157
STRPU_03077	AENJA_05248
STRPU_09817	AENJA_05267
STRPU_25847	AENJA_05404
STRPU_06469	AENJA_05774
STRPU_06450	AENJA_06148
STRPU_27025	AENJA_06347
STRPU_13948	AENJA_06405
STRPU_10969	AENJA_06695
STRPU_24657	AENJA_06764
STRPU_20424	AENJA_06901
STRPU_16905	AENJA_07036
STRPU_25674	AENJA_07044
STRPU_08548	AENJA_07400
STRPU_08315	AENJA_09497
STRPU_17019	AENJA_07504
STRPU_21132	AENJA_07776
STRPU_17947	AENJA_08000
STRPU_09991	AENJA_08153
STRPU_10310	AENJA_08165
STRPU_09264	AENJA_08235
STRPU_23613	AENJA_08270
STRPU_20148	AENJA_08440
STRPU_25529	AENJA_08496
STRPU_20640	AENJA_08673
STRPU_21805	AENJA_08731
STRPU_13536	AENJA_08842
STRPU_04062	AENJA_09063
STRPU_09784	AENJA_09169
STRPU_22644	AENJA_09182
STRPU_21454	AENJA_09278
STRPU_23393	AENJA_09405
STRPU_17602	AENJA_09584
STRPU_14645	AENJA_09663
STRPU_14563	AENJA_09664
STRPU_17891	AENJA_09894
STRPU_25299	AENJA_10076
STRPU_21807	AENJA_10118
STRPU_20595	AENJA_10119
STRPU_19267	AENJA_22012
STRPU_14811	AENJA_10375
STRPU_18789	AENJA_10488
STRPU_25525	AENJA_10612
STRPU_02907	AENJA_10736
STRPU_20987	AENJA_10737
STRPU_24738	AENJA_10752
STRPU_27019	AENJA_10964
STRPU_21606	AENJA_10968
STRPU_20800	AENJA_11174
STRPU_15489	AENJA_11255
STRPU_17879	AENJA_11289
STRPU_08142	AENJA_11338
STRPU_25370	AENJA_11664
STRPU_20761	AENJA_11697
STRPU_12634	AENJA_11853
STRPU_25028	AENJA_12042
STRPU_09799	AENJA_12074
STRPU_19226	AENJA_12096
STRPU_10335	AENJA_12345
STRPU_07126	AENJA_12408
STRPU_24376	AENJA_12497
STRPU_04190	AENJA_12604
STRPU_21214	AENJA_12707
STRPU_21849	AENJA_12923
STRPU_13409	AENJA_12933
STRPU_22157	AENJA_12988
STRPU_18849	AENJA_13020
STRPU_21346	AENJA_13254
STRPU_23729	AENJA_13304
STRPU_21085	AENJA_13377
STRPU_15424	AENJA_13419
STRPU_15082	AENJA_13515
STRPU_22221	AENJA_13676
STRPU_19227	AENJA_13696
STRPU_08636	AENJA_13758
STRPU_25266	AENJA_14163
STRPU_22298	AENJA_14181
STRPU_13329	AENJA_14913
STRPU_06678	AENJA_14993
STRPU_23804	AENJA_15097
STRPU_21405	AENJA_15477
STRPU_25253	AENJA_15537
STRPU_12934	AENJA_15767
STRPU_12694	AENJA_15775
STRPU_20704	AENJA_15785
STRPU_14589	AENJA_16413
STRPU_17783	AENJA_16715
STRPU_05783	AENJA_17245
STRPU_05216	AENJA_17246
STRPU_10446	AENJA_17367
STRPU_08047	AENJA_17573
STRPU_27001	AENJA_17702
STRPU_08373	AENJA_17852
STRPU_26188	AENJA_18246
STRPU_24067	AENJA_18358
STRPU_13484	AENJA_18627
STRPU_26345	AENJA_18676
STRPU_27365	AENJA_18683
STRPU_06602	AENJA_18837
STRPU_19009	AENJA_18847
STRPU_10659	AENJA_18853
STRPU_05346	AENJA_21892
STRPU_24649	AENJA_19253
STRPU_19746	AENJA_20070
STRPU_21992	AENJA_20124
STRPU_16843	AENJA_20303
STRPU_22840	AENJA_20511
STRPU_06716	AENJA_20557
STRPU_25748	AENJA_20629
STRPU_12477	AENJA_20822
STRPU_19012	AENJA_20891
STRPU_26884	AENJA_20933
STRPU_23574	AENJA_21195
STRPU_21783	AENJA_21408
STRPU_12095	AENJA_21972
STRPU_22592	AENJA_22276
STRPU_19018	AENJA_22341
STRPU_13033	AENJA_22470
STRPU_15031	AENJA_22657
STRPU_21037	AENJA_22811
STRPU_14403	AENJA_22877
STRPU_20638	AENJA_23015
STRPU_20559	AENJA_23019
STRPU_06048	AENJA_23047
STRPU_10182	AENJA_23221
STRPU_07208	AENJA_23330
STRPU_26503	AENJA_23477
STRPU_14525	AENJA_23538
STRPU_09339	AENJA_23541
STRPU_19454	AENJA_23662
STRPU_27229	AENJA_23785
STRPU_20572	AENJA_23875
STRPU_26564	AENJA_24127
STRPU_10397	AENJA_24360
STRPU_23573	AENJA_24367
STRPU_12925	AENJA_24387
STRPU_25461	AENJA_24444
STRPU_09992	AENJA_24829
STRPU_09259	AENJA_24863
STRPU_25825	AENJA_25169
STRPU_20508	AENJA_25218
STRPU_18555	AENJA_25251
STRPU_15756	AENJA_25446
STRPU_20652	AENJA_25486
STRPU_06728	AENJA_25725
STRPU_08501	AENJA_25735
STRPU_22052	AENJA_25870
STRPU_22249	AENJA_25990
STRPU_16838	AENJA_26209
STRPU_00822	AENJA_26250
STRPU_19095	AENJA_26388
STRPU_24717	AENJA_26615
STRPU_19150	AENJA_26630
STRPU_23556	AENJA_26651
STRPU_20977	AENJA_26777
STRPU_06677	AENJA_26832
STRPU_27321	AENJA_00325
STRPU_05736	AENJA_00551
STRPU_04770	AENJA_00605
STRPU_27214	AENJA_00665
STRPU_02919	AENJA_00700
STRPU_10735	AENJA_00729
STRPU_04111	AENJA_00748
STRPU_08343	AENJA_00843
STRPU_08633	AENJA_00972
STRPU_26992	AENJA_01191
STRPU_20544	AENJA_01259
STRPU_16094	AENJA_01270
STRPU_25408	AENJA_01306
STRPU_04795	AENJA_01382
STRPU_24930	AENJA_01510
STRPU_22371	AENJA_01529
STRPU_15313	AENJA_01643
STRPU_12466	AENJA_01649
STRPU_11435	AENJA_01868
STRPU_25843	AENJA_01889
STRPU_20596	AENJA_02180
STRPU_06351	AENJA_02642
STRPU_15273	AENJA_23191
STRPU_24842	AENJA_02941
STRPU_26067	AENJA_02992
STRPU_25855	AENJA_03050
STRPU_27044	AENJA_03107
STRPU_17544	AENJA_03372
STRPU_09062	AENJA_03385
STRPU_11721	AENJA_03655
STRPU_25592	AENJA_03830
STRPU_11061	AENJA_03881
STRPU_25281	AENJA_03953
STRPU_26203	AENJA_03955
STRPU_10300	AENJA_04047
STRPU_21121	AENJA_04216
STRPU_09000	AENJA_04248
STRPU_25479	AENJA_04258
STRPU_10196	AENJA_04315
STRPU_10344	AENJA_04316
STRPU_09824	AENJA_04319
STRPU_17749	AENJA_19597
STRPU_21202	AENJA_05020
STRPU_19506	AENJA_05396
STRPU_25576	AENJA_05400
STRPU_25302	AENJA_05402
STRPU_26715	AENJA_05595
STRPU_12586	AENJA_05623
STRPU_14598	AENJA_05907
STRPU_09840	AENJA_05951
STRPU_13783	AENJA_06147
STRPU_26266	AENJA_06166
STRPU_10423	AENJA_06474
STRPU_24568	AENJA_06518
STRPU_15050	AENJA_06532
STRPU_20639	AENJA_06557
STRPU_23346	AENJA_06683
STRPU_11468	AENJA_06694
STRPU_20483	AENJA_06814
STRPU_21054	AENJA_06817
STRPU_11062	AENJA_07241
STRPU_10777	AENJA_07811
STRPU_07362	AENJA_08046
STRPU_21900	AENJA_08280
STRPU_06250	AENJA_08334
STRPU_21452	AENJA_24154
STRPU_23270	AENJA_08791
STRPU_22733	AENJA_08921
STRPU_22151	AENJA_08974
STRPU_01133	AENJA_09008
STRPU_22105	AENJA_09049
STRPU_26156	AENJA_09096
STRPU_10405	AENJA_09166
STRPU_19350	AENJA_09279
STRPU_05382	AENJA_09311
STRPU_20534	AENJA_09363
STRPU_27051	AENJA_09876
STRPU_24968	AENJA_09909
STRPU_15757	AENJA_10255
STRPU_16507	AENJA_10258
STRPU_25318	AENJA_10861
STRPU_21607	AENJA_10967
STRPU_08323	AENJA_10999
STRPU_17796	AENJA_11147
STRPU_26431	AENJA_11209
STRPU_18817	AENJA_11273
STRPU_26861	AENJA_11350
STRPU_13558	AENJA_11677
STRPU_15506	AENJA_11917
STRPU_06766	AENJA_11923
STRPU_09299	AENJA_12070
STRPU_18385	AENJA_12139
STRPU_04371	AENJA_12153
STRPU_15491	AENJA_12203
STRPU_26076	AENJA_12367
STRPU_14341	AENJA_12686
STRPU_14259	AENJA_12688
STRPU_15420	AENJA_12948
STRPU_27004	AENJA_13009
STRPU_27174	AENJA_23478
STRPU_04024	AENJA_13087
STRPU_25590	AENJA_13227
STRPU_23101	AENJA_13228
STRPU_09270	AENJA_13615
STRPU_24169	AENJA_13784
STRPU_19204	AENJA_13837
STRPU_08291	AENJA_13923
STRPU_06868	AENJA_14548
STRPU_22264	AENJA_14611
STRPU_22085	AENJA_14665
STRPU_09883	AENJA_15092
STRPU_10868	AENJA_15254
STRPU_09462	AENJA_15421
STRPU_12262	AENJA_15504
STRPU_05866	AENJA_15614
STRPU_24403	AENJA_15837
STRPU_13820	AENJA_15886
STRPU_13467	AENJA_15946
STRPU_10564	AENJA_16177
STRPU_12641	AENJA_16302
STRPU_26094	AENJA_16437
STRPU_20065	AENJA_25127
STRPU_08446	AENJA_16693
STRPU_13947	AENJA_16829
STRPU_27021	AENJA_17039
STRPU_27023	AENJA_17041
STRPU_12984	AENJA_17259
STRPU_10406	AENJA_17439
STRPU_11094	AENJA_17447
STRPU_16653	AENJA_17640
STRPU_09306	AENJA_17672
STRPU_03708	AENJA_17761
STRPU_21221	AENJA_17769
STRPU_24286	AENJA_18025
STRPU_26005	AENJA_18245
STRPU_16839	AENJA_18267
STRPU_25030	AENJA_18276
STRPU_19599	AENJA_18308
STRPU_04421	AENJA_18383
STRPU_22660	AENJA_18487
STRPU_23532	AENJA_18662
STRPU_20068	AENJA_18694
STRPU_26237	AENJA_18828
STRPU_04600	AENJA_19069
STRPU_14370	AENJA_19169
STRPU_14888	AENJA_19171
STRPU_20964	AENJA_19369
STRPU_22252	AENJA_19606
STRPU_16014	AENJA_19771
STRPU_14900	AENJA_19866
STRPU_22296	AENJA_19932
STRPU_10553	AENJA_20061
STRPU_20014	AENJA_20076
STRPU_26178	AENJA_20113
STRPU_14168	AENJA_20143
STRPU_14216	AENJA_20394
STRPU_22009	AENJA_20618
STRPU_25124	AENJA_20776
STRPU_18039	AENJA_20827
STRPU_21603	AENJA_20948
STRPU_27009	AENJA_21163
STRPU_09519	AENJA_21522
STRPU_15639	AENJA_21664
STRPU_11654	AENJA_21861
STRPU_07370	AENJA_21937
STRPU_21474	AENJA_22252
STRPU_19017	AENJA_22338
STRPU_10725	AENJA_22566
STRPU_18034	AENJA_22571
STRPU_10938	AENJA_22630
STRPU_22674	AENJA_22758
STRPU_25993	AENJA_22824
STRPU_26127	AENJA_22925
STRPU_19352	AENJA_22933
STRPU_23568	AENJA_22981
STRPU_10024	AENJA_23040
STRPU_26973	AENJA_23067
STRPU_20670	AENJA_23112
STRPU_17334	AENJA_23164
STRPU_19104	AENJA_23288
STRPU_23723	AENJA_23454
STRPU_27122	AENJA_23475
STRPU_18386	AENJA_23490
STRPU_18283	AENJA_25917
STRPU_23882	AENJA_23852
STRPU_22520	AENJA_23992
STRPU_18762	AENJA_25019
STRPU_05847	AENJA_25123
STRPU_21115	AENJA_25212
STRPU_22379	AENJA_25525
STRPU_14596	AENJA_25547
STRPU_22374	AENJA_25645
STRPU_11561	AENJA_25814
STRPU_26003	AENJA_25897
STRPU_18132	AENJA_25951
STRPU_09319	AENJA_26238
STRPU_23794	AENJA_26381
STRPU_25425	AENJA_00020
STRPU_03428	AENJA_00055
STRPU_19468	AENJA_00097
STRPU_13247	AENJA_00147
STRPU_24008	AENJA_00161
STRPU_23318	AENJA_00377
STRPU_02922	AENJA_00698
STRPU_26656	AENJA_00708
STRPU_20721	AENJA_00719
STRPU_26991	AENJA_00994
STRPU_06886	AENJA_01149
STRPU_21220	AENJA_01262
STRPU_25722	AENJA_01368
STRPU_08991	AENJA_01523
STRPU_22946	AENJA_01591
STRPU_06355	AENJA_01675
STRPU_14515	AENJA_01839
STRPU_05356	AENJA_02142
STRPU_26958	AENJA_02289
STRPU_10820	AENJA_02378
STRPU_16289	AENJA_02386
STRPU_03450	AENJA_02402
STRPU_21413	AENJA_02849
STRPU_23799	AENJA_02954
STRPU_23585	AENJA_02956
STRPU_21848	AENJA_03064
STRPU_07329	AENJA_03152
STRPU_26169	AENJA_03167
STRPU_06811	AENJA_03180
STRPU_11323	AENJA_03585
STRPU_19486	AENJA_03702
STRPU_05287	AENJA_03890
STRPU_21059	AENJA_04169
STRPU_20764	AENJA_04172
STRPU_08339	AENJA_04209
STRPU_06604	AENJA_04398
STRPU_14410	AENJA_04416
STRPU_13908	AENJA_04476
STRPU_22570	AENJA_04788
STRPU_10367	AENJA_04936
STRPU_21000	AENJA_05505
STRPU_22079	AENJA_05578
STRPU_17445	AENJA_05643
STRPU_20703	AENJA_05867
STRPU_04978	AENJA_06121
STRPU_21580	AENJA_06540
STRPU_23918	AENJA_06594
STRPU_23588	AENJA_17669
STRPU_25024	AENJA_07246
STRPU_26422	AENJA_07598
STRPU_18757	AENJA_07693
STRPU_12315	AENJA_07888
STRPU_09828	AENJA_07956
STRPU_05666	AENJA_07985
STRPU_23468	AENJA_08077
STRPU_05939	AENJA_08316
STRPU_10007	AENJA_08362
STRPU_04977	AENJA_08392
STRPU_25609	AENJA_08630
STRPU_16023	AENJA_08999
STRPU_12868	AENJA_09103
STRPU_22378	AENJA_09178
STRPU_23342	AENJA_09213
STRPU_26952	AENJA_09303
STRPU_08086	AENJA_09463
STRPU_14643	AENJA_09668
STRPU_22013	AENJA_09715
STRPU_17934	AENJA_09923
STRPU_15383	AENJA_09970
STRPU_19326	AENJA_10109
STRPU_20993	AENJA_10117
STRPU_20587	AENJA_10164
STRPU_06844	AENJA_10204
STRPU_20622	AENJA_10372
STRPU_14809	AENJA_10383
STRPU_22690	AENJA_10416
STRPU_09269	AENJA_10456
STRPU_08066	AENJA_10472
STRPU_21109	AENJA_10690
STRPU_26805	AENJA_10794
STRPU_18818	AENJA_10980
STRPU_14878	AENJA_11033
STRPU_26558	AENJA_11193
STRPU_26182	AENJA_11220
STRPU_09315	AENJA_11264
STRPU_19335	AENJA_11267
STRPU_24020	AENJA_11583
STRPU_27033	AENJA_12464
STRPU_13851	AENJA_12500
STRPU_21817	AENJA_12538
STRPU_16079	AENJA_12567
STRPU_21289	AENJA_12821
STRPU_23525	AENJA_12912
STRPU_23251	AENJA_12916
STRPU_07131	AENJA_13044
STRPU_24085	AENJA_13142
STRPU_23492	AENJA_13291
STRPU_14656	AENJA_13414
STRPU_04349	AENJA_13536
STRPU_26147	AENJA_13622
STRPU_05370	AENJA_13689
STRPU_27035	AENJA_13737
STRPU_04862	AENJA_13776
STRPU_25880	AENJA_13874
STRPU_13192	AENJA_14018
STRPU_25457	AENJA_14155
STRPU_15381	AENJA_14442
STRPU_01316	AENJA_14456
STRPU_06790	AENJA_14551
STRPU_08550	AENJA_14663
STRPU_13531	AENJA_14698
STRPU_17418	AENJA_14867
STRPU_06882	AENJA_14986
STRPU_25068	AENJA_15575
STRPU_06660	AENJA_15726
STRPU_13857	AENJA_15910
STRPU_15047	AENJA_15948
STRPU_17425	AENJA_16099
STRPU_10460	AENJA_16181
STRPU_23183	AENJA_16229
STRPU_25117	AENJA_16356
STRPU_07751	AENJA_16566
STRPU_14676	AENJA_16574
STRPU_25845	AENJA_17173
STRPU_15081	AENJA_17468
STRPU_20953	AENJA_17771
STRPU_08420	AENJA_17957
STRPU_25595	AENJA_18105
STRPU_26576	AENJA_18164
STRPU_21293	AENJA_18466
STRPU_05409	AENJA_18649
STRPU_17251	AENJA_18736
STRPU_21444	AENJA_18766
STRPU_25531	AENJA_18823
STRPU_17381	AENJA_18933
STRPU_26342	AENJA_18965
STRPU_12656	AENJA_19052
STRPU_15484	AENJA_19172
STRPU_22398	AENJA_19263
STRPU_22389	AENJA_19330
STRPU_06601	AENJA_19414
STRPU_03424	AENJA_19418
STRPU_14390	AENJA_19913
STRPU_20210	AENJA_20021
STRPU_22001	AENJA_20282
STRPU_05689	AENJA_20635
STRPU_18180	AENJA_20657
STRPU_21262	AENJA_20943
STRPU_10186	AENJA_21048
STRPU_09507	AENJA_21328
STRPU_08345	AENJA_21492
STRPU_09874	AENJA_21515
STRPU_15636	AENJA_21658
STRPU_16624	AENJA_21662
STRPU_03469	AENJA_21769
STRPU_10523	AENJA_21886
STRPU_23507	AENJA_21920
STRPU_20136	AENJA_21966
STRPU_17488	AENJA_24383
STRPU_25259	AENJA_22121
STRPU_26811	AENJA_22172
STRPU_23730	AENJA_22269
STRPU_24141	AENJA_22551
STRPU_04135	AENJA_22852
STRPU_17221	AENJA_22901
STRPU_20663	AENJA_23014
STRPU_22669	AENJA_23027
STRPU_10226	AENJA_23078
STRPU_25630	AENJA_23158
STRPU_15457	AENJA_23190
STRPU_09508	AENJA_23253
STRPU_08072	AENJA_23319
STRPU_07739	AENJA_23320
STRPU_14516	AENJA_23386
STRPU_10965	AENJA_23398
STRPU_19558	AENJA_23532
STRPU_26392	AENJA_23725
STRPU_26369	AENJA_23788
STRPU_25296	AENJA_24048
STRPU_21001	AENJA_24077
STRPU_22299	AENJA_24364
STRPU_21004	AENJA_24478
STRPU_09616	AENJA_24834
STRPU_08647	AENJA_24866
STRPU_16064	AENJA_24982
STRPU_26848	AENJA_25013
STRPU_18749	AENJA_25021
STRPU_25900	AENJA_25106
STRPU_23338	AENJA_25269
STRPU_17833	AENJA_25527
STRPU_18897	AENJA_25600
STRPU_11531	AENJA_25804
STRPU_23901	AENJA_25830
STRPU_22092	AENJA_25873
STRPU_21005	AENJA_25909
STRPU_22010	AENJA_25987
STRPU_26075	AENJA_26061
STRPU_26074	AENJA_26062
STRPU_13647	AENJA_26156
STRPU_09891	AENJA_26247
STRPU_20437	AENJA_26597
STRPU_22289	AENJA_26632
STRPU_05005	AENJA_26658
STRPU_22414	AENJA_00046
STRPU_05449	AENJA_00120
STRPU_27026	AENJA_00320
STRPU_15278	AENJA_00399
STRPU_09873	AENJA_00400
STRPU_20777	AENJA_00488
STRPU_26024	AENJA_00518
STRPU_17940	AENJA_00593
STRPU_02920	AENJA_00699
STRPU_04376	AENJA_01100
STRPU_18785	AENJA_01166
STRPU_26234	AENJA_01195
STRPU_26824	AENJA_01201
STRPU_21842	AENJA_01223
STRPU_21562	AENJA_01258
STRPU_22196	AENJA_01266
STRPU_04780	AENJA_01367
STRPU_20584	AENJA_01449
STRPU_09338	AENJA_01650
STRPU_24270	AENJA_01730
STRPU_06068	AENJA_02009
STRPU_06069	AENJA_02010
STRPU_06698	AENJA_02107
STRPU_25395	AENJA_02208
STRPU_05446	AENJA_02623
STRPU_20626	AENJA_02777
STRPU_20963	AENJA_02779
STRPU_23709	AENJA_02815
STRPU_25634	AENJA_03174
STRPU_15074	AENJA_03258
STRPU_08961	AENJA_03384
STRPU_14351	AENJA_03390
STRPU_18689	AENJA_23472
STRPU_18839	AENJA_03646
STRPU_20211	AENJA_03927
STRPU_05245	AENJA_03938
STRPU_01814	AENJA_03999
STRPU_08329	AENJA_04224
STRPU_18058	AENJA_04283
STRPU_24426	AENJA_04455
STRPU_10389	AENJA_04581
STRPU_13969	AENJA_04736
STRPU_08081	AENJA_04839
STRPU_12876	AENJA_05148
STRPU_04551	AENJA_05202
STRPU_27425	AENJA_05372
STRPU_25382	AENJA_05379
STRPU_12587	AENJA_05621
STRPU_18033	AENJA_05663
STRPU_13971	AENJA_05820
STRPU_21923	AENJA_05960
STRPU_25107	AENJA_06050
STRPU_05387	AENJA_06127
STRPU_26050	AENJA_06173
STRPU_15338	AENJA_06221
STRPU_07420	AENJA_06242
STRPU_14728	AENJA_06381
STRPU_22846	AENJA_06589
STRPU_19507	AENJA_16892
STRPU_27336	AENJA_06926
STRPU_25657	AENJA_07017
STRPU_26458	AENJA_07034
STRPU_07106	AENJA_07427
STRPU_05900	AENJA_07572
STRPU_26381	AENJA_07849
STRPU_24428	AENJA_07851
STRPU_16519	AENJA_07880
STRPU_17960	AENJA_08001
STRPU_24300	AENJA_08049
STRPU_06012	AENJA_08104
STRPU_12967	AENJA_08252
STRPU_22437	AENJA_08348
STRPU_23178	AENJA_08383
STRPU_20945	AENJA_08411
STRPU_22648	AENJA_08418
STRPU_22694	AENJA_08469
STRPU_01504	AENJA_08489
STRPU_19536	AENJA_08651
STRPU_12615	AENJA_08826
STRPU_23783	AENJA_08970
STRPU_24627	AENJA_09267
STRPU_26196	AENJA_09338
STRPU_13466	AENJA_09368
STRPU_21450	AENJA_09387
STRPU_23524	AENJA_09421
STRPU_09536	AENJA_09490
STRPU_20194	AENJA_09561
STRPU_11184	AENJA_09772
STRPU_17888	AENJA_09897
STRPU_05944	AENJA_10045
STRPU_10225	AENJA_10127
STRPU_10221	AENJA_10132
STRPU_14388	AENJA_10382
STRPU_25333	AENJA_10603
STRPU_17936	AENJA_10893
STRPU_17207	AENJA_11111
STRPU_17257	AENJA_11156
STRPU_22692	AENJA_11169
STRPU_26927	AENJA_11351
STRPU_12995	AENJA_11704
STRPU_10293	AENJA_11710
STRPU_11349	AENJA_11791
STRPU_12602	AENJA_11852
STRPU_19460	AENJA_12333
STRPU_04188	AENJA_12603
STRPU_06236	AENJA_12848
STRPU_25036	AENJA_12859
STRPU_13193	AENJA_12913
STRPU_14121	AENJA_12939
STRPU_14022	AENJA_12940
STRPU_09475	AENJA_13108
STRPU_26168	AENJA_13349
STRPU_25931	AENJA_13352
STRPU_14730	AENJA_13425
STRPU_02770	AENJA_13468
STRPU_22226	AENJA_13674
STRPU_05236	AENJA_13688
STRPU_04694	AENJA_13835
STRPU_08358	AENJA_13842
STRPU_25403	AENJA_13940
STRPU_25267	AENJA_14164
STRPU_06053	AENJA_14235
STRPU_09538	AENJA_14431
STRPU_06352	AENJA_14523
STRPU_13308	AENJA_14634
STRPU_12581	AENJA_15107
STRPU_23916	AENJA_15130
STRPU_04457	AENJA_15706
STRPU_24541	AENJA_15746
STRPU_17171	AENJA_15768
STRPU_21131	AENJA_15780
STRPU_13903	AENJA_15916
STRPU_03630	AENJA_15945
STRPU_13546	AENJA_16026
STRPU_23533	AENJA_16109
STRPU_21207	AENJA_16125
STRPU_19742	AENJA_16156
STRPU_23561	AENJA_16190
STRPU_24074	AENJA_16299
STRPU_09509	AENJA_16342
STRPU_05851	AENJA_16556
STRPU_16902	AENJA_16721
STRPU_16899	AENJA_16840
STRPU_20026	AENJA_16899
STRPU_10271	AENJA_17182
STRPU_23386	AENJA_17285
STRPU_22506	AENJA_17379
STRPU_15531	AENJA_17650
STRPU_03307	AENJA_17757
STRPU_10239	AENJA_17918
STRPU_07159	AENJA_18050
STRPU_09653	AENJA_18086
STRPU_10658	AENJA_18177
STRPU_05910	AENJA_18220
STRPU_25240	AENJA_18344
STRPU_04848	AENJA_18386
STRPU_06610	AENJA_18751
STRPU_23265	AENJA_20432
STRPU_10918	AENJA_18861
STRPU_11819	AENJA_19061
STRPU_23271	AENJA_19073
STRPU_06816	AENJA_19406
STRPU_04990	AENJA_19554
STRPU_25114	AENJA_19777
STRPU_24500	AENJA_19825
STRPU_24572	AENJA_19826
STRPU_24476	AENJA_19829
STRPU_24753	AENJA_19832
STRPU_20027	AENJA_20083
STRPU_25218	AENJA_20378
STRPU_23264	AENJA_20429
STRPU_23268	AENJA_20436
STRPU_07610	AENJA_20498
STRPU_06357	AENJA_20594
STRPU_19228	AENJA_20659
STRPU_07575	AENJA_20692
STRPU_21370	AENJA_20784
STRPU_18560	AENJA_20890
STRPU_21261	AENJA_20950
STRPU_09292	AENJA_21007
STRPU_10187	AENJA_21049
STRPU_02900	AENJA_21089
STRPU_25857	AENJA_21303
STRPU_20619	AENJA_21375
STRPU_04046	AENJA_21675
STRPU_06463	AENJA_21723
STRPU_15416	AENJA_21751
STRPU_22698	AENJA_21772
STRPU_14881	AENJA_21851
STRPU_25883	AENJA_22302
STRPU_27151	AENJA_22684
STRPU_25483	AENJA_22816
STRPU_21924	AENJA_23028
STRPU_18011	AENJA_23161
STRPU_19183	AENJA_23375
STRPU_19111	AENJA_23378
STRPU_21424	AENJA_23568
STRPU_06853	AENJA_23581
STRPU_05024	AENJA_23735
STRPU_03780	AENJA_23965
STRPU_21875	AENJA_24234
STRPU_23141	AENJA_24302
STRPU_22524	AENJA_24308
STRPU_10398	AENJA_24361
STRPU_22007	AENJA_24363
STRPU_18830	AENJA_24469
STRPU_07611	AENJA_24649
STRPU_27118	AENJA_24825
STRPU_09504	AENJA_24826
STRPU_22613	AENJA_25007
STRPU_26847	AENJA_25014
STRPU_09289	AENJA_25069
STRPU_24547	AENJA_25183
STRPU_09001	AENJA_25287
STRPU_07151	AENJA_25363
STRPU_20757	AENJA_25491
STRPU_07621	AENJA_25560
STRPU_24754	AENJA_25582
STRPU_23255	AENJA_25762
STRPU_17728	AENJA_25859
STRPU_26019	AENJA_26056
STRPU_05509	AENJA_26211
STRPU_23904	AENJA_26373
STRPU_20990	AENJA_26504
STRPU_21145	AENJA_26509
STRPU_25740	AENJA_00004
STRPU_04960	AENJA_00124
STRPU_27320	AENJA_00324
STRPU_04282	AENJA_00397
STRPU_26033	AENJA_00767
STRPU_11452	AENJA_00931
STRPU_13724	AENJA_00979
STRPU_08227	AENJA_01044
STRPU_04127	AENJA_03672
STRPU_24818	AENJA_02569
STRPU_07012	AENJA_02688
STRPU_08340	AENJA_02740
STRPU_11339	AENJA_02756
STRPU_11816	AENJA_02792
STRPU_23308	AENJA_02816
STRPU_23580	AENJA_02862
STRPU_05512	AENJA_03209
STRPU_15002	AENJA_03339
STRPU_07782	AENJA_03407
STRPU_08257	AENJA_03420
STRPU_17745	AENJA_03462
STRPU_04090	AENJA_03747
STRPU_25328	AENJA_03983
STRPU_07040	AENJA_04148
STRPU_22945	AENJA_04367
STRPU_04865	AENJA_04369
STRPU_12923	AENJA_04461
STRPU_08492	AENJA_04494
STRPU_10020	AENJA_04574
STRPU_25284	AENJA_04686
STRPU_04986	AENJA_04963
STRPU_21782	AENJA_05104
STRPU_25058	AENJA_05122
STRPU_17069	AENJA_05277
STRPU_21523	AENJA_05325
STRPU_24086	AENJA_07715
STRPU_21324	AENJA_05768
STRPU_08083	AENJA_05894
STRPU_20759	AENJA_06139
STRPU_22848	AENJA_06588
STRPU_08052	AENJA_06656
STRPU_26603	AENJA_06780
STRPU_21053	AENJA_06818
STRPU_19439	AENJA_06900
STRPU_24294	AENJA_06960
STRPU_25929	AENJA_07021
STRPU_25926	AENJA_07023
STRPU_22222	AENJA_07134
STRPU_10332	AENJA_07462
STRPU_05861	AENJA_07724
STRPU_24837	AENJA_07941
STRPU_05295	AENJA_07980
STRPU_06789	AENJA_08327
STRPU_23387	AENJA_10683
STRPU_20669	AENJA_08730
STRPU_18133	AENJA_08744
STRPU_19846	AENJA_08963
STRPU_20395	AENJA_09009
STRPU_18619	AENJA_09011
