BRALA00047	OFUSG13305.1
BRALA28874	OFUSG06575.1
BRALA33058	OFUSG22404.1
BRALA01794	OFUSG13388.1
BRALA00761	OFUSG21410.1
BRALA21655	OFUSG05541.1
BRALA18225	OFUSG08521.1
BRALA25011	OFUSG22369.1
BRALA02568	OFUSG09865.1
BRALA15027	OFUSG09500.1
BRALA12058	OFUSG11216.1
BRALA21730	OFUSG09671.1
BRALA27463	OFUSG15605.1
BRALA19722	OFUSG18762.1
BRALA16229	OFUSG08003.1
BRALA17348	OFUSG18765.1
BRALA34261	OFUSG06524.1
BRALA13003	OFUSG10960.1
BRALA23015	OFUSG11067.1
BRALA21244	OFUSG22986.1
BRALA29569	OFUSG11541.1
BRALA05175	OFUSG26446.1
BRALA02172	OFUSG16589.1
BRALA28986	OFUSG12086.1
BRALA28872	OFUSG07735.1
BRALA05898	OFUSG02665.1
BRALA18697	OFUSG10552.1
BRALA02505	OFUSG00577.1
BRALA02131	OFUSG07813.1
BRALA27047	OFUSG13573.1
BRALA01064	OFUSG13326.1
BRALA17394	OFUSG11573.1
BRALA22289	OFUSG21810.1
BRALA02066	OFUSG01513.1
BRALA18686	OFUSG03016.1
BRALA18701	OFUSG03882.1
BRALA11971	OFUSG22178.1
BRALA22625	OFUSG11468.1
BRALA00858	OFUSG13243.1
BRALA31968	OFUSG04708.1
BRALA19444	OFUSG03031.1
BRALA31018	OFUSG09738.1
BRALA13530	OFUSG08905.1
BRALA16402	OFUSG15378.1
BRALA22172	OFUSG14917.1
BRALA13528	OFUSG08437.1
BRALA08205	OFUSG03341.1
BRALA13536	OFUSG14070.1
BRALA16525	OFUSG06296.1
BRALA20592	OFUSG23068.1
BRALA15592	OFUSG19640.1
BRALA15941	OFUSG01991.1
BRALA14773	OFUSG11055.1
BRALA13550	OFUSG08860.1
BRALA05599	OFUSG16904.1
BRALA18087	OFUSG10979.1
BRALA18661	OFUSG17874.1
BRALA02793	OFUSG26702.1
BRALA21649	OFUSG08554.1
BRALA11978	OFUSG21967.1
BRALA08020	OFUSG08226.1
BRALA15093	OFUSG09712.1
BRALA22890	OFUSG12054.1
BRALA22703	OFUSG22503.1
BRALA07626	OFUSG07767.1
BRALA19067	OFUSG04846.1
BRALA06231	OFUSG08443.1
BRALA24696	OFUSG11763.1
BRALA06254	OFUSG05669.1
BRALA12226	OFUSG14093.1
BRALA21272	OFUSG07940.1
BRALA22177	OFUSG24017.1
BRALA13786	OFUSG23483.1
BRALA17662	OFUSG23100.1
BRALA11233	OFUSG10373.1
BRALA15206	OFUSG03991.1
BRALA16591	OFUSG19676.1
BRALA28829	OFUSG01720.1
BRALA11198	OFUSG17815.1
BRALA02108	OFUSG01046.1
BRALA19993	OFUSG20379.1
BRALA03133	OFUSG23106.1
BRALA16283	OFUSG19161.1
BRALA27978	OFUSG00714.1
BRALA25932	OFUSG25222.1
BRALA04726	OFUSG18117.1
BRALA16477	OFUSG20873.1
BRALA11813	OFUSG06087.1
BRALA05259	OFUSG19387.1
BRALA25033	OFUSG09987.1
BRALA25408	OFUSG00285.1
BRALA32023	OFUSG11859.1
BRALA11842	OFUSG25690.1
BRALA16273	OFUSG20864.1
BRALA07415	OFUSG03702.1
BRALA19095	OFUSG20774.1
BRALA16417	OFUSG06396.1
BRALA13730	OFUSG23390.1
BRALA15657	OFUSG00472.1
BRALA24126	OFUSG12575.1
BRALA12260	OFUSG21427.1
BRALA08424	OFUSG08472.1
BRALA13419	OFUSG11476.1
BRALA05627	OFUSG26431.1
BRALA13670	OFUSG26365.1
BRALA01808	OFUSG17669.1
BRALA04200	OFUSG04390.1
BRALA04202	OFUSG16111.1
BRALA13633	OFUSG25901.1
BRALA05522	OFUSG24907.1
BRALA05824	OFUSG17578.1
BRALA10731	OFUSG26464.1
BRALA04410	OFUSG15849.1
BRALA26593	OFUSG20681.1
BRALA28703	OFUSG19282.1
BRALA10032	OFUSG09932.1
BRALA30756	OFUSG03654.1
BRALA00202	OFUSG12803.1
BRALA30792	OFUSG12299.1
BRALA24107	OFUSG12254.1
BRALA23183	OFUSG19560.1
BRALA19293	OFUSG00965.1
BRALA34420	OFUSG20562.1
BRALA23439	OFUSG12429.1
BRALA05121	OFUSG13754.1
BRALA06437	OFUSG10917.1
BRALA17091	OFUSG20989.1
BRALA13463	OFUSG01099.1
BRALA05015	OFUSG21112.1
BRALA11205	OFUSG10831.1
BRALA21722	OFUSG08997.1
BRALA04868	OFUSG04368.1
BRALA26371	OFUSG10043.1
BRALA07312	OFUSG22190.1
BRALA13696	OFUSG14687.1
BRALA16352	OFUSG06795.1
BRALA15507	OFUSG26580.1
BRALA06667	OFUSG10180.1
BRALA06369	OFUSG15111.1
BRALA22394	OFUSG23082.1
BRALA26638	OFUSG22319.1
BRALA16511	OFUSG14995.1
BRALA26945	OFUSG12324.1
BRALA12879	OFUSG15756.1
BRALA13508	OFUSG09617.1
BRALA04557	OFUSG04619.1
BRALA03387	OFUSG00232.1
BRALA01061	OFUSG20745.1
BRALA06312	OFUSG08899.1
BRALA05528	OFUSG21430.1
BRALA18564	OFUSG13524.1
BRALA00318	OFUSG06879.1
BRALA05440	OFUSG21235.1
BRALA26113	OFUSG12400.1
BRALA22358	OFUSG06764.1
BRALA02124	OFUSG00684.1
BRALA00506	OFUSG13630.1
BRALA10666	OFUSG09219.1
BRALA05039	OFUSG13071.1
BRALA19627	OFUSG23373.1
BRALA18241	OFUSG26669.1
BRALA12452	OFUSG20238.1
BRALA21843	OFUSG07675.1
BRALA10126	OFUSG07997.1
BRALA23178	OFUSG10779.1
BRALA08525	OFUSG08426.1
BRALA06871	OFUSG15791.1
BRALA18204	OFUSG08845.1
BRALA24689	OFUSG14183.1
BRALA30686	OFUSG20233.1
BRALA24626	OFUSG24167.1
BRALA15784	OFUSG16937.1
BRALA22989	OFUSG07386.1
BRALA31165	OFUSG06569.1
BRALA12052	OFUSG19644.1
BRALA22284	OFUSG13890.1
BRALA04326	OFUSG03856.1
BRALA19733	OFUSG05929.1
BRALA15304	OFUSG05622.1
BRALA19086	OFUSG05390.1
BRALA19960	OFUSG20709.1
BRALA25885	OFUSG03436.1
BRALA14988	OFUSG07824.1
BRALA27926	OFUSG10940.1
BRALA05496	OFUSG14220.1
BRALA30664	OFUSG19462.1
BRALA21824	OFUSG08585.1
BRALA30606	OFUSG01027.1
BRALA22474	OFUSG01454.1
BRALA03734	OFUSG12127.1
BRALA28928	OFUSG15168.1
BRALA23718	OFUSG00790.1
BRALA11947	OFUSG25094.1
BRALA04135	OFUSG04147.1
BRALA10662	OFUSG26352.1
BRALA20294	OFUSG08272.1
BRALA24708	OFUSG11419.1
BRALA24258	OFUSG15550.1
BRALA19745	OFUSG05692.1
BRALA11851	OFUSG08297.1
BRALA03311	OFUSG15723.1
BRALA15247	OFUSG11961.1
BRALA25722	OFUSG06255.1
BRALA29366	OFUSG04372.1
BRALA22608	OFUSG12150.1
BRALA33654	OFUSG08907.1
BRALA18873	OFUSG21576.1
BRALA00986	OFUSG13078.1
BRALA16885	OFUSG22095.1
BRALA08741	OFUSG01691.1
BRALA08934	OFUSG00395.1
BRALA04781	OFUSG00976.1
BRALA03698	OFUSG19151.1
BRALA04098	OFUSG13104.1
BRALA04224	OFUSG04293.1
BRALA17398	OFUSG11578.1
BRALA19707	OFUSG00349.1
BRALA18740	OFUSG21159.1
BRALA08392	OFUSG06963.1
BRALA16122	OFUSG22961.1
BRALA15375	OFUSG06165.1
BRALA22948	OFUSG03585.1
BRALA10024	OFUSG25472.1
BRALA00337	OFUSG21151.1
BRALA25075	OFUSG06525.1
BRALA18518	OFUSG09632.1
BRALA23061	OFUSG21663.1
BRALA15040	OFUSG07284.1
BRALA15716	OFUSG00350.1
BRALA05128	OFUSG16855.1
BRALA00520	OFUSG12800.1
BRALA21642	OFUSG08817.1
BRALA03730	OFUSG17804.1
BRALA04141	OFUSG13525.1
BRALA15349	OFUSG19331.1
BRALA00595	OFUSG17196.1
BRALA13758	OFUSG21050.1
BRALA12899	OFUSG19567.1
BRALA09195	OFUSG04201.1
BRALA07962	OFUSG08022.1
BRALA04268	OFUSG10010.1
BRALA08302	OFUSG02528.1
BRALA04530	OFUSG16779.1
BRALA13425	OFUSG21707.1
BRALA11438	OFUSG05660.1
BRALA19757	OFUSG05633.1
BRALA22173	OFUSG15113.1
BRALA28059	OFUSG05609.1
BRALA10059	OFUSG26138.1
BRALA02301	OFUSG01922.1
BRALA35163	OFUSG20881.1
BRALA22988	OFUSG09542.1
BRALA11762	OFUSG03344.1
BRALA30719	OFUSG13408.1
BRALA07339	OFUSG24274.1
BRALA01047	OFUSG21077.1
BRALA03212	OFUSG07198.1
BRALA35312	OFUSG10211.1
BRALA02582	OFUSG26673.1
BRALA12745	OFUSG13142.1
BRALA21690	OFUSG06139.1
BRALA17399	OFUSG11579.1
BRALA03662	OFUSG19592.1
BRALA02373	OFUSG10582.1
BRALA13372	OFUSG11265.1
BRALA17118	OFUSG01436.1
BRALA30260	OFUSG00913.1
BRALA21976	OFUSG18462.1
BRALA15656	OFUSG01920.1
BRALA18000	OFUSG06648.1
BRALA25117	OFUSG08068.1
BRALA12289	OFUSG00142.1
BRALA13557	OFUSG08709.1
BRALA06374	OFUSG18375.1
BRALA16655	OFUSG13284.1
BRALA00796	OFUSG23581.1
BRALA34381	OFUSG22262.1
BRALA30659	OFUSG15978.1
BRALA02502	OFUSG10162.1
BRALA16985	OFUSG01942.1
BRALA14528	OFUSG09787.1
BRALA18539	OFUSG12652.1
BRALA26582	OFUSG05106.1
BRALA15942	OFUSG25627.1
BRALA14481	OFUSG04041.1
BRALA12969	OFUSG16963.1
BRALA18059	OFUSG06652.1
BRALA31920	OFUSG15262.1
BRALA07627	OFUSG07766.1
BRALA21741	OFUSG19921.1
BRALA17443	OFUSG12314.1
BRALA17215	OFUSG19155.1
BRALA21972	OFUSG17891.1
BRALA15556	OFUSG19852.1
BRALA11660	OFUSG14585.1
BRALA11934	OFUSG25347.1
BRALA25621	OFUSG18307.1
BRALA20024	OFUSG04866.1
BRALA13138	OFUSG10425.1
BRALA03878	OFUSG06000.1
BRALA01351	OFUSG26571.1
BRALA01349	OFUSG24781.1
BRALA29415	OFUSG22247.1
BRALA07446	OFUSG04046.1
BRALA08067	OFUSG03550.1
BRALA01024	OFUSG10191.1
BRALA20796	OFUSG17348.1
BRALA32335	OFUSG13673.1
BRALA00269	OFUSG25523.1
BRALA01853	OFUSG08691.1
BRALA23441	OFUSG12549.1
BRALA29449	OFUSG12008.1
BRALA20858	OFUSG21874.1
BRALA17155	OFUSG19374.1
BRALA09409	OFUSG05608.1
BRALA22110	OFUSG12523.1
BRALA09290	OFUSG06326.1
BRALA28429	OFUSG20574.1
BRALA12232	OFUSG03992.1
BRALA12242	OFUSG14669.1
BRALA20624	OFUSG25735.1
BRALA29822	OFUSG02085.1
BRALA02653	OFUSG25431.1
BRALA21471	OFUSG11467.1
BRALA33701	OFUSG10803.1
BRALA17735	OFUSG15072.1
BRALA14552	OFUSG16553.1
BRALA02261	OFUSG01137.1
BRALA24795	OFUSG12744.1
BRALA11787	OFUSG03651.1
BRALA26585	OFUSG20796.1
BRALA26583	OFUSG05200.1
BRALA15201	OFUSG21542.1
BRALA16975	OFUSG02146.1
BRALA22526	OFUSG12180.1
BRALA27980	OFUSG00809.1
BRALA30968	OFUSG12108.1
BRALA19190	OFUSG23837.1
BRALA28068	OFUSG25098.1
BRALA09322	OFUSG06601.1
BRALA25277	OFUSG10020.1
BRALA07058	OFUSG16333.1
BRALA21307	OFUSG08940.1
BRALA02175	OFUSG08018.1
BRALA12416	OFUSG00400.1
BRALA16302	OFUSG06528.1
BRALA30762	OFUSG03143.1
BRALA05308	OFUSG13745.1
BRALA14264	OFUSG14726.1
BRALA26807	OFUSG09004.1
BRALA21134	OFUSG21011.1
BRALA08406	OFUSG18629.1
BRALA13326	OFUSG21871.1
BRALA21713	OFUSG18962.1
BRALA24297	OFUSG25421.1
BRALA12819	OFUSG05487.1
BRALA27195	OFUSG06119.1
BRALA18527	OFUSG08440.1
BRALA06295	OFUSG11130.1
BRALA14992	OFUSG24021.1
BRALA24801	OFUSG03445.1
BRALA24618	OFUSG14941.1
BRALA12061	OFUSG12514.1
BRALA11584	OFUSG24816.1
BRALA17770	OFUSG11471.1
BRALA12752	OFUSG18814.1
BRALA11134	OFUSG10028.1
BRALA30066	OFUSG17173.1
BRALA01715	OFUSG17701.1
BRALA10044	OFUSG08159.1
BRALA01588	OFUSG19904.1
BRALA01125	OFUSG23570.1
BRALA09517	OFUSG08878.1
BRALA03279	OFUSG20418.1
BRALA10957	OFUSG09702.1
BRALA24046	OFUSG18955.1
BRALA07037	OFUSG04090.1
BRALA07413	OFUSG15947.1
BRALA12341	OFUSG00932.1
BRALA19370	OFUSG03955.1
BRALA34705	OFUSG07058.1
BRALA22287	OFUSG11331.1
BRALA25723	OFUSG19522.1
BRALA28041	OFUSG06855.1
BRALA22902	OFUSG10587.1
BRALA17121	OFUSG13603.1
BRALA26584	OFUSG01351.1
BRALA00407	OFUSG17362.1
BRALA24225	OFUSG22740.1
BRALA04703	OFUSG10655.1
BRALA26574	OFUSG22773.1
BRALA15919	OFUSG02614.1
BRALA18182	OFUSG19727.1
BRALA19036	OFUSG12840.1
BRALA03443	OFUSG20547.1
BRALA33757	OFUSG14932.1
BRALA02624	OFUSG07817.1
BRALA27981	OFUSG00454.1
BRALA15151	OFUSG21232.1
BRALA16177	OFUSG24911.1
BRALA07455	OFUSG02001.1
BRALA14061	OFUSG04528.1
BRALA04025	OFUSG14105.1
BRALA01003	OFUSG01350.1
BRALA13677	OFUSG16559.1
BRALA14572	OFUSG26038.1
BRALA16699	OFUSG17331.1
BRALA12099	OFUSG13902.1
BRALA32109	OFUSG08341.1
BRALA20284	OFUSG24399.1
BRALA20997	OFUSG24278.1
BRALA15000	OFUSG23882.1
BRALA28820	OFUSG00423.1
BRALA05802	OFUSG13146.1
BRALA04522	OFUSG04586.1
BRALA21370	OFUSG16224.1
BRALA15776	OFUSG13007.1
BRALA08601	OFUSG06292.1
BRALA13097	OFUSG10617.1
BRALA26648	OFUSG10278.1
BRALA03532	OFUSG22935.1
BRALA03533	OFUSG22936.1
BRALA03728	OFUSG26127.1
BRALA22281	OFUSG12386.1
BRALA13446	OFUSG09025.1
BRALA03119	OFUSG20515.1
BRALA24820	OFUSG01878.1
BRALA18794	OFUSG00046.1
BRALA10835	OFUSG11400.1
BRALA16140	OFUSG20540.1
BRALA19298	OFUSG00452.1
BRALA00574	OFUSG19958.1
BRALA07528	OFUSG07342.1
BRALA07213	OFUSG22199.1
BRALA16629	OFUSG17172.1
BRALA15333	OFUSG06187.1
BRALA12233	OFUSG14188.1
BRALA14712	OFUSG08824.1
BRALA16974	OFUSG22165.1
BRALA24834	OFUSG25665.1
BRALA05144	OFUSG08145.1
BRALA08318	OFUSG02998.1
BRALA00985	OFUSG13077.1
BRALA02659	OFUSG26654.1
BRALA29976	OFUSG05657.1
BRALA09831	OFUSG06567.1
BRALA17355	OFUSG19093.1
BRALA06236	OFUSG11057.1
BRALA06274	OFUSG10168.1
BRALA25853	OFUSG25575.1
BRALA26678	OFUSG05321.1
BRALA12717	OFUSG18660.1
BRALA03046	OFUSG07659.1
BRALA20025	OFUSG20459.1
BRALA08372	OFUSG08609.1
BRALA17356	OFUSG06696.1
BRALA14546	OFUSG16702.1
BRALA17480	OFUSG24594.1
BRALA16849	OFUSG00920.1
BRALA31820	OFUSG19206.1
BRALA19125	OFUSG23145.1
BRALA22179	OFUSG24018.1
BRALA01475	OFUSG17468.1
BRALA34768	OFUSG24053.1
BRALA15796	OFUSG26369.1
BRALA02737	OFUSG08397.1
BRALA23645	OFUSG08099.1
BRALA20874	OFUSG09261.1
BRALA09059	OFUSG15942.1
BRALA14570	OFUSG08433.1
BRALA22528	OFUSG12181.1
BRALA24459	OFUSG19704.1
BRALA26122	OFUSG11275.1
BRALA31418	OFUSG06334.1
BRALA12683	OFUSG25754.1
BRALA21743	OFUSG19919.1
BRALA01042	OFUSG21212.1
BRALA05734	OFUSG21328.1
BRALA16670	OFUSG13177.1
BRALA14826	OFUSG16443.1
BRALA01063	OFUSG13327.1
BRALA02164	OFUSG01430.1
BRALA20312	OFUSG06606.1
BRALA00142	OFUSG12612.1
BRALA26251	OFUSG12388.1
BRALA27074	OFUSG06383.1
BRALA03436	OFUSG20388.1
BRALA09365	OFUSG06701.1
BRALA11740	OFUSG03313.1
BRALA15185	OFUSG12641.1
BRALA01445	OFUSG19703.1
BRALA22769	OFUSG03600.1
BRALA09668	OFUSG21225.1
BRALA22950	OFUSG07006.1
BRALA24992	OFUSG11357.1
BRALA22940	OFUSG03174.1
BRALA16752	OFUSG10391.1
BRALA00417	OFUSG25525.1
BRALA17052	OFUSG21191.1
BRALA11904	OFUSG02527.1
BRALA22489	OFUSG25265.1
BRALA14476	OFUSG07768.2
BRALA03187	OFUSG05142.1
BRALA12385	OFUSG14742.1
BRALA24120	OFUSG09331.1
BRALA16226	OFUSG26103.1
BRALA34824	OFUSG20130.1
BRALA21416	OFUSG05966.1
BRALA19991	OFUSG05261.1
BRALA14483	OFUSG15876.1
BRALA21484	OFUSG11705.1
BRALA09110	OFUSG04222.1
BRALA00476	OFUSG13124.1
BRALA02590	OFUSG19580.1
BRALA31530	OFUSG23493.1
BRALA20052	OFUSG06565.1
BRALA11906	OFUSG03216.1
BRALA17108	OFUSG08532.1
BRALA28939	OFUSG24087.1
BRALA20460	OFUSG05716.1
BRALA22293	OFUSG11995.1
BRALA25618	OFUSG20872.1
BRALA28202	OFUSG15724.1
BRALA19458	OFUSG10401.1
BRALA06690	OFUSG09983.1
BRALA01039	OFUSG13281.1
BRALA21641	OFUSG09822.1
BRALA29210	OFUSG11488.1
BRALA27665	OFUSG07278.1
BRALA20677	OFUSG10911.1
BRALA22479	OFUSG11537.1
BRALA03688	OFUSG23389.1
BRALA24695	OFUSG20694.1
BRALA06099	OFUSG14086.1
BRALA05940	OFUSG14668.1
BRALA03297	OFUSG20553.1
BRALA11330	OFUSG04617.1
BRALA29568	OFUSG11640.1
BRALA30972	OFUSG26803.1
BRALA20394	OFUSG14003.1
BRALA16487	OFUSG05241.1
BRALA26820	OFUSG14822.1
BRALA22498	OFUSG12528.1
BRALA05364	OFUSG23465.1
BRALA07858	OFUSG16387.1
BRALA00734	OFUSG13546.1
BRALA05805	OFUSG26215.1
BRALA19408	OFUSG02889.1
BRALA03081	OFUSG05203.1
BRALA16909	OFUSG01761.1
BRALA12873	OFUSG10131.1
BRALA19017	OFUSG01889.1
BRALA23687	OFUSG04466.1
BRALA29964	OFUSG13161.1
BRALA31419	OFUSG06585.1
BRALA28938	OFUSG24176.1
BRALA13970	OFUSG09968.1
BRALA13030	OFUSG18389.1
BRALA08907	OFUSG21761.1
BRALA03671	OFUSG17847.1
BRALA01574	OFUSG09082.1
BRALA03096	OFUSG20735.1
BRALA19706	OFUSG00348.1
BRALA18408	OFUSG00931.1
BRALA11508	OFUSG01695.1
BRALA27319	OFUSG04975.1
BRALA07226	OFUSG15448.1
BRALA21911	OFUSG13562.1
BRALA30098	OFUSG15397.1
BRALA23670	OFUSG08028.1
BRALA21731	OFUSG09464.1
BRALA16553	OFUSG09124.1
BRALA16643	OFUSG26318.1
BRALA11547	OFUSG19194.1
BRALA08122	OFUSG02442.1
BRALA20896	OFUSG23584.1
BRALA11900	OFUSG17158.1
BRALA29464	OFUSG17276.1
BRALA14949	OFUSG23551.1
BRALA22987	OFUSG00936.1
BRALA02116	OFUSG23547.1
BRALA06550	OFUSG10417.1
BRALA28499	OFUSG05653.1
BRALA05992	OFUSG14725.1
BRALA25077	OFUSG15458.1
BRALA23621	OFUSG06570.1
BRALA13456	OFUSG26075.1
BRALA12778	OFUSG12471.1
BRALA27730	OFUSG17603.1
BRALA00085	OFUSG13186.1
BRALA21727	OFUSG08404.1
BRALA28146	OFUSG05635.1
BRALA23683	OFUSG24270.1
BRALA10185	OFUSG07877.1
BRALA19464	OFUSG18459.1
BRALA07772	OFUSG15878.1
BRALA06329	OFUSG00884.1
BRALA28843	OFUSG25075.1
BRALA24483	OFUSG05470.1
BRALA24691	OFUSG09250.1
BRALA00237	OFUSG23655.1
BRALA15450	OFUSG20929.1
BRALA27971	OFUSG00362.1
BRALA31941	OFUSG18386.1
BRALA16205	OFUSG24778.1
BRALA23027	OFUSG10677.1
BRALA12502	OFUSG23129.1
BRALA29846	OFUSG19497.1
BRALA28927	OFUSG24014.1
BRALA23591	OFUSG22447.1
BRALA33702	OFUSG00129.1
BRALA33934	OFUSG00620.1
BRALA27970	OFUSG00399.1
BRALA12753	OFUSG18645.1
BRALA04203	OFUSG07394.1
BRALA19616	OFUSG21476.1
BRALA17311	OFUSG07556.1
BRALA10147	OFUSG25536.1
BRALA32102	OFUSG26800.1
BRALA24376	OFUSG10161.1
BRALA01907	OFUSG17185.1
BRALA11459	OFUSG19003.1
BRALA04795	OFUSG16405.1
BRALA04611	OFUSG08451.1
BRALA25727	OFUSG06281.1
BRALA22667	OFUSG16627.1
BRALA12897	OFUSG13743.1
BRALA02208	OFUSG00420.1
BRALA10095	OFUSG07702.1
BRALA21239	OFUSG18628.1
BRALA03379	OFUSG05431.1
BRALA23593	OFUSG24056.1
BRALA02592	OFUSG09513.1
BRALA31860	OFUSG08895.1
BRALA30026	OFUSG04231.1
BRALA15920	OFUSG02616.1
BRALA25249	OFUSG18164.1
BRALA13128	OFUSG17828.1
BRALA11522	OFUSG06966.1
BRALA34981	OFUSG20280.1
BRALA06141	OFUSG24635.1
BRALA27379	OFUSG17974.1
BRALA06320	OFUSG18149.1
BRALA29840	OFUSG18698.1
BRALA06075	OFUSG14112.1
BRALA18137	OFUSG16190.1
BRALA17210	OFUSG06199.1
BRALA11867	OFUSG07910.1
BRALA23387	OFUSG07544.1
BRALA14732	OFUSG13370.1
BRALA02101	OFUSG00068.1
BRALA16865	OFUSG15967.1
BRALA15267	OFUSG12337.1
BRALA09189	OFUSG15969.1
BRALA23080	OFUSG19610.1
BRALA18395	OFUSG25686.1
BRALA17300	OFUSG18813.1
BRALA12001	OFUSG21948.1
BRALA10094	OFUSG07700.1
BRALA06916	OFUSG04668.1
BRALA29990	OFUSG06723.1
BRALA29234	OFUSG00867.1
BRALA28196	OFUSG01801.1
BRALA10122	OFUSG25608.1
BRALA18662	OFUSG17875.1
BRALA19591	OFUSG13313.1
BRALA19607	OFUSG21516.1
BRALA27573	OFUSG15353.1
BRALA28152	OFUSG24154.1
BRALA23895	OFUSG08816.1
BRALA27465	OFUSG06271.1
BRALA21466	OFUSG06485.1
BRALA05692	OFUSG21319.1
BRALA16766	OFUSG10493.1
BRALA08073	OFUSG03352.1
BRALA16383	OFUSG07963.1
BRALA06127	OFUSG14815.1
BRALA03721	OFUSG17951.1
BRALA13812	OFUSG12865.1
BRALA16137	OFUSG20497.1
BRALA15855	OFUSG17728.1
BRALA01990	OFUSG17382.1
BRALA06827	OFUSG18111.1
BRALA20649	OFUSG21424.1
BRALA12975	OFUSG23538.1
BRALA09798	OFUSG26258.1
BRALA22949	OFUSG21477.1
BRALA12501	OFUSG23130.1
BRALA17038	OFUSG07005.1
BRALA01446	OFUSG26516.1
BRALA00803	OFUSG13138.1
BRALA23753	OFUSG13179.1
BRALA16275	OFUSG13021.1
BRALA25279	OFUSG18269.1
BRALA32115	OFUSG05022.1
BRALA04240	OFUSG08779.1
BRALA19999	OFUSG20568.1
BRALA17437	OFUSG11706.1
BRALA17146	OFUSG19539.1
BRALA28967	OFUSG02403.1
BRALA06722	OFUSG18537.1
BRALA29967	OFUSG14180.1
BRALA14961	OFUSG24155.1
BRALA18050	OFUSG18964.1
BRALA02036	OFUSG00752.1
BRALA25617	OFUSG20801.1
BRALA08342	OFUSG19617.1
BRALA22691	OFUSG06597.1
BRALA20572	OFUSG11124.1
BRALA18648	OFUSG10614.1
BRALA19759	OFUSG05699.1
BRALA23004	OFUSG00366.1
BRALA01237	OFUSG21210.1
BRALA13421	OFUSG11479.1
BRALA15769	OFUSG12932.1
BRALA00288	OFUSG21273.1
BRALA04403	OFUSG16640.1
BRALA27464	OFUSG06978.1
BRALA15297	OFUSG06200.1
BRALA20793	OFUSG23463.1
BRALA09605	OFUSG09267.1
BRALA13846	OFUSG05978.1
BRALA07941	OFUSG04246.1
BRALA01589	OFUSG19905.1
BRALA16723	OFUSG10871.1
BRALA10025	OFUSG08302.1
BRALA14595	OFUSG12636.1
BRALA22930	OFUSG02544.1
BRALA18546	OFUSG17545.1
BRALA14968	OFUSG21801.1
BRALA18502	OFUSG20934.1
BRALA14239	OFUSG09570.1
BRALA14352	OFUSG13469.1
BRALA20040	OFUSG19136.1
BRALA18700	OFUSG02774.1
BRALA30790	OFUSG08565.1
BRALA09023	OFUSG13038.1
BRALA16495	OFUSG04790.1
BRALA02977	OFUSG08420.1
BRALA26571	OFUSG05249.1
BRALA17109	OFUSG19036.1
BRALA24802	OFUSG06600.1
BRALA11265	OFUSG01643.1
BRALA22109	OFUSG12524.1
BRALA35315	OFUSG04330.1
BRALA09886	OFUSG07608.1
BRALA32780	OFUSG26974.1
BRALA22645	OFUSG25028.1
BRALA02696	OFUSG08058.1
BRALA00366	OFUSG13214.1
BRALA13499	OFUSG23382.1
BRALA28125	OFUSG05668.1
BRALA00051	OFUSG00271.1
BRALA22761	OFUSG03968.1
BRALA17130	OFUSG16212.1
BRALA03952	OFUSG17858.1
BRALA05241	OFUSG13466.1
BRALA14056	OFUSG04047.1
BRALA13129	OFUSG17829.1
BRALA00866	OFUSG17521.1
BRALA20201	OFUSG23120.1
BRALA16141	OFUSG05380.1
BRALA22910	OFUSG03803.1
BRALA13592	OFUSG06871.1
BRALA15601	OFUSG19641.1
BRALA03894	OFUSG11013.1
BRALA15786	OFUSG26478.1
BRALA01613	OFUSG20033.1
BRALA01249	OFUSG13481.1
BRALA12516	OFUSG22910.1
BRALA05179	OFUSG17347.1
BRALA12188	OFUSG07744.1
BRALA26812	OFUSG03691.1
BRALA06361	OFUSG10232.1
BRALA05677	OFUSG17273.1
BRALA08923	OFUSG01106.1
BRALA24356	OFUSG19415.1
BRALA09361	OFUSG05642.1
BRALA15590	OFUSG09515.1
BRALA19380	OFUSG14906.1
BRALA06735	OFUSG11110.1
BRALA05887	OFUSG26003.1
BRALA03132	OFUSG04836.1
BRALA21233	OFUSG20575.1
BRALA02935	OFUSG09326.1
BRALA17074	OFUSG16859.1
BRALA10694	OFUSG17062.1
BRALA13069	OFUSG17821.1
BRALA28383	OFUSG09792.1
BRALA14038	OFUSG15976.1
BRALA27287	OFUSG04824.1
BRALA08130	OFUSG02825.1
BRALA32134	OFUSG11757.1
BRALA14327	OFUSG04479.1
BRALA05988	OFUSG08566.1
BRALA35494	OFUSG15381.1
BRALA04705	OFUSG26870.1
BRALA10433	OFUSG18290.1
BRALA10093	OFUSG08189.1
BRALA24702	OFUSG11556.1
BRALA07238	OFUSG15327.1
BRALA16631	OFUSG23619.1
BRALA18245	OFUSG21180.1
BRALA13547	OFUSG09270.1
BRALA13420	OFUSG11477.1
BRALA16163	OFUSG09904.1
BRALA14738	OFUSG09943.1
BRALA03154	OFUSG20353.1
BRALA06343	OFUSG16635.1
BRALA12100	OFUSG13789.1
BRALA25600	OFUSG06146.1
BRALA02913	OFUSG25701.1
BRALA18712	OFUSG03047.1
BRALA30460	OFUSG13160.1
BRALA19243	OFUSG18187.1
BRALA11859	OFUSG03446.1
BRALA14246	OFUSG14787.1
BRALA04311	OFUSG04651.1
BRALA25943	OFUSG12346.1
BRALA30607	OFUSG01140.1
BRALA18705	OFUSG08247.1
BRALA02099	OFUSG00512.1
BRALA23677	OFUSG16021.1
