Orthogroup	BRAFL	CAPO3
OG0000556	bflo_04590, bflo_27152, bflo_04594, bflo_04578, bflo_04602, bflo_04580, bflo_26760, bflo_04569, bflo_04581, bflo_14127, bflo_14889, bflo_14921, bflo_15340, bflo_14848, bflo_14895, bflo_14908, bflo_15484, bflo_04603, bflo_04605, bflo_04604, bflo_26761, bflo_04608, bflo_04577, bflo_04607, bflo_04609, bflo_14180, bflo_14902, bflo_15488, bflo_14896, bflo_14893, bflo_18541, bflo_14888, bflo_14898, bflo_04598, bflo_04601, bflo_15483, bflo_14455, bflo_15489, bflo_27151, bflo_15480, bflo_15486, bflo_15490, bflo_15481, bflo_20909, bflo_04596, bflo_15491, bflo_04588, bflo_04595, bflo_04614, bflo_04611, bflo_15493, bflo_15496, bflo_14899, bflo_14918, bflo_04612, bflo_14900, bflo_15341, bflo_14912, bflo_14904, bflo_14903, bflo_04618, bflo_14992	CAPO305079
OG0000561	bflo_08446, bflo_27388, bflo_22174, bflo_22164	CAPO307817, CAPO304686, CAPO304296
OG0000563	bflo_03331, bflo_03330, bflo_03146	CAPO305151
OG0000566	bflo_08449, bflo_04927	CAPO306820
OG0000567	bflo_12141, bflo_11905, bflo_09047, bflo_06558, bflo_10797, bflo_12747, bflo_00564, bflo_26349, bflo_16510	CAPO300710, CAPO302895
OG0000569	bflo_11769, bflo_11767, bflo_13475, bflo_16473, bflo_05421, bflo_24200, bflo_01938, bflo_00290, bflo_13737	CAPO302672
OG0000572	bflo_05895, bflo_23930	CAPO302048
OG0000573	bflo_24510	CAPO301573
OG0000573	bflo_06124	CAPO300482
OG0000574	bflo_23185, bflo_23738, bflo_15787	CAPO303025
OG0000583	bflo_18273, bflo_17472	CAPO302594
OG0000585	bflo_12167	CAPO302010
OG0000586	bflo_03607	CAPO304818
OG0000587	bflo_22172	CAPO304868
OG0000588	bflo_18379	CAPO300701
OG0000590	bflo_02465	CAPO302664
OG0000590	bflo_13755	CAPO307990
OG0000591	bflo_23823, bflo_04558	CAPO300885
OG0000591	bflo_21592, bflo_22417	CAPO301508, CAPO306921
OG0000592	bflo_18259, bflo_18186, bflo_18254, bflo_09136	CAPO302552
OG0000593	bflo_23756, bflo_12794	CAPO303950
OG0000594	bflo_12010, bflo_04803, bflo_12009, bflo_11236	CAPO305185
OG0000595	bflo_11300, bflo_10904, bflo_24314, bflo_25433, bflo_26606, bflo_11185, bflo_03058, bflo_03621, bflo_11216, bflo_04059, bflo_09587, bflo_17178, bflo_24315, bflo_25435, bflo_01855, bflo_02615	CAPO303068, CAPO304997
OG0000597	bflo_20762, bflo_20033	CAPO305949
OG0000600	bflo_17807, bflo_17336, bflo_25419	CAPO302133
OG0000603	bflo_04842	CAPO300286
OG0000604	bflo_14466	CAPO304248
OG0000609	bflo_10430, bflo_12331, bflo_11801, bflo_12180, bflo_10255, bflo_10429, bflo_02450, bflo_25757, bflo_26350	CAPO306415
OG0000611	bflo_14598	CAPO305139
OG0000611	bflo_13769	CAPO302505
OG0000612	bflo_10795, bflo_08808	CAPO308174
OG0000612	bflo_13076	CAPO300901
OG0000613	bflo_01058, bflo_06280	CAPO306741, CAPO303985
OG0000614	bflo_13013	CAPO308097
OG0000614	bflo_05248, bflo_12534, bflo_23560	CAPO306138, CAPO304207
OG0000616	bflo_16048	CAPO301011
OG0000617	bflo_05006	CAPO303200, CAPO307815, CAPO308211, CAPO303926, CAPO303924, CAPO303927, CAPO304126, CAPO307888, CAPO301741, CAPO308289, CAPO303317, CAPO306753, CAPO303212, CAPO302527, CAPO302568, CAPO303584, CAPO303106, CAPO302462, CAPO302437, CAPO308109, CAPO302184, CAPO304957, CAPO303314, CAPO303900, CAPO303931, CAPO306863, CAPO308223, CAPO307383, CAPO303613, CAPO303446, CAPO303410, CAPO308100, CAPO307019, CAPO300335, CAPO305613, CAPO305620, CAPO305570, CAPO308045, CAPO303984, CAPO305289, CAPO307167
OG0000619	bflo_22484	CAPO303580
OG0000620	bflo_12692, bflo_13589, bflo_13588, bflo_12693, bflo_19542, bflo_01861, bflo_01862, bflo_01552, bflo_01860, bflo_09127, bflo_09132, bflo_11486, bflo_09658, bflo_09611, bflo_10786, bflo_09612, bflo_09094, bflo_01264, bflo_04002, bflo_03995, bflo_20197, bflo_18495, bflo_15607, bflo_15579, bflo_15582, bflo_15735, bflo_20117, bflo_25212, bflo_15558, bflo_22429, bflo_05409	CAPO300569
OG0000623	bflo_05993	CAPO306891
OG0000623	bflo_18608, bflo_22702	CAPO306678
OG0000624	bflo_18705	CAPO304034, CAPO304035
OG0000627	bflo_11148	CAPO301912
OG0000628	bflo_04338, bflo_04756	CAPO306878
OG0000629	bflo_19152, bflo_03279, bflo_03281	CAPO304632
OG0000634	bflo_23919, bflo_21508, bflo_21507	CAPO305866
OG0000636	bflo_10717, bflo_05158	CAPO300927, CAPO308236
OG0000637	bflo_15742, bflo_18940, bflo_02509, bflo_15987, bflo_13690	CAPO306492
OG0000639	bflo_00204	CAPO300322
OG0000639	bflo_13390	CAPO305269
OG0000642	bflo_06990	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430
OG0000643	bflo_25724, bflo_20210	CAPO301316
OG0000645	bflo_13206	CAPO306925
OG0000645	bflo_08017	CAPO307784, CAPO304648
OG0000648	bflo_12702	CAPO306715
OG0000648	bflo_12700	CAPO307568
OG0000650	bflo_07845, bflo_02924	CAPO302429
OG0000651	bflo_00909	CAPO301045
OG0000652	bflo_12260	CAPO307163
OG0000657	bflo_05126	CAPO304462
OG0000660	bflo_04466	CAPO304213
OG0000662	bflo_09255, bflo_23849	CAPO308235
OG0000663	bflo_00888, bflo_23628, bflo_06338, bflo_09350, bflo_14827, bflo_17699, bflo_17700, bflo_26019, bflo_04171, bflo_19376, bflo_07527, bflo_18187, bflo_21305, bflo_20187, bflo_21950, bflo_22513, bflo_05465, bflo_05466, bflo_00037, bflo_15313, bflo_20650, bflo_04957, bflo_04955, bflo_13482	CAPO303713
OG0000664	bflo_11369	CAPO305353
OG0000665	bflo_06772	CAPO304505, CAPO304163
OG0000666	bflo_11545	CAPO306172
OG0000667	bflo_04093, bflo_25426, bflo_22846	CAPO305865
OG0000672	bflo_21591	CAPO301072
OG0000672	bflo_18607	CAPO301848
OG0000674	bflo_03109, bflo_09819	CAPO303746
OG0000676	bflo_01208	CAPO304343, CAPO305288
OG0000676	bflo_21661	CAPO300920, CAPO304680
OG0000683	bflo_08553	CAPO304912
OG0000683	bflo_25223	CAPO305392, CAPO303509
OG0000684	bflo_13113	CAPO306227
OG0000686	bflo_00607, bflo_04095, bflo_04081, bflo_04128, bflo_14458, bflo_27316, bflo_04130, bflo_04079, bflo_04078, bflo_04080, bflo_04108, bflo_25179, bflo_26179, bflo_26093, bflo_25541, bflo_09058, bflo_11986, bflo_25503, bflo_25504, bflo_13703, bflo_15338, bflo_12005, bflo_11942, bflo_12102, bflo_18972, bflo_04741, bflo_25922, bflo_06347, bflo_08793, bflo_12364, bflo_14690, bflo_14215, bflo_14503, bflo_14960, bflo_14506, bflo_21435, bflo_21436, bflo_14542, bflo_12237, bflo_11382, bflo_11926, bflo_11598, bflo_11948, bflo_25921, bflo_11144	CAPO300156
OG0000690	bflo_00919	CAPO306653
OG0000690	bflo_17423	CAPO306445
OG0000690	bflo_25725	CAPO304114
OG0000691	bflo_13891, bflo_01480	CAPO301028
OG0000692	bflo_25652	CAPO306980
OG0000692	bflo_06417	CAPO306169
OG0000693	bflo_24457	CAPO300633
OG0000693	bflo_15843	CAPO307538
OG0000694	bflo_13584, bflo_22435, bflo_13061, bflo_17901, bflo_16417	CAPO302468
OG0000696	bflo_01530	CAPO305456
OG0000696	bflo_11008	CAPO301422
OG0000697	bflo_12428	CAPO304466, CAPO306724
OG0000701	bflo_10548	CAPO306727
OG0000703	bflo_07565	CAPO308078
OG0000706	bflo_11940, bflo_17788	CAPO301985
OG0000708	bflo_25666	CAPO302130
OG0000708	bflo_11530	CAPO300640
OG0000709	bflo_24062	CAPO305451
OG0000711	bflo_03306, bflo_03574, bflo_02975, bflo_04395	CAPO304713
OG0000713	bflo_21867, bflo_21513, bflo_02677	CAPO302804
OG0000715	bflo_19456	CAPO305197
OG0000716	bflo_18078	CAPO306457
OG0000716	bflo_14976	CAPO306957
OG0000717	bflo_16636	CAPO302989
OG0000718	bflo_19048	CAPO301597, CAPO306021
OG0000721	bflo_20743, bflo_17766	CAPO305154, CAPO301906
OG0000724	bflo_17159	CAPO300826
OG0000726	bflo_19350	CAPO302910
OG0000731	bflo_21630	CAPO304569
OG0000732	bflo_21787	CAPO304867
OG0000732	bflo_25639	CAPO302445
OG0000733	bflo_12810, bflo_07935	CAPO301695
OG0000735	bflo_01496	CAPO302824
OG0000736	bflo_26430, bflo_22395, bflo_00735	CAPO306770
OG0000737	bflo_09049	CAPO304586
OG0000743	bflo_23103, bflo_23390	CAPO306268
OG0000748	bflo_12750, bflo_00355	CAPO301276
OG0000751	bflo_19051, bflo_18792	CAPO302771
OG0000751	bflo_08486	CAPO304118
OG0000752	bflo_17530	CAPO300507
OG0000752	bflo_25764	CAPO305335
OG0000753	bflo_07197	CAPO301378
OG0000754	bflo_06526, bflo_13330, bflo_13646, bflo_27064, bflo_19430, bflo_08492, bflo_08619	CAPO300911, CAPO306986, CAPO303353
OG0000755	bflo_13054	CAPO300267
OG0000757	bflo_20811	CAPO307096
OG0000757	bflo_18826, bflo_04296	CAPO300067
OG0000758	bflo_01097	CAPO305275
OG0000759	bflo_02579, bflo_02659	CAPO300473
OG0000761	bflo_16367	CAPO305655
OG0000765	bflo_08626	CAPO301853
OG0000766	bflo_05997	CAPO300388
OG0000767	bflo_14537, bflo_17883	CAPO305367
OG0000768	bflo_12288	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904
OG0000772	bflo_08683	CAPO304708, CAPO302709
OG0000774	bflo_25631, bflo_23899, bflo_11567	CAPO306995
OG0000775	bflo_25667, bflo_18209, bflo_17805, bflo_18208, bflo_16771, bflo_00359, bflo_15150	CAPO306201
OG0000776	bflo_09243, bflo_19338, bflo_21158, bflo_19331, bflo_19332	CAPO307356
OG0000779	bflo_16829	CAPO305943
OG0000779	bflo_05592	CAPO300301
OG0000788	bflo_03223, bflo_02988	CAPO304590
OG0000791	bflo_18766	CAPO304699
OG0000792	bflo_08648, bflo_08645, bflo_26503, bflo_08647, bflo_02568, bflo_20459	CAPO305838
OG0000793	bflo_06217	CAPO301604
OG0000794	bflo_20321, bflo_27324	CAPO304031
OG0000797	bflo_07471	CAPO307534
OG0000803	bflo_09447, bflo_09941, bflo_00518, bflo_08756, bflo_15349	CAPO301668
OG0000810	bflo_25756, bflo_00231	CAPO305098, CAPO306601
OG0000813	bflo_07088, bflo_08447	CAPO300040, CAPO308168
OG0000814	bflo_08334, bflo_04758, bflo_16736, bflo_08551	CAPO307227
OG0000815	bflo_05473, bflo_21696, bflo_02427	CAPO300838
OG0000816	bflo_18431, bflo_07555	CAPO304990
OG0000818	bflo_23425	CAPO307656
OG0000820	bflo_18733	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452
OG0000824	bflo_13274	CAPO303788
OG0000825	bflo_15210, bflo_08984, bflo_09151, bflo_09150	CAPO305165, CAPO306157, CAPO306129
OG0000826	bflo_01977, bflo_13774	CAPO306060
OG0000827	bflo_03359, bflo_18876, bflo_03038, bflo_06200, bflo_05865, bflo_25409	CAPO304578
OG0000828	bflo_12837, bflo_12204, bflo_07597	CAPO306023
OG0000828	bflo_20839	CAPO307153
OG0000834	bflo_02857	CAPO306233
OG0000836	bflo_08676, bflo_07996, bflo_08141, bflo_07459	CAPO306019, CAPO307821
OG0000837	bflo_00035, bflo_12566, bflo_01440, bflo_15081, bflo_01439	CAPO308104, CAPO303511
OG0000838	bflo_09519, bflo_10354, bflo_20447, bflo_26407, bflo_21734	CAPO303856
OG0000841	bflo_13469	CAPO307470
OG0000844	bflo_24153	CAPO306591, CAPO307267
OG0000845	bflo_18108, bflo_17447	CAPO303615
OG0000847	bflo_21169	CAPO301759, CAPO307057
OG0000847	bflo_20471	CAPO308298
OG0000849	bflo_02361, bflo_19468	CAPO304492
OG0000850	bflo_25536	CAPO302141
OG0000850	bflo_08991	CAPO306299
OG0000851	bflo_14102	CAPO304092
OG0000852	bflo_13268	CAPO307622
OG0000857	bflo_03314	CAPO302559
OG0000858	bflo_11695	CAPO302161
OG0000858	bflo_03553	CAPO306693
OG0000860	bflo_15791	CAPO306338
OG0000871	bflo_10176	CAPO300407
OG0000872	bflo_03017	CAPO308293
OG0000873	bflo_01487	CAPO307878
OG0000875	bflo_01017, bflo_19415	CAPO303418, CAPO302903
OG0000876	bflo_02085	CAPO302150
OG0000877	bflo_12965, bflo_12968, bflo_13809	CAPO304981
OG0000879	bflo_19083, bflo_24230, bflo_18829, bflo_05186	CAPO301982
OG0000881	bflo_15605	CAPO301333, CAPO300020
OG0000881	bflo_20101	CAPO308042
OG0000888	bflo_05832	CAPO300320
OG0000888	bflo_19321	CAPO301794
OG0000889	bflo_12593	CAPO302257
OG0000889	bflo_21142	CAPO304144
OG0000891	bflo_22727, bflo_25068, bflo_22980, bflo_09591, bflo_22725, bflo_22726, bflo_22981, bflo_17970, bflo_22982	CAPO307358
OG0000894	bflo_14750	CAPO300968, CAPO300967
OG0000894	bflo_23023	CAPO301227
OG0000896	bflo_13131	CAPO301183
OG0000896	bflo_09970	CAPO304049
OG0000897	bflo_11434, bflo_11945, bflo_11590, bflo_11740	CAPO306059
OG0000898	bflo_01661, bflo_27387, bflo_22383, bflo_18644, bflo_18960, bflo_18639, bflo_18641, bflo_02165, bflo_17589, bflo_03891, bflo_03889, bflo_01144, bflo_14148, bflo_11015, bflo_21729, bflo_00527, bflo_15462, bflo_07227, bflo_12625, bflo_26024	CAPO302619
OG0000899	bflo_14337	CAPO300655
OG0000904	bflo_13183	CAPO305539
OG0000905	bflo_26708, bflo_03252	CAPO303384
OG0000909	bflo_18377	CAPO300878
OG0000911	bflo_00891, bflo_00957, bflo_12997	CAPO302608
OG0000912	bflo_09112, bflo_20621	CAPO302397
OG0000913	bflo_14588	CAPO300255
OG0000914	bflo_10973	CAPO302002
OG0000915	bflo_12273	CAPO306555
OG0000925	bflo_09205, bflo_22447	CAPO304563
OG0000928	bflo_05985	CAPO301245
OG0000929	bflo_17125	CAPO303494
OG0000931	bflo_08954	CAPO303586
OG0000934	bflo_04490	CAPO306946, CAPO300619
OG0000935	bflo_19247	CAPO307401
OG0000944	bflo_14426	CAPO304090
OG0000952	bflo_14821, bflo_14818	CAPO300179
OG0000954	bflo_13257	CAPO303535
OG0000954	bflo_23747	CAPO305800
OG0000955	bflo_25651	CAPO303429
OG0000955	bflo_06523	CAPO301514
OG0000955	bflo_14322	CAPO308190
OG0000960	bflo_12512	CAPO304728
OG0000963	bflo_07262, bflo_03565	CAPO303990
OG0000965	bflo_08576, bflo_07554	CAPO305928
OG0000965	bflo_13018	CAPO302148
OG0000967	bflo_07239	CAPO304786
OG0000970	bflo_20773	CAPO301807
OG0000974	bflo_15538, bflo_16572, bflo_01162, bflo_20847	CAPO306940
OG0000978	bflo_13255	CAPO306307
OG0000980	bflo_25440, bflo_02616, bflo_24320, bflo_06775, bflo_03172, bflo_03170, bflo_13595, bflo_25441, bflo_01827, bflo_24710, bflo_26332, bflo_24318, bflo_06780, bflo_25429, bflo_27493	CAPO305742
OG0000982	bflo_07681	CAPO301371
OG0000984	bflo_06233, bflo_15006, bflo_15679	CAPO307940
OG0000985	bflo_07499	CAPO304864
OG0000986	bflo_21122, bflo_07321	CAPO305058
OG0000987	bflo_02033	CAPO306365
OG0000992	bflo_22932, bflo_09287	CAPO308244
OG0000993	bflo_00226, bflo_26569, bflo_00227	CAPO303930
OG0000994	bflo_01641	CAPO306999
OG0000996	bflo_21978	CAPO304603
OG0000997	bflo_15516	CAPO306501
OG0000998	bflo_17960	CAPO302508
OG0000999	bflo_20871, bflo_03341	CAPO303484, CAPO302236
OG0001006	bflo_04350, bflo_22313	CAPO308145
OG0001009	bflo_23339	CAPO305830
OG0001015	bflo_23858	CAPO304771
OG0001016	bflo_19435	CAPO300038
OG0001016	bflo_00910	CAPO302596
OG0001018	bflo_13308	CAPO303169
OG0001018	bflo_23920	CAPO305732
OG0001024	bflo_04903	CAPO300862
OG0001033	bflo_08146	CAPO305083
OG0001033	bflo_20841	CAPO300376
OG0001036	bflo_01100	CAPO301917
OG0001039	bflo_08311, bflo_11607	CAPO305080
OG0001042	bflo_11460, bflo_27000	CAPO301530
OG0001045	bflo_23536, bflo_23550	CAPO300115
OG0001046	bflo_23288	CAPO304357
OG0001048	bflo_07509, bflo_26856	CAPO306868
OG0001049	bflo_24363	CAPO305769
OG0001050	bflo_23753, bflo_21612	CAPO306760
OG0001060	bflo_14877	CAPO302777
OG0001062	bflo_26106	CAPO300111
OG0001064	bflo_16843, bflo_27227, bflo_17908, bflo_17446, bflo_17801, bflo_10560, bflo_10566	CAPO304594
OG0001066	bflo_07352, bflo_18100	CAPO305156
OG0001069	bflo_05793, bflo_18768	CAPO308053, CAPO308048, CAPO303348, CAPO303254, CAPO308055
OG0001069	bflo_16277, bflo_16196	CAPO307874, CAPO301461, CAPO302592, CAPO303735, CAPO304622, CAPO306747, CAPO300713, CAPO305747, CAPO307714, CAPO306417, CAPO302177, CAPO307644, CAPO304040, CAPO307466, CAPO305748, CAPO304623, CAPO308339, CAPO303326, CAPO301213, CAPO304039, CAPO303968, CAPO303309, CAPO303311, CAPO302046, CAPO303310, CAPO301462, CAPO301429, CAPO306024, CAPO303787, CAPO303966, CAPO303967, CAPO304463, CAPO304464, CAPO302889, CAPO304038, CAPO307646, CAPO304401
OG0001069	bflo_25817	CAPO301006, CAPO306010, CAPO301236, CAPO307600, CAPO303893, CAPO304221, CAPO306089, CAPO305429, CAPO304894, CAPO305587, CAPO303313, CAPO302455, CAPO306118, CAPO302877, CAPO302066, CAPO302758, CAPO303450
OG0001072	bflo_20583, bflo_01344	CAPO304331
OG0001073	bflo_14186	CAPO307880
OG0001075	bflo_01789	CAPO305658
OG0001076	bflo_14398	CAPO306580
OG0001078	bflo_10417	CAPO300211
OG0001082	bflo_19096, bflo_00917	CAPO306944
OG0001083	bflo_10562	CAPO306339
OG0001085	bflo_11120	CAPO305936
OG0001092	bflo_15467	CAPO303664
OG0001095	bflo_26605, bflo_00827, bflo_26602	CAPO303064
OG0001096	bflo_20939, bflo_07578, bflo_24946, bflo_25111	CAPO308143
OG0001104	bflo_00423, bflo_01201	CAPO306923
OG0001106	bflo_11873, bflo_06185	CAPO307850
OG0001108	bflo_00378, bflo_22556, bflo_20433	CAPO300863
OG0001113	bflo_14797	CAPO302840
OG0001113	bflo_26422	CAPO304589
OG0001120	bflo_12559	CAPO300555
OG0001121	bflo_24945, bflo_17622, bflo_24293, bflo_04825	CAPO305030
OG0001122	bflo_25445, bflo_21345, bflo_22560, bflo_21222, bflo_22488	CAPO300744
OG0001123	bflo_09074	CAPO305010
OG0001124	bflo_23639, bflo_10476	CAPO307326
OG0001125	bflo_05411, bflo_05381	CAPO304253
OG0001126	bflo_21937	CAPO301067
OG0001126	bflo_12463, bflo_10927	CAPO308119
OG0001128	bflo_09982	CAPO301710
OG0001129	bflo_12819, bflo_13264	CAPO306230
OG0001130	bflo_03852, bflo_06407, bflo_04255, bflo_05983	CAPO305636
OG0001132	bflo_06192	CAPO303538
OG0001133	bflo_17034	CAPO302577
OG0001133	bflo_25491	CAPO300360
OG0001134	bflo_22790	CAPO304261
OG0001136	bflo_06069	CAPO301949
OG0001137	bflo_23646	CAPO308164
OG0001139	bflo_22593, bflo_09826	CAPO300537
OG0001140	bflo_06370	CAPO308326
OG0001142	bflo_01437	CAPO304790
OG0001143	bflo_07319	CAPO304300
OG0001144	bflo_00201	CAPO307577
OG0001146	bflo_25096, bflo_22204, bflo_22177	CAPO300511
OG0001147	bflo_22964, bflo_26119	CAPO306370
OG0001148	bflo_18428, bflo_17694, bflo_17724, bflo_27225, bflo_17202, bflo_17203, bflo_12826, bflo_12827	CAPO302512
OG0001149	bflo_16620, bflo_02962, bflo_01361, bflo_02409, bflo_00024, bflo_02408, bflo_24981, bflo_24690, bflo_09301, bflo_12993, bflo_24100, bflo_02029, bflo_07202, bflo_17094, bflo_13951, bflo_13488, bflo_16513, bflo_16878	CAPO305549
OG0001156	bflo_18549	CAPO306962
OG0001157	bflo_04821, bflo_19940, bflo_20881, bflo_20767, bflo_20880, bflo_16213, bflo_10961, bflo_11394, bflo_12016, bflo_11393, bflo_12015, bflo_24250, bflo_16503, bflo_08909, bflo_02822, bflo_11112, bflo_19937, bflo_20794, bflo_19947, bflo_20768, bflo_19948, bflo_19939, bflo_19935, bflo_19946, bflo_19927, bflo_19870, bflo_02763, bflo_16780	CAPO304789
OG0001158	bflo_13300, bflo_11159	CAPO302639
OG0001160	bflo_14781	CAPO307697
OG0001160	bflo_09781, bflo_25996, bflo_26928, bflo_09780	CAPO304743
OG0001161	bflo_08066	CAPO301112
OG0001163	bflo_06913, bflo_07427	CAPO301684, CAPO307755, CAPO304886
OG0001167	bflo_16326	CAPO307849
OG0001168	bflo_20423, bflo_20474, bflo_13463	CAPO301546
OG0001169	bflo_17729, bflo_06385, bflo_14076, bflo_12639	CAPO301751
OG0001170	bflo_04525, bflo_11360	CAPO302766
OG0001171	bflo_05953	CAPO300420
OG0001175	bflo_00560, bflo_02898	CAPO304133, CAPO306812
OG0001179	bflo_18406	CAPO303470, CAPO303655
OG0001179	bflo_13368, bflo_13513	CAPO300184
OG0001181	bflo_18914	CAPO301983
OG0001183	bflo_19634	CAPO301096
OG0001184	bflo_15772	CAPO306392
OG0001185	bflo_06562	CAPO303366
OG0001186	bflo_12657	CAPO302303
OG0001186	bflo_12919	CAPO307451
OG0001188	bflo_05292	CAPO300558
OG0001191	bflo_04561	CAPO301625
OG0001196	bflo_09773	CAPO301570
OG0001199	bflo_01455, bflo_17249	CAPO305690
OG0001201	bflo_12759	CAPO302220
OG0001202	bflo_02498	CAPO306186
OG0001207	bflo_21743	CAPO305627
OG0001207	bflo_02422	CAPO302093
OG0001208	bflo_25733	CAPO300830
OG0001209	bflo_26894	CAPO302948
OG0001210	bflo_07894	CAPO300919
OG0001210	bflo_24464	CAPO302732
OG0001213	bflo_10680	CAPO304729
OG0001213	bflo_20590	CAPO303632
OG0001214	bflo_11103	CAPO304780, CAPO303564
OG0001215	bflo_00807	CAPO302583
OG0001216	bflo_24683, bflo_13216	CAPO307997
OG0001217	bflo_17953	CAPO306810
OG0001218	bflo_24854	CAPO307457
OG0001221	bflo_13343	CAPO307765
OG0001222	bflo_18729, bflo_18730, bflo_18724, bflo_27274, bflo_19111, bflo_18731, bflo_18732, bflo_19546, bflo_27308, bflo_19155	CAPO301496, CAPO301391, CAPO303918
OG0001226	bflo_18009	CAPO307936
OG0001232	bflo_23877, bflo_23005, bflo_23685	CAPO304224
OG0001233	bflo_18255, bflo_18256, bflo_18257, bflo_18258, bflo_18482, bflo_15064, bflo_14915	CAPO303591
OG0001234	bflo_14036	CAPO307897
OG0001241	bflo_06240	CAPO303368
OG0001241	bflo_21597	CAPO304888
OG0001247	bflo_12136	CAPO303193, CAPO307423
OG0001248	bflo_00177	CAPO303079
OG0001249	bflo_25407, bflo_25542	CAPO306922
OG0001250	bflo_23893	CAPO302323
OG0001251	bflo_13478	CAPO302019
OG0001252	bflo_25844	CAPO300016
OG0001253	bflo_11668, bflo_06734	CAPO306156
OG0001254	bflo_16683	CAPO307546
OG0001261	bflo_27125, bflo_14339	CAPO302839
OG0001263	bflo_07084, bflo_10303	CAPO301777
OG0001267	bflo_14627, bflo_14348, bflo_20420	CAPO307578
OG0001268	bflo_06467, bflo_11029	CAPO303692
OG0001270	bflo_23365	CAPO306176
OG0001270	bflo_11730	CAPO306096
OG0001270	bflo_22891	CAPO304393
OG0001271	bflo_11260, bflo_18970	CAPO302779
OG0001272	bflo_20203	CAPO305566
OG0001273	bflo_00724, bflo_03191	CAPO301889
OG0001274	bflo_15721	CAPO308194
OG0001276	bflo_14135	CAPO302888
OG0001278	bflo_02941, bflo_01205	CAPO306229
OG0001279	bflo_08526	CAPO302733
OG0001280	bflo_05584	CAPO300326
OG0001281	bflo_06100	CAPO304088, CAPO303543
OG0001282	bflo_26722, bflo_03069	CAPO305993, CAPO303595
OG0001284	bflo_19270, bflo_06254	CAPO300970
OG0001285	bflo_10129	CAPO304179
OG0001286	bflo_10170, bflo_26942	CAPO303892
OG0001287	bflo_14817	CAPO302822, CAPO304538
OG0001288	bflo_05097, bflo_05036, bflo_13536, bflo_05095, bflo_05094, bflo_05652, bflo_15808, bflo_06118	CAPO302651
OG0001289	bflo_21364	CAPO306071
OG0001290	bflo_05691	CAPO302574
OG0001291	bflo_08573	CAPO300695
OG0001294	bflo_18510	CAPO304223
OG0001295	bflo_00207	CAPO306210
OG0001296	bflo_12324	CAPO308260
OG0001297	bflo_10353	CAPO305437
OG0001300	bflo_05337, bflo_26790, bflo_20405	CAPO300154
OG0001302	bflo_25165	CAPO302654
OG0001302	bflo_08709	CAPO302215
OG0001304	bflo_13694	CAPO302419
OG0001305	bflo_15741	CAPO304488
OG0001308	bflo_08681	CAPO300432
OG0001309	bflo_25672, bflo_00185, bflo_26471, bflo_05346, bflo_00102, bflo_00238, bflo_26246, bflo_26313, bflo_25742, bflo_26400	CAPO300871
OG0001310	bflo_20260	CAPO305405
