Orthogroup	BRAFL	OWEFU
OG0000046	bflo_22091	OFUSG13157.1.p1, OFUSG26089.1.p1, OFUSG13234.1.p1, OFUSG23115.1.p1, OFUSG13741.1.p1, OFUSG01819.1.p1, OFUSG19855.1.p1, OFUSG05472.1.p1, OFUSG23116.1.p1, OFUSG11343.1.p1, OFUSG06134.1.p1, OFUSG07406.1.p1, OFUSG08369.1.p1, OFUSG24874.1.p1, OFUSG22302.1.p1, OFUSG21868.1.p1, OFUSG21869.1.p1, OFUSG21865.1.p1, OFUSG13547.1.p1, OFUSG19729.1.p1, OFUSG19728.1.p1, OFUSG24405.1.p1, OFUSG19843.1.p1, OFUSG13158.1.p1, OFUSG17901.1.p1, OFUSG25468.1.p1, OFUSG25470.1.p1, OFUSG13235.1.p1, OFUSG24404.1.p1, OFUSG19842.1.p1, OFUSG17900.1.p1, OFUSG21867.1.p1, OFUSG21866.1.p1, OFUSG13548.1.p1, OFUSG23351.1.p1
OG0000046	bflo_18241	OFUSG17068.1.p1
OG0000048	bflo_15152	OFUSG03456.1.p1
OG0000048	bflo_07462	OFUSG19541.1.p1
OG0000048	bflo_17882, bflo_09143, bflo_09129, bflo_09102, bflo_27224, bflo_13732, bflo_11483, bflo_11417, bflo_05102, bflo_05104, bflo_17693, bflo_18962, bflo_22214, bflo_23171, bflo_19625, bflo_19404, bflo_20902	OFUSG11584.1.p1
OG0000048	bflo_17669	OFUSG11587.1.p1
OG0000048	bflo_20353	OFUSG11562.2.p1, OFUSG11562.1.p1
OG0000048	bflo_12849	OFUSG04756.1.p1
OG0000049	bflo_20713	OFUSG22442.1.p1
OG0000049	bflo_17665	OFUSG00390.1.p1
OG0000049	bflo_12099	OFUSG06038.1.p1
OG0000049	bflo_12470, bflo_11081	OFUSG18823.3.p1, OFUSG18823.1.p1, OFUSG18823.2.p1
OG0000049	bflo_24254	OFUSG23568.1.p1
OG0000049	bflo_25115	OFUSG21437.1.p1
OG0000049	bflo_20711, bflo_20926, bflo_27352	OFUSG22444.1.p1
OG0000049	bflo_20712	OFUSG19056.1.p1, OFUSG22443.1.p1
OG0000051	bflo_09149, bflo_08177, bflo_07909, bflo_07908, bflo_08424, bflo_08234, bflo_08120, bflo_08121, bflo_08122, bflo_02540, bflo_02589, bflo_02539, bflo_08374, bflo_10741, bflo_06938, bflo_08542, bflo_07135	OFUSG18065.1.p1, OFUSG26208.1.p1, OFUSG26207.1.p1, OFUSG09394.2.p1, OFUSG09394.1.p1, OFUSG09393.1.p1, OFUSG06466.2.p1, OFUSG06466.1.p1, OFUSG06468.1.p1, OFUSG06467.1.p1, OFUSG22449.1.p1, OFUSG01450.1.p2, OFUSG23177.1.p1, OFUSG10302.1.p1
OG0000051	bflo_08711	OFUSG14314.1.p1, OFUSG17623.1.p1, OFUSG24736.1.p1
OG0000053	bflo_08643, bflo_08013	OFUSG20645.1.p1, OFUSG14768.1.p1, OFUSG14768.2.p1, OFUSG08427.1.p1, OFUSG03733.1.p1, OFUSG03731.1.p1, OFUSG01857.1.p1, OFUSG01854.1.p1, OFUSG01855.1.p1, OFUSG01843.1.p1, OFUSG14442.1.p1, OFUSG14446.1.p1, OFUSG25893.1.p1, OFUSG25892.1.p1, OFUSG19918.1.p1, OFUSG19918.2.p1, OFUSG08627.1.p1, OFUSG08658.1.p1, OFUSG21657.1.p1
OG0000054	bflo_16354, bflo_16689	OFUSG08102.2.p1, OFUSG08102.1.p1
OG0000054	bflo_04388	OFUSG09960.1.p1, OFUSG09960.2.p1, OFUSG09960.4.p1, OFUSG09960.5.p1, OFUSG09960.3.p1
OG0000054	bflo_15707, bflo_15703, bflo_15905, bflo_15752, bflo_23344, bflo_22720	OFUSG13461.1.p1, OFUSG13461.2.p1, OFUSG22292.2.p1, OFUSG22292.1.p1
OG0000054	bflo_19106	OFUSG00951.1.p1, OFUSG00949.1.p1
OG0000054	bflo_09085, bflo_09133, bflo_05501, bflo_06007, bflo_03912, bflo_17229, bflo_17691, bflo_18295, bflo_18294, bflo_26044, bflo_24306, bflo_10355, bflo_13684, bflo_13746, bflo_10411, bflo_13726, bflo_13740, bflo_13675, bflo_13693, bflo_25983, bflo_26141, bflo_25284	OFUSG16065.1.p1, OFUSG16065.2.p1, OFUSG16715.1.p1
OG0000055	bflo_23317	OFUSG10859.2.p1, OFUSG10859.1.p1
OG0000055	bflo_23228, bflo_23240	OFUSG21722.1.p2
OG0000056	bflo_25516	OFUSG17281.1.p1
OG0000056	bflo_15952	OFUSG00880.1.p1, OFUSG00880.2.p1
OG0000056	bflo_15237	OFUSG09997.1.p1
OG0000056	bflo_22428	OFUSG00148.1.p1
OG0000057	bflo_13221	OFUSG18495.1.p1
OG0000057	bflo_01752	OFUSG10127.1.p1
OG0000057	bflo_18987	OFUSG08808.1.p1
OG0000057	bflo_09753, bflo_09754, bflo_09752, bflo_09751, bflo_09750, bflo_09743, bflo_09742, bflo_09744, bflo_09121, bflo_09741, bflo_09120, bflo_09740, bflo_09749, bflo_21348, bflo_20324, bflo_23697, bflo_24939, bflo_19525, bflo_00567, bflo_15438	OFUSG08336.1.p1
OG0000058	bflo_24517	OFUSG21852.1.p1
OG0000058	bflo_09194	OFUSG06504.1.p1
OG0000058	bflo_24603, bflo_01016, bflo_16790, bflo_24608, bflo_23137, bflo_07524, bflo_08605, bflo_23941, bflo_23940, bflo_23938, bflo_27442, bflo_23937, bflo_23936, bflo_23939, bflo_23943, bflo_23942, bflo_23935	OFUSG18325.1.p1
OG0000058	bflo_19243, bflo_19245, bflo_19244	OFUSG07699.1.p1
OG0000058	bflo_00086, bflo_23948	OFUSG25338.1.p1
OG0000059	bflo_14547, bflo_15017	OFUSG03529.1.p1, OFUSG03529.2.p1
OG0000059	bflo_13996, bflo_14747	OFUSG05392.2.p1, OFUSG05392.1.p1
OG0000060	bflo_01659, bflo_06661	OFUSG14955.1.p1, OFUSG23392.1.p1
OG0000060	bflo_25984, bflo_26009	OFUSG21371.2.p1, OFUSG21371.1.p1
OG0000060	bflo_26723, bflo_02982, bflo_03812, bflo_03632, bflo_12626, bflo_02984, bflo_03589, bflo_02972, bflo_03696, bflo_03780, bflo_15133, bflo_15228, bflo_04988, bflo_15129, bflo_15134, bflo_15132, bflo_15227, bflo_01835, bflo_00757, bflo_01800	OFUSG22689.1.p1, OFUSG15770.2.p1, OFUSG15770.1.p1, OFUSG17254.1.p1, OFUSG17256.1.p1, OFUSG07484.1.p1, OFUSG07264.1.p1, OFUSG04665.1.p1, OFUSG04666.1.p1, OFUSG13147.1.p1, OFUSG04875.1.p1
OG0000060	bflo_15783	OFUSG09429.1.p1
OG0000060	bflo_01709	OFUSG08326.1.p1, OFUSG08326.2.p1
OG0000061	bflo_18545	OFUSG24472.3.p1, OFUSG24472.1.p1, OFUSG24472.2.p1, OFUSG16519.1.p1, OFUSG16362.1.p1, OFUSG16362.3.p1, OFUSG16362.2.p1
OG0000061	bflo_19266, bflo_18688, bflo_18686, bflo_18896	OFUSG04221.4.p1, OFUSG04221.3.p1, OFUSG04221.1.p1, OFUSG04221.2.p1
OG0000061	bflo_19609, bflo_18544, bflo_19608, bflo_19290	OFUSG16682.2.p1, OFUSG16682.1.p1
OG0000061	bflo_18543, bflo_02187, bflo_02797, bflo_02329, bflo_02369	OFUSG04054.2.p1, OFUSG04054.1.p1, OFUSG04054.3.p1, OFUSG16363.1.p1, OFUSG16363.2.p1
OG0000062	bflo_17250, bflo_01624	OFUSG20078.1.p1, OFUSG20078.2.p1
OG0000062	bflo_13529	OFUSG20834.1.p1, OFUSG20834.2.p1, OFUSG05008.1.p1
OG0000063	bflo_25923	OFUSG20081.1.p1
OG0000063	bflo_11558	OFUSG22244.1.p1
OG0000063	bflo_26060	OFUSG17598.1.p1, OFUSG17396.1.p1
OG0000065	bflo_17538, bflo_21055, bflo_21054, bflo_02953, bflo_23807, bflo_08468, bflo_06983, bflo_24602, bflo_21009, bflo_20220, bflo_24720, bflo_02685, bflo_08301, bflo_08116, bflo_26288, bflo_26412, bflo_09607, bflo_07983	OFUSG16135.1.p1, OFUSG23345.1.p1, OFUSG00693.1.p1, OFUSG07648.1.p1, OFUSG07643.1.p1
OG0000066	bflo_26507, bflo_06316	OFUSG15075.1.p1
OG0000066	bflo_00475, bflo_00473, bflo_00474	OFUSG16714.1.p1
OG0000066	bflo_05790, bflo_06779, bflo_06781, bflo_00120, bflo_10919, bflo_00979, bflo_20628, bflo_19878	OFUSG01773.1.p1, OFUSG01842.1.p1, OFUSG18415.1.p2, OFUSG18410.1.p1, OFUSG01823.1.p1, OFUSG01911.1.p1, OFUSG18410.2.p1, OFUSG18412.1.p2, OFUSG26741.1.p1, OFUSG26737.1.p1, OFUSG25402.1.p1, OFUSG26742.1.p1, OFUSG13079.1.p1
OG0000066	bflo_04761	OFUSG23527.1.p1
OG0000066	bflo_01779, bflo_01780	OFUSG16951.1.p1, OFUSG16951.2.p1
OG0000066	bflo_03911, bflo_17245, bflo_19059	OFUSG09162.1.p1
OG0000066	bflo_20701, bflo_20080, bflo_20702	OFUSG22461.1.p1, OFUSG03668.1.p1
OG0000066	bflo_02867	OFUSG23652.3.p1, OFUSG23652.1.p1, OFUSG23652.2.p1, OFUSG12986.1.p1, OFUSG23651.1.p1, OFUSG23651.2.p1, OFUSG23651.3.p1
OG0000066	bflo_09989	OFUSG07546.1.p1, OFUSG14827.1.p1, OFUSG13498.2.p1, OFUSG13498.1.p1
OG0000066	bflo_22827	OFUSG02268.1.p1, OFUSG02267.1.p1
OG0000067	bflo_08170	OFUSG01517.1.p1, OFUSG21774.1.p1
OG0000067	bflo_22984, bflo_22901, bflo_06785, bflo_23896, bflo_01576, bflo_00639, bflo_00640	OFUSG26465.1.p1
OG0000067	bflo_22900	OFUSG08423.2.p1, OFUSG08423.3.p1, OFUSG08423.1.p1
OG0000068	bflo_12120	OFUSG19455.1.p1
OG0000069	bflo_09323, bflo_20543, bflo_20542, bflo_20541, bflo_27333, bflo_05086	OFUSG26968.1.p1
OG0000069	bflo_23255, bflo_23256	OFUSG26973.1.p1
OG0000069	bflo_26381	OFUSG26970.1.p1, OFUSG26971.1.p1, OFUSG26969.1.p1
OG0000070	bflo_17097, bflo_18391, bflo_18274	OFUSG13486.2.p1, OFUSG13486.1.p1, OFUSG01308.1.p1, OFUSG01308.2.p1
OG0000070	bflo_27427, bflo_23408	OFUSG19636.1.p1, OFUSG12494.1.p1, OFUSG12493.1.p1, OFUSG19637.1.p1, OFUSG25749.1.p1
OG0000071	bflo_09518, bflo_19908, bflo_10083, bflo_10138, bflo_11896	OFUSG17876.1.p1, OFUSG17876.2.p1, OFUSG10287.1.p1
OG0000071	bflo_24861	OFUSG13633.1.p1, OFUSG18328.1.p1
OG0000071	bflo_17295	OFUSG01197.1.p1
OG0000071	bflo_21382, bflo_21381, bflo_10837, bflo_10250	OFUSG06471.1.p1
OG0000071	bflo_03355	OFUSG17431.1.p1, OFUSG17011.1.p1, OFUSG17010.1.p1, OFUSG08342.1.p1, OFUSG25772.1.p1, OFUSG15787.1.p1, OFUSG16028.1.p2, OFUSG18632.1.p1, OFUSG13731.1.p1
OG0000071	bflo_24040	OFUSG04348.1.p1, OFUSG04349.1.p1, OFUSG04689.1.p1, OFUSG19713.1.p1, OFUSG04323.1.p1, OFUSG03855.1.p1, OFUSG03855.2.p1
OG0000072	bflo_14354, bflo_14353	OFUSG02543.3.p1, OFUSG02543.1.p1, OFUSG02543.2.p1
OG0000072	bflo_14484, bflo_04637	OFUSG02679.1.p1, OFUSG02679.2.p1
OG0000072	bflo_14474	OFUSG03079.1.p1
OG0000072	bflo_07882	OFUSG08305.1.p1, OFUSG23415.1.p1
OG0000072	bflo_11789, bflo_11787, bflo_11788	OFUSG09807.1.p1
OG0000072	bflo_07359	OFUSG10198.1.p1
OG0000073	bflo_03857	OFUSG20898.1.p1, OFUSG04778.1.p1
OG0000073	bflo_13118, bflo_03414, bflo_26731	OFUSG22954.1.p1
OG0000073	bflo_23562	OFUSG09086.1.p1, OFUSG00356.1.p1, OFUSG20720.1.p1
OG0000074	bflo_10921	OFUSG24829.1.p1, OFUSG06062.1.p1
OG0000075	bflo_02500	OFUSG16172.1.p1
OG0000075	bflo_02607	OFUSG16504.1.p1
OG0000075	bflo_04894	OFUSG09779.1.p1, OFUSG09779.2.p1
OG0000075	bflo_24625	OFUSG13755.2.p1, OFUSG13755.1.p1
OG0000075	bflo_21844	OFUSG26879.2.p1, OFUSG26879.1.p1
OG0000075	bflo_02487	OFUSG16171.1.p1, OFUSG16171.2.p1
OG0000075	bflo_12189	OFUSG06373.1.p1
OG0000075	bflo_11040	OFUSG05709.1.p1
OG0000075	bflo_12166	OFUSG18892.2.p1, OFUSG18892.1.p1
OG0000075	bflo_11652	OFUSG19094.1.p1
OG0000077	bflo_09725	OFUSG19468.1.p1
OG0000077	bflo_20919, bflo_20836, bflo_03467, bflo_21221, bflo_01044, bflo_00674, bflo_00541, bflo_14967, bflo_10820, bflo_23366	OFUSG05945.4.p1, OFUSG05945.3.p1, OFUSG05945.2.p1, OFUSG05945.1.p1
OG0000077	bflo_18777, bflo_23174	OFUSG04692.1.p1
OG0000077	bflo_09163	OFUSG05776.1.p1, OFUSG24718.1.p1
OG0000077	bflo_12964	OFUSG24311.1.p1
OG0000078	bflo_03225, bflo_03224, bflo_03600, bflo_00994, bflo_16269, bflo_01905, bflo_16844, bflo_16039, bflo_09080, bflo_03425, bflo_02138	OFUSG04718.1.p1
OG0000079	bflo_00523	OFUSG21029.1.p1
OG0000079	bflo_07371	OFUSG10422.3.p1, OFUSG10422.2.p1, OFUSG10422.1.p1, OFUSG10422.4.p1
OG0000079	bflo_20026	OFUSG24101.1.p1
OG0000079	bflo_01658	OFUSG19660.3.p1, OFUSG19660.2.p1, OFUSG19660.1.p1
OG0000081	bflo_15913, bflo_15912, bflo_16774, bflo_16578, bflo_25892, bflo_26241	OFUSG21451.1.p1
OG0000081	bflo_20800, bflo_12774	OFUSG22027.1.p1
OG0000082	bflo_15900	OFUSG08036.1.p1
OG0000082	bflo_04889	OFUSG05603.1.p1
OG0000082	bflo_00187	OFUSG21176.1.p1, OFUSG21175.1.p1
OG0000082	bflo_13856	OFUSG21079.1.p1, OFUSG10604.1.p1
OG0000083	bflo_14979, bflo_14980, bflo_14849, bflo_14850, bflo_15203, bflo_08533	OFUSG03380.1.p1, OFUSG03380.2.p1
OG0000083	bflo_07981	OFUSG01946.1.p1, OFUSG01948.1.p1, OFUSG15718.1.p1, OFUSG15670.1.p1, OFUSG02089.1.p1, OFUSG15713.1.p1, OFUSG15719.1.p1, OFUSG15669.1.p1, OFUSG22685.1.p1, OFUSG02135.1.p1, OFUSG02088.1.p1, OFUSG02066.1.p1, OFUSG15714.1.p1, OFUSG22686.1.p1, OFUSG22684.1.p1, OFUSG02760.1.p1, OFUSG14324.1.p1, OFUSG15219.1.p1, OFUSG03973.1.p1
OG0000084	bflo_10754	OFUSG05733.1.p1, OFUSG06631.1.p1
OG0000084	bflo_07855, bflo_08694, bflo_08099	OFUSG10414.1.p1, OFUSG10414.2.p1, OFUSG10414.3.p1, OFUSG10519.1.p1
OG0000084	bflo_07872, bflo_07661, bflo_07747	OFUSG10549.1.p1, OFUSG18518.1.p1, OFUSG18517.1.p1, OFUSG10518.1.p1
OG0000084	bflo_08430	OFUSG10136.1.p1
OG0000085	bflo_00992	OFUSG23228.1.p1, OFUSG17240.1.p1
OG0000085	bflo_20147	OFUSG17241.1.p1
OG0000085	bflo_12569	OFUSG04918.1.p1
OG0000085	bflo_20825	OFUSG23884.1.p1
OG0000085	bflo_18272, bflo_18210	OFUSG00479.1.p1
OG0000087	bflo_21260	OFUSG13949.1.p1
OG0000087	bflo_15474, bflo_15461	OFUSG12025.1.p1
OG0000087	bflo_08316	OFUSG16017.1.p1, OFUSG16017.2.p1
OG0000087	bflo_02993	OFUSG00692.1.p1
OG0000087	bflo_02949	OFUSG04733.1.p1
OG0000087	bflo_07784	OFUSG16016.1.p1
OG0000087	bflo_11911	OFUSG06740.2.p1, OFUSG06740.1.p1
OG0000087	bflo_22659	OFUSG18253.1.p1
OG0000087	bflo_03240	OFUSG19306.1.p1, OFUSG19306.2.p1
OG0000088	bflo_12484, bflo_25913, bflo_26055, bflo_02835, bflo_07337, bflo_02839, bflo_02837, bflo_19718, bflo_03903, bflo_20323, bflo_00738	OFUSG20048.1.p1, OFUSG23490.1.p1, OFUSG08607.1.p1, OFUSG26461.1.p1, OFUSG13369.1.p1, OFUSG19453.1.p1, OFUSG13367.1.p1, OFUSG13344.1.p1, OFUSG13368.1.p1, OFUSG16490.1.p1, OFUSG13107.1.p1, OFUSG01471.1.p1, OFUSG04058.1.p1, OFUSG21839.1.p1, OFUSG21838.1.p1, OFUSG14789.1.p1, OFUSG15625.1.p1, OFUSG20484.1.p1, OFUSG02298.1.p1, OFUSG02298.2.p1, OFUSG22303.1.p1, OFUSG10900.1.p1
OG0000089	bflo_02193, bflo_05485, bflo_04536, bflo_25331, bflo_08302, bflo_01704, bflo_02380, bflo_07198, bflo_24284, bflo_27461, bflo_24333, bflo_05569, bflo_17128, bflo_12545, bflo_05487	OFUSG05790.1.p1
OG0000089	bflo_17962	OFUSG00843.1.p1
OG0000089	bflo_17832, bflo_01283	OFUSG05923.1.p1, OFUSG05923.2.p1, OFUSG05781.1.p1
OG0000090	bflo_16621	OFUSG04601.1.p1, OFUSG17051.2.p1, OFUSG17051.1.p1, OFUSG07976.1.p1
OG0000090	bflo_15352	OFUSG03472.1.p1
OG0000090	bflo_10557	OFUSG10405.1.p1
OG0000090	bflo_02393	OFUSG08207.1.p1
OG0000091	bflo_24376, bflo_24373, bflo_24374, bflo_18056, bflo_18055, bflo_18057, bflo_27165, bflo_18268, bflo_05649, bflo_27146, bflo_06396	OFUSG07948.1.p1
OG0000091	bflo_21154, bflo_01995, bflo_01717, bflo_21558, bflo_12883, bflo_00479, bflo_26528, bflo_26529, bflo_00481, bflo_00480, bflo_15837, bflo_17845, bflo_25328, bflo_15820, bflo_15823	OFUSG07415.1.p1, OFUSG07415.2.p1, OFUSG07949.1.p1
OG0000093	bflo_14670	OFUSG05725.1.p1, OFUSG13508.1.p1, OFUSG03293.1.p1
OG0000093	bflo_21514, bflo_02944, bflo_02133, bflo_05347, bflo_02787, bflo_02137, bflo_19907, bflo_22463	OFUSG03290.1.p1
OG0000093	bflo_26663	OFUSG00610.1.p1
OG0000093	bflo_15515, bflo_15405, bflo_15517, bflo_27119, bflo_14174, bflo_15413, bflo_15404, bflo_19904, bflo_08402, bflo_20451, bflo_26066, bflo_22106, bflo_08411, bflo_26076, bflo_15244, bflo_15246, bflo_15144, bflo_15245, bflo_12946, bflo_10451, bflo_08956, bflo_13239, bflo_15466, bflo_15075, bflo_11196, bflo_15194, bflo_02688, bflo_10905, bflo_07386	OFUSG03287.1.p1, OFUSG03281.1.p1, OFUSG07363.1.p1, OFUSG03291.1.p1, OFUSG26492.1.p1, OFUSG03288.1.p1, OFUSG07368.1.p1, OFUSG07369.2.p1, OFUSG07369.1.p1, OFUSG07367.1.p1, OFUSG07371.1.p1, OFUSG07370.1.p1, OFUSG02777.1.p1, OFUSG12122.1.p1, OFUSG03292.1.p1, OFUSG00762.1.p1, OFUSG12123.1.p1, OFUSG01092.1.p1
OG0000094	bflo_16311	OFUSG06106.3.p1, OFUSG06106.2.p1, OFUSG06106.1.p1
OG0000094	bflo_11484	OFUSG07673.3.p1, OFUSG07673.1.p1, OFUSG07673.2.p1, OFUSG07673.4.p1
OG0000095	bflo_25489, bflo_01865, bflo_25182, bflo_11841, bflo_01804, bflo_01739, bflo_17156, bflo_03512	OFUSG11139.1.p1, OFUSG11139.2.p1, OFUSG20731.1.p1, OFUSG10751.1.p1, OFUSG10752.1.p1, OFUSG05076.1.p1, OFUSG05077.1.p1, OFUSG04927.1.p1, OFUSG04834.1.p1, OFUSG05311.1.p1, OFUSG05311.3.p1, OFUSG05311.2.p1, OFUSG23053.1.p1, OFUSG20564.2.p1, OFUSG20564.1.p1, OFUSG06065.1.p1, OFUSG03477.1.p1, OFUSG05320.1.p1
OG0000096	bflo_21246, bflo_21213	OFUSG14354.1.p1
OG0000096	bflo_11038	OFUSG06591.1.p1
OG0000096	bflo_17838	OFUSG12705.1.p1
OG0000096	bflo_24085, bflo_09131	OFUSG08225.1.p1
OG0000096	bflo_03032	OFUSG00268.1.p1
OG0000097	bflo_18852	OFUSG03592.1.p1
OG0000097	bflo_24938	OFUSG05905.1.p1, OFUSG05904.1.p1, OFUSG19183.1.p1, OFUSG03596.1.p1, OFUSG03594.2.p1, OFUSG03594.1.p1, OFUSG02797.1.p1, OFUSG03593.1.p1, OFUSG03589.1.p1
OG0000097	bflo_11333	OFUSG05906.1.p1
OG0000098	bflo_22908, bflo_24811, bflo_02048, bflo_26159	OFUSG18026.1.p1
OG0000098	bflo_26530, bflo_24865	OFUSG19724.1.p1, OFUSG12695.1.p1
OG0000098	bflo_05564	OFUSG09622.1.p1, OFUSG09623.1.p1
OG0000099	bflo_24108, bflo_24745, bflo_24107, bflo_24106, bflo_26082, bflo_20818, bflo_08555, bflo_08438, bflo_06968, bflo_06885, bflo_08703, bflo_06078, bflo_08586, bflo_10326	OFUSG03329.1.p1, OFUSG02795.1.p1
OG0000099	bflo_14861, bflo_14862	OFUSG03815.1.p1, OFUSG03814.2.p1, OFUSG03814.3.p1, OFUSG03814.1.p1
OG0000099	bflo_17705	OFUSG00228.1.p1
OG0000099	bflo_18245	OFUSG00229.1.p1, OFUSG00229.2.p1, OFUSG01427.1.p1, OFUSG00259.1.p1, OFUSG00259.2.p1
OG0000101	bflo_10195	OFUSG26221.1.p1
OG0000101	bflo_05084, bflo_22415, bflo_05083, bflo_05081, bflo_22031, bflo_21326, bflo_22414, bflo_22046, bflo_05082, bflo_21328, bflo_21327	OFUSG19071.1.p1
OG0000101	bflo_07765, bflo_07393, bflo_18261, bflo_09088, bflo_24291, bflo_00022, bflo_08232, bflo_08101, bflo_08348, bflo_06024, bflo_18190, bflo_18188	OFUSG16240.1.p1, OFUSG16959.1.p1, OFUSG24300.2.p1, OFUSG24300.1.p1
OG0000102	bflo_26889, bflo_08442, bflo_08423, bflo_08476	OFUSG16711.1.p1, OFUSG12639.1.p1, OFUSG12363.1.p1
OG0000102	bflo_05363, bflo_05367, bflo_05364, bflo_05378, bflo_05369, bflo_05365, bflo_04323	OFUSG07220.1.p1
OG0000103	bflo_23149	OFUSG11159.3.p1, OFUSG11159.1.p1, OFUSG11159.4.p1, OFUSG11159.2.p1, OFUSG11159.5.p1
OG0000103	bflo_23791	OFUSG10643.2.p1, OFUSG10643.1.p1
OG0000104	bflo_11828, bflo_20119	OFUSG23222.1.p1, OFUSG23223.1.p1
OG0000104	bflo_00906	OFUSG17041.2.p1, OFUSG17041.1.p1
OG0000104	bflo_09275	OFUSG09600.1.p1, OFUSG17170.1.p1
OG0000104	bflo_06949	OFUSG09069.1.p1
OG0000104	bflo_11475	OFUSG06025.1.p1
OG0000105	bflo_22884, bflo_11810, bflo_10894, bflo_24736, bflo_05136, bflo_24174, bflo_05138	OFUSG05787.1.p1
OG0000106	bflo_13906, bflo_13902, bflo_13905	OFUSG20665.1.p1
OG0000106	bflo_13959	OFUSG20761.2.p1, OFUSG20761.1.p1
OG0000106	bflo_21022, bflo_22434, bflo_24648, bflo_24024, bflo_24023	OFUSG20218.1.p1, OFUSG20218.2.p1
OG0000107	bflo_03337	OFUSG26967.1.p1
OG0000109	bflo_27510	OFUSG16909.1.p1
OG0000109	bflo_24950	OFUSG22657.1.p1
OG0000110	bflo_00375	OFUSG16688.1.p1, OFUSG00551.1.p1, OFUSG00553.1.p2, OFUSG08856.1.p1, OFUSG08857.1.p1, OFUSG05171.1.p1, OFUSG22992.1.p1, OFUSG02493.1.p1, OFUSG11515.1.p1, OFUSG11410.3.p1, OFUSG11410.4.p1, OFUSG11410.1.p1, OFUSG11410.2.p1, OFUSG11514.1.p1, OFUSG11512.1.p1, OFUSG11513.1.p1
OG0000110	bflo_23445, bflo_05644, bflo_25083, bflo_24963	OFUSG25344.1.p1, OFUSG25344.2.p1, OFUSG11146.1.p1
OG0000111	bflo_23465, bflo_23571, bflo_23573, bflo_20710, bflo_08602, bflo_05768, bflo_25968, bflo_26203, bflo_01089, bflo_06150, bflo_06575, bflo_18443, bflo_07865, bflo_25866, bflo_23409, bflo_23905, bflo_22622, bflo_13544, bflo_21580, bflo_07025, bflo_01278, bflo_13984	OFUSG18504.1.p1
OG0000112	bflo_17384	OFUSG19038.1.p1, OFUSG19040.1.p1, OFUSG19039.1.p1, OFUSG18414.2.p1, OFUSG18414.1.p1, OFUSG00788.1.p1, OFUSG00731.1.p1, OFUSG00732.1.p1, OFUSG00733.1.p1, OFUSG01199.1.p1, OFUSG17916.1.p1, OFUSG21972.1.p1, OFUSG10506.1.p1, OFUSG10505.1.p1
OG0000113	bflo_25033, bflo_24791	OFUSG06848.1.p1, OFUSG19695.1.p1, OFUSG19696.1.p1
OG0000114	bflo_16447, bflo_20688, bflo_23618, bflo_04836, bflo_00471, bflo_24385, bflo_07559	OFUSG17872.2.p1, OFUSG17872.1.p1, OFUSG13266.2.p1, OFUSG13266.1.p1, OFUSG17688.1.p1
OG0000115	bflo_23614	OFUSG09457.1.p1, OFUSG18223.2.p1, OFUSG18223.1.p1, OFUSG18223.3.p1
OG0000115	bflo_01928, bflo_19598	OFUSG24081.1.p1, OFUSG24081.2.p1
OG0000115	bflo_09066	OFUSG13000.1.p1, OFUSG03979.1.p1, OFUSG05176.1.p1
OG0000115	bflo_23502	OFUSG10202.1.p1, OFUSG05183.1.p1
OG0000115	bflo_21498, bflo_21499	OFUSG10433.2.p1, OFUSG10433.3.p1, OFUSG10433.1.p1
OG0000115	bflo_19523	OFUSG03982.1.p1
OG0000115	bflo_12948	OFUSG05130.1.p1, OFUSG15549.1.p1
OG0000116	bflo_08689, bflo_20788, bflo_20782, bflo_23861, bflo_08705, bflo_06882, bflo_01577, bflo_01252, bflo_01251, bflo_01104, bflo_06969, bflo_01254	OFUSG04355.1.p1
OG0000117	bflo_23504	OFUSG05057.1.p1
OG0000117	bflo_22010	OFUSG11334.1.p1, OFUSG05120.1.p1, OFUSG26100.1.p1, OFUSG00299.1.p1, OFUSG26242.1.p1
OG0000119	bflo_07858, bflo_19358, bflo_19300	OFUSG15970.2.p1, OFUSG15970.3.p1, OFUSG15970.4.p1, OFUSG15970.1.p1
OG0000119	bflo_19602, bflo_19603	OFUSG00836.1.p1, OFUSG12269.1.p1, OFUSG14939.1.p1
OG0000119	bflo_18609	OFUSG16287.1.p1
OG0000120	bflo_05814	OFUSG16652.3.p1, OFUSG16652.2.p1, OFUSG16652.1.p1, OFUSG16652.4.p1
OG0000120	bflo_00236	OFUSG12358.1.p1, OFUSG12359.1.p1, OFUSG06773.1.p1, OFUSG12360.1.p1
OG0000121	bflo_07529, bflo_11325, bflo_07518	OFUSG21720.1.p1, OFUSG21720.2.p1, OFUSG11043.2.p1, OFUSG11043.1.p1, OFUSG10178.1.p1
OG0000121	bflo_24507, bflo_19620, bflo_26028, bflo_24509, bflo_14403	OFUSG26631.2.p1, OFUSG26631.1.p1, OFUSG26625.2.p1, OFUSG26625.1.p1, OFUSG14379.1.p1
OG0000121	bflo_25107, bflo_02806	OFUSG04235.1.p1
OG0000122	bflo_02060, bflo_02098, bflo_02745	OFUSG16654.1.p1, OFUSG16654.2.p1, OFUSG16654.5.p1, OFUSG16654.4.p1, OFUSG16654.3.p1
OG0000122	bflo_02079	OFUSG16404.3.p1, OFUSG16404.1.p1, OFUSG16404.4.p1, OFUSG16404.2.p1
OG0000123	bflo_10734	OFUSG06922.1.p1
