Orthogroup	BRAFL	YEAST
OG0006890	bflo_10189	YEAST02034
OG0006891	bflo_20531	YEAST00187
OG0006892	bflo_19210	YEAST04820
OG0006894	bflo_23771	YEAST01360
OG0006897	bflo_06445	YEAST00856
OG0006901	bflo_19215	YEAST05480
OG0006918	bflo_06388	YEAST05610
OG0006920	bflo_18393	YEAST02490
OG0006924	bflo_14841	YEAST04308
OG0006927	bflo_25864	YEAST00921
OG0006934	bflo_22320	YEAST02053
OG0006935	bflo_10058	YEAST02014
OG0006936	bflo_10276, bflo_09616	YEAST06114
OG0006937	bflo_06019	YEAST05537
OG0006938	bflo_11763	YEAST02536
OG0006939	bflo_05623	YEAST01033
OG0006940	bflo_00686	YEAST05163
OG0006942	bflo_16437	YEAST00190
OG0006943	bflo_06674	YEAST02583
OG0006949	bflo_08640	YEAST00975, YEAST00256
OG0006952	bflo_12669	YEAST02831
OG0006953	bflo_23341	YEAST02903, YEAST04751, YEAST05739
OG0006964	bflo_18137	YEAST05995
OG0006966	bflo_21938	YEAST02544
OG0006967	bflo_23381	YEAST06235
OG0006968	bflo_12636	YEAST03972
OG0006969	bflo_09435	YEAST01604
OG0006971	bflo_20344	YEAST00044
OG0006973	bflo_17571	YEAST03793
OG0006975	bflo_18089	YEAST02322
OG0006977	bflo_11476	YEAST06248
OG0006978	bflo_06276	YEAST00696
OG0006980	bflo_24447	YEAST02173
OG0006985	bflo_11656	YEAST03215
OG0006989	bflo_04780	YEAST04914
OG0006991	bflo_06043	YEAST05066
OG0006992	bflo_02231, bflo_10262	YEAST04657
OG0006994	bflo_02112	YEAST05554
OG0006995	bflo_02848	YEAST06048
OG0006997	bflo_11454	YEAST00664
OG0006998	bflo_23590	YEAST02509
OG0006999	bflo_01138	YEAST03874
OG0007003	bflo_13387	YEAST01840
OG0007005	bflo_20341	YEAST03907
OG0007009	bflo_07642	YEAST05645
OG0007010	bflo_14446	YEAST01652
OG0007012	bflo_08408	YEAST05361
OG0007013	bflo_22925	YEAST05971
OG0007015	bflo_27330, bflo_20402	YEAST03053
OG0007016	bflo_14032	YEAST05307
OG0007020	bflo_10034	YEAST00663
OG0007024	bflo_11367	YEAST01864
OG0007028	bflo_01442	YEAST06312
OG0007033	bflo_16162	YEAST04002
OG0007036	bflo_15936	YEAST04799
OG0007043	bflo_10682	YEAST02072, YEAST01064
OG0007045	bflo_18005	YEAST01113
OG0007046	bflo_17255	YEAST04826
OG0007049	bflo_24438	YEAST05930
OG0007050	bflo_09428	YEAST05668
OG0007053	bflo_24401	YEAST05898
OG0007055	bflo_21171	YEAST02593
OG0007057	bflo_09203	YEAST05673
OG0007061	bflo_10696	YEAST03247
OG0007063	bflo_23792	YEAST04650
OG0007065	bflo_10221	YEAST01111
OG0007071	bflo_09008	YEAST02162
OG0007073	bflo_24056	YEAST03946
OG0007075	bflo_07697	YEAST00811
OG0007084	bflo_12638	YEAST05527
OG0007089	bflo_02444	YEAST04132
OG0007092	bflo_15232	YEAST01811
OG0007093	bflo_10575	YEAST01923
OG0007095	bflo_23010	YEAST02581
OG0007097	bflo_07989	YEAST01699
OG0007098	bflo_13800	YEAST03783
OG0007106	bflo_11280	YEAST00202
OG0007112	bflo_06337	YEAST05597
OG0007114	bflo_14043	YEAST03493
OG0007118	bflo_17782	YEAST01120
OG0007119	bflo_26455	YEAST05459
OG0007120	bflo_26318	YEAST04248
OG0007121	bflo_21082	YEAST05746
OG0007124	bflo_15170	YEAST04818
OG0007127	bflo_00577	YEAST04415
OG0007130	bflo_11677	YEAST05158
OG0007131	bflo_25611	YEAST05874
OG0007132	bflo_05661	YEAST06078
OG0007137	bflo_22784	YEAST00797
OG0007138	bflo_15711	YEAST04319
OG0007139	bflo_05619	YEAST05259
OG0007143	bflo_01199	YEAST02636
OG0007144	bflo_20069	YEAST04135
OG0007150	bflo_12859, bflo_09705	YEAST00900
OG0007154	bflo_11488	YEAST01439
OG0007164	bflo_18316	YEAST05557
OG0007165	bflo_08764	YEAST04228, YEAST02514
OG0007166	bflo_09971	YEAST05384
OG0007168	bflo_18756	YEAST02929
OG0007182	bflo_21896	YEAST00042
OG0007184	bflo_21975, bflo_21917	YEAST01512
OG0007185	bflo_22465, bflo_10063, bflo_10064	YEAST01036
OG0007186	bflo_15420	YEAST00761
OG0007192	bflo_19273	YEAST00860
OG0007201	bflo_22933	YEAST01721
OG0007249	bflo_09901	YEAST00344
OG0007254	bflo_25142	YEAST00328
OG0007258	bflo_05313	YEAST02867
OG0007264	bflo_13280	YEAST04093
OG0007269	bflo_11589	YEAST04522
OG0007274	bflo_16336	YEAST04165, YEAST05634
OG0007276	bflo_02810	YEAST02007
OG0007279	bflo_20332	YEAST02363
OG0007282	bflo_20472	YEAST04912
OG0007288	bflo_08435	YEAST02949
OG0007292	bflo_16155	YEAST05159
OG0007303	bflo_13169	YEAST05207
OG0007307	bflo_10777	YEAST05606
OG0007313	bflo_15745	YEAST02047
OG0007317	bflo_06371	YEAST04084
OG0007321	bflo_21088	YEAST05016
OG0007322	bflo_21299	YEAST01090
OG0007325	bflo_13977	YEAST03249
OG0007330	bflo_14343	YEAST00633
OG0007332	bflo_15283, bflo_00043	YEAST02451
OG0007335	bflo_08747	YEAST06084
OG0007336	bflo_18139	YEAST03606
OG0007341	bflo_16524	YEAST00183
OG0007342	bflo_18915	YEAST03859
OG0007343	bflo_07918	YEAST00383
OG0007347	bflo_02081	YEAST02066
OG0007354	bflo_00249	YEAST03378
OG0007361	bflo_06202	YEAST02394
OG0007363	bflo_15450	YEAST05519
OG0007364	bflo_14577	YEAST01959
OG0007367	bflo_25660	YEAST01013
OG0007371	bflo_05288	YEAST04970
OG0007376	bflo_06403	YEAST02976
OG0007379	bflo_05815	YEAST00967
OG0007380	bflo_12695	YEAST00785, YEAST00666
OG0007382	bflo_12647	YEAST01108
OG0007387	bflo_16313	YEAST06326
OG0007393	bflo_19723	YEAST01116
OG0007394	bflo_24326	YEAST05998
OG0007395	bflo_23165	YEAST00603
OG0007397	bflo_26218	YEAST03512
OG0007399	bflo_24010	YEAST02279
OG0007401	bflo_14612	YEAST03451
OG0007408	bflo_02032	YEAST03401
OG0007409	bflo_02035	YEAST05329
OG0007411	bflo_07704	YEAST04399
OG0007412	bflo_17518	YEAST04822
OG0007414	bflo_25464	YEAST01970
OG0007415	bflo_02381	YEAST01948
OG0007417	bflo_20677	YEAST04175
OG0007419	bflo_22990	YEAST02667
OG0007421	bflo_12217	YEAST00762
OG0007424	bflo_23127	YEAST05463
OG0007425	bflo_14507	YEAST06135
OG0007427	bflo_09574	YEAST00763
OG0007428	bflo_19134	YEAST01536
OG0007431	bflo_00171	YEAST00610
OG0007439	bflo_01560	YEAST01063
OG0007442	bflo_25641	YEAST03687
OG0007446	bflo_07107	YEAST04647
OG0007451	bflo_13811	YEAST02017
OG0007454	bflo_22118	YEAST01359
OG0007456	bflo_01583	YEAST00931
OG0007458	bflo_25670	YEAST02196
OG0007460	bflo_10847	YEAST04891
OG0007463	bflo_10590	YEAST00394
OG0007466	bflo_08000	YEAST00806
OG0007478	bflo_20152	YEAST02470
OG0007482	bflo_24643	YEAST05783
OG0007483	bflo_05915	YEAST01187
OG0007484	bflo_15769	YEAST00517
OG0007488	bflo_09156	YEAST04193
OG0007491	bflo_08894	YEAST05032
OG0007495	bflo_02160	YEAST04536
OG0007498	bflo_05937	YEAST00593
OG0007499	bflo_23609	YEAST03994
OG0007504	bflo_23410	YEAST02642
OG0007508	bflo_16429	YEAST05759
OG0007509	bflo_25337	YEAST03229
OG0007519	bflo_13950	YEAST04589
OG0007528	bflo_15800	YEAST02438
OG0007531	bflo_06234	YEAST05725
OG0007550	bflo_12697	YEAST03311
OG0007591	bflo_06991	YEAST02623
OG0007597	bflo_20205	YEAST05244
OG0007605	bflo_14084	YEAST04509
OG0007615	bflo_11806	YEAST05127
OG0007618	bflo_17677	YEAST02486
OG0007619	bflo_24408	YEAST04342
OG0007622	bflo_12432, bflo_11562	YEAST01282
OG0007624	bflo_03915	YEAST03901
OG0007645	bflo_20312	YEAST05586
OG0007646	bflo_08412	YEAST05572
OG0007648	bflo_17312	YEAST03775
OG0007656	bflo_11407	YEAST02935
OG0007657	bflo_03371	YEAST01213
OG0007663	bflo_17347	YEAST01133
OG0007673	bflo_06491	YEAST04892
OG0007676	bflo_08407	YEAST01965
OG0007685	bflo_10244, bflo_18881	YEAST00976
OG0007690	bflo_18798	YEAST00054
OG0007692	bflo_23407	YEAST05386
OG0007698	bflo_25937	YEAST04526
OG0007701	bflo_20311	YEAST04394
OG0007703	bflo_08727	YEAST03290
OG0007704	bflo_02614	YEAST01687
OG0007712	bflo_10106	YEAST02916
OG0007722	bflo_23699	YEAST06130
OG0007727	bflo_19233	YEAST01129
OG0007739	bflo_18458	YEAST04408
OG0007744	bflo_26182	YEAST04303
OG0007749	bflo_05007	YEAST02144
OG0007751	bflo_10650, bflo_08743	YEAST03046
OG0007754	bflo_26220	YEAST03550
OG0007758	bflo_10877	YEAST04336
OG0007760	bflo_13020	YEAST02821
OG0007766	bflo_23712	YEAST03772, YEAST02908
OG0007767	bflo_24566	YEAST03177
OG0007769	bflo_23531	YEAST02589
OG0007772	bflo_22115	YEAST05211
OG0007773	bflo_03725, bflo_21510	YEAST05609
OG0007783	bflo_23885	YEAST03579
OG0007784	bflo_19072	YEAST01170
OG0007786	bflo_16999	YEAST01347
OG0007787	bflo_12215	YEAST03458
OG0007801	bflo_23404	YEAST02556, YEAST00332
OG0007803	bflo_06509	YEAST00818
OG0007810	bflo_10987	YEAST06278
OG0007811	bflo_24096	YEAST05686
OG0007816	bflo_24433	YEAST00605
OG0007823	bflo_01549	YEAST03887
OG0007827	bflo_06413	YEAST01279
OG0007829	bflo_01959	YEAST02649
OG0007830	bflo_08474	YEAST03594
OG0007831	bflo_08904	YEAST03693
OG0007838	bflo_01372	YEAST04312
OG0007840	bflo_06242	YEAST02829
OG0007843	bflo_14088	YEAST04794
OG0007848	bflo_17671	YEAST03711
OG0007849	bflo_11783	YEAST01915
OG0007854	bflo_18378	YEAST01377
OG0007858	bflo_09176	YEAST03196
OG0007866	bflo_22935	YEAST06036
OG0007912	bflo_27328, bflo_20385	YEAST04725
OG0007918	bflo_15667	YEAST04092
OG0007941	bflo_04799	YEAST03892
OG0007943	bflo_17585	YEAST03288
OG0007947	bflo_22634	YEAST02420
OG0007958	bflo_06296	YEAST01011
OG0007971	bflo_16346	YEAST03990
OG0007975	bflo_24764	YEAST01243
OG0007976	bflo_23117	YEAST02259
OG0007978	bflo_25199, bflo_05322	YEAST01491
OG0007982	bflo_02109	YEAST03186
OG0007986	bflo_06825	YEAST01263
OG0007991	bflo_12744	YEAST02341
OG0007993	bflo_06048	YEAST00089
OG0007995	bflo_21217, bflo_08775, bflo_13624	YEAST03463
OG0007996	bflo_20570	YEAST04079
OG0007998	bflo_02590	YEAST00688
OG0008008	bflo_23803	YEAST02355
OG0008020	bflo_17017	YEAST05433
OG0008030	bflo_20783	YEAST00039
OG0008031	bflo_15505	YEAST04719
OG0008038	bflo_04254	YEAST05601
OG0008042	bflo_06471	YEAST04557, YEAST00839
OG0008053	bflo_10200	YEAST05804
OG0008055	bflo_11673, bflo_11797	YEAST05224
OG0008056	bflo_22457	YEAST04542
OG0008069	bflo_25318	YEAST00959
OG0008074	bflo_20249	YEAST05664
OG0008079	bflo_24655	YEAST03108
OG0008085	bflo_14047	YEAST04107
OG0008091	bflo_20178	YEAST06200
OG0008100	bflo_06252	YEAST03959
OG0008103	bflo_23153	YEAST05352
OG0008104	bflo_07082	YEAST06240
OG0008105	bflo_24175	YEAST03324
OG0008110	bflo_09748	YEAST00121
OG0008111	bflo_06012	YEAST06004, YEAST05693
OG0008115	bflo_23862	YEAST05684, YEAST06009
OG0008122	bflo_22916	YEAST01663
OG0008127	bflo_14260	YEAST05342
OG0008136	bflo_13975	YEAST02756
OG0008196	bflo_06636	YEAST03623
OG0008201	bflo_11543	YEAST01163
OG0008202	bflo_17727	YEAST06186
OG0008208	bflo_12074	YEAST04341
OG0008219	bflo_23179	YEAST05754
OG0008244	bflo_23863	YEAST04999
OG0008251	bflo_08485	YEAST01472
OG0008254	bflo_25097	YEAST04740
OG0008273	bflo_19759	YEAST00628
OG0008275	bflo_18433	YEAST05358
OG0008281	bflo_19968	YEAST01387
OG0008307	bflo_20544	YEAST01285
OG0008323	bflo_22601	YEAST05718
OG0008332	bflo_09532, bflo_09525	YEAST03366
OG0008339	bflo_01195	YEAST03286
OG0008346	bflo_16079	YEAST01382
OG0008348	bflo_16901	YEAST03383
OG0008351	bflo_03945	YEAST01276
OG0008401	bflo_12127	YEAST02115
OG0008403	bflo_17519	YEAST01318
OG0008404	bflo_16793	YEAST02842
OG0008416	bflo_13157	YEAST05168
OG0008432	bflo_14749	YEAST01317
OG0008524	bflo_20429	YEAST02216
OG0008533	bflo_18027	YEAST00770
OG0008540	bflo_08478	YEAST02219
OG0008542	bflo_06695	YEAST00506
OG0008546	bflo_13964	YEAST03499
OG0008582	bflo_07339	YEAST04883
OG0008602	bflo_21727	YEAST04166
OG0008620	bflo_06625	YEAST00843
OG0008626	bflo_12655	YEAST03306
OG0008654	bflo_22977	YEAST03590
OG0008677	bflo_25713	YEAST03567
OG0008680	bflo_09791	YEAST02511
OG0008681	bflo_01433	YEAST04884
OG0008685	bflo_13111	YEAST00164
OG0008705	bflo_00932	YEAST06239
OG0008789	bflo_14444	YEAST05903
OG0008794	bflo_14261	YEAST01976, YEAST00168, YEAST00957
OG0008799	bflo_16333	YEAST03377
OG0008818	bflo_09893, bflo_09894	YEAST00271
OG0008823	bflo_20458	YEAST03936
OG0008824	bflo_15812	YEAST01698
OG0008861	bflo_13857	YEAST04983
OG0008872	bflo_25884	YEAST03799
OG0008873	bflo_08253, bflo_13362, bflo_13620, bflo_13779, bflo_25571	YEAST04429
OG0008879	bflo_22896	YEAST05579
OG0008903	bflo_11258	YEAST01637
OG0008923	bflo_10626	YEAST01739
OG0008933	bflo_00001	YEAST01769, YEAST01770, YEAST01771, YEAST01768
OG0008946	bflo_14917	YEAST00403
OG0008990	bflo_02482	YEAST02040
OG0009056	bflo_15222	YEAST00322
OG0009066	bflo_20088	YEAST04511
OG0009099	bflo_15891, bflo_16816	YEAST05709
OG0009105	bflo_15546	YEAST02501
OG0009118	bflo_25656	YEAST03618
OG0009165	bflo_14508	YEAST05085, YEAST01742
OG0009166	bflo_01482	YEAST03055
OG0009172	bflo_18774	YEAST02854
OG0009182	bflo_14498	YEAST03621
OG0009225	bflo_00926	YEAST01052
OG0009232	bflo_24947	YEAST04731
OG0009311	bflo_15286	YEAST00623
OG0009361	bflo_02270, bflo_02175	YEAST02727
OG0009394	bflo_16062	YEAST04927
OG0009396	bflo_01435	YEAST03896
OG0009451	bflo_08820	YEAST05755, YEAST04763
OG0009472	bflo_24709	YEAST01737
OG0009483	bflo_12506	YEAST05877
OG0009486	bflo_14752, bflo_16016	YEAST00324
OG0009492	bflo_26982, bflo_10962, bflo_10964, bflo_10519, bflo_23711, bflo_08865, bflo_14581, bflo_10571, bflo_19794	YEAST00632
OG0009497	bflo_26304	YEAST03830
OG0009555	bflo_02779, bflo_07709	YEAST03831
OG0009582	bflo_20905	YEAST04984
OG0009590	bflo_21682	YEAST02138
OG0009604	bflo_13472	YEAST04803
OG0009614	bflo_23191	YEAST00622
OG0009630	bflo_20168	YEAST02852
OG0009649	bflo_18687	YEAST01825
OG0009676	bflo_27044	YEAST05959
OG0009737	bflo_12817, bflo_12649	YEAST02025
OG0009892	bflo_26816	YEAST01082
OG0009911	bflo_24642	YEAST03388
OG0009920	bflo_15972	YEAST05355
OG0009926	bflo_21179	YEAST03054
OG0010369	bflo_06542	YEAST01224
OG0010372	bflo_09226	YEAST02145
OG0010481	bflo_01228	YEAST01854
OG0010858	bflo_00512, bflo_18044, bflo_06818	YEAST04030, YEAST05272
OG0010930	bflo_08781	YEAST02641
OG0010980	bflo_17298	YEAST00370
OG0011003	bflo_11261	YEAST03808
OG0011087	bflo_24969, bflo_04367, bflo_11334	YEAST06300, YEAST02632
OG0011216	bflo_02355	YEAST02293
OG0011272	bflo_19381	YEAST04075
OG0011313	bflo_04992	YEAST03172
OG0011414	bflo_14019	YEAST04503
OG0011734	bflo_21801	YEAST04911
OG0011737	bflo_02101	YEAST00219
OG0011960	bflo_04041, bflo_04025	YEAST01713
OG0012438	bflo_21846	YEAST03374
OG0012449	bflo_08403	YEAST06083, YEAST05798
OG0014103	bflo_08252, bflo_17453, bflo_14457	YEAST04946
OG0016400	bflo_07807	YEAST06093, YEAST04389, YEAST01827
OG0016445	bflo_16886	YEAST04768, YEAST03664
OG0018168	bflo_15140	YEAST03765, YEAST03183
OG0020384	bflo_02178	YEAST00354, YEAST01039
OG0020448	bflo_08889	YEAST04583
OG0023807	bflo_09691	YEAST02706
OG0023902	bflo_17430	YEAST03101
OG0023931	bflo_20124	YEAST02003, YEAST00139
OG0029405	bflo_19992	YEAST05087
