Orthogroup	BRAFL	DROME
OG0000171	bflo_09581, bflo_14570, bflo_10289, bflo_09991, bflo_03045, bflo_02518, bflo_17344, bflo_07453	DROME18491, DROME18493, DROME18496, DROME18497, DROME18494, DROME18492, DROME18495
OG0000172	bflo_18069, bflo_22959	DROME05153, DROME05152, DROME05600, DROME14157, DROME11999, DROME15739, DROME15740, DROME07019, DROME09308
OG0000172	bflo_05089, bflo_03445, bflo_11669, bflo_25279	DROME14415
OG0000173	bflo_24130, bflo_24754	DROME18317, DROME18316, DROME18314, DROME18318, DROME18315
OG0000174	bflo_00753, bflo_12996, bflo_07672	DROME10165, DROME11306
OG0000175	bflo_23016, bflo_27417, bflo_07263	DROME19671, DROME02329, DROME16486, DROME16483
OG0000175	bflo_01467, bflo_01116, bflo_12851, bflo_01312, bflo_01117	DROME03593, DROME00840
OG0000179	bflo_08207, bflo_09019, bflo_09021	DROME11221, DROME21050
OG0000179	bflo_26285, bflo_26298	DROME07796
OG0000179	bflo_14243	DROME10428
OG0000180	bflo_24758, bflo_24613	DROME21739, DROME21740
OG0000180	bflo_23980	DROME11922, DROME11921, DROME12780, DROME11368, DROME11367
OG0000181	bflo_18642	DROME12775
OG0000181	bflo_10985	DROME18397
OG0000181	bflo_05297	DROME06226
OG0000183	bflo_07655	DROME07200, DROME07199, DROME07201, DROME07198, DROME07192, DROME07195, DROME07191, DROME07194, DROME07196, DROME07193
OG0000183	bflo_23164	DROME07197
OG0000183	bflo_10143	DROME07008
OG0000185	bflo_19737	DROME08939, DROME08940, DROME11667, DROME11668
OG0000185	bflo_12811	DROME12225, DROME12226
OG0000185	bflo_01505	DROME03791, DROME03792
OG0000186	bflo_05784, bflo_16204	DROME18591
OG0000186	bflo_17090, bflo_18489, bflo_18356	DROME04472
OG0000186	bflo_07429	DROME05503, DROME05502
OG0000188	bflo_06892	DROME16886, DROME16887
OG0000193	bflo_09355	DROME21697, DROME21696, DROME21698
OG0000193	bflo_20086	DROME08054
OG0000193	bflo_20903	DROME10361, DROME10367, DROME10365, DROME10363, DROME01919, DROME10366, DROME10368, DROME10364, DROME09981
OG0000195	bflo_12247, bflo_11387, bflo_11071	DROME10558, DROME10557, DROME10559, DROME09087
OG0000197	bflo_01547	DROME14335, DROME14334, DROME14336
OG0000198	bflo_19425, bflo_19422, bflo_19420, bflo_19423	DROME17687
OG0000200	bflo_15720, bflo_15718, bflo_16879	DROME04138, DROME04137, DROME04136, DROME04135, DROME04133, DROME04134, DROME04139, DROME04140, DROME06874, DROME04143, DROME04206, DROME03566, DROME03565, DROME01582, DROME04144
OG0000201	bflo_22807	DROME11047
OG0000201	bflo_21108	DROME19450
OG0000202	bflo_08854, bflo_08853	DROME14920, DROME14921
OG0000203	bflo_01170	DROME04489
OG0000204	bflo_03215, bflo_03487	DROME20315, DROME20314, DROME20316, DROME20317, DROME15810, DROME15809, DROME15807, DROME15808
OG0000204	bflo_03064	DROME10849, DROME10848
OG0000205	bflo_23189	DROME20772, DROME20771, DROME20775, DROME20777, DROME20773, DROME20774, DROME20776
OG0000205	bflo_02483	DROME06842, DROME06843
OG0000205	bflo_18880	DROME08187
OG0000207	bflo_13202	DROME06000
OG0000208	bflo_20476	DROME02132
OG0000210	bflo_22179	DROME14047, DROME11376
OG0000211	bflo_14216	DROME17290
OG0000211	bflo_06787	DROME21074, DROME21072, DROME21073, DROME21071, DROME17069, DROME17072, DROME17070, DROME17071, DROME17068
OG0000213	bflo_20112	DROME20853
OG0000215	bflo_19113, bflo_12294, bflo_12293	DROME14129
OG0000222	bflo_14099, bflo_07131, bflo_00039, bflo_14098, bflo_15183, bflo_14097, bflo_00040, bflo_14514, bflo_24486, bflo_24255, bflo_05542	DROME09565, DROME16074, DROME09564, DROME04893, DROME12542, DROME12543, DROME13909, DROME07721, DROME07723, DROME07722, DROME20893, DROME03346, DROME18058, DROME18059
OG0000223	bflo_26185, bflo_06096	DROME10256
OG0000225	bflo_11467, bflo_12198	DROME11929
OG0000226	bflo_12072, bflo_17738	DROME14660
OG0000226	bflo_20217, bflo_01950, bflo_20215, bflo_20642, bflo_01174	DROME15107, DROME15108, DROME15106, DROME15105
OG0000227	bflo_02307	DROME06362, DROME06368, DROME06369, DROME06365
OG0000227	bflo_02636	DROME04927, DROME04926
OG0000229	bflo_11188, bflo_26414, bflo_25647, bflo_26240, bflo_25510, bflo_18348, bflo_25072, bflo_23578, bflo_25694, bflo_17957, bflo_08566, bflo_09217, bflo_20400, bflo_13429, bflo_08175, bflo_00576, bflo_08161	DROME04047
OG0000230	bflo_01030, bflo_12873, bflo_09924, bflo_05587, bflo_00602, bflo_06876, bflo_00951, bflo_19945, bflo_19938	DROME15497, DROME15359, DROME15358, DROME16426, DROME15444, DROME03186
OG0000231	bflo_14395	DROME06449, DROME06448
OG0000231	bflo_20801	DROME20855, DROME20857, DROME20856, DROME20854
OG0000231	bflo_05103	DROME07628, DROME07629
OG0000232	bflo_09600	DROME10139
OG0000232	bflo_25827	DROME02286, DROME02285, DROME02281, DROME02282, DROME17197
OG0000234	bflo_07045	DROME11138, DROME11135, DROME11141, DROME11133, DROME11139, DROME11144, DROME11137, DROME11134, DROME11136, DROME11140, DROME11145, DROME11132, DROME11143
OG0000234	bflo_04797	DROME02357, DROME02356, DROME02359, DROME02355, DROME02358, DROME02367, DROME02366, DROME02368, DROME02364, DROME02365
OG0000238	bflo_23355, bflo_22808	DROME01901, DROME01902
OG0000238	bflo_13165	DROME05364, DROME05367, DROME05366, DROME05365, DROME05361, DROME05360, DROME05362, DROME05359, DROME05357, DROME05358
OG0000239	bflo_02548	DROME05270, DROME05269, DROME05271, DROME05268
OG0000239	bflo_02152	DROME03549, DROME03548, DROME03550, DROME03551
OG0000240	bflo_04930	DROME20536, DROME04915, DROME04914, DROME21863, DROME21862
OG0000240	bflo_08297, bflo_08298	DROME04779, DROME05772, DROME06965, DROME08357, DROME06930, DROME06939, DROME06932, DROME06931, DROME06933, DROME06938, DROME06935, DROME06936, DROME06937, DROME06934, DROME14517, DROME14518, DROME14516, DROME14525, DROME14521, DROME14522, DROME14519, DROME14520, DROME14523, DROME14524, DROME14527, DROME14528
OG0000242	bflo_03394, bflo_03145	DROME19192, DROME19194, DROME19193, DROME19191, DROME20266, DROME20267, DROME20264, DROME20265
OG0000245	bflo_22692	DROME16573, DROME16572, DROME16571, DROME16570, DROME16517, DROME16515, DROME16518, DROME16516, DROME16514
OG0000246	bflo_17998	DROME13185, DROME13186, DROME13188, DROME13187
OG0000248	bflo_17506, bflo_17504, bflo_00059, bflo_17505, bflo_17510, bflo_17509, bflo_17511, bflo_17358	DROME01997, DROME05927, DROME05926, DROME05929, DROME05928
OG0000249	bflo_05893	DROME06788, DROME01687, DROME01688, DROME01683, DROME01684, DROME01686, DROME01685
OG0000250	bflo_14740	DROME11256, DROME11255, DROME11257
OG0000251	bflo_24803	DROME21783
OG0000251	bflo_17944, bflo_01933, bflo_01932	DROME12998, DROME12997
OG0000255	bflo_25398, bflo_21759	DROME15943
OG0000255	bflo_02995, bflo_03545, bflo_03501, bflo_09026, bflo_10822, bflo_26943, bflo_10188	DROME20722, DROME05791, DROME18596
OG0000256	bflo_15939	DROME08251, DROME08252, DROME07911, DROME07910, DROME02059, DROME02058
OG0000257	bflo_06086	DROME01840, DROME01838, DROME01839, DROME01837
OG0000257	bflo_06543, bflo_20393	DROME12936
OG0000258	bflo_22962	DROME06596, DROME06597, DROME06595, DROME06598, DROME06594
OG0000258	bflo_12243, bflo_27029	DROME20383
OG0000258	bflo_09846	DROME17641, DROME17639, DROME17640
OG0000260	bflo_11239	DROME17607, DROME17608, DROME17606
OG0000260	bflo_10598	DROME16635, DROME16636
OG0000265	bflo_15782	DROME20971, DROME20976, DROME20973, DROME20972, DROME20977, DROME20974, DROME20975
OG0000265	bflo_11416	DROME00452
OG0000268	bflo_06433	DROME06544, DROME06542, DROME06543
OG0000268	bflo_18613	DROME00943, DROME00944
OG0000270	bflo_12661	DROME17877, DROME17878, DROME17879
OG0000270	bflo_17964	DROME14671, DROME14672, DROME14673, DROME14674
OG0000270	bflo_10845	DROME08572, DROME08571, DROME08577, DROME08573, DROME08576, DROME08574, DROME08575
OG0000271	bflo_18719, bflo_05948, bflo_05145, bflo_03702	DROME19668, DROME19667
OG0000273	bflo_25314	DROME09248, DROME09247, DROME10822, DROME20533
OG0000273	bflo_23197	DROME11374, DROME11373, DROME18659, DROME18660, DROME13047
OG0000273	bflo_20358	DROME08809, DROME08810
OG0000273	bflo_01441, bflo_15082	DROME18369
OG0000275	bflo_23854	DROME13685
OG0000275	bflo_25951	DROME06338
OG0000277	bflo_21003	DROME03338, DROME03337, DROME03339, DROME03340, DROME03341, DROME03342
OG0000277	bflo_08414, bflo_08390, bflo_05976	DROME03640, DROME03639, DROME21210, DROME21209, DROME08160
OG0000278	bflo_14386	DROME19393
OG0000278	bflo_14160	DROME00752
OG0000278	bflo_07463	DROME02023
OG0000280	bflo_05880	DROME14500, DROME14502, DROME14501, DROME14499
OG0000280	bflo_06595	DROME06229
OG0000282	bflo_18668	DROME05714
OG0000282	bflo_09504	DROME11686
OG0000284	bflo_15835	DROME17657
OG0000284	bflo_05726, bflo_25543	DROME09381, DROME09382
OG0000285	bflo_18439, bflo_18219, bflo_09827, bflo_17238, bflo_09824, bflo_09850, bflo_24883, bflo_24881, bflo_02754, bflo_20355, bflo_06179, bflo_17153, bflo_09825, bflo_08255, bflo_13934, bflo_09883, bflo_20356, bflo_20983, bflo_14693, bflo_09985	DROME00993
OG0000287	bflo_10114	DROME21610, DROME21611, DROME21612, DROME21613
OG0000287	bflo_15728	DROME09449, DROME09452, DROME09453, DROME09454, DROME09451, DROME09448, DROME09450, DROME09456, DROME09455
OG0000288	bflo_26633, bflo_01668	DROME03357, DROME03358, DROME01394, DROME03352, DROME03350, DROME03351, DROME01393
OG0000289	bflo_09862	DROME10658, DROME10659
OG0000296	bflo_21806	DROME17565, DROME17564, DROME17562, DROME17563
OG0000296	bflo_05453, bflo_26263	DROME19290, DROME19291
OG0000299	bflo_05834	DROME07127, DROME07124, DROME07123
OG0000300	bflo_14805	DROME21869
OG0000301	bflo_07441	DROME01100, DROME01102, DROME01101
OG0000301	bflo_04893	DROME18912, DROME14231, DROME14230
OG0000302	bflo_00916	DROME06085
OG0000302	bflo_24501, bflo_06288	DROME10773, DROME10774, DROME10775, DROME06441
OG0000303	bflo_19471	DROME19687
OG0000305	bflo_00776	DROME05696, DROME05695, DROME05694, DROME14843, DROME05690, DROME05691, DROME05692
OG0000305	bflo_26487	DROME04466
OG0000306	bflo_26863, bflo_07664	DROME18377, DROME18374, DROME18379, DROME18378, DROME18380, DROME18375, DROME18381, DROME18376
OG0000308	bflo_23683, bflo_01607	DROME05159
OG0000308	bflo_12857	DROME12865
OG0000310	bflo_21799, bflo_21828, bflo_21878, bflo_21890, bflo_21800, bflo_21316, bflo_21317, bflo_11809, bflo_11498, bflo_22698	DROME16770
OG0000312	bflo_22345	DROME16932
OG0000312	bflo_14984	DROME10814, DROME10815
OG0000313	bflo_07081	DROME15510
OG0000313	bflo_24346	DROME02549, DROME02550
OG0000313	bflo_11036	DROME21546
OG0000314	bflo_14280, bflo_06129	DROME09997, DROME09992, DROME09995, DROME09999, DROME09991, DROME09996, DROME09998, DROME10001, DROME09993, DROME10000, DROME09994
OG0000315	bflo_19863	DROME13631
OG0000316	bflo_07930	DROME10369
OG0000316	bflo_06029	DROME07384
OG0000317	bflo_25588	DROME12241
OG0000321	bflo_25250	DROME16482
OG0000321	bflo_14252	DROME05701, DROME05702
OG0000321	bflo_21833	DROME13031
OG0000322	bflo_26971	DROME08431, DROME08430, DROME08432, DROME15309, DROME03869, DROME08433, DROME01395, DROME01498, DROME00116, DROME16124, DROME08429
OG0000323	bflo_06855, bflo_00944	DROME18717, DROME18722, DROME18719, DROME18716, DROME18712, DROME18721, DROME18718, DROME18714, DROME18715, DROME18723, DROME18720, DROME18713
OG0000326	bflo_24771	DROME20026, DROME20030, DROME20027, DROME20025, DROME20029, DROME20028, DROME20024
OG0000328	bflo_12807	DROME07568, DROME07570, DROME07572, DROME07569, DROME07567, DROME07566, DROME07571, DROME13228, DROME13229, DROME13227, DROME13226, DROME13225, DROME13222, DROME13223, DROME13224, DROME13221
OG0000329	bflo_02662, bflo_02816	DROME07577, DROME07578
OG0000331	bflo_12347, bflo_11780, bflo_00425	DROME18703
OG0000332	bflo_20674, bflo_20675, bflo_20908, bflo_20697, bflo_20842, bflo_07810, bflo_08188, bflo_08685, bflo_08531, bflo_21155, bflo_07849, bflo_07847, bflo_07846, bflo_07449, bflo_07857, bflo_07436, bflo_08606, bflo_08607, bflo_08286, bflo_07819, bflo_07818, bflo_05057, bflo_07854, bflo_14011, bflo_06935, bflo_19847, bflo_07435, bflo_08285, bflo_07434, bflo_07437, bflo_07848, bflo_08616, bflo_07811, bflo_07974	DROME16141
OG0000333	bflo_16817, bflo_20185	DROME19659
OG0000333	bflo_06891, bflo_06878, bflo_18858, bflo_18285, bflo_17227, bflo_24303, bflo_23040, bflo_23039, bflo_24521, bflo_24295, bflo_20802, bflo_13850, bflo_21114, bflo_04488, bflo_20977, bflo_04489, bflo_25380, bflo_11612, bflo_11808, bflo_17617, bflo_13700, bflo_19069, bflo_03787	DROME12678, DROME11540
OG0000335	bflo_13943, bflo_13416, bflo_12614	DROME11631, DROME11632, DROME11634, DROME11633, DROME11639, DROME11640, DROME01793
OG0000338	bflo_20075	DROME21194, DROME21193
OG0000338	bflo_21195	DROME21975
OG0000338	bflo_13201	DROME04558
OG0000339	bflo_12910, bflo_12916, bflo_12912, bflo_12913, bflo_20893	DROME16744
OG0000341	bflo_06684	DROME01201, DROME01199, DROME01200
OG0000343	bflo_17341	DROME13475, DROME13478, DROME13474, DROME13476, DROME13480, DROME13477, DROME13473, DROME13481, DROME13479
OG0000344	bflo_20509, bflo_15058, bflo_10074, bflo_03028, bflo_15361, bflo_02989, bflo_26940, bflo_14609, bflo_15024, bflo_10164, bflo_09249, bflo_15387, bflo_15389, bflo_15385, bflo_15391	DROME19431
OG0000345	bflo_07289, bflo_07615	DROME12026, DROME12025, DROME12024
OG0000346	bflo_25218	DROME17127, DROME17125, DROME17122, DROME17126, DROME17124, DROME17129, DROME17130, DROME17128, DROME17131, DROME17134, DROME17137, DROME17133, DROME17136, DROME17135, DROME17132, DROME17139, DROME17138
OG0000347	bflo_21625, bflo_21627	DROME17680, DROME02688
OG0000350	bflo_01838	DROME03410, DROME08099
OG0000350	bflo_05176, bflo_21677	DROME00438
OG0000351	bflo_03398	DROME02007, DROME07498, DROME02774
OG0000352	bflo_25258	DROME14143, DROME14145, DROME14147, DROME14146, DROME14148, DROME14144
OG0000353	bflo_06917	DROME09963, DROME09967, DROME09962, DROME09961, DROME09960, DROME09954, DROME09959, DROME09952, DROME09965, DROME09966, DROME09964, DROME09957, DROME09953, DROME09955, DROME09969, DROME09968, DROME18221
OG0000356	bflo_08887	DROME01295, DROME01294
OG0000357	bflo_21193	DROME13834
OG0000358	bflo_04698	DROME07474
OG0000358	bflo_03207	DROME00466, DROME00200, DROME00199
OG0000359	bflo_20615, bflo_21858, bflo_21418, bflo_21948, bflo_11427, bflo_22311, bflo_01605	DROME11803
OG0000363	bflo_16028, bflo_19825, bflo_20728, bflo_20486, bflo_19824, bflo_21073, bflo_04943	DROME18487
OG0000365	bflo_18240	DROME05773, DROME05774, DROME15910
OG0000367	bflo_12373, bflo_12346	DROME13648, DROME13646, DROME13647
OG0000367	bflo_01421	DROME15189, DROME15190, DROME15188
OG0000371	bflo_00380, bflo_00387, bflo_05979, bflo_00717, bflo_00558, bflo_00557, bflo_12841, bflo_13645, bflo_22030, bflo_00233	DROME01678, DROME02633, DROME02636
OG0000372	bflo_15126	DROME09531
OG0000373	bflo_20832	DROME20049, DROME20050
OG0000373	bflo_22970	DROME07671, DROME06849, DROME07655, DROME22084, DROME00576
OG0000374	bflo_02391	DROME04717, DROME04718, DROME04716
OG0000374	bflo_08395	DROME00970, DROME00969, DROME00968, DROME00971
OG0000374	bflo_02486	DROME04429, DROME04427, DROME04428
OG0000375	bflo_27422, bflo_23080	DROME21630
OG0000378	bflo_09799	DROME02404, DROME02403, DROME02400, DROME02401
OG0000379	bflo_20897	DROME09607
OG0000379	bflo_23374	DROME21997, DROME22000, DROME21995, DROME22001, DROME21994, DROME21998
OG0000379	bflo_23272	DROME02844
OG0000379	bflo_26192	DROME07921
OG0000380	bflo_09262, bflo_20427, bflo_01996	DROME05237
OG0000382	bflo_12323	DROME01475
OG0000384	bflo_05291	DROME14888, DROME14889
OG0000384	bflo_00328, bflo_07424	DROME03187, DROME03190, DROME03189, DROME03188
OG0000385	bflo_19604, bflo_18599	DROME05997, DROME09713, DROME09714, DROME09715, DROME05708, DROME05707
OG0000389	bflo_15093, bflo_14683, bflo_14165, bflo_15397	DROME11981, DROME11983, DROME01212, DROME11984, DROME11980, DROME17629, DROME17996, DROME17997, DROME18001, DROME18002, DROME17964, DROME17950, DROME17951, DROME17954, DROME17949
OG0000389	bflo_00851, bflo_00833, bflo_08724	DROME17945
OG0000390	bflo_25891, bflo_26408, bflo_26409, bflo_25447, bflo_25163, bflo_18345, bflo_26258, bflo_25303, bflo_25449, bflo_25448, bflo_13087, bflo_12207, bflo_12214, bflo_11201, bflo_20666, bflo_21189	DROME01744, DROME01742, DROME02737, DROME01739, DROME01741
OG0000391	bflo_10865	DROME04498, DROME04500, DROME04499
OG0000392	bflo_25334	DROME13919, DROME13921, DROME13920
OG0000393	bflo_12314, bflo_10658	DROME02418
OG0000393	bflo_09983, bflo_13075	DROME13322
OG0000393	bflo_12974	DROME20684
OG0000397	bflo_09318	DROME14885
OG0000399	bflo_06800	DROME21835
OG0000399	bflo_08038	DROME12205, DROME12206
OG0000400	bflo_17776	DROME09694
OG0000400	bflo_19312	DROME17859
OG0000400	bflo_00008	DROME08108
OG0000401	bflo_19446, bflo_12961, bflo_27312, bflo_19447	DROME20041
OG0000402	bflo_10632, bflo_09977	DROME11245, DROME11246
OG0000402	bflo_13338, bflo_13171	DROME12090
OG0000403	bflo_24805, bflo_24718	DROME11523
OG0000403	bflo_04398	DROME06350
OG0000404	bflo_26366	DROME17748
OG0000404	bflo_26162	DROME20525
OG0000404	bflo_26365	DROME16096
OG0000405	bflo_06572	DROME04975, DROME04976, DROME04979, DROME04977, DROME04980, DROME04978, DROME04974
OG0000409	bflo_11492	DROME19502
OG0000409	bflo_10169	DROME11210, DROME11209
OG0000411	bflo_17409	DROME16025, DROME16024, DROME16016, DROME16020, DROME16017, DROME16021, DROME16026, DROME16027, DROME16018, DROME16023, DROME16014, DROME16022, DROME16015, DROME16019, DROME16028
OG0000412	bflo_00225	DROME09076
OG0000412	bflo_08591	DROME15681, DROME15682
OG0000412	bflo_05972, bflo_16322	DROME02464, DROME13336, DROME13334, DROME13335, DROME15399
OG0000413	bflo_14739	DROME21174
OG0000413	bflo_21427	DROME13327, DROME13328
OG0000415	bflo_12739, bflo_12745, bflo_10121, bflo_20948, bflo_12970	DROME01505, DROME01506
OG0000417	bflo_05335	DROME01308, DROME01309
OG0000419	bflo_03805, bflo_06647, bflo_09952	DROME06034, DROME04433
OG0000419	bflo_07379	DROME15435, DROME02118, DROME02117, DROME18475, DROME01671, DROME00269, DROME15434, DROME15436, DROME00268, DROME00270
OG0000420	bflo_17746, bflo_20236, bflo_23413, bflo_23958, bflo_23642, bflo_23570, bflo_23412, bflo_07686, bflo_23569, bflo_23414, bflo_07685	DROME02672
OG0000424	bflo_07069, bflo_07072, bflo_03509, bflo_03507	DROME02090, DROME02075, DROME02066, DROME02076, DROME02077, DROME02078, DROME02064, DROME02063, DROME02062, DROME02065, DROME02081, DROME12353, DROME17176, DROME17175, DROME00623, DROME03850, DROME03851, DROME06196, DROME14713, DROME14583, DROME14582, DROME14580, DROME14579, DROME14581, DROME08237, DROME08236, DROME08235
OG0000425	bflo_15042	DROME14160, DROME14161, DROME14159, DROME14158
OG0000426	bflo_22865	DROME09933, DROME09928, DROME09929, DROME09932, DROME09931, DROME09930, DROME09934
OG0000427	bflo_09135	DROME05699, DROME05698
OG0000427	bflo_24135, bflo_24132, bflo_23993, bflo_24588	DROME18355, DROME18356
OG0000429	bflo_09712, bflo_01906, bflo_00989, bflo_26612, bflo_00993, bflo_00990, bflo_05299, bflo_17239, bflo_05214, bflo_17214	DROME19525, DROME07553, DROME07552, DROME06812
OG0000430	bflo_15444, bflo_26286, bflo_07250, bflo_17434, bflo_10498	DROME20475
OG0000431	bflo_23110	DROME05704
OG0000431	bflo_21622	DROME11410, DROME11409, DROME11408
OG0000432	bflo_10885	DROME05881, DROME05880, DROME05879, DROME02818, DROME02819, DROME02816, DROME02817, DROME02883
OG0000433	bflo_22961	DROME00007, DROME00005, DROME00004, DROME00006
OG0000433	bflo_17648	DROME20425, DROME20423, DROME20424
OG0000435	bflo_00433, bflo_09468	DROME03996, DROME03995
OG0000436	bflo_00824	DROME12478
OG0000442	bflo_21599	DROME13942
OG0000442	bflo_17568	DROME12188
OG0000442	bflo_17631	DROME01916
OG0000443	bflo_18531	DROME14734, DROME14735, DROME14732, DROME14733
OG0000444	bflo_10204	DROME21032
OG0000444	bflo_10684	DROME03786, DROME03789, DROME03788, DROME03787
OG0000445	bflo_24863, bflo_01964, bflo_05054, bflo_18289, bflo_00589, bflo_06262, bflo_07278	DROME06725, DROME06723, DROME06724, DROME20153, DROME20152
OG0000446	bflo_01471	DROME07092
OG0000446	bflo_04727	DROME06421
OG0000446	bflo_01065	DROME06051, DROME06050
