Orthogroup	BRAFL	SCHMD
OG0000226	bflo_00058	SCHMD28582
OG0000226	bflo_20217, bflo_01950, bflo_20215, bflo_20642, bflo_01174	SCHMD28293
OG0000227	bflo_02636	SCHMD04380
OG0000230	bflo_26037	SCHMD23835, SCHMD14315
OG0000231	bflo_14395	SCHMD15225, SCHMD17377
OG0000231	bflo_20801	SCHMD23026
OG0000231	bflo_05103	SCHMD24769, SCHMD25604
OG0000232	bflo_25827	SCHMD14178, SCHMD02027
OG0000233	bflo_15944, bflo_15706, bflo_16241, bflo_16463	SCHMD01146, SCHMD07435, SCHMD22145
OG0000235	bflo_09528	SCHMD29163
OG0000236	bflo_16655	SCHMD00730
OG0000239	bflo_02548	SCHMD18522
OG0000239	bflo_05968	SCHMD03432
OG0000239	bflo_02152	SCHMD06547
OG0000240	bflo_04930	SCHMD06226, SCHMD00582
OG0000242	bflo_12023	SCHMD20260
OG0000246	bflo_18308	SCHMD29618
OG0000246	bflo_04734	SCHMD02140
OG0000246	bflo_17998	SCHMD16891, SCHMD17961, SCHMD12289
OG0000248	bflo_17506, bflo_17504, bflo_00059, bflo_17505, bflo_17510, bflo_17509, bflo_17511, bflo_17358	SCHMD01134, SCHMD07579, SCHMD25860, SCHMD09553, SCHMD07301, SCHMD15578, SCHMD28870, SCHMD28143, SCHMD26766, SCHMD07305, SCHMD23142, SCHMD07304, SCHMD09549, SCHMD06759, SCHMD00071
OG0000250	bflo_18168, bflo_27471	SCHMD11127
OG0000250	bflo_19301, bflo_13424	SCHMD28677, SCHMD05190
OG0000250	bflo_14740	SCHMD00165
OG0000251	bflo_25114	SCHMD28872
OG0000254	bflo_23500, bflo_19339	SCHMD11206
OG0000255	bflo_25398, bflo_21759	SCHMD14618, SCHMD25034
OG0000256	bflo_15939	SCHMD06220
OG0000257	bflo_06543	SCHMD15360
OG0000257	bflo_20393	SCHMD21968, SCHMD21969, SCHMD20769
OG0000258	bflo_22962	SCHMD19345, SCHMD00959
OG0000260	bflo_11239, bflo_10598	SCHMD00231
OG0000265	bflo_15782	SCHMD14945, SCHMD03613, SCHMD19985
OG0000265	bflo_11416	SCHMD18240, SCHMD09007
OG0000266	bflo_05945	SCHMD23339
OG0000268	bflo_06433	SCHMD25205, SCHMD21697, SCHMD06925, SCHMD06924, SCHMD06926, SCHMD10813, SCHMD14268
OG0000268	bflo_18613	SCHMD25441
OG0000269	bflo_12947	SCHMD02382, SCHMD21902
OG0000270	bflo_17964	SCHMD16423
OG0000272	bflo_15845, bflo_19452, bflo_16180, bflo_22100, bflo_15847, bflo_15430, bflo_01179, bflo_15846, bflo_01687	SCHMD13324, SCHMD08067
OG0000273	bflo_25314	SCHMD09689
OG0000273	bflo_23197	SCHMD18528, SCHMD25490
OG0000275	bflo_06993	SCHMD08209, SCHMD24873
OG0000277	bflo_21003	SCHMD09439
OG0000278	bflo_07463	SCHMD04708, SCHMD14538
OG0000280	bflo_05880	SCHMD22604
OG0000280	bflo_17443, bflo_17444, bflo_16410, bflo_06595	SCHMD23115
OG0000281	bflo_03462, bflo_16045, bflo_13261, bflo_13430, bflo_18051, bflo_13262	SCHMD28123, SCHMD29220
OG0000282	bflo_18668	SCHMD05137
OG0000282	bflo_09504	SCHMD15635, SCHMD25636
OG0000284	bflo_15835	SCHMD23360, SCHMD08213
OG0000285	bflo_18439, bflo_18219, bflo_09827, bflo_17238, bflo_09824, bflo_09850, bflo_24883, bflo_24881, bflo_02754, bflo_20355, bflo_06179, bflo_17153, bflo_09825, bflo_08255, bflo_13934, bflo_09883, bflo_20356	SCHMD29037
OG0000287	bflo_10114	SCHMD20375, SCHMD22052, SCHMD09584, SCHMD21912, SCHMD24074, SCHMD15817, SCHMD20976, SCHMD00675, SCHMD16477, SCHMD24758, SCHMD25574
OG0000287	bflo_15997	SCHMD02606, SCHMD23013
OG0000288	bflo_24635, bflo_23387, bflo_01422, bflo_26633, bflo_01668, bflo_01426	SCHMD10121, SCHMD07093, SCHMD10930, SCHMD07061
OG0000289	bflo_09861	SCHMD23289, SCHMD16353
OG0000289	bflo_09862	SCHMD29502, SCHMD19194, SCHMD19219, SCHMD13163, SCHMD22750
OG0000295	bflo_23384	SCHMD11340, SCHMD11341, SCHMD11339, SCHMD02776, SCHMD10264, SCHMD14695
OG0000299	bflo_05834	SCHMD13170, SCHMD20344
OG0000301	bflo_09768	SCHMD17564
OG0000303	bflo_19471	SCHMD12943, SCHMD06255
OG0000303	bflo_02301	SCHMD11348
OG0000305	bflo_11095	SCHMD22293
OG0000305	bflo_00776	SCHMD04764
OG0000305	bflo_26487	SCHMD01975
OG0000306	bflo_26863, bflo_07664	SCHMD02490, SCHMD21359, SCHMD02963, SCHMD23914, SCHMD02489, SCHMD17729
OG0000308	bflo_21090, bflo_19079	SCHMD26369
OG0000308	bflo_12857	SCHMD01003, SCHMD00895
OG0000310	bflo_21799, bflo_21828, bflo_21878, bflo_21890, bflo_21800, bflo_21316, bflo_21317, bflo_11809, bflo_11498, bflo_22698	SCHMD09298, SCHMD11775
OG0000312	bflo_02438, bflo_02608	SCHMD10213, SCHMD21295, SCHMD02452
OG0000313	bflo_07081, bflo_24346	SCHMD03134
OG0000315	bflo_19863	SCHMD06241
OG0000315	bflo_11459	SCHMD01939
OG0000316	bflo_15463, bflo_07930	SCHMD10536, SCHMD22735
OG0000316	bflo_06029	SCHMD10615, SCHMD19154
OG0000317	bflo_25588	SCHMD15845
OG0000317	bflo_06250	SCHMD18547
OG0000319	bflo_00251	SCHMD18991
OG0000319	bflo_00198	SCHMD18992
OG0000319	bflo_07017, bflo_19159	SCHMD16069
OG0000321	bflo_25250	SCHMD10046
OG0000321	bflo_21833	SCHMD04699, SCHMD05278
OG0000322	bflo_26971, bflo_08922, bflo_08920, bflo_15138	SCHMD03845, SCHMD03842
OG0000323	bflo_05046	SCHMD21571, SCHMD14125
OG0000325	bflo_09567, bflo_09570, bflo_10405, bflo_10403	SCHMD10722, SCHMD23724, SCHMD17815, SCHMD15286, SCHMD10721, SCHMD23725, SCHMD23881, SCHMD17816
OG0000326	bflo_24771	SCHMD05388
OG0000326	bflo_24244, bflo_18099, bflo_05436, bflo_02499, bflo_17884, bflo_00946, bflo_00937, bflo_00010, bflo_00928, bflo_00963, bflo_15022	SCHMD29727
OG0000328	bflo_12807	SCHMD07101, SCHMD21088, SCHMD28818, SCHMD15355, SCHMD24247, SCHMD15304
OG0000329	bflo_02662, bflo_02816	SCHMD12472, SCHMD24777, SCHMD26844, SCHMD15152
OG0000332	bflo_07974	SCHMD25620, SCHMD25799
OG0000333	bflo_16817, bflo_20185	SCHMD26037, SCHMD21228
OG0000338	bflo_20075, bflo_21195	SCHMD23566, SCHMD22193
OG0000338	bflo_13201	SCHMD17969
OG0000339	bflo_12910, bflo_12916, bflo_12912, bflo_12913, bflo_20893	SCHMD09051, SCHMD09049, SCHMD07931, SCHMD10837, SCHMD09050, SCHMD11944, SCHMD04027
OG0000341	bflo_06684	SCHMD01892, SCHMD01891, SCHMD01893
OG0000343	bflo_17341	SCHMD10731, SCHMD08099
OG0000346	bflo_25218	SCHMD26404
OG0000350	bflo_05176, bflo_21677	SCHMD23543
OG0000351	bflo_03398	SCHMD01382
OG0000352	bflo_25258	SCHMD07814
OG0000352	bflo_17369, bflo_04494	SCHMD03216
OG0000353	bflo_06917	SCHMD00282, SCHMD11621, SCHMD09276, SCHMD00283, SCHMD07604
OG0000357	bflo_21193	SCHMD22062, SCHMD19961
OG0000357	bflo_12361	SCHMD01155
OG0000358	bflo_04698	SCHMD28430, SCHMD13052, SCHMD26873
OG0000360	bflo_14063, bflo_11395	SCHMD06047
OG0000364	bflo_01643	SCHMD15142, SCHMD27939
OG0000365	bflo_18240	SCHMD22496, SCHMD22435, SCHMD28326
OG0000367	bflo_12373, bflo_12346, bflo_01421	SCHMD09947
OG0000370	bflo_04431	SCHMD02385, SCHMD02384
OG0000372	bflo_24061	SCHMD26866, SCHMD11546
OG0000372	bflo_06799	SCHMD21831, SCHMD11336
OG0000373	bflo_20268	SCHMD08646, SCHMD00201
OG0000373	bflo_20832	SCHMD13176, SCHMD08271
OG0000373	bflo_22970	SCHMD23955, SCHMD12688, SCHMD08645, SCHMD03859, SCHMD00977, SCHMD18293, SCHMD14409, SCHMD07551, SCHMD03251, SCHMD23180, SCHMD15539, SCHMD16011
OG0000374	bflo_02486	SCHMD04677, SCHMD23864
OG0000377	bflo_22215	SCHMD27511
OG0000378	bflo_09799, bflo_17672	SCHMD05583
OG0000379	bflo_20897	SCHMD22438, SCHMD05351
OG0000379	bflo_23374	SCHMD04410, SCHMD04728, SCHMD09077, SCHMD07990
OG0000379	bflo_23272	SCHMD09123, SCHMD25695
OG0000379	bflo_26192	SCHMD18189, SCHMD00174
OG0000380	bflo_09262, bflo_20427, bflo_01996	SCHMD21526
OG0000381	bflo_14049, bflo_06577	SCHMD14884, SCHMD02643
OG0000381	bflo_25077	SCHMD27041
OG0000382	bflo_12323	SCHMD02292
OG0000384	bflo_05291	SCHMD15878
OG0000384	bflo_07424	SCHMD19488, SCHMD18051
OG0000386	bflo_19548, bflo_01822, bflo_01692, bflo_19136, bflo_20890, bflo_02065	SCHMD19089, SCHMD16199, SCHMD15535, SCHMD12800
OG0000389	bflo_00851, bflo_00833, bflo_08724	SCHMD03232, SCHMD09731
OG0000390	bflo_25891, bflo_26408, bflo_26409, bflo_25447, bflo_25163, bflo_18345, bflo_26258, bflo_25303, bflo_25449, bflo_25448, bflo_13087, bflo_12207, bflo_12214, bflo_11201, bflo_20666, bflo_21189	SCHMD02401, SCHMD19098
OG0000392	bflo_25334	SCHMD08120
OG0000393	bflo_12974	SCHMD10497
OG0000397	bflo_09318	SCHMD04641
OG0000399	bflo_06800	SCHMD23059
OG0000400	bflo_17776	SCHMD00908
OG0000400	bflo_10838	SCHMD24156
OG0000400	bflo_00008	SCHMD11940
OG0000402	bflo_13338, bflo_13171	SCHMD02881, SCHMD11412
OG0000403	bflo_22142	SCHMD28969, SCHMD27788, SCHMD15934, SCHMD03300
OG0000404	bflo_26366	SCHMD02429
OG0000404	bflo_26162	SCHMD03546
OG0000404	bflo_17638, bflo_11244, bflo_02976	SCHMD06033
OG0000404	bflo_26365	SCHMD09283
OG0000405	bflo_06572	SCHMD26927, SCHMD22788, SCHMD20823
OG0000409	bflo_11492	SCHMD04012, SCHMD22098
OG0000409	bflo_10169	SCHMD03752
OG0000410	bflo_01989, bflo_01601, bflo_05836	SCHMD21633, SCHMD26345, SCHMD13039, SCHMD24537, SCHMD23335, SCHMD08891
OG0000412	bflo_00225	SCHMD08478
OG0000412	bflo_08591	SCHMD11584
OG0000413	bflo_14739	SCHMD19663
OG0000413	bflo_21427	SCHMD18817, SCHMD28614
OG0000417	bflo_05335	SCHMD12489, SCHMD12109, SCHMD17648, SCHMD04656
OG0000419	bflo_07379	SCHMD20590, SCHMD23181, SCHMD17261, SCHMD26157
OG0000420	bflo_17746, bflo_20236, bflo_23413, bflo_23958, bflo_23642, bflo_23570, bflo_23412, bflo_07686, bflo_23569, bflo_23414, bflo_07685	SCHMD23004
OG0000422	bflo_13455, bflo_20656, bflo_06464	SCHMD13923, SCHMD28499
OG0000422	bflo_01841	SCHMD11782, SCHMD13921, SCHMD19755, SCHMD21866
OG0000423	bflo_26874	SCHMD29684
OG0000424	bflo_07069, bflo_07072, bflo_03509, bflo_03507	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568
OG0000425	bflo_15042	SCHMD21986, SCHMD08031, SCHMD08030, SCHMD29141
OG0000425	bflo_08454	SCHMD24534, SCHMD24026, SCHMD08029
OG0000426	bflo_10409	SCHMD20249
OG0000426	bflo_22865	SCHMD19378, SCHMD08176
OG0000427	bflo_24135, bflo_24132, bflo_23993, bflo_24588	SCHMD05143
OG0000430	bflo_15444, bflo_26286, bflo_07250, bflo_17434, bflo_10498	SCHMD02520, SCHMD12464, SCHMD02519, SCHMD24785, SCHMD23230, SCHMD24867, SCHMD14921, SCHMD02042
OG0000431	bflo_21622	SCHMD00614
OG0000432	bflo_10885	SCHMD11313
OG0000433	bflo_22961, bflo_20671	SCHMD05136
OG0000433	bflo_17648	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790
OG0000434	bflo_06489, bflo_26431, bflo_06673, bflo_06457, bflo_06459	SCHMD11371, SCHMD07829
OG0000435	bflo_00433, bflo_09468	SCHMD12216, SCHMD19476
OG0000436	bflo_26554	SCHMD13323, SCHMD09381
OG0000436	bflo_00824	SCHMD19812, SCHMD12383, SCHMD19813
OG0000437	bflo_16797, bflo_13738, bflo_16390, bflo_13496	SCHMD15978, SCHMD13458, SCHMD13578, SCHMD05773, SCHMD23206, SCHMD08272, SCHMD05769
OG0000440	bflo_01875	SCHMD12332
OG0000442	bflo_21599	SCHMD12679
OG0000443	bflo_18531	SCHMD09029
OG0000444	bflo_10204	SCHMD00767, SCHMD00766
OG0000445	bflo_24863, bflo_01964, bflo_05054, bflo_18289, bflo_00589, bflo_06262, bflo_07278	SCHMD29179
OG0000446	bflo_01065	SCHMD12871
OG0000447	bflo_14311	SCHMD15169, SCHMD15170, SCHMD24266
OG0000448	bflo_14676, bflo_14718	SCHMD14173, SCHMD23454, SCHMD22726, SCHMD02667, SCHMD12888, SCHMD05105, SCHMD06817, SCHMD02833, SCHMD08753, SCHMD25489
OG0000449	bflo_07112, bflo_17674	SCHMD07672
OG0000450	bflo_20906	SCHMD15839, SCHMD21713
OG0000454	bflo_06561	SCHMD11564
OG0000458	bflo_19919, bflo_20979	SCHMD04851
OG0000459	bflo_11609, bflo_03237, bflo_26516, bflo_18718, bflo_18712, bflo_18713, bflo_18714, bflo_18715	SCHMD17754
OG0000461	bflo_07181, bflo_00203	SCHMD03515
OG0000461	bflo_20096	SCHMD06358
OG0000463	bflo_01416	SCHMD09096
OG0000465	bflo_00794	SCHMD09590
OG0000467	bflo_11110	SCHMD17174, SCHMD20889, SCHMD15139, SCHMD03258, SCHMD22899, SCHMD16369
OG0000469	bflo_11324	SCHMD15597
OG0000470	bflo_08491	SCHMD05493, SCHMD05494, SCHMD03184, SCHMD03185
OG0000471	bflo_06159, bflo_05125	SCHMD15400, SCHMD13688
OG0000475	bflo_02919	SCHMD03320, SCHMD03318
OG0000476	bflo_17083, bflo_17081, bflo_27202, bflo_17084, bflo_17087	SCHMD25720, SCHMD19904
OG0000476	bflo_06569, bflo_06568, bflo_06570	SCHMD04015
OG0000477	bflo_19348, bflo_27296	SCHMD07515, SCHMD25843, SCHMD09497, SCHMD13098, SCHMD26143, SCHMD09496
OG0000478	bflo_13973, bflo_13972	SCHMD11958, SCHMD18286, SCHMD18287, SCHMD14103, SCHMD12511, SCHMD15398, SCHMD08460
OG0000479	bflo_20950	SCHMD14823, SCHMD04174
OG0000481	bflo_20169, bflo_20171	SCHMD12328
OG0000481	bflo_15712	SCHMD11352, SCHMD11001
OG0000481	bflo_07346	SCHMD06297
OG0000482	bflo_20130	SCHMD06210, SCHMD03012
OG0000482	bflo_09175	SCHMD03011, SCHMD06211, SCHMD06212, SCHMD17358
OG0000484	bflo_25251	SCHMD25776, SCHMD16669, SCHMD23292, SCHMD20173, SCHMD20110
OG0000485	bflo_18606	SCHMD13016, SCHMD17436
OG0000485	bflo_25560, bflo_16150	SCHMD16799
OG0000486	bflo_25698, bflo_15799, bflo_16994, bflo_13974	SCHMD19250
OG0000487	bflo_14910, bflo_09870, bflo_09874, bflo_14913	SCHMD20744
OG0000488	bflo_26845, bflo_07048	SCHMD01306, SCHMD17798, SCHMD16340
OG0000489	bflo_01733	SCHMD11851, SCHMD19803, SCHMD25207
OG0000490	bflo_16287	SCHMD03484, SCHMD03477, SCHMD21870
OG0000494	bflo_21012	SCHMD12513, SCHMD23674, SCHMD27423, SCHMD04960, SCHMD24725, SCHMD26393, SCHMD25222, SCHMD18092, SCHMD26971, SCHMD24713, SCHMD21987
OG0000496	bflo_12707, bflo_13361, bflo_12706	SCHMD08379, SCHMD27172
OG0000497	bflo_09440	SCHMD07173
OG0000497	bflo_16465	SCHMD12237, SCHMD24017, SCHMD22017, SCHMD24018
OG0000503	bflo_10348	SCHMD01390, SCHMD06719
OG0000503	bflo_17082	SCHMD11669, SCHMD06049, SCHMD28480, SCHMD07183, SCHMD28610, SCHMD20959
OG0000504	bflo_06289	SCHMD09635, SCHMD24690, SCHMD16465, SCHMD08164
OG0000505	bflo_07768, bflo_07648	SCHMD10454
OG0000506	bflo_22129	SCHMD05024
OG0000509	bflo_04380, bflo_05894, bflo_03181, bflo_03609	SCHMD14563
OG0000514	bflo_04358	SCHMD15950, SCHMD28993
OG0000519	bflo_04746, bflo_19841	SCHMD19355, SCHMD25526
OG0000520	bflo_23733, bflo_07206	SCHMD27845
OG0000521	bflo_10380	SCHMD05167, SCHMD05164
OG0000523	bflo_20597, bflo_05805, bflo_15596, bflo_15930, bflo_15929, bflo_01419, bflo_01438	SCHMD13520
OG0000524	bflo_07612	SCHMD01087, SCHMD12691
OG0000525	bflo_16581	SCHMD04369
OG0000525	bflo_22957	SCHMD04371, SCHMD04372, SCHMD04370, SCHMD08343, SCHMD05318, SCHMD20361, SCHMD11591, SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149
OG0000527	bflo_01262	SCHMD20940, SCHMD24670
OG0000528	bflo_24671	SCHMD03822
OG0000528	bflo_07977	SCHMD02315, SCHMD09612
OG0000529	bflo_24350	SCHMD06409
OG0000529	bflo_05041	SCHMD22774, SCHMD09913
OG0000530	bflo_25160	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369
OG0000531	bflo_00390	SCHMD13749
OG0000532	bflo_01721, bflo_17770	SCHMD07765
OG0000534	bflo_23132	SCHMD04872
OG0000537	bflo_26451, bflo_23567, bflo_00838	SCHMD19728, SCHMD06858, SCHMD15182, SCHMD11929
OG0000540	bflo_00156, bflo_00167, bflo_00147, bflo_00174, bflo_00178, bflo_00136, bflo_26475, bflo_00126, bflo_26547, bflo_26513, bflo_00098, bflo_26502, bflo_26564, bflo_26524, bflo_26482	SCHMD22622
OG0000542	bflo_00155	SCHMD05340, SCHMD05911, SCHMD06819
OG0000544	bflo_07969	SCHMD08368
OG0000545	bflo_18231	SCHMD20709
OG0000545	bflo_12226	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257
OG0000546	bflo_22241, bflo_22135	SCHMD15753, SCHMD08158
OG0000548	bflo_09374	SCHMD11369
OG0000548	bflo_10945	SCHMD02725, SCHMD00205
OG0000550	bflo_20434, bflo_02305, bflo_02304	SCHMD04377, SCHMD04195
OG0000551	bflo_12938, bflo_07425, bflo_12554	SCHMD18977, SCHMD20852, SCHMD20040, SCHMD29185, SCHMD16306, SCHMD26226, SCHMD18979, SCHMD18976, SCHMD28799, SCHMD28338
OG0000552	bflo_07608	SCHMD16245, SCHMD21874
OG0000552	bflo_14381	SCHMD13011
OG0000552	bflo_22570, bflo_14667	SCHMD01116
OG0000553	bflo_23301	SCHMD06981
OG0000554	bflo_04899	SCHMD06340
OG0000560	bflo_21065, bflo_17516, bflo_25084, bflo_24948, bflo_24301, bflo_25087, bflo_24121, bflo_24472, bflo_25015	SCHMD12681, SCHMD24482
OG0000561	bflo_22164	SCHMD09766
OG0000562	bflo_01967	SCHMD10853
OG0000563	bflo_03331, bflo_03330, bflo_03146	SCHMD19010, SCHMD18961, SCHMD13906, SCHMD19772
OG0000566	bflo_08449	SCHMD24931, SCHMD26489
OG0000567	bflo_12141, bflo_11905, bflo_09047, bflo_06558, bflo_10797, bflo_12747, bflo_00564	SCHMD27076, SCHMD27355, SCHMD13533
OG0000567	bflo_26349, bflo_16510	SCHMD00241, SCHMD03989, SCHMD19236, SCHMD27026
OG0000571	bflo_03919	SCHMD07477, SCHMD11565, SCHMD28594, SCHMD09474, SCHMD05478, SCHMD24472, SCHMD12459, SCHMD28158, SCHMD23621, SCHMD25957, SCHMD12331
OG0000572	bflo_05895	SCHMD10816
OG0000572	bflo_23930	SCHMD25603
OG0000573	bflo_24510	SCHMD01043, SCHMD15213, SCHMD24610
OG0000573	bflo_06124	SCHMD16187
OG0000574	bflo_15787	SCHMD00489
OG0000575	bflo_22268	SCHMD10050, SCHMD14865
OG0000576	bflo_00644	SCHMD15710
OG0000579	bflo_12221	SCHMD01160, SCHMD01878, SCHMD11162, SCHMD25933, SCHMD01879, SCHMD16027, SCHMD27820, SCHMD26175
OG0000580	bflo_01833	SCHMD26439, SCHMD25576, SCHMD24766, SCHMD25098, SCHMD14475, SCHMD02203, SCHMD27384
OG0000580	bflo_03722	SCHMD23258, SCHMD14664, SCHMD05333
OG0000581	bflo_17912	SCHMD10093, SCHMD11595, SCHMD08712
OG0000581	bflo_13400	SCHMD03457
OG0000581	bflo_15589	SCHMD28022
OG0000582	bflo_16708	SCHMD16063, SCHMD04882
OG0000583	bflo_18273, bflo_17472	SCHMD04941
OG0000585	bflo_12167	SCHMD24793, SCHMD28810, SCHMD24792, SCHMD27773, SCHMD04336
OG0000586	bflo_03607	SCHMD22071, SCHMD26810, SCHMD08470
OG0000587	bflo_22172	SCHMD03879, SCHMD05571
OG0000588	bflo_25659	SCHMD01542
OG0000588	bflo_18379	SCHMD07022
OG0000589	bflo_16480, bflo_24537	SCHMD15105, SCHMD03706, SCHMD08912
OG0000590	bflo_02465	SCHMD08634
OG0000590	bflo_13755	SCHMD18326
OG0000591	bflo_23823, bflo_04558	SCHMD10835
OG0000591	bflo_22417	SCHMD09047
OG0000592	bflo_18259, bflo_18186, bflo_18254, bflo_09136	SCHMD11895, SCHMD04777
OG0000594	bflo_12010, bflo_04803, bflo_12009, bflo_11236	SCHMD01864
OG0000597	bflo_20762, bflo_20033	SCHMD00271
OG0000602	bflo_21292, bflo_21257	SCHMD08918, SCHMD16862
OG0000603	bflo_04842	SCHMD15890
OG0000604	bflo_14466	SCHMD25060, SCHMD19326, SCHMD28316, SCHMD25058, SCHMD15896, SCHMD15253, SCHMD27467, SCHMD15254, SCHMD15897
OG0000607	bflo_03955	SCHMD10894, SCHMD16300
OG0000609	bflo_02450	SCHMD17568
OG0000611	bflo_14598	SCHMD07468
OG0000611	bflo_13769	SCHMD10118
OG0000612	bflo_10795, bflo_08808	SCHMD04363, SCHMD09119
OG0000612	bflo_13076	SCHMD12368
OG0000613	bflo_01058	SCHMD11333
OG0000614	bflo_05248	SCHMD02000
OG0000614	bflo_12534, bflo_23560	SCHMD14215, SCHMD02001
OG0000615	bflo_21223	SCHMD18570, SCHMD15390
OG0000623	bflo_05993	SCHMD06017, SCHMD06018
OG0000623	bflo_18608, bflo_22702	SCHMD05599, SCHMD06718, SCHMD03445, SCHMD22744, SCHMD24118, SCHMD17727, SCHMD12585
OG0000624	bflo_18705	SCHMD01951
OG0000626	bflo_01067	SCHMD22993, SCHMD02730, SCHMD02477
OG0000628	bflo_04338	SCHMD21997
OG0000628	bflo_04756	SCHMD24762, SCHMD25901
OG0000634	bflo_23919	SCHMD10172, SCHMD10394, SCHMD05099, SCHMD10171, SCHMD10393, SCHMD05098, SCHMD18845
OG0000635	bflo_02736, bflo_02604, bflo_11708	SCHMD14919, SCHMD24865, SCHMD18425, SCHMD10798
OG0000635	bflo_20645, bflo_04428	SCHMD16010
OG0000636	bflo_10717, bflo_05158	SCHMD23842, SCHMD07652, SCHMD03198
OG0000637	bflo_02509	SCHMD06815
OG0000637	bflo_15987, bflo_13690	SCHMD24038
OG0000639	bflo_00204	SCHMD15823
OG0000639	bflo_13390	SCHMD12604, SCHMD12603
OG0000641	bflo_03831, bflo_26728, bflo_00901, bflo_00902	SCHMD25977
OG0000642	bflo_06990	SCHMD07724
OG0000643	bflo_25724	SCHMD14321
OG0000645	bflo_08017	SCHMD29005
OG0000646	bflo_24088	SCHMD24176
OG0000646	bflo_12788	SCHMD25176, SCHMD22477
OG0000647	bflo_10183, bflo_23085, bflo_10185	SCHMD29494
OG0000648	bflo_12700	SCHMD18065
OG0000649	bflo_23734	SCHMD18549, SCHMD18847, SCHMD16842, SCHMD03271
OG0000651	bflo_00909	SCHMD02428
OG0000652	bflo_12260	SCHMD03400, SCHMD03280, SCHMD23460, SCHMD03282, SCHMD27558, SCHMD03401, SCHMD03285, SCHMD29341, SCHMD05205, SCHMD08162
OG0000654	bflo_02577	SCHMD01650, SCHMD19469
OG0000657	bflo_05123	SCHMD14158
OG0000657	bflo_05126	SCHMD18210
OG0000660	bflo_04466	SCHMD02770
OG0000660	bflo_18320, bflo_04617, bflo_13225	SCHMD20422, SCHMD27193
OG0000662	bflo_09255	SCHMD04360
OG0000662	bflo_23849	SCHMD05635
OG0000663	bflo_13482	SCHMD28509, SCHMD28508, SCHMD08739
OG0000664	bflo_11369	SCHMD04491, SCHMD14555
OG0000665	bflo_06772	SCHMD09294
OG0000670	bflo_21701	SCHMD21177, SCHMD16575, SCHMD24810, SCHMD18592, SCHMD04685, SCHMD22152, SCHMD02150, SCHMD05669, SCHMD12381, SCHMD13315, SCHMD13316, SCHMD12100
OG0000672	bflo_21591	SCHMD10307, SCHMD15500
OG0000672	bflo_18607	SCHMD03901
OG0000674	bflo_03109	SCHMD14256
OG0000674	bflo_09819	SCHMD27363, SCHMD28202
OG0000676	bflo_21661	SCHMD08131
OG0000678	bflo_23704	SCHMD26696
OG0000680	bflo_11480, bflo_11478, bflo_12784, bflo_11600, bflo_11950, bflo_11953, bflo_06681	SCHMD17558
OG0000680	bflo_06524, bflo_11051, bflo_11738	SCHMD25925
OG0000681	bflo_15452	SCHMD26784, SCHMD03976
OG0000683	bflo_08553	SCHMD21601
OG0000684	bflo_13113	SCHMD07574, SCHMD07399, SCHMD07458, SCHMD23235, SCHMD27158, SCHMD07403
OG0000685	bflo_08805	SCHMD02797, SCHMD09882
OG0000690	bflo_00919	SCHMD24354
OG0000690	bflo_17423	SCHMD17313, SCHMD21259, SCHMD18093
OG0000692	bflo_25652	SCHMD11826
OG0000694	bflo_16417	SCHMD02121, SCHMD02119
OG0000696	bflo_01530	SCHMD17223, SCHMD17224, SCHMD29303
OG0000696	bflo_11008	SCHMD10590
OG0000697	bflo_12428	SCHMD10349, SCHMD08041
OG0000700	bflo_03666	SCHMD27774, SCHMD20215
OG0000701	bflo_10548	SCHMD02913, SCHMD15835, SCHMD15836
OG0000702	bflo_12229	SCHMD21765, SCHMD21766
OG0000703	bflo_07565	SCHMD03880
OG0000704	bflo_26147, bflo_26012, bflo_00804, bflo_00925, bflo_07519, bflo_06141, bflo_05754, bflo_27498, bflo_25373, bflo_25155, bflo_25926, bflo_26264, bflo_18916, bflo_18923, bflo_19198, bflo_25201, bflo_26166, bflo_26292, bflo_26238, bflo_24629, bflo_21726, bflo_19805, bflo_19478, bflo_18973, bflo_19463, bflo_19502, bflo_25889, bflo_25950, bflo_18559, bflo_19806, bflo_19744, bflo_19460, bflo_01157, bflo_19464, bflo_19373, bflo_19148, bflo_15437, bflo_19474, bflo_19748, bflo_19504, bflo_01155, bflo_18656, bflo_01060, bflo_19462, bflo_26411, bflo_25965, bflo_26223, bflo_19809, bflo_19757, bflo_18906, bflo_19283, bflo_12142, bflo_18657, bflo_19284, bflo_27305, bflo_12422, bflo_20480, bflo_20820, bflo_20914, bflo_20703, bflo_20821, bflo_19963, bflo_19959, bflo_08996	SCHMD17381
OG0000706	bflo_11940	SCHMD26259, SCHMD27843
OG0000708	bflo_25666	SCHMD25653
OG0000709	bflo_24062	SCHMD18124
OG0000711	bflo_03574, bflo_02975	SCHMD16082
OG0000711	bflo_04395	SCHMD02785
OG0000712	bflo_14133	SCHMD23626
