# Format: Protein 1<tab>Protein 2<tab>Protein ID1<tab>ProteinID2<tab>Orthology type<tab>OMA group (if any)
# Every pair is listed only once, and in no particular order.
# The map between sequence number and ID are given
# in the file "Map-SeqNum-ID.map
1	1258	XENTR00001 | ENSXETP00000058738 | ENSXETT00000065862 | ENSXETG00000001053 | transmembrane protein 53 [Source:Jamboree;Acc:XB- GENE-1018172]	CAEEL01258 | T10B11.6.1 | CCD66244 | WBGene00020402 | Q9TZH8_CAEEL	many:many	
150	7186	XENTR00150 | ENSXETP00000059328 | ENSXETT00000062115 | ENSXETG00000032398 | A0A5G3KF55_XENTR | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6Z5I6]	CAEEL07186 | C46F11.1a | CAA45760 | CAA45761 | CAB03760 | CAI70399 | WBGene00006822 | Putative potassium channel regulatory protein unc-93 [Source:UniProtKB/Swiss-Prot;Acc:Q93380]	many:1	
152	2376	XENTR00152 | ENSXETP00000058812 | ENSXETT00000060247 | ENSXETG00000023310 | calpain 9 [Source:Jamboree;Acc:XB-GENE-948345]	CAEEL02376 | Y47H10A.1 | CAB60389 | WBGene00000544 | Q9U2B2_CAEEL | CaLPain family  [Source:RefSeq peptide;Acc:NP_493052]	many:many	
152	6913	XENTR00152 | ENSXETP00000058812 | ENSXETT00000060247 | ENSXETG00000023310 | calpain 9 [Source:Jamboree;Acc:XB-GENE-948345]	CAEEL06913 | Y39A3CL.5a | CCD73776 | WBGene00000545 | Q8IAA9_CAEEL | CaLPain family  [Source:RefSeq peptide;Acc:NP_497460]	many:many	
152	9580	XENTR00152 | ENSXETP00000058812 | ENSXETT00000060247 | ENSXETG00000023310 | calpain 9 [Source:Jamboree;Acc:XB-GENE-948345]	CAEEL09580 | Y77E11A.10 | CCD72595 | WBGene00000546 | Q9N4B2_CAEEL | CaLPain family  [Source:RefSeq peptide;Acc:NP_500081]	many:many	
155	17790	XENTR00155 | ENSXETP00000050410 | ENSXETT00000050410 | ENSXETG00000023332 | UDP-N-acetyl-alpha-D-galactosamine:polypeptide N- acetylgalactosaminyltransferase 2 (GalNAc-T2) [Source:Jamboree;Acc:XB-GENE-980077]	CAEEL17790 | Y116F11B.12a.1 | AAC13670 | CAB81985 | CAC14394 | WBGene00001629 | Polypeptide N-acetylgalactosaminyltransferase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q8I136]	1:1	
159	10630	XENTR00159 | ENSXETP00000050424 | ENSXETT00000050424 | ENSXETG00000023340 | A0A5G3K8Z5_XENTR | component of oligomeric golgi complex 2 [Source:Jamboree;Acc:XB-GENE-962435]	CAEEL10630 | C06G3.10 | CAA84428 | CCD83558 | WBGene00000585 | Conserved oligomeric Golgi complex subunit 2 [Source:UniProtKB/Swiss-Prot;Acc:Q21444]	1:1	5468
164	6671	XENTR00164 | ENSXETP00000050434 | ENSXETT00000050434 | ENSXETG00000023345 | general transcription factor IIH, polypeptide 5 [Source:Jamboree;Acc:XB-GENE-1014331]	CAEEL06671 | Y55B1AL.2 | CCD61809 | WBGene00021904 | Q9N390_CAEEL	1:1	61809
169	855	XENTR00169 | ENSXETP00000024535 | ENSXETT00000024535 | ENSXETG00000011226 | AT rich interactive domain 1B (SWI1-like) [Source:Jamboree;Acc:XB-GENE-1010354]	CAEEL00855 | C01G8.9c | CCD62467 | CCM09387 | WBGene00002717 | J7SA49_CAEEL	many:1	
181	20058	XENTR00181 | ENSXETP00000058743 | ENSXETT00000062596 | ENSXETG00000025082 | A0A5G3IZH2_XENTR | steroid-5-alpha-reductase, alpha polypeptide 2 (3- oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2) [Source:Jamboree;Acc:XB-GENE-940949]	CAEEL20058 | F42F12.3 | CAA92173 | WBGene00009635 | Q20344_CAEEL	many:many	
181	20066	XENTR00181 | ENSXETP00000058743 | ENSXETT00000062596 | ENSXETG00000025082 | A0A5G3IZH2_XENTR | steroid-5-alpha-reductase, alpha polypeptide 2 (3- oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2) [Source:Jamboree;Acc:XB-GENE-940949]	CAEEL20066 | F19H6.4 | CAA92168 | WBGene00008959 | Q19605_CAEEL	many:many	
182	14680	XENTR00182 | ENSXETP00000063262 | ENSXETT00000065477 | ENSXETG00000008547 | mediator of cell motility 1 [Source:Jamboree;Acc:XB- GENE-5777366]	CAEEL14680 | C37C3.8b | CCD66949 | CCD66950 | WBGene00016500 | MEMO1 family protein tag-253 [Source:UniProtKB/Swiss-Prot;Acc:Q22915]	1:1	23462
183	18130	XENTR00183 | ENSXETP00000018712 | ENSXETT00000018712 | ENSXETG00000008548 | A0A5G3IZK3_XENTR | presenilin 2 (Alzheimer disease 4) [Source:Jamboree;Acc:XB-GENE-854877]	CAEEL18130 | F35H12.3 | AAA85511 | AAD50991 | CCD70617 | WBGene00004769 | Presenilin sel-12  [Source:UniProtKB/Swiss- Prot;Acc:P52166]	many:1	10935
186	7779	XENTR00186 | ENSXETP00000018720 | ENSXETT00000018720 | AAH89662.1 | ENSXETG00000008551 | Q5FW19_XENTR | MGC107884 protein [Source:Jamboree;Acc:XB-GENE- 5767840]	CAEEL07779 | F42A10.3 | CCD65312 | WBGene00018340 | Q20308_CAEEL | Amine N-MethylTransferase  [Source:RefSeq peptide;Acc:NP_498334]	many:many	
186	8363	XENTR00186 | ENSXETP00000018720 | ENSXETT00000018720 | AAH89662.1 | ENSXETG00000008551 | Q5FW19_XENTR | MGC107884 protein [Source:Jamboree;Acc:XB-GENE- 5767840]	CAEEL08363 | B0303.2 | CCD61707 | WBGene00015124 | Uncharacterized methyltransferase B0303.2 [Source:UniProtKB/Swiss-Prot;Acc:P34254]	many:many	33181
186	15234	XENTR00186 | ENSXETP00000018720 | ENSXETT00000018720 | AAH89662.1 | ENSXETG00000008551 | Q5FW19_XENTR | MGC107884 protein [Source:Jamboree;Acc:XB-GENE- 5767840]	CAEEL15234 | T07C12.9 | CAA98282 | WBGene00011573 | Q22279_CAEEL | Amine N-MethylTransferase  [Source:RefSeq peptide;Acc:NP_505563]	many:many	
188	12805	XENTR00188 | ENSXETP00000045080 | ENSXETT00000045080 | ENSXETG00000008552 | PHD finger protein 10 [Source:Jamboree;Acc:XB-GENE- 940958]	CAEEL12805 | F33E11.6b | CCD70456 | WBGene00018013 | Q2A950_CAEEL | PHd Finger family  [Source:RefSeq peptide;Acc:NP_001041112]	1:1	
191	7350	XENTR00191 | ENSXETP00000018724 | ENSXETT00000018724 | ENSXETG00000008555 | programmed cell death 2 [Source:Jamboree;Acc:XB- GENE-959893]	CAEEL07350 | R07E5.10a | CAA83630 | WBGene00011116 | Q21826_CAEEL | Vacuolar ATPase assembly integral membrane protein VMA21 homolog  [Source:UniProtKB/Swiss-Prot;Acc:A5JYQ9]	1:1	18410
193	8254	XENTR00193 | ENSXETP00000063774 | ENSXETT00000062133 | ENSXETG00000008557 | proteasome (prosome, macropain) subunit, beta type, 1 [Source:Jamboree;Acc:XB-GENE-970603]	CAEEL08254 | C02F5.9 | AAG50223 | CCD62635 | WBGene00003952 | Proteasome subunit beta type-1 [Source:UniProtKB/Swiss-Prot;Acc:P34286]	1:1	30576
198	13022	XENTR00198 | ENSXETP00000048792 | ENSXETT00000048792 | ENSXETG00000022539 | tripartite motif containing 67 [Source:Jamboree;Acc:XB-GENE-959903]	CAEEL13022 | C39F7.2a | CCD67093 | WBGene00016539 | Q9UAQ3_CAEEL	many:1	
200	15354	XENTR00200 | ENSXETP00000048809 | ENSXETT00000048809 | ENSXETG00000022546 | striatin, calmodulin binding protein [Source:Jamboree;Acc:XB-GENE-940980]	CAEEL15354 | K07C5.8 | CAA94901 | WBGene00010631 | G5EE12_CAEEL | CKA And Striatin Homolog  [Source:RefSeq peptide;Acc:NP_505664]	many:1	
203	17825	XENTR00203 | ENSXETP00000017267 | ENSXETT00000017267 | AAI57672.1 | ENSXETG00000025065 | uncharacterized protein LOC100135365  [Source:RefSeq peptide;Acc:NP_001107509]	CAEEL17825 | Y113G7A.11 | CAB60475 | WBGene00013748 | Q9U2Z2_CAEEL | Suppressor of Stomatin mutant Uncoordination [Source:RefSeq peptide;Acc:NP_507880]	many:1	
212	2028	XENTR00212 | ENSXETP00000017310 | ENSXETT00000017310 | ENSXETG00000007892 | glutamate receptor, metabotropic 1 [Source:Jamboree;Acc:XB-GENE-980107]	CAEEL02028 | F45H11.4a | CAB01711 | WBGene00003233 | G5EG10_CAEEL | Metabotropic GLutamate receptor family [Source:RefSeq peptide;Acc:NP_492720]	many:1	
213	19612	XENTR00213 | ENSXETP00000017313 | ENSXETT00000017313 | AAH87989.1 | CAJ83386.1 | ENSXETG00000007893 | Q5M8K1_XENTR | RAB32, member RAS oncogene family [Source:Jamboree;Acc:XB-GENE-483399]	CAEEL19612 | R07B1.12 | AAY42967 | CAE17932 | WBGene00011083 | G5EBF0_CAEEL | Gut granule LOss  [Source:RefSeq peptide;Acc:NP_001024837]	many:1	
214	8637	XENTR00214 | ENSXETP00000014609 | ENSXETT00000014609 | ENSXETG00000006669 | A0A5G3HJE7_XENTR | pleckstrin homology domain containing, family F (with FYVE domain) member 2 [Source:Jamboree;Acc:XB-GENE- 959911]	CAEEL08637 | ZK632.12 | CAA80187 | WBGene00014019	1:1	27010
215	5884	XENTR00215 | ENSXETP00000062512 | ENSXETT00000060360 | ENSXETG00000033089 | NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 [Source:HGNC Symbol;Acc:28625]	CAEEL05884 | B0334.5 | CAA91382 | WBGene00007145 | Q17477_CAEEL	1:1	
220	2191	XENTR00220 | ENSXETP00000014577 | ENSXETT00000014577 | ENSXETG00000006636 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6U0Q2]	CAEEL02191 | W02B9.1b.1 | AAB94553 | CAB61036 | CAC38842 | CAD27611 | CAQ48404 | CCF23411 | CCF23412 | WBGene00001980 | Cadherin-related hmr-1  [Source:UniProtKB/Swiss- Prot;Acc:Q967F4]	many:1	167
221	2035	XENTR00221 | ENSXETP00000033285 | ENSXETT00000033285 | ENSXETG00000006635 | poly(A) binding protein, cytoplasmic 1 [Source:Jamboree;Acc:XB-GENE-963457]	CAEEL02035 | Y106G6H.2a.2 | AAA65224 | CAA21572 | WBGene00003902 | Q9U302_CAEEL | Polyadenylate-binding protein  [Source:RefSeq peptide;Acc:NP_001021709]	many:many	6969
221	20252	XENTR00221 | ENSXETP00000033285 | ENSXETT00000033285 | ENSXETG00000006635 | poly(A) binding protein, cytoplasmic 1 [Source:Jamboree;Acc:XB-GENE-963457]	CAEEL20252 | F18H3.3a.1 | CAA90444 | WBGene00003903 | Q19579_CAEEL | Polyadenylate-binding protein  [Source:RefSeq peptide;Acc:NP_510259]	many:many	
222	11804	XENTR00222 | ENSXETP00000013608 | ENSXETT00000013608 | AAH63188.1 | CAJ82916.1 | ENSXETG00000026459 | tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide [Source:Jamboree;Acc:XB-GENE-970616]	CAEEL11804 | M117.2a.2 | AAA61872 | CAA98138 | WBGene00003920 | 14-3-3-like protein 1  [Source:UniProtKB/Swiss- Prot;Acc:P41932]	many:many	27748
222	19905	XENTR00222 | ENSXETP00000013608 | ENSXETT00000013608 | AAH63188.1 | CAJ82916.1 | ENSXETG00000026459 | tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide [Source:Jamboree;Acc:XB-GENE-970616]	CAEEL19905 | F52D10.3a.1 | AHJ11147 | AHJ11148 | CAA91474 | WBGene00001502 | W6E8Z9_CAEEL | 14-3-3-like protein 2  [Source:UniProtKB/Swiss- Prot;Acc:Q20655]	many:many	
223	11122	XENTR00223 | ENSXETP00000014535 | ENSXETT00000014535 | ENSXETG00000006633 | zinc finger protein 706 [Source:Jamboree;Acc:XB- GENE-980122]	CAEEL11122 | C01F6.9a | AAK69379 | CAA92441 | WBGene00007223 | G5EDA6_CAEEL | Nx; Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G5EDA6]	many:many	58724
223	18480	XENTR00223 | ENSXETP00000014535 | ENSXETT00000014535 | ENSXETG00000006633 | zinc finger protein 706 [Source:Jamboree;Acc:XB- GENE-980122]	CAEEL18480 | K10B3.1b | CCD64608 | WBGene00019609 | G4S035_CAEEL	many:many	
226	7269	XENTR00226 | ENSXETP00000008905 | ENSXETT00000008905 | AAI58191.1 | ENSXETG00000004121 | B0BLW7_XENTR | ribonucleotide reductase M2 B (TP53 inducible) [Source:Jamboree;Acc:XB-GENE-970633]	CAEEL07269 | C03C10.3 | CAA84688 | WBGene00004392 | Ribonucleoside-diphosphate reductase small chain [Source:UniProtKB/Swiss-Prot;Acc:P42170]	many:1	
227	1678	XENTR00227 | ENSXETP00000046601 | ENSXETT00000046601 | ENSXETG00000031995 | ubiquitin protein ligase E3 component n-recognin 5 [Source:HGNC Symbol;Acc:16806]	CAEEL01678 | F36A2.13.1 | CAB82212 | WBGene00009460 | G5EDT9_CAEEL | UBR E3 ubiquitin ligase homolog  [Source:RefSeq peptide;Acc:NP_492389]	1:1	107
231	9698	XENTR00231 | ENSXETP00000061110 | ENSXETT00000063650 | ENSXETG00000004115 | ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1 [Source:Jamboree;Acc:XB-GENE-948409]	CAEEL09698 | Y38F2AL.3a | BAA75067 | CCD66967 | CCD66968 | WBGene00006920 | V-type proton ATPase subunit C [Source:UniProtKB/Swiss-Prot;Acc:Q9XXU9]	many:1	16734
235	5115	XENTR00235 | ENSXETP00000008855 | ENSXETT00000008855 | AAI18860.1 | AAI57212.1 | ENSXETG00000004096 | Q0VFE5_XENTR | solute carrier family 25, member 32 [Source:Jamboree;Acc:XB-GENE-948423]	CAEEL05115 | K01C8.7a | CAA88858 | WBGene00010459 | Q21084_CAEEL	1:1	23510
236	4127	XENTR00236 | ENSXETP00000008850 | ENSXETT00000008850 | ENSXETG00000004092 | DDB1 and CUL4 associated factor 13 [Source:Jamboree;Acc:XB-GENE-5791289]	CAEEL04127 | ZK430.7 | CCD61674 | WBGene00022742 | Q23494_CAEEL	1:1	13064
240	1325	XENTR00240 | ENSXETP00000008802 | ENSXETT00000008802 | ENSXETG00000004066 | dihydropyrimidinase [Source:Jamboree;Acc:XB-GENE- 959927]	CAEEL01325 | R06C7.3.1 | BAB21560 | CAD24483 | WBGene00000963 | Dihydropyrimidinase 1  [Source:UniProtKB/Swiss- Prot;Acc:Q21773]	1:many	
240	11339	XENTR00240 | ENSXETP00000008802 | ENSXETT00000008802 | ENSXETG00000004066 | dihydropyrimidinase [Source:Jamboree;Acc:XB-GENE- 959927]	CAEEL11339 | C47E12.8 | BAB21561 | CAA93104 | WBGene00000964 | Dihydropyrimidinase 2  [Source:UniProtKB/Swiss- Prot;Acc:Q18677]	1:many	8548
243	14834	XENTR00243 | ENSXETP00000014232 | ENSXETT00000014232 | ENSXETG00000006499 | oxidation resistance protein 1  [Source:RefSeq peptide;Acc:NP_001106462]	CAEEL14834 | F52E1.13a | CCD70813 | WBGene00018700 | H2L003_CAEEL | LysM Domain (peptidoglycan binding) protein [Source:RefSeq peptide;Acc:NP_872149]	many:1	2664
246	461	XENTR00246 | ENSXETP00000014224 | ENSXETT00000014224 | ENSXETG00000006497 | Putative ortholog of butyrylcholinesterase precursor (EC 3.1.1.8), 1 of 1 [Source:Jamboree;Acc:XB-GENE-980117]	CAEEL00461 | Y44E3A.2 | AAC14016 | CCD73443 | WBGene00000036 | G5EDV9_CAEEL | Carboxylic ester hydrolase  [Source:RefSeq peptide;Acc:NP_491141]	many:many	
246	6400	XENTR00246 | ENSXETP00000014224 | ENSXETT00000014224 | ENSXETG00000006497 | Putative ortholog of butyrylcholinesterase precursor (EC 3.1.1.8), 1 of 1 [Source:Jamboree;Acc:XB-GENE-980117]	CAEEL06400 | Y48B6A.7 | AAC14017 | CAB54444 | WBGene00000038 | G5EDN1_CAEEL | Carboxylic ester hydrolase  [Source:RefSeq peptide;Acc:NP_496962]	many:many	
246	20690	XENTR00246 | ENSXETP00000014224 | ENSXETT00000014224 | ENSXETG00000006497 | Putative ortholog of butyrylcholinesterase precursor (EC 3.1.1.8), 1 of 1 [Source:Jamboree;Acc:XB-GENE-980117]	CAEEL20690 | W09B12.1.2 | CAA53080 | CCD68912 | WBGene00000035 | Acetylcholinesterase 1  [Source:UniProtKB/Swiss- Prot;Acc:P38433]	many:many	7121
249	12936	XENTR00249 | ENSXETP00000059363 | ENSXETT00000063224 | ENSXETG00000022877 | serpin peptidase inhibitor, clade I (pancpin), member 2 [Source:Jamboree;Acc:XB-GENE-980167]	CAEEL12936 | C05E4.3 | AAS13527 | CCD63235 | WBGene00005642 | G5EE40_CAEEL | SeRPin  [Source:RefSeq peptide;Acc:NP_503315]	many:many	
249	12940	XENTR00249 | ENSXETP00000059363 | ENSXETT00000063224 | ENSXETG00000022877 | serpin peptidase inhibitor, clade I (pancpin), member 2 [Source:Jamboree;Acc:XB-GENE-980167]	CAEEL12940 | C05E4.1.2 | AAS13528 | CCD63233 | WBGene00005643 | O17365_CAEEL | SeRPin  [Source:RefSeq peptide;Acc:NP_503318]	many:many	
249	13152	XENTR00249 | ENSXETP00000059363 | ENSXETT00000063224 | ENSXETG00000022877 | serpin peptidase inhibitor, clade I (pancpin), member 2 [Source:Jamboree;Acc:XB-GENE-980167]	CAEEL13152 | Y32G9A.4 | AAS13529 | CCD74300 | WBGene00005644 | G5ECY2_CAEEL | SeRPin  [Source:RefSeq peptide;Acc:NP_503528]	many:many	
249	14529	XENTR00249 | ENSXETP00000059363 | ENSXETT00000063224 | ENSXETG00000022877 | serpin peptidase inhibitor, clade I (pancpin), member 2 [Source:Jamboree;Acc:XB-GENE-980167]	CAEEL14529 | C03G6.19 | AAS13530 | CCD62703 | WBGene00005647 | G5EFH4_CAEEL | SeRPin  [Source:RefSeq peptide;Acc:NP_504890]	many:many	
249	14768	XENTR00249 | ENSXETP00000059363 | ENSXETT00000063224 | ENSXETG00000022877 | serpin peptidase inhibitor, clade I (pancpin), member 2 [Source:Jamboree;Acc:XB-GENE-980167]	CAEEL14768 | F20D6.4b | AAS13532 | CCD68322 | WBGene00005648 | Q6QUQ6_CAEEL | SeRPin  [Source:RefSeq peptide;Acc:NP_001023822]	many:many	
249	14770	XENTR00249 | ENSXETP00000059363 | ENSXETT00000063224 | ENSXETG00000022877 | serpin peptidase inhibitor, clade I (pancpin), member 2 [Source:Jamboree;Acc:XB-GENE-980167]	CAEEL14770 | F20D6.3 | CCD68320 | WBGene00005649 | SeRPin  [Source:RefSeq peptide;Acc:NP_505108]	many:many	
251	5698	XENTR00251 | ENSXETP00000049474 | ENSXETT00000049474 | ENSXETG00000022875 | programmed cell death 10 [Source:Jamboree;Acc:XB- GENE-1010361]	CAEEL05698 | C14A4.11.1 | CAA90115 | WBGene00007561 | Programmed cell death protein 10 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q17958]	1:1	
252	12936	XENTR00252 | ENSXETP00000049461 | ENSXETT00000049461 | AAI60993.1 | ENSXETG00000022866 | serpin peptidase inhibitor, clade I (neuroserpin), member 1 [Source:Jamboree;Acc:XB-GENE-948443]	CAEEL12936 | C05E4.3 | AAS13527 | CCD63235 | WBGene00005642 | G5EE40_CAEEL | SeRPin  [Source:RefSeq peptide;Acc:NP_503315]	many:many	
252	12940	XENTR00252 | ENSXETP00000049461 | ENSXETT00000049461 | AAI60993.1 | ENSXETG00000022866 | serpin peptidase inhibitor, clade I (neuroserpin), member 1 [Source:Jamboree;Acc:XB-GENE-948443]	CAEEL12940 | C05E4.1.2 | AAS13528 | CCD63233 | WBGene00005643 | O17365_CAEEL | SeRPin  [Source:RefSeq peptide;Acc:NP_503318]	many:many	
252	13152	XENTR00252 | ENSXETP00000049461 | ENSXETT00000049461 | AAI60993.1 | ENSXETG00000022866 | serpin peptidase inhibitor, clade I (neuroserpin), member 1 [Source:Jamboree;Acc:XB-GENE-948443]	CAEEL13152 | Y32G9A.4 | AAS13529 | CCD74300 | WBGene00005644 | G5ECY2_CAEEL | SeRPin  [Source:RefSeq peptide;Acc:NP_503528]	many:many	
252	14529	XENTR00252 | ENSXETP00000049461 | ENSXETT00000049461 | AAI60993.1 | ENSXETG00000022866 | serpin peptidase inhibitor, clade I (neuroserpin), member 1 [Source:Jamboree;Acc:XB-GENE-948443]	CAEEL14529 | C03G6.19 | AAS13530 | CCD62703 | WBGene00005647 | G5EFH4_CAEEL | SeRPin  [Source:RefSeq peptide;Acc:NP_504890]	many:many	
252	14768	XENTR00252 | ENSXETP00000049461 | ENSXETT00000049461 | AAI60993.1 | ENSXETG00000022866 | serpin peptidase inhibitor, clade I (neuroserpin), member 1 [Source:Jamboree;Acc:XB-GENE-948443]	CAEEL14768 | F20D6.4b | AAS13532 | CCD68322 | WBGene00005648 | Q6QUQ6_CAEEL | SeRPin  [Source:RefSeq peptide;Acc:NP_001023822]	many:many	22173
252	14770	XENTR00252 | ENSXETP00000049461 | ENSXETT00000049461 | AAI60993.1 | ENSXETG00000022866 | serpin peptidase inhibitor, clade I (neuroserpin), member 1 [Source:Jamboree;Acc:XB-GENE-948443]	CAEEL14770 | F20D6.3 | CCD68320 | WBGene00005649 | SeRPin  [Source:RefSeq peptide;Acc:NP_505108]	many:many	
254	10710	XENTR00254 | ENSXETP00000058375 | ENSXETT00000066343 | ENSXETG00000032779 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6RDF2]	CAEEL10710 | Y40C5A.2 | CCD71163 | WBGene00003841 | Q9N3Y9_CAEEL | Osm-9 and Capsaicin receptor-Related  [Source:RefSeq peptide;Acc:NP_501172]	many:many	
254	15456	XENTR00254 | ENSXETP00000058375 | ENSXETT00000066343 | ENSXETG00000032779 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6RDF2]	CAEEL15456 | F28H7.10a | CAA96644 | WBGene00003838 | Osm-9 and Capsaicin receptor-Related  [Source:RefSeq peptide;Acc:NP_001041106]	many:many	
254	20533	XENTR00254 | ENSXETP00000058375 | ENSXETT00000066343 | ENSXETG00000032779 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6RDF2]	CAEEL20533 | T10B10.7 | CAA96679 | WBGene00003840 | Q22374_CAEEL | Osm-9 and Capsaicin receptor-Related  [Source:RefSeq peptide;Acc:NP_510520]	many:many	
263	5287	XENTR00263 | ENSXETP00000020232 | ENSXETT00000020232 | ENSXETG00000009213 | SEC62 homolog [Source:Jamboree;Acc:XB-GENE-941020]	CAEEL05287 | C18E9.2a | CAA93853 | WBGene00007683 | Q18093_CAEEL	1:1	15892
266	4371	XENTR00266 | ENSXETP00000020223 | ENSXETT00000020223 | ENSXETG00000009210 | protein kinase C, iota [Source:Jamboree;Acc:XB-GENE- 481945]	CAEEL04371 | F09E5.1 | AAB88885 | BAF80143 | CCD68754 | WBGene00004034 | Protein kinase C-like 3  [Source:UniProtKB/Swiss- Prot;Acc:Q19266]	many:1	
270	4287	XENTR00270 | ENSXETP00000020110 | ENSXETT00000020110 | ENSXETG00000009154 | ribosomal protein L22-like 1 [Source:Jamboree;Acc:XB-GENE-6073103]	CAEEL04287 | C27A2.2a | CCD63067 | CCD63068 | WBGene00004434 | 60S ribosomal protein L22  [Source:UniProtKB/Swiss- Prot;Acc:P52819]	many:1	
271	5185	XENTR00271 | ENSXETP00000055749 | ENSXETT00000055749 | AAH74676.1 | CAJ83651.1 | ENSXETG00000026436 | Q6DK71_XENTR | eukaryotic translation initiation factor 5A [Source:Jamboree;Acc:XB-GENE-998075]	CAEEL05185 | F54C9.1.1 | CAA90247 | WBGene00002065 | Eukaryotic translation initiation factor 5A-2 [Source:UniProtKB/Swiss-Prot;Acc:Q20751]	1:many	41513
271	8607	XENTR00271 | ENSXETP00000055749 | ENSXETT00000055749 | AAH74676.1 | CAJ83651.1 | ENSXETG00000026436 | Q6DK71_XENTR | eukaryotic translation initiation factor 5A [Source:Jamboree;Acc:XB-GENE-998075]	CAEEL08607 | T05G5.10a | WBGene00002064 | Eukaryotic translation initiation factor 5A-1 [Source:UniProtKB/Swiss-Prot;Acc:P34563]	1:many	
272	3306	XENTR00272 | ENSXETP00000020096 | ENSXETT00000020096 | AAH88553.1 | ENSXETG00000009145 | F6YP50_XENTR | solute carrier family 2 (facilitated glucose transporter), member 2 [Source:Jamboree;Acc:XB-GENE- 486462]	CAEEL03306 | H17B01.1b | CCD72383 | CCD72384 | WBGene00019207 | Facilitated glucose transporter protein 1 [Source:UniProtKB/Swiss-Prot;Acc:O44827]	many:many	
272	13040	XENTR00272 | ENSXETP00000020096 | ENSXETT00000020096 | AAH88553.1 | ENSXETG00000009145 | F6YP50_XENTR | solute carrier family 2 (facilitated glucose transporter), member 2 [Source:Jamboree;Acc:XB-GENE- 486462]	CAEEL13040 | R09B5.11 | CCD68888 | WBGene00019979 | Facilitated glucose transporter homolog [Source:UniProtKB/Swiss-Prot;Acc:O44616]	many:many	
273	19705	XENTR00273 | ENSXETP00000020078 | ENSXETT00000020078 | ENSXETG00000009142 | TRAF2 and NCK interacting kinase [Source:Jamboree;Acc:XB-GENE-480067]	CAEEL19705 | ZC504.4c | AAD14593 | AAD14594 | AAD14595 | CAB63416 | CAB63417 | CAC42384 | CAD57714 | WBGene00003247 | Serine/threonine-protein kinase mig-15 [Source:UniProtKB/Swiss-Prot;Acc:Q23356]	many:1	
278	7006	XENTR00278 | ENSXETP00000058311 | ENSXETT00000060856 | ENSXETG00000030915 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6SZU6]	CAEEL07006 | W04B5.5 | CCD68653 | WBGene00021022 | Q9UA62_CAEEL	many:1	
282	7006	XENTR00282 | ENSXETP00000062652 | ENSXETT00000063511 | ENSXETG00000032401 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F7BE82]	CAEEL07006 | W04B5.5 | CCD68653 | WBGene00021022 | Q9UA62_CAEEL	many:1	
286	5889	XENTR00286 | ENSXETP00000015756 | ENSXETT00000015756 | ENSXETG00000007252 | phosphoinositide-3-kinase, catalytic, alpha polypeptide [Source:Jamboree;Acc:XB-GENE-998106]	CAEEL05889 | B0334.8a | AAC47459 | CAA91377 | WBGene00000090 | Phosphatidylinositol 3-kinase age-1 [Source:UniProtKB/Swiss-Prot;Acc:Q94125]	many:1	
289	4524	XENTR00289 | ENSXETP00000015768 | ENSXETT00000015768 | AAI66148.1 | CAJ83518.1 | ENSXETG00000007258 | mitofusin 1 [Source:Jamboree;Acc:XB-GENE-998114]	CAEEL04524 | ZK1248.14 | CCD72511 | WBGene00001509 | Transmembrane GTPase fzo-1  [Source:UniProtKB/Swiss- Prot;Acc:Q23424]	many:1	
290	5940	XENTR00290 | ENSXETP00000031200 | ENSXETT00000031200 | CAJ81983.1 | ENSXETG00000007259 | guanine nucleotide binding protein (G protein), beta polypeptide 4 [Source:Jamboree;Acc:XB-GENE-970638]	CAEEL05940 | F13D12.7a.1 | AAK55963 | CAA35532 | CAA88948 | WBGene00001679 | Guanine nucleotide-binding protein subunit beta-1 [Source:UniProtKB/Swiss-Prot;Acc:P17343]	1:1	
291	10340	XENTR00291 | ENSXETP00000015779 | ENSXETT00000015779 | ENSXETG00000007260 | actin-like 6A [Source:Jamboree;Acc:XB-GENE-491948]	CAEEL10340 | ZK616.4.2 | CCD71110 | WBGene00022774 | Q9N4N4_CAEEL | SWI/SNF nucleosome remodeling complex component [Source:RefSeq peptide;Acc:NP_500801]	1:1	14016
