Orthogroup	SACKO_ok	HUMAN
OG0000121	SACKO_15163, SACKO_26268, SACKO_32139, SACKO_01099, SACKO_22905, SACKO_28129, SACKO_02275	HUMAN18067
OG0000122	SACKO_31419	HUMAN12772, HUMAN27264, HUMAN18288
OG0000123	SACKO_13259	HUMAN22221, HUMAN24254
OG0000123	SACKO_30225	HUMAN03664, HUMAN27696, HUMAN24043
OG0000123	SACKO_06537	HUMAN24040, HUMAN24041
OG0000123	SACKO_24348, SACKO_30793, SACKO_27811, SACKO_31897	HUMAN24256
OG0000124	SACKO_33754, SACKO_22345	HUMAN03991
OG0000124	SACKO_18436, SACKO_18432	HUMAN00442, HUMAN00443
OG0000124	SACKO_28600, SACKO_28595	HUMAN08498, HUMAN16926
OG0000124	SACKO_02327	HUMAN09305, HUMAN02618
OG0000125	SACKO_05896	HUMAN12557, HUMAN20597
OG0000125	SACKO_18622	HUMAN20601, HUMAN20600, HUMAN12568, HUMAN12567, HUMAN12566, HUMAN06479, HUMAN06480
OG0000125	SACKO_17275	HUMAN20598, HUMAN20599, HUMAN12556
OG0000125	SACKO_21397, SACKO_06987	HUMAN04438, HUMAN04439, HUMAN16073
OG0000126	SACKO_30837	HUMAN07866, HUMAN30407, HUMAN21845
OG0000126	SACKO_09501	HUMAN07493, HUMAN22359
OG0000127	SACKO_08426	HUMAN07859, HUMAN30409, HUMAN21844
OG0000127	SACKO_08394	HUMAN21549, HUMAN07766
OG0000127	SACKO_07799	HUMAN24572, HUMAN16589, HUMAN18562
OG0000127	SACKO_21491	HUMAN27422, HUMAN19318
OG0000127	SACKO_20351	HUMAN10225, HUMAN20144, HUMAN20145, HUMAN13245
OG0000128	SACKO_21605, SACKO_14613	HUMAN04482, HUMAN05330, HUMAN05329
OG0000129	SACKO_00164	HUMAN02545, HUMAN04877, HUMAN25129, HUMAN02543, HUMAN15464, HUMAN02634, HUMAN09344
OG0000129	SACKO_17443	HUMAN05233, HUMAN30228
OG0000130	SACKO_31133	HUMAN22786
OG0000130	SACKO_01253, SACKO_03874	HUMAN25167
OG0000131	SACKO_07703, SACKO_07705	HUMAN19899
OG0000131	SACKO_15194, SACKO_24290, SACKO_24313, SACKO_18924, SACKO_24307, SACKO_24292, SACKO_20765	HUMAN18503, HUMAN18504
OG0000132	SACKO_03725, SACKO_03718, SACKO_03729, SACKO_03732, SACKO_03727, SACKO_15011, SACKO_05386, SACKO_28049	HUMAN24615, HUMAN24626, HUMAN24666, HUMAN24609, HUMAN24612, HUMAN24601
OG0000132	SACKO_26256, SACKO_00485	HUMAN20126
OG0000133	SACKO_27248, SACKO_22010, SACKO_01398, SACKO_30346, SACKO_01385, SACKO_30367, SACKO_30343, SACKO_30332, SACKO_30344, SACKO_30349, SACKO_30360, SACKO_30351, SACKO_27310, SACKO_01384, SACKO_04858, SACKO_04857	HUMAN27246, HUMAN27250, HUMAN27247, HUMAN27249, HUMAN27245, HUMAN27244, HUMAN27243
OG0000136	SACKO_00704	HUMAN24844, HUMAN03600
OG0000137	SACKO_15706, SACKO_03335	HUMAN28180, HUMAN25590, HUMAN25594
OG0000137	SACKO_14791, SACKO_24679, SACKO_26787, SACKO_26762, SACKO_21535, SACKO_21490	HUMAN13481
OG0000137	SACKO_08934, SACKO_08979, SACKO_08926	HUMAN25150, HUMAN25149
OG0000139	SACKO_27972, SACKO_01854, SACKO_11499, SACKO_13298, SACKO_11505, SACKO_11502	HUMAN26414
OG0000140	SACKO_32492	HUMAN27223
OG0000141	SACKO_17562, SACKO_17573	HUMAN22385, HUMAN08585, HUMAN22634, HUMAN07824
OG0000141	SACKO_11362, SACKO_23023	HUMAN27964, HUMAN30567
OG0000142	SACKO_02155	HUMAN29488, HUMAN14465, HUMAN24745
OG0000145	SACKO_12283	HUMAN15367
OG0000147	SACKO_09609, SACKO_09597	HUMAN18499, HUMAN00218
OG0000147	SACKO_29987	HUMAN24559, HUMAN27635
OG0000147	SACKO_25321	HUMAN02299
OG0000147	SACKO_18080	HUMAN18714, HUMAN18712
OG0000148	SACKO_07198, SACKO_01163	HUMAN30520, HUMAN20407, HUMAN26826, HUMAN02390, HUMAN02389
OG0000148	SACKO_01164	HUMAN20409, HUMAN21158, HUMAN20413, HUMAN20412, HUMAN05377, HUMAN02391, HUMAN06229
OG0000149	SACKO_25876, SACKO_25874	HUMAN23614, HUMAN23616, HUMAN23619
OG0000149	SACKO_25452, SACKO_33731, SACKO_25477, SACKO_31812, SACKO_01160, SACKO_10629, SACKO_25873, SACKO_24272, SACKO_00593	HUMAN10034, HUMAN23690
OG0000149	SACKO_01114	HUMAN22790
OG0000151	SACKO_19813	HUMAN14595, HUMAN29381, HUMAN29382, HUMAN24889, HUMAN01320
OG0000151	SACKO_07713	HUMAN26562, HUMAN12958, HUMAN06281, HUMAN17972, HUMAN17973
OG0000151	SACKO_18655	HUMAN29073, HUMAN01218, HUMAN01219
OG0000153	SACKO_00954, SACKO_19748, SACKO_24572, SACKO_05002, SACKO_05021	HUMAN26709, HUMAN15537
OG0000154	SACKO_30029	HUMAN19436
OG0000155	SACKO_06509	HUMAN28367, HUMAN28368, HUMAN25231, HUMAN00772, HUMAN25229, HUMAN28369
OG0000157	SACKO_13943	HUMAN28808, HUMAN14307
OG0000158	SACKO_08920	HUMAN19321, HUMAN25759, HUMAN27804
OG0000159	SACKO_05468	HUMAN27903
OG0000159	SACKO_12615	HUMAN29307
OG0000160	SACKO_18893, SACKO_04388, SACKO_11262, SACKO_24189	HUMAN18884, HUMAN18883
OG0000160	SACKO_16994	HUMAN19901, HUMAN19900, HUMAN19910, HUMAN19911, HUMAN18777, HUMAN19703, HUMAN19833, HUMAN19781
OG0000163	SACKO_28728, SACKO_28760	HUMAN20181, HUMAN13484
OG0000163	SACKO_28733	HUMAN13482, HUMAN13483
OG0000163	SACKO_18542	HUMAN12888, HUMAN06524, HUMAN26092
OG0000164	SACKO_15470	HUMAN10088, HUMAN01535, HUMAN23587, HUMAN15005, HUMAN15004, HUMAN15006
OG0000165	SACKO_06825, SACKO_12757, SACKO_12759, SACKO_21193	HUMAN27465, HUMAN07472, HUMAN30066
OG0000166	SACKO_01793	HUMAN19484
OG0000166	SACKO_19780	HUMAN10732
OG0000166	SACKO_18225	HUMAN10959, HUMAN20038, HUMAN20042, HUMAN00974, HUMAN12174
OG0000167	SACKO_13975	HUMAN00657, HUMAN00658
OG0000168	SACKO_25971	HUMAN04351
OG0000168	SACKO_01287	HUMAN14875, HUMAN23273, HUMAN01023, HUMAN28467
OG0000168	SACKO_01284	HUMAN04352
OG0000171	SACKO_30921	HUMAN23028
OG0000171	SACKO_17743	HUMAN26251, HUMAN03748, HUMAN18622, HUMAN03747
OG0000171	SACKO_04473	HUMAN12335
OG0000171	SACKO_30895, SACKO_18626	HUMAN06783, HUMAN06782
OG0000172	SACKO_28037	HUMAN09786
OG0000172	SACKO_08175	HUMAN06695, HUMAN06696, HUMAN18231, HUMAN17598
OG0000172	SACKO_19254, SACKO_18480, SACKO_05104	HUMAN19177
OG0000174	SACKO_28192, SACKO_28201	HUMAN27541, HUMAN27540, HUMAN22731
OG0000175	SACKO_14233	HUMAN22641, HUMAN22640
OG0000175	SACKO_20858	HUMAN27828, HUMAN27827
OG0000175	SACKO_26661	HUMAN00274
OG0000179	SACKO_06450, SACKO_05905	HUMAN01511, HUMAN01513, HUMAN01517, HUMAN01565, HUMAN01540, HUMAN01553, HUMAN01502, HUMAN26276, HUMAN03337, HUMAN03338
OG0000179	SACKO_15469	HUMAN23712, HUMAN09621
OG0000179	SACKO_14493	HUMAN22996
OG0000179	SACKO_04822	HUMAN17836
OG0000180	SACKO_21622, SACKO_21614, SACKO_21606, SACKO_21611, SACKO_21612, SACKO_21608, SACKO_21625, SACKO_21602, SACKO_12452, SACKO_19707, SACKO_15868, SACKO_10450	HUMAN19779
OG0000180	SACKO_21610	HUMAN21794
OG0000180	SACKO_03905	HUMAN27480, HUMAN07523, HUMAN30008
OG0000181	SACKO_04152	HUMAN06327, HUMAN02594
OG0000181	SACKO_07379	HUMAN26916, HUMAN21065
OG0000181	SACKO_32918	HUMAN08369
OG0000182	SACKO_25918, SACKO_26557, SACKO_19860, SACKO_00796, SACKO_15422, SACKO_28851, SACKO_16686, SACKO_10161, SACKO_15394, SACKO_21176, SACKO_00058, SACKO_24885	HUMAN09225
OG0000183	SACKO_02174	HUMAN15779, HUMAN08957, HUMAN04785, HUMAN02522
OG0000183	SACKO_26873	HUMAN05463
OG0000184	SACKO_20563, SACKO_02843, SACKO_02840, SACKO_05038, SACKO_00035	HUMAN02121
OG0000184	SACKO_18335, SACKO_17629	HUMAN02122, HUMAN02125, HUMAN02123, HUMAN02124, HUMAN02120, HUMAN01543
OG0000185	SACKO_28399	HUMAN28240
OG0000185	SACKO_00274	HUMAN11020, HUMAN08224, HUMAN23184
OG0000185	SACKO_28410	HUMAN16695
OG0000186	SACKO_16624	HUMAN00084
OG0000186	SACKO_23833	HUMAN16942
OG0000186	SACKO_02708, SACKO_02710, SACKO_32104	HUMAN02832
OG0000188	SACKO_09766, SACKO_05116	HUMAN27536
OG0000190	SACKO_14522, SACKO_00368, SACKO_00373	HUMAN01178, HUMAN29208, HUMAN01179, HUMAN29207
OG0000192	SACKO_01682	HUMAN18173
OG0000192	SACKO_22597	HUMAN01281, HUMAN28989, HUMAN14173
OG0000192	SACKO_19499	HUMAN29457
OG0000192	SACKO_31547	HUMAN10321
OG0000193	SACKO_23908	HUMAN05476, HUMAN05474
OG0000193	SACKO_25908	HUMAN26464, HUMAN26463, HUMAN07238, HUMAN07239, HUMAN23343, HUMAN15327, HUMAN15326, HUMAN05473, HUMAN05475, HUMAN19343, HUMAN19575, HUMAN19345, HUMAN19577, HUMAN19344, HUMAN19576
OG0000194	SACKO_00029, SACKO_00051, SACKO_32303, SACKO_32313, SACKO_25043, SACKO_25042, SACKO_00049	HUMAN21679, HUMAN21678, HUMAN21808, HUMAN00275, HUMAN00276
OG0000195	SACKO_19025	HUMAN21628, HUMAN21627, HUMAN21626, HUMAN11913, HUMAN11912, HUMAN21624
OG0000197	SACKO_22226, SACKO_22224, SACKO_22174, SACKO_22266, SACKO_22140, SACKO_22156	HUMAN09888, HUMAN01887, HUMAN09887
OG0000197	SACKO_26257	HUMAN00214, HUMAN21576, HUMAN21577, HUMAN21578, HUMAN05914, HUMAN05913, HUMAN00631, HUMAN25533, HUMAN25532, HUMAN27956, HUMAN27958, HUMAN27961, HUMAN27960, HUMAN27957, HUMAN27959
OG0000200	SACKO_32070	HUMAN02149, HUMAN21772
OG0000201	SACKO_33320	HUMAN25906, HUMAN20134
OG0000201	SACKO_08895	HUMAN20007, HUMAN20008, HUMAN20009, HUMAN11788, HUMAN04555
OG0000201	SACKO_29729	HUMAN12206, HUMAN19902
OG0000202	SACKO_30211	HUMAN08594, HUMAN08593, HUMAN23063, HUMAN27722, HUMAN27584, HUMAN27582, HUMAN27587, HUMAN03812, HUMAN18643, HUMAN24147, HUMAN03775, HUMAN01794
OG0000203	SACKO_10536	HUMAN23097
OG0000203	SACKO_33009	HUMAN27942, HUMAN25548, HUMAN00779
OG0000203	SACKO_21607	HUMAN21966, HUMAN00014
OG0000204	SACKO_32823, SACKO_07430	HUMAN18516
OG0000204	SACKO_19755	HUMAN04275, HUMAN06256
OG0000204	SACKO_07433	HUMAN18515
OG0000205	SACKO_11367	HUMAN08496, HUMAN02469
OG0000205	SACKO_07102, SACKO_12864	HUMAN12678, HUMAN20579, HUMAN06361
OG0000205	SACKO_32641, SACKO_26211, SACKO_12929	HUMAN13147, HUMAN27255, HUMAN27254, HUMAN17799
OG0000207	SACKO_30239	HUMAN13832, HUMAN19141
OG0000208	SACKO_06806, SACKO_06801, SACKO_06805, SACKO_06827, SACKO_12788, SACKO_07539, SACKO_21983, SACKO_21989, SACKO_07554, SACKO_07549, SACKO_31156, SACKO_07529, SACKO_05740	HUMAN19119, HUMAN11858, HUMAN12257, HUMAN12256, HUMAN27010, HUMAN26894
OG0000209	SACKO_28272	HUMAN10642, HUMAN10641
OG0000210	SACKO_25704	HUMAN01117
OG0000210	SACKO_06920	HUMAN22011, HUMAN22010
OG0000211	SACKO_32655	HUMAN05541
OG0000211	SACKO_20445	HUMAN18718
OG0000211	SACKO_09187	HUMAN23611
OG0000211	SACKO_14823, SACKO_14809, SACKO_14837, SACKO_08705	HUMAN10119, HUMAN10120, HUMAN28797
OG0000211	SACKO_16984	HUMAN14218, HUMAN10060
OG0000213	SACKO_28195, SACKO_19628, SACKO_18218, SACKO_25054, SACKO_11573, SACKO_11555, SACKO_11569, SACKO_11583, SACKO_13186, SACKO_33242, SACKO_18177, SACKO_33230, SACKO_23621, SACKO_27705, SACKO_27723, SACKO_29988, SACKO_04534, SACKO_27699, SACKO_02934, SACKO_02927, SACKO_14305, SACKO_02939, SACKO_24389, SACKO_04536, SACKO_31159, SACKO_10249, SACKO_02493, SACKO_33958, SACKO_00738	HUMAN11846, HUMAN07075
OG0000214	SACKO_11568, SACKO_06163, SACKO_03687, SACKO_14646, SACKO_24154, SACKO_24062, SACKO_02510, SACKO_20363, SACKO_33189, SACKO_27672, SACKO_33262, SACKO_32285, SACKO_23049, SACKO_22492, SACKO_19778, SACKO_23372, SACKO_21326, SACKO_29334, SACKO_22384	HUMAN12671
OG0000215	SACKO_24652, SACKO_16614	HUMAN23880, HUMAN18661
OG0000216	SACKO_27452	HUMAN24849, HUMAN24848
OG0000216	SACKO_02016, SACKO_20291	HUMAN29325
OG0000218	SACKO_13048, SACKO_18813, SACKO_18841, SACKO_19249, SACKO_01440, SACKO_08052, SACKO_01447, SACKO_01430	HUMAN21084, HUMAN05261
OG0000220	SACKO_05945	HUMAN03287
OG0000221	SACKO_07311, SACKO_32418	HUMAN18223, HUMAN20676, HUMAN12806, HUMAN12805
OG0000221	SACKO_20289	HUMAN21691, HUMAN00105, HUMAN00104
OG0000221	SACKO_15443	HUMAN18037, HUMAN20574
OG0000223	SACKO_07484	HUMAN28208, HUMAN16716
OG0000223	SACKO_30421, SACKO_18466, SACKO_30424	HUMAN03439
OG0000225	SACKO_25492, SACKO_26675, SACKO_25518, SACKO_23391, SACKO_25483, SACKO_25473, SACKO_25501, SACKO_25456	HUMAN26821, HUMAN26818, HUMAN02411, HUMAN20859, HUMAN20858, HUMAN26781, HUMAN06681, HUMAN06682, HUMAN28017, HUMAN28016, HUMAN22075, HUMAN22076, HUMAN24061
OG0000226	SACKO_00392	HUMAN18050
OG0000226	SACKO_21639, SACKO_00395	HUMAN16817
OG0000227	SACKO_16510	HUMAN14351
OG0000227	SACKO_14267	HUMAN18012, HUMAN26229
OG0000227	SACKO_16493	HUMAN14350, HUMAN09613, HUMAN09611
OG0000227	SACKO_24661	HUMAN10994, HUMAN24420, HUMAN18815
OG0000228	SACKO_33161	HUMAN11712, HUMAN04553, HUMAN04552
OG0000228	SACKO_07614, SACKO_25155	HUMAN04548
OG0000229	SACKO_15646, SACKO_15650, SACKO_15659, SACKO_31947, SACKO_14243, SACKO_02834, SACKO_02833, SACKO_29261	HUMAN29674
OG0000230	SACKO_24726	HUMAN27790, HUMAN16569
OG0000230	SACKO_09121, SACKO_09814, SACKO_09818, SACKO_09815	HUMAN16568, HUMAN13053, HUMAN13054, HUMAN13049
OG0000231	SACKO_17320	HUMAN30467, HUMAN17388, HUMAN22380, HUMAN04081
OG0000231	SACKO_33888	HUMAN11124, HUMAN27993, HUMAN27994
OG0000233	SACKO_18656, SACKO_18643	HUMAN28694, HUMAN28693
OG0000234	SACKO_21028	HUMAN14313, HUMAN13886, HUMAN13884, HUMAN09743, HUMAN01653
OG0000234	SACKO_01549	HUMAN02863, HUMAN02862, HUMAN04453
OG0000235	SACKO_07025	HUMAN09679, HUMAN22334, HUMAN07552, HUMAN17686
OG0000235	SACKO_07031, SACKO_07024, SACKO_07029, SACKO_07026	HUMAN22277
OG0000236	SACKO_00233	HUMAN01231
OG0000236	SACKO_31312	HUMAN25711
OG0000238	SACKO_14320, SACKO_28194	HUMAN10740
OG0000238	SACKO_11714, SACKO_19006	HUMAN26143, HUMAN26145, HUMAN26144, HUMAN06380, HUMAN06379, HUMAN06378, HUMAN06376, HUMAN06377, HUMAN06630
OG0000238	SACKO_28313	HUMAN13821
OG0000239	SACKO_23050	HUMAN12749, HUMAN02988, HUMAN18073
OG0000239	SACKO_03853	HUMAN08545
OG0000239	SACKO_23070	HUMAN12754, HUMAN26078
OG0000240	SACKO_18260, SACKO_18199	HUMAN19892, HUMAN19897
OG0000242	SACKO_11564	HUMAN06808
OG0000242	SACKO_24398, SACKO_19170, SACKO_19165	HUMAN04472, HUMAN16342
OG0000242	SACKO_31437	HUMAN17637, HUMAN26476
OG0000244	SACKO_25569, SACKO_21049	HUMAN08182, HUMAN11623, HUMAN21504, HUMAN11095, HUMAN11094, HUMAN18917, HUMAN27992
OG0000245	SACKO_20346, SACKO_20359, SACKO_20349	HUMAN04221, HUMAN06119, HUMAN19518, HUMAN05726, HUMAN01960, HUMAN17748, HUMAN13244, HUMAN12223, HUMAN12226, HUMAN15927, HUMAN20162
OG0000246	SACKO_32904	HUMAN15952
OG0000248	SACKO_05978	HUMAN28926, HUMAN28842, HUMAN01609, HUMAN01611, HUMAN01612
OG0000250	SACKO_18012, SACKO_18008, SACKO_18019	HUMAN13350
OG0000250	SACKO_06222	HUMAN13349, HUMAN13351
OG0000250	SACKO_19847	HUMAN27668
OG0000250	SACKO_08487	HUMAN06114
OG0000251	SACKO_16959	HUMAN21878, HUMAN21879, HUMAN00428
OG0000251	SACKO_31103	HUMAN18381
OG0000251	SACKO_18952	HUMAN29671, HUMAN00112, HUMAN21687
OG0000255	SACKO_00039	HUMAN30604, HUMAN30605
OG0000255	SACKO_02560, SACKO_04653, SACKO_21059, SACKO_27247	HUMAN04286
OG0000256	SACKO_19804	HUMAN29239, HUMAN14982
OG0000256	SACKO_31234, SACKO_11114, SACKO_10962, SACKO_00717, SACKO_10964, SACKO_29212, SACKO_18022, SACKO_00855, SACKO_17003, SACKO_05084	HUMAN23740, HUMAN09481, HUMAN01743
OG0000257	SACKO_15321	HUMAN08809, HUMAN18743
OG0000258	SACKO_00377	HUMAN13201, HUMAN08490
OG0000258	SACKO_10833	HUMAN21035, HUMAN02853
OG0000258	SACKO_32411	HUMAN08489, HUMAN16922
OG0000259	SACKO_22682, SACKO_26999, SACKO_00545, SACKO_00544	HUMAN21383
OG0000260	SACKO_23657	HUMAN26833, HUMAN20959
OG0000260	SACKO_18171	HUMAN03777
OG0000261	SACKO_30848	HUMAN21681, HUMAN07777, HUMAN07776, HUMAN30345, HUMAN30344
OG0000263	SACKO_11637	HUMAN25245
OG0000265	SACKO_17354	HUMAN14652, HUMAN29223, HUMAN29225
OG0000265	SACKO_17458, SACKO_06245	HUMAN06211
OG0000268	SACKO_19607	HUMAN17752
OG0000268	SACKO_20817, SACKO_19604	HUMAN17746, HUMAN17747, HUMAN13867
OG0000270	SACKO_22265	HUMAN16923, HUMAN08492, HUMAN15842
OG0000270	SACKO_10346	HUMAN19509, HUMAN25405
OG0000270	SACKO_13731	HUMAN15869
OG0000272	SACKO_18347	HUMAN28095
OG0000272	SACKO_29715	HUMAN11703
OG0000272	SACKO_18346	HUMAN16604, HUMAN00549, HUMAN28096, HUMAN19042
OG0000273	SACKO_25860, SACKO_18590	HUMAN15012
OG0000273	SACKO_19268, SACKO_19256, SACKO_19271, SACKO_19295, SACKO_19266, SACKO_19252, SACKO_19263	HUMAN10566, HUMAN10565, HUMAN10564, HUMAN10563
OG0000273	SACKO_18588	HUMAN07421
OG0000273	SACKO_00732	HUMAN07418, HUMAN07417, HUMAN07420, HUMAN07419
OG0000273	SACKO_11419	HUMAN16753, HUMAN16752
OG0000275	SACKO_11935	HUMAN18758, HUMAN18757, HUMAN08320
OG0000275	SACKO_21462	HUMAN03545, HUMAN28702, HUMAN17534
OG0000276	SACKO_25211	HUMAN14938, HUMAN14939
OG0000276	SACKO_00244	HUMAN22311
OG0000277	SACKO_10207	HUMAN10958, HUMAN04583, HUMAN07256
OG0000277	SACKO_13321	HUMAN03378, HUMAN22680, HUMAN22682, HUMAN24311
OG0000277	SACKO_25436	HUMAN07255
OG0000278	SACKO_15807	HUMAN07375
OG0000278	SACKO_13664	HUMAN12098
OG0000278	SACKO_06388	HUMAN15041
OG0000278	SACKO_11366	HUMAN16991
OG0000278	SACKO_13514	HUMAN08210, HUMAN08208, HUMAN08211
OG0000280	SACKO_05086	HUMAN14956, HUMAN23588, HUMAN10086
OG0000280	SACKO_21917	HUMAN25439
OG0000280	SACKO_08611	HUMAN09733
OG0000281	SACKO_15665, SACKO_15682	HUMAN02461, HUMAN26947, HUMAN26948, HUMAN08198, HUMAN08199, HUMAN11532, HUMAN24413
OG0000281	SACKO_28155	HUMAN23769, HUMAN23090, HUMAN23089
OG0000282	SACKO_12850, SACKO_12863	HUMAN02951, HUMAN12498
OG0000282	SACKO_29302	HUMAN17183
OG0000282	SACKO_07792	HUMAN03610
OG0000282	SACKO_07779	HUMAN22064
OG0000282	SACKO_07698	HUMAN03422
OG0000284	SACKO_27406, SACKO_27401	HUMAN01172, HUMAN24826, HUMAN14646
OG0000284	SACKO_05744, SACKO_27435	HUMAN01285, HUMAN28991
OG0000286	SACKO_20288, SACKO_17631	HUMAN27042
OG0000286	SACKO_18102, SACKO_24666	HUMAN21702
OG0000286	SACKO_14873, SACKO_28861, SACKO_28860, SACKO_14870	HUMAN05817
OG0000286	SACKO_01458	HUMAN21394
OG0000288	SACKO_00022	HUMAN19033
OG0000288	SACKO_00017	HUMAN25535, HUMAN27850
OG0000289	SACKO_25627	HUMAN00853, HUMAN23391
OG0000289	SACKO_25538	HUMAN25308
OG0000290	SACKO_22064	HUMAN17692
OG0000295	SACKO_29580, SACKO_29578, SACKO_28240, SACKO_29581	HUMAN13492
OG0000296	SACKO_20594	HUMAN08613
OG0000296	SACKO_03886	HUMAN23410, HUMAN14549
OG0000296	SACKO_01856	HUMAN23238, HUMAN09898
OG0000296	SACKO_13390	HUMAN23176, HUMAN11443
OG0000297	SACKO_25277	HUMAN23498, HUMAN09565, HUMAN28800, HUMAN24497, HUMAN24495, HUMAN24496, HUMAN24498, HUMAN19189
OG0000299	SACKO_16759	HUMAN13685, HUMAN13683, HUMAN13682, HUMAN13684, HUMAN18940
OG0000300	SACKO_12404	HUMAN25211
OG0000300	SACKO_30124	HUMAN11511
OG0000301	SACKO_16617, SACKO_29682	HUMAN13542
OG0000301	SACKO_06456, SACKO_17860	HUMAN03359, HUMAN24284, HUMAN24283, HUMAN22693
OG0000301	SACKO_00105	HUMAN26951
OG0000301	SACKO_17869	HUMAN03228
OG0000302	SACKO_14674	HUMAN17995
OG0000305	SACKO_13147, SACKO_15287	HUMAN28372, HUMAN28371, HUMAN18211, HUMAN06375, HUMAN06374
OG0000306	SACKO_05913	HUMAN26268
OG0000307	SACKO_02179	HUMAN08959, HUMAN15785
OG0000307	SACKO_07086	HUMAN08960
OG0000307	SACKO_13262, SACKO_06407	HUMAN23554, HUMAN09389, HUMAN09383
OG0000308	SACKO_05538, SACKO_27953	HUMAN26518, HUMAN17798, HUMAN17796, HUMAN17797
OG0000308	SACKO_28262	HUMAN23142
OG0000309	SACKO_02717	HUMAN02855
OG0000309	SACKO_01715	HUMAN21024, HUMAN02857, HUMAN21022, HUMAN21021, HUMAN21023
OG0000310	SACKO_33497	HUMAN29760, HUMAN29761
OG0000312	SACKO_12716	HUMAN09558, HUMAN23442
OG0000312	SACKO_29942	HUMAN29892
OG0000312	SACKO_09512	HUMAN22837, HUMAN07566
OG0000313	SACKO_25102	HUMAN23081, HUMAN23082, HUMAN07848, HUMAN07849
OG0000313	SACKO_12413	HUMAN18542, HUMAN05865, HUMAN18541
OG0000313	SACKO_01992, SACKO_18918	HUMAN05866
OG0000313	SACKO_03803	HUMAN26880, HUMAN26879
OG0000314	SACKO_20267	HUMAN28861
OG0000315	SACKO_21990	HUMAN26404
OG0000315	SACKO_05539	HUMAN18260, HUMAN21457, HUMAN20231, HUMAN27332, HUMAN27331, HUMAN27330
OG0000315	SACKO_02387	HUMAN26829
OG0000316	SACKO_21373	HUMAN23016, HUMAN03066, HUMAN23015, HUMAN23014
OG0000316	SACKO_22473	HUMAN23728, HUMAN14541
OG0000317	SACKO_13987	HUMAN16611, HUMAN00683, HUMAN28101, HUMAN16612
OG0000319	SACKO_08516, SACKO_11140, SACKO_31044, SACKO_30308, SACKO_04054, SACKO_08909, SACKO_21180, SACKO_31045, SACKO_31043	HUMAN27813
OG0000319	SACKO_32883	HUMAN13914
OG0000321	SACKO_18163	HUMAN01031, HUMAN28466
OG0000321	SACKO_06201	HUMAN10412
OG0000321	SACKO_25342	HUMAN07804, HUMAN21631, HUMAN30401, HUMAN30400, HUMAN07803, HUMAN21629
OG0000322	SACKO_25809	HUMAN07374
OG0000323	SACKO_31194	HUMAN01778
OG0000323	SACKO_18533	HUMAN02810, HUMAN19638
OG0000325	SACKO_20591, SACKO_15633	HUMAN28586
OG0000325	SACKO_02602	HUMAN17795, HUMAN12672
OG0000326	SACKO_09487	HUMAN00138, HUMAN21700, HUMAN21697, HUMAN21698, HUMAN11971
OG0000326	SACKO_00052, SACKO_00067, SACKO_08423, SACKO_24590	HUMAN00388, HUMAN00387, HUMAN00389
OG0000329	SACKO_22665, SACKO_26706	HUMAN06602, HUMAN18161, HUMAN26322, HUMAN26323, HUMAN12536
OG0000331	SACKO_00783, SACKO_00534	HUMAN26603, HUMAN13510, HUMAN20180
OG0000332	SACKO_14215	HUMAN22505, HUMAN03239
OG0000333	SACKO_00584	HUMAN29371
OG0000333	SACKO_15818, SACKO_04636, SACKO_18597	HUMAN25596
OG0000338	SACKO_20111	HUMAN13066, HUMAN19731, HUMAN19729, HUMAN13067, HUMAN19730, HUMAN10881
OG0000338	SACKO_31237	HUMAN18523, HUMAN18521
OG0000338	SACKO_13513	HUMAN26174
OG0000339	SACKO_04937, SACKO_04891	HUMAN19136, HUMAN19137
OG0000341	SACKO_34065	HUMAN27909, HUMAN25614, HUMAN19124, HUMAN00589, HUMAN27910
OG0000343	SACKO_01767	HUMAN25327, HUMAN05299
OG0000344	SACKO_24527	HUMAN26468, HUMAN04594, HUMAN07196
OG0000344	SACKO_16635, SACKO_16639, SACKO_02039, SACKO_11488, SACKO_11480, SACKO_11492, SACKO_11497, SACKO_16581	HUMAN06678, HUMAN06679
OG0000345	SACKO_19848	HUMAN23757, HUMAN23095, HUMAN03649
OG0000346	SACKO_27501	HUMAN14664, HUMAN14665, HUMAN01028, HUMAN28459
OG0000349	SACKO_02869	HUMAN19246, HUMAN13809
OG0000350	SACKO_31750	HUMAN19194, HUMAN19193, HUMAN24478, HUMAN25222, HUMAN00783, HUMAN00776
OG0000350	SACKO_31584	HUMAN05923
OG0000350	SACKO_31595	HUMAN08412, HUMAN18677
OG0000351	SACKO_07538	HUMAN06906
OG0000352	SACKO_34178	HUMAN28462, HUMAN14440, HUMAN14836
OG0000352	SACKO_18132	HUMAN07060
OG0000352	SACKO_00810	HUMAN25510
OG0000352	SACKO_22008, SACKO_07999	HUMAN07061
OG0000353	SACKO_06444	HUMAN03163, HUMAN27743, HUMAN03162, HUMAN03166, HUMAN03164, HUMAN03165, HUMAN22804
OG0000356	SACKO_08290, SACKO_08335, SACKO_08330	HUMAN16866, HUMAN16864
OG0000356	SACKO_19855, SACKO_00337	HUMAN24976, HUMAN24975
OG0000357	SACKO_02742	HUMAN07295, HUMAN10915
OG0000357	SACKO_14095	HUMAN27044, HUMAN28888, HUMAN29931, HUMAN29932
OG0000358	SACKO_01547	HUMAN06892
OG0000358	SACKO_13758	HUMAN06877
OG0000358	SACKO_22456	HUMAN06183, HUMAN06182
