Orthogroup	SACKO_ok	CAPO3
OG0000569	SACKO_23211, SACKO_23207, SACKO_30532, SACKO_30530, SACKO_30512, SACKO_30519, SACKO_30529, SACKO_10774, SACKO_03979	CAPO302672
OG0000572	SACKO_32488, SACKO_18077, SACKO_13449	CAPO302048
OG0000573	SACKO_21574	CAPO301573
OG0000573	SACKO_26024	CAPO300482
OG0000574	SACKO_33381, SACKO_28187, SACKO_25843	CAPO303025
OG0000578	SACKO_32404	CAPO305505
OG0000583	SACKO_33042, SACKO_33044	CAPO302594
OG0000585	SACKO_33151	CAPO302010
OG0000586	SACKO_01531	CAPO304818
OG0000587	SACKO_31646	CAPO304868
OG0000588	SACKO_13333	CAPO300701
OG0000590	SACKO_30925	CAPO302664
OG0000590	SACKO_30264	CAPO307990
OG0000591	SACKO_22613	CAPO300885
OG0000591	SACKO_32003, SACKO_32007	CAPO301508, CAPO306921
OG0000592	SACKO_27135, SACKO_27142, SACKO_27110, SACKO_27143, SACKO_27108, SACKO_29473	CAPO302552
OG0000593	SACKO_28197, SACKO_29618	CAPO303950
OG0000594	SACKO_03549, SACKO_33771	CAPO305185
OG0000595	SACKO_02876, SACKO_29815, SACKO_18906, SACKO_20031, SACKO_17653, SACKO_04560, SACKO_04559	CAPO303068, CAPO304997
OG0000597	SACKO_18453	CAPO305949
OG0000600	SACKO_30716, SACKO_34109, SACKO_34187, SACKO_27569	CAPO302133
OG0000603	SACKO_31619, SACKO_31604	CAPO300286
OG0000604	SACKO_11960	CAPO304248
OG0000609	SACKO_07908	CAPO306415
OG0000611	SACKO_14478	CAPO305139
OG0000611	SACKO_26761	CAPO302505
OG0000612	SACKO_10524	CAPO308174
OG0000612	SACKO_16423	CAPO300901
OG0000613	SACKO_12488, SACKO_18352	CAPO306741, CAPO303985
OG0000614	SACKO_19940	CAPO308097
OG0000614	SACKO_31628, SACKO_31587	CAPO306138, CAPO304207
OG0000616	SACKO_26877	CAPO301011
OG0000617	SACKO_15016	CAPO305569
OG0000617	SACKO_23685	CAPO303200, CAPO307815, CAPO308211, CAPO303926, CAPO303924, CAPO303927, CAPO304126, CAPO307888, CAPO301741, CAPO308289, CAPO303317, CAPO306753, CAPO303212, CAPO302527, CAPO302568, CAPO303584, CAPO303106, CAPO302462, CAPO302437, CAPO308109, CAPO302184, CAPO304957, CAPO303314, CAPO303900, CAPO303931, CAPO306863, CAPO308223, CAPO307383, CAPO303613, CAPO303446, CAPO303410, CAPO308100, CAPO307019, CAPO300335, CAPO305613, CAPO305620, CAPO305570, CAPO308045, CAPO303984, CAPO305289, CAPO307167
OG0000619	SACKO_18510	CAPO303580
OG0000620	SACKO_24261, SACKO_01158, SACKO_01207, SACKO_01213	CAPO300569
OG0000623	SACKO_21523, SACKO_18029	CAPO306891
OG0000623	SACKO_10005	CAPO306678
OG0000624	SACKO_27238	CAPO304034, CAPO304035
OG0000627	SACKO_02990	CAPO301912
OG0000628	SACKO_05282, SACKO_26977	CAPO306878
OG0000634	SACKO_04659, SACKO_28150, SACKO_28152	CAPO305866
OG0000636	SACKO_16616	CAPO300927, CAPO308236
OG0000637	SACKO_13417, SACKO_00824	CAPO306492
OG0000639	SACKO_22469	CAPO300322
OG0000639	SACKO_30392, SACKO_02331	CAPO305269
OG0000642	SACKO_21799	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430
OG0000643	SACKO_16191, SACKO_30118, SACKO_00139, SACKO_16201, SACKO_00735	CAPO301316
OG0000645	SACKO_19857	CAPO306925
OG0000645	SACKO_17093	CAPO307784, CAPO304648
OG0000648	SACKO_12118	CAPO306715
OG0000648	SACKO_17289	CAPO307568
OG0000650	SACKO_04649	CAPO302429
OG0000651	SACKO_14845	CAPO301045
OG0000652	SACKO_15084, SACKO_15088	CAPO307163
OG0000653	SACKO_32959, SACKO_03890, SACKO_18693	CAPO304384
OG0000660	SACKO_30045	CAPO304213
OG0000662	SACKO_02611, SACKO_06148, SACKO_28738	CAPO308235
OG0000663	SACKO_26955, SACKO_03887	CAPO303713
OG0000664	SACKO_26065, SACKO_23068	CAPO305353
OG0000665	SACKO_03466, SACKO_03470	CAPO304505, CAPO304163
OG0000666	SACKO_01360	CAPO306172
OG0000667	SACKO_09222, SACKO_28350, SACKO_15540, SACKO_09373, SACKO_32782, SACKO_04521, SACKO_32744, SACKO_04496, SACKO_04503, SACKO_32745, SACKO_09359, SACKO_24268	CAPO305865
OG0000672	SACKO_21164	CAPO301072
OG0000672	SACKO_29531	CAPO301848
OG0000674	SACKO_29269, SACKO_21136	CAPO303746
OG0000676	SACKO_30866	CAPO304343, CAPO305288
OG0000676	SACKO_08481	CAPO300920, CAPO304680
OG0000683	SACKO_30847	CAPO304912
OG0000683	SACKO_25632	CAPO305392, CAPO303509
OG0000684	SACKO_30229	CAPO306227
OG0000690	SACKO_13982	CAPO306653
OG0000690	SACKO_03682	CAPO306445
OG0000690	SACKO_00508	CAPO304114
OG0000691	SACKO_07972, SACKO_11293	CAPO301028
OG0000692	SACKO_04812	CAPO306980
OG0000692	SACKO_00415, SACKO_24162	CAPO306169
OG0000693	SACKO_25307	CAPO307538
OG0000694	SACKO_10312	CAPO302468
OG0000696	SACKO_05595	CAPO305456
OG0000696	SACKO_15257	CAPO305466
OG0000696	SACKO_07580	CAPO301422
OG0000697	SACKO_07543	CAPO304466, CAPO306724
OG0000698	SACKO_00902	CAPO301893
OG0000698	SACKO_00894	CAPO303921
OG0000699	SACKO_27160	CAPO306785, CAPO302735
OG0000701	SACKO_25617, SACKO_32176, SACKO_03805, SACKO_31366	CAPO306727
OG0000703	SACKO_21811	CAPO308078
OG0000706	SACKO_24560, SACKO_28453, SACKO_23476, SACKO_19242, SACKO_19227, SACKO_19231, SACKO_19230	CAPO301985
OG0000708	SACKO_22452	CAPO302130
OG0000708	SACKO_25480	CAPO300640
OG0000709	SACKO_18089	CAPO305451
OG0000711	SACKO_19147, SACKO_19139, SACKO_19149	CAPO304713
OG0000713	SACKO_26669	CAPO302804
OG0000715	SACKO_31209	CAPO305197
OG0000716	SACKO_08963	CAPO306457
OG0000717	SACKO_00278, SACKO_00279	CAPO302989
OG0000718	SACKO_32613	CAPO301597, CAPO306021
OG0000721	SACKO_29734, SACKO_13300	CAPO305154, CAPO301906
OG0000724	SACKO_29558	CAPO300826
OG0000726	SACKO_17190	CAPO302910
OG0000731	SACKO_26280, SACKO_26277	CAPO304569
OG0000732	SACKO_20871	CAPO304867
OG0000732	SACKO_06369, SACKO_05389	CAPO302445
OG0000733	SACKO_32345, SACKO_17671	CAPO301695
OG0000735	SACKO_26054	CAPO302824
OG0000736	SACKO_27734, SACKO_27737, SACKO_10396	CAPO306770
OG0000737	SACKO_25898, SACKO_25903	CAPO304586
OG0000743	SACKO_25583, SACKO_25576, SACKO_25573, SACKO_25597	CAPO306268
OG0000748	SACKO_18174, SACKO_34214, SACKO_22995, SACKO_30887, SACKO_24976, SACKO_29791, SACKO_08056, SACKO_03913, SACKO_09716, SACKO_29657, SACKO_28844, SACKO_32549, SACKO_19984, SACKO_09720	CAPO301276
OG0000751	SACKO_32463	CAPO302771
OG0000751	SACKO_29926	CAPO304118
OG0000752	SACKO_03640	CAPO300507
OG0000752	SACKO_33668	CAPO305335
OG0000753	SACKO_33703	CAPO301378
OG0000754	SACKO_26303, SACKO_02693, SACKO_23811, SACKO_09552, SACKO_27717, SACKO_27718, SACKO_00084, SACKO_27708, SACKO_23813	CAPO300911, CAPO306986, CAPO303353
OG0000755	SACKO_19024	CAPO300267
OG0000757	SACKO_00716	CAPO307096
OG0000757	SACKO_32163	CAPO300067
OG0000758	SACKO_05592	CAPO305275
OG0000759	SACKO_29477	CAPO300473
OG0000761	SACKO_04696	CAPO305655
OG0000765	SACKO_02329	CAPO301853
OG0000766	SACKO_22474	CAPO300388
OG0000767	SACKO_14609	CAPO305367
OG0000768	SACKO_23463	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904
OG0000772	SACKO_24880	CAPO304708, CAPO302709
OG0000774	SACKO_04816, SACKO_22074, SACKO_01221, SACKO_01162, SACKO_26595, SACKO_26612	CAPO306995
OG0000775	SACKO_02587, SACKO_25832, SACKO_34101, SACKO_18980, SACKO_34030	CAPO306201
OG0000776	SACKO_18768, SACKO_20604	CAPO307356
OG0000779	SACKO_09223	CAPO305943
OG0000779	SACKO_27144	CAPO300301
OG0000788	SACKO_23309, SACKO_16503	CAPO304590
OG0000791	SACKO_06891	CAPO304699
OG0000792	SACKO_30915, SACKO_20208	CAPO305838
OG0000793	SACKO_32255	CAPO301604
OG0000794	SACKO_17237	CAPO304031
OG0000797	SACKO_34169	CAPO307534
OG0000803	SACKO_08403	CAPO301668
OG0000810	SACKO_25393, SACKO_08781	CAPO305098, CAPO306601
OG0000813	SACKO_06455	CAPO300040, CAPO308168
OG0000814	SACKO_00194, SACKO_27445, SACKO_29758	CAPO307227
OG0000815	SACKO_20831, SACKO_03458, SACKO_17789, SACKO_08338, SACKO_18609	CAPO300838
OG0000816	SACKO_07849, SACKO_17944, SACKO_17471	CAPO304990
OG0000818	SACKO_13438	CAPO307656
OG0000820	SACKO_08030	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452
OG0000824	SACKO_23935, SACKO_23963, SACKO_19936	CAPO303788
OG0000825	SACKO_07264, SACKO_03586	CAPO305165, CAPO306157, CAPO306129
OG0000826	SACKO_11139, SACKO_24167, SACKO_19966	CAPO306060
OG0000827	SACKO_21318, SACKO_01112, SACKO_13653, SACKO_13648, SACKO_21283	CAPO304578
OG0000828	SACKO_17945, SACKO_19680	CAPO306023
OG0000828	SACKO_02201	CAPO307153
OG0000834	SACKO_13031, SACKO_10495	CAPO306233
OG0000836	SACKO_11321, SACKO_24479, SACKO_19694, SACKO_24783, SACKO_24782, SACKO_24773, SACKO_32144	CAPO306019, CAPO307821
OG0000837	SACKO_15029	CAPO308104, CAPO303511
OG0000838	SACKO_03577	CAPO303856
OG0000841	SACKO_13443	CAPO307470
OG0000844	SACKO_32818, SACKO_32829, SACKO_32835	CAPO306591, CAPO307267
OG0000845	SACKO_02794, SACKO_22545, SACKO_22544, SACKO_13159	CAPO303615
OG0000847	SACKO_25423	CAPO301759, CAPO307057
OG0000847	SACKO_08722, SACKO_21230	CAPO308298
OG0000849	SACKO_13107	CAPO304492
OG0000850	SACKO_07519	CAPO302141
OG0000850	SACKO_23021, SACKO_27751	CAPO306299
OG0000851	SACKO_14437	CAPO304092
OG0000852	SACKO_16562	CAPO307622
OG0000857	SACKO_29337	CAPO302559
OG0000858	SACKO_32630, SACKO_23749	CAPO302161
OG0000860	SACKO_16104	CAPO306338
OG0000871	SACKO_18718	CAPO300407
OG0000872	SACKO_32165	CAPO308293
OG0000873	SACKO_12092	CAPO307878
OG0000875	SACKO_11708, SACKO_01411	CAPO303418, CAPO302903
OG0000876	SACKO_25954, SACKO_25953	CAPO302150
OG0000877	SACKO_32129, SACKO_23960	CAPO304981
OG0000879	SACKO_28298	CAPO301982
OG0000881	SACKO_29973	CAPO301333, CAPO300020
OG0000881	SACKO_18831	CAPO308042
OG0000888	SACKO_12082	CAPO300320
OG0000889	SACKO_03115	CAPO302257
OG0000889	SACKO_15045	CAPO304144
OG0000890	SACKO_31309	CAPO304283
OG0000891	SACKO_16661, SACKO_16652	CAPO307358
OG0000894	SACKO_26922	CAPO300968, CAPO300967
OG0000894	SACKO_02223	CAPO301227
OG0000896	SACKO_27525	CAPO301183
OG0000896	SACKO_25582, SACKO_18087	CAPO304049
OG0000897	SACKO_27937, SACKO_11689	CAPO306059
OG0000898	SACKO_16757, SACKO_27052	CAPO302619
OG0000899	SACKO_30501	CAPO300655
OG0000904	SACKO_17479	CAPO305539
OG0000905	SACKO_13565	CAPO303384
OG0000909	SACKO_13346	CAPO300878
OG0000911	SACKO_07709	CAPO302608
OG0000912	SACKO_25608, SACKO_29559	CAPO302397
OG0000913	SACKO_00547, SACKO_15554, SACKO_15585, SACKO_15570	CAPO300255
OG0000914	SACKO_02857, SACKO_23742	CAPO302002
OG0000921	SACKO_04977	CAPO300272
OG0000925	SACKO_08031, SACKO_26395	CAPO304563
OG0000928	SACKO_11640	CAPO301245
OG0000929	SACKO_20793, SACKO_08944	CAPO303494
OG0000931	SACKO_25239, SACKO_25231	CAPO303586
OG0000932	SACKO_04386	CAPO306783
OG0000934	SACKO_29528	CAPO306946, CAPO300619
OG0000934	SACKO_28076	CAPO304006
OG0000935	SACKO_27279	CAPO307401
OG0000944	SACKO_14532	CAPO304090
OG0000952	SACKO_31709, SACKO_31700	CAPO300179
OG0000954	SACKO_09923	CAPO303535
OG0000954	SACKO_25005	CAPO305800
OG0000955	SACKO_27594	CAPO303429
OG0000955	SACKO_11876	CAPO301514
OG0000955	SACKO_14411	CAPO308190
OG0000960	SACKO_17419	CAPO304728
OG0000963	SACKO_03897	CAPO303990
OG0000965	SACKO_31862, SACKO_21944	CAPO305928
OG0000965	SACKO_29607	CAPO302148
OG0000967	SACKO_33567	CAPO304786
OG0000970	SACKO_05435	CAPO301807
OG0000974	SACKO_16128, SACKO_16106, SACKO_16116, SACKO_16100, SACKO_26926, SACKO_23081, SACKO_16105, SACKO_23031, SACKO_26929	CAPO306940
OG0000978	SACKO_05312, SACKO_33844	CAPO306307
OG0000980	SACKO_19244, SACKO_05766, SACKO_05761	CAPO305742
OG0000982	SACKO_10519	CAPO301371
OG0000984	SACKO_22470, SACKO_22468, SACKO_28472	CAPO307940
OG0000985	SACKO_21389	CAPO304864
OG0000986	SACKO_22424, SACKO_18517	CAPO305058
OG0000987	SACKO_11731	CAPO306365
OG0000992	SACKO_27180, SACKO_01033, SACKO_27184	CAPO308244
OG0000993	SACKO_08088	CAPO303930
OG0000994	SACKO_04389	CAPO306999
OG0000996	SACKO_00027	CAPO304603
OG0000997	SACKO_14564, SACKO_19635, SACKO_06080, SACKO_06219	CAPO306501
OG0000998	SACKO_04803, SACKO_30467, SACKO_30447, SACKO_23039, SACKO_03333	CAPO302508
OG0000999	SACKO_02941, SACKO_27886	CAPO303484, CAPO302236
OG0001006	SACKO_28465, SACKO_25694	CAPO308145
OG0001009	SACKO_13013, SACKO_17660, SACKO_04223	CAPO305830
OG0001015	SACKO_22655	CAPO304771
OG0001016	SACKO_04981	CAPO300038
OG0001016	SACKO_21664, SACKO_15992	CAPO302596
OG0001024	SACKO_33645, SACKO_33650	CAPO300862
OG0001033	SACKO_17499	CAPO305083
OG0001036	SACKO_31534	CAPO301917
OG0001037	SACKO_25311	CAPO306107
OG0001039	SACKO_07566, SACKO_29826	CAPO305080
OG0001042	SACKO_12664	CAPO301530
OG0001044	SACKO_31463, SACKO_00729, SACKO_00722, SACKO_00706, SACKO_01307, SACKO_07099, SACKO_07110, SACKO_01299, SACKO_11091, SACKO_11109	CAPO305401, CAPO306389
OG0001045	SACKO_01115, SACKO_28078	CAPO300115
OG0001046	SACKO_19301	CAPO304357
OG0001048	SACKO_21452	CAPO306868
OG0001049	SACKO_03823	CAPO305769
OG0001050	SACKO_13547	CAPO306760
OG0001060	SACKO_10412	CAPO302777
OG0001062	SACKO_29376	CAPO300111
OG0001064	SACKO_15500, SACKO_34089, SACKO_31670, SACKO_03351, SACKO_16766, SACKO_31676, SACKO_12962, SACKO_12955, SACKO_12937, SACKO_30160	CAPO304594
OG0001066	SACKO_07584	CAPO305156
OG0001069	SACKO_19183	CAPO302455, CAPO306118, CAPO302877, CAPO302066, CAPO302758
OG0001072	SACKO_10482, SACKO_03267, SACKO_03307	CAPO304331
OG0001073	SACKO_21449, SACKO_04327	CAPO307880
OG0001075	SACKO_11315, SACKO_14262	CAPO305658
OG0001076	SACKO_06837	CAPO306580
OG0001078	SACKO_03626	CAPO300211
OG0001081	SACKO_04540, SACKO_24447, SACKO_17592, SACKO_17551	CAPO302911
OG0001082	SACKO_05811, SACKO_32916, SACKO_08099	CAPO306944
OG0001083	SACKO_03733	CAPO306339
OG0001085	SACKO_23475	CAPO305936
OG0001092	SACKO_08155, SACKO_08149	CAPO303664
OG0001094	SACKO_19741, SACKO_11943	CAPO301309
OG0001095	SACKO_26687	CAPO303064
OG0001096	SACKO_17666, SACKO_27109, SACKO_27146, SACKO_23783, SACKO_32878, SACKO_26925, SACKO_33433	CAPO308143
OG0001101	SACKO_12678	CAPO301529
OG0001104	SACKO_17440, SACKO_10508, SACKO_03224	CAPO306923
OG0001106	SACKO_08822, SACKO_09682	CAPO307850
OG0001108	SACKO_04290, SACKO_04715, SACKO_31250	CAPO300863
OG0001113	SACKO_21432	CAPO302840
OG0001113	SACKO_05156	CAPO304589
OG0001116	SACKO_23852, SACKO_20251	CAPO303103
OG0001120	SACKO_19029	CAPO300555
OG0001121	SACKO_32575	CAPO305030
OG0001122	SACKO_19059, SACKO_19597, SACKO_18811, SACKO_23928, SACKO_23911, SACKO_23922, SACKO_23929, SACKO_23934, SACKO_19032, SACKO_23921, SACKO_05283, SACKO_23920, SACKO_03102	CAPO300744
OG0001123	SACKO_00205	CAPO305010
OG0001124	SACKO_10008, SACKO_04873	CAPO307326
OG0001126	SACKO_28905, SACKO_15936	CAPO301067
OG0001128	SACKO_18074, SACKO_18055	CAPO301710
OG0001129	SACKO_22362, SACKO_19446	CAPO306230
OG0001130	SACKO_17247, SACKO_21924, SACKO_08719, SACKO_08682, SACKO_19389, SACKO_19419	CAPO305636
OG0001132	SACKO_22464	CAPO303538
OG0001133	SACKO_03939	CAPO302577
OG0001133	SACKO_03870	CAPO300360
OG0001134	SACKO_00371	CAPO304261
OG0001136	SACKO_08700, SACKO_08683	CAPO301949
OG0001137	SACKO_31589	CAPO308164
OG0001139	SACKO_11336, SACKO_08887	CAPO300537
OG0001140	SACKO_04124, SACKO_23104, SACKO_04138, SACKO_23108, SACKO_04131, SACKO_04133, SACKO_23103, SACKO_04130, SACKO_15430, SACKO_21499	CAPO308326
OG0001142	SACKO_08495	CAPO304790
OG0001143	SACKO_27075	CAPO304300
OG0001144	SACKO_23855	CAPO307577
OG0001146	SACKO_04608, SACKO_10399	CAPO300511
OG0001147	SACKO_09564, SACKO_08856, SACKO_19698, SACKO_05046, SACKO_33484, SACKO_33475, SACKO_33485, SACKO_33493, SACKO_33506, SACKO_17415, SACKO_33507, SACKO_26881, SACKO_10882, SACKO_10926, SACKO_19524, SACKO_16781, SACKO_10892, SACKO_10868, SACKO_31730, SACKO_31722, SACKO_00703, SACKO_31538, SACKO_05949, SACKO_05923, SACKO_05902, SACKO_05895, SACKO_05938	CAPO306370
OG0001149	SACKO_23060	CAPO305549
OG0001156	SACKO_12887	CAPO306962
OG0001158	SACKO_17293, SACKO_22305, SACKO_17286	CAPO302639
OG0001160	SACKO_03583	CAPO304743
OG0001161	SACKO_21600, SACKO_15264, SACKO_27696	CAPO301112
OG0001163	SACKO_31507	CAPO301684, CAPO307755, CAPO304886
OG0001167	SACKO_12026	CAPO307849
OG0001168	SACKO_18942	CAPO301546
OG0001169	SACKO_01891	CAPO301751
OG0001170	SACKO_27342	CAPO302766
OG0001171	SACKO_20825	CAPO300420
OG0001175	SACKO_00167	CAPO304133, CAPO306812
OG0001179	SACKO_26771, SACKO_32134	CAPO300184
OG0001181	SACKO_08231, SACKO_27253, SACKO_08232	CAPO301983
OG0001183	SACKO_22928, SACKO_25666	CAPO301096
OG0001184	SACKO_04686	CAPO306392
OG0001185	SACKO_25271	CAPO303366
OG0001186	SACKO_04961	CAPO302303
OG0001186	SACKO_32087	CAPO307451
OG0001188	SACKO_25731	CAPO300558
OG0001191	SACKO_17114	CAPO301625
OG0001196	SACKO_02477	CAPO301570
OG0001197	SACKO_29198, SACKO_32347	CAPO306552
OG0001199	SACKO_31333, SACKO_03906	CAPO305690
OG0001201	SACKO_15686	CAPO302220
OG0001202	SACKO_21894, SACKO_33694	CAPO306186
OG0001207	SACKO_03977	CAPO305627
OG0001207	SACKO_25128	CAPO302093
OG0001208	SACKO_25532	CAPO300830
OG0001209	SACKO_17895, SACKO_21794	CAPO302948
OG0001210	SACKO_12027	CAPO300919
OG0001210	SACKO_22645	CAPO302555
OG0001213	SACKO_12475	CAPO304729
OG0001213	SACKO_19088	CAPO303632
OG0001214	SACKO_17861	CAPO304780
OG0001215	SACKO_19345	CAPO302583
OG0001216	SACKO_20921, SACKO_23314	CAPO307997
OG0001217	SACKO_25190, SACKO_25209	CAPO306810
OG0001218	SACKO_09575	CAPO307457
OG0001221	SACKO_15128, SACKO_31267, SACKO_31272, SACKO_31273	CAPO307765
OG0001222	SACKO_24552, SACKO_02676	CAPO301496, CAPO301391, CAPO303918
OG0001226	SACKO_21968, SACKO_20774	CAPO307936
OG0001232	SACKO_31664, SACKO_31674, SACKO_01123, SACKO_31671	CAPO304224
OG0001233	SACKO_30626, SACKO_00389, SACKO_00384, SACKO_00398	CAPO303591
OG0001234	SACKO_26867, SACKO_26860	CAPO307897
OG0001241	SACKO_21518	CAPO303368
OG0001241	SACKO_25804	CAPO304888
OG0001247	SACKO_16919	CAPO303193, CAPO307423
OG0001248	SACKO_03917	CAPO303079
OG0001249	SACKO_07046, SACKO_07044	CAPO306922
OG0001250	SACKO_22060	CAPO302323
OG0001251	SACKO_21043	CAPO302019
OG0001252	SACKO_00497	CAPO300016
OG0001253	SACKO_07955	CAPO306156
OG0001254	SACKO_17099, SACKO_17085, SACKO_17104	CAPO307546
OG0001261	SACKO_02379	CAPO302839
OG0001263	SACKO_18553, SACKO_10674	CAPO301777
OG0001267	SACKO_05778, SACKO_25091, SACKO_21996	CAPO307578
OG0001268	SACKO_11197, SACKO_06254, SACKO_30805	CAPO303692
OG0001270	SACKO_24994	CAPO306176
OG0001270	SACKO_01019	CAPO304393
OG0001271	SACKO_30312	CAPO302779
OG0001272	SACKO_25421	CAPO305566
OG0001273	SACKO_29270	CAPO301889
OG0001274	SACKO_16020	CAPO308194
OG0001276	SACKO_30635	CAPO302888
OG0001278	SACKO_28908, SACKO_12827, SACKO_12823	CAPO306229
OG0001279	SACKO_20454	CAPO302733
OG0001280	SACKO_17298	CAPO300326
OG0001281	SACKO_27839, SACKO_17699, SACKO_17706, SACKO_27835, SACKO_17701, SACKO_25721	CAPO304088, CAPO303543
OG0001282	SACKO_11635	CAPO303595
OG0001284	SACKO_27293, SACKO_16492	CAPO300970
OG0001285	SACKO_12735	CAPO304179
OG0001286	SACKO_00888, SACKO_00969	CAPO303892
OG0001287	SACKO_31693	CAPO302822, CAPO304538
OG0001288	SACKO_05048, SACKO_15962	CAPO302651
OG0001289	SACKO_27725, SACKO_22810	CAPO306071
OG0001290	SACKO_09675, SACKO_22471	CAPO302574
OG0001291	SACKO_21943	CAPO300695
OG0001294	SACKO_03533	CAPO304223
OG0001295	SACKO_22899	CAPO306210
OG0001296	SACKO_11661	CAPO308260
OG0001297	SACKO_31951, SACKO_31914	CAPO305437
OG0001300	SACKO_02042	CAPO303702, CAPO301019, CAPO300154
OG0001302	SACKO_07352	CAPO302654
OG0001302	SACKO_13308	CAPO302215
OG0001304	SACKO_19061	CAPO302419
OG0001305	SACKO_26780	CAPO304488
OG0001308	SACKO_29701	CAPO300432
OG0001309	SACKO_31608	CAPO300871
OG0001310	SACKO_11650	CAPO305405
OG0001310	SACKO_12687	CAPO300151
OG0001311	SACKO_03046, SACKO_14169	CAPO300585
OG0001312	SACKO_03694	CAPO304811
OG0001314	SACKO_28289, SACKO_25320, SACKO_08201, SACKO_28337, SACKO_23656, SACKO_08222, SACKO_24985	CAPO306642
OG0001317	SACKO_20482, SACKO_08200	CAPO302225
OG0001318	SACKO_20260	CAPO306280
OG0001318	SACKO_33046	CAPO303315
OG0001319	SACKO_33893, SACKO_17261	CAPO304915
OG0001320	SACKO_15495	CAPO307498
OG0001320	SACKO_03528	CAPO304958
OG0001321	SACKO_00755	CAPO301358
OG0001322	SACKO_00634, SACKO_05223	CAPO302022
OG0001323	SACKO_09370	CAPO301735
OG0001325	SACKO_27663	CAPO304115
OG0001326	SACKO_30260	CAPO306149
OG0001327	SACKO_11723, SACKO_26434	CAPO305568
OG0001328	SACKO_24069	CAPO302287
OG0001330	SACKO_00723	CAPO304584, CAPO300112
OG0001332	SACKO_15759, SACKO_15750, SACKO_15764, SACKO_15770	CAPO305487
OG0001333	SACKO_02537, SACKO_31933, SACKO_31954	CAPO301191
OG0001344	SACKO_14763	CAPO308153
OG0001345	SACKO_23714, SACKO_23639, SACKO_23595, SACKO_23715	CAPO306177
OG0001348	SACKO_28912	CAPO304908
OG0001350	SACKO_01074	CAPO305116, CAPO303054
OG0001352	SACKO_25575, SACKO_25587, SACKO_15835, SACKO_13422, SACKO_13435	CAPO303801
OG0001353	SACKO_05612	CAPO303379
OG0001355	SACKO_12733	CAPO307732
OG0001358	SACKO_18923, SACKO_18913	CAPO302204
OG0001359	SACKO_04493, SACKO_04499	CAPO303726
OG0001361	SACKO_13566	CAPO307400
OG0001361	SACKO_06636, SACKO_20244	CAPO306689
OG0001364	SACKO_22285	CAPO307249
OG0001366	SACKO_14270, SACKO_14260	CAPO302707
OG0001367	SACKO_11804	CAPO304628
OG0001370	SACKO_00812	CAPO306956
OG0001372	SACKO_27561, SACKO_16399, SACKO_27587	CAPO301063
OG0001372	SACKO_23028	CAPO306529
OG0001373	SACKO_09984	CAPO300734
OG0001378	SACKO_24430, SACKO_21687	CAPO302717
OG0001382	SACKO_22264	CAPO306735
OG0001383	SACKO_27457	CAPO300442
OG0001386	SACKO_02115	CAPO305078
OG0001387	SACKO_07056	CAPO306110, CAPO306288
OG0001397	SACKO_20543, SACKO_02267	CAPO306119
OG0001399	SACKO_22119, SACKO_19007	CAPO304148
OG0001400	SACKO_05641	CAPO305841
OG0001404	SACKO_24460, SACKO_18033, SACKO_05491	CAPO302450
OG0001405	SACKO_07421	CAPO302942
OG0001406	SACKO_29996	CAPO305604
OG0001408	SACKO_32306	CAPO304468
OG0001409	SACKO_32640	CAPO300832
OG0001410	SACKO_14471	CAPO304381
OG0001410	SACKO_00287	CAPO303461
OG0001411	SACKO_04096	CAPO301653
OG0001412	SACKO_09199, SACKO_13714, SACKO_01410	CAPO304843
OG0001413	SACKO_13707	CAPO300375
OG0001414	SACKO_04758	CAPO301834
OG0001414	SACKO_30191	CAPO303273
OG0001415	SACKO_02741	CAPO307087
OG0001416	SACKO_14338, SACKO_30742	CAPO300753
OG0001418	SACKO_04240	CAPO300218
OG0001420	SACKO_11942	CAPO304723, CAPO308198, CAPO308234, CAPO305541, CAPO307813
OG0001422	SACKO_08100	CAPO308345, CAPO303120
OG0001423	SACKO_22783	CAPO301310
OG0001424	SACKO_10409, SACKO_16678, SACKO_16677	CAPO304776
OG0001425	SACKO_32937	CAPO302275, CAPO302850
OG0001426	SACKO_29415	CAPO302841
OG0001427	SACKO_25289	CAPO302723
OG0001428	SACKO_29404	CAPO303027
OG0001430	SACKO_23248	CAPO300562
OG0001431	SACKO_19695	CAPO308230
OG0001437	SACKO_01223	CAPO304955
OG0001440	SACKO_26843, SACKO_13032, SACKO_09213	CAPO305450
OG0001445	SACKO_32917	CAPO301958
OG0001446	SACKO_29922, SACKO_01303, SACKO_29925	CAPO304614
OG0001447	SACKO_02819	CAPO307093
OG0001449	SACKO_30150	CAPO306822
OG0001451	SACKO_10470, SACKO_05414, SACKO_07824	CAPO300036
