Orthogroup	SACKO_ok	ORYLA
OG0000119	SACKO_22937, SACKO_22948, SACKO_22971	ORYLA09647, ORYLA14223, ORYLA16119, ORYLA05654
OG0000119	SACKO_28303	ORYLA09477, ORYLA05169
OG0000120	SACKO_09614, SACKO_22704	ORYLA14915
OG0000121	SACKO_13416, SACKO_17485, SACKO_17484, SACKO_03657	ORYLA00510, ORYLA01379, ORYLA07858
OG0000121	SACKO_15163, SACKO_26268, SACKO_32139, SACKO_01099, SACKO_22905, SACKO_28129, SACKO_02275	ORYLA06690, ORYLA06688
OG0000122	SACKO_31419	ORYLA07892, ORYLA16400, ORYLA09254, ORYLA06471
OG0000123	SACKO_13259	ORYLA19007, ORYLA01318, ORYLA03924, ORYLA00364
OG0000123	SACKO_30225	ORYLA07863, ORYLA17749, ORYLA01334, ORYLA03949
OG0000123	SACKO_06537	ORYLA18505, ORYLA02793, ORYLA01508
OG0000123	SACKO_24348, SACKO_30793, SACKO_27811, SACKO_31897	ORYLA04317, ORYLA01144
OG0000124	SACKO_33754, SACKO_22345	ORYLA04499, ORYLA01264
OG0000124	SACKO_19309	ORYLA16732
OG0000124	SACKO_18436, SACKO_18432	ORYLA05871, ORYLA01892, ORYLA14227, ORYLA16018, ORYLA14228, ORYLA16019
OG0000124	SACKO_28600, SACKO_28595	ORYLA04689
OG0000124	SACKO_02327	ORYLA11954, ORYLA03395, ORYLA00019, ORYLA12516
OG0000125	SACKO_05896	ORYLA06139, ORYLA15763, ORYLA14369
OG0000125	SACKO_18622	ORYLA01994, ORYLA06133, ORYLA07833, ORYLA15765, ORYLA14368
OG0000125	SACKO_17275	ORYLA01977, ORYLA08228, ORYLA17147
OG0000125	SACKO_21397, SACKO_06987	ORYLA12115
OG0000126	SACKO_30837	ORYLA08773, ORYLA09545, ORYLA01000
OG0000126	SACKO_27653	ORYLA02839
OG0000126	SACKO_09501	ORYLA09118
OG0000127	SACKO_08426	ORYLA09546, ORYLA01017, ORYLA13298
OG0000127	SACKO_08394	ORYLA18247, ORYLA09922
OG0000127	SACKO_07799	ORYLA05476, ORYLA10382
OG0000127	SACKO_21491	ORYLA11714, ORYLA16210, ORYLA09241, ORYLA09240
OG0000127	SACKO_20351	ORYLA16687, ORYLA17012, ORYLA18446, ORYLA16683
OG0000128	SACKO_21605, SACKO_14613	ORYLA03587
OG0000129	SACKO_00164	ORYLA19656, ORYLA05200, ORYLA05199, ORYLA05198, ORYLA07545, ORYLA18786, ORYLA11464, ORYLA10766
OG0000129	SACKO_17443	ORYLA04565, ORYLA03107, ORYLA04189, ORYLA04190, ORYLA07452
OG0000130	SACKO_01253, SACKO_03874	ORYLA06999, ORYLA11637, ORYLA11367
OG0000131	SACKO_07703, SACKO_07705	ORYLA02651, ORYLA17218
OG0000131	SACKO_15194, SACKO_24290, SACKO_24313, SACKO_18924, SACKO_24307, SACKO_24292, SACKO_20765	ORYLA07842, ORYLA07843, ORYLA07841, ORYLA07898, ORYLA12828
OG0000132	SACKO_02565	ORYLA13789
OG0000132	SACKO_03725, SACKO_03718, SACKO_03729, SACKO_03732, SACKO_03727, SACKO_15011, SACKO_05386, SACKO_28049	ORYLA03852, ORYLA04393, ORYLA00046, ORYLA00081, ORYLA00043
OG0000132	SACKO_26256, SACKO_00485	ORYLA08009
OG0000133	SACKO_27248, SACKO_22010, SACKO_01398, SACKO_30346, SACKO_01385, SACKO_30367, SACKO_30343, SACKO_30332, SACKO_30344, SACKO_30349, SACKO_30360, SACKO_30351, SACKO_27310, SACKO_01384, SACKO_04858, SACKO_04857	ORYLA00265, ORYLA00686, ORYLA17015, ORYLA10172, ORYLA10173, ORYLA00363, ORYLA00362, ORYLA18060, ORYLA18105, ORYLA18069, ORYLA18695, ORYLA09247, ORYLA19563, ORYLA19564, ORYLA19562, ORYLA10721, ORYLA03547
OG0000136	SACKO_00704	ORYLA05588, ORYLA07175, ORYLA19480
OG0000137	SACKO_15706, SACKO_03335	ORYLA01561, ORYLA05405, ORYLA11449, ORYLA01560
OG0000137	SACKO_14791, SACKO_24679, SACKO_26787, SACKO_26762, SACKO_21535, SACKO_21490	ORYLA06196, ORYLA16275
OG0000137	SACKO_08934, SACKO_08979, SACKO_08926	ORYLA11370, ORYLA08706
OG0000138	SACKO_00400, SACKO_04318, SACKO_14692, SACKO_21911, SACKO_33765, SACKO_18808, SACKO_05982, SACKO_30763, SACKO_24209, SACKO_19833, SACKO_14706, SACKO_28654, SACKO_17254, SACKO_29497, SACKO_33018, SACKO_32259, SACKO_04228, SACKO_17796, SACKO_19297, SACKO_17801	ORYLA01485, ORYLA09635, ORYLA18456, ORYLA18666, ORYLA16939
OG0000139	SACKO_27972, SACKO_01854, SACKO_11499, SACKO_13298, SACKO_11505, SACKO_11502	ORYLA03997
OG0000140	SACKO_32492	ORYLA08885
OG0000141	SACKO_17562, SACKO_17573	ORYLA12784, ORYLA10524, ORYLA18451
OG0000141	SACKO_11362, SACKO_23023	ORYLA15273
OG0000142	SACKO_02155	ORYLA18004, ORYLA10671, ORYLA16620, ORYLA01917, ORYLA05889
OG0000145	SACKO_20968	ORYLA18233, ORYLA19202
OG0000147	SACKO_09609, SACKO_09597	ORYLA06944, ORYLA12833, ORYLA15636
OG0000147	SACKO_29987	ORYLA05633, ORYLA11702, ORYLA12687, ORYLA12688
OG0000147	SACKO_25321	ORYLA13100, ORYLA13101
OG0000147	SACKO_18080	ORYLA18182
OG0000147	SACKO_06120	ORYLA10192
OG0000148	SACKO_07198, SACKO_01163	ORYLA15726, ORYLA20251, ORYLA14206, ORYLA15625, ORYLA10888, ORYLA14723, ORYLA14171
OG0000148	SACKO_01164	ORYLA15624, ORYLA14208, ORYLA14207, ORYLA14204, ORYLA15626, ORYLA03132, ORYLA14172, ORYLA10887, ORYLA14722
OG0000149	SACKO_25876, SACKO_25874	ORYLA17290, ORYLA17651, ORYLA17652
OG0000149	SACKO_25452, SACKO_33731, SACKO_25477, SACKO_31812, SACKO_01160, SACKO_10629, SACKO_25873, SACKO_24272, SACKO_00593	ORYLA15235, ORYLA15236, ORYLA12701, ORYLA20319
OG0000149	SACKO_01114	ORYLA19729
OG0000151	SACKO_19813	ORYLA00584, ORYLA16576, ORYLA02429, ORYLA18300, ORYLA01900, ORYLA08949
OG0000151	SACKO_07713	ORYLA01789, ORYLA08191, ORYLA17153, ORYLA15978, ORYLA13920, ORYLA08402, ORYLA09669
OG0000151	SACKO_18655	ORYLA02467, ORYLA17249, ORYLA13261
OG0000153	SACKO_00954, SACKO_19748, SACKO_24572, SACKO_05002, SACKO_05021	ORYLA07634, ORYLA07633, ORYLA07635, ORYLA07636, ORYLA05578, ORYLA05577, ORYLA07896, ORYLA07897, ORYLA07844, ORYLA07894
OG0000154	SACKO_01624	ORYLA18264
OG0000154	SACKO_01949, SACKO_01942, SACKO_01951, SACKO_31611	ORYLA15514, ORYLA15513, ORYLA15515, ORYLA15516
OG0000154	SACKO_30029	ORYLA18107, ORYLA04056, ORYLA00974
OG0000155	SACKO_31592	ORYLA11669, ORYLA10177, ORYLA11879
OG0000155	SACKO_06509	ORYLA01962, ORYLA20370
OG0000157	SACKO_13943	ORYLA17521, ORYLA13610, ORYLA10318, ORYLA10319
OG0000157	SACKO_19300	ORYLA16681, ORYLA00723
OG0000157	SACKO_28274	ORYLA15189
OG0000158	SACKO_08920	ORYLA16215, ORYLA04882, ORYLA09237, ORYLA07104
OG0000159	SACKO_05468	ORYLA09075
OG0000159	SACKO_12615	ORYLA02590, ORYLA18122
OG0000160	SACKO_18893, SACKO_04388, SACKO_11262, SACKO_24189	ORYLA15840
OG0000160	SACKO_16994	ORYLA02669, ORYLA17886, ORYLA02668, ORYLA17884
OG0000163	SACKO_28728, SACKO_28760	ORYLA00631, ORYLA16749, ORYLA00152
OG0000163	SACKO_28733	ORYLA08374, ORYLA16276
OG0000163	SACKO_18542	ORYLA08243, ORYLA08244, ORYLA05623, ORYLA01820
OG0000164	SACKO_15470	ORYLA02097, ORYLA18775, ORYLA17709, ORYLA02317, ORYLA13180
OG0000165	SACKO_06825, SACKO_12757, SACKO_12759, SACKO_21193	ORYLA01443, ORYLA19505, ORYLA01245
OG0000166	SACKO_01793	ORYLA09960
OG0000166	SACKO_19780	ORYLA16752
OG0000166	SACKO_18225	ORYLA03503, ORYLA02712, ORYLA02713, ORYLA12775, ORYLA00549
OG0000168	SACKO_25971	ORYLA16346, ORYLA15128, ORYLA12100
OG0000168	SACKO_01287	ORYLA13628, ORYLA02944, ORYLA17507, ORYLA06652, ORYLA13431, ORYLA12906, ORYLA10223, ORYLA07700
OG0000169	SACKO_10602	ORYLA18751
OG0000171	SACKO_17743	ORYLA17814, ORYLA02334, ORYLA08117, ORYLA10775, ORYLA01499, ORYLA17815
OG0000171	SACKO_04473	ORYLA03475
OG0000171	SACKO_30895, SACKO_18626	ORYLA11273
OG0000172	SACKO_28037	ORYLA14905
OG0000172	SACKO_08175	ORYLA14355, ORYLA08506, ORYLA09443, ORYLA09676, ORYLA12248
OG0000172	SACKO_19254, SACKO_18480, SACKO_05104	ORYLA14003
OG0000174	SACKO_28192, SACKO_28201	ORYLA19814, ORYLA10779
OG0000175	SACKO_20858	ORYLA06318
OG0000175	SACKO_26661	ORYLA14503, ORYLA14504
OG0000179	SACKO_06450, SACKO_05905	ORYLA08077, ORYLA04985, ORYLA02338, ORYLA18117
OG0000179	SACKO_15469	ORYLA18062, ORYLA18061, ORYLA14649
OG0000179	SACKO_14493	ORYLA20422
OG0000179	SACKO_04822	ORYLA09852, ORYLA09146
OG0000180	SACKO_21622, SACKO_21614, SACKO_21606, SACKO_21611, SACKO_21612, SACKO_21608, SACKO_21625, SACKO_21602, SACKO_12452, SACKO_19707, SACKO_15868, SACKO_10450	ORYLA17830
OG0000180	SACKO_21610	ORYLA10201, ORYLA08835
OG0000180	SACKO_03905	ORYLA01448, ORYLA01304, ORYLA04174, ORYLA04081, ORYLA03160, ORYLA03933
OG0000181	SACKO_04152	ORYLA16498, ORYLA13742, ORYLA15752, ORYLA07049, ORYLA08335
OG0000181	SACKO_32918	ORYLA11594
OG0000182	SACKO_13611	ORYLA19632, ORYLA17681
OG0000183	SACKO_02174	ORYLA03838, ORYLA03086, ORYLA10707, ORYLA07386, ORYLA05009, ORYLA00092
OG0000183	SACKO_26873	ORYLA03426
OG0000184	SACKO_18335, SACKO_17629	ORYLA13442, ORYLA13444, ORYLA13443
OG0000185	SACKO_28399	ORYLA11527, ORYLA11528, ORYLA08516, ORYLA06434
OG0000185	SACKO_00274	ORYLA12658, ORYLA02266, ORYLA07574
OG0000185	SACKO_28410	ORYLA11753, ORYLA05335
OG0000187	SACKO_03443, SACKO_30898, SACKO_21814, SACKO_05007, SACKO_24863, SACKO_21816, SACKO_18998, SACKO_18270, SACKO_27479, SACKO_08997	ORYLA18399
OG0000190	SACKO_14522, SACKO_00368, SACKO_00373	ORYLA06271, ORYLA02455, ORYLA06273, ORYLA12967, ORYLA02454
OG0000192	SACKO_01682	ORYLA09752
OG0000192	SACKO_22597	ORYLA08947, ORYLA19527, ORYLA20454, ORYLA00818, ORYLA13158
OG0000192	SACKO_19499	ORYLA18141
OG0000192	SACKO_31547	ORYLA16694
OG0000193	SACKO_25908	ORYLA02650, ORYLA17280, ORYLA18753, ORYLA17279, ORYLA04135, ORYLA19839
OG0000194	SACKO_00029, SACKO_00051, SACKO_32303, SACKO_32313, SACKO_25043, SACKO_25042, SACKO_00049	ORYLA03335, ORYLA10209, ORYLA09317
OG0000195	SACKO_19025	ORYLA09172, ORYLA07416
OG0000197	SACKO_22226, SACKO_22224, SACKO_22174, SACKO_22266, SACKO_22140, SACKO_22156	ORYLA01697, ORYLA05763, ORYLA14664, ORYLA12127
OG0000197	SACKO_26257	ORYLA15638, ORYLA13839, ORYLA03794, ORYLA06819, ORYLA06817, ORYLA06818, ORYLA05867, ORYLA02119, ORYLA10283, ORYLA11398, ORYLA10168, ORYLA05652
OG0000200	SACKO_32070	ORYLA13420, ORYLA03633
OG0000201	SACKO_33320	ORYLA16516, ORYLA00614, ORYLA00794, ORYLA17010
OG0000201	SACKO_08895	ORYLA17554, ORYLA04556, ORYLA03543
OG0000201	SACKO_29729	ORYLA11410, ORYLA04401, ORYLA17966
OG0000202	SACKO_30211	ORYLA08109, ORYLA18114, ORYLA17987, ORYLA05097, ORYLA08265, ORYLA07710, ORYLA01328, ORYLA04936, ORYLA08130, ORYLA06184
OG0000203	SACKO_10536	ORYLA19611
OG0000203	SACKO_33009	ORYLA02186, ORYLA05651, ORYLA02226
OG0000203	SACKO_21607	ORYLA06336, ORYLA13132, ORYLA15645
OG0000204	SACKO_32823, SACKO_07430	ORYLA19568
OG0000204	SACKO_19755	ORYLA14833, ORYLA12329, ORYLA11040
OG0000204	SACKO_07433	ORYLA12759
OG0000205	SACKO_11367	ORYLA10735, ORYLA11823, ORYLA04847, ORYLA00096
OG0000205	SACKO_07102, SACKO_12864	ORYLA07839, ORYLA16466, ORYLA01806
OG0000205	SACKO_32641, SACKO_26211, SACKO_12929	ORYLA08887, ORYLA07906, ORYLA16386, ORYLA08645, ORYLA09823
OG0000206	SACKO_14797	ORYLA05181
OG0000207	SACKO_30239	ORYLA12926, ORYLA15852
OG0000208	SACKO_06806, SACKO_06801, SACKO_06805, SACKO_06827, SACKO_12788, SACKO_07539, SACKO_21983, SACKO_21989, SACKO_07554, SACKO_07549, SACKO_31156, SACKO_07529, SACKO_05740	ORYLA16091, ORYLA04477, ORYLA03969, ORYLA14541
OG0000211	SACKO_32655	ORYLA03809, ORYLA03810
OG0000211	SACKO_09451	ORYLA05322
OG0000211	SACKO_20445	ORYLA04972
OG0000211	SACKO_09187	ORYLA14089
OG0000211	SACKO_14823, SACKO_14809, SACKO_14837, SACKO_08705	ORYLA02476, ORYLA17530, ORYLA18617
OG0000211	SACKO_16984	ORYLA15118, ORYLA12450
OG0000213	SACKO_28195, SACKO_19628, SACKO_18218, SACKO_25054, SACKO_11573, SACKO_11555, SACKO_11569, SACKO_11583, SACKO_13186, SACKO_33242, SACKO_18177, SACKO_33230, SACKO_23621, SACKO_27705, SACKO_27723, SACKO_29988, SACKO_04534, SACKO_27699, SACKO_02934, SACKO_02927, SACKO_14305, SACKO_02939, SACKO_24389, SACKO_04536, SACKO_31159, SACKO_10249, SACKO_02493, SACKO_33958, SACKO_00738	ORYLA03846, ORYLA17582
OG0000215	SACKO_24652, SACKO_16614	ORYLA04441, ORYLA17376
OG0000216	SACKO_27452	ORYLA01656
OG0000218	SACKO_13048, SACKO_18813, SACKO_18841, SACKO_19249, SACKO_01440, SACKO_08052, SACKO_01447, SACKO_01430	ORYLA15885
OG0000221	SACKO_07311, SACKO_32418	ORYLA19844, ORYLA09679, ORYLA09153, ORYLA06716, ORYLA16420, ORYLA20056
OG0000221	SACKO_20289	ORYLA03306, ORYLA16226, ORYLA13864
OG0000221	SACKO_15443	ORYLA19366, ORYLA06146, ORYLA01810, ORYLA16468
OG0000223	SACKO_07484	ORYLA10038, ORYLA11518
OG0000225	SACKO_25492, SACKO_26675, SACKO_25518, SACKO_23391, SACKO_25483, SACKO_25473, SACKO_25501, SACKO_25456	ORYLA10962, ORYLA15835, ORYLA13765, ORYLA15534, ORYLA19091, ORYLA15739, ORYLA02794, ORYLA01507
OG0000226	SACKO_21639, SACKO_00395	ORYLA08515
OG0000227	SACKO_16510	ORYLA01974
OG0000227	SACKO_14267	ORYLA09705, ORYLA16473
OG0000227	SACKO_16493	ORYLA07142, ORYLA14920, ORYLA14919
OG0000227	SACKO_24661	ORYLA07005, ORYLA07006, ORYLA13332
OG0000228	SACKO_33161	ORYLA04088, ORYLA03535, ORYLA04089, ORYLA00004, ORYLA00005, ORYLA01119
OG0000228	SACKO_07614, SACKO_25155	ORYLA00170, ORYLA01127, ORYLA01126
OG0000229	SACKO_15646, SACKO_15650, SACKO_15659, SACKO_31947, SACKO_14243, SACKO_02834, SACKO_02833, SACKO_29261	ORYLA09346
OG0000230	SACKO_24726	ORYLA10690
OG0000230	SACKO_09121, SACKO_09814, SACKO_09818, SACKO_09815	ORYLA10640, ORYLA14849, ORYLA17562, ORYLA02696, ORYLA02695
OG0000231	SACKO_17320	ORYLA01387, ORYLA04281, ORYLA19832, ORYLA13508, ORYLA19448, ORYLA09456
OG0000231	SACKO_33888	ORYLA08962
OG0000233	SACKO_18656, SACKO_18643	ORYLA05663, ORYLA18003
OG0000234	SACKO_21028	ORYLA13000, ORYLA14105, ORYLA12637, ORYLA05772, ORYLA01693
OG0000234	SACKO_01549	ORYLA11249, ORYLA14751
OG0000235	SACKO_07025	ORYLA14889, ORYLA01167, ORYLA04027, ORYLA10002
OG0000235	SACKO_07031, SACKO_07024, SACKO_07029, SACKO_07026	ORYLA07335
OG0000236	SACKO_00233	ORYLA12896, ORYLA06350
OG0000236	SACKO_31312	ORYLA11551
OG0000238	SACKO_14320, SACKO_28194	ORYLA07768
OG0000238	SACKO_11714, SACKO_19006	ORYLA07061, ORYLA18743, ORYLA15964
OG0000238	SACKO_28313	ORYLA06983
OG0000239	SACKO_23050	ORYLA16412, ORYLA07887, ORYLA08904, ORYLA06616, ORYLA09375, ORYLA08385
OG0000239	SACKO_03853	ORYLA11432, ORYLA10759
OG0000239	SACKO_23070	ORYLA19462, ORYLA07829, ORYLA05627, ORYLA01800
OG0000240	SACKO_18260, SACKO_18199	ORYLA18684, ORYLA18226
OG0000242	SACKO_11564	ORYLA11284, ORYLA20306
OG0000242	SACKO_24398, SACKO_19170, SACKO_19165	ORYLA07965
OG0000242	SACKO_31437	ORYLA20204, ORYLA11050
OG0000244	SACKO_25569, SACKO_21049	ORYLA12391, ORYLA01756, ORYLA15173, ORYLA19456, ORYLA08925, ORYLA08923, ORYLA08924
OG0000245	SACKO_20346, SACKO_20359, SACKO_20349	ORYLA15217, ORYLA11246, ORYLA04509, ORYLA03682, ORYLA06224, ORYLA16414, ORYLA07883, ORYLA09803, ORYLA05566, ORYLA05567, ORYLA08317, ORYLA16849, ORYLA08043, ORYLA05783, ORYLA00278, ORYLA00279, ORYLA17013
OG0000246	SACKO_32904	ORYLA16344
OG0000246	SACKO_07496, SACKO_26312, SACKO_07493	ORYLA17250
OG0000248	SACKO_05978	ORYLA19716, ORYLA01732, ORYLA06052, ORYLA06051
OG0000250	SACKO_06222	ORYLA16891
OG0000250	SACKO_08487	ORYLA11002
OG0000251	SACKO_16959	ORYLA19579, ORYLA14495
OG0000251	SACKO_31103	ORYLA03531
OG0000251	SACKO_18952	ORYLA09347, ORYLA13883, ORYLA03324
OG0000255	SACKO_00039	ORYLA04331
OG0000255	SACKO_02560, SACKO_04653, SACKO_21059, SACKO_27247	ORYLA12113
OG0000256	SACKO_19804	ORYLA02742, ORYLA16602, ORYLA00877
OG0000256	SACKO_31234, SACKO_11114, SACKO_10962, SACKO_00717, SACKO_10964, SACKO_29212, SACKO_18022, SACKO_00855, SACKO_17003, SACKO_05084	ORYLA19550, ORYLA12202, ORYLA14805, ORYLA12201
OG0000257	SACKO_15321	ORYLA11428, ORYLA00194, ORYLA04615, ORYLA01083, ORYLA04202
OG0000258	SACKO_10833	ORYLA13731, ORYLA14055, ORYLA11238
OG0000258	SACKO_32411	ORYLA10418, ORYLA04818, ORYLA08148
OG0000259	SACKO_22682, SACKO_26999, SACKO_00545, SACKO_00544	ORYLA03307, ORYLA00956, ORYLA03309, ORYLA03308, ORYLA03323, ORYLA03315, ORYLA03642, ORYLA04173, ORYLA03317, ORYLA03318, ORYLA03312, ORYLA03322, ORYLA03310, ORYLA03314, ORYLA03313, ORYLA03311, ORYLA03321, ORYLA03320, ORYLA03319
OG0000260	SACKO_23657	ORYLA10907, ORYLA18428, ORYLA15874
OG0000260	SACKO_18171	ORYLA08131
OG0000261	SACKO_30848	ORYLA03331, ORYLA06905, ORYLA08763, ORYLA01049
OG0000263	SACKO_11637	ORYLA00024
OG0000265	SACKO_17354	ORYLA12872, ORYLA06630, ORYLA16609, ORYLA00871, ORYLA18135, ORYLA02583
OG0000265	SACKO_17458, SACKO_06245	ORYLA17739, ORYLA10912, ORYLA14726
OG0000266	SACKO_27992, SACKO_01423, SACKO_16650, SACKO_16595, SACKO_16641, SACKO_22439, SACKO_16630, SACKO_27988, SACKO_27996, SACKO_27981, SACKO_27979	ORYLA00700
OG0000266	SACKO_09729, SACKO_16601, SACKO_16590	ORYLA00565
OG0000268	SACKO_20817, SACKO_19604	ORYLA05672, ORYLA09801, ORYLA05671
OG0000269	SACKO_06422	ORYLA02548
OG0000270	SACKO_22265	ORYLA04819, ORYLA10416, ORYLA10417, ORYLA03104
OG0000270	SACKO_10346	ORYLA04109, ORYLA11496
OG0000270	SACKO_13731	ORYLA03400
OG0000272	SACKO_29715	ORYLA04557, ORYLA03537
OG0000272	SACKO_18346	ORYLA05346, ORYLA10396, ORYLA15887, ORYLA20158
OG0000273	SACKO_25860, SACKO_18590	ORYLA13171
OG0000273	SACKO_19268, SACKO_19256, SACKO_19271, SACKO_19295, SACKO_19266, SACKO_19252, SACKO_19263	ORYLA05785, ORYLA16265, ORYLA00791
OG0000273	SACKO_00732	ORYLA17595
OG0000273	SACKO_11419	ORYLA11307
OG0000275	SACKO_11935	ORYLA10602
OG0000275	SACKO_25759	ORYLA19424
OG0000275	SACKO_23614	ORYLA01109
OG0000275	SACKO_21462	ORYLA08098, ORYLA00342, ORYLA00341, ORYLA02599
OG0000276	SACKO_25211	ORYLA12948
OG0000276	SACKO_00244	ORYLA07457, ORYLA07458
OG0000277	SACKO_10207	ORYLA07913, ORYLA13592, ORYLA17906
OG0000277	SACKO_13321	ORYLA04770, ORYLA02631, ORYLA17515, ORYLA01293
OG0000278	SACKO_15807	ORYLA04407
OG0000278	SACKO_13664	ORYLA02326
OG0000278	SACKO_06388	ORYLA13179
OG0000278	SACKO_11366	ORYLA04766
OG0000280	SACKO_05086	ORYLA06577, ORYLA13201, ORYLA06120, ORYLA14981, ORYLA17698
OG0000280	SACKO_21917	ORYLA11520
OG0000280	SACKO_08611	ORYLA12009, ORYLA14903
OG0000281	SACKO_15665, SACKO_15682	ORYLA13690, ORYLA18802, ORYLA15942, ORYLA10808, ORYLA13337, ORYLA07002, ORYLA09322
OG0000281	SACKO_28155	ORYLA12563, ORYLA03894, ORYLA01378
OG0000282	SACKO_12850, SACKO_12863	ORYLA00210, ORYLA09022
OG0000282	SACKO_29302	ORYLA18951
OG0000282	SACKO_07792	ORYLA04706
OG0000282	SACKO_07779	ORYLA01496
OG0000282	SACKO_07698	ORYLA04826
OG0000284	SACKO_27406, SACKO_27401	ORYLA12966, ORYLA01651, ORYLA17103, ORYLA18256
OG0000284	SACKO_05744, SACKO_27435	ORYLA20455, ORYLA00383
OG0000285	SACKO_27700, SACKO_27727	ORYLA18449
OG0000286	SACKO_20288, SACKO_17631	ORYLA15344, ORYLA10848
OG0000286	SACKO_18102, SACKO_24666	ORYLA03638
OG0000286	SACKO_14873, SACKO_28861, SACKO_28860, SACKO_14870	ORYLA11097
OG0000288	SACKO_00022	ORYLA16173
OG0000288	SACKO_00017	ORYLA08853
OG0000289	SACKO_25627	ORYLA13565, ORYLA06948, ORYLA17464
OG0000289	SACKO_25538	ORYLA11776
OG0000290	SACKO_22064	ORYLA20080, ORYLA20081
OG0000295	SACKO_29580, SACKO_29578, SACKO_28240, SACKO_29581	ORYLA16746, ORYLA00613
OG0000296	SACKO_03886	ORYLA02357, ORYLA13209
OG0000296	SACKO_01856	ORYLA17335, ORYLA12148
OG0000296	SACKO_13390	ORYLA05484, ORYLA12730
OG0000297	SACKO_25277	ORYLA02364, ORYLA14934, ORYLA17528, ORYLA17276
OG0000299	SACKO_16759	ORYLA06308, ORYLA15623
OG0000300	SACKO_12404	ORYLA01942, ORYLA05122
OG0000300	SACKO_30124	ORYLA15284
OG0000301	SACKO_16617, SACKO_29682	ORYLA16651
OG0000301	SACKO_06456, SACKO_17860	ORYLA04812, ORYLA01309, ORYLA19598, ORYLA07696
OG0000301	SACKO_00105	ORYLA11071, ORYLA15337, ORYLA12907
OG0000301	SACKO_17869	ORYLA12506
OG0000302	SACKO_14674	ORYLA08419
OG0000303	SACKO_32886, SACKO_27038, SACKO_10765	ORYLA16302
OG0000305	SACKO_13147, SACKO_15287	ORYLA02167, ORYLA05631, ORYLA20085, ORYLA06691, ORYLA14370, ORYLA15761
OG0000306	SACKO_05951	ORYLA19413
OG0000307	SACKO_02179	ORYLA10706, ORYLA03839, ORYLA03084
OG0000307	SACKO_07086	ORYLA18993
OG0000307	SACKO_13262, SACKO_06407	ORYLA02300, ORYLA17392, ORYLA14634
OG0000308	SACKO_05538, SACKO_27953	ORYLA08644
OG0000308	SACKO_28262	ORYLA08982
OG0000309	SACKO_02717	ORYLA11241
OG0000309	SACKO_01715	ORYLA13779, ORYLA13780, ORYLA11255, ORYLA14051
OG0000310	SACKO_33497	ORYLA09618
OG0000312	SACKO_12716	ORYLA12072, ORYLA02919
OG0000312	SACKO_29942	ORYLA07558
OG0000312	SACKO_09512	ORYLA20410, ORYLA04032
OG0000313	SACKO_25102	ORYLA07713, ORYLA09993
OG0000313	SACKO_12413	ORYLA12846, ORYLA05854
OG0000314	SACKO_20267	ORYLA17105, ORYLA17107
OG0000315	SACKO_21990	ORYLA10390, ORYLA03355
OG0000315	SACKO_05539	ORYLA09757, ORYLA06311, ORYLA09200
OG0000315	SACKO_02387	ORYLA14332, ORYLA10891
OG0000316	SACKO_21373	ORYLA05028, ORYLA00489, ORYLA00488
OG0000316	SACKO_22473	ORYLA06812, ORYLA13482
OG0000317	SACKO_13987	ORYLA11482, ORYLA19885, ORYLA01724, ORYLA05343
OG0000319	SACKO_32883	ORYLA17421, ORYLA02486, ORYLA17422
OG0000321	SACKO_18163	ORYLA12958, ORYLA02627
OG0000321	SACKO_06201	ORYLA16703, ORYLA00623
OG0000321	SACKO_25342	ORYLA01005, ORYLA09493, ORYLA09170, ORYLA01006, ORYLA09494, ORYLA09171
OG0000322	SACKO_25809	ORYLA02330, ORYLA02329
OG0000323	SACKO_31194	ORYLA05750
OG0000323	SACKO_18533	ORYLA06414, ORYLA19842, ORYLA10008
OG0000325	SACKO_02602	ORYLA09822, ORYLA16463
OG0000326	SACKO_09487	ORYLA13891, ORYLA06903, ORYLA03641, ORYLA04182
OG0000326	SACKO_00052, SACKO_00067, SACKO_08423, SACKO_24590	ORYLA13893
OG0000329	SACKO_22665, SACKO_26706	ORYLA15753, ORYLA13741, ORYLA08617, ORYLA09747, ORYLA08863, ORYLA07072, ORYLA07907
OG0000331	SACKO_00783, SACKO_00534	ORYLA01882, ORYLA05789, ORYLA16772, ORYLA07787, ORYLA00143, ORYLA16898, ORYLA16950, ORYLA00632, ORYLA00630
OG0000332	SACKO_14215	ORYLA02409
OG0000333	SACKO_00584	ORYLA02740
OG0000337	SACKO_02361	ORYLA06420, ORYLA19547, ORYLA19478, ORYLA00424, ORYLA19458, ORYLA07251, ORYLA00075, ORYLA06396, ORYLA09674, ORYLA20252
OG0000337	SACKO_02372	ORYLA19308, ORYLA19275
OG0000338	SACKO_20111	ORYLA03979, ORYLA03456, ORYLA02319
OG0000338	SACKO_31237	ORYLA17367, ORYLA06348
OG0000338	SACKO_13513	ORYLA01999, ORYLA20309, ORYLA06130
OG0000339	SACKO_04937, SACKO_04891	ORYLA13968
OG0000341	SACKO_34065	ORYLA09071, ORYLA11727, ORYLA13974, ORYLA02031
OG0000342	SACKO_27221, SACKO_26562, SACKO_30513, SACKO_30516, SACKO_12892, SACKO_18490, SACKO_12914, SACKO_26051	ORYLA15618
OG0000343	SACKO_01767	ORYLA11766, ORYLA05311, ORYLA03936, ORYLA03297
