Orthogroup	SACKO_ok	YEAST
OG0006398	SACKO_27088	YEAST04420, YEAST03553
OG0006407	SACKO_17793	YEAST02250
OG0006416	SACKO_08098, SACKO_08096	YEAST00023
OG0006447	SACKO_23062, SACKO_23074	YEAST03459
OG0006448	SACKO_32439	YEAST00505, YEAST04285
OG0006449	SACKO_08483	YEAST02458
OG0006456	SACKO_08294	YEAST06224
OG0006459	SACKO_12069	YEAST00972, YEAST00245
OG0006461	SACKO_26093	YEAST05346
OG0006462	SACKO_19260	YEAST01838
OG0006464	SACKO_17838	YEAST05965
OG0006465	SACKO_05184	YEAST01875
OG0006470	SACKO_26991	YEAST01306
OG0006474	SACKO_07123	YEAST03988
OG0006475	SACKO_09202	YEAST06223, YEAST00349
OG0006476	SACKO_06810	YEAST00315
OG0006479	SACKO_05515	YEAST05669
OG0006481	SACKO_32596	YEAST06165
OG0006488	SACKO_14602	YEAST02614
OG0006498	SACKO_30648	YEAST02291
OG0006503	SACKO_26135	YEAST06053
OG0006504	SACKO_03303, SACKO_09824	YEAST02866
OG0006507	SACKO_14097	YEAST02914
OG0006509	SACKO_24087	YEAST02252
OG0006511	SACKO_30734	YEAST01899
OG0006512	SACKO_22144	YEAST04169
OG0006514	SACKO_14410	YEAST05820
OG0006515	SACKO_02186	YEAST03195
OG0006516	SACKO_04666	YEAST02248
OG0006520	SACKO_30114	YEAST05914
OG0006523	SACKO_32390	YEAST04170
OG0006528	SACKO_02110	YEAST02276
OG0006532	SACKO_08016, SACKO_03819	YEAST05019
OG0006533	SACKO_33047	YEAST00790
OG0006536	SACKO_33595	YEAST05130
OG0006538	SACKO_18227	YEAST02168
OG0006543	SACKO_04274	YEAST03219
OG0006544	SACKO_23966	YEAST06160
OG0006550	SACKO_32798	YEAST05541
OG0006552	SACKO_18574, SACKO_07811	YEAST02016
OG0006553	SACKO_15568	YEAST05825
OG0006554	SACKO_31239	YEAST04136
OG0006561	SACKO_09099	YEAST00874
OG0006564	SACKO_05452	YEAST05934
OG0006568	SACKO_27965	YEAST03560
OG0006569	SACKO_27176	YEAST02940
OG0006571	SACKO_32504	YEAST00795
OG0006574	SACKO_15526	YEAST06163
OG0006577	SACKO_14949	YEAST03945
OG0006578	SACKO_29301	YEAST00813
OG0006580	SACKO_05003	YEAST04957
OG0006582	SACKO_02966, SACKO_33699	YEAST04615
OG0006584	SACKO_23948	YEAST01846
OG0006589	SACKO_16206	YEAST04474
OG0006594	SACKO_03277	YEAST00464
OG0006595	SACKO_12199, SACKO_00535	YEAST05577
OG0006596	SACKO_19957	YEAST03312
OG0006597	SACKO_30631, SACKO_30596	YEAST01876
OG0006598	SACKO_00853	YEAST02580
OG0006602	SACKO_02027	YEAST06259
OG0006603	SACKO_26785	YEAST05721
OG0006604	SACKO_07557	YEAST01597
OG0006607	SACKO_23822	YEAST05258
OG0006609	SACKO_04167	YEAST04231
OG0006610	SACKO_06748	YEAST04593
OG0006611	SACKO_24593	YEAST02395
OG0006613	SACKO_13925	YEAST00490
OG0006615	SACKO_30383, SACKO_14275	YEAST02695
OG0006617	SACKO_03976	YEAST02864, YEAST02189
OG0006619	SACKO_23817	YEAST03691
OG0006622	SACKO_18492	YEAST04382
OG0006627	SACKO_03660	YEAST01553
OG0006630	SACKO_04305, SACKO_09718, SACKO_07939	YEAST05584
OG0006631	SACKO_25124	YEAST01419, YEAST04493
OG0006633	SACKO_13776	YEAST05580
OG0006636	SACKO_20362	YEAST06190
OG0006637	SACKO_18391	YEAST06011
OG0006651	SACKO_18929	YEAST03308
OG0006655	SACKO_02434	YEAST04609
OG0006658	SACKO_26976	YEAST03323
OG0006662	SACKO_17036	YEAST02707
OG0006663	SACKO_10196	YEAST04538
OG0006664	SACKO_17513	YEAST04769
OG0006667	SACKO_22738, SACKO_25306, SACKO_25302	YEAST03011
OG0006668	SACKO_24222	YEAST00040
OG0006669	SACKO_27060	YEAST05379
OG0006678	SACKO_28613	YEAST03428
OG0006681	SACKO_28467	YEAST02774
OG0006688	SACKO_16160	YEAST02298
OG0006690	SACKO_25519	YEAST00986
OG0006691	SACKO_00524	YEAST06141
OG0006692	SACKO_09418, SACKO_25158	YEAST04243
OG0006694	SACKO_31335	YEAST04074
OG0006703	SACKO_34078	YEAST04919
OG0006704	SACKO_15216, SACKO_01683	YEAST02241
OG0006706	SACKO_20095	YEAST01312
OG0006707	SACKO_28521	YEAST04448
OG0006712	SACKO_04882	YEAST01297
OG0006717	SACKO_31616	YEAST03273, YEAST00511
OG0006722	SACKO_14697	YEAST05928
OG0006725	SACKO_01532	YEAST05141
OG0006726	SACKO_23805	YEAST01310
OG0006728	SACKO_30037	YEAST01819
OG0006730	SACKO_10591	YEAST06066
OG0006732	SACKO_10379	YEAST05092
OG0006736	SACKO_26749	YEAST03708, YEAST02845
OG0006738	SACKO_30322	YEAST03786
OG0006741	SACKO_07967	YEAST00908
OG0006752	SACKO_10442	YEAST01605
OG0006753	SACKO_32383	YEAST06210
OG0006754	SACKO_05330	YEAST05223, YEAST00660
OG0006755	SACKO_14460	YEAST03743
OG0006757	SACKO_00223	YEAST02585
OG0006758	SACKO_32935	YEAST00132
OG0006766	SACKO_26404	YEAST01711
OG0006769	SACKO_08861	YEAST04955
OG0006772	SACKO_12476	YEAST05602
OG0006775	SACKO_06720	YEAST01095
OG0006776	SACKO_32464	YEAST02455
OG0006777	SACKO_31484	YEAST05242
OG0006826	SACKO_06213, SACKO_06211	YEAST03748
OG0006830	SACKO_00725	YEAST02320
OG0006838	SACKO_19296	YEAST01244
OG0006843	SACKO_21301	YEAST03855
OG0006846	SACKO_31599	YEAST04146
OG0006853	SACKO_07750	YEAST03500
OG0006860	SACKO_25058	YEAST03798
OG0006867	SACKO_03131	YEAST03341
OG0006869	SACKO_23624	YEAST01706
OG0006874	SACKO_15547, SACKO_02225	YEAST03449
OG0006876	SACKO_17712	YEAST00384
OG0006880	SACKO_17519	YEAST04631
OG0006881	SACKO_20383	YEAST01049
OG0006887	SACKO_27302	YEAST01983
OG0006888	SACKO_27706	YEAST00485
OG0006890	SACKO_33625	YEAST02034
OG0006891	SACKO_00733	YEAST00187
OG0006892	SACKO_00620	YEAST04820
OG0006894	SACKO_16651	YEAST01360
OG0006897	SACKO_12096	YEAST00856
OG0006901	SACKO_00618, SACKO_06914	YEAST05480
OG0006906	SACKO_29713	YEAST00746
OG0006918	SACKO_21493	YEAST05610
OG0006924	SACKO_17426	YEAST04308
OG0006927	SACKO_18408	YEAST00921
OG0006934	SACKO_26364	YEAST02053
OG0006935	SACKO_30206	YEAST02014
OG0006936	SACKO_24103	YEAST06114
OG0006937	SACKO_16830	YEAST05537
OG0006939	SACKO_12961	YEAST01033
OG0006940	SACKO_27738	YEAST05163
OG0006942	SACKO_03113	YEAST00190
OG0006943	SACKO_27117	YEAST02583
OG0006949	SACKO_13058	YEAST00975, YEAST00256
OG0006952	SACKO_23323	YEAST02831
OG0006953	SACKO_27273	YEAST02903, YEAST04751, YEAST05739
OG0006959	SACKO_10040	YEAST01865
OG0006964	SACKO_17635, SACKO_29390	YEAST05995
OG0006966	SACKO_26125	YEAST02544
OG0006967	SACKO_02771	YEAST06235
OG0006968	SACKO_17433	YEAST03972
OG0006969	SACKO_25282	YEAST01604
OG0006971	SACKO_05441	YEAST00044
OG0006973	SACKO_24277	YEAST03793
OG0006977	SACKO_29829	YEAST06248
OG0006978	SACKO_05070	YEAST00696
OG0006980	SACKO_19310	YEAST02173
OG0006985	SACKO_32765	YEAST03215
OG0006989	SACKO_22945	YEAST04914
OG0006991	SACKO_18032	YEAST05066
OG0006992	SACKO_25684	YEAST04657
OG0006994	SACKO_07891	YEAST05554
OG0006995	SACKO_20027	YEAST06048
OG0006997	SACKO_23615	YEAST00664
OG0006998	SACKO_08038	YEAST02509
OG0006999	SACKO_08484	YEAST03874
OG0007003	SACKO_04932	YEAST01840
OG0007005	SACKO_29350	YEAST03907
OG0007009	SACKO_08522	YEAST05645
OG0007010	SACKO_15717	YEAST01652
OG0007012	SACKO_31857	YEAST05361
OG0007013	SACKO_28712	YEAST05971
OG0007015	SACKO_30224	YEAST03053
OG0007016	SACKO_32125	YEAST05307
OG0007020	SACKO_02385, SACKO_06133	YEAST00663
OG0007024	SACKO_26052	YEAST01864
OG0007028	SACKO_15050	YEAST06312
OG0007029	SACKO_32173	YEAST05619
OG0007030	SACKO_29671	YEAST05712
OG0007033	SACKO_06084	YEAST04002
OG0007036	SACKO_26758	YEAST04799
OG0007043	SACKO_16636	YEAST02072, YEAST01064
OG0007045	SACKO_06007	YEAST01113
OG0007046	SACKO_31329	YEAST04826
OG0007049	SACKO_12577	YEAST05930
OG0007050	SACKO_00112	YEAST05668
OG0007053	SACKO_13932	YEAST05898
OG0007055	SACKO_25420, SACKO_30832	YEAST02593
OG0007057	SACKO_13231	YEAST05673
OG0007061	SACKO_33581	YEAST03247
OG0007063	SACKO_33318	YEAST04650
OG0007065	SACKO_12649	YEAST01111
OG0007073	SACKO_04610	YEAST03946
OG0007075	SACKO_02014	YEAST00811
OG0007084	SACKO_17427	YEAST05527
OG0007089	SACKO_08418	YEAST04132
OG0007092	SACKO_03845	YEAST01811
OG0007093	SACKO_22444	YEAST01923
OG0007095	SACKO_23495	YEAST02581
OG0007097	SACKO_29405	YEAST01699
OG0007098	SACKO_16364	YEAST03783
OG0007106	SACKO_10813	YEAST00202
OG0007112	SACKO_08725	YEAST05597
OG0007114	SACKO_26820	YEAST03493
OG0007118	SACKO_25201	YEAST01120
OG0007119	SACKO_25634	YEAST05459
OG0007120	SACKO_14961	YEAST04248
OG0007121	SACKO_15333	YEAST05746
OG0007124	SACKO_01895	YEAST04818
OG0007127	SACKO_10394	YEAST04415
OG0007130	SACKO_32058	YEAST05158
OG0007131	SACKO_20356	YEAST05874
OG0007132	SACKO_28911	YEAST06078
OG0007137	SACKO_25595, SACKO_25596	YEAST00797
OG0007138	SACKO_09225	YEAST04319
OG0007139	SACKO_05472	YEAST05259
OG0007143	SACKO_00838	YEAST02636
OG0007144	SACKO_09057	YEAST04135
OG0007150	SACKO_30213	YEAST00900
OG0007154	SACKO_12031	YEAST01439
OG0007164	SACKO_06008	YEAST05557
OG0007165	SACKO_23160	YEAST04228, YEAST02514
OG0007166	SACKO_00991	YEAST05384
OG0007168	SACKO_22974	YEAST02929
OG0007182	SACKO_28417	YEAST00042
OG0007184	SACKO_14227	YEAST01512
OG0007186	SACKO_09431	YEAST00761
OG0007192	SACKO_32927	YEAST00860
OG0007201	SACKO_28668	YEAST01721
OG0007249	SACKO_25077	YEAST00344
OG0007254	SACKO_20296	YEAST00328
OG0007258	SACKO_02451	YEAST02867
OG0007264	SACKO_19011	YEAST04093
OG0007269	SACKO_20712	YEAST04522
OG0007274	SACKO_28207	YEAST04165, YEAST05634
OG0007276	SACKO_16517	YEAST02007
OG0007279	SACKO_11089	YEAST02363
OG0007282	SACKO_29535	YEAST04912
OG0007288	SACKO_06459	YEAST02949
OG0007292	SACKO_32636	YEAST05159
OG0007303	SACKO_09372	YEAST05207
OG0007307	SACKO_04769	YEAST05606
OG0007313	SACKO_08234, SACKO_12613, SACKO_05604	YEAST02047
OG0007317	SACKO_26981	YEAST04084
OG0007321	SACKO_15330	YEAST05016
OG0007322	SACKO_21358	YEAST01090
OG0007325	SACKO_13504	YEAST03249
OG0007330	SACKO_30586	YEAST00633
OG0007332	SACKO_18761	YEAST02451
OG0007335	SACKO_12354	YEAST06084
OG0007336	SACKO_09463	YEAST03606
OG0007341	SACKO_17570	YEAST00183
OG0007342	SACKO_14494	YEAST03859
OG0007343	SACKO_25659	YEAST00383
OG0007347	SACKO_30253	YEAST02066
OG0007349	SACKO_10188	YEAST01492
OG0007354	SACKO_06474	YEAST03378
OG0007355	SACKO_03780	YEAST02682
OG0007361	SACKO_22476	YEAST02394
OG0007363	SACKO_14533	YEAST05519
OG0007364	SACKO_04078	YEAST01959
OG0007367	SACKO_27045	YEAST01013
OG0007371	SACKO_13724	YEAST04970
OG0007376	SACKO_30158	YEAST02976
OG0007379	SACKO_02167	YEAST00967
OG0007382	SACKO_05172	YEAST01108
OG0007387	SACKO_09468	YEAST06326
OG0007393	SACKO_14611	YEAST01116
OG0007394	SACKO_03844	YEAST05998
OG0007395	SACKO_31545	YEAST00603
OG0007397	SACKO_15113	YEAST03512
OG0007399	SACKO_31407	YEAST02279
OG0007401	SACKO_08238	YEAST03451
OG0007408	SACKO_14246	YEAST03401
OG0007409	SACKO_14248	YEAST05329
OG0007411	SACKO_17084	YEAST04399
OG0007412	SACKO_32563	YEAST04822
OG0007414	SACKO_27621	YEAST01970
OG0007415	SACKO_12609	YEAST01948
OG0007417	SACKO_18265	YEAST04175
OG0007419	SACKO_18390	YEAST02667
OG0007421	SACKO_24530	YEAST00762
OG0007424	SACKO_04235	YEAST05463
OG0007425	SACKO_04075	YEAST06135
OG0007427	SACKO_06540	YEAST00763
OG0007428	SACKO_01408	YEAST01536
OG0007431	SACKO_10373	YEAST00610
OG0007439	SACKO_29991	YEAST01063
OG0007442	SACKO_27570	YEAST03687
OG0007446	SACKO_21720	YEAST04647
OG0007451	SACKO_11696	YEAST02017
OG0007454	SACKO_17444	YEAST01359
OG0007456	SACKO_29043	YEAST00931
OG0007458	SACKO_15110	YEAST02196
OG0007460	SACKO_17949	YEAST04891
OG0007463	SACKO_30515	YEAST00394
OG0007466	SACKO_24925	YEAST00806
OG0007473	SACKO_32479	YEAST03408
OG0007482	SACKO_14127	YEAST05783
OG0007483	SACKO_08109	YEAST01187
OG0007484	SACKO_15258	YEAST00517
OG0007488	SACKO_30038	YEAST04193
OG0007491	SACKO_28491, SACKO_28499, SACKO_28496	YEAST05032
OG0007495	SACKO_02132	YEAST04536
OG0007498	SACKO_12831	YEAST00593
OG0007499	SACKO_02321	YEAST03994
OG0007504	SACKO_24887	YEAST02642
OG0007508	SACKO_33462, SACKO_17595	YEAST05759
OG0007509	SACKO_09775	YEAST03229
OG0007528	SACKO_03947	YEAST02438
OG0007531	SACKO_32475	YEAST05725
OG0007591	SACKO_03097	YEAST02623
OG0007597	SACKO_27307	YEAST05244
OG0007605	SACKO_03702	YEAST04509
OG0007615	SACKO_01232	YEAST05127
OG0007618	SACKO_03711	YEAST02486
OG0007619	SACKO_22280	YEAST04342
OG0007622	SACKO_30364	YEAST01282
OG0007624	SACKO_14810	YEAST03901
OG0007645	SACKO_00394	YEAST05586
OG0007646	SACKO_25081	YEAST05572
OG0007648	SACKO_14781	YEAST03775
OG0007656	SACKO_33780	YEAST02935
OG0007657	SACKO_17563, SACKO_22870	YEAST01213
OG0007663	SACKO_10239	YEAST01133
OG0007673	SACKO_05611	YEAST04892
OG0007676	SACKO_09344	YEAST01965
OG0007685	SACKO_02336	YEAST00976
OG0007690	SACKO_21477	YEAST00054
OG0007692	SACKO_21757	YEAST05386
OG0007698	SACKO_16983	YEAST04526
OG0007701	SACKO_05449	YEAST04394
OG0007703	SACKO_05214	YEAST03290
OG0007704	SACKO_21329	YEAST01687
OG0007712	SACKO_17853	YEAST02916
OG0007722	SACKO_21315	YEAST06130
OG0007727	SACKO_08785	YEAST01129
OG0007739	SACKO_24318	YEAST04408
OG0007744	SACKO_07961	YEAST04303
OG0007749	SACKO_23696	YEAST02144
OG0007751	SACKO_24128	YEAST03046
OG0007754	SACKO_29412	YEAST03550
OG0007758	SACKO_31444	YEAST04336
OG0007760	SACKO_15591, SACKO_25119	YEAST02821
OG0007766	SACKO_22720	YEAST03772, YEAST02908
OG0007767	SACKO_20294	YEAST03177
OG0007769	SACKO_19751	YEAST02589
OG0007772	SACKO_25819	YEAST05211
OG0007773	SACKO_06918	YEAST05609
OG0007783	SACKO_05677	YEAST03579
OG0007784	SACKO_30310	YEAST01170
OG0007786	SACKO_17939	YEAST01347
OG0007787	SACKO_09803	YEAST03458
OG0007801	SACKO_22027	YEAST02556, YEAST00332
OG0007803	SACKO_09104	YEAST00818
OG0007810	SACKO_23665	YEAST06278
OG0007811	SACKO_30681	YEAST05686
OG0007816	SACKO_29422	YEAST00605
OG0007823	SACKO_21670	YEAST03887
OG0007825	SACKO_19207	YEAST05054
OG0007827	SACKO_29096	YEAST01279
OG0007829	SACKO_03508	YEAST02649
OG0007830	SACKO_13921	YEAST03594
OG0007831	SACKO_28956	YEAST03693
OG0007838	SACKO_05760	YEAST04312
OG0007840	SACKO_21485	YEAST02829
OG0007843	SACKO_14457	YEAST04794
OG0007848	SACKO_31285	YEAST03711
OG0007849	SACKO_14909	YEAST01915
OG0007850	SACKO_33205	YEAST01418
OG0007852	SACKO_01205, SACKO_10185	YEAST02199
OG0007854	SACKO_13336	YEAST01377
OG0007858	SACKO_10318	YEAST03196
OG0007866	SACKO_28640	YEAST06036
OG0007912	SACKO_03286, SACKO_14468	YEAST04725
OG0007918	SACKO_10285	YEAST04092
OG0007941	SACKO_28903	YEAST03892
OG0007942	SACKO_20830	YEAST03545
OG0007943	SACKO_19871	YEAST03288
OG0007947	SACKO_24487	YEAST02420
OG0007958	SACKO_29325	YEAST01011
OG0007971	SACKO_08459	YEAST03990
OG0007975	SACKO_20952	YEAST01243
OG0007976	SACKO_01022	YEAST02259
OG0007978	SACKO_25531	YEAST01491
OG0007982	SACKO_05044	YEAST03186
OG0007986	SACKO_21304	YEAST01263
OG0007991	SACKO_32379	YEAST02341
OG0007993	SACKO_25754	YEAST00089
OG0007995	SACKO_19034	YEAST03463
OG0007996	SACKO_22351	YEAST04079
OG0007998	SACKO_27924	YEAST00688
OG0008008	SACKO_05696	YEAST02355
OG0008020	SACKO_17703	YEAST05433
OG0008030	SACKO_07101	YEAST00039
OG0008031	SACKO_23288	YEAST04719
OG0008038	SACKO_02408	YEAST05601
OG0008042	SACKO_02677	YEAST04557, YEAST00839
OG0008045	SACKO_15996	YEAST01345
OG0008053	SACKO_21137	YEAST05804
OG0008055	SACKO_23623	YEAST05224
OG0008056	SACKO_13916	YEAST04542
OG0008069	SACKO_27016	YEAST00959
OG0008072	SACKO_26658	YEAST00552
OG0008074	SACKO_25720	YEAST05664
OG0008079	SACKO_29403	YEAST03108
OG0008085	SACKO_21853	YEAST04107
OG0008091	SACKO_03776	YEAST06200
OG0008100	SACKO_32212	YEAST03959
OG0008103	SACKO_24074, SACKO_17692	YEAST05352
OG0008104	SACKO_21676	YEAST06240
OG0008105	SACKO_34007	YEAST03324
OG0008110	SACKO_18116	YEAST00121
OG0008111	SACKO_16998	YEAST06004, YEAST05693
OG0008115	SACKO_25742, SACKO_25756, SACKO_25718	YEAST05684, YEAST06009
OG0008122	SACKO_27201	YEAST01663
OG0008127	SACKO_31710	YEAST05342
OG0008136	SACKO_24610	YEAST02756
OG0008196	SACKO_09687	YEAST03623
OG0008201	SACKO_26429	YEAST01163
OG0008202	SACKO_14808	YEAST06186
OG0008208	SACKO_07952	YEAST04341
OG0008219	SACKO_24484	YEAST05754
OG0008244	SACKO_23501	YEAST04999
OG0008251	SACKO_22882	YEAST01472
OG0008254	SACKO_22413	YEAST04740
OG0008267	SACKO_16208	YEAST02722
OG0008273	SACKO_02139	YEAST00628
OG0008275	SACKO_29518	YEAST05358
OG0008281	SACKO_09080	YEAST01387
OG0008307	SACKO_04416	YEAST01285
OG0008323	SACKO_04576	YEAST05718
OG0008332	SACKO_20532	YEAST03366
OG0008339	SACKO_11311	YEAST03286
OG0008346	SACKO_07850	YEAST01382
OG0008348	SACKO_27591	YEAST03383
OG0008351	SACKO_02050	YEAST01276
OG0008401	SACKO_32056	YEAST02115
OG0008403	SACKO_10358	YEAST01318
OG0008404	SACKO_19494	YEAST02842
OG0008416	SACKO_07981	YEAST05168
OG0008432	SACKO_28234, SACKO_00092	YEAST01317
OG0008524	SACKO_18249	YEAST02216
OG0008533	SACKO_33065	YEAST00770
OG0008540	SACKO_15517	YEAST02219
OG0008542	SACKO_11862	YEAST00506
OG0008546	SACKO_00283	YEAST03499
OG0008582	SACKO_02654	YEAST04883
OG0008601	SACKO_14552	YEAST03150
OG0008602	SACKO_20442	YEAST04166
OG0008620	SACKO_29275	YEAST00843
OG0008626	SACKO_16384	YEAST03306
OG0008645	SACKO_04910	YEAST05803
OG0008654	SACKO_22072	YEAST03590
OG0008677	SACKO_11484	YEAST03567
OG0008680	SACKO_03155	YEAST02511
OG0008681	SACKO_28392	YEAST04884
OG0008685	SACKO_25773	YEAST00164
OG0008689	SACKO_19810	YEAST05237
OG0008705	SACKO_11738	YEAST06239
OG0008789	SACKO_03607	YEAST05903
OG0008794	SACKO_30610	YEAST01976, YEAST00168, YEAST00957
OG0008799	SACKO_22782	YEAST03377
OG0008816	SACKO_15820	YEAST01954
OG0008823	SACKO_19084	YEAST03936
OG0008824	SACKO_09284	YEAST01698
OG0008861	SACKO_19967	YEAST04983
OG0008872	SACKO_08646	YEAST03799
OG0008873	SACKO_08548, SACKO_14830, SACKO_14806, SACKO_01626	YEAST04429
OG0008879	SACKO_20201	YEAST05579
OG0008887	SACKO_02745	YEAST00387
OG0008903	SACKO_26101	YEAST01637
OG0008913	SACKO_21481, SACKO_20693	YEAST03181, YEAST03769
OG0008923	SACKO_02295	YEAST01739
OG0008946	SACKO_11586	YEAST00403
OG0008990	SACKO_19986	YEAST02040
OG0009056	SACKO_03848	YEAST00322
OG0009066	SACKO_08554	YEAST04511
OG0009078	SACKO_08953	YEAST02676
OG0009105	SACKO_20436	YEAST02501
OG0009118	SACKO_14882	YEAST03618
OG0009165	SACKO_30574	YEAST05085, YEAST01742
OG0009166	SACKO_23331	YEAST03055
OG0009172	SACKO_22965	YEAST02854
OG0009182	SACKO_27426	YEAST03621
OG0009225	SACKO_18531	YEAST01052
OG0009232	SACKO_11218	YEAST04731
OG0009311	SACKO_15543, SACKO_15571	YEAST00623
OG0009315	SACKO_17108	YEAST04722
OG0009344	SACKO_28690	YEAST03868
OG0009361	SACKO_22374	YEAST02727
OG0009394	SACKO_14569	YEAST04927
OG0009396	SACKO_17442	YEAST03896
OG0009451	SACKO_25610	YEAST05755, YEAST04763
OG0009472	SACKO_20621, SACKO_13646	YEAST01737
OG0009483	SACKO_30395	YEAST05877
OG0009492	SACKO_22353, SACKO_22354	YEAST00632
OG0009497	SACKO_01543, SACKO_01582, SACKO_01562, SACKO_01538, SACKO_01542, SACKO_01558, SACKO_01555, SACKO_01545, SACKO_01706	YEAST03830
OG0009555	SACKO_13517	YEAST03831
OG0009582	SACKO_00720	YEAST04984
OG0009604	SACKO_11284	YEAST04803
OG0009630	SACKO_20668	YEAST02852
OG0009649	SACKO_00914	YEAST01825
OG0009651	SACKO_12016	YEAST04775
OG0009654	SACKO_33358	YEAST04221
OG0009676	SACKO_17418	YEAST05959
OG0009737	SACKO_10663	YEAST02025
OG0009911	SACKO_31071	YEAST03388
OG0009920	SACKO_03617	YEAST05355
OG0009926	SACKO_19794	YEAST03054
OG0009994	SACKO_05573	YEAST06045
OG0010139	SACKO_24883	YEAST01045
OG0010229	SACKO_19083	YEAST00880, YEAST04666, YEAST04383
OG0010271	SACKO_05437	YEAST03656
OG0010284	SACKO_05279	YEAST01922
OG0010323	SACKO_14514, SACKO_14389	YEAST04943
OG0010346	SACKO_20429	YEAST00902, YEAST04286
OG0010372	SACKO_03750	YEAST02145
OG0010481	SACKO_18221	YEAST01854
OG0010491	SACKO_27377	YEAST04603
OG0010643	SACKO_00975	YEAST00800
OG0010841	SACKO_07801	YEAST05695
OG0010876	SACKO_03304	YEAST02678
OG0010930	SACKO_10302	YEAST02641
OG0011111	SACKO_12576	YEAST00210
OG0011216	SACKO_23477	YEAST02293
OG0011272	SACKO_22936	YEAST04075
OG0011313	SACKO_14426	YEAST03172
OG0011375	SACKO_14395	YEAST03348
OG0011414	SACKO_23786	YEAST04503
OG0011734	SACKO_05064	YEAST04911
OG0011869	SACKO_25486	YEAST04156
OG0012113	SACKO_26074, SACKO_26042, SACKO_26046, SACKO_18545	YEAST02760
OG0012188	SACKO_32697	YEAST02442
OG0012364	SACKO_03707	YEAST01364
OG0012498	SACKO_22179	YEAST04109
OG0012801	SACKO_26869	YEAST04938, YEAST04971
OG0012922	SACKO_11373	YEAST02277
OG0013881	SACKO_29001	YEAST00347
OG0015219	SACKO_20522, SACKO_20523	YEAST06205
OG0016886	SACKO_20310	YEAST00907
OG0017286	SACKO_03787	YEAST01130
OG0019024	SACKO_16471, SACKO_01687	YEAST06336
OG0023807	SACKO_31845	YEAST02706
OG0024049	SACKO_09551	YEAST03193
