Orthogroup	CAEEL	ASTMX
OG0000231	CAEEL08481	ASTMX01168, ASTMX10711, ASTMX06042, ASTMX21702, ASTMX18443, ASTMX22637, ASTMX00067
OG0000231	CAEEL01724	ASTMX21905, ASTMX09216, ASTMX07397, ASTMX07396
OG0000234	CAEEL02295	ASTMX02457, ASTMX11930, ASTMX03378, ASTMX21596, ASTMX09075, ASTMX14217
OG0000234	CAEEL03013, CAEEL03014	ASTMX02028, ASTMX03572
OG0000235	CAEEL10795, CAEEL07012	ASTMX06227, ASTMX00260, ASTMX11628, ASTMX03682, ASTMX10834, ASTMX10074
OG0000236	CAEEL19835	ASTMX08747, ASTMX03149
OG0000238	CAEEL15430, CAEEL15432, CAEEL15171, CAEEL15387	ASTMX07705, ASTMX20450, ASTMX07704
OG0000239	CAEEL14926	ASTMX01276, ASTMX03280
OG0000239	CAEEL00570	ASTMX15869, ASTMX10448, ASTMX21437, ASTMX01895
OG0000242	CAEEL05302	ASTMX22355, ASTMX17492, ASTMX17491, ASTMX21993, ASTMX02117, ASTMX00357, ASTMX20526, ASTMX12612
OG0000242	CAEEL01149, CAEEL01953, CAEEL01038, CAEEL11304, CAEEL00585, CAEEL01041, CAEEL01477	ASTMX04049, ASTMX03054
OG0000244	CAEEL11789, CAEEL12688	ASTMX01790, ASTMX01791, ASTMX05536, ASTMX00432, ASTMX01984, ASTMX17641, ASTMX00972, ASTMX16602, ASTMX08895, ASTMX21456, ASTMX15853, ASTMX06255, ASTMX15851, ASTMX07398
OG0000248	CAEEL17077	ASTMX14140, ASTMX14138, ASTMX19921, ASTMX21287, ASTMX14135, ASTMX14137, ASTMX14134
OG0000249	CAEEL02928	ASTMX21591, ASTMX22691, ASTMX16793, ASTMX20743, ASTMX13638, ASTMX06866, ASTMX22940
OG0000249	CAEEL00206	ASTMX20082
OG0000250	CAEEL11963	ASTMX18265
OG0000250	CAEEL07261	ASTMX22935, ASTMX21081
OG0000250	CAEEL04698	ASTMX10554
OG0000250	CAEEL06732	ASTMX10861
OG0000251	CAEEL03882, CAEEL05921, CAEEL16332, CAEEL04207	ASTMX07951, ASTMX20026, ASTMX00737, ASTMX14618
OG0000255	CAEEL05168	ASTMX15208
OG0000255	CAEEL05715	ASTMX00265
OG0000256	CAEEL11937, CAEEL19468	ASTMX14236, ASTMX14182, ASTMX17896
OG0000257	CAEEL01910, CAEEL15386	ASTMX01595, ASTMX20351, ASTMX06234
OG0000258	CAEEL19537	ASTMX10103, ASTMX07818, ASTMX21558, ASTMX12307
OG0000258	CAEEL09342	ASTMX13949, ASTMX09429, ASTMX02019
OG0000258	CAEEL15770	ASTMX10822, ASTMX04575, ASTMX10602, ASTMX16862
OG0000260	CAEEL11482	ASTMX02089, ASTMX00793, ASTMX08323, ASTMX08530, ASTMX00791, ASTMX02088, ASTMX20570, ASTMX18863, ASTMX00302, ASTMX12581, ASTMX21781
OG0000265	CAEEL20581	ASTMX20048, ASTMX19410, ASTMX06906, ASTMX17905, ASTMX03304
OG0000265	CAEEL10364	ASTMX17774, ASTMX08300
OG0000266	CAEEL02705, CAEEL19379, CAEEL09158	ASTMX18084
OG0000268	CAEEL08164	ASTMX14616
OG0000272	CAEEL11804, CAEEL19905	ASTMX06714, ASTMX15391, ASTMX13685, ASTMX17539, ASTMX11464, ASTMX21154
OG0000273	CAEEL18644	ASTMX02360
OG0000273	CAEEL20077	ASTMX21300
OG0000275	CAEEL14783	ASTMX01252, ASTMX09512, ASTMX08521
OG0000275	CAEEL11381, CAEEL10050	ASTMX06622, ASTMX15608, ASTMX09767
OG0000277	CAEEL07730, CAEEL07729	ASTMX17498, ASTMX03998, ASTMX13452
OG0000277	CAEEL11066	ASTMX12126, ASTMX12127, ASTMX03033, ASTMX03664
OG0000278	CAEEL07740	ASTMX06005
OG0000278	CAEEL09180	ASTMX18193
OG0000278	CAEEL07099	ASTMX01574
OG0000278	CAEEL02024	ASTMX16975, ASTMX10057
OG0000282	CAEEL11864	ASTMX18342, ASTMX09599, ASTMX04653, ASTMX06602, ASTMX00322, ASTMX19110, ASTMX07649
OG0000284	CAEEL18846	ASTMX02036, ASTMX20925, ASTMX22871, ASTMX20924, ASTMX11406, ASTMX17126
OG0000287	CAEEL19227, CAEEL19907, CAEEL20741, CAEEL18156	ASTMX06158, ASTMX08976, ASTMX08226, ASTMX02242
OG0000295	CAEEL04248, CAEEL10950	ASTMX20405, ASTMX19587, ASTMX20406, ASTMX19588
OG0000296	CAEEL14675	ASTMX01322
OG0000301	CAEEL11399	ASTMX04615, ASTMX10168, ASTMX20352, ASTMX20442
OG0000301	CAEEL18767	ASTMX20705, ASTMX07228, ASTMX02917
OG0000302	CAEEL08099	ASTMX07861, ASTMX13265
OG0000305	CAEEL19499	ASTMX12592
OG0000305	CAEEL15162, CAEEL10872, CAEEL15163	ASTMX21234, ASTMX21268, ASTMX04324, ASTMX20856, ASTMX15186, ASTMX15028, ASTMX21047, ASTMX05366, ASTMX05365
OG0000306	CAEEL11447, CAEEL11444, CAEEL11445	ASTMX13715
OG0000308	CAEEL00748	ASTMX20341, ASTMX17147, ASTMX10685, ASTMX02323, ASTMX17926, ASTMX00819, ASTMX09110
OG0000312	CAEEL19323	ASTMX17975
OG0000312	CAEEL16684	ASTMX04117, ASTMX04116, ASTMX07002
OG0000312	CAEEL08464	ASTMX19559, ASTMX13976
OG0000315	CAEEL07409	ASTMX11724
OG0000315	CAEEL07609	ASTMX22299, ASTMX08025, ASTMX19001
OG0000315	CAEEL07292	ASTMX08301, ASTMX03040
OG0000316	CAEEL01799	ASTMX08202, ASTMX07921, ASTMX11016
OG0000319	CAEEL10346	ASTMX15258, ASTMX11737
OG0000321	CAEEL19255	ASTMX18898, ASTMX00098, ASTMX08418, ASTMX18899, ASTMX00099, ASTMX08419
OG0000322	CAEEL18855, CAEEL09291, CAEEL09109	ASTMX06004
OG0000323	CAEEL08030	ASTMX22681, ASTMX22354, ASTMX00314, ASTMX09179, ASTMX02635, ASTMX13255, ASTMX10841
OG0000325	CAEEL01448, CAEEL10554	ASTMX18823
OG0000327	CAEEL18527	ASTMX06414, ASTMX05544, ASTMX06421, ASTMX13482, ASTMX13483, ASTMX13484, ASTMX06420
OG0000327	CAEEL06891	ASTMX06415
OG0000329	CAEEL05342	ASTMX19045, ASTMX00981, ASTMX16644, ASTMX07883, ASTMX17956, ASTMX09130, ASTMX14126, ASTMX20509
OG0000332	CAEEL10794	ASTMX11275, ASTMX11192, ASTMX09975, ASTMX05899, ASTMX11997, ASTMX14907
OG0000333	CAEEL20574	ASTMX14239
OG0000338	CAEEL02726	ASTMX13042, ASTMX20131, ASTMX05102, ASTMX05103, ASTMX03140
OG0000343	CAEEL00542	ASTMX10298, ASTMX08048, ASTMX09330, ASTMX07009, ASTMX11872, ASTMX14973
OG0000345	CAEEL09288	ASTMX17770, ASTMX16023, ASTMX16273, ASTMX07982, ASTMX01509
OG0000346	CAEEL10353	ASTMX02056
OG0000346	CAEEL01774	ASTMX21003
OG0000346	CAEEL04767	ASTMX22643, ASTMX06469, ASTMX11553, ASTMX10029, ASTMX21757, ASTMX10400
OG0000350	CAEEL13904	ASTMX11261, ASTMX15296, ASTMX12615, ASTMX04193, ASTMX12247
OG0000352	CAEEL05587	ASTMX05896, ASTMX03995, ASTMX17359, ASTMX13140
OG0000353	CAEEL10431	ASTMX09282
OG0000353	CAEEL10430	ASTMX22996, ASTMX17983, ASTMX09283
OG0000356	CAEEL10812	ASTMX09465, ASTMX09256
OG0000357	CAEEL07861	ASTMX17598, ASTMX10965, ASTMX09989, ASTMX05067, ASTMX15356
OG0000357	CAEEL10151, CAEEL05953	ASTMX15888, ASTMX01105, ASTMX14562, ASTMX04757
OG0000358	CAEEL13826	ASTMX16628, ASTMX07152, ASTMX07224
OG0000358	CAEEL19072	ASTMX07099, ASTMX00097
OG0000359	CAEEL02740, CAEEL18786, CAEEL18785	ASTMX07087, ASTMX13220
OG0000363	CAEEL04898, CAEEL01034, CAEEL00066	ASTMX15773, ASTMX01558, ASTMX08726
OG0000363	CAEEL12357, CAEEL16480	ASTMX19424
OG0000364	CAEEL18153, CAEEL18154	ASTMX08125
OG0000365	CAEEL03052	ASTMX14935, ASTMX12525, ASTMX16950, ASTMX06169
OG0000367	CAEEL11241	ASTMX18601, ASTMX09449, ASTMX02026, ASTMX13956, ASTMX04028, ASTMX06700, ASTMX14123, ASTMX14122, ASTMX18667
OG0000372	CAEEL09938	ASTMX00698
OG0000372	CAEEL06634	ASTMX11491
OG0000372	CAEEL11042	ASTMX06694, ASTMX07580, ASTMX13013
OG0000373	CAEEL08053	ASTMX07311, ASTMX17503
OG0000373	CAEEL15439	ASTMX11338, ASTMX01301, ASTMX01605
OG0000374	CAEEL04637	ASTMX04768, ASTMX06554, ASTMX08406
OG0000375	CAEEL04597	ASTMX18856, ASTMX13500
OG0000378	CAEEL01589	ASTMX14466, ASTMX10279, ASTMX09784, ASTMX19100, ASTMX01130
OG0000378	CAEEL18606	ASTMX03495, ASTMX00112, ASTMX09555, ASTMX08740, ASTMX06762
OG0000382	CAEEL10275	ASTMX05165, ASTMX22929, ASTMX06353, ASTMX05166, ASTMX02014, ASTMX06354
OG0000385	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992	ASTMX12707, ASTMX02895, ASTMX01809, ASTMX18429, ASTMX18427, ASTMX18428
OG0000389	CAEEL08944, CAEEL11888	ASTMX12665, ASTMX03229
OG0000391	CAEEL07480, CAEEL01186	ASTMX13969, ASTMX04762, ASTMX02755, ASTMX07882
OG0000392	CAEEL03273	ASTMX12388, ASTMX03996, ASTMX06463, ASTMX05494
OG0000393	CAEEL14690	ASTMX19684, ASTMX19683
OG0000393	CAEEL11594	ASTMX17767
OG0000393	CAEEL00138	ASTMX20759
OG0000395	CAEEL11086	ASTMX22343
OG0000399	CAEEL12746	ASTMX07149, ASTMX09464
OG0000399	CAEEL18399	ASTMX15648, ASTMX13680
OG0000399	CAEEL01136	ASTMX07577, ASTMX13014
OG0000399	CAEEL00515	ASTMX14554, ASTMX05126, ASTMX19706
OG0000401	CAEEL07254	ASTMX17054, ASTMX15521, ASTMX14025
OG0000402	CAEEL20859	ASTMX15651, ASTMX21467, ASTMX17950, ASTMX07646, ASTMX19109
OG0000402	CAEEL09914, CAEEL09915	ASTMX00692, ASTMX17284, ASTMX02556
OG0000403	CAEEL13991	ASTMX06115
OG0000404	CAEEL04503	ASTMX17035, ASTMX14046
OG0000405	CAEEL01740	ASTMX06845, ASTMX10883, ASTMX04895, ASTMX21258, ASTMX08631, ASTMX07907
OG0000411	CAEEL02373	ASTMX20008, ASTMX01392, ASTMX12902, ASTMX10040, ASTMX11435, ASTMX15616, ASTMX07989, ASTMX01643
OG0000412	CAEEL11655	ASTMX08855
OG0000412	CAEEL09909	ASTMX13390, ASTMX06615
OG0000412	CAEEL20650	ASTMX11203, ASTMX12505
OG0000413	CAEEL15525	ASTMX22225, ASTMX13671, ASTMX19651, ASTMX16482, ASTMX04390
OG0000413	CAEEL18945	ASTMX16688, ASTMX04912, ASTMX09192, ASTMX19930
OG0000419	CAEEL19090	ASTMX07275, ASTMX17113, ASTMX14421, ASTMX01798, ASTMX13831, ASTMX01797
OG0000424	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478	ASTMX07663
OG0000425	CAEEL13865, CAEEL13864	ASTMX16190, ASTMX11596, ASTMX04218, ASTMX01381, ASTMX08082, ASTMX16429, ASTMX07289, ASTMX14964
OG0000426	CAEEL19943	ASTMX14958
OG0000426	CAEEL20473	ASTMX11516, ASTMX15003, ASTMX14175, ASTMX10096, ASTMX04997
OG0000427	CAEEL05100	ASTMX06287, ASTMX09008, ASTMX05255, ASTMX14566, ASTMX04360, ASTMX10338, ASTMX00106, ASTMX00224
OG0000429	CAEEL02588, CAEEL02589, CAEEL02587, CAEEL02586, CAEEL08573, CAEEL20624	ASTMX07836
OG0000430	CAEEL14592, CAEEL00514	ASTMX07369
OG0000431	CAEEL07320	ASTMX19915, ASTMX11097, ASTMX09197, ASTMX22566, ASTMX06516, ASTMX00145, ASTMX09571
OG0000432	CAEEL05840, CAEEL08239	ASTMX14397, ASTMX08330, ASTMX02099, ASTMX08388, ASTMX14398
OG0000433	CAEEL18122	ASTMX01496, ASTMX04993
OG0000433	CAEEL00915, CAEEL00914	ASTMX10245, ASTMX08139, ASTMX12987
OG0000436	CAEEL08451, CAEEL08483, CAEEL08086	ASTMX00162, ASTMX01672, ASTMX22621, ASTMX04268
OG0000442	CAEEL10760	ASTMX11711, ASTMX07283, ASTMX12980
OG0000443	CAEEL07750	ASTMX18401, ASTMX18402, ASTMX12956
OG0000444	CAEEL18555	ASTMX14380, ASTMX00703, ASTMX21179
OG0000444	CAEEL11270, CAEEL13198, CAEEL07333, CAEEL07332, CAEEL07334, CAEEL18670	ASTMX10912, ASTMX16562
OG0000446	CAEEL08845	ASTMX01267
OG0000446	CAEEL11745	ASTMX05013
OG0000447	CAEEL07754, CAEEL07753	ASTMX14913, ASTMX09104, ASTMX06112, ASTMX14924, ASTMX04090, ASTMX14911, ASTMX21473
OG0000450	CAEEL09221	ASTMX07538, ASTMX08134, ASTMX11116, ASTMX11115, ASTMX01427, ASTMX10964, ASTMX17597, ASTMX18833, ASTMX18053, ASTMX11721, ASTMX11722
OG0000452	CAEEL18774, CAEEL01070, CAEEL01729, CAEEL00373	ASTMX02015, ASTMX05164
OG0000454	CAEEL02877, CAEEL02880, CAEEL02881, CAEEL02883, CAEEL02884, CAEEL02885, CAEEL02878, CAEEL02887, CAEEL02879, CAEEL02882	ASTMX10568, ASTMX07895, ASTMX18556, ASTMX19705, ASTMX19391, ASTMX05140
OG0000458	CAEEL19373	ASTMX09867, ASTMX09869, ASTMX09868, ASTMX12750
OG0000461	CAEEL06628	ASTMX14096
OG0000461	CAEEL08066	ASTMX09634, ASTMX19013
OG0000463	CAEEL00961	ASTMX05187, ASTMX18847
OG0000467	CAEEL10426, CAEEL00823	ASTMX19597, ASTMX15795, ASTMX10740, ASTMX09415, ASTMX01966, ASTMX05515, ASTMX02018
OG0000468	CAEEL05744	ASTMX16969, ASTMX16968, ASTMX16966, ASTMX16964, ASTMX16965, ASTMX16967, ASTMX08249, ASTMX07575
OG0000469	CAEEL09645	ASTMX17554, ASTMX08379, ASTMX20035, ASTMX11781, ASTMX01028, ASTMX09278, ASTMX13963, ASTMX16633, ASTMX02217, ASTMX04047
OG0000470	CAEEL01892	ASTMX20617, ASTMX01420, ASTMX16395
OG0000470	CAEEL15886	ASTMX15646, ASTMX03241, ASTMX22015
OG0000472	CAEEL04041, CAEEL06168	ASTMX08994, ASTMX08995
OG0000475	CAEEL00594, CAEEL00593	ASTMX05454, ASTMX09395, ASTMX04770
OG0000476	CAEEL20693, CAEEL00887	ASTMX15748
OG0000476	CAEEL13996, CAEEL04770	ASTMX15079
OG0000478	CAEEL16147, CAEEL11281	ASTMX06404, ASTMX08367, ASTMX22529, ASTMX16617
OG0000479	CAEEL02339	ASTMX07487, ASTMX08702, ASTMX01240, ASTMX04831, ASTMX08818
OG0000479	CAEEL09202	ASTMX21850, ASTMX17585, ASTMX15198, ASTMX05901
OG0000480	CAEEL10994, CAEEL19312, CAEEL11292	ASTMX05218, ASTMX07171, ASTMX07170
OG0000481	CAEEL09089, CAEEL09097	ASTMX04468
OG0000481	CAEEL07158	ASTMX15759
OG0000481	CAEEL11815	ASTMX21277, ASTMX10551
OG0000482	CAEEL12763	ASTMX02712, ASTMX01408, ASTMX16479
OG0000482	CAEEL16609	ASTMX01407, ASTMX16480
OG0000484	CAEEL04965, CAEEL04966	ASTMX06464, ASTMX05493, ASTMX21963, ASTMX03189, ASTMX02359, ASTMX05957
OG0000485	CAEEL19088, CAEEL15576	ASTMX18912, ASTMX15444
OG0000486	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738	ASTMX13378, ASTMX03758
OG0000487	CAEEL16728, CAEEL12342	ASTMX07842, ASTMX20342
OG0000488	CAEEL05865, CAEEL05866	ASTMX03433, ASTMX00689
OG0000490	CAEEL00687, CAEEL19730	ASTMX19146, ASTMX08274, ASTMX14197, ASTMX19145, ASTMX08725, ASTMX15774, ASTMX08972, ASTMX03317
OG0000491	CAEEL07820	ASTMX05642, ASTMX18439, ASTMX18438, ASTMX18437, ASTMX14753, ASTMX17371, ASTMX11249
OG0000495	CAEEL07186	ASTMX01188
OG0000496	CAEEL01836	ASTMX14117, ASTMX19979
OG0000497	CAEEL11475, CAEEL02002	ASTMX22201, ASTMX10346, ASTMX13802, ASTMX03464, ASTMX13801
OG0000497	CAEEL19219	ASTMX21023, ASTMX02074
OG0000503	CAEEL18781, CAEEL18780	ASTMX07343, ASTMX16980, ASTMX02609, ASTMX03072
OG0000503	CAEEL01216	ASTMX21242
OG0000504	CAEEL11210	ASTMX09815, ASTMX14231, ASTMX10657, ASTMX03402, ASTMX11929, ASTMX02863, ASTMX05201, ASTMX20171
OG0000508	CAEEL07260	ASTMX01457, ASTMX09874
OG0000510	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413	ASTMX10189, ASTMX20520, ASTMX12755, ASTMX12852, ASTMX10966, ASTMX16608
OG0000514	CAEEL07294, CAEEL18391	ASTMX10637, ASTMX15495, ASTMX20347, ASTMX17787, ASTMX03613, ASTMX20346
OG0000519	CAEEL01270	ASTMX13209, ASTMX05997
OG0000520	CAEEL07490	ASTMX09994, ASTMX18836, ASTMX07327, ASTMX19989, ASTMX14233, ASTMX09883
OG0000521	CAEEL14050	ASTMX16378, ASTMX12513, ASTMX04599, ASTMX14516, ASTMX14141, ASTMX03940, ASTMX02711, ASTMX16377
OG0000523	CAEEL07536, CAEEL13092	ASTMX14503
OG0000524	CAEEL17529	ASTMX13403, ASTMX02748
OG0000525	CAEEL19149	ASTMX22715, ASTMX10039, ASTMX12399
OG0000525	CAEEL19113	ASTMX02688, ASTMX11391
OG0000527	CAEEL20771	ASTMX21736, ASTMX22367, ASTMX02383, ASTMX14201, ASTMX19141
OG0000528	CAEEL17966	ASTMX18461, ASTMX02315, ASTMX10467, ASTMX20121
OG0000529	CAEEL09737, CAEEL12247	ASTMX21144, ASTMX18927
OG0000529	CAEEL14327	ASTMX11508, ASTMX07444, ASTMX17776, ASTMX00725
OG0000530	CAEEL05713, CAEEL05714	ASTMX03176, ASTMX02906, ASTMX17387, ASTMX07408, ASTMX19455
OG0000531	CAEEL07670	ASTMX15871
OG0000532	CAEEL05864, CAEEL10521, CAEEL00080, CAEEL20665, CAEEL04618	ASTMX11129, ASTMX21141
OG0000534	CAEEL06960	ASTMX08654, ASTMX15015, ASTMX16887, ASTMX17809, ASTMX14095, ASTMX16886
OG0000535	CAEEL18521	ASTMX07978, ASTMX01946, ASTMX20355, ASTMX22489
OG0000537	CAEEL20692	ASTMX02700, ASTMX00178, ASTMX15548, ASTMX22237
OG0000537	CAEEL08509	ASTMX15547, ASTMX02699, ASTMX00179
OG0000538	CAEEL07439	ASTMX06663, ASTMX01046, ASTMX13231, ASTMX04495, ASTMX12645, ASTMX21007
OG0000539	CAEEL15234, CAEEL08363, CAEEL07779	ASTMX18298, ASTMX11895
OG0000542	CAEEL09055	ASTMX11231, ASTMX21069
OG0000542	CAEEL15478	ASTMX04273
OG0000545	CAEEL15746	ASTMX10987
OG0000545	CAEEL14386	ASTMX08452, ASTMX01683, ASTMX12544, ASTMX08514, ASTMX06310
OG0000546	CAEEL05028, CAEEL10535, CAEEL11324, CAEEL15408	ASTMX03169
OG0000548	CAEEL10591, CAEEL10590	ASTMX20814, ASTMX19774, ASTMX15937, ASTMX10502, ASTMX10235, ASTMX16625, ASTMX05347
OG0000550	CAEEL11841	ASTMX22613
OG0000551	CAEEL05226	ASTMX02105
OG0000560	CAEEL00689	ASTMX10434, ASTMX12293
OG0000561	CAEEL15785	ASTMX12281, ASTMX09747, ASTMX04726
OG0000562	CAEEL12354	ASTMX02939
OG0000563	CAEEL07864	ASTMX12226, ASTMX05877, ASTMX13470
OG0000566	CAEEL15091	ASTMX21688, ASTMX02449, ASTMX22106, ASTMX06097, ASTMX02203, ASTMX02202, ASTMX09638
OG0000567	CAEEL02967	ASTMX07889, ASTMX10650
OG0000567	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553, CAEEL04491	ASTMX02913
OG0000572	CAEEL13663	ASTMX14415, ASTMX08526
OG0000572	CAEEL04776	ASTMX09438, ASTMX05246
OG0000573	CAEEL05940	ASTMX11352, ASTMX15555, ASTMX04860, ASTMX18772, ASTMX02110
OG0000573	CAEEL01355	ASTMX02201
OG0000574	CAEEL18789, CAEEL19638, CAEEL19639	ASTMX11657
OG0000574	CAEEL19209, CAEEL18848	ASTMX08559
OG0000576	CAEEL06802	ASTMX00576, ASTMX05718, ASTMX14775, ASTMX02752, ASTMX15841, ASTMX00788
OG0000578	CAEEL16491, CAEEL16492, CAEEL16490	ASTMX18006, ASTMX10470, ASTMX08286, ASTMX01576, ASTMX10827, ASTMX04585
OG0000579	CAEEL11246, CAEEL09670, CAEEL09822	ASTMX19442, ASTMX10867, ASTMX05568, ASTMX19217, ASTMX02063, ASTMX06365
OG0000580	CAEEL19061	ASTMX08882
OG0000580	CAEEL06306	ASTMX14484
OG0000581	CAEEL15703	ASTMX10825, ASTMX10598, ASTMX16864, ASTMX19514
OG0000581	CAEEL14055, CAEEL14054	ASTMX10599, ASTMX16863, ASTMX10824, ASTMX04580, ASTMX10823, ASTMX17300
OG0000582	CAEEL19553, CAEEL19552	ASTMX11411, ASTMX20610, ASTMX13349, ASTMX13077, ASTMX01858, ASTMX10152
OG0000583	CAEEL01762, CAEEL01763	ASTMX19288, ASTMX12142, ASTMX19104, ASTMX09781, ASTMX15227, ASTMX16808, ASTMX07495
OG0000585	CAEEL11782, CAEEL11783	ASTMX10753, ASTMX02113, ASTMX17466, ASTMX08311, ASTMX20178, ASTMX01009
OG0000587	CAEEL14207	ASTMX17633, ASTMX15674, ASTMX05654, ASTMX18684, ASTMX02880
OG0000587	CAEEL18702	ASTMX13819
OG0000588	CAEEL05897	ASTMX14157, ASTMX18468, ASTMX06494, ASTMX10386, ASTMX19382, ASTMX03016
OG0000589	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281	ASTMX00371, ASTMX03603, ASTMX00369, ASTMX00368, ASTMX00370, ASTMX02599, ASTMX02002, ASTMX18733, ASTMX08294, ASTMX08295, ASTMX08296
OG0000590	CAEEL01780	ASTMX12992, ASTMX20440, ASTMX15142, ASTMX10181, ASTMX04496
OG0000591	CAEEL19878	ASTMX04992, ASTMX12325
OG0000591	CAEEL18367	ASTMX06089, ASTMX06091, ASTMX09194
OG0000592	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244	ASTMX15625, ASTMX01208, ASTMX00581, ASTMX20394, ASTMX11355
OG0000593	CAEEL02027	ASTMX11066, ASTMX07725, ASTMX21954, ASTMX04864, ASTMX09942, ASTMX00591, ASTMX02549, ASTMX05477, ASTMX19749
OG0000594	CAEEL11331	ASTMX12792, ASTMX14374, ASTMX18889, ASTMX12791, ASTMX14375, ASTMX18890, ASTMX10755, ASTMX00628
OG0000597	CAEEL08741	ASTMX09658, ASTMX18806, ASTMX12198, ASTMX07313, ASTMX15757
OG0000602	CAEEL20599	ASTMX11828, ASTMX15540, ASTMX07892, ASTMX18681, ASTMX15541, ASTMX07893, ASTMX11827, ASTMX00030, ASTMX18680
OG0000603	CAEEL15474	ASTMX01585, ASTMX22855, ASTMX10221, ASTMX04851, ASTMX01584, ASTMX06561, ASTMX19202
OG0000604	CAEEL14390	ASTMX03235, ASTMX11005, ASTMX17547, ASTMX19569, ASTMX12146, ASTMX03234, ASTMX19571, ASTMX20953, ASTMX20951, ASTMX19937, ASTMX21867, ASTMX19572, ASTMX20954
OG0000608	CAEEL06882	ASTMX19885
OG0000609	CAEEL11904	ASTMX09487, ASTMX19499, ASTMX00147, ASTMX19500, ASTMX13250, ASTMX05358
OG0000611	CAEEL08225	ASTMX07157, ASTMX09331, ASTMX05615
OG0000611	CAEEL09831	ASTMX12827
OG0000612	CAEEL07651	ASTMX10076, ASTMX09692, ASTMX18860, ASTMX09749
OG0000612	CAEEL06875	ASTMX15804
OG0000613	CAEEL14429, CAEEL16442	ASTMX01217, ASTMX05307, ASTMX07479, ASTMX16319
OG0000614	CAEEL16724	ASTMX11010
OG0000615	CAEEL19705	ASTMX21454, ASTMX20753, ASTMX11891, ASTMX11351, ASTMX16657, ASTMX03183
OG0000616	CAEEL19744	ASTMX16225
OG0000619	CAEEL02635	ASTMX10497, ASTMX11699, ASTMX15036, ASTMX15037, ASTMX12055, ASTMX11698, ASTMX11697
OG0000623	CAEEL16178, CAEEL06411	ASTMX07600
OG0000623	CAEEL16276	ASTMX07831, ASTMX20139, ASTMX15503
OG0000624	CAEEL08547	ASTMX13226, ASTMX19412, ASTMX08664
OG0000625	CAEEL18539	ASTMX11301, ASTMX11304, ASTMX11302, ASTMX16523, ASTMX16522, ASTMX11303, ASTMX14967, ASTMX11878
OG0000626	CAEEL19740	ASTMX00847, ASTMX01224, ASTMX06433, ASTMX01759, ASTMX01760
OG0000627	CAEEL01126	ASTMX21721, ASTMX00646, ASTMX01724, ASTMX02960, ASTMX07039, ASTMX06195
OG0000636	CAEEL19659	ASTMX16568, ASTMX15211, ASTMX02467, ASTMX01529, ASTMX19165, ASTMX14950
OG0000637	CAEEL18181	ASTMX21369, ASTMX21579, ASTMX17434
OG0000639	CAEEL00195	ASTMX07088, ASTMX03393
OG0000639	CAEEL00077	ASTMX02657, ASTMX18519, ASTMX07469
OG0000642	CAEEL04693	ASTMX10591
OG0000645	CAEEL14093	ASTMX12833, ASTMX02606
OG0000645	CAEEL02916	ASTMX18567, ASTMX05124
OG0000646	CAEEL06213, CAEEL06212	ASTMX06884, ASTMX16478, ASTMX02676
OG0000647	CAEEL14095, CAEEL17996	ASTMX17066, ASTMX19826, ASTMX06640, ASTMX12729, ASTMX12730
OG0000648	CAEEL05737	ASTMX22428, ASTMX02643
OG0000649	CAEEL08770	ASTMX09392, ASTMX04774, ASTMX18484, ASTMX18485, ASTMX01888
OG0000650	CAEEL15107	ASTMX12731, ASTMX05353, ASTMX08700, ASTMX08975, ASTMX20574, ASTMX08278, ASTMX16890, ASTMX00837, ASTMX13841
OG0000651	CAEEL08479	ASTMX17737, ASTMX05303, ASTMX08641
OG0000652	CAEEL09392, CAEEL09393	ASTMX00762, ASTMX06378, ASTMX06377, ASTMX00760, ASTMX00761, ASTMX07128, ASTMX20824, ASTMX06369
OG0000653	CAEEL20136	ASTMX16680, ASTMX08281, ASTMX18100, ASTMX03946, ASTMX02496, ASTMX13550, ASTMX18970, ASTMX13180, ASTMX06484
OG0000654	CAEEL00509	ASTMX13738, ASTMX11052, ASTMX19746, ASTMX10206, ASTMX17145, ASTMX00164
OG0000657	CAEEL01693	ASTMX19394, ASTMX19395, ASTMX12483, ASTMX19401
OG0000660	CAEEL06994	ASTMX00650, ASTMX17867
OG0000660	CAEEL01886	ASTMX22390, ASTMX13764, ASTMX14506, ASTMX05874
OG0000660	CAEEL01416	ASTMX20321
OG0000662	CAEEL07265	ASTMX17885
OG0000662	CAEEL20546	ASTMX16404, ASTMX12633, ASTMX19890, ASTMX07727
OG0000663	CAEEL07269	ASTMX00870, ASTMX22176
OG0000664	CAEEL10897, CAEEL10896	ASTMX04014, ASTMX05721, ASTMX16074, ASTMX00707
