Orthogroup	CAEEL	AENJA_ok
OG0003197	CAEEL11467	AENJA_17257
OG0003198	CAEEL05062	AENJA_17366
OG0003199	CAEEL11688	AENJA_17478
OG0003202	CAEEL12123	AENJA_18388
OG0003203	CAEEL08247	AENJA_18705
OG0003206	CAEEL08436	AENJA_19670, AENJA_19671
OG0003207	CAEEL11116	AENJA_19792, AENJA_19791
OG0003210	CAEEL11876	AENJA_20699
OG0003211	CAEEL09585	AENJA_20861
OG0003212	CAEEL11323	AENJA_20864
OG0003214	CAEEL08551	AENJA_21694
OG0003215	CAEEL02895	AENJA_22196
OG0003217	CAEEL06035, CAEEL06032	AENJA_23373
OG0003218	CAEEL08847	AENJA_23390
OG0003219	CAEEL16215	AENJA_23468
OG0003222	CAEEL00115	AENJA_23860
OG0003223	CAEEL00485	AENJA_24204
OG0003224	CAEEL05675	AENJA_24262
OG0003225	CAEEL04615, CAEEL20133	AENJA_24401
OG0003226	CAEEL04904, CAEEL04903	AENJA_25297, AENJA_25291
OG0003228	CAEEL14683	AENJA_25997
OG0003229	CAEEL10166	AENJA_25999
OG0003230	CAEEL06311	AENJA_26243
OG0003251	CAEEL01743	AENJA_00517
OG0003252	CAEEL19657, CAEEL14287	AENJA_00890
OG0003254	CAEEL15715	AENJA_01261
OG0003255	CAEEL01327	AENJA_01447
OG0003257	CAEEL04888	AENJA_01488, AENJA_01489
OG0003258	CAEEL04539	AENJA_01706
OG0003259	CAEEL11844	AENJA_02246
OG0003263	CAEEL12235	AENJA_03032
OG0003266	CAEEL05061	AENJA_03526
OG0003267	CAEEL11406	AENJA_03748
OG0003268	CAEEL00711	AENJA_04034
OG0003269	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993	AENJA_04245
OG0003270	CAEEL17531, CAEEL17532, CAEEL07171	AENJA_04789
OG0003272	CAEEL19188, CAEEL20088	AENJA_05459
OG0003273	CAEEL08538	AENJA_19818, AENJA_19819, AENJA_05792
OG0003275	CAEEL01894	AENJA_06088
OG0003276	CAEEL05343	AENJA_06270
OG0003277	CAEEL10684	AENJA_06595
OG0003279	CAEEL09246	AENJA_18910, AENJA_07963
OG0003280	CAEEL20448	AENJA_12371, AENJA_07986
OG0003281	CAEEL19540	AENJA_08105, AENJA_20736
OG0003282	CAEEL04466	AENJA_18531
OG0003283	CAEEL10540	AENJA_08388, AENJA_08386, AENJA_08389
OG0003284	CAEEL20144	AENJA_08806
OG0003286	CAEEL11061	AENJA_08868
OG0003287	CAEEL09759	AENJA_08945
OG0003288	CAEEL07836	AENJA_08988
OG0003289	CAEEL00474	AENJA_09099
OG0003290	CAEEL07995, CAEEL07996	AENJA_09114
OG0003291	CAEEL07282	AENJA_09544
OG0003293	CAEEL09078	AENJA_10140
OG0003297	CAEEL06799, CAEEL06798, CAEEL02997	AENJA_10455
OG0003298	CAEEL00404	AENJA_10956
OG0003300	CAEEL15375, CAEEL10323, CAEEL04894, CAEEL10997, CAEEL02576, CAEEL07626	AENJA_16801, AENJA_10987
OG0003301	CAEEL11183	AENJA_11385
OG0003303	CAEEL08080	AENJA_23721, AENJA_11641
OG0003305	CAEEL04396	AENJA_11741
OG0003306	CAEEL11131	AENJA_22075
OG0003307	CAEEL09527	AENJA_11858
OG0003309	CAEEL07134	AENJA_11953
OG0003311	CAEEL06729	AENJA_12315
OG0003316	CAEEL06426	AENJA_13112
OG0003317	CAEEL11191	AENJA_13550
OG0003318	CAEEL00777	AENJA_13567
OG0003320	CAEEL05307	AENJA_13907
OG0003323	CAEEL08557, CAEEL08556	AENJA_14209
OG0003325	CAEEL11598	AENJA_19471
OG0003327	CAEEL15863	AENJA_14781
OG0003328	CAEEL07600, CAEEL14983, CAEEL18520	AENJA_16505
OG0003330	CAEEL02745	AENJA_15240
OG0003331	CAEEL07758	AENJA_23729, AENJA_15484
OG0003332	CAEEL15994, CAEEL15100	AENJA_15526
OG0003333	CAEEL05869	AENJA_15663
OG0003335	CAEEL06219	AENJA_15787
OG0003336	CAEEL18158	AENJA_15800
OG0003337	CAEEL05608	AENJA_15893
OG0003340	CAEEL05767	AENJA_16463
OG0003341	CAEEL15411	AENJA_17359
OG0003343	CAEEL02966	AENJA_17471
OG0003344	CAEEL04271	AENJA_17550
OG0003348	CAEEL00995	AENJA_18879
OG0003349	CAEEL11343	AENJA_18916
OG0003350	CAEEL18859	AENJA_18932
OG0003354	CAEEL07057	AENJA_20119
OG0003356	CAEEL05068	AENJA_21005
OG0003357	CAEEL05202	AENJA_21046
OG0003358	CAEEL15398	AENJA_21116
OG0003359	CAEEL08412	AENJA_21290
OG0003360	CAEEL09119	AENJA_21296
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	AENJA_21382
OG0003364	CAEEL06262	AENJA_21855
OG0003366	CAEEL13316, CAEEL13290	AENJA_22253
OG0003368	CAEEL04652	AENJA_23082
OG0003369	CAEEL11911	AENJA_23134, AENJA_23133
OG0003370	CAEEL19630, CAEEL09274	AENJA_23534
OG0003372	CAEEL04956	AENJA_24254
OG0003374	CAEEL09698	AENJA_24682, AENJA_24683
OG0003375	CAEEL04860	AENJA_24824
OG0003377	CAEEL19646	AENJA_24906
OG0003378	CAEEL04638	AENJA_24909
OG0003380	CAEEL07698, CAEEL08643	AENJA_25323
OG0003384	CAEEL12353	AENJA_25752
OG0003386	CAEEL04616	AENJA_26435
OG0003387	CAEEL12649, CAEEL12648	AENJA_26696
OG0003419	CAEEL20583, CAEEL07865	AENJA_00054
OG0003425	CAEEL12188	AENJA_01194
OG0003426	CAEEL06462	AENJA_01257
OG0003429	CAEEL00390	AENJA_01963
OG0003430	CAEEL05290	AENJA_02400
OG0003431	CAEEL20649	AENJA_02555
OG0003433	CAEEL17744	AENJA_02659
OG0003434	CAEEL08434	AENJA_02675
OG0003435	CAEEL04157	AENJA_02757
OG0003439	CAEEL10524	AENJA_03292
OG0003443	CAEEL18884	AENJA_03622
OG0003444	CAEEL04842	AENJA_03663
OG0003448	CAEEL01220	AENJA_04038
OG0003450	CAEEL06420	AENJA_04269
OG0003451	CAEEL02776, CAEEL02805	AENJA_04285
OG0003452	CAEEL02730	AENJA_04578
OG0003453	CAEEL11697	AENJA_04592
OG0003454	CAEEL07771	AENJA_04653
OG0003455	CAEEL01134	AENJA_22892, AENJA_04759
OG0003456	CAEEL00212, CAEEL00213	AENJA_04853
OG0003457	CAEEL19244	AENJA_05123
OG0003459	CAEEL16050	AENJA_05414
OG0003460	CAEEL19133	AENJA_05490
OG0003462	CAEEL11837	AENJA_17634, AENJA_15093, AENJA_05724, AENJA_20654
OG0003463	CAEEL07464	AENJA_05770
OG0003464	CAEEL15673	AENJA_10817, AENJA_05778
OG0003465	CAEEL00222	AENJA_06069
OG0003466	CAEEL06482	AENJA_06181
OG0003467	CAEEL09664	AENJA_06433
OG0003468	CAEEL10655	AENJA_06823
OG0003472	CAEEL07680, CAEEL07681	AENJA_07615
OG0003473	CAEEL09171	AENJA_07820
OG0003475	CAEEL01731	AENJA_08250
OG0003477	CAEEL02502	AENJA_08292
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	AENJA_08408
OG0003479	CAEEL12384	AENJA_08477
OG0003480	CAEEL01792	AENJA_08524, AENJA_08521
OG0003486	CAEEL04926	AENJA_09585
OG0003487	CAEEL02123	AENJA_10277
OG0003489	CAEEL00223	AENJA_11004
OG0003491	CAEEL18627, CAEEL05479	AENJA_11118
OG0003496	CAEEL01506	AENJA_19103, AENJA_12010
OG0003498	CAEEL16452	AENJA_12653
OG0003500	CAEEL01125	AENJA_12709
OG0003501	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302	AENJA_13025
OG0003502	CAEEL02400, CAEEL02281	AENJA_13200
OG0003503	CAEEL04457, CAEEL04454	AENJA_13216
OG0003505	CAEEL07950	AENJA_13629
OG0003506	CAEEL05248	AENJA_13681
OG0003507	CAEEL05679	AENJA_13693
OG0003508	CAEEL17418	AENJA_13894
OG0003509	CAEEL04891	AENJA_14027
OG0003510	CAEEL01116	AENJA_15122, AENJA_14984
OG0003511	CAEEL08351	AENJA_15214
OG0003513	CAEEL07182	AENJA_15883
OG0003514	CAEEL19051	AENJA_16079
OG0003514	CAEEL12733, CAEEL12734	AENJA_16077
OG0003515	CAEEL06636	AENJA_16192
OG0003517	CAEEL05196	AENJA_16771
OG0003518	CAEEL01719	AENJA_16797
OG0003519	CAEEL07239	AENJA_16830
OG0003522	CAEEL06276	AENJA_17840
OG0003523	CAEEL18694	AENJA_17997
OG0003524	CAEEL04264, CAEEL04265	AENJA_17999
OG0003526	CAEEL16001	AENJA_18515
OG0003528	CAEEL00365	AENJA_18722
OG0003530	CAEEL19423	AENJA_18942
OG0003531	CAEEL15168, CAEEL18062	AENJA_19107
OG0003532	CAEEL05027	AENJA_19405
OG0003538	CAEEL11099	AENJA_20720
OG0003539	CAEEL05895	AENJA_20975
OG0003541	CAEEL01632	AENJA_21308
OG0003542	CAEEL01115	AENJA_21494
OG0003543	CAEEL08637	AENJA_21659
OG0003544	CAEEL06236, CAEEL08896	AENJA_21703
OG0003545	CAEEL12984	AENJA_21908
OG0003548	CAEEL19888	AENJA_22613
OG0003550	CAEEL06728	AENJA_22695
OG0003551	CAEEL05919	AENJA_22715
OG0003552	CAEEL18151	AENJA_22940
OG0003554	CAEEL05099	AENJA_23083
OG0003556	CAEEL11919	AENJA_23329
OG0003557	CAEEL18139	AENJA_23658
OG0003560	CAEEL04113	AENJA_24076
OG0003561	CAEEL01643	AENJA_24294
OG0003562	CAEEL19208, CAEEL04183	AENJA_24391
OG0003563	CAEEL07782	AENJA_24776
OG0003564	CAEEL18104	AENJA_24810
OG0003566	CAEEL04245	AENJA_25138
OG0003567	CAEEL15549	AENJA_25441
OG0003569	CAEEL10722	AENJA_25887
OG0003570	CAEEL08761	AENJA_26158
OG0003571	CAEEL00659	AENJA_26245
OG0003573	CAEEL10174, CAEEL18886	AENJA_26698
OG0003597	CAEEL05204	AENJA_00060
OG0003598	CAEEL20069	AENJA_00099
OG0003599	CAEEL01022	AENJA_06205
OG0003604	CAEEL08873	AENJA_00307
OG0003606	CAEEL01180	AENJA_00589
OG0003607	CAEEL05764	AENJA_13133, AENJA_05386, AENJA_00747, AENJA_01115
OG0003611	CAEEL15351	AENJA_04941
OG0003612	CAEEL12107	AENJA_01169
OG0003613	CAEEL10330	AENJA_01172
OG0003615	CAEEL04572	AENJA_01282, AENJA_22435, AENJA_06537
OG0003617	CAEEL00622	AENJA_01515, AENJA_11306
OG0003618	CAEEL10379	AENJA_01642
OG0003619	CAEEL19948, CAEEL09130	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713
OG0003620	CAEEL05074	AENJA_01724
OG0003621	CAEEL18738	AENJA_01959
OG0003623	CAEEL11847	AENJA_02369
OG0003624	CAEEL11456	AENJA_02868
OG0003626	CAEEL01251	AENJA_05658
OG0003629	CAEEL18064	AENJA_03286
OG0003630	CAEEL01945	AENJA_03435
OG0003632	CAEEL04287	AENJA_03584
OG0003638	CAEEL14206	AENJA_04417
OG0003640	CAEEL01151	AENJA_05057
OG0003641	CAEEL02290	AENJA_05255
OG0003644	CAEEL07060	AENJA_06076
OG0003645	CAEEL08952	AENJA_06128
OG0003646	CAEEL04268	AENJA_06203
OG0003647	CAEEL08061	AENJA_06206
OG0003649	CAEEL02106	AENJA_06343
OG0003650	CAEEL01596	AENJA_06545
OG0003652	CAEEL00198, CAEEL00197	AENJA_07122
OG0003655	CAEEL01543	AENJA_07748
OG0003656	CAEEL00717	AENJA_08284
OG0003657	CAEEL18724	AENJA_08341
OG0003658	CAEEL17892	AENJA_08342
OG0003659	CAEEL00820	AENJA_08800
OG0003661	CAEEL11758	AENJA_09036
OG0003664	CAEEL10164	AENJA_09805
OG0003667	CAEEL14775	AENJA_10380
OG0003668	CAEEL09161, CAEEL09163	AENJA_10387
OG0003669	CAEEL08786, CAEEL08784	AENJA_10658
OG0003672	CAEEL12653	AENJA_11161, AENJA_24103
OG0003677	CAEEL08632	AENJA_11975
OG0003678	CAEEL03764	AENJA_12097
OG0003679	CAEEL14380	AENJA_12320
OG0003680	CAEEL10627	AENJA_12855
OG0003681	CAEEL03276	AENJA_12857
OG0003683	CAEEL06697	AENJA_12947
OG0003686	CAEEL01983	AENJA_13621
OG0003688	CAEEL03025	AENJA_13670
OG0003689	CAEEL07514	AENJA_14017
OG0003690	CAEEL08798	AENJA_20908, AENJA_14230
OG0003692	CAEEL09322	AENJA_14437
OG0003693	CAEEL09517	AENJA_14583
OG0003694	CAEEL08779	AENJA_14806
OG0003695	CAEEL18980	AENJA_14941
OG0003697	CAEEL07546	AENJA_15049
OG0003698	CAEEL05872	AENJA_15085
OG0003700	CAEEL08489	AENJA_15228
OG0003701	CAEEL04838	AENJA_15293
OG0003702	CAEEL19917	AENJA_15340
OG0003704	CAEEL02747	AENJA_15518
OG0003708	CAEEL02697, CAEEL19979	AENJA_16717
OG0003710	CAEEL05057	AENJA_17579
OG0003712	CAEEL12274	AENJA_17842
OG0003716	CAEEL00239	AENJA_18178
OG0003718	CAEEL00456	AENJA_18593
OG0003719	CAEEL01088	AENJA_18681
OG0003721	CAEEL19092	AENJA_19137
OG0003724	CAEEL04996	AENJA_19400
OG0003725	CAEEL04639	AENJA_19411
OG0003727	CAEEL20128	AENJA_19507
OG0003729	CAEEL01397	AENJA_19798
OG0003731	CAEEL14842	AENJA_19989
OG0003732	CAEEL10948	AENJA_20020
OG0003733	CAEEL05542	AENJA_20334
OG0003734	CAEEL18003	AENJA_20690
OG0003735	CAEEL04830, CAEEL04829	AENJA_20826
OG0003736	CAEEL10845	AENJA_20853, AENJA_20855
OG0003737	CAEEL18594, CAEEL11885, CAEEL18366	AENJA_20913
OG0003739	CAEEL06789	AENJA_21483
OG0003740	CAEEL07837	AENJA_21680
OG0003741	CAEEL07870	AENJA_21770
OG0003743	CAEEL12238	AENJA_22572
OG0003745	CAEEL16018, CAEEL17606	AENJA_23235, AENJA_23237, AENJA_23234
OG0003746	CAEEL07398	AENJA_23348
OG0003747	CAEEL02767	AENJA_23433
OG0003748	CAEEL00242	AENJA_23488, AENJA_23487
OG0003749	CAEEL20507	AENJA_23639
OG0003750	CAEEL05076	AENJA_23963
OG0003752	CAEEL04520	AENJA_24562
OG0003753	CAEEL18657	AENJA_24858
OG0003754	CAEEL19668, CAEEL05669	AENJA_24910
OG0003755	CAEEL09173	AENJA_24953, AENJA_24952
OG0003756	CAEEL01606	AENJA_25172
OG0003758	CAEEL05748	AENJA_25591
OG0003759	CAEEL09625	AENJA_25619
OG0003761	CAEEL19863	AENJA_26423
OG0003795	CAEEL09855	AENJA_00051
OG0003798	CAEEL11938	AENJA_00181
OG0003803	CAEEL19629	AENJA_00564
OG0003806	CAEEL10842	AENJA_00944
OG0003807	CAEEL06933	AENJA_00967
OG0003808	CAEEL08177	AENJA_00978
OG0003811	CAEEL07020	AENJA_01571
OG0003812	CAEEL07296	AENJA_01871
OG0003813	CAEEL10820	AENJA_02053
OG0003818	CAEEL15512	AENJA_02475
OG0003821	CAEEL09346	AENJA_02911
OG0003824	CAEEL17849	AENJA_02975
OG0003825	CAEEL18577	AENJA_02982
OG0003826	CAEEL02634	AENJA_03131
OG0003827	CAEEL04098	AENJA_03548
OG0003829	CAEEL08428	AENJA_03792
OG0003831	CAEEL08097	AENJA_03886
OG0003832	CAEEL11899	AENJA_03902
OG0003833	CAEEL05813, CAEEL14180	AENJA_04439
OG0003834	CAEEL00145	AENJA_04549, AENJA_04550
OG0003837	CAEEL11909, CAEEL11910	AENJA_04856
OG0003838	CAEEL14290, CAEEL14289, CAEEL14291	AENJA_04967
OG0003839	CAEEL11415	AENJA_05236, AENJA_06897
OG0003840	CAEEL01767	AENJA_07883, AENJA_05492
OG0003841	CAEEL10859, CAEEL18915	AENJA_05729
OG0003843	CAEEL14293	AENJA_06254
OG0003846	CAEEL00811, CAEEL18648	AENJA_06476
OG0003847	CAEEL06874	AENJA_06829
OG0003848	CAEEL08837	AENJA_06904
OG0003850	CAEEL11705	AENJA_07117, AENJA_21595
OG0003851	CAEEL08777	AENJA_07129
OG0003852	CAEEL00155	AENJA_07216
OG0003853	CAEEL13793	AENJA_07482, AENJA_19998
OG0003854	CAEEL01789	AENJA_07506
OG0003856	CAEEL07428	AENJA_08084
OG0003857	CAEEL19675	AENJA_08085
OG0003858	CAEEL06932	AENJA_08566
OG0003863	CAEEL18943	AENJA_09171
OG0003864	CAEEL01846	AENJA_09391
OG0003865	CAEEL02514	AENJA_09441
OG0003866	CAEEL00295	AENJA_09527
OG0003867	CAEEL15761	AENJA_09761
OG0003868	CAEEL18485	AENJA_09827
OG0003869	CAEEL00094	AENJA_17460, AENJA_09977
OG0003870	CAEEL17745	AENJA_10263
OG0003871	CAEEL20153	AENJA_10643
OG0003872	CAEEL14869	AENJA_10747
OG0003873	CAEEL07437	AENJA_10784
OG0003875	CAEEL00868	AENJA_10875
OG0003876	CAEEL04369	AENJA_10876
OG0003877	CAEEL18175	AENJA_11020
OG0003879	CAEEL00338, CAEEL01399	AENJA_11207
OG0003881	CAEEL12169	AENJA_11372
OG0003884	CAEEL01060	AENJA_11725
OG0003885	CAEEL01791	AENJA_11785, AENJA_23431
OG0003886	CAEEL10383	AENJA_12066
OG0003887	CAEEL09446	AENJA_12157
OG0003892	CAEEL11760	AENJA_22782
OG0003893	CAEEL05797	AENJA_13141
OG0003894	CAEEL01425	AENJA_13190
OG0003895	CAEEL15379	AENJA_13220
OG0003897	CAEEL07613	AENJA_14064
OG0003898	CAEEL05728	AENJA_14091
OG0003900	CAEEL08813	AENJA_15786
OG0003901	CAEEL00786, CAEEL18671	AENJA_15961
OG0003902	CAEEL07968, CAEEL07686	AENJA_22186, AENJA_22184, AENJA_16067
OG0003904	CAEEL00419	AENJA_16228
OG0003906	CAEEL00814	AENJA_16374
OG0003908	CAEEL00218	AENJA_22677
OG0003908	CAEEL08148	AENJA_17280
OG0003909	CAEEL14422	AENJA_17530
OG0003910	CAEEL08553	AENJA_17611
OG0003911	CAEEL20590	AENJA_17893
OG0003912	CAEEL02731	AENJA_18106
OG0003913	CAEEL05199	AENJA_18124
OG0003915	CAEEL04887	AENJA_18759
OG0003916	CAEEL07068	AENJA_18832
OG0003917	CAEEL07507	AENJA_18911
OG0003918	CAEEL11925, CAEEL11924	AENJA_19068
OG0003920	CAEEL00358	AENJA_19805
OG0003921	CAEEL14832, CAEEL18358	AENJA_19828
OG0003922	CAEEL11421, CAEEL11420	AENJA_19834
OG0003923	CAEEL08718	AENJA_19884
OG0003924	CAEEL01297	AENJA_19895
OG0003925	CAEEL04108	AENJA_20055
OG0003926	CAEEL10754, CAEEL19332	AENJA_20056
OG0003929	CAEEL00949	AENJA_20627
OG0003930	CAEEL05047	AENJA_20961
OG0003931	CAEEL15548	AENJA_21038
OG0003932	CAEEL12182, CAEEL12183	AENJA_21377
OG0003933	CAEEL11609	AENJA_21761
OG0003934	CAEEL10046	AENJA_21817
OG0003937	CAEEL19289	AENJA_22426
OG0003938	CAEEL07167	AENJA_22573
OG0003939	CAEEL04128	AENJA_22721
OG0003940	CAEEL15126, CAEEL19780	AENJA_22828
OG0003943	CAEEL00131	AENJA_23357
OG0003944	CAEEL05219	AENJA_23555
OG0003945	CAEEL17988	AENJA_23594
OG0003946	CAEEL18782	AENJA_24350
OG0003947	CAEEL16177	AENJA_24809
OG0003949	CAEEL02494	AENJA_25294
OG0003950	CAEEL05823	AENJA_25298
OG0003951	CAEEL10367	AENJA_25520
OG0003954	CAEEL11860	AENJA_26001
OG0003955	CAEEL08204	AENJA_26253
OG0003959	CAEEL18903	AENJA_26551
OG0003961	CAEEL10706	AENJA_26616
OG0003999	CAEEL08414	AENJA_00953
OG0004000	CAEEL02254	AENJA_01025
OG0004005	CAEEL09757	AENJA_01410, AENJA_01411
OG0004007	CAEEL08380, CAEEL20738	AENJA_01716
OG0004009	CAEEL10425	AENJA_01997
OG0004010	CAEEL11606	AENJA_02161
OG0004012	CAEEL08889	AENJA_02300
OG0004014	CAEEL07353	AENJA_20548, AENJA_03289, AENJA_12583
OG0004015	CAEEL03765	AENJA_03648
OG0004016	CAEEL09802	AENJA_03782
OG0004017	CAEEL08935	AENJA_03846
OG0004021	CAEEL07321	AENJA_04438
OG0004023	CAEEL00807	AENJA_04821
OG0004025	CAEEL20824	AENJA_05271
OG0004027	CAEEL07583	AENJA_05469
OG0004028	CAEEL11434	AENJA_05585
OG0004031	CAEEL15887	AENJA_06023
OG0004032	CAEEL15185	AENJA_06151
OG0004033	CAEEL15848	AENJA_07800, AENJA_06467
OG0004035	CAEEL06509	AENJA_07045
OG0004036	CAEEL05364	AENJA_07123
OG0004037	CAEEL05545	AENJA_07206
OG0004038	CAEEL04280	AENJA_07209
OG0004041	CAEEL06388	AENJA_07773, AENJA_07774
OG0004042	CAEEL00958	AENJA_07854
OG0004044	CAEEL07379	AENJA_07917
OG0004047	CAEEL19277, CAEEL00270	AENJA_08079
OG0004048	CAEEL05729	AENJA_08141
OG0004051	CAEEL06861	AENJA_08973
OG0004052	CAEEL02741	AENJA_09045
OG0004053	CAEEL01273	AENJA_09308
OG0004054	CAEEL15244	AENJA_09386
OG0004056	CAEEL01652	AENJA_09747
OG0004057	CAEEL03603	AENJA_09847
OG0004058	CAEEL01468	AENJA_09878
OG0004059	CAEEL14867	AENJA_10120
OG0004061	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319	AENJA_10245
OG0004063	CAEEL02350	AENJA_10560
OG0004064	CAEEL00654	AENJA_10715
OG0004065	CAEEL05056	AENJA_10915
OG0004067	CAEEL02869	AENJA_11072, AENJA_11073
OG0004068	CAEEL10640	AENJA_11291
OG0004071	CAEEL00928	AENJA_11569
OG0004072	CAEEL09095, CAEEL07075	AENJA_11674
OG0004076	CAEEL07566	AENJA_11962
OG0004080	CAEEL12810	AENJA_12559
OG0004081	CAEEL18163	AENJA_12579
OG0004084	CAEEL14072	AENJA_13049
OG0004085	CAEEL04587	AENJA_13446
OG0004087	CAEEL07761	AENJA_13678
OG0004089	CAEEL11769, CAEEL11770	AENJA_13857
OG0004090	CAEEL02918	AENJA_14113
OG0004091	CAEEL04573	AENJA_14497, AENJA_14498
OG0004092	CAEEL07326	AENJA_14629
OG0004095	CAEEL02755	AENJA_14906
OG0004096	CAEEL09363	AENJA_14942
OG0004097	CAEEL05789	AENJA_15032
OG0004098	CAEEL05361	AENJA_15282
OG0004099	CAEEL07071	AENJA_15456
OG0004100	CAEEL19773	AENJA_16101, AENJA_16102
OG0004101	CAEEL10753	AENJA_16349
OG0004102	CAEEL20123	AENJA_16425
OG0004103	CAEEL10626	AENJA_16652, AENJA_16649
OG0004104	CAEEL04801	AENJA_17043
OG0004105	CAEEL05115	AENJA_17274
OG0004106	CAEEL04225	AENJA_17371
OG0004110	CAEEL01260	AENJA_17972
OG0004112	CAEEL00522	AENJA_26008
OG0004113	CAEEL09663	AENJA_18290
OG0004114	CAEEL13365	AENJA_18362
OG0004115	CAEEL05975	AENJA_18384
OG0004116	CAEEL17798	AENJA_18624
OG0004118	CAEEL09754	AENJA_19037
OG0004119	CAEEL00177	AENJA_19319
OG0004120	CAEEL09396	AENJA_19470
OG0004121	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569	AENJA_19585
OG0004122	CAEEL20018	AENJA_19610
OG0004123	CAEEL05731	AENJA_19882
OG0004124	CAEEL02724, CAEEL02723	AENJA_20051
OG0004127	CAEEL19955, CAEEL18275, CAEEL06860	AENJA_20390
OG0004128	CAEEL11738	AENJA_20435
OG0004130	CAEEL02356	AENJA_20514
OG0004133	CAEEL05363	AENJA_20684
OG0004134	CAEEL07495	AENJA_20800
OG0004135	CAEEL19516	AENJA_21037
OG0004136	CAEEL04479	AENJA_21121
OG0004137	CAEEL00169, CAEEL00170	AENJA_21136
OG0004142	CAEEL10168	AENJA_22247
OG0004144	CAEEL00709	AENJA_22601
OG0004145	CAEEL14333	AENJA_22813
OG0004147	CAEEL07109	AENJA_22980
OG0004148	CAEEL07951	AENJA_23349
OG0004151	CAEEL01499	AENJA_23954
OG0004153	CAEEL11562	AENJA_24230
OG0004156	CAEEL05393	AENJA_24369, AENJA_24722
OG0004157	CAEEL18994	AENJA_24370
OG0004158	CAEEL00394	AENJA_24429
OG0004159	CAEEL16103	AENJA_24852
OG0004160	CAEEL08700	AENJA_25025
OG0004161	CAEEL18958	AENJA_25182
OG0004164	CAEEL10119	AENJA_25479
OG0004166	CAEEL04359	AENJA_25748
OG0004167	CAEEL14218	AENJA_26097
OG0004168	CAEEL08233	AENJA_26286
OG0004169	CAEEL01556	AENJA_26454
OG0004170	CAEEL10605	AENJA_26593
OG0004171	CAEEL11852	AENJA_26685
OG0004215	CAEEL08870	AENJA_00310
OG0004216	CAEEL02995	AENJA_00516
OG0004217	CAEEL08020	AENJA_00550
OG0004218	CAEEL20381, CAEEL08860	AENJA_00935
OG0004219	CAEEL00713	AENJA_01020
OG0004222	CAEEL05571	AENJA_01486
OG0004223	CAEEL05790	AENJA_01506
OG0004225	CAEEL07717	AENJA_01633
OG0004227	CAEEL05233	AENJA_01705
OG0004228	CAEEL13669	AENJA_01729
OG0004229	CAEEL11625	AENJA_02064
OG0004231	CAEEL00452	AENJA_02278
OG0004232	CAEEL03690	AENJA_02302
OG0004233	CAEEL12306	AENJA_02374
OG0004236	CAEEL15188	AENJA_02429
OG0004237	CAEEL07362	AENJA_02572
OG0004241	CAEEL20251	AENJA_03118
OG0004243	CAEEL01439	AENJA_03297
OG0004244	CAEEL12157	AENJA_03379
OG0004245	CAEEL11730	AENJA_03416, AENJA_09928, AENJA_21565
OG0004246	CAEEL17853	AENJA_08975, AENJA_03476
OG0004248	CAEEL11465	AENJA_03763
OG0004249	CAEEL17634	AENJA_03888
OG0004250	CAEEL16187	AENJA_04014
OG0004252	CAEEL07003	AENJA_04057
OG0004253	CAEEL06637	AENJA_04321
OG0004254	CAEEL05989	AENJA_04427, AENJA_09254
OG0004255	CAEEL03031	AENJA_21176, AENJA_04555
OG0004257	CAEEL01608	AENJA_04594
OG0004258	CAEEL00939	AENJA_15676, AENJA_04921, AENJA_24630
OG0004259	CAEEL12479, CAEEL01029, CAEEL01027, CAEEL01028	AENJA_05091
OG0004261	CAEEL04677	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609
OG0004262	CAEEL13871	AENJA_05767
OG0004263	CAEEL04092, CAEEL20329	AENJA_05819
OG0004265	CAEEL08248	AENJA_06209
OG0004267	CAEEL04354, CAEEL04355	AENJA_06337
OG0004268	CAEEL02406	AENJA_06438
OG0004269	CAEEL07842	AENJA_06472
OG0004270	CAEEL02066	AENJA_06731
OG0004271	CAEEL10494	AENJA_06979
OG0004273	CAEEL04799	AENJA_07053
OG0004274	CAEEL05009	AENJA_07138
OG0004277	CAEEL06545	AENJA_07626
OG0004278	CAEEL07238	AENJA_07644, AENJA_08435
OG0004280	CAEEL16211, CAEEL16212	AENJA_07853
OG0004282	CAEEL18359, CAEEL13638	AENJA_07918
OG0004283	CAEEL08314	AENJA_07931, AENJA_19675
OG0004284	CAEEL08527	AENJA_07958
OG0004285	CAEEL01238	AENJA_08157
OG0004287	CAEEL00835	AENJA_10695
OG0004288	CAEEL01059	AENJA_08494, AENJA_09224
OG0004289	CAEEL02984	AENJA_08571
OG0004290	CAEEL02030	AENJA_08634
OG0004291	CAEEL04748	AENJA_08666
OG0004292	CAEEL15301	AENJA_08709, AENJA_21597
OG0004294	CAEEL04571	AENJA_08948
OG0004295	CAEEL03919	AENJA_08995
OG0004297	CAEEL19228	AENJA_09281
OG0004299	CAEEL07283	AENJA_09313, AENJA_25545
