Orthogroup	CAEEL	AMPFI_ok
OG0000391	CAEEL03981, CAEEL10348, CAEEL18760	AMPFI_15390, AMPFI_13888
OG0000391	CAEEL07480, CAEEL01186	AMPFI_15360, AMPFI_16689, AMPFI_24595
OG0000392	CAEEL03273	AMPFI_19824, AMPFI_16078
OG0000393	CAEEL11594	AMPFI_20681
OG0000393	CAEEL00138	AMPFI_17577
OG0000399	CAEEL12746	AMPFI_16098
OG0000399	CAEEL18399	AMPFI_14231, AMPFI_13302
OG0000399	CAEEL01136	AMPFI_12451, AMPFI_24563
OG0000399	CAEEL00515	AMPFI_10126
OG0000401	CAEEL07254	AMPFI_19353
OG0000402	CAEEL20859	AMPFI_10865
OG0000402	CAEEL09914, CAEEL09915	AMPFI_21549
OG0000405	CAEEL01740	AMPFI_10725
OG0000409	CAEEL09896	AMPFI_06600, AMPFI_00255
OG0000409	CAEEL15456, CAEEL10905, CAEEL20533, CAEEL10710	AMPFI_08875
OG0000411	CAEEL02373	AMPFI_13273
OG0000412	CAEEL11655	AMPFI_05733
OG0000412	CAEEL20650	AMPFI_24223
OG0000413	CAEEL15525	AMPFI_09027, AMPFI_05195
OG0000413	CAEEL18945	AMPFI_15394
OG0000413	CAEEL06206, CAEEL06205	AMPFI_15092
OG0000417	CAEEL09343, CAEEL20198, CAEEL19199, CAEEL11109	AMPFI_10040
OG0000419	CAEEL19090	AMPFI_16286
OG0000424	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478	AMPFI_03735, AMPFI_21433, AMPFI_02103, AMPFI_06728
OG0000425	CAEEL13865, CAEEL13864	AMPFI_05884, AMPFI_13246, AMPFI_01852
OG0000426	CAEEL19943	AMPFI_05934
OG0000426	CAEEL20473	AMPFI_04676
OG0000427	CAEEL05100	AMPFI_05181, AMPFI_05182, AMPFI_08931, AMPFI_06083
OG0000429	CAEEL02588, CAEEL02589, CAEEL02587, CAEEL02586, CAEEL08573, CAEEL20624	AMPFI_13425, AMPFI_14088
OG0000430	CAEEL14592, CAEEL00514	AMPFI_10911, AMPFI_12038, AMPFI_06035
OG0000431	CAEEL07320	AMPFI_00618, AMPFI_05479, AMPFI_02567
OG0000433	CAEEL18122	AMPFI_09657
OG0000433	CAEEL00915, CAEEL00914	AMPFI_00102, AMPFI_00584
OG0000436	CAEEL08451, CAEEL08483, CAEEL08086	AMPFI_15525
OG0000441	CAEEL04949	AMPFI_24246, AMPFI_01840
OG0000442	CAEEL10760	AMPFI_18182
OG0000443	CAEEL07750	AMPFI_17659
OG0000444	CAEEL18555	AMPFI_10516
OG0000444	CAEEL11270, CAEEL13198, CAEEL07333, CAEEL07332, CAEEL07334, CAEEL18670	AMPFI_14412
OG0000446	CAEEL08845	AMPFI_24097, AMPFI_20203
OG0000446	CAEEL11745	AMPFI_02401
OG0000447	CAEEL07754, CAEEL07753	AMPFI_12502
OG0000449	CAEEL19368, CAEEL19369	AMPFI_10186, AMPFI_00716
OG0000450	CAEEL09221	AMPFI_01260
OG0000452	CAEEL18774, CAEEL01070, CAEEL01729, CAEEL00373	AMPFI_02857
OG0000454	CAEEL02888, CAEEL02886	AMPFI_16132
OG0000456	CAEEL11325	AMPFI_21507
OG0000458	CAEEL19373	AMPFI_07546
OG0000461	CAEEL06628	AMPFI_12796
OG0000461	CAEEL08066	AMPFI_10757, AMPFI_12933
OG0000463	CAEEL00961	AMPFI_05009, AMPFI_23446, AMPFI_16390, AMPFI_24215, AMPFI_16983, AMPFI_24517, AMPFI_20838, AMPFI_23775
OG0000465	CAEEL08932	AMPFI_02128
OG0000468	CAEEL05744	AMPFI_06635, AMPFI_17864, AMPFI_19454
OG0000469	CAEEL09645	AMPFI_03128
OG0000476	CAEEL20693, CAEEL00887	AMPFI_11326
OG0000476	CAEEL13996, CAEEL04770	AMPFI_07783
OG0000476	CAEEL11253, CAEEL00175	AMPFI_08866
OG0000477	CAEEL19743	AMPFI_00918
OG0000478	CAEEL11281	AMPFI_02947, AMPFI_15589
OG0000479	CAEEL02339	AMPFI_03342
OG0000479	CAEEL09202	AMPFI_09996
OG0000480	CAEEL10994, CAEEL19312, CAEEL11292	AMPFI_18780, AMPFI_14622
OG0000481	CAEEL09089, CAEEL09097	AMPFI_04631
OG0000481	CAEEL07158	AMPFI_14700
OG0000481	CAEEL11815	AMPFI_12417
OG0000482	CAEEL12763	AMPFI_16288, AMPFI_19863, AMPFI_19100
OG0000482	CAEEL16609	AMPFI_17333, AMPFI_20569, AMPFI_01031
OG0000485	CAEEL19088, CAEEL15576	AMPFI_08282, AMPFI_08284, AMPFI_22121
OG0000486	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738	AMPFI_16665
OG0000490	CAEEL00687, CAEEL19730	AMPFI_13859, AMPFI_02409
OG0000495	CAEEL07186	AMPFI_22166, AMPFI_20710, AMPFI_02092, AMPFI_15737, AMPFI_21882, AMPFI_16808
OG0000496	CAEEL01836	AMPFI_25760
OG0000497	CAEEL11475, CAEEL02002	AMPFI_07081
OG0000503	CAEEL18781, CAEEL18780	AMPFI_06939, AMPFI_17798
OG0000503	CAEEL01216	AMPFI_08675
OG0000504	CAEEL11210	AMPFI_23661
OG0000506	CAEEL18864	AMPFI_10562
OG0000510	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413	AMPFI_12605, AMPFI_15688, AMPFI_02887
OG0000513	CAEEL00380	AMPFI_15307
OG0000514	CAEEL07294, CAEEL18391	AMPFI_19314
OG0000519	CAEEL01270	AMPFI_09807, AMPFI_19851, AMPFI_12315, AMPFI_05130
OG0000520	CAEEL07490	AMPFI_25750, AMPFI_23972, AMPFI_14296, AMPFI_19094
OG0000521	CAEEL11532	AMPFI_04943
OG0000524	CAEEL17529	AMPFI_14569
OG0000525	CAEEL19149	AMPFI_13575
OG0000525	CAEEL19113	AMPFI_23427
OG0000528	CAEEL17966	AMPFI_18972, AMPFI_18973
OG0000529	CAEEL09737, CAEEL12247	AMPFI_14588
OG0000529	CAEEL14327	AMPFI_10225
OG0000530	CAEEL05713, CAEEL05714	AMPFI_05279
OG0000531	CAEEL07670	AMPFI_10252
OG0000532	CAEEL05864, CAEEL10521, CAEEL00080, CAEEL20665, CAEEL04618	AMPFI_09523
OG0000534	CAEEL06960	AMPFI_12308, AMPFI_12548
OG0000535	CAEEL18521	AMPFI_10209, AMPFI_10684
OG0000537	CAEEL20692	AMPFI_22008
OG0000538	CAEEL07439	AMPFI_24088
OG0000539	CAEEL15234, CAEEL08363, CAEEL07779	AMPFI_22138
OG0000542	CAEEL09055	AMPFI_16091, AMPFI_08997
OG0000542	CAEEL15478	AMPFI_10148
OG0000545	CAEEL15746	AMPFI_15543
OG0000546	CAEEL11922, CAEEL11556, CAEEL09379, CAEEL10245, CAEEL10244, CAEEL02817, CAEEL09934, CAEEL12457, CAEEL06679, CAEEL10675, CAEEL11668, CAEEL08595, CAEEL08734, CAEEL12100, CAEEL12099, CAEEL08159, CAEEL02972, CAEEL02973, CAEEL05028, CAEEL10535, CAEEL11324, CAEEL15408	AMPFI_13740
OG0000548	CAEEL10591, CAEEL10590	AMPFI_03107, AMPFI_12447, AMPFI_06878
OG0000549	CAEEL18719, CAEEL18720	AMPFI_06020, AMPFI_06765
OG0000550	CAEEL14232	AMPFI_16200
OG0000551	CAEEL05226	AMPFI_19651
OG0000554	CAEEL09891	AMPFI_16623, AMPFI_06109
OG0000560	CAEEL00689	AMPFI_24939, AMPFI_25437, AMPFI_25195, AMPFI_02096
OG0000562	CAEEL12354	AMPFI_21582
OG0000563	CAEEL07864	AMPFI_08659, AMPFI_10297
OG0000565	CAEEL03314, CAEEL00611, CAEEL00610, CAEEL01204	AMPFI_19741
OG0000566	CAEEL15091	AMPFI_03624, AMPFI_03781, AMPFI_20076, AMPFI_24184, AMPFI_05548
OG0000567	CAEEL02967	AMPFI_24073
OG0000567	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553, CAEEL04491	AMPFI_20193
OG0000569	CAEEL13456, CAEEL13683, CAEEL13676, CAEEL13675	AMPFI_00348
OG0000572	CAEEL13663	AMPFI_18964, AMPFI_18965
OG0000572	CAEEL04776	AMPFI_09351
OG0000573	CAEEL05940	AMPFI_08544
OG0000573	CAEEL01355	AMPFI_21790
OG0000574	CAEEL19269	AMPFI_07593
OG0000574	CAEEL18789, CAEEL19638, CAEEL19639	AMPFI_07534
OG0000574	CAEEL19209, CAEEL18848	AMPFI_22284
OG0000575	CAEEL12522	AMPFI_22439
OG0000576	CAEEL06802	AMPFI_11215
OG0000578	CAEEL16491, CAEEL16492, CAEEL16490	AMPFI_11337, AMPFI_11336
OG0000579	CAEEL11246, CAEEL09670, CAEEL09822	AMPFI_10586
OG0000581	CAEEL15703	AMPFI_20371
OG0000582	CAEEL19553, CAEEL19552	AMPFI_14842, AMPFI_03684
OG0000583	CAEEL01762, CAEEL01763	AMPFI_03049
OG0000584	CAEEL04633, CAEEL05854, CAEEL04153, CAEEL04154, CAEEL06443	AMPFI_25542, AMPFI_23350, AMPFI_15796, AMPFI_00561, AMPFI_04371
OG0000585	CAEEL11782, CAEEL11783	AMPFI_10321, AMPFI_07822
OG0000586	CAEEL05852	AMPFI_16028
OG0000587	CAEEL14207	AMPFI_16977, AMPFI_16976
OG0000587	CAEEL18702	AMPFI_14490
OG0000588	CAEEL05897	AMPFI_25131, AMPFI_02951, AMPFI_04054, AMPFI_03394, AMPFI_11701
OG0000590	CAEEL01780	AMPFI_19054, AMPFI_08431
OG0000591	CAEEL18367	AMPFI_24421
OG0000592	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244	AMPFI_12250, AMPFI_00808
OG0000593	CAEEL02027	AMPFI_00762, AMPFI_17892
OG0000594	CAEEL11331	AMPFI_08265
OG0000597	CAEEL08741	AMPFI_09305
OG0000602	CAEEL20599	AMPFI_06522, AMPFI_15502
OG0000604	CAEEL14390	AMPFI_21956, AMPFI_24342
OG0000611	CAEEL08225	AMPFI_17154, AMPFI_20669, AMPFI_24211
OG0000611	CAEEL09831	AMPFI_03941
OG0000612	CAEEL07651	AMPFI_15477, AMPFI_05475
OG0000614	CAEEL16724	AMPFI_11504, AMPFI_07199
OG0000615	CAEEL19705	AMPFI_02250
OG0000617	CAEEL12168	AMPFI_08449
OG0000619	CAEEL02635	AMPFI_07065
OG0000623	CAEEL16178, CAEEL06411	AMPFI_18053
OG0000623	CAEEL16276	AMPFI_05939, AMPFI_14561
OG0000624	CAEEL08547	AMPFI_19095, AMPFI_09306, AMPFI_13318
OG0000625	CAEEL18539	AMPFI_14871, AMPFI_22297, AMPFI_25324
OG0000626	CAEEL19740	AMPFI_08963
OG0000627	CAEEL01126	AMPFI_24110, AMPFI_23481, AMPFI_25325
OG0000637	CAEEL18181	AMPFI_22000, AMPFI_25950
OG0000639	CAEEL00195	AMPFI_02143
OG0000639	CAEEL00077	AMPFI_19096
OG0000642	CAEEL04693	AMPFI_15462, AMPFI_15774
OG0000645	CAEEL14093	AMPFI_07390
OG0000645	CAEEL02916	AMPFI_07346
OG0000646	CAEEL06213, CAEEL06212	AMPFI_08730
OG0000647	CAEEL14095, CAEEL17996	AMPFI_23188, AMPFI_23840
OG0000648	CAEEL05737	AMPFI_15343
OG0000649	CAEEL08770	AMPFI_08407
OG0000651	CAEEL08479	AMPFI_13783, AMPFI_00457
OG0000652	CAEEL09392, CAEEL09393	AMPFI_06940, AMPFI_22582
OG0000653	CAEEL20136	AMPFI_07129
OG0000654	CAEEL00509	AMPFI_21423
OG0000656	CAEEL17700	AMPFI_02757
OG0000657	CAEEL01693	AMPFI_16174, AMPFI_04003, AMPFI_15120, AMPFI_23960, AMPFI_23025
OG0000660	CAEEL01886	AMPFI_17445
OG0000662	CAEEL07265	AMPFI_12334, AMPFI_02313
OG0000662	CAEEL20546	AMPFI_13450
OG0000663	CAEEL07269	AMPFI_11999, AMPFI_12107
OG0000664	CAEEL10897, CAEEL10896	AMPFI_09419
OG0000665	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744	AMPFI_01642, AMPFI_25024
OG0000666	CAEEL11143	AMPFI_18404
OG0000670	CAEEL01804, CAEEL20294	AMPFI_22267
OG0000672	CAEEL07948, CAEEL07943	AMPFI_11096
OG0000672	CAEEL00089, CAEEL00988	AMPFI_17614
OG0000674	CAEEL01995	AMPFI_05318
OG0000676	CAEEL18677, CAEEL18678	AMPFI_07198
OG0000680	CAEEL01896	AMPFI_20692
OG0000681	CAEEL06701, CAEEL06700	AMPFI_10408
OG0000681	CAEEL20557	AMPFI_08112
OG0000682	CAEEL18765	AMPFI_06701
OG0000683	CAEEL18608	AMPFI_06165
OG0000683	CAEEL02946, CAEEL02945, CAEEL02947, CAEEL02944	AMPFI_15593
OG0000684	CAEEL11185	AMPFI_11660, AMPFI_23886, AMPFI_21883, AMPFI_26002, AMPFI_13648
OG0000688	CAEEL04340	AMPFI_25967
OG0000690	CAEEL05043	AMPFI_12474
OG0000691	CAEEL17188	AMPFI_15975
OG0000692	CAEEL05111, CAEEL03292	AMPFI_22914
OG0000694	CAEEL18784, CAEEL02081, CAEEL02961	AMPFI_20821
OG0000696	CAEEL19612	AMPFI_23601, AMPFI_06933
OG0000697	CAEEL10883	AMPFI_01555
OG0000702	CAEEL01313	AMPFI_20591
OG0000703	CAEEL12761	AMPFI_09469
OG0000708	CAEEL04786, CAEEL04785	AMPFI_18363
OG0000708	CAEEL12722	AMPFI_17855, AMPFI_19554
OG0000709	CAEEL11350, CAEEL18734, CAEEL12228, CAEEL16334, CAEEL20586, CAEEL11767	AMPFI_17426
OG0000710	CAEEL20648, CAEEL19117, CAEEL19785	AMPFI_01536, AMPFI_25003
OG0000711	CAEEL03027	AMPFI_11270
OG0000712	CAEEL07921	AMPFI_08144
OG0000713	CAEEL15727	AMPFI_24318, AMPFI_08961, AMPFI_11641
OG0000715	CAEEL07310, CAEEL07309	AMPFI_19789
OG0000716	CAEEL00463	AMPFI_13314
OG0000717	CAEEL20044, CAEEL07958	AMPFI_06302, AMPFI_10785
OG0000718	CAEEL16052	AMPFI_05696, AMPFI_05695
OG0000720	CAEEL02341	AMPFI_05196
OG0000721	CAEEL07780	AMPFI_08986
OG0000721	CAEEL00853	AMPFI_22245
OG0000724	CAEEL01191, CAEEL05666, CAEEL04724, CAEEL07268, CAEEL09317, CAEEL05086, CAEEL04722, CAEEL04707, CAEEL16432, CAEEL08216, CAEEL08788, CAEEL00782, CAEEL05700, CAEEL05106, CAEEL05163, CAEEL15997, CAEEL14388, CAEEL04425, CAEEL10300, CAEEL10254, CAEEL10375, CAEEL12178, CAEEL11651, CAEEL11581, CAEEL15115, CAEEL04753	AMPFI_16071
OG0000726	CAEEL08988, CAEEL08987	AMPFI_13683
OG0000730	CAEEL06720	AMPFI_24051
OG0000731	CAEEL18982	AMPFI_14467
OG0000732	CAEEL02711	AMPFI_21125
OG0000732	CAEEL11771	AMPFI_19798, AMPFI_22564
OG0000733	CAEEL17006	AMPFI_00092
OG0000733	CAEEL15524	AMPFI_07683
OG0000734	CAEEL18835	AMPFI_16496
OG0000735	CAEEL14834, CAEEL14835	AMPFI_12763
OG0000737	CAEEL06154, CAEEL04487, CAEEL04486	AMPFI_09668
OG0000740	CAEEL18076	AMPFI_24652
OG0000740	CAEEL18356	AMPFI_17145
OG0000742	CAEEL01786	AMPFI_05931
OG0000744	CAEEL01254	AMPFI_16516, AMPFI_06604
OG0000747	CAEEL02279	AMPFI_14372, AMPFI_19843, AMPFI_13503, AMPFI_15337, AMPFI_14236, AMPFI_09850
OG0000749	CAEEL11624, CAEEL14107	AMPFI_08611
OG0000751	CAEEL09020	AMPFI_03506
OG0000752	CAEEL07346	AMPFI_17019
OG0000752	CAEEL04370	AMPFI_09329
OG0000753	CAEEL17415	AMPFI_15523, AMPFI_14109, AMPFI_09896
OG0000755	CAEEL01302	AMPFI_18113, AMPFI_24528
OG0000757	CAEEL20030	AMPFI_01364
OG0000757	CAEEL00176	AMPFI_13831
OG0000759	CAEEL20475, CAEEL16710	AMPFI_04195
OG0000761	CAEEL19698	AMPFI_02175
OG0000765	CAEEL08924, CAEEL20292	AMPFI_19294
OG0000766	CAEEL01660	AMPFI_21468, AMPFI_22616
OG0000767	CAEEL15327, CAEEL15326	AMPFI_07905
OG0000774	CAEEL03062	AMPFI_08290
OG0000774	CAEEL08377	AMPFI_10783
OG0000774	CAEEL12020, CAEEL14163, CAEEL12021	AMPFI_03731
OG0000775	CAEEL17384, CAEEL14551, CAEEL07888, CAEEL14550	AMPFI_22492
OG0000776	CAEEL11265, CAEEL10969, CAEEL09271, CAEEL01206	AMPFI_23341
OG0000777	CAEEL19291	AMPFI_22290
OG0000778	CAEEL04054	AMPFI_04331, AMPFI_25999, AMPFI_02206
OG0000779	CAEEL01706	AMPFI_25294
OG0000780	CAEEL00305	AMPFI_23845, AMPFI_20584, AMPFI_00595, AMPFI_15119
OG0000780	CAEEL01193	AMPFI_08729
OG0000782	CAEEL01741	AMPFI_18834
OG0000783	CAEEL08524	AMPFI_22662
OG0000787	CAEEL10362	AMPFI_10777
OG0000788	CAEEL04328, CAEEL04329, CAEEL04327	AMPFI_01375
OG0000788	CAEEL01175	AMPFI_02278
OG0000791	CAEEL09121	AMPFI_01769
OG0000792	CAEEL06858, CAEEL06859	AMPFI_19531
OG0000793	CAEEL00246	AMPFI_07155
OG0000794	CAEEL14272, CAEEL13170	AMPFI_12203
OG0000797	CAEEL11404	AMPFI_16398, AMPFI_18685
OG0000798	CAEEL08562, CAEEL08561	AMPFI_15670, AMPFI_01735, AMPFI_20101, AMPFI_16263
OG0000800	CAEEL15658, CAEEL15660, CAEEL15659, CAEEL15657, CAEEL15661, CAEEL04883, CAEEL16200, CAEEL16199, CAEEL13121, CAEEL11360, CAEEL11396	AMPFI_07209, AMPFI_10431
OG0000801	CAEEL00950	AMPFI_08868, AMPFI_16292, AMPFI_02422
OG0000803	CAEEL18447	AMPFI_03930, AMPFI_11891
OG0000809	CAEEL06250	AMPFI_12034
OG0000810	CAEEL00977	AMPFI_19205
OG0000813	CAEEL10975, CAEEL10973, CAEEL01084	AMPFI_04420
OG0000814	CAEEL07659, CAEEL07658	AMPFI_05882
OG0000814	CAEEL11834, CAEEL05113	AMPFI_13728
OG0000817	CAEEL08608	AMPFI_08254, AMPFI_07996
OG0000817	CAEEL09272	AMPFI_11242, AMPFI_25982
OG0000818	CAEEL08212	AMPFI_12285
OG0000820	CAEEL08726	AMPFI_22383
OG0000826	CAEEL04414	AMPFI_06510, AMPFI_01972, AMPFI_15553
OG0000828	CAEEL01170	AMPFI_06751
OG0000828	CAEEL14806	AMPFI_18122
OG0000833	CAEEL05439	AMPFI_07344
OG0000834	CAEEL00924	AMPFI_19170
OG0000836	CAEEL01665	AMPFI_08670
OG0000837	CAEEL19270, CAEEL07955	AMPFI_18684, AMPFI_23242
OG0000838	CAEEL12737	AMPFI_25449
OG0000842	CAEEL11884	AMPFI_11234
OG0000844	CAEEL04872, CAEEL18631, CAEEL05964, CAEEL05848	AMPFI_00178
OG0000847	CAEEL04304, CAEEL04305, CAEEL19991	AMPFI_17341
OG0000847	CAEEL07299	AMPFI_06619
OG0000848	CAEEL08378	AMPFI_00046
OG0000849	CAEEL04333	AMPFI_24685
OG0000850	CAEEL14176, CAEEL17117, CAEEL14155, CAEEL14177, CAEEL04935	AMPFI_19396, AMPFI_03228
OG0000851	CAEEL08745	AMPFI_16121
OG0000852	CAEEL08255	AMPFI_08444, AMPFI_13668
OG0000853	CAEEL12245	AMPFI_25610, AMPFI_22873
OG0000857	CAEEL04547	AMPFI_00242
OG0000860	CAEEL09321, CAEEL18240	AMPFI_05098
OG0000867	CAEEL18894, CAEEL20247	AMPFI_00144, AMPFI_11211, AMPFI_06396, AMPFI_22076
OG0000869	CAEEL04762	AMPFI_09269
OG0000870	CAEEL05330	AMPFI_04018, AMPFI_20968, AMPFI_09731, AMPFI_24424, AMPFI_12552
OG0000871	CAEEL00781, CAEEL13789	AMPFI_13424
OG0000874	CAEEL03105	AMPFI_04290, AMPFI_17002
OG0000875	CAEEL08184, CAEEL12416	AMPFI_16915, AMPFI_14018
OG0000876	CAEEL00773, CAEEL00774	AMPFI_21327
OG0000879	CAEEL07550	AMPFI_08219
OG0000887	CAEEL20268, CAEEL06748	AMPFI_09950, AMPFI_07395
OG0000888	CAEEL00418	AMPFI_15204
OG0000888	CAEEL02556	AMPFI_07926, AMPFI_07927
OG0000889	CAEEL09857, CAEEL09856	AMPFI_16359, AMPFI_08502
OG0000890	CAEEL12661	AMPFI_12475
OG0000896	CAEEL17889	AMPFI_18659
OG0000899	CAEEL06745	AMPFI_10006, AMPFI_23939
OG0000904	CAEEL01214	AMPFI_12613
OG0000905	CAEEL09890	AMPFI_23249, AMPFI_23770, AMPFI_06111
OG0000908	CAEEL18895	AMPFI_08188
OG0000909	CAEEL00966	AMPFI_09222
OG0000912	CAEEL19084	AMPFI_26077
OG0000913	CAEEL03086, CAEEL09227, CAEEL01751, CAEEL17909, CAEEL04783, CAEEL08435	AMPFI_01293, AMPFI_01711
OG0000914	CAEEL08534, CAEEL08535	AMPFI_07132
OG0000915	CAEEL11744	AMPFI_07903
OG0000921	CAEEL05986	AMPFI_16444
OG0000923	CAEEL01410	AMPFI_00235
OG0000923	CAEEL00580	AMPFI_01629
OG0000925	CAEEL01239, CAEEL01153, CAEEL00968, CAEEL00439, CAEEL07058	AMPFI_22605
OG0000928	CAEEL00085	AMPFI_06367
OG0000929	CAEEL02357	AMPFI_10447, AMPFI_24861, AMPFI_23849
OG0000932	CAEEL07026, CAEEL07025	AMPFI_09005
OG0000933	CAEEL13637	AMPFI_11078
OG0000934	CAEEL20095, CAEEL02005	AMPFI_09923
OG0000934	CAEEL18567	AMPFI_21983
OG0000935	CAEEL10988, CAEEL18743	AMPFI_08255
OG0000944	CAEEL08647, CAEEL08646	AMPFI_08499
OG0000945	CAEEL00537	AMPFI_11479
OG0000947	CAEEL07660	AMPFI_04579, AMPFI_02830
OG0000949	CAEEL02872, CAEEL06438	AMPFI_05269
OG0000950	CAEEL06912	AMPFI_02751, AMPFI_25217
OG0000951	CAEEL00056	AMPFI_22274, AMPFI_02878
OG0000954	CAEEL05990	AMPFI_20580, AMPFI_25977, AMPFI_05682
OG0000955	CAEEL05680, CAEEL05073	AMPFI_06758
OG0000955	CAEEL01495	AMPFI_14591
OG0000957	CAEEL00119	AMPFI_23600
OG0000963	CAEEL02132	AMPFI_18238
OG0000963	CAEEL19266, CAEEL06520, CAEEL01905, CAEEL10906	AMPFI_05536
OG0000965	CAEEL09524	AMPFI_19565, AMPFI_15550
OG0000965	CAEEL02685	AMPFI_04099
OG0000967	CAEEL09409	AMPFI_25346, AMPFI_07326
OG0000969	CAEEL17140, CAEEL19686	AMPFI_25200
OG0000970	CAEEL12249	AMPFI_08215
OG0000971	CAEEL13149	AMPFI_18522, AMPFI_25455
OG0000974	CAEEL05136, CAEEL05137	AMPFI_12784, AMPFI_24248, AMPFI_16221
OG0000976	CAEEL12118	AMPFI_18379
OG0000977	CAEEL07521	AMPFI_07484, AMPFI_15366, AMPFI_15809, AMPFI_03209
OG0000979	CAEEL17012, CAEEL08335, CAEEL08336, CAEEL08175, CAEEL06649	AMPFI_09075, AMPFI_12493, AMPFI_01617, AMPFI_11199, AMPFI_19528
OG0000982	CAEEL00871	AMPFI_14398
OG0000984	CAEEL00142	AMPFI_10960
OG0000985	CAEEL11989	AMPFI_12470, AMPFI_03929
OG0000987	CAEEL18448	AMPFI_23099, AMPFI_17518
OG0000987	CAEEL15116	AMPFI_24141
OG0000988	CAEEL12259, CAEEL12260, CAEEL05294	AMPFI_24561
OG0000992	CAEEL04373	AMPFI_08334
OG0000994	CAEEL01877	AMPFI_00747, AMPFI_08034
OG0000994	CAEEL05339, CAEEL08529	AMPFI_10949
OG0000995	CAEEL01961	AMPFI_06624
OG0000997	CAEEL06202	AMPFI_12727
OG0000998	CAEEL11817	AMPFI_21171
OG0000999	CAEEL12779, CAEEL06159	AMPFI_12976, AMPFI_03412
OG0001001	CAEEL19402, CAEEL20405, CAEEL20234, CAEEL19403	AMPFI_06409
OG0001002	CAEEL07056, CAEEL14828, CAEEL19782, CAEEL15732	AMPFI_21134
OG0001005	CAEEL01384	AMPFI_08475, AMPFI_09343
OG0001006	CAEEL08218, CAEEL00364, CAEEL10732	AMPFI_14604
OG0001007	CAEEL19587	AMPFI_16097
OG0001009	CAEEL20001	AMPFI_05554
OG0001016	CAEEL09313	AMPFI_10130
OG0001016	CAEEL08789, CAEEL11986	AMPFI_08991
OG0001017	CAEEL09308	AMPFI_05282
OG0001018	CAEEL00183	AMPFI_03134
OG0001018	CAEEL07047	AMPFI_05980
OG0001022	CAEEL06254, CAEEL20075, CAEEL20775	AMPFI_10268
OG0001023	CAEEL05078	AMPFI_08517
OG0001024	CAEEL11623	AMPFI_23405
OG0001026	CAEEL04538	AMPFI_19437, AMPFI_10730
OG0001029	CAEEL01262	AMPFI_16108
OG0001030	CAEEL11812	AMPFI_23968, AMPFI_06508
OG0001031	CAEEL12448	AMPFI_05042
OG0001032	CAEEL20070, CAEEL15717	AMPFI_16468
OG0001033	CAEEL10717	AMPFI_08349
OG0001034	CAEEL07054, CAEEL07055	AMPFI_26029, AMPFI_15409
OG0001036	CAEEL18611	AMPFI_23633
OG0001037	CAEEL18600	AMPFI_24179
OG0001038	CAEEL20450	AMPFI_16434
OG0001039	CAEEL08415	AMPFI_14266
OG0001039	CAEEL10624	AMPFI_08765, AMPFI_14267
OG0001042	CAEEL09943	AMPFI_15466, AMPFI_23740
OG0001044	CAEEL20285	AMPFI_21140, AMPFI_22224
OG0001046	CAEEL19183	AMPFI_00692
OG0001050	CAEEL14076, CAEEL15706	AMPFI_10641
OG0001052	CAEEL09647	AMPFI_08331
OG0001053	CAEEL09742	AMPFI_08985
OG0001058	CAEEL19015	AMPFI_03304
OG0001059	CAEEL00192	AMPFI_13123
OG0001062	CAEEL08101	AMPFI_00636
OG0001063	CAEEL15713, CAEEL15714	AMPFI_06965
OG0001063	CAEEL08167	AMPFI_02456
OG0001065	CAEEL00960, CAEEL15059	AMPFI_25290, AMPFI_20969
OG0001066	CAEEL12576	AMPFI_04798, AMPFI_04799, AMPFI_05155
OG0001072	CAEEL08406	AMPFI_14875, AMPFI_20009, AMPFI_10266, AMPFI_21446
OG0001075	CAEEL11648, CAEEL18873	AMPFI_00014
OG0001076	CAEEL07541	AMPFI_03111, AMPFI_09505, AMPFI_03148
OG0001078	CAEEL19295	AMPFI_08816
OG0001079	CAEEL10503	AMPFI_02862
OG0001080	CAEEL08359	AMPFI_16156, AMPFI_00813
OG0001082	CAEEL19080, CAEEL19079, CAEEL09741	AMPFI_11475
OG0001083	CAEEL06682	AMPFI_01600
OG0001085	CAEEL09995, CAEEL09996	AMPFI_03348
OG0001091	CAEEL07358	AMPFI_08267
OG0001092	CAEEL07387	AMPFI_23695, AMPFI_21806, AMPFI_23031, AMPFI_16710
OG0001093	CAEEL00638	AMPFI_00814
OG0001093	CAEEL00637	AMPFI_01496
OG0001094	CAEEL13053, CAEEL13054	AMPFI_07987
OG0001095	CAEEL07595	AMPFI_00281, AMPFI_21259
OG0001096	CAEEL04621, CAEEL17752	AMPFI_10982, AMPFI_10807, AMPFI_10808, AMPFI_22875
OG0001101	CAEEL11585	AMPFI_12698
OG0001102	CAEEL08853	AMPFI_21024, AMPFI_07650, AMPFI_14421
OG0001103	CAEEL18815	AMPFI_24729
OG0001104	CAEEL09176, CAEEL09177	AMPFI_11622
OG0001107	CAEEL18427	AMPFI_19311
