Orthogroup	CAEEL	APOSJ_ok
OG0000172	CAEEL04412	APOSJ_21217, APOSJ_19510, APOSJ_21219, APOSJ_58407, APOSJ_21220, APOSJ_19508, APOSJ_19507, APOSJ_19506, APOSJ_35564, APOSJ_19509, APOSJ_19511, APOSJ_43889
OG0000173	CAEEL04156	APOSJ_39246, APOSJ_42661
OG0000174	CAEEL12711	APOSJ_32211, APOSJ_14533, APOSJ_61544, APOSJ_15407, APOSJ_31366, APOSJ_15406, APOSJ_39236, APOSJ_39238, APOSJ_39237, APOSJ_39232, APOSJ_64500, APOSJ_39234, APOSJ_20180, APOSJ_20175, APOSJ_20176, APOSJ_20177, APOSJ_39233, APOSJ_39235, APOSJ_20174, APOSJ_20178, APOSJ_45393, APOSJ_20179
OG0000175	CAEEL19241	APOSJ_04647, APOSJ_12626, APOSJ_14135, APOSJ_12624, APOSJ_12625
OG0000175	CAEEL15650, CAEEL01525, CAEEL01870	APOSJ_54026, APOSJ_47826, APOSJ_31805, APOSJ_31806, APOSJ_21511, APOSJ_21482, APOSJ_43588, APOSJ_43589, APOSJ_43590
OG0000179	CAEEL13640	APOSJ_64067
OG0000179	CAEEL02965, CAEEL06713	APOSJ_40922
OG0000179	CAEEL16607, CAEEL16605, CAEEL09314, CAEEL16384	APOSJ_38057
OG0000179	CAEEL19466, CAEEL07193	APOSJ_03452, APOSJ_03454, APOSJ_03450, APOSJ_03453
OG0000180	CAEEL06539	APOSJ_64730, APOSJ_35043, APOSJ_58099
OG0000181	CAEEL10858	APOSJ_43145
OG0000181	CAEEL10772	APOSJ_01572, APOSJ_22144, APOSJ_22141
OG0000181	CAEEL12632	APOSJ_10650
OG0000183	CAEEL16310, CAEEL16311, CAEEL16312	APOSJ_27776, APOSJ_16057, APOSJ_34003, APOSJ_58244, APOSJ_57678, APOSJ_16059, APOSJ_27778, APOSJ_39006, APOSJ_39008, APOSJ_39009, APOSJ_16051, APOSJ_58245, APOSJ_16052, APOSJ_22136, APOSJ_27777, APOSJ_24558, APOSJ_64295, APOSJ_64293, APOSJ_57681, APOSJ_39007, APOSJ_57685, APOSJ_64290
OG0000183	CAEEL18435	APOSJ_57145, APOSJ_57147, APOSJ_46793, APOSJ_46794
OG0000184	CAEEL11515, CAEEL12978, CAEEL08834, CAEEL11519, CAEEL16164	APOSJ_42615, APOSJ_10213, APOSJ_28033, APOSJ_24926, APOSJ_46781, APOSJ_20197
OG0000185	CAEEL14200	APOSJ_57965, APOSJ_29564, APOSJ_57966, APOSJ_57964, APOSJ_29570, APOSJ_29566, APOSJ_51463, APOSJ_24744, APOSJ_51464, APOSJ_29567, APOSJ_57967, APOSJ_51467, APOSJ_51681, APOSJ_51461, APOSJ_51466, APOSJ_29569, APOSJ_29563, APOSJ_29568, APOSJ_51459, APOSJ_51465, APOSJ_51462, APOSJ_29565, APOSJ_51460
OG0000186	CAEEL13010	APOSJ_18236, APOSJ_34207
OG0000188	CAEEL20699	APOSJ_03856, APOSJ_03857
OG0000193	CAEEL09482, CAEEL14826	APOSJ_08409, APOSJ_08406, APOSJ_08408, APOSJ_08407, APOSJ_08404, APOSJ_08405
OG0000193	CAEEL11204, CAEEL11203, CAEEL08224, CAEEL02079	APOSJ_59761
OG0000194	CAEEL11235, CAEEL19589, CAEEL17687, CAEEL19382	APOSJ_54027, APOSJ_54025, APOSJ_63227, APOSJ_63228
OG0000195	CAEEL13568, CAEEL02653, CAEEL02314, CAEEL02312	APOSJ_60208, APOSJ_64163, APOSJ_57397, APOSJ_54331, APOSJ_33123, APOSJ_33131, APOSJ_28788, APOSJ_28784, APOSJ_33125, APOSJ_33124, APOSJ_28790, APOSJ_28785, APOSJ_33127, APOSJ_28786, APOSJ_33132, APOSJ_26936, APOSJ_33126, APOSJ_28787, APOSJ_64735, APOSJ_28789, APOSJ_05187, APOSJ_05186, APOSJ_41993, APOSJ_53408
OG0000197	CAEEL04387	APOSJ_57099, APOSJ_30519
OG0000197	CAEEL01207, CAEEL01205, CAEEL16235, CAEEL16239, CAEEL13188	APOSJ_44985, APOSJ_17566
OG0000200	CAEEL12936, CAEEL14770, CAEEL14767, CAEEL14769, CAEEL14768, CAEEL14529, CAEEL12940, CAEEL13152	APOSJ_27007, APOSJ_27006, APOSJ_27008
OG0000201	CAEEL07587	APOSJ_50583, APOSJ_50582
OG0000202	CAEEL20283	APOSJ_24728, APOSJ_01561, APOSJ_01567, APOSJ_20227, APOSJ_01563, APOSJ_20228, APOSJ_05369, APOSJ_01564, APOSJ_09794, APOSJ_24756, APOSJ_29971, APOSJ_29970
OG0000203	CAEEL09812	APOSJ_24405, APOSJ_03246, APOSJ_41765
OG0000205	CAEEL13029	APOSJ_29025, APOSJ_25895, APOSJ_25894
OG0000205	CAEEL07272, CAEEL07274, CAEEL07273	APOSJ_11902, APOSJ_14456, APOSJ_52404, APOSJ_52403, APOSJ_39250
OG0000207	CAEEL05874, CAEEL00203	APOSJ_25005, APOSJ_04355, APOSJ_13996, APOSJ_13997, APOSJ_32397, APOSJ_44648
OG0000210	CAEEL19469	APOSJ_43273, APOSJ_32953, APOSJ_32952, APOSJ_32951
OG0000211	CAEEL15290	APOSJ_53175
OG0000211	CAEEL02311	APOSJ_12610, APOSJ_12609
OG0000215	CAEEL10179, CAEEL11490, CAEEL11487, CAEEL11489, CAEEL10284, CAEEL15289	APOSJ_34902, APOSJ_15451, APOSJ_15452, APOSJ_03897, APOSJ_10954, APOSJ_04122, APOSJ_10951, APOSJ_08226, APOSJ_29664, APOSJ_10953, APOSJ_04117, APOSJ_10952, APOSJ_45619, APOSJ_06585, APOSJ_06584, APOSJ_58454, APOSJ_61827, APOSJ_60468, APOSJ_60467, APOSJ_36104
OG0000218	CAEEL07824, CAEEL20213	APOSJ_63275, APOSJ_10307, APOSJ_64510, APOSJ_17786, APOSJ_17783, APOSJ_17784, APOSJ_27280, APOSJ_60450, APOSJ_60454, APOSJ_60451, APOSJ_60455, APOSJ_06815, APOSJ_60453, APOSJ_60452, APOSJ_57292, APOSJ_19119, APOSJ_57293, APOSJ_57291, APOSJ_11416
OG0000221	CAEEL10747	APOSJ_13257, APOSJ_13258, APOSJ_13256, APOSJ_13255
OG0000223	CAEEL01621, CAEEL00892	APOSJ_49762
OG0000225	CAEEL00458, CAEEL19815, CAEEL15154, CAEEL15740, CAEEL15741, CAEEL19370, CAEEL18881	APOSJ_56112, APOSJ_56106, APOSJ_56110, APOSJ_56105, APOSJ_08401, APOSJ_32914, APOSJ_23325, APOSJ_22097, APOSJ_37698
OG0000226	CAEEL12318	APOSJ_14907, APOSJ_11008, APOSJ_37065, APOSJ_32715, APOSJ_01189, APOSJ_52674, APOSJ_58792, APOSJ_09447
OG0000227	CAEEL19645	APOSJ_17769, APOSJ_60835, APOSJ_48892, APOSJ_48893, APOSJ_48894, APOSJ_44126, APOSJ_46997
OG0000229	CAEEL06197, CAEEL17603, CAEEL13012, CAEEL06557, CAEEL18948, CAEEL14398, CAEEL00944, CAEEL00539, CAEEL02569, CAEEL04344, CAEEL20487, CAEEL15045, CAEEL08855, CAEEL08478	APOSJ_11313, APOSJ_46675, APOSJ_13179, APOSJ_12452, APOSJ_12450, APOSJ_03386, APOSJ_38491, APOSJ_02765, APOSJ_37744, APOSJ_37747, APOSJ_41157, APOSJ_52459, APOSJ_52460, APOSJ_59233, APOSJ_29073, APOSJ_59232, APOSJ_28375
OG0000230	CAEEL14845, CAEEL19792	APOSJ_40676, APOSJ_40677
OG0000230	CAEEL16226, CAEEL13679, CAEEL03009, CAEEL10796, CAEEL05825	APOSJ_38685, APOSJ_27025, APOSJ_00305, APOSJ_00304, APOSJ_37583, APOSJ_18151, APOSJ_35890, APOSJ_35888, APOSJ_48033
OG0000231	CAEEL08481	APOSJ_59580, APOSJ_59581
OG0000231	CAEEL01724	APOSJ_30005, APOSJ_29991
OG0000233	CAEEL03636, CAEEL19665, CAEEL19664	APOSJ_36405
OG0000234	CAEEL02295	APOSJ_61085, APOSJ_61086
OG0000234	CAEEL03013, CAEEL03014	APOSJ_22301, APOSJ_22304, APOSJ_22307, APOSJ_22306, APOSJ_09890, APOSJ_22305, APOSJ_22308, APOSJ_22303
OG0000235	CAEEL10795, CAEEL07012	APOSJ_01631, APOSJ_10209, APOSJ_57021, APOSJ_02900, APOSJ_61133, APOSJ_64609
OG0000236	CAEEL19835	APOSJ_10854, APOSJ_10855, APOSJ_10852, APOSJ_10853
OG0000238	CAEEL15430, CAEEL15432, CAEEL15171, CAEEL15387	APOSJ_60751
OG0000239	CAEEL14926	APOSJ_19257, APOSJ_19253, APOSJ_19255, APOSJ_19256, APOSJ_55510, APOSJ_19258, APOSJ_19254, APOSJ_19252
OG0000239	CAEEL00570	APOSJ_11761, APOSJ_11764, APOSJ_08738, APOSJ_08737, APOSJ_11763
OG0000242	CAEEL05302	APOSJ_03687, APOSJ_12465, APOSJ_12468, APOSJ_09368, APOSJ_09367
OG0000242	CAEEL01149, CAEEL01953, CAEEL01038, CAEEL11304, CAEEL00585, CAEEL01041, CAEEL01477	APOSJ_37639
OG0000243	CAEEL13597, CAEEL13598	APOSJ_43522, APOSJ_20107, APOSJ_20106
OG0000244	CAEEL11789, CAEEL12688	APOSJ_47413, APOSJ_28268, APOSJ_47417, APOSJ_47416, APOSJ_47411, APOSJ_47412, APOSJ_47414, APOSJ_47410, APOSJ_47415, APOSJ_10659, APOSJ_35426, APOSJ_22134, APOSJ_35428
OG0000249	CAEEL00206	APOSJ_58612, APOSJ_64933, APOSJ_18363, APOSJ_41328, APOSJ_36571, APOSJ_41324, APOSJ_18357, APOSJ_18364, APOSJ_18360, APOSJ_41322, APOSJ_36569, APOSJ_36568, APOSJ_36570, APOSJ_41325, APOSJ_18358, APOSJ_18359, APOSJ_41327, APOSJ_41323, APOSJ_58615, APOSJ_18356, APOSJ_18362, APOSJ_41321, APOSJ_64939, APOSJ_18361
OG0000250	CAEEL11963	APOSJ_60690, APOSJ_57034, APOSJ_60689, APOSJ_60692
OG0000250	CAEEL07261	APOSJ_53139, APOSJ_53140
OG0000250	CAEEL04698	APOSJ_60092
OG0000250	CAEEL06732	APOSJ_51321, APOSJ_51318, APOSJ_51320, APOSJ_51319
OG0000251	CAEEL03667	APOSJ_11642, APOSJ_11643, APOSJ_11641
OG0000251	CAEEL03882, CAEEL05921, CAEEL16332, CAEEL04207	APOSJ_19333, APOSJ_19334, APOSJ_19335, APOSJ_19336
OG0000255	CAEEL05168	APOSJ_26719, APOSJ_37115
OG0000255	CAEEL05715	APOSJ_26473, APOSJ_55649, APOSJ_56213, APOSJ_56214
OG0000256	CAEEL11937, CAEEL19468	APOSJ_45844, APOSJ_43806, APOSJ_43805, APOSJ_43809, APOSJ_43807, APOSJ_43808, APOSJ_45843, APOSJ_45847, APOSJ_19566, APOSJ_45846, APOSJ_45845
OG0000257	CAEEL01910, CAEEL15386	APOSJ_03668, APOSJ_22809, APOSJ_22810, APOSJ_22808
OG0000258	CAEEL19537	APOSJ_57414, APOSJ_57413, APOSJ_53401, APOSJ_57412
OG0000258	CAEEL09342	APOSJ_60951, APOSJ_09320, APOSJ_39739, APOSJ_39738, APOSJ_48255
OG0000258	CAEEL15770	APOSJ_00091, APOSJ_00093, APOSJ_12496
OG0000260	CAEEL11482	APOSJ_21486, APOSJ_04202, APOSJ_04204, APOSJ_04201, APOSJ_60622, APOSJ_21488, APOSJ_25318, APOSJ_60617, APOSJ_60625, APOSJ_60623, APOSJ_21489, APOSJ_36845, APOSJ_04203, APOSJ_15738, APOSJ_63138, APOSJ_15737, APOSJ_21487, APOSJ_20591, APOSJ_21490, APOSJ_21491, APOSJ_60620, APOSJ_04208, APOSJ_12310, APOSJ_63081, APOSJ_21485, APOSJ_33668, APOSJ_04205, APOSJ_04206, APOSJ_21492, APOSJ_15739, APOSJ_60621, APOSJ_21484, APOSJ_04207, APOSJ_25434, APOSJ_27182, APOSJ_39526, APOSJ_27181, APOSJ_27186, APOSJ_25435, APOSJ_27184, APOSJ_39524, APOSJ_25418, APOSJ_27968
OG0000265	CAEEL20581	APOSJ_52680, APOSJ_58817, APOSJ_58815, APOSJ_52679
OG0000265	CAEEL10364	APOSJ_20018, APOSJ_20017, APOSJ_20015, APOSJ_62181
OG0000268	CAEEL08164	APOSJ_61897
OG0000271	CAEEL07236	APOSJ_42689, APOSJ_37787, APOSJ_37786, APOSJ_37785, APOSJ_37788, APOSJ_53784, APOSJ_53288, APOSJ_42529, APOSJ_42530
OG0000272	CAEEL11804, CAEEL19905	APOSJ_43079, APOSJ_61577
OG0000273	CAEEL18644	APOSJ_62105, APOSJ_47428, APOSJ_13659, APOSJ_47427
OG0000273	CAEEL20077	APOSJ_19920, APOSJ_09611, APOSJ_18378, APOSJ_29826, APOSJ_29825
OG0000275	CAEEL14783	APOSJ_58127, APOSJ_26432, APOSJ_26433, APOSJ_26435, APOSJ_26434
OG0000275	CAEEL11381, CAEEL10050	APOSJ_63484, APOSJ_31102
OG0000277	CAEEL07730, CAEEL07729	APOSJ_05733, APOSJ_43403, APOSJ_43402
OG0000277	CAEEL11066	APOSJ_62267, APOSJ_62266, APOSJ_62265, APOSJ_62268
OG0000278	CAEEL09180	APOSJ_45090, APOSJ_45682
OG0000282	CAEEL11864	APOSJ_47266, APOSJ_47267, APOSJ_27457, APOSJ_27459, APOSJ_60254, APOSJ_05524, APOSJ_05523, APOSJ_29759, APOSJ_29757, APOSJ_29758, APOSJ_38656
OG0000282	CAEEL04645	APOSJ_60253
OG0000284	CAEEL18846	APOSJ_10417, APOSJ_10418, APOSJ_10415, APOSJ_10416, APOSJ_18390, APOSJ_46284, APOSJ_03823, APOSJ_03826
OG0000285	CAEEL00191	APOSJ_14865, APOSJ_60660, APOSJ_07150, APOSJ_52983, APOSJ_52980
OG0000285	CAEEL14297, CAEEL16730	APOSJ_06896, APOSJ_14958, APOSJ_14957, APOSJ_14954, APOSJ_28752, APOSJ_14955, APOSJ_14953, APOSJ_14952, APOSJ_14956, APOSJ_07141, APOSJ_52982, APOSJ_07144, APOSJ_52978, APOSJ_40336, APOSJ_46499, APOSJ_46497, APOSJ_46498
OG0000287	CAEEL18837	APOSJ_05658, APOSJ_21722, APOSJ_05654, APOSJ_04438, APOSJ_04436, APOSJ_05655, APOSJ_21723, APOSJ_21721, APOSJ_05659, APOSJ_05652, APOSJ_05657, APOSJ_05651, APOSJ_27660, APOSJ_04439, APOSJ_04443, APOSJ_05653, APOSJ_27657, APOSJ_04437, APOSJ_04440, APOSJ_05656, APOSJ_21720, APOSJ_04442, APOSJ_04441
OG0000295	CAEEL04248, CAEEL10950	APOSJ_62972, APOSJ_62973, APOSJ_11445, APOSJ_44404, APOSJ_27655, APOSJ_06147, APOSJ_62609, APOSJ_62610, APOSJ_62608
OG0000296	CAEEL14675	APOSJ_21310
OG0000301	CAEEL11399	APOSJ_59229, APOSJ_26104
OG0000301	CAEEL18767	APOSJ_09849, APOSJ_55647
OG0000302	CAEEL08099	APOSJ_22514
OG0000305	CAEEL19499	APOSJ_16809, APOSJ_16810
OG0000305	CAEEL15162, CAEEL10872, CAEEL15163	APOSJ_40824, APOSJ_24775, APOSJ_40822, APOSJ_40821, APOSJ_56693, APOSJ_55257, APOSJ_40827, APOSJ_56694, APOSJ_56692, APOSJ_40823, APOSJ_40826, APOSJ_56696, APOSJ_40820, APOSJ_56695, APOSJ_61171, APOSJ_39800, APOSJ_61170, APOSJ_61172
OG0000306	CAEEL11447, CAEEL11444, CAEEL11445, CAEEL11448, CAEEL11446	APOSJ_51562, APOSJ_52445, APOSJ_52426, APOSJ_62757, APOSJ_51564, APOSJ_62759, APOSJ_51560, APOSJ_51565, APOSJ_62758, APOSJ_51561, APOSJ_51563, APOSJ_51566
OG0000308	CAEEL00748	APOSJ_09139, APOSJ_09140, APOSJ_35582, APOSJ_35581, APOSJ_35580, APOSJ_35583, APOSJ_40837, APOSJ_40841, APOSJ_40844, APOSJ_40838, APOSJ_40836, APOSJ_40835, APOSJ_40840, APOSJ_40839, APOSJ_60204, APOSJ_60205, APOSJ_60207, APOSJ_60206
OG0000312	CAEEL16684	APOSJ_22704, APOSJ_22705, APOSJ_22709, APOSJ_22708, APOSJ_22706, APOSJ_22707
OG0000312	CAEEL08464	APOSJ_32409, APOSJ_32410
OG0000314	CAEEL14227, CAEEL02951	APOSJ_32529
OG0000315	CAEEL07409	APOSJ_14927, APOSJ_14925, APOSJ_14926, APOSJ_28586, APOSJ_14924, APOSJ_14928
OG0000315	CAEEL07609	APOSJ_22543, APOSJ_22540, APOSJ_22544, APOSJ_22547, APOSJ_22542, APOSJ_22539, APOSJ_22545, APOSJ_22546, APOSJ_22541
OG0000315	CAEEL07292	APOSJ_07723, APOSJ_07722, APOSJ_07724, APOSJ_07725
OG0000316	CAEEL01799	APOSJ_36496, APOSJ_36497
OG0000317	CAEEL18155	APOSJ_26016
OG0000321	CAEEL19255	APOSJ_48201
OG0000322	CAEEL18855, CAEEL09291, CAEEL09109	APOSJ_41973, APOSJ_41971, APOSJ_41972, APOSJ_26541, APOSJ_26539, APOSJ_64802, APOSJ_26540, APOSJ_44694, APOSJ_38132, APOSJ_38134, APOSJ_38694, APOSJ_08511, APOSJ_38133, APOSJ_38696, APOSJ_21497, APOSJ_20849, APOSJ_00920, APOSJ_00917, APOSJ_20847, APOSJ_00921, APOSJ_00922, APOSJ_00919, APOSJ_20846, APOSJ_16563
OG0000323	CAEEL08030	APOSJ_28275, APOSJ_46130, APOSJ_28270, APOSJ_47980, APOSJ_28272, APOSJ_31543, APOSJ_28274, APOSJ_28276, APOSJ_26703, APOSJ_25067, APOSJ_04365, APOSJ_25064, APOSJ_25066, APOSJ_20600, APOSJ_29958, APOSJ_56446, APOSJ_29959, APOSJ_29957
OG0000328	CAEEL02700, CAEEL20663	APOSJ_57614, APOSJ_57616, APOSJ_57613, APOSJ_57615
OG0000329	CAEEL05342	APOSJ_62928, APOSJ_33711, APOSJ_01332, APOSJ_18484, APOSJ_36539, APOSJ_60553, APOSJ_60551, APOSJ_60546, APOSJ_18481, APOSJ_18480, APOSJ_01338, APOSJ_01335, APOSJ_18477, APOSJ_06966, APOSJ_01336, APOSJ_06967, APOSJ_60550, APOSJ_60554, APOSJ_06968, APOSJ_60549, APOSJ_06965, APOSJ_06963, APOSJ_01334, APOSJ_18482, APOSJ_01339, APOSJ_18483, APOSJ_08295, APOSJ_18485, APOSJ_43929, APOSJ_18479, APOSJ_01337, APOSJ_43939, APOSJ_60552, APOSJ_60545, APOSJ_18478, APOSJ_43938, APOSJ_01333
OG0000332	CAEEL10794	APOSJ_37830
OG0000333	CAEEL20574	APOSJ_30306
OG0000338	CAEEL02726	APOSJ_10692, APOSJ_10694, APOSJ_02809, APOSJ_10693, APOSJ_02811, APOSJ_00112, APOSJ_00111, APOSJ_00677, APOSJ_45546
OG0000341	CAEEL02829	APOSJ_03445, APOSJ_23445, APOSJ_17682, APOSJ_41709, APOSJ_41702, APOSJ_35726, APOSJ_61591, APOSJ_45814, APOSJ_23449, APOSJ_29465, APOSJ_17684, APOSJ_29467, APOSJ_41707, APOSJ_29464, APOSJ_23454, APOSJ_23451, APOSJ_23447, APOSJ_53604, APOSJ_17678, APOSJ_35722, APOSJ_17681, APOSJ_23448, APOSJ_03455, APOSJ_35721, APOSJ_16959, APOSJ_29462, APOSJ_29463, APOSJ_17973, APOSJ_35719, APOSJ_29470, APOSJ_60840, APOSJ_47893, APOSJ_48475, APOSJ_35725, APOSJ_41701, APOSJ_00579, APOSJ_50822, APOSJ_41706, APOSJ_53605, APOSJ_23453, APOSJ_41703, APOSJ_03448, APOSJ_29469, APOSJ_23452, APOSJ_29466, APOSJ_17685, APOSJ_00578, APOSJ_03456, APOSJ_41708, APOSJ_03449, APOSJ_19831, APOSJ_50760, APOSJ_03451, APOSJ_23950, APOSJ_47894, APOSJ_41705, APOSJ_47895, APOSJ_17683, APOSJ_23450, APOSJ_35720, APOSJ_35724, APOSJ_35723
OG0000343	CAEEL00542	APOSJ_15104, APOSJ_32928, APOSJ_15103, APOSJ_08513, APOSJ_24547, APOSJ_51511, APOSJ_24540, APOSJ_24542, APOSJ_24544, APOSJ_01648, APOSJ_08514, APOSJ_24819, APOSJ_30376, APOSJ_24541, APOSJ_15106, APOSJ_15101, APOSJ_29496, APOSJ_24543, APOSJ_15102, APOSJ_64379, APOSJ_51510, APOSJ_54373, APOSJ_20828, APOSJ_08518, APOSJ_24853, APOSJ_24548, APOSJ_32929, APOSJ_15105, APOSJ_32927, APOSJ_24872, APOSJ_32930, APOSJ_15107, APOSJ_20826, APOSJ_20827, APOSJ_32931
OG0000345	CAEEL13165	APOSJ_22348, APOSJ_26848
OG0000345	CAEEL09288	APOSJ_52678, APOSJ_07295, APOSJ_34999, APOSJ_36470, APOSJ_41595
OG0000346	CAEEL04767	APOSJ_29531, APOSJ_61448
OG0000350	CAEEL13904	APOSJ_06886
OG0000351	CAEEL07375	APOSJ_36516
OG0000352	CAEEL05587	APOSJ_48080, APOSJ_28130, APOSJ_28131, APOSJ_48097, APOSJ_37856, APOSJ_28133, APOSJ_48091, APOSJ_28132
OG0000356	CAEEL10812	APOSJ_47471, APOSJ_15953, APOSJ_15952, APOSJ_59299, APOSJ_59298, APOSJ_59296, APOSJ_59297, APOSJ_09265, APOSJ_09263, APOSJ_09264
OG0000357	CAEEL07861	APOSJ_63907, APOSJ_38025, APOSJ_38027
OG0000357	CAEEL10151, CAEEL05953	APOSJ_00277, APOSJ_00279
OG0000358	CAEEL13826	APOSJ_19806, APOSJ_19805, APOSJ_03259, APOSJ_42533, APOSJ_16324, APOSJ_64121
OG0000358	CAEEL19072	APOSJ_18215, APOSJ_01731, APOSJ_01730, APOSJ_61732, APOSJ_01733, APOSJ_01729, APOSJ_01732
OG0000359	CAEEL02740, CAEEL18786, CAEEL18785	APOSJ_62175
OG0000363	CAEEL04898, CAEEL01034, CAEEL00066	APOSJ_20403, APOSJ_64756
OG0000364	CAEEL18153, CAEEL18154	APOSJ_33364, APOSJ_64777, APOSJ_64799, APOSJ_63688, APOSJ_37253, APOSJ_10300, APOSJ_10302, APOSJ_63689, APOSJ_10303, APOSJ_10301, APOSJ_10306, APOSJ_10305, APOSJ_10304, APOSJ_36232, APOSJ_17201, APOSJ_13300, APOSJ_19809
OG0000365	CAEEL03052	APOSJ_13509, APOSJ_13508
OG0000367	CAEEL11241	APOSJ_19974, APOSJ_19975, APOSJ_33317, APOSJ_33318, APOSJ_33310, APOSJ_33311, APOSJ_33314, APOSJ_03230, APOSJ_33313, APOSJ_33316, APOSJ_33312, APOSJ_33315, APOSJ_03162, APOSJ_03161, APOSJ_19437
OG0000371	CAEEL18802	APOSJ_04892, APOSJ_30478
OG0000372	CAEEL09938	APOSJ_32309, APOSJ_49281
OG0000372	CAEEL06634	APOSJ_64678, APOSJ_60619, APOSJ_64680, APOSJ_64679
OG0000372	CAEEL11042	APOSJ_37509
OG0000373	CAEEL15439	APOSJ_52214
OG0000373	CAEEL15442, CAEEL15129, CAEEL10313, CAEEL08693, CAEEL00731, CAEEL00550, CAEEL14746, CAEEL12229, CAEEL14071, CAEEL05508, CAEEL05560, CAEEL16400, CAEEL10659	APOSJ_21920
OG0000374	CAEEL04637	APOSJ_63316, APOSJ_52272, APOSJ_63313, APOSJ_63315
OG0000375	CAEEL18446	APOSJ_50752, APOSJ_10485, APOSJ_30876, APOSJ_41977, APOSJ_50751, APOSJ_30879, APOSJ_30874, APOSJ_30877, APOSJ_30875, APOSJ_30882, APOSJ_50749, APOSJ_50748, APOSJ_30880, APOSJ_30878, APOSJ_50750, APOSJ_18653, APOSJ_50753, APOSJ_50754, APOSJ_60476, APOSJ_50755, APOSJ_50756, APOSJ_50757
OG0000378	CAEEL01589	APOSJ_08015
OG0000378	CAEEL18606	APOSJ_40349, APOSJ_40350, APOSJ_52129, APOSJ_40351
OG0000382	CAEEL10275	APOSJ_29505, APOSJ_29504, APOSJ_29502, APOSJ_45387, APOSJ_45384, APOSJ_45389, APOSJ_53898, APOSJ_53891, APOSJ_45388, APOSJ_45386, APOSJ_29506, APOSJ_53890, APOSJ_51706, APOSJ_45391, APOSJ_45390, APOSJ_45383, APOSJ_45385, APOSJ_29503
OG0000385	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992	APOSJ_11730, APOSJ_04859
OG0000389	CAEEL08944, CAEEL11888	APOSJ_45091
OG0000391	CAEEL07480, CAEEL01186	APOSJ_12308, APOSJ_12309, APOSJ_43862, APOSJ_43863
OG0000392	CAEEL03273	APOSJ_29331, APOSJ_52981, APOSJ_60654, APOSJ_51981, APOSJ_09465, APOSJ_18547, APOSJ_59471, APOSJ_23355, APOSJ_05996, APOSJ_23352, APOSJ_05994, APOSJ_53347, APOSJ_53353, APOSJ_59477, APOSJ_59475, APOSJ_63008, APOSJ_51743, APOSJ_52984, APOSJ_62977, APOSJ_05992, APOSJ_62996, APOSJ_53296, APOSJ_59474, APOSJ_05993, APOSJ_23356, APOSJ_59476, APOSJ_23353, APOSJ_26329, APOSJ_51728, APOSJ_05995, APOSJ_59472, APOSJ_53398, APOSJ_51734, APOSJ_51725, APOSJ_47184, APOSJ_52979, APOSJ_23354, APOSJ_61754, APOSJ_51987, APOSJ_51991, APOSJ_23351, APOSJ_59473, APOSJ_60668, APOSJ_33055, APOSJ_23350
OG0000393	CAEEL11594	APOSJ_27332, APOSJ_54398, APOSJ_54399
OG0000393	CAEEL00138	APOSJ_58923, APOSJ_27432
OG0000395	CAEEL11086	APOSJ_25397
OG0000399	CAEEL12746	APOSJ_62878
OG0000399	CAEEL18399	APOSJ_16843
OG0000399	CAEEL01136	APOSJ_47890
OG0000399	CAEEL00515	APOSJ_26614
OG0000401	CAEEL07254	APOSJ_53113, APOSJ_53111, APOSJ_53114, APOSJ_53112, APOSJ_57402, APOSJ_03891, APOSJ_53115, APOSJ_03904
OG0000402	CAEEL20859	APOSJ_39111, APOSJ_39113, APOSJ_39112, APOSJ_39115, APOSJ_39114
OG0000404	CAEEL04503	APOSJ_45960
OG0000404	CAEEL20480	APOSJ_53262, APOSJ_53263, APOSJ_53266, APOSJ_62349, APOSJ_53267, APOSJ_34637, APOSJ_53264, APOSJ_30197
OG0000405	CAEEL01740	APOSJ_63025, APOSJ_63022, APOSJ_27533, APOSJ_27536, APOSJ_27531, APOSJ_27534, APOSJ_63023, APOSJ_27532, APOSJ_27535, APOSJ_27528, APOSJ_27530, APOSJ_27529
OG0000409	CAEEL09896	APOSJ_35378
OG0000409	CAEEL15456, CAEEL10905, CAEEL20533, CAEEL10710	APOSJ_13202, APOSJ_08547, APOSJ_09032
OG0000411	CAEEL02373	APOSJ_58040, APOSJ_61992, APOSJ_60239, APOSJ_02227, APOSJ_02226
OG0000412	CAEEL11655	APOSJ_24517, APOSJ_58404
OG0000412	CAEEL09909	APOSJ_14599, APOSJ_34090
OG0000412	CAEEL20650	APOSJ_36086, APOSJ_37442, APOSJ_11743, APOSJ_11744, APOSJ_11745
OG0000413	CAEEL15525	APOSJ_24595, APOSJ_24593, APOSJ_24594
OG0000413	CAEEL18945	APOSJ_20536, APOSJ_01798
OG0000417	CAEEL13248	APOSJ_20739
OG0000424	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478	APOSJ_08867, APOSJ_08868, APOSJ_16377
OG0000425	CAEEL13865, CAEEL13864	APOSJ_09919, APOSJ_09922, APOSJ_09924, APOSJ_09925, APOSJ_63999, APOSJ_09923, APOSJ_12531, APOSJ_09920, APOSJ_41338, APOSJ_41337
