Orthogroup	CAEEL	MOUSE
OG0000155	CAEEL02327, CAEEL02328, CAEEL02326, CAEEL10961, CAEEL10957	MOUSE00137, MOUSE07365, MOUSE13874, MOUSE13880, MOUSE13869, MOUSE13873, MOUSE13870, MOUSE13877, MOUSE13876, MOUSE13878, MOUSE13872, MOUSE13875, MOUSE13871, MOUSE13879, MOUSE13881, MOUSE13883, MOUSE13882, MOUSE13884, MOUSE13885, MOUSE21763, MOUSE21764
OG0000157	CAEEL00241	MOUSE20681, MOUSE01676
OG0000157	CAEEL01390	MOUSE49056, MOUSE49057, MOUSE49058
OG0000158	CAEEL04589	MOUSE29248
OG0000158	CAEEL18898	MOUSE23738
OG0000158	CAEEL20117, CAEEL08684	MOUSE23741, MOUSE23747, MOUSE23838, MOUSE23840, MOUSE23844, MOUSE24208, MOUSE24206, MOUSE32827, MOUSE32828, MOUSE23739, MOUSE23737, MOUSE23748, MOUSE23740, MOUSE29251, MOUSE29249, MOUSE29250, MOUSE29247, MOUSE00038, MOUSE00039, MOUSE00040, MOUSE21506, MOUSE21503, MOUSE21502, MOUSE21504
OG0000158	CAEEL06141	MOUSE46608, MOUSE46610, MOUSE46609
OG0000159	CAEEL19486	MOUSE21603
OG0000159	CAEEL02031	MOUSE00612, MOUSE00610, MOUSE00611
OG0000159	CAEEL05281	MOUSE34639, MOUSE34638, MOUSE25717, MOUSE27101, MOUSE27099, MOUSE16708, MOUSE16707
OG0000160	CAEEL00042, CAEEL17979, CAEEL14963, CAEEL12528	MOUSE28371, MOUSE28372, MOUSE28373, MOUSE01089, MOUSE01088, MOUSE01087, MOUSE01081
OG0000163	CAEEL08313	MOUSE14140, MOUSE14139, MOUSE14141, MOUSE06340, MOUSE14142, MOUSE06339
OG0000163	CAEEL20194, CAEEL08850	MOUSE05232, MOUSE05233, MOUSE05231, MOUSE14893, MOUSE39789, MOUSE39790, MOUSE39791
OG0000164	CAEEL17300, CAEEL20334, CAEEL08421, CAEEL05391, CAEEL18768, CAEEL06090, CAEEL13575, CAEEL06317, CAEEL13576, CAEEL13551, CAEEL06316, CAEEL13587, CAEEL13550, CAEEL06318, CAEEL20325, CAEEL20324, CAEEL06001, CAEEL06002, CAEEL09114, CAEEL05510, CAEEL06315	MOUSE48534
OG0000165	CAEEL07846	MOUSE41531, MOUSE47335, MOUSE36894, MOUSE36895, MOUSE47333, MOUSE47332, MOUSE27722, MOUSE10636, MOUSE01353, MOUSE01354, MOUSE01352, MOUSE54126, MOUSE54125, MOUSE54124, MOUSE04088, MOUSE04089, MOUSE15572, MOUSE13139, MOUSE13138
OG0000167	CAEEL00196	MOUSE00471
OG0000168	CAEEL19018	MOUSE01297, MOUSE01296, MOUSE13205, MOUSE33379, MOUSE20806, MOUSE27171, MOUSE02968, MOUSE02969, MOUSE42668
OG0000171	CAEEL11480	MOUSE48309
OG0000173	CAEEL04156	MOUSE16104, MOUSE39556, MOUSE38333, MOUSE38332, MOUSE38331, MOUSE15474, MOUSE52385, MOUSE52384, MOUSE34416, MOUSE34413, MOUSE34415, MOUSE34414, MOUSE22661, MOUSE36595, MOUSE36598, MOUSE36593, MOUSE36596, MOUSE36597, MOUSE36594, MOUSE16111, MOUSE16103, MOUSE52386, MOUSE33906, MOUSE34420, MOUSE34587, MOUSE39602, MOUSE39601, MOUSE33907, MOUSE32174, MOUSE32176, MOUSE32177, MOUSE32175
OG0000174	CAEEL12711	MOUSE13944, MOUSE25057, MOUSE25058
OG0000174	CAEEL09479	MOUSE12800, MOUSE12801, MOUSE31622
OG0000175	CAEEL19241	MOUSE37007, MOUSE37008, MOUSE37004, MOUSE37005, MOUSE37006
OG0000175	CAEEL15650, CAEEL01525, CAEEL01870	MOUSE21629, MOUSE32004, MOUSE32003
OG0000179	CAEEL13640	MOUSE02858, MOUSE18997, MOUSE02856, MOUSE11162
OG0000179	CAEEL02965, CAEEL06713	MOUSE19509, MOUSE51773
OG0000179	CAEEL19466, CAEEL07193	MOUSE30037, MOUSE26366, MOUSE53320
OG0000180	CAEEL03002, CAEEL02981, CAEEL03753	MOUSE15253, MOUSE15255, MOUSE15254, MOUSE15252, MOUSE15251
OG0000181	CAEEL07684	MOUSE14627, MOUSE03706, MOUSE05783
OG0000181	CAEEL10858	MOUSE39163, MOUSE11210, MOUSE11208
OG0000181	CAEEL10772	MOUSE12600, MOUSE29996
OG0000181	CAEEL12632	MOUSE07217
OG0000183	CAEEL16310, CAEEL16311, CAEEL16312	MOUSE20350, MOUSE08188, MOUSE42801, MOUSE08189, MOUSE08186, MOUSE08187, MOUSE08190, MOUSE20337, MOUSE20343, MOUSE20344, MOUSE20338, MOUSE20339, MOUSE20341, MOUSE20340, MOUSE24700, MOUSE24701
OG0000183	CAEEL18435	MOUSE51267, MOUSE51268, MOUSE51266, MOUSE17403, MOUSE51137, MOUSE51138, MOUSE51136, MOUSE51139
OG0000184	CAEEL11515, CAEEL12978, CAEEL08834, CAEEL11519, CAEEL16164	MOUSE24064, MOUSE24056, MOUSE24057, MOUSE24065, MOUSE24062, MOUSE24061, MOUSE24063, MOUSE24060, MOUSE24059, MOUSE24067, MOUSE24068, MOUSE24181, MOUSE24180, MOUSE24179, MOUSE24178, MOUSE30888
OG0000185	CAEEL14200	MOUSE48986, MOUSE48987, MOUSE12446, MOUSE09959
OG0000186	CAEEL18013	MOUSE08549
OG0000188	CAEEL20699	MOUSE12814, MOUSE21053, MOUSE21052, MOUSE48307
OG0000193	CAEEL11204, CAEEL11203, CAEEL08224, CAEEL02079	MOUSE38224, MOUSE38223, MOUSE37517, MOUSE10603, MOUSE43494, MOUSE51242, MOUSE51243, MOUSE17401, MOUSE17402
OG0000194	CAEEL11235, CAEEL19589, CAEEL17687, CAEEL19382	MOUSE29883, MOUSE29879, MOUSE29880, MOUSE29881, MOUSE29882, MOUSE29432, MOUSE29433, MOUSE29431, MOUSE34698, MOUSE34700, MOUSE34701, MOUSE34699, MOUSE34696, MOUSE34697, MOUSE34695
OG0000197	CAEEL04387	MOUSE30186, MOUSE51336
OG0000197	CAEEL01207, CAEEL01205, CAEEL16235, CAEEL16239, CAEEL13188	MOUSE34129, MOUSE00710, MOUSE00709, MOUSE29305, MOUSE29309, MOUSE29308, MOUSE29310, MOUSE29311, MOUSE29313, MOUSE29307, MOUSE29312
OG0000198	CAEEL03057, CAEEL05629, CAEEL09718	MOUSE37485, MOUSE37483, MOUSE37486, MOUSE37484, MOUSE34504, MOUSE34500, MOUSE34499, MOUSE34498, MOUSE34502, MOUSE34501, MOUSE34496, MOUSE34497, MOUSE15130, MOUSE15131
OG0000200	CAEEL12936, CAEEL14770, CAEEL14767, CAEEL14769, CAEEL14768, CAEEL14529, CAEEL12940, CAEEL13152	MOUSE30022, MOUSE30021
OG0000201	CAEEL07587	MOUSE02711, MOUSE02710, MOUSE02712, MOUSE02709, MOUSE04353, MOUSE04354, MOUSE26660
OG0000202	CAEEL20283	MOUSE07511, MOUSE48067, MOUSE48245, MOUSE47837, MOUSE47835, MOUSE47833, MOUSE47834, MOUSE12756, MOUSE12757, MOUSE12758, MOUSE12754, MOUSE46869, MOUSE46868, MOUSE46870, MOUSE27899, MOUSE27900, MOUSE27898, MOUSE03258, MOUSE46792, MOUSE46791, MOUSE30371, MOUSE30372, MOUSE30373, MOUSE30374
OG0000203	CAEEL09812	MOUSE15592, MOUSE34963, MOUSE04014, MOUSE35047
OG0000205	CAEEL13029	MOUSE07349, MOUSE24811, MOUSE24810
OG0000205	CAEEL07272, CAEEL07274, CAEEL07273	MOUSE05844, MOUSE05843, MOUSE05842, MOUSE35468, MOUSE35467, MOUSE26285, MOUSE26286, MOUSE26284
OG0000207	CAEEL05874, CAEEL00203	MOUSE19031, MOUSE28832, MOUSE28833, MOUSE32259, MOUSE32258, MOUSE33675, MOUSE33676, MOUSE33674, MOUSE15842, MOUSE15840, MOUSE15841, MOUSE24286, MOUSE24289
OG0000209	CAEEL07432	MOUSE46040, MOUSE46041, MOUSE46039
OG0000210	CAEEL19469	MOUSE15655, MOUSE15654
OG0000211	CAEEL15290	MOUSE28046
OG0000211	CAEEL01111, CAEEL01112	MOUSE10073, MOUSE10072
OG0000211	CAEEL02311	MOUSE01466, MOUSE44832, MOUSE44578
OG0000215	CAEEL10179, CAEEL11490, CAEEL11487, CAEEL11489, CAEEL10284, CAEEL15289	MOUSE19203, MOUSE27957
OG0000218	CAEEL07824, CAEEL20213	MOUSE10867, MOUSE45082
OG0000218	CAEEL19795	MOUSE22179
OG0000220	CAEEL07565, CAEEL08758	MOUSE29601, MOUSE29602, MOUSE40568, MOUSE40569, MOUSE40573, MOUSE40572, MOUSE40571, MOUSE40570, MOUSE11165, MOUSE11164, MOUSE36880
OG0000221	CAEEL10747	MOUSE22515, MOUSE22518, MOUSE22513, MOUSE22517, MOUSE22516, MOUSE22514, MOUSE53204, MOUSE53205, MOUSE53203, MOUSE05742, MOUSE05741
OG0000221	CAEEL06648	MOUSE22156, MOUSE18361
OG0000223	CAEEL01621, CAEEL00892	MOUSE20967
OG0000225	CAEEL00458, CAEEL19815, CAEEL15154, CAEEL15740, CAEEL15741, CAEEL19370, CAEEL18881	MOUSE06880, MOUSE06881, MOUSE06882, MOUSE06888, MOUSE23452, MOUSE23453, MOUSE23451, MOUSE52882, MOUSE52881, MOUSE52880, MOUSE35428, MOUSE35429, MOUSE35426, MOUSE35427, MOUSE02372, MOUSE02371, MOUSE32095, MOUSE37168, MOUSE37169, MOUSE37170, MOUSE19594, MOUSE19593, MOUSE19595
OG0000226	CAEEL12318	MOUSE18638
OG0000227	CAEEL19645	MOUSE48942, MOUSE01608, MOUSE22121, MOUSE22120, MOUSE01605, MOUSE01607, MOUSE01606, MOUSE51778, MOUSE15731, MOUSE48941, MOUSE48940, MOUSE48939, MOUSE09066, MOUSE28250
OG0000229	CAEEL06197, CAEEL17603, CAEEL13012, CAEEL06557, CAEEL18948, CAEEL14398, CAEEL00944, CAEEL00539, CAEEL02569, CAEEL04344, CAEEL20487, CAEEL15045, CAEEL08855, CAEEL08478	MOUSE06543, MOUSE55219
OG0000230	CAEEL14845, CAEEL19792	MOUSE06858, MOUSE06860, MOUSE06859
OG0000231	CAEEL08481	MOUSE54203, MOUSE21875, MOUSE21876, MOUSE36429, MOUSE45631, MOUSE45630
OG0000231	CAEEL01724	MOUSE49173, MOUSE32117
OG0000231	CAEEL09666, CAEEL09673	MOUSE21874
OG0000232	CAEEL18532, CAEEL19887	MOUSE19430, MOUSE19625, MOUSE19431, MOUSE19432, MOUSE19623, MOUSE19434, MOUSE19435, MOUSE32260, MOUSE36564, MOUSE36563, MOUSE19424
OG0000234	CAEEL02295	MOUSE19093, MOUSE19092, MOUSE19095, MOUSE19096, MOUSE19094, MOUSE51563, MOUSE51565, MOUSE51566, MOUSE51567, MOUSE30639, MOUSE30638, MOUSE30635, MOUSE30636, MOUSE30637
OG0000234	CAEEL03013, CAEEL03014	MOUSE24948, MOUSE24946, MOUSE24950, MOUSE24944, MOUSE24952, MOUSE24951, MOUSE24954, MOUSE24945, MOUSE24953, MOUSE24947, MOUSE24949, MOUSE24959, MOUSE24956, MOUSE26980, MOUSE26977, MOUSE26979, MOUSE26978
OG0000235	CAEEL10795, CAEEL07012	MOUSE51674, MOUSE51673, MOUSE51675, MOUSE36295, MOUSE36296, MOUSE38889, MOUSE23374
OG0000236	CAEEL19835	MOUSE31733
OG0000238	CAEEL15430, CAEEL15432, CAEEL15171, CAEEL15387	MOUSE46195, MOUSE46196
OG0000239	CAEEL14926	MOUSE07433
OG0000239	CAEEL00570	MOUSE05662, MOUSE05661, MOUSE39765, MOUSE39768, MOUSE39766
OG0000242	CAEEL05291	MOUSE21781
OG0000242	CAEEL05302	MOUSE41838, MOUSE41839, MOUSE02203, MOUSE02202, MOUSE26960, MOUSE26962, MOUSE26961, MOUSE42234
OG0000242	CAEEL01149, CAEEL01953, CAEEL01038, CAEEL11304, CAEEL00585, CAEEL01041, CAEEL01477	MOUSE21780, MOUSE21779, MOUSE35398
OG0000243	CAEEL13597, CAEEL13598	MOUSE09637, MOUSE09639
OG0000244	CAEEL11789, CAEEL12688	MOUSE17322, MOUSE14484, MOUSE14482, MOUSE17321, MOUSE14483, MOUSE40945, MOUSE12365, MOUSE12363, MOUSE12364, MOUSE49833, MOUSE52466, MOUSE52468, MOUSE52465, MOUSE28443, MOUSE49097, MOUSE49096, MOUSE28439, MOUSE28440, MOUSE28444, MOUSE28445, MOUSE28442, MOUSE28446, MOUSE28447, MOUSE28438, MOUSE28448, MOUSE28449, MOUSE32118
OG0000249	CAEEL02928	MOUSE27685, MOUSE27686, MOUSE27684, MOUSE27687, MOUSE27689, MOUSE27688, MOUSE18417, MOUSE19472, MOUSE19470, MOUSE19471, MOUSE19469, MOUSE19467, MOUSE19468
OG0000250	CAEEL07261	MOUSE06159, MOUSE06158, MOUSE06161, MOUSE06160
OG0000250	CAEEL04698	MOUSE47989, MOUSE47988
OG0000250	CAEEL06732	MOUSE41925, MOUSE41926, MOUSE41921, MOUSE41920, MOUSE41923, MOUSE41922
OG0000251	CAEEL03882, CAEEL05921, CAEEL16332, CAEEL04207	MOUSE55223, MOUSE55224, MOUSE35036, MOUSE35038, MOUSE35037, MOUSE35034, MOUSE35035, MOUSE29909
OG0000255	CAEEL05168	MOUSE55667
OG0000255	CAEEL05715	MOUSE27280, MOUSE27279
OG0000256	CAEEL11937, CAEEL19468	MOUSE25569, MOUSE48599
OG0000257	CAEEL01910, CAEEL15386	MOUSE33024, MOUSE33022, MOUSE33026, MOUSE33023, MOUSE33025, MOUSE51708
OG0000258	CAEEL19537	MOUSE42102, MOUSE42101, MOUSE05944, MOUSE46166, MOUSE46165, MOUSE42103
OG0000258	CAEEL09342	MOUSE11272, MOUSE11273, MOUSE11274, MOUSE11276, MOUSE11275, MOUSE11271, MOUSE24985, MOUSE24984
OG0000258	CAEEL15770	MOUSE07336, MOUSE18772
OG0000260	CAEEL11482	MOUSE46803, MOUSE07000, MOUSE06999, MOUSE52627, MOUSE52624, MOUSE52625, MOUSE12750, MOUSE46802, MOUSE03191, MOUSE46801, MOUSE03189, MOUSE03190, MOUSE03188, MOUSE52628
OG0000265	CAEEL20581	MOUSE50385, MOUSE50384, MOUSE50383, MOUSE50386, MOUSE50379, MOUSE50380, MOUSE50381, MOUSE25766, MOUSE25769, MOUSE25767, MOUSE25771, MOUSE25773, MOUSE25770, MOUSE25768, MOUSE24034, MOUSE24037, MOUSE25772, MOUSE50387
OG0000265	CAEEL10364	MOUSE15187, MOUSE15189, MOUSE15188
OG0000266	CAEEL02705, CAEEL19379, CAEEL09158	MOUSE14998, MOUSE14999, MOUSE15000
OG0000268	CAEEL08164	MOUSE26202, MOUSE26203, MOUSE19072
OG0000272	CAEEL11804, CAEEL19905	MOUSE06800, MOUSE06802, MOUSE06801, MOUSE34249, MOUSE13424, MOUSE28648
OG0000273	CAEEL18644	MOUSE48516
OG0000273	CAEEL20077	MOUSE35701, MOUSE35704, MOUSE35700, MOUSE35702, MOUSE35699, MOUSE35703
OG0000275	CAEEL14783	MOUSE28112, MOUSE28111, MOUSE07115
OG0000275	CAEEL11381, CAEEL10050	MOUSE21166, MOUSE21164, MOUSE21165, MOUSE32485, MOUSE32486, MOUSE32492, MOUSE32482, MOUSE32484, MOUSE32489, MOUSE32488, MOUSE32490, MOUSE32483, MOUSE32487, MOUSE32493, MOUSE32481, MOUSE32494, MOUSE32491, MOUSE32495, MOUSE25205, MOUSE25202, MOUSE25203, MOUSE25204, MOUSE25201
OG0000277	CAEEL07730, CAEEL07729	MOUSE46595, MOUSE46588, MOUSE46593, MOUSE46589, MOUSE46591, MOUSE20616, MOUSE37493, MOUSE37488, MOUSE37489
OG0000277	CAEEL11066	MOUSE11509, MOUSE11511, MOUSE11512, MOUSE11510, MOUSE11513, MOUSE31700, MOUSE31698, MOUSE31701, MOUSE31702, MOUSE31699, MOUSE31697, MOUSE31696, MOUSE09541
OG0000278	CAEEL07740	MOUSE37958
OG0000278	CAEEL09180	MOUSE48469, MOUSE32002, MOUSE19188
OG0000278	CAEEL07099	MOUSE03084
OG0000278	CAEEL02024	MOUSE12425
OG0000282	CAEEL11864	MOUSE25102, MOUSE25103, MOUSE25101, MOUSE05300, MOUSE05299, MOUSE25104, MOUSE25105, MOUSE40389, MOUSE40390, MOUSE40391, MOUSE40388, MOUSE40387, MOUSE21276, MOUSE37148, MOUSE37147, MOUSE20932, MOUSE20929, MOUSE20933, MOUSE20930, MOUSE20931
OG0000284	CAEEL18846	MOUSE31918, MOUSE17694, MOUSE17693, MOUSE50359, MOUSE50358, MOUSE50357, MOUSE50360, MOUSE50361
OG0000287	CAEEL19227, CAEEL19907, CAEEL20741, CAEEL18156	MOUSE25965, MOUSE29763, MOUSE23907, MOUSE23906
OG0000295	CAEEL04248, CAEEL10950	MOUSE39491, MOUSE39492, MOUSE39490, MOUSE39489, MOUSE39488, MOUSE30005
OG0000296	CAEEL14675	MOUSE07567, MOUSE07566
OG0000297	CAEEL01293, CAEEL01292, CAEEL02458, CAEEL02457, CAEEL05755, CAEEL02487, CAEEL02488	MOUSE09212
OG0000301	CAEEL11399	MOUSE11549, MOUSE09483, MOUSE09484, MOUSE09490, MOUSE09485, MOUSE09486, MOUSE09487, MOUSE09488, MOUSE09489, MOUSE31680, MOUSE31678, MOUSE31676, MOUSE31679, MOUSE31681, MOUSE31682, MOUSE31675
OG0000301	CAEEL18767	MOUSE39233, MOUSE39234
OG0000302	CAEEL08099	MOUSE22090, MOUSE22089, MOUSE22091
OG0000305	CAEEL19499	MOUSE02286, MOUSE02288, MOUSE02287
OG0000305	CAEEL15162, CAEEL10872, CAEEL15163	MOUSE35196, MOUSE35195, MOUSE35197, MOUSE35194, MOUSE13890, MOUSE22497, MOUSE22496, MOUSE14678
OG0000306	CAEEL11447, CAEEL11444, CAEEL11445	MOUSE19585, MOUSE19586, MOUSE31468, MOUSE31467
OG0000306	CAEEL11448	MOUSE31462, MOUSE31461
OG0000306	CAEEL11446	MOUSE19584
OG0000308	CAEEL00748	MOUSE35252, MOUSE35253, MOUSE26283, MOUSE43439, MOUSE43438, MOUSE49040, MOUSE34117, MOUSE10045, MOUSE10046
OG0000312	CAEEL16684	MOUSE53493
OG0000312	CAEEL08464	MOUSE29611, MOUSE29612, MOUSE29610, MOUSE29795, MOUSE29796
OG0000315	CAEEL07409	MOUSE38163, MOUSE35599
OG0000315	CAEEL07609	MOUSE22601, MOUSE22603, MOUSE22602, MOUSE40631, MOUSE40632, MOUSE22950, MOUSE14212, MOUSE35597, MOUSE35598, MOUSE35595, MOUSE35594, MOUSE35600
OG0000315	CAEEL14839	MOUSE35596
OG0000315	CAEEL07292	MOUSE07004, MOUSE07005, MOUSE45241, MOUSE34619
OG0000316	CAEEL01799	MOUSE19532, MOUSE19533, MOUSE17505, MOUSE17506, MOUSE17507, MOUSE17503, MOUSE17508, MOUSE17501, MOUSE17502, MOUSE17504
OG0000319	CAEEL10346	MOUSE21480
OG0000321	CAEEL19255	MOUSE13117, MOUSE52229, MOUSE54119, MOUSE54122, MOUSE54120, MOUSE54121, MOUSE13116, MOUSE52234, MOUSE52233, MOUSE52230, MOUSE52231, MOUSE52232
OG0000322	CAEEL18855, CAEEL09291, CAEEL09109	MOUSE37956, MOUSE37955, MOUSE37954
OG0000323	CAEEL08030	MOUSE50372, MOUSE49692, MOUSE29628, MOUSE29626, MOUSE29627, MOUSE30410, MOUSE30411, MOUSE30408, MOUSE30409, MOUSE30412, MOUSE08592, MOUSE08593, MOUSE01184, MOUSE01183
OG0000325	CAEEL01448, CAEEL10554	MOUSE32242, MOUSE32243
OG0000327	CAEEL18527	MOUSE31111, MOUSE31110, MOUSE31114, MOUSE31112, MOUSE31109, MOUSE31107, MOUSE31115, MOUSE23563, MOUSE23562, MOUSE23566, MOUSE23567, MOUSE23568, MOUSE23564, MOUSE23565, MOUSE31104, MOUSE31103
OG0000327	CAEEL06891	MOUSE31113
OG0000328	CAEEL20663	MOUSE49209
OG0000329	CAEEL05342	MOUSE02538, MOUSE22417, MOUSE22415, MOUSE22416, MOUSE02938, MOUSE02936, MOUSE02937, MOUSE05357
OG0000332	CAEEL10794	MOUSE36699, MOUSE00809
OG0000333	CAEEL20574	MOUSE25479
OG0000338	CAEEL02726	MOUSE04991, MOUSE04988, MOUSE04987, MOUSE04990, MOUSE04992, MOUSE04989, MOUSE15354, MOUSE46432, MOUSE46431, MOUSE46433, MOUSE23117, MOUSE23120, MOUSE23116, MOUSE23114, MOUSE23113, MOUSE23111, MOUSE23115
OG0000343	CAEEL00542	MOUSE52159, MOUSE52158, MOUSE52157, MOUSE52156, MOUSE52160, MOUSE45023, MOUSE45020, MOUSE45019, MOUSE45017, MOUSE45022, MOUSE45018, MOUSE45025, MOUSE45024, MOUSE45021
OG0000345	CAEEL09288	MOUSE03544, MOUSE03543, MOUSE03545, MOUSE03542, MOUSE03547, MOUSE03549, MOUSE03548, MOUSE03546, MOUSE03540, MOUSE03541, MOUSE48175, MOUSE48171, MOUSE21343
OG0000346	CAEEL04767	MOUSE50407, MOUSE50408, MOUSE33363, MOUSE33364, MOUSE33362, MOUSE33361, MOUSE33359, MOUSE33360, MOUSE20795, MOUSE20792, MOUSE20791, MOUSE20793
OG0000350	CAEEL13904	MOUSE28919, MOUSE09183, MOUSE09184, MOUSE52010, MOUSE33857, MOUSE33858, MOUSE33844
OG0000352	CAEEL05587	MOUSE20799, MOUSE20798, MOUSE20800, MOUSE18465, MOUSE18464, MOUSE48828, MOUSE48827
OG0000353	CAEEL10431	MOUSE00978, MOUSE00979
OG0000353	CAEEL10430	MOUSE47795, MOUSE47786, MOUSE47788, MOUSE47789, MOUSE47787, MOUSE47792, MOUSE47785, MOUSE47793, MOUSE47791, MOUSE47784
OG0000356	CAEEL10812	MOUSE05368, MOUSE17318, MOUSE17317
OG0000357	CAEEL07861	MOUSE20055, MOUSE20054, MOUSE20050, MOUSE37778, MOUSE37783, MOUSE37784, MOUSE37779, MOUSE37781, MOUSE37782, MOUSE37777, MOUSE37776, MOUSE20051, MOUSE46513, MOUSE46514, MOUSE46515, MOUSE46511
OG0000357	CAEEL10151, CAEEL05953	MOUSE39437, MOUSE55151, MOUSE09345, MOUSE17463, MOUSE55149, MOUSE55148, MOUSE55147, MOUSE55152, MOUSE55150, MOUSE55146
OG0000358	CAEEL13826	MOUSE02067, MOUSE02068, MOUSE02069, MOUSE02117
OG0000358	CAEEL19072	MOUSE42054, MOUSE42056, MOUSE42055, MOUSE42053, MOUSE13132, MOUSE13131
OG0000359	CAEEL02740, CAEEL18786, CAEEL18785	MOUSE49669, MOUSE49668, MOUSE46110
OG0000363	CAEEL04898, CAEEL01034, CAEEL00066	MOUSE17584, MOUSE17582, MOUSE17583, MOUSE37872, MOUSE17587
OG0000364	CAEEL18153, CAEEL18154	MOUSE00293, MOUSE00294, MOUSE00296, MOUSE00295
OG0000365	CAEEL03052	MOUSE51118, MOUSE51117, MOUSE24387, MOUSE24386, MOUSE15939
OG0000367	CAEEL13915, CAEEL16273, CAEEL20317	MOUSE40630
OG0000367	CAEEL11241	MOUSE24961, MOUSE24960, MOUSE40629, MOUSE53593, MOUSE29122, MOUSE18961, MOUSE12636, MOUSE12635, MOUSE12634
OG0000371	CAEEL18802	MOUSE05840, MOUSE05841
OG0000372	CAEEL09938	MOUSE34480, MOUSE34479, MOUSE34478
OG0000372	CAEEL06634	MOUSE03497, MOUSE03494, MOUSE03493, MOUSE03495, MOUSE03496
OG0000372	CAEEL11042	MOUSE28281, MOUSE06545, MOUSE06546
OG0000373	CAEEL08053	MOUSE20030
OG0000373	CAEEL15439	MOUSE35785
OG0000374	CAEEL04637	MOUSE14767, MOUSE26220
OG0000375	CAEEL04597	MOUSE36106, MOUSE36105, MOUSE36104
OG0000378	CAEEL01589	MOUSE33886, MOUSE32153, MOUSE21992, MOUSE54764
OG0000378	CAEEL18606	MOUSE50906, MOUSE50905, MOUSE24152, MOUSE24147, MOUSE24153, MOUSE24148, MOUSE24157, MOUSE24150, MOUSE24156, MOUSE24151, MOUSE24149, MOUSE43067, MOUSE43064, MOUSE43066, MOUSE43061, MOUSE43068, MOUSE43062, MOUSE43065, MOUSE43063, MOUSE24154, MOUSE43069
OG0000379	CAEEL18625	MOUSE33957
OG0000382	CAEEL10275	MOUSE06877, MOUSE06876, MOUSE52801
OG0000385	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992	MOUSE26354, MOUSE26353, MOUSE35288, MOUSE35289, MOUSE35284, MOUSE35286, MOUSE08532
OG0000389	CAEEL17145, CAEEL18283, CAEEL17728, CAEEL17729	MOUSE45223
OG0000389	CAEEL08944, CAEEL11888	MOUSE03530, MOUSE03531, MOUSE00739, MOUSE00738, MOUSE00737
OG0000391	CAEEL07480, CAEEL01186	MOUSE46712, MOUSE46713, MOUSE46711, MOUSE46710, MOUSE46709, MOUSE05361, MOUSE02543, MOUSE02540, MOUSE02541, MOUSE02909, MOUSE02908, MOUSE02907, MOUSE02906, MOUSE22423, MOUSE22420, MOUSE22422, MOUSE22421, MOUSE22418, MOUSE22419, MOUSE46714
OG0000392	CAEEL03273	MOUSE48622, MOUSE48620, MOUSE48623, MOUSE10378, MOUSE10373, MOUSE10376, MOUSE10377, MOUSE10375, MOUSE10374, MOUSE48618, MOUSE48619, MOUSE33244, MOUSE33239, MOUSE33238, MOUSE33243, MOUSE33241
OG0000393	CAEEL14690	MOUSE37529, MOUSE37530, MOUSE37528, MOUSE41790
OG0000393	CAEEL11594	MOUSE12782
OG0000393	CAEEL00138	MOUSE06185
OG0000396	CAEEL02940, CAEEL01085	MOUSE25504
OG0000399	CAEEL18399	MOUSE07411, MOUSE07410, MOUSE07412, MOUSE07413, MOUSE07409
OG0000399	CAEEL01136	MOUSE30468, MOUSE06544
OG0000399	CAEEL00515	MOUSE30469, MOUSE51796, MOUSE48644
OG0000401	CAEEL07254	MOUSE05326, MOUSE05325, MOUSE25077, MOUSE25075, MOUSE25076
OG0000402	CAEEL20859	MOUSE48026, MOUSE20939
OG0000402	CAEEL09914, CAEEL09915	MOUSE29094, MOUSE12311
OG0000403	CAEEL13991	MOUSE50086, MOUSE50085, MOUSE50089, MOUSE50088, MOUSE50087, MOUSE50083
OG0000404	CAEEL04503	MOUSE33081, MOUSE33455
OG0000405	CAEEL01740	MOUSE30202, MOUSE30201, MOUSE30203, MOUSE30204, MOUSE44618, MOUSE44617, MOUSE44620, MOUSE44616, MOUSE44621, MOUSE10163, MOUSE10157, MOUSE10159, MOUSE10167, MOUSE10169, MOUSE10166, MOUSE10165, MOUSE10144, MOUSE10148, MOUSE10161, MOUSE10149, MOUSE10145, MOUSE10152, MOUSE10153, MOUSE10155, MOUSE10156, MOUSE10168, MOUSE10162, MOUSE10164, MOUSE10151, MOUSE10158, MOUSE10150, MOUSE10160, MOUSE44619, MOUSE10154
OG0000411	CAEEL02373	MOUSE34395, MOUSE34396, MOUSE52176, MOUSE52182, MOUSE52175, MOUSE52179, MOUSE52178, MOUSE52177, MOUSE52183, MOUSE34399, MOUSE52181, MOUSE30078, MOUSE30077, MOUSE30076, MOUSE20866, MOUSE20865, MOUSE20867, MOUSE20864, MOUSE19258, MOUSE36329, MOUSE36328, MOUSE36327
OG0000412	CAEEL11655	MOUSE33377, MOUSE33375
OG0000412	CAEEL09909	MOUSE11433, MOUSE11432
OG0000412	CAEEL20650	MOUSE25648, MOUSE25646
OG0000413	CAEEL15525	MOUSE55055, MOUSE27417, MOUSE28007, MOUSE43292
