Orthogroup	CAEEL	CAPO3
OG0004881	CAEEL06389	CAPO301856
OG0004882	CAEEL20468	CAPO307657
OG0004884	CAEEL16735	CAPO306875
OG0004887	CAEEL07579	CAPO303252
OG0004889	CAEEL04283	CAPO302860
OG0004893	CAEEL00322	CAPO305797
OG0004896	CAEEL17820	CAPO301146, CAPO308332
OG0004897	CAEEL08009	CAPO300624
OG0004898	CAEEL09548	CAPO300846
OG0004899	CAEEL09181	CAPO304701
OG0004900	CAEEL07133	CAPO300509
OG0004901	CAEEL20837	CAPO301170
OG0004902	CAEEL15345	CAPO305853
OG0004903	CAEEL00424	CAPO304775
OG0004904	CAEEL09286	CAPO304100
OG0004906	CAEEL14478	CAPO303480
OG0004907	CAEEL03774, CAEEL04312	CAPO307254
OG0004911	CAEEL08171	CAPO305750
OG0004913	CAEEL04759, CAEEL19345	CAPO306717
OG0004917	CAEEL02599	CAPO303374
OG0004919	CAEEL05201	CAPO308082
OG0004920	CAEEL20503	CAPO302580
OG0004922	CAEEL03541	CAPO306550
OG0004923	CAEEL07594	CAPO307943
OG0004924	CAEEL19399, CAEEL02108	CAPO304606
OG0004927	CAEEL14292	CAPO304855
OG0004928	CAEEL00896	CAPO304691
OG0004929	CAEEL01165	CAPO304111
OG0004932	CAEEL13052	CAPO306081, CAPO305804
OG0004934	CAEEL18162	CAPO305066
OG0004935	CAEEL05576, CAEEL06452, CAEEL08089	CAPO302835
OG0004940	CAEEL02013	CAPO305630
OG0004944	CAEEL11095	CAPO302056
OG0004946	CAEEL04126	CAPO305515
OG0004947	CAEEL00845	CAPO307579
OG0004952	CAEEL16397	CAPO301776
OG0004954	CAEEL15813	CAPO303229
OG0004960	CAEEL10532	CAPO300258
OG0004961	CAEEL08261	CAPO305777
OG0004962	CAEEL12650	CAPO301438
OG0004963	CAEEL02957	CAPO303805
OG0004964	CAEEL08584	CAPO302916
OG0004968	CAEEL01209	CAPO307145
OG0004969	CAEEL00449	CAPO303678
OG0004970	CAEEL00883	CAPO303748
OG0004971	CAEEL00518	CAPO302327
OG0004972	CAEEL09033, CAEEL08011	CAPO304289
OG0004973	CAEEL04625	CAPO305642
OG0004976	CAEEL07289	CAPO304478
OG0004978	CAEEL08000	CAPO308306
OG0004979	CAEEL08214	CAPO303118
OG0004980	CAEEL02291	CAPO300807
OG0004981	CAEEL09447	CAPO306326
OG0004982	CAEEL04257	CAPO301351
OG0004983	CAEEL20664	CAPO300176
OG0004985	CAEEL12156	CAPO304816
OG0004987	CAEEL08200	CAPO305473
OG0004988	CAEEL17794, CAEEL18022	CAPO305623
OG0004989	CAEEL05203	CAPO300323
OG0004991	CAEEL09801	CAPO302271
OG0004993	CAEEL15309	CAPO302747, CAPO306074
OG0004997	CAEEL04822	CAPO300456
OG0004999	CAEEL05368	CAPO302635
OG0005002	CAEEL01672	CAPO305114
OG0005003	CAEEL01322, CAEEL00099	CAPO303837
OG0005007	CAEEL00948	CAPO300658
OG0005009	CAEEL18496, CAEEL07665	CAPO303190
OG0005010	CAEEL16152, CAEEL15693	CAPO304378
OG0005014	CAEEL11918	CAPO307825
OG0005015	CAEEL11900	CAPO300946
OG0005021	CAEEL10907, CAEEL20625	CAPO304690
OG0005038	CAEEL10919	CAPO301658
OG0005040	CAEEL00444	CAPO300876
OG0005044	CAEEL18052, CAEEL08925	CAPO307084
OG0005046	CAEEL06278	CAPO304846
OG0005048	CAEEL08395	CAPO300857
OG0005053	CAEEL05072	CAPO302547
OG0005061	CAEEL06935	CAPO306602
OG0005062	CAEEL15834	CAPO302106
OG0005064	CAEEL02804	CAPO300249
OG0005067	CAEEL09402	CAPO302289
OG0005068	CAEEL06007	CAPO306513
OG0005069	CAEEL20392, CAEEL03480, CAEEL07766, CAEEL05483, CAEEL05440	CAPO300204
OG0005075	CAEEL12679, CAEEL12680	CAPO307362
OG0005076	CAEEL00314	CAPO302885
OG0005077	CAEEL03715	CAPO302160
OG0005079	CAEEL04258	CAPO303799
OG0005081	CAEEL00648	CAPO307065
OG0005084	CAEEL10424	CAPO307421, CAPO301121
OG0005086	CAEEL10116	CAPO302959
OG0005089	CAEEL01129	CAPO303888
OG0005090	CAEEL07862	CAPO303909
OG0005091	CAEEL08585	CAPO305179
OG0005092	CAEEL10329	CAPO301418
OG0005093	CAEEL01263	CAPO303716
OG0005094	CAEEL01147	CAPO303630
OG0005095	CAEEL09367	CAPO301660
OG0005096	CAEEL01063	CAPO301964
OG0005097	CAEEL03077	CAPO304365
OG0005100	CAEEL09224	CAPO306219
OG0005104	CAEEL06404	CAPO303053
OG0005106	CAEEL08221	CAPO301403
OG0005107	CAEEL06519	CAPO304194
OG0005108	CAEEL17437	CAPO301196
OG0005109	CAEEL08735	CAPO301209
OG0005111	CAEEL06161	CAPO302727
OG0005114	CAEEL05264	CAPO305096
OG0005119	CAEEL15595	CAPO304215
OG0005120	CAEEL00721	CAPO304593
OG0005121	CAEEL15242	CAPO301715
OG0005124	CAEEL15904	CAPO305507
OG0005127	CAEEL09162	CAPO307277
OG0005130	CAEEL09169	CAPO305368
OG0005139	CAEEL04623	CAPO302205
OG0005140	CAEEL11450, CAEEL01348	CAPO300700, CAPO302173
OG0005142	CAEEL08707	CAPO304715
OG0005143	CAEEL11317	CAPO304926
OG0005144	CAEEL05847	CAPO306416
OG0005146	CAEEL10882	CAPO303659
OG0005147	CAEEL09090	CAPO302069
OG0005149	CAEEL00546	CAPO302171
OG0005151	CAEEL07956	CAPO302626
OG0005154	CAEEL17431, CAEEL17429	CAPO307643
OG0005155	CAEEL00411, CAEEL19156	CAPO304712
OG0005157	CAEEL08876	CAPO301711
OG0005158	CAEEL08905	CAPO300547
OG0005160	CAEEL07790	CAPO300741
OG0005163	CAEEL20798, CAEEL04507, CAEEL20799	CAPO305704
OG0005164	CAEEL05870, CAEEL01827, CAEEL00921	CAPO307846
OG0005167	CAEEL07061	CAPO303298
OG0005168	CAEEL14712	CAPO306745
OG0005169	CAEEL09655	CAPO303886
OG0005172	CAEEL02363	CAPO306565
OG0005175	CAEEL15716	CAPO305645
OG0005178	CAEEL07469	CAPO300199
OG0005179	CAEEL07168	CAPO306190
OG0005180	CAEEL09248	CAPO308188
OG0005181	CAEEL07703	CAPO300793
OG0005183	CAEEL08543	CAPO304256
OG0005184	CAEEL18223	CAPO307619
OG0005187	CAEEL14730	CAPO300108
OG0005188	CAEEL08965	CAPO307366, CAPO308331
OG0005191	CAEEL05362	CAPO301264
OG0005192	CAEEL04804	CAPO302320
OG0005193	CAEEL07091	CAPO300973
OG0005194	CAEEL05882	CAPO306243
OG0005196	CAEEL01072	CAPO306636
OG0005200	CAEEL05998	CAPO307301
OG0005201	CAEEL04588	CAPO300421
OG0005202	CAEEL08971	CAPO300013
OG0005205	CAEEL18834	CAPO302576
OG0005206	CAEEL02109	CAPO301965
OG0005209	CAEEL12392	CAPO300492
OG0005210	CAEEL01507	CAPO301315
OG0005212	CAEEL01431	CAPO300331
OG0005215	CAEEL02018	CAPO308114
OG0005217	CAEEL00519	CAPO303096, CAPO306650
OG0005221	CAEEL13148	CAPO306723
OG0005222	CAEEL00417	CAPO305567
OG0005223	CAEEL08867	CAPO302922
OG0005224	CAEEL11021	CAPO300521
OG0005225	CAEEL02890	CAPO301901
OG0005227	CAEEL05528	CAPO300666
OG0005228	CAEEL02900	CAPO300902
OG0005229	CAEEL09302	CAPO300950
OG0005230	CAEEL17555	CAPO305306
OG0005231	CAEEL04101	CAPO307526
OG0005233	CAEEL03305	CAPO307259
OG0005234	CAEEL03034	CAPO306586, CAPO305435
OG0005237	CAEEL01570	CAPO300405
OG0005238	CAEEL07258	CAPO307942
OG0005239	CAEEL15608	CAPO305851
OG0005240	CAEEL00076	CAPO302162
OG0005243	CAEEL04210	CAPO302946
OG0005244	CAEEL12471	CAPO301413
OG0005245	CAEEL07654	CAPO305774
OG0005247	CAEEL05013	CAPO305218
OG0005249	CAEEL18813, CAEEL11117	CAPO306769
OG0005250	CAEEL00202	CAPO304032
OG0005253	CAEEL07486	CAPO307867
OG0005254	CAEEL04182	CAPO304356
OG0005255	CAEEL18693	CAPO303838, CAPO300416, CAPO307726
OG0005257	CAEEL20337	CAPO302797
OG0005258	CAEEL02600	CAPO301990
OG0005259	CAEEL12389	CAPO303873
OG0005261	CAEEL16553	CAPO305240
OG0005262	CAEEL05690	CAPO301884
OG0005264	CAEEL20384	CAPO300033
OG0005267	CAEEL15615	CAPO300315
OG0005269	CAEEL10603	CAPO303868
OG0005272	CAEEL07617	CAPO300142
OG0005273	CAEEL00093	CAPO302742
OG0005275	CAEEL10805, CAEEL10806	CAPO301557
OG0005277	CAEEL02345	CAPO302973, CAPO308033
OG0005278	CAEEL00673	CAPO306576, CAPO308328
OG0005279	CAEEL02901	CAPO304182
OG0005280	CAEEL08138	CAPO306635
OG0005285	CAEEL03081	CAPO302006
OG0005287	CAEEL01803	CAPO307607
OG0005289	CAEEL11634	CAPO304679
OG0005290	CAEEL08960	CAPO305632
OG0005292	CAEEL09126	CAPO300881
OG0005293	CAEEL01396	CAPO303402
OG0005294	CAEEL06222	CAPO306913
OG0005295	CAEEL14047	CAPO304907
OG0005298	CAEEL01976, CAEEL00675	CAPO307279
OG0005299	CAEEL15482	CAPO304069
OG0005300	CAEEL11534	CAPO304452
OG0005301	CAEEL04628	CAPO307444
OG0005303	CAEEL04461	CAPO304454
OG0005305	CAEEL02568	CAPO302603, CAPO308344, CAPO301003
OG0005309	CAEEL11459	CAPO306631
OG0005312	CAEEL11093	CAPO307454
OG0005314	CAEEL00759	CAPO302074
OG0005315	CAEEL12782	CAPO302427
OG0005316	CAEEL12094	CAPO301704
OG0005318	CAEEL11412	CAPO308249
OG0005319	CAEEL01211	CAPO302638
OG0005323	CAEEL14840	CAPO307349
OG0005324	CAEEL15302	CAPO303901
OG0005325	CAEEL20386	CAPO301092
OG0005342	CAEEL20286, CAEEL09590, CAEEL04531, CAEEL18286, CAEEL20217, CAEEL17502, CAEEL17510, CAEEL17509, CAEEL13167, CAEEL00822, CAEEL14242, CAEEL13136, CAEEL09107, CAEEL12580, CAEEL06965, CAEEL09104, CAEEL08501, CAEEL08502, CAEEL08500, CAEEL08504, CAEEL09589, CAEEL09774, CAEEL09115, CAEEL06788, CAEEL13141, CAEEL13014, CAEEL13013, CAEEL15451, CAEEL11683	CAPO308274
OG0005360	CAEEL01919	CAPO303782
OG0005366	CAEEL12942	CAPO300645
OG0005370	CAEEL00421	CAPO303423
OG0005371	CAEEL03912	CAPO306407
OG0005373	CAEEL09399	CAPO302507
OG0005374	CAEEL02806	CAPO300609
OG0005375	CAEEL19544, CAEEL14120	CAPO305216
OG0005377	CAEEL06685	CAPO307926
OG0005378	CAEEL20215, CAEEL20216	CAPO301284
OG0005379	CAEEL09264	CAPO303714
OG0005384	CAEEL02931	CAPO300411
OG0005385	CAEEL08714	CAPO305502
OG0005386	CAEEL10538	CAPO307872
OG0005388	CAEEL01742	CAPO301274
OG0005389	CAEEL06878	CAPO300599
OG0005390	CAEEL04490	CAPO301450
OG0005391	CAEEL00272	CAPO302409
OG0005393	CAEEL01376	CAPO302465
OG0005394	CAEEL17986	CAPO306444
OG0005396	CAEEL08913	CAPO301185
OG0005398	CAEEL07255	CAPO301199
OG0005399	CAEEL03245	CAPO306277
OG0005402	CAEEL05349	CAPO307246
OG0005403	CAEEL01879	CAPO303785
OG0005404	CAEEL05358	CAPO306644
OG0005406	CAEEL08083	CAPO301050
OG0005408	CAEEL07280	CAPO306656
OG0005409	CAEEL02913	CAPO304722
OG0005412	CAEEL05749	CAPO300143
OG0005414	CAEEL00252	CAPO301252, CAPO301167
OG0005417	CAEEL00029	CAPO302063
OG0005422	CAEEL16015	CAPO303205
OG0005425	CAEEL08174	CAPO300175
OG0005427	CAEEL07237	CAPO301444
OG0005431	CAEEL09902	CAPO304591
OG0005432	CAEEL04969	CAPO305563
OG0005433	CAEEL02529	CAPO303786
OG0005434	CAEEL07593	CAPO302858
OG0005435	CAEEL07714	CAPO303045
OG0005439	CAEEL14848	CAPO304206
OG0005442	CAEEL02528	CAPO307582
OG0005443	CAEEL06163	CAPO305021
OG0005446	CAEEL01571, CAEEL20779	CAPO300144
OG0005449	CAEEL01542	CAPO300543
OG0005450	CAEEL09047	CAPO302868
OG0005451	CAEEL06444	CAPO300480
OG0005455	CAEEL09268	CAPO301855
OG0005457	CAEEL07347	CAPO307831
OG0005459	CAEEL16135	CAPO304164
OG0005462	CAEEL10748	CAPO306835
OG0005463	CAEEL00308	CAPO303989
OG0005464	CAEEL09892	CAPO307986
OG0005465	CAEEL16426	CAPO300347
OG0005466	CAEEL08021	CAPO300596
OG0005468	CAEEL02934	CAPO306414
OG0005469	CAEEL07069	CAPO301614
OG0005470	CAEEL06305	CAPO300654
OG0005471	CAEEL12162	CAPO300819
OG0005474	CAEEL07485	CAPO304412
OG0005475	CAEEL16459	CAPO300271
OG0005476	CAEEL11680	CAPO305577, CAPO305762
OG0005479	CAEEL07488	CAPO300550
OG0005481	CAEEL02594	CAPO306697, CAPO301416
OG0005482	CAEEL15422	CAPO307925
OG0005484	CAEEL15470	CAPO307524
OG0005486	CAEEL19474, CAEEL05557	CAPO300225
OG0005487	CAEEL12473, CAEEL12474	CAPO300444
OG0005488	CAEEL04375	CAPO301054
OG0005489	CAEEL07679	CAPO305322
OG0005490	CAEEL08623	CAPO300839
OG0005491	CAEEL05923	CAPO305898
OG0005493	CAEEL04269	CAPO304618
OG0005494	CAEEL09928	CAPO308140
OG0005495	CAEEL05689	CAPO305673
OG0005498	CAEEL08908	CAPO303826
OG0005499	CAEEL10000	CAPO306730
OG0005500	CAEEL13757, CAEEL03036	CAPO306535
OG0005504	CAEEL10085	CAPO300995
OG0005505	CAEEL06719	CAPO307588
OG0005506	CAEEL05736	CAPO307275
OG0005508	CAEEL08671	CAPO308142
OG0005517	CAEEL00403	CAPO303557
OG0005518	CAEEL11871	CAPO300928
OG0005525	CAEEL06342	CAPO305745
OG0005527	CAEEL07576	CAPO307337
OG0005529	CAEEL19121	CAPO303996
OG0005533	CAEEL07641	CAPO308156
OG0005534	CAEEL09833	CAPO300248
OG0005535	CAEEL05743	CAPO306427
OG0005537	CAEEL05177	CAPO305006
OG0005539	CAEEL00571	CAPO300487
OG0005545	CAEEL11935	CAPO307853
OG0005550	CAEEL01408	CAPO303338
OG0005553	CAEEL00572	CAPO308016
OG0005554	CAEEL04828	CAPO307360
OG0005556	CAEEL12122	CAPO301726
OG0005558	CAEEL01488	CAPO301773
OG0005559	CAEEL02868	CAPO302392
OG0005560	CAEEL01956	CAPO302459
OG0005561	CAEEL11687	CAPO307649
OG0005562	CAEEL08427	CAPO300157
OG0005563	CAEEL08448	CAPO300985
OG0005566	CAEEL08840	CAPO308091
OG0005569	CAEEL09364	CAPO301394
OG0005570	CAEEL08043	CAPO301459
OG0005572	CAEEL00043	CAPO300415
OG0005574	CAEEL01999	CAPO305418
OG0005575	CAEEL05562	CAPO301354
OG0005578	CAEEL07544	CAPO300834
OG0005580	CAEEL08013	CAPO308283
OG0005581	CAEEL08031	CAPO303973
OG0005582	CAEEL06866	CAPO306123
OG0005584	CAEEL00156	CAPO302871
OG0005586	CAEEL00230, CAEEL10986	CAPO303784
OG0005588	CAEEL07160	CAPO305990
OG0005589	CAEEL08776	CAPO305989
OG0005592	CAEEL12369	CAPO305870
OG0005593	CAEEL09723	CAPO302759
OG0005594	CAEEL07851	CAPO306885
OG0005595	CAEEL11031	CAPO306737
OG0005597	CAEEL01169	CAPO301334
OG0005598	CAEEL08627, CAEEL14483	CAPO300035
OG0005599	CAEEL10759	CAPO302061
OG0005603	CAEEL15468	CAPO303949
OG0005604	CAEEL01765	CAPO303855
OG0005605	CAEEL10783	CAPO300782
OG0005608	CAEEL07825	CAPO303058
OG0005613	CAEEL14670	CAPO301790
OG0005614	CAEEL17617	CAPO306809
OG0005615	CAEEL04368	CAPO302186
OG0005616	CAEEL00929	CAPO302310
OG0005617	CAEEL05647	CAPO300131
OG0005618	CAEEL02988	CAPO307702
OG0005620	CAEEL11400	CAPO306094
OG0005622	CAEEL01750	CAPO307903
OG0005623	CAEEL07150, CAEEL08358	CAPO300779
OG0005624	CAEEL00643	CAPO300652
OG0005625	CAEEL14326	CAPO302221
OG0005626	CAEEL07559	CAPO308220
OG0005629	CAEEL06251	CAPO302575
OG0005631	CAEEL09720	CAPO300791
OG0005632	CAEEL16405	CAPO303472
OG0005633	CAEEL16151	CAPO302097
OG0005636	CAEEL10088	CAPO302060
OG0005637	CAEEL05733	CAPO305600
OG0005639	CAEEL07472	CAPO306397
OG0005641	CAEEL11862	CAPO302343
OG0005644	CAEEL09242	CAPO303605
OG0005645	CAEEL07575	CAPO300279
OG0005649	CAEEL12678	CAPO304011
OG0005652	CAEEL02073	CAPO301437
OG0005655	CAEEL06868	CAPO300096, CAPO304440
OG0005656	CAEEL07991	CAPO306816
OG0005660	CAEEL02202	CAPO305277
OG0005681	CAEEL18801	CAPO302618
OG0005690	CAEEL07345	CAPO303792
OG0005692	CAEEL02905	CAPO306503
OG0005700	CAEEL16180, CAEEL15258, CAEEL19243, CAEEL07130, CAEEL15701, CAEEL11368, CAEEL14259, CAEEL14258, CAEEL16361, CAEEL12676	CAPO302108
OG0005701	CAEEL20630, CAEEL20628	CAPO304311
OG0005702	CAEEL15894, CAEEL18106	CAPO302394
OG0005703	CAEEL09229	CAPO307490
OG0005707	CAEEL01062	CAPO303751
OG0005710	CAEEL05460	CAPO307544
OG0005712	CAEEL10147	CAPO302811
OG0005715	CAEEL06260	CAPO302774
OG0005719	CAEEL05019	CAPO300934
OG0005721	CAEEL02751	CAPO302442
OG0005723	CAEEL12411	CAPO301560
OG0005724	CAEEL06660	CAPO305737
OG0005725	CAEEL16182	CAPO304382
OG0005726	CAEEL02137	CAPO306255
OG0005728	CAEEL00225	CAPO300070
OG0005729	CAEEL01552	CAPO306373
OG0005731	CAEEL09042	CAPO304326
OG0005732	CAEEL07314	CAPO306509
OG0005733	CAEEL11874	CAPO307250
OG0005734	CAEEL05372	CAPO307857
OG0005738	CAEEL19157	CAPO304853
OG0005744	CAEEL10825, CAEEL00882	CAPO302669
OG0005746	CAEEL04218	CAPO304136
OG0005747	CAEEL11656	CAPO300949
OG0005749	CAEEL14477	CAPO300768
OG0005750	CAEEL02930	CAPO304369
OG0005758	CAEEL07383, CAEEL07219	CAPO304832
OG0005759	CAEEL04976	CAPO305998
OG0005764	CAEEL00440	CAPO302285
OG0005766	CAEEL03004	CAPO307164
OG0005769	CAEEL00626	CAPO301036
OG0005771	CAEEL18103	CAPO301571
OG0005774	CAEEL07710	CAPO303542
OG0005775	CAEEL08185	CAPO306153
OG0005776	CAEEL08611, CAEEL02852	CAPO303568, CAPO307316
OG0005777	CAEEL09325	CAPO300042
OG0005779	CAEEL11742	CAPO306436
OG0005781	CAEEL16564	CAPO303884
OG0005782	CAEEL14669	CAPO300230
OG0005783	CAEEL15350	CAPO303474
OG0005784	CAEEL06573	CAPO302307
OG0005787	CAEEL09127, CAEEL07672	CAPO307830
OG0005788	CAEEL10819	CAPO300037
OG0005789	CAEEL03291	CAPO303327
OG0005790	CAEEL02850	CAPO304988
OG0005792	CAEEL16683	CAPO301624
OG0005793	CAEEL01631	CAPO300669
OG0005794	CAEEL07859	CAPO302027
OG0005796	CAEEL03619	CAPO305004
OG0005797	CAEEL01710	CAPO301712
OG0005799	CAEEL16039	CAPO305503
OG0005800	CAEEL07429	CAPO303116
OG0005803	CAEEL05218	CAPO307068
OG0005805	CAEEL07935	CAPO302538
OG0005807	CAEEL00886	CAPO304282
OG0005811	CAEEL09170	CAPO304151
OG0005812	CAEEL15514	CAPO305500
OG0005814	CAEEL05572	CAPO301343
OG0005815	CAEEL08558	CAPO306106
OG0005817	CAEEL09003	CAPO300290
OG0005818	CAEEL06548	CAPO302009
OG0005819	CAEEL05194	CAPO301574
OG0005821	CAEEL06500	CAPO300824
OG0005823	CAEEL11398	CAPO300775
OG0005824	CAEEL01511	CAPO303629
OG0005831	CAEEL07627	CAPO302864
OG0005832	CAEEL01641	CAPO302018
OG0005834	CAEEL18574	CAPO306049, CAPO302406, CAPO305685, CAPO305497
OG0005835	CAEEL06739, CAEEL08580	CAPO306285
OG0005837	CAEEL01073	CAPO300250
OG0005838	CAEEL01222	CAPO302560
OG0005840	CAEEL06791	CAPO305424
OG0005842	CAEEL00044	CAPO304596
OG0005843	CAEEL06200	CAPO307528
OG0005845	CAEEL04187	CAPO307070
OG0005847	CAEEL00400	CAPO305680
OG0005848	CAEEL00240	CAPO307829
OG0005849	CAEEL07640	CAPO303230
OG0005850	CAEEL07059	CAPO307194
OG0005851	CAEEL19454, CAEEL03023	CAPO302674
OG0005853	CAEEL05937	CAPO305397
OG0005857	CAEEL08143	CAPO301639
OG0005858	CAEEL08865	CAPO305203
OG0005859	CAEEL09237	CAPO307160
OG0005860	CAEEL11464	CAPO300029
OG0005863	CAEEL02059	CAPO304301
OG0005864	CAEEL03066	CAPO301932
OG0005865	CAEEL10526	CAPO303346
OG0005866	CAEEL03116	CAPO302021
OG0005869	CAEEL01472	CAPO305217
OG0005870	CAEEL18863	CAPO305120
OG0005874	CAEEL06734	CAPO301503
OG0005875	CAEEL11121	CAPO307256
OG0005876	CAEEL12583	CAPO301107
OG0005877	CAEEL03535	CAPO303218
OG0005878	CAEEL00506	CAPO307565
OG0005879	CAEEL05884	CAPO305924
OG0005880	CAEEL09863	CAPO303914
OG0005884	CAEEL16531	CAPO302326
OG0005886	CAEEL01824	CAPO302755
OG0005888	CAEEL00435	CAPO305237
OG0005889	CAEEL02553	CAPO306476
OG0005890	CAEEL06540	CAPO303293
OG0005892	CAEEL01618	CAPO304793
OG0005893	CAEEL11380	CAPO302656
OG0005897	CAEEL01303	CAPO306226
OG0005898	CAEEL01957	CAPO304352
OG0005899	CAEEL11728	CAPO306295
OG0005901	CAEEL01230	CAPO307343
OG0005903	CAEEL02733	CAPO306042
OG0005904	CAEEL18351	CAPO308290
OG0005909	CAEEL09260	CAPO304980
OG0005914	CAEEL12252	CAPO304812
OG0005918	CAEEL07911	CAPO304132
OG0005919	CAEEL15775	CAPO301677
OG0005921	CAEEL07408	CAPO301707
OG0005922	CAEEL15520	CAPO301561
OG0005923	CAEEL02858	CAPO302607
OG0005924	CAEEL10631	CAPO300900
OG0005929	CAEEL05898	CAPO308208
OG0005931	CAEEL09476	CAPO306162
OG0005932	CAEEL11316	CAPO300797
OG0005933	CAEEL14434	CAPO301858
OG0005936	CAEEL07303	CAPO302424
OG0005937	CAEEL10539	CAPO304550
OG0005938	CAEEL06000, CAEEL09583	CAPO300395
OG0005940	CAEEL04134	CAPO300232
OG0005941	CAEEL08713	CAPO302544
OG0005943	CAEEL02014	CAPO304448
OG0005946	CAEEL11452, CAEEL11968	CAPO302043
OG0005947	CAEEL19240	CAPO308067, CAPO304545
OG0005949	CAEEL12005	CAPO305776
OG0005950	CAEEL02721	CAPO302730
OG0005952	CAEEL08042	CAPO302748
OG0005953	CAEEL01826	CAPO300018
OG0005960	CAEEL18529, CAEEL16584	CAPO306619
OG0005965	CAEEL17925	CAPO304971
OG0005966	CAEEL05490	CAPO303149
OG0005967	CAEEL08429	CAPO304145
OG0005968	CAEEL01646	CAPO307899
OG0005969	CAEEL01577	CAPO304815
OG0005970	CAEEL16383	CAPO300012
OG0005973	CAEEL13364	CAPO301806
OG0005974	CAEEL11184	CAPO300269
OG0005975	CAEEL05822	CAPO301864
OG0005976	CAEEL15581	CAPO304330
OG0005977	CAEEL04186	CAPO302621
OG0005978	CAEEL08320	CAPO302579
OG0005982	CAEEL04709	CAPO302153
OG0005984	CAEEL06514, CAEEL07173	CAPO303854
OG0005985	CAEEL11206	CAPO305361
OG0005986	CAEEL15169	CAPO306131
OG0005987	CAEEL05677	CAPO307262
OG0005989	CAEEL14108	CAPO304449
OG0005991	CAEEL07604	CAPO304070
OG0005993	CAEEL18661, CAEEL01298, CAEEL08795	CAPO301813
OG0005997	CAEEL11505, CAEEL13118	CAPO307298
OG0005998	CAEEL12651	CAPO304281
OG0006000	CAEEL06731	CAPO304784
OG0006003	CAEEL12475	CAPO307004
OG0006005	CAEEL08818	CAPO300498
OG0006008	CAEEL11432	CAPO304325
OG0006009	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257	CAPO302680
OG0006011	CAEEL06588	CAPO305929
OG0006013	CAEEL11082	CAPO306786
OG0006031	CAEEL00264	CAPO307805
OG0006059	CAEEL09710	CAPO306968
OG0006060	CAEEL01415, CAEEL02381, CAEEL01414, CAEEL05082	CAPO302999
OG0006062	CAEEL08027	CAPO305933
OG0006063	CAEEL09563	CAPO300774
OG0006064	CAEEL11646	CAPO304870
OG0006066	CAEEL07776	CAPO300852
OG0006069	CAEEL08597	CAPO305608
OG0006072	CAEEL09063	CAPO303438
OG0006073	CAEEL15279	CAPO303232
OG0006074	CAEEL15694	CAPO305192
OG0006075	CAEEL05481	CAPO300591
OG0006079	CAEEL06022	CAPO300122
OG0006085	CAEEL07121	CAPO306971
OG0006087	CAEEL10339	CAPO307633
OG0006090	CAEEL06249	CAPO303628
OG0006095	CAEEL03714	CAPO308333, CAPO301147
OG0006096	CAEEL08930	CAPO305316
OG0006098	CAEEL17792	CAPO300607
OG0006101	CAEEL04363	CAPO301377
OG0006108	CAEEL07908	CAPO302650
OG0006110	CAEEL15606	CAPO302693
OG0006111	CAEEL06592	CAPO304724
OG0006113	CAEEL00297	CAPO307626
OG0006114	CAEEL02929	CAPO304178
OG0006115	CAEEL02174, CAEEL09766	CAPO306466
OG0006116	CAEEL14600	CAPO304187
OG0006117	CAEEL15839	CAPO302456
OG0006118	CAEEL05175	CAPO306890
OG0006119	CAEEL19837	CAPO305308
OG0006121	CAEEL01535	CAPO308090
OG0006122	CAEEL06423	CAPO302744
OG0006124	CAEEL00683	CAPO304805
OG0006125	CAEEL12098	CAPO306355
OG0006127	CAEEL08699	CAPO301362
OG0006128	CAEEL01734	CAPO301150
OG0006129	CAEEL15436	CAPO300938
OG0006131	CAEEL08997	CAPO303965
OG0006134	CAEEL05080	CAPO307652
OG0006135	CAEEL16406	CAPO307747
OG0006137	CAEEL01021	CAPO303566
OG0006140	CAEEL06530	CAPO301396
OG0006141	CAEEL00813	CAPO302378
OG0006144	CAEEL12775	CAPO307727
OG0006145	CAEEL00765, CAEEL00923	CAPO304370
OG0006147	CAEEL11314	CAPO306222
OG0006148	CAEEL05997	CAPO302407
OG0006152	CAEEL01636	CAPO306493
OG0006153	CAEEL01203, CAEEL07510, CAEEL11307	CAPO305107
OG0006156	CAEEL13825	CAPO304652
OG0006160	CAEEL08936	CAPO304978
OG0006162	CAEEL06160	CAPO300392
OG0006164	CAEEL01158	CAPO307640
OG0006168	CAEEL05152	CAPO306154
OG0006169	CAEEL08537	CAPO305149
OG0006176	CAEEL05930	CAPO304797
OG0006177	CAEEL04212	CAPO306017
OG0006180	CAEEL09925	CAPO308064
OG0006181	CAEEL14722	CAPO308207
OG0006182	CAEEL06387	CAPO300329
OG0006183	CAEEL19366	CAPO306749
OG0006185	CAEEL01692	CAPO301640
OG0006187	CAEEL00902	CAPO303722
OG0006188	CAEEL02058	CAPO307979
OG0006191	CAEEL06280, CAEEL06279	CAPO301907
OG0006192	CAEEL01776	CAPO308099
OG0006195	CAEEL08079	CAPO308346, CAPO305489
OG0006196	CAEEL06224, CAEEL06189	CAPO304854
OG0006198	CAEEL00819	CAPO306368
OG0006199	CAEEL05929	CAPO307861
OG0006200	CAEEL11329	CAPO306047
OG0006202	CAEEL07568	CAPO307311
OG0006209	CAEEL11287	CAPO303208
OG0006210	CAEEL00160	CAPO301051, CAPO305579
