Orthogroup	CAEEL	HUMAN
OG0000244	CAEEL11789, CAEEL12688	HUMAN24979, HUMAN06221, HUMAN20455, HUMAN08182, HUMAN11623, HUMAN21504, HUMAN11095, HUMAN11094, HUMAN18917, HUMAN27992
OG0000249	CAEEL02928	HUMAN09449, HUMAN14381, HUMAN23693, HUMAN01629
OG0000250	CAEEL07261	HUMAN13349, HUMAN13351
OG0000250	CAEEL04698	HUMAN27668
OG0000250	CAEEL06732	HUMAN06114
OG0000251	CAEEL03882, CAEEL05921, CAEEL16332, CAEEL04207	HUMAN29671, HUMAN00112, HUMAN21687
OG0000255	CAEEL05168	HUMAN30604, HUMAN30605
OG0000255	CAEEL05715	HUMAN04286
OG0000256	CAEEL11937, CAEEL19468	HUMAN29239, HUMAN14982
OG0000257	CAEEL01910, CAEEL15386	HUMAN28535, HUMAN09663
OG0000258	CAEEL19537	HUMAN16259, HUMAN13200, HUMAN10725, HUMAN13201, HUMAN08490
OG0000258	CAEEL09342	HUMAN21035, HUMAN02853
OG0000258	CAEEL15770	HUMAN08489, HUMAN16922
OG0000260	CAEEL11482	HUMAN27590, HUMAN26833, HUMAN20959, HUMAN27591, HUMAN03777, HUMAN24200, HUMAN24199
OG0000265	CAEEL20581	HUMAN14652, HUMAN29223, HUMAN29225
OG0000265	CAEEL10364	HUMAN06211
OG0000266	CAEEL02705, CAEEL19379, CAEEL09158	HUMAN10434, HUMAN10433
OG0000268	CAEEL08164	HUMAN17746, HUMAN17747, HUMAN13867
OG0000272	CAEEL11804, CAEEL19905	HUMAN16604, HUMAN00549, HUMAN28096, HUMAN19042
OG0000273	CAEEL18644	HUMAN15012
OG0000273	CAEEL20077	HUMAN16753, HUMAN16752
OG0000275	CAEEL14783	HUMAN18758, HUMAN18757, HUMAN08320
OG0000275	CAEEL11381, CAEEL10050	HUMAN03545, HUMAN28702, HUMAN17534
OG0000277	CAEEL07730, CAEEL07729	HUMAN10958, HUMAN04583, HUMAN07256
OG0000277	CAEEL11066	HUMAN03378, HUMAN22680, HUMAN22682, HUMAN24311
OG0000277	CAEEL00092, CAEEL02855	HUMAN07255
OG0000278	CAEEL07740	HUMAN07375
OG0000278	CAEEL09180	HUMAN15042, HUMAN15043, HUMAN15041
OG0000278	CAEEL07099	HUMAN16991
OG0000278	CAEEL02024	HUMAN08210, HUMAN08208, HUMAN08211
OG0000282	CAEEL11864	HUMAN02951, HUMAN12498, HUMAN17183, HUMAN03610, HUMAN22064, HUMAN03422
OG0000282	CAEEL04645	HUMAN12499
OG0000284	CAEEL18846	HUMAN01172, HUMAN24826, HUMAN14646
OG0000285	CAEEL00191	HUMAN12968
OG0000287	CAEEL19227, CAEEL19907, CAEEL20741, CAEEL18156	HUMAN29109, HUMAN07582, HUMAN02188
OG0000295	CAEEL04248, CAEEL10950	HUMAN27073, HUMAN27078, HUMAN21755
OG0000296	CAEEL14675	HUMAN08613
OG0000301	CAEEL11399	HUMAN03359, HUMAN24284, HUMAN24283, HUMAN22693
OG0000301	CAEEL18767	HUMAN26951
OG0000302	CAEEL08099	HUMAN17995
OG0000305	CAEEL19499	HUMAN06757
OG0000305	CAEEL15162, CAEEL10872, CAEEL15163	HUMAN28372, HUMAN28371, HUMAN18211, HUMAN06375, HUMAN06374
OG0000306	CAEEL11448	HUMAN26268
OG0000306	CAEEL11446	HUMAN26267
OG0000308	CAEEL00748	HUMAN26518, HUMAN17798, HUMAN17796, HUMAN17797, HUMAN15356, HUMAN11053, HUMAN09346, HUMAN09345, HUMAN00635, HUMAN23142
OG0000312	CAEEL16684	HUMAN29892
OG0000312	CAEEL08464	HUMAN22837, HUMAN07566
OG0000315	CAEEL07409	HUMAN26404
OG0000315	CAEEL07609	HUMAN18260, HUMAN21457, HUMAN20231, HUMAN27332, HUMAN27331, HUMAN27330
OG0000315	CAEEL07292	HUMAN26829
OG0000316	CAEEL01799	HUMAN23728, HUMAN14541
OG0000319	CAEEL00889, CAEEL10346	HUMAN13915
OG0000321	CAEEL19255	HUMAN07804, HUMAN21631, HUMAN30401, HUMAN30400, HUMAN07803, HUMAN21629
OG0000322	CAEEL18855, CAEEL09291, CAEEL09109	HUMAN07374
OG0000323	CAEEL08030	HUMAN02811, HUMAN11502, HUMAN22842, HUMAN01778, HUMAN02810, HUMAN19638
OG0000325	CAEEL01448, CAEEL10554	HUMAN28586
OG0000327	CAEEL18527	HUMAN01408, HUMAN02360, HUMAN01407, HUMAN02359, HUMAN01411
OG0000328	CAEEL20663	HUMAN11141
OG0000329	CAEEL05342	HUMAN06602, HUMAN18161, HUMAN26322, HUMAN26323, HUMAN12536, HUMAN06604, HUMAN12535, HUMAN06603
OG0000332	CAEEL10794	HUMAN22505, HUMAN03239
OG0000333	CAEEL20574	HUMAN29371
OG0000338	CAEEL02726	HUMAN13066, HUMAN19731, HUMAN19729, HUMAN13067, HUMAN19730, HUMAN10881, HUMAN18523, HUMAN18521
OG0000341	CAEEL02829	HUMAN27910
OG0000343	CAEEL00542	HUMAN25327, HUMAN05299
OG0000345	CAEEL09288	HUMAN23757, HUMAN23095, HUMAN03649
OG0000346	CAEEL04767	HUMAN14664, HUMAN14665, HUMAN01028, HUMAN28459
OG0000350	CAEEL13904	HUMAN19194, HUMAN19193, HUMAN24478, HUMAN25222, HUMAN00783, HUMAN00776
OG0000351	CAEEL07375	HUMAN06906
OG0000352	CAEEL05587	HUMAN28462, HUMAN14440, HUMAN14836
OG0000353	CAEEL10431	HUMAN03163
OG0000353	CAEEL10430	HUMAN27743
OG0000356	CAEEL10812	HUMAN24976, HUMAN24975
OG0000357	CAEEL07861	HUMAN04990, HUMAN07295, HUMAN10915
OG0000357	CAEEL10151, CAEEL05953	HUMAN27044, HUMAN28888, HUMAN29931, HUMAN29932
OG0000358	CAEEL13826	HUMAN06892, HUMAN06877
OG0000358	CAEEL19072	HUMAN06183, HUMAN06182, HUMAN07810
OG0000359	CAEEL02740, CAEEL18786, CAEEL18785	HUMAN11476, HUMAN11475, HUMAN10684
OG0000363	CAEEL04898, CAEEL01034, CAEEL00066	HUMAN24877, HUMAN07338, HUMAN07337, HUMAN24873
OG0000363	CAEEL12357, CAEEL16480	HUMAN26508
OG0000364	CAEEL18153, CAEEL18154	HUMAN25612
OG0000365	CAEEL03052	HUMAN05540, HUMAN21291, HUMAN01955, HUMAN21290
OG0000367	CAEEL11241	HUMAN02861, HUMAN21458, HUMAN29832, HUMAN29831, HUMAN19257, HUMAN13779, HUMAN27433
OG0000371	CAEEL18802	HUMAN13145, HUMAN13146, HUMAN13143
OG0000372	CAEEL09938	HUMAN00421
OG0000372	CAEEL06634	HUMAN23778
OG0000372	CAEEL11042	HUMAN18835, HUMAN16705
OG0000373	CAEEL08053	HUMAN04999
OG0000373	CAEEL15439	HUMAN16793
OG0000373	CAEEL15442	HUMAN16794
OG0000374	CAEEL04637	HUMAN06431, HUMAN06430, HUMAN17757
OG0000375	CAEEL04597	HUMAN22225
OG0000378	CAEEL01589	HUMAN00762, HUMAN25391, HUMAN17445, HUMAN30089
OG0000378	CAEEL18606	HUMAN05631, HUMAN05632, HUMAN02081, HUMAN15645, HUMAN15642, HUMAN15643, HUMAN15646
OG0000382	CAEEL10275	HUMAN26825, HUMAN26823, HUMAN20891
OG0000385	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992	HUMAN17828, HUMAN26509, HUMAN26510, HUMAN26041
OG0000389	CAEEL08944, CAEEL11888	HUMAN23760, HUMAN03279
OG0000391	CAEEL07480, CAEEL01186	HUMAN03741, HUMAN12541, HUMAN12542, HUMAN06600, HUMAN26310, HUMAN18162
OG0000392	CAEEL03273	HUMAN23483, HUMAN23482, HUMAN14994, HUMAN01116
OG0000393	CAEEL14690	HUMAN07234
OG0000393	CAEEL11594	HUMAN27562
OG0000393	CAEEL00138	HUMAN13374
OG0000396	CAEEL02940, CAEEL01085	HUMAN29386, HUMAN29387, HUMAN29389
OG0000399	CAEEL18399	HUMAN08526
OG0000399	CAEEL01136	HUMAN16706
OG0000399	CAEEL00515	HUMAN01751, HUMAN09596, HUMAN14913
OG0000401	CAEEL07254	HUMAN12512, HUMAN02934
OG0000402	CAEEL20859	HUMAN27407, HUMAN03424
OG0000402	CAEEL09914, CAEEL09915	HUMAN19232, HUMAN08155
OG0000403	CAEEL13991	HUMAN05388, HUMAN05390
OG0000404	CAEEL04503	HUMAN28568, HUMAN00982
OG0000404	CAEEL16075, CAEEL12808	HUMAN28452
OG0000405	CAEEL01740	HUMAN01875, HUMAN10099, HUMAN23576, HUMAN23577, HUMAN15074, HUMAN15075
OG0000411	CAEEL02373	HUMAN00458, HUMAN25340, HUMAN22974, HUMAN03134, HUMAN03135, HUMAN23920, HUMAN22345
OG0000412	CAEEL11655	HUMAN01024
OG0000412	CAEEL09909	HUMAN03115
OG0000412	CAEEL20650	HUMAN29280
OG0000413	CAEEL15525	HUMAN15492, HUMAN09264, HUMAN18689, HUMAN15493
OG0000413	CAEEL18945	HUMAN22024, HUMAN05237, HUMAN30227
OG0000419	CAEEL19090	HUMAN03931, HUMAN03930, HUMAN03929, HUMAN16074, HUMAN02377, HUMAN04658, HUMAN04656, HUMAN04654, HUMAN04657, HUMAN04655, HUMAN04659, HUMAN02414
OG0000424	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478	HUMAN03402, HUMAN03401, HUMAN03400, HUMAN03399, HUMAN03403, HUMAN03410
OG0000425	CAEEL13865, CAEEL13864	HUMAN17060, HUMAN09247, HUMAN15884, HUMAN15882, HUMAN15881, HUMAN17059, HUMAN17058, HUMAN09246, HUMAN15883, HUMAN19570, HUMAN05692
OG0000426	CAEEL19943	HUMAN24154
OG0000426	CAEEL20473	HUMAN20208, HUMAN12979, HUMAN16387, HUMAN12181
OG0000427	CAEEL05100	HUMAN04181, HUMAN00426, HUMAN21885
OG0000429	CAEEL02588, CAEEL02589, CAEEL02587, CAEEL02586, CAEEL08573, CAEEL20624	HUMAN21086, HUMAN21085, HUMAN13379
OG0000430	CAEEL14592, CAEEL00514	HUMAN04699
OG0000431	CAEEL07320	HUMAN05407, HUMAN10656, HUMAN22396, HUMAN22397, HUMAN05405, HUMAN05406, HUMAN21847, HUMAN07891, HUMAN07892, HUMAN07890
OG0000432	CAEEL05840, CAEEL08239	HUMAN05787, HUMAN05786, HUMAN21045
OG0000433	CAEEL18122	HUMAN13341, HUMAN12146, HUMAN13342
OG0000433	CAEEL00915, CAEEL00914	HUMAN25706, HUMAN25705, HUMAN21369
OG0000435	CAEEL07610	HUMAN27349
OG0000436	CAEEL08451, CAEEL08483, CAEEL08086	HUMAN20651, HUMAN17585, HUMAN20650, HUMAN20652
OG0000442	CAEEL10760	HUMAN21746, HUMAN07667
OG0000443	CAEEL07750	HUMAN29014, HUMAN17576, HUMAN17575
OG0000444	CAEEL18555	HUMAN06130, HUMAN06129, HUMAN02376, HUMAN02375, HUMAN02373, HUMAN02374
OG0000444	CAEEL11270, CAEEL13198, CAEEL07333, CAEEL07332, CAEEL07334, CAEEL18670	HUMAN05043, HUMAN05044, HUMAN20398
OG0000446	CAEEL08845	HUMAN27631, HUMAN27630
OG0000447	CAEEL07754, CAEEL07753	HUMAN22936, HUMAN29983, HUMAN05378, HUMAN24000, HUMAN24001, HUMAN24004
OG0000450	CAEEL09221	HUMAN21185, HUMAN25687, HUMAN10924, HUMAN04606, HUMAN04607, HUMAN07391, HUMAN10922, HUMAN26408, HUMAN26409
OG0000454	CAEEL02888, CAEEL02886	HUMAN14911
OG0000454	CAEEL02877, CAEEL02880, CAEEL02881, CAEEL02883, CAEEL02884, CAEEL02885, CAEEL02878, CAEEL02887, CAEEL02879, CAEEL02882	HUMAN14912, HUMAN09584, HUMAN01758, HUMAN01761, HUMAN28671, HUMAN28672, HUMAN09585, HUMAN09586, HUMAN09587
OG0000458	CAEEL19373	HUMAN00588, HUMAN27908, HUMAN27907
OG0000461	CAEEL06628	HUMAN12693
OG0000461	CAEEL08066	HUMAN26401, HUMAN26402, HUMAN07313, HUMAN07312, HUMAN07311, HUMAN07310
OG0000463	CAEEL00961	HUMAN26997, HUMAN04467, HUMAN04468, HUMAN28833, HUMAN09995, HUMAN09996
OG0000465	CAEEL08932	HUMAN00069
OG0000467	CAEEL10426, CAEEL00823	HUMAN29942, HUMAN20849, HUMAN02441, HUMAN02850, HUMAN02852, HUMAN02440, HUMAN20851
OG0000468	CAEEL05744	HUMAN29031, HUMAN08624
OG0000469	CAEEL09645	HUMAN20925, HUMAN02455, HUMAN20460, HUMAN20461, HUMAN02876, HUMAN30502, HUMAN30503
OG0000470	CAEEL01892	HUMAN10148, HUMAN13194
OG0000470	CAEEL15886	HUMAN08602, HUMAN08603, HUMAN02695
OG0000472	CAEEL04041, CAEEL06168	HUMAN11470
OG0000475	CAEEL00594, CAEEL00593	HUMAN21413, HUMAN06680
OG0000476	CAEEL20693, CAEEL00887	HUMAN29055
OG0000476	CAEEL13996, CAEEL04770	HUMAN29052
OG0000476	CAEEL11253, CAEEL00175	HUMAN29053
OG0000478	CAEEL16147, CAEEL11281	HUMAN26855
OG0000479	CAEEL02339	HUMAN00548, HUMAN25778, HUMAN30326
OG0000479	CAEEL09202	HUMAN04562, HUMAN19754, HUMAN19753
OG0000480	CAEEL10994, CAEEL19312, CAEEL11292	HUMAN21970, HUMAN21960, HUMAN21962, HUMAN00364, HUMAN00362, HUMAN00363
OG0000481	CAEEL09089, CAEEL09097	HUMAN10860, HUMAN10858
OG0000481	CAEEL07158	HUMAN29163, HUMAN29162
OG0000481	CAEEL11815	HUMAN23804, HUMAN27663
OG0000482	CAEEL12763	HUMAN04810, HUMAN18681, HUMAN09268, HUMAN18685
OG0000482	CAEEL16609	HUMAN18687
OG0000484	CAEEL04965, CAEEL04966	HUMAN14629, HUMAN01113, HUMAN01114, HUMAN23384, HUMAN23383, HUMAN23382, HUMAN15014
OG0000485	CAEEL19088, CAEEL15576	HUMAN18255, HUMAN20638
OG0000486	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738	HUMAN22789, HUMAN03580
OG0000487	CAEEL16728, CAEEL12342	HUMAN13410
OG0000488	CAEEL05865, CAEEL05866	HUMAN19011
OG0000488	CAEEL04678, CAEEL04681, CAEEL04679	HUMAN19010
OG0000490	CAEEL00687, CAEEL19730	HUMAN01260, HUMAN14885, HUMAN24885, HUMAN24884, HUMAN29378
OG0000491	CAEEL07820	HUMAN00697, HUMAN30458, HUMAN07527, HUMAN23052
OG0000495	CAEEL07186	HUMAN25846
OG0000496	CAEEL01836	HUMAN02986
OG0000497	CAEEL11475, CAEEL02002	HUMAN07212, HUMAN12464
OG0000497	CAEEL19219	HUMAN29410, HUMAN02197
OG0000503	CAEEL18781, CAEEL18780	HUMAN16023, HUMAN04313, HUMAN04314, HUMAN26939, HUMAN26938
OG0000503	CAEEL01216	HUMAN09859, HUMAN09860
OG0000504	CAEEL11210	HUMAN01815, HUMAN23327, HUMAN14139, HUMAN09762
OG0000506	CAEEL18864	HUMAN30006
OG0000508	CAEEL07260	HUMAN12380, HUMAN26281
OG0000510	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413	HUMAN12686, HUMAN27025, HUMAN07364, HUMAN05041
OG0000514	CAEEL07294, CAEEL18391	HUMAN20065, HUMAN10473, HUMAN10472, HUMAN13478, HUMAN13479
OG0000519	CAEEL01270	HUMAN19983, HUMAN19982, HUMAN19989, HUMAN19990, HUMAN19995, HUMAN19992
OG0000519	CAEEL18558, CAEEL05173	HUMAN19985
OG0000520	CAEEL07490	HUMAN07303, HUMAN10919, HUMAN15317, HUMAN05571
OG0000521	CAEEL14050	HUMAN15885, HUMAN08587, HUMAN16883
OG0000523	CAEEL07536, CAEEL13092	HUMAN07168, HUMAN28721
OG0000524	CAEEL17529	HUMAN03324
OG0000525	CAEEL19149	HUMAN02221, HUMAN02222, HUMAN29313
OG0000525	CAEEL19113	HUMAN12020, HUMAN15942, HUMAN10325, HUMAN12019
OG0000527	CAEEL20771	HUMAN02303, HUMAN14497
OG0000528	CAEEL17966	HUMAN08895, HUMAN15806, HUMAN15805, HUMAN04719, HUMAN16886
OG0000529	CAEEL09737, CAEEL12247	HUMAN17231, HUMAN17232
OG0000529	CAEEL14327	HUMAN05856, HUMAN11986, HUMAN00177
OG0000530	CAEEL05713, CAEEL05714	HUMAN14150, HUMAN29041, HUMAN01293
OG0000534	CAEEL06960	HUMAN17739, HUMAN06369, HUMAN12812, HUMAN12811
OG0000535	CAEEL18521	HUMAN29487, HUMAN24304, HUMAN22290
OG0000537	CAEEL20692	HUMAN30216, HUMAN07840, HUMAN18315
OG0000537	CAEEL08509	HUMAN18316, HUMAN30217, HUMAN07839
OG0000538	CAEEL07439	HUMAN17702, HUMAN06667, HUMAN06666, HUMAN03004
OG0000539	CAEEL15234, CAEEL08363, CAEEL07779	HUMAN12531, HUMAN26140, HUMAN26141, HUMAN05513
OG0000542	CAEEL09055	HUMAN22939, HUMAN07559, HUMAN30229
OG0000542	CAEEL15478	HUMAN20659
OG0000545	CAEEL15746	HUMAN09330
OG0000545	CAEEL14386	HUMAN16986, HUMAN04980, HUMAN08518, HUMAN15565
OG0000547	CAEEL12314	HUMAN20438
OG0000548	CAEEL10591, CAEEL10590	HUMAN24231, HUMAN27638, HUMAN27637, HUMAN17353, HUMAN03638, HUMAN02528, HUMAN06895, HUMAN20990, HUMAN30501
OG0000551	CAEEL05226	HUMAN21041
OG0000554	CAEEL09891	HUMAN24025, HUMAN27604
OG0000560	CAEEL00689	HUMAN03172, HUMAN03171
OG0000561	CAEEL15785	HUMAN08905, HUMAN04883, HUMAN23834
OG0000562	CAEEL12354	HUMAN14967, HUMAN14968
OG0000563	CAEEL07864	HUMAN07268, HUMAN13046, HUMAN07267
OG0000564	CAEEL20341, CAEEL13516, CAEEL18277	HUMAN15523
OG0000565	CAEEL03314, CAEEL00611, CAEEL00610, CAEEL01204	HUMAN26571
OG0000566	CAEEL15091	HUMAN13951, HUMAN09508, HUMAN09507, HUMAN12454
OG0000567	CAEEL02967	HUMAN07964, HUMAN01748
OG0000567	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553, CAEEL04491	HUMAN14288, HUMAN14286, HUMAN14287
OG0000572	CAEEL13663	HUMAN16893, HUMAN09020, HUMAN04717
OG0000572	CAEEL04776	HUMAN05894, HUMAN00191, HUMAN00192
OG0000573	CAEEL05940	HUMAN26705, HUMAN21827, HUMAN00083
OG0000573	CAEEL01355	HUMAN09505
OG0000574	CAEEL19269	HUMAN13242, HUMAN12227, HUMAN12222, HUMAN12220
OG0000574	CAEEL18789, CAEEL19638, CAEEL19639	HUMAN12049
OG0000574	CAEEL19209, CAEEL18848	HUMAN14519
OG0000576	CAEEL06802	HUMAN06494, HUMAN17099, HUMAN19648, HUMAN06497, HUMAN20975, HUMAN06495, HUMAN06496
OG0000578	CAEEL16491, CAEEL16492, CAEEL16490	HUMAN04779, HUMAN04778, HUMAN04780, HUMAN04777, HUMAN16988, HUMAN16989, HUMAN08467
OG0000579	CAEEL11246, CAEEL09670, CAEEL09822	HUMAN06899, HUMAN02365, HUMAN20498, HUMAN30498
OG0000580	CAEEL06306	HUMAN03958
OG0000581	CAEEL15703	HUMAN08477, HUMAN16919
OG0000581	CAEEL14055, CAEEL14054	HUMAN16920, HUMAN08478, HUMAN08479
OG0000582	CAEEL19553, CAEEL19552	HUMAN14892, HUMAN02173, HUMAN29110, HUMAN24912
OG0000583	CAEEL01762, CAEEL01763	HUMAN30390, HUMAN30389, HUMAN17451, HUMAN17452, HUMAN25385, HUMAN00760
OG0000585	CAEEL11782, CAEEL11783	HUMAN21116, HUMAN26483, HUMAN26481, HUMAN01438
OG0000587	CAEEL14207	HUMAN18299, HUMAN18301, HUMAN26727, HUMAN29633, HUMAN29632
OG0000587	CAEEL18702	HUMAN15867
OG0000588	CAEEL05897	HUMAN14858, HUMAN01187, HUMAN28650, HUMAN05176, HUMAN05175
OG0000589	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281	HUMAN16335, HUMAN03934, HUMAN02319
OG0000590	CAEEL01780	HUMAN12677, HUMAN12674, HUMAN20582, HUMAN20581, HUMAN12676, HUMAN06597
OG0000591	CAEEL19878	HUMAN12144
OG0000591	CAEEL18367	HUMAN05235
OG0000592	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244	HUMAN28912, HUMAN11498, HUMAN04372, HUMAN04369
OG0000592	CAEEL18530, CAEEL04398	HUMAN04371
OG0000593	CAEEL02027	HUMAN25908, HUMAN20155, HUMAN13573, HUMAN08183, HUMAN11452, HUMAN28338, HUMAN18999
OG0000594	CAEEL11331	HUMAN05742, HUMAN19377, HUMAN05741, HUMAN02011, HUMAN19379, HUMAN19378, HUMAN21115, HUMAN06244, HUMAN06243
OG0000597	CAEEL08741	HUMAN10866, HUMAN12318, HUMAN05005, HUMAN07090
OG0000600	CAEEL02285, CAEEL02284	HUMAN18117
OG0000602	CAEEL20599	HUMAN30350, HUMAN07761, HUMAN18490, HUMAN26674, HUMAN30349, HUMAN07762
OG0000603	CAEEL15474	HUMAN04830, HUMAN08741, HUMAN16967, HUMAN16962
OG0000604	CAEEL14390	HUMAN09221, HUMAN02688, HUMAN15456
OG0000608	CAEEL06882, CAEEL09299	HUMAN20227
OG0000609	CAEEL11904	HUMAN08370, HUMAN07817, HUMAN18125, HUMAN18126, HUMAN06700
OG0000611	CAEEL08225	HUMAN29652, HUMAN30039
OG0000611	CAEEL09831	HUMAN11001, HUMAN11004
OG0000612	CAEEL07651	HUMAN22280, HUMAN03773, HUMAN17186
OG0000612	CAEEL06875	HUMAN18998
OG0000613	CAEEL14429, CAEEL16442	HUMAN25530, HUMAN19034, HUMAN00632
OG0000614	CAEEL16724	HUMAN15491
OG0000615	CAEEL19705	HUMAN30186, HUMAN17431, HUMAN11804, HUMAN21799, HUMAN30187, HUMAN11805, HUMAN11807
OG0000616	CAEEL19744	HUMAN15634, HUMAN15631, HUMAN15630, HUMAN15633
OG0000619	CAEEL02635	HUMAN30255, HUMAN07790, HUMAN07791, HUMAN18310
OG0000623	CAEEL16178, CAEEL06411	HUMAN29673, HUMAN25277
OG0000623	CAEEL16276	HUMAN13183, HUMAN20164
OG0000624	CAEEL08547	HUMAN13141, HUMAN13140, HUMAN13137, HUMAN13139, HUMAN04665, HUMAN17862, HUMAN17863
OG0000624	CAEEL13903, CAEEL13902	HUMAN13138
OG0000625	CAEEL18539	HUMAN21164, HUMAN21163, HUMAN21166, HUMAN21167, HUMAN05685
OG0000626	CAEEL19740	HUMAN27952, HUMAN27948, HUMAN27949, HUMAN27947, HUMAN25546, HUMAN28493, HUMAN28494, HUMAN19309, HUMAN19310
OG0000627	CAEEL01126	HUMAN09737, HUMAN09736, HUMAN05647, HUMAN05648, HUMAN15261, HUMAN15260, HUMAN21321
OG0000636	CAEEL19659	HUMAN22182, HUMAN24046, HUMAN03669, HUMAN24047
OG0000637	CAEEL18181	HUMAN29494, HUMAN13558
OG0000639	CAEEL00195	HUMAN09533, HUMAN09532, HUMAN14008, HUMAN14006
OG0000639	CAEEL00077	HUMAN11331, HUMAN27984, HUMAN18874
OG0000642	CAEEL04693	HUMAN16907
OG0000645	CAEEL14093	HUMAN10998
OG0000645	CAEEL02916	HUMAN28596, HUMAN09882
OG0000646	CAEEL06213, CAEEL06212	HUMAN00330, HUMAN00331, HUMAN27168, HUMAN27166, HUMAN21940, HUMAN26714, HUMAN26713, HUMAN26712, HUMAN08138
OG0000647	CAEEL14095, CAEEL17996	HUMAN03824, HUMAN18655, HUMAN03823
OG0000648	CAEEL05737	HUMAN24454, HUMAN24452
OG0000649	CAEEL08770	HUMAN25984
OG0000650	CAEEL15107	HUMAN18217, HUMAN06708, HUMAN20675, HUMAN29107, HUMAN26004, HUMAN26007, HUMAN18218, HUMAN17225
OG0000651	CAEEL08479	HUMAN06591, HUMAN26012, HUMAN21917, HUMAN06593
OG0000652	CAEEL09392, CAEEL09393	HUMAN21071, HUMAN26943, HUMAN30543
OG0000653	CAEEL20136	HUMAN14283, HUMAN01134, HUMAN08393, HUMAN08395, HUMAN04740, HUMAN02676, HUMAN15855, HUMAN29035, HUMAN01203
OG0000654	CAEEL00382	HUMAN06312
OG0000654	CAEEL00509	HUMAN06311, HUMAN02928, HUMAN12517, HUMAN12516, HUMAN17734
OG0000657	CAEEL01693	HUMAN28804, HUMAN09580
OG0000660	CAEEL06994	HUMAN17951
OG0000660	CAEEL01886	HUMAN29765, HUMAN20002, HUMAN12473
OG0000660	CAEEL01416	HUMAN18492
OG0000662	CAEEL07265	HUMAN07575, HUMAN24055
OG0000662	CAEEL20546	HUMAN20160, HUMAN13608, HUMAN20161, HUMAN20159
OG0000663	CAEEL07269	HUMAN28104, HUMAN16610, HUMAN28105
OG0000664	CAEEL10897, CAEEL10896	HUMAN29786, HUMAN06961, HUMAN02401
OG0000664	CAEEL00118, CAEEL00117	HUMAN18076, HUMAN26530
OG0000665	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744	HUMAN09548, HUMAN28609, HUMAN01767, HUMAN01766, HUMAN17334, HUMAN28606, HUMAN28736
OG0000666	CAEEL11143	HUMAN05776, HUMAN12708, HUMAN28883, HUMAN29934
OG0000670	CAEEL01804, CAEEL20294	HUMAN11951, HUMAN30284, HUMAN07897, HUMAN21594, HUMAN21596, HUMAN02100, HUMAN21597, HUMAN21595
OG0000671	CAEEL20492, CAEEL02522	HUMAN26170, HUMAN26169, HUMAN30521, HUMAN20442, HUMAN02416, HUMAN06726
OG0000672	CAEEL07948, CAEEL07943	HUMAN21925, HUMAN11935
OG0000672	CAEEL00089, CAEEL00988	HUMAN13493
OG0000674	CAEEL01995	HUMAN09924, HUMAN01613
OG0000676	CAEEL18677, CAEEL18678	HUMAN28075, HUMAN19050, HUMAN28076
OG0000678	CAEEL19275	HUMAN12984, HUMAN10229, HUMAN20207
OG0000680	CAEEL01896	HUMAN06270
OG0000681	CAEEL06701, CAEEL06700	HUMAN22874, HUMAN22875, HUMAN30330, HUMAN07593
OG0000681	CAEEL20557	HUMAN02332, HUMAN04346, HUMAN04345, HUMAN04347
OG0000682	CAEEL18765, CAEEL15769	HUMAN17110, HUMAN03634, HUMAN22132
OG0000683	CAEEL18608	HUMAN29566
OG0000683	CAEEL02946, CAEEL02945, CAEEL02947, CAEEL02944	HUMAN28759, HUMAN14845, HUMAN01197, HUMAN01198
OG0000684	CAEEL11185	HUMAN11585, HUMAN11583, HUMAN13719, HUMAN11584
OG0000685	CAEEL19728	HUMAN15987, HUMAN05078, HUMAN05077, HUMAN05080, HUMAN02355, HUMAN06870
OG0000690	CAEEL02355, CAEEL16430	HUMAN00660, HUMAN25490
OG0000690	CAEEL05043	HUMAN30038
OG0000691	CAEEL06257	HUMAN27973, HUMAN11217
OG0000691	CAEEL17188	HUMAN27972, HUMAN11215, HUMAN11216
OG0000692	CAEEL01603	HUMAN11735
OG0000693	CAEEL03253, CAEEL03254	HUMAN00433, HUMAN11745
OG0000694	CAEEL18784, CAEEL02081, CAEEL02961	HUMAN02728, HUMAN02501, HUMAN17273
OG0000696	CAEEL19612	HUMAN02408
OG0000697	CAEEL10883	HUMAN26804, HUMAN26803, HUMAN01360, HUMAN29864, HUMAN29865, HUMAN21104, HUMAN21106
