Orthogroup	CAEEL	XENTR
OG0000378	CAEEL18606	XENTR06047, XENTR17806, XENTR08243
OG0000382	CAEEL10275	XENTR02893, XENTR02790, XENTR02892, XENTR02791
OG0000385	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992	XENTR08770, XENTR08013, XENTR01663, XENTR03165, XENTR03166, XENTR03167, XENTR08909
OG0000389	CAEEL08944, CAEEL11888	XENTR13046, XENTR07562
OG0000391	CAEEL07480, CAEEL01186	XENTR10506, XENTR14186, XENTR05222, XENTR03395, XENTR13204
OG0000392	CAEEL03273	XENTR05821, XENTR05820, XENTR16898, XENTR05822, XENTR00373
OG0000393	CAEEL14690	XENTR10938
OG0000393	CAEEL11594	XENTR02214
OG0000393	CAEEL00138	XENTR11795
OG0000399	CAEEL18399	XENTR09009
OG0000399	CAEEL00515	XENTR15857, XENTR05296, XENTR05870
OG0000401	CAEEL07254	XENTR02930
OG0000402	CAEEL20859	XENTR02219, XENTR11951, XENTR13580
OG0000402	CAEEL09914, CAEEL09915	XENTR12413
OG0000403	CAEEL13991	XENTR05766
OG0000404	CAEEL04503	XENTR04297, XENTR00047
OG0000405	CAEEL01740	XENTR12151, XENTR12577, XENTR12578, XENTR04243
OG0000411	CAEEL02373	XENTR12042, XENTR04225, XENTR03540, XENTR02784, XENTR12185, XENTR06694, XENTR07543, XENTR03480
OG0000412	CAEEL11655	XENTR00072
OG0000412	CAEEL09909	XENTR04274
OG0000412	CAEEL20650	XENTR17107, XENTR15524
OG0000413	CAEEL15525	XENTR02384, XENTR00587, XENTR14291
OG0000413	CAEEL18945	XENTR06107, XENTR11920, XENTR09714
OG0000419	CAEEL19090	XENTR12064, XENTR12058, XENTR12063, XENTR12062, XENTR14134, XENTR14316, XENTR11508, XENTR02542, XENTR02541, XENTR16666, XENTR17941, XENTR16880
OG0000424	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478	XENTR06704
OG0000425	CAEEL13865, CAEEL13864	XENTR12653, XENTR00617, XENTR02421, XENTR18784, XENTR10074
OG0000426	CAEEL19943	XENTR13177, XENTR13178
OG0000426	CAEEL20473	XENTR13136, XENTR11204, XENTR01857
OG0000427	CAEEL05100	XENTR16612, XENTR17783, XENTR06248
OG0000429	CAEEL02588, CAEEL02589, CAEEL02587, CAEEL02586, CAEEL08573, CAEEL20624	XENTR16139, XENTR13742
OG0000431	CAEEL07320	XENTR00991, XENTR05779, XENTR09022, XENTR09024, XENTR09055
OG0000432	CAEEL05840, CAEEL08239	XENTR10719
OG0000433	CAEEL18122	XENTR13728, XENTR07334
OG0000433	CAEEL00915, CAEEL00914	XENTR08150, XENTR16244
OG0000436	CAEEL08451, CAEEL08483, CAEEL08086	XENTR17485, XENTR17484
OG0000442	CAEEL10760	XENTR03078, XENTR07242, XENTR07241
OG0000443	CAEEL07750	XENTR16164, XENTR16165
OG0000444	CAEEL11270, CAEEL13198, CAEEL07333, CAEEL07332, CAEEL07334, CAEEL18670	XENTR16001, XENTR05337
OG0000446	CAEEL08845	XENTR12284
OG0000447	CAEEL07754, CAEEL07753	XENTR03570, XENTR16310, XENTR06964, XENTR06423
OG0000450	CAEEL09221	XENTR00652, XENTR05100, XENTR18185, XENTR14021, XENTR14020, XENTR14894, XENTR03676
OG0000454	CAEEL02888, CAEEL02886	XENTR15860
OG0000454	CAEEL02877, CAEEL02880, CAEEL02881, CAEEL02883, CAEEL02884, CAEEL02885, CAEEL02878, CAEEL02887, CAEEL02879, CAEEL02882	XENTR05872, XENTR05292, XENTR15861
OG0000458	CAEEL19373	XENTR12853, XENTR09327
OG0000461	CAEEL06628	XENTR16800
OG0000461	CAEEL08066	XENTR03673, XENTR10322, XENTR10323
OG0000463	CAEEL00961	XENTR15683, XENTR18055, XENTR05720, XENTR03129
OG0000467	CAEEL10426, CAEEL00823	XENTR13171, XENTR04831, XENTR01243, XENTR00763
OG0000468	CAEEL05744	XENTR14149, XENTR14150, XENTR14148, XENTR14151, XENTR15317
OG0000469	CAEEL09645	XENTR07061, XENTR03510, XENTR16136, XENTR06384, XENTR06808
OG0000470	CAEEL01892	XENTR07308, XENTR18456
OG0000470	CAEEL15886	XENTR08990
OG0000475	CAEEL00594, CAEEL00593	XENTR16166, XENTR03765
OG0000476	CAEEL20693, CAEEL00887	XENTR14517
OG0000476	CAEEL13996, CAEEL04770	XENTR09662
OG0000478	CAEEL16147, CAEEL11281	XENTR06378, XENTR05970
OG0000479	CAEEL02339	XENTR00167, XENTR14181
OG0000479	CAEEL09202	XENTR15349, XENTR00798
OG0000480	CAEEL10994, CAEEL19312, CAEEL11292	XENTR10551, XENTR10531, XENTR04392, XENTR10532, XENTR01398, XENTR09020, XENTR09018, XENTR09017, XENTR16905
OG0000481	CAEEL09089, CAEEL09097	XENTR18341
OG0000481	CAEEL07158	XENTR16095
OG0000481	CAEEL11815	XENTR07539, XENTR12694
OG0000482	CAEEL12763	XENTR14111, XENTR12532, XENTR14401
OG0000482	CAEEL16609	XENTR00585
OG0000484	CAEEL04965, CAEEL04966	XENTR13210, XENTR00371, XENTR11014, XENTR05882
OG0000485	CAEEL19088, CAEEL15576	XENTR04208, XENTR03378
OG0000486	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738	XENTR07282, XENTR04857
OG0000487	CAEEL16728, CAEEL12342	XENTR15492
OG0000488	CAEEL05865, CAEEL05866	XENTR02455
OG0000490	CAEEL00687, CAEEL19730	XENTR04016, XENTR06481, XENTR16561, XENTR06162, XENTR06161
OG0000491	CAEEL07820	XENTR05260, XENTR04378, XENTR03295
OG0000495	CAEEL07186	XENTR00150, XENTR00149
OG0000496	CAEEL01836	XENTR02898
OG0000497	CAEEL11475, CAEEL02002	XENTR12510, XENTR13344
OG0000497	CAEEL19219	XENTR06183, XENTR09162
OG0000503	CAEEL18781, CAEEL18780	XENTR11822, XENTR11424, XENTR11425, XENTR12881, XENTR12882
OG0000503	CAEEL01216	XENTR10022
OG0000504	CAEEL11210	XENTR18610, XENTR02766, XENTR13287, XENTR05277
OG0000508	CAEEL07260	XENTR06935
OG0000510	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413	XENTR16454, XENTR14055, XENTR06353, XENTR15990
OG0000514	CAEEL07294, CAEEL18391	XENTR05611, XENTR01673
OG0000519	CAEEL01270	XENTR04553
OG0000520	CAEEL07490	XENTR10317, XENTR14896, XENTR14507, XENTR14506, XENTR02607
OG0000521	CAEEL14050	XENTR12652, XENTR09000, XENTR04152, XENTR14112
OG0000523	CAEEL07536, CAEEL13092	XENTR10295, XENTR14142
OG0000524	CAEEL17529	XENTR09435
OG0000525	CAEEL19149	XENTR09923, XENTR09922
OG0000525	CAEEL19113	XENTR10927, XENTR01759, XENTR09125
OG0000527	CAEEL20771	XENTR01298, XENTR15872
OG0000528	CAEEL17966	XENTR08509, XENTR02076, XENTR15793, XENTR01661
OG0000529	CAEEL14327	XENTR16534, XENTR03224, XENTR04094
OG0000530	CAEEL05713, CAEEL05714	XENTR09841, XENTR08688, XENTR03985
OG0000534	CAEEL06960	XENTR08607, XENTR06202, XENTR06939
OG0000535	CAEEL18521	XENTR14528, XENTR12170
OG0000537	CAEEL20692	XENTR00659, XENTR02728
OG0000537	CAEEL08509	XENTR00658, XENTR02729
OG0000538	CAEEL07439	XENTR12900, XENTR13063
OG0000539	CAEEL15234, CAEEL08363, CAEEL07779	XENTR10441, XENTR14195, XENTR00186, XENTR17569, XENTR17568, XENTR17566, XENTR17565, XENTR18965, XENTR17563, XENTR17561, XENTR17562, XENTR17564, XENTR10440, XENTR18473, XENTR17567, XENTR14472
OG0000542	CAEEL09055	XENTR03568, XENTR04355, XENTR11922
OG0000542	CAEEL15478	XENTR03401
OG0000545	CAEEL15746	XENTR03840
OG0000545	CAEEL14386	XENTR09092, XENTR14538, XENTR09005, XENTR11985
OG0000548	CAEEL10591, CAEEL10590	XENTR15842, XENTR12691, XENTR12827, XENTR14858, XENTR16215, XENTR09279, XENTR16463, XENTR06806
OG0000554	CAEEL11339, CAEEL01325	XENTR18673
OG0000560	CAEEL00689	XENTR09304
OG0000561	CAEEL15785	XENTR08504, XENTR11638, XENTR07523
OG0000562	CAEEL12354	XENTR08112
OG0000563	CAEEL07864	XENTR13310, XENTR01198
OG0000566	CAEEL15091	XENTR08330, XENTR08129, XENTR08128, XENTR02577
OG0000567	CAEEL02967	XENTR01468, XENTR04575, XENTR17225
OG0000567	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553, CAEEL04491	XENTR15381
OG0000572	CAEEL13663	XENTR13098, XENTR15792
OG0000572	CAEEL04776	XENTR15287, XENTR08060, XENTR08059
OG0000573	CAEEL05940	XENTR00290, XENTR12035, XENTR12034
OG0000573	CAEEL01355	XENTR08127
OG0000574	CAEEL19269	XENTR07582
OG0000574	CAEEL18789, CAEEL19638, CAEEL19639	XENTR07361
OG0000574	CAEEL19209, CAEEL18848	XENTR06500
OG0000576	CAEEL06802	XENTR08548, XENTR01107, XENTR13035
OG0000578	CAEEL16491, CAEEL16492, CAEEL16490	XENTR16212, XENTR09090, XENTR03873, XENTR03874
OG0000579	CAEEL11246, CAEEL09670, CAEEL09822	XENTR09281, XENTR02526, XENTR06804, XENTR04843, XENTR06803, XENTR06802
OG0000580	CAEEL06306	XENTR15703, XENTR08338
OG0000581	CAEEL15703	XENTR03879, XENTR01644
OG0000581	CAEEL14055, CAEEL14054	XENTR01643, XENTR03880, XENTR01642
OG0000582	CAEEL19553, CAEEL19552	XENTR06486, XENTR09933, XENTR15164, XENTR11764
OG0000583	CAEEL01762, CAEEL01763	XENTR02046, XENTR15416, XENTR05897, XENTR15995
OG0000585	CAEEL11782, CAEEL11783	XENTR12848, XENTR02849, XENTR01232
OG0000587	CAEEL14207	XENTR08579, XENTR15453, XENTR11141, XENTR11142
OG0000587	CAEEL18702	XENTR02064
OG0000588	CAEEL05897	XENTR06511, XENTR13248, XENTR15252, XENTR17128
OG0000589	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281	XENTR11197, XENTR12066, XENTR01256, XENTR01604
OG0000590	CAEEL01780	XENTR14925, XENTR01750, XENTR12267, XENTR05220
OG0000591	CAEEL19878	XENTR07336
OG0000591	CAEEL18367	XENTR09716
OG0000592	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244	XENTR05738, XENTR09881, XENTR09851, XENTR16083
OG0000593	CAEEL02027	XENTR16603, XENTR04787, XENTR09811, XENTR16946, XENTR10994, XENTR15779, XENTR02468
OG0000594	CAEEL11331	XENTR10947, XENTR07145, XENTR14812, XENTR16939, XENTR07147, XENTR12851, XENTR04133, XENTR12850, XENTR02361
OG0000597	CAEEL08741	XENTR17671, XENTR17670, XENTR19170, XENTR01128
OG0000602	CAEEL20599	XENTR02033, XENTR02032, XENTR03241, XENTR03242, XENTR15509, XENTR02031
OG0000603	CAEEL15474	XENTR06555, XENTR06631, XENTR12110, XENTR06556
OG0000604	CAEEL14390	XENTR12659
OG0000608	CAEEL06882, CAEEL09299	XENTR05631
OG0000609	CAEEL11904	XENTR09031, XENTR09032, XENTR02746, XENTR02747, XENTR09422, XENTR03782
OG0000611	CAEEL08225	XENTR07697, XENTR14370
OG0000611	CAEEL09831	XENTR00513
OG0000612	CAEEL07651	XENTR15265, XENTR02014, XENTR19287
OG0000612	CAEEL06875	XENTR02467
OG0000613	CAEEL14429, CAEEL16442	XENTR09622, XENTR03003, XENTR12862
OG0000614	CAEEL16724	XENTR14290
OG0000615	CAEEL19705	XENTR05253, XENTR05188, XENTR16074, XENTR00273
OG0000616	CAEEL19744	XENTR16458
OG0000617	CAEEL12168	XENTR09657
OG0000619	CAEEL02635	XENTR13390, XENTR07082, XENTR07081, XENTR09376
OG0000623	CAEEL16178, CAEEL06411	XENTR07882
OG0000623	CAEEL16276	XENTR16677, XENTR03896
OG0000624	CAEEL08547	XENTR10751, XENTR05400
OG0000625	CAEEL18539	XENTR00631, XENTR00632, XENTR00633, XENTR10082
OG0000626	CAEEL19740	XENTR08195, XENTR07632
OG0000627	CAEEL01126	XENTR10097, XENTR14582
OG0000636	CAEEL19659	XENTR11087, XENTR12476
OG0000637	CAEEL18181	XENTR17167, XENTR09803
OG0000639	CAEEL00195	XENTR14136, XENTR08621
OG0000639	CAEEL00077	XENTR10212, XENTR12548, XENTR02478
OG0000642	CAEEL04693	XENTR01651
OG0000645	CAEEL14093	XENTR00518
OG0000645	CAEEL02916	XENTR04338, XENTR04602, XENTR15906
OG0000646	CAEEL06213, CAEEL06212	XENTR04406
OG0000647	CAEEL14095, CAEEL17996	XENTR08053, XENTR13028, XENTR13027, XENTR17079
OG0000648	CAEEL05737	XENTR08177
OG0000648	CAEEL19541	XENTR08176
OG0000649	CAEEL08770	XENTR03771, XENTR03773, XENTR03774, XENTR03772, XENTR03775, XENTR11809
OG0000650	CAEEL15107	XENTR04168, XENTR03784, XENTR10606, XENTR15613, XENTR12436, XENTR12437, XENTR18300, XENTR00412
OG0000651	CAEEL08479	XENTR05217, XENTR03187
OG0000652	CAEEL09392, CAEEL09393	XENTR06008, XENTR00729, XENTR09669
OG0000653	CAEEL20136	XENTR15383, XENTR08517, XENTR11621, XENTR02067, XENTR00431
OG0000654	CAEEL00509	XENTR06209, XENTR17283, XENTR15108, XENTR08609
OG0000657	CAEEL01693	XENTR09582, XENTR05287
OG0000660	CAEEL06994	XENTR01113
OG0000660	CAEEL01886	XENTR00531
OG0000660	CAEEL01416	XENTR03245
OG0000662	CAEEL07265	XENTR12483
OG0000662	CAEEL20546	XENTR01671, XENTR04789
OG0000663	CAEEL07269	XENTR00226, XENTR13935, XENTR13936, XENTR13937
OG0000664	CAEEL10897, CAEEL10896	XENTR18935, XENTR10788, XENTR02592
OG0000664	CAEEL00118, CAEEL00117	XENTR08222, XENTR08223, XENTR08221, XENTR05344
OG0000665	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744	XENTR10286, XENTR14432, XENTR14325, XENTR18084, XENTR14324
OG0000666	CAEEL11143	XENTR10727, XENTR01680, XENTR17784, XENTR13165
OG0000670	CAEEL01804, CAEEL20294	XENTR12241, XENTR00704, XENTR09058, XENTR03191, XENTR03192, XENTR07429
OG0000671	CAEEL20492, CAEEL02522	XENTR09206, XENTR09653, XENTR02371, XENTR07969, XENTR16879, XENTR00381
OG0000672	CAEEL07948, CAEEL07943	XENTR10536, XENTR18111
OG0000672	CAEEL00089, CAEEL00988	XENTR14352
OG0000674	CAEEL01995	XENTR01435, XENTR06759
OG0000676	CAEEL18677, CAEEL18678	XENTR05112, XENTR10868
OG0000678	CAEEL19275	XENTR13134, XENTR01860, XENTR03885
OG0000680	CAEEL01896	XENTR03777, XENTR07100
OG0000681	CAEEL06701, CAEEL06700	XENTR01035, XENTR10823
OG0000681	CAEEL20557	XENTR02583, XENTR09876, XENTR09875
OG0000682	CAEEL18765, CAEEL15769	XENTR06453, XENTR17621, XENTR15062
OG0000683	CAEEL18608	XENTR15130
OG0000683	CAEEL02946, CAEEL02945, CAEEL02947, CAEEL02944	XENTR06503, XENTR00426
OG0000684	CAEEL11185	XENTR16125, XENTR03725, XENTR09968, XENTR03724
OG0000685	CAEEL19728	XENTR05435, XENTR04446, XENTR00393
OG0000690	CAEEL02355, CAEEL16430	XENTR12763, XENTR09156
OG0000690	CAEEL05043	XENTR16042
OG0000691	CAEEL17188	XENTR12556, XENTR00454
OG0000692	CAEEL01603	XENTR09451
OG0000693	CAEEL03253, CAEEL03254	XENTR17235, XENTR06541
OG0000694	CAEEL18784, CAEEL02081, CAEEL02961	XENTR09772
OG0000696	CAEEL19612	XENTR05925
OG0000697	CAEEL10883	XENTR02874, XENTR02556, XENTR06818, XENTR11308
OG0000699	CAEEL07103, CAEEL17353, CAEEL15074, CAEEL14285	XENTR15466, XENTR05930, XENTR17608, XENTR08575
OG0000701	CAEEL01775, CAEEL09588, CAEEL02242	XENTR08735, XENTR08734, XENTR08926, XENTR08927, XENTR06451, XENTR01949
OG0000702	CAEEL01313	XENTR11939, XENTR05068, XENTR14141
OG0000703	CAEEL12761	XENTR08730, XENTR08729, XENTR05594
OG0000705	CAEEL00513	XENTR06402, XENTR07055, XENTR06403, XENTR06404, XENTR15141, XENTR02844, XENTR07060, XENTR01447, XENTR09187, XENTR09186
OG0000708	CAEEL04786, CAEEL04785	XENTR03991
OG0000708	CAEEL12722	XENTR06811
OG0000710	CAEEL14590, CAEEL11830, CAEEL03364, CAEEL04975	XENTR00408, XENTR00504
OG0000711	CAEEL04946	XENTR17290, XENTR14028
OG0000711	CAEEL03027	XENTR12075, XENTR10806
OG0000712	CAEEL07921	XENTR04994, XENTR00668, XENTR15876, XENTR04890
OG0000713	CAEEL15727	XENTR18876, XENTR06309
OG0000715	CAEEL07310, CAEEL07309	XENTR03141, XENTR05201, XENTR15992
OG0000717	CAEEL20044, CAEEL07958	XENTR04673, XENTR10456, XENTR15535
OG0000718	CAEEL16052	XENTR16847, XENTR16460, XENTR09687, XENTR17406, XENTR09096, XENTR10099
OG0000720	CAEEL02341	XENTR00549, XENTR11251
OG0000721	CAEEL07780	XENTR07131, XENTR04541
OG0000722	CAEEL16439	XENTR06651, XENTR07504, XENTR09493, XENTR17327
OG0000724	CAEEL01191, CAEEL05666, CAEEL04724, CAEEL07268, CAEEL09317, CAEEL05086, CAEEL04722, CAEEL04707, CAEEL16432, CAEEL08216, CAEEL08788, CAEEL00782, CAEEL05700, CAEEL05106, CAEEL05163, CAEEL15997, CAEEL14388, CAEEL04425, CAEEL10300, CAEEL10254, CAEEL10375, CAEEL12178, CAEEL11651, CAEEL11581, CAEEL15115, CAEEL04753	XENTR15314
OG0000725	CAEEL01386	XENTR04704, XENTR14529
OG0000726	CAEEL08988, CAEEL08987	XENTR09424, XENTR03808
OG0000730	CAEEL06720	XENTR05215, XENTR00132
OG0000730	CAEEL06574	XENTR03375, XENTR12898
OG0000731	CAEEL18982	XENTR06230, XENTR09272, XENTR06186
OG0000732	CAEEL02711	XENTR11927, XENTR08594
OG0000732	CAEEL11771	XENTR13213, XENTR00357
OG0000733	CAEEL17006	XENTR12956, XENTR09501, XENTR05537
OG0000733	CAEEL15524	XENTR08499
OG0000734	CAEEL18835	XENTR06181, XENTR01296
OG0000735	CAEEL14834, CAEEL14835	XENTR03017, XENTR16831, XENTR00243, XENTR00244
OG0000736	CAEEL09174	XENTR05404, XENTR04965, XENTR02910
OG0000737	CAEEL06154, CAEEL04487, CAEEL04486	XENTR14208, XENTR06458
OG0000740	CAEEL18076	XENTR18507, XENTR17533, XENTR10575, XENTR10574
OG0000744	CAEEL01254	XENTR04571, XENTR16235, XENTR02481
OG0000749	CAEEL11624, CAEEL14107	XENTR13529, XENTR13528
OG0000751	CAEEL09020	XENTR03358, XENTR00118
OG0000752	CAEEL07346	XENTR14203
OG0000752	CAEEL04370	XENTR03680
OG0000753	CAEEL17415	XENTR13232, XENTR16935, XENTR06041, XENTR06042
OG0000755	CAEEL01302	XENTR15916, XENTR06639, XENTR08361, XENTR08360
OG0000757	CAEEL00176	XENTR10378
OG0000759	CAEEL20475, CAEEL16710	XENTR03136, XENTR03134, XENTR01884, XENTR05238, XENTR18352
OG0000761	CAEEL19698	XENTR17935, XENTR12007, XENTR15207, XENTR01309
OG0000762	CAEEL02671	XENTR07103, XENTR01118, XENTR14074
OG0000763	CAEEL01521, CAEEL01520, CAEEL01519	XENTR05044, XENTR08259, XENTR08260, XENTR18281, XENTR10626
OG0000765	CAEEL08924, CAEEL20292	XENTR01990, XENTR01184
OG0000766	CAEEL01660	XENTR13873, XENTR17891, XENTR13807, XENTR00551
OG0000767	CAEEL15327, CAEEL15326	XENTR03830, XENTR11683, XENTR00589
OG0000774	CAEEL03062	XENTR04669, XENTR14580
OG0000775	CAEEL17384, CAEEL14551, CAEEL07888, CAEEL14550	XENTR09141, XENTR01130
OG0000776	CAEEL11265, CAEEL10969, CAEEL09271, CAEEL01206	XENTR04910, XENTR05244
OG0000777	CAEEL19291	XENTR13724
OG0000778	CAEEL04054	XENTR03256, XENTR18913, XENTR12824, XENTR03112, XENTR04100
OG0000779	CAEEL01706	XENTR06178
OG0000780	CAEEL00305	XENTR11708
OG0000780	CAEEL01193	XENTR10194
OG0000782	CAEEL01741	XENTR15723, XENTR08315, XENTR12833, XENTR02660
OG0000784	CAEEL19472	XENTR09641, XENTR15068, XENTR00277, XENTR07231, XENTR09268, XENTR13377
OG0000786	CAEEL06097	XENTR12489
OG0000787	CAEEL10362	XENTR02696, XENTR08733, XENTR12281, XENTR08846
OG0000788	CAEEL04328, CAEEL04329, CAEEL04327	XENTR04467, XENTR16399
OG0000788	CAEEL01175	XENTR15693, XENTR18205
OG0000791	CAEEL09121	XENTR01881, XENTR06218, XENTR04189
OG0000792	CAEEL06858, CAEEL06859	XENTR01146
OG0000793	CAEEL00246	XENTR18227, XENTR14087, XENTR10065, XENTR12127, XENTR12126
OG0000794	CAEEL14272, CAEEL13170	XENTR04044, XENTR01141, XENTR18009
OG0000797	CAEEL11404	XENTR01630, XENTR05651
OG0000798	CAEEL08562, CAEEL08561	XENTR07369, XENTR01010, XENTR13650
OG0000800	CAEEL15658, CAEEL15660, CAEEL15659, CAEEL15657, CAEEL15661, CAEEL04883, CAEEL16200, CAEEL16199, CAEEL13121, CAEEL11360, CAEEL11396	XENTR09887
OG0000801	CAEEL00950	XENTR05278, XENTR05077
OG0000803	CAEEL18447	XENTR10876, XENTR10877
OG0000809	CAEEL06250	XENTR00087, XENTR14827, XENTR06847
OG0000810	CAEEL00977	XENTR00056
OG0000814	CAEEL07659, CAEEL07658	XENTR03397
OG0000817	CAEEL08608	XENTR05219, XENTR09302
OG0000817	CAEEL09272	XENTR17704, XENTR17705
OG0000818	CAEEL08212	XENTR00964, XENTR01697, XENTR05672
OG0000820	CAEEL08726	XENTR07096
OG0000826	CAEEL04414	XENTR02499
OG0000828	CAEEL01170	XENTR00582
OG0000828	CAEEL14806	XENTR06348
OG0000833	CAEEL05439	XENTR05865, XENTR12214, XENTR04296, XENTR00046
OG0000834	CAEEL00924	XENTR17187
OG0000836	CAEEL01665	XENTR10284, XENTR11931, XENTR11932
OG0000837	CAEEL19270, CAEEL07955	XENTR12402, XENTR04077, XENTR09514, XENTR18045
OG0000838	CAEEL12737	XENTR18076
OG0000842	CAEEL11884	XENTR15843, XENTR15340, XENTR13923, XENTR01677, XENTR11008, XENTR11009
OG0000844	CAEEL04872, CAEEL18631, CAEEL05964, CAEEL05848	XENTR17965, XENTR18460, XENTR06250
OG0000847	CAEEL07299	XENTR00819
OG0000848	CAEEL08378	XENTR08322, XENTR02654
OG0000849	CAEEL04333	XENTR02560, XENTR07414, XENTR04112
OG0000850	CAEEL14176, CAEEL17117, CAEEL14155, CAEEL14177, CAEEL04935	XENTR00057, XENTR12447
OG0000851	CAEEL08745	XENTR10592, XENTR01014
OG0000852	CAEEL08255	XENTR17178, XENTR02441, XENTR15626
OG0000853	CAEEL12245	XENTR02400, XENTR02063
OG0000856	CAEEL00189, CAEEL08452, CAEEL13523	XENTR16440, XENTR16441, XENTR14487
OG0000857	CAEEL04547	XENTR11492
OG0000858	CAEEL16889, CAEEL11559, CAEEL11560, CAEEL11558	XENTR15971
OG0000869	CAEEL04762	XENTR08068
OG0000869	CAEEL04725	XENTR11026
OG0000871	CAEEL00780	XENTR14179
OG0000874	CAEEL03105	XENTR03555, XENTR18666
OG0000875	CAEEL08184, CAEEL12416	XENTR15432, XENTR08213
OG0000879	CAEEL07550	XENTR03813
OG0000888	CAEEL00418	XENTR12831, XENTR13292, XENTR13291
OG0000889	CAEEL09857, CAEEL09856	XENTR17043
OG0000889	CAEEL07245	XENTR16104, XENTR00818
OG0000893	CAEEL05208	XENTR01359, XENTR16287, XENTR07052, XENTR07051
OG0000894	CAEEL20455	XENTR04788, XENTR16604
OG0000896	CAEEL17889	XENTR18869
OG0000904	CAEEL10501	XENTR10340, XENTR08923, XENTR04176
OG0000907	CAEEL04446, CAEEL04445	XENTR05742
OG0000908	CAEEL18895	XENTR02189, XENTR02188, XENTR02186, XENTR02187, XENTR02185, XENTR02184
OG0000908	CAEEL09910	XENTR04273
OG0000909	CAEEL00966	XENTR10672, XENTR12839, XENTR08443
OG0000911	CAEEL15173	XENTR10007, XENTR05207
OG0000912	CAEEL19084	XENTR06455, XENTR12826, XENTR08744, XENTR17481
OG0000913	CAEEL03086, CAEEL09227, CAEEL01751, CAEEL17909, CAEEL04783, CAEEL08435	XENTR01593, XENTR13952
OG0000914	CAEEL08534, CAEEL08535	XENTR11295, XENTR10460, XENTR02522, XENTR02868
OG0000915	CAEEL11744	XENTR06376, XENTR07971, XENTR14552, XENTR15550
OG0000921	CAEEL05986	XENTR09161
OG0000923	CAEEL01410	XENTR08773
OG0000925	CAEEL00439, CAEEL07058	XENTR13985
OG0000927	CAEEL20274	XENTR00283, XENTR14712, XENTR05915, XENTR18984
OG0000928	CAEEL00085	XENTR05033, XENTR05285
OG0000929	CAEEL02357	XENTR00682, XENTR15957, XENTR09138, XENTR05468, XENTR05469
OG0000932	CAEEL07026, CAEEL07025	XENTR13910, XENTR16709
OG0000933	CAEEL13637	XENTR09950, XENTR06630, XENTR08513
OG0000934	CAEEL20095, CAEEL02005	XENTR14739, XENTR18207
OG0000934	CAEEL18567	XENTR11383, XENTR18032
OG0000935	CAEEL10988, CAEEL18743	XENTR12574, XENTR06757, XENTR07228, XENTR08768
OG0000944	CAEEL08647, CAEEL08646	XENTR10992, XENTR07595, XENTR10654, XENTR10653, XENTR03094, XENTR03561, XENTR14742, XENTR14462, XENTR00679
OG0000945	CAEEL00537	XENTR09889
OG0000946	CAEEL05453	XENTR14041
OG0000947	CAEEL07660	XENTR08808, XENTR01875, XENTR15993
OG0000949	CAEEL02872, CAEEL06438	XENTR16409, XENTR12925, XENTR16343, XENTR13690, XENTR10671
OG0000950	CAEEL06912	XENTR06315, XENTR14022
OG0000951	CAEEL00056	XENTR11436, XENTR10439
OG0000954	CAEEL05990	XENTR04163, XENTR07349, XENTR07350
OG0000955	CAEEL05680, CAEEL05073	XENTR15251
OG0000957	CAEEL00119	XENTR08642
OG0000963	CAEEL19266, CAEEL06520, CAEEL01905, CAEEL10906	XENTR00065
OG0000965	CAEEL09524	XENTR14312
OG0000965	CAEEL02685	XENTR16944
OG0000967	CAEEL09409	XENTR08823, XENTR06702
OG0000969	CAEEL17140, CAEEL19686	XENTR08014
OG0000970	CAEEL12249	XENTR01182
OG0000971	CAEEL13149	XENTR17892
OG0000972	CAEEL01404, CAEEL10528	XENTR13483, XENTR14024
OG0000974	CAEEL05136, CAEEL05137	XENTR01619
OG0000978	CAEEL10436, CAEEL10678, CAEEL04915	XENTR01707, XENTR17274, XENTR04595
OG0000979	CAEEL17012, CAEEL08335, CAEEL08336, CAEEL08175, CAEEL06649	XENTR08662, XENTR08663, XENTR16278
OG0000982	CAEEL00871	XENTR15733, XENTR18658, XENTR06997
OG0000984	CAEEL00142	XENTR03417
OG0000985	CAEEL11989	XENTR01934, XENTR16979, XENTR16978, XENTR04320, XENTR04319
OG0000987	CAEEL18448	XENTR06356, XENTR03812
OG0000988	CAEEL12259, CAEEL12260, CAEEL05294	XENTR12762, XENTR06777, XENTR06778, XENTR09929
OG0000989	CAEEL18561, CAEEL20721	XENTR17706, XENTR18217, XENTR17094, XENTR17707
OG0000992	CAEEL04373	XENTR07391
OG0000994	CAEEL01877	XENTR15055
