Orthogroup	DROME	HELIO_ok
OG0000356	DROME01295, DROME01294	HELIO_04896
OG0000356	DROME01953	HELIO_09257
OG0000357	DROME13834	HELIO_02302, HELIO_12008
OG0000358	DROME07474	HELIO_08162
OG0000358	DROME00466, DROME00200, DROME00199	HELIO_07934
OG0000359	DROME11803	HELIO_01337
OG0000363	DROME18487	HELIO_08685, HELIO_04531, HELIO_03753
OG0000365	DROME05773, DROME05774, DROME15910	HELIO_04794
OG0000367	DROME13648, DROME13646, DROME13647	HELIO_11366
OG0000367	DROME15189, DROME15190, DROME15188	HELIO_00864
OG0000371	DROME01678, DROME02633, DROME02636	HELIO_07468, HELIO_06901, HELIO_00894, HELIO_04470
OG0000372	DROME09531	HELIO_12662
OG0000374	DROME04717, DROME04718, DROME04716	HELIO_12548
OG0000374	DROME00970, DROME00969, DROME00968, DROME00971	HELIO_08385
OG0000374	DROME04429, DROME04427, DROME04428	HELIO_07571
OG0000375	DROME21630	HELIO_04344
OG0000375	DROME07013	HELIO_02630
OG0000378	DROME09766, DROME09767	HELIO_00664
OG0000379	DROME09607	HELIO_02753
OG0000379	DROME21997, DROME22000, DROME21995, DROME22001, DROME21994, DROME21998	HELIO_09413
OG0000379	DROME02844	HELIO_10769
OG0000379	DROME07921	HELIO_01951
OG0000380	DROME05237	HELIO_03707
OG0000382	DROME01475	HELIO_06591
OG0000384	DROME14888, DROME14889	HELIO_11619
OG0000384	DROME03187, DROME03190, DROME03189, DROME03188	HELIO_06784, HELIO_00671
OG0000385	DROME05997, DROME09713, DROME09714, DROME09715, DROME05708, DROME05707	HELIO_06965, HELIO_07014, HELIO_02136, HELIO_00841, HELIO_02137
OG0000389	DROME17945	HELIO_05126, HELIO_04723, HELIO_01825
OG0000390	DROME01744, DROME01742, DROME02737, DROME01739, DROME01741	HELIO_11470, HELIO_06676
OG0000391	DROME04498, DROME04500, DROME04499	HELIO_00863
OG0000392	DROME13919, DROME13921, DROME13920	HELIO_05710, HELIO_07226
OG0000393	DROME13322	HELIO_12162, HELIO_00926, HELIO_04233, HELIO_12760
OG0000393	DROME20684	HELIO_07006
OG0000397	DROME14885	HELIO_10979
OG0000399	DROME21835	HELIO_04949
OG0000399	DROME12205, DROME12206	HELIO_03771
OG0000400	DROME09694	HELIO_10775
OG0000401	DROME20041	HELIO_07012, HELIO_09245
OG0000402	DROME11245, DROME11246	HELIO_08210
OG0000402	DROME12090	HELIO_08672, HELIO_08610
OG0000403	DROME06350	HELIO_12710, HELIO_12709
OG0000404	DROME17748	HELIO_12139
OG0000404	DROME16096	HELIO_05343
OG0000409	DROME19502	HELIO_03616
OG0000409	DROME11210, DROME11209	HELIO_10399
OG0000411	DROME16025, DROME16024, DROME16016, DROME16020, DROME16017, DROME16021, DROME16026, DROME16027, DROME16018, DROME16023, DROME16014, DROME16022, DROME16015, DROME16019, DROME16028	HELIO_00642
OG0000412	DROME09076	HELIO_12508
OG0000412	DROME02464, DROME13336, DROME13334, DROME13335, DROME15399	HELIO_09547
OG0000413	DROME21174	HELIO_08207, HELIO_08206
OG0000413	DROME13327, DROME13328	HELIO_10878
OG0000415	DROME01505, DROME01506	HELIO_12745
OG0000419	DROME06034, DROME04433	HELIO_02114
OG0000420	DROME02672	HELIO_11506, HELIO_10479, HELIO_04176
OG0000424	DROME02090, DROME02075, DROME02066, DROME02076, DROME02077, DROME02078, DROME02064, DROME02063, DROME02062, DROME02065, DROME02081, DROME12353, DROME17176, DROME17175, DROME00623, DROME03850, DROME03851, DROME06196, DROME14713, DROME14583, DROME14582, DROME14580, DROME14579, DROME14581, DROME08237, DROME08236, DROME08235	HELIO_07447, HELIO_02671
OG0000425	DROME14160, DROME14161, DROME14159, DROME14158	HELIO_02713
OG0000426	DROME16357, DROME16356	HELIO_00568
OG0000426	DROME09933, DROME09928, DROME09929, DROME09932, DROME09931, DROME09930, DROME09934	HELIO_10983
OG0000427	DROME05699, DROME05698	HELIO_03641
OG0000427	DROME18355, DROME18356	HELIO_07136
OG0000429	DROME19525, DROME07553, DROME07552, DROME06812	HELIO_04434, HELIO_07593
OG0000431	DROME05704	HELIO_02207
OG0000431	DROME12301, DROME12300	HELIO_05550
OG0000431	DROME11410, DROME11409, DROME11408	HELIO_04546
OG0000432	DROME05881, DROME05880, DROME05879, DROME02818, DROME02819, DROME02816, DROME02817, DROME02883	HELIO_04640
OG0000433	DROME00007, DROME00005, DROME00004, DROME00006	HELIO_10148
OG0000433	DROME20425, DROME20423, DROME20424	HELIO_09108
OG0000435	DROME03996, DROME03995	HELIO_08123
OG0000442	DROME13942	HELIO_01730
OG0000442	DROME12188	HELIO_02982
OG0000442	DROME01916	HELIO_12491
OG0000443	DROME14734, DROME14735, DROME14732, DROME14733	HELIO_07163
OG0000444	DROME21032	HELIO_00903
OG0000444	DROME03786, DROME03789, DROME03788, DROME03787	HELIO_04957
OG0000445	DROME06725, DROME06723, DROME06724, DROME20153, DROME20152	HELIO_01787, HELIO_05217
OG0000446	DROME07092	HELIO_08937
OG0000446	DROME06421	HELIO_02189
OG0000446	DROME06051, DROME06050	HELIO_01194
OG0000447	DROME20929, DROME20928	HELIO_10938, HELIO_10939
OG0000450	DROME16711, DROME16712	HELIO_01846
OG0000454	DROME15035, DROME15036, DROME15037	HELIO_01041
OG0000461	DROME17428	HELIO_02414
OG0000461	DROME03657, DROME03656	HELIO_03731
OG0000463	DROME20596, DROME20593, DROME20591, DROME20594, DROME20592, DROME20598, DROME20599, DROME20595, DROME20597	HELIO_09937
OG0000465	DROME11515, DROME11516	HELIO_12789
OG0000465	DROME03278	HELIO_10139
OG0000466	DROME06663, DROME06661, DROME06536	HELIO_07058, HELIO_06415
OG0000467	DROME21658, DROME21660, DROME21659	HELIO_10923
OG0000469	DROME18292, DROME18291, DROME18290	HELIO_06536
OG0000470	DROME21239	HELIO_04201
OG0000475	DROME08667, DROME08669, DROME08666, DROME08668	HELIO_10255
OG0000476	DROME19464, DROME19463	HELIO_11845
OG0000476	DROME13684	HELIO_05685
OG0000477	DROME04864, DROME04863, DROME04862, DROME04860, DROME04861, DROME12702, DROME12706, DROME12705, DROME12703	HELIO_09602, HELIO_12771
OG0000479	DROME10906, DROME10907, DROME10905, DROME10908, DROME10909	HELIO_08760
OG0000479	DROME19907, DROME19910, DROME19906, DROME19908, DROME19909, DROME19905, DROME19911	HELIO_02948
OG0000480	DROME18226, DROME18222, DROME18229, DROME18223, DROME18227, DROME18225, DROME18224, DROME18228	HELIO_08413
OG0000481	DROME21853	HELIO_12216
OG0000481	DROME19418	HELIO_11178
OG0000481	DROME01481	HELIO_09259
OG0000482	DROME00092, DROME00094, DROME00093, DROME00096, DROME00095	HELIO_06214
OG0000482	DROME19126, DROME19125	HELIO_06713, HELIO_11214
OG0000484	DROME18988, DROME18995, DROME18994, DROME18989, DROME18985, DROME18986, DROME18992, DROME18993, DROME18990, DROME18987, DROME18991, DROME18996	HELIO_05916
OG0000485	DROME01103, DROME01104, DROME14453	HELIO_02562
OG0000486	DROME11708	HELIO_10558, HELIO_11461
OG0000488	DROME14757, DROME14755, DROME14754	HELIO_02611
OG0000490	DROME19662, DROME19663, DROME19666, DROME19664, DROME19665	HELIO_06690
OG0000491	DROME21061, DROME21062, DROME21060, DROME21059	HELIO_02841, HELIO_11924
OG0000496	DROME00063	HELIO_09084
OG0000497	DROME19794, DROME19793	HELIO_03655
OG0000498	DROME20580, DROME20579, DROME20582, DROME20577, DROME20581, DROME20578	HELIO_08706
OG0000503	DROME08711, DROME08712	HELIO_03761, HELIO_01577
OG0000503	DROME00919, DROME00918	HELIO_01283
OG0000505	DROME09303	HELIO_05319
OG0000506	DROME20212, DROME20211, DROME20206, DROME20208, DROME20209, DROME20213, DROME20215, DROME20219, DROME20218, DROME20214, DROME20216, DROME20217	HELIO_11106
OG0000508	DROME02055	HELIO_04860
OG0000508	DROME08723, DROME08722, DROME08721	HELIO_10897
OG0000510	DROME17661, DROME17660, DROME17663, DROME17662, DROME17659, DROME15630, DROME15629, DROME02254	HELIO_05326, HELIO_00614, HELIO_06648
OG0000514	DROME10575, DROME10574, DROME10569, DROME10572, DROME10570, DROME10576, DROME10573, DROME10571	HELIO_07204
OG0000515	DROME14318	HELIO_01437, HELIO_00462, HELIO_05122, HELIO_00094
OG0000519	DROME08599	HELIO_03762, HELIO_07021, HELIO_05761, HELIO_00935
OG0000520	DROME12834	HELIO_02643, HELIO_02641
OG0000520	DROME14866, DROME14865	HELIO_10311
OG0000521	DROME16066, DROME16068, DROME16065, DROME16069, DROME16070, DROME16071, DROME16067	HELIO_07126
OG0000523	DROME01790	HELIO_12547, HELIO_01413
OG0000524	DROME16877, DROME16870, DROME16868, DROME16873, DROME16869, DROME16871, DROME16876, DROME16872, DROME16879, DROME16874, DROME16867, DROME16865, DROME16862, DROME16878, DROME16863, DROME16859, DROME16860, DROME16875, DROME16880, DROME16866, DROME16864, DROME16861, DROME16858	HELIO_03929
OG0000525	DROME10425	HELIO_03718
OG0000525	DROME20723, DROME20724, DROME20720, DROME20721	HELIO_00389
OG0000528	DROME11293, DROME11294, DROME11295, DROME11296	HELIO_11004
OG0000530	DROME18198, DROME18195, DROME18196, DROME18193, DROME18191, DROME18192, DROME18194, DROME18190, DROME18199, DROME18197	HELIO_07741, HELIO_07742
OG0000534	DROME11197, DROME11196, DROME11195, DROME11194	HELIO_09230, HELIO_00845, HELIO_05373
OG0000537	DROME00914	HELIO_02446
OG0000537	DROME00913	HELIO_01622
OG0000542	DROME03950	HELIO_02332
OG0000545	DROME09189, DROME09193, DROME09192, DROME09190, DROME09191	HELIO_00292
OG0000545	DROME21375, DROME21376, DROME21377	HELIO_03093
OG0000548	DROME12062, DROME12064, DROME12063	HELIO_10743, HELIO_10294, HELIO_01580
OG0000550	DROME18341, DROME18338, DROME18340, DROME18339, DROME18337	HELIO_06574
OG0000551	DROME20755, DROME20754, DROME20757, DROME20756, DROME17228, DROME20767, DROME20760, DROME20758, DROME20761, DROME20765, DROME13495, DROME20763, DROME20762, DROME20766	HELIO_05085
OG0000552	DROME03162, DROME03867	HELIO_04288, HELIO_02628
OG0000553	DROME21018, DROME21017, DROME21019	HELIO_00012
OG0000554	DROME13166, DROME13165, DROME13164	HELIO_09952
OG0000560	DROME17254	HELIO_06436, HELIO_09240, HELIO_05887
OG0000562	DROME21192	HELIO_12786
OG0000564	DROME15769	HELIO_00066
OG0000564	DROME17396	HELIO_11739
OG0000566	DROME04343, DROME04344, DROME04345	HELIO_06134, HELIO_05991
OG0000567	DROME15246, DROME04098, DROME04097, DROME15019	HELIO_10257, HELIO_10335
OG0000570	DROME14109	HELIO_11398, HELIO_11795
OG0000572	DROME13193, DROME13191, DROME13190, DROME13192	HELIO_10250, HELIO_10251
OG0000573	DROME20963	HELIO_11819
OG0000573	DROME19690	HELIO_09237
OG0000574	DROME20471	HELIO_05765
OG0000575	DROME03938	HELIO_03415, HELIO_05026, HELIO_04589, HELIO_03888
OG0000576	DROME12649, DROME12657, DROME12653, DROME12651, DROME12650, DROME12655, DROME12654, DROME12648, DROME12652, DROME12656	HELIO_04420
OG0000578	DROME00903, DROME00906, DROME00904, DROME00909, DROME00905, DROME00907, DROME00908	HELIO_04018
OG0000579	DROME18276, DROME18279, DROME18282, DROME18281, DROME18280, DROME18278, DROME18277	HELIO_08075
OG0000580	DROME05049, DROME05053, DROME05052, DROME05051, DROME05054, DROME05047, DROME05050, DROME05048, DROME05055	HELIO_08390, HELIO_08391
OG0000581	DROME04316	HELIO_00377
OG0000582	DROME21391, DROME21390, DROME21388, DROME21389, DROME21385, DROME21387, DROME21386, DROME21392, DROME21393	HELIO_05267
OG0000583	DROME11759, DROME11760, DROME11761, DROME11765, DROME11762, DROME11766	HELIO_06801
OG0000587	DROME16670, DROME16671, DROME16672	HELIO_08335
OG0000587	DROME16137	HELIO_02916
OG0000588	DROME00241, DROME00240, DROME20059, DROME09587	HELIO_06031
OG0000589	DROME21469, DROME21464, DROME21466, DROME21463, DROME21468, DROME21471, DROME21470, DROME21465, DROME21467	HELIO_05352
OG0000590	DROME00417	HELIO_04845
OG0000591	DROME20132, DROME20133, DROME20134	HELIO_00717
OG0000591	DROME02758	HELIO_09984
OG0000592	DROME19640	HELIO_10886
OG0000593	DROME07365, DROME07366	HELIO_01727
OG0000594	DROME15095, DROME15096, DROME15094	HELIO_10206, HELIO_10013, HELIO_09059
OG0000597	DROME04131, DROME04129, DROME04130	HELIO_02513
OG0000600	DROME15794, DROME15792, DROME15791, DROME15789, DROME15786, DROME15790, DROME15788, DROME15787, DROME15793, DROME15795, DROME15797, DROME15796	HELIO_06427
OG0000601	DROME21591, DROME21589, DROME21590	HELIO_00228, HELIO_06365
OG0000602	DROME10244	HELIO_08958
OG0000602	DROME11259, DROME11258	HELIO_03692
OG0000603	DROME16375, DROME16373, DROME16372, DROME16376, DROME16374	HELIO_08442
OG0000604	DROME04675, DROME04678, DROME04673, DROME04681, DROME04677, DROME04672, DROME04674, DROME04680, DROME04676, DROME04679	HELIO_10843, HELIO_10844
OG0000610	DROME02040, DROME02039, DROME02041	HELIO_08233
OG0000611	DROME19843, DROME19842, DROME19846, DROME19847, DROME19844, DROME19845, DROME19841	HELIO_03068, HELIO_03069
OG0000611	DROME01553, DROME01552, DROME01554	HELIO_06952
OG0000612	DROME04304	HELIO_12611
OG0000612	DROME00841	HELIO_07229, HELIO_04425
OG0000614	DROME20120, DROME20121, DROME20122, DROME20119	HELIO_11672
OG0000615	DROME09018, DROME09015, DROME09017, DROME09016, DROME09014, DROME09019	HELIO_02362
OG0000616	DROME06628, DROME06631, DROME06630, DROME06629	HELIO_12592
OG0000619	DROME01411, DROME01409, DROME01406, DROME01407, DROME01404, DROME01403, DROME01408, DROME01405, DROME01410	HELIO_07452, HELIO_07453
OG0000622	DROME02917	HELIO_00047, HELIO_01403
OG0000623	DROME13642	HELIO_01153
OG0000623	DROME13267, DROME13269, DROME13273, DROME13272, DROME13270, DROME13271, DROME13268, DROME13266, DROME19458, DROME19644, DROME09777, DROME09776	HELIO_01575
OG0000624	DROME05635, DROME05636, DROME05638, DROME05634, DROME05639, DROME05637, DROME08947, DROME08946, DROME08945	HELIO_12110, HELIO_04396, HELIO_02075
OG0000625	DROME07819, DROME00264, DROME00265, DROME00249	HELIO_10043, HELIO_12510
OG0000628	DROME17423	HELIO_07284
OG0000629	DROME03521	HELIO_03651
OG0000629	DROME15755	HELIO_09172
OG0000635	DROME14325, DROME14327, DROME14326	HELIO_12781
OG0000636	DROME13985, DROME13986, DROME13982, DROME13979, DROME13976, DROME13972, DROME13974, DROME13975, DROME13973, DROME13981, DROME13984, DROME13980, DROME13983	HELIO_06623, HELIO_05388
OG0000639	DROME11868, DROME11860, DROME11862, DROME11861, DROME11863, DROME11866, DROME11867, DROME11864, DROME11865	HELIO_03049, HELIO_03048
OG0000639	DROME00355	HELIO_09484
OG0000643	DROME03064, DROME03054, DROME03067, DROME03065, DROME03063, DROME03061, DROME03066, DROME03062, DROME03060, DROME03059, DROME03058, DROME03057, DROME03056, DROME03055	HELIO_10380
OG0000645	DROME14720	HELIO_08748
OG0000646	DROME18383, DROME18382, DROME18385, DROME18384	HELIO_00539
OG0000646	DROME20633, DROME20634, DROME20635	HELIO_03107
OG0000648	DROME08636	HELIO_05483, HELIO_02387
OG0000651	DROME04446, DROME04444, DROME04448, DROME04445, DROME04443, DROME04449, DROME04447	HELIO_06636
OG0000654	DROME02198, DROME02200, DROME02201, DROME02196, DROME02197, DROME02204, DROME02203, DROME02199, DROME02202	HELIO_03848
OG0000657	DROME04361	HELIO_00368, HELIO_07143, HELIO_10387
OG0000660	DROME08489	HELIO_01158
OG0000660	DROME17870	HELIO_12701
OG0000662	DROME13127, DROME03101, DROME20426	HELIO_03239, HELIO_05920
OG0000663	DROME05436	HELIO_00575
OG0000664	DROME09223, DROME09224, DROME09222, DROME09220, DROME09221, DROME09219	HELIO_03266
OG0000670	DROME01272, DROME01274, DROME01273, DROME03671, DROME03670	HELIO_05028
OG0000671	DROME17183	HELIO_10697
OG0000672	DROME01096, DROME01095	HELIO_01185
OG0000672	DROME13682	HELIO_02468
OG0000674	DROME13823	HELIO_04125
OG0000674	DROME12190	HELIO_00323
OG0000676	DROME07205	HELIO_11959
OG0000676	DROME15377	HELIO_04321
OG0000680	DROME15155, DROME20131	HELIO_06924, HELIO_00172, HELIO_00682
OG0000681	DROME11874, DROME11876, DROME11877, DROME11875	HELIO_09932
OG0000682	DROME07174, DROME07172, DROME07169, DROME07171, DROME07170, DROME07173, DROME07175	HELIO_03672
OG0000683	DROME11493, DROME11492	HELIO_12315
OG0000683	DROME01831	HELIO_10017
OG0000685	DROME01255, DROME01256, DROME01253, DROME01254	HELIO_04662
OG0000690	DROME09460	HELIO_00922
OG0000690	DROME13136	HELIO_05919
OG0000692	DROME13871, DROME13870	HELIO_12014
OG0000693	DROME01415, DROME01416, DROME01417, DROME01418	HELIO_09915
OG0000694	DROME18910	HELIO_05625
OG0000696	DROME04806, DROME04805, DROME04807, DROME04804, DROME04808	HELIO_04265
OG0000701	DROME19925, DROME19926, DROME06204, DROME17248	HELIO_11804, HELIO_02160
OG0000702	DROME02010	HELIO_09403
OG0000703	DROME18602, DROME10089, DROME09744, DROME10003, DROME10370, DROME10371, DROME17633	HELIO_02836
OG0000708	DROME21751, DROME21752	HELIO_04126
OG0000708	DROME18239	HELIO_01919
OG0000709	DROME01206	HELIO_05292
OG0000711	DROME08678	HELIO_01631
OG0000711	DROME09749, DROME09750	HELIO_03110
OG0000712	DROME20363, DROME20365, DROME20364, DROME20366, DROME20367, DROME12698, DROME12699, DROME12697	HELIO_10286
OG0000713	DROME14995	HELIO_07275, HELIO_11463, HELIO_06463, HELIO_00543, HELIO_02508
OG0000715	DROME09525, DROME09528, DROME09523, DROME09527, DROME09526, DROME09524	HELIO_06043
OG0000717	DROME21009	HELIO_06882
OG0000720	DROME08828	HELIO_02774
OG0000721	DROME21732	HELIO_03399
OG0000721	DROME19802, DROME19803, DROME19797, DROME19800, DROME19798, DROME19799, DROME19801	HELIO_06261
OG0000722	DROME08261, DROME08260, DROME13636, DROME13637	HELIO_05630
OG0000724	DROME18296, DROME18300, DROME18301, DROME18294, DROME18295, DROME18297, DROME18299, DROME18298	HELIO_09105
OG0000725	DROME01937	HELIO_00657
OG0000726	DROME21495, DROME21494, DROME21492, DROME21493	HELIO_04091
OG0000731	DROME03051, DROME03053, DROME03052	HELIO_11029
OG0000732	DROME00208, DROME00209	HELIO_08995
OG0000732	DROME15061	HELIO_10738
OG0000733	DROME17454	HELIO_03055
OG0000733	DROME15558, DROME15560, DROME15556, DROME15557, DROME15561, DROME15562, DROME15564, DROME15563, DROME15559	HELIO_00314
OG0000734	DROME17455	HELIO_05137
OG0000735	DROME13083, DROME13084, DROME13089, DROME13086, DROME13097, DROME13098, DROME13085, DROME13100, DROME13096, DROME13092, DROME13101, DROME13102, DROME13090, DROME13099, DROME13091, DROME13095, DROME13087, DROME13094, DROME13088, DROME13093	HELIO_11007
OG0000736	DROME02615, DROME02614	HELIO_10996, HELIO_10609
OG0000737	DROME16700, DROME16699, DROME17539, DROME17538, DROME17537, DROME17535, DROME17536, DROME17534, DROME17533	HELIO_05852
OG0000744	DROME09899	HELIO_12402, HELIO_04178
OG0000747	DROME04467	HELIO_08407, HELIO_11171, HELIO_00507
OG0000749	DROME10988, DROME10987	HELIO_00765, HELIO_00764
OG0000751	DROME06060, DROME06059, DROME06061, DROME06062	HELIO_11590
OG0000752	DROME15461	HELIO_01912
OG0000752	DROME09086	HELIO_05368
OG0000752	DROME20521, DROME11363	HELIO_02501
OG0000753	DROME16114, DROME16113	HELIO_08985, HELIO_08986
OG0000753	DROME22017, DROME22016, DROME22019, DROME22018, DROME22021	HELIO_11488
OG0000755	DROME04400, DROME04398, DROME04396, DROME04397, DROME04399	HELIO_04915
OG0000755	DROME04395	HELIO_07851
OG0000757	DROME07057	HELIO_03294
OG0000758	DROME04523, DROME04522, DROME04521	HELIO_08482, HELIO_08479
OG0000759	DROME11263, DROME11264, DROME11262, DROME11261, DROME01055, DROME03914, DROME03913, DROME01209, DROME01208	HELIO_08744
OG0000761	DROME04780, DROME04784, DROME04782, DROME04781, DROME04785, DROME04783	HELIO_06744, HELIO_05323
OG0000762	DROME02274, DROME02276, DROME02279, DROME02278, DROME02272, DROME02275, DROME02277, DROME02273	HELIO_04358
OG0000763	DROME19244, DROME19245, DROME19240, DROME19243, DROME19242, DROME19241, DROME19239, DROME19232, DROME19237, DROME19234, DROME19238, DROME19233, DROME19236, DROME19235	HELIO_12574
OG0000765	DROME04789, DROME04788	HELIO_01379
OG0000766	DROME06054, DROME06055, DROME01015	HELIO_09234, HELIO_02323, HELIO_06179
OG0000772	DROME13216	HELIO_08462
OG0000772	DROME03561, DROME03562, DROME03559, DROME03560, DROME03558, DROME03563	HELIO_06060, HELIO_07606, HELIO_02715
OG0000774	DROME18935, DROME18934	HELIO_08272
OG0000775	DROME05200	HELIO_06059, HELIO_08032, HELIO_04698
OG0000776	DROME20100, DROME20102, DROME20101	HELIO_04225, HELIO_09018
OG0000777	DROME05836	HELIO_06142
OG0000779	DROME13622	HELIO_11967
OG0000779	DROME20961	HELIO_02465
OG0000780	DROME16908	HELIO_08617, HELIO_08643, HELIO_08333
OG0000782	DROME04768, DROME04767, DROME04769, DROME04770, DROME04778, DROME04776, DROME04766, DROME04773, DROME04772, DROME04765, DROME04775, DROME04771, DROME04774, DROME04777	HELIO_03195
OG0000787	DROME06230	HELIO_09002
