Orthogroup	DROME	AENJA_ok
OG0000270	DROME08572, DROME08571, DROME08577, DROME08573, DROME08576, DROME08574, DROME08575	AENJA_14029
OG0000271	DROME19668, DROME19667	AENJA_07943, AENJA_08114
OG0000272	DROME15587, DROME15589, DROME15586, DROME15588	AENJA_04697
OG0000272	DROME05031, DROME05029, DROME05030	AENJA_06955
OG0000273	DROME09248, DROME09247, DROME10822, DROME20533	AENJA_14902
OG0000273	DROME11374, DROME11373	AENJA_10997
OG0000274	DROME03975, DROME03976, DROME03972, DROME03974, DROME03973, DROME17174, DROME21409	AENJA_13452, AENJA_15148, AENJA_15151, AENJA_06609, AENJA_16582, AENJA_02680, AENJA_09511, AENJA_09513, AENJA_09516
OG0000275	DROME13685	AENJA_06085
OG0000275	DROME06338	AENJA_02730
OG0000277	DROME03338, DROME03337, DROME03339, DROME03340, DROME03341, DROME03342	AENJA_21144
OG0000277	DROME03640, DROME03639, DROME21210, DROME21209, DROME08160	AENJA_08858
OG0000278	DROME19394, DROME09269, DROME19393	AENJA_24084
OG0000278	DROME02023	AENJA_12104
OG0000280	DROME06229	AENJA_21139
OG0000282	DROME05714	AENJA_08490
OG0000282	DROME11686	AENJA_08159
OG0000284	DROME17657	AENJA_16460, AENJA_16457, AENJA_23940, AENJA_23553, AENJA_12800, AENJA_09635, AENJA_14116, AENJA_03847, AENJA_00883, AENJA_14484
OG0000284	DROME09381, DROME09382	AENJA_03142, AENJA_20326
OG0000285	DROME00993	AENJA_13941, AENJA_20401, AENJA_20406, AENJA_19105, AENJA_07714, AENJA_19484, AENJA_02834, AENJA_06481, AENJA_21453, AENJA_25131
OG0000287	DROME09449, DROME09452, DROME09453, DROME09454, DROME09451, DROME09448, DROME09450, DROME09456, DROME09455	AENJA_16451
OG0000289	DROME14029, DROME14030, DROME14032, DROME14033, DROME16652, DROME14031, DROME07017, DROME07018, DROME16470, DROME04966, DROME16392, DROME16393, DROME16389, DROME16394, DROME13607, DROME12960, DROME12961, DROME12959, DROME12962	AENJA_13824
OG0000289	DROME10658, DROME10659	AENJA_15870
OG0000296	DROME17565, DROME17564, DROME17562, DROME17563	AENJA_22255
OG0000296	DROME19290, DROME19291	AENJA_15217
OG0000299	DROME07127, DROME07124, DROME07123	AENJA_07480
OG0000301	DROME01100, DROME01102, DROME01101	AENJA_26747
OG0000301	DROME18912, DROME14231, DROME14230	AENJA_18604
OG0000302	DROME06085	AENJA_15683
OG0000305	DROME05696, DROME05695, DROME05694, DROME14843, DROME05690, DROME05691, DROME05692	AENJA_23458
OG0000306	DROME18377, DROME18374, DROME18379, DROME18378, DROME18380, DROME18375, DROME18381, DROME18376	AENJA_01416
OG0000308	DROME05159	AENJA_15829, AENJA_04225
OG0000308	DROME12865	AENJA_18481
OG0000310	DROME16770	AENJA_12510, AENJA_19334, AENJA_10979, AENJA_16718, AENJA_13920, AENJA_20912, AENJA_20756
OG0000312	DROME07843, DROME07844, DROME07846, DROME07845	AENJA_11345
OG0000312	DROME16932	AENJA_19966
OG0000312	DROME10814, DROME10815	AENJA_05337
OG0000313	DROME02549, DROME02550	AENJA_16057
OG0000313	DROME21546	AENJA_23096, AENJA_17234, AENJA_00680, AENJA_01313
OG0000314	DROME09997, DROME09992, DROME09995, DROME09999, DROME09991, DROME09996, DROME09998, DROME10001, DROME09993, DROME10000, DROME09994	AENJA_19100
OG0000315	DROME06438, DROME06439, DROME06437	AENJA_08118
OG0000316	DROME10369	AENJA_23705
OG0000316	DROME19451, DROME19452	AENJA_08472
OG0000317	DROME12241	AENJA_18053
OG0000321	DROME16482	AENJA_07424
OG0000321	DROME05701, DROME05702	AENJA_02624
OG0000321	DROME13031	AENJA_23362
OG0000323	DROME18717, DROME18722, DROME18719, DROME18716, DROME18712, DROME18721, DROME18718, DROME18714, DROME18715, DROME18723, DROME18720, DROME18713	AENJA_20126
OG0000324	DROME20725	AENJA_25136, AENJA_18522
OG0000324	DROME02150	AENJA_21616, AENJA_08042, AENJA_09654, AENJA_25335, AENJA_08880, AENJA_06411, AENJA_05114
OG0000326	DROME20026, DROME20030, DROME20027, DROME20025, DROME20029, DROME20028, DROME20024	AENJA_25612
OG0000327	DROME03880, DROME09102	AENJA_09087, AENJA_11801, AENJA_16140
OG0000327	DROME19988, DROME19987, DROME19986, DROME19989, DROME19990, DROME19985, DROME19984	AENJA_26486
OG0000327	DROME19510	AENJA_12542
OG0000328	DROME07568, DROME07570, DROME07572, DROME07569, DROME07567, DROME07566, DROME07571, DROME13228, DROME13229, DROME13227, DROME13226, DROME13225, DROME13222, DROME13223, DROME13224, DROME13221	AENJA_09097
OG0000329	DROME07577, DROME07578	AENJA_14120, AENJA_25916
OG0000333	DROME19659	AENJA_06410, AENJA_00632
OG0000333	DROME12678, DROME11540	AENJA_22838, AENJA_15685
OG0000335	DROME11631, DROME11632, DROME11634, DROME11633, DROME11639, DROME11640, DROME01793	AENJA_01373, AENJA_01375, AENJA_01372
OG0000338	DROME21194, DROME21193	AENJA_13192
OG0000338	DROME04558	AENJA_22299
OG0000339	DROME16744	AENJA_00382, AENJA_19984, AENJA_00140, AENJA_14078, AENJA_02225
OG0000341	DROME01201, DROME01199, DROME01200	AENJA_00431
OG0000342	DROME17456	AENJA_17275
OG0000343	DROME13475, DROME13478, DROME13474, DROME13476, DROME13480, DROME13477, DROME13473, DROME13481, DROME13479	AENJA_04274
OG0000344	DROME19431	AENJA_20305, AENJA_14133, AENJA_05493
OG0000346	DROME17127, DROME17125, DROME17122, DROME17126, DROME17124, DROME17129, DROME17130, DROME17128, DROME17131, DROME17134, DROME17137, DROME17133, DROME17136, DROME17135, DROME17132, DROME17139, DROME17138	AENJA_22586, AENJA_15929
OG0000350	DROME03410, DROME08099	AENJA_19835
OG0000350	DROME00438	AENJA_06140, AENJA_03065
OG0000351	DROME07498, DROME02774	AENJA_04428
OG0000352	DROME14143, DROME14145, DROME14147, DROME14146, DROME14148, DROME14144	AENJA_13697
OG0000353	DROME09963, DROME09967, DROME09962, DROME09961, DROME09960, DROME09954, DROME09959, DROME09952, DROME09965, DROME09966, DROME09964, DROME09957, DROME09953, DROME09955, DROME09969, DROME09968, DROME18221	AENJA_12968
OG0000356	DROME01953	AENJA_05708
OG0000357	DROME13834	AENJA_16412
OG0000358	DROME07474	AENJA_15177
OG0000358	DROME00466, DROME00200, DROME00199	AENJA_10717
OG0000359	DROME11803	AENJA_07464
OG0000363	DROME18487	AENJA_12906, AENJA_18208, AENJA_26154, AENJA_03399
OG0000365	DROME05773, DROME05774, DROME15910	AENJA_08243, AENJA_08242
OG0000367	DROME13648, DROME13646, DROME13647	AENJA_21567
OG0000367	DROME15189, DROME15190, DROME15188	AENJA_15749
OG0000371	DROME01678, DROME02633, DROME02636	AENJA_14528, AENJA_04971, AENJA_19657, AENJA_18838
OG0000372	DROME09531	AENJA_22918
OG0000373	DROME14548, DROME20852, DROME16822	AENJA_10744
OG0000373	DROME20049, DROME20050	AENJA_18516
OG0000373	DROME07671, DROME06849, DROME07655, DROME22084, DROME00576	AENJA_11897
OG0000374	DROME04717, DROME04718, DROME04716	AENJA_24763
OG0000374	DROME00970, DROME00969, DROME00968, DROME00971	AENJA_15704
OG0000374	DROME04429, DROME04427, DROME04428	AENJA_10989
OG0000375	DROME21630	AENJA_21822
OG0000375	DROME07013	AENJA_14683
OG0000378	DROME09766, DROME09767	AENJA_09892
OG0000378	DROME02404, DROME02403, DROME02400, DROME02401	AENJA_03823
OG0000379	DROME09607	AENJA_25316
OG0000379	DROME21997, DROME22000, DROME21995, DROME22001, DROME21994, DROME21998	AENJA_13204
OG0000379	DROME02844	AENJA_16703
OG0000379	DROME07921	AENJA_14680
OG0000380	DROME05237	AENJA_08753, AENJA_20573, AENJA_13328, AENJA_08875
OG0000382	DROME01475	AENJA_05991
OG0000384	DROME14888, DROME14889	AENJA_22347
OG0000384	DROME03187, DROME03190, DROME03189, DROME03188	AENJA_22698, AENJA_12143
OG0000385	DROME05997, DROME09713, DROME09714, DROME09715, DROME05708, DROME05707	AENJA_16044, AENJA_12666, AENJA_12667, AENJA_16346
OG0000389	DROME17945	AENJA_06388
OG0000390	DROME01744, DROME01742, DROME02737, DROME01739, DROME01741	AENJA_23491, AENJA_23482, AENJA_23492, AENJA_06399
OG0000391	DROME04498, DROME04500, DROME04499	AENJA_23476
OG0000392	DROME13919, DROME13921, DROME13920	AENJA_11266
OG0000393	DROME13322	AENJA_20824
OG0000393	DROME20684	AENJA_11660
OG0000395	DROME04257, DROME04288, DROME04261, DROME04269, DROME04291, DROME04254, DROME04270, DROME04235, DROME04287, DROME04249, DROME04271, DROME04233, DROME04250, DROME04252, DROME04302, DROME04290, DROME04263, DROME04283, DROME04260, DROME04243, DROME04262, DROME04298, DROME04297, DROME04272, DROME04267, DROME04232, DROME04251, DROME04265, DROME04281, DROME04264, DROME04280, DROME04248, DROME04275, DROME04299, DROME04237, DROME04300, DROME04229, DROME04296, DROME04256, DROME04285, DROME04282, DROME04279, DROME04239, DROME04253, DROME04273, DROME04259, DROME04286, DROME04258, DROME04234, DROME04241, DROME04266, DROME04238, DROME04295, DROME04242, DROME04247, DROME04293, DROME04289, DROME04301, DROME04246, DROME04231, DROME04278	AENJA_17521
OG0000397	DROME14885	AENJA_26085
OG0000399	DROME21835	AENJA_11784, AENJA_23430, AENJA_13359, AENJA_24563, AENJA_03668
OG0000399	DROME12205, DROME12206	AENJA_14143
OG0000401	DROME20041	AENJA_10211, AENJA_22375
OG0000402	DROME11245, DROME11246	AENJA_01108
OG0000402	DROME12090	AENJA_20115
OG0000403	DROME06350	AENJA_04017, AENJA_04018, AENJA_10837, AENJA_13145, AENJA_22049, AENJA_05868, AENJA_25063
OG0000404	DROME17748	AENJA_26390
OG0000404	DROME20525	AENJA_17116
OG0000404	DROME16096	AENJA_13308, AENJA_13309
OG0000409	DROME19502	AENJA_11040
OG0000409	DROME11210, DROME11209	AENJA_00845, AENJA_01104
OG0000411	DROME16025, DROME16024, DROME16016, DROME16020, DROME16017, DROME16021, DROME16026, DROME16027, DROME16018, DROME16023, DROME16014, DROME16022, DROME16015, DROME16019, DROME16028	AENJA_11832
OG0000412	DROME09076	AENJA_21404
OG0000412	DROME15681, DROME15682	AENJA_26231
OG0000412	DROME02464, DROME13336, DROME13334, DROME13335, DROME15399	AENJA_11362
OG0000413	DROME21174	AENJA_18235
OG0000413	DROME15279, DROME15278	AENJA_12102
OG0000415	DROME01505, DROME01506	AENJA_07725, AENJA_26662, AENJA_26660, AENJA_23952
OG0000419	DROME15435, DROME02118, DROME02117, DROME18475, DROME01671, DROME00269, DROME15434, DROME15436, DROME00268, DROME00270	AENJA_25245, AENJA_25372, AENJA_25244
OG0000420	DROME02672	AENJA_05214, AENJA_14372, AENJA_14000, AENJA_14371, AENJA_25418, AENJA_12757, AENJA_24304
OG0000424	DROME02090, DROME02075, DROME02066, DROME02076, DROME02077, DROME02078, DROME02064, DROME02063, DROME02062, DROME02065, DROME02081, DROME12353, DROME17176, DROME17175, DROME00623, DROME03850, DROME03851, DROME06196, DROME14713, DROME14583, DROME14582, DROME14580, DROME14579, DROME14581, DROME08237, DROME08236, DROME08235	AENJA_15205, AENJA_15202, AENJA_26752
OG0000425	DROME14160, DROME14161, DROME14159, DROME14158	AENJA_24235
OG0000426	DROME16357, DROME16356	AENJA_16516
OG0000426	DROME09933, DROME09928, DROME09929, DROME09932, DROME09931, DROME09930, DROME09934	AENJA_15654
OG0000427	DROME05699, DROME05698	AENJA_16219
OG0000427	DROME18355, DROME18356	AENJA_26175
OG0000429	DROME19525, DROME07553, DROME07552, DROME06812	AENJA_21410, AENJA_01381
OG0000430	DROME20475	AENJA_01511
OG0000431	DROME05704	AENJA_03019
OG0000431	DROME12301, DROME12300	AENJA_19097
OG0000431	DROME11410, DROME11409, DROME11408	AENJA_17426
OG0000432	DROME05881, DROME05880, DROME05879, DROME02818, DROME02819, DROME02816, DROME02817, DROME02883	AENJA_08549
OG0000433	DROME00007, DROME00005, DROME00004, DROME00006	AENJA_24860
OG0000433	DROME20425, DROME20423, DROME20424	AENJA_10323
OG0000435	DROME05837	AENJA_25030
OG0000435	DROME03996, DROME03995	AENJA_23148
OG0000442	DROME13942	AENJA_21364
OG0000442	DROME12188	AENJA_20819
OG0000442	DROME01916	AENJA_08940
OG0000443	DROME14734, DROME14735, DROME14732, DROME14733	AENJA_15885
OG0000444	DROME21032	AENJA_22469
OG0000445	DROME06725, DROME06723, DROME06724, DROME20153, DROME20152	AENJA_02867, AENJA_01957, AENJA_03366, AENJA_08087, AENJA_03365
OG0000446	DROME07092	AENJA_17227
OG0000446	DROME06421	AENJA_16673
OG0000446	DROME06051, DROME06050	AENJA_15743
OG0000447	DROME20929, DROME20928	AENJA_07978
OG0000450	DROME16711, DROME16712	AENJA_18743, AENJA_10311
OG0000461	DROME17428	AENJA_22982
OG0000461	DROME03657, DROME03656	AENJA_10288
OG0000463	DROME20596, DROME20593, DROME20591, DROME20594, DROME20592, DROME20598, DROME20599, DROME20595, DROME20597	AENJA_15755
OG0000465	DROME11515, DROME11516	AENJA_23068
OG0000465	DROME03278	AENJA_20709
OG0000466	DROME06663, DROME06661, DROME06536	AENJA_17370
OG0000467	DROME21658, DROME21660, DROME21659	AENJA_24285
OG0000469	DROME18292, DROME18291, DROME18290	AENJA_19006
OG0000470	DROME21570, DROME21569	AENJA_05899
OG0000470	DROME21239	AENJA_25964
OG0000472	DROME14775	AENJA_19704
OG0000474	DROME17475, DROME17476	AENJA_20251
OG0000475	DROME08667, DROME08669, DROME08666, DROME08668	AENJA_22558
OG0000476	DROME19464, DROME19463	AENJA_25489
OG0000476	DROME18050	AENJA_12956, AENJA_25847
OG0000477	DROME04864, DROME04863, DROME04862, DROME04860, DROME04861, DROME12702, DROME12706, DROME12705, DROME12703	AENJA_11250, AENJA_02796
OG0000479	DROME19907, DROME19910, DROME19906, DROME19908, DROME19909, DROME19905, DROME19911	AENJA_20878
OG0000480	DROME18226, DROME18222, DROME18229, DROME18223, DROME18227, DROME18225, DROME18224, DROME18228	AENJA_14480
OG0000481	DROME21853	AENJA_16592
OG0000481	DROME19418	AENJA_22951
OG0000481	DROME01481	AENJA_11417
OG0000482	DROME00092, DROME00094, DROME00093, DROME00096, DROME00095	AENJA_18772
OG0000482	DROME19126, DROME19125	AENJA_18773
OG0000485	DROME01103, DROME01104, DROME14453	AENJA_01157, AENJA_13767
OG0000486	DROME11708	AENJA_24911, AENJA_01412
OG0000488	DROME14757, DROME14755, DROME14754	AENJA_10931
OG0000489	DROME15521, DROME15528, DROME15520, DROME15527, DROME15526, DROME15523, DROME15530, DROME15524, DROME15531, DROME15525, DROME15522, DROME15529	AENJA_12938
OG0000490	DROME19662, DROME19663, DROME19666, DROME19664, DROME19665	AENJA_13962
OG0000497	DROME19794, DROME19793	AENJA_14446
OG0000497	DROME03293, DROME03295, DROME03292, DROME03294	AENJA_20917
OG0000498	DROME20580, DROME20579, DROME20582, DROME20577, DROME20581, DROME20578	AENJA_19515
OG0000503	DROME08711, DROME08712	AENJA_26692
OG0000503	DROME00919, DROME00918	AENJA_02664
OG0000504	DROME06008, DROME06009, DROME06004, DROME06006, DROME06005, DROME06007, DROME06011	AENJA_07620
OG0000505	DROME09303	AENJA_11465
OG0000506	DROME20212, DROME20211, DROME20206, DROME20208, DROME20209, DROME20213, DROME20215, DROME20219, DROME20218, DROME20214, DROME20216, DROME20217	AENJA_21734
OG0000508	DROME02055	AENJA_05447
OG0000508	DROME08723, DROME08722, DROME08721	AENJA_18700, AENJA_18701
OG0000510	DROME17661, DROME17660, DROME17663, DROME17662, DROME17659, DROME15630, DROME15629, DROME02254	AENJA_13229, AENJA_13230
OG0000513	DROME18217, DROME18219, DROME18220, DROME18218, DROME18215, DROME18216	AENJA_22025, AENJA_22031
OG0000514	DROME10575, DROME10574, DROME10569, DROME10572, DROME10570, DROME10576, DROME10573, DROME10571	AENJA_24585
OG0000519	DROME08599	AENJA_13197, AENJA_00264
OG0000520	DROME12834	AENJA_19532
OG0000520	DROME14866, DROME14865	AENJA_00693
OG0000521	DROME16066, DROME16068, DROME16065, DROME16069, DROME16070, DROME16071, DROME16067	AENJA_00888
OG0000523	DROME01790	AENJA_23211
OG0000524	DROME16877, DROME16870, DROME16868, DROME16873, DROME16869, DROME16871, DROME16876, DROME16872, DROME16879, DROME16874, DROME16867, DROME16865, DROME16862, DROME16878, DROME16863, DROME16859, DROME16860, DROME16875, DROME16880, DROME16866, DROME16864, DROME16861, DROME16858	AENJA_03124
OG0000525	DROME10425	AENJA_05189
OG0000525	DROME20723, DROME20724, DROME20720, DROME20721	AENJA_24865
OG0000528	DROME11293, DROME11294, DROME11295, DROME11296	AENJA_10012
OG0000530	DROME18198, DROME18195, DROME18196, DROME18193, DROME18191, DROME18192, DROME18194, DROME18190, DROME18199, DROME18197	AENJA_14711
OG0000532	DROME01047, DROME12257	AENJA_06922
OG0000534	DROME11197, DROME11196, DROME11195, DROME11194	AENJA_07190
OG0000537	DROME00913	AENJA_17430
OG0000542	DROME03950	AENJA_00918, AENJA_03212
OG0000545	DROME09189, DROME09193, DROME09192, DROME09190, DROME09191	AENJA_10948
OG0000545	DROME21375, DROME21376, DROME21377	AENJA_15907
OG0000548	DROME12062, DROME12064, DROME12063	AENJA_14730, AENJA_19997
OG0000549	DROME15009	AENJA_17344, AENJA_17342
OG0000550	DROME18341, DROME18338, DROME18340, DROME18339, DROME18337	AENJA_25194
OG0000551	DROME20755, DROME20754, DROME20757, DROME20756, DROME17228, DROME20767, DROME20760, DROME20758, DROME20761, DROME20765, DROME13495, DROME20763, DROME20762, DROME20766	AENJA_18612, AENJA_25358
OG0000552	DROME03162, DROME03867	AENJA_18702, AENJA_23603
OG0000553	DROME21018, DROME21017, DROME21019	AENJA_25732
OG0000554	DROME13166, DROME13165, DROME13164	AENJA_25501
OG0000560	DROME17254	AENJA_26784, AENJA_05002, AENJA_05259, AENJA_05258, AENJA_11328, AENJA_13330, AENJA_03885, AENJA_09501, AENJA_00484, AENJA_09500, AENJA_00930, AENJA_00927
OG0000561	DROME01983, DROME01984	AENJA_18412
OG0000562	DROME02768, DROME02766, DROME02765, DROME02767, DROME02764	AENJA_25856
OG0000562	DROME21192	AENJA_02716
OG0000564	DROME15769	AENJA_10935
OG0000564	DROME17396	AENJA_18770
OG0000566	DROME04343, DROME04344, DROME04345	AENJA_14810
OG0000567	DROME15246, DROME04098, DROME04097, DROME15019	AENJA_23422
OG0000572	DROME13193, DROME13191, DROME13190, DROME13192	AENJA_05866
OG0000573	DROME20963	AENJA_05835
OG0000573	DROME19690	AENJA_03220
OG0000574	DROME20472	AENJA_03681, AENJA_21909
OG0000574	DROME13727	AENJA_24754
OG0000575	DROME03938	AENJA_04710
OG0000576	DROME12649, DROME12657, DROME12653, DROME12651, DROME12650, DROME12655, DROME12654, DROME12648, DROME12652, DROME12656	AENJA_05569
OG0000578	DROME00903, DROME00906, DROME00904, DROME00909, DROME00905, DROME00907, DROME00908	AENJA_09428
OG0000579	DROME18276, DROME18279, DROME18282, DROME18281, DROME18280, DROME18278, DROME18277	AENJA_18819, AENJA_12593, AENJA_20737, AENJA_22778
OG0000580	DROME05049, DROME05053, DROME05052, DROME05051, DROME05054, DROME05047, DROME05050, DROME05048, DROME05055	AENJA_13580
OG0000581	DROME04316	AENJA_15345
OG0000581	DROME12403	AENJA_15344
OG0000582	DROME21391, DROME21390, DROME21388, DROME21389, DROME21385, DROME21387, DROME21386, DROME21392, DROME21393	AENJA_17591
OG0000583	DROME11759, DROME11760, DROME11761, DROME11765, DROME11762, DROME11766	AENJA_17607
OG0000588	DROME00241, DROME00240, DROME20059, DROME09587	AENJA_02286
OG0000589	DROME21469, DROME21464, DROME21466, DROME21463, DROME21468, DROME21471, DROME21470, DROME21465, DROME21467	AENJA_05016
OG0000590	DROME00417	AENJA_19774
OG0000591	DROME20132, DROME20133, DROME20134	AENJA_25061
OG0000591	DROME02758	AENJA_08335, AENJA_08330, AENJA_08329
OG0000593	DROME07365, DROME07366	AENJA_21036
OG0000594	DROME15095, DROME15096, DROME15094	AENJA_00502, AENJA_08887, AENJA_21333, AENJA_15216, AENJA_13904
OG0000597	DROME04131, DROME04129, DROME04130	AENJA_10748
OG0000600	DROME15794, DROME15792, DROME15791, DROME15789, DROME15786, DROME15790, DROME15788, DROME15787, DROME15793, DROME15795, DROME15797, DROME15796	AENJA_07369
OG0000601	DROME21591, DROME21589, DROME21590	AENJA_07534
OG0000602	DROME10244	AENJA_17434
OG0000602	DROME11259, DROME11258	AENJA_11021
OG0000603	DROME16375, DROME16373, DROME16372, DROME16376, DROME16374	AENJA_20949
OG0000604	DROME04675, DROME04678, DROME04673, DROME04681, DROME04677, DROME04672, DROME04674, DROME04680, DROME04676, DROME04679	AENJA_26538
OG0000607	DROME11536, DROME11535	AENJA_06811
OG0000608	DROME19052, DROME19054	AENJA_01735
OG0000610	DROME02040, DROME02039, DROME02041	AENJA_25857
OG0000611	DROME19843, DROME19842, DROME19846, DROME19847, DROME19844, DROME19845, DROME19841	AENJA_15613
OG0000611	DROME01553, DROME01552, DROME01554	AENJA_13627
OG0000612	DROME04304	AENJA_06346
OG0000614	DROME20120, DROME20121, DROME20122, DROME20119	AENJA_17421
OG0000615	DROME09018, DROME09015, DROME09017, DROME09016, DROME09014, DROME09019	AENJA_18501, AENJA_11134
OG0000617	DROME17414	AENJA_19025
OG0000619	DROME01411, DROME01409, DROME01406, DROME01407, DROME01404, DROME01403, DROME01408, DROME01405, DROME01410	AENJA_15723
OG0000621	DROME12043	AENJA_00213, AENJA_21564, AENJA_24296, AENJA_05327, AENJA_11355
OG0000622	DROME02917	AENJA_14042, AENJA_14037, AENJA_14044, AENJA_12400, AENJA_06185, AENJA_22483, AENJA_16429, AENJA_22478, AENJA_15635, AENJA_24634, AENJA_09957, AENJA_04505, AENJA_00676, AENJA_00677
