Orthogroup	DROME	ORYLA
OG0000183	DROME07200, DROME07199, DROME07201, DROME07198, DROME07192, DROME07195, DROME07191, DROME07194, DROME07196, DROME07193	ORYLA03838, ORYLA03086, ORYLA10707, ORYLA07386, ORYLA05009, ORYLA00092
OG0000183	DROME07008	ORYLA03426, ORYLA09404, ORYLA03815
OG0000185	DROME20734, DROME20737, DROME20736, DROME20733, DROME20732, DROME20735	ORYLA13347, ORYLA06994, ORYLA13348
OG0000185	DROME12225, DROME12226	ORYLA12658, ORYLA02266, ORYLA07574
OG0000185	DROME03791, DROME03792	ORYLA11753, ORYLA05335
OG0000188	DROME16886, DROME16887	ORYLA02679, ORYLA17741, ORYLA00508
OG0000195	DROME10558, DROME10557, DROME10559, DROME09087	ORYLA09172, ORYLA07416
OG0000197	DROME14335, DROME14334, DROME14336	ORYLA02119, ORYLA10283, ORYLA11398, ORYLA10168, ORYLA05652
OG0000198	DROME17687	ORYLA19780, ORYLA16521
OG0000200	DROME04138, DROME04137, DROME04136, DROME04135, DROME04133, DROME04134, DROME04139, DROME04140, DROME06874, DROME04143, DROME04206, DROME03566, DROME03565, DROME01582, DROME04144	ORYLA13420, ORYLA03633
OG0000201	DROME11047	ORYLA16516, ORYLA00614, ORYLA00794, ORYLA17010
OG0000201	DROME19450	ORYLA17554, ORYLA04556, ORYLA03543
OG0000201	DROME18513, DROME18512, DROME18511, DROME18514	ORYLA11410, ORYLA04401, ORYLA17966
OG0000202	DROME14920, DROME14921	ORYLA08109, ORYLA18114, ORYLA17987, ORYLA05097, ORYLA08265, ORYLA07710, ORYLA01328, ORYLA04936, ORYLA08130, ORYLA06184
OG0000203	DROME04489	ORYLA02186, ORYLA05651, ORYLA02226
OG0000203	DROME17201, DROME17204, DROME17194, DROME17195, DROME17203, DROME17199, DROME17193, DROME21480	ORYLA03787
OG0000204	DROME20315, DROME20314, DROME20316, DROME20317, DROME15810, DROME15809, DROME15807, DROME15808	ORYLA14989, ORYLA12052, ORYLA10864
OG0000204	DROME10849, DROME10848	ORYLA14833, ORYLA12329, ORYLA11040
OG0000205	DROME20772, DROME20771, DROME20775, DROME20777, DROME20773, DROME20774, DROME20776	ORYLA10735, ORYLA11823, ORYLA04847, ORYLA00096
OG0000205	DROME06842, DROME06843	ORYLA08886, ORYLA07839, ORYLA16466, ORYLA01806
OG0000205	DROME08187	ORYLA08887, ORYLA07906, ORYLA16386, ORYLA08645, ORYLA09823
OG0000207	DROME06000	ORYLA12926, ORYLA15852, ORYLA20450, ORYLA04172, ORYLA06174, ORYLA15820
OG0000208	DROME02132	ORYLA16091, ORYLA04477, ORYLA03969, ORYLA14541
OG0000211	DROME17290	ORYLA04972
OG0000220	DROME16094, DROME16093, DROME16092, DROME21087, DROME21089, DROME21088	ORYLA00491, ORYLA02670, ORYLA08075, ORYLA04983, ORYLA02915
OG0000222	DROME09565, DROME16074, DROME09564, DROME04893, DROME12542, DROME12543, DROME13909, DROME07721, DROME07723, DROME07722, DROME20893, DROME03346, DROME18058, DROME18059	ORYLA03527, ORYLA14496, ORYLA13104, ORYLA13105
OG0000223	DROME10256	ORYLA10038, ORYLA11518
OG0000225	DROME11929	ORYLA10962, ORYLA15835, ORYLA13765, ORYLA15534, ORYLA19091, ORYLA15739, ORYLA02794, ORYLA01507
OG0000226	DROME14660	ORYLA08515
OG0000227	DROME20242	ORYLA09705, ORYLA16473
OG0000227	DROME06362, DROME06368, DROME06369, DROME06365	ORYLA08058, ORYLA16479, ORYLA19592
OG0000227	DROME04927, DROME04926	ORYLA07005, ORYLA07006, ORYLA13332
OG0000229	DROME04047	ORYLA09298, ORYLA09346
OG0000231	DROME06449, DROME06448	ORYLA01387, ORYLA04281, ORYLA19832, ORYLA13508, ORYLA19448, ORYLA09456
OG0000231	DROME07628, DROME07629	ORYLA08962
OG0000232	DROME02286, DROME02285, DROME02281, DROME02282	ORYLA20493
OG0000234	DROME11138, DROME11135, DROME11141, DROME11133, DROME11139, DROME11144, DROME11137, DROME11134, DROME11136, DROME11140, DROME11145, DROME11132, DROME11143	ORYLA13000, ORYLA14105, ORYLA12637, ORYLA05772, ORYLA01693
OG0000234	DROME02357, DROME02356, DROME02359, DROME02355, DROME02358, DROME02367, DROME02366, DROME02368, DROME02364, DROME02365	ORYLA11249, ORYLA14751
OG0000235	DROME11735	ORYLA07335
OG0000236	DROME03355	ORYLA12896, ORYLA06350
OG0000238	DROME01901, DROME01902	ORYLA07768
OG0000238	DROME05364, DROME05367, DROME05366, DROME05365, DROME05361, DROME05360, DROME05362, DROME05359, DROME05357, DROME05358	ORYLA07061, ORYLA18743, ORYLA15964, ORYLA06983
OG0000239	DROME05270, DROME05269, DROME05271, DROME05268	ORYLA16412, ORYLA07887, ORYLA08904, ORYLA06616, ORYLA09375, ORYLA08385
OG0000239	DROME19712, DROME19710, DROME19709, DROME19707, DROME19705, DROME19704, DROME19703, DROME19706, DROME19702, DROME19701, DROME19711, DROME19708	ORYLA11432, ORYLA10759
OG0000239	DROME03549, DROME03548, DROME03550, DROME03551	ORYLA19462, ORYLA07829, ORYLA05627, ORYLA01800
OG0000240	DROME20536, DROME04915, DROME04914, DROME21863, DROME21862	ORYLA18684
OG0000242	DROME19192, DROME19194, DROME19193, DROME19191, DROME20266, DROME20267, DROME20264, DROME20265	ORYLA11284, ORYLA20306
OG0000246	DROME13185, DROME13186, DROME13188, DROME13187	ORYLA17250
OG0000248	DROME01997, DROME05927, DROME05926, DROME05929, DROME05928	ORYLA10227
OG0000249	DROME06788, DROME01687, DROME01688, DROME01683, DROME01684, DROME01686, DROME01685	ORYLA12187, ORYLA13559, ORYLA06845, ORYLA17407, ORYLA06062, ORYLA01610
OG0000250	DROME14382	ORYLA14962
OG0000250	DROME11256, DROME11255, DROME11257	ORYLA16891
OG0000251	DROME21783	ORYLA19579, ORYLA14495
OG0000251	DROME12998, DROME12997	ORYLA09347, ORYLA13883, ORYLA03324
OG0000255	DROME15943	ORYLA04331
OG0000255	DROME20722, DROME05791, DROME18596	ORYLA12113
OG0000256	DROME08251, DROME08252, DROME07911, DROME07910, DROME02059, DROME02058	ORYLA02742, ORYLA16602, ORYLA00877
OG0000257	DROME01840, DROME01838, DROME01839, DROME01837	ORYLA07342, ORYLA19508, ORYLA14895
OG0000258	DROME06596, DROME06597, DROME06595, DROME06598, DROME06594	ORYLA05816, ORYLA16736, ORYLA00803, ORYLA19450, ORYLA00543
OG0000258	DROME20383	ORYLA13731, ORYLA14055, ORYLA11238
OG0000258	DROME17641, DROME17639, DROME17640	ORYLA10418, ORYLA04818, ORYLA08148
OG0000260	DROME17607, DROME17608, DROME17606	ORYLA10907, ORYLA18428, ORYLA15874
OG0000260	DROME16635, DROME16636	ORYLA17877, ORYLA08131, ORYLA01145
OG0000265	DROME20971, DROME20976, DROME20973, DROME20972, DROME20977, DROME20974, DROME20975	ORYLA12872, ORYLA06630, ORYLA16609, ORYLA00871, ORYLA18135, ORYLA02583
OG0000265	DROME00452	ORYLA17739, ORYLA10912, ORYLA14726
OG0000266	DROME08002, DROME09124	ORYLA00536
OG0000268	DROME00943, DROME00944	ORYLA05672, ORYLA09801, ORYLA05671
OG0000270	DROME17877, DROME17878, DROME17879	ORYLA04819, ORYLA10416, ORYLA10417, ORYLA03104
OG0000270	DROME14671, DROME14672, DROME14673, DROME14674	ORYLA04109, ORYLA11496
OG0000270	DROME08572, DROME08571, DROME08577, DROME08573, DROME08576, DROME08574, DROME08575	ORYLA10746, ORYLA03400
OG0000271	DROME03592	ORYLA19394, ORYLA07853, ORYLA07854, ORYLA16440, ORYLA12237, ORYLA01772, ORYLA18841, ORYLA19666, ORYLA08907, ORYLA06205
OG0000272	DROME15587, DROME15589, DROME15586, DROME15588	ORYLA04557, ORYLA03537
OG0000272	DROME05031, DROME05029, DROME05030	ORYLA05346, ORYLA10396, ORYLA15887, ORYLA20158
OG0000273	DROME09248, DROME09247, DROME10822, DROME20533	ORYLA13171
OG0000273	DROME11374, DROME11373, DROME18659, DROME18660, DROME13047	ORYLA05785, ORYLA16265, ORYLA00791
OG0000273	DROME08809, DROME08810	ORYLA17595
OG0000273	DROME18369	ORYLA11307
OG0000275	DROME13685	ORYLA10602
OG0000275	DROME06338	ORYLA01109
OG0000277	DROME03338, DROME03337, DROME03339, DROME03340, DROME03341, DROME03342	ORYLA07913, ORYLA13592, ORYLA17906
OG0000277	DROME03640, DROME03639, DROME21210, DROME21209, DROME08160	ORYLA04770, ORYLA02631, ORYLA17515, ORYLA01293
OG0000278	DROME09269	ORYLA04407
OG0000278	DROME00752	ORYLA13179
OG0000278	DROME02023	ORYLA04766
OG0000280	DROME14500, DROME14502, DROME14501, DROME14499	ORYLA17698
OG0000280	DROME06229	ORYLA12009, ORYLA14903
OG0000282	DROME05714	ORYLA00210, ORYLA09022
OG0000282	DROME11686	ORYLA01496
OG0000284	DROME17657	ORYLA12966, ORYLA01651, ORYLA17103, ORYLA18256
OG0000284	DROME09381, DROME09382	ORYLA20455, ORYLA00383
OG0000285	DROME00993	ORYLA18449, ORYLA08261
OG0000287	DROME21610, DROME21611, DROME21612, DROME21613	ORYLA02857, ORYLA04080, ORYLA03158
OG0000288	DROME03357, DROME03358, DROME01394, DROME03352, DROME03350, DROME03351, DROME01393	ORYLA06317
OG0000289	DROME14029, DROME14030, DROME14032, DROME14033, DROME16652, DROME14031, DROME07017, DROME07018, DROME16470, DROME04966, DROME16392, DROME16393, DROME16389, DROME16394, DROME13607, DROME12960, DROME12961, DROME12959, DROME12962	ORYLA13565, ORYLA06948, ORYLA17464
OG0000289	DROME10658, DROME10659	ORYLA11776
OG0000296	DROME19290, DROME19291	ORYLA17335, ORYLA12148
OG0000299	DROME07127, DROME07124, DROME07123	ORYLA06308, ORYLA15623
OG0000300	DROME21869	ORYLA05324
OG0000301	DROME01100, DROME01102, DROME01101	ORYLA04812, ORYLA01309, ORYLA19598, ORYLA07696
OG0000301	DROME18912, DROME14231, DROME14230	ORYLA11071, ORYLA15337, ORYLA12907
OG0000302	DROME06085	ORYLA08419
OG0000303	DROME17507, DROME19687	ORYLA16302
OG0000305	DROME05696, DROME05695, DROME05694, DROME14843, DROME05690, DROME05691, DROME05692	ORYLA05505
OG0000305	DROME04466	ORYLA02167, ORYLA05631, ORYLA20085, ORYLA06691, ORYLA14370, ORYLA15761
OG0000306	DROME18377, DROME18374, DROME18379, DROME18378, DROME18380, DROME18375, DROME18381, DROME18376	ORYLA04450, ORYLA08161, ORYLA04852, ORYLA02312, ORYLA17215, ORYLA00329, ORYLA19413
OG0000308	DROME05159	ORYLA01851
OG0000308	DROME12865	ORYLA08982
OG0000310	DROME16770	ORYLA09618
OG0000312	DROME07843, DROME07844, DROME07846, DROME07845	ORYLA12072, ORYLA02919
OG0000312	DROME16932	ORYLA07558
OG0000312	DROME10814, DROME10815	ORYLA20410, ORYLA04032
OG0000313	DROME15510	ORYLA07713, ORYLA09993
OG0000313	DROME02549, DROME02550	ORYLA12846, ORYLA05854
OG0000314	DROME09997, DROME09992, DROME09995, DROME09999, DROME09991, DROME09996, DROME09998, DROME10001, DROME09993, DROME10000, DROME09994	ORYLA07735, ORYLA16991, ORYLA16992, ORYLA16282, ORYLA05811
OG0000315	DROME13631	ORYLA10390, ORYLA03355
OG0000315	DROME06438, DROME06439, DROME06437	ORYLA09757, ORYLA06311, ORYLA09200
OG0000316	DROME10369	ORYLA05028, ORYLA00489, ORYLA00488
OG0000316	DROME07384	ORYLA06812, ORYLA13482
OG0000317	DROME12241	ORYLA11482, ORYLA19885, ORYLA01724, ORYLA05343
OG0000321	DROME16482	ORYLA12958, ORYLA02627
OG0000321	DROME05701, DROME05702	ORYLA16703, ORYLA00623
OG0000321	DROME13031	ORYLA09493, ORYLA09170, ORYLA01006, ORYLA09494, ORYLA09171
OG0000322	DROME08431, DROME08430, DROME08432, DROME15309, DROME03869, DROME08433, DROME01395, DROME01498, DROME00116, DROME16124, DROME08429	ORYLA02330, ORYLA02329
OG0000323	DROME18717, DROME18722, DROME18719, DROME18716, DROME18712, DROME18721, DROME18718, DROME18714, DROME18715, DROME18723, DROME18720, DROME18713	ORYLA06414, ORYLA19842, ORYLA10008
OG0000324	DROME20725	ORYLA07966, ORYLA20418, ORYLA04710, ORYLA08782
OG0000326	DROME20026, DROME20030, DROME20027, DROME20025, DROME20029, DROME20028, DROME20024	ORYLA13891, ORYLA06903, ORYLA03641, ORYLA04182
OG0000332	DROME16141	ORYLA02409
OG0000333	DROME19659	ORYLA02740
OG0000338	DROME21194, DROME21193	ORYLA03979, ORYLA03456, ORYLA02319
OG0000338	DROME21975	ORYLA17367, ORYLA06348
OG0000338	DROME04558	ORYLA01999, ORYLA20309, ORYLA06130
OG0000339	DROME16744	ORYLA13968
OG0000341	DROME01201, DROME01199, DROME01200	ORYLA09071, ORYLA11727, ORYLA13974, ORYLA02031
OG0000342	DROME17456	ORYLA15618
OG0000343	DROME13475, DROME13478, DROME13474, DROME13476, DROME13480, DROME13477, DROME13473, DROME13481, DROME13479	ORYLA11766, ORYLA05311, ORYLA03936, ORYLA03297
OG0000344	DROME19431	ORYLA04585, ORYLA07404, ORYLA00179, ORYLA17833, ORYLA14335, ORYLA16434, ORYLA18073
OG0000346	DROME17127, DROME17125, DROME17122, DROME17126, DROME17124, DROME17129, DROME17130, DROME17128, DROME17131, DROME17134, DROME17137, DROME17133, DROME17136, DROME17135, DROME17132, DROME17139, DROME17138	ORYLA17074, ORYLA17069, ORYLA00274, ORYLA18239, ORYLA06649, ORYLA13251, ORYLA13252, ORYLA02973
OG0000350	DROME03410, DROME08099	ORYLA15941, ORYLA15940, ORYLA14279, ORYLA08983, ORYLA05129, ORYLA01930
OG0000350	DROME00438	ORYLA09458, ORYLA10263, ORYLA11347
OG0000352	DROME14143, DROME14145, DROME14147, DROME14146, DROME14148, DROME14144	ORYLA02626, ORYLA13214, ORYLA13215, ORYLA16805, ORYLA00708, ORYLA00709
OG0000353	DROME09963, DROME09967, DROME09962, DROME09961, DROME09960, DROME09954, DROME09959, DROME09952, DROME09965, DROME09966, DROME09964, DROME09957, DROME09953, DROME09955, DROME09969, DROME09968, DROME18221	ORYLA17564, ORYLA02784, ORYLA04909, ORYLA00328
OG0000356	DROME01295, DROME01294	ORYLA03036
OG0000356	DROME01953	ORYLA20188, ORYLA13681
OG0000357	DROME13834	ORYLA01112, ORYLA00674, ORYLA02665, ORYLA17822
OG0000358	DROME07474	ORYLA20349
OG0000358	DROME00466, DROME00200, DROME00199	ORYLA11098, ORYLA15332
OG0000359	DROME11803	ORYLA09391, ORYLA16382
OG0000363	DROME18487	ORYLA12525, ORYLA06099, ORYLA19085, ORYLA08262, ORYLA01904
OG0000367	DROME13648, DROME13646, DROME13647	ORYLA11251, ORYLA13727, ORYLA14050
OG0000367	DROME15189, DROME15190, DROME15188	ORYLA15500, ORYLA07069, ORYLA11818
OG0000371	DROME01678, DROME02633, DROME02636	ORYLA07825, ORYLA07827, ORYLA07826, ORYLA07824
OG0000372	DROME09531	ORYLA16999, ORYLA12426
OG0000373	DROME20049, DROME20050	ORYLA10269, ORYLA07659
OG0000374	DROME04717, DROME04718, DROME04716	ORYLA19024, ORYLA09807, ORYLA15744
OG0000374	DROME00970, DROME00969, DROME00968, DROME00971	ORYLA04768, ORYLA17516, ORYLA02630
OG0000374	DROME04429, DROME04427, DROME04428	ORYLA15743, ORYLA10304, ORYLA09808
OG0000375	DROME21630	ORYLA16528, ORYLA07976, ORYLA16760, ORYLA08298, ORYLA07775, ORYLA08187, ORYLA08185, ORYLA16640
OG0000375	DROME07013	ORYLA04642
OG0000378	DROME09766, DROME09767	ORYLA05982, ORYLA05320, ORYLA08586, ORYLA09562, ORYLA01469
OG0000378	DROME02404, DROME02403, DROME02400, DROME02401	ORYLA04523, ORYLA09575, ORYLA01926, ORYLA05901
OG0000379	DROME09607	ORYLA03532
OG0000379	DROME21997, DROME22000, DROME21995, DROME22001, DROME21994, DROME21998	ORYLA08182
OG0000379	DROME02844	ORYLA00689
OG0000379	DROME07921	ORYLA02012
OG0000382	DROME01475	ORYLA15461, ORYLA14549, ORYLA11229
OG0000384	DROME14888, DROME14889	ORYLA19370
OG0000384	DROME03187, DROME03190, DROME03189, DROME03188	ORYLA05624
OG0000385	DROME05997, DROME09713, DROME09714, DROME09715, DROME05708, DROME05707	ORYLA09843, ORYLA08652, ORYLA05706
OG0000389	DROME11981, DROME11983, DROME01212, DROME11984, DROME11980, DROME17629, DROME17996, DROME17997, DROME18001, DROME18002, DROME17964, DROME17950, DROME17951, DROME17954, DROME17949	ORYLA03228
OG0000389	DROME17945	ORYLA19978, ORYLA08372, ORYLA04896
OG0000392	DROME13919, DROME13921, DROME13920	ORYLA06665, ORYLA13229
OG0000393	DROME13321, DROME05811, DROME00250, DROME16370, DROME16369, DROME13323, DROME02418, DROME13322	ORYLA17272
OG0000393	DROME20684	ORYLA18186
OG0000395	DROME10093, DROME10091, DROME10092, DROME09845, DROME09844, DROME09843, DROME09842, DROME09841, DROME09835, DROME09840, DROME09836, DROME09837, DROME09838, DROME09839, DROME09834, DROME09846, DROME09847, DROME04257, DROME04288, DROME04261, DROME04269, DROME04291, DROME04254, DROME04270, DROME04235, DROME04287, DROME04249, DROME04271, DROME04233, DROME04250, DROME04252, DROME04302, DROME04290, DROME04263, DROME04283, DROME04260, DROME04243, DROME04262, DROME04298, DROME04297, DROME04272, DROME04267, DROME04232, DROME04251, DROME04265, DROME04281, DROME04264, DROME04280, DROME04248, DROME04275, DROME04299, DROME04237, DROME04300, DROME04229, DROME04296, DROME04256, DROME04285, DROME04282, DROME04279, DROME04239, DROME04253, DROME04273, DROME04259, DROME04286, DROME04258, DROME04234, DROME04241, DROME04266, DROME04238, DROME04295, DROME04242, DROME04247, DROME04293, DROME04289, DROME04301, DROME04246, DROME04231, DROME04278	ORYLA03651, ORYLA03851, ORYLA04258, ORYLA03410
OG0000397	DROME14885	ORYLA10415
OG0000399	DROME21835	ORYLA11860
OG0000399	DROME12205, DROME12206	ORYLA05753
OG0000400	DROME09694	ORYLA05314
OG0000400	DROME08108	ORYLA01626
OG0000401	DROME20041	ORYLA08217, ORYLA07125, ORYLA09210
OG0000402	DROME11245, DROME11246	ORYLA17762, ORYLA18643, ORYLA18833, ORYLA19928
OG0000402	DROME12090	ORYLA12469
OG0000403	DROME06350	ORYLA01357
OG0000404	DROME17748	ORYLA07320
OG0000404	DROME20525	ORYLA13254, ORYLA19722
OG0000411	DROME16025, DROME16024, DROME16016, DROME16020, DROME16017, DROME16021, DROME16026, DROME16027, DROME16018, DROME16023, DROME16014, DROME16022, DROME16015, DROME16019, DROME16028	ORYLA01687, ORYLA10375, ORYLA11322
OG0000412	DROME09076	ORYLA13397
OG0000412	DROME15681, DROME15682	ORYLA08106, ORYLA05004
OG0000412	DROME02464, DROME13336, DROME13334, DROME13335, DROME15399	ORYLA17848, ORYLA01673
OG0000413	DROME21174	ORYLA10551, ORYLA11652, ORYLA11343, ORYLA03076, ORYLA03075
OG0000413	DROME13327, DROME13328	ORYLA10219, ORYLA12848, ORYLA03097, ORYLA04188
OG0000415	DROME01505, DROME01506	ORYLA13398, ORYLA12836, ORYLA06749, ORYLA07517, ORYLA14455, ORYLA15194
OG0000417	DROME01308, DROME01309	ORYLA08856
OG0000419	DROME15435, DROME02118, DROME02117, DROME18475, DROME01671, DROME00269, DROME15434, DROME15436, DROME00268, DROME00270	ORYLA11288
OG0000420	DROME02672	ORYLA03182, ORYLA20448
OG0000424	DROME02090, DROME02075, DROME02066, DROME02076, DROME02077, DROME02078, DROME02064, DROME02063, DROME02062, DROME02065, DROME02081, DROME12353, DROME17176, DROME17175, DROME00623, DROME03850, DROME03851, DROME06196, DROME14713, DROME14583, DROME14582, DROME14580, DROME14579, DROME14581, DROME08237, DROME08236, DROME08235	ORYLA19753
OG0000425	DROME14160, DROME14161, DROME14159, DROME14158	ORYLA03494, ORYLA04753, ORYLA10256, ORYLA11610
OG0000426	DROME16357, DROME16356	ORYLA01331, ORYLA03961
OG0000427	DROME05699, DROME05698	ORYLA19867, ORYLA12374
OG0000427	DROME18355, DROME18356	ORYLA14494, ORYLA06953, ORYLA03526
OG0000429	DROME19525, DROME07553, DROME07552, DROME06812	ORYLA00070
OG0000430	DROME20475	ORYLA07964, ORYLA14852, ORYLA12317, ORYLA17134, ORYLA17137, ORYLA17136, ORYLA17135
OG0000431	DROME05704	ORYLA08041
OG0000431	DROME12301, DROME12300	ORYLA12780, ORYLA03106
OG0000431	DROME11410, DROME11409, DROME11408	ORYLA06581, ORYLA12268, ORYLA09572
OG0000432	DROME05881, DROME05880, DROME05879, DROME02818, DROME02819, DROME02816, DROME02817, DROME02883	ORYLA11066, ORYLA14578, ORYLA13787, ORYLA15822
OG0000433	DROME00007, DROME00005, DROME00004, DROME00006	ORYLA20053, ORYLA16936
OG0000433	DROME20425, DROME20423, DROME20424	ORYLA11555, ORYLA11554, ORYLA20072
OG0000435	DROME03996, DROME03995	ORYLA09187, ORYLA06556, ORYLA01852, ORYLA10582, ORYLA11407, ORYLA15982, ORYLA14458
OG0000442	DROME13942	ORYLA03345, ORYLA09542
OG0000442	DROME12188	ORYLA09139, ORYLA02244
OG0000442	DROME01916	ORYLA19506, ORYLA00798, ORYLA17054
OG0000443	DROME14734, DROME14735, DROME14732, DROME14733	ORYLA05691, ORYLA19682
OG0000444	DROME21032	ORYLA10830, ORYLA14231, ORYLA14616
OG0000444	DROME03786, DROME03789, DROME03788, DROME03787	ORYLA15046
OG0000445	DROME06725, DROME06723, DROME06724, DROME20153, DROME20152	ORYLA10377, ORYLA11833
OG0000446	DROME07092	ORYLA11424
OG0000446	DROME06421	ORYLA12344
OG0000446	DROME06051, DROME06050	ORYLA01645, ORYLA02066, ORYLA05509
OG0000447	DROME20929, DROME20928	ORYLA00469, ORYLA14196, ORYLA04123, ORYLA03133, ORYLA03913
OG0000449	DROME13412, DROME13411, DROME05575	ORYLA06000, ORYLA19523, ORYLA19524, ORYLA13079
OG0000450	DROME16711, DROME16712	ORYLA09724, ORYLA18516, ORYLA11564, ORYLA02780, ORYLA02779, ORYLA08258, ORYLA00676, ORYLA01113, ORYLA17859, ORYLA18902, ORYLA03353
OG0000454	DROME15035, DROME15036, DROME15037	ORYLA12583, ORYLA19101, ORYLA19102
OG0000454	DROME15029, DROME15032, DROME15025, DROME15026, DROME15028, DROME15030, DROME15027, DROME15040, DROME15039	ORYLA02884, ORYLA13625, ORYLA02103
OG0000458	DROME21054, DROME21052, DROME21053	ORYLA02033, ORYLA02032, ORYLA09072
OG0000461	DROME17428	ORYLA16495
OG0000463	DROME20596, DROME20593, DROME20591, DROME20594, DROME20592, DROME20598, DROME20599, DROME20595, DROME20597	ORYLA15373
OG0000465	DROME11515, DROME11516	ORYLA07067
OG0000465	DROME03278	ORYLA15381
OG0000466	DROME06663, DROME06661, DROME06536	ORYLA18774
OG0000467	DROME21658, DROME21660, DROME21659	ORYLA16164, ORYLA20242, ORYLA14274, ORYLA13723, ORYLA15983, ORYLA14489, ORYLA10863
OG0000469	DROME18292, DROME18291, DROME18290	ORYLA14324, ORYLA13835, ORYLA15812
OG0000470	DROME21570, DROME21569	ORYLA06621, ORYLA17202
OG0000470	DROME21239	ORYLA10519, ORYLA11404, ORYLA04902
OG0000472	DROME14775	ORYLA08544, ORYLA08994
OG0000475	DROME08667, DROME08669, DROME08666, DROME08668	ORYLA02269, ORYLA05492, ORYLA08543, ORYLA10034
OG0000476	DROME19464, DROME19463	ORYLA19318
OG0000479	DROME10906, DROME10907, DROME10905, DROME10908, DROME10909	ORYLA05427, ORYLA02241, ORYLA00980
OG0000479	DROME19907, DROME19910, DROME19906, DROME19908, DROME19909, DROME19905, DROME19911	ORYLA01123, ORYLA17925, ORYLA02622
OG0000480	DROME18226, DROME18222, DROME18229, DROME18223, DROME18227, DROME18225, DROME18224, DROME18228	ORYLA15386
OG0000481	DROME21853	ORYLA17197
OG0000481	DROME19418	ORYLA02862, ORYLA19409
OG0000481	DROME01481	ORYLA03884, ORYLA19808
OG0000482	DROME00092, DROME00094, DROME00093, DROME00096, DROME00095	ORYLA07371, ORYLA11346
OG0000482	DROME19126, DROME19125	ORYLA11345
OG0000484	DROME18988, DROME18995, DROME18994, DROME18989, DROME18985, DROME18986, DROME18992, DROME18993, DROME18990, DROME18987, DROME18991, DROME18996	ORYLA00605, ORYLA16560, ORYLA06643, ORYLA13228, ORYLA17466, ORYLA13170
OG0000485	DROME01103, DROME01104, DROME14453	ORYLA09796, ORYLA18526
OG0000486	DROME11708	ORYLA08269, ORYLA04783, ORYLA20474, ORYLA20475
