Orthogroup	DROME	DANRE
OG0000124	DROME08713, DROME09900	DANRE43119, DANRE17025, DANRE17008, DANRE17026, DANRE17009, DANRE29866, DANRE03127, DANRE03379, DANRE30366, DANRE29458, DANRE29457
OG0000124	DROME21734	DANRE09986, DANRE02785, DANRE02786, DANRE22696
OG0000125	DROME11932, DROME11934, DROME11935, DROME11936, DROME11933	DANRE29227, DANRE29226, DANRE14258, DANRE10509, DANRE10510, DANRE01699, DANRE01698, DANRE23412
OG0000125	DROME04039, DROME04040, DROME04038	DANRE38530, DANRE38532, DANRE38531
OG0000126	DROME01805, DROME01804	DANRE04839, DANRE04840, DANRE04841, DANRE06613, DANRE06612, DANRE36521
OG0000126	DROME21081, DROME21082, DROME21083, DROME21080	DANRE16570, DANRE16568, DANRE16569, DANRE06924, DANRE06925, DANRE06927, DANRE06923, DANRE22185, DANRE22186
OG0000126	DROME05808, DROME05806, DROME05810, DROME05805, DROME05801, DROME05809, DROME05802, DROME05807, DROME05803, DROME05799, DROME05800, DROME05804	DANRE24264, DANRE24265, DANRE24266, DANRE07231, DANRE07232
OG0000126	DROME14473, DROME14469, DROME14474, DROME14468, DROME14472, DROME14470, DROME14471	DANRE19091, DANRE19090, DANRE21704, DANRE21705, DANRE33653, DANRE33654, DANRE09589, DANRE25981, DANRE25982
OG0000127	DROME11205, DROME11204	DANRE36236, DANRE26932, DANRE35612, DANRE42858
OG0000127	DROME08158	DANRE08971, DANRE14620, DANRE14621, DANRE18120, DANRE11692, DANRE02339
OG0000127	DROME05986	DANRE17738, DANRE22515, DANRE39205, DANRE39206
OG0000127	DROME18062	DANRE03080, DANRE30572, DANRE28534, DANRE30574, DANRE30575, DANRE03095, DANRE03096
OG0000129	DROME07177, DROME07176, DROME07178, DROME10520, DROME21055	DANRE21944, DANRE21943, DANRE21942, DANRE21941, DANRE21936, DANRE21937, DANRE05805, DANRE05803, DANRE05804, DANRE21940, DANRE21939, DANRE21938, DANRE21934, DANRE21935, DANRE05801, DANRE05802, DANRE19999, DANRE37478, DANRE37477, DANRE37476, DANRE16830, DANRE17949, DANRE17948, DANRE11891, DANRE11892, DANRE11890
OG0000130	DROME11753, DROME15905, DROME02314, DROME10893, DROME15098, DROME15702, DROME15860	DANRE33409, DANRE33410, DANRE00064, DANRE27390, DANRE03794, DANRE05069
OG0000131	DROME18073, DROME18075, DROME18074	DANRE33605
OG0000132	DROME03704, DROME03676, DROME03724, DROME03709, DROME03749, DROME03779, DROME03759, DROME03681, DROME03754, DROME03744, DROME03694, DROME03690, DROME03714, DROME03739, DROME03719, DROME03672, DROME03685, DROME03734, DROME03699, DROME03764, DROME03769, DROME03729, DROME03774	DANRE40562, DANRE34020, DANRE26062, DANRE26082, DANRE26074, DANRE26055, DANRE37452, DANRE37445, DANRE37403, DANRE37459, DANRE37460, DANRE37429, DANRE37412, DANRE26100, DANRE26165, DANRE26175, DANRE26158, DANRE26093, DANRE37468, DANRE39504, DANRE39494
OG0000142	DROME08254, DROME08253	DANRE23829
OG0000142	DROME07187	DANRE26306
OG0000142	DROME17530, DROME17531	DANRE36874
OG0000147	DROME06557, DROME06554, DROME06558, DROME06555, DROME06553, DROME06552, DROME06556	DANRE26942, DANRE26943, DANRE36250, DANRE36251, DANRE23193, DANRE23196, DANRE23195, DANRE23194
OG0000147	DROME06267, DROME06264, DROME06263, DROME06265, DROME06266	DANRE10593, DANRE10594, DANRE18815, DANRE11115
OG0000147	DROME03466	DANRE21777, DANRE21778
OG0000147	DROME17452, DROME17451	DANRE05562, DANRE16724, DANRE16725, DANRE11736, DANRE11737
OG0000148	DROME19762, DROME19761, DROME19763	DANRE23175, DANRE22292, DANRE36771, DANRE36769, DANRE22583, DANRE22582, DANRE22581, DANRE22579, DANRE22580, DANRE31174, DANRE31172, DANRE31173, DANRE02328, DANRE02325, DANRE02326, DANRE02327, DANRE22731
OG0000148	DROME12939	DANRE22584, DANRE22585, DANRE36775, DANRE36774, DANRE13292, DANRE36768, DANRE22578, DANRE36772, DANRE36773, DANRE13290, DANRE13291, DANRE13293, DANRE02329, DANRE31175, DANRE31176
OG0000149	DROME17665, DROME17666, DROME17690, DROME17689, DROME17695, DROME17694, DROME07964, DROME16235, DROME16234, DROME16236	DANRE25293, DANRE25295, DANRE25294, DANRE37665, DANRE37666, DANRE12798, DANRE12797
OG0000149	DROME14698, DROME14702, DROME14703, DROME14701, DROME14700, DROME14699	DANRE04846
OG0000154	DROME12872, DROME12871	DANRE01050, DANRE07010, DANRE07011, DANRE41602
OG0000155	DROME05911, DROME05917, DROME05907, DROME05916, DROME05914, DROME05908, DROME05904, DROME05910, DROME05918, DROME05912, DROME05898, DROME05915, DROME05902, DROME05905, DROME05913, DROME05909, DROME05900, DROME05901, DROME05906, DROME05903, DROME05899	DANRE09082, DANRE14798, DANRE14799, DANRE14802, DANRE14800, DANRE14801, DANRE04487, DANRE04488, DANRE09083
OG0000157	DROME05618, DROME05617, DROME05616	DANRE34923, DANRE28272, DANRE21748, DANRE21746, DANRE21747
OG0000157	DROME09786	DANRE40414, DANRE40415, DANRE36730, DANRE00557, DANRE36959, DANRE36960, DANRE02661, DANRE25691, DANRE31497, DANRE40411, DANRE40410
OG0000157	DROME05150, DROME05149	DANRE12853, DANRE12855, DANRE38298, DANRE12854
OG0000158	DROME06825, DROME06824	DANRE22512, DANRE22513, DANRE05145, DANRE05146, DANRE27251, DANRE27253, DANRE27252
OG0000159	DROME09571, DROME09570	DANRE15174, DANRE09143
OG0000160	DROME21236, DROME21232, DROME21234, DROME21233, DROME21235, DROME20353	DANRE01423, DANRE40842, DANRE40841, DANRE17109, DANRE17108, DANRE17125, DANRE17126, DANRE17103, DANRE17119, DANRE17131, DANRE17130, DANRE17129, DANRE01424, DANRE40843, DANRE40844
OG0000162	DROME21138, DROME21116	DANRE42795, DANRE42796
OG0000163	DROME12520	DANRE22023, DANRE22022, DANRE29273, DANRE29274, DANRE29073, DANRE36123, DANRE36124, DANRE28765
OG0000163	DROME07955	DANRE29071, DANRE29072, DANRE29299, DANRE03607
OG0000163	DROME19834, DROME00819	DANRE29253, DANRE09545, DANRE09544, DANRE14272
OG0000163	DROME16444	DANRE03886, DANRE03884, DANRE03885, DANRE03887, DANRE23439, DANRE23438, DANRE23437, DANRE23436, DANRE23435
OG0000164	DROME13554, DROME13556, DROME13557, DROME13558, DROME13555, DROME13562, DROME13560, DROME14237, DROME13430, DROME13559, DROME14238, DROME13561	DANRE02111
OG0000164	DROME08486	DANRE34099, DANRE34100, DANRE19463
OG0000167	DROME09457, DROME09458	DANRE17271, DANRE17272
OG0000168	DROME01783	DANRE01848, DANRE01847, DANRE01186, DANRE33415, DANRE23569, DANRE23570, DANRE26473, DANRE26474, DANRE02154, DANRE02153, DANRE27646, DANRE27647, DANRE39384, DANRE05176, DANRE05174, DANRE05175, DANRE07807
OG0000170	DROME01350	DANRE20829, DANRE20827, DANRE20828, DANRE20798, DANRE20799, DANRE20800, DANRE20801, DANRE20837, DANRE20780, DANRE20905, DANRE20712, DANRE20715, DANRE20762, DANRE20761, DANRE20759, DANRE20760, DANRE20765, DANRE20843, DANRE20839, DANRE20841, DANRE20840, DANRE20707, DANRE20713, DANRE20709, DANRE20737, DANRE20740, DANRE20764, DANRE20751, DANRE20853, DANRE20844, DANRE20822, DANRE20736, DANRE20734, DANRE20746, DANRE20806, DANRE20807, DANRE20808, DANRE20809, DANRE20766, DANRE20741, DANRE20738, DANRE20731, DANRE20753, DANRE20732, DANRE20745, DANRE20758, DANRE20735, DANRE20747, DANRE20814, DANRE20777, DANRE20833, DANRE20842, DANRE20756, DANRE20730, DANRE20788, DANRE20787, DANRE20789, DANRE20790, DANRE20792, DANRE20793, DANRE20791, DANRE20705, DANRE12041, DANRE20729, DANRE20775, DANRE20784, DANRE20785, DANRE20786, DANRE20877
OG0000171	DROME21195, DROME21196, DROME21202, DROME21201, DROME21198, DROME21197, DROME21200, DROME21199	DANRE31512, DANRE31513
OG0000171	DROME18491, DROME18493, DROME18496, DROME18497, DROME18494, DROME18492, DROME18495	DANRE03984, DANRE03985, DANRE16355, DANRE15814
OG0000172	DROME14415	DANRE25736
OG0000173	DROME18317, DROME18316, DROME18314, DROME18318, DROME18315	DANRE09307, DANRE23661, DANRE23660, DANRE35294, DANRE22149, DANRE26539, DANRE28064, DANRE28065, DANRE22924, DANRE02511, DANRE27814, DANRE27812, DANRE27813, DANRE27811, DANRE08816, DANRE24500, DANRE27824, DANRE27822, DANRE27825, DANRE00429, DANRE41802, DANRE16179, DANRE16178, DANRE24501, DANRE22925, DANRE02512, DANRE00428, DANRE27815, DANRE15141, DANRE02771, DANRE36777, DANRE22986, DANRE17890, DANRE17889
OG0000174	DROME10165, DROME11306	DANRE23326
OG0000175	DROME03593, DROME00840	DANRE36803, DANRE24071, DANRE24070, DANRE27218, DANRE18466, DANRE26656, DANRE39199, DANRE39200
OG0000179	DROME11221, DROME21050	DANRE01574, DANRE40987
OG0000179	DROME07796	DANRE43121, DANRE25146, DANRE25145
OG0000179	DROME10428	DANRE07330
OG0000180	DROME12336	DANRE40746
OG0000180	DROME21739, DROME21740	DANRE27107, DANRE24455
OG0000180	DROME11922, DROME11921, DROME12780, DROME11368, DROME11367	DANRE06798, DANRE06797, DANRE35268, DANRE35269, DANRE00787, DANRE00788, DANRE07755, DANRE06838, DANRE20095
OG0000181	DROME12775	DANRE35615, DANRE23131, DANRE23130, DANRE26358, DANRE29929, DANRE24701
OG0000181	DROME18397	DANRE02884, DANRE02883, DANRE12403, DANRE12404, DANRE12405
OG0000181	DROME06226	DANRE18962, DANRE11917
OG0000183	DROME07200, DROME07199, DROME07201, DROME07198, DROME07192, DROME07195, DROME07191, DROME07194, DROME07196, DROME07193	DANRE08187, DANRE08186, DANRE08185, DANRE34383, DANRE34382, DANRE18628, DANRE18627, DANRE04912, DANRE04914, DANRE04913, DANRE19973, DANRE19972, DANRE19974, DANRE38116, DANRE38118, DANRE38117, DANRE22228, DANRE22229
OG0000183	DROME07008	DANRE08132, DANRE34989, DANRE34988, DANRE41633, DANRE41632, DANRE08948, DANRE08946
OG0000183	DROME18789	DANRE34990
OG0000185	DROME20734, DROME20737, DROME20736, DROME20733, DROME20732, DROME20735	DANRE17505, DANRE26248, DANRE26249, DANRE17504
OG0000185	DROME12225, DROME12226	DANRE38605, DANRE38609, DANRE38606, DANRE38607, DANRE38608, DANRE09187, DANRE09186, DANRE14599, DANRE14598, DANRE37179
OG0000185	DROME03791, DROME03792	DANRE18738, DANRE18737, DANRE08999, DANRE09000
OG0000188	DROME16886, DROME16887	DANRE41187, DANRE01404, DANRE15813
OG0000189	DROME11182	DANRE31741, DANRE32008, DANRE32598, DANRE32599, DANRE32007, DANRE31742, DANRE32597, DANRE31959, DANRE31913, DANRE31912, DANRE32494, DANRE32398, DANRE32512, DANRE32727, DANRE32701, DANRE32456, DANRE32477, DANRE32549, DANRE32105, DANRE31827, DANRE32772, DANRE32518, DANRE32222, DANRE32248, DANRE32017, DANRE32016, DANRE32351, DANRE32293, DANRE32303, DANRE32558, DANRE07436, DANRE32032, DANRE32478, DANRE32208, DANRE32723, DANRE43016, DANRE32607, DANRE32217, DANRE32218, DANRE32737, DANRE32126, DANRE42964, DANRE32302, DANRE32957, DANRE31646, DANRE32034, DANRE32033, DANRE31787, DANRE31975, DANRE43015, DANRE31977, DANRE32686, DANRE43246, DANRE32634, DANRE32389, DANRE31942, DANRE31808, DANRE32226, DANRE32216, DANRE31943, DANRE31786, DANRE32409, DANRE31657, DANRE32537, DANRE32793, DANRE32794, DANRE32572, DANRE32613, DANRE32523, DANRE32826, DANRE32614, DANRE32612, DANRE43292, DANRE32571, DANRE31641, DANRE31642, DANRE31880, DANRE32522, DANRE31793, DANRE31792, DANRE32725, DANRE32455, DANRE32724, DANRE32722, DANRE32355, DANRE32356, DANRE32088, DANRE32076, DANRE32077, DANRE31915, DANRE31916, DANRE32249, DANRE32520, DANRE28695, DANRE32960, DANRE33023, DANRE33022, DANRE32941, DANRE32755, DANRE31758, DANRE43137, DANRE32375, DANRE32435, DANRE32201, DANRE43158, DANRE32035, DANRE43157, DANRE32042, DANRE32040, DANRE32444, DANRE31910, DANRE42965, DANRE32513, DANRE31704, DANRE32445, DANRE32200, DANRE32199, DANRE31763, DANRE31762, DANRE31785, DANRE32264, DANRE32581, DANRE32557, DANRE32580, DANRE32066, DANRE32556, DANRE31761, DANRE32141, DANRE32140, DANRE32438, DANRE32142, DANRE31805, DANRE32646, DANRE32411, DANRE32504, DANRE32505, DANRE32503, DANRE31867, DANRE32410, DANRE32352, DANRE32107, DANRE31952, DANRE31981, DANRE42990, DANRE32919, DANRE31659, DANRE31656, DANRE32345, DANRE32294, DANRE32064, DANRE32662, DANRE32668, DANRE31760, DANRE43021, DANRE31845, DANRE32314, DANRE42954, DANRE32915, DANRE32736, DANRE32735, DANRE31766, DANRE32734, DANRE32403, DANRE32402, DANRE32018, DANRE32756, DANRE31897, DANRE32350, DANRE32588, DANRE32589, DANRE32527, DANRE32587, DANRE32120, DANRE32121, DANRE32122, DANRE31745, DANRE32239, DANRE31849, DANRE31848, DANRE32491, DANRE32292, DANRE32629, DANRE32630
OG0000193	DROME08054	DANRE34973
OG0000195	DROME10558, DROME10557, DROME10559, DROME09087	DANRE26547, DANRE26546, DANRE23862, DANRE23863, DANRE32969, DANRE26548, DANRE38212, DANRE38213, DANRE38214, DANRE33889
OG0000197	DROME14335, DROME14334, DROME14336	DANRE14983, DANRE14982, DANRE11076, DANRE11075, DANRE11077, DANRE18518, DANRE14709, DANRE09410, DANRE04312
OG0000198	DROME17687	DANRE40820, DANRE30070
OG0000200	DROME04138, DROME04137, DROME04136, DROME04135, DROME04133, DROME04134, DROME04139, DROME04140, DROME06874, DROME04143, DROME04206, DROME03566, DROME03565, DROME01582, DROME04144	DANRE21478, DANRE21479, DANRE12119, DANRE12271
OG0000201	DROME11047	DANRE15486, DANRE15485, DANRE15484, DANRE30063, DANRE30062, DANRE30061, DANRE36037, DANRE28541, DANRE28524, DANRE12461
OG0000201	DROME19450	DANRE06499, DANRE06498, DANRE35320, DANRE35319, DANRE08219, DANRE00299, DANRE00300
OG0000201	DROME18513, DROME18512, DROME18511, DROME18514	DANRE11378, DANRE35095, DANRE35096, DANRE19426, DANRE40588, DANRE40589, DANRE40587
OG0000202	DROME14920, DROME14921	DANRE03402, DANRE40995, DANRE34029, DANRE34028, DANRE05184, DANRE03319, DANRE03318, DANRE39259, DANRE06213, DANRE11616, DANRE11617, DANRE09866, DANRE09867
OG0000203	DROME04489	DANRE14699, DANRE18500, DANRE14717
OG0000203	DROME17201, DROME17204, DROME17194, DROME17195, DROME17203, DROME17199, DROME17193, DROME21480	DANRE38197, DANRE07753
OG0000204	DROME20315, DROME20314, DROME20316, DROME20317, DROME15810, DROME15809, DROME15807, DROME15808	DANRE30762, DANRE12375, DANRE12376, DANRE39104, DANRE39103, DANRE39102, DANRE26235, DANRE43351
OG0000204	DROME10849, DROME10848	DANRE26103, DANRE38455, DANRE38457, DANRE38456, DANRE30689, DANRE30690
OG0000205	DROME20772, DROME20771, DROME20775, DROME20777, DROME20773, DROME20774, DROME20776	DANRE05678, DANRE17760, DANRE05679, DANRE22203, DANRE11422, DANRE11423, DANRE17761
OG0000205	DROME06842, DROME06843	DANRE03440, DANRE29027, DANRE29028, DANRE14378, DANRE42205
OG0000205	DROME08187	DANRE03325, DANRE03326, DANRE03327, DANRE29567, DANRE29569, DANRE29568, DANRE27025, DANRE24859, DANRE35745, DANRE35744
OG0000207	DROME06000	DANRE17486, DANRE17485, DANRE17484, DANRE22386, DANRE15618, DANRE15616, DANRE15617, DANRE15615, DANRE15619, DANRE07385, DANRE27408, DANRE35263, DANRE35264, DANRE10271, DANRE22834, DANRE22835
OG0000208	DROME02132	DANRE40545, DANRE20339, DANRE08290, DANRE08289, DANRE20297, DANRE30779, DANRE30778, DANRE30780, DANRE25855
OG0000210	DROME14047, DROME11376	DANRE22146
OG0000211	DROME17290	DANRE04462, DANRE04461
OG0000220	DROME16094, DROME16093, DROME16092, DROME21087, DROME21089, DROME21088	DANRE15860, DANRE15859, DANRE01410, DANRE04370, DANRE04369, DANRE04371, DANRE04950, DANRE04949, DANRE00370, DANRE00369, DANRE35167
OG0000222	DROME09565, DROME16074, DROME09564, DROME04893, DROME12542, DROME12543, DROME13909, DROME07721, DROME07723, DROME07722, DROME20893, DROME03346, DROME18058, DROME18059	DANRE08892, DANRE02501, DANRE02503, DANRE02502, DANRE02504, DANRE22242, DANRE22243, DANRE22240, DANRE22239, DANRE22241
OG0000223	DROME10256	DANRE41768, DANRE41772, DANRE02462, DANRE02461, DANRE41770, DANRE12033, DANRE12032, DANRE18153, DANRE18152, DANRE41769
OG0000225	DROME11929	DANRE31381, DANRE31382, DANRE31383, DANRE31384, DANRE31380, DANRE31379, DANRE31378, DANRE31377, DANRE22490, DANRE36644, DANRE36645, DANRE40476, DANRE31226, DANRE40474, DANRE40473, DANRE23156, DANRE19629, DANRE19630, DANRE06683
OG0000226	DROME14660	DANRE11650
OG0000226	DROME15107, DROME15108, DROME15106, DROME15105	DANRE21406, DANRE21407
OG0000227	DROME20242	DANRE42122, DANRE29014, DANRE29012, DANRE23772, DANRE29013
OG0000227	DROME06362, DROME06368, DROME06369, DROME06365	DANRE29562, DANRE29563, DANRE29564, DANRE35864, DANRE35865, DANRE41502, DANRE41503
OG0000227	DROME04927, DROME04926	DANRE38834, DANRE38835, DANRE17989, DANRE17987, DANRE17988, DANRE26274, DANRE26273, DANRE23312, DANRE23311
OG0000229	DROME04047	DANRE33217, DANRE26395, DANRE24602, DANRE24412
OG0000231	DROME06449, DROME06448	DANRE06400, DANRE33794, DANRE36523, DANRE36524, DANRE15555, DANRE15556, DANRE23636, DANRE23635, DANRE16408, DANRE42391, DANRE42390
OG0000231	DROME07628, DROME07629	DANRE25539, DANRE25538, DANRE13340, DANRE24581, DANRE24580, DANRE24579, DANRE24582
OG0000232	DROME02286, DROME02285, DROME02281, DROME02282	DANRE07126, DANRE15614, DANRE06445, DANRE06442, DANRE06446, DANRE06443, DANRE06448, DANRE06450, DANRE06449, DANRE06444, DANRE06441, DANRE06440, DANRE06439, DANRE06451
OG0000234	DROME11138, DROME11135, DROME11141, DROME11133, DROME11139, DROME11144, DROME11137, DROME11134, DROME11136, DROME11140, DROME11145, DROME11132, DROME11143	DANRE21676, DANRE21675, DANRE19408, DANRE19409, DANRE12183, DANRE12184, DANRE08990, DANRE08989, DANRE13969
OG0000234	DROME02357, DROME02356, DROME02359, DROME02355, DROME02358, DROME02367, DROME02366, DROME02368, DROME02364, DROME02365	DANRE31517, DANRE31519, DANRE31518, DANRE31520, DANRE31523, DANRE31521, DANRE38638, DANRE38634, DANRE38635, DANRE38636
OG0000234	DROME11142	DANRE31522
OG0000235	DROME11735	DANRE39400, DANRE39401
OG0000236	DROME03355	DANRE36230, DANRE36229, DANRE26922
OG0000238	DROME01901, DROME01902	DANRE03666, DANRE29074, DANRE03667
OG0000238	DROME05364, DROME05367, DROME05366, DROME05365, DROME05361, DROME05360, DROME05362, DROME05359, DROME05357, DROME05358	DANRE26344, DANRE26345, DANRE23102, DANRE22472, DANRE17708
OG0000239	DROME05270, DROME05269, DROME05271, DROME05268	DANRE03491, DANRE29951, DANRE03738, DANRE26391, DANRE26392, DANRE41746, DANRE41745, DANRE35712, DANRE19581, DANRE41747, DANRE35710, DANRE19582, DANRE35708
OG0000239	DROME19712, DROME19710, DROME19709, DROME19707, DROME19705, DROME19704, DROME19703, DROME19706, DROME19702, DROME19701, DROME19711, DROME19708	DANRE18831, DANRE11676
OG0000239	DROME03549, DROME03548, DROME03550, DROME03551	DANRE29702, DANRE29704, DANRE29703, DANRE03364, DANRE03363, DANRE03365, DANRE09553, DANRE14346, DANRE14347
OG0000240	DROME20536, DROME04915, DROME04914, DROME21863, DROME21862	DANRE33483
OG0000242	DROME19192, DROME19194, DROME19193, DROME19191, DROME20266, DROME20267, DROME20264, DROME20265	DANRE30582, DANRE33050, DANRE33048, DANRE33049
OG0000246	DROME13185, DROME13186, DROME13188, DROME13187	DANRE35156
OG0000248	DROME01997, DROME05927, DROME05926, DROME05929, DROME05928	DANRE11475
OG0000249	DROME06788, DROME01687, DROME01688, DROME01683, DROME01684, DROME01686, DROME01685	DANRE13228, DANRE13229, DANRE13226, DANRE13227, DANRE40116, DANRE40115, DANRE28146, DANRE28145, DANRE28147, DANRE09928, DANRE09927, DANRE13541, DANRE13540, DANRE13542
OG0000250	DROME14382	DANRE12907, DANRE12906
OG0000250	DROME11256, DROME11255, DROME11257	DANRE30458
OG0000251	DROME21783	DANRE07628, DANRE07629, DANRE02499, DANRE02498
OG0000251	DROME12998, DROME12997	DANRE24414, DANRE24413, DANRE24415, DANRE02814
OG0000255	DROME15943	DANRE20502
OG0000255	DROME20722, DROME05791, DROME18596	DANRE38523, DANRE38521, DANRE38522, DANRE38524
OG0000256	DROME08251, DROME08252, DROME07911, DROME07910, DROME02059, DROME02058	DANRE00399, DANRE00398, DANRE30242, DANRE17145, DANRE17146
OG0000257	DROME01840, DROME01838, DROME01839, DROME01837	DANRE15601, DANRE15602, DANRE39467, DANRE39468, DANRE39469, DANRE12721, DANRE12720
OG0000258	DROME06596, DROME06597, DROME06595, DROME06598, DROME06594	DANRE09334, DANRE09335, DANRE30358, DANRE30357, DANRE36030, DANRE15459, DANRE30359, DANRE29836, DANRE15460
OG0000258	DROME20383	DANRE02230, DANRE36624, DANRE31543, DANRE31544
OG0000258	DROME17641, DROME17639, DROME17640	DANRE17770, DANRE05460, DANRE04652, DANRE03782
OG0000260	DROME17607, DROME17608, DROME17606	DANRE25713, DANRE25714, DANRE30881, DANRE30885, DANRE30884, DANRE30882, DANRE30883, DANRE22095, DANRE22094
OG0000260	DROME16635, DROME16636	DANRE39700, DANRE39699, DANRE04207, DANRE04206, DANRE06073
OG0000261	DROME06684, DROME06680, DROME06690, DROME06687, DROME06691, DROME06685, DROME06688, DROME06681, DROME06686, DROME06689, DROME06679, DROME06682, DROME06683	DANRE15325
OG0000265	DROME20971, DROME20976, DROME20973, DROME20972, DROME20977, DROME20974, DROME20975	DANRE17649, DANRE17650, DANRE30214, DANRE30216, DANRE30217, DANRE30212, DANRE30213, DANRE30215, DANRE17167, DANRE35122, DANRE35123, DANRE35124, DANRE33277, DANRE33279, DANRE33280, DANRE33278, DANRE17651
