Orthogroup	DROME	CAPO3
OG0004048	DROME17671	CAPO304654
OG0004050	DROME10852	CAPO308116
OG0004053	DROME21730	CAPO301919
OG0004054	DROME15059	CAPO308277
OG0004057	DROME06677	CAPO300969, CAPO301492
OG0004059	DROME13217	CAPO301877
OG0004063	DROME00529, DROME00528	CAPO300628
OG0004064	DROME06301	CAPO304453
OG0004065	DROME02456	CAPO304029
OG0004067	DROME14860	CAPO301812
OG0004068	DROME11057	CAPO301030
OG0004069	DROME10101	CAPO307785
OG0004070	DROME04845	CAPO302894
OG0004071	DROME15812	CAPO306388
OG0004072	DROME21957, DROME17982	CAPO305194
OG0004075	DROME21242	CAPO308024
OG0004076	DROME00303	CAPO307967
OG0004079	DROME14266, DROME14264, DROME14261, DROME14262, DROME14263, DROME14265	CAPO300687
OG0004080	DROME06468, DROME06467	CAPO305236
OG0004081	DROME16707, DROME16708, DROME16709, DROME16710	CAPO301069
OG0004082	DROME08161	CAPO305460
OG0004083	DROME14312	CAPO304047
OG0004084	DROME12357	CAPO300193
OG0004085	DROME05732, DROME05731, DROME05733	CAPO307782
OG0004090	DROME03177	CAPO304280
OG0004091	DROME14119	CAPO307795
OG0004092	DROME12563	CAPO301516
OG0004093	DROME15725	CAPO303612
OG0004095	DROME13735	CAPO302216
OG0004096	DROME05141, DROME05140, DROME05135, DROME00515	CAPO306070
OG0004097	DROME01515	CAPO300790
OG0004099	DROME19388	CAPO306437
OG0004101	DROME08755, DROME08757, DROME08756	CAPO303749, CAPO302702
OG0004105	DROME04809, DROME04810, DROME04811	CAPO308098
OG0004106	DROME05999	CAPO303386
OG0004108	DROME07361	CAPO307282
OG0004110	DROME17755	CAPO300855
OG0004112	DROME12140	CAPO304610
OG0004113	DROME06222, DROME06223	CAPO305835
OG0004114	DROME16337	CAPO301854
OG0004115	DROME13846, DROME13845, DROME13844	CAPO306386
OG0004116	DROME02477	CAPO303186
OG0004118	DROME19673	CAPO306139
OG0004119	DROME14543	CAPO303741
OG0004120	DROME07794	CAPO303757
OG0004123	DROME12798	CAPO304624
OG0004124	DROME02608	CAPO302738
OG0004127	DROME07186	CAPO306895
OG0004130	DROME05314	CAPO307075
OG0004131	DROME18904, DROME18905	CAPO301925
OG0004133	DROME02029	CAPO305598
OG0004134	DROME14839	CAPO304433
OG0004136	DROME17670	CAPO307338
OG0004140	DROME02610	CAPO307995
OG0004142	DROME06754	CAPO300440
OG0004144	DROME04309, DROME04310	CAPO302917
OG0004148	DROME06090, DROME06089	CAPO301152
OG0004150	DROME04551, DROME04550	CAPO303497
OG0004151	DROME14564	CAPO307015
OG0004153	DROME12893	CAPO305022
OG0004156	DROME18060	CAPO307556
OG0004158	DROME10050	CAPO302219
OG0004160	DROME15565	CAPO302118
OG0004164	DROME16332	CAPO306879
OG0004166	DROME17896	CAPO300703
OG0004167	DROME18913	CAPO305574
OG0004168	DROME05468	CAPO303881
OG0004169	DROME00368	CAPO302967
OG0004170	DROME12078	CAPO305320
OG0004171	DROME07182	CAPO305810
OG0004176	DROME10985, DROME10984	CAPO304072
OG0004179	DROME10276, DROME10274, DROME10275, DROME10273	CAPO304392
OG0004181	DROME12964	CAPO304353
OG0004182	DROME16363	CAPO305817
OG0004183	DROME09271	CAPO301817
OG0004184	DROME04419	CAPO302251
OG0004186	DROME16037	CAPO307615
OG0004187	DROME07871	CAPO301572
OG0004188	DROME07492, DROME07494, DROME07493	CAPO308209
OG0004198	DROME17028	CAPO302636
OG0004215	DROME19401	CAPO307025
OG0004216	DROME11793	CAPO304745
OG0004217	DROME21224	CAPO300553
OG0004219	DROME03490	CAPO302642
OG0004222	DROME04949	CAPO307934
OG0004223	DROME01123, DROME06776	CAPO308310
OG0004226	DROME15145	CAPO301388
OG0004227	DROME04086	CAPO302252
OG0004228	DROME10277	CAPO303492
OG0004230	DROME18730, DROME18729	CAPO305821
OG0004231	DROME14487, DROME14486	CAPO300312
OG0004232	DROME01342, DROME15977	CAPO301443
OG0004235	DROME12429	CAPO306795
OG0004236	DROME17566	CAPO301760
OG0004237	DROME18213, DROME18214	CAPO301645
OG0004239	DROME15568	CAPO304082
OG0004241	DROME15542	CAPO304693
OG0004243	DROME14802, DROME20505	CAPO302349
OG0004245	DROME02038	CAPO301120
OG0004246	DROME07435	CAPO307710
OG0004247	DROME13808	CAPO306324
OG0004248	DROME14001	CAPO306807
OG0004249	DROME04762	CAPO302316
OG0004250	DROME18272, DROME18273	CAPO305518
OG0004252	DROME14951	CAPO305536
OG0004254	DROME16850, DROME16851, DROME16852	CAPO304883
OG0004257	DROME14416	CAPO305171
OG0004258	DROME05217	CAPO301342
OG0004259	DROME21474, DROME10563	CAPO301048
OG0004261	DROME10981	CAPO305950
OG0004263	DROME06450	CAPO304844
OG0004269	DROME16782	CAPO308233
OG0004270	DROME19295, DROME19296, DROME19297	CAPO303791
OG0004272	DROME21011	CAPO303743
OG0004273	DROME09850	CAPO300380
OG0004278	DROME01231	CAPO303739
OG0004280	DROME22015	CAPO302169
OG0004282	DROME07183	CAPO306035
OG0004283	DROME21977	CAPO301216
OG0004284	DROME19835, DROME19836	CAPO303039
OG0004285	DROME12894	CAPO306621
OG0004287	DROME16211	CAPO305534
OG0004288	DROME12750, DROME12751	CAPO302203
OG0004289	DROME10833, DROME19397	CAPO307509
OG0004291	DROME16342	CAPO306696
OG0004292	DROME06641	CAPO301407
OG0004295	DROME20603, DROME20604, DROME20602	CAPO300437
OG0004296	DROME14924, DROME14923	CAPO305828
OG0004297	DROME01005	CAPO306140
OG0004299	DROME21406, DROME21405	CAPO307863
OG0004300	DROME21737	CAPO308218
OG0004301	DROME06959	CAPO305855
OG0004302	DROME01833	CAPO307149
OG0004303	DROME02789, DROME02790	CAPO306261
OG0004304	DROME15979, DROME15978	CAPO307407
OG0004305	DROME00211	CAPO306704
OG0004307	DROME07784	CAPO306787
OG0004308	DROME08791, DROME08790	CAPO302385
OG0004309	DROME11787	CAPO304021
OG0004310	DROME20002	CAPO306903
OG0004312	DROME07615	CAPO306752
OG0004314	DROME04957	CAPO301283
OG0004315	DROME21705	CAPO307076
OG0004316	DROME06707	CAPO300656
OG0004319	DROME01293	CAPO308294
OG0004321	DROME00141	CAPO306639
OG0004322	DROME21173, DROME21172	CAPO307895
OG0004323	DROME08716, DROME08715	CAPO307483
OG0004324	DROME19211, DROME05925, DROME05924	CAPO300240
OG0004328	DROME06814, DROME06813	CAPO305261
OG0004329	DROME14796	CAPO302035
OG0004330	DROME05935	CAPO305393
OG0004331	DROME09522	CAPO305384
OG0004333	DROME03525	CAPO303439
OG0004335	DROME10278	CAPO302791
OG0004337	DROME13597	CAPO300958
OG0004338	DROME16553	CAPO300828
OG0004344	DROME17664	CAPO307152
OG0004345	DROME20919, DROME20924	CAPO306847
OG0004347	DROME18052, DROME18053, DROME21288, DROME21289	CAPO307703
OG0004348	DROME08598, DROME08597	CAPO306158
OG0004349	DROME12070	CAPO308184
OG0004350	DROME08566	CAPO300994
OG0004351	DROME17742	CAPO307239
OG0004352	DROME04587	CAPO300873
OG0004353	DROME05577	CAPO306055, CAPO306087
OG0004354	DROME18943	CAPO307581
OG0004355	DROME01999	CAPO303478
OG0004356	DROME12218	CAPO300159
OG0004357	DROME01205, DROME01203	CAPO303880
OG0004358	DROME01539	CAPO301323
OG0004359	DROME15372	CAPO305703
OG0004360	DROME03158	CAPO301752
OG0004361	DROME16888	CAPO308302
OG0004364	DROME18518, DROME02371	CAPO305213
OG0004365	DROME11247	CAPO305948
OG0004368	DROME03958, DROME03959	CAPO306084
OG0004369	DROME08156	CAPO305592
OG0004370	DROME13154, DROME12142, DROME12141	CAPO302143
OG0004373	DROME07316	CAPO308311
OG0004374	DROME21010	CAPO306983
OG0004376	DROME21016	CAPO303203
OG0004377	DROME02771, DROME02772, DROME02773, DROME02770	CAPO303614
OG0004378	DROME00771	CAPO303140
OG0004379	DROME14972, DROME14973	CAPO300162
OG0004380	DROME21035, DROME21034	CAPO307847
OG0004381	DROME03934	CAPO300684
OG0004382	DROME16408, DROME16407	CAPO308307
OG0004385	DROME16721	CAPO306534
OG0004388	DROME07878	CAPO303742
OG0004389	DROME13762	CAPO302416
OG0004391	DROME11785, DROME11784	CAPO305468
OG0004392	DROME17967, DROME17966, DROME17965	CAPO303282
OG0004394	DROME00472, DROME00473, DROME00475	CAPO305886
OG0004396	DROME00290, DROME00291	CAPO300955
OG0004398	DROME20923	CAPO307605
OG0004399	DROME00026, DROME00027	CAPO301536
OG0004401	DROME15904	CAPO307684
OG0004404	DROME00111	CAPO300907
OG0004405	DROME20905	CAPO302866
OG0004406	DROME20449	CAPO305558
OG0004412	DROME09927	CAPO301515
OG0004413	DROME16031	CAPO301518
OG0004417	DROME08382	CAPO302119
OG0004423	DROME09027, DROME09026	CAPO306935
OG0004425	DROME09154	CAPO302090
OG0004426	DROME02898	CAPO301784
OG0004459	DROME11629	CAPO300459
OG0004460	DROME01612	CAPO307206
OG0004462	DROME10763	CAPO302893
OG0004465	DROME21097, DROME00340	CAPO303487
OG0004467	DROME12348, DROME12349	CAPO307496
OG0004468	DROME08086	CAPO307854
OG0004472	DROME13220	CAPO303803
OG0004474	DROME12398, DROME12397	CAPO300829
OG0004476	DROME21347, DROME21348, DROME21349	CAPO307856
OG0004479	DROME02751	CAPO303963
OG0004483	DROME01082, DROME01081	CAPO303122
OG0004484	DROME15453	CAPO302152
OG0004486	DROME03906	CAPO307639
OG0004488	DROME18125, DROME08793	CAPO301849
OG0004489	DROME01140	CAPO305447
OG0004492	DROME06523	CAPO307196
OG0004494	DROME12460, DROME12459	CAPO306570
OG0004495	DROME19461, DROME19460, DROME03167	CAPO306359
OG0004496	DROME10398	CAPO303733
OG0004497	DROME12594	CAPO307202
OG0004498	DROME20932	CAPO305224
OG0004500	DROME19536	CAPO301850
OG0004501	DROME11056	CAPO301840
OG0004503	DROME04705	CAPO300332
OG0004506	DROME10904	CAPO305016
OG0004507	DROME17036	CAPO301894
OG0004511	DROME13105	CAPO303457
OG0004512	DROME10927	CAPO302842
OG0004513	DROME12675	CAPO303104
OG0004515	DROME15124, DROME19804	CAPO305182
OG0004517	DROME12340	CAPO305332
OG0004518	DROME19881	CAPO306412
OG0004519	DROME13472	CAPO307914
OG0004520	DROME13131	CAPO300090
OG0004523	DROME07758	CAPO304989
OG0004525	DROME13522	CAPO303518
OG0004526	DROME09780	CAPO302498
OG0004529	DROME14562	CAPO306628
OG0004530	DROME03349	CAPO304739
OG0004532	DROME11183	CAPO300005
OG0004533	DROME16934, DROME16933	CAPO306022
OG0004535	DROME11313, DROME11681	CAPO307124
OG0004540	DROME21936, DROME17090	CAPO307351
OG0004542	DROME14306, DROME14305	CAPO306706
OG0004544	DROME03219	CAPO306563
OG0004545	DROME14918	CAPO307212
OG0004546	DROME07299	CAPO306808
OG0004548	DROME20368, DROME10401	CAPO305113
OG0004551	DROME17768, DROME17769	CAPO301498
OG0004552	DROME00895	CAPO301361, CAPO306759
OG0004553	DROME15169, DROME15168, DROME15170, DROME15171, DROME15167, DROME15172	CAPO302768
OG0004554	DROME15667	CAPO300747
OG0004555	DROME08499, DROME08501, DROME08498, DROME08500	CAPO301994
OG0004556	DROME05232, DROME05234, DROME05233	CAPO305616
OG0004559	DROME00073	CAPO303756
OG0004561	DROME14241, DROME14240	CAPO304794
OG0004563	DROME01043	CAPO303030
OG0004564	DROME21672, DROME05211	CAPO301873
OG0004565	DROME02327, DROME02328	CAPO303409
OG0004566	DROME09871	CAPO302081
OG0004569	DROME06466	CAPO303601
OG0004572	DROME09948	CAPO302719
OG0004573	DROME00139	CAPO302070, CAPO305859
OG0004577	DROME08875, DROME08876	CAPO307905
OG0004578	DROME18906, DROME06808	CAPO307713
OG0004579	DROME01846	CAPO308171
OG0004581	DROME17808, DROME17807, DROME17806	CAPO305629
OG0004582	DROME06477	CAPO304857
OG0004583	DROME11053	CAPO301319
OG0004584	DROME21581	CAPO307051
OG0004585	DROME01558, DROME01556, DROME01557	CAPO307959
OG0004587	DROME15606	CAPO303576
OG0004588	DROME12821, DROME12822, DROME14788, DROME12819, DROME12820	CAPO307046
OG0004590	DROME15582, DROME11041, DROME11040	CAPO307910
OG0004593	DROME07438	CAPO306311
OG0004596	DROME02187	CAPO300672
OG0004601	DROME05651, DROME05650	CAPO300529
OG0004602	DROME02726, DROME12032	CAPO307709
OG0004609	DROME08817	CAPO305274
OG0004610	DROME10381	CAPO308217
OG0004611	DROME16445	CAPO305879, CAPO305850
OG0004612	DROME00790	CAPO307176
OG0004616	DROME19950, DROME19951	CAPO302661, CAPO307774
OG0004619	DROME17529	CAPO306976
OG0004621	DROME20061, DROME20060	CAPO301592
OG0004626	DROME04697	CAPO304074
OG0004627	DROME18129, DROME18128, DROME18127	CAPO302578
OG0004628	DROME03937	CAPO300844
OG0004629	DROME06036	CAPO300874
OG0004630	DROME13583	CAPO300032
OG0004633	DROME15422	CAPO306431
OG0004634	DROME00888	CAPO306443
OG0004635	DROME17782	CAPO305826
OG0004638	DROME09153	CAPO300328
OG0004639	DROME08016	CAPO304960
OG0004640	DROME04904, DROME04905	CAPO305391
OG0004642	DROME06579	CAPO303810
OG0004643	DROME00911	CAPO303111
OG0004646	DROME06988	CAPO304987
OG0004648	DROME18522	CAPO306796
OG0004649	DROME20953	CAPO308035
OG0004651	DROME21452, DROME21453	CAPO307192
OG0004652	DROME17381	CAPO307126
OG0004654	DROME05489, DROME05488	CAPO304098
OG0004655	DROME01318	CAPO300932
OG0004656	DROME16743	CAPO306315
OG0004657	DROME03195	CAPO300965
OG0004658	DROME09698	CAPO302853
OG0004659	DROME14307	CAPO305571
OG0004660	DROME17308, DROME17309, DROME17306, DROME17307	CAPO302190, CAPO304191
OG0004663	DROME20926	CAPO307060
OG0004664	DROME04843, DROME04844	CAPO304024
OG0004668	DROME08135	CAPO307032
OG0004669	DROME07920	CAPO301719
OG0004670	DROME04629	CAPO301141
OG0004671	DROME19389	CAPO303199
OG0004672	DROME19572	CAPO300788
OG0004674	DROME20610	CAPO301298
OG0004675	DROME01467, DROME01466, DROME03380	CAPO300152
OG0004676	DROME18548	CAPO305483
OG0004678	DROME04998, DROME04997	CAPO306062
OG0004679	DROME04800	CAPO307020
OG0004682	DROME14960, DROME14957	CAPO302643
OG0004685	DROME18917, DROME18916	CAPO300514
OG0004687	DROME02093	CAPO300850
OG0004690	DROME07347	CAPO302294
OG0004691	DROME17121	CAPO301832
OG0004692	DROME08213, DROME01042, DROME01041, DROME01050, DROME02438	CAPO306711
OG0004694	DROME13257	CAPO302831
OG0004697	DROME17424	CAPO308157
OG0004699	DROME03068	CAPO305801
OG0004700	DROME06957	CAPO305394
OG0004703	DROME19325	CAPO302281
OG0004707	DROME19641	CAPO307222
OG0004708	DROME00172	CAPO302589
OG0004711	DROME06479	CAPO307614
OG0004728	DROME01900	CAPO306092
OG0004732	DROME03214	CAPO307742
OG0004733	DROME04757	CAPO303723
OG0004739	DROME16590	CAPO305372
OG0004740	DROME20299	CAPO303587
OG0004743	DROME03419	CAPO305537
OG0004744	DROME08184	CAPO307377
OG0004747	DROME00628	CAPO305266
OG0004749	DROME10966	CAPO303738
OG0004752	DROME18733, DROME18734	CAPO300189
OG0004753	DROME03636	CAPO307970
OG0004756	DROME05028	CAPO300650
OG0004757	DROME14317	CAPO300079
OG0004758	DROME10880	CAPO307791
OG0004759	DROME14009	CAPO301731
OG0004760	DROME20882, DROME20886, DROME20887, DROME20888, DROME11853	CAPO302986
OG0004761	DROME15693, DROME15694	CAPO301372
OG0004763	DROME06189	CAPO303189
OG0004764	DROME04351	CAPO306665
OG0004765	DROME08142, DROME19163	CAPO300145
OG0004766	DROME02533	CAPO300107
OG0004767	DROME10770	CAPO304258
OG0004768	DROME02452	CAPO302814
OG0004769	DROME02034	CAPO305909
OG0004770	DROME06615	CAPO306549
OG0004771	DROME07917, DROME07916, DROME07918, DROME07919	CAPO306141
OG0004774	DROME15180	CAPO302467
OG0004775	DROME19718	CAPO308292
OG0004784	DROME21712, DROME21713, DROME21714	CAPO300506
OG0004785	DROME20154, DROME01032, DROME00155, DROME02565	CAPO301223
OG0004787	DROME07713	CAPO300677
OG0004792	DROME06361, DROME08012	CAPO304121, CAPO301355
OG0004793	DROME15053	CAPO303691
OG0004794	DROME12402	CAPO302268
OG0004795	DROME13666	CAPO306522
OG0004797	DROME07303	CAPO308248
OG0004801	DROME12258, DROME12259	CAPO301409
OG0004803	DROME02519, DROME02518	CAPO306090
OG0004805	DROME04002	CAPO301148
OG0004808	DROME02542	CAPO300921
OG0004810	DROME05623, DROME05622	CAPO307085
OG0004811	DROME02621	CAPO304670
OG0004812	DROME01555	CAPO300913
OG0004813	DROME00925	CAPO302301
OG0004814	DROME05830	CAPO305193
OG0004815	DROME03213	CAPO306099
OG0004817	DROME06146	CAPO300646
OG0004819	DROME12033	CAPO303489
OG0004820	DROME01989	CAPO301474
OG0004822	DROME04359	CAPO303272
OG0004823	DROME10144, DROME10142, DROME10143	CAPO301131
OG0004825	DROME03283, DROME04091	CAPO303625
OG0004826	DROME20871	CAPO302318
OG0004828	DROME18812, DROME18813	CAPO300795
OG0004829	DROME09372	CAPO306677
OG0004830	DROME10949	CAPO304259, CAPO301109
OG0004831	DROME01012	CAPO302539
OG0004832	DROME15225	CAPO300644
OG0004833	DROME21757, DROME21758, DROME07997, DROME05462, DROME18534	CAPO307386, CAPO307385
OG0004835	DROME16717	CAPO307142
OG0004836	DROME13630	CAPO300476
OG0004837	DROME03243, DROME03241, DROME03242	CAPO306341
OG0004838	DROME19784	CAPO300483
OG0004840	DROME05865	CAPO301303
OG0004841	DROME10055	CAPO301073
OG0004842	DROME03366	CAPO307208
OG0004843	DROME07719, DROME07718	CAPO302296
OG0004844	DROME13071	CAPO308225
OG0004845	DROME01007	CAPO300244
OG0004846	DROME02141	CAPO302634
OG0004849	DROME13112	CAPO302897
OG0004851	DROME14412	CAPO304052
OG0004852	DROME19281, DROME19280	CAPO305241
OG0004853	DROME11460, DROME11459, DROME11461	CAPO306818
OG0004854	DROME04906	CAPO307677
OG0004855	DROME06480	CAPO307136
OG0004856	DROME20969, DROME02553	CAPO307877
OG0004857	DROME18571, DROME18570	CAPO305126
OG0004858	DROME21278, DROME21279, DROME15142	CAPO306514
OG0004859	DROME19872	CAPO305955
OG0004861	DROME03069	CAPO300721
OG0004863	DROME11509	CAPO300215
OG0004864	DROME17771	CAPO306175
OG0004869	DROME04684	CAPO301505
OG0004873	DROME14538	CAPO305056
OG0004874	DROME06823	CAPO302314
OG0004875	DROME07370	CAPO305599
OG0004879	DROME00897	CAPO304570
OG0004880	DROME08365	CAPO307520
OG0004881	DROME08062	CAPO301856
OG0004882	DROME20698	CAPO307657
OG0004883	DROME06775	CAPO304269
OG0004886	DROME20605	CAPO304598
OG0004887	DROME16935	CAPO303252
OG0004889	DROME07704	CAPO302860
OG0004893	DROME00887	CAPO305797
OG0004894	DROME14922	CAPO308103
OG0004896	DROME10135	CAPO301146, CAPO308332
OG0004897	DROME19647, DROME19646	CAPO300624
OG0004898	DROME20157	CAPO300846
OG0004899	DROME12298	CAPO304701
OG0004900	DROME05897	CAPO300509
OG0004901	DROME21322	CAPO301170
OG0004902	DROME21164, DROME21163	CAPO305853
OG0004903	DROME05016	CAPO304775
OG0004904	DROME19500, DROME19501, DROME19499	CAPO304100
OG0004906	DROME09739	CAPO303480
OG0004907	DROME21808	CAPO307254
OG0004911	DROME03353, DROME03354	CAPO305750
OG0004913	DROME03983, DROME03981, DROME03982, DROME03984	CAPO306717
OG0004914	DROME06293	CAPO301519
OG0004917	DROME08602	CAPO303374
OG0004919	DROME18147	CAPO308082
OG0004920	DROME00285	CAPO302580
OG0004922	DROME15327	CAPO306550
OG0004923	DROME02315	CAPO307943
OG0004924	DROME10830, DROME07167	CAPO304606
OG0004927	DROME08096, DROME08095	CAPO304855
OG0004928	DROME08425	CAPO304691
OG0004929	DROME12986	CAPO304111
OG0004932	DROME06711, DROME21545	CAPO306081, CAPO305804
OG0004934	DROME20188	CAPO305066
OG0004935	DROME01124, DROME21902	CAPO302835
OG0004938	DROME19230	CAPO308159
OG0004940	DROME17902	CAPO305630
OG0004946	DROME17783	CAPO305515
OG0004947	DROME02539, DROME02538	CAPO307579
OG0004948	DROME10356, DROME10355	CAPO305331
OG0004949	DROME10079	CAPO304026
OG0004950	DROME04411, DROME04410, DROME04412, DROME04409, DROME04414, DROME04413	CAPO300642
OG0004952	DROME04437, DROME04439	CAPO301776
OG0004954	DROME00788	CAPO303229
OG0004961	DROME09320, DROME09318, DROME09321, DROME09319, DROME09322, DROME09323, DROME09317, DROME20126	CAPO305777
OG0004963	DROME16550	CAPO303805
OG0004964	DROME03316, DROME00530	CAPO302916
OG0004968	DROME13729	CAPO307145
OG0004969	DROME05438	CAPO303678
OG0004970	DROME11414	CAPO303748
OG0004971	DROME02694	CAPO302327
OG0004972	DROME08727, DROME08726, DROME08728	CAPO304289
OG0004976	DROME00645	CAPO304478
OG0004977	DROME03602	CAPO304350
OG0004978	DROME03965	CAPO308306
OG0004979	DROME16138	CAPO303118
OG0004980	DROME03892	CAPO300807
OG0004981	DROME12849	CAPO306326
OG0004982	DROME15865	CAPO301351
OG0004983	DROME09084, DROME09083, DROME09085	CAPO300176
OG0004985	DROME02098	CAPO304816
OG0004987	DROME11494	CAPO305473
OG0004987	DROME11495	CAPO306240
OG0004988	DROME03458, DROME03460, DROME03459	CAPO305623
OG0004989	DROME22081, DROME22082	CAPO300323
OG0004991	DROME15256	CAPO302271
OG0004992	DROME21455, DROME21454	CAPO301159
OG0004993	DROME12825	CAPO306074
OG0004997	DROME14795	CAPO300456
OG0004999	DROME12996, DROME04051	CAPO302635
OG0005002	DROME06516, DROME06517	CAPO305114
OG0005003	DROME03928	CAPO303837
OG0005005	DROME21561, DROME21562	CAPO303017
OG0005006	DROME11996	CAPO301015
OG0005007	DROME10736, DROME10737	CAPO300658
OG0005009	DROME05341	CAPO303190
OG0005010	DROME15403	CAPO304378
OG0005013	DROME05963	CAPO304066
OG0005014	DROME10673	CAPO307825
OG0005015	DROME17219, DROME13880	CAPO300946
OG0005021	DROME09143	CAPO304690
OG0005038	DROME10536	CAPO301658
OG0005040	DROME12131	CAPO300876
OG0005044	DROME09608	CAPO307084
OG0005046	DROME05480	CAPO304846
OG0005047	DROME10719, DROME10720, DROME04066	CAPO305932
OG0005048	DROME02333	CAPO300857
OG0005053	DROME16491	CAPO302547
OG0005059	DROME21332, DROME21333, DROME21331	CAPO300063
OG0005061	DROME12079	CAPO306602
OG0005062	DROME03096	CAPO302106
OG0005067	DROME04857	CAPO302289
OG0005068	DROME04056, DROME13214	CAPO306513
OG0005069	DROME09600	CAPO300204
OG0005073	DROME03220	CAPO305547
OG0005076	DROME03212	CAPO302885
OG0005077	DROME04630	CAPO302160
OG0005079	DROME19526	CAPO303799
OG0005081	DROME10206	CAPO307065
OG0005083	DROME15688, DROME15689	CAPO302388
OG0005086	DROME19289	CAPO302959
OG0005088	DROME22011, DROME22012	CAPO307772
OG0005089	DROME16204	CAPO303888
OG0005090	DROME15517	CAPO303909
OG0005091	DROME03308, DROME03309, DROME03310	CAPO305179
OG0005093	DROME05559	CAPO303716
OG0005094	DROME08308	CAPO303630
OG0005095	DROME02229	CAPO301660
OG0005096	DROME02037	CAPO301964
OG0005097	DROME09273, DROME09274, DROME09272	CAPO304365
OG0005099	DROME09599	CAPO305916
OG0005100	DROME04486	CAPO306219
OG0005104	DROME20927	CAPO303053
OG0005106	DROME03857	CAPO301403
OG0005107	DROME08339	CAPO304194
OG0005108	DROME14762	CAPO301196
OG0005109	DROME19414, DROME19413	CAPO301209
OG0005111	DROME13957, DROME13956	CAPO302727
OG0005113	DROME00349, DROME00350, DROME00351, DROME00352	CAPO300389
OG0005114	DROME19429	CAPO305096
OG0005119	DROME17852, DROME17851, DROME17850	CAPO304215
OG0005120	DROME03465	CAPO304593
OG0005121	DROME13814, DROME13815, DROME13816	CAPO301715
OG0005124	DROME16620	CAPO305507
OG0005127	DROME20240	CAPO307277
OG0005130	DROME01130	CAPO305368
OG0005132	DROME02024, DROME03817	CAPO300384
OG0005138	DROME08714	CAPO300009
OG0005139	DROME15604	CAPO302205
OG0005140	DROME16893	CAPO300700, CAPO302173
OG0005142	DROME12779	CAPO304715
OG0005143	DROME18172, DROME18171	CAPO304926
OG0005144	DROME16396	CAPO306416
OG0005145	DROME02051	CAPO302299
OG0005146	DROME01676	CAPO303659
OG0005147	DROME14510, DROME14511	CAPO302069
OG0005149	DROME13939, DROME13941, DROME13940, DROME03013	CAPO302171
OG0005151	DROME21402	CAPO302626
OG0005152	DROME02100	CAPO307737
OG0005154	DROME08186, DROME14086	CAPO307643
OG0005155	DROME13946	CAPO304712
OG0005157	DROME20357, DROME10521	CAPO301711
OG0005158	DROME15148	CAPO300547
OG0005160	DROME13926	CAPO300741
OG0005163	DROME09973	CAPO305704
OG0005164	DROME17784	CAPO307846
OG0005167	DROME21743, DROME21744	CAPO303298
OG0005168	DROME21709, DROME21708, DROME02504, DROME02503	CAPO306745
OG0005169	DROME00581	CAPO303886
OG0005172	DROME03475	CAPO306565
OG0005175	DROME18164	CAPO305645
OG0005178	DROME17186	CAPO300199
OG0005179	DROME12341	CAPO306190
OG0005180	DROME10314	CAPO308188
OG0005181	DROME13882	CAPO300793
OG0005182	DROME14044	CAPO300394
OG0005183	DROME07939, DROME08717	CAPO304256
OG0005184	DROME11560	CAPO307619
OG0005185	DROME14578	CAPO305409
OG0005187	DROME14003	CAPO300108
OG0005188	DROME10586	CAPO307366, CAPO308331
OG0005192	DROME06272	CAPO302320
OG0005194	DROME04866	CAPO306243
OG0005196	DROME08964	CAPO306636
OG0005200	DROME17886, DROME17887	CAPO307301
OG0005201	DROME12308	CAPO300421
OG0005202	DROME20495	CAPO300013
OG0005205	DROME03877, DROME03878	CAPO302576
OG0005206	DROME19412	CAPO301965
OG0005208	DROME19833	CAPO303001
OG0005209	DROME02411, DROME02410, DROME02409	CAPO300492
OG0005210	DROME04803, DROME04802	CAPO301315
OG0005212	DROME05395	CAPO300331
OG0005214	DROME10787	CAPO304556
OG0005215	DROME16919, DROME16918, DROME16920	CAPO308114
OG0005216	DROME02551	CAPO304567
OG0005217	DROME13024	CAPO303096, CAPO306650
OG0005221	DROME13777	CAPO306723
OG0005222	DROME20001	CAPO305567
OG0005223	DROME06805	CAPO302922
OG0005224	DROME09621	CAPO300521
OG0005225	DROME18929	CAPO301901
OG0005227	DROME19504	CAPO300666
OG0005228	DROME12549, DROME12550	CAPO300902
OG0005229	DROME21401	CAPO300950
OG0005230	DROME07282, DROME04954, DROME04955, DROME04956	CAPO305306
OG0005231	DROME13341	CAPO307526
OG0005233	DROME13588, DROME13587	CAPO307259
OG0005234	DROME09471, DROME09470, DROME17729	CAPO306586, CAPO305435
OG0005237	DROME13694, DROME13695	CAPO300405
OG0005238	DROME03305	CAPO307942
OG0005239	DROME16969	CAPO305851
OG0005240	DROME05667	CAPO302162
OG0005243	DROME13760	CAPO302946
OG0005244	DROME11413	CAPO301413
OG0005245	DROME15633	CAPO305774
OG0005247	DROME11577	CAPO305218
OG0005249	DROME17651	CAPO306769
OG0005250	DROME06885	CAPO304032
OG0005251	DROME15484, DROME15485	CAPO306449
OG0005253	DROME20955	CAPO307867
OG0005254	DROME13236	CAPO304356
OG0005255	DROME17385, DROME17386	CAPO303838, CAPO300416, CAPO307726
OG0005257	DROME12885, DROME12886, DROME12884	CAPO302797
OG0005258	DROME07551	CAPO301990
OG0005259	DROME01189	CAPO303873
OG0005261	DROME19226, DROME19227	CAPO305240
OG0005262	DROME14948	CAPO301884
OG0005264	DROME11198	CAPO302695, CAPO300033
