Orthogroup	DROME	AMPFI_ok
OG0000324	DROME20725	AMPFI_00658, AMPFI_19090, AMPFI_03289, AMPFI_18662, AMPFI_23068, AMPFI_14234, AMPFI_03446, AMPFI_24547
OG0000324	DROME02150	AMPFI_02994
OG0000327	DROME19988, DROME19987, DROME19986, DROME19989, DROME19990, DROME19985, DROME19984	AMPFI_02810
OG0000327	DROME19510	AMPFI_07053, AMPFI_01699
OG0000328	DROME07568, DROME07570, DROME07572, DROME07569, DROME07567, DROME07566, DROME07571, DROME13228, DROME13229, DROME13227, DROME13226, DROME13225, DROME13222, DROME13223, DROME13224, DROME13221	AMPFI_12095
OG0000329	DROME07577, DROME07578	AMPFI_18953
OG0000331	DROME18703	AMPFI_21412
OG0000335	DROME11631, DROME11632, DROME11634, DROME11633, DROME11639, DROME11640, DROME01793	AMPFI_21319, AMPFI_08057, AMPFI_24569, AMPFI_20092
OG0000338	DROME21975	AMPFI_12428
OG0000338	DROME04558	AMPFI_12247
OG0000339	DROME16744	AMPFI_15009
OG0000341	DROME01201, DROME01199, DROME01200	AMPFI_21712, AMPFI_19601
OG0000343	DROME13475, DROME13478, DROME13474, DROME13476, DROME13480, DROME13477, DROME13473, DROME13481, DROME13479	AMPFI_14007
OG0000344	DROME19431	AMPFI_06340, AMPFI_01579, AMPFI_02066, AMPFI_14648
OG0000345	DROME12026, DROME12025, DROME12024	AMPFI_10260
OG0000346	DROME08758	AMPFI_22433
OG0000346	DROME17127, DROME17125, DROME17122, DROME17126, DROME17124, DROME17129, DROME17130, DROME17128, DROME17131, DROME17134, DROME17137, DROME17133, DROME17136, DROME17135, DROME17132, DROME17139, DROME17138	AMPFI_07378, AMPFI_07379
OG0000350	DROME03410, DROME08099	AMPFI_13974
OG0000350	DROME00438	AMPFI_04151
OG0000351	DROME07498, DROME02774	AMPFI_23428
OG0000352	DROME14143, DROME14145, DROME14147, DROME14146, DROME14148, DROME14144	AMPFI_09522
OG0000353	DROME09963, DROME09967, DROME09962, DROME09961, DROME09960, DROME09954, DROME09959, DROME09952, DROME09965, DROME09966, DROME09964, DROME09957, DROME09953, DROME09955, DROME09969, DROME09968, DROME18221	AMPFI_04591
OG0000356	DROME01953	AMPFI_06622
OG0000357	DROME13834	AMPFI_13175, AMPFI_23961
OG0000358	DROME07474	AMPFI_12913
OG0000358	DROME00466, DROME00200, DROME00199	AMPFI_14920, AMPFI_02004
OG0000358	DROME15060	AMPFI_13026
OG0000359	DROME11803	AMPFI_18442
OG0000363	DROME18487	AMPFI_12319, AMPFI_19121, AMPFI_04121, AMPFI_00444
OG0000367	DROME13648, DROME13646, DROME13647	AMPFI_07904, AMPFI_24584
OG0000367	DROME15189, DROME15190, DROME15188	AMPFI_10053
OG0000371	DROME01678, DROME02633, DROME02636	AMPFI_14641, AMPFI_06561, AMPFI_21182, AMPFI_22207
OG0000372	DROME09531	AMPFI_09792
OG0000373	DROME14548, DROME20852, DROME16822	AMPFI_05437
OG0000373	DROME07671, DROME06849, DROME07655, DROME22084, DROME00576	AMPFI_16084
OG0000374	DROME04717, DROME04718, DROME04716	AMPFI_06145
OG0000374	DROME00970, DROME00969, DROME00968, DROME00971	AMPFI_10024
OG0000374	DROME04429, DROME04427, DROME04428	AMPFI_05049
OG0000375	DROME07013	AMPFI_07511
OG0000378	DROME09766, DROME09767	AMPFI_07224
OG0000378	DROME02404, DROME02403, DROME02400, DROME02401	AMPFI_10400
OG0000379	DROME09607	AMPFI_16322
OG0000379	DROME21997, DROME22000, DROME21995, DROME22001, DROME21994, DROME21998	AMPFI_17608
OG0000379	DROME02844	AMPFI_17738
OG0000379	DROME07921	AMPFI_06752
OG0000380	DROME05237	AMPFI_25598
OG0000384	DROME14888, DROME14889	AMPFI_03715, AMPFI_01107, AMPFI_22343
OG0000385	DROME05997, DROME09713, DROME09714, DROME09715, DROME05708, DROME05707	AMPFI_19226, AMPFI_24194, AMPFI_23534, AMPFI_25679
OG0000389	DROME11981, DROME11983, DROME01212, DROME11984, DROME11980, DROME17629, DROME17996, DROME17997, DROME18001, DROME18002, DROME17964, DROME17950, DROME17951, DROME17954, DROME17949	AMPFI_22466
OG0000389	DROME17945	AMPFI_07738
OG0000390	DROME01744, DROME01742, DROME02737, DROME01739, DROME01741	AMPFI_08929, AMPFI_18064, AMPFI_22410, AMPFI_05166, AMPFI_00446, AMPFI_16032
OG0000391	DROME04498, DROME04500, DROME04499	AMPFI_15390, AMPFI_13888
OG0000392	DROME13919, DROME13921, DROME13920	AMPFI_16078
OG0000393	DROME13322	AMPFI_11122
OG0000393	DROME20684	AMPFI_17577
OG0000395	DROME10093, DROME10091, DROME10092, DROME09845, DROME09844, DROME09843, DROME09842, DROME09841, DROME09835, DROME09840, DROME09836, DROME09837, DROME09838, DROME09839, DROME09834, DROME09846, DROME09847	AMPFI_03869
OG0000395	DROME04257, DROME04288, DROME04261, DROME04269, DROME04291, DROME04254, DROME04270, DROME04235, DROME04287, DROME04249, DROME04271, DROME04233, DROME04250, DROME04252, DROME04302, DROME04290, DROME04263, DROME04283, DROME04260, DROME04243, DROME04262, DROME04298, DROME04297, DROME04272, DROME04267, DROME04232, DROME04251, DROME04265, DROME04281, DROME04264, DROME04280, DROME04248, DROME04275, DROME04299, DROME04237, DROME04300, DROME04229, DROME04296, DROME04256, DROME04285, DROME04282, DROME04279, DROME04239, DROME04253, DROME04273, DROME04259, DROME04286, DROME04258, DROME04234, DROME04241, DROME04266, DROME04238, DROME04295, DROME04242, DROME04247, DROME04293, DROME04289, DROME04301, DROME04246, DROME04231, DROME04278	AMPFI_03995
OG0000397	DROME14885	AMPFI_12772
OG0000399	DROME21835	AMPFI_12451, AMPFI_24563
OG0000399	DROME12205, DROME12206	AMPFI_10126
OG0000400	DROME09694	AMPFI_04865, AMPFI_16843
OG0000400	DROME17859	AMPFI_21265
OG0000400	DROME14016	AMPFI_00717
OG0000400	DROME15511	AMPFI_09891
OG0000400	DROME08108	AMPFI_07504, AMPFI_03889
OG0000401	DROME20041	AMPFI_19353
OG0000402	DROME11245, DROME11246	AMPFI_10865
OG0000402	DROME12090	AMPFI_21549
OG0000403	DROME06350	AMPFI_16136
OG0000409	DROME19502	AMPFI_06600, AMPFI_00255
OG0000409	DROME11210, DROME11209	AMPFI_08875
OG0000411	DROME16025, DROME16024, DROME16016, DROME16020, DROME16017, DROME16021, DROME16026, DROME16027, DROME16018, DROME16023, DROME16014, DROME16022, DROME16015, DROME16019, DROME16028	AMPFI_13273
OG0000412	DROME09076	AMPFI_05733
OG0000412	DROME02464, DROME13336, DROME13334, DROME13335, DROME15399	AMPFI_24223
OG0000413	DROME21174	AMPFI_05195
OG0000413	DROME13327, DROME13328	AMPFI_15394
OG0000413	DROME15279, DROME15278	AMPFI_15092
OG0000415	DROME01505, DROME01506	AMPFI_07162, AMPFI_25345, AMPFI_07296
OG0000417	DROME01308, DROME01309	AMPFI_16224, AMPFI_06502, AMPFI_00731
OG0000419	DROME06034, DROME04433	AMPFI_09172, AMPFI_06797
OG0000419	DROME15435	AMPFI_16286
OG0000420	DROME02672	AMPFI_23871
OG0000424	DROME02090, DROME02075, DROME02066, DROME02076, DROME02077, DROME02078, DROME02064, DROME02063, DROME02062, DROME02065, DROME02081, DROME12353, DROME17176, DROME17175, DROME00623, DROME03850, DROME03851, DROME06196, DROME14713, DROME14583, DROME14582, DROME14580, DROME14579, DROME14581, DROME08237, DROME08236, DROME08235	AMPFI_18786, AMPFI_06727, AMPFI_03735, AMPFI_21433, AMPFI_02103, AMPFI_06728
OG0000425	DROME14160, DROME14161, DROME14159, DROME14158	AMPFI_05884
OG0000426	DROME16357, DROME16356	AMPFI_05934
OG0000426	DROME09933, DROME09928, DROME09929, DROME09932, DROME09931, DROME09930, DROME09934	AMPFI_04676
OG0000427	DROME05699, DROME05698	AMPFI_05181, AMPFI_05182
OG0000427	DROME18355, DROME18356	AMPFI_08931, AMPFI_06083
OG0000429	DROME19525, DROME07553, DROME07552, DROME06812	AMPFI_13425, AMPFI_14088
OG0000431	DROME05704	AMPFI_00618
OG0000431	DROME12301, DROME12300	AMPFI_05479
OG0000431	DROME11410, DROME11409, DROME11408	AMPFI_02567
OG0000433	DROME00007, DROME00005, DROME00004, DROME00006	AMPFI_09657
OG0000433	DROME20425, DROME20423, DROME20424	AMPFI_00102, AMPFI_00584
OG0000435	DROME03996, DROME03995	AMPFI_21181
OG0000442	DROME13942	AMPFI_18182
OG0000442	DROME12188	AMPFI_07999
OG0000442	DROME01916	AMPFI_04228
OG0000443	DROME14734, DROME14735, DROME14732, DROME14733	AMPFI_17659
OG0000444	DROME21032	AMPFI_10516
OG0000444	DROME03786, DROME03789, DROME03788, DROME03787	AMPFI_14412
OG0000445	DROME06725, DROME06723, DROME06724, DROME20153, DROME20152	AMPFI_20874, AMPFI_15224, AMPFI_10421, AMPFI_03557, AMPFI_10139, AMPFI_21234, AMPFI_16884, AMPFI_09913
OG0000446	DROME07092	AMPFI_24097, AMPFI_20203
OG0000446	DROME06421	AMPFI_05555
OG0000446	DROME06051, DROME06050	AMPFI_25020, AMPFI_21150, AMPFI_02401
OG0000447	DROME20929, DROME20928	AMPFI_12502
OG0000450	DROME16711, DROME16712	AMPFI_01260
OG0000454	DROME15035, DROME15036, DROME15037	AMPFI_16132
OG0000458	DROME21054, DROME21052, DROME21053	AMPFI_07546
OG0000461	DROME17428	AMPFI_12796
OG0000461	DROME03657, DROME03656	AMPFI_10757
OG0000463	DROME20596, DROME20593, DROME20591, DROME20594, DROME20592, DROME20598, DROME20599, DROME20595, DROME20597	AMPFI_05009
OG0000465	DROME11515, DROME11516	AMPFI_19029
OG0000465	DROME03278	AMPFI_07644
OG0000469	DROME18292, DROME18291, DROME18290	AMPFI_03128
OG0000475	DROME08667, DROME08669, DROME08666, DROME08668	AMPFI_23837, AMPFI_25135, AMPFI_16236, AMPFI_14069
OG0000476	DROME13684	AMPFI_11326
OG0000477	DROME04864, DROME04863, DROME04862, DROME04860, DROME04861, DROME12702, DROME12706, DROME12705, DROME12703	AMPFI_24916, AMPFI_00918
OG0000479	DROME10906, DROME10907, DROME10905, DROME10908, DROME10909	AMPFI_03342
OG0000479	DROME19907, DROME19910, DROME19906, DROME19908, DROME19909, DROME19905, DROME19911	AMPFI_09996
OG0000480	DROME18226, DROME18222, DROME18229, DROME18223, DROME18227, DROME18225, DROME18224, DROME18228	AMPFI_18780
OG0000481	DROME21853	AMPFI_04631
OG0000481	DROME19418	AMPFI_14700
OG0000481	DROME01481	AMPFI_12417
OG0000482	DROME00092, DROME00094, DROME00093, DROME00096, DROME00095	AMPFI_16288
OG0000482	DROME19126, DROME19125	AMPFI_17333, AMPFI_20569, AMPFI_01031
OG0000485	DROME01103, DROME01104, DROME14453	AMPFI_08282, AMPFI_08284, AMPFI_22121
OG0000486	DROME11708	AMPFI_16665
OG0000496	DROME00063	AMPFI_25760
OG0000497	DROME19794, DROME19793	AMPFI_07081
OG0000498	DROME20580, DROME20579, DROME20582, DROME20577, DROME20581, DROME20578	AMPFI_22216
OG0000503	DROME08711, DROME08712	AMPFI_06939, AMPFI_17798
OG0000503	DROME00919, DROME00918	AMPFI_08675
OG0000504	DROME06010	AMPFI_23661
OG0000505	DROME09303	AMPFI_13142
OG0000505	DROME18823	AMPFI_01675
OG0000506	DROME20212, DROME20211, DROME20206, DROME20208, DROME20209, DROME20213, DROME20215, DROME20219, DROME20218, DROME20214, DROME20216, DROME20217	AMPFI_10562
OG0000508	DROME08723, DROME08722, DROME08721	AMPFI_11279
OG0000510	DROME07066	AMPFI_12605, AMPFI_15688
OG0000510	DROME17661, DROME17660, DROME17663, DROME17662, DROME17659, DROME15630, DROME15629, DROME02254	AMPFI_02887
OG0000513	DROME18217, DROME18219, DROME18220, DROME18218, DROME18215, DROME18216	AMPFI_15307
OG0000514	DROME10575, DROME10574, DROME10569, DROME10572, DROME10570, DROME10576, DROME10573, DROME10571	AMPFI_19314
OG0000515	DROME14318	AMPFI_04197
OG0000519	DROME08599	AMPFI_09807, AMPFI_19851, AMPFI_12315, AMPFI_05130
OG0000520	DROME12834	AMPFI_25750, AMPFI_23972
OG0000520	DROME14866, DROME14865	AMPFI_14296, AMPFI_19094
OG0000524	DROME16877, DROME16870, DROME16868, DROME16873, DROME16869, DROME16871, DROME16876, DROME16872, DROME16879, DROME16874, DROME16867, DROME16865, DROME16862, DROME16878, DROME16863, DROME16859, DROME16860, DROME16875, DROME16880, DROME16866, DROME16864, DROME16861, DROME16858	AMPFI_14569
OG0000525	DROME10425	AMPFI_13575
OG0000525	DROME20723, DROME20724, DROME20720, DROME20721	AMPFI_23427
OG0000529	DROME08794, DROME08796, DROME08798, DROME08797, DROME08795, DROME05074, DROME05075, DROME05072, DROME05073	AMPFI_10225
OG0000530	DROME18198, DROME18195, DROME18196, DROME18193, DROME18191, DROME18192, DROME18194, DROME18190, DROME18199, DROME18197	AMPFI_05279
OG0000531	DROME14834, DROME14835, DROME14836	AMPFI_10252
OG0000532	DROME01047, DROME12257	AMPFI_09523
OG0000534	DROME11197, DROME11196, DROME11195, DROME11194	AMPFI_12308, AMPFI_12548
OG0000537	DROME00914	AMPFI_22008
OG0000542	DROME03950	AMPFI_16091, AMPFI_08997
OG0000545	DROME09189, DROME09193, DROME09192, DROME09190, DROME09191	AMPFI_15543
OG0000546	DROME14099, DROME14100, DROME14098, DROME14097, DROME11366, DROME11365, DROME09716	AMPFI_13740
OG0000548	DROME12062, DROME12064, DROME12063	AMPFI_03107, AMPFI_12447, AMPFI_06878
OG0000550	DROME09128	AMPFI_16200
OG0000551	DROME20755, DROME20754, DROME20757, DROME20756, DROME17228, DROME20767, DROME20760, DROME20758, DROME20761, DROME20765, DROME13495, DROME20763, DROME20762, DROME20766	AMPFI_12523, AMPFI_16839, AMPFI_19651, AMPFI_24965
OG0000552	DROME03162, DROME03867	AMPFI_25709, AMPFI_07948
OG0000553	DROME21018, DROME21017, DROME21019	AMPFI_07441
OG0000554	DROME13166, DROME13165, DROME13164	AMPFI_24115, AMPFI_06108, AMPFI_04502
OG0000560	DROME17254	AMPFI_24939, AMPFI_25437, AMPFI_25195, AMPFI_02096
OG0000562	DROME02768, DROME02766, DROME02765, DROME02767, DROME02764	AMPFI_21582
OG0000562	DROME21192	AMPFI_04543
OG0000564	DROME15769	AMPFI_08861
OG0000564	DROME17396	AMPFI_23703
OG0000566	DROME04343, DROME04344, DROME04345	AMPFI_03624, AMPFI_03781, AMPFI_20076, AMPFI_24184
OG0000567	DROME15246, DROME04098, DROME04097, DROME15019	AMPFI_08270, AMPFI_24073
OG0000570	DROME14109	AMPFI_01005, AMPFI_01163, AMPFI_16102
OG0000572	DROME13193, DROME13191, DROME13190, DROME13192	AMPFI_18964, AMPFI_18965
OG0000573	DROME20963	AMPFI_08544
OG0000573	DROME19690	AMPFI_21790
OG0000574	DROME20472	AMPFI_07593
OG0000574	DROME13727	AMPFI_07534
OG0000574	DROME20471	AMPFI_22284
OG0000575	DROME03938	AMPFI_22439
OG0000576	DROME12649, DROME12657, DROME12653, DROME12651, DROME12650, DROME12655, DROME12654, DROME12648, DROME12652, DROME12656	AMPFI_11215
OG0000578	DROME00903, DROME00906, DROME00904, DROME00909, DROME00905, DROME00907, DROME00908	AMPFI_11337, AMPFI_11336
OG0000579	DROME18276, DROME18279, DROME18282, DROME18281, DROME18280, DROME18278, DROME18277	AMPFI_10586
OG0000582	DROME21391, DROME21390, DROME21388, DROME21389, DROME21385, DROME21387, DROME21386, DROME21392, DROME21393	AMPFI_14842, AMPFI_03684
OG0000583	DROME11767, DROME11759, DROME11760, DROME11761, DROME11765, DROME11762, DROME11766	AMPFI_03049
OG0000585	DROME07476	AMPFI_10321
OG0000587	DROME16670, DROME16671, DROME16672	AMPFI_16977, AMPFI_16976
OG0000587	DROME16137	AMPFI_14490
OG0000588	DROME12674	AMPFI_25131, AMPFI_02951
OG0000588	DROME00241, DROME00240, DROME20059, DROME09587	AMPFI_04054, AMPFI_03394
OG0000590	DROME00417	AMPFI_19054, AMPFI_08431
OG0000591	DROME02758	AMPFI_24421
OG0000593	DROME07365, DROME07366	AMPFI_00762
OG0000594	DROME15095, DROME15096, DROME15094	AMPFI_08265
OG0000597	DROME04131, DROME04129, DROME04130	AMPFI_09305
OG0000600	DROME15794, DROME15792, DROME15791, DROME15789, DROME15786, DROME15790, DROME15788, DROME15787, DROME15793, DROME15795, DROME15797, DROME15796	AMPFI_05589, AMPFI_23266
OG0000601	DROME21591, DROME21589, DROME21590	AMPFI_11926
OG0000602	DROME10244	AMPFI_06522
OG0000602	DROME11259, DROME11258	AMPFI_15502
OG0000604	DROME04675, DROME04678, DROME04673, DROME04681, DROME04677, DROME04672, DROME04674, DROME04680, DROME04676, DROME04679	AMPFI_21956, AMPFI_24342
OG0000607	DROME11536, DROME11535	AMPFI_09382
OG0000611	DROME19843, DROME19842, DROME19846, DROME19847, DROME19844, DROME19845, DROME19841	AMPFI_17154, AMPFI_20669, AMPFI_24211
OG0000611	DROME01553, DROME01552, DROME01554	AMPFI_03941
OG0000612	DROME04304	AMPFI_15477, AMPFI_05475
OG0000614	DROME20120, DROME20121, DROME20122, DROME20119	AMPFI_11504, AMPFI_07199
OG0000615	DROME09018, DROME09015, DROME09017, DROME09016, DROME09014, DROME09019	AMPFI_02250
OG0000617	DROME17414	AMPFI_08449
OG0000619	DROME01411, DROME01409, DROME01406, DROME01407, DROME01404, DROME01403, DROME01408, DROME01405, DROME01410	AMPFI_07065
OG0000623	DROME13642	AMPFI_18053
OG0000623	DROME13267, DROME13269, DROME13273, DROME13272, DROME13270, DROME13271, DROME13268, DROME13266, DROME19458, DROME19644, DROME09777, DROME09776	AMPFI_05939, AMPFI_14561
OG0000624	DROME05635, DROME05636, DROME05638, DROME05634, DROME05639, DROME05637, DROME08947, DROME08946, DROME08945	AMPFI_19095, AMPFI_09306, AMPFI_13318
OG0000625	DROME07819, DROME00264, DROME00265, DROME00249	AMPFI_14871, AMPFI_22297, AMPFI_25324
OG0000627	DROME00612, DROME00609, DROME00610, DROME00607, DROME00611, DROME00608, DROME07604, DROME07603	AMPFI_24110
OG0000628	DROME17423	AMPFI_06881
OG0000629	DROME03521	AMPFI_03723
OG0000629	DROME15755	AMPFI_09946
OG0000635	DROME14325, DROME14327, DROME14326	AMPFI_12996
OG0000639	DROME11868, DROME11860, DROME11862, DROME11861, DROME11863, DROME11866, DROME11867, DROME11864, DROME11865	AMPFI_02143
OG0000639	DROME00355	AMPFI_19096
OG0000642	DROME16938	AMPFI_15462, AMPFI_15774
OG0000643	DROME03064, DROME03054, DROME03067, DROME03065, DROME03063, DROME03061, DROME03066, DROME03062, DROME03060, DROME03059, DROME03058, DROME03057, DROME03056, DROME03055	AMPFI_13527
OG0000645	DROME14720	AMPFI_07346
OG0000646	DROME18383, DROME18382, DROME18385, DROME18384	AMPFI_08730
OG0000646	DROME20633, DROME20634, DROME20635	AMPFI_06480
OG0000648	DROME08636	AMPFI_15343, AMPFI_13232
OG0000651	DROME04446, DROME04444, DROME04448, DROME04445, DROME04443, DROME04449, DROME04447	AMPFI_00457
OG0000653	DROME04693, DROME06761	AMPFI_07129
OG0000654	DROME02198, DROME02200, DROME02201, DROME02196, DROME02197, DROME02204, DROME02203, DROME02199, DROME02202	AMPFI_21423
OG0000657	DROME04361	AMPFI_16174, AMPFI_04003, AMPFI_15120, AMPFI_23960, AMPFI_23025
OG0000660	DROME17870	AMPFI_17445
OG0000662	DROME13127, DROME03101, DROME20426	AMPFI_12334, AMPFI_02313
OG0000662	DROME18061	AMPFI_13450
OG0000663	DROME05436	AMPFI_11999
OG0000666	DROME12576, DROME12575	AMPFI_18404
OG0000670	DROME01272, DROME01274, DROME01273, DROME03671, DROME03670	AMPFI_22267
OG0000672	DROME01096, DROME01095	AMPFI_11096
OG0000672	DROME13682	AMPFI_17614
OG0000674	DROME13823	AMPFI_05318
OG0000674	DROME12190	AMPFI_14286
OG0000676	DROME07205	AMPFI_07198
OG0000676	DROME15377	AMPFI_01951
OG0000680	DROME15155, DROME20131	AMPFI_20692
OG0000681	DROME11874, DROME11876, DROME11877, DROME11875	AMPFI_10408
OG0000682	DROME07174, DROME07172, DROME07169, DROME07171, DROME07170, DROME07173, DROME07175	AMPFI_06701
OG0000683	DROME11493, DROME11492	AMPFI_06165
OG0000683	DROME01831	AMPFI_15593
OG0000690	DROME13136	AMPFI_25508
OG0000692	DROME13871, DROME13870	AMPFI_22914
OG0000694	DROME18910	AMPFI_20821
OG0000695	DROME02480	AMPFI_19882
OG0000696	DROME04806, DROME04805, DROME04807, DROME04804, DROME04808	AMPFI_13412
OG0000701	DROME19925, DROME19926, DROME06204, DROME17248	AMPFI_06365
OG0000702	DROME02010	AMPFI_20591
OG0000703	DROME18602, DROME10089, DROME09744, DROME10003, DROME10370, DROME10371, DROME17633	AMPFI_09469
OG0000708	DROME21751, DROME21752	AMPFI_18363
OG0000708	DROME18239	AMPFI_17855, AMPFI_19554
OG0000709	DROME01206	AMPFI_17426
OG0000711	DROME09749, DROME09750	AMPFI_11270
OG0000712	DROME20363, DROME20365, DROME20364, DROME20366, DROME20367, DROME12698, DROME12699, DROME12697	AMPFI_08144
OG0000713	DROME14995	AMPFI_24318, AMPFI_08961, AMPFI_11641
OG0000715	DROME09525, DROME09528, DROME09523, DROME09527, DROME09526, DROME09524	AMPFI_19789
OG0000717	DROME21009	AMPFI_06302, AMPFI_10785
OG0000720	DROME08828	AMPFI_05196
OG0000721	DROME21732	AMPFI_08986
OG0000721	DROME19802, DROME19803, DROME19797, DROME19800, DROME19798, DROME19799, DROME19801	AMPFI_22245
OG0000724	DROME18296, DROME18300, DROME18301, DROME18294, DROME18295, DROME18297, DROME18299, DROME18298	AMPFI_16071
OG0000726	DROME21495, DROME21494, DROME21492, DROME21493	AMPFI_13683
OG0000730	DROME18332	AMPFI_24051
OG0000731	DROME03051, DROME03053, DROME03052	AMPFI_14467
OG0000732	DROME00208, DROME00209	AMPFI_21125
OG0000732	DROME15061	AMPFI_19798, AMPFI_22564
OG0000733	DROME17454	AMPFI_00092
OG0000733	DROME15558, DROME15560, DROME15556, DROME15557, DROME15561, DROME15562, DROME15564, DROME15563, DROME15559	AMPFI_07683
OG0000734	DROME17455	AMPFI_12486, AMPFI_16496
OG0000735	DROME13083, DROME13084, DROME13089, DROME13086, DROME13097, DROME13098, DROME13085, DROME13100, DROME13096, DROME13092, DROME13101, DROME13102, DROME13090, DROME13099, DROME13091, DROME13095, DROME13087, DROME13094, DROME13088, DROME13093	AMPFI_12763
OG0000736	DROME02615, DROME02614	AMPFI_00116
OG0000737	DROME16700, DROME16699, DROME17539, DROME17538, DROME17537, DROME17535, DROME17536, DROME17534, DROME17533	AMPFI_09668
OG0000740	DROME19981	AMPFI_24652
OG0000740	DROME17246, DROME03194, DROME13667, DROME06456	AMPFI_17145
OG0000744	DROME09899	AMPFI_06604
OG0000747	DROME04467	AMPFI_14372, AMPFI_19843, AMPFI_13503, AMPFI_15337, AMPFI_14236, AMPFI_09850
OG0000749	DROME10988, DROME10987	AMPFI_08611
OG0000751	DROME06060, DROME06059, DROME06061, DROME06062	AMPFI_03506
OG0000752	DROME15461	AMPFI_17019
OG0000752	DROME09086	AMPFI_09329
OG0000752	DROME20521, DROME11363	AMPFI_04939
OG0000753	DROME16114, DROME16113	AMPFI_15523
OG0000753	DROME22017, DROME22016, DROME22019, DROME22018, DROME22021	AMPFI_14109
OG0000753	DROME22020	AMPFI_09896
OG0000755	DROME04400, DROME04398, DROME04396, DROME04397, DROME04399	AMPFI_18113, AMPFI_24528
OG0000757	DROME07057	AMPFI_01364
OG0000758	DROME04523, DROME04522, DROME04521	AMPFI_00957
OG0000759	DROME01056	AMPFI_20273
OG0000759	DROME11263, DROME11264, DROME11262, DROME11261, DROME01055, DROME03914, DROME03913, DROME01209, DROME01208	AMPFI_04195
OG0000761	DROME04780, DROME04784, DROME04782, DROME04781, DROME04785, DROME04783	AMPFI_02175
