Orthogroup	DROME	YEAST
OG0007010	DROME01605	YEAST01652
OG0007012	DROME22023	YEAST05361
OG0007013	DROME01987	YEAST05971
OG0007015	DROME19728	YEAST03053
OG0007016	DROME20048	YEAST05307
OG0007024	DROME17667, DROME19376	YEAST01864
OG0007028	DROME21651	YEAST06312
OG0007029	DROME01489	YEAST05619
OG0007030	DROME20793	YEAST05712
OG0007033	DROME18841	YEAST04002
OG0007036	DROME10185	YEAST04799
OG0007043	DROME02534	YEAST02072, YEAST01064
OG0007045	DROME00832, DROME14367, DROME14366	YEAST01113
OG0007046	DROME15728	YEAST04826
OG0007049	DROME16917	YEAST05930
OG0007050	DROME06887	YEAST05668
OG0007053	DROME16115	YEAST05898
OG0007055	DROME01836	YEAST02593
OG0007057	DROME16884	YEAST05673
OG0007061	DROME21168	YEAST03247
OG0007063	DROME04000	YEAST04650
OG0007073	DROME16763	YEAST03946
OG0007075	DROME11946	YEAST00811
OG0007084	DROME17683, DROME09532	YEAST05527
OG0007089	DROME12957	YEAST04132
OG0007092	DROME18902, DROME06271	YEAST01811
OG0007093	DROME16944	YEAST01923
OG0007095	DROME11360	YEAST02581
OG0007097	DROME14761	YEAST01699
OG0007098	DROME02756	YEAST03783
OG0007106	DROME13665	YEAST00202
OG0007112	DROME21664, DROME21665	YEAST05597
OG0007114	DROME08700	YEAST03493
OG0007118	DROME16742	YEAST01120
OG0007119	DROME02006	YEAST05459
OG0007120	DROME12932	YEAST04248
OG0007121	DROME14887	YEAST05746
OG0007124	DROME19157	YEAST04818
OG0007127	DROME14552	YEAST04415
OG0007130	DROME03247	YEAST05158
OG0007131	DROME17642	YEAST05874
OG0007132	DROME04510	YEAST06078
OG0007137	DROME08116	YEAST00797
OG0007138	DROME05874, DROME13828	YEAST04319
OG0007139	DROME20628, DROME22010, DROME22009, DROME19837	YEAST05259
OG0007143	DROME02690	YEAST02636
OG0007144	DROME12565, DROME12567, DROME12566	YEAST04135
OG0007150	DROME13333	YEAST00900
OG0007154	DROME05203	YEAST01439
OG0007164	DROME07185, DROME07184	YEAST05557
OG0007165	DROME14270	YEAST04228, YEAST02514
OG0007166	DROME05148, DROME04552	YEAST05384
OG0007184	DROME21036, DROME17546	YEAST01512
OG0007186	DROME00062	YEAST00761
OG0007192	DROME21735	YEAST00860
OG0007201	DROME18595	YEAST01721
OG0007254	DROME17212, DROME17211	YEAST00328
OG0007258	DROME03306	YEAST02867
OG0007264	DROME04401	YEAST04093
OG0007269	DROME10599	YEAST04522
OG0007274	DROME13219	YEAST04165, YEAST05634
OG0007279	DROME12978, DROME12980, DROME12979	YEAST02363
OG0007282	DROME02027	YEAST04912
OG0007288	DROME07470	YEAST02949
OG0007292	DROME04984	YEAST05159
OG0007303	DROME16338	YEAST05207
OG0007307	DROME21844	YEAST05606
OG0007313	DROME10641	YEAST02047
OG0007317	DROME05767	YEAST04084
OG0007321	DROME14886	YEAST05016
OG0007322	DROME01656	YEAST01090
OG0007325	DROME00772	YEAST03249
OG0007330	DROME06616	YEAST00633
OG0007332	DROME15822	YEAST02451
OG0007335	DROME20744	YEAST06084
OG0007336	DROME19792	YEAST03606
OG0007341	DROME11695	YEAST00183
OG0007342	DROME20920, DROME20921	YEAST03859
OG0007343	DROME05240	YEAST00383
OG0007347	DROME13215	YEAST02066
OG0007349	DROME04078	YEAST01492
OG0007354	DROME05477, DROME05476	YEAST03378
OG0007355	DROME17231	YEAST02682
OG0007361	DROME13934	YEAST02394
OG0007363	DROME13676	YEAST05519
OG0007364	DROME21809	YEAST01959
OG0007367	DROME04903	YEAST01013
OG0007371	DROME02186	YEAST04970
OG0007376	DROME12395	YEAST02976
OG0007379	DROME14877	YEAST00967
OG0007382	DROME00478	YEAST01108
OG0007387	DROME11857	YEAST06326
OG0007393	DROME14294	YEAST01116
OG0007394	DROME19789	YEAST05998
OG0007395	DROME15690	YEAST00603
OG0007397	DROME14953	YEAST03512
OG0007399	DROME04756	YEAST02279
OG0007401	DROME20204	YEAST03451
OG0007408	DROME15350, DROME15352	YEAST03401
OG0007409	DROME12956	YEAST05329
OG0007411	DROME09875	YEAST04399
OG0007412	DROME16298	YEAST04822
OG0007414	DROME09035, DROME09036	YEAST01970
OG0007417	DROME06465	YEAST04175
OG0007419	DROME15814	YEAST02667
OG0007421	DROME18796	YEAST00762
OG0007424	DROME15021	YEAST05463
OG0007425	DROME18621	YEAST06135
OG0007427	DROME13387	YEAST00763
OG0007431	DROME18094	YEAST00610
OG0007439	DROME11359	YEAST01063
OG0007442	DROME17214	YEAST03687
OG0007446	DROME18838	YEAST04647
OG0007451	DROME01044	YEAST02017
OG0007454	DROME01936	YEAST01359
OG0007456	DROME08553	YEAST00931
OG0007458	DROME06115	YEAST02196
OG0007460	DROME11931	YEAST04891
OG0007463	DROME11508	YEAST00394
OG0007473	DROME00942	YEAST03408
OG0007478	DROME11578	YEAST02470
OG0007482	DROME19386	YEAST05783
OG0007483	DROME16379	YEAST01187
OG0007484	DROME13008	YEAST00517
OG0007488	DROME15720	YEAST04193
OG0007491	DROME16108	YEAST05032
OG0007495	DROME21169	YEAST04536
OG0007498	DROME07302	YEAST00593
OG0007499	DROME15554	YEAST03994
OG0007504	DROME09511	YEAST02642
OG0007508	DROME11676, DROME11677	YEAST05759
OG0007509	DROME00425, DROME08833	YEAST03229
OG0007519	DROME11576	YEAST04589
OG0007531	DROME20802, DROME18150	YEAST05725
OG0007550	DROME03286	YEAST03311
OG0007552	DROME14368	YEAST04097
OG0007591	DROME03303	YEAST02623
OG0007597	DROME11734	YEAST05244
OG0007605	DROME04308	YEAST04509
OG0007615	DROME16992	YEAST05127
OG0007619	DROME13917	YEAST04342
OG0007624	DROME22076	YEAST03901
OG0007645	DROME19485	YEAST05586
OG0007646	DROME01727	YEAST05572
OG0007648	DROME10644	YEAST03775
OG0007656	DROME19669	YEAST02935
OG0007657	DROME21498	YEAST01213
OG0007663	DROME19396	YEAST01133
OG0007673	DROME03587	YEAST04892
OG0007676	DROME19677	YEAST01965
OG0007685	DROME08698, DROME08699	YEAST00976
OG0007690	DROME19805	YEAST00054
OG0007698	DROME06524	YEAST04526
OG0007701	DROME20491	YEAST04394
OG0007703	DROME09613	YEAST03290
OG0007712	DROME00072	YEAST02916
OG0007722	DROME05973	YEAST06130
OG0007739	DROME03472	YEAST04408
OG0007744	DROME03287	YEAST04303
OG0007749	DROME11919	YEAST02144
OG0007751	DROME07969	YEAST03046
OG0007754	DROME10213	YEAST03550
OG0007758	DROME17216	YEAST04336
OG0007760	DROME07190	YEAST02821
OG0007766	DROME01672	YEAST03772, YEAST02908
OG0007767	DROME15596	YEAST03177
OG0007772	DROME12007	YEAST05211
OG0007773	DROME08270	YEAST05609
OG0007783	DROME03858	YEAST03579
OG0007784	DROME13437	YEAST01170
OG0007786	DROME18638	YEAST01347
OG0007787	DROME03884, DROME03887, DROME03885	YEAST03458
OG0007803	DROME02406	YEAST00818
OG0007810	DROME06120	YEAST06278
OG0007811	DROME12619	YEAST05686
OG0007816	DROME17032	YEAST00605
OG0007823	DROME13489	YEAST03887
OG0007825	DROME02964	YEAST05054
OG0007827	DROME12150	YEAST01279
OG0007829	DROME12217	YEAST02649
OG0007830	DROME18766	YEAST03594
OG0007831	DROME00843	YEAST03693
OG0007838	DROME15578	YEAST04312
OG0007840	DROME16035	YEAST02829
OG0007843	DROME21223	YEAST04794
OG0007848	DROME09406	YEAST03711
OG0007850	DROME17217	YEAST01418
OG0007852	DROME07522	YEAST02199
OG0007854	DROME14458	YEAST01377
OG0007858	DROME07490	YEAST03196
OG0007866	DROME17318	YEAST06036
OG0007918	DROME12221	YEAST04092
OG0007941	DROME01234	YEAST03892
OG0007942	DROME12844, DROME12845, DROME12846, DROME11457	YEAST03545
OG0007943	DROME21368	YEAST03288
OG0007947	DROME10269	YEAST02420
OG0007958	DROME07369	YEAST01011
OG0007971	DROME02958	YEAST03990
OG0007975	DROME08774	YEAST01243
OG0007976	DROME09395	YEAST02259
OG0007978	DROME15288	YEAST01491
OG0007986	DROME01126	YEAST01263
OG0007991	DROME15771	YEAST02341
OG0007993	DROME19632	YEAST00089
OG0007996	DROME19142	YEAST04079
OG0008008	DROME15850	YEAST02355
OG0008020	DROME08219	YEAST05433
OG0008030	DROME05451	YEAST00039
OG0008031	DROME00893	YEAST04719
OG0008038	DROME21413	YEAST05601
OG0008042	DROME14442, DROME14443, DROME14441	YEAST04557, YEAST00839
OG0008045	DROME01340	YEAST01345
OG0008053	DROME01291	YEAST05804
OG0008055	DROME03088	YEAST05224
OG0008056	DROME02535	YEAST04542
OG0008069	DROME20009	YEAST00959
OG0008072	DROME20664, DROME12867, DROME08206	YEAST00552
OG0008079	DROME10112	YEAST03108
OG0008091	DROME00222	YEAST06200
OG0008100	DROME19462	YEAST03959
OG0008103	DROME10134	YEAST05352
OG0008104	DROME08058	YEAST06240
OG0008105	DROME14648	YEAST03324
OG0008110	DROME00054	YEAST00121
OG0008115	DROME18541, DROME18542, DROME01751	YEAST05684, YEAST06009
OG0008122	DROME05443, DROME05446, DROME05444, DROME05445	YEAST01663
OG0008127	DROME20959	YEAST05342
OG0008136	DROME09512	YEAST02756
OG0008201	DROME14121	YEAST01163
OG0008202	DROME21810	YEAST06186
OG0008208	DROME16689	YEAST04341
OG0008219	DROME09623	YEAST05754
OG0008251	DROME16902	YEAST01472
OG0008254	DROME21984	YEAST04740
OG0008267	DROME10683	YEAST02722
OG0008273	DROME00516	YEAST00628
OG0008275	DROME03628, DROME03627	YEAST05358
OG0008281	DROME14998	YEAST01387
OG0008307	DROME12835	YEAST01285
OG0008323	DROME15781	YEAST05718
OG0008339	DROME15405	YEAST03286
OG0008346	DROME04695	YEAST01382
OG0008348	DROME00896	YEAST03383
OG0008351	DROME01247	YEAST01276
OG0008401	DROME09509, DROME09508	YEAST02115
OG0008403	DROME07792	YEAST01318
OG0008404	DROME00855	YEAST02842
OG0008416	DROME04988, DROME04987	YEAST05168
OG0008533	DROME00226	YEAST00770
OG0008540	DROME13108	YEAST02219
OG0008542	DROME07458	YEAST00506
OG0008546	DROME15569	YEAST03499
OG0008601	DROME11849	YEAST03150
OG0008602	DROME13490	YEAST04166
OG0008620	DROME19856, DROME19857	YEAST00843
OG0008626	DROME04318	YEAST03306
OG0008645	DROME10951	YEAST05803
OG0008677	DROME02959	YEAST03567
OG0008680	DROME02750	YEAST02511
OG0008681	DROME00538	YEAST04884
OG0008685	DROME14794	YEAST00164
OG0008689	DROME04121	YEAST05237
OG0008705	DROME21927, DROME21926, DROME21928	YEAST06239
OG0008794	DROME08595, DROME09157	YEAST01976, YEAST00168, YEAST00957
OG0008799	DROME16243	YEAST03377
OG0008816	DROME10643	YEAST01954
OG0008824	DROME09947	YEAST01698
OG0008879	DROME01892, DROME01893	YEAST05579
OG0008903	DROME00534	YEAST01637
OG0008913	DROME00509, DROME00510	YEAST03181, YEAST03769
OG0008946	DROME03547	YEAST00403
OG0008990	DROME09658	YEAST02040
OG0009078	DROME10793, DROME01490, DROME21555	YEAST02676
OG0009115	DROME19920, DROME17853	YEAST05628, YEAST04158
OG0009182	DROME21411, DROME21410, DROME21412	YEAST03621
OG0009225	DROME07331, DROME05479, DROME21718	YEAST01052
OG0009315	DROME07613	YEAST04722
OG0009344	DROME07626	YEAST03868
OG0009451	DROME09049	YEAST05755, YEAST04763
OG0009472	DROME21491	YEAST01737
OG0009483	DROME10971	YEAST05877
OG0009486	DROME19361, DROME19360	YEAST00324
OG0009590	DROME02782	YEAST02138
OG0009604	DROME04323	YEAST04803
OG0009614	DROME08966	YEAST00622
OG0009630	DROME07625	YEAST02852
OG0009649	DROME13078	YEAST01825
OG0009651	DROME18444	YEAST04775
OG0009654	DROME03936	YEAST04221
OG0009676	DROME10054	YEAST05959
OG0009892	DROME06397	YEAST01082
OG0009994	DROME11362	YEAST06045
OG0010139	DROME00910	YEAST01045
OG0010271	DROME06786, DROME06785	YEAST03656
OG0010284	DROME18811	YEAST01922
OG0010323	DROME12605, DROME12604	YEAST04943
OG0010346	DROME14017	YEAST00902, YEAST04286
OG0010372	DROME21182	YEAST02145
OG0010570	DROME06181	YEAST03006
OG0010876	DROME05665	YEAST02678
OG0011003	DROME17218	YEAST03808
OG0011004	DROME20958, DROME20957, DROME14087	YEAST05869
OG0011087	DROME09610, DROME09609	YEAST06300, YEAST02632
OG0011111	DROME17849	YEAST00210
OG0011258	DROME05208	YEAST02930
OG0011313	DROME09089	YEAST03172
OG0011334	DROME18418	YEAST01779
OG0011371	DROME18420	YEAST01766
OG0011375	DROME05961	YEAST03348
OG0011414	DROME19124	YEAST04503
OG0011734	DROME08350	YEAST04911
OG0011869	DROME02524, DROME18519	YEAST04156
OG0011920	DROME04715	YEAST05132
OG0012498	DROME14641	YEAST04109
OG0014188	DROME18421	YEAST01781
OG0014228	DROME09923, DROME09920, DROME09919, DROME09926, DROME09924, DROME09922, DROME09925, DROME09921	YEAST04808
OG0018258	DROME00087	YEAST01934
OG0018440	DROME00924, DROME00923	YEAST00661
OG0020384	DROME00773	YEAST00354, YEAST01039
OG0024689	DROME20866	YEAST01592
OG0030511	DROME06433, DROME06432	YEAST02218
