Orthogroup	DROME	BRALA
OG0000198	DROME17687	BRALA09031, BRALA09030, BRALA09029
OG0000200	DROME04138, DROME04137, DROME04136, DROME04135, DROME04133, DROME04134, DROME04139, DROME04140, DROME06874, DROME04143, DROME04206, DROME03566, DROME03565, DROME01582, DROME04144	BRALA16185, BRALA02802, BRALA02803, BRALA02804
OG0000201	DROME11047	BRALA11221
OG0000201	DROME19450	BRALA14937
OG0000201	DROME18513, DROME18512, DROME18511, DROME18514	BRALA24651
OG0000202	DROME14920, DROME14921	BRALA31830, BRALA31826
OG0000202	DROME20996, DROME21000, DROME20998, DROME20995, DROME20999, DROME20994, DROME20997, DROME21001	BRALA31828
OG0000203	DROME04489	BRALA14737
OG0000204	DROME20315, DROME20314, DROME20316, DROME20317, DROME15810, DROME15809, DROME15807, DROME15808	BRALA20764
OG0000204	DROME10849, DROME10848	BRALA02474
OG0000205	DROME20772, DROME20771, DROME20775, DROME20777, DROME20773, DROME20774, DROME20776	BRALA21195
OG0000205	DROME06842, DROME06843	BRALA20306, BRALA28681
OG0000207	DROME06000	BRALA03383
OG0000208	DROME12015, DROME12014, DROME15899, DROME15900, DROME15901	BRALA34651
OG0000208	DROME02132	BRALA35033
OG0000210	DROME04199	BRALA00876
OG0000210	DROME14047, DROME11376	BRALA05812
OG0000211	DROME17290	BRALA35905
OG0000211	DROME21074, DROME21072, DROME21073, DROME21071	BRALA13475
OG0000211	DROME17069, DROME17072, DROME17070, DROME17071, DROME17068	BRALA13474
OG0000213	DROME20853	BRALA24247
OG0000215	DROME14129	BRALA34578
OG0000222	DROME09565, DROME16074, DROME09564, DROME04893, DROME12542, DROME12543, DROME13909, DROME07721, DROME07723, DROME07722, DROME20893, DROME03346, DROME18058, DROME18059	BRALA11750, BRALA11749, BRALA11748, BRALA11747, BRALA17286, BRALA09521
OG0000225	DROME11929	BRALA20442, BRALA20435
OG0000226	DROME14660	BRALA31446, BRALA01942
OG0000226	DROME15107, DROME15108, DROME15106, DROME15105	BRALA24234, BRALA31118, BRALA21113, BRALA21112, BRALA31079, BRALA29759, BRALA31078
OG0000227	DROME06362, DROME06368, DROME06369, DROME06365	BRALA04952, BRALA04966
OG0000227	DROME04927, DROME04926	BRALA04957
OG0000229	DROME04047	BRALA13906, BRALA25954, BRALA01663, BRALA28141, BRALA05173, BRALA05177, BRALA05176, BRALA00883, BRALA00726, BRALA13406, BRALA22316, BRALA01806, BRALA10794, BRALA01662, BRALA25953, BRALA25949
OG0000230	DROME15497, DROME15359, DROME15358, DROME16426, DROME15444, DROME03186	BRALA03506, BRALA03504, BRALA03490, BRALA33964, BRALA33988, BRALA17763, BRALA32045
OG0000231	DROME06449, DROME06448	BRALA20193
OG0000231	DROME20855, DROME20857, DROME20856, DROME20854	BRALA24167
OG0000231	DROME07628, DROME07629	BRALA20465
OG0000232	DROME10139	BRALA25833
OG0000232	DROME02286, DROME02285, DROME02281, DROME02282, DROME17197	BRALA34925, BRALA00968
OG0000234	DROME11138, DROME11135, DROME11141, DROME11133, DROME11139, DROME11144, DROME11137, DROME11134, DROME11136, DROME11140, DROME11145, DROME11132, DROME11143	BRALA04116
OG0000234	DROME02357, DROME02356, DROME02359, DROME02355, DROME02358, DROME02367, DROME02366, DROME02368, DROME02364, DROME02365	BRALA02072
OG0000238	DROME01901, DROME01902	BRALA11216, BRALA11218, BRALA11219, BRALA11217
OG0000238	DROME05364, DROME05367, DROME05366, DROME05365, DROME05361, DROME05360, DROME05362, DROME05359, DROME05357, DROME05358	BRALA22406
OG0000239	DROME05270, DROME05269, DROME05271, DROME05268	BRALA04987
OG0000239	DROME19712, DROME19710, DROME19709, DROME19707, DROME19705, DROME19704, DROME19703, DROME19706, DROME19702, DROME19701, DROME19711, DROME19708	BRALA34063
OG0000239	DROME03549, DROME03548, DROME03550, DROME03551	BRALA34087, BRALA29970
OG0000240	DROME20536, DROME04915, DROME04914, DROME21863, DROME21862	BRALA26625
OG0000240	DROME04779, DROME05772, DROME06965, DROME08357, DROME06930, DROME06939, DROME06932, DROME06931, DROME06933, DROME06938, DROME06935, DROME06936, DROME06937, DROME06934, DROME14517, DROME14518, DROME14516, DROME14525, DROME14521, DROME14522, DROME14519, DROME14520, DROME14523, DROME14524, DROME14527, DROME14528	BRALA20674, BRALA20673
OG0000242	DROME19192, DROME19194, DROME19193, DROME19191, DROME20266, DROME20267, DROME20264, DROME20265	BRALA02156, BRALA08925
OG0000245	DROME16573, DROME16572, DROME16571, DROME16570, DROME16517, DROME16515, DROME16518, DROME16516, DROME16514	BRALA06244
OG0000246	DROME13185, DROME13186, DROME13188, DROME13187	BRALA29247, BRALA14673, BRALA16837, BRALA30601, BRALA16836
OG0000248	DROME01997, DROME05927, DROME05926, DROME05929, DROME05928	BRALA30267, BRALA30265, BRALA30263, BRALA30268, BRALA30271, BRALA30270, BRALA12363, BRALA12308, BRALA16095, BRALA27868
OG0000249	DROME06506, DROME06505, DROME06488, DROME06489, DROME06490	BRALA08511
OG0000250	DROME11256, DROME11255, DROME11257	BRALA11863
OG0000251	DROME21783	BRALA15838
OG0000251	DROME12998, DROME12997	BRALA09788, BRALA09787
OG0000254	DROME08462	BRALA17060
OG0000255	DROME15943	BRALA00871, BRALA11731, BRALA31615
OG0000255	DROME20722, DROME05791, DROME18596	BRALA02467, BRALA20756, BRALA08872, BRALA09849, BRALA09857, BRALA27836
OG0000256	DROME08251, DROME08252, DROME07911, DROME07910, DROME02059, DROME02058	BRALA10199
OG0000257	DROME01840, DROME01838, DROME01839, DROME01837	BRALA18496
OG0000257	DROME12936	BRALA09566, BRALA26949
OG0000258	DROME06596, DROME06597, DROME06595, DROME06598, DROME06594	BRALA13021
OG0000258	DROME20383	BRALA20081
OG0000258	DROME17641, DROME17639, DROME17640	BRALA24991
OG0000260	DROME17607, DROME17608, DROME17606	BRALA15356
OG0000260	DROME16635, DROME16636	BRALA16338
OG0000261	DROME06684, DROME06680, DROME06690, DROME06687, DROME06691, DROME06685, DROME06688, DROME06681, DROME06686, DROME06689, DROME06679, DROME06682, DROME06683	BRALA27354, BRALA31257
OG0000265	DROME20971, DROME20976, DROME20973, DROME20972, DROME20977, DROME20974, DROME20975	BRALA18329
OG0000265	DROME00452	BRALA12823
OG0000268	DROME06544, DROME06542, DROME06543	BRALA01933
OG0000268	DROME00943, DROME00944	BRALA32039
OG0000270	DROME17877, DROME17878, DROME17879	BRALA12009
OG0000270	DROME14671, DROME14672, DROME14673, DROME14674	BRALA31563, BRALA33710
OG0000270	DROME08572, DROME08571, DROME08577, DROME08573, DROME08576, DROME08574, DROME08575	BRALA10899
OG0000271	DROME19668, DROME19667	BRALA09068, BRALA17558, BRALA18501, BRALA17563
OG0000273	DROME09248, DROME09247, DROME10822, DROME20533	BRALA05275
OG0000273	DROME11374, DROME11373, DROME18659, DROME18660, DROME13047	BRALA06390
OG0000273	DROME08809, DROME08810	BRALA15018
OG0000273	DROME18369	BRALA14731
OG0000275	DROME06338	BRALA04992
OG0000277	DROME03338, DROME03337, DROME03339, DROME03340, DROME03341, DROME03342	BRALA26639
OG0000277	DROME03640, DROME03639, DROME21210, DROME21209, DROME08160	BRALA25256, BRALA35852, BRALA29891, BRALA06081
OG0000278	DROME09269	BRALA11856, BRALA14630
OG0000278	DROME02023	BRALA21572
OG0000278	DROME03254	BRALA03801
OG0000280	DROME14500, DROME14502, DROME14501, DROME14499	BRALA13468
OG0000280	DROME06229	BRALA13500
OG0000282	DROME05714	BRALA23685
OG0000282	DROME11686	BRALA11493
OG0000284	DROME17657	BRALA18410
OG0000284	DROME09381, DROME09382	BRALA01827, BRALA00852
OG0000285	DROME00993	BRALA26168, BRALA30720, BRALA23371, BRALA23370, BRALA11165, BRALA23372, BRALA19155, BRALA33619, BRALA11166, BRALA02428, BRALA03238, BRALA31583, BRALA32871, BRALA35420, BRALA32202, BRALA35583, BRALA24652, BRALA11771, BRALA17774
OG0000287	DROME21610, DROME21611, DROME21612, DROME21613	BRALA33320
OG0000287	DROME09449, DROME09452, DROME09453, DROME09454, DROME09451, DROME09448, DROME09450, DROME09456, DROME09455	BRALA10176
OG0000288	DROME03357, DROME03358, DROME01394, DROME03352, DROME03350, DROME03351, DROME01393	BRALA09698
OG0000289	DROME10658, DROME10659	BRALA18234
OG0000296	DROME17565, DROME17564, DROME17562, DROME17563	BRALA13278
OG0000296	DROME19290, DROME19291	BRALA26834, BRALA15062
OG0000301	DROME01100, DROME01102, DROME01101	BRALA03661
OG0000301	DROME18912, DROME14231, DROME14230	BRALA23983
OG0000302	DROME10773, DROME10774, DROME10775, DROME06441	BRALA13291, BRALA01652, BRALA00460
OG0000303	DROME17507	BRALA12618
OG0000303	DROME19687	BRALA33230
OG0000303	DROME14430	BRALA04886
OG0000305	DROME05696, DROME05695, DROME05694, DROME14843, DROME05690, DROME05691, DROME05692	BRALA18598
OG0000305	DROME04466	BRALA10626
OG0000306	DROME18377, DROME18374, DROME18379, DROME18378, DROME18380, DROME18375, DROME18381, DROME18376	BRALA03883
OG0000308	DROME05159	BRALA29439, BRALA12881
OG0000308	DROME12865	BRALA22416
OG0000310	DROME16770	BRALA13697, BRALA13599, BRALA23270, BRALA13590, BRALA14259, BRALA15274, BRALA15276, BRALA15273, BRALA15272, BRALA13010
OG0000312	DROME07843, DROME07844, DROME07846, DROME07845	BRALA14627
OG0000312	DROME16932	BRALA05942
OG0000312	DROME10814, DROME10815	BRALA11891
OG0000313	DROME15510	BRALA06607
OG0000313	DROME02549, DROME02550	BRALA35023
OG0000313	DROME21546	BRALA19728
OG0000314	DROME09997, DROME09992, DROME09995, DROME09999, DROME09991, DROME09996, DROME09998, DROME10001, DROME09993, DROME10000, DROME09994	BRALA11883, BRALA01413
OG0000315	DROME13631	BRALA34362
OG0000316	DROME10369	BRALA03950
OG0000316	DROME07384	BRALA15636
OG0000316	DROME19451, DROME19452	BRALA15637
OG0000317	DROME12241	BRALA01067
OG0000321	DROME16482	BRALA01010
OG0000321	DROME05701, DROME05702	BRALA31205
OG0000321	DROME13031	BRALA14278
OG0000323	DROME18717, DROME18722, DROME18719, DROME18716, DROME18712, DROME18721, DROME18718, DROME18714, DROME18715, DROME18723, DROME18720, DROME18713	BRALA00213
OG0000326	DROME20026, DROME20030, DROME20027, DROME20025, DROME20029, DROME20028, DROME20024	BRALA08611
OG0000327	DROME19988, DROME19987, DROME19986, DROME19989, DROME19990, DROME19985, DROME19984	BRALA13825
OG0000327	DROME19510	BRALA07661, BRALA19889
OG0000328	DROME13228, DROME13229, DROME13227, DROME13226, DROME13225, DROME13222, DROME13223, DROME13224, DROME13221	BRALA34956
OG0000329	DROME07577, DROME07578	BRALA11297
OG0000331	DROME18703	BRALA35876, BRALA33658, BRALA16603
OG0000332	DROME16141	BRALA30995, BRALA30996, BRALA23233, BRALA23237, BRALA03701, BRALA03817, BRALA03703, BRALA30106, BRALA06650, BRALA06646, BRALA06647, BRALA06703, BRALA06704, BRALA06814, BRALA06653, BRALA06652, BRALA06831, BRALA03782, BRALA06687, BRALA19105, BRALA17963, BRALA15005, BRALA06817, BRALA06818, BRALA06815, BRALA06648, BRALA31223, BRALA19595, BRALA04018, BRALA04019
OG0000333	DROME19659	BRALA02535, BRALA34057, BRALA07272, BRALA19158, BRALA34892, BRALA30751
OG0000333	DROME12678, DROME11540	BRALA05355, BRALA05353, BRALA23904, BRALA25182, BRALA34025, BRALA25690, BRALA24341, BRALA23316, BRALA28582, BRALA32613, BRALA26599, BRALA19157, BRALA02427, BRALA07277, BRALA23922, BRALA07311, BRALA07271, BRALA19001, BRALA20171, BRALA19023, BRALA19024, BRALA19025, BRALA26995, BRALA03234, BRALA20748
OG0000335	DROME11631, DROME11632, DROME11634, DROME11633, DROME11639, DROME11640, DROME01793	BRALA34973, BRALA34688, BRALA30905, BRALA27316, BRALA03367, BRALA03088, BRALA35387
OG0000338	DROME21194, DROME21193	BRALA15013
OG0000338	DROME21975	BRALA15015
OG0000338	DROME04558	BRALA03386
OG0000339	DROME16744	BRALA16110, BRALA24762, BRALA24769, BRALA24739, BRALA16149, BRALA24763, BRALA16108, BRALA24745, BRALA24757, BRALA16111, BRALA24761, BRALA22116, BRALA24768, BRALA24760
OG0000341	DROME01201, DROME01199, DROME01200	BRALA17089
OG0000343	DROME13475, DROME13478, DROME13474, DROME13476, DROME13480, DROME13477, DROME13473, DROME13481, DROME13479	BRALA09005
OG0000344	DROME19431	BRALA31687, BRALA00146, BRALA18681, BRALA21462, BRALA02343, BRALA21455, BRALA18673, BRALA16317, BRALA18680
OG0000345	DROME12026, DROME12025, DROME12024	BRALA06622, BRALA06843
OG0000346	DROME17127, DROME17125, DROME17122, DROME17126, DROME17124, DROME17129, DROME17130, DROME17128, DROME17131, DROME17134, DROME17137, DROME17133, DROME17136, DROME17135, DROME17132, DROME17139, DROME17138	BRALA01343
OG0000350	DROME03410, DROME08099	BRALA05212, BRALA26265
OG0000350	DROME00438	BRALA22515, BRALA13342, BRALA34708, BRALA13341
OG0000352	DROME14143, DROME14145, DROME14147, DROME14146, DROME14148, DROME14144	BRALA01009
OG0000353	DROME09963, DROME09967, DROME09962, DROME09961, DROME09960, DROME09954, DROME09959, DROME09952, DROME09965, DROME09966, DROME09964, DROME09957, DROME09953, DROME09955, DROME09969, DROME09968, DROME18221	BRALA03683
OG0000357	DROME13834	BRALA33235, BRALA34828, BRALA34317, BRALA33215
OG0000358	DROME07474	BRALA02274
OG0000358	DROME00466, DROME00200, DROME00199	BRALA29935
OG0000359	DROME11803	BRALA32272, BRALA24208, BRALA15205, BRALA09897, BRALA26110, BRALA18714
OG0000363	DROME18487	BRALA18898, BRALA25491, BRALA34908, BRALA34889, BRALA25489, BRALA25484, BRALA25486, BRALA29911, BRALA29271, BRALA25487, BRALA26621, BRALA25511, BRALA19638
OG0000365	DROME05773, DROME05774, DROME15910	BRALA16888
OG0000367	DROME13648, DROME13646, DROME13647	BRALA31361
OG0000367	DROME15189, DROME15190, DROME15188	BRALA12833
OG0000371	DROME01678, DROME02633, DROME02636	BRALA10649, BRALA10658, BRALA08456, BRALA18611, BRALA10647, BRALA17381, BRALA31152, BRALA18606, BRALA18607
OG0000372	DROME09531	BRALA08267
OG0000373	DROME14548, DROME20852, DROME16822	BRALA31921
OG0000373	DROME20049, DROME20050	BRALA23435
OG0000373	DROME07671, DROME06849, DROME07655, DROME22084, DROME00576	BRALA23054
OG0000374	DROME04717, DROME04718, DROME04716	BRALA29978
OG0000374	DROME00970, DROME00969, DROME00968, DROME00971	BRALA25996
OG0000375	DROME21630	BRALA14011
OG0000378	DROME09766, DROME09767	BRALA33943
OG0000378	DROME02404, DROME02403, DROME02400, DROME02401	BRALA34778
OG0000379	DROME09607	BRALA19351
OG0000379	DROME02844	BRALA06333
OG0000379	DROME07921	BRALA01777
OG0000380	DROME05237	BRALA21688, BRALA35404
OG0000384	DROME14888, DROME14889	BRALA11440
OG0000384	DROME03187, DROME03190, DROME03189, DROME03188	BRALA18615, BRALA06793
OG0000389	DROME11981, DROME11983, DROME01212, DROME11984, DROME11980, DROME17629, DROME17996, DROME17997, DROME18001, DROME18002, DROME17964, DROME17950, DROME17951, DROME17954, DROME17949	BRALA11849, BRALA11845, BRALA18683
OG0000389	DROME17945	BRALA06714
OG0000390	DROME01744, DROME01742, DROME02737, DROME01739, DROME01741	BRALA00892, BRALA00888, BRALA00889, BRALA00891, BRALA04361, BRALA12713, BRALA26811, BRALA26809, BRALA12705, BRALA08159, BRALA22700, BRALA22699, BRALA23595
OG0000392	DROME13919, DROME13921, DROME13920	BRALA01209
OG0000393	DROME02418	BRALA15381, BRALA24472
OG0000393	DROME13322	BRALA31821, BRALA03078
OG0000393	DROME20684	BRALA03160
OG0000397	DROME14885	BRALA34670
OG0000399	DROME21835	BRALA23772
OG0000399	DROME12205, DROME12206	BRALA04322
OG0000400	DROME09694	BRALA19704
OG0000400	DROME15511	BRALA33208
OG0000401	DROME20041	BRALA15440, BRALA03200, BRALA15436, BRALA15435
OG0000402	DROME11245, DROME11246	BRALA21413
OG0000402	DROME12090	BRALA17661, BRALA17660
OG0000403	DROME11523	BRALA05402
OG0000403	DROME06350	BRALA20044
OG0000404	DROME20525	BRALA05151
OG0000404	DROME16096	BRALA30787, BRALA33638
OG0000405	DROME04975, DROME04976, DROME04979, DROME04977, DROME04980, DROME04978, DROME04974	BRALA21721
OG0000409	DROME19502	BRALA28218
OG0000409	DROME11210, DROME11209	BRALA16408
OG0000411	DROME16025, DROME16024, DROME16016, DROME16020, DROME16017, DROME16021, DROME16026, DROME16027, DROME16018, DROME16023, DROME16014, DROME16022, DROME16015, DROME16019, DROME16028	BRALA33932, BRALA34958
OG0000412	DROME09076	BRALA00561
OG0000412	DROME15681, DROME15682	BRALA06660
OG0000412	DROME02464, DROME13336, DROME13334, DROME13335, DROME15399	BRALA01758, BRALA10138
OG0000413	DROME21174	BRALA21468
OG0000413	DROME13327, DROME13328, DROME15279, DROME15278	BRALA06166
OG0000415	DROME01505, DROME01506	BRALA21989, BRALA33643, BRALA12432, BRALA21986, BRALA21988, BRALA33092, BRALA03189
OG0000417	DROME01308, DROME01309	BRALA30440, BRALA27708
OG0000419	DROME06034, DROME04433	BRALA30844
OG0000419	DROME15435, DROME02118, DROME02117, DROME18475, DROME01671, DROME00269, DROME15434, DROME15436, DROME00268, DROME00270	BRALA03697
OG0000420	DROME02672	BRALA22044, BRALA24622, BRALA13074, BRALA05449, BRALA13072, BRALA13076, BRALA13077, BRALA13078, BRALA04230, BRALA13075, BRALA04225
OG0000424	DROME02090, DROME02075, DROME02066, DROME02076, DROME02077, DROME02078, DROME02064, DROME02063, DROME02062, DROME02065, DROME02081, DROME12353, DROME17176, DROME17175, DROME00623, DROME03850, DROME03851, DROME06196, DROME14713, DROME14583, DROME14582, DROME14580, DROME14579, DROME14581, DROME08237, DROME08236, DROME08235	BRALA03834, BRALA03844, BRALA29651, BRALA08803
OG0000425	DROME14160, DROME14161, DROME14159, DROME14158	BRALA25795, BRALA31608
OG0000427	DROME05699, DROME05698	BRALA09830
OG0000427	DROME18355, DROME18356	BRALA26779, BRALA26782, BRALA26781, BRALA26778, BRALA26788
OG0000429	DROME19525, DROME07553, DROME07552, DROME06812	BRALA31849, BRALA13739, BRALA13741, BRALA13742, BRALA13766, BRALA12307
OG0000430	DROME20475	BRALA11804, BRALA05219, BRALA03761, BRALA19272, BRALA07547
OG0000431	DROME05704	BRALA06237
OG0000431	DROME11410, DROME11409, DROME11408	BRALA13675
OG0000432	DROME05881, DROME05880, DROME05879, DROME02818, DROME02819, DROME02816, DROME02817, DROME02883	BRALA18991
OG0000433	DROME00007, DROME00005, DROME00004, DROME00006	BRALA23044
OG0000433	DROME20425, DROME20423, DROME20424	BRALA19035
OG0000435	DROME03996, DROME03995	BRALA00145, BRALA13279
OG0000436	DROME12478	BRALA00479
OG0000442	DROME13942	BRALA23798
OG0000442	DROME12188	BRALA25405, BRALA33737
OG0000442	DROME01916	BRALA30174
OG0000443	DROME14734, DROME14735, DROME14732, DROME14733	BRALA14524
OG0000444	DROME21032	BRALA29773
OG0000444	DROME03786, DROME03789, DROME03788, DROME03787	BRALA07745
OG0000445	DROME06725, DROME06723, DROME06724, DROME20153, DROME20152	BRALA05663, BRALA29510, BRALA27780, BRALA00619, BRALA21525, BRALA01672, BRALA24679, BRALA34223
OG0000446	DROME06421	BRALA02260
OG0000446	DROME06051, DROME06050	BRALA34886, BRALA15987
OG0000447	DROME20929, DROME20928	BRALA30761
OG0000449	DROME13412, DROME13411, DROME05575	BRALA03692, BRALA19009
OG0000450	DROME16711, DROME16712	BRALA29697
OG0000454	DROME15035, DROME15036, DROME15037	BRALA16593
OG0000461	DROME17428	BRALA10740
OG0000461	DROME03657, DROME03656	BRALA25433
OG0000465	DROME11515, DROME11516	BRALA17892
OG0000465	DROME03278	BRALA15766
OG0000466	DROME06663, DROME06661, DROME06536	BRALA25737, BRALA15112, BRALA23392
OG0000467	DROME21658, DROME21660, DROME21659	BRALA17998
OG0000469	DROME18292, DROME18291, DROME18290	BRALA35215
OG0000470	DROME21570, DROME21569, DROME21239	BRALA24698
OG0000474	DROME17475, DROME17476	BRALA10583
OG0000475	DROME08667, DROME08669, DROME08666, DROME08668	BRALA33310
OG0000476	DROME19464, DROME19463	BRALA20616, BRALA20613, BRALA20614, BRALA20612
OG0000477	DROME04864, DROME04863, DROME04862, DROME04860, DROME04861, DROME12702, DROME12706, DROME12705, DROME12703	BRALA32650, BRALA33142
OG0000479	DROME10906, DROME10907, DROME10905, DROME10908, DROME10909	BRALA33937
OG0000479	DROME19907, DROME19910, DROME19906, DROME19908, DROME19909, DROME19905, DROME19911	BRALA33783
OG0000480	DROME18226, DROME18222, DROME18229, DROME18223, DROME18227, DROME18225, DROME18224, DROME18228	BRALA28328
OG0000481	DROME21853	BRALA27659
OG0000481	DROME19418	BRALA10023
OG0000481	DROME01481	BRALA03647
OG0000482	DROME00092, DROME00094, DROME00093, DROME00096, DROME00095	BRALA22257
OG0000482	DROME19126, DROME19125	BRALA29577
OG0000484	DROME18988, DROME18995, DROME18994, DROME18989, DROME18985, DROME18986, DROME18992, DROME18993, DROME18990, DROME18987, DROME18991, DROME18996	BRALA34077
OG0000485	DROME01103, DROME01104, DROME14453	BRALA07325, BRALA23674
