Orthogroup	MOUSE	BRALA
OG0000071	MOUSE27775, MOUSE27776, MOUSE27777	BRALA05660
OG0000072	MOUSE30088, MOUSE45691	BRALA12631
OG0000072	MOUSE29660	BRALA33639, BRALA31916
OG0000073	MOUSE18062	BRALA03064
OG0000073	MOUSE02165, MOUSE02168, MOUSE02164, MOUSE02163	BRALA22888
OG0000074	MOUSE27442, MOUSE27441	BRALA08058
OG0000075	MOUSE05779, MOUSE03707	BRALA11316
OG0000075	MOUSE14633	BRALA07062
OG0000075	MOUSE34423	BRALA18754
OG0000075	MOUSE45151	BRALA16174
OG0000075	MOUSE22547, MOUSE14629, MOUSE14632, MOUSE14631, MOUSE14630	BRALA11318
OG0000075	MOUSE31075, MOUSE39073	BRALA17353, BRALA17352
OG0000075	MOUSE41200, MOUSE41199, MOUSE41201, MOUSE11240, MOUSE11239	BRALA20309
OG0000075	MOUSE14370, MOUSE14371, MOUSE14372, MOUSE40742	BRALA25719
OG0000075	MOUSE39111, MOUSE39110, MOUSE39108, MOUSE39109	BRALA17324
OG0000077	MOUSE27949, MOUSE03243, MOUSE03242, MOUSE12725, MOUSE12726, MOUSE12727	BRALA11472
OG0000077	MOUSE15867, MOUSE51200	BRALA02324
OG0000077	MOUSE27778, MOUSE27779, MOUSE21334, MOUSE35957	BRALA30355, BRALA30354, BRALA30353, BRALA27919, BRALA16173, BRALA31380, BRALA32410, BRALA09728, BRALA00278, BRALA10708, BRALA22743, BRALA22531, BRALA27588, BRALA21944, BRALA21945
OG0000077	MOUSE52108, MOUSE34401, MOUSE16118, MOUSE10502	BRALA35746, BRALA06424
OG0000078	MOUSE35673, MOUSE35672	BRALA17098
OG0000078	MOUSE48544, MOUSE27283, MOUSE27282, MOUSE01884	BRALA02325, BRALA02320, BRALA02318, BRALA10234, BRALA02688, BRALA30889, BRALA02317, BRALA11328
OG0000079	MOUSE14895, MOUSE14896, MOUSE10310, MOUSE49621, MOUSE16489, MOUSE26500, MOUSE26499, MOUSE26501, MOUSE39785, MOUSE39788, MOUSE39787, MOUSE39786, MOUSE09603	BRALA00097, BRALA00109
OG0000079	MOUSE36924, MOUSE36920, MOUSE36921, MOUSE36917, MOUSE36919, MOUSE36918, MOUSE36916, MOUSE36922, MOUSE36928, MOUSE36927, MOUSE55500, MOUSE03421, MOUSE03420, MOUSE03419	BRALA18105
OG0000079	MOUSE05041, MOUSE05040, MOUSE05039, MOUSE37481, MOUSE37482, MOUSE37480, MOUSE37479	BRALA22809
OG0000079	MOUSE01454, MOUSE01456, MOUSE01455, MOUSE01453	BRALA13477
OG0000079	MOUSE36929	BRALA00141, BRALA16237, BRALA25844, BRALA16235
OG0000081	MOUSE21429, MOUSE21428, MOUSE21430	BRALA18450, BRALA18449, BRALA18446, BRALA18452, BRALA05158, BRALA05161
OG0000081	MOUSE19801, MOUSE48363, MOUSE51878, MOUSE51877, MOUSE15491, MOUSE15490, MOUSE16142, MOUSE15827	BRALA05164, BRALA21995, BRALA12438, BRALA12435
OG0000081	MOUSE51879	BRALA35664
OG0000082	MOUSE25920	BRALA23665
OG0000082	MOUSE19184	BRALA23991
OG0000082	MOUSE50879	BRALA12024
OG0000083	MOUSE38865, MOUSE38864, MOUSE38866, MOUSE30042	BRALA11838, BRALA11834
OG0000084	MOUSE21451	BRALA16357
OG0000084	MOUSE31596, MOUSE40356, MOUSE00836	BRALA27744
OG0000085	MOUSE05264, MOUSE53183, MOUSE53182, MOUSE53184, MOUSE26268, MOUSE26267	BRALA10231
OG0000085	MOUSE54745	BRALA35080, BRALA33501
OG0000085	MOUSE04941, MOUSE37558, MOUSE37557	BRALA35021
OG0000085	MOUSE50493, MOUSE50494, MOUSE50492	BRALA20574
OG0000085	MOUSE54746, MOUSE54748, MOUSE54747, MOUSE30928, MOUSE52166, MOUSE30929	BRALA19315
OG0000085	MOUSE37560, MOUSE37561, MOUSE37559, MOUSE04944, MOUSE04943	BRALA25446
OG0000085	MOUSE16592, MOUSE16590	BRALA18829
OG0000085	MOUSE16591	BRALA18828
OG0000087	MOUSE04046	BRALA14258
OG0000087	MOUSE11362	BRALA02414
OG0000087	MOUSE22119, MOUSE22054, MOUSE22052	BRALA11394
OG0000087	MOUSE46082	BRALA11396, BRALA13093
OG0000088	MOUSE00763, MOUSE00764, MOUSE27097, MOUSE52249, MOUSE53735, MOUSE49610, MOUSE49528, MOUSE49529, MOUSE49530	BRALA15338, BRALA01326, BRALA11261, BRALA04185, BRALA11262, BRALA11263, BRALA13073, BRALA15449, BRALA28619, BRALA23225, BRALA05764, BRALA00340, BRALA17728
OG0000089	MOUSE16032	BRALA30280, BRALA11321, BRALA01875, BRALA04469, BRALA29882, BRALA04174, BRALA10340, BRALA11376, BRALA20593
OG0000089	MOUSE55269, MOUSE55270, MOUSE55265, MOUSE55267, MOUSE55266, MOUSE55268, MOUSE55272, MOUSE00168, MOUSE00169	BRALA34209, BRALA08976, BRALA35711, BRALA10278, BRALA30045
OG0000089	MOUSE55271	BRALA34579
OG0000090	MOUSE17968	BRALA02609
OG0000090	MOUSE17971, MOUSE17970, MOUSE17967	BRALA02611
OG0000090	MOUSE32571, MOUSE32572	BRALA04706
OG0000091	MOUSE19668, MOUSE19669	BRALA15793, BRALA15791, BRALA21812, BRALA21813, BRALA21766, BRALA17200, BRALA17198, BRALA20643, BRALA24218, BRALA11634, BRALA07640, BRALA34071, BRALA10846, BRALA26173
OG0000093	MOUSE16619	BRALA25999, BRALA23972
OG0000093	MOUSE35368, MOUSE35369, MOUSE52764, MOUSE52765	BRALA01382, BRALA01380
OG0000094	MOUSE53507, MOUSE53505, MOUSE11261	BRALA34518
OG0000094	MOUSE23861, MOUSE23862, MOUSE23863, MOUSE25211, MOUSE25208, MOUSE25207, MOUSE25206, MOUSE25210, MOUSE48851, MOUSE48849, MOUSE48850	BRALA09222, BRALA24092
OG0000095	MOUSE21579	BRALA15122, BRALA25718, BRALA09730, BRALA09773, BRALA27146, BRALA20760, BRALA08842
OG0000096	MOUSE54033, MOUSE13094, MOUSE29900	BRALA29898, BRALA29897
OG0000096	MOUSE14640, MOUSE35516	BRALA16859
OG0000096	MOUSE41983, MOUSE30995, MOUSE30992, MOUSE47007, MOUSE41985, MOUSE30994, MOUSE47010, MOUSE47008, MOUSE30996	BRALA08595, BRALA28945
OG0000096	MOUSE45926	BRALA02509
OG0000096	MOUSE52337, MOUSE52338	BRALA24883
OG0000097	MOUSE31754, MOUSE31753, MOUSE31748, MOUSE31746, MOUSE31745, MOUSE31749, MOUSE31752, MOUSE31750, MOUSE31751, MOUSE31744	BRALA14234
OG0000098	MOUSE44178, MOUSE44180, MOUSE47248, MOUSE47247, MOUSE01240	BRALA00433
OG0000098	MOUSE20701, MOUSE27744, MOUSE27743, MOUSE20730, MOUSE44534, MOUSE44540, MOUSE44541, MOUSE44537, MOUSE44546, MOUSE44536, MOUSE44538, MOUSE44535, MOUSE44533, MOUSE20728, MOUSE20727, MOUSE20726, MOUSE20725, MOUSE20729	BRALA09558
OG0000099	MOUSE30052, MOUSE30050, MOUSE30051, MOUSE53947, MOUSE53948, MOUSE53946, MOUSE50039, MOUSE50041, MOUSE50040, MOUSE03601, MOUSE03600, MOUSE03599	BRALA22450, BRALA22449
OG0000099	MOUSE43058, MOUSE50899, MOUSE00625	BRALA15695, BRALA29540
OG0000099	MOUSE00626, MOUSE00624, MOUSE00623, MOUSE33922, MOUSE16210, MOUSE16209, MOUSE16208, MOUSE16204, MOUSE16205, MOUSE16206, MOUSE16207	BRALA29541
OG0000101	MOUSE49370, MOUSE49670	BRALA27830
OG0000101	MOUSE02576, MOUSE49671	BRALA34770, BRALA14230
OG0000101	MOUSE15611, MOUSE15612	BRALA35778, BRALA34308
OG0000101	MOUSE02574, MOUSE02575, MOUSE02573, MOUSE02572, MOUSE02456, MOUSE02446, MOUSE02447, MOUSE02449, MOUSE02452, MOUSE02454, MOUSE02453, MOUSE02455, MOUSE02457, MOUSE26355	BRALA07967, BRALA07968, BRALA07970, BRALA07971, BRALA07969, BRALA14905, BRALA34983, BRALA04209, BRALA32337, BRALA04500, BRALA17899, BRALA22970
OG0000102	MOUSE08156, MOUSE08155, MOUSE24799, MOUSE24798	BRALA25931
OG0000102	MOUSE25337, MOUSE25336, MOUSE25939	BRALA10017, BRALA10010, BRALA10018, BRALA10013, BRALA10014
OG0000103	MOUSE03946, MOUSE03948, MOUSE03949, MOUSE03945, MOUSE03951, MOUSE03944, MOUSE12336, MOUSE12340, MOUSE15975, MOUSE28384	BRALA12702, BRALA24770, BRALA25187, BRALA25191, BRALA31877, BRALA22032, BRALA34609, BRALA35379, BRALA31987, BRALA22034, BRALA22033
OG0000104	MOUSE50572, MOUSE50573, MOUSE16444, MOUSE16442, MOUSE16443, MOUSE16439, MOUSE16441, MOUSE16438, MOUSE16437, MOUSE16440, MOUSE16436	BRALA24676, BRALA24677
OG0000104	MOUSE06976, MOUSE06975, MOUSE06978, MOUSE06980, MOUSE06979, MOUSE06981, MOUSE06983, MOUSE06982, MOUSE15501, MOUSE15498, MOUSE15499, MOUSE05643, MOUSE05641, MOUSE05642	BRALA26650
OG0000104	MOUSE50577, MOUSE16445, MOUSE16446, MOUSE50574, MOUSE50575, MOUSE50576	BRALA24675
OG0000104	MOUSE16174	BRALA25097, BRALA25098
OG0000104	MOUSE23464, MOUSE23465, MOUSE23463, MOUSE01968, MOUSE01967, MOUSE01969, MOUSE53764	BRALA20458, BRALA20457
OG0000106	MOUSE49277, MOUSE49278, MOUSE55330, MOUSE49769, MOUSE29352, MOUSE29353, MOUSE29354, MOUSE29357, MOUSE29355	BRALA03304, BRALA03303, BRALA03302, BRALA03305
OG0000106	MOUSE32021	BRALA17617
OG0000106	MOUSE30798, MOUSE30797, MOUSE51789, MOUSE51787, MOUSE51788	BRALA24272, BRALA34814, BRALA05381, BRALA14365, BRALA14367
OG0000107	MOUSE08903	BRALA20703, BRALA11727, BRALA20699
OG0000107	MOUSE08932	BRALA27541
OG0000107	MOUSE08836	BRALA06411
OG0000107	MOUSE08837	BRALA29902
OG0000107	MOUSE08933	BRALA06432
OG0000107	MOUSE08824	BRALA06418, BRALA20696
OG0000107	MOUSE08922	BRALA27546, BRALA27562
OG0000107	MOUSE41813	BRALA31407
OG0000108	MOUSE05737, MOUSE25036, MOUSE14651, MOUSE23310	BRALA10855
OG0000109	MOUSE33717	BRALA05286, BRALA09718, BRALA05752, BRALA07075, BRALA09722, BRALA27279, BRALA10367, BRALA14686, BRALA05751, BRALA05749
OG0000110	MOUSE38813, MOUSE04691	BRALA16587
OG0000110	MOUSE04692, MOUSE38814	BRALA25611, BRALA22080, BRALA22078, BRALA05100, BRALA05295
OG0000111	MOUSE17075, MOUSE14044, MOUSE06017, MOUSE06016	BRALA29475, BRALA06649, BRALA13382
OG0000111	MOUSE07126, MOUSE28116	BRALA01140, BRALA16920, BRALA06787, BRALA06786, BRALA05323, BRALA06788, BRALA06341
OG0000111	MOUSE53772	BRALA16169, BRALA10270
OG0000113	MOUSE33596, MOUSE33595	BRALA05711, BRALA05736, BRALA10598, BRALA02148, BRALA02143, BRALA02144, BRALA02149
OG0000113	MOUSE08566, MOUSE39334, MOUSE39330	BRALA34204
OG0000114	MOUSE36090, MOUSE36092, MOUSE36094, MOUSE36095, MOUSE36093, MOUSE36096, MOUSE36091, MOUSE34889, MOUSE34888	BRALA11944, BRALA13019, BRALA11943, BRALA15794, BRALA06610
OG0000115	MOUSE14376	BRALA01364, BRALA23361
OG0000116	MOUSE30922	BRALA28150, BRALA28151, BRALA30261, BRALA27865, BRALA02197
OG0000117	MOUSE20794, MOUSE20790	BRALA32508, BRALA05492
OG0000117	MOUSE27159, MOUSE27158, MOUSE26358	BRALA19489
OG0000117	MOUSE17523, MOUSE17524	BRALA26376
OG0000117	MOUSE26103, MOUSE26102	BRALA09293, BRALA09216, BRALA25244, BRALA27129, BRALA10321
OG0000119	MOUSE26432, MOUSE26431, MOUSE26430, MOUSE02581, MOUSE02580, MOUSE05168, MOUSE05166, MOUSE05165, MOUSE05167	BRALA06707, BRALA09190
OG0000119	MOUSE26597, MOUSE26599, MOUSE14908, MOUSE25018, MOUSE25019, MOUSE05713	BRALA09113, BRALA09057, BRALA09056
OG0000119	MOUSE26569, MOUSE53192, MOUSE53193, MOUSE53194	BRALA14028, BRALA14029
OG0000120	MOUSE38908, MOUSE38909	BRALA18993
OG0000121	MOUSE48188, MOUSE48187, MOUSE21383	BRALA03924, BRALA20434, BRALA03923
OG0000121	MOUSE22218, MOUSE22217	BRALA02169
OG0000122	MOUSE05693, MOUSE35483, MOUSE35485, MOUSE35486, MOUSE22654	BRALA04629
OG0000123	MOUSE36089, MOUSE09426, MOUSE09427	BRALA16281
OG0000123	MOUSE21391, MOUSE47951, MOUSE47950, MOUSE19617	BRALA11475
OG0000123	MOUSE19619	BRALA11471
OG0000123	MOUSE09430, MOUSE09429, MOUSE09431	BRALA22355
OG0000124	MOUSE34424, MOUSE34425	BRALA05628
OG0000124	MOUSE07351, MOUSE07350, MOUSE07352, MOUSE18780, MOUSE18779	BRALA26268
OG0000124	MOUSE27466, MOUSE49894	BRALA23466
OG0000125	MOUSE05385, MOUSE10968, MOUSE10967	BRALA07049
OG0000125	MOUSE10957, MOUSE10956, MOUSE10959, MOUSE14826, MOUSE05399, MOUSE05398, MOUSE14824, MOUSE14825	BRALA11353
OG0000125	MOUSE10964, MOUSE10966, MOUSE05382, MOUSE05384, MOUSE05381, MOUSE10965	BRALA11356
OG0000125	MOUSE43958, MOUSE43957	BRALA08896
OG0000126	MOUSE36415, MOUSE36417, MOUSE03223, MOUSE44505	BRALA11509
OG0000126	MOUSE12568, MOUSE36379, MOUSE36377, MOUSE36378, MOUSE36380	BRALA11885
OG0000126	MOUSE19645, MOUSE01498, MOUSE01499, MOUSE32380, MOUSE30420, MOUSE30422, MOUSE30421, MOUSE27727, MOUSE27726, MOUSE27725	BRALA21733
OG0000127	MOUSE04059	BRALA25100, BRALA25099
OG0000127	MOUSE47545, MOUSE54139, MOUSE29572	BRALA35668, BRALA34921
OG0000127	MOUSE52357, MOUSE52358, MOUSE13075	BRALA06066
OG0000127	MOUSE09031, MOUSE06835, MOUSE28216	BRALA17083
OG0000127	MOUSE12652, MOUSE29242, MOUSE21486, MOUSE21487	BRALA16654
OG0000127	MOUSE14094, MOUSE06008	BRALA06242
OG0000128	MOUSE20235	BRALA21885, BRALA21891, BRALA03636
OG0000128	MOUSE44975, MOUSE44976, MOUSE50207, MOUSE50208	BRALA10967, BRALA10966, BRALA17194, BRALA16474, BRALA15948, BRALA13405, BRALA32930, BRALA32135, BRALA32136
OG0000128	MOUSE15660, MOUSE15661	BRALA31378
OG0000129	MOUSE24658, MOUSE20204, MOUSE18144, MOUSE24659, MOUSE24660, MOUSE24661, MOUSE43330, MOUSE49914, MOUSE27526, MOUSE27523, MOUSE27524, MOUSE27525, MOUSE27522, MOUSE27521	BRALA31934, BRALA31933, BRALA13415, BRALA13416
OG0000129	MOUSE45123, MOUSE55058	BRALA11658
OG0000129	MOUSE23071, MOUSE23074, MOUSE23073, MOUSE23072	BRALA33036, BRALA19532, BRALA15020, BRALA27240
OG0000130	MOUSE41081	BRALA16322, BRALA12329, BRALA22977, BRALA28126
OG0000130	MOUSE31524, MOUSE31521, MOUSE31523, MOUSE31522	BRALA07214
OG0000130	MOUSE18069	BRALA03425
OG0000130	MOUSE54328, MOUSE54329, MOUSE39202, MOUSE39203, MOUSE39204, MOUSE41078, MOUSE41079, MOUSE41080	BRALA22517
OG0000130	MOUSE11517, MOUSE11516	BRALA06672, BRALA27303
OG0000131	MOUSE01093, MOUSE01094	BRALA24562
OG0000131	MOUSE23091	BRALA20290, BRALA05190, BRALA24887, BRALA15582, BRALA31744, BRALA02675, BRALA17863, BRALA17862, BRALA17868, BRALA17869
OG0000132	MOUSE08918, MOUSE08909, MOUSE21284, MOUSE08828, MOUSE08927, MOUSE08921, MOUSE08935	BRALA31411, BRALA31406, BRALA27565, BRALA27560, BRALA27542, BRALA27536, BRALA33655, BRALA33182, BRALA20698, BRALA20702, BRALA25262, BRALA11726, BRALA20134, BRALA33962, BRALA06392, BRALA06433, BRALA06447, BRALA06441, BRALA06456, BRALA06479, BRALA06414
OG0000132	MOUSE14073	BRALA11245
OG0000133	MOUSE39729, MOUSE39728, MOUSE39726, MOUSE39715, MOUSE39712, MOUSE39713, MOUSE39725, MOUSE39724, MOUSE39711, MOUSE39710	BRALA22999
OG0000136	MOUSE17651, MOUSE21266	BRALA07227
OG0000137	MOUSE13561, MOUSE13559, MOUSE13562, MOUSE13560, MOUSE00324, MOUSE00325, MOUSE00321, MOUSE00323	BRALA21689, BRALA16648
OG0000137	MOUSE48199, MOUSE48198, MOUSE48197, MOUSE48196	BRALA28974, BRALA04537
OG0000137	MOUSE06337, MOUSE06338	BRALA12643, BRALA12641, BRALA02192, BRALA12642, BRALA14840, BRALA06017
OG0000137	MOUSE18094, MOUSE18096	BRALA25430, BRALA25424, BRALA35631, BRALA30028
OG0000140	MOUSE47115, MOUSE47116	BRALA12985
OG0000140	MOUSE47124, MOUSE47123, MOUSE47122, MOUSE47121, MOUSE47111, MOUSE47112, MOUSE47110, MOUSE47114, MOUSE47113, MOUSE02131, MOUSE44345, MOUSE44344	BRALA29786, BRALA10378, BRALA12987, BRALA12988
OG0000141	MOUSE36428, MOUSE36449, MOUSE36448, MOUSE07488, MOUSE07489	BRALA24485
OG0000141	MOUSE36994, MOUSE47484	BRALA23794, BRALA23795
OG0000141	MOUSE54377, MOUSE54378	BRALA03140, BRALA03139, BRALA03141
OG0000142	MOUSE17834	BRALA11507
OG0000145	MOUSE32795	BRALA23325
OG0000145	MOUSE07613	BRALA35915, BRALA10511, BRALA10827, BRALA14879, BRALA20211, BRALA15262, BRALA09442, BRALA13765, BRALA23474, BRALA23473, BRALA13276, BRALA01496, BRALA01950, BRALA14884, BRALA20195, BRALA17386, BRALA18323, BRALA32462, BRALA14876, BRALA13764, BRALA04562, BRALA05462, BRALA20196, BRALA19223, BRALA01494, BRALA20197, BRALA20199, BRALA28269, BRALA05547, BRALA09890, BRALA18011
OG0000145	MOUSE36073	BRALA15523, BRALA34084, BRALA21335
OG0000147	MOUSE04280, MOUSE04282, MOUSE04281, MOUSE34847	BRALA19565
OG0000147	MOUSE23083, MOUSE23081, MOUSE23080, MOUSE23084, MOUSE23082, MOUSE34846, MOUSE34845, MOUSE34844	BRALA33037
OG0000147	MOUSE23086, MOUSE23085	BRALA34645
OG0000147	MOUSE23670, MOUSE23669, MOUSE23668	BRALA16538
OG0000147	MOUSE28041, MOUSE28040	BRALA30660
OG0000148	MOUSE54278, MOUSE54277, MOUSE54279, MOUSE40870, MOUSE40868, MOUSE40869, MOUSE40871, MOUSE07014, MOUSE07018, MOUSE07013, MOUSE23507, MOUSE23504, MOUSE23506, MOUSE23508, MOUSE23505, MOUSE23503	BRALA09428
OG0000148	MOUSE40874, MOUSE40873, MOUSE40867, MOUSE40875, MOUSE40878, MOUSE40877, MOUSE40876, MOUSE50108, MOUSE50109, MOUSE23500, MOUSE23499, MOUSE14503	BRALA19052, BRALA19046, BRALA19045, BRALA19050, BRALA19051
OG0000149	MOUSE44762, MOUSE19464	BRALA04476, BRALA12518, BRALA28887
OG0000149	MOUSE31508, MOUSE31509	BRALA24371
OG0000151	MOUSE38915, MOUSE05155, MOUSE14577, MOUSE14578, MOUSE22044, MOUSE22042, MOUSE22045	BRALA00287
OG0000151	MOUSE38914	BRALA18487
OG0000153	MOUSE38334, MOUSE43249, MOUSE43250, MOUSE43251	BRALA10436, BRALA17560, BRALA12907, BRALA16384, BRALA09706, BRALA18289, BRALA18288, BRALA18287, BRALA02707, BRALA03415, BRALA02713, BRALA03416, BRALA02708, BRALA03420, BRALA19455, BRALA10181, BRALA19461, BRALA05089, BRALA02706, BRALA05090, BRALA09705, BRALA22031, BRALA19062, BRALA34442, BRALA34632, BRALA35299
OG0000155	MOUSE33863, MOUSE33860, MOUSE33862, MOUSE21762, MOUSE21769, MOUSE21768, MOUSE21772, MOUSE21771, MOUSE21765, MOUSE21770, MOUSE21766, MOUSE21767, MOUSE21761, MOUSE33865, MOUSE33866, MOUSE33867, MOUSE33868, MOUSE33874, MOUSE33873, MOUSE33871, MOUSE33864, MOUSE33869, MOUSE33861, MOUSE33870, MOUSE21774, MOUSE21773	BRALA16575
OG0000157	MOUSE20681, MOUSE01676	BRALA27057
OG0000157	MOUSE52683, MOUSE35379, MOUSE31200, MOUSE52684	BRALA28027
OG0000159	MOUSE21603	BRALA09776
OG0000159	MOUSE00612, MOUSE00610, MOUSE00611	BRALA12258
OG0000159	MOUSE25717	BRALA02682
OG0000159	MOUSE27101, MOUSE27099, MOUSE16708, MOUSE16707	BRALA07694, BRALA07731, BRALA07711
OG0000160	MOUSE28371, MOUSE28372, MOUSE28373	BRALA09740
OG0000160	MOUSE01089, MOUSE01088, MOUSE01087, MOUSE01081	BRALA07274, BRALA19400, BRALA19362, BRALA07285, BRALA07284, BRALA07278, BRALA07280, BRALA33017, BRALA19401, BRALA17753, BRALA19403, BRALA07279, BRALA11586, BRALA07275, BRALA14771
OG0000162	MOUSE26309, MOUSE26310, MOUSE26320, MOUSE26322, MOUSE26321, MOUSE26323, MOUSE26306, MOUSE26305	BRALA29217, BRALA32848, BRALA35892, BRALA35512, BRALA28170, BRALA34322, BRALA34430, BRALA35671, BRALA34178
OG0000163	MOUSE14140, MOUSE14139, MOUSE14141, MOUSE06340, MOUSE14142	BRALA16731, BRALA16733, BRALA16732
OG0000164	MOUSE25231, MOUSE25232, MOUSE25235	BRALA23092
OG0000164	MOUSE44643, MOUSE44642, MOUSE30837, MOUSE30838, MOUSE10120, MOUSE10121, MOUSE10122, MOUSE48533	BRALA01615
OG0000165	MOUSE29642, MOUSE29641, MOUSE29639, MOUSE29640, MOUSE19386	BRALA31579
OG0000165	MOUSE48054, MOUSE12534, MOUSE48055, MOUSE12535, MOUSE54698	BRALA15293, BRALA22908, BRALA28975, BRALA34797
OG0000165	MOUSE41531, MOUSE47335, MOUSE36894, MOUSE36895, MOUSE47333, MOUSE47332, MOUSE27722, MOUSE10636, MOUSE01353, MOUSE01354, MOUSE01352, MOUSE54126, MOUSE54125, MOUSE54124, MOUSE04088, MOUSE04089, MOUSE15572, MOUSE13139, MOUSE13138	BRALA14596
OG0000165	MOUSE12536	BRALA35730
OG0000166	MOUSE46601, MOUSE46183	BRALA33546
OG0000166	MOUSE16358	BRALA35030
OG0000167	MOUSE29176, MOUSE29175	BRALA00255
OG0000167	MOUSE28268, MOUSE28270, MOUSE28269, MOUSE31990, MOUSE31991, MOUSE12639, MOUSE34066, MOUSE34067, MOUSE00486, MOUSE00488, MOUSE00485, MOUSE34221, MOUSE28529, MOUSE28530, MOUSE35788	BRALA14209, BRALA17893, BRALA33074, BRALA33075
OG0000168	MOUSE27170, MOUSE27166, MOUSE27169, MOUSE27167, MOUSE27168, MOUSE27165	BRALA19184
OG0000168	MOUSE01297, MOUSE01296, MOUSE13205, MOUSE33379	BRALA01020
OG0000168	MOUSE20806	BRALA13286, BRALA13283
OG0000169	MOUSE41120, MOUSE41121, MOUSE41122, MOUSE41119, MOUSE04019, MOUSE04018, MOUSE04016, MOUSE04015, MOUSE04017, MOUSE04209, MOUSE04210, MOUSE04211, MOUSE04212	BRALA12580, BRALA14929, BRALA34193
OG0000171	MOUSE02823, MOUSE02822, MOUSE46727, MOUSE27859, MOUSE46726	BRALA35313
OG0000171	MOUSE04583	BRALA33750
OG0000171	MOUSE02239	BRALA28419
OG0000171	MOUSE21136	BRALA09972, BRALA09975, BRALA34620
OG0000171	MOUSE35961, MOUSE35960	BRALA11421, BRALA23749, BRALA04631
OG0000171	MOUSE48309	BRALA06721
OG0000172	MOUSE02356, MOUSE51487, MOUSE51486, MOUSE51488	BRALA23427, BRALA05075, BRALA09367, BRALA05284
OG0000172	MOUSE02355, MOUSE22541	BRALA19981
OG0000173	MOUSE16104	BRALA05385, BRALA20993
OG0000173	MOUSE39556, MOUSE38333, MOUSE38332, MOUSE38331, MOUSE15474, MOUSE52385, MOUSE52384, MOUSE34416, MOUSE34413, MOUSE34415, MOUSE34414, MOUSE22661, MOUSE36595, MOUSE36598, MOUSE36593, MOUSE36596, MOUSE36597, MOUSE36594, MOUSE16111, MOUSE16103, MOUSE52386, MOUSE33906, MOUSE34420, MOUSE34587, MOUSE39602, MOUSE39601, MOUSE33907, MOUSE32174, MOUSE32176, MOUSE32177, MOUSE32175	BRALA05388
OG0000174	MOUSE12800, MOUSE12801, MOUSE31622	BRALA01909
OG0000174	MOUSE25059, MOUSE19080	BRALA10706, BRALA03775
OG0000174	MOUSE19079, MOUSE19078	BRALA26657, BRALA29586
OG0000175	MOUSE37007, MOUSE37008, MOUSE37004, MOUSE37005, MOUSE37006	BRALA24671
OG0000175	MOUSE21629	BRALA14699, BRALA14698
OG0000175	MOUSE34702, MOUSE34703, MOUSE34704, MOUSE34706, MOUSE34705	BRALA21252, BRALA16465
OG0000179	MOUSE02858, MOUSE18997, MOUSE02856, MOUSE11162	BRALA13816
OG0000179	MOUSE30037	BRALA28779
OG0000180	MOUSE29509, MOUSE29508	BRALA18757
OG0000181	MOUSE14627, MOUSE03706, MOUSE05783	BRALA20263
OG0000181	MOUSE39163, MOUSE11210, MOUSE11208	BRALA09404
OG0000181	MOUSE07217	BRALA11436
OG0000183	MOUSE08188	BRALA29461
OG0000183	MOUSE42801, MOUSE08189, MOUSE08186, MOUSE08187, MOUSE08190, MOUSE20337, MOUSE20343, MOUSE20344, MOUSE20338, MOUSE20339, MOUSE20341, MOUSE20340, MOUSE24700	BRALA34386
OG0000183	MOUSE51267, MOUSE51268, MOUSE51266	BRALA30657
OG0000184	MOUSE24058, MOUSE24066	BRALA24654
OG0000184	MOUSE24064, MOUSE24056, MOUSE24057, MOUSE24065, MOUSE24062, MOUSE24061, MOUSE24063, MOUSE24060, MOUSE24059, MOUSE24067, MOUSE24068, MOUSE24181, MOUSE24180, MOUSE24179, MOUSE24178, MOUSE30888	BRALA24349, BRALA24348, BRALA24345, BRALA13027, BRALA24344
OG0000185	MOUSE14614, MOUSE14615, MOUSE14613, MOUSE15733	BRALA17010
OG0000185	MOUSE48986, MOUSE48987, MOUSE12446, MOUSE09959	BRALA20218
OG0000185	MOUSE06590, MOUSE06589	BRALA09638
OG0000186	MOUSE08548	BRALA13621
OG0000188	MOUSE12814, MOUSE21053, MOUSE21052, MOUSE48307	BRALA03655
OG0000190	MOUSE31898, MOUSE31897, MOUSE31899, MOUSE25811, MOUSE31896, MOUSE25813, MOUSE25815, MOUSE25816, MOUSE25819, MOUSE25814, MOUSE25817, MOUSE25822, MOUSE25821, MOUSE25820	BRALA04696, BRALA17369, BRALA12568, BRALA28519, BRALA20641
OG0000191	MOUSE13380, MOUSE13383, MOUSE13381, MOUSE13384, MOUSE13382, MOUSE28674, MOUSE28675, MOUSE28676, MOUSE06673, MOUSE34146	BRALA07439
OG0000192	MOUSE31398, MOUSE31399, MOUSE32645, MOUSE01413, MOUSE01412	BRALA05274
OG0000192	MOUSE25324	BRALA02780
OG0000192	MOUSE46094, MOUSE46095, MOUSE46092, MOUSE46093, MOUSE46090, MOUSE16913, MOUSE16914, MOUSE16915	BRALA25029
OG0000193	MOUSE51240	BRALA29049
