Orthogroup	MOUSE	DANRE
OG0000040	MOUSE38750, MOUSE38747, MOUSE38740, MOUSE38745, MOUSE38743, MOUSE38742, MOUSE38744, MOUSE38741, MOUSE38413	DANRE30032, DANRE30031, DANRE30033, DANRE30029, DANRE30030, DANRE30035, DANRE30034, DANRE17230
OG0000041	MOUSE19876, MOUSE19875, MOUSE02175	DANRE30701
OG0000041	MOUSE43968, MOUSE43967, MOUSE43966, MOUSE43965, MOUSE43964	DANRE29584, DANRE29586, DANRE29583, DANRE29585, DANRE24718
OG0000041	MOUSE44347, MOUSE44348	DANRE38473, DANRE38474, DANRE38475, DANRE25228
OG0000041	MOUSE02172, MOUSE02171, MOUSE02173	DANRE30702, DANRE30703, DANRE30699, DANRE30704, DANRE30700
OG0000041	MOUSE31152	DANRE40396, DANRE40397
OG0000041	MOUSE31141	DANRE36857, DANRE22432
OG0000041	MOUSE41518	DANRE25655, DANRE33053
OG0000041	MOUSE31140	DANRE36856
OG0000041	MOUSE41519	DANRE25654, DANRE43342
OG0000041	MOUSE27266	DANRE38441
OG0000041	MOUSE28829	DANRE36805
OG0000041	MOUSE21621	DANRE27215, DANRE24076
OG0000041	MOUSE06756	DANRE05493, DANRE05492, DANRE18224
OG0000041	MOUSE06702	DANRE05473
OG0000041	MOUSE28657	DANRE36043
OG0000042	MOUSE15999	DANRE42454, DANRE42453, DANRE42455
OG0000042	MOUSE38450, MOUSE38449, MOUSE38448, MOUSE38451	DANRE08533, DANRE08529, DANRE08530, DANRE08535, DANRE08531, DANRE08532, DANRE08528, DANRE08534, DANRE08536, DANRE23872, DANRE23873, DANRE23870, DANRE23868, DANRE23869, DANRE23871, DANRE23875, DANRE23874
OG0000043	MOUSE50973	DANRE34152
OG0000043	MOUSE30821	DANRE00964
OG0000044	MOUSE09513	DANRE20253, DANRE20252
OG0000044	MOUSE35864, MOUSE35858, MOUSE35856, MOUSE35859, MOUSE35857	DANRE04869, DANRE04868, DANRE04870
OG0000044	MOUSE47855, MOUSE47856, MOUSE47853, MOUSE47854, MOUSE47857	DANRE01471, DANRE01470, DANRE41195, DANRE41197, DANRE41200, DANRE41196, DANRE41199
OG0000044	MOUSE46640, MOUSE46637, MOUSE46650, MOUSE46649, MOUSE46652, MOUSE46653, MOUSE46651, MOUSE46654, MOUSE46641, MOUSE46645, MOUSE46644, MOUSE46646, MOUSE46647, MOUSE46648, MOUSE46638, MOUSE46642, MOUSE46643	DANRE05871, DANRE05873, DANRE05872, DANRE05874, DANRE05876, DANRE05875
OG0000044	MOUSE03349	DANRE06457
OG0000044	MOUSE38808, MOUSE38809	DANRE17818, DANRE24284, DANRE24283
OG0000044	MOUSE38798	DANRE24280
OG0000044	MOUSE41161, MOUSE41162	DANRE05244, DANRE05245
OG0000045	MOUSE25074	DANRE38824
OG0000045	MOUSE25340, MOUSE25339, MOUSE25341	DANRE27285, DANRE27286, DANRE19466
OG0000045	MOUSE20735	DANRE00498, DANRE00497, DANRE34860, DANRE34861
OG0000046	MOUSE48114, MOUSE48113	DANRE15742
OG0000046	MOUSE30090	DANRE15458, DANRE15457
OG0000046	MOUSE36275, MOUSE36276	DANRE06026, DANRE06027
OG0000046	MOUSE54722	DANRE09276
OG0000046	MOUSE34003	DANRE42278, DANRE42280, DANRE42172, DANRE42168, DANRE42170, DANRE42174, DANRE42171, DANRE42169, DANRE42167, DANRE42279, DANRE42166, DANRE42173, DANRE42277, DANRE09606, DANRE09605
OG0000048	MOUSE07450	DANRE06169
OG0000048	MOUSE55730	DANRE16164, DANRE16166, DANRE16167, DANRE16163
OG0000048	MOUSE04650, MOUSE04652	DANRE08312, DANRE01208, DANRE01209, DANRE06170, DANRE08212, DANRE08213, DANRE08214
OG0000048	MOUSE07448, MOUSE07449, MOUSE07453, MOUSE07451, MOUSE07452	DANRE24176, DANRE24175, DANRE27247, DANRE27248, DANRE24174, DANRE24603, DANRE05500
OG0000048	MOUSE06701	DANRE17556, DANRE05472
OG0000048	MOUSE49641, MOUSE49640, MOUSE49639	DANRE26183
OG0000049	MOUSE00124, MOUSE00123	DANRE18176, DANRE10819
OG0000049	MOUSE44987, MOUSE44986	DANRE00818, DANRE08853, DANRE08855, DANRE08854
OG0000049	MOUSE52606, MOUSE52607, MOUSE52608	DANRE36715, DANRE36714, DANRE02678
OG0000049	MOUSE35311	DANRE12445
OG0000049	MOUSE03391	DANRE39773, DANRE39775, DANRE39774, DANRE02437, DANRE02436
OG0000049	MOUSE17233, MOUSE17232	DANRE36818, DANRE36819
OG0000049	MOUSE39154, MOUSE39153	DANRE30745, DANRE25833
OG0000049	MOUSE40908, MOUSE39155	DANRE30744
OG0000051	MOUSE52051, MOUSE52052, MOUSE21678, MOUSE21679, MOUSE52055, MOUSE52053, MOUSE52054, MOUSE52063, MOUSE52065, MOUSE52064	DANRE04454, DANRE04455, DANRE04456, DANRE04458, DANRE04457
OG0000053	MOUSE33288	DANRE17521
OG0000054	MOUSE48109	DANRE06791, DANRE15743
OG0000054	MOUSE33537, MOUSE33539, MOUSE33538, MOUSE33523, MOUSE33524, MOUSE33525, MOUSE33528, MOUSE33529, MOUSE33527, MOUSE33526, MOUSE33530, MOUSE33531, MOUSE33536, MOUSE33533, MOUSE33535, MOUSE33532, MOUSE33534	DANRE09041, DANRE09042
OG0000054	MOUSE17454, MOUSE17455, MOUSE17434, MOUSE17435, MOUSE17438, MOUSE48638, MOUSE17453, MOUSE17439, MOUSE17441, MOUSE17440, MOUSE17433	DANRE04360
OG0000055	MOUSE08913, MOUSE08852, MOUSE08839, MOUSE08834, MOUSE08820, MOUSE08827, MOUSE08840, MOUSE03681, MOUSE08929, MOUSE08849, MOUSE30823, MOUSE08833, MOUSE08832, MOUSE08831, MOUSE08906, MOUSE08823, MOUSE08917, MOUSE08912, MOUSE08920, MOUSE30831	DANRE00963
OG0000056	MOUSE52879	DANRE40469
OG0000056	MOUSE36572, MOUSE36574, MOUSE36579, MOUSE36583, MOUSE36576, MOUSE36586, MOUSE36571, MOUSE36575, MOUSE36582, MOUSE36587, MOUSE36573, MOUSE36590, MOUSE36585, MOUSE36584, MOUSE36589, MOUSE36588, MOUSE36577, MOUSE36580, MOUSE36578, MOUSE36581	DANRE39460, DANRE39459
OG0000056	MOUSE31839, MOUSE31840	DANRE26296, DANRE26298, DANRE26299
OG0000056	MOUSE48807, MOUSE48808, MOUSE48805, MOUSE48806, MOUSE48802, MOUSE48804	DANRE30224, DANRE30223
OG0000056	MOUSE31842	DANRE01911, DANRE01910
OG0000056	MOUSE37995, MOUSE37994	DANRE40924, DANRE40923
OG0000056	MOUSE36570	DANRE30239
OG0000057	MOUSE10186, MOUSE10187, MOUSE10188	DANRE01491, DANRE01492, DANRE34768, DANRE34769
OG0000057	MOUSE44717, MOUSE44718	DANRE25607, DANRE38933
OG0000057	MOUSE55281, MOUSE55280	DANRE02560, DANRE02558, DANRE02559
OG0000058	MOUSE21857, MOUSE21254	DANRE01466, DANRE01467
OG0000058	MOUSE10546	DANRE03528
OG0000058	MOUSE40446, MOUSE40445, MOUSE06405, MOUSE16601	DANRE15450
OG0000058	MOUSE49898	DANRE15130, DANRE18090, DANRE05159, DANRE10661, DANRE16833
OG0000058	MOUSE27373	DANRE17579
OG0000058	MOUSE40443, MOUSE20899	DANRE03527
OG0000058	MOUSE06401	DANRE30014, DANRE15447
OG0000059	MOUSE55069	DANRE15544, DANRE15545, DANRE15546, DANRE20191, DANRE20192, DANRE20189, DANRE15547, DANRE20190
OG0000059	MOUSE29771, MOUSE29770, MOUSE29769	DANRE08539
OG0000059	MOUSE52262, MOUSE52259, MOUSE52258	DANRE23878, DANRE23877, DANRE23876
OG0000059	MOUSE29617	DANRE06156, DANRE06155
OG0000059	MOUSE09593, MOUSE09594, MOUSE09591, MOUSE09588, MOUSE09589	DANRE06072, DANRE06071, DANRE00651
OG0000059	MOUSE45371, MOUSE45374	DANRE20106, DANRE08743, DANRE08744
OG0000060	MOUSE52080, MOUSE52079	DANRE15035, DANRE15034, DANRE05268
OG0000060	MOUSE44147, MOUSE44148	DANRE29003, DANRE24797, DANRE24796
OG0000060	MOUSE44454, MOUSE44455	DANRE26104
OG0000060	MOUSE01901, MOUSE01902	DANRE12576
OG0000061	MOUSE26618	DANRE42668, DANRE35791, DANRE35790
OG0000061	MOUSE38907, MOUSE38906	DANRE14876
OG0000061	MOUSE22377, MOUSE22378	DANRE21357, DANRE21356, DANRE21355, DANRE42236, DANRE42238, DANRE42237
OG0000061	MOUSE53042	DANRE03323, DANRE26316, DANRE26315
OG0000061	MOUSE06425	DANRE16979, DANRE30135
OG0000061	MOUSE42762	DANRE08363, DANRE08364
OG0000061	MOUSE53307	DANRE24234, DANRE26883, DANRE26882
OG0000061	MOUSE39884, MOUSE39883	DANRE28200, DANRE36395, DANRE36396, DANRE36397, DANRE03215, DANRE23525, DANRE23526
OG0000061	MOUSE39889, MOUSE39886, MOUSE39890, MOUSE39885, MOUSE39887, MOUSE39892, MOUSE39891	DANRE28197, DANRE28196, DANRE28198, DANRE28195, DANRE28199, DANRE28194, DANRE28193, DANRE36398
OG0000061	MOUSE42763	DANRE30136
OG0000061	MOUSE39874, MOUSE39873, MOUSE39878, MOUSE39876, MOUSE39877	DANRE26341
OG0000061	MOUSE05785	DANRE29170
OG0000062	MOUSE41293	DANRE28563, DANRE28564, DANRE28575, DANRE28567, DANRE08108
OG0000062	MOUSE25941	DANRE35118
OG0000062	MOUSE17649	DANRE08527, DANRE08526, DANRE09429
OG0000062	MOUSE41585, MOUSE41584, MOUSE41295, MOUSE41296, MOUSE41297, MOUSE41294, MOUSE41586	DANRE08107, DANRE08104, DANRE08105, DANRE08102, DANRE08103, DANRE08106, DANRE08101, DANRE08100, DANRE28562, DANRE28568, DANRE28566, DANRE28565, DANRE28573, DANRE28574, DANRE28576, DANRE28571, DANRE28572, DANRE28569, DANRE28442, DANRE28441, DANRE28577, DANRE28578, DANRE43388, DANRE28579, DANRE28570
OG0000062	MOUSE52081	DANRE18807, DANRE18806
OG0000063	MOUSE18432, MOUSE18433, MOUSE18434	DANRE20941, DANRE20940, DANRE20939
OG0000063	MOUSE32920, MOUSE32923, MOUSE32924, MOUSE32922, MOUSE32921, MOUSE32925, MOUSE32927, MOUSE32926, MOUSE32919	DANRE43110, DANRE15766, DANRE15767, DANRE15768, DANRE15769
OG0000063	MOUSE18436, MOUSE18437	DANRE26798
OG0000063	MOUSE10885, MOUSE10881	DANRE30783, DANRE30785, DANRE30782, DANRE01805, DANRE01806, DANRE36784, DANRE36785
OG0000063	MOUSE33697	DANRE15770
OG0000063	MOUSE27866, MOUSE27867	DANRE19500, DANRE19501
OG0000063	MOUSE46812, MOUSE46810, MOUSE46811, MOUSE46809	DANRE11531, DANRE11532, DANRE04204, DANRE04205
OG0000065	MOUSE25323, MOUSE25321, MOUSE25322	DANRE33929, DANRE19442
OG0000065	MOUSE32171	DANRE11091
OG0000066	MOUSE53763	DANRE40339, DANRE40338, DANRE40337, DANRE40336
OG0000067	MOUSE10267	DANRE18991
OG0000067	MOUSE19580	DANRE06045, DANRE20513
OG0000067	MOUSE31455	DANRE39179
OG0000068	MOUSE39314	DANRE31239
OG0000068	MOUSE54372	DANRE39798, DANRE39799
OG0000068	MOUSE40674	DANRE23489
OG0000068	MOUSE54270	DANRE39760, DANRE39761
OG0000068	MOUSE52919, MOUSE52920, MOUSE52921	DANRE22549
OG0000068	MOUSE14430	DANRE25132, DANRE31207, DANRE31206, DANRE31205
OG0000068	MOUSE41087, MOUSE41088	DANRE41310
OG0000068	MOUSE02009	DANRE31358, DANRE31357
OG0000068	MOUSE02010	DANRE22551
OG0000069	MOUSE30824	DANRE26091
OG0000069	MOUSE30828	DANRE37428
OG0000069	MOUSE08931	DANRE26098
OG0000069	MOUSE08928, MOUSE30827	DANRE37444, DANRE37413, DANRE37438, DANRE37456, DANRE26073
OG0000069	MOUSE08907, MOUSE30830	DANRE26154
OG0000069	MOUSE24595	DANRE24751, DANRE34404, DANRE30153, DANRE08957, DANRE08956
OG0000069	MOUSE08934, MOUSE08905, MOUSE08822, MOUSE08829	DANRE37416
OG0000070	MOUSE00175, MOUSE00176, MOUSE00177, MOUSE00178	DANRE18387
OG0000070	MOUSE55320	DANRE02540
OG0000070	MOUSE14076, MOUSE06197	DANRE04119
OG0000070	MOUSE19892	DANRE14399
OG0000070	MOUSE01400, MOUSE01399	DANRE35328, DANRE35329, DANRE35330
OG0000071	MOUSE27775, MOUSE27776, MOUSE27777	DANRE38652, DANRE38653, DANRE38644, DANRE38645, DANRE38647, DANRE38651, DANRE38650, DANRE38649, DANRE41730, DANRE41729, DANRE41727, DANRE41728, DANRE21412, DANRE21413, DANRE21410, DANRE21409, DANRE21414, DANRE21408, DANRE21411, DANRE21415, DANRE21416
OG0000072	MOUSE03587	DANRE06708
OG0000072	MOUSE48101, MOUSE48102, MOUSE48100	DANRE15716, DANRE15720, DANRE15719, DANRE15717, DANRE15718
OG0000072	MOUSE50200, MOUSE50201	DANRE08770, DANRE08769
OG0000072	MOUSE30088	DANRE15952, DANRE15953
OG0000072	MOUSE45691	DANRE00858, DANRE00856, DANRE00857, DANRE08517
OG0000072	MOUSE29660	DANRE08497, DANRE06006
OG0000072	MOUSE00771, MOUSE00773, MOUSE00770, MOUSE00774, MOUSE00772	DANRE05807
OG0000073	MOUSE17327, MOUSE17328, MOUSE17326	DANRE23559
OG0000073	MOUSE18061, MOUSE18060, MOUSE18059, MOUSE18051, MOUSE18052	DANRE10520
OG0000073	MOUSE21657, MOUSE21656	DANRE24104, DANRE24103, DANRE27229
OG0000073	MOUSE49709, MOUSE49708	DANRE39355
OG0000073	MOUSE21655	DANRE24102
OG0000073	MOUSE02165, MOUSE02168, MOUSE02164, MOUSE02163	DANRE30709, DANRE30708, DANRE12382
OG0000074	MOUSE01754	DANRE30953
OG0000074	MOUSE27442, MOUSE27441	DANRE17935
OG0000074	MOUSE43699	DANRE25680
OG0000075	MOUSE05779	DANRE03709
OG0000075	MOUSE03707	DANRE26359, DANRE26360
OG0000075	MOUSE22546	DANRE41686, DANRE41687, DANRE35873, DANRE35872
OG0000075	MOUSE14633	DANRE23134, DANRE23133
OG0000075	MOUSE34423	DANRE09985, DANRE09984, DANRE09983, DANRE02787
OG0000075	MOUSE45151	DANRE01002
OG0000075	MOUSE22547	DANRE41688
OG0000075	MOUSE14629, MOUSE14632, MOUSE14631, MOUSE14630	DANRE23132
OG0000075	MOUSE22548	DANRE31020
OG0000075	MOUSE31075	DANRE36834, DANRE40515
OG0000075	MOUSE39073	DANRE12778
OG0000075	MOUSE41200, MOUSE41199, MOUSE41201	DANRE30937
OG0000075	MOUSE11240, MOUSE11239	DANRE41300
OG0000075	MOUSE14370, MOUSE14371, MOUSE14372	DANRE24998, DANRE31372, DANRE31373
OG0000075	MOUSE40742	DANRE02483
OG0000075	MOUSE39111, MOUSE39110, MOUSE39108, MOUSE39109	DANRE31021, DANRE31022
OG0000077	MOUSE27949	DANRE16390
OG0000077	MOUSE03243, MOUSE03242	DANRE20043, DANRE07192
OG0000077	MOUSE12725, MOUSE12726, MOUSE12727	DANRE00591, DANRE00590, DANRE39691
OG0000077	MOUSE15867	DANRE24245, DANRE24244
OG0000077	MOUSE51200	DANRE10615, DANRE10614, DANRE34995, DANRE08145
OG0000077	MOUSE27778, MOUSE27779	DANRE01477, DANRE40866
OG0000077	MOUSE21334	DANRE22036
OG0000077	MOUSE35957	DANRE16358
OG0000077	MOUSE52108	DANRE11696
OG0000077	MOUSE34401	DANRE11492
OG0000077	MOUSE16118	DANRE16170, DANRE41853, DANRE41854
OG0000077	MOUSE10502	DANRE40644, DANRE19656, DANRE19657
OG0000077	MOUSE20922, MOUSE20923, MOUSE20925, MOUSE20926, MOUSE20924	DANRE33612, DANRE00616, DANRE33611, DANRE33613, DANRE17597, DANRE11294, DANRE11293
OG0000078	MOUSE35673, MOUSE35672	DANRE10793, DANRE10792, DANRE18374
OG0000078	MOUSE48544	DANRE39894, DANRE39895, DANRE39896
OG0000078	MOUSE27283, MOUSE27282	DANRE26111, DANRE26112
OG0000078	MOUSE01884	DANRE36848, DANRE30865, DANRE30864
OG0000079	MOUSE14895, MOUSE14896, MOUSE10310, MOUSE49621, MOUSE16489, MOUSE26500, MOUSE26499, MOUSE26501	DANRE41428, DANRE41431, DANRE41432, DANRE41429, DANRE41430
OG0000079	MOUSE39785, MOUSE39788, MOUSE39787, MOUSE39786	DANRE23441, DANRE01701
OG0000079	MOUSE09603	DANRE07129, DANRE07131, DANRE06662
OG0000079	MOUSE36920, MOUSE36921, MOUSE36917, MOUSE36919, MOUSE36918, MOUSE36916, MOUSE36922	DANRE00163
OG0000079	MOUSE36928, MOUSE36927	DANRE00164, DANRE00165
OG0000079	MOUSE03421, MOUSE03420, MOUSE03419	DANRE19082, DANRE19083, DANRE06228, DANRE06227, DANRE06226, DANRE06225, DANRE06229
OG0000079	MOUSE05041	DANRE08425, DANRE08424
OG0000079	MOUSE05040	DANRE08420, DANRE08416, DANRE08419, DANRE08415, DANRE01231, DANRE01230
OG0000079	MOUSE05039	DANRE08421
OG0000079	MOUSE37482	DANRE40812
OG0000079	MOUSE37480, MOUSE37479	DANRE40811, DANRE40809, DANRE40810, DANRE33381, DANRE40813
OG0000079	MOUSE05042	DANRE33383
OG0000079	MOUSE01454, MOUSE01456, MOUSE01455	DANRE01827, DANRE01825, DANRE01824
OG0000079	MOUSE01453	DANRE01826
OG0000081	MOUSE19801	DANRE40649, DANRE40650
OG0000081	MOUSE48363	DANRE21459, DANRE14250
OG0000081	MOUSE51878, MOUSE51877	DANRE38366
OG0000081	MOUSE15491, MOUSE15490	DANRE24350, DANRE24349, DANRE20206, DANRE20207
OG0000081	MOUSE15827	DANRE41912, DANRE41911
OG0000082	MOUSE25920	DANRE33308
OG0000082	MOUSE19184	DANRE06377
OG0000082	MOUSE17697, MOUSE17696, MOUSE17699	DANRE29360, DANRE29355, DANRE39683, DANRE29357, DANRE40398
OG0000082	MOUSE50877, MOUSE50878	DANRE00969, DANRE00972, DANRE00973, DANRE08030
OG0000082	MOUSE50879	DANRE00970
OG0000083	MOUSE38865, MOUSE38864, MOUSE38866	DANRE01056, DANRE08510
OG0000083	MOUSE30042	DANRE07334, DANRE07333
OG0000084	MOUSE21451	DANRE07814, DANRE11583, DANRE40782, DANRE01412, DANRE01413
OG0000084	MOUSE30075, MOUSE30074	DANRE15534, DANRE15533, DANRE15962, DANRE15961
OG0000084	MOUSE54561, MOUSE54560, MOUSE50161, MOUSE50162	DANRE33759
OG0000084	MOUSE31596	DANRE16406, DANRE16407, DANRE16782, DANRE23641
OG0000084	MOUSE40356	DANRE34043, DANRE34042, DANRE01545
OG0000084	MOUSE00836	DANRE05120
OG0000085	MOUSE53183, MOUSE53182, MOUSE53184	DANRE13568, DANRE10642
OG0000085	MOUSE26268, MOUSE26267	DANRE42815
OG0000085	MOUSE04941	DANRE34949, DANRE08303, DANRE08302
OG0000085	MOUSE37558, MOUSE37557	DANRE35408
OG0000085	MOUSE46323, MOUSE46324	DANRE03156
OG0000085	MOUSE50493, MOUSE50494, MOUSE50492	DANRE10316
OG0000085	MOUSE54746, MOUSE54748, MOUSE54747	DANRE06317
OG0000085	MOUSE30928	DANRE41902, DANRE41903, DANRE41901
OG0000085	MOUSE52166	DANRE23253
OG0000085	MOUSE15351	DANRE33578, DANRE33579
OG0000085	MOUSE37560	DANRE35407, DANRE35406
OG0000085	MOUSE04944, MOUSE04943	DANRE08304, DANRE08305
OG0000085	MOUSE16592, MOUSE16590	DANRE14204, DANRE04562
OG0000085	MOUSE24109, MOUSE24108	DANRE35677, DANRE35678
OG0000087	MOUSE04044, MOUSE04045	DANRE37955
OG0000087	MOUSE40318, MOUSE40317	DANRE15847, DANRE15848
OG0000087	MOUSE11362	DANRE02654, DANRE02653
OG0000087	MOUSE22119, MOUSE22054, MOUSE22052	DANRE42135
OG0000087	MOUSE11213	DANRE22805, DANRE22804
OG0000087	MOUSE46080, MOUSE46081	DANRE24820, DANRE24821
OG0000087	MOUSE46082	DANRE42134
OG0000088	MOUSE00763, MOUSE00764	DANRE05341, DANRE04380
OG0000088	MOUSE27097	DANRE25416
OG0000088	MOUSE52249	DANRE26544, DANRE23867
OG0000088	MOUSE53735	DANRE36501
OG0000088	MOUSE49610	DANRE26035
OG0000089	MOUSE55269, MOUSE55270, MOUSE55265, MOUSE55267, MOUSE55266, MOUSE55268, MOUSE55272	DANRE01120, DANRE01121, DANRE24411
OG0000089	MOUSE00168, MOUSE00169	DANRE18395, DANRE18394, DANRE18393
OG0000089	MOUSE55271	DANRE18392
OG0000090	MOUSE17971, MOUSE17970, MOUSE17967	DANRE14575, DANRE14574, DANRE08600, DANRE08601
OG0000090	MOUSE32571	DANRE14775, DANRE14776
OG0000091	MOUSE19668, MOUSE19669	DANRE19328, DANRE19327, DANRE19329
OG0000093	MOUSE16619	DANRE18559
OG0000093	MOUSE35368, MOUSE35369	DANRE12452, DANRE31410, DANRE31411
OG0000093	MOUSE52764, MOUSE52765	DANRE36972
OG0000094	MOUSE23651, MOUSE23649, MOUSE23648, MOUSE23650	DANRE20667, DANRE20666, DANRE40451
OG0000094	MOUSE41184, MOUSE41176, MOUSE41185, MOUSE41182, MOUSE41183, MOUSE41181, MOUSE41180, MOUSE41175, MOUSE41178, MOUSE41172, MOUSE41173, MOUSE41174, MOUSE41170, MOUSE41171, MOUSE41187, MOUSE41186, MOUSE41188, MOUSE41189, MOUSE41169, MOUSE41179, MOUSE41177	DANRE31445, DANRE31446
OG0000094	MOUSE11260, MOUSE11259, MOUSE11263, MOUSE11258, MOUSE11262	DANRE02712, DANRE02711, DANRE02713
OG0000094	MOUSE53507, MOUSE53505, MOUSE11261	DANRE40961
OG0000094	MOUSE53506, MOUSE53508	DANRE40960, DANRE40286
OG0000094	MOUSE23861, MOUSE23862, MOUSE23863	DANRE26291, DANRE26290, DANRE39959, DANRE39958
OG0000094	MOUSE25211, MOUSE25208, MOUSE25207, MOUSE25206, MOUSE25210	DANRE34093, DANRE34091, DANRE34092, DANRE34090, DANRE34094, DANRE34095, DANRE19459, DANRE19458, DANRE39957
OG0000094	MOUSE48851, MOUSE48849, MOUSE48850	DANRE29718, DANRE29719, DANRE29717, DANRE02593, DANRE02592, DANRE02591
OG0000095	MOUSE39287, MOUSE39286	DANRE25494, DANRE25495
OG0000095	MOUSE39288, MOUSE39290, MOUSE39289, MOUSE39291	DANRE25572, DANRE25573
OG0000095	MOUSE21580	DANRE24186, DANRE24187
OG0000095	MOUSE12896	DANRE16081, DANRE16080
OG0000095	MOUSE29409, MOUSE29410	DANRE23856, DANRE23855
OG0000096	MOUSE54033	DANRE06854
OG0000096	MOUSE13094	DANRE41409
OG0000096	MOUSE29900	DANRE13475
OG0000096	MOUSE31085, MOUSE31087	DANRE40526, DANRE02165
OG0000096	MOUSE02247	DANRE31394, DANRE31393
OG0000096	MOUSE31088	DANRE02166
OG0000096	MOUSE35516	DANRE24893
OG0000096	MOUSE19103, MOUSE30286, MOUSE30282	DANRE14485
OG0000096	MOUSE41983	DANRE25948
OG0000096	MOUSE30995, MOUSE30992	DANRE39826
OG0000096	MOUSE47007	DANRE25796, DANRE38945
OG0000096	MOUSE30994, MOUSE47010	DANRE38946
OG0000096	MOUSE47008	DANRE38947
OG0000096	MOUSE45925	DANRE38250, DANRE38251
OG0000096	MOUSE44088	DANRE29625, DANRE29623
OG0000096	MOUSE52337	DANRE42235, DANRE21352, DANRE21353, DANRE21354
OG0000097	MOUSE31754, MOUSE31753, MOUSE31748, MOUSE31746, MOUSE31745, MOUSE31749, MOUSE31752, MOUSE31750, MOUSE31751	DANRE07843, DANRE07842, DANRE07848, DANRE07847, DANRE07846
OG0000097	MOUSE31744	DANRE07845
OG0000098	MOUSE44178, MOUSE44180	DANRE29634, DANRE03194, DANRE03198, DANRE03197, DANRE03193, DANRE03195, DANRE03196
OG0000098	MOUSE47248, MOUSE47247	DANRE38926, DANRE38925
OG0000098	MOUSE01240	DANRE42853, DANRE42852, DANRE42851
OG0000098	MOUSE20701	DANRE43096
OG0000098	MOUSE20730	DANRE26020
OG0000098	MOUSE44534, MOUSE44540, MOUSE44541, MOUSE44537	DANRE38317, DANRE38316, DANRE38318
OG0000098	MOUSE44546, MOUSE44536, MOUSE44538, MOUSE44535, MOUSE44533	DANRE26021, DANRE38315
OG0000098	MOUSE20728, MOUSE20727, MOUSE20726, MOUSE20725	DANRE33952, DANRE33953
OG0000099	MOUSE30052, MOUSE30050, MOUSE30051	DANRE07078, DANRE07079, DANRE15828, DANRE15826, DANRE15825, DANRE07080
OG0000099	MOUSE53947, MOUSE53948, MOUSE53946	DANRE33824, DANRE06396, DANRE06395
OG0000099	MOUSE50039, MOUSE50041, MOUSE50040	DANRE19734, DANRE08890
OG0000099	MOUSE03601, MOUSE03600, MOUSE03599	DANRE19931, DANRE19932, DANRE07026
OG0000099	MOUSE43058	DANRE09258, DANRE09257, DANRE09256, DANRE09255, DANRE09254, DANRE13816
OG0000099	MOUSE50899	DANRE08158
OG0000099	MOUSE00625	DANRE13815, DANRE08996
OG0000099	MOUSE33922	DANRE09030
OG0000099	MOUSE16210, MOUSE16209, MOUSE16208, MOUSE16204, MOUSE16205, MOUSE16206, MOUSE16207	DANRE08830, DANRE08829, DANRE00831, DANRE00829
OG0000101	MOUSE49370	DANRE38569
OG0000101	MOUSE49670	DANRE26131, DANRE26132
OG0000101	MOUSE02574, MOUSE02575, MOUSE02573, MOUSE02572	DANRE21261, DANRE21260
OG0000101	MOUSE02456, MOUSE02446, MOUSE02447, MOUSE02449, MOUSE02452, MOUSE02454, MOUSE02453, MOUSE02455, MOUSE02457	DANRE42774
OG0000102	MOUSE08156, MOUSE08155	DANRE11526
OG0000102	MOUSE24799, MOUSE24798	DANRE22227, DANRE22226
OG0000102	MOUSE25337, MOUSE25336	DANRE34065, DANRE34064, DANRE34892, DANRE34893
OG0000102	MOUSE25939	DANRE33378
OG0000103	MOUSE03951	DANRE20613, DANRE20612, DANRE20614, DANRE36648, DANRE36647, DANRE34239, DANRE34238, DANRE34235, DANRE34231, DANRE34230, DANRE34229, DANRE34233
OG0000103	MOUSE12336, MOUSE12340	DANRE18924, DANRE24870, DANRE24865, DANRE24863, DANRE24862, DANRE24866, DANRE24867, DANRE13569, DANRE27032, DANRE27033
OG0000103	MOUSE15975, MOUSE28384	DANRE02398, DANRE02397, DANRE22772
OG0000103	MOUSE15157	DANRE29899, DANRE29898, DANRE35659
OG0000103	MOUSE14014	DANRE28633, DANRE28634, DANRE35632, DANRE35633
OG0000104	MOUSE50573	DANRE13410, DANRE13408, DANRE13409, DANRE13411
OG0000104	MOUSE16444, MOUSE16442, MOUSE16443, MOUSE16439, MOUSE16441, MOUSE16438, MOUSE16437, MOUSE16440, MOUSE16436	DANRE00019, DANRE00018
OG0000104	MOUSE06976, MOUSE06975, MOUSE06978, MOUSE06980, MOUSE06979, MOUSE06981, MOUSE06983, MOUSE06982	DANRE08585
OG0000104	MOUSE15501	DANRE42030, DANRE42031, DANRE42032, DANRE42033
OG0000104	MOUSE05643, MOUSE05641, MOUSE05642	DANRE03855
OG0000104	MOUSE16445, MOUSE16446	DANRE00020, DANRE00021
OG0000104	MOUSE50574, MOUSE50575, MOUSE50576	DANRE13407
OG0000104	MOUSE16174	DANRE42503, DANRE42504
OG0000104	MOUSE23464, MOUSE23465, MOUSE23463	DANRE02766, DANRE02765, DANRE02767
OG0000104	MOUSE01968, MOUSE01967	DANRE30903
OG0000104	MOUSE53764	DANRE39783
OG0000104	MOUSE22551, MOUSE22550	DANRE41690, DANRE41691
OG0000106	MOUSE49277, MOUSE49278	DANRE38871
