Orthogroup	MOUSE	YEAST
OG0002851	MOUSE16262, MOUSE16261, MOUSE16507	YEAST04951
OG0002855	MOUSE51299, MOUSE51301, MOUSE51300	YEAST00137
OG0002860	MOUSE17143, MOUSE17141, MOUSE17139, MOUSE17144, MOUSE17145, MOUSE17142, MOUSE17147, MOUSE17146, MOUSE17136, MOUSE17133, MOUSE17134, MOUSE17135, MOUSE17140, MOUSE17137	YEAST02712
OG0002866	MOUSE20818, MOUSE20819, MOUSE20817, MOUSE20816, MOUSE20815, MOUSE50338, MOUSE50339	YEAST01136
OG0002876	MOUSE12960, MOUSE00037	YEAST02348
OG0002877	MOUSE48589, MOUSE48590, MOUSE48587, MOUSE48588	YEAST04537
OG0002883	MOUSE00879, MOUSE00880	YEAST03027
OG0002891	MOUSE48810, MOUSE00680, MOUSE00679, MOUSE00681	YEAST03205
OG0002893	MOUSE12910, MOUSE12909	YEAST03653
OG0002894	MOUSE07244, MOUSE07245, MOUSE07246, MOUSE28169, MOUSE28168, MOUSE28170	YEAST00906
OG0002895	MOUSE41196, MOUSE23585	YEAST01471, YEAST05353, YEAST05456
OG0002897	MOUSE26136, MOUSE26137, MOUSE26135, MOUSE26134, MOUSE26133	YEAST06308
OG0002899	MOUSE41425, MOUSE41426, MOUSE41424, MOUSE41423, MOUSE29542, MOUSE29545, MOUSE29543, MOUSE29544	YEAST00283
OG0002900	MOUSE44758, MOUSE30850, MOUSE30851, MOUSE30848	YEAST05306
OG0002907	MOUSE16709, MOUSE16711, MOUSE16710, MOUSE44655	YEAST02061
OG0002910	MOUSE01881, MOUSE01882, MOUSE01880	YEAST00223
OG0002915	MOUSE09273, MOUSE09271, MOUSE09272, MOUSE49393, MOUSE09270, MOUSE09268	YEAST02264
OG0002917	MOUSE22780, MOUSE22778, MOUSE22783, MOUSE22784, MOUSE22777, MOUSE22779	YEAST03703
OG0002921	MOUSE46392, MOUSE46390, MOUSE46393, MOUSE46391, MOUSE46389, MOUSE46394, MOUSE46388	YEAST06254
OG0002922	MOUSE47874	YEAST01482
OG0002922	MOUSE46631, MOUSE46632, MOUSE46630, MOUSE47876, MOUSE47875, MOUSE47873, MOUSE47878	YEAST01261
OG0002947	MOUSE08979	YEAST00232
OG0002948	MOUSE34612, MOUSE03993, MOUSE03992	YEAST03584
OG0002949	MOUSE42154, MOUSE42159, MOUSE42155, MOUSE42158, MOUSE42157, MOUSE42156	YEAST00419, YEAST06063
OG0002952	MOUSE48059, MOUSE48060, MOUSE03617, MOUSE03616	YEAST05257
OG0002953	MOUSE41032, MOUSE41030, MOUSE41027, MOUSE41028, MOUSE41034, MOUSE41033, MOUSE41035, MOUSE41036, MOUSE41029, MOUSE41031	YEAST03034
OG0002957	MOUSE12879, MOUSE12881, MOUSE12882, MOUSE12884, MOUSE12883, MOUSE12885, MOUSE12880, MOUSE12886	YEAST03253
OG0002960	MOUSE17741, MOUSE17742, MOUSE17739, MOUSE17743, MOUSE17738, MOUSE17740, MOUSE17737	YEAST05502
OG0002965	MOUSE21231, MOUSE21228, MOUSE21229, MOUSE21226, MOUSE21230, MOUSE21227	YEAST03804
OG0002966	MOUSE25420, MOUSE25422, MOUSE25423, MOUSE25421, MOUSE23956, MOUSE23957	YEAST06059
OG0002968	MOUSE17700, MOUSE17701, MOUSE17702, MOUSE33928, MOUSE33927	YEAST00199
OG0002969	MOUSE05356, MOUSE05355	YEAST00655
OG0002982	MOUSE46658, MOUSE46660, MOUSE46656, MOUSE46659, MOUSE46657, MOUSE46661, MOUSE46662	YEAST02471
OG0002984	MOUSE42121, MOUSE42123, MOUSE42122, MOUSE42120, MOUSE42119	YEAST00961, YEAST01144
OG0002985	MOUSE14988, MOUSE14989	YEAST02147
OG0002987	MOUSE02847, MOUSE02846, MOUSE09553, MOUSE09554, MOUSE37181	YEAST02970, YEAST00081, YEAST02488
OG0002991	MOUSE21236, MOUSE21237, MOUSE21235, MOUSE21239, MOUSE21238	YEAST03345, YEAST01842
OG0002997	MOUSE33712, MOUSE33711	YEAST02374
OG0003001	MOUSE53248, MOUSE26395, MOUSE26394, MOUSE26397, MOUSE26396	YEAST01497
OG0003004	MOUSE18689, MOUSE42760	YEAST02183
OG0003006	MOUSE17053, MOUSE17052, MOUSE17054	YEAST00899
OG0003010	MOUSE46873, MOUSE46874, MOUSE46872, MOUSE46876, MOUSE46875	YEAST03035
OG0003012	MOUSE40624, MOUSE40625, MOUSE40626	YEAST04512
OG0003016	MOUSE36264, MOUSE36263, MOUSE45221, MOUSE45220	YEAST04810
OG0003017	MOUSE19918, MOUSE19919	YEAST02213
OG0003018	MOUSE45408	YEAST01635, YEAST01949
OG0003027	MOUSE04829, MOUSE04828, MOUSE44803, MOUSE44804, MOUSE44806, MOUSE44807, MOUSE44805	YEAST05498
OG0003028	MOUSE33814, MOUSE33813, MOUSE33812, MOUSE33815	YEAST05822
OG0003029	MOUSE19871, MOUSE19873, MOUSE19872, MOUSE19870	YEAST04523
OG0003033	MOUSE18942, MOUSE16005	YEAST02457, YEAST02640
OG0003039	MOUSE52210, MOUSE10220, MOUSE10221, MOUSE10219, MOUSE10223, MOUSE10222, MOUSE10224	YEAST00055
OG0003043	MOUSE03995, MOUSE03996, MOUSE03997	YEAST02551
OG0003046	MOUSE10041, MOUSE10042, MOUSE49339, MOUSE10040	YEAST01632
OG0003054	MOUSE47597, MOUSE47598, MOUSE47596, MOUSE47600, MOUSE47595	YEAST04909, YEAST05341
OG0003056	MOUSE16313, MOUSE16315, MOUSE16314	YEAST02257
OG0003059	MOUSE02981, MOUSE02982	YEAST02832, YEAST03675
OG0003063	MOUSE01749, MOUSE01748	YEAST00204
OG0003066	MOUSE54914, MOUSE17257, MOUSE17260, MOUSE17259, MOUSE17258, MOUSE27228, MOUSE01775	YEAST00969
OG0003067	MOUSE27933, MOUSE27934	YEAST01070
OG0003067	MOUSE47968, MOUSE47967	YEAST03159
OG0003072	MOUSE31159, MOUSE39251, MOUSE39249, MOUSE39250	YEAST05076
OG0003073	MOUSE04961	YEAST00167
OG0003079	MOUSE01340, MOUSE01337, MOUSE01338, MOUSE32271, MOUSE05150, MOUSE05151, MOUSE01341, MOUSE01336, MOUSE01335	YEAST01019
OG0003101	MOUSE34169, MOUSE29374, MOUSE29372, MOUSE29373, MOUSE29137, MOUSE29138, MOUSE34171, MOUSE29139	YEAST01357
OG0003104	MOUSE25311, MOUSE24216, MOUSE24218, MOUSE24217	YEAST00861
OG0003105	MOUSE32673	YEAST04282
OG0003106	MOUSE51429	YEAST05516, YEAST03784
OG0003106	MOUSE51428, MOUSE51424, MOUSE51425, MOUSE51430, MOUSE51434	YEAST03619
OG0003107	MOUSE49658	YEAST00029
OG0003108	MOUSE02208, MOUSE02205, MOUSE02209, MOUSE02207	YEAST00796
OG0003110	MOUSE13977	YEAST02197
OG0003114	MOUSE20064, MOUSE20062, MOUSE20063	YEAST00453, YEAST02426
OG0003119	MOUSE15880, MOUSE15881, MOUSE15879	YEAST00778
OG0003121	MOUSE51687, MOUSE01592, MOUSE01591, MOUSE01593, MOUSE01594	YEAST03190
OG0003126	MOUSE20843, MOUSE20841, MOUSE20842	YEAST00300
OG0003131	MOUSE37612, MOUSE37613	YEAST04435, YEAST04350
OG0003135	MOUSE42794, MOUSE42796, MOUSE42793, MOUSE42795	YEAST02069
OG0003138	MOUSE23148, MOUSE23147, MOUSE23149, MOUSE23146	YEAST01790, YEAST00784
OG0003145	MOUSE37117, MOUSE37116	YEAST06012
OG0003147	MOUSE40239, MOUSE40230, MOUSE40235, MOUSE40233, MOUSE40231, MOUSE40236, MOUSE40232, MOUSE40237, MOUSE40234, MOUSE40238	YEAST03729
OG0003151	MOUSE29325, MOUSE29324, MOUSE28343	YEAST03910
OG0003153	MOUSE28945, MOUSE28949, MOUSE28946, MOUSE28947, MOUSE28948, MOUSE28944	YEAST05438
OG0003154	MOUSE33374, MOUSE33371, MOUSE33373, MOUSE33372, MOUSE33368, MOUSE33369, MOUSE33370, MOUSE33367, MOUSE33366	YEAST00694
OG0003157	MOUSE45059, MOUSE45058, MOUSE45057	YEAST01203
OG0003164	MOUSE48049, MOUSE54716, MOUSE54718, MOUSE54717, MOUSE48050, MOUSE48047, MOUSE48048	YEAST05549, YEAST04492
OG0003169	MOUSE22118, MOUSE22116, MOUSE22114, MOUSE22115	YEAST04410
OG0003172	MOUSE30909, MOUSE30908	YEAST06030
OG0003174	MOUSE19261, MOUSE19260, MOUSE19259	YEAST06178
OG0003178	MOUSE43279, MOUSE43278, MOUSE43280, MOUSE11732, MOUSE11730, MOUSE11731, MOUSE11729, MOUSE11734, MOUSE11733	YEAST05823
OG0003179	MOUSE36753, MOUSE36752, MOUSE36754	YEAST00905
OG0003182	MOUSE12237	YEAST05565
OG0003189	MOUSE16394, MOUSE16391, MOUSE16393, MOUSE16392	YEAST00820
OG0003190	MOUSE48311, MOUSE48312, MOUSE48310	YEAST02550
OG0003191	MOUSE02537, MOUSE01986	YEAST01068
OG0003193	MOUSE12911	YEAST02494
OG0003197	MOUSE19127, MOUSE19123, MOUSE19124, MOUSE19126	YEAST06274
OG0003199	MOUSE54398, MOUSE36250, MOUSE54397	YEAST04961
OG0003207	MOUSE35419, MOUSE52889, MOUSE52887, MOUSE52886, MOUSE35418	YEAST04056
OG0003212	MOUSE17337, MOUSE14391	YEAST05531
OG0003214	MOUSE14658, MOUSE14661, MOUSE14663, MOUSE14660, MOUSE14662, MOUSE26195, MOUSE26194, MOUSE26193	YEAST03701
OG0003215	MOUSE08659, MOUSE08657, MOUSE08658, MOUSE11684, MOUSE11683	YEAST04373
OG0003218	MOUSE54412, MOUSE54411, MOUSE54410, MOUSE54413, MOUSE54409	YEAST04068
OG0003219	MOUSE30112, MOUSE30113, MOUSE30111	YEAST01656
OG0003220	MOUSE55316, MOUSE55317, MOUSE55315, MOUSE33808, MOUSE55318	YEAST03417, YEAST00186
OG0003221	MOUSE09305, MOUSE09304, MOUSE09306, MOUSE33838, MOUSE33837	YEAST05064
OG0003223	MOUSE28766, MOUSE28764, MOUSE28771, MOUSE28770, MOUSE28769, MOUSE28768, MOUSE28767, MOUSE28765	YEAST04472
OG0003228	MOUSE08185, MOUSE08178, MOUSE08180, MOUSE08179, MOUSE08183	YEAST06187
OG0003230	MOUSE46720, MOUSE46724, MOUSE46723, MOUSE46722, MOUSE46721	YEAST05487
OG0003234	MOUSE19369	YEAST00760
OG0003235	MOUSE54360, MOUSE54358, MOUSE54357, MOUSE54359, MOUSE54353, MOUSE54355, MOUSE54351, MOUSE54352, MOUSE54356, MOUSE54354	YEAST06282
OG0003251	MOUSE09961, MOUSE09960, MOUSE48983, MOUSE48984, MOUSE48985	YEAST05338, YEAST04904
OG0003254	MOUSE20401, MOUSE20407, MOUSE20408, MOUSE20404, MOUSE20399, MOUSE20406, MOUSE20402, MOUSE20405, MOUSE20403, MOUSE20400	YEAST03911
OG0003257	MOUSE08268	YEAST02741
OG0003263	MOUSE44276, MOUSE44274, MOUSE44277, MOUSE44280, MOUSE44275, MOUSE44278, MOUSE44279	YEAST05333
OG0003264	MOUSE09214, MOUSE21677, MOUSE21676	YEAST03398
OG0003266	MOUSE16151, MOUSE51190, MOUSE51189, MOUSE51188	YEAST05585
OG0003267	MOUSE20876	YEAST02516
OG0003270	MOUSE14493	YEAST01372, YEAST05351, YEAST01476
OG0003277	MOUSE55412, MOUSE41880, MOUSE39060, MOUSE39059, MOUSE31067, MOUSE31066, MOUSE39058	YEAST03706
OG0003283	MOUSE35423, MOUSE35424, MOUSE35422, MOUSE35421	YEAST02779
OG0003284	MOUSE22376, MOUSE22374	YEAST02184
OG0003287	MOUSE32010, MOUSE28182, MOUSE28183, MOUSE28181, MOUSE06633, MOUSE06632	YEAST00166
OG0003288	MOUSE37027, MOUSE53951	YEAST05062
OG0003290	MOUSE31906, MOUSE31907, MOUSE31912, MOUSE31905, MOUSE31911, MOUSE31910, MOUSE31914, MOUSE31908, MOUSE31913	YEAST06325
OG0003293	MOUSE02483, MOUSE02486, MOUSE02482, MOUSE02484, MOUSE02485	YEAST04930
OG0003295	MOUSE00934, MOUSE00935, MOUSE00933, MOUSE21811	YEAST06127
OG0003301	MOUSE50516, MOUSE00852, MOUSE00849, MOUSE00851	YEAST03267
OG0003302	MOUSE03287	YEAST04633
OG0003303	MOUSE24464, MOUSE24465, MOUSE24466	YEAST05878
OG0003304	MOUSE35278, MOUSE35277, MOUSE35276, MOUSE35275	YEAST01018
OG0003316	MOUSE19112, MOUSE19113	YEAST04887
OG0003317	MOUSE06370, MOUSE06372, MOUSE06369, MOUSE06371	YEAST03051
OG0003318	MOUSE14363, MOUSE55163	YEAST02158
OG0003332	MOUSE34182, MOUSE34176, MOUSE34177, MOUSE34179, MOUSE34178, MOUSE34180	YEAST02945, YEAST00447
OG0003335	MOUSE27411, MOUSE27410, MOUSE27408, MOUSE27409, MOUSE27407, MOUSE27405, MOUSE27406	YEAST01260
OG0003340	MOUSE34383	YEAST04972
OG0003341	MOUSE02979, MOUSE02978, MOUSE02980	YEAST00990
OG0003343	MOUSE04680, MOUSE04681	YEAST04356, YEAST06258
OG0003344	MOUSE06845, MOUSE06846	YEAST04764
OG0003345	MOUSE05995	YEAST02133
OG0003348	MOUSE25053, MOUSE25054, MOUSE25052, MOUSE25051, MOUSE26185, MOUSE26184, MOUSE26187	YEAST02844
OG0003349	MOUSE31587, MOUSE31588, MOUSE00810	YEAST00235, YEAST04798
OG0003356	MOUSE46162, MOUSE46163, MOUSE05881, MOUSE05880	YEAST02937
OG0003357	MOUSE03986, MOUSE03984, MOUSE03985	YEAST04240, YEAST02522
OG0003364	MOUSE02179, MOUSE43998, MOUSE43999	YEAST00730
OG0003366	MOUSE18707, MOUSE18706	YEAST05276, YEAST03075
OG0003373	MOUSE41533	YEAST03755
OG0003374	MOUSE13462, MOUSE06762, MOUSE06760, MOUSE06761, MOUSE06758	YEAST03627
OG0003375	MOUSE19488	YEAST03722
OG0003377	MOUSE27183	YEAST03340
OG0003380	MOUSE15298, MOUSE15297	YEAST00529
OG0003381	MOUSE42057, MOUSE42059, MOUSE45841	YEAST03447, YEAST01380
OG0003382	MOUSE02747, MOUSE30743, MOUSE30744, MOUSE02749, MOUSE02748	YEAST01627
OG0003386	MOUSE41395, MOUSE41396, MOUSE41394	YEAST02725
OG0003425	MOUSE19441, MOUSE19442	YEAST05084
OG0003426	MOUSE20301, MOUSE20300	YEAST05251
OG0003428	MOUSE48725, MOUSE48724, MOUSE48722, MOUSE48726, MOUSE48723	YEAST04550, YEAST01154
OG0003429	MOUSE17278, MOUSE17279	YEAST05921
OG0003430	MOUSE24273, MOUSE24275, MOUSE24274, MOUSE24272, MOUSE24271, MOUSE42839, MOUSE42838	YEAST04732
OG0003434	MOUSE53227	YEAST02689
OG0003435	MOUSE11712, MOUSE11711, MOUSE11708, MOUSE11710, MOUSE11713, MOUSE11707, MOUSE11709	YEAST05483
OG0003441	MOUSE11283	YEAST05981
OG0003443	MOUSE00337, MOUSE07443	YEAST06032
OG0003454	MOUSE05740, MOUSE24875, MOUSE24874, MOUSE24873	YEAST04088
OG0003458	MOUSE13623, MOUSE13621, MOUSE13619	YEAST00169
OG0003461	MOUSE17244, MOUSE17243	YEAST05752, YEAST04759
OG0003463	MOUSE24565, MOUSE24563, MOUSE43184, MOUSE43185	YEAST02371
OG0003464	MOUSE38665, MOUSE38667, MOUSE38664, MOUSE38666	YEAST05120
OG0003465	MOUSE25414, MOUSE25415	YEAST02874
OG0003467	MOUSE13943	YEAST01278
OG0003476	MOUSE25017	YEAST02726
OG0003477	MOUSE21747	YEAST03665
OG0003483	MOUSE08689, MOUSE08688, MOUSE08690, MOUSE08691, MOUSE08693, MOUSE08692, MOUSE08687, MOUSE08686, MOUSE08685	YEAST06074
OG0003487	MOUSE30691, MOUSE30690, MOUSE30689, MOUSE30692	YEAST03066
OG0003491	MOUSE22818, MOUSE12558, MOUSE12559	YEAST03514
OG0003493	MOUSE33120, MOUSE33121, MOUSE33118, MOUSE33114, MOUSE33112	YEAST01076
OG0003497	MOUSE50976, MOUSE50975, MOUSE50974	YEAST00758
OG0003498	MOUSE36292, MOUSE36293, MOUSE36290, MOUSE36291, MOUSE36294	YEAST05680
OG0003500	MOUSE27796, MOUSE27416	YEAST03303, YEAST02683
OG0003501	MOUSE01539, MOUSE01540, MOUSE01542, MOUSE01538	YEAST01421
OG0003502	MOUSE38148	YEAST02504
OG0003502	MOUSE38147, MOUSE38146, MOUSE38151, MOUSE38150, MOUSE38149	YEAST02519
OG0003503	MOUSE06408, MOUSE06409	YEAST00400
OG0003505	MOUSE49225, MOUSE49224, MOUSE49223, MOUSE49221, MOUSE49219, MOUSE49218, MOUSE49220	YEAST00697
OG0003509	MOUSE04147, MOUSE04148	YEAST02850
OG0003515	MOUSE12958, MOUSE12957, MOUSE29744, MOUSE29743, MOUSE29746, MOUSE29745	YEAST00923
OG0003518	MOUSE19878, MOUSE19877	YEAST04809
OG0003523	MOUSE15422, MOUSE15423	YEAST05393
OG0003531	MOUSE27520, MOUSE20441	YEAST00465
OG0003532	MOUSE21921	YEAST05810
OG0003539	MOUSE48000, MOUSE48003	YEAST03774
OG0003541	MOUSE49870, MOUSE49872, MOUSE49868, MOUSE49869, MOUSE49874, MOUSE49873, MOUSE49871	YEAST01314
OG0003543	MOUSE43766, MOUSE32048, MOUSE32047	YEAST01290
OG0003544	MOUSE34150, MOUSE34151	YEAST00251
OG0003550	MOUSE38958, MOUSE26420	YEAST06166
OG0003551	MOUSE48878, MOUSE48877, MOUSE48875, MOUSE48876, MOUSE32666	YEAST01826
OG0003552	MOUSE30902, MOUSE30901, MOUSE30899	YEAST04163
OG0003556	MOUSE29223, MOUSE29227, MOUSE29228, MOUSE29225, MOUSE29226, MOUSE29224	YEAST05216
OG0003560	MOUSE07074, MOUSE07075, MOUSE07078, MOUSE07079, MOUSE07080, MOUSE07076	YEAST02357, YEAST05925
OG0003561	MOUSE00519, MOUSE00518, MOUSE38762, MOUSE38760, MOUSE38763, MOUSE38759, MOUSE00521, MOUSE38761	YEAST06100
OG0003562	MOUSE13546, MOUSE28194, MOUSE28193, MOUSE13545	YEAST00960
OG0003565	MOUSE47811, MOUSE47813, MOUSE47812	YEAST03392
OG0003567	MOUSE15053, MOUSE15052, MOUSE15050	YEAST04838
OG0003568	MOUSE37469, MOUSE37467, MOUSE37468, MOUSE37466	YEAST04328
OG0003570	MOUSE24262, MOUSE24261, MOUSE24263	YEAST03562, YEAST04635
OG0003571	MOUSE32077, MOUSE32078, MOUSE32079, MOUSE32076, MOUSE49279	YEAST05553
OG0003573	MOUSE46295, MOUSE46298, MOUSE46296, MOUSE46297, MOUSE46294	YEAST00597
OG0003578	MOUSE35794, MOUSE35795, MOUSE35798, MOUSE35790, MOUSE35791, MOUSE35793	YEAST05031
OG0003579	MOUSE02860, MOUSE02859, MOUSE31635, MOUSE31636, MOUSE31637	YEAST05446
OG0003582	MOUSE53584, MOUSE23612, MOUSE53583, MOUSE23611	YEAST03174
OG0003598	MOUSE23684, MOUSE26068, MOUSE26067, MOUSE23683	YEAST00803
OG0003599	MOUSE19100, MOUSE19099, MOUSE19101, MOUSE19098	YEAST04133
OG0003603	MOUSE06009, MOUSE06011, MOUSE06013, MOUSE06012, MOUSE06010, MOUSE06014, MOUSE06015	YEAST03529
OG0003610	MOUSE35714, MOUSE35715, MOUSE35712, MOUSE35713, MOUSE35717, MOUSE35718, MOUSE35719	YEAST02573
OG0003611	MOUSE03230, MOUSE03228, MOUSE03229	YEAST01054
OG0003612	MOUSE17713, MOUSE17712, MOUSE17715, MOUSE17714	YEAST00808
OG0003613	MOUSE52720, MOUSE52719, MOUSE49624	YEAST02366
OG0003615	MOUSE18457, MOUSE13209, MOUSE13208, MOUSE13207	YEAST01638
OG0003617	MOUSE15713	YEAST01843, YEAST04802, YEAST04398
OG0003618	MOUSE21565, MOUSE21567, MOUSE21564	YEAST00747
OG0003619	MOUSE54881, MOUSE54882, MOUSE02201, MOUSE19314	YEAST04756
OG0003624	MOUSE09386, MOUSE09387	YEAST00147
OG0003630	MOUSE46274	YEAST04845
OG0003632	MOUSE34977, MOUSE29457, MOUSE29458	YEAST02125
OG0003638	MOUSE07871	YEAST00956
OG0003641	MOUSE19690, MOUSE28969, MOUSE28970, MOUSE28971	YEAST04061, YEAST01158
OG0003643	MOUSE23455, MOUSE23454	YEAST03144
OG0003644	MOUSE25659, MOUSE25655, MOUSE25658	YEAST01545
OG0003645	MOUSE14260, MOUSE03754, MOUSE03756, MOUSE03755	YEAST05809, YEAST05493
OG0003646	MOUSE51957	YEAST02349
OG0003647	MOUSE10329, MOUSE10327, MOUSE10325, MOUSE10328, MOUSE10330	YEAST04352, YEAST04433
OG0003649	MOUSE18455	YEAST00203
OG0003650	MOUSE29151, MOUSE29150, MOUSE29148, MOUSE29149, MOUSE29147	YEAST00737, YEAST04997
OG0003659	MOUSE05800, MOUSE05799, MOUSE05801	YEAST00140
OG0003661	MOUSE02399, MOUSE02398	YEAST02758
OG0003664	MOUSE03909, MOUSE03912, MOUSE03911, MOUSE03910	YEAST03791
OG0003668	MOUSE52218, MOUSE54951, MOUSE54950, MOUSE54949, MOUSE54948, MOUSE52219, MOUSE52216, MOUSE52217	YEAST06168
OG0003669	MOUSE32721, MOUSE32722, MOUSE32723, MOUSE32720, MOUSE32719, MOUSE32718	YEAST02813
OG0003672	MOUSE03769, MOUSE03770	YEAST03137
OG0003676	MOUSE25609, MOUSE53232, MOUSE53233	YEAST03110
OG0003678	MOUSE33350, MOUSE33349, MOUSE33347, MOUSE33348, MOUSE50401, MOUSE50400	YEAST02330
OG0003679	MOUSE15732, MOUSE25049, MOUSE25050	YEAST03223
OG0003682	MOUSE24621, MOUSE24620, MOUSE24619, MOUSE24622, MOUSE24623	YEAST00571
OG0003687	MOUSE02568, MOUSE02567, MOUSE05366, MOUSE22110, MOUSE22109	YEAST02527, YEAST04246
OG0003688	MOUSE34520, MOUSE34521, MOUSE34522	YEAST01333, YEAST05362, YEAST00376
OG0003689	MOUSE05393, MOUSE05394, MOUSE26456, MOUSE26455, MOUSE26457	YEAST04232
OG0003690	MOUSE07036, MOUSE07037, MOUSE07038	YEAST01162
OG0003692	MOUSE02817, MOUSE02816, MOUSE02818	YEAST00692
OG0003693	MOUSE41191, MOUSE41190, MOUSE11267, MOUSE11266, MOUSE11265	YEAST05304
OG0003694	MOUSE30783, MOUSE30784, MOUSE30782	YEAST01453
OG0003696	MOUSE35451, MOUSE35452, MOUSE35449, MOUSE35450	YEAST05704
OG0003697	MOUSE17094, MOUSE17093, MOUSE06524	YEAST04962
OG0003698	MOUSE21124, MOUSE12762	YEAST03764, YEAST03185
OG0003703	MOUSE20574, MOUSE27650	YEAST00683
OG0003710	MOUSE55264, MOUSE31690	YEAST02077
OG0003712	MOUSE14240, MOUSE14239, MOUSE15046	YEAST02114
OG0003713	MOUSE23766, MOUSE23765, MOUSE23764, MOUSE23767	YEAST01549, YEAST03807
OG0003716	MOUSE15603, MOUSE15604, MOUSE15602	YEAST02390
OG0003718	MOUSE22255, MOUSE22254, MOUSE22249, MOUSE22251, MOUSE22257, MOUSE22258, MOUSE22256	YEAST05772
OG0003719	MOUSE30866, MOUSE30869, MOUSE30868, MOUSE30867	YEAST06338
OG0003721	MOUSE08040, MOUSE08041, MOUSE20246, MOUSE20247	YEAST04960
OG0003724	MOUSE34773, MOUSE34772, MOUSE34770, MOUSE34769, MOUSE34771	YEAST02365, YEAST06120
OG0003729	MOUSE26210, MOUSE26211	YEAST01543
OG0003731	MOUSE50324, MOUSE50322, MOUSE50321, MOUSE50323, MOUSE50320, MOUSE50325	YEAST04486
OG0003733	MOUSE33101, MOUSE33100	YEAST03492
OG0003734	MOUSE25448, MOUSE18509, MOUSE28344	YEAST02809, YEAST03842
OG0003735	MOUSE51303	YEAST06115
OG0003738	MOUSE04750, MOUSE04749	YEAST05605
OG0003740	MOUSE45976, MOUSE45977, MOUSE45975	YEAST01029
OG0003741	MOUSE43248, MOUSE43247	YEAST01379
OG0003743	MOUSE37350, MOUSE37349, MOUSE37354	YEAST06008, YEAST05688
OG0003744	MOUSE55115, MOUSE55116, MOUSE52537, MOUSE52533, MOUSE52535	YEAST01207
OG0003745	MOUSE15322, MOUSE15325, MOUSE15323	YEAST02618
OG0003749	MOUSE42046, MOUSE42049, MOUSE42048, MOUSE42050	YEAST04441
OG0003750	MOUSE28489, MOUSE28488, MOUSE28487	YEAST00149
OG0003756	MOUSE49404, MOUSE49403, MOUSE49401, MOUSE21326	YEAST01878
OG0003758	MOUSE05241, MOUSE05240, MOUSE14904	YEAST06133
OG0003759	MOUSE04234, MOUSE17579, MOUSE17581	YEAST03315
OG0003766	MOUSE28723, MOUSE28721, MOUSE28722	YEAST03336
OG0003767	MOUSE13389	YEAST01933, YEAST01650
OG0003769	MOUSE12407, MOUSE12405, MOUSE12406, MOUSE12409, MOUSE12408	YEAST01999
OG0003770	MOUSE45318, MOUSE45319, MOUSE45317, MOUSE45320	YEAST01234, YEAST03860
OG0003778	MOUSE18778, MOUSE41255, MOUSE41257, MOUSE41256, MOUSE41258	YEAST05796
OG0003779	MOUSE04027, MOUSE04026, MOUSE04028	YEAST04431
OG0003806	MOUSE17191, MOUSE16977, MOUSE16976, MOUSE16978	YEAST02367
OG0003807	MOUSE45986, MOUSE45987, MOUSE45988, MOUSE45985	YEAST04265, YEAST03128
OG0003808	MOUSE34022, MOUSE34021	YEAST01201
OG0003811	MOUSE36524, MOUSE36525	YEAST00417
OG0003812	MOUSE53620, MOUSE53621, MOUSE53622, MOUSE53619	YEAST00287
OG0003813	MOUSE36975, MOUSE27962, MOUSE27966, MOUSE27965	YEAST00254
OG0003818	MOUSE47757	YEAST04318
OG0003824	MOUSE47802	YEAST01468
OG0003828	MOUSE32817	YEAST02448
OG0003829	MOUSE37106, MOUSE37104, MOUSE37102, MOUSE37101, MOUSE37100, MOUSE37103, MOUSE37105	YEAST02032, YEAST01031
OG0003831	MOUSE20873, MOUSE36301, MOUSE04870, MOUSE36300, MOUSE36298	YEAST03010, YEAST05137, YEAST02344
OG0003834	MOUSE23210, MOUSE49466	YEAST06322
OG0003837	MOUSE06123, MOUSE06124, MOUSE06122	YEAST02586
OG0003838	MOUSE13017, MOUSE13018, MOUSE51688, MOUSE36348	YEAST03413
OG0003839	MOUSE24236, MOUSE24234	YEAST01736
OG0003844	MOUSE33019	YEAST06054
OG0003846	MOUSE48366, MOUSE40451, MOUSE40452, MOUSE40453	YEAST00356
OG0003848	MOUSE23878, MOUSE23876, MOUSE23877	YEAST01654
OG0003850	MOUSE34272, MOUSE34270, MOUSE34268, MOUSE34271, MOUSE34269, MOUSE34273	YEAST00228
OG0003851	MOUSE25173	YEAST06169
OG0003852	MOUSE44765, MOUSE19461, MOUSE19462, MOUSE19463	YEAST03296
OG0003853	MOUSE18178, MOUSE18177, MOUSE18175, MOUSE18176, MOUSE18179	YEAST06251
OG0003855	MOUSE30683, MOUSE30682, MOUSE30679, MOUSE30678, MOUSE30680, MOUSE30681	YEAST04936
OG0003856	MOUSE53260, MOUSE53261, MOUSE53262	YEAST03934, YEAST02710
OG0003858	MOUSE18173	YEAST01401
OG0003860	MOUSE08583, MOUSE08581, MOUSE08582	YEAST01412
OG0003866	MOUSE55423, MOUSE54508, MOUSE54509	YEAST01895
OG0003867	MOUSE35425	YEAST03558
OG0003868	MOUSE23872, MOUSE23869, MOUSE23871, MOUSE23870	YEAST01448
OG0003869	MOUSE05547	YEAST02771
OG0003875	MOUSE27194, MOUSE27195	YEAST05070
OG0003876	MOUSE32588, MOUSE32587	YEAST02423
OG0003879	MOUSE51723, MOUSE51724, MOUSE51725	YEAST00463
