Orthogroup	MOUSE	HELIO_ok
OG0000141	MOUSE54377, MOUSE54378	HELIO_03491, HELIO_06248, HELIO_06291, HELIO_06766, HELIO_00102, HELIO_10597
OG0000147	MOUSE23083, MOUSE23081, MOUSE23080, MOUSE23084, MOUSE23082, MOUSE34846, MOUSE34845, MOUSE34844	HELIO_12780
OG0000147	MOUSE09313, MOUSE09314, MOUSE09315, MOUSE09317, MOUSE12666, MOUSE12667	HELIO_07856
OG0000147	MOUSE23670, MOUSE23669, MOUSE23668	HELIO_02877
OG0000147	MOUSE27544	HELIO_07688
OG0000148	MOUSE54278, MOUSE54277, MOUSE54279, MOUSE40870, MOUSE40868, MOUSE40869, MOUSE40871, MOUSE07014, MOUSE07018, MOUSE07013, MOUSE23507, MOUSE23504, MOUSE23506, MOUSE23508, MOUSE23505, MOUSE23503	HELIO_12241
OG0000148	MOUSE40874, MOUSE40873, MOUSE40867, MOUSE40875, MOUSE40878, MOUSE40877, MOUSE40876, MOUSE50108, MOUSE50109, MOUSE23500, MOUSE23499, MOUSE14503	HELIO_01322
OG0000149	MOUSE10061, MOUSE10064, MOUSE16718	HELIO_11224
OG0000149	MOUSE44762, MOUSE19464	HELIO_09667, HELIO_05786, HELIO_08463, HELIO_10026
OG0000149	MOUSE31508, MOUSE31509	HELIO_08561
OG0000151	MOUSE50308, MOUSE25496, MOUSE25497, MOUSE31293, MOUSE17567, MOUSE17566, MOUSE17564, MOUSE17565, MOUSE17563, MOUSE31290, MOUSE31291	HELIO_02909
OG0000151	MOUSE38915, MOUSE05155, MOUSE14577, MOUSE14578, MOUSE22044, MOUSE22042, MOUSE22045	HELIO_01067
OG0000151	MOUSE32838, MOUSE31764	HELIO_11427
OG0000154	MOUSE16271, MOUSE16267, MOUSE16269, MOUSE16270	HELIO_00470
OG0000155	MOUSE07365	HELIO_02785
OG0000155	MOUSE13874, MOUSE13880, MOUSE13869, MOUSE13873, MOUSE13870, MOUSE13877, MOUSE13876, MOUSE13878, MOUSE13872, MOUSE13875, MOUSE13871, MOUSE13879, MOUSE13881, MOUSE13883, MOUSE13882, MOUSE13884, MOUSE13885, MOUSE21763, MOUSE21764	HELIO_06336
OG0000155	MOUSE33863, MOUSE33860, MOUSE33862, MOUSE21762, MOUSE21769, MOUSE21768, MOUSE21772, MOUSE21771, MOUSE21765, MOUSE21770, MOUSE21766, MOUSE21767, MOUSE21761, MOUSE33865, MOUSE33866, MOUSE33867, MOUSE33868, MOUSE33874, MOUSE33873, MOUSE33871, MOUSE33864, MOUSE33869, MOUSE33861, MOUSE33870, MOUSE21774, MOUSE21773	HELIO_10305
OG0000157	MOUSE20681, MOUSE01676	HELIO_02764
OG0000157	MOUSE52684	HELIO_02973
OG0000157	MOUSE49056, MOUSE49057, MOUSE49058	HELIO_02898
OG0000158	MOUSE21505	HELIO_09280
OG0000158	MOUSE29251, MOUSE29249, MOUSE29250, MOUSE29247, MOUSE00038, MOUSE00039, MOUSE00040, MOUSE21506, MOUSE21503, MOUSE21502, MOUSE21504	HELIO_05890
OG0000159	MOUSE21603	HELIO_11077
OG0000159	MOUSE00612, MOUSE00610, MOUSE00611	HELIO_07755
OG0000159	MOUSE27101, MOUSE27099, MOUSE16708, MOUSE16707	HELIO_07071, HELIO_00285, HELIO_10509
OG0000160	MOUSE28371, MOUSE28372, MOUSE28373	HELIO_11870
OG0000160	MOUSE01089, MOUSE01088, MOUSE01087, MOUSE01081	HELIO_09094
OG0000163	MOUSE06339	HELIO_05553
OG0000163	MOUSE06341, MOUSE14155, MOUSE14157, MOUSE14156, MOUSE14160	HELIO_02290
OG0000163	MOUSE05232, MOUSE05233, MOUSE05231, MOUSE14893, MOUSE39789, MOUSE39790, MOUSE39791	HELIO_07317
OG0000164	MOUSE48534	HELIO_11223
OG0000164	MOUSE44643, MOUSE44642, MOUSE30837, MOUSE30838, MOUSE10120, MOUSE10121, MOUSE10122, MOUSE48533	HELIO_04867
OG0000165	MOUSE29642, MOUSE29641, MOUSE29639, MOUSE29640, MOUSE19386, MOUSE48054, MOUSE12534, MOUSE48055, MOUSE12535, MOUSE54698, MOUSE41531, MOUSE47335, MOUSE36894, MOUSE36895, MOUSE47333, MOUSE47332, MOUSE27722, MOUSE10636, MOUSE01353, MOUSE01354, MOUSE01352, MOUSE54126, MOUSE54125, MOUSE54124, MOUSE04088, MOUSE04089, MOUSE15572, MOUSE13139, MOUSE13138, MOUSE12536	HELIO_01649
OG0000166	MOUSE46601, MOUSE46183	HELIO_10168
OG0000166	MOUSE46180, MOUSE46181	HELIO_00134, HELIO_00135
OG0000166	MOUSE46600, MOUSE46597, MOUSE46596, MOUSE46603, MOUSE01131, MOUSE35817, MOUSE01134, MOUSE01135, MOUSE33480, MOUSE33479, MOUSE03840, MOUSE03841	HELIO_11547
OG0000167	MOUSE28268, MOUSE28270, MOUSE28269, MOUSE31990, MOUSE31991, MOUSE12639, MOUSE34066, MOUSE34067, MOUSE00486, MOUSE00488, MOUSE00485, MOUSE34221, MOUSE28529, MOUSE28530, MOUSE35788	HELIO_07346
OG0000168	MOUSE27170, MOUSE27166, MOUSE27169, MOUSE27167, MOUSE27168, MOUSE27165	HELIO_11699
OG0000168	MOUSE01297, MOUSE01296, MOUSE13205, MOUSE33379, MOUSE20806	HELIO_07708
OG0000168	MOUSE27171	HELIO_00592
OG0000169	MOUSE41120, MOUSE41121, MOUSE41122, MOUSE41119, MOUSE04019, MOUSE04018, MOUSE04016, MOUSE04015, MOUSE04017, MOUSE04209, MOUSE04210, MOUSE04211, MOUSE04212	HELIO_04309, HELIO_11118, HELIO_04365, HELIO_12257
OG0000171	MOUSE04583	HELIO_09820
OG0000171	MOUSE21136, MOUSE35961, MOUSE35960	HELIO_01149
OG0000171	MOUSE48309	HELIO_03619
OG0000172	MOUSE02355, MOUSE22541	HELIO_09881
OG0000173	MOUSE39556, MOUSE38333, MOUSE38332, MOUSE38331, MOUSE15474, MOUSE52385, MOUSE52384, MOUSE34416, MOUSE34413, MOUSE34415, MOUSE34414, MOUSE22661, MOUSE36595, MOUSE36598, MOUSE36593, MOUSE36596, MOUSE36597, MOUSE36594, MOUSE16111, MOUSE16103, MOUSE52386, MOUSE33906, MOUSE34420, MOUSE34587, MOUSE39602, MOUSE39601, MOUSE33907, MOUSE32174, MOUSE32176, MOUSE32177, MOUSE32175	HELIO_09570, HELIO_09571
OG0000174	MOUSE13944, MOUSE25057, MOUSE25058	HELIO_09480, HELIO_04614, HELIO_10809
OG0000174	MOUSE12800, MOUSE12801, MOUSE31622	HELIO_01069
OG0000175	MOUSE37007, MOUSE37008, MOUSE37004, MOUSE37005, MOUSE37006	HELIO_05633
OG0000175	MOUSE21629, MOUSE32004, MOUSE32003	HELIO_11471
OG0000179	MOUSE02858, MOUSE18997, MOUSE02856, MOUSE11162	HELIO_05015
OG0000179	MOUSE19509, MOUSE51773	HELIO_04929
OG0000179	MOUSE30037	HELIO_08122
OG0000180	MOUSE29509, MOUSE29508	HELIO_10517
OG0000180	MOUSE48072, MOUSE48074, MOUSE48071, MOUSE38825, MOUSE38824, MOUSE38823, MOUSE42096, MOUSE42097, MOUSE54603	HELIO_01389
OG0000181	MOUSE39163, MOUSE11210, MOUSE11208	HELIO_03744
OG0000181	MOUSE07217	HELIO_10771
OG0000183	MOUSE42801, MOUSE08189, MOUSE08186, MOUSE08187, MOUSE08190, MOUSE20337, MOUSE20343, MOUSE20344, MOUSE20338, MOUSE20339, MOUSE20341, MOUSE20340, MOUSE24700	HELIO_03106, HELIO_07785
OG0000183	MOUSE51267, MOUSE51268, MOUSE51266	HELIO_12279
OG0000183	MOUSE51137, MOUSE51138, MOUSE51136, MOUSE51139	HELIO_02987
OG0000184	MOUSE24064, MOUSE24056, MOUSE24057, MOUSE24065, MOUSE24062, MOUSE24061, MOUSE24063, MOUSE24060, MOUSE24059, MOUSE24067, MOUSE24068, MOUSE24181, MOUSE24180, MOUSE24179, MOUSE24178, MOUSE30888	HELIO_04383
OG0000185	MOUSE14614, MOUSE14615, MOUSE14613, MOUSE15733	HELIO_02917
OG0000185	MOUSE48986, MOUSE48987, MOUSE12446, MOUSE09959	HELIO_08141
OG0000185	MOUSE06590, MOUSE06589	HELIO_12016
OG0000186	MOUSE08548	HELIO_05946
OG0000188	MOUSE12814, MOUSE21053, MOUSE21052, MOUSE48307	HELIO_10975
OG0000190	MOUSE25818, MOUSE25812	HELIO_08629
OG0000192	MOUSE22431	HELIO_08116
OG0000192	MOUSE31398, MOUSE31399, MOUSE32645, MOUSE01413, MOUSE01412	HELIO_04385
OG0000192	MOUSE25324	HELIO_03071
OG0000192	MOUSE46094, MOUSE46095, MOUSE46092, MOUSE46093, MOUSE46090, MOUSE16913, MOUSE16914, MOUSE16915	HELIO_03349
OG0000194	MOUSE29883, MOUSE29879, MOUSE29880, MOUSE29881, MOUSE29882, MOUSE29432, MOUSE29433, MOUSE29431, MOUSE34698, MOUSE34700, MOUSE34701, MOUSE34699, MOUSE34696, MOUSE34697, MOUSE34695	HELIO_04375, HELIO_03596, HELIO_05547, HELIO_11820, HELIO_06680, HELIO_07417
OG0000195	MOUSE52235, MOUSE52236, MOUSE52239, MOUSE52237, MOUSE52242, MOUSE52243, MOUSE52241, MOUSE04098, MOUSE04099, MOUSE52244	HELIO_05982
OG0000197	MOUSE30186, MOUSE51336	HELIO_06777, HELIO_03671
OG0000197	MOUSE34852, MOUSE34853, MOUSE52313, MOUSE52312, MOUSE34129, MOUSE00710, MOUSE00709, MOUSE29305, MOUSE29309, MOUSE29308, MOUSE29310, MOUSE29311, MOUSE29313, MOUSE29307, MOUSE29312	HELIO_03884
OG0000198	MOUSE37485, MOUSE37483, MOUSE37486, MOUSE37484, MOUSE34504, MOUSE34500, MOUSE34499, MOUSE34498, MOUSE34502, MOUSE34501, MOUSE34496, MOUSE34497, MOUSE15130, MOUSE15131	HELIO_07810
OG0000201	MOUSE38533, MOUSE38534, MOUSE14083	HELIO_03794
OG0000201	MOUSE02711, MOUSE02710, MOUSE02712, MOUSE02709, MOUSE04353, MOUSE04354, MOUSE26660	HELIO_07497
OG0000201	MOUSE03853, MOUSE03854, MOUSE03851, MOUSE03850, MOUSE03855, MOUSE03849, MOUSE03848, MOUSE03852, MOUSE03856, MOUSE01053, MOUSE01052	HELIO_09400
OG0000202	MOUSE07511, MOUSE48067, MOUSE48245, MOUSE47837, MOUSE47835, MOUSE47833, MOUSE47834, MOUSE12756, MOUSE12757, MOUSE12758, MOUSE12754, MOUSE46869, MOUSE46868, MOUSE46870, MOUSE27899, MOUSE27900, MOUSE27898, MOUSE03258, MOUSE46792, MOUSE46791, MOUSE30371, MOUSE30372, MOUSE30373, MOUSE30374	HELIO_09483, HELIO_08601
OG0000203	MOUSE29289, MOUSE00419, MOUSE33851	HELIO_11397
OG0000203	MOUSE15592	HELIO_01088
OG0000203	MOUSE34963	HELIO_02460
OG0000204	MOUSE23102, MOUSE23101	HELIO_05116
OG0000204	MOUSE44453, MOUSE44451, MOUSE44452, MOUSE14528, MOUSE14529, MOUSE14530, MOUSE14527	HELIO_05845
OG0000205	MOUSE07349, MOUSE24811, MOUSE24810	HELIO_00076
OG0000205	MOUSE05525, MOUSE18370, MOUSE14654	HELIO_00236
OG0000205	MOUSE05844, MOUSE05843, MOUSE05842, MOUSE35468, MOUSE35467, MOUSE26285, MOUSE26286, MOUSE26284	HELIO_00235, HELIO_07450
OG0000206	MOUSE46696, MOUSE46691	HELIO_09072, HELIO_05036, HELIO_06863, HELIO_08368
OG0000207	MOUSE19031, MOUSE28832, MOUSE28833	HELIO_04136, HELIO_05670, HELIO_01226, HELIO_01015, HELIO_08023
OG0000208	MOUSE28784, MOUSE28785, MOUSE04342, MOUSE04346, MOUSE04345, MOUSE04344, MOUSE04343, MOUSE04690, MOUSE39382, MOUSE39136	HELIO_06822, HELIO_08975
OG0000210	MOUSE33248, MOUSE33247, MOUSE33246	HELIO_02498
OG0000210	MOUSE15655, MOUSE15654	HELIO_12121
OG0000211	MOUSE51114, MOUSE51115	HELIO_11401
OG0000211	MOUSE28046	HELIO_00554
OG0000211	MOUSE44580, MOUSE44581, MOUSE44579, MOUSE20694, MOUSE20693	HELIO_04759
OG0000211	MOUSE01466, MOUSE44832	HELIO_11035
OG0000213	MOUSE04327, MOUSE04326, MOUSE37340	HELIO_04918, HELIO_01073, HELIO_04313, HELIO_04336, HELIO_06549
OG0000215	MOUSE19203, MOUSE27957	HELIO_05873, HELIO_05161, HELIO_03905
OG0000218	MOUSE10867, MOUSE45082	HELIO_12321
OG0000220	MOUSE11020, MOUSE11019, MOUSE11021	HELIO_04722
OG0000221	MOUSE22515, MOUSE22518, MOUSE22513, MOUSE22517, MOUSE22516, MOUSE22514, MOUSE53204, MOUSE53205, MOUSE53203, MOUSE05742, MOUSE05741	HELIO_06860
OG0000221	MOUSE29915, MOUSE29913, MOUSE29916, MOUSE29920, MOUSE29914, MOUSE29919, MOUSE29918, MOUSE29912, MOUSE29917, MOUSE35058, MOUSE35056, MOUSE35053, MOUSE35051, MOUSE35055, MOUSE35054	HELIO_10767
OG0000221	MOUSE22156, MOUSE18361	HELIO_06340
OG0000223	MOUSE13614, MOUSE28432, MOUSE28431, MOUSE35624, MOUSE35625	HELIO_07967
OG0000225	MOUSE06880, MOUSE06881, MOUSE06882, MOUSE06888, MOUSE23452, MOUSE23453, MOUSE23451, MOUSE52882, MOUSE52881, MOUSE52880, MOUSE35428, MOUSE35429, MOUSE35426, MOUSE35427, MOUSE02372, MOUSE02371, MOUSE32095, MOUSE37168, MOUSE37169, MOUSE37170, MOUSE19594, MOUSE19593, MOUSE19595	HELIO_03666, HELIO_05507, HELIO_12455
OG0000225	MOUSE52883	HELIO_12454
OG0000227	MOUSE22120	HELIO_02891
OG0000227	MOUSE48941, MOUSE48940, MOUSE48939, MOUSE09066, MOUSE28250	HELIO_06498, HELIO_04590
OG0000228	MOUSE04514, MOUSE26663, MOUSE04513, MOUSE04516, MOUSE04515, MOUSE26665, MOUSE26664, MOUSE26662	HELIO_05990
OG0000229	MOUSE55219	HELIO_12626, HELIO_08788, HELIO_08327
OG0000230	MOUSE06858, MOUSE06860, MOUSE06859	HELIO_01183
OG0000231	MOUSE49173, MOUSE32117	HELIO_00476
OG0000234	MOUSE19093, MOUSE19092, MOUSE19095, MOUSE19096, MOUSE19094, MOUSE51563, MOUSE51565, MOUSE51566, MOUSE51567, MOUSE30639, MOUSE30638, MOUSE30635, MOUSE30636, MOUSE30637	HELIO_06356
OG0000234	MOUSE24948, MOUSE24946, MOUSE24950, MOUSE24944, MOUSE24952, MOUSE24951, MOUSE24954, MOUSE24945, MOUSE24953, MOUSE24947, MOUSE24949, MOUSE24959, MOUSE24956, MOUSE26980, MOUSE26977, MOUSE26979, MOUSE26978	HELIO_10361
OG0000236	MOUSE31733	HELIO_10807
OG0000236	MOUSE00105	HELIO_03897, HELIO_07442
OG0000236	MOUSE31734	HELIO_10705, HELIO_05040
OG0000238	MOUSE46195, MOUSE46196	HELIO_10889
OG0000238	MOUSE39882, MOUSE14681, MOUSE14680, MOUSE14679, MOUSE02481	HELIO_06126
OG0000239	MOUSE05656, MOUSE05655, MOUSE18920, MOUSE22235, MOUSE22234, MOUSE22233, MOUSE22237, MOUSE22236	HELIO_09847
OG0000239	MOUSE07433	HELIO_06585
OG0000239	MOUSE05662, MOUSE05661, MOUSE39765, MOUSE39768, MOUSE39766	HELIO_09876
OG0000240	MOUSE01114, MOUSE01115, MOUSE01113	HELIO_07617
OG0000242	MOUSE41838, MOUSE41839, MOUSE02203, MOUSE02202, MOUSE26960, MOUSE26962, MOUSE26961, MOUSE42234	HELIO_08165
OG0000242	MOUSE21780, MOUSE21779, MOUSE35398	HELIO_01488
OG0000244	MOUSE17322, MOUSE14484, MOUSE14482	HELIO_03531, HELIO_03532
OG0000244	MOUSE28443	HELIO_12702
OG0000245	MOUSE44329, MOUSE44328, MOUSE41936, MOUSE16429, MOUSE16428, MOUSE16427, MOUSE50569, MOUSE50568, MOUSE24377, MOUSE26206, MOUSE26205, MOUSE06007, MOUSE03802, MOUSE03801, MOUSE44302, MOUSE14115	HELIO_12327, HELIO_04665
OG0000248	MOUSE09714, MOUSE09715, MOUSE09716, MOUSE09726, MOUSE09722, MOUSE09717, MOUSE09695, MOUSE09693, MOUSE09694, MOUSE09819, MOUSE09818, MOUSE30742, MOUSE30741, MOUSE30740	HELIO_03449
OG0000250	MOUSE06159, MOUSE06158, MOUSE06161, MOUSE06160	HELIO_09216
OG0000250	MOUSE47989, MOUSE47988	HELIO_02167
OG0000250	MOUSE41925, MOUSE41926, MOUSE41921, MOUSE41920, MOUSE41923, MOUSE41922	HELIO_12457
OG0000251	MOUSE15436, MOUSE15435, MOUSE15434, MOUSE15438, MOUSE15439, MOUSE15441, MOUSE15440, MOUSE34455	HELIO_12261
OG0000251	MOUSE55223, MOUSE55224, MOUSE35036, MOUSE35038, MOUSE35037, MOUSE35034, MOUSE35035, MOUSE29909	HELIO_05418
OG0000252	MOUSE51276	HELIO_10247
OG0000255	MOUSE55667	HELIO_11786
OG0000255	MOUSE27280, MOUSE27279	HELIO_04587, HELIO_06197, HELIO_12461, HELIO_12238, HELIO_00118, HELIO_05381, HELIO_00573
OG0000256	MOUSE25569, MOUSE48599	HELIO_11169
OG0000256	MOUSE19546, MOUSE27729, MOUSE27728, MOUSE30485, MOUSE30484	HELIO_06584, HELIO_07024, HELIO_07406, HELIO_07937
OG0000257	MOUSE33024, MOUSE33022, MOUSE33026, MOUSE33023, MOUSE33025, MOUSE51708	HELIO_10210
OG0000257	MOUSE07914, MOUSE07916, MOUSE07915, MOUSE28077, MOUSE28076	HELIO_08653
OG0000258	MOUSE42103	HELIO_01832
OG0000258	MOUSE11272, MOUSE11273, MOUSE11274, MOUSE11276, MOUSE11275, MOUSE11271, MOUSE24985, MOUSE24984	HELIO_07834
OG0000258	MOUSE07336, MOUSE18772	HELIO_11938
OG0000260	MOUSE07000, MOUSE06999, MOUSE52627, MOUSE52624, MOUSE52625	HELIO_02123
OG0000263	MOUSE21739	HELIO_05578, HELIO_08363, HELIO_05846, HELIO_05963, HELIO_01532, HELIO_11244, HELIO_09948
OG0000265	MOUSE50385, MOUSE50384, MOUSE50383, MOUSE50386, MOUSE50379, MOUSE50380, MOUSE50381, MOUSE25766, MOUSE25769, MOUSE25767, MOUSE25771, MOUSE25773, MOUSE25770, MOUSE25768, MOUSE24034, MOUSE24037, MOUSE25772, MOUSE50387	HELIO_10981
OG0000265	MOUSE15187, MOUSE15189, MOUSE15188	HELIO_02949
OG0000268	MOUSE26202, MOUSE26203, MOUSE19072	HELIO_11907
OG0000270	MOUSE18775, MOUSE07338, MOUSE07339, MOUSE07337, MOUSE42694, MOUSE42691, MOUSE42692	HELIO_08940
OG0000270	MOUSE16390, MOUSE00633	HELIO_11284
OG0000270	MOUSE42660	HELIO_00681
OG0000272	MOUSE06800, MOUSE06802, MOUSE06801, MOUSE34249, MOUSE13424, MOUSE28648, MOUSE38225, MOUSE35816	HELIO_06926
OG0000273	MOUSE48516	HELIO_05150
OG0000273	MOUSE15144, MOUSE15143, MOUSE15142, MOUSE15139, MOUSE15141, MOUSE15140, MOUSE15145	HELIO_03083
OG0000273	MOUSE37237, MOUSE37236	HELIO_01650
OG0000273	MOUSE35701, MOUSE35704, MOUSE35700, MOUSE35702, MOUSE35699, MOUSE35703	HELIO_02819
OG0000275	MOUSE21166, MOUSE21164, MOUSE21165, MOUSE32485, MOUSE32486, MOUSE32492, MOUSE32482, MOUSE32484, MOUSE32489, MOUSE32488, MOUSE32490, MOUSE32483, MOUSE32487, MOUSE32493, MOUSE32481, MOUSE32494, MOUSE32491, MOUSE32495, MOUSE25205, MOUSE25202, MOUSE25203, MOUSE25204, MOUSE25201	HELIO_08804
OG0000276	MOUSE36254, MOUSE36256	HELIO_12000
OG0000277	MOUSE46595, MOUSE46588, MOUSE46593, MOUSE46589, MOUSE46591, MOUSE20616, MOUSE37493, MOUSE37488, MOUSE37489	HELIO_01369
OG0000277	MOUSE11509, MOUSE11511, MOUSE11512, MOUSE11510, MOUSE11513, MOUSE31700, MOUSE31698, MOUSE31701, MOUSE31702, MOUSE31699, MOUSE31697, MOUSE31696, MOUSE09541	HELIO_01920
OG0000280	MOUSE00580, MOUSE00579	HELIO_02582
OG0000281	MOUSE24827, MOUSE39225, MOUSE39226, MOUSE39228, MOUSE39227, MOUSE12403, MOUSE12400, MOUSE12402, MOUSE12401, MOUSE09056, MOUSE49738, MOUSE49736, MOUSE49737, MOUSE09055, MOUSE09054	HELIO_07402
OG0000281	MOUSE03511, MOUSE03513, MOUSE03508, MOUSE03512, MOUSE03509, MOUSE03507, MOUSE48194, MOUSE48190, MOUSE48193, MOUSE48191, MOUSE48192, MOUSE48189	HELIO_08563
OG0000282	MOUSE25102, MOUSE25103, MOUSE25101, MOUSE05300, MOUSE05299	HELIO_10802
OG0000282	MOUSE40389, MOUSE40390, MOUSE40391, MOUSE40388, MOUSE40387	HELIO_02090
OG0000282	MOUSE21276	HELIO_06080
OG0000284	MOUSE31918, MOUSE17694, MOUSE17693, MOUSE50359, MOUSE50358, MOUSE50357, MOUSE50360, MOUSE50361	HELIO_09271, HELIO_08507, HELIO_03356
OG0000284	MOUSE31385, MOUSE32647, MOUSE32649, MOUSE32646, MOUSE32648, MOUSE32650	HELIO_04011
OG0000288	MOUSE28635, MOUSE28634, MOUSE28637, MOUSE28636, MOUSE32128, MOUSE32126, MOUSE32127, MOUSE32129, MOUSE44721, MOUSE00440, MOUSE00441, MOUSE00442, MOUSE32028	HELIO_01393
OG0000289	MOUSE33710, MOUSE33709, MOUSE10526, MOUSE10525	HELIO_07121
OG0000289	MOUSE52131, MOUSE52130	HELIO_08142
OG0000290	MOUSE25181	HELIO_00049, HELIO_02831, HELIO_07100
OG0000295	MOUSE39491, MOUSE39492, MOUSE39490, MOUSE39489, MOUSE39488, MOUSE30005	HELIO_04234
OG0000295	MOUSE06347, MOUSE06349, MOUSE06351	HELIO_05051
OG0000296	MOUSE07567, MOUSE07566	HELIO_03893
OG0000296	MOUSE10487, MOUSE10488, MOUSE17485, MOUSE17482	HELIO_12440
OG0000296	MOUSE09978, MOUSE09979, MOUSE09980, MOUSE49628	HELIO_07957
OG0000297	MOUSE10335, MOUSE51857, MOUSE20691, MOUSE09209, MOUSE09208, MOUSE09211, MOUSE09210, MOUSE28914, MOUSE28913	HELIO_10152, HELIO_00500, HELIO_06867, HELIO_11184, HELIO_11616
OG0000298	MOUSE23153, MOUSE23152, MOUSE23155, MOUSE23154, MOUSE23156, MOUSE02730, MOUSE20125	HELIO_09048, HELIO_06605, HELIO_10723
OG0000299	MOUSE18580, MOUSE18583, MOUSE18582, MOUSE18581, MOUSE18578, MOUSE18579, MOUSE18576, MOUSE18577, MOUSE28485, MOUSE28484, MOUSE28483, MOUSE28486	HELIO_09503
OG0000300	MOUSE52037	HELIO_11563, HELIO_11637
OG0000301	MOUSE06410	HELIO_10571
OG0000301	MOUSE39233, MOUSE39234	HELIO_11537
OG0000301	MOUSE00835	HELIO_08461
OG0000302	MOUSE22090, MOUSE22089, MOUSE22091	HELIO_04163
OG0000305	MOUSE02286, MOUSE02288, MOUSE02287	HELIO_11091
OG0000305	MOUSE35196, MOUSE35195, MOUSE35197, MOUSE35194	HELIO_04494
OG0000305	MOUSE13890, MOUSE22497, MOUSE22496, MOUSE14678	HELIO_11371
OG0000306	MOUSE19581, MOUSE19582, MOUSE11054, MOUSE11056, MOUSE11055, MOUSE11058, MOUSE02838, MOUSE02831, MOUSE02837, MOUSE02832, MOUSE02834, MOUSE02836, MOUSE02835, MOUSE02833, MOUSE02839, MOUSE11060, MOUSE19585, MOUSE19586, MOUSE31468, MOUSE31467, MOUSE11059, MOUSE31463, MOUSE31460, MOUSE31466, MOUSE31458, MOUSE31456, MOUSE31457, MOUSE31464, MOUSE31465, MOUSE31459, MOUSE31462, MOUSE31461, MOUSE19584	HELIO_09402
OG0000308	MOUSE35252, MOUSE35253, MOUSE26283	HELIO_09361, HELIO_07835
OG0000308	MOUSE10045, MOUSE10046	HELIO_05751
OG0000309	MOUSE24980	HELIO_05101
OG0000312	MOUSE51863, MOUSE10438, MOUSE10436, MOUSE10437	HELIO_01538
OG0000312	MOUSE53493	HELIO_09957
OG0000312	MOUSE29611, MOUSE29612, MOUSE29610, MOUSE29795, MOUSE29796	HELIO_10360
OG0000313	MOUSE48211, MOUSE47522, MOUSE47523, MOUSE47520, MOUSE47521	HELIO_06905
OG0000313	MOUSE23145, MOUSE23143, MOUSE41458, MOUSE41457, MOUSE41459	HELIO_11614
OG0000313	MOUSE39099, MOUSE39102, MOUSE39101, MOUSE39100, MOUSE39098, MOUSE39103	HELIO_01266
OG0000314	MOUSE14231, MOUSE14229, MOUSE14228, MOUSE14230, MOUSE05069, MOUSE05070, MOUSE44270, MOUSE44271, MOUSE44269	HELIO_03371
OG0000315	MOUSE38163	HELIO_08178
OG0000315	MOUSE22601, MOUSE22603, MOUSE22602, MOUSE40631, MOUSE40632, MOUSE22950, MOUSE14212, MOUSE35597, MOUSE35598, MOUSE35595, MOUSE35594, MOUSE35600	HELIO_09319
OG0000315	MOUSE07004, MOUSE07005, MOUSE45241	HELIO_06387
OG0000316	MOUSE41114, MOUSE41110, MOUSE41112, MOUSE41116, MOUSE41118, MOUSE41111, MOUSE48331, MOUSE48332, MOUSE48333, MOUSE48330, MOUSE48328, MOUSE48329	HELIO_00705
OG0000316	MOUSE19532, MOUSE19533, MOUSE17505, MOUSE17506, MOUSE17507, MOUSE17503, MOUSE17508, MOUSE17501, MOUSE17502, MOUSE17504	HELIO_01356
OG0000316	MOUSE41117	HELIO_01799, HELIO_11514, HELIO_05676
OG0000317	MOUSE06771, MOUSE34034, MOUSE34033, MOUSE13434, MOUSE13435	HELIO_09420
OG0000319	MOUSE21479	HELIO_06272, HELIO_00545
OG0000319	MOUSE19841, MOUSE19840, MOUSE19839, MOUSE19842, MOUSE19843	HELIO_04456, HELIO_04612
OG0000321	MOUSE33356, MOUSE33355, MOUSE20802, MOUSE20804, MOUSE20805	HELIO_08196
OG0000321	MOUSE14981, MOUSE14980	HELIO_12621
OG0000321	MOUSE13117, MOUSE52229, MOUSE54119, MOUSE54122, MOUSE54120, MOUSE54121, MOUSE13116, MOUSE52234, MOUSE52233, MOUSE52230, MOUSE52231, MOUSE52232	HELIO_08301
OG0000322	MOUSE37956, MOUSE37955, MOUSE37954	HELIO_03829, HELIO_10830, HELIO_06778
OG0000323	MOUSE30410, MOUSE30411, MOUSE30408, MOUSE30409, MOUSE30412	HELIO_07979
OG0000323	MOUSE08592, MOUSE08593, MOUSE01184, MOUSE01183	HELIO_09877
OG0000325	MOUSE32242, MOUSE32243	HELIO_11175, HELIO_05922, HELIO_12606, HELIO_12089
OG0000326	MOUSE34523	HELIO_08613
OG0000328	MOUSE49209, MOUSE11936, MOUSE11939, MOUSE11941, MOUSE11942, MOUSE11940, MOUSE11938, MOUSE11937, MOUSE49211, MOUSE49212, MOUSE49208, MOUSE49214, MOUSE49210, MOUSE13699, MOUSE13700, MOUSE28510, MOUSE49207, MOUSE13703, MOUSE13708, MOUSE13707, MOUSE13704, MOUSE28509, MOUSE28508	HELIO_12519
OG0000329	MOUSE02538, MOUSE22417, MOUSE22415, MOUSE22416, MOUSE02938, MOUSE02936, MOUSE02937, MOUSE05357	HELIO_07087
OG0000330	MOUSE08075	HELIO_11289, HELIO_02354, HELIO_05125, HELIO_05025, HELIO_10817, HELIO_00687
OG0000333	MOUSE25479	HELIO_00226
