Orthogroup	MOUSE	ASTMX
OG0000048	MOUSE49641, MOUSE49640, MOUSE49639	ASTMX00590
OG0000049	MOUSE00124, MOUSE00123	ASTMX10248, ASTMX08138
OG0000049	MOUSE44987, MOUSE44986	ASTMX03713, ASTMX05857
OG0000049	MOUSE52606, MOUSE52607, MOUSE52608	ASTMX00928, ASTMX08370
OG0000049	MOUSE35311	ASTMX07196
OG0000049	MOUSE03391	ASTMX04011, ASTMX18609
OG0000049	MOUSE17233, MOUSE17232	ASTMX01014, ASTMX00951
OG0000049	MOUSE39154, MOUSE39153	ASTMX05170
OG0000049	MOUSE40910, MOUSE40909	ASTMX00786
OG0000051	MOUSE52051, MOUSE52052, MOUSE21678, MOUSE21679, MOUSE52055, MOUSE52053, MOUSE52054, MOUSE52063, MOUSE52065, MOUSE52064	ASTMX02511
OG0000053	MOUSE33288	ASTMX12784
OG0000054	MOUSE48109	ASTMX04679
OG0000054	MOUSE33537, MOUSE33539, MOUSE33538, MOUSE33523, MOUSE33524, MOUSE33525, MOUSE33528, MOUSE33529, MOUSE33527, MOUSE33526, MOUSE33530, MOUSE33531, MOUSE33536, MOUSE33533, MOUSE33535, MOUSE33532, MOUSE33534	ASTMX05759
OG0000054	MOUSE48639	ASTMX21204
OG0000055	MOUSE08913, MOUSE08852, MOUSE08839, MOUSE08834, MOUSE08820, MOUSE08827, MOUSE08840, MOUSE03681, MOUSE08929, MOUSE08849, MOUSE30823, MOUSE08833, MOUSE08832, MOUSE08831, MOUSE08906, MOUSE08823, MOUSE08917, MOUSE08912, MOUSE08920, MOUSE30831	ASTMX22616
OG0000056	MOUSE52879	ASTMX17742
OG0000056	MOUSE36572, MOUSE36574, MOUSE36579, MOUSE36583, MOUSE36576, MOUSE36586, MOUSE36571, MOUSE36575, MOUSE36582, MOUSE36587, MOUSE36573, MOUSE36590, MOUSE36585, MOUSE36584, MOUSE36589, MOUSE36588, MOUSE36577, MOUSE36580, MOUSE36578, MOUSE36581	ASTMX01590
OG0000056	MOUSE31837, MOUSE31834, MOUSE31833, MOUSE31831, MOUSE31832, MOUSE31836, MOUSE31835, MOUSE31827, MOUSE31830, MOUSE31838	ASTMX02364
OG0000056	MOUSE31839, MOUSE31840	ASTMX08903
OG0000056	MOUSE48807, MOUSE48808, MOUSE48805, MOUSE48806, MOUSE48802, MOUSE48804	ASTMX17902
OG0000056	MOUSE31842	ASTMX02363
OG0000056	MOUSE37995, MOUSE37994	ASTMX18310
OG0000057	MOUSE10186, MOUSE10187, MOUSE10188	ASTMX16761
OG0000057	MOUSE44717, MOUSE44718	ASTMX17228, ASTMX14491
OG0000057	MOUSE55281, MOUSE55280	ASTMX18685, ASTMX11838
OG0000058	MOUSE21857, MOUSE21254	ASTMX10002
OG0000058	MOUSE10546	ASTMX01061
OG0000058	MOUSE40446, MOUSE40445	ASTMX07660
OG0000058	MOUSE49898	ASTMX17542, ASTMX11001, ASTMX18630
OG0000058	MOUSE27373	ASTMX08080
OG0000058	MOUSE06401	ASTMX12315
OG0000059	MOUSE29771, MOUSE29770, MOUSE29769	ASTMX11234
OG0000059	MOUSE52262, MOUSE52259, MOUSE52258	ASTMX20918
OG0000059	MOUSE50100, MOUSE09595, MOUSE09590, MOUSE09592	ASTMX21875
OG0000059	MOUSE29617	ASTMX08000
OG0000059	MOUSE09593, MOUSE09594, MOUSE09591, MOUSE09588, MOUSE09589	ASTMX00300, ASTMX18960
OG0000059	MOUSE45371, MOUSE45374	ASTMX09334, ASTMX11300
OG0000060	MOUSE52080, MOUSE52079	ASTMX04292, ASTMX07603
OG0000060	MOUSE44147, MOUSE44148	ASTMX21094, ASTMX10197
OG0000060	MOUSE44454, MOUSE44455	ASTMX00445
OG0000060	MOUSE01901, MOUSE01902	ASTMX07264
OG0000061	MOUSE26618	ASTMX00680, ASTMX05396
OG0000061	MOUSE38907, MOUSE38906	ASTMX12006
OG0000061	MOUSE22377, MOUSE22378	ASTMX10422, ASTMX12960
OG0000061	MOUSE53042	ASTMX20513, ASTMX13746
OG0000061	MOUSE06425	ASTMX21095, ASTMX14165
OG0000061	MOUSE42762	ASTMX02316
OG0000061	MOUSE03955, MOUSE03956	ASTMX11665
OG0000061	MOUSE53307	ASTMX06207, ASTMX18339
OG0000061	MOUSE39884, MOUSE39883	ASTMX05474, ASTMX04490, ASTMX01934
OG0000061	MOUSE39889, MOUSE39886, MOUSE39890, MOUSE39885, MOUSE39887, MOUSE39892, MOUSE39891	ASTMX05473
OG0000061	MOUSE08505	ASTMX15449
OG0000061	MOUSE39874, MOUSE39873, MOUSE39878, MOUSE39876, MOUSE39877	ASTMX18729
OG0000061	MOUSE05785	ASTMX15987
OG0000062	MOUSE41293	ASTMX22952
OG0000062	MOUSE25941	ASTMX03300
OG0000062	MOUSE25942	ASTMX18476
OG0000062	MOUSE18495	ASTMX18474, ASTMX18479
OG0000062	MOUSE17649	ASTMX11236, ASTMX20466
OG0000062	MOUSE41585, MOUSE41584, MOUSE41295, MOUSE41296, MOUSE41297, MOUSE41294, MOUSE41586	ASTMX05024, ASTMX02340, ASTMX02341, ASTMX02343, ASTMX02342
OG0000062	MOUSE52081	ASTMX01260
OG0000063	MOUSE18432, MOUSE18433, MOUSE18434	ASTMX13776, ASTMX04927
OG0000063	MOUSE32920, MOUSE32923, MOUSE32924, MOUSE32922, MOUSE32921, MOUSE32925, MOUSE32927, MOUSE32926, MOUSE32919	ASTMX01608, ASTMX01645
OG0000063	MOUSE18436, MOUSE18437	ASTMX00504
OG0000063	MOUSE10885, MOUSE10881	ASTMX11259, ASTMX01032
OG0000063	MOUSE33697	ASTMX13777
OG0000063	MOUSE27866, MOUSE27867	ASTMX10350
OG0000063	MOUSE46812, MOUSE46810, MOUSE46811, MOUSE46809	ASTMX13375, ASTMX12584
OG0000065	MOUSE25323, MOUSE25321, MOUSE25322	ASTMX13708, ASTMX15083
OG0000065	MOUSE50148	ASTMX08041
OG0000065	MOUSE32171	ASTMX15226
OG0000066	MOUSE53763	ASTMX01776
OG0000067	MOUSE10267	ASTMX19815
OG0000067	MOUSE19580	ASTMX00316, ASTMX18001
OG0000067	MOUSE31455	ASTMX19454
OG0000068	MOUSE39314	ASTMX10880
OG0000068	MOUSE54372	ASTMX04048
OG0000068	MOUSE40674	ASTMX00964, ASTMX17789
OG0000068	MOUSE24850	ASTMX09217, ASTMX10879
OG0000068	MOUSE54270	ASTMX04017
OG0000068	MOUSE14430	ASTMX02175, ASTMX13274
OG0000068	MOUSE41087, MOUSE41088	ASTMX19064
OG0000068	MOUSE02009	ASTMX03044
OG0000068	MOUSE02010	ASTMX22587
OG0000069	MOUSE24595, MOUSE06171	ASTMX20491
OG0000070	MOUSE00175, MOUSE00176, MOUSE00177, MOUSE00178	ASTMX03868
OG0000070	MOUSE55320	ASTMX11850
OG0000070	MOUSE14076, MOUSE06197	ASTMX17327
OG0000070	MOUSE19892	ASTMX15136, ASTMX13592
OG0000070	MOUSE01400, MOUSE01399	ASTMX02948
OG0000071	MOUSE27775, MOUSE27776, MOUSE27777	ASTMX03580, ASTMX03579, ASTMX03578, ASTMX03576, ASTMX03577, ASTMX01732, ASTMX18909, ASTMX18910, ASTMX10408
OG0000072	MOUSE03587	ASTMX04733
OG0000072	MOUSE48101, MOUSE48102, MOUSE48100	ASTMX14003
OG0000072	MOUSE50200, MOUSE50201	ASTMX14353
OG0000072	MOUSE30088	ASTMX19895
OG0000072	MOUSE45691	ASTMX03692, ASTMX11241
OG0000072	MOUSE29660	ASTMX11250, ASTMX11618
OG0000072	MOUSE00771, MOUSE00773, MOUSE00770, MOUSE00774, MOUSE00772	ASTMX02462
OG0000073	MOUSE18062	ASTMX22931
OG0000073	MOUSE17327, MOUSE17328, MOUSE17326	ASTMX01961
OG0000073	MOUSE21657, MOUSE21656	ASTMX12734, ASTMX08034
OG0000073	MOUSE49709, MOUSE49708	ASTMX18790
OG0000073	MOUSE21655	ASTMX12735
OG0000073	MOUSE02165, MOUSE02168, MOUSE02164, MOUSE02163	ASTMX19270, ASTMX02619
OG0000074	MOUSE01754	ASTMX16165
OG0000074	MOUSE27442, MOUSE27441	ASTMX12476
OG0000074	MOUSE43699	ASTMX07079, ASTMX08304
OG0000075	MOUSE05779	ASTMX13833
OG0000075	MOUSE03707	ASTMX15058
OG0000075	MOUSE22546	ASTMX17154
OG0000075	MOUSE14633	ASTMX04760
OG0000075	MOUSE34423	ASTMX10641, ASTMX00718
OG0000075	MOUSE45151	ASTMX12169
OG0000075	MOUSE22547	ASTMX16716
OG0000075	MOUSE14629, MOUSE14632, MOUSE14631, MOUSE14630	ASTMX04759
OG0000075	MOUSE31075	ASTMX01001, ASTMX08839
OG0000075	MOUSE39073	ASTMX10263
OG0000075	MOUSE41200, MOUSE41199, MOUSE41201	ASTMX12953
OG0000075	MOUSE11240, MOUSE11239	ASTMX02098
OG0000075	MOUSE14370, MOUSE14371, MOUSE14372	ASTMX15785, ASTMX16080
OG0000075	MOUSE39111, MOUSE39110, MOUSE39108, MOUSE39109	ASTMX07134
OG0000077	MOUSE27949	ASTMX17041
OG0000077	MOUSE03243, MOUSE03242	ASTMX09313
OG0000077	MOUSE12725, MOUSE12726, MOUSE12727	ASTMX18035, ASTMX05112
OG0000077	MOUSE15867	ASTMX06199
OG0000077	MOUSE51200	ASTMX03488, ASTMX12363
OG0000077	MOUSE27778, MOUSE27779	ASTMX15936
OG0000077	MOUSE21334	ASTMX10508
OG0000077	MOUSE35957	ASTMX18081, ASTMX01594
OG0000077	MOUSE52108	ASTMX07586, ASTMX09935
OG0000077	MOUSE34401	ASTMX03249
OG0000077	MOUSE16118	ASTMX04186, ASTMX07562
OG0000077	MOUSE10502	ASTMX09286
OG0000077	MOUSE20922, MOUSE20923, MOUSE20925, MOUSE20926, MOUSE20924	ASTMX16324, ASTMX07654, ASTMX03210
OG0000078	MOUSE35673, MOUSE35672	ASTMX08154, ASTMX03860
OG0000078	MOUSE48544	ASTMX02053
OG0000078	MOUSE27283, MOUSE27282	ASTMX00440
OG0000078	MOUSE01884	ASTMX00992, ASTMX08539
OG0000079	MOUSE14895, MOUSE14896, MOUSE10310, MOUSE49621, MOUSE16489, MOUSE26500, MOUSE26499, MOUSE26501	ASTMX12040
OG0000079	MOUSE39785, MOUSE39788, MOUSE39787, MOUSE39786	ASTMX21792, ASTMX05319
OG0000079	MOUSE09603	ASTMX17878, ASTMX04709
OG0000079	MOUSE36920, MOUSE36921, MOUSE36917, MOUSE36919, MOUSE36918, MOUSE36916, MOUSE36922	ASTMX21145
OG0000079	MOUSE36928, MOUSE36927	ASTMX21146
OG0000079	MOUSE03421, MOUSE03420, MOUSE03419	ASTMX03966, ASTMX14883
OG0000079	MOUSE05040	ASTMX02337, ASTMX02996
OG0000079	MOUSE37480, MOUSE37479	ASTMX05046
OG0000079	MOUSE01454, MOUSE01456, MOUSE01455	ASTMX02943
OG0000081	MOUSE21429, MOUSE21428, MOUSE21430	ASTMX02774
OG0000081	MOUSE19801	ASTMX05086
OG0000081	MOUSE48363	ASTMX02861, ASTMX19704
OG0000081	MOUSE51878, MOUSE51877	ASTMX14294
OG0000081	MOUSE15491, MOUSE15490	ASTMX06157, ASTMX15416
OG0000081	MOUSE15827	ASTMX09818
OG0000082	MOUSE25920	ASTMX06917
OG0000082	MOUSE19184	ASTMX17888
OG0000082	MOUSE17697, MOUSE17696, MOUSE17699	ASTMX15920
OG0000082	MOUSE50877, MOUSE50878	ASTMX10849, ASTMX11876
OG0000083	MOUSE38865, MOUSE38864, MOUSE38866	ASTMX03686, ASTMX11244
OG0000083	MOUSE30042	ASTMX14864
OG0000084	MOUSE21451	ASTMX18467, ASTMX12487, ASTMX09980
OG0000084	MOUSE30075, MOUSE30074	ASTMX22125, ASTMX15418
OG0000084	MOUSE54561, MOUSE54560, MOUSE50161, MOUSE50162	ASTMX08038
OG0000084	MOUSE31596	ASTMX17409, ASTMX15441, ASTMX19583
OG0000084	MOUSE40356	ASTMX06002
OG0000084	MOUSE00836	ASTMX20667
OG0000085	MOUSE53183, MOUSE53182, MOUSE53184	ASTMX20784
OG0000085	MOUSE26268, MOUSE26267	ASTMX14674
OG0000085	MOUSE04941	ASTMX03461, ASTMX09889
OG0000085	MOUSE37558, MOUSE37557	ASTMX09760
OG0000085	MOUSE46323, MOUSE46324	ASTMX22578
OG0000085	MOUSE50493, MOUSE50494, MOUSE50492	ASTMX19538
OG0000085	MOUSE54746, MOUSE54748, MOUSE54747	ASTMX01137
OG0000085	MOUSE30928	ASTMX09823
OG0000085	MOUSE52166	ASTMX11049
OG0000085	MOUSE15351	ASTMX21189
OG0000085	MOUSE19993	ASTMX20129
OG0000085	MOUSE37560	ASTMX09759
OG0000085	MOUSE04944, MOUSE04943	ASTMX09890
OG0000085	MOUSE16592, MOUSE16590	ASTMX08704, ASTMX02521
OG0000085	MOUSE24109, MOUSE24108	ASTMX05460
OG0000087	MOUSE04044, MOUSE04045	ASTMX06968
OG0000087	MOUSE22119, MOUSE22054, MOUSE22052	ASTMX17718, ASTMX17717
OG0000087	MOUSE11213	ASTMX06381
OG0000087	MOUSE46080, MOUSE46081	ASTMX19474
OG0000087	MOUSE46082	ASTMX17716
OG0000088	MOUSE00763, MOUSE00764	ASTMX06621, ASTMX21370
OG0000088	MOUSE27097	ASTMX21470, ASTMX22555
OG0000088	MOUSE52249	ASTMX06506, ASTMX20919
OG0000088	MOUSE53735	ASTMX06028
OG0000088	MOUSE49610	ASTMX21971
OG0000089	MOUSE16032	ASTMX10521
OG0000089	MOUSE55269, MOUSE55270, MOUSE55265, MOUSE55267, MOUSE55266, MOUSE55268, MOUSE55272	ASTMX07948
OG0000089	MOUSE00168, MOUSE00169	ASTMX03871
OG0000090	MOUSE17971, MOUSE17970, MOUSE17967	ASTMX15822, ASTMX13800, ASTMX19765
OG0000090	MOUSE32571	ASTMX12258
OG0000090	MOUSE32572	ASTMX10648
OG0000091	MOUSE19668, MOUSE19669	ASTMX03395
OG0000093	MOUSE16619	ASTMX01191
OG0000093	MOUSE35368, MOUSE35369	ASTMX07190, ASTMX03079
OG0000093	MOUSE52764, MOUSE52765	ASTMX18769
OG0000094	MOUSE23651, MOUSE23649, MOUSE23648, MOUSE23650	ASTMX09275, ASTMX08870
OG0000094	MOUSE41184, MOUSE41176, MOUSE41185, MOUSE41182, MOUSE41183, MOUSE41181, MOUSE41180, MOUSE41175, MOUSE41178, MOUSE41172, MOUSE41173, MOUSE41174, MOUSE41170, MOUSE41171, MOUSE41187, MOUSE41186, MOUSE41188, MOUSE41189, MOUSE41169, MOUSE41179, MOUSE41177	ASTMX14395
OG0000094	MOUSE11260, MOUSE11259, MOUSE11263, MOUSE11258, MOUSE11262	ASTMX02106, ASTMX08390
OG0000094	MOUSE53507, MOUSE53505, MOUSE11261	ASTMX03425
OG0000094	MOUSE53506, MOUSE53508	ASTMX01747
OG0000094	MOUSE53509, MOUSE53510	ASTMX08391
OG0000094	MOUSE23861, MOUSE23862, MOUSE23863	ASTMX08913, ASTMX02078
OG0000094	MOUSE25211, MOUSE25208, MOUSE25207, MOUSE25206, MOUSE25210	ASTMX14341, ASTMX03427
OG0000094	MOUSE48851, MOUSE48849, MOUSE48850	ASTMX19974, ASTMX14525
OG0000095	MOUSE39287, MOUSE39286	ASTMX01092
OG0000095	MOUSE39288, MOUSE39290, MOUSE39289, MOUSE39291	ASTMX16621, ASTMX16620, ASTMX16622, ASTMX16619
OG0000095	MOUSE21580	ASTMX08683
OG0000095	MOUSE12896	ASTMX04161
OG0000095	MOUSE29409, MOUSE29410	ASTMX08415
OG0000096	MOUSE54033	ASTMX11824
OG0000096	MOUSE13094	ASTMX12057
OG0000096	MOUSE29900	ASTMX18217
OG0000096	MOUSE31085, MOUSE31087	ASTMX13693
OG0000096	MOUSE02247	ASTMX16093
OG0000096	MOUSE31088	ASTMX08845
OG0000096	MOUSE35516	ASTMX15892
OG0000096	MOUSE19103, MOUSE30286, MOUSE30282	ASTMX09859
OG0000096	MOUSE41983	ASTMX00377
OG0000096	MOUSE30995, MOUSE30992	ASTMX13339
OG0000096	MOUSE47007	ASTMX00337
OG0000096	MOUSE41985	ASTMX00376
OG0000096	MOUSE30994, MOUSE47010	ASTMX22998
OG0000096	MOUSE45925	ASTMX19590
OG0000096	MOUSE44088	ASTMX07352
OG0000096	MOUSE52337	ASTMX10423
OG0000096	MOUSE52338	ASTMX12959
OG0000097	MOUSE31754, MOUSE31753, MOUSE31748, MOUSE31746, MOUSE31745, MOUSE31749, MOUSE31752, MOUSE31750, MOUSE31751	ASTMX17212, ASTMX17215, ASTMX17211
OG0000098	MOUSE44178, MOUSE44180	ASTMX07347, ASTMX04481
OG0000098	MOUSE47248, MOUSE47247	ASTMX14487
OG0000098	MOUSE20701	ASTMX18980
OG0000098	MOUSE27744, MOUSE27743	ASTMX20779, ASTMX21996
OG0000098	MOUSE44546, MOUSE44536, MOUSE44538, MOUSE44535, MOUSE44533	ASTMX05127, ASTMX21313
OG0000098	MOUSE20728, MOUSE20727, MOUSE20726, MOUSE20725	ASTMX18164
OG0000099	MOUSE30052, MOUSE30050, MOUSE30051	ASTMX03763
OG0000099	MOUSE53947, MOUSE53948, MOUSE53946	ASTMX18144, ASTMX01173
OG0000099	MOUSE50039, MOUSE50041, MOUSE50040	ASTMX06084, ASTMX05845
OG0000099	MOUSE03601, MOUSE03600, MOUSE03599	ASTMX03961, ASTMX16578
OG0000099	MOUSE43058	ASTMX08745, ASTMX06768
OG0000099	MOUSE50899	ASTMX09878
OG0000099	MOUSE00625	ASTMX08746
OG0000099	MOUSE00626, MOUSE00624, MOUSE00623	ASTMX19321, ASTMX05749
OG0000099	MOUSE33922	ASTMX05771
OG0000099	MOUSE16210, MOUSE16209, MOUSE16208, MOUSE16204, MOUSE16205, MOUSE16206, MOUSE16207	ASTMX19085, ASTMX03707
OG0000101	MOUSE49370	ASTMX00206
OG0000101	MOUSE49670	ASTMX00424
OG0000101	MOUSE02574, MOUSE02575, MOUSE02573, MOUSE02572	ASTMX14248
OG0000101	MOUSE02456, MOUSE02446, MOUSE02447, MOUSE02449, MOUSE02452, MOUSE02454, MOUSE02453, MOUSE02455, MOUSE02457	ASTMX12706, ASTMX02894
OG0000102	MOUSE08156, MOUSE08155	ASTMX10991
OG0000102	MOUSE24799, MOUSE24798	ASTMX16111
OG0000102	MOUSE25337, MOUSE25336	ASTMX13696, ASTMX09775
OG0000102	MOUSE25939	ASTMX13346
OG0000103	MOUSE03951	ASTMX21446, ASTMX16835, ASTMX09444, ASTMX11660
OG0000103	MOUSE12336, MOUSE12340	ASTMX22226, ASTMX10672, ASTMX15124
OG0000103	MOUSE15975, MOUSE28384	ASTMX06401
OG0000103	MOUSE03980, MOUSE03977, MOUSE03979	ASTMX11394
OG0000103	MOUSE15157	ASTMX17816, ASTMX11412
OG0000103	MOUSE14014	ASTMX14316
OG0000104	MOUSE50573	ASTMX07046
OG0000104	MOUSE16444, MOUSE16442, MOUSE16443, MOUSE16439, MOUSE16441, MOUSE16438, MOUSE16437, MOUSE16440, MOUSE16436	ASTMX03729
OG0000104	MOUSE06976, MOUSE06975, MOUSE06978, MOUSE06980, MOUSE06979, MOUSE06981, MOUSE06983, MOUSE06982	ASTMX16255
OG0000104	MOUSE15501	ASTMX08642
OG0000104	MOUSE05643, MOUSE05641, MOUSE05642	ASTMX01448
OG0000104	MOUSE16445, MOUSE16446	ASTMX03728
OG0000104	MOUSE50574, MOUSE50575, MOUSE50576	ASTMX07045
OG0000104	MOUSE16174	ASTMX00149
OG0000104	MOUSE23464, MOUSE23465, MOUSE23463	ASTMX00709
OG0000104	MOUSE01968, MOUSE01967	ASTMX16073
OG0000104	MOUSE22551, MOUSE22550	ASTMX16718
OG0000106	MOUSE49277, MOUSE49278	ASTMX14703
OG0000106	MOUSE55330	ASTMX18591
OG0000106	MOUSE29357	ASTMX08015
OG0000106	MOUSE32021	ASTMX03154
OG0000106	MOUSE04920, MOUSE04918	ASTMX09347, ASTMX05865, ASTMX09621, ASTMX04479
OG0000106	MOUSE51789, MOUSE51787, MOUSE51788	ASTMX00462
OG0000107	MOUSE08903	ASTMX08032
OG0000107	MOUSE08825, MOUSE30829, MOUSE08916, MOUSE08908, MOUSE08850, MOUSE08824, MOUSE08922	ASTMX19414
OG0000108	MOUSE12588	ASTMX06170
OG0000108	MOUSE50934, MOUSE50931, MOUSE50935, MOUSE50932	ASTMX09882
OG0000108	MOUSE05737	ASTMX15990
OG0000108	MOUSE25036	ASTMX22414, ASTMX14128
OG0000108	MOUSE14651	ASTMX04779
OG0000108	MOUSE23310	ASTMX13605
OG0000110	MOUSE38813	ASTMX08227, ASTMX03691
OG0000110	MOUSE04691	ASTMX16247
OG0000110	MOUSE04692, MOUSE38814	ASTMX08508
OG0000111	MOUSE17075	ASTMX13149
OG0000111	MOUSE14044	ASTMX20227, ASTMX15405
OG0000111	MOUSE06017, MOUSE06016	ASTMX16130, ASTMX21238
OG0000111	MOUSE07126	ASTMX08100
OG0000111	MOUSE28116	ASTMX17987
OG0000111	MOUSE53772	ASTMX03191, ASTMX01125
OG0000111	MOUSE29257, MOUSE29259, MOUSE29254	ASTMX06690
OG0000111	MOUSE21512	ASTMX11733, ASTMX20650
OG0000111	MOUSE34168	ASTMX07484, ASTMX16738
OG0000111	MOUSE00043, MOUSE00042, MOUSE00044, MOUSE00053, MOUSE00055, MOUSE00045, MOUSE00060, MOUSE00058, MOUSE00059, MOUSE00062, MOUSE00054, MOUSE00065, MOUSE00066, MOUSE00064, MOUSE00057, MOUSE00051, MOUSE00050, MOUSE00049, MOUSE00063, MOUSE00056, MOUSE00061, MOUSE00052	ASTMX10939
OG0000111	MOUSE21513	ASTMX06691
OG0000113	MOUSE33596, MOUSE33595	ASTMX19383, ASTMX05472
OG0000113	MOUSE08570, MOUSE08575, MOUSE08576, MOUSE22353, MOUSE22352, MOUSE08561, MOUSE08562, MOUSE08559, MOUSE08567, MOUSE08563, MOUSE08565, MOUSE08573, MOUSE08574, MOUSE08572, MOUSE08568, MOUSE08571, MOUSE39395	ASTMX18644, ASTMX15787
OG0000113	MOUSE08578, MOUSE08577, MOUSE39332, MOUSE39333, MOUSE39335, MOUSE39331, MOUSE39329	ASTMX14388, ASTMX14387, ASTMX14389, ASTMX14390
OG0000113	MOUSE08566, MOUSE39334, MOUSE39330	ASTMX07206
OG0000114	MOUSE41333	ASTMX11493, ASTMX06799
OG0000114	MOUSE33746	ASTMX01004, ASTMX05253
OG0000114	MOUSE04130, MOUSE04131, MOUSE04134	ASTMX10478
OG0000114	MOUSE29454, MOUSE29455	ASTMX03182
OG0000114	MOUSE33748, MOUSE33747, MOUSE33749, MOUSE33750	ASTMX06800
OG0000114	MOUSE34889, MOUSE34888	ASTMX05249
OG0000114	MOUSE04136	ASTMX20865
OG0000115	MOUSE49659, MOUSE49660	ASTMX08993, ASTMX16595
OG0000116	MOUSE30922	ASTMX09821
OG0000116	MOUSE27994	ASTMX01410
OG0000117	MOUSE02430	ASTMX17355
OG0000117	MOUSE27159, MOUSE27158	ASTMX00401
OG0000117	MOUSE26358	ASTMX12703
OG0000117	MOUSE17523, MOUSE17524	ASTMX21002, ASTMX14024
OG0000119	MOUSE26432, MOUSE26431, MOUSE26430	ASTMX04143, ASTMX08665
OG0000119	MOUSE02581, MOUSE02580	ASTMX05337
OG0000119	MOUSE05168, MOUSE05166, MOUSE05165, MOUSE05167	ASTMX21636
OG0000119	MOUSE26597, MOUSE26599	ASTMX16721
OG0000119	MOUSE14908	ASTMX15474
OG0000119	MOUSE25018, MOUSE25019	ASTMX01803
OG0000119	MOUSE05713	ASTMX19905
OG0000119	MOUSE26569	ASTMX00656
OG0000119	MOUSE53192, MOUSE53193, MOUSE53194	ASTMX18233
OG0000120	MOUSE32832	ASTMX22567
OG0000120	MOUSE32833	ASTMX00463
OG0000120	MOUSE43386, MOUSE43387	ASTMX04437
OG0000120	MOUSE38908, MOUSE38909	ASTMX12007
OG0000120	MOUSE26622, MOUSE26623, MOUSE26621, MOUSE26619, MOUSE26620	ASTMX00681
OG0000120	MOUSE28699, MOUSE28694, MOUSE28695	ASTMX22429
OG0000120	MOUSE28693	ASTMX22743
OG0000121	MOUSE48188, MOUSE48187	ASTMX16272, ASTMX04663
OG0000121	MOUSE21383	ASTMX01517
OG0000121	MOUSE31533	ASTMX13884, ASTMX13883, ASTMX13882, ASTMX20607
OG0000122	MOUSE05693	ASTMX10444, ASTMX20272
OG0000122	MOUSE22654	ASTMX10832
OG0000122	MOUSE40424, MOUSE40425, MOUSE40423	ASTMX22053, ASTMX06000, ASTMX18931, ASTMX06001
OG0000122	MOUSE36694, MOUSE36691, MOUSE36690, MOUSE36692	ASTMX16780, ASTMX11273
OG0000122	MOUSE10935, MOUSE10930, MOUSE10934, MOUSE10936, MOUSE10937, MOUSE10939, MOUSE10941, MOUSE10933, MOUSE10927, MOUSE10928, MOUSE10931, MOUSE10929, MOUSE10932, MOUSE10942, MOUSE10938, MOUSE10940, MOUSE10926	ASTMX17092
OG0000122	MOUSE26270, MOUSE26269, MOUSE26271	ASTMX18973, ASTMX14675
OG0000122	MOUSE14751, MOUSE14753	ASTMX09421
OG0000123	MOUSE36089	ASTMX20866
OG0000123	MOUSE09426, MOUSE09427	ASTMX07971, ASTMX04078
OG0000123	MOUSE21391	ASTMX01522
OG0000123	MOUSE47951, MOUSE47950	ASTMX09979, ASTMX12484
OG0000123	MOUSE19617	ASTMX14953, ASTMX15212
OG0000123	MOUSE19619	ASTMX19775, ASTMX04718
OG0000123	MOUSE09430, MOUSE09429, MOUSE09431	ASTMX14814, ASTMX00304
OG0000124	MOUSE45402	ASTMX09338, ASTMX18149, ASTMX01149
OG0000124	MOUSE06474, MOUSE06473	ASTMX16401
OG0000124	MOUSE38647, MOUSE38648	ASTMX07748
OG0000124	MOUSE34424	ASTMX06441
OG0000124	MOUSE07351, MOUSE07350, MOUSE07352	ASTMX10817
OG0000124	MOUSE18780, MOUSE18779	ASTMX14412
OG0000124	MOUSE27466	ASTMX15641
OG0000124	MOUSE49894	ASTMX13821, ASTMX22615, ASTMX05824
OG0000125	MOUSE05385	ASTMX16041
OG0000125	MOUSE10968	ASTMX22883, ASTMX19680
OG0000125	MOUSE10967	ASTMX19461
OG0000125	MOUSE10957, MOUSE10956, MOUSE10959, MOUSE14826	ASTMX13565
OG0000125	MOUSE05399, MOUSE05398	ASTMX10452, ASTMX15866
OG0000125	MOUSE14824, MOUSE14825	ASTMX05329
OG0000125	MOUSE10966	ASTMX19681
OG0000125	MOUSE05382, MOUSE05384, MOUSE05381	ASTMX13832
OG0000125	MOUSE27013, MOUSE27014, MOUSE43956, MOUSE43955, MOUSE43954	ASTMX00267
OG0000125	MOUSE01898, MOUSE01899, MOUSE01900	ASTMX07265
OG0000126	MOUSE36415, MOUSE36417	ASTMX18095
OG0000126	MOUSE03223	ASTMX08006
OG0000126	MOUSE44505	ASTMX06040
OG0000126	MOUSE47557	ASTMX08551
OG0000126	MOUSE54136, MOUSE54135, MOUSE54137	ASTMX08784
OG0000126	MOUSE29573, MOUSE29575	ASTMX11157
OG0000126	MOUSE30423	ASTMX09154
OG0000126	MOUSE12568	ASTMX06187
OG0000126	MOUSE36379, MOUSE36377, MOUSE36378	ASTMX17244
OG0000126	MOUSE19645	ASTMX07769
OG0000126	MOUSE01498, MOUSE01499	ASTMX02408
OG0000126	MOUSE32380	ASTMX15338
OG0000126	MOUSE30420, MOUSE30422, MOUSE30421, MOUSE27727, MOUSE27726	ASTMX09155
OG0000126	MOUSE27725	ASTMX05148
OG0000127	MOUSE47545	ASTMX09798
OG0000127	MOUSE54139	ASTMX08785
OG0000127	MOUSE29572	ASTMX11156
