Orthogroup	MOUSE	AMPFI_ok
OG0000122	MOUSE10935, MOUSE10930, MOUSE10934, MOUSE10936, MOUSE10937, MOUSE10939, MOUSE10941, MOUSE10933, MOUSE10927, MOUSE10928, MOUSE10931, MOUSE10929, MOUSE10932, MOUSE10942, MOUSE10938, MOUSE10940, MOUSE10926, MOUSE26270, MOUSE26269, MOUSE26271, MOUSE14751, MOUSE14753	AMPFI_09948
OG0000123	MOUSE21391, MOUSE47951, MOUSE47950, MOUSE19617	AMPFI_23454
OG0000123	MOUSE09430, MOUSE09429, MOUSE09431	AMPFI_03553
OG0000124	MOUSE45402	AMPFI_24111
OG0000124	MOUSE34424, MOUSE34425	AMPFI_02885
OG0000124	MOUSE27466, MOUSE49894	AMPFI_01689
OG0000125	MOUSE10957, MOUSE10956, MOUSE10959, MOUSE14826, MOUSE05399, MOUSE05398, MOUSE14824, MOUSE14825	AMPFI_03211
OG0000125	MOUSE10964, MOUSE10966, MOUSE05382, MOUSE05384, MOUSE05381, MOUSE10965	AMPFI_16776
OG0000125	MOUSE27013, MOUSE27014, MOUSE43956, MOUSE43955, MOUSE43954	AMPFI_12865
OG0000126	MOUSE47557, MOUSE47555, MOUSE47554, MOUSE54136, MOUSE54135, MOUSE54137, MOUSE29574, MOUSE29573, MOUSE29575, MOUSE47556	AMPFI_13551
OG0000126	MOUSE30423, MOUSE01500	AMPFI_19122
OG0000126	MOUSE12568, MOUSE36379, MOUSE36377, MOUSE36378, MOUSE36380	AMPFI_06519
OG0000126	MOUSE19645, MOUSE01498, MOUSE01499, MOUSE32380, MOUSE30420, MOUSE30422, MOUSE30421, MOUSE27727, MOUSE27726, MOUSE27725	AMPFI_19042
OG0000127	MOUSE47545, MOUSE54139, MOUSE29572	AMPFI_23284
OG0000127	MOUSE52357, MOUSE52358, MOUSE13075	AMPFI_11705
OG0000127	MOUSE09031, MOUSE06835, MOUSE28216	AMPFI_13476
OG0000127	MOUSE12652, MOUSE29242, MOUSE21486, MOUSE21487	AMPFI_18794
OG0000128	MOUSE44975, MOUSE44976, MOUSE50207, MOUSE50208	AMPFI_00795
OG0000128	MOUSE15660, MOUSE15661	AMPFI_16622, AMPFI_18803, AMPFI_04850
OG0000129	MOUSE24658, MOUSE20204, MOUSE18144, MOUSE24659, MOUSE24660, MOUSE24661, MOUSE43330, MOUSE49914, MOUSE27526, MOUSE27523, MOUSE27524, MOUSE27525, MOUSE27522, MOUSE27521	AMPFI_15379
OG0000129	MOUSE45123, MOUSE55058	AMPFI_05870
OG0000130	MOUSE41081	AMPFI_19706
OG0000130	MOUSE54328, MOUSE54329, MOUSE39202, MOUSE39203, MOUSE39204, MOUSE41078, MOUSE41079, MOUSE41080	AMPFI_19363
OG0000131	MOUSE01093, MOUSE01094	AMPFI_01527, AMPFI_14039, AMPFI_21381
OG0000132	MOUSE08918, MOUSE08909, MOUSE21284, MOUSE08828, MOUSE08927, MOUSE08921, MOUSE08935	AMPFI_17725, AMPFI_13763, AMPFI_00592, AMPFI_22956, AMPFI_02003
OG0000132	MOUSE14073	AMPFI_25895
OG0000133	MOUSE39729, MOUSE39728, MOUSE39726, MOUSE39715, MOUSE39712, MOUSE39713, MOUSE39725, MOUSE39724	AMPFI_00173
OG0000137	MOUSE06337, MOUSE06338	AMPFI_02989
OG0000137	MOUSE18094, MOUSE18096	AMPFI_12246
OG0000137	MOUSE18095	AMPFI_14905, AMPFI_17220, AMPFI_19842, AMPFI_12126
OG0000139	MOUSE38143, MOUSE38140, MOUSE38141, MOUSE38139, MOUSE38142	AMPFI_23602, AMPFI_03549
OG0000141	MOUSE54377, MOUSE54378	AMPFI_07634, AMPFI_00765, AMPFI_18896
OG0000142	MOUSE17834	AMPFI_25838
OG0000145	MOUSE32795	AMPFI_23097
OG0000145	MOUSE09874, MOUSE09940	AMPFI_21600
OG0000147	MOUSE23086, MOUSE23085	AMPFI_24113
OG0000147	MOUSE09313, MOUSE09314, MOUSE09315, MOUSE09317, MOUSE12666, MOUSE12667	AMPFI_01784, AMPFI_00036, AMPFI_00137
OG0000147	MOUSE23670, MOUSE23669, MOUSE23668	AMPFI_25058
OG0000147	MOUSE28041, MOUSE28040	AMPFI_22384
OG0000147	MOUSE27544	AMPFI_01359, AMPFI_18115
OG0000148	MOUSE54278, MOUSE54277, MOUSE54279, MOUSE40870, MOUSE40868, MOUSE40869, MOUSE40871, MOUSE07014, MOUSE07018, MOUSE07013, MOUSE23507, MOUSE23504, MOUSE23506, MOUSE23508, MOUSE23505, MOUSE23503	AMPFI_23558
OG0000148	MOUSE40874, MOUSE40873, MOUSE40867, MOUSE40875, MOUSE40878, MOUSE40877, MOUSE40876, MOUSE50108, MOUSE50109, MOUSE23500, MOUSE23499, MOUSE14503	AMPFI_06814
OG0000148	MOUSE23498	AMPFI_00060
OG0000149	MOUSE44762, MOUSE19464	AMPFI_19578, AMPFI_11805
OG0000151	MOUSE50308, MOUSE25496, MOUSE25497, MOUSE31293, MOUSE17567, MOUSE17566, MOUSE17564, MOUSE17565, MOUSE17563, MOUSE31290, MOUSE31291	AMPFI_12292
OG0000151	MOUSE38915, MOUSE05155, MOUSE14577, MOUSE14578, MOUSE22044, MOUSE22042, MOUSE22045	AMPFI_07369, AMPFI_13120
OG0000151	MOUSE38914	AMPFI_05320
OG0000153	MOUSE38334, MOUSE43249, MOUSE43250, MOUSE43251	AMPFI_16848, AMPFI_17135
OG0000155	MOUSE33863, MOUSE33860, MOUSE33862, MOUSE21762, MOUSE21769, MOUSE21768, MOUSE21772, MOUSE21771, MOUSE21765, MOUSE21770, MOUSE21766, MOUSE21767, MOUSE21761, MOUSE33865, MOUSE33866, MOUSE33867, MOUSE33868, MOUSE33874, MOUSE33873, MOUSE33871, MOUSE33864, MOUSE33869, MOUSE33861, MOUSE33870, MOUSE21774, MOUSE21773	AMPFI_11674
OG0000157	MOUSE20681, MOUSE01676	AMPFI_07870
OG0000157	MOUSE52684	AMPFI_18508
OG0000158	MOUSE21505	AMPFI_04624
OG0000159	MOUSE21603	AMPFI_14640
OG0000159	MOUSE00612, MOUSE00610, MOUSE00611	AMPFI_09235
OG0000159	MOUSE27101, MOUSE27099, MOUSE16708, MOUSE16707	AMPFI_11148
OG0000160	MOUSE28371, MOUSE28372, MOUSE28373	AMPFI_10740
OG0000163	MOUSE14894	AMPFI_08892
OG0000163	MOUSE14140, MOUSE14139, MOUSE14141, MOUSE06340, MOUSE14142	AMPFI_03655
OG0000163	MOUSE06339	AMPFI_02815
OG0000163	MOUSE06341, MOUSE14155, MOUSE14157, MOUSE14156, MOUSE14160	AMPFI_01484
OG0000163	MOUSE05232, MOUSE05233, MOUSE05231, MOUSE14893, MOUSE39789, MOUSE39790, MOUSE39791	AMPFI_15100
OG0000164	MOUSE48534	AMPFI_18140
OG0000165	MOUSE29642, MOUSE29641, MOUSE29639, MOUSE29640, MOUSE19386, MOUSE48054, MOUSE12534, MOUSE48055, MOUSE12535, MOUSE54698, MOUSE41531, MOUSE47335, MOUSE36894, MOUSE36895, MOUSE47333, MOUSE47332, MOUSE27722, MOUSE10636, MOUSE01353, MOUSE01354, MOUSE01352, MOUSE54126, MOUSE54125, MOUSE54124, MOUSE04088, MOUSE04089, MOUSE15572, MOUSE13139, MOUSE13138, MOUSE12536	AMPFI_20099
OG0000166	MOUSE46180, MOUSE46181	AMPFI_20566
OG0000166	MOUSE16358	AMPFI_14589
OG0000167	MOUSE35789, MOUSE34068	AMPFI_21928
OG0000168	MOUSE27170, MOUSE27166, MOUSE27169, MOUSE27167, MOUSE27168, MOUSE27165	AMPFI_17580, AMPFI_14464
OG0000168	MOUSE01297, MOUSE01296, MOUSE13205, MOUSE33379, MOUSE20806	AMPFI_03245, AMPFI_18586, AMPFI_18585
OG0000168	MOUSE27171	AMPFI_17991
OG0000171	MOUSE02823, MOUSE02822, MOUSE46727, MOUSE27859, MOUSE46726	AMPFI_21332
OG0000171	MOUSE48309	AMPFI_16514
OG0000172	MOUSE02355, MOUSE22541	AMPFI_14014
OG0000173	MOUSE16104	AMPFI_24760
OG0000173	MOUSE39556, MOUSE38333, MOUSE38332, MOUSE38331, MOUSE15474, MOUSE52385, MOUSE52384, MOUSE34416, MOUSE34413, MOUSE34415, MOUSE34414, MOUSE22661, MOUSE36595, MOUSE36598, MOUSE36593, MOUSE36596, MOUSE36597, MOUSE36594, MOUSE16111, MOUSE16103, MOUSE52386, MOUSE33906, MOUSE34420, MOUSE34587, MOUSE39602, MOUSE39601, MOUSE33907, MOUSE32174, MOUSE32176, MOUSE32177, MOUSE32175	AMPFI_14468
OG0000174	MOUSE13944, MOUSE25057, MOUSE25058	AMPFI_12146
OG0000174	MOUSE12800, MOUSE12801, MOUSE31622	AMPFI_25103
OG0000175	MOUSE21629, MOUSE32004, MOUSE32003	AMPFI_13786
OG0000179	MOUSE02858, MOUSE18997, MOUSE02856, MOUSE11162	AMPFI_12504
OG0000179	MOUSE19509, MOUSE51773	AMPFI_16964
OG0000179	MOUSE30037, MOUSE26366, MOUSE53320	AMPFI_00481
OG0000180	MOUSE38826	AMPFI_15615
OG0000181	MOUSE07217	AMPFI_12882
OG0000183	MOUSE42801, MOUSE08189, MOUSE08186, MOUSE08187, MOUSE08190, MOUSE20337, MOUSE20343, MOUSE20344, MOUSE20338, MOUSE20339, MOUSE20341, MOUSE20340, MOUSE24700	AMPFI_14083
OG0000183	MOUSE51137, MOUSE51138, MOUSE51136, MOUSE51139	AMPFI_03468
OG0000184	MOUSE24064, MOUSE24056, MOUSE24057, MOUSE24065, MOUSE24062, MOUSE24061, MOUSE24063, MOUSE24060, MOUSE24059, MOUSE24067, MOUSE24068, MOUSE24181, MOUSE24180, MOUSE24179, MOUSE24178, MOUSE30888	AMPFI_03874, AMPFI_09399, AMPFI_14819
OG0000186	MOUSE07875, MOUSE07874, MOUSE18796, MOUSE42682	AMPFI_23623
OG0000186	MOUSE08548	AMPFI_01786
OG0000188	MOUSE12814, MOUSE21053, MOUSE21052, MOUSE48307	AMPFI_08253
OG0000190	MOUSE25818, MOUSE25812	AMPFI_23252
OG0000190	MOUSE31898, MOUSE31897, MOUSE31899, MOUSE25811, MOUSE31896, MOUSE25813, MOUSE25815, MOUSE25816, MOUSE25819, MOUSE25814, MOUSE25817, MOUSE25822, MOUSE25821, MOUSE25820	AMPFI_22113
OG0000192	MOUSE31398, MOUSE31399, MOUSE32645, MOUSE01413, MOUSE01412	AMPFI_10868
OG0000192	MOUSE46094, MOUSE46095, MOUSE46092, MOUSE46093, MOUSE46090, MOUSE16913, MOUSE16914, MOUSE16915	AMPFI_03281
OG0000194	MOUSE29883, MOUSE29879, MOUSE29880, MOUSE29881, MOUSE29882, MOUSE29432, MOUSE29433, MOUSE29431, MOUSE34698, MOUSE34700, MOUSE34701, MOUSE34699, MOUSE34696, MOUSE34697, MOUSE34695	AMPFI_11397, AMPFI_18683, AMPFI_21267, AMPFI_04833, AMPFI_22313, AMPFI_03138, AMPFI_07873, AMPFI_23469, AMPFI_21495, AMPFI_14332, AMPFI_14028
OG0000195	MOUSE52235, MOUSE52236, MOUSE52239, MOUSE52237, MOUSE52242, MOUSE52243, MOUSE52241, MOUSE04098, MOUSE04099, MOUSE52244	AMPFI_05326
OG0000197	MOUSE30186, MOUSE51336	AMPFI_00635, AMPFI_18783, AMPFI_00480
OG0000197	MOUSE34852, MOUSE34853, MOUSE52313, MOUSE52312, MOUSE34129, MOUSE00710, MOUSE00709, MOUSE29305, MOUSE29309, MOUSE29308, MOUSE29310, MOUSE29311, MOUSE29313, MOUSE29307, MOUSE29312	AMPFI_14260
OG0000198	MOUSE37485, MOUSE37483, MOUSE37486, MOUSE37484, MOUSE34504, MOUSE34500, MOUSE34499, MOUSE34498, MOUSE34502, MOUSE34501, MOUSE34496, MOUSE34497, MOUSE15130, MOUSE15131	AMPFI_24261
OG0000201	MOUSE38533, MOUSE38534, MOUSE14083	AMPFI_03122
OG0000201	MOUSE03853, MOUSE03854, MOUSE03851, MOUSE03850, MOUSE03855, MOUSE03849, MOUSE03848, MOUSE03852, MOUSE03856, MOUSE01053, MOUSE01052	AMPFI_01733
OG0000202	MOUSE07511, MOUSE48067, MOUSE48245, MOUSE47837, MOUSE47835, MOUSE47833, MOUSE47834, MOUSE12756, MOUSE12757, MOUSE12758, MOUSE12754, MOUSE46869, MOUSE46868, MOUSE46870, MOUSE27899, MOUSE27900, MOUSE27898, MOUSE03258, MOUSE46792, MOUSE46791, MOUSE30371, MOUSE30372, MOUSE30373, MOUSE30374	AMPFI_02277
OG0000203	MOUSE15592	AMPFI_10377, AMPFI_15263
OG0000203	MOUSE34963	AMPFI_06550
OG0000204	MOUSE23102, MOUSE23101	AMPFI_16667
OG0000204	MOUSE44453, MOUSE44451, MOUSE44452, MOUSE14528, MOUSE14529, MOUSE14530, MOUSE14527	AMPFI_16653, AMPFI_14128, AMPFI_06859
OG0000204	MOUSE27285	AMPFI_19770
OG0000205	MOUSE05525, MOUSE18370, MOUSE14654	AMPFI_19091
OG0000206	MOUSE46696, MOUSE46691	AMPFI_22039
OG0000207	MOUSE19031, MOUSE28832, MOUSE28833	AMPFI_08635, AMPFI_15520
OG0000208	MOUSE28784, MOUSE28785, MOUSE04342, MOUSE04346, MOUSE04345, MOUSE04344, MOUSE04343, MOUSE04690, MOUSE39382, MOUSE39136	AMPFI_19368, AMPFI_25316, AMPFI_25934, AMPFI_04187
OG0000209	MOUSE46040, MOUSE46041, MOUSE46039	AMPFI_09916, AMPFI_13365, AMPFI_06393
OG0000209	MOUSE07653	AMPFI_21414
OG0000210	MOUSE33248, MOUSE33247, MOUSE33246	AMPFI_16256
OG0000210	MOUSE15655, MOUSE15654	AMPFI_21005
OG0000211	MOUSE51114, MOUSE51115	AMPFI_10849
OG0000211	MOUSE44580, MOUSE44581, MOUSE44579, MOUSE20694, MOUSE20693	AMPFI_12814
OG0000211	MOUSE01466, MOUSE44832	AMPFI_16753
OG0000211	MOUSE44578	AMPFI_21968
OG0000213	MOUSE04327, MOUSE04326, MOUSE37340	AMPFI_07663
OG0000215	MOUSE19203, MOUSE27957	AMPFI_03565
OG0000215	MOUSE22557, MOUSE27958	AMPFI_23213
OG0000216	MOUSE17640	AMPFI_00473
OG0000216	MOUSE43536	AMPFI_10830
OG0000218	MOUSE10867, MOUSE45082	AMPFI_25516, AMPFI_06166, AMPFI_13579, AMPFI_21946, AMPFI_02956
OG0000218	MOUSE22179	AMPFI_17247, AMPFI_03024, AMPFI_13048
OG0000220	MOUSE11020, MOUSE11019, MOUSE11021	AMPFI_11145
OG0000221	MOUSE22515, MOUSE22518, MOUSE22513, MOUSE22517, MOUSE22516, MOUSE22514, MOUSE53204, MOUSE53205, MOUSE53203, MOUSE05742, MOUSE05741	AMPFI_07550
OG0000221	MOUSE22156, MOUSE18361	AMPFI_18146, AMPFI_19059
OG0000222	MOUSE34451, MOUSE34452, MOUSE34453, MOUSE34454, MOUSE22872, MOUSE22873, MOUSE22874	AMPFI_16387, AMPFI_05918, AMPFI_03073
OG0000223	MOUSE13614, MOUSE28432, MOUSE28431, MOUSE35624, MOUSE35625	AMPFI_09693
OG0000225	MOUSE06880, MOUSE06881, MOUSE06882, MOUSE06888, MOUSE23452, MOUSE23453, MOUSE23451, MOUSE52882, MOUSE52881, MOUSE52880, MOUSE35428, MOUSE35429, MOUSE35426, MOUSE35427, MOUSE02372, MOUSE02371, MOUSE32095, MOUSE37168, MOUSE37169, MOUSE37170, MOUSE19594, MOUSE19593, MOUSE19595	AMPFI_24201, AMPFI_00311
OG0000226	MOUSE22184	AMPFI_16446
OG0000227	MOUSE01608	AMPFI_16595
OG0000227	MOUSE22120	AMPFI_00331
OG0000227	MOUSE01605, MOUSE01607, MOUSE01606, MOUSE51778	AMPFI_23018
OG0000227	MOUSE15731	AMPFI_12350
OG0000227	MOUSE48941, MOUSE48940, MOUSE48939, MOUSE09066, MOUSE28250	AMPFI_07507
OG0000228	MOUSE04514, MOUSE26663, MOUSE04513, MOUSE04516, MOUSE04515, MOUSE26665, MOUSE26664, MOUSE26662	AMPFI_21741
OG0000229	MOUSE55219	AMPFI_05764, AMPFI_10072, AMPFI_24212, AMPFI_15142, AMPFI_19973, AMPFI_16169, AMPFI_17069, AMPFI_03077
OG0000230	MOUSE06858, MOUSE06860, MOUSE06859	AMPFI_09954
OG0000231	MOUSE49173, MOUSE32117	AMPFI_01759
OG0000231	MOUSE21874	AMPFI_02162
OG0000232	MOUSE36562	AMPFI_12303
OG0000234	MOUSE19093, MOUSE19092, MOUSE19095, MOUSE19096, MOUSE19094, MOUSE51563, MOUSE51565, MOUSE51566, MOUSE51567, MOUSE30639, MOUSE30638, MOUSE30635, MOUSE30636, MOUSE30637	AMPFI_09748
OG0000234	MOUSE24948, MOUSE24946, MOUSE24950, MOUSE24944, MOUSE24952, MOUSE24951, MOUSE24954, MOUSE24945, MOUSE24953, MOUSE24947, MOUSE24949, MOUSE24959, MOUSE24956, MOUSE26980, MOUSE26977, MOUSE26979, MOUSE26978	AMPFI_05768
OG0000236	MOUSE31733	AMPFI_19570
OG0000236	MOUSE00105	AMPFI_14068
OG0000236	MOUSE31734	AMPFI_25372, AMPFI_15559, AMPFI_23568, AMPFI_05672
OG0000239	MOUSE05656, MOUSE05655, MOUSE18920, MOUSE22235, MOUSE22234, MOUSE22233, MOUSE22237, MOUSE22236	AMPFI_07816
OG0000239	MOUSE07433	AMPFI_07246, AMPFI_08248
OG0000239	MOUSE05662, MOUSE05661, MOUSE39765, MOUSE39768, MOUSE39766	AMPFI_20472
OG0000240	MOUSE01114, MOUSE01115, MOUSE01113	AMPFI_05219, AMPFI_05218
OG0000242	MOUSE41838, MOUSE41839, MOUSE02203, MOUSE02202, MOUSE26960, MOUSE26962, MOUSE26961, MOUSE42234	AMPFI_10835, AMPFI_24613
OG0000242	MOUSE21780, MOUSE21779, MOUSE35398	AMPFI_05850
OG0000243	MOUSE09637, MOUSE09639	AMPFI_02124
OG0000245	MOUSE44329, MOUSE44328, MOUSE41936, MOUSE16429, MOUSE16428, MOUSE16427, MOUSE50569, MOUSE50568, MOUSE24377, MOUSE26206, MOUSE26205, MOUSE06007, MOUSE03802, MOUSE03801, MOUSE44302, MOUSE14115	AMPFI_02673
OG0000248	MOUSE09714, MOUSE09715, MOUSE09716, MOUSE09726, MOUSE09722, MOUSE09717, MOUSE09695, MOUSE09693, MOUSE09694, MOUSE09819, MOUSE09818, MOUSE30742, MOUSE30741, MOUSE30740	AMPFI_08134, AMPFI_21352
OG0000250	MOUSE41924	AMPFI_16594
OG0000250	MOUSE06159, MOUSE06158, MOUSE06161, MOUSE06160	AMPFI_05967
OG0000250	MOUSE47989, MOUSE47988	AMPFI_18668, AMPFI_20205, AMPFI_19063
OG0000250	MOUSE41925, MOUSE41926, MOUSE41921, MOUSE41920, MOUSE41923, MOUSE41922	AMPFI_12386
OG0000251	MOUSE15436, MOUSE15435, MOUSE15434, MOUSE15438, MOUSE15439, MOUSE15441, MOUSE15440, MOUSE34455	AMPFI_03175
OG0000252	MOUSE51276	AMPFI_06807
OG0000252	MOUSE12846	AMPFI_12029
OG0000254	MOUSE16806	AMPFI_22443
OG0000255	MOUSE55667	AMPFI_21142
OG0000255	MOUSE27280, MOUSE27279	AMPFI_03946, AMPFI_14685, AMPFI_21286, AMPFI_16948
OG0000256	MOUSE25569, MOUSE48599	AMPFI_08473
OG0000256	MOUSE19546, MOUSE27729, MOUSE27728, MOUSE30485, MOUSE30484	AMPFI_07025, AMPFI_16869
OG0000257	MOUSE07914, MOUSE07916, MOUSE07915, MOUSE28077, MOUSE28076	AMPFI_24622
OG0000258	MOUSE05945	AMPFI_24588
OG0000258	MOUSE42103	AMPFI_21660
OG0000258	MOUSE11272, MOUSE11273, MOUSE11274, MOUSE11276, MOUSE11275, MOUSE11271, MOUSE24985, MOUSE24984	AMPFI_11627
OG0000260	MOUSE07000, MOUSE06999, MOUSE52627, MOUSE52624, MOUSE52625	AMPFI_24181
OG0000260	MOUSE46802	AMPFI_02009, AMPFI_19737
OG0000260	MOUSE52628	AMPFI_19738
OG0000263	MOUSE21739	AMPFI_00438, AMPFI_09186, AMPFI_21947, AMPFI_07367, AMPFI_19982, AMPFI_22146, AMPFI_19084, AMPFI_23746, AMPFI_05784, AMPFI_09365, AMPFI_22196, AMPFI_17471, AMPFI_16413, AMPFI_04016, AMPFI_25277
OG0000265	MOUSE15187, MOUSE15189, MOUSE15188	AMPFI_11224
OG0000268	MOUSE26202, MOUSE26203, MOUSE19072	AMPFI_23943
OG0000269	MOUSE26254, MOUSE05821, MOUSE05822, MOUSE25056	AMPFI_00757
OG0000270	MOUSE18775, MOUSE07338, MOUSE07339, MOUSE07337, MOUSE42694, MOUSE42691, MOUSE42692	AMPFI_19866
OG0000270	MOUSE16390, MOUSE00633	AMPFI_18262
OG0000271	MOUSE15712, MOUSE15711, MOUSE05806, MOUSE26256, MOUSE26257, MOUSE26255, MOUSE08533, MOUSE01191, MOUSE01190, MOUSE01193, MOUSE01189, MOUSE16479, MOUSE16477, MOUSE16478, MOUSE14823, MOUSE14822, MOUSE49985, MOUSE49983	AMPFI_21553
OG0000272	MOUSE04533	AMPFI_21855
OG0000272	MOUSE06800, MOUSE06802, MOUSE06801, MOUSE34249, MOUSE13424, MOUSE28648, MOUSE38225, MOUSE35816	AMPFI_20114
OG0000273	MOUSE48516	AMPFI_11471
OG0000273	MOUSE15144, MOUSE15143, MOUSE15142, MOUSE15139, MOUSE15141, MOUSE15140, MOUSE15145	AMPFI_01958
OG0000273	MOUSE37237, MOUSE37236	AMPFI_06629
OG0000273	MOUSE35701, MOUSE35704, MOUSE35700, MOUSE35702, MOUSE35699, MOUSE35703	AMPFI_05763
OG0000275	MOUSE21166, MOUSE21164, MOUSE21165, MOUSE32485, MOUSE32486, MOUSE32492, MOUSE32482, MOUSE32484, MOUSE32489, MOUSE32488, MOUSE32490, MOUSE32483, MOUSE32487, MOUSE32493, MOUSE32481, MOUSE32494, MOUSE32491, MOUSE32495, MOUSE25205, MOUSE25202, MOUSE25203, MOUSE25204, MOUSE25201	AMPFI_19384
OG0000276	MOUSE48674, MOUSE48673, MOUSE48675, MOUSE48676	AMPFI_21490, AMPFI_19137
OG0000276	MOUSE36254, MOUSE36256	AMPFI_23250
OG0000277	MOUSE46595, MOUSE46588, MOUSE46593, MOUSE46589, MOUSE46591, MOUSE20616, MOUSE37493, MOUSE37488, MOUSE37489	AMPFI_09153
OG0000277	MOUSE11509, MOUSE11511, MOUSE11512, MOUSE11510, MOUSE11513, MOUSE31700, MOUSE31698, MOUSE31701, MOUSE31702, MOUSE31699, MOUSE31697, MOUSE31696, MOUSE09541	AMPFI_19405
OG0000278	MOUSE03880, MOUSE03879, MOUSE37958, MOUSE37959	AMPFI_20031
OG0000278	MOUSE48469, MOUSE32002, MOUSE19188	AMPFI_23155
OG0000278	MOUSE03084	AMPFI_11370
OG0000278	MOUSE12425	AMPFI_25739, AMPFI_15284
OG0000280	MOUSE00580, MOUSE00579	AMPFI_02568
OG0000282	MOUSE25102, MOUSE25103, MOUSE25101, MOUSE05300, MOUSE05299	AMPFI_11943
OG0000282	MOUSE25104, MOUSE25105	AMPFI_24461
OG0000282	MOUSE40389, MOUSE40390, MOUSE40391, MOUSE40388, MOUSE40387	AMPFI_16635
OG0000282	MOUSE21276	AMPFI_18258
OG0000282	MOUSE37148, MOUSE37147	AMPFI_00662
OG0000284	MOUSE31918, MOUSE17694, MOUSE17693, MOUSE50359, MOUSE50358, MOUSE50357, MOUSE50360, MOUSE50361	AMPFI_12259, AMPFI_25463
OG0000284	MOUSE31385, MOUSE32647, MOUSE32649, MOUSE32646, MOUSE32648, MOUSE32650	AMPFI_25872, AMPFI_11998
OG0000286	MOUSE41538, MOUSE41541, MOUSE41539	AMPFI_03455, AMPFI_19320, AMPFI_22609
OG0000286	MOUSE13888, MOUSE13889	AMPFI_01055
OG0000286	MOUSE41540	AMPFI_18359, AMPFI_18686, AMPFI_22300, AMPFI_02755
OG0000288	MOUSE44721, MOUSE00440, MOUSE00441, MOUSE00442, MOUSE32028	AMPFI_04129
OG0000289	MOUSE33710, MOUSE33709, MOUSE10526, MOUSE10525	AMPFI_17606
OG0000289	MOUSE52131, MOUSE52130	AMPFI_16478
OG0000295	MOUSE06347, MOUSE06349, MOUSE06351	AMPFI_07689, AMPFI_07690
OG0000296	MOUSE07567, MOUSE07566	AMPFI_07491
OG0000296	MOUSE13260, MOUSE52225, MOUSE52224, MOUSE52221, MOUSE52222	AMPFI_21136, AMPFI_23948
OG0000296	MOUSE09978, MOUSE09979, MOUSE09980, MOUSE49628	AMPFI_13267
OG0000297	MOUSE10335, MOUSE51857, MOUSE20691, MOUSE09209, MOUSE09208, MOUSE09211, MOUSE09210, MOUSE28914, MOUSE28913	AMPFI_06146, AMPFI_04214, AMPFI_18218, AMPFI_14665
OG0000298	MOUSE23153, MOUSE23152, MOUSE23155, MOUSE23154, MOUSE23156, MOUSE02730, MOUSE20125	AMPFI_05316, AMPFI_20740, AMPFI_23715
OG0000299	MOUSE18580, MOUSE18583, MOUSE18582, MOUSE18581, MOUSE18578, MOUSE18579, MOUSE18576, MOUSE18577, MOUSE28485, MOUSE28484, MOUSE28483, MOUSE28486	AMPFI_23716
OG0000300	MOUSE52037	AMPFI_08700
OG0000301	MOUSE11549, MOUSE09483, MOUSE09484, MOUSE09490, MOUSE09485, MOUSE09486, MOUSE09487, MOUSE09488, MOUSE09489, MOUSE31680, MOUSE31678, MOUSE31676, MOUSE31679, MOUSE31681, MOUSE31682, MOUSE31675	AMPFI_01248
OG0000301	MOUSE39233, MOUSE39234	AMPFI_07549
OG0000301	MOUSE00835	AMPFI_06298
OG0000303	MOUSE42816	AMPFI_15474, AMPFI_24726, AMPFI_06151
OG0000305	MOUSE02286, MOUSE02288, MOUSE02287	AMPFI_03870
OG0000305	MOUSE35196, MOUSE35195, MOUSE35197, MOUSE35194	AMPFI_02684
OG0000306	MOUSE11060, MOUSE19585, MOUSE19586, MOUSE31468, MOUSE31467, MOUSE11059	AMPFI_01092
OG0000306	MOUSE31462, MOUSE31461	AMPFI_20442
OG0000307	MOUSE27602	AMPFI_24120, AMPFI_08307
OG0000308	MOUSE35252, MOUSE35253, MOUSE26283	AMPFI_19983
OG0000308	MOUSE34117	AMPFI_20295
OG0000308	MOUSE10045, MOUSE10046	AMPFI_18028
OG0000309	MOUSE24980	AMPFI_00020, AMPFI_05314, AMPFI_03296
OG0000310	MOUSE53716, MOUSE53717	AMPFI_23833
OG0000312	MOUSE51863, MOUSE10438, MOUSE10436, MOUSE10437	AMPFI_07712
OG0000312	MOUSE53493	AMPFI_20772
OG0000312	MOUSE29611, MOUSE29612, MOUSE29610, MOUSE29795, MOUSE29796	AMPFI_21121
OG0000313	MOUSE48211, MOUSE47522, MOUSE47523, MOUSE47520, MOUSE47521	AMPFI_05659
OG0000313	MOUSE23145, MOUSE23143, MOUSE41458, MOUSE41457, MOUSE41459	AMPFI_25204
OG0000313	MOUSE39099, MOUSE39102, MOUSE39101, MOUSE39100, MOUSE39098, MOUSE39103	AMPFI_24408
OG0000314	MOUSE14231, MOUSE14229, MOUSE14228, MOUSE14230, MOUSE05069, MOUSE05070, MOUSE44270, MOUSE44271, MOUSE44269	AMPFI_19303
OG0000315	MOUSE35599	AMPFI_07728
OG0000315	MOUSE22601, MOUSE22603, MOUSE22602, MOUSE40631, MOUSE40632, MOUSE22950, MOUSE14212, MOUSE35597, MOUSE35598, MOUSE35595, MOUSE35594, MOUSE35600	AMPFI_07490
OG0000315	MOUSE07004, MOUSE07005, MOUSE45241	AMPFI_02270
OG0000315	MOUSE34619	AMPFI_09332
