Orthogroup	MOUSE	AENJA_ok
OG0000098	MOUSE20701, MOUSE27744, MOUSE27743, MOUSE20730, MOUSE44534, MOUSE44540, MOUSE44541, MOUSE44537, MOUSE44546, MOUSE44536, MOUSE44538, MOUSE44535, MOUSE44533, MOUSE20728, MOUSE20727, MOUSE20726, MOUSE20725, MOUSE20729	AENJA_22563, AENJA_15215
OG0000099	MOUSE43058, MOUSE50899, MOUSE00625, MOUSE00626, MOUSE00624, MOUSE00623, MOUSE33922, MOUSE16210, MOUSE16209, MOUSE16208, MOUSE16204, MOUSE16205, MOUSE16206, MOUSE16207	AENJA_07638, AENJA_14869
OG0000101	MOUSE49370, MOUSE49670	AENJA_26592
OG0000101	MOUSE02576, MOUSE49671	AENJA_26594
OG0000101	MOUSE15611, MOUSE15612	AENJA_06142
OG0000101	MOUSE02574, MOUSE02575, MOUSE02573, MOUSE02572, MOUSE02456, MOUSE02446, MOUSE02447, MOUSE02449, MOUSE02452, MOUSE02454, MOUSE02453, MOUSE02455, MOUSE02457, MOUSE26355	AENJA_14914, AENJA_21479, AENJA_11421
OG0000102	MOUSE08156, MOUSE08155, MOUSE24799, MOUSE24798	AENJA_05030, AENJA_01229, AENJA_14532, AENJA_03604, AENJA_09290, AENJA_02099, AENJA_11586, AENJA_05172, AENJA_21823, AENJA_22292, AENJA_08727, AENJA_26596, AENJA_03728, AENJA_05251, AENJA_05418, AENJA_25773, AENJA_16535, AENJA_01181, AENJA_19177, AENJA_19154, AENJA_17660, AENJA_22655, AENJA_11696, AENJA_07164
OG0000102	MOUSE25940	AENJA_22391
OG0000102	MOUSE25337, MOUSE25336, MOUSE25939	AENJA_06075
OG0000103	MOUSE03946, MOUSE03948, MOUSE03949, MOUSE03945, MOUSE03951, MOUSE03944, MOUSE12336, MOUSE12340, MOUSE15975, MOUSE28384	AENJA_10812
OG0000103	MOUSE43972, MOUSE43973, MOUSE43970, MOUSE43971, MOUSE43974, MOUSE03980, MOUSE03977, MOUSE03979, MOUSE15157, MOUSE14014	AENJA_14367
OG0000104	MOUSE50572, MOUSE50573, MOUSE16444, MOUSE16442, MOUSE16443, MOUSE16439, MOUSE16441, MOUSE16438, MOUSE16437, MOUSE16440, MOUSE16436	AENJA_04107
OG0000104	MOUSE06976, MOUSE06975, MOUSE06978, MOUSE06980, MOUSE06979, MOUSE06981, MOUSE06983, MOUSE06982, MOUSE15501, MOUSE15498, MOUSE15499, MOUSE05643, MOUSE05641, MOUSE05642	AENJA_02684
OG0000104	MOUSE50577, MOUSE16445, MOUSE16446, MOUSE50574, MOUSE50575, MOUSE50576	AENJA_26666
OG0000106	MOUSE49277, MOUSE49278, MOUSE55330, MOUSE49769, MOUSE29352, MOUSE29353, MOUSE29354, MOUSE29357, MOUSE29355	AENJA_21591
OG0000106	MOUSE32021	AENJA_13743
OG0000106	MOUSE30798, MOUSE30797, MOUSE51789, MOUSE51787, MOUSE51788	AENJA_23816, AENJA_15640, AENJA_15584, AENJA_15585, AENJA_15161, AENJA_24394, AENJA_24395
OG0000108	MOUSE50933	AENJA_16086
OG0000108	MOUSE15530, MOUSE15531, MOUSE12588, MOUSE50934, MOUSE50931, MOUSE50935, MOUSE50932	AENJA_09590, AENJA_26619, AENJA_12891, AENJA_12893, AENJA_12894
OG0000109	MOUSE51699	AENJA_20123
OG0000109	MOUSE33717	AENJA_13828, AENJA_18518, AENJA_16912, AENJA_13953, AENJA_06460, AENJA_11116, AENJA_14472, AENJA_01542, AENJA_15538, AENJA_12477, AENJA_02149, AENJA_19268, AENJA_01689, AENJA_01697, AENJA_01520, AENJA_15125, AENJA_01693, AENJA_25302, AENJA_15124, AENJA_19269, AENJA_19270, AENJA_04502, AENJA_24882, AENJA_00042, AENJA_01688
OG0000113	MOUSE08566, MOUSE39334, MOUSE39330	AENJA_09826
OG0000114	MOUSE36090, MOUSE36092, MOUSE36094, MOUSE36095, MOUSE36093, MOUSE36096, MOUSE36091, MOUSE34889, MOUSE34888	AENJA_23585, AENJA_23588, AENJA_23590, AENJA_26073
OG0000116	MOUSE27994	AENJA_23563, AENJA_23564
OG0000117	MOUSE27159, MOUSE27158, MOUSE26358	AENJA_02548
OG0000117	MOUSE26103, MOUSE26102	AENJA_22084
OG0000119	MOUSE26432, MOUSE26431, MOUSE26430, MOUSE02581, MOUSE02580, MOUSE05168, MOUSE05166, MOUSE05165, MOUSE05167	AENJA_18357, AENJA_20512
OG0000119	MOUSE26569, MOUSE53192, MOUSE53193, MOUSE53194	AENJA_08115, AENJA_08491
OG0000120	MOUSE32833	AENJA_04133
OG0000121	MOUSE48188, MOUSE48187, MOUSE21383	AENJA_09065
OG0000121	MOUSE01294	AENJA_24297
OG0000121	MOUSE22218, MOUSE22217	AENJA_07109, AENJA_25145
OG0000122	MOUSE05693, MOUSE35483, MOUSE35485, MOUSE35486, MOUSE22654	AENJA_09263
OG0000122	MOUSE10935, MOUSE10930, MOUSE10934, MOUSE10936, MOUSE10937, MOUSE10939, MOUSE10941, MOUSE10933, MOUSE10927, MOUSE10928, MOUSE10931, MOUSE10929, MOUSE10932, MOUSE10942, MOUSE10938, MOUSE10940, MOUSE10926, MOUSE26270, MOUSE26269, MOUSE26271, MOUSE14751, MOUSE14753	AENJA_14198
OG0000123	MOUSE36089, MOUSE09426, MOUSE09427	AENJA_11261
OG0000123	MOUSE21391, MOUSE47951, MOUSE47950, MOUSE19617	AENJA_22182
OG0000123	MOUSE19619	AENJA_08161
OG0000123	MOUSE09430, MOUSE09429, MOUSE09431	AENJA_11939, AENJA_11934, AENJA_04063
OG0000124	MOUSE45402	AENJA_03116, AENJA_25792
OG0000124	MOUSE06474, MOUSE06473, MOUSE38647, MOUSE38648, MOUSE14045	AENJA_04495
OG0000124	MOUSE34424, MOUSE34425	AENJA_09769, AENJA_03187
OG0000124	MOUSE07351, MOUSE07350, MOUSE07352, MOUSE18780, MOUSE18779	AENJA_26736
OG0000124	MOUSE27466, MOUSE49894	AENJA_05859
OG0000125	MOUSE05385, MOUSE10968, MOUSE10967	AENJA_09264
OG0000125	MOUSE10957, MOUSE10956, MOUSE10959, MOUSE14826, MOUSE05399, MOUSE05398, MOUSE14824, MOUSE14825	AENJA_18946
OG0000125	MOUSE10964, MOUSE10966, MOUSE05382, MOUSE05384, MOUSE05381, MOUSE10965	AENJA_04836
OG0000125	MOUSE27013, MOUSE27014, MOUSE43956, MOUSE43955, MOUSE43954	AENJA_07272
OG0000126	MOUSE47557, MOUSE47555, MOUSE47554, MOUSE54136, MOUSE54135, MOUSE54137, MOUSE29574, MOUSE29573, MOUSE29575, MOUSE47556	AENJA_24273
OG0000126	MOUSE19645, MOUSE01498, MOUSE01499, MOUSE32380, MOUSE30420, MOUSE30422, MOUSE30421, MOUSE27727, MOUSE27726, MOUSE27725	AENJA_07507
OG0000127	MOUSE47545, MOUSE54139, MOUSE29572	AENJA_11132
OG0000127	MOUSE52357, MOUSE52358, MOUSE13075	AENJA_20308
OG0000127	MOUSE09031, MOUSE06835, MOUSE28216	AENJA_04153
OG0000127	MOUSE12652, MOUSE29242, MOUSE21486, MOUSE21487	AENJA_17569
OG0000127	MOUSE17076, MOUSE17077, MOUSE17078, MOUSE14094, MOUSE06008	AENJA_00497
OG0000128	MOUSE20235	AENJA_22594, AENJA_22595
OG0000128	MOUSE44975, MOUSE44976, MOUSE50207, MOUSE50208	AENJA_07850, AENJA_17413, AENJA_26743
OG0000128	MOUSE15660, MOUSE15661	AENJA_21735
OG0000129	MOUSE24658, MOUSE20204, MOUSE18144, MOUSE24659, MOUSE24660, MOUSE24661, MOUSE43330, MOUSE49914, MOUSE27526, MOUSE27523, MOUSE27524, MOUSE27525, MOUSE27522, MOUSE27521	AENJA_11469
OG0000129	MOUSE45123, MOUSE55058	AENJA_21737
OG0000129	MOUSE23071, MOUSE23074, MOUSE23073, MOUSE23072, MOUSE49915	AENJA_12119, AENJA_20942, AENJA_12123
OG0000130	MOUSE41081	AENJA_15966
OG0000131	MOUSE01093, MOUSE01094	AENJA_13807, AENJA_21097
OG0000131	MOUSE23091	AENJA_26204, AENJA_02558, AENJA_02442, AENJA_02441
OG0000133	MOUSE39729, MOUSE39728, MOUSE39726, MOUSE39715, MOUSE39712, MOUSE39713, MOUSE39725, MOUSE39724	AENJA_22212
OG0000137	MOUSE13561, MOUSE13559, MOUSE13562, MOUSE13560, MOUSE00324, MOUSE00325, MOUSE00321, MOUSE00323	AENJA_26083
OG0000137	MOUSE06337, MOUSE06338	AENJA_25528, AENJA_11173
OG0000137	MOUSE18094, MOUSE18096	AENJA_09533
OG0000137	MOUSE18095	AENJA_20614
OG0000139	MOUSE38143, MOUSE38140, MOUSE38141, MOUSE38139, MOUSE38142	AENJA_14233, AENJA_10490, AENJA_13897, AENJA_14832, AENJA_14830
OG0000140	MOUSE39686, MOUSE39687, MOUSE39688, MOUSE39689, MOUSE39690	AENJA_01263
OG0000141	MOUSE54377, MOUSE54378	AENJA_11870, AENJA_15985, AENJA_19700, AENJA_22297, AENJA_26376, AENJA_05407
OG0000142	MOUSE17834	AENJA_21733, AENJA_26417
OG0000145	MOUSE32795	AENJA_05166
OG0000145	MOUSE09874, MOUSE09940, MOUSE36073	AENJA_06072
OG0000147	MOUSE23083, MOUSE23081, MOUSE23080, MOUSE23084, MOUSE23082, MOUSE34846, MOUSE34845, MOUSE34844	AENJA_03761
OG0000147	MOUSE09313, MOUSE09314, MOUSE09315, MOUSE09317, MOUSE12666, MOUSE12667	AENJA_12275
OG0000147	MOUSE23670, MOUSE23669, MOUSE23668	AENJA_03922
OG0000147	MOUSE28041, MOUSE28040	AENJA_10787
OG0000147	MOUSE27544	AENJA_03843
OG0000148	MOUSE40874, MOUSE40873, MOUSE40867, MOUSE40875, MOUSE40878, MOUSE40877, MOUSE40876, MOUSE50108, MOUSE50109, MOUSE23500, MOUSE23499, MOUSE14503	AENJA_21220
OG0000149	MOUSE10061, MOUSE10064, MOUSE16718	AENJA_12114
OG0000149	MOUSE44762, MOUSE19464	AENJA_12111, AENJA_03471, AENJA_12512
OG0000149	MOUSE31508, MOUSE31509	AENJA_18447
OG0000151	MOUSE50308, MOUSE25496, MOUSE25497, MOUSE31293, MOUSE17567, MOUSE17566, MOUSE17564, MOUSE17565, MOUSE17563, MOUSE31290, MOUSE31291	AENJA_13408
OG0000151	MOUSE38914	AENJA_13409
OG0000151	MOUSE32838, MOUSE31764	AENJA_03698
OG0000153	MOUSE38334, MOUSE43249, MOUSE43250, MOUSE43251	AENJA_14215
OG0000154	MOUSE16271, MOUSE16267, MOUSE16269, MOUSE16270	AENJA_18738
OG0000155	MOUSE33863, MOUSE33860, MOUSE33862, MOUSE21762, MOUSE21769, MOUSE21768, MOUSE21772, MOUSE21771, MOUSE21765, MOUSE21770, MOUSE21766, MOUSE21767, MOUSE21761, MOUSE33865, MOUSE33866, MOUSE33867, MOUSE33868, MOUSE33874, MOUSE33873, MOUSE33871, MOUSE33864, MOUSE33869, MOUSE33861, MOUSE33870, MOUSE21774, MOUSE21773	AENJA_20550
OG0000157	MOUSE52684	AENJA_08473
OG0000157	MOUSE49056, MOUSE49057, MOUSE49058	AENJA_07142
OG0000158	MOUSE29251, MOUSE29249, MOUSE29250, MOUSE29247, MOUSE00038, MOUSE00039, MOUSE00040, MOUSE21506, MOUSE21503, MOUSE21502, MOUSE21504	AENJA_06739
OG0000159	MOUSE21603	AENJA_16647, AENJA_17890
OG0000159	MOUSE25717	AENJA_06073
OG0000159	MOUSE27101, MOUSE27099, MOUSE16708, MOUSE16707	AENJA_25487
OG0000160	MOUSE28371, MOUSE28372, MOUSE28373	AENJA_06959
OG0000160	MOUSE01089, MOUSE01088, MOUSE01087, MOUSE01081	AENJA_13005
OG0000162	MOUSE26309, MOUSE26310, MOUSE26320, MOUSE26322, MOUSE26321, MOUSE26323, MOUSE26306, MOUSE26305	AENJA_09371
OG0000163	MOUSE14894	AENJA_06699
OG0000163	MOUSE14140, MOUSE14139, MOUSE14141, MOUSE06340, MOUSE14142	AENJA_14266
OG0000163	MOUSE06339	AENJA_00250
OG0000163	MOUSE06341, MOUSE14155, MOUSE14157, MOUSE14156, MOUSE14160	AENJA_14265
OG0000163	MOUSE05232, MOUSE05233, MOUSE05231, MOUSE14893, MOUSE39789, MOUSE39790, MOUSE39791	AENJA_02338
OG0000164	MOUSE48534	AENJA_00513
OG0000164	MOUSE44643, MOUSE44642, MOUSE30837, MOUSE30838, MOUSE10120, MOUSE10121, MOUSE10122, MOUSE48533	AENJA_15219
OG0000165	MOUSE12536	AENJA_04113
OG0000166	MOUSE46601, MOUSE46183	AENJA_09907, AENJA_09910
OG0000166	MOUSE46180, MOUSE46181	AENJA_13257
OG0000166	MOUSE46600, MOUSE46597, MOUSE46596, MOUSE46603, MOUSE01131, MOUSE35817, MOUSE01134, MOUSE01135, MOUSE33480, MOUSE33479, MOUSE03840, MOUSE03841	AENJA_16006
OG0000167	MOUSE35789, MOUSE34068	AENJA_12329
OG0000167	MOUSE28268, MOUSE28270, MOUSE28269, MOUSE31990, MOUSE31991, MOUSE12639, MOUSE34066, MOUSE34067, MOUSE00486, MOUSE00488, MOUSE00485, MOUSE34221, MOUSE28529, MOUSE28530, MOUSE35788	AENJA_12328
OG0000168	MOUSE27170, MOUSE27166, MOUSE27169, MOUSE27167, MOUSE27168, MOUSE27165	AENJA_06793
OG0000168	MOUSE01297, MOUSE01296, MOUSE13205, MOUSE33379, MOUSE20806	AENJA_16549, AENJA_16551
OG0000168	MOUSE27171	AENJA_11862, AENJA_21363
OG0000169	MOUSE41120, MOUSE41121, MOUSE41122, MOUSE41119, MOUSE04019, MOUSE04018, MOUSE04016, MOUSE04015, MOUSE04017, MOUSE04209, MOUSE04210, MOUSE04211, MOUSE04212	AENJA_25576, AENJA_16357, AENJA_16336
OG0000171	MOUSE04583	AENJA_00267
OG0000171	MOUSE21136, MOUSE35961, MOUSE35960	AENJA_26673, AENJA_26672
OG0000171	MOUSE48309	AENJA_09998
OG0000172	MOUSE02356	AENJA_19160, AENJA_21023
OG0000172	MOUSE02355, MOUSE22541	AENJA_10078
OG0000172	MOUSE28892	AENJA_18883, AENJA_11722, AENJA_15851, AENJA_11721, AENJA_21024
OG0000173	MOUSE16104	AENJA_14259
OG0000173	MOUSE39556, MOUSE38333, MOUSE38332, MOUSE38331, MOUSE15474, MOUSE52385, MOUSE52384, MOUSE34416, MOUSE34413, MOUSE34415, MOUSE34414, MOUSE22661, MOUSE36595, MOUSE36598, MOUSE36593, MOUSE36596, MOUSE36597, MOUSE36594, MOUSE16111, MOUSE16103, MOUSE52386, MOUSE33906, MOUSE34420, MOUSE34587, MOUSE39602, MOUSE39601, MOUSE33907, MOUSE32174, MOUSE32176, MOUSE32177, MOUSE32175	AENJA_13078, AENJA_25617, AENJA_18852
OG0000174	MOUSE13944, MOUSE25057, MOUSE25058	AENJA_09684
OG0000174	MOUSE12800, MOUSE12801, MOUSE31622	AENJA_09689
OG0000174	MOUSE25059, MOUSE19080	AENJA_19122
OG0000175	MOUSE37007, MOUSE37008, MOUSE37004, MOUSE37005, MOUSE37006	AENJA_06264, AENJA_00936, AENJA_00556
OG0000175	MOUSE21629, MOUSE32004, MOUSE32003	AENJA_05120
OG0000179	MOUSE02858, MOUSE18997, MOUSE02856, MOUSE11162	AENJA_05305
OG0000179	MOUSE19509, MOUSE51773	AENJA_25279
OG0000179	MOUSE30037	AENJA_09174, AENJA_18216
OG0000180	MOUSE15253, MOUSE15255, MOUSE15254, MOUSE15252, MOUSE15251	AENJA_10008, AENJA_06703
OG0000180	MOUSE29509, MOUSE29508	AENJA_16046
OG0000180	MOUSE48072, MOUSE48074, MOUSE48071, MOUSE38825, MOUSE38824, MOUSE38823, MOUSE42096, MOUSE42097, MOUSE54603	AENJA_19397
OG0000181	MOUSE14627, MOUSE03706, MOUSE05783	AENJA_08843
OG0000181	MOUSE39163, MOUSE11210, MOUSE11208	AENJA_22272
OG0000183	MOUSE42801, MOUSE08189, MOUSE08186, MOUSE08187, MOUSE08190, MOUSE20337, MOUSE20343, MOUSE20344, MOUSE20338, MOUSE20339, MOUSE20341, MOUSE20340, MOUSE24700	AENJA_03852
OG0000183	MOUSE51267, MOUSE51268, MOUSE51266	AENJA_18616
OG0000183	MOUSE51137, MOUSE51138, MOUSE51136, MOUSE51139	AENJA_21091
OG0000184	MOUSE24058, MOUSE24066	AENJA_15402, AENJA_19874
OG0000184	MOUSE24064, MOUSE24056, MOUSE24057, MOUSE24065, MOUSE24062, MOUSE24061, MOUSE24063, MOUSE24060, MOUSE24059, MOUSE24067, MOUSE24068, MOUSE24181, MOUSE24180, MOUSE24179, MOUSE24178, MOUSE30888	AENJA_19614, AENJA_08959, AENJA_22614
OG0000185	MOUSE14614, MOUSE14615, MOUSE14613, MOUSE15733	AENJA_05818
OG0000185	MOUSE13671, MOUSE13672	AENJA_24956
OG0000185	MOUSE48986, MOUSE48987, MOUSE12446, MOUSE09959	AENJA_06437
OG0000185	MOUSE06590, MOUSE06589	AENJA_19885
OG0000186	MOUSE42683	AENJA_22491
OG0000188	MOUSE12814, MOUSE21053, MOUSE21052, MOUSE48307	AENJA_15378
OG0000190	MOUSE25818, MOUSE25812	AENJA_02749
OG0000192	MOUSE22431	AENJA_20612
OG0000192	MOUSE31398, MOUSE31399, MOUSE32645, MOUSE01413, MOUSE01412	AENJA_06675
OG0000192	MOUSE25324	AENJA_19694
OG0000192	MOUSE46094, MOUSE46095, MOUSE46092, MOUSE46093, MOUSE46090, MOUSE16913, MOUSE16914, MOUSE16915	AENJA_16678, AENJA_04859
OG0000193	MOUSE38224, MOUSE38223, MOUSE37517, MOUSE10603, MOUSE43494, MOUSE51242, MOUSE51243, MOUSE17401, MOUSE17402	AENJA_13914
OG0000194	MOUSE29883, MOUSE29879, MOUSE29880, MOUSE29881, MOUSE29882, MOUSE29432, MOUSE29433, MOUSE29431, MOUSE34698, MOUSE34700, MOUSE34701, MOUSE34699, MOUSE34696, MOUSE34697, MOUSE34695	AENJA_10642, AENJA_01834
OG0000195	MOUSE52235, MOUSE52236, MOUSE52239, MOUSE52237, MOUSE52242, MOUSE52243, MOUSE52241, MOUSE04098, MOUSE04099, MOUSE52244	AENJA_16048
OG0000197	MOUSE30186, MOUSE51336	AENJA_18863, AENJA_02976, AENJA_03276
OG0000197	MOUSE34852, MOUSE34853, MOUSE52313, MOUSE52312, MOUSE34129, MOUSE00710, MOUSE00709, MOUSE29305, MOUSE29309, MOUSE29308, MOUSE29310, MOUSE29311, MOUSE29313, MOUSE29307, MOUSE29312	AENJA_03262
OG0000201	MOUSE38533, MOUSE38534, MOUSE14083	AENJA_04223
OG0000201	MOUSE02711, MOUSE02710, MOUSE02712, MOUSE02709, MOUSE04353, MOUSE04354, MOUSE26660	AENJA_12926
OG0000201	MOUSE03853, MOUSE03854, MOUSE03851, MOUSE03850, MOUSE03855, MOUSE03849, MOUSE03848, MOUSE03852, MOUSE03856, MOUSE01053, MOUSE01052	AENJA_00457
OG0000202	MOUSE07511, MOUSE48067, MOUSE48245, MOUSE47837, MOUSE47835, MOUSE47833, MOUSE47834, MOUSE12756, MOUSE12757, MOUSE12758, MOUSE12754, MOUSE46869, MOUSE46868, MOUSE46870, MOUSE27899, MOUSE27900, MOUSE27898, MOUSE03258, MOUSE46792, MOUSE46791, MOUSE30371, MOUSE30372, MOUSE30373, MOUSE30374	AENJA_10134
OG0000203	MOUSE48169, MOUSE48170	AENJA_01110
OG0000203	MOUSE29289, MOUSE00419, MOUSE33851	AENJA_20011
OG0000203	MOUSE15592	AENJA_10014
OG0000203	MOUSE34963	AENJA_10780
OG0000204	MOUSE23102, MOUSE23101	AENJA_01745
OG0000204	MOUSE44453, MOUSE44451, MOUSE44452, MOUSE14528, MOUSE14529, MOUSE14530, MOUSE14527	AENJA_12472
OG0000205	MOUSE07349, MOUSE24811, MOUSE24810	AENJA_05025
OG0000205	MOUSE05525, MOUSE18370, MOUSE14654	AENJA_13787, AENJA_01890
OG0000205	MOUSE05844, MOUSE05843, MOUSE05842, MOUSE35468, MOUSE35467, MOUSE26285, MOUSE26286, MOUSE26284	AENJA_13815, AENJA_22602
OG0000206	MOUSE46696, MOUSE46691	AENJA_17989, AENJA_13770
OG0000207	MOUSE19031, MOUSE28832, MOUSE28833	AENJA_24487
OG0000208	MOUSE28784, MOUSE28785, MOUSE04342, MOUSE04346, MOUSE04345, MOUSE04344, MOUSE04343, MOUSE04690, MOUSE39382, MOUSE39136	AENJA_06125, AENJA_16595
OG0000209	MOUSE07653	AENJA_01901, AENJA_17144
OG0000210	MOUSE33248, MOUSE33247, MOUSE33246	AENJA_13029
OG0000210	MOUSE33245	AENJA_10706
OG0000210	MOUSE15655, MOUSE15654	AENJA_04024
OG0000211	MOUSE51114, MOUSE51115	AENJA_25447
OG0000211	MOUSE28046	AENJA_19821
OG0000211	MOUSE10073, MOUSE10072	AENJA_00791
OG0000211	MOUSE44580, MOUSE44581, MOUSE44579, MOUSE20694, MOUSE20693	AENJA_02934
OG0000211	MOUSE01466, MOUSE44832	AENJA_21143, AENJA_10795
OG0000213	MOUSE04327, MOUSE04326, MOUSE37340	AENJA_07228, AENJA_04662
OG0000215	MOUSE19203, MOUSE27957	AENJA_06502, AENJA_01427, AENJA_23751, AENJA_02670
OG0000215	MOUSE22557, MOUSE27958	AENJA_03894, AENJA_01426
OG0000216	MOUSE43536	AENJA_04001
OG0000217	MOUSE40152, MOUSE40161, MOUSE40170, MOUSE40173, MOUSE40176, MOUSE40175, MOUSE40174, MOUSE40164, MOUSE40153, MOUSE40159, MOUSE40158, MOUSE40149, MOUSE40165, MOUSE40160, MOUSE40169, MOUSE40156, MOUSE40168, MOUSE40157, MOUSE40167, MOUSE40162, MOUSE40087, MOUSE40089, MOUSE40088, MOUSE40090, MOUSE40091, MOUSE40092, MOUSE40099, MOUSE40103, MOUSE40102, MOUSE40067, MOUSE40056, MOUSE40057, MOUSE40075, MOUSE40062, MOUSE40063, MOUSE40064, MOUSE40079, MOUSE40085, MOUSE40086, MOUSE40135, MOUSE40137, MOUSE40139, MOUSE40142, MOUSE40143, MOUSE40078, MOUSE40118, MOUSE40098, MOUSE40141, MOUSE40140, MOUSE40144, MOUSE40136, MOUSE40138, MOUSE40134, MOUSE40182	AENJA_00511
OG0000218	MOUSE10867, MOUSE45082	AENJA_17671, AENJA_11970, AENJA_11978, AENJA_20895, AENJA_14302, AENJA_11979, AENJA_16614, AENJA_01825, AENJA_26732
OG0000219	MOUSE15674	AENJA_01907, AENJA_02382
OG0000220	MOUSE11020, MOUSE11019, MOUSE11021	AENJA_25417
OG0000221	MOUSE22515, MOUSE22518, MOUSE22513, MOUSE22517, MOUSE22516, MOUSE22514, MOUSE53204, MOUSE53205, MOUSE53203, MOUSE05742, MOUSE05741	AENJA_18945, AENJA_16769
OG0000221	MOUSE22156, MOUSE18361	AENJA_12084
OG0000223	MOUSE13614, MOUSE28432, MOUSE28431, MOUSE35624, MOUSE35625	AENJA_25328, AENJA_19949
OG0000225	MOUSE06880, MOUSE06881, MOUSE06882, MOUSE06888, MOUSE23452, MOUSE23453, MOUSE23451, MOUSE52882, MOUSE52881, MOUSE52880, MOUSE35428, MOUSE35429, MOUSE35426, MOUSE35427, MOUSE02372, MOUSE02371, MOUSE32095, MOUSE37168, MOUSE37169, MOUSE37170, MOUSE19594, MOUSE19593, MOUSE19595	AENJA_04793, AENJA_18668
OG0000226	MOUSE22184	AENJA_22494
OG0000227	MOUSE15731	AENJA_15989
OG0000227	MOUSE48941, MOUSE48940, MOUSE48939, MOUSE09066, MOUSE28250	AENJA_15987, AENJA_15991
OG0000228	MOUSE04514, MOUSE26663, MOUSE04513, MOUSE04516, MOUSE04515, MOUSE26665, MOUSE26664, MOUSE26662	AENJA_00460
OG0000228	MOUSE26668, MOUSE26670, MOUSE26669, MOUSE26671	AENJA_20374
OG0000229	MOUSE55219	AENJA_26296, AENJA_26297, AENJA_26293
OG0000230	MOUSE06858, MOUSE06860, MOUSE06859	AENJA_06650
OG0000231	MOUSE49173, MOUSE32117	AENJA_08495
OG0000232	MOUSE36562	AENJA_22644, AENJA_08798, AENJA_08797
OG0000234	MOUSE19093, MOUSE19092, MOUSE19095, MOUSE19096, MOUSE19094, MOUSE51563, MOUSE51565, MOUSE51566, MOUSE51567, MOUSE30639, MOUSE30638, MOUSE30635, MOUSE30636, MOUSE30637	AENJA_02022
OG0000234	MOUSE24948, MOUSE24946, MOUSE24950, MOUSE24944, MOUSE24952, MOUSE24951, MOUSE24954, MOUSE24945, MOUSE24953, MOUSE24947, MOUSE24949, MOUSE24959, MOUSE24956, MOUSE26980, MOUSE26977, MOUSE26979, MOUSE26978	AENJA_09853
OG0000236	MOUSE31733	AENJA_25135
OG0000236	MOUSE00105	AENJA_07611, AENJA_02045, AENJA_00230
OG0000238	MOUSE46195, MOUSE46196	AENJA_24755
OG0000238	MOUSE39882, MOUSE14681, MOUSE14680, MOUSE14679, MOUSE02481	AENJA_14161
OG0000238	MOUSE19005	AENJA_03329
OG0000239	MOUSE05656, MOUSE05655, MOUSE18920, MOUSE22235, MOUSE22234, MOUSE22233, MOUSE22237, MOUSE22236	AENJA_09843
OG0000239	MOUSE07433	AENJA_06019
OG0000239	MOUSE05662, MOUSE05661, MOUSE39765, MOUSE39768, MOUSE39766	AENJA_09841
OG0000240	MOUSE01108, MOUSE01109, MOUSE01110, MOUSE01106, MOUSE01103, MOUSE01105, MOUSE01104, MOUSE01111, MOUSE01114, MOUSE01115, MOUSE01113	AENJA_19535
OG0000242	MOUSE21781	AENJA_14245
OG0000243	MOUSE09637, MOUSE09639	AENJA_26524
OG0000244	MOUSE12365, MOUSE12363, MOUSE12364, MOUSE49833, MOUSE52466, MOUSE52468, MOUSE52465, MOUSE28443, MOUSE49097, MOUSE49096, MOUSE28439, MOUSE28440, MOUSE28444, MOUSE28445, MOUSE28442, MOUSE28446, MOUSE28447, MOUSE28438, MOUSE28448, MOUSE28449, MOUSE32118	AENJA_02207
OG0000245	MOUSE44329, MOUSE44328, MOUSE41936, MOUSE16429, MOUSE16428, MOUSE16427, MOUSE50569, MOUSE50568, MOUSE24377, MOUSE26206, MOUSE26205, MOUSE06007, MOUSE03802, MOUSE03801, MOUSE44302, MOUSE14115	AENJA_02315, AENJA_03102, AENJA_02317
OG0000246	MOUSE44244, MOUSE44246, MOUSE44245	AENJA_10538, AENJA_10539
OG0000248	MOUSE09714, MOUSE09715, MOUSE09716, MOUSE09726, MOUSE09722, MOUSE09717, MOUSE09695, MOUSE09693, MOUSE09694, MOUSE09819, MOUSE09818, MOUSE30742, MOUSE30741, MOUSE30740	AENJA_23410, AENJA_15881
OG0000250	MOUSE06159, MOUSE06158, MOUSE06161, MOUSE06160	AENJA_01564
OG0000250	MOUSE47989, MOUSE47988	AENJA_18922, AENJA_05431
OG0000250	MOUSE41925, MOUSE41926, MOUSE41921, MOUSE41920, MOUSE41923, MOUSE41922	AENJA_25579
OG0000251	MOUSE15436, MOUSE15435, MOUSE15434, MOUSE15438, MOUSE15439, MOUSE15441, MOUSE15440, MOUSE34455	AENJA_02410
OG0000252	MOUSE51276	AENJA_10368
OG0000252	MOUSE12846	AENJA_02536
OG0000253	MOUSE41948, MOUSE19838, MOUSE19837, MOUSE25048	AENJA_04582
OG0000255	MOUSE55667	AENJA_05199
OG0000255	MOUSE27280, MOUSE27279	AENJA_03525, AENJA_17033, AENJA_10693, AENJA_10691, AENJA_10694, AENJA_20407, AENJA_04940, AENJA_17159, AENJA_07356
OG0000256	MOUSE25569, MOUSE48599	AENJA_24528
