Orthogroup	MOUSE	NEMVE
OG0000094	MOUSE23861, MOUSE23862, MOUSE23863, MOUSE25211, MOUSE25208, MOUSE25207, MOUSE25206, MOUSE25210, MOUSE48851, MOUSE48849, MOUSE48850, MOUSE25209	NEMVE03407, NEMVE03409, NEMVE03406
OG0000095	MOUSE21579	NEMVE15802
OG0000096	MOUSE54033, MOUSE13094, MOUSE29900	NEMVE15121
OG0000096	MOUSE31085, MOUSE31087, MOUSE02247	NEMVE14782
OG0000096	MOUSE31088	NEMVE12518, NEMVE12519
OG0000096	MOUSE14640, MOUSE35516	NEMVE22574
OG0000096	MOUSE19103, MOUSE30286, MOUSE30282	NEMVE22432
OG0000096	MOUSE41983, MOUSE30995, MOUSE30992, MOUSE47007, MOUSE41985, MOUSE30994, MOUSE47010, MOUSE47008, MOUSE30996	NEMVE25573
OG0000096	MOUSE45925, MOUSE45926, MOUSE44088, MOUSE52337, MOUSE52338	NEMVE14773
OG0000098	MOUSE44178, MOUSE44180, MOUSE47248, MOUSE47247, MOUSE01240	NEMVE25900
OG0000098	MOUSE20701, MOUSE27744, MOUSE27743, MOUSE20730, MOUSE44534, MOUSE44540, MOUSE44541, MOUSE44537, MOUSE44546, MOUSE44536, MOUSE44538, MOUSE44535, MOUSE44533, MOUSE20728, MOUSE20727, MOUSE20726, MOUSE20725, MOUSE20729	NEMVE07244, NEMVE05378
OG0000101	MOUSE49370, MOUSE49670, MOUSE02576, MOUSE49671, MOUSE15611, MOUSE15612	NEMVE09668, NEMVE18669, NEMVE09674, NEMVE09673, NEMVE09675, NEMVE09670, NEMVE14294, NEMVE01377, NEMVE13283, NEMVE10270, NEMVE14668, NEMVE10030, NEMVE00231, NEMVE06943, NEMVE05036, NEMVE08533
OG0000101	MOUSE02574, MOUSE02575, MOUSE02573, MOUSE02572, MOUSE02456, MOUSE02446, MOUSE02447, MOUSE02449, MOUSE02452, MOUSE02454, MOUSE02453, MOUSE02455, MOUSE02457, MOUSE26355	NEMVE18515
OG0000102	MOUSE08156, MOUSE08155, MOUSE24799, MOUSE24798	NEMVE01554, NEMVE04730
OG0000103	MOUSE03946, MOUSE03948, MOUSE03949, MOUSE03945, MOUSE03951, MOUSE03944, MOUSE12336, MOUSE12340, MOUSE15975, MOUSE28384	NEMVE06305
OG0000103	MOUSE43972, MOUSE43973, MOUSE43970, MOUSE43971, MOUSE43974, MOUSE03980, MOUSE03977, MOUSE03979, MOUSE15157, MOUSE14014	NEMVE09043
OG0000104	MOUSE50572, MOUSE50573, MOUSE16444, MOUSE16442, MOUSE16443, MOUSE16439, MOUSE16441, MOUSE16438, MOUSE16437, MOUSE16440, MOUSE16436	NEMVE07990
OG0000104	MOUSE06976, MOUSE06975, MOUSE06978, MOUSE06980, MOUSE06979, MOUSE06981, MOUSE06983, MOUSE06982, MOUSE15501, MOUSE15498, MOUSE15499, MOUSE05643, MOUSE05641, MOUSE05642	NEMVE01265
OG0000104	MOUSE06977	NEMVE18020
OG0000104	MOUSE50577, MOUSE16445, MOUSE16446, MOUSE50574, MOUSE50575, MOUSE50576	NEMVE01905
OG0000104	MOUSE16174	NEMVE06744
OG0000104	MOUSE23464, MOUSE23465, MOUSE23463, MOUSE01968, MOUSE01967, MOUSE01969, MOUSE53764	NEMVE00656, NEMVE11959, NEMVE06478, NEMVE02810, NEMVE06126
OG0000106	MOUSE49277, MOUSE49278, MOUSE55330, MOUSE49769, MOUSE29352, MOUSE29353, MOUSE29354, MOUSE29357, MOUSE29355	NEMVE07221, NEMVE07805
OG0000106	MOUSE30798, MOUSE30797, MOUSE51789, MOUSE51787, MOUSE51788	NEMVE16024
OG0000107	MOUSE08903	NEMVE03999, NEMVE21307
OG0000107	MOUSE30829	NEMVE17314, NEMVE09156, NEMVE01768
OG0000107	MOUSE08824	NEMVE08712
OG0000109	MOUSE51699	NEMVE02327
OG0000110	MOUSE38813, MOUSE04691	NEMVE00979, NEMVE07027, NEMVE03143, NEMVE24541, NEMVE22920, NEMVE12064, NEMVE15426, NEMVE10514
OG0000113	MOUSE33596, MOUSE33595	NEMVE21021, NEMVE14510
OG0000114	MOUSE41333, MOUSE33746, MOUSE04130, MOUSE04131, MOUSE04134, MOUSE29454, MOUSE29455, MOUSE33748, MOUSE33747, MOUSE33749, MOUSE33750	NEMVE07046, NEMVE14943
OG0000114	MOUSE04136	NEMVE20958
OG0000116	MOUSE30922	NEMVE11443, NEMVE21821, NEMVE13450, NEMVE22004, NEMVE21900, NEMVE13056
OG0000117	MOUSE02430	NEMVE12400
OG0000117	MOUSE20794, MOUSE20790	NEMVE23834, NEMVE12069
OG0000117	MOUSE27159, MOUSE27158, MOUSE26358	NEMVE06169, NEMVE03380
OG0000119	MOUSE26432, MOUSE26431, MOUSE26430, MOUSE02581, MOUSE02580, MOUSE05168, MOUSE05166, MOUSE05165, MOUSE05167	NEMVE22896
OG0000119	MOUSE26569, MOUSE53192, MOUSE53193, MOUSE53194	NEMVE15248
OG0000120	MOUSE28707, MOUSE28706, MOUSE28705	NEMVE03379
OG0000120	MOUSE28699, MOUSE28694, MOUSE28695	NEMVE07384, NEMVE08536, NEMVE12836
OG0000120	MOUSE28693	NEMVE08594
OG0000121	MOUSE48188, MOUSE48187, MOUSE21383	NEMVE22381
OG0000121	MOUSE01294	NEMVE08130, NEMVE14214
OG0000121	MOUSE22218, MOUSE22217	NEMVE03127, NEMVE09919
OG0000122	MOUSE05693, MOUSE35483, MOUSE35485, MOUSE35486, MOUSE22654	NEMVE05937, NEMVE10909
OG0000124	MOUSE06474, MOUSE06473, MOUSE38647, MOUSE38648, MOUSE14045	NEMVE24720
OG0000124	MOUSE34424, MOUSE34425	NEMVE14854
OG0000124	MOUSE27466, MOUSE49894	NEMVE13714
OG0000126	MOUSE36415, MOUSE36417, MOUSE03223, MOUSE44505	NEMVE07689
OG0000126	MOUSE47557, MOUSE47555, MOUSE47554, MOUSE54136, MOUSE54135, MOUSE54137, MOUSE29574, MOUSE29573, MOUSE29575, MOUSE47556	NEMVE08729, NEMVE02964
OG0000126	MOUSE12568, MOUSE36379, MOUSE36377, MOUSE36378, MOUSE36380	NEMVE00909
OG0000126	MOUSE19645, MOUSE01498, MOUSE01499, MOUSE32380, MOUSE30420, MOUSE30422, MOUSE30421, MOUSE27727, MOUSE27726, MOUSE27725	NEMVE02955
OG0000127	MOUSE47545, MOUSE54139, MOUSE29572	NEMVE24353
OG0000127	MOUSE52357, MOUSE52358, MOUSE13075	NEMVE22473
OG0000127	MOUSE09031, MOUSE06835, MOUSE28216	NEMVE10526
OG0000127	MOUSE12652, MOUSE29242, MOUSE21486, MOUSE21487	NEMVE13457
OG0000127	MOUSE17076, MOUSE17077, MOUSE17078, MOUSE14094, MOUSE06008	NEMVE22419
OG0000128	MOUSE20235, MOUSE44975, MOUSE44976, MOUSE50207, MOUSE50208	NEMVE12106, NEMVE04961, NEMVE01987, NEMVE18699, NEMVE05813, NEMVE00993, NEMVE10370, NEMVE09954, NEMVE24226, NEMVE08877, NEMVE02973, NEMVE07718, NEMVE13536, NEMVE16591, NEMVE07067, NEMVE16738, NEMVE06927
OG0000129	MOUSE24658, MOUSE20204, MOUSE18144, MOUSE24659, MOUSE24660, MOUSE24661, MOUSE43330, MOUSE49914, MOUSE27526, MOUSE27523, MOUSE27524, MOUSE27525, MOUSE27522, MOUSE27521	NEMVE15459, NEMVE24455, NEMVE05043
OG0000129	MOUSE45123, MOUSE55058	NEMVE14958
OG0000130	MOUSE41081	NEMVE01604, NEMVE15775, NEMVE03747
OG0000130	MOUSE54328, MOUSE54329, MOUSE39202, MOUSE39203, MOUSE39204, MOUSE41078, MOUSE41079, MOUSE41080	NEMVE06584, NEMVE05300, NEMVE10363, NEMVE19712, NEMVE09669, NEMVE17089, NEMVE10460
OG0000131	MOUSE01093, MOUSE01094	NEMVE07984, NEMVE05410
OG0000131	MOUSE23091	NEMVE20141
OG0000132	MOUSE14073	NEMVE00818, NEMVE00836, NEMVE00732, NEMVE00832, NEMVE00761, NEMVE00751, NEMVE00762, NEMVE00731, NEMVE15492, NEMVE01916
OG0000133	MOUSE39729, MOUSE39728, MOUSE39726, MOUSE39715, MOUSE39712, MOUSE39713, MOUSE39725, MOUSE39724, MOUSE39711, MOUSE39710	NEMVE17437
OG0000136	MOUSE17651, MOUSE21266	NEMVE22321, NEMVE17620, NEMVE20155, NEMVE02071, NEMVE04995, NEMVE13318, NEMVE15328
OG0000137	MOUSE13561, MOUSE13559, MOUSE13562, MOUSE13560, MOUSE00324, MOUSE00325, MOUSE00321, MOUSE00323	NEMVE20817, NEMVE18407
OG0000137	MOUSE48199, MOUSE48198, MOUSE48197, MOUSE48196, MOUSE06337, MOUSE06338, MOUSE18094, MOUSE18096	NEMVE09537, NEMVE02104, NEMVE16617, NEMVE07756, NEMVE01665, NEMVE07752, NEMVE04562, NEMVE10746, NEMVE08414, NEMVE08549, NEMVE22935
OG0000139	MOUSE38143, MOUSE38140, MOUSE38141, MOUSE38139, MOUSE38142	NEMVE16959, NEMVE19997, NEMVE23512, NEMVE25194
OG0000140	MOUSE39686, MOUSE39687, MOUSE39688, MOUSE39689, MOUSE39690	NEMVE07307
OG0000140	MOUSE47124, MOUSE47123, MOUSE47122, MOUSE47121, MOUSE47111, MOUSE47112, MOUSE47110, MOUSE47114, MOUSE47113, MOUSE02131, MOUSE44345, MOUSE44344	NEMVE16491
OG0000142	MOUSE17834	NEMVE20784
OG0000145	MOUSE09874, MOUSE09940	NEMVE10893, NEMVE01087
OG0000145	MOUSE36073	NEMVE09450, NEMVE03758
OG0000147	MOUSE04280, MOUSE04282, MOUSE04281, MOUSE34847, MOUSE23083, MOUSE23081, MOUSE23080, MOUSE23084, MOUSE23082, MOUSE34846, MOUSE34845, MOUSE34844	NEMVE01930
OG0000147	MOUSE23086, MOUSE23085	NEMVE00775
OG0000147	MOUSE09313, MOUSE09314, MOUSE09315, MOUSE09317, MOUSE12666, MOUSE12667	NEMVE13815
OG0000147	MOUSE23670, MOUSE23669, MOUSE23668	NEMVE14266
OG0000147	MOUSE28041, MOUSE28040	NEMVE15010
OG0000147	MOUSE27544	NEMVE01973
OG0000148	MOUSE54278, MOUSE54277, MOUSE54279, MOUSE40870, MOUSE40868, MOUSE40869, MOUSE40871, MOUSE07014, MOUSE07018, MOUSE07013, MOUSE23507, MOUSE23504, MOUSE23506, MOUSE23508, MOUSE23505, MOUSE23503, MOUSE40874, MOUSE40873, MOUSE40867, MOUSE40875, MOUSE40878, MOUSE40877, MOUSE40876, MOUSE50108, MOUSE50109, MOUSE23500, MOUSE23499, MOUSE14503, MOUSE23498, MOUSE40872	NEMVE23582, NEMVE05630
OG0000149	MOUSE10061, MOUSE10064, MOUSE16718	NEMVE02950, NEMVE00060, NEMVE07321
OG0000149	MOUSE44762, MOUSE19464	NEMVE08530, NEMVE21291
OG0000149	MOUSE31508, MOUSE31509	NEMVE07677, NEMVE25205, NEMVE08546, NEMVE17187, NEMVE14399, NEMVE02954
OG0000151	MOUSE50308, MOUSE25496, MOUSE25497, MOUSE31293, MOUSE17567, MOUSE17566, MOUSE17564, MOUSE17565, MOUSE17563, MOUSE31290, MOUSE31291	NEMVE14638
OG0000151	MOUSE38915, MOUSE05155, MOUSE14577, MOUSE14578, MOUSE22044, MOUSE22042, MOUSE22045	NEMVE16753, NEMVE04801, NEMVE16934, NEMVE04750, NEMVE14329
OG0000151	MOUSE38914	NEMVE16902
OG0000151	MOUSE32838, MOUSE31764	NEMVE23696
OG0000154	MOUSE48803	NEMVE04960
OG0000154	MOUSE16268	NEMVE18932, NEMVE07273, NEMVE17606, NEMVE22761, NEMVE22068
OG0000155	MOUSE00137	NEMVE19500, NEMVE11462, NEMVE00815
OG0000155	MOUSE07365	NEMVE08895
OG0000155	MOUSE33863, MOUSE33860, MOUSE33862, MOUSE21762, MOUSE21769, MOUSE21768, MOUSE21772, MOUSE21771, MOUSE21765, MOUSE21770, MOUSE21766, MOUSE21767, MOUSE21761, MOUSE33865, MOUSE33866, MOUSE33867, MOUSE33868, MOUSE33874, MOUSE33873, MOUSE33871, MOUSE33864, MOUSE33869, MOUSE33861, MOUSE33870, MOUSE21774, MOUSE21773	NEMVE19985, NEMVE14842
OG0000157	MOUSE20681, MOUSE01676	NEMVE24250
OG0000157	MOUSE31198, MOUSE31196, MOUSE52693, MOUSE35378, MOUSE01045, MOUSE52683, MOUSE35379, MOUSE31200, MOUSE52684	NEMVE14302
OG0000157	MOUSE49056, MOUSE49057, MOUSE49058	NEMVE22690
OG0000158	MOUSE23741, MOUSE23747, MOUSE23838, MOUSE23840, MOUSE23844, MOUSE24208, MOUSE24206, MOUSE32827, MOUSE32828, MOUSE23739, MOUSE23737, MOUSE23748, MOUSE23740, MOUSE29251, MOUSE29249, MOUSE29250, MOUSE29247, MOUSE00038, MOUSE00039, MOUSE00040, MOUSE21506, MOUSE21503, MOUSE21502, MOUSE21504	NEMVE19203, NEMVE24928
OG0000159	MOUSE21603	NEMVE15043, NEMVE07490, NEMVE20974, NEMVE03468, NEMVE06600
OG0000159	MOUSE25717	NEMVE15373, NEMVE08424, NEMVE15992, NEMVE05165, NEMVE03182, NEMVE02495, NEMVE09227
OG0000159	MOUSE27101, MOUSE27099, MOUSE16708, MOUSE16707	NEMVE08562
OG0000160	MOUSE28371, MOUSE28372, MOUSE28373	NEMVE13435, NEMVE07078, NEMVE05120
OG0000160	MOUSE01089, MOUSE01088, MOUSE01087, MOUSE01081	NEMVE14840, NEMVE11396, NEMVE00322, NEMVE10352, NEMVE08354, NEMVE16396
OG0000163	MOUSE14140, MOUSE14139, MOUSE14141, MOUSE06340, MOUSE14142, MOUSE06339	NEMVE23040, NEMVE12529, NEMVE24450
OG0000163	MOUSE05232, MOUSE05233, MOUSE05231, MOUSE14893, MOUSE39789, MOUSE39790, MOUSE39791	NEMVE12704, NEMVE13131
OG0000164	MOUSE48534	NEMVE17994
OG0000164	MOUSE44643, MOUSE44642, MOUSE30837, MOUSE30838, MOUSE10120, MOUSE10121, MOUSE10122, MOUSE48533	NEMVE18535
OG0000165	MOUSE29642, MOUSE29641, MOUSE29639, MOUSE29640, MOUSE19386	NEMVE01276, NEMVE18257
OG0000165	MOUSE12536	NEMVE15213
OG0000166	MOUSE46601, MOUSE46183, MOUSE16357	NEMVE13422, NEMVE21827
OG0000166	MOUSE46180, MOUSE46181, MOUSE16358, MOUSE46600, MOUSE46597, MOUSE46596, MOUSE46603, MOUSE01131, MOUSE35817, MOUSE01134, MOUSE01135, MOUSE33480, MOUSE33479, MOUSE03840, MOUSE03841	NEMVE03435, NEMVE02015, NEMVE05833
OG0000168	MOUSE27171	NEMVE11950, NEMVE10581, NEMVE12729, NEMVE21914, NEMVE11814
OG0000168	MOUSE02968, MOUSE02969, MOUSE42668	NEMVE12386, NEMVE14100, NEMVE08169
OG0000169	MOUSE41120, MOUSE41121, MOUSE41122, MOUSE41119, MOUSE04019, MOUSE04018, MOUSE04016, MOUSE04015, MOUSE04017, MOUSE04209, MOUSE04210, MOUSE04211, MOUSE04212	NEMVE11847
OG0000171	MOUSE04583	NEMVE02961
OG0000171	MOUSE48309	NEMVE13315
OG0000172	MOUSE02356, MOUSE51487, MOUSE51486, MOUSE51488, MOUSE02355, MOUSE22541, MOUSE28892	NEMVE05118, NEMVE09588, NEMVE07313, NEMVE14659, NEMVE07863, NEMVE14236, NEMVE11433
OG0000173	MOUSE16104	NEMVE17194
OG0000173	MOUSE39556, MOUSE38333, MOUSE38332, MOUSE38331, MOUSE15474, MOUSE52385, MOUSE52384, MOUSE34416, MOUSE34413, MOUSE34415, MOUSE34414, MOUSE22661, MOUSE36595, MOUSE36598, MOUSE36593, MOUSE36596, MOUSE36597, MOUSE36594, MOUSE16111, MOUSE16103, MOUSE52386, MOUSE33906, MOUSE34420, MOUSE34587, MOUSE39602, MOUSE39601, MOUSE33907, MOUSE32174, MOUSE32176, MOUSE32177, MOUSE32175	NEMVE08851
OG0000174	MOUSE25059, MOUSE19080	NEMVE06968, NEMVE04933
OG0000174	MOUSE19079, MOUSE19078	NEMVE06970
OG0000175	MOUSE37007, MOUSE37008, MOUSE37004, MOUSE37005, MOUSE37006	NEMVE08062
OG0000175	MOUSE32004, MOUSE32003	NEMVE00450, NEMVE15112
OG0000179	MOUSE19509, MOUSE51773	NEMVE18776
OG0000179	MOUSE30037	NEMVE07348
OG0000179	MOUSE26366, MOUSE53320	NEMVE15362
OG0000180	MOUSE38826	NEMVE09776
OG0000180	MOUSE48072, MOUSE48074, MOUSE48071, MOUSE38825, MOUSE38824, MOUSE38823, MOUSE42096, MOUSE42097, MOUSE54603	NEMVE17226, NEMVE07670
OG0000181	MOUSE14627, MOUSE03706, MOUSE05783	NEMVE24124
OG0000181	MOUSE39163, MOUSE11210, MOUSE11208	NEMVE23021
OG0000181	MOUSE07217	NEMVE13666, NEMVE22609
OG0000183	MOUSE42801, MOUSE08189, MOUSE08186, MOUSE08187, MOUSE08190, MOUSE20337, MOUSE20343, MOUSE20344, MOUSE20338, MOUSE20339, MOUSE20341, MOUSE20340, MOUSE24700	NEMVE11293
OG0000183	MOUSE51267, MOUSE51268, MOUSE51266	NEMVE10854
OG0000183	MOUSE17403	NEMVE13332
OG0000184	MOUSE24058, MOUSE24066	NEMVE03203, NEMVE02061
OG0000184	MOUSE24064, MOUSE24056, MOUSE24057, MOUSE24065, MOUSE24062, MOUSE24061, MOUSE24063, MOUSE24060, MOUSE24059, MOUSE24067, MOUSE24068, MOUSE24181, MOUSE24180, MOUSE24179, MOUSE24178, MOUSE30888	NEMVE14657, NEMVE21989
OG0000185	MOUSE14614, MOUSE14615, MOUSE14613, MOUSE15733	NEMVE22342
OG0000185	MOUSE48986, MOUSE48987, MOUSE12446, MOUSE09959, MOUSE06590, MOUSE06589	NEMVE24028
OG0000186	MOUSE42683	NEMVE18157
OG0000188	MOUSE33327, MOUSE33326	NEMVE02174, NEMVE06434, NEMVE08702, NEMVE02205, NEMVE02239, NEMVE08353, NEMVE22726, NEMVE24815, NEMVE01623, NEMVE01520
OG0000188	MOUSE12814, MOUSE21053, MOUSE21052, MOUSE48307	NEMVE13624
OG0000188	MOUSE12813, MOUSE12815	NEMVE06764
OG0000191	MOUSE18671	NEMVE23068
OG0000191	MOUSE13380, MOUSE13383, MOUSE13381, MOUSE13384, MOUSE13382, MOUSE28674, MOUSE28675, MOUSE28676, MOUSE06673, MOUSE34146	NEMVE20056, NEMVE07639, NEMVE07647, NEMVE10676, NEMVE12682
OG0000192	MOUSE22431, MOUSE31398, MOUSE31399, MOUSE32645, MOUSE01413, MOUSE01412	NEMVE05593
OG0000192	MOUSE25324	NEMVE13792
OG0000192	MOUSE46094, MOUSE46095, MOUSE46092, MOUSE46093, MOUSE46090, MOUSE16913, MOUSE16914, MOUSE16915	NEMVE01940
OG0000193	MOUSE51240, MOUSE38224, MOUSE38223, MOUSE37517, MOUSE10603, MOUSE43494, MOUSE51242, MOUSE51243, MOUSE17401, MOUSE17402	NEMVE10259, NEMVE11693, NEMVE07643
OG0000194	MOUSE29883, MOUSE29879, MOUSE29880, MOUSE29881, MOUSE29882, MOUSE29432, MOUSE29433, MOUSE29431, MOUSE34698, MOUSE34700, MOUSE34701, MOUSE34699, MOUSE34696, MOUSE34697, MOUSE34695	NEMVE11646, NEMVE08721
OG0000195	MOUSE52235, MOUSE52236, MOUSE52239, MOUSE52237, MOUSE52242, MOUSE52243, MOUSE52241, MOUSE04098, MOUSE04099, MOUSE52244	NEMVE15098
OG0000199	MOUSE19339, MOUSE19334, MOUSE19337, MOUSE19328, MOUSE19330, MOUSE19332, MOUSE19317, MOUSE19315, MOUSE19316, MOUSE19321, MOUSE19320, MOUSE19318, MOUSE19324, MOUSE19326, MOUSE19325, MOUSE19323, MOUSE19331, MOUSE19333, MOUSE19327, MOUSE19329, MOUSE19319, MOUSE19322, MOUSE19336, MOUSE19335, MOUSE19338, MOUSE19340, MOUSE19342	NEMVE06018
OG0000200	MOUSE09077, MOUSE09076, MOUSE09084, MOUSE09086, MOUSE09087, MOUSE09085, MOUSE09083, MOUSE09081, MOUSE09080, MOUSE09094, MOUSE09093, MOUSE09088, MOUSE09089, MOUSE09091, MOUSE09073, MOUSE09075, MOUSE23229, MOUSE09079, MOUSE09070, MOUSE09069, MOUSE09071, MOUSE23224, MOUSE23221, MOUSE23220, MOUSE23213, MOUSE23216, MOUSE23217, MOUSE23219, MOUSE23218, MOUSE23999, MOUSE30022, MOUSE30021	NEMVE14737, NEMVE09501, NEMVE00651, NEMVE21943
OG0000201	MOUSE02711, MOUSE02710, MOUSE02712, MOUSE02709, MOUSE04353, MOUSE04354, MOUSE26660	NEMVE09097
OG0000201	MOUSE01054, MOUSE03853, MOUSE03854, MOUSE03851, MOUSE03850, MOUSE03855, MOUSE03849, MOUSE03848, MOUSE03852, MOUSE03856, MOUSE01053, MOUSE01052	NEMVE18189, NEMVE09350
OG0000202	MOUSE46871, MOUSE05722, MOUSE05721, MOUSE35258, MOUSE35254, MOUSE35255, MOUSE35274, MOUSE35257, MOUSE35256, MOUSE35272, MOUSE22331, MOUSE22330, MOUSE22329, MOUSE07511, MOUSE48067, MOUSE48245, MOUSE47837, MOUSE47835, MOUSE47833, MOUSE47834, MOUSE12756, MOUSE12757, MOUSE12758, MOUSE12754, MOUSE46869, MOUSE46868, MOUSE46870, MOUSE27899, MOUSE27900, MOUSE27898, MOUSE03258, MOUSE46792, MOUSE46791, MOUSE30371, MOUSE30372, MOUSE30373, MOUSE30374	NEMVE18137, NEMVE01256
OG0000203	MOUSE48169, MOUSE48170	NEMVE25285
OG0000203	MOUSE29289, MOUSE00419, MOUSE33851	NEMVE01883
OG0000203	MOUSE15592	NEMVE13514, NEMVE23942, NEMVE06833, NEMVE16297, NEMVE03834
OG0000204	MOUSE23102, MOUSE23101	NEMVE04586, NEMVE13063
OG0000204	MOUSE41512, MOUSE47328, MOUSE47326, MOUSE47327	NEMVE08800
OG0000204	MOUSE44453, MOUSE44451, MOUSE44452, MOUSE14528, MOUSE14529, MOUSE14530, MOUSE14527, MOUSE27284, MOUSE01888, MOUSE01887, MOUSE01886, MOUSE41513, MOUSE41514, MOUSE47329, MOUSE27285, MOUSE46997	NEMVE01481, NEMVE01283, NEMVE05134, NEMVE01962, NEMVE13202, NEMVE01981
OG0000205	MOUSE07349, MOUSE24811, MOUSE24810	NEMVE09132
OG0000205	MOUSE05525, MOUSE18370, MOUSE14654	NEMVE05941
OG0000205	MOUSE05844, MOUSE05843, MOUSE05842, MOUSE35468, MOUSE35467, MOUSE26285, MOUSE26286, MOUSE26284	NEMVE22488, NEMVE07344, NEMVE13282, NEMVE02003, NEMVE05573
OG0000206	MOUSE46696, MOUSE46691	NEMVE15768
OG0000207	MOUSE19031, MOUSE28832, MOUSE28833, MOUSE32259, MOUSE32258, MOUSE33675, MOUSE33676, MOUSE33674, MOUSE15842, MOUSE15840, MOUSE15841, MOUSE24286, MOUSE24289	NEMVE14338, NEMVE18126
OG0000208	MOUSE28784, MOUSE28785, MOUSE04342, MOUSE04346, MOUSE04345, MOUSE04344, MOUSE04343, MOUSE04690, MOUSE39382, MOUSE39136	NEMVE01513, NEMVE06396
OG0000209	MOUSE46040, MOUSE46041, MOUSE46039	NEMVE04011, NEMVE00628, NEMVE03484, NEMVE21050, NEMVE16290, NEMVE16425, NEMVE18816
OG0000209	MOUSE07653	NEMVE05512, NEMVE11014
OG0000210	MOUSE33248, MOUSE33247, MOUSE33246	NEMVE14502
OG0000210	MOUSE33245	NEMVE04358, NEMVE23622
OG0000210	MOUSE15655, MOUSE15654	NEMVE08730
OG0000211	MOUSE51114, MOUSE51115	NEMVE13306
OG0000211	MOUSE28046	NEMVE08412
OG0000211	MOUSE10073, MOUSE10072	NEMVE13225
OG0000211	MOUSE01466, MOUSE44832, MOUSE44578	NEMVE10733
OG0000215	MOUSE19203, MOUSE27957	NEMVE19007
OG0000218	MOUSE10867, MOUSE45082	NEMVE06667, NEMVE11926, NEMVE02677
OG0000218	MOUSE22179	NEMVE00623
OG0000219	MOUSE15674, MOUSE15676, MOUSE15675	NEMVE04554, NEMVE04602
OG0000220	MOUSE11020, MOUSE11019, MOUSE11021	NEMVE15160
OG0000221	MOUSE29915, MOUSE29913, MOUSE29916, MOUSE29920, MOUSE29914, MOUSE29919, MOUSE29918, MOUSE29912, MOUSE29917, MOUSE35058, MOUSE35056, MOUSE35053, MOUSE35051, MOUSE35055, MOUSE35054	NEMVE01044, NEMVE13312
OG0000221	MOUSE22156, MOUSE18361	NEMVE05724
OG0000223	MOUSE13614, MOUSE28432, MOUSE28431, MOUSE35624, MOUSE35625	NEMVE05418
OG0000223	MOUSE40481, MOUSE40482, MOUSE40480, MOUSE40478, MOUSE40473, MOUSE40474, MOUSE40475, MOUSE40476, MOUSE40477, MOUSE40472, MOUSE40479, MOUSE40483, MOUSE20969, MOUSE20966, MOUSE20968, MOUSE20970, MOUSE20967, MOUSE21829, MOUSE21828, MOUSE21827	NEMVE21368, NEMVE09090
OG0000225	MOUSE06880, MOUSE06881, MOUSE06882, MOUSE06888, MOUSE23452, MOUSE23453, MOUSE23451, MOUSE52882, MOUSE52881, MOUSE52880, MOUSE35428, MOUSE35429, MOUSE35426, MOUSE35427, MOUSE02372, MOUSE02371, MOUSE32095, MOUSE37168, MOUSE37169, MOUSE37170, MOUSE19594, MOUSE19593, MOUSE19595	NEMVE22802, NEMVE01960
OG0000226	MOUSE18638	NEMVE25655
OG0000227	MOUSE22120	NEMVE09031
OG0000227	MOUSE01605, MOUSE01607, MOUSE01606, MOUSE51778	NEMVE06657, NEMVE07158
OG0000227	MOUSE48941, MOUSE48940, MOUSE48939, MOUSE09066, MOUSE28250	NEMVE07017, NEMVE03569, NEMVE03503
OG0000228	MOUSE04514, MOUSE26663, MOUSE04513, MOUSE04516, MOUSE04515, MOUSE26665, MOUSE26664, MOUSE26662, MOUSE26668, MOUSE26670, MOUSE26669, MOUSE26671	NEMVE18402, NEMVE24491
OG0000229	MOUSE06543, MOUSE55219	NEMVE15066, NEMVE11440, NEMVE07740, NEMVE17626, NEMVE18164, NEMVE17629
OG0000230	MOUSE06858, MOUSE06860, MOUSE06859	NEMVE08205
OG0000231	MOUSE54203, MOUSE21875, MOUSE21876, MOUSE36429, MOUSE45631, MOUSE45630	NEMVE09601, NEMVE01545, NEMVE09855
OG0000232	MOUSE19430, MOUSE19625, MOUSE19431, MOUSE19432, MOUSE19623, MOUSE19434, MOUSE19435, MOUSE32260, MOUSE36564, MOUSE36563, MOUSE19424, MOUSE36562, MOUSE19624	NEMVE22092
OG0000233	MOUSE32454, MOUSE32453	NEMVE05033, NEMVE16788, NEMVE03178, NEMVE08203, NEMVE11146
OG0000234	MOUSE19093, MOUSE19092, MOUSE19095, MOUSE19096, MOUSE19094, MOUSE51563, MOUSE51565, MOUSE51566, MOUSE51567, MOUSE30639, MOUSE30638, MOUSE30635, MOUSE30636, MOUSE30637, MOUSE24948, MOUSE24946, MOUSE24950, MOUSE24944, MOUSE24952, MOUSE24951, MOUSE24954, MOUSE24945, MOUSE24953, MOUSE24947, MOUSE24949, MOUSE24959, MOUSE24956, MOUSE26980, MOUSE26977, MOUSE26979, MOUSE26978	NEMVE11754, NEMVE21946, NEMVE11372
OG0000235	MOUSE51674, MOUSE51673, MOUSE51675, MOUSE36295, MOUSE36296, MOUSE38889, MOUSE23374	NEMVE16102, NEMVE05387
OG0000236	MOUSE31733	NEMVE06799
OG0000236	MOUSE00105	NEMVE08450
OG0000238	MOUSE46195, MOUSE46196	NEMVE12144
OG0000238	MOUSE39882, MOUSE14681, MOUSE14680, MOUSE14679, MOUSE02481, MOUSE19005	NEMVE01679, NEMVE14698, NEMVE17148
