Orthogroup	MOUSE	SCHMD
OG0000166	MOUSE16358	SCHMD28623, SCHMD22442
OG0000167	MOUSE29176, MOUSE29175	SCHMD16214, SCHMD15187
OG0000167	MOUSE34068	SCHMD10169, SCHMD14397, SCHMD01901, SCHMD10730
OG0000168	MOUSE27171	SCHMD29139, SCHMD28842, SCHMD22979, SCHMD29401
OG0000171	MOUSE02823, MOUSE02822, MOUSE46727, MOUSE27859, MOUSE46726	SCHMD26790, SCHMD13950
OG0000173	MOUSE16104	SCHMD19853, SCHMD20107, SCHMD19855, SCHMD02094, SCHMD02093, SCHMD19854, SCHMD17711
OG0000174	MOUSE12800, MOUSE12801, MOUSE31622	SCHMD09838
OG0000174	MOUSE25059	SCHMD14760
OG0000174	MOUSE19080	SCHMD22728
OG0000175	MOUSE37007, MOUSE37008, MOUSE37004, MOUSE37005, MOUSE37006, MOUSE21629, MOUSE32004, MOUSE32003	SCHMD18439, SCHMD17544
OG0000179	MOUSE02858, MOUSE18997, MOUSE02856, MOUSE11162	SCHMD11075
OG0000179	MOUSE19509, MOUSE51773	SCHMD01320
OG0000180	MOUSE38826	SCHMD26243
OG0000181	MOUSE14627, MOUSE03706, MOUSE05783	SCHMD27609, SCHMD12097, SCHMD28522
OG0000181	MOUSE12600, MOUSE29996	SCHMD20053, SCHMD26119
OG0000183	MOUSE08188	SCHMD22220
OG0000183	MOUSE42801, MOUSE08189, MOUSE08186, MOUSE08187, MOUSE08190, MOUSE20337, MOUSE20343, MOUSE20344, MOUSE20338, MOUSE20339, MOUSE20341, MOUSE20340, MOUSE24700	SCHMD21103, SCHMD28756
OG0000183	MOUSE51267, MOUSE51268, MOUSE51266, MOUSE17403, MOUSE51137, MOUSE51138, MOUSE51136, MOUSE51139	SCHMD12130, SCHMD10333
OG0000186	MOUSE42683	SCHMD16812
OG0000188	MOUSE33327, MOUSE33326	SCHMD07258
OG0000188	MOUSE12813, MOUSE12815	SCHMD04013
OG0000192	MOUSE22431, MOUSE31398, MOUSE31399, MOUSE32645, MOUSE01413, MOUSE01412	SCHMD06928, SCHMD19123, SCHMD13848, SCHMD05119, SCHMD03032, SCHMD02899, SCHMD02898, SCHMD00443
OG0000193	MOUSE51241	SCHMD01373
OG0000194	MOUSE29883, MOUSE29879, MOUSE29880, MOUSE29881, MOUSE29882, MOUSE29432, MOUSE29433, MOUSE29431, MOUSE34698, MOUSE34700, MOUSE34701, MOUSE34699, MOUSE34696, MOUSE34697, MOUSE34695	SCHMD11912, SCHMD12565
OG0000195	MOUSE52235, MOUSE52236, MOUSE52239, MOUSE52237, MOUSE52242, MOUSE52243, MOUSE52241, MOUSE04098, MOUSE04099, MOUSE52244	SCHMD06851
OG0000195	MOUSE52238	SCHMD22974
OG0000197	MOUSE34129, MOUSE00710, MOUSE00709, MOUSE29305, MOUSE29309, MOUSE29308, MOUSE29310, MOUSE29311, MOUSE29313, MOUSE29307, MOUSE29312	SCHMD10696, SCHMD17861, SCHMD23209
OG0000199	MOUSE19339	SCHMD22901, SCHMD15092
OG0000199	MOUSE19334, MOUSE19337, MOUSE19328, MOUSE19330, MOUSE19332, MOUSE19317, MOUSE19315, MOUSE19316, MOUSE19321, MOUSE19320, MOUSE19318, MOUSE19324, MOUSE19326, MOUSE19325, MOUSE19323, MOUSE19331, MOUSE19333, MOUSE19327, MOUSE19329, MOUSE19319, MOUSE19322, MOUSE19336, MOUSE19335, MOUSE19338, MOUSE19340, MOUSE19342	SCHMD25193, SCHMD19754, SCHMD12419, SCHMD26058, SCHMD15988, SCHMD23974
OG0000200	MOUSE30022, MOUSE30021	SCHMD07833, SCHMD18193, SCHMD17707
OG0000201	MOUSE38533, MOUSE38534, MOUSE14083	SCHMD28886, SCHMD20370, SCHMD17233
OG0000201	MOUSE02711, MOUSE02710, MOUSE02712, MOUSE02709, MOUSE04353, MOUSE04354, MOUSE26660	SCHMD00317, SCHMD09035
OG0000201	MOUSE01054	SCHMD06305, SCHMD14342, SCHMD21248, SCHMD10519
OG0000201	MOUSE03853, MOUSE03854, MOUSE03851, MOUSE03850, MOUSE03855, MOUSE03849, MOUSE03848, MOUSE03852, MOUSE03856, MOUSE01053, MOUSE01052	SCHMD10520
OG0000202	MOUSE46871	SCHMD09501
OG0000203	MOUSE48169, MOUSE48170, MOUSE29289, MOUSE00419, MOUSE33851	SCHMD13221
OG0000204	MOUSE23102, MOUSE23101	SCHMD05946, SCHMD11236, SCHMD20783
OG0000204	MOUSE41513, MOUSE41514, MOUSE47329	SCHMD00860, SCHMD11235
OG0000204	MOUSE27285	SCHMD00861
OG0000205	MOUSE07349, MOUSE24811, MOUSE24810	SCHMD01159, SCHMD14901, SCHMD14452, SCHMD14902, SCHMD14453
OG0000205	MOUSE05525, MOUSE18370, MOUSE14654	SCHMD25881, SCHMD14433, SCHMD00603, SCHMD11532, SCHMD18472, SCHMD00599, SCHMD27278
OG0000205	MOUSE05844, MOUSE05843, MOUSE05842, MOUSE35468, MOUSE35467, MOUSE26285, MOUSE26286, MOUSE26284	SCHMD03008, SCHMD07998, SCHMD07996
OG0000207	MOUSE19031, MOUSE28832, MOUSE28833, MOUSE32259, MOUSE32258, MOUSE33675, MOUSE33676, MOUSE33674, MOUSE15842, MOUSE15840, MOUSE15841, MOUSE24286, MOUSE24289	SCHMD06438, SCHMD26342, SCHMD25964, SCHMD04396
OG0000207	MOUSE24287	SCHMD21037
OG0000208	MOUSE28784, MOUSE28785, MOUSE04342, MOUSE04346, MOUSE04345, MOUSE04344, MOUSE04343, MOUSE04690, MOUSE39382, MOUSE39136	SCHMD02566, SCHMD12405, SCHMD11985, SCHMD22998, SCHMD11986, SCHMD02567, SCHMD02568, SCHMD12406, SCHMD01555, SCHMD12407, SCHMD05900
OG0000210	MOUSE33248, MOUSE33247, MOUSE33246	SCHMD17714, SCHMD17668, SCHMD15550, SCHMD10082, SCHMD15038, SCHMD22393
OG0000210	MOUSE33245	SCHMD26754
OG0000210	MOUSE15655, MOUSE15654	SCHMD24015
OG0000211	MOUSE28046	SCHMD21436
OG0000211	MOUSE44578	SCHMD10115
OG0000215	MOUSE19203, MOUSE27957	SCHMD15383
OG0000215	MOUSE22557, MOUSE27958	SCHMD27729, SCHMD15945
OG0000218	MOUSE10867, MOUSE45082	SCHMD01527
OG0000220	MOUSE11022	SCHMD15387, SCHMD08237
OG0000221	MOUSE22515, MOUSE22518, MOUSE22513, MOUSE22517, MOUSE22516, MOUSE22514, MOUSE53204, MOUSE53205, MOUSE53203, MOUSE05742, MOUSE05741, MOUSE29915, MOUSE29913, MOUSE29916, MOUSE29920, MOUSE29914, MOUSE29919, MOUSE29918, MOUSE29912, MOUSE29917, MOUSE35058, MOUSE35056, MOUSE35053, MOUSE35051, MOUSE35055, MOUSE35054, MOUSE22156, MOUSE18361, MOUSE41877	SCHMD10720
OG0000222	MOUSE34451, MOUSE34452, MOUSE34453, MOUSE34454, MOUSE22872, MOUSE22873, MOUSE22874	SCHMD21612, SCHMD08502
OG0000223	MOUSE20967	SCHMD03921, SCHMD02888, SCHMD07141, SCHMD29544
OG0000223	MOUSE21829, MOUSE21828, MOUSE21827	SCHMD25725
OG0000225	MOUSE06880, MOUSE06881, MOUSE06882, MOUSE06888, MOUSE23452, MOUSE23453, MOUSE23451, MOUSE52882, MOUSE52881, MOUSE52880, MOUSE35428, MOUSE35429, MOUSE35426, MOUSE35427, MOUSE02372, MOUSE02371, MOUSE32095, MOUSE37168, MOUSE37169, MOUSE37170, MOUSE19594, MOUSE19593, MOUSE19595	SCHMD14160, SCHMD23340, SCHMD13094, SCHMD25261, SCHMD22794, SCHMD14161
OG0000225	MOUSE52883	SCHMD18925, SCHMD18924
OG0000226	MOUSE22184	SCHMD28582
OG0000227	MOUSE01608	SCHMD05742, SCHMD06927
OG0000227	MOUSE22121	SCHMD26170
OG0000227	MOUSE01605, MOUSE01607, MOUSE01606, MOUSE51778	SCHMD05353
OG0000227	MOUSE48941, MOUSE48940, MOUSE48939, MOUSE09066, MOUSE28250	SCHMD04380
OG0000230	MOUSE06858, MOUSE06860, MOUSE06859	SCHMD23835, SCHMD14315
OG0000231	MOUSE54203, MOUSE21875, MOUSE21876, MOUSE36429, MOUSE45631, MOUSE45630	SCHMD15225, SCHMD17377
OG0000231	MOUSE49173, MOUSE32117	SCHMD24769, SCHMD25604
OG0000232	MOUSE36562	SCHMD14178, SCHMD02027
OG0000235	MOUSE36295, MOUSE36296, MOUSE38889, MOUSE23374	SCHMD29163
OG0000236	MOUSE31733	SCHMD00730
OG0000239	MOUSE05656, MOUSE05655, MOUSE18920, MOUSE22235, MOUSE22234, MOUSE22233, MOUSE22237, MOUSE22236	SCHMD18522
OG0000239	MOUSE07433	SCHMD03432
OG0000239	MOUSE05662, MOUSE05661, MOUSE39765, MOUSE39768, MOUSE39766	SCHMD06547
OG0000240	MOUSE01114, MOUSE01115, MOUSE01113	SCHMD06226, SCHMD00582
OG0000242	MOUSE21780, MOUSE21779, MOUSE35398	SCHMD20260
OG0000243	MOUSE09637, MOUSE09639	SCHMD12372
OG0000244	MOUSE17322, MOUSE14484, MOUSE14482	SCHMD21826
OG0000244	MOUSE28443	SCHMD15740, SCHMD18441, SCHMD21827
OG0000246	MOUSE44244, MOUSE44246, MOUSE44245	SCHMD02140
OG0000250	MOUSE41924	SCHMD11127
OG0000250	MOUSE06159, MOUSE06158, MOUSE06161, MOUSE06160	SCHMD00165
OG0000250	MOUSE41925, MOUSE41926, MOUSE41921, MOUSE41920, MOUSE41923, MOUSE41922	SCHMD03762, SCHMD05189
OG0000251	MOUSE22875	SCHMD28872
OG0000254	MOUSE16806	SCHMD11206
OG0000255	MOUSE55667	SCHMD14618, SCHMD25034
OG0000256	MOUSE25569, MOUSE48599	SCHMD06220
OG0000258	MOUSE46166, MOUSE46165	SCHMD19345
OG0000258	MOUSE42103	SCHMD00959
OG0000260	MOUSE46803, MOUSE07000, MOUSE06999, MOUSE52627, MOUSE52624, MOUSE52625, MOUSE12750, MOUSE46802, MOUSE03191, MOUSE46801, MOUSE03189, MOUSE03190, MOUSE03188, MOUSE52628	SCHMD00231
OG0000263	MOUSE21739	SCHMD21152, SCHMD16080, SCHMD25801, SCHMD26173, SCHMD15861, SCHMD05150
OG0000265	MOUSE24034, MOUSE24037, MOUSE25772	SCHMD14945, SCHMD03613
OG0000265	MOUSE50387	SCHMD19985
OG0000265	MOUSE15187, MOUSE15189, MOUSE15188	SCHMD18240, SCHMD09007
OG0000266	MOUSE14998, MOUSE14999, MOUSE15000	SCHMD11802
OG0000266	MOUSE15049, MOUSE15048	SCHMD08189
OG0000268	MOUSE26202, MOUSE26203, MOUSE19072	SCHMD25441
OG0000270	MOUSE16390, MOUSE00633	SCHMD16423
OG0000272	MOUSE06800, MOUSE06802, MOUSE06801, MOUSE34249, MOUSE13424, MOUSE28648, MOUSE38225, MOUSE35816	SCHMD13324, SCHMD08067
OG0000273	MOUSE48516	SCHMD09689
OG0000273	MOUSE15144, MOUSE15143, MOUSE15142, MOUSE15139, MOUSE15141, MOUSE15140, MOUSE15145	SCHMD18528, SCHMD25490
OG0000275	MOUSE21166, MOUSE21164, MOUSE21165, MOUSE32485, MOUSE32486, MOUSE32492, MOUSE32482, MOUSE32484, MOUSE32489, MOUSE32488, MOUSE32490, MOUSE32483, MOUSE32487, MOUSE32493, MOUSE32481, MOUSE32494, MOUSE32491, MOUSE32495, MOUSE25205, MOUSE25202, MOUSE25203, MOUSE25204, MOUSE25201	SCHMD08209, SCHMD24873
OG0000276	MOUSE48674, MOUSE48673, MOUSE48675, MOUSE48676	SCHMD08876
OG0000277	MOUSE46595, MOUSE46588, MOUSE46593, MOUSE46589, MOUSE46591, MOUSE20616, MOUSE37493, MOUSE37488, MOUSE37489	SCHMD09439
OG0000278	MOUSE03084	SCHMD04708, SCHMD14538
OG0000280	MOUSE10117, MOUSE10118, MOUSE44645, MOUSE10119, MOUSE44646	SCHMD22604
OG0000280	MOUSE00580, MOUSE00579, MOUSE51592	SCHMD23115
OG0000281	MOUSE24827, MOUSE39225, MOUSE39226, MOUSE39228, MOUSE39227, MOUSE12403, MOUSE12400, MOUSE12402, MOUSE12401, MOUSE09056, MOUSE49738, MOUSE49736, MOUSE49737, MOUSE09055, MOUSE09054	SCHMD28123, SCHMD29220
OG0000282	MOUSE25102, MOUSE25103, MOUSE25101, MOUSE05300, MOUSE05299, MOUSE25104, MOUSE25105	SCHMD05137
OG0000282	MOUSE37148, MOUSE37147	SCHMD15635, SCHMD25636
OG0000282	MOUSE20932, MOUSE20929, MOUSE20933, MOUSE20930, MOUSE20931	SCHMD25893
OG0000284	MOUSE31918, MOUSE17694, MOUSE17693, MOUSE50359, MOUSE50358, MOUSE50357, MOUSE50360, MOUSE50361	SCHMD23360, SCHMD08213
OG0000287	MOUSE23907, MOUSE23906	SCHMD20375, SCHMD22052, SCHMD09584, SCHMD21912, SCHMD24074, SCHMD15817, SCHMD20976, SCHMD00675, SCHMD16477, SCHMD24758, SCHMD25574
OG0000288	MOUSE28635, MOUSE28634, MOUSE28637, MOUSE28636, MOUSE32128, MOUSE32126, MOUSE32127, MOUSE32129, MOUSE44721, MOUSE00440, MOUSE00441, MOUSE00442, MOUSE32028	SCHMD10121, SCHMD07093, SCHMD10930, SCHMD07061
OG0000289	MOUSE33710, MOUSE33709, MOUSE10526, MOUSE10525	SCHMD14014, SCHMD14418, SCHMD14417, SCHMD14015, SCHMD16163
OG0000289	MOUSE52131, MOUSE52130	SCHMD29502, SCHMD19194, SCHMD19219, SCHMD13163, SCHMD22750
OG0000295	MOUSE06347, MOUSE06349, MOUSE06351	SCHMD11340, SCHMD11341, SCHMD11339, SCHMD02776, SCHMD10264, SCHMD14695
OG0000297	MOUSE09212	SCHMD20516, SCHMD13828, SCHMD25287, SCHMD13445, SCHMD23464, SCHMD29160, SCHMD28068, SCHMD13468, SCHMD18296, SCHMD12650, SCHMD13191, SCHMD26237, SCHMD06563, SCHMD06699, SCHMD07648, SCHMD13467, SCHMD19057
OG0000299	MOUSE18580, MOUSE18583, MOUSE18582, MOUSE18581, MOUSE18578, MOUSE18579, MOUSE18576, MOUSE18577, MOUSE28485, MOUSE28484, MOUSE28483, MOUSE28486, MOUSE34165, MOUSE34159, MOUSE34162, MOUSE34163, MOUSE34166, MOUSE34164, MOUSE34161, MOUSE34160, MOUSE00345, MOUSE00351, MOUSE00347, MOUSE00346	SCHMD13170, SCHMD20344
OG0000305	MOUSE02286, MOUSE02288, MOUSE02287	SCHMD22293
OG0000305	MOUSE35196, MOUSE35195, MOUSE35197, MOUSE35194	SCHMD04764
OG0000305	MOUSE13890, MOUSE22497, MOUSE22496, MOUSE14678	SCHMD01975
OG0000306	MOUSE19585, MOUSE19586, MOUSE31468, MOUSE31467	SCHMD02490
OG0000306	MOUSE11059	SCHMD21359
OG0000306	MOUSE31459	SCHMD02489
OG0000306	MOUSE31462, MOUSE31461	SCHMD17729
OG0000308	MOUSE35252, MOUSE35253, MOUSE26283, MOUSE43439, MOUSE43438, MOUSE49040	SCHMD26369
OG0000308	MOUSE10045, MOUSE10046	SCHMD14069, SCHMD01003, SCHMD00895
OG0000310	MOUSE53718, MOUSE53719, MOUSE53716, MOUSE53717	SCHMD09298, SCHMD11775
OG0000313	MOUSE48211, MOUSE47522, MOUSE47523, MOUSE47520, MOUSE47521, MOUSE23145, MOUSE23143, MOUSE41458, MOUSE41457, MOUSE41459	SCHMD03134
OG0000313	MOUSE23144	SCHMD02125
OG0000315	MOUSE38163	SCHMD06241
OG0000315	MOUSE35599	SCHMD15459
OG0000315	MOUSE22601, MOUSE22603, MOUSE22602, MOUSE40631, MOUSE40632, MOUSE22950, MOUSE14212, MOUSE35597, MOUSE35598, MOUSE35595, MOUSE35594, MOUSE35600	SCHMD17654
OG0000315	MOUSE32256	SCHMD23953
OG0000315	MOUSE07004, MOUSE07005, MOUSE45241	SCHMD01939
OG0000315	MOUSE34619	SCHMD29683
OG0000316	MOUSE41114, MOUSE41110, MOUSE41112, MOUSE41116, MOUSE41118, MOUSE41111, MOUSE48331, MOUSE48332, MOUSE48333, MOUSE48330, MOUSE48328, MOUSE48329	SCHMD10536, SCHMD22735
OG0000316	MOUSE19532, MOUSE19533, MOUSE17505, MOUSE17506, MOUSE17507, MOUSE17503, MOUSE17508, MOUSE17501, MOUSE17502, MOUSE17504	SCHMD10615, SCHMD19154
OG0000317	MOUSE06771, MOUSE34034, MOUSE34033, MOUSE13434, MOUSE13435	SCHMD15845
OG0000317	MOUSE13437	SCHMD18547
OG0000319	MOUSE21480	SCHMD18991
OG0000319	MOUSE21479	SCHMD18992
OG0000319	MOUSE19841, MOUSE19840, MOUSE19839, MOUSE19842, MOUSE19843	SCHMD16069
OG0000320	MOUSE36277	SCHMD20182
OG0000321	MOUSE33356, MOUSE33355, MOUSE20802, MOUSE20804, MOUSE20805	SCHMD10046
OG0000321	MOUSE13117, MOUSE52229, MOUSE54119, MOUSE54122, MOUSE54120, MOUSE54121, MOUSE13116, MOUSE52234, MOUSE52233, MOUSE52230, MOUSE52231, MOUSE52232	SCHMD04699, SCHMD05278
OG0000322	MOUSE37956, MOUSE37955, MOUSE37954, MOUSE36790, MOUSE35376	SCHMD03845, SCHMD03842
OG0000323	MOUSE50372	SCHMD20297
OG0000323	MOUSE30410, MOUSE30411, MOUSE30408, MOUSE30409, MOUSE30412	SCHMD21571, SCHMD14125
OG0000325	MOUSE32242, MOUSE32243	SCHMD10722, SCHMD23724, SCHMD17815, SCHMD15286, SCHMD10721, SCHMD23725, SCHMD23881, SCHMD17816
OG0000326	MOUSE34983, MOUSE34981, MOUSE29939, MOUSE04029	SCHMD05388, SCHMD24730
OG0000326	MOUSE34523	SCHMD29727
OG0000328	MOUSE49209	SCHMD15355, SCHMD24247, SCHMD15304
OG0000329	MOUSE02538, MOUSE22417, MOUSE22415, MOUSE22416, MOUSE02938, MOUSE02936, MOUSE02937, MOUSE05357	SCHMD12472, SCHMD24777, SCHMD26844, SCHMD15152
OG0000332	MOUSE36699, MOUSE00809	SCHMD26513, SCHMD25129, SCHMD25620, SCHMD25799, SCHMD18311
OG0000333	MOUSE25479	SCHMD26037, SCHMD21228
OG0000338	MOUSE04991, MOUSE04988, MOUSE04987, MOUSE04990, MOUSE04992, MOUSE04989, MOUSE15354, MOUSE46432, MOUSE46431, MOUSE46433, MOUSE23117, MOUSE23120, MOUSE23116, MOUSE23114, MOUSE23113, MOUSE23111	SCHMD23566, SCHMD22193
OG0000338	MOUSE23115	SCHMD20089
OG0000338	MOUSE50497, MOUSE50498	SCHMD17969
OG0000339	MOUSE28827, MOUSE28828, MOUSE28825, MOUSE28826	SCHMD09051, SCHMD09049, SCHMD07931, SCHMD10837, SCHMD09050, SCHMD11944, SCHMD04027
OG0000341	MOUSE21614	SCHMD01893
OG0000343	MOUSE52159, MOUSE52158, MOUSE52157, MOUSE52156, MOUSE52160, MOUSE45023, MOUSE45020, MOUSE45019, MOUSE45017, MOUSE45022, MOUSE45018, MOUSE45025, MOUSE45024, MOUSE45021	SCHMD10731, SCHMD08099
OG0000345	MOUSE21345	SCHMD02998
OG0000346	MOUSE41749, MOUSE50407, MOUSE50408, MOUSE33363, MOUSE33364, MOUSE33362, MOUSE33361, MOUSE33359, MOUSE33360, MOUSE20795, MOUSE20792, MOUSE20791, MOUSE20793	SCHMD26404
OG0000350	MOUSE41328, MOUSE11716, MOUSE27993	SCHMD23543
OG0000351	MOUSE23560	SCHMD01382
OG0000352	MOUSE20799, MOUSE20798, MOUSE20800, MOUSE18465, MOUSE18464, MOUSE48828, MOUSE48827	SCHMD07814
OG0000352	MOUSE00653, MOUSE00652, MOUSE00651, MOUSE00650, MOUSE01779, MOUSE01780, MOUSE01778	SCHMD03216
OG0000353	MOUSE00978, MOUSE00979	SCHMD00282, SCHMD11621
OG0000353	MOUSE47795, MOUSE47786, MOUSE47788, MOUSE47789, MOUSE47787, MOUSE47792, MOUSE47785, MOUSE47793, MOUSE47791, MOUSE47784	SCHMD09276, SCHMD00283, SCHMD07604
OG0000356	MOUSE05368, MOUSE17318, MOUSE17317	SCHMD05389, SCHMD00245
OG0000357	MOUSE20055, MOUSE20054, MOUSE20050, MOUSE37778, MOUSE37783, MOUSE37784, MOUSE37779, MOUSE37781, MOUSE37782, MOUSE37777, MOUSE37776, MOUSE20051, MOUSE46513, MOUSE46514, MOUSE46515, MOUSE46511	SCHMD22062, SCHMD19961
OG0000357	MOUSE39437, MOUSE55151, MOUSE09345, MOUSE17463, MOUSE55149, MOUSE55148, MOUSE55147, MOUSE55152, MOUSE55150, MOUSE55146	SCHMD01155
OG0000358	MOUSE02067, MOUSE02068	SCHMD28430, SCHMD13052, SCHMD26873
OG0000360	MOUSE47754, MOUSE47755, MOUSE47751, MOUSE47752, MOUSE47753, MOUSE48287, MOUSE48286, MOUSE48288, MOUSE48285, MOUSE11300, MOUSE11299, MOUSE11301, MOUSE11297, MOUSE11298	SCHMD06047
OG0000367	MOUSE24961, MOUSE24960, MOUSE40629, MOUSE53593, MOUSE29122, MOUSE18961, MOUSE12636, MOUSE12635, MOUSE12634	SCHMD09947
OG0000372	MOUSE34480, MOUSE34479, MOUSE34478	SCHMD26866, SCHMD11546
OG0000372	MOUSE28281, MOUSE06545, MOUSE06546	SCHMD21831, SCHMD11336
OG0000372	MOUSE31598	SCHMD16554, SCHMD19665
OG0000373	MOUSE37700	SCHMD12690, SCHMD02964
OG0000373	MOUSE37699, MOUSE37702, MOUSE37701, MOUSE20030	SCHMD08646, SCHMD00201
OG0000373	MOUSE35785	SCHMD13176, SCHMD08271
OG0000374	MOUSE14767, MOUSE26220	SCHMD04677, SCHMD23864
OG0000375	MOUSE36106, MOUSE36105, MOUSE36104	SCHMD00715
OG0000378	MOUSE33886, MOUSE32153, MOUSE21992, MOUSE54764	SCHMD07011, SCHMD12188
OG0000378	MOUSE50906, MOUSE50905, MOUSE24152, MOUSE24147, MOUSE24153, MOUSE24148, MOUSE24157, MOUSE24150, MOUSE24156, MOUSE24151, MOUSE24149, MOUSE43067, MOUSE43064, MOUSE43066, MOUSE43061, MOUSE43068, MOUSE43062, MOUSE43065, MOUSE43063, MOUSE24154, MOUSE43069	SCHMD05583
OG0000379	MOUSE04352	SCHMD22438, SCHMD05351
OG0000379	MOUSE15062, MOUSE15063, MOUSE03903	SCHMD04410, SCHMD04728, SCHMD09077, SCHMD07990
OG0000379	MOUSE17074	SCHMD09123, SCHMD25695
OG0000379	MOUSE33957	SCHMD24201, SCHMD26339, SCHMD04411
OG0000379	MOUSE33956, MOUSE33955	SCHMD18189, SCHMD00174
OG0000380	MOUSE20196, MOUSE27917	SCHMD10844, SCHMD21526
OG0000382	MOUSE06878	SCHMD22346, SCHMD02294, SCHMD02293, SCHMD04368
OG0000382	MOUSE06877, MOUSE06876, MOUSE52801	SCHMD02292
OG0000384	MOUSE31413, MOUSE31414	SCHMD15878
OG0000386	MOUSE48104, MOUSE50199, MOUSE54194, MOUSE48105	SCHMD17175, SCHMD15137, SCHMD15138, SCHMD06530, SCHMD06529, SCHMD19089, SCHMD16199, SCHMD15535, SCHMD12800
OG0000389	MOUSE03530, MOUSE03531, MOUSE00739, MOUSE00738, MOUSE00737	SCHMD03232, SCHMD09731
OG0000392	MOUSE48622, MOUSE48620, MOUSE48623, MOUSE10378, MOUSE10373, MOUSE10376, MOUSE10377, MOUSE10375, MOUSE10374, MOUSE48618, MOUSE48619, MOUSE33244, MOUSE33239, MOUSE33238, MOUSE33243, MOUSE33241	SCHMD08120
OG0000393	MOUSE06185	SCHMD10497
OG0000395	MOUSE16481, MOUSE51097, MOUSE51095	SCHMD07915
OG0000397	MOUSE40375, MOUSE35972, MOUSE35970, MOUSE46687, MOUSE47841, MOUSE40376, MOUSE40377, MOUSE40374, MOUSE40371, MOUSE40373, MOUSE40372	SCHMD04641
OG0000399	MOUSE06544	SCHMD23059
OG0000400	MOUSE32133, MOUSE32134	SCHMD00908
OG0000402	MOUSE29094, MOUSE12311	SCHMD02881, SCHMD11412
OG0000403	MOUSE50086, MOUSE50085, MOUSE50089, MOUSE50088, MOUSE50087, MOUSE50083	SCHMD28969, SCHMD27788, SCHMD15934, SCHMD03300, SCHMD02225, SCHMD03301
OG0000404	MOUSE33081, MOUSE33455	SCHMD02429
OG0000404	MOUSE20760	SCHMD03546
OG0000405	MOUSE30202, MOUSE30201, MOUSE30203, MOUSE30204, MOUSE44618, MOUSE44617, MOUSE44620, MOUSE44616, MOUSE44621, MOUSE10163, MOUSE10157, MOUSE10159, MOUSE10167, MOUSE10169, MOUSE10166, MOUSE10165, MOUSE10144, MOUSE10148, MOUSE10161, MOUSE10149, MOUSE10145, MOUSE10152, MOUSE10153, MOUSE10155, MOUSE10156, MOUSE10168, MOUSE10162, MOUSE10164, MOUSE10151, MOUSE10158, MOUSE10150, MOUSE10160, MOUSE44619, MOUSE10154	SCHMD26927, SCHMD22788, SCHMD20823
OG0000411	MOUSE30078, MOUSE30077, MOUSE30076	SCHMD11962, SCHMD08731, SCHMD19533
OG0000412	MOUSE33377, MOUSE33375	SCHMD08478
OG0000412	MOUSE11434	SCHMD08477, SCHMD08474
OG0000412	MOUSE25647	SCHMD26267, SCHMD21996
OG0000412	MOUSE11433, MOUSE11432	SCHMD11584
OG0000413	MOUSE55055	SCHMD18816, SCHMD03327, SCHMD18461
OG0000413	MOUSE27417, MOUSE28007, MOUSE43292	SCHMD19663
OG0000413	MOUSE15629, MOUSE45112, MOUSE55054, MOUSE55052, MOUSE55053, MOUSE55057, MOUSE55056, MOUSE45114, MOUSE45113	SCHMD18817, SCHMD28614
OG0000417	MOUSE23547, MOUSE14397	SCHMD05726, SCHMD07229, SCHMD26855, SCHMD04770
OG0000419	MOUSE20494, MOUSE31143, MOUSE23445, MOUSE23446	SCHMD20590, SCHMD23181, SCHMD17261, SCHMD26157
OG0000420	MOUSE29776, MOUSE29772, MOUSE29773, MOUSE29774, MOUSE29775, MOUSE09584, MOUSE09585	SCHMD23004
OG0000422	MOUSE33839, MOUSE33840, MOUSE06628, MOUSE06631, MOUSE06630, MOUSE06629	SCHMD11782, SCHMD13921, SCHMD19755, SCHMD21866
OG0000424	MOUSE20885, MOUSE20880, MOUSE20881, MOUSE20883, MOUSE20884, MOUSE20882, MOUSE20886, MOUSE20893, MOUSE20892, MOUSE20890, MOUSE20889, MOUSE20888, MOUSE20895, MOUSE20903	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568
OG0000426	MOUSE03252, MOUSE03251	SCHMD02251
OG0000426	MOUSE03838	SCHMD20249
OG0000426	MOUSE42322, MOUSE03837, MOUSE14180, MOUSE42323, MOUSE05136, MOUSE42324, MOUSE42321, MOUSE03830, MOUSE03832, MOUSE03833, MOUSE03834, MOUSE03835, MOUSE03836, MOUSE03831	SCHMD19378, SCHMD08176
OG0000427	MOUSE34466, MOUSE34463, MOUSE34462, MOUSE34461, MOUSE34464, MOUSE15450, MOUSE15454, MOUSE15446, MOUSE15449, MOUSE15457, MOUSE15447, MOUSE15451, MOUSE15452, MOUSE15448	SCHMD05143
OG0000430	MOUSE44209, MOUSE10057, MOUSE44211, MOUSE53642, MOUSE53643, MOUSE53644, MOUSE53641, MOUSE53640, MOUSE19493, MOUSE20457	SCHMD02042
OG0000431	MOUSE29578, MOUSE29583, MOUSE29582, MOUSE29579, MOUSE09376, MOUSE47610, MOUSE47606, MOUSE47605, MOUSE47607, MOUSE29585, MOUSE29586, MOUSE29581, MOUSE29580, MOUSE47609, MOUSE47608	SCHMD00614
OG0000432	MOUSE41192, MOUSE41193, MOUSE11245, MOUSE11244, MOUSE11241	SCHMD11313
