Orthogroup	MOUSE	XENTR
OG0000056	MOUSE31837, MOUSE31834, MOUSE31833, MOUSE31831, MOUSE31832, MOUSE31836, MOUSE31835, MOUSE31827, MOUSE31830, MOUSE31838	XENTR00422
OG0000056	MOUSE48807, MOUSE48808, MOUSE48805, MOUSE48806, MOUSE48802, MOUSE48804	XENTR06505
OG0000056	MOUSE18387, MOUSE18505	XENTR06516, XENTR06514, XENTR06515, XENTR06513
OG0000056	MOUSE37995, MOUSE37994	XENTR00781
OG0000057	MOUSE10186, MOUSE10187, MOUSE10188	XENTR04236
OG0000057	MOUSE44717, MOUSE44718	XENTR01413, XENTR01414
OG0000057	MOUSE55281, MOUSE55280	XENTR03679
OG0000058	MOUSE29478, MOUSE35031, MOUSE53977, MOUSE17481	XENTR09300
OG0000058	MOUSE21857, MOUSE21254	XENTR11839
OG0000058	MOUSE40446, MOUSE40445, MOUSE06405, MOUSE16601, MOUSE38610	XENTR16220
OG0000058	MOUSE49898	XENTR16040
OG0000058	MOUSE27373	XENTR02416
OG0000058	MOUSE40443, MOUSE20899	XENTR06707
OG0000058	MOUSE06401	XENTR13842
OG0000058	MOUSE38608	XENTR00121
OG0000059	MOUSE55069	XENTR11924
OG0000059	MOUSE29771, MOUSE29770, MOUSE29769	XENTR13190
OG0000059	MOUSE52259, MOUSE52258	XENTR09381
OG0000059	MOUSE50099, MOUSE50101	XENTR06961
OG0000059	MOUSE29617	XENTR16370
OG0000059	MOUSE45371, MOUSE45374	XENTR15475
OG0000060	MOUSE52080, MOUSE52079	XENTR09513
OG0000060	MOUSE44147, MOUSE44148	XENTR11489
OG0000060	MOUSE44454, MOUSE44455	XENTR04114
OG0000060	MOUSE01901, MOUSE01902	XENTR08957
OG0000061	MOUSE26618	XENTR00116
OG0000061	MOUSE38907, MOUSE38906	XENTR05367
OG0000061	MOUSE22377, MOUSE22378	XENTR09403
OG0000061	MOUSE53042	XENTR06949, XENTR06950, XENTR12872
OG0000061	MOUSE06425	XENTR09801
OG0000061	MOUSE42762	XENTR02075
OG0000061	MOUSE17361	XENTR17074
OG0000061	MOUSE03955, MOUSE03956	XENTR09112
OG0000061	MOUSE53307	XENTR16336
OG0000061	MOUSE39884, MOUSE39883	XENTR06851
OG0000061	MOUSE39889, MOUSE39886, MOUSE39890, MOUSE39885, MOUSE39887, MOUSE39892, MOUSE39891	XENTR10614
OG0000061	MOUSE08504, MOUSE08505	XENTR06288
OG0000061	MOUSE39874, MOUSE39873, MOUSE39878, MOUSE39876, MOUSE39877	XENTR10609
OG0000061	MOUSE05785	XENTR10747
OG0000062	MOUSE25941	XENTR06154
OG0000062	MOUSE18495	XENTR13824
OG0000062	MOUSE18493	XENTR13820
OG0000062	MOUSE17649	XENTR15531
OG0000062	MOUSE41585, MOUSE41584, MOUSE41295, MOUSE41296, MOUSE41297, MOUSE41294	XENTR11355, XENTR11358
OG0000062	MOUSE41586	XENTR11354, XENTR16052, XENTR16051, XENTR19033, XENTR17596, XENTR16050
OG0000062	MOUSE52081	XENTR09512
OG0000063	MOUSE18432, MOUSE18433, MOUSE18434	XENTR10234
OG0000063	MOUSE32920, MOUSE32923, MOUSE32924, MOUSE32922, MOUSE32921, MOUSE32925, MOUSE32927, MOUSE32926, MOUSE32919	XENTR04709
OG0000063	MOUSE18436, MOUSE18437, MOUSE33694, MOUSE33695, MOUSE33696	XENTR00319
OG0000063	MOUSE10885, MOUSE10881	XENTR11311
OG0000063	MOUSE33697	XENTR04708
OG0000063	MOUSE27866, MOUSE27867	XENTR08048
OG0000063	MOUSE46812, MOUSE46810, MOUSE46811, MOUSE46809	XENTR02007
OG0000065	MOUSE25323, MOUSE25321, MOUSE25322	XENTR16407
OG0000065	MOUSE50148	XENTR13484
OG0000065	MOUSE32171	XENTR05900
OG0000066	MOUSE53763	XENTR18882
OG0000067	MOUSE10267	XENTR14086
OG0000067	MOUSE19580	XENTR13783
OG0000067	MOUSE31455	XENTR04874
OG0000068	MOUSE39314	XENTR00752
OG0000068	MOUSE54372	XENTR17205
OG0000068	MOUSE40674	XENTR10995
OG0000068	MOUSE24850, MOUSE24849	XENTR11373
OG0000068	MOUSE54270	XENTR06812
OG0000068	MOUSE52919, MOUSE52920, MOUSE52921	XENTR11294
OG0000068	MOUSE14430	XENTR01321
OG0000068	MOUSE41087, MOUSE41088	XENTR07981
OG0000068	MOUSE02009	XENTR06611
OG0000069	MOUSE30824	XENTR15529
OG0000069	MOUSE30828	XENTR18834
OG0000069	MOUSE24595, MOUSE06171	XENTR16269
OG0000070	MOUSE00175, MOUSE00176, MOUSE00177, MOUSE00178	XENTR15503
OG0000070	MOUSE55320	XENTR11143
OG0000070	MOUSE54102	XENTR02048
OG0000070	MOUSE14076	XENTR04776
OG0000070	MOUSE06197	XENTR13746
OG0000070	MOUSE19892	XENTR15542
OG0000070	MOUSE01400, MOUSE01399	XENTR05723, XENTR09834
OG0000071	MOUSE27775, MOUSE27776, MOUSE27777	XENTR09995, XENTR01851, XENTR10875
OG0000072	MOUSE48101, MOUSE48102, MOUSE48100	XENTR15041
OG0000072	MOUSE50200, MOUSE50201	XENTR13953
OG0000072	MOUSE30088	XENTR03548
OG0000072	MOUSE45691	XENTR18546
OG0000072	MOUSE29660	XENTR01057
OG0000072	MOUSE00771, MOUSE00773, MOUSE00770, MOUSE00774, MOUSE00772	XENTR13152
OG0000073	MOUSE18061, MOUSE18060, MOUSE18059, MOUSE18051, MOUSE18052	XENTR03608, XENTR03610, XENTR03611, XENTR03612
OG0000073	MOUSE28629	XENTR03006
OG0000073	MOUSE21657, MOUSE21656	XENTR09344
OG0000073	MOUSE49709, MOUSE49708	XENTR05966, XENTR05967
OG0000073	MOUSE21655	XENTR09343
OG0000073	MOUSE02165, MOUSE02168, MOUSE02164, MOUSE02163	XENTR13665
OG0000074	MOUSE01754	XENTR10798, XENTR10797
OG0000074	MOUSE27442, MOUSE27441	XENTR14396
OG0000074	MOUSE43699	XENTR07269
OG0000074	MOUSE19006	XENTR06689
OG0000075	MOUSE05779	XENTR02757, XENTR11353
OG0000075	MOUSE03707	XENTR12610
OG0000075	MOUSE14633	XENTR06215
OG0000075	MOUSE34423	XENTR09250
OG0000075	MOUSE45151	XENTR14285
OG0000075	MOUSE22547	XENTR04179
OG0000075	MOUSE14629, MOUSE14632, MOUSE14631, MOUSE14630	XENTR06216
OG0000075	MOUSE31075	XENTR01223
OG0000075	MOUSE39073	XENTR05975
OG0000075	MOUSE41200, MOUSE41199, MOUSE41201	XENTR10723
OG0000075	MOUSE14370, MOUSE14371, MOUSE14372	XENTR17547
OG0000075	MOUSE40742	XENTR16124
OG0000075	MOUSE39111, MOUSE39110, MOUSE39108, MOUSE39109	XENTR05986, XENTR05987
OG0000077	MOUSE27949	XENTR06888
OG0000077	MOUSE03243, MOUSE03242	XENTR17790
OG0000077	MOUSE12725, MOUSE12726, MOUSE12727	XENTR02687
OG0000077	MOUSE51200	XENTR10451
OG0000077	MOUSE27778, MOUSE27779	XENTR01904
OG0000077	MOUSE35957	XENTR13403
OG0000077	MOUSE52108	XENTR07875
OG0000077	MOUSE16118	XENTR00642
OG0000077	MOUSE10502	XENTR04757
OG0000077	MOUSE20922, MOUSE20923, MOUSE20925, MOUSE20926, MOUSE20924	XENTR13588
OG0000078	MOUSE35673, MOUSE35672	XENTR16140
OG0000078	MOUSE48544	XENTR05046
OG0000078	MOUSE27283, MOUSE27282	XENTR08333
OG0000078	MOUSE01884	XENTR08953, XENTR08952
OG0000079	MOUSE14895, MOUSE14896	XENTR07112, XENTR07113
OG0000079	MOUSE10310, MOUSE49621, MOUSE16489, MOUSE26500, MOUSE26499, MOUSE26501	XENTR07163
OG0000079	MOUSE39785, MOUSE39788, MOUSE39787, MOUSE39786	XENTR03342
OG0000079	MOUSE09603	XENTR03648
OG0000079	MOUSE36920, MOUSE36921, MOUSE36917, MOUSE36919, MOUSE36918, MOUSE36916, MOUSE36922	XENTR08294
OG0000079	MOUSE36928, MOUSE36927	XENTR08293
OG0000079	MOUSE03421, MOUSE03420, MOUSE03419	XENTR03649
OG0000079	MOUSE37480, MOUSE37479	XENTR01194
OG0000079	MOUSE01454, MOUSE01456, MOUSE01455	XENTR15371
OG0000081	MOUSE21429, MOUSE21428, MOUSE21430	XENTR18129, XENTR18128, XENTR18130, XENTR17315, XENTR17314, XENTR18127, XENTR17316
OG0000081	MOUSE19801	XENTR05089
OG0000081	MOUSE48363	XENTR04318
OG0000081	MOUSE51878, MOUSE51877	XENTR10285
OG0000081	MOUSE15491, MOUSE15490	XENTR00627
OG0000082	MOUSE25920	XENTR16096
OG0000082	MOUSE19184	XENTR01624, XENTR01625
OG0000082	MOUSE17697, MOUSE17696, MOUSE17699	XENTR10144, XENTR10158, XENTR12929
OG0000082	MOUSE07392	XENTR11654
OG0000082	MOUSE50877, MOUSE50878	XENTR10095
OG0000083	MOUSE38865, MOUSE38864, MOUSE38866	XENTR04370
OG0000083	MOUSE30042	XENTR05647
OG0000084	MOUSE21451	XENTR14395, XENTR14216, XENTR02688
OG0000084	MOUSE30075, MOUSE30074	XENTR03539
OG0000084	MOUSE50161, MOUSE50162	XENTR08804, XENTR16312, XENTR13487
OG0000084	MOUSE31596	XENTR05567
OG0000084	MOUSE40356	XENTR06450
OG0000085	MOUSE53183, MOUSE53182, MOUSE53184	XENTR01729
OG0000085	MOUSE26268, MOUSE26267	XENTR03138
OG0000085	MOUSE04941	XENTR04052
OG0000085	MOUSE37558, MOUSE37557	XENTR12507
OG0000085	MOUSE50493, MOUSE50494, MOUSE50492	XENTR15005
OG0000085	MOUSE54746, MOUSE54748, MOUSE54747	XENTR14407
OG0000085	MOUSE30928	XENTR15163
OG0000085	MOUSE52166	XENTR04222
OG0000085	MOUSE15351	XENTR00809
OG0000085	MOUSE37560	XENTR12508
OG0000085	MOUSE04944, MOUSE04943	XENTR04053
OG0000085	MOUSE16592, MOUSE16590	XENTR12352, XENTR12351
OG0000087	MOUSE04044, MOUSE04045	XENTR17246
OG0000087	MOUSE24629, MOUSE24631	XENTR13447, XENTR13446
OG0000087	MOUSE11362	XENTR07023
OG0000087	MOUSE22119, MOUSE22054, MOUSE22052	XENTR10385
OG0000087	MOUSE11213	XENTR06016
OG0000087	MOUSE46080, MOUSE46081	XENTR00988
OG0000087	MOUSE46082	XENTR18799
OG0000088	MOUSE00763, MOUSE00764	XENTR13149
OG0000088	MOUSE27097	XENTR04460
OG0000088	MOUSE52249	XENTR11326
OG0000088	MOUSE53735	XENTR09069
OG0000088	MOUSE49610	XENTR10979, XENTR05948
OG0000088	MOUSE49528, MOUSE49529, MOUSE49530	XENTR02110
OG0000089	MOUSE00168, MOUSE00169	XENTR04109
OG0000090	MOUSE17971, MOUSE17970, MOUSE17967	XENTR11768
OG0000090	MOUSE32571	XENTR06545
OG0000091	MOUSE19668, MOUSE19669	XENTR08624
OG0000093	MOUSE16619	XENTR11592
OG0000093	MOUSE35368, MOUSE35369	XENTR02843
OG0000093	MOUSE52764, MOUSE52765	XENTR08380
OG0000094	MOUSE23651, MOUSE23649, MOUSE23648, MOUSE23650	XENTR15752
OG0000094	MOUSE41184, MOUSE41176, MOUSE41185, MOUSE41182, MOUSE41183, MOUSE41181, MOUSE41180, MOUSE41175, MOUSE41178, MOUSE41172, MOUSE41173, MOUSE41174, MOUSE41170, MOUSE41171, MOUSE41187, MOUSE41186, MOUSE41188, MOUSE41189, MOUSE41169, MOUSE41179, MOUSE41177	XENTR10717
OG0000094	MOUSE53507, MOUSE53505, MOUSE11261	XENTR18065
OG0000094	MOUSE53509, MOUSE53510	XENTR18157
OG0000094	MOUSE23861, MOUSE23862, MOUSE23863	XENTR09915
OG0000094	MOUSE48851, MOUSE48849, MOUSE48850	XENTR14788
OG0000095	MOUSE39288, MOUSE39290, MOUSE39289, MOUSE39291	XENTR00743
OG0000095	MOUSE21580	XENTR06595
OG0000095	MOUSE12896	XENTR15088
OG0000095	MOUSE29409	XENTR09902, XENTR09903
OG0000095	MOUSE29410	XENTR09904
OG0000096	MOUSE54033	XENTR02028
OG0000096	MOUSE13094	XENTR07076
OG0000096	MOUSE29900	XENTR03113
OG0000096	MOUSE31085, MOUSE31087	XENTR02339
OG0000096	MOUSE14640	XENTR06220
OG0000096	MOUSE35516	XENTR01880
OG0000096	MOUSE19103, MOUSE30286, MOUSE30282	XENTR18613
OG0000096	MOUSE41983	XENTR18353
OG0000096	MOUSE30995, MOUSE30992	XENTR07413
OG0000096	MOUSE47007	XENTR11633
OG0000096	MOUSE45925	XENTR16018
OG0000096	MOUSE44088	XENTR14119
OG0000096	MOUSE52337	XENTR17893
OG0000097	MOUSE31754, MOUSE31753, MOUSE31748, MOUSE31746, MOUSE31745, MOUSE31749, MOUSE31752, MOUSE31750, MOUSE31751	XENTR04701, XENTR00449, XENTR04699, XENTR04698
OG0000097	MOUSE31744	XENTR04700
OG0000098	MOUSE44178, MOUSE44180	XENTR05433
OG0000098	MOUSE01240	XENTR17176
OG0000098	MOUSE20701	XENTR13786
OG0000098	MOUSE27744, MOUSE27743	XENTR13233
OG0000098	MOUSE44546, MOUSE44536, MOUSE44538, MOUSE44535, MOUSE44533	XENTR09318
OG0000098	MOUSE20728, MOUSE20727, MOUSE20726, MOUSE20725	XENTR06987
OG0000099	MOUSE30052, MOUSE30050, MOUSE30051	XENTR05643
OG0000099	MOUSE53947, MOUSE53948, MOUSE53946	XENTR00672
OG0000099	MOUSE50039, MOUSE50041, MOUSE50040	XENTR05782
OG0000099	MOUSE03601, MOUSE03600, MOUSE03599	XENTR15897, XENTR15898
OG0000099	MOUSE43058	XENTR08245
OG0000099	MOUSE50899	XENTR06050
OG0000099	MOUSE00626, MOUSE00624, MOUSE00623	XENTR16324
OG0000099	MOUSE33922	XENTR11719
OG0000099	MOUSE16210, MOUSE16209, MOUSE16208, MOUSE16204, MOUSE16205, MOUSE16206, MOUSE16207	XENTR12540
OG0000101	MOUSE49370	XENTR09885
OG0000101	MOUSE49670	XENTR05951
OG0000101	MOUSE15611, MOUSE15612	XENTR10544
OG0000101	MOUSE02574, MOUSE02575, MOUSE02573, MOUSE02572	XENTR05240
OG0000101	MOUSE02456, MOUSE02446, MOUSE02447, MOUSE02449, MOUSE02452, MOUSE02454, MOUSE02453, MOUSE02455, MOUSE02457	XENTR13420, XENTR13421, XENTR13418, XENTR13417, XENTR13424, XENTR13419, XENTR13422, XENTR13423
OG0000101	MOUSE26355	XENTR08771
OG0000102	MOUSE08156, MOUSE08155	XENTR10759
OG0000102	MOUSE24799, MOUSE24798	XENTR05530
OG0000102	MOUSE25337, MOUSE25336	XENTR17165
OG0000102	MOUSE25939	XENTR06155
OG0000103	MOUSE03946, MOUSE03948, MOUSE03949, MOUSE03945	XENTR09108, XENTR09106
OG0000103	MOUSE03951	XENTR06370, XENTR18537, XENTR03858
OG0000103	MOUSE12336, MOUSE12340	XENTR09105, XENTR09107, XENTR09109, XENTR12407, XENTR12406
OG0000103	MOUSE15975, MOUSE28384	XENTR01493
OG0000103	MOUSE03980, MOUSE03977, MOUSE03979	XENTR09120
OG0000103	MOUSE15157	XENTR01361
OG0000103	MOUSE14014	XENTR05614
OG0000104	MOUSE50572, MOUSE50573	XENTR05699
OG0000104	MOUSE16444, MOUSE16442, MOUSE16443, MOUSE16439, MOUSE16441, MOUSE16438, MOUSE16437, MOUSE16440, MOUSE16436	XENTR11871
OG0000104	MOUSE06976, MOUSE06975, MOUSE06978, MOUSE06980, MOUSE06979, MOUSE06981, MOUSE06983, MOUSE06982	XENTR03188
OG0000104	MOUSE05643, MOUSE05641, MOUSE05642	XENTR10251
OG0000104	MOUSE16445, MOUSE16446	XENTR11872
OG0000104	MOUSE50574, MOUSE50575, MOUSE50576	XENTR05698
OG0000104	MOUSE16174	XENTR07142
OG0000104	MOUSE23464, MOUSE23465, MOUSE23463	XENTR02594
OG0000104	MOUSE01968, MOUSE01967	XENTR10789
OG0000104	MOUSE53764	XENTR16122
OG0000104	MOUSE22551, MOUSE22550	XENTR04181
OG0000106	MOUSE49277, MOUSE49278	XENTR16525
OG0000106	MOUSE55330	XENTR07760
OG0000106	MOUSE29352	XENTR12554
OG0000106	MOUSE29353, MOUSE29354	XENTR12553
OG0000106	MOUSE29357	XENTR12551
OG0000106	MOUSE29355	XENTR12552
OG0000106	MOUSE32021	XENTR07802
OG0000106	MOUSE15287	XENTR00833
OG0000106	MOUSE04920, MOUSE04918	XENTR04047, XENTR14694
OG0000106	MOUSE30798, MOUSE30797	XENTR12158
OG0000106	MOUSE51789, MOUSE51787, MOUSE51788	XENTR05297
OG0000107	MOUSE08837	XENTR19238
OG0000107	MOUSE08933	XENTR19248
OG0000108	MOUSE15530, MOUSE15531	XENTR03238
OG0000108	MOUSE12588	XENTR11663, XENTR11664
OG0000108	MOUSE50934, MOUSE50931, MOUSE50935, MOUSE50932	XENTR06039
OG0000108	MOUSE05737	XENTR06931
OG0000108	MOUSE25036	XENTR12385
OG0000108	MOUSE14651	XENTR06227
OG0000110	MOUSE38813	XENTR04384
OG0000110	MOUSE04691	XENTR09458
OG0000111	MOUSE17075	XENTR01487
OG0000111	MOUSE14044	XENTR04814
OG0000111	MOUSE06017, MOUSE06016	XENTR07587
OG0000111	MOUSE07126	XENTR06674
OG0000111	MOUSE28116	XENTR09084
OG0000111	MOUSE53772	XENTR13395
OG0000111	MOUSE29257, MOUSE29259, MOUSE29254	XENTR18141
OG0000111	MOUSE21512	XENTR04629
OG0000111	MOUSE34168	XENTR12868
OG0000111	MOUSE00043, MOUSE00042, MOUSE00044, MOUSE00053, MOUSE00055, MOUSE00045, MOUSE00060, MOUSE00058, MOUSE00059, MOUSE00062, MOUSE00054, MOUSE00065, MOUSE00066, MOUSE00064, MOUSE00057, MOUSE00051, MOUSE00050, MOUSE00049, MOUSE00063, MOUSE00056, MOUSE00061, MOUSE00052	XENTR04110
OG0000111	MOUSE21513	XENTR04628
OG0000113	MOUSE33596, MOUSE33595	XENTR00307
OG0000113	MOUSE08570, MOUSE08575, MOUSE08576, MOUSE22353, MOUSE22352, MOUSE08561, MOUSE08562, MOUSE08559, MOUSE08567, MOUSE08563, MOUSE08565, MOUSE08573, MOUSE08574, MOUSE08572, MOUSE08568, MOUSE08571	XENTR14045, XENTR14048, XENTR14046, XENTR14044, XENTR14047, XENTR14049
OG0000113	MOUSE39395	XENTR14052
OG0000113	MOUSE08578, MOUSE08577, MOUSE39332, MOUSE39333, MOUSE39335, MOUSE39331, MOUSE39329	XENTR14043
OG0000114	MOUSE41333	XENTR15267
OG0000114	MOUSE33746	XENTR18851
OG0000114	MOUSE04130, MOUSE04131, MOUSE04134, MOUSE29454, MOUSE29455	XENTR00272
OG0000114	MOUSE36090, MOUSE36092, MOUSE36094, MOUSE36095, MOUSE36093, MOUSE36096, MOUSE36091	XENTR12456
OG0000114	MOUSE34889, MOUSE34888	XENTR08055
OG0000115	MOUSE49659, MOUSE49660	XENTR10985
OG0000116	MOUSE30922	XENTR15162
OG0000116	MOUSE27994	XENTR12530
OG0000117	MOUSE20794, MOUSE20790	XENTR11526
OG0000117	MOUSE27159, MOUSE27158	XENTR09867
OG0000119	MOUSE26432, MOUSE26431, MOUSE26430	XENTR05393
OG0000119	MOUSE02581, MOUSE02580	XENTR05242
OG0000119	MOUSE05168, MOUSE05166, MOUSE05165, MOUSE05167	XENTR06871
OG0000119	MOUSE26597, MOUSE26599	XENTR00115
OG0000119	MOUSE14908	XENTR07107
OG0000119	MOUSE25018, MOUSE25019	XENTR12433
OG0000119	MOUSE05713	XENTR15934, XENTR15933
OG0000119	MOUSE26569	XENTR01125
OG0000119	MOUSE53192, MOUSE53193, MOUSE53194	XENTR14071
OG0000120	MOUSE32832	XENTR17173
OG0000120	MOUSE43386, MOUSE43387	XENTR14772
OG0000120	MOUSE38908, MOUSE38909	XENTR05369
OG0000121	MOUSE48188, MOUSE48187	XENTR04902
OG0000121	MOUSE21383	XENTR18080
OG0000121	MOUSE31533	XENTR04864
OG0000121	MOUSE22218, MOUSE22217	XENTR08396
OG0000122	MOUSE05693	XENTR06907
OG0000122	MOUSE35483, MOUSE35485, MOUSE35486, MOUSE22654	XENTR17281
OG0000122	MOUSE36694, MOUSE36691, MOUSE36690, MOUSE36692	XENTR14715
OG0000122	MOUSE10935, MOUSE10930, MOUSE10934, MOUSE10936, MOUSE10937, MOUSE10939, MOUSE10941, MOUSE10933, MOUSE10927, MOUSE10928, MOUSE10931, MOUSE10929, MOUSE10932, MOUSE10942, MOUSE10938, MOUSE10940, MOUSE10926	XENTR01730
OG0000122	MOUSE26270, MOUSE26269, MOUSE26271	XENTR03137
OG0000122	MOUSE14751, MOUSE14753	XENTR03802
OG0000123	MOUSE36089	XENTR12457
OG0000123	MOUSE09426, MOUSE09427	XENTR17140
OG0000123	MOUSE47951, MOUSE47950	XENTR02182
OG0000123	MOUSE19619	XENTR13577
OG0000123	MOUSE09430, MOUSE09429, MOUSE09431	XENTR10906
OG0000124	MOUSE45402	XENTR05926
OG0000124	MOUSE06474, MOUSE06473	XENTR10247
OG0000124	MOUSE38647, MOUSE38648	XENTR00962
OG0000124	MOUSE14045	XENTR04813
OG0000124	MOUSE34424	XENTR09248
OG0000124	MOUSE34425	XENTR09249
OG0000124	MOUSE07351, MOUSE07350, MOUSE07352	XENTR12958
OG0000124	MOUSE18780, MOUSE18779	XENTR01638
OG0000124	MOUSE27466	XENTR13084
OG0000124	MOUSE49894	XENTR11997
OG0000125	MOUSE05385	XENTR14097
OG0000125	MOUSE10968, MOUSE10967	XENTR01739
OG0000125	MOUSE05399, MOUSE05398	XENTR14091
OG0000125	MOUSE14824, MOUSE14825	XENTR08560
OG0000125	MOUSE10966	XENTR01738
OG0000125	MOUSE05382, MOUSE05384, MOUSE05381	XENTR14098
OG0000125	MOUSE27013, MOUSE27014, MOUSE43956, MOUSE43955, MOUSE43954	XENTR05425
OG0000125	MOUSE01898, MOUSE01899, MOUSE01900	XENTR08956
OG0000125	MOUSE43958, MOUSE43957	XENTR07410
OG0000126	MOUSE36415, MOUSE36417	XENTR03459
OG0000126	MOUSE03223	XENTR13788
OG0000126	MOUSE44505	XENTR00416
OG0000126	MOUSE47555, MOUSE47554	XENTR02718
OG0000126	MOUSE54136, MOUSE54135, MOUSE54137	XENTR02062
OG0000126	MOUSE29574, MOUSE29573, MOUSE29575, MOUSE47556	XENTR09023
OG0000126	MOUSE12568	XENTR14632
OG0000126	MOUSE36379, MOUSE36377, MOUSE36378	XENTR03466
OG0000126	MOUSE19645	XENTR05061
OG0000126	MOUSE01498, MOUSE01499	XENTR11942
OG0000126	MOUSE32380	XENTR13975
OG0000126	MOUSE30420, MOUSE30422, MOUSE30421, MOUSE27727, MOUSE27726, MOUSE27725	XENTR08532
OG0000127	MOUSE47545	XENTR02720
OG0000127	MOUSE54139	XENTR03441
OG0000127	MOUSE29572	XENTR09025
OG0000127	MOUSE52357	XENTR10923
OG0000127	MOUSE13075	XENTR12718
OG0000127	MOUSE09031, MOUSE06835, MOUSE28216	XENTR18212
OG0000127	MOUSE12652	XENTR03639
OG0000127	MOUSE29242	XENTR18292
OG0000127	MOUSE21486, MOUSE21487	XENTR04635, XENTR04636, XENTR18893
OG0000127	MOUSE17076	XENTR01486
OG0000127	MOUSE14094	XENTR04784
OG0000127	MOUSE06008	XENTR07585
OG0000128	MOUSE20235	XENTR09496, XENTR10668
OG0000128	MOUSE44975, MOUSE44976	XENTR08486
OG0000128	MOUSE50207, MOUSE50208	XENTR08487
OG0000128	MOUSE15660, MOUSE15661	XENTR04418
OG0000129	MOUSE24658	XENTR13439
OG0000129	MOUSE20204	XENTR09476
OG0000129	MOUSE24659, MOUSE24660, MOUSE24661	XENTR13435, XENTR13438, XENTR13437
OG0000129	MOUSE43330	XENTR12648
OG0000129	MOUSE49914	XENTR00152
OG0000129	MOUSE27526, MOUSE27523, MOUSE27524, MOUSE27525, MOUSE27522, MOUSE27521	XENTR06673
OG0000129	MOUSE18634	XENTR11868, XENTR11869
OG0000129	MOUSE45123	XENTR14278
OG0000129	MOUSE55058	XENTR11921, XENTR18992
OG0000129	MOUSE23071, MOUSE23074, MOUSE23073, MOUSE23072	XENTR06232
OG0000130	MOUSE31524, MOUSE31521, MOUSE31523, MOUSE31522	XENTR04860
OG0000130	MOUSE18069	XENTR07613
OG0000130	MOUSE39202, MOUSE39203, MOUSE39204	XENTR12880
OG0000130	MOUSE41078, MOUSE41079, MOUSE41080	XENTR07979
OG0000130	MOUSE11517, MOUSE11516	XENTR08843, XENTR10120
OG0000131	MOUSE01093, MOUSE01094	XENTR10944
OG0000131	MOUSE23091	XENTR03272
OG0000132	MOUSE08918, MOUSE08909, MOUSE21284, MOUSE08828, MOUSE08927, MOUSE08921, MOUSE08935	XENTR17991, XENTR17911, XENTR17992, XENTR18068, XENTR18069, XENTR13502, XENTR19190, XENTR04255
OG0000132	MOUSE14073	XENTR04795
OG0000136	MOUSE17651	XENTR15528
OG0000136	MOUSE21266	XENTR11845
OG0000137	MOUSE13561, MOUSE13559, MOUSE13562, MOUSE13560	XENTR10738
OG0000137	MOUSE00324, MOUSE00325	XENTR07993
OG0000137	MOUSE00321, MOUSE00323	XENTR07994
OG0000137	MOUSE48199, MOUSE48198, MOUSE48197, MOUSE48196	XENTR04900
OG0000137	MOUSE06337, MOUSE06338	XENTR11062, XENTR17418
OG0000137	MOUSE18096	XENTR10667
OG0000139	MOUSE38143, MOUSE38140, MOUSE38141, MOUSE38139, MOUSE38142	XENTR06324
OG0000140	MOUSE39686, MOUSE39687, MOUSE39688, MOUSE39689, MOUSE39690	XENTR17095
OG0000140	MOUSE41508, MOUSE41510, MOUSE41511, MOUSE41509	XENTR01606
OG0000140	MOUSE47115, MOUSE47116	XENTR07662
OG0000140	MOUSE47124	XENTR08332, XENTR14015, XENTR14016, XENTR07655
OG0000140	MOUSE47123, MOUSE47122, MOUSE47121	XENTR08331, XENTR14014, XENTR14012
OG0000140	MOUSE47111, MOUSE47112, MOUSE47110	XENTR01360, XENTR07654
OG0000140	MOUSE47114, MOUSE47113	XENTR07659, XENTR16593, XENTR17086, XENTR14627, XENTR14631, XENTR14629, XENTR17001, XENTR18014, XENTR07667, XENTR14010, XENTR14008, XENTR07656
OG0000140	MOUSE02131	XENTR00385
OG0000140	MOUSE44345, MOUSE44344	XENTR18191
OG0000141	MOUSE36428, MOUSE36449, MOUSE36448	XENTR03452
OG0000141	MOUSE07488, MOUSE07489	XENTR09008
OG0000141	MOUSE36994	XENTR08297
OG0000141	MOUSE47484	XENTR02739
OG0000141	MOUSE54377, MOUSE54378	XENTR13160
OG0000142	MOUSE49876	XENTR10224, XENTR10223
OG0000142	MOUSE19688	XENTR07681
OG0000142	MOUSE18488	XENTR15206
OG0000142	MOUSE17833	XENTR12932
OG0000142	MOUSE09112, MOUSE09113	XENTR08172
OG0000142	MOUSE28967	XENTR16130
OG0000147	MOUSE04282, MOUSE04281	XENTR17574
OG0000147	MOUSE23083, MOUSE23081, MOUSE23080, MOUSE23084, MOUSE23082	XENTR03268
OG0000147	MOUSE34846, MOUSE34845, MOUSE34844	XENTR13018
OG0000147	MOUSE23086, MOUSE23085	XENTR12286
OG0000147	MOUSE09313, MOUSE09314, MOUSE09315	XENTR02156
OG0000147	MOUSE12666, MOUSE12667	XENTR12287
OG0000147	MOUSE23670, MOUSE23669, MOUSE23668	XENTR01301
OG0000147	MOUSE28041, MOUSE28040	XENTR00602
OG0000147	MOUSE27544	XENTR15311
OG0000148	MOUSE54278, MOUSE54277, MOUSE54279	XENTR10464
OG0000148	MOUSE40868, MOUSE40869, MOUSE40871	XENTR17112
OG0000148	MOUSE07014, MOUSE07018, MOUSE07013	XENTR02369
