Orthogroup	MOUSE	ORYLA
OG0000058	MOUSE40443, MOUSE20899	ORYLA19070
OG0000058	MOUSE06401	ORYLA00576
OG0000058	MOUSE38608	ORYLA16972
OG0000059	MOUSE55069	ORYLA07253
OG0000059	MOUSE29771, MOUSE29770, MOUSE29769	ORYLA03181, ORYLA04042
OG0000059	MOUSE52262, MOUSE52259, MOUSE52258	ORYLA09176
OG0000059	MOUSE09593, MOUSE09594, MOUSE09591, MOUSE09588, MOUSE09589	ORYLA01146
OG0000059	MOUSE45371, MOUSE45374	ORYLA04242
OG0000060	MOUSE52080, MOUSE52079	ORYLA01946, ORYLA04743
OG0000060	MOUSE44147, MOUSE44148	ORYLA16841, ORYLA08032
OG0000060	MOUSE44454, MOUSE44455	ORYLA14832
OG0000060	MOUSE01901, MOUSE01902	ORYLA15092
OG0000061	MOUSE26618	ORYLA09666, ORYLA08403
OG0000061	MOUSE38907, MOUSE38906	ORYLA01785
OG0000061	MOUSE22377, MOUSE22378	ORYLA10018
OG0000061	MOUSE53042	ORYLA07904, ORYLA07058
OG0000061	MOUSE06425	ORYLA16623
OG0000061	MOUSE03955, MOUSE03956	ORYLA08288
OG0000061	MOUSE53307	ORYLA09144, ORYLA06720
OG0000061	MOUSE39884, MOUSE39883	ORYLA07094, ORYLA13357, ORYLA13574
OG0000061	MOUSE39889, MOUSE39886, MOUSE39890, MOUSE39885, MOUSE39887, MOUSE39892, MOUSE39891	ORYLA07095, ORYLA13356
OG0000061	MOUSE08504, MOUSE08505	ORYLA19115
OG0000061	MOUSE39874, MOUSE39873, MOUSE39878, MOUSE39876, MOUSE39877	ORYLA07060
OG0000061	MOUSE05785	ORYLA08273
OG0000062	MOUSE41293	ORYLA03553
OG0000062	MOUSE25941	ORYLA18121
OG0000062	MOUSE18495	ORYLA18156, ORYLA00681, ORYLA10025, ORYLA00679, ORYLA00682, ORYLA18500
OG0000062	MOUSE17649	ORYLA05590, ORYLA05591
OG0000062	MOUSE41585, MOUSE41584, MOUSE41295, MOUSE41296, MOUSE41297, MOUSE41294, MOUSE41586	ORYLA08512, ORYLA08511, ORYLA08509, ORYLA03554, ORYLA03555, ORYLA03552, ORYLA03551, ORYLA18546
OG0000062	MOUSE52081	ORYLA10585, ORYLA11804
OG0000063	MOUSE18432, MOUSE18433, MOUSE18434	ORYLA06843, ORYLA13091, ORYLA13092
OG0000063	MOUSE32920, MOUSE32923, MOUSE32924, MOUSE32922, MOUSE32921, MOUSE32925, MOUSE32927, MOUSE32926, MOUSE32919	ORYLA07328, ORYLA00312
OG0000063	MOUSE18436, MOUSE18437, MOUSE33694, MOUSE33695, MOUSE33696	ORYLA12933
OG0000063	MOUSE10885, MOUSE10881	ORYLA19987, ORYLA10868, ORYLA20199
OG0000063	MOUSE27866, MOUSE27867	ORYLA14082
OG0000063	MOUSE46812, MOUSE46810, MOUSE46811, MOUSE46809	ORYLA04940, ORYLA08134
OG0000065	MOUSE25323, MOUSE25321, MOUSE25322	ORYLA02755
OG0000065	MOUSE50148	ORYLA03358
OG0000065	MOUSE32171	ORYLA10271
OG0000066	MOUSE53763	ORYLA06398
OG0000067	MOUSE10267	ORYLA02381
OG0000067	MOUSE19580	ORYLA01183, ORYLA06203
OG0000067	MOUSE31455	ORYLA19414
OG0000068	MOUSE39314	ORYLA11081
OG0000068	MOUSE54372	ORYLA20205
OG0000068	MOUSE40674	ORYLA14465, ORYLA15429
OG0000068	MOUSE24850, MOUSE24849	ORYLA14046
OG0000068	MOUSE54270	ORYLA20259
OG0000068	MOUSE14430	ORYLA11242, ORYLA11243, ORYLA14701
OG0000068	MOUSE41087, MOUSE41088	ORYLA15913
OG0000068	MOUSE02009	ORYLA10852
OG0000069	MOUSE30828	ORYLA03855
OG0000069	MOUSE08928, MOUSE30827	ORYLA04394
OG0000069	MOUSE24595, MOUSE06171	ORYLA08015
OG0000069	MOUSE24597	ORYLA03826
OG0000070	MOUSE00175, MOUSE00176, MOUSE00177, MOUSE00178	ORYLA11329
OG0000070	MOUSE55320	ORYLA09412
OG0000070	MOUSE19892	ORYLA20376
OG0000070	MOUSE01400, MOUSE01399	ORYLA17312
OG0000071	MOUSE27775, MOUSE27776, MOUSE27777	ORYLA12049, ORYLA12050, ORYLA20329, ORYLA09791, ORYLA09793, ORYLA09792, ORYLA11588, ORYLA18704, ORYLA12712, ORYLA12714, ORYLA12716
OG0000072	MOUSE03587	ORYLA01510
OG0000072	MOUSE48101, MOUSE48102, MOUSE48100	ORYLA00516
OG0000072	MOUSE50200, MOUSE50201	ORYLA03563
OG0000072	MOUSE30088	ORYLA00527
OG0000072	MOUSE45691	ORYLA04050, ORYLA03176
OG0000072	MOUSE29660	ORYLA20464
OG0000072	MOUSE00771, MOUSE00773, MOUSE00770, MOUSE00774, MOUSE00772	ORYLA05266
OG0000073	MOUSE17327, MOUSE17328, MOUSE17326	ORYLA20002
OG0000073	MOUSE18061, MOUSE18060, MOUSE18059, MOUSE18051, MOUSE18052	ORYLA06148, ORYLA06147
OG0000073	MOUSE21657, MOUSE21656	ORYLA09058, ORYLA06772
OG0000073	MOUSE49709, MOUSE49708	ORYLA12397
OG0000073	MOUSE21655	ORYLA18725
OG0000074	MOUSE40707	ORYLA15431
OG0000074	MOUSE43700, MOUSE19007	ORYLA15428
OG0000075	MOUSE05779	ORYLA08229
OG0000075	MOUSE03707	ORYLA07050
OG0000075	MOUSE22546	ORYLA10050
OG0000075	MOUSE14633	ORYLA15750
OG0000075	MOUSE34423	ORYLA05870, ORYLA14226
OG0000075	MOUSE45151	ORYLA04438
OG0000075	MOUSE22547	ORYLA10049
OG0000075	MOUSE14629, MOUSE14632, MOUSE14631, MOUSE14630	ORYLA15751
OG0000075	MOUSE31075	ORYLA13961, ORYLA13960, ORYLA15787, ORYLA15785, ORYLA15786
OG0000075	MOUSE39073	ORYLA20334
OG0000075	MOUSE41200, MOUSE41199, MOUSE41201	ORYLA11054
OG0000075	MOUSE11240, MOUSE11239	ORYLA15824
OG0000075	MOUSE14370, MOUSE14371, MOUSE14372	ORYLA14687, ORYLA10924
OG0000075	MOUSE39111, MOUSE39110, MOUSE39108, MOUSE39109	ORYLA19688
OG0000077	MOUSE27949	ORYLA00390
OG0000077	MOUSE03243, MOUSE03242	ORYLA03856, ORYLA01218
OG0000077	MOUSE12725, MOUSE12726, MOUSE12727	ORYLA02852, ORYLA17787
OG0000077	MOUSE15867	ORYLA09130
OG0000077	MOUSE51200	ORYLA06009, ORYLA03431
OG0000077	MOUSE27778, MOUSE27779	ORYLA17383
OG0000077	MOUSE21334	ORYLA00897
OG0000077	MOUSE35957	ORYLA00844, ORYLA07409
OG0000077	MOUSE52108	ORYLA10378, ORYLA11807
OG0000077	MOUSE34401	ORYLA10356
OG0000077	MOUSE16118	ORYLA09729
OG0000077	MOUSE10502	ORYLA17450
OG0000077	MOUSE20922, MOUSE20923, MOUSE20925, MOUSE20926, MOUSE20924	ORYLA17911, ORYLA04823
OG0000078	MOUSE48544	ORYLA13083
OG0000078	MOUSE01884	ORYLA13994, ORYLA10833
OG0000079	MOUSE14895, MOUSE14896, MOUSE10310, MOUSE49621, MOUSE16489, MOUSE26500, MOUSE26499, MOUSE26501	ORYLA09899
OG0000079	MOUSE39785, MOUSE39788, MOUSE39787, MOUSE39786	ORYLA15778
OG0000079	MOUSE09603	ORYLA00899, ORYLA18734, ORYLA00922, ORYLA20485, ORYLA00903
OG0000079	MOUSE36920, MOUSE36921, MOUSE36917, MOUSE36919, MOUSE36918, MOUSE36916, MOUSE36922	ORYLA02351
OG0000079	MOUSE03421, MOUSE03420, MOUSE03419	ORYLA01210, ORYLA04604
OG0000079	MOUSE05040	ORYLA04303, ORYLA04302
OG0000079	MOUSE37481	ORYLA14111
OG0000079	MOUSE37480, MOUSE37479	ORYLA18726
OG0000079	MOUSE05042	ORYLA17895
OG0000079	MOUSE01454, MOUSE01456, MOUSE01455	ORYLA13165
OG0000081	MOUSE19801	ORYLA17325
OG0000081	MOUSE48363	ORYLA13622
OG0000081	MOUSE51878, MOUSE51877	ORYLA12409
OG0000081	MOUSE15491, MOUSE15490	ORYLA04160
OG0000081	MOUSE15827	ORYLA09392
OG0000082	MOUSE25920	ORYLA02580
OG0000082	MOUSE19184	ORYLA01470
OG0000082	MOUSE17697, MOUSE17696, MOUSE17699	ORYLA16249, ORYLA15676
OG0000082	MOUSE50877, MOUSE50878	ORYLA03293
OG0000082	MOUSE50879	ORYLA19108
OG0000083	MOUSE38865, MOUSE38864, MOUSE38866	ORYLA04024
OG0000083	MOUSE30042	ORYLA20424
OG0000084	MOUSE21451	ORYLA03408, ORYLA10403, ORYLA17750, ORYLA02676
OG0000084	MOUSE30075, MOUSE30074	ORYLA07195
OG0000084	MOUSE31596	ORYLA00399, ORYLA18720, ORYLA19616
OG0000084	MOUSE40356	ORYLA17981, ORYLA02328
OG0000084	MOUSE00836	ORYLA12505
OG0000085	MOUSE53183, MOUSE53182, MOUSE53184	ORYLA01683, ORYLA05503
OG0000085	MOUSE26268, MOUSE26267	ORYLA09818
OG0000085	MOUSE04941	ORYLA03740
OG0000085	MOUSE37558, MOUSE37557	ORYLA02606
OG0000085	MOUSE46323, MOUSE46324	ORYLA07935
OG0000085	MOUSE50493, MOUSE50494, MOUSE50492	ORYLA06168
OG0000085	MOUSE54746, MOUSE54748, MOUSE54747	ORYLA01458
OG0000085	MOUSE30928	ORYLA09387
OG0000085	MOUSE52166	ORYLA11376
OG0000085	MOUSE15351	ORYLA17935
OG0000085	MOUSE37560	ORYLA02607
OG0000085	MOUSE37561, MOUSE37559	ORYLA17633
OG0000085	MOUSE04944, MOUSE04943	ORYLA03741
OG0000085	MOUSE16592, MOUSE16590	ORYLA02243, ORYLA05178
OG0000087	MOUSE04044, MOUSE04045	ORYLA07293
OG0000087	MOUSE11213	ORYLA15868, ORYLA15867
OG0000088	MOUSE00763, MOUSE00764	ORYLA04999, ORYLA08099
OG0000088	MOUSE27097	ORYLA12098
OG0000088	MOUSE52249	ORYLA09175
OG0000088	MOUSE53735	ORYLA13524
OG0000089	MOUSE55269, MOUSE55270, MOUSE55265, MOUSE55267, MOUSE55266, MOUSE55268, MOUSE55272	ORYLA09345
OG0000089	MOUSE00168, MOUSE00169	ORYLA11332
OG0000090	MOUSE17971, MOUSE17970, MOUSE17967	ORYLA02080, ORYLA06082
OG0000090	MOUSE32571	ORYLA01746
OG0000090	MOUSE32572	ORYLA06194
OG0000091	MOUSE19668, MOUSE19669	ORYLA02531
OG0000093	MOUSE16619	ORYLA18669
OG0000093	MOUSE35368, MOUSE35369	ORYLA15023, ORYLA11108
OG0000093	MOUSE52764, MOUSE52765	ORYLA13845
OG0000094	MOUSE23651, MOUSE23649, MOUSE23648, MOUSE23650	ORYLA14179, ORYLA15729
OG0000094	MOUSE41184, MOUSE41176, MOUSE41185, MOUSE41182, MOUSE41183, MOUSE41181, MOUSE41180, MOUSE41175, MOUSE41178, MOUSE41172, MOUSE41173, MOUSE41174, MOUSE41170, MOUSE41171, MOUSE41187, MOUSE41186, MOUSE41188, MOUSE41189, MOUSE41169, MOUSE41179, MOUSE41177	ORYLA11069
OG0000094	MOUSE11260, MOUSE11259, MOUSE11263, MOUSE11258, MOUSE11262	ORYLA13785
OG0000094	MOUSE53506, MOUSE53508	ORYLA16049, ORYLA16240
OG0000094	MOUSE23861, MOUSE23862, MOUSE23863	ORYLA07022, ORYLA13648
OG0000094	MOUSE48851, MOUSE48849, MOUSE48850	ORYLA16827
OG0000095	MOUSE39287, MOUSE39286	ORYLA14595
OG0000095	MOUSE39288, MOUSE39290, MOUSE39289, MOUSE39291	ORYLA20341, ORYLA20340
OG0000095	MOUSE21580	ORYLA09081
OG0000095	MOUSE12896	ORYLA08748
OG0000095	MOUSE29409, MOUSE29410	ORYLA09168
OG0000096	MOUSE54033	ORYLA01048
OG0000096	MOUSE13094	ORYLA09916
OG0000096	MOUSE29900	ORYLA06904
OG0000096	MOUSE31085, MOUSE31087	ORYLA13956
OG0000096	MOUSE35516	ORYLA08870
OG0000096	MOUSE41983	ORYLA15103
OG0000096	MOUSE47007	ORYLA19281
OG0000096	MOUSE41985	ORYLA15104
OG0000096	MOUSE45925	ORYLA12353
OG0000096	MOUSE44088	ORYLA17186
OG0000096	MOUSE52337	ORYLA10017
OG0000098	MOUSE44178, MOUSE44180	ORYLA17178, ORYLA07954
OG0000098	MOUSE47248, MOUSE47247	ORYLA12107, ORYLA12108
OG0000098	MOUSE01240	ORYLA09777
OG0000098	MOUSE27744, MOUSE27743	ORYLA12605
OG0000098	MOUSE20730, MOUSE44534, MOUSE44540, MOUSE44541, MOUSE44537	ORYLA14930
OG0000098	MOUSE44546, MOUSE44536, MOUSE44538, MOUSE44535, MOUSE44533	ORYLA14929, ORYLA14928, ORYLA12061
OG0000098	MOUSE20728, MOUSE20727, MOUSE20726, MOUSE20725	ORYLA17722, ORYLA17721
OG0000099	MOUSE30052, MOUSE30050, MOUSE30051	ORYLA20429
OG0000099	MOUSE53947, MOUSE53948, MOUSE53946	ORYLA04253, ORYLA01278
OG0000099	MOUSE50039, MOUSE50041, MOUSE50040	ORYLA03578, ORYLA04559
OG0000099	MOUSE03601, MOUSE03600, MOUSE03599	ORYLA01343
OG0000099	MOUSE43058	ORYLA05907, ORYLA01597
OG0000099	MOUSE50899	ORYLA03439
OG0000099	MOUSE00626, MOUSE00624, MOUSE00623	ORYLA11498, ORYLA05408
OG0000099	MOUSE33922	ORYLA05964
OG0000099	MOUSE16210, MOUSE16209, MOUSE16208, MOUSE16204, MOUSE16205, MOUSE16206, MOUSE16207	ORYLA03167, ORYLA04063
OG0000101	MOUSE49370	ORYLA12058
OG0000101	MOUSE02574, MOUSE02575, MOUSE02573, MOUSE02572	ORYLA13979
OG0000101	MOUSE02456, MOUSE02446, MOUSE02447, MOUSE02449, MOUSE02452, MOUSE02454, MOUSE02453, MOUSE02455, MOUSE02457	ORYLA09844, ORYLA08653, ORYLA08654
OG0000102	MOUSE08156, MOUSE08155	ORYLA19358
OG0000102	MOUSE24799, MOUSE24798	ORYLA00094
OG0000102	MOUSE25940	ORYLA12106
OG0000102	MOUSE25337, MOUSE25336	ORYLA18027, ORYLA02390, ORYLA02592
OG0000103	MOUSE03951	ORYLA13767, ORYLA13768, ORYLA18738, ORYLA18739, ORYLA16588, ORYLA16584, ORYLA16587, ORYLA18654, ORYLA16586, ORYLA15171, ORYLA18507
OG0000103	MOUSE12336, MOUSE12340	ORYLA11651, ORYLA06786, ORYLA06787, ORYLA08966
OG0000103	MOUSE03980, MOUSE03977, MOUSE03979	ORYLA17049
OG0000103	MOUSE15157	ORYLA16263, ORYLA00786
OG0000103	MOUSE14014	ORYLA17085, ORYLA00059
OG0000104	MOUSE50572, MOUSE50573	ORYLA03680
OG0000104	MOUSE06976, MOUSE06975, MOUSE06978, MOUSE06980, MOUSE06979, MOUSE06981, MOUSE06983, MOUSE06982	ORYLA06159
OG0000104	MOUSE15501	ORYLA19393
OG0000104	MOUSE05643, MOUSE05641, MOUSE05642	ORYLA08226
OG0000104	MOUSE50574, MOUSE50575, MOUSE50576	ORYLA03679
OG0000104	MOUSE16174	ORYLA09408
OG0000104	MOUSE23464, MOUSE23465, MOUSE23463	ORYLA14236
OG0000104	MOUSE01968, MOUSE01967	ORYLA14756, ORYLA10856
OG0000104	MOUSE22551, MOUSE22550	ORYLA20094
OG0000106	MOUSE55330	ORYLA15151, ORYLA15152
OG0000106	MOUSE29357	ORYLA06558, ORYLA09282
OG0000106	MOUSE32021	ORYLA06794
OG0000106	MOUSE04920, MOUSE04918	ORYLA03966, ORYLA04364, ORYLA07953
OG0000106	MOUSE30798, MOUSE30797	ORYLA05764
OG0000106	MOUSE51789, MOUSE51787, MOUSE51788	ORYLA14913, ORYLA14914
OG0000107	MOUSE08903	ORYLA18785
OG0000108	MOUSE12588	ORYLA09100
OG0000108	MOUSE50934, MOUSE50931, MOUSE50935, MOUSE50932	ORYLA03443, ORYLA03444
OG0000108	MOUSE05737	ORYLA16484, ORYLA08061
OG0000108	MOUSE25036	ORYLA07077
OG0000108	MOUSE14651	ORYLA15731, ORYLA13754
OG0000110	MOUSE38813	ORYLA04051, ORYLA04053, ORYLA04052
OG0000110	MOUSE04691	ORYLA03470
OG0000111	MOUSE17075	ORYLA16810
OG0000111	MOUSE14044	ORYLA16333, ORYLA00657
OG0000111	MOUSE06017, MOUSE06016	ORYLA18197, ORYLA16684
OG0000111	MOUSE53772	ORYLA01366
OG0000111	MOUSE21512	ORYLA07106, ORYLA09236
OG0000111	MOUSE34168	ORYLA01992
OG0000111	MOUSE00043, MOUSE00042, MOUSE00044, MOUSE00053, MOUSE00055, MOUSE00045, MOUSE00060, MOUSE00058, MOUSE00059, MOUSE00062, MOUSE00054, MOUSE00065, MOUSE00066, MOUSE00064, MOUSE00057, MOUSE00051, MOUSE00050, MOUSE00049, MOUSE00063, MOUSE00056, MOUSE00061, MOUSE00052	ORYLA04883
OG0000111	MOUSE21513	ORYLA16219
OG0000113	MOUSE33596, MOUSE33595	ORYLA17645, ORYLA13433
OG0000113	MOUSE08570, MOUSE08575, MOUSE08576, MOUSE22353, MOUSE22352, MOUSE08561, MOUSE08562, MOUSE08559, MOUSE08567, MOUSE08563, MOUSE08565, MOUSE08573, MOUSE08574, MOUSE08572, MOUSE08568, MOUSE08571, MOUSE39395	ORYLA10928, ORYLA14685, ORYLA14684
OG0000113	MOUSE08578, MOUSE08577, MOUSE39332, MOUSE39333, MOUSE39335, MOUSE39331, MOUSE39329	ORYLA10897, ORYLA10893, ORYLA10892, ORYLA10894, ORYLA10895, ORYLA10896
OG0000114	MOUSE41333	ORYLA01884, ORYLA05836
OG0000114	MOUSE33746	ORYLA14037, ORYLA20223
OG0000114	MOUSE04130, MOUSE04131, MOUSE04134	ORYLA07424
OG0000114	MOUSE29454, MOUSE29455	ORYLA10203
OG0000114	MOUSE36090, MOUSE36092, MOUSE36094, MOUSE36095, MOUSE36093, MOUSE36096, MOUSE36091	ORYLA14079
OG0000114	MOUSE34889, MOUSE34888	ORYLA15653
OG0000115	MOUSE49659, MOUSE49660	ORYLA10019, ORYLA12386
OG0000116	MOUSE30922	ORYLA09389
OG0000116	MOUSE27994	ORYLA19541
OG0000117	MOUSE20794, MOUSE20790	ORYLA13253
OG0000117	MOUSE27159, MOUSE27158	ORYLA15132
OG0000119	MOUSE26432, MOUSE26431, MOUSE26430	ORYLA06828, ORYLA09873
OG0000119	MOUSE02581, MOUSE02580	ORYLA13916
OG0000119	MOUSE05168, MOUSE05166, MOUSE05165, MOUSE05167	ORYLA07823
OG0000119	MOUSE26597, MOUSE26599	ORYLA09647
OG0000119	MOUSE14908	ORYLA14223, ORYLA16119
OG0000119	MOUSE25018, MOUSE25019	ORYLA05654
OG0000119	MOUSE26569	ORYLA09477
OG0000119	MOUSE53192, MOUSE53193, MOUSE53194	ORYLA05169
OG0000120	MOUSE32832	ORYLA02745, ORYLA18396
OG0000120	MOUSE32833	ORYLA14915
OG0000120	MOUSE43386, MOUSE43387	ORYLA18874
OG0000120	MOUSE38908, MOUSE38909	ORYLA01786, ORYLA01787
OG0000120	MOUSE26622, MOUSE26623, MOUSE26621, MOUSE26619, MOUSE26620	ORYLA09667
OG0000120	MOUSE28699, MOUSE28694, MOUSE28695	ORYLA11655
OG0000121	MOUSE48188, MOUSE48187	ORYLA00510, ORYLA01379
OG0000121	MOUSE21383	ORYLA07858
OG0000121	MOUSE31533	ORYLA19087, ORYLA18511
OG0000121	MOUSE22218, MOUSE22217	ORYLA06690
OG0000122	MOUSE05693	ORYLA07892, ORYLA16400
OG0000122	MOUSE35483, MOUSE35485, MOUSE35486	ORYLA06471
OG0000122	MOUSE40424, MOUSE40425, MOUSE40423	ORYLA02327
OG0000122	MOUSE36694, MOUSE36691, MOUSE36690, MOUSE36692	ORYLA02410, ORYLA19820, ORYLA19819
OG0000122	MOUSE10935, MOUSE10930, MOUSE10934, MOUSE10936, MOUSE10937, MOUSE10939, MOUSE10941, MOUSE10933, MOUSE10927, MOUSE10928, MOUSE10931, MOUSE10929, MOUSE10932, MOUSE10942, MOUSE10938, MOUSE10940, MOUSE10926	ORYLA01684, ORYLA06197
OG0000122	MOUSE26270, MOUSE26269, MOUSE26271	ORYLA08626, ORYLA09819
OG0000122	MOUSE14751, MOUSE14753	ORYLA20153
OG0000123	MOUSE09426, MOUSE09427	ORYLA01318, ORYLA03924
OG0000123	MOUSE21391	ORYLA07863
OG0000123	MOUSE47951, MOUSE47950	ORYLA17749
OG0000123	MOUSE19617	ORYLA01334, ORYLA03949
OG0000123	MOUSE19619	ORYLA02793, ORYLA01508
OG0000123	MOUSE09430, MOUSE09429, MOUSE09431	ORYLA04317, ORYLA01144
OG0000124	MOUSE45402	ORYLA04499, ORYLA01264
OG0000124	MOUSE06474, MOUSE06473	ORYLA16407
OG0000124	MOUSE38647, MOUSE38648	ORYLA16733
OG0000124	MOUSE14045	ORYLA07798
OG0000124	MOUSE34424	ORYLA14227
OG0000124	MOUSE34425	ORYLA14228, ORYLA16019
OG0000124	MOUSE18780, MOUSE18779	ORYLA04689
OG0000124	MOUSE27466	ORYLA11954
OG0000124	MOUSE49894	ORYLA03395, ORYLA00019, ORYLA12516
OG0000125	MOUSE10967	ORYLA06139
OG0000125	MOUSE10957, MOUSE10956, MOUSE10959, MOUSE14826	ORYLA01994
OG0000125	MOUSE05399, MOUSE05398	ORYLA07833
OG0000125	MOUSE14824, MOUSE14825	ORYLA15765, ORYLA14368
OG0000125	MOUSE10966	ORYLA01977
OG0000125	MOUSE05382, MOUSE05384, MOUSE05381	ORYLA08228, ORYLA17147
OG0000125	MOUSE27013, MOUSE27014, MOUSE43956, MOUSE43955, MOUSE43954	ORYLA12115
OG0000125	MOUSE01898, MOUSE01899, MOUSE01900	ORYLA15093
OG0000126	MOUSE36415, MOUSE36417	ORYLA10750
OG0000126	MOUSE03223	ORYLA01228
OG0000126	MOUSE44505	ORYLA13510
OG0000126	MOUSE47557	ORYLA08773
OG0000126	MOUSE47555, MOUSE47554	ORYLA09545
OG0000126	MOUSE54136, MOUSE54135, MOUSE54137	ORYLA01000
OG0000126	MOUSE30423	ORYLA02839
OG0000126	MOUSE12568	ORYLA09118
OG0000126	MOUSE19645	ORYLA02980
OG0000126	MOUSE01498, MOUSE01499	ORYLA13012
OG0000126	MOUSE32380	ORYLA19785
OG0000126	MOUSE27727, MOUSE27726	ORYLA19714
OG0000126	MOUSE27725	ORYLA14802
OG0000127	MOUSE47545	ORYLA09546
OG0000127	MOUSE54139	ORYLA01017
OG0000127	MOUSE29572	ORYLA13298
OG0000127	MOUSE52357	ORYLA18247
OG0000127	MOUSE13075	ORYLA09922
OG0000127	MOUSE09031	ORYLA05476
OG0000127	MOUSE06835	ORYLA10382
OG0000127	MOUSE12652	ORYLA11714
OG0000127	MOUSE29242	ORYLA16210
OG0000127	MOUSE21486, MOUSE21487	ORYLA09241
OG0000127	MOUSE17076	ORYLA16687
OG0000127	MOUSE14094	ORYLA17012
OG0000127	MOUSE06008	ORYLA18446, ORYLA16683
OG0000128	MOUSE20235	ORYLA17289
OG0000128	MOUSE44975, MOUSE44976, MOUSE50207, MOUSE50208	ORYLA03587
OG0000128	MOUSE15660, MOUSE15661	ORYLA06619, ORYLA09314
OG0000129	MOUSE24658	ORYLA19656, ORYLA05200, ORYLA05199
OG0000129	MOUSE20204	ORYLA05198, ORYLA07545
OG0000129	MOUSE49914	ORYLA18786
OG0000129	MOUSE27526, MOUSE27523, MOUSE27524, MOUSE27525, MOUSE27522, MOUSE27521	ORYLA11464, ORYLA10766
OG0000129	MOUSE18634	ORYLA18999, ORYLA18998
OG0000129	MOUSE45123	ORYLA04565, ORYLA03107
OG0000129	MOUSE55058	ORYLA04189, ORYLA04190
OG0000129	MOUSE23071, MOUSE23074, MOUSE23073, MOUSE23072	ORYLA06890
OG0000130	MOUSE18069	ORYLA11637
OG0000130	MOUSE39202, MOUSE39203, MOUSE39204	ORYLA18984
OG0000130	MOUSE41078, MOUSE41079, MOUSE41080	ORYLA20195, ORYLA20194, ORYLA20193, ORYLA20192, ORYLA15914, ORYLA15896
OG0000130	MOUSE11517, MOUSE11516	ORYLA17513, ORYLA02633, ORYLA02632, ORYLA06522, ORYLA08153, ORYLA04772
OG0000131	MOUSE01093, MOUSE01094	ORYLA02651, ORYLA17218
OG0000131	MOUSE23091	ORYLA12828
OG0000132	MOUSE14073	ORYLA08009
OG0000133	MOUSE39729, MOUSE39728, MOUSE39726, MOUSE39715, MOUSE39712, MOUSE39713, MOUSE39725, MOUSE39724	ORYLA00265
OG0000133	MOUSE39711, MOUSE39710	ORYLA10721, ORYLA03547
OG0000136	MOUSE17651	ORYLA05588
OG0000136	MOUSE21266	ORYLA07175, ORYLA19480
OG0000137	MOUSE13561, MOUSE13559, MOUSE13562, MOUSE13560	ORYLA01561, ORYLA05405
OG0000137	MOUSE00324, MOUSE00325, MOUSE00321, MOUSE00323	ORYLA11449
OG0000137	MOUSE48199, MOUSE48198, MOUSE48197, MOUSE48196	ORYLA20491
OG0000137	MOUSE06337, MOUSE06338	ORYLA06196, ORYLA16275
OG0000137	MOUSE18094	ORYLA11370
OG0000137	MOUSE18096	ORYLA08706
OG0000139	MOUSE38143, MOUSE38140, MOUSE38141, MOUSE38139, MOUSE38142	ORYLA03997
OG0000140	MOUSE39686, MOUSE39687, MOUSE39688, MOUSE39689, MOUSE39690	ORYLA08885
OG0000140	MOUSE41508, MOUSE41510, MOUSE41511, MOUSE41509	ORYLA14990
OG0000140	MOUSE47124	ORYLA14844, ORYLA14843
OG0000140	MOUSE47111, MOUSE47112, MOUSE47110	ORYLA19052
OG0000140	MOUSE02131	ORYLA14994
OG0000140	MOUSE44345	ORYLA19713
OG0000141	MOUSE36448	ORYLA12784
OG0000141	MOUSE07488, MOUSE07489	ORYLA10524
OG0000141	MOUSE36994, MOUSE47484	ORYLA18451
OG0000141	MOUSE54377, MOUSE54378	ORYLA15273
OG0000142	MOUSE49876, MOUSE19688	ORYLA08857
OG0000142	MOUSE18488	ORYLA16620
OG0000142	MOUSE17833	ORYLA01917, ORYLA05889
OG0000142	MOUSE09112, MOUSE09113	ORYLA06988
OG0000142	MOUSE28967	ORYLA13949
OG0000145	MOUSE32795	ORYLA19796
OG0000147	MOUSE23083, MOUSE23081, MOUSE23080, MOUSE23084, MOUSE23082	ORYLA06944, ORYLA12833
OG0000147	MOUSE34846, MOUSE34845, MOUSE34844	ORYLA15636
OG0000147	MOUSE09313, MOUSE09314, MOUSE09315	ORYLA05633
OG0000147	MOUSE12666, MOUSE12667	ORYLA11702, ORYLA12687, ORYLA12688
OG0000147	MOUSE23670, MOUSE23669, MOUSE23668	ORYLA13100
OG0000147	MOUSE28041, MOUSE28040	ORYLA18182
OG0000147	MOUSE27544	ORYLA10192
OG0000148	MOUSE54278, MOUSE54277, MOUSE54279	ORYLA15726, ORYLA20251
OG0000148	MOUSE40868, MOUSE40869, MOUSE40871	ORYLA14206, ORYLA15625
OG0000148	MOUSE07014, MOUSE07018, MOUSE07013	ORYLA10888, ORYLA14723
OG0000148	MOUSE23507, MOUSE23504, MOUSE23506, MOUSE23508, MOUSE23505, MOUSE23503	ORYLA14171
OG0000148	MOUSE50108, MOUSE50109	ORYLA03132
OG0000148	MOUSE23500, MOUSE23499	ORYLA14172
OG0000148	MOUSE14503	ORYLA10887, ORYLA14722
OG0000149	MOUSE10061, MOUSE10064	ORYLA17290
OG0000149	MOUSE16718	ORYLA17652
OG0000149	MOUSE44762	ORYLA15235, ORYLA15236, ORYLA12701
OG0000149	MOUSE19464	ORYLA20319
OG0000149	MOUSE31508, MOUSE31509	ORYLA19729
