Orthogroup	MOUSE	HUMAN
OG0000038	MOUSE14647	HUMAN06348
OG0000038	MOUSE14644	HUMAN06344
OG0000038	MOUSE14645	HUMAN06346
OG0000038	MOUSE41992	HUMAN17661
OG0000038	MOUSE41494	HUMAN07446
OG0000038	MOUSE22591, MOUSE22592	HUMAN18257
OG0000038	MOUSE41278	HUMAN19700
OG0000039	MOUSE24093	HUMAN02107
OG0000039	MOUSE24090, MOUSE24089, MOUSE24092, MOUSE24091	HUMAN02110
OG0000039	MOUSE24088	HUMAN02111
OG0000039	MOUSE32704	HUMAN29023
OG0000039	MOUSE23385, MOUSE23384, MOUSE23386	HUMAN02446, HUMAN02447
OG0000039	MOUSE24868	HUMAN02449, HUMAN02450
OG0000040	MOUSE39434	HUMAN27040
OG0000040	MOUSE39435, MOUSE39433	HUMAN27041
OG0000040	MOUSE38749, MOUSE38739, MOUSE38746, MOUSE38748	HUMAN26646, HUMAN26642
OG0000040	MOUSE38750, MOUSE38747, MOUSE38740, MOUSE38745, MOUSE38743, MOUSE38742, MOUSE38744, MOUSE38741, MOUSE38413	HUMAN26645, HUMAN26647, HUMAN26644, HUMAN26643, HUMAN26640
OG0000041	MOUSE19876, MOUSE19875, MOUSE02175	HUMAN01392
OG0000041	MOUSE43968, MOUSE43967, MOUSE43966, MOUSE43965, MOUSE43964	HUMAN16072
OG0000041	MOUSE44347, MOUSE44348	HUMAN04227
OG0000041	MOUSE02172, MOUSE02171, MOUSE02173	HUMAN06826
OG0000041	MOUSE31152	HUMAN01391
OG0000041	MOUSE44196	HUMAN15981
OG0000041	MOUSE31142	HUMAN01398
OG0000041	MOUSE41517	HUMAN05838
OG0000041	MOUSE31141	HUMAN01399
OG0000041	MOUSE41518	HUMAN05837
OG0000041	MOUSE31140	HUMAN01401
OG0000041	MOUSE41519	HUMAN05836
OG0000041	MOUSE27266	HUMAN04298
OG0000041	MOUSE28829	HUMAN19139
OG0000041	MOUSE21621	HUMAN27913
OG0000041	MOUSE06756	HUMAN16617
OG0000041	MOUSE06702	HUMAN16643
OG0000041	MOUSE13395	HUMAN28077
OG0000041	MOUSE28657	HUMAN19052
OG0000042	MOUSE15999	HUMAN21251
OG0000042	MOUSE51169, MOUSE51168	HUMAN05520
OG0000042	MOUSE51170, MOUSE51172	HUMAN05519, HUMAN05521
OG0000043	MOUSE50973	HUMAN05606
OG0000043	MOUSE30821	HUMAN01578
OG0000043	MOUSE03684	HUMAN02615
OG0000043	MOUSE08914, MOUSE08826, MOUSE08830	HUMAN24624
OG0000043	MOUSE08838, MOUSE08904	HUMAN24606
OG0000043	MOUSE30826, MOUSE30825	HUMAN01573, HUMAN01572
OG0000043	MOUSE08848	HUMAN24659, HUMAN24650, HUMAN24619
OG0000043	MOUSE08949, MOUSE30822	HUMAN01577
OG0000043	MOUSE41815, MOUSE41814	HUMAN06066
OG0000044	MOUSE35862	HUMAN22107
OG0000044	MOUSE46639	HUMAN27712
OG0000044	MOUSE09513	HUMAN24292
OG0000044	MOUSE35864, MOUSE35858, MOUSE35856, MOUSE35859, MOUSE35857	HUMAN22106
OG0000044	MOUSE47855, MOUSE47856, MOUSE47853, MOUSE47854, MOUSE47857	HUMAN27711
OG0000044	MOUSE46640, MOUSE46637, MOUSE46650, MOUSE46649, MOUSE46652, MOUSE46653, MOUSE46651, MOUSE46654	HUMAN03716
OG0000044	MOUSE46641, MOUSE46645, MOUSE46644, MOUSE46646, MOUSE46647, MOUSE46648	HUMAN03718
OG0000044	MOUSE46638, MOUSE46642, MOUSE46643	HUMAN03717
OG0000044	MOUSE36519	HUMAN22417
OG0000044	MOUSE03349	HUMAN24391
OG0000044	MOUSE38808, MOUSE38809	HUMAN07519
OG0000044	MOUSE38798	HUMAN07517
OG0000044	MOUSE41161, MOUSE41162	HUMAN03043
OG0000045	MOUSE25074	HUMAN02932
OG0000045	MOUSE25340, MOUSE25339, MOUSE25341	HUMAN29444
OG0000045	MOUSE20735	HUMAN28768
OG0000046	MOUSE48114, MOUSE48113	HUMAN23116
OG0000046	MOUSE30090	HUMAN22960
OG0000046	MOUSE36275	HUMAN22324
OG0000046	MOUSE36276	HUMAN22325
OG0000046	MOUSE32874	HUMAN29094
OG0000048	MOUSE07450	HUMAN29551
OG0000048	MOUSE55730	HUMAN29550
OG0000048	MOUSE04650, MOUSE04652	HUMAN12292
OG0000048	MOUSE07448, MOUSE07449	HUMAN08560
OG0000048	MOUSE07453, MOUSE07451, MOUSE07452	HUMAN08561
OG0000048	MOUSE42201, MOUSE42202	HUMAN16328
OG0000048	MOUSE06701	HUMAN16644
OG0000048	MOUSE49641, MOUSE49640, MOUSE49639	HUMAN11449
OG0000049	MOUSE00124, MOUSE00123	HUMAN25699
OG0000049	MOUSE44987, MOUSE44986	HUMAN05316
OG0000049	MOUSE52606, MOUSE52607, MOUSE52608	HUMAN20965
OG0000049	MOUSE35311	HUMAN26499
OG0000049	MOUSE03391	HUMAN24353
OG0000049	MOUSE17233, MOUSE17232	HUMAN24922, HUMAN24921
OG0000049	MOUSE39154, MOUSE39153	HUMAN26912
OG0000049	MOUSE40910, MOUSE40909	HUMAN20433
OG0000049	MOUSE40908, MOUSE39155	HUMAN26500
OG0000051	MOUSE40003	HUMAN22678
OG0000051	MOUSE52051, MOUSE52052	HUMAN25202
OG0000051	MOUSE21678, MOUSE21679, MOUSE52055, MOUSE52053, MOUSE52054, MOUSE52063, MOUSE52065, MOUSE52064	HUMAN25200, HUMAN25199, HUMAN25198, HUMAN25201
OG0000053	MOUSE33288	HUMAN01064
OG0000054	MOUSE48109	HUMAN23119
OG0000054	MOUSE33537, MOUSE33539, MOUSE33538	HUMAN00960, HUMAN00959
OG0000054	MOUSE33523, MOUSE33524	HUMAN00963, HUMAN00962
OG0000054	MOUSE33525, MOUSE33528, MOUSE33529, MOUSE33527, MOUSE33526, MOUSE33530, MOUSE33531, MOUSE33536, MOUSE33533, MOUSE33535, MOUSE33532, MOUSE33534	HUMAN00961, HUMAN00964
OG0000054	MOUSE17454, MOUSE17455, MOUSE17434, MOUSE17435, MOUSE17438, MOUSE48638, MOUSE17453, MOUSE17439, MOUSE17441, MOUSE17440	HUMAN14898, HUMAN14897, HUMAN14905, HUMAN14906, HUMAN14899, HUMAN14896
OG0000054	MOUSE17433	HUMAN14895
OG0000055	MOUSE08948	HUMAN24594
OG0000055	MOUSE03681, MOUSE08929	HUMAN02616
OG0000055	MOUSE08849, MOUSE30823	HUMAN24656
OG0000055	MOUSE08832, MOUSE08831	HUMAN24660
OG0000055	MOUSE08823	HUMAN24663, HUMAN24607, HUMAN24616
OG0000055	MOUSE08912	HUMAN24632
OG0000055	MOUSE08920	HUMAN24617
OG0000055	MOUSE30831	HUMAN01576, HUMAN24671, HUMAN24630, HUMAN01568
OG0000056	MOUSE36572, MOUSE36574, MOUSE36579, MOUSE36583, MOUSE36576, MOUSE36586, MOUSE36571, MOUSE36575, MOUSE36582, MOUSE36587, MOUSE36573, MOUSE36590, MOUSE36585, MOUSE36584, MOUSE36589, MOUSE36588, MOUSE36577, MOUSE36580, MOUSE36578, MOUSE36581	HUMAN22445
OG0000056	MOUSE31837, MOUSE31834, MOUSE31833, MOUSE31831, MOUSE31832, MOUSE31836, MOUSE31835, MOUSE31827, MOUSE31830, MOUSE31838	HUMAN01195
OG0000056	MOUSE48807, MOUSE48808, MOUSE48805, MOUSE48806, MOUSE48802, MOUSE48804	HUMAN14849
OG0000056	MOUSE18387	HUMAN14869, HUMAN14864
OG0000056	MOUSE18505	HUMAN14480
OG0000056	MOUSE31842	HUMAN01194
OG0000056	MOUSE37995, MOUSE37994	HUMAN07395
OG0000056	MOUSE36570	HUMAN14865
OG0000057	MOUSE10186, MOUSE10187, MOUSE10188	HUMAN23569
OG0000057	MOUSE44717, MOUSE44718	HUMAN10014
OG0000057	MOUSE55281, MOUSE55280	HUMAN29650
OG0000058	MOUSE29478	HUMAN21777
OG0000058	MOUSE35031	HUMAN00114
OG0000058	MOUSE53977	HUMAN30319
OG0000058	MOUSE17481	HUMAN14551
OG0000058	MOUSE21857	HUMAN17378
OG0000058	MOUSE21254	HUMAN03592
OG0000058	MOUSE10546	HUMAN23378
OG0000058	MOUSE49898	HUMAN02623
OG0000058	MOUSE27373	HUMAN09237
OG0000058	MOUSE40443	HUMAN17157
OG0000058	MOUSE20899	HUMAN03406
OG0000058	MOUSE06401	HUMAN13532
OG0000058	MOUSE38608	HUMAN25949
OG0000059	MOUSE55069	HUMAN30238
OG0000059	MOUSE29770, MOUSE29769	HUMAN07577
OG0000059	MOUSE52259, MOUSE52258	HUMAN21611
OG0000059	MOUSE50099, MOUSE50101	HUMAN05382
OG0000059	MOUSE29617	HUMAN22839
OG0000059	MOUSE09593, MOUSE09594, MOUSE09591, MOUSE09588, MOUSE09589	HUMAN23845
OG0000060	MOUSE52080, MOUSE52079	HUMAN25284
OG0000060	MOUSE08947, MOUSE08946, MOUSE08945	HUMAN24595, HUMAN24596
OG0000060	MOUSE08939, MOUSE08938	HUMAN24599
OG0000060	MOUSE08942, MOUSE08940, MOUSE08941	HUMAN24598
OG0000060	MOUSE08944	HUMAN24597
OG0000060	MOUSE44147, MOUSE44148	HUMAN16007, HUMAN16006
OG0000060	MOUSE44454, MOUSE44455	HUMAN04276
OG0000060	MOUSE01901, MOUSE01902	HUMAN06988
OG0000061	MOUSE26618	HUMAN17964
OG0000061	MOUSE38907, MOUSE38906	HUMAN26554
OG0000061	MOUSE22377, MOUSE22378	HUMAN18142
OG0000061	MOUSE53042	HUMAN20809
OG0000061	MOUSE06425	HUMAN13555
OG0000061	MOUSE42762	HUMAN15809
OG0000061	MOUSE17361	HUMAN25004
OG0000061	MOUSE03955, MOUSE03956	HUMAN12027
OG0000061	MOUSE23297, MOUSE23298	HUMAN17562, HUMAN17563
OG0000061	MOUSE53307	HUMAN20727
OG0000061	MOUSE39884, MOUSE39883	HUMAN26146, HUMAN26147
OG0000061	MOUSE39889, MOUSE39886, MOUSE39890, MOUSE39885, MOUSE39887, MOUSE39892, MOUSE39891	HUMAN26149
OG0000061	MOUSE08504	HUMAN27338
OG0000061	MOUSE08505	HUMAN27337
OG0000061	MOUSE42763	HUMAN26139
OG0000061	MOUSE39874, MOUSE39873, MOUSE39878	HUMAN26138
OG0000061	MOUSE39876, MOUSE39877	HUMAN26137
OG0000061	MOUSE05785	HUMAN12821
OG0000062	MOUSE25941	HUMAN29104
OG0000062	MOUSE18495, MOUSE18493	HUMAN14474
OG0000062	MOUSE17649	HUMAN24841, HUMAN24843
OG0000062	MOUSE41585, MOUSE41584, MOUSE41295, MOUSE41296, MOUSE41297, MOUSE41294	HUMAN05959, HUMAN05958
OG0000062	MOUSE41586	HUMAN06195
OG0000062	MOUSE52081	HUMAN25285
OG0000063	MOUSE18432, MOUSE18433, MOUSE18434	HUMAN14398
OG0000063	MOUSE32920, MOUSE32923, MOUSE32924, MOUSE32922, MOUSE32921, MOUSE32925, MOUSE32927, MOUSE32926, MOUSE32919	HUMAN28499
OG0000063	MOUSE33694, MOUSE33695, MOUSE33696	HUMAN00858
OG0000063	MOUSE10885, MOUSE10881	HUMAN21099
OG0000063	MOUSE33697	HUMAN00859, HUMAN28501
OG0000063	MOUSE27866, MOUSE27867	HUMAN18628
OG0000063	MOUSE46812	HUMAN03783
OG0000063	MOUSE46810, MOUSE46811, MOUSE46809	HUMAN03782
OG0000065	MOUSE25323, MOUSE25321, MOUSE25322	HUMAN29458
OG0000065	MOUSE50148	HUMAN05357
OG0000065	MOUSE32171	HUMAN25383
OG0000066	MOUSE53763	HUMAN29798
OG0000067	MOUSE10267	HUMAN23532
OG0000067	MOUSE19580	HUMAN24070
OG0000067	MOUSE31455	HUMAN22809
OG0000068	MOUSE39314	HUMAN26982
OG0000068	MOUSE54372	HUMAN30562
OG0000068	MOUSE40674	HUMAN21443
OG0000068	MOUSE24850, MOUSE24849	HUMAN02454
OG0000068	MOUSE54270	HUMAN30510, HUMAN30509
OG0000068	MOUSE52919, MOUSE52920, MOUSE52921	HUMAN20837
OG0000068	MOUSE14430	HUMAN20380
OG0000068	MOUSE41087, MOUSE41088	HUMAN21486
OG0000068	MOUSE02009	HUMAN06933
OG0000069	MOUSE24595	HUMAN13360, HUMAN02573
OG0000069	MOUSE24597	HUMAN13361, HUMAN02574
OG0000069	MOUSE08934	HUMAN24608, HUMAN24669, HUMAN24667, HUMAN02614
OG0000069	MOUSE08905	HUMAN24605
OG0000069	MOUSE08822	HUMAN24620
OG0000069	MOUSE08829	HUMAN24658
OG0000070	MOUSE00175, MOUSE00176, MOUSE00177, MOUSE00178	HUMAN25671
OG0000070	MOUSE55320	HUMAN29634
OG0000070	MOUSE54102	HUMAN30393
OG0000070	MOUSE14076	HUMAN20129
OG0000070	MOUSE06197	HUMAN13391
OG0000070	MOUSE19892	HUMAN14097
OG0000070	MOUSE01400, MOUSE01399	HUMAN14161
OG0000071	MOUSE27775, MOUSE27776, MOUSE27777	HUMAN17352
OG0000072	MOUSE03587	HUMAN24108
OG0000072	MOUSE48101, MOUSE48102, MOUSE48100	HUMAN23125
OG0000072	MOUSE50200, MOUSE50201	HUMAN05334
OG0000072	MOUSE30088	HUMAN22965, HUMAN22964
OG0000072	MOUSE45691	HUMAN04101
OG0000072	MOUSE29660	HUMAN22852
OG0000072	MOUSE00771, MOUSE00773, MOUSE00770, MOUSE00774, MOUSE00772	HUMAN03255, HUMAN03252
OG0000073	MOUSE17327, MOUSE17328, MOUSE17326	HUMAN24982
OG0000073	MOUSE18061, MOUSE18060, MOUSE18059	HUMAN25174
OG0000073	MOUSE18051, MOUSE18052	HUMAN25175
OG0000073	MOUSE28629	HUMAN19028
OG0000073	MOUSE21657, MOUSE21656	HUMAN27930
OG0000073	MOUSE49709, MOUSE49708	HUMAN11516
OG0000073	MOUSE21655	HUMAN27929
OG0000073	MOUSE02165, MOUSE02168	HUMAN06831
OG0000073	MOUSE02164, MOUSE02163	HUMAN06836
OG0000074	MOUSE01754	HUMAN07045, HUMAN07044
OG0000074	MOUSE40707	HUMAN21437
OG0000074	MOUSE27442, MOUSE27441	HUMAN09283
OG0000074	MOUSE43699	HUMAN15238
OG0000074	MOUSE19006	HUMAN13822
OG0000075	MOUSE05779	HUMAN12839
OG0000075	MOUSE03707	HUMAN02593
OG0000075	MOUSE22546	HUMAN18233
OG0000075	MOUSE14633	HUMAN06329
OG0000075	MOUSE34423	HUMAN00444
OG0000075	MOUSE45151	HUMAN05218
OG0000075	MOUSE22547	HUMAN18234
OG0000075	MOUSE14629, MOUSE14632, MOUSE14631, MOUSE14630	HUMAN06328
OG0000075	MOUSE22548	HUMAN00445
OG0000075	MOUSE31075	HUMAN01424, HUMAN01425
OG0000075	MOUSE39073	HUMAN26867
OG0000075	MOUSE41200, MOUSE41199, MOUSE41201	HUMAN05783
OG0000075	MOUSE11240, MOUSE11239	HUMAN21047
OG0000075	MOUSE14370, MOUSE14371, MOUSE14372	HUMAN20335
OG0000075	MOUSE40742	HUMAN20532
OG0000075	MOUSE39111, MOUSE39110, MOUSE39108, MOUSE39109	HUMAN26884
OG0000077	MOUSE27949	HUMAN18656
OG0000077	MOUSE03243, MOUSE03242	HUMAN24161
OG0000077	MOUSE12725, MOUSE12726	HUMAN27605
OG0000077	MOUSE12727	HUMAN27606
OG0000077	MOUSE15867	HUMAN21328
OG0000077	MOUSE51200	HUMAN05501
OG0000077	MOUSE27778, MOUSE27779	HUMAN17351
OG0000077	MOUSE21334	HUMAN03646
OG0000077	MOUSE35957	HUMAN22147, HUMAN22146
OG0000077	MOUSE52108	HUMAN25299
OG0000077	MOUSE34401	HUMAN00457
OG0000077	MOUSE16118	HUMAN21175
OG0000077	MOUSE10502	HUMAN23402
OG0000077	MOUSE20922, MOUSE20923, MOUSE20925, MOUSE20926, MOUSE20924	HUMAN03419
OG0000078	MOUSE35673, MOUSE35672	HUMAN16744
OG0000078	MOUSE48544	HUMAN15000
OG0000078	MOUSE27283, MOUSE27282	HUMAN04284
OG0000078	MOUSE01884	HUMAN06996
OG0000079	MOUSE14895	HUMAN06525
OG0000079	MOUSE14896	HUMAN07699
OG0000079	MOUSE10310, MOUSE49621, MOUSE16489, MOUSE26500, MOUSE26499, MOUSE26501	HUMAN17910
OG0000079	MOUSE39785, MOUSE39788, MOUSE39787, MOUSE39786	HUMAN26091
OG0000079	MOUSE09603	HUMAN23848
OG0000079	MOUSE36920, MOUSE36921, MOUSE36917, MOUSE36919, MOUSE36918, MOUSE36916, MOUSE36922	HUMAN22600
OG0000079	MOUSE36928, MOUSE36927	HUMAN22601
OG0000079	MOUSE03421, MOUSE03420, MOUSE03419	HUMAN24340
OG0000079	MOUSE05040	HUMAN13039
OG0000079	MOUSE05039	HUMAN13036
OG0000079	MOUSE37480, MOUSE37479	HUMAN07260
OG0000079	MOUSE05042	HUMAN13037
OG0000079	MOUSE01454, MOUSE01456, MOUSE01455	HUMAN14208
OG0000079	MOUSE36929	HUMAN14194, HUMAN14192
OG0000081	MOUSE21429	HUMAN03680
OG0000081	MOUSE21428	HUMAN03679
OG0000081	MOUSE21430	HUMAN03681
OG0000081	MOUSE19801	HUMAN13949, HUMAN13947, HUMAN13948
OG0000081	MOUSE48363	HUMAN27508
OG0000081	MOUSE51878, MOUSE51877	HUMAN09549
OG0000081	MOUSE15491, MOUSE15490	HUMAN21908
OG0000081	MOUSE16142	HUMAN19354
OG0000081	MOUSE15827	HUMAN21352
OG0000081	MOUSE51879	HUMAN27509
OG0000082	MOUSE25920	HUMAN29167
OG0000082	MOUSE19184	HUMAN23869
OG0000082	MOUSE17697, MOUSE17696	HUMAN24823, HUMAN24822
OG0000082	MOUSE17699	HUMAN24821
OG0000082	MOUSE07392	HUMAN08513
OG0000082	MOUSE50877, MOUSE50878	HUMAN05645
OG0000083	MOUSE38865, MOUSE38864, MOUSE38866	HUMAN07535
OG0000083	MOUSE30042	HUMAN22993
OG0000084	MOUSE21451	HUMAN03696
OG0000084	MOUSE30075, MOUSE30074	HUMAN22975
OG0000084	MOUSE50161, MOUSE50162	HUMAN05352
OG0000084	MOUSE31596	HUMAN22750
OG0000084	MOUSE40356	HUMAN17196
OG0000084	MOUSE00836	HUMAN03227
OG0000085	MOUSE05264	HUMAN12866
OG0000085	MOUSE53183, MOUSE53182, MOUSE53184	HUMAN20608
OG0000085	MOUSE26268, MOUSE26267	HUMAN17788
OG0000085	MOUSE04941	HUMAN13119
OG0000085	MOUSE37558, MOUSE37557	HUMAN07215
OG0000085	MOUSE46323, MOUSE46324	HUMAN10861
OG0000085	MOUSE50494, MOUSE50492	HUMAN26172
OG0000085	MOUSE54746, MOUSE54748, MOUSE54747	HUMAN30084
OG0000085	MOUSE30928	HUMAN01484
OG0000085	MOUSE52166	HUMAN25335
OG0000085	MOUSE15351	HUMAN19734, HUMAN19733
OG0000085	MOUSE19993	HUMAN05027
OG0000085	MOUSE37560	HUMAN07214
OG0000085	MOUSE04944, MOUSE04943	HUMAN13120
OG0000085	MOUSE16592, MOUSE16590	HUMAN25832
OG0000085	MOUSE24109, MOUSE24108	HUMAN02095, HUMAN02096
OG0000087	MOUSE04044, MOUSE04045	HUMAN11956
OG0000087	MOUSE04046	HUMAN11957
OG0000087	MOUSE24629, MOUSE24631	HUMAN02557
OG0000087	MOUSE40318, MOUSE40317	HUMAN17213
OG0000087	MOUSE11362	HUMAN21001
OG0000087	MOUSE22119, MOUSE22054, MOUSE22052	HUMAN18010
OG0000087	MOUSE11213	HUMAN21063
OG0000087	MOUSE46080, MOUSE46081	HUMAN10659
OG0000088	MOUSE00763, MOUSE00764	HUMAN03260
OG0000088	MOUSE27097	HUMAN04395
OG0000088	MOUSE52249	HUMAN21618
OG0000088	MOUSE53735	HUMAN29776
OG0000088	MOUSE49610	HUMAN11422, HUMAN11423
OG0000088	MOUSE49528, MOUSE49529, MOUSE49530	HUMAN11367
OG0000089	MOUSE16032	HUMAN21235
OG0000089	MOUSE55269, MOUSE55270, MOUSE55265, MOUSE55267, MOUSE55266, MOUSE55268, MOUSE55272	HUMAN29653
OG0000089	MOUSE00168, MOUSE00169	HUMAN25674
OG0000089	MOUSE55271	HUMAN25675
OG0000090	MOUSE17971, MOUSE17970, MOUSE17967	HUMAN24709
OG0000090	MOUSE32571	HUMAN28948
OG0000093	MOUSE16619	HUMAN25814, HUMAN25815
OG0000093	MOUSE35368, MOUSE35369	HUMAN26490, HUMAN26491
OG0000093	MOUSE52764, MOUSE52765	HUMAN20914
OG0000094	MOUSE23651, MOUSE23649, MOUSE23648, MOUSE23650	HUMAN02308
OG0000094	MOUSE41184, MOUSE41176, MOUSE41185, MOUSE41182, MOUSE41183, MOUSE41181, MOUSE41180, MOUSE41175, MOUSE41178, MOUSE41172, MOUSE41173, MOUSE41174, MOUSE41170, MOUSE41171, MOUSE41187, MOUSE41186, MOUSE41188, MOUSE41189, MOUSE41169, MOUSE41179, MOUSE41177	HUMAN05793, HUMAN05794
OG0000094	MOUSE11260, MOUSE11259, MOUSE11263, MOUSE11258, MOUSE11262	HUMAN21039
OG0000094	MOUSE53507, MOUSE53505, MOUSE11261	HUMAN14813
OG0000094	MOUSE53506, MOUSE53508	HUMAN29866
OG0000094	MOUSE23861, MOUSE23862, MOUSE23863	HUMAN02204
OG0000094	MOUSE25211, MOUSE25208, MOUSE25207, MOUSE25206, MOUSE25210	HUMAN29518
OG0000094	MOUSE48851, MOUSE48849, MOUSE48850	HUMAN14811
OG0000095	MOUSE39287	HUMAN26970
OG0000095	MOUSE39286	HUMAN26969, HUMAN26968
OG0000095	MOUSE39288, MOUSE39290, MOUSE39289	HUMAN26971
OG0000095	MOUSE39291	HUMAN26972
OG0000095	MOUSE21580	HUMAN27896, HUMAN27895
OG0000095	MOUSE12896	HUMAN07634
OG0000095	MOUSE29409	HUMAN21634
OG0000095	MOUSE29410	HUMAN21633
OG0000096	MOUSE54033	HUMAN30343
OG0000096	MOUSE13094	HUMAN07778
OG0000096	MOUSE29900	HUMAN21683
OG0000096	MOUSE31085, MOUSE31087	HUMAN01418
OG0000096	MOUSE02247	HUMAN23507, HUMAN06774
OG0000096	MOUSE31086	HUMAN06775
OG0000096	MOUSE47009	HUMAN06337
OG0000096	MOUSE14640	HUMAN06336
OG0000096	MOUSE35516	HUMAN27289
OG0000096	MOUSE19103	HUMAN13889
OG0000096	MOUSE30286, MOUSE30282	HUMAN01832
OG0000096	MOUSE41983	HUMAN06142
OG0000096	MOUSE30995, MOUSE30992	HUMAN01455
OG0000096	MOUSE47007	HUMAN03867
OG0000096	MOUSE41985	HUMAN06143
OG0000096	MOUSE47008	HUMAN03866
OG0000096	MOUSE45925	HUMAN04200
OG0000096	MOUSE45926	HUMAN04201
OG0000096	MOUSE44088	HUMAN16028
OG0000096	MOUSE52337	HUMAN21561
OG0000097	MOUSE31754, MOUSE31753	HUMAN01224
OG0000097	MOUSE31752	HUMAN01225
OG0000097	MOUSE31750, MOUSE31751	HUMAN01226
OG0000098	MOUSE44178, MOUSE44180	HUMAN15990
OG0000098	MOUSE47248, MOUSE47247	HUMAN03957
OG0000098	MOUSE01240	HUMAN19602
OG0000098	MOUSE20701	HUMAN28791
OG0000098	MOUSE27744, MOUSE27743	HUMAN09489
OG0000098	MOUSE20730	HUMAN28772, HUMAN28773
OG0000098	MOUSE44546, MOUSE44536, MOUSE44538, MOUSE44535, MOUSE44533	HUMAN09201
OG0000098	MOUSE20728, MOUSE20727, MOUSE20726, MOUSE20725	HUMAN28771
OG0000099	MOUSE30052, MOUSE30050, MOUSE30051	HUMAN22987
OG0000099	MOUSE53947, MOUSE53948, MOUSE53946	HUMAN30307
OG0000099	MOUSE50039, MOUSE50041, MOUSE50040	HUMAN05422
OG0000099	MOUSE03601, MOUSE03600, MOUSE03599	HUMAN24115
OG0000099	MOUSE43058	HUMAN15639, HUMAN15638
OG0000099	MOUSE50899	HUMAN05635
OG0000099	MOUSE00626, MOUSE00624, MOUSE00623	HUMAN25408
OG0000099	MOUSE33922	HUMAN00740
OG0000099	MOUSE16210, MOUSE16209, MOUSE16208, MOUSE16204, MOUSE16205, MOUSE16206, MOUSE16207	HUMAN19390
OG0000101	MOUSE49370	HUMAN11236
OG0000101	MOUSE49670	HUMAN11477, HUMAN11479, HUMAN11478
OG0000101	MOUSE15611, MOUSE15612	HUMAN22036
OG0000101	MOUSE02574, MOUSE02575, MOUSE02573, MOUSE02572	HUMAN06575
OG0000101	MOUSE02456	HUMAN06643
OG0000101	MOUSE02446, MOUSE02447, MOUSE02449, MOUSE02452, MOUSE02454, MOUSE02453, MOUSE02455	HUMAN06644
OG0000101	MOUSE02457	HUMAN06642
OG0000101	MOUSE26355	HUMAN17830
OG0000102	MOUSE08156, MOUSE08155	HUMAN08946
OG0000102	MOUSE24799, MOUSE24798	HUMAN02473
OG0000102	MOUSE25337, MOUSE25336	HUMAN29446
OG0000102	MOUSE25939	HUMAN29103
OG0000103	MOUSE03946	HUMAN12034
OG0000103	MOUSE03948	HUMAN12033
OG0000103	MOUSE03949	HUMAN12032
OG0000103	MOUSE03945	HUMAN12035
OG0000103	MOUSE03951	HUMAN12031
OG0000103	MOUSE03944	HUMAN12036
OG0000103	MOUSE12336	HUMAN08164
OG0000103	MOUSE12340	HUMAN08165
OG0000103	MOUSE15975	HUMAN21265
OG0000103	MOUSE28384	HUMAN18888
OG0000103	MOUSE43972, MOUSE43973, MOUSE43970, MOUSE43971, MOUSE43974	HUMAN16070
OG0000103	MOUSE03980, MOUSE03977, MOUSE03979	HUMAN12012
OG0000103	MOUSE15157	HUMAN10579
OG0000103	MOUSE14014	HUMAN20080
OG0000104	MOUSE50572	HUMAN05724
OG0000104	MOUSE16444, MOUSE16442, MOUSE16443, MOUSE16439, MOUSE16441, MOUSE16438, MOUSE16437, MOUSE16440, MOUSE16436	HUMAN19523
OG0000104	MOUSE06976, MOUSE06975, MOUSE06978, MOUSE06980	HUMAN26011
OG0000104	MOUSE06979	HUMAN26009
OG0000104	MOUSE06981, MOUSE06983, MOUSE06982	HUMAN26010
OG0000104	MOUSE15501	HUMAN21916
OG0000104	MOUSE15498, MOUSE15499	HUMAN21915
OG0000104	MOUSE05643, MOUSE05641, MOUSE05642	HUMAN12742
OG0000104	MOUSE50577	HUMAN05721
OG0000104	MOUSE16445, MOUSE16446	HUMAN19524
OG0000104	MOUSE50574, MOUSE50575, MOUSE50576	HUMAN05723
OG0000104	MOUSE16174	HUMAN19373
OG0000104	MOUSE23464, MOUSE23465, MOUSE23463	HUMAN02405, HUMAN02404
OG0000104	MOUSE01968, MOUSE01967	HUMAN06960
OG0000104	MOUSE53764	HUMAN29799
OG0000104	MOUSE22551, MOUSE22550	HUMAN18236
OG0000106	MOUSE49277, MOUSE49278	HUMAN11182
OG0000106	MOUSE55330	HUMAN29629, HUMAN29628
OG0000106	MOUSE49769	HUMAN11556
OG0000106	MOUSE29352	HUMAN27976
OG0000106	MOUSE29353, MOUSE29354	HUMAN27977
OG0000106	MOUSE29357	HUMAN27979
OG0000106	MOUSE29355	HUMAN27978
OG0000106	MOUSE32021	HUMAN27844
OG0000106	MOUSE04920, MOUSE04918	HUMAN13103, HUMAN13104, HUMAN13105
OG0000106	MOUSE30798, MOUSE30797	HUMAN01589
OG0000106	MOUSE51789, MOUSE51787, MOUSE51788	HUMAN09602
OG0000107	MOUSE08903, MOUSE08932, MOUSE08836, MOUSE08837, MOUSE08933	HUMAN24662
OG0000107	MOUSE30829	HUMAN01575, HUMAN24611
OG0000107	MOUSE08916	HUMAN24604
OG0000107	MOUSE08908	HUMAN06065
OG0000107	MOUSE08824	HUMAN24618
OG0000107	MOUSE08922	HUMAN24633
OG0000107	MOUSE41813	HUMAN24661
