Orthogroup	AENJA_ok	DANRE
OG0000102	AENJA_05030, AENJA_01229, AENJA_14532, AENJA_03604, AENJA_09290, AENJA_02099, AENJA_11586, AENJA_05172, AENJA_21823, AENJA_22292, AENJA_08727, AENJA_26596, AENJA_03728, AENJA_05251, AENJA_05418, AENJA_25773, AENJA_16535, AENJA_01181, AENJA_19177, AENJA_19154, AENJA_17660, AENJA_22655, AENJA_11696, AENJA_07164	DANRE11526, DANRE22227, DANRE22226
OG0000102	AENJA_06075	DANRE34065, DANRE34064, DANRE34892, DANRE34893, DANRE33378
OG0000103	AENJA_10812	DANRE24869, DANRE20613, DANRE20612, DANRE20614, DANRE36648, DANRE36647, DANRE34239, DANRE34238, DANRE34235, DANRE34231, DANRE34230, DANRE34229, DANRE34233, DANRE18924, DANRE24870, DANRE24865, DANRE24863, DANRE24862, DANRE24866, DANRE24867, DANRE13569, DANRE27032, DANRE27033, DANRE02398, DANRE02397, DANRE22772
OG0000103	AENJA_14367	DANRE09436, DANRE09435, DANRE35623, DANRE35622, DANRE29899, DANRE29898, DANRE35659, DANRE28633, DANRE28634, DANRE35632, DANRE35633
OG0000104	AENJA_04107	DANRE13410, DANRE13408, DANRE13409, DANRE13411, DANRE00019, DANRE00018, DANRE10295, DANRE10293, DANRE10294, DANRE10296
OG0000104	AENJA_02684	DANRE08585, DANRE42030, DANRE42031, DANRE42032, DANRE42033, DANRE35890, DANRE03855
OG0000104	AENJA_26666	DANRE00020, DANRE00021, DANRE13407
OG0000106	AENJA_21591	DANRE38871, DANRE25336, DANRE25339, DANRE25338, DANRE25337, DANRE27190, DANRE24604
OG0000106	AENJA_13743	DANRE26909
OG0000106	AENJA_23816, AENJA_15640, AENJA_15584, AENJA_15585, AENJA_15161, AENJA_24394, AENJA_24395	DANRE00217, DANRE00219, DANRE00218, DANRE09198, DANRE09199, DANRE25823, DANRE25822
OG0000108	AENJA_09590, AENJA_26619, AENJA_12891, AENJA_12893, AENJA_12894	DANRE24437, DANRE26413, DANRE24288, DANRE24289, DANRE08164
OG0000109	AENJA_01688	DANRE33256
OG0000110	AENJA_15291, AENJA_04603, AENJA_15296, AENJA_15289, AENJA_15290, AENJA_16216, AENJA_01780, AENJA_10578, AENJA_06144, AENJA_06145, AENJA_16217, AENJA_09309, AENJA_19995, AENJA_08732	DANRE11747, DANRE11748, DANRE11749
OG0000113	AENJA_14458	DANRE12503, DANRE12504, DANRE12502
OG0000114	AENJA_23585, AENJA_23588, AENJA_23590, AENJA_26073	DANRE05297, DANRE16133, DANRE16132, DANRE00562, DANRE00564, DANRE00563, DANRE02256, DANRE02257, DANRE36669, DANRE33480, DANRE33482, DANRE33481, DANRE22942
OG0000116	AENJA_23563, AENJA_23564	DANRE10733, DANRE41907, DANRE41905
OG0000117	AENJA_02548	DANRE26217
OG0000117	AENJA_24559, AENJA_08111	DANRE35421
OG0000119	AENJA_18357, AENJA_20512	DANRE16116, DANRE16117, DANRE41481, DANRE41482, DANRE41480, DANRE07182, DANRE07181, DANRE29831, DANRE03249
OG0000119	AENJA_08115, AENJA_08491	DANRE42690, DANRE42691, DANRE05898
OG0000120	AENJA_04133	DANRE25821, DANRE00097
OG0000121	AENJA_09065	DANRE15722, DANRE15721, DANRE15724, DANRE15723, DANRE06168, DANRE03946
OG0000121	AENJA_15894, AENJA_19956, AENJA_09165	DANRE23017
OG0000121	AENJA_07109, AENJA_25145	DANRE33773, DANRE33772, DANRE41413
OG0000122	AENJA_09263	DANRE03356, DANRE03355, DANRE29132, DANRE27353, DANRE24610, DANRE24611, DANRE42733
OG0000122	AENJA_14198	DANRE10319, DANRE10318, DANRE01945, DANRE01946, DANRE42812, DANRE36612, DANRE42813
OG0000123	AENJA_11261	DANRE03245, DANRE03244, DANRE11282, DANRE34021, DANRE06648, DANRE42889, DANRE15663
OG0000123	AENJA_22182	DANRE03936, DANRE03935, DANRE01411, DANRE40778, DANRE07052, DANRE20213
OG0000123	AENJA_08161	DANRE19626, DANRE19627, DANRE06681, DANRE06682
OG0000123	AENJA_11939, AENJA_11934, AENJA_04063	DANRE00702
OG0000124	AENJA_03116, AENJA_25792	DANRE20113, DANRE34367, DANRE06378
OG0000124	AENJA_04495	DANRE43119, DANRE17025, DANRE17008, DANRE17026, DANRE17009, DANRE29866, DANRE03127, DANRE03379, DANRE30366, DANRE29458, DANRE29457
OG0000124	AENJA_09769, AENJA_03187	DANRE09986, DANRE02785, DANRE02786, DANRE22696
OG0000124	AENJA_26736	DANRE17762, DANRE03769
OG0000124	AENJA_05859	DANRE18048, DANRE07772, DANRE16836, DANRE16837, DANRE05164
OG0000125	AENJA_09264	DANRE29227, DANRE29226, DANRE14258, DANRE10509, DANRE10510, DANRE01699, DANRE01698, DANRE23412
OG0000125	AENJA_18946	DANRE23413, DANRE03397, DANRE29699, DANRE29698, DANRE03395, DANRE01700, DANRE23414
OG0000125	AENJA_04836	DANRE14262, DANRE14259, DANRE14260, DANRE03705, DANRE03706, DANRE29824, DANRE29825, DANRE14261
OG0000125	AENJA_07272	DANRE38530, DANRE38532, DANRE38531
OG0000126	AENJA_24273	DANRE16570, DANRE16568, DANRE16569, DANRE06924, DANRE06925, DANRE06927, DANRE06923, DANRE22185, DANRE22186
OG0000126	AENJA_07507	DANRE19091, DANRE19090, DANRE21704, DANRE21705, DANRE33653, DANRE33654, DANRE09589, DANRE25981, DANRE25982
OG0000127	AENJA_11132	DANRE16565, DANRE41950, DANRE06928, DANRE22187, DANRE38204, DANRE33886, DANRE33885
OG0000127	AENJA_20308	DANRE36236, DANRE26932, DANRE35612, DANRE42858
OG0000127	AENJA_04153	DANRE08971, DANRE14620, DANRE14621, DANRE18120, DANRE11692, DANRE02339
OG0000127	AENJA_17569	DANRE17738, DANRE22515, DANRE39205, DANRE39206
OG0000127	AENJA_00497	DANRE03080, DANRE30572, DANRE28534, DANRE30574, DANRE30575, DANRE03095, DANRE03096
OG0000128	AENJA_22594, AENJA_22595	DANRE33979
OG0000128	AENJA_07850, AENJA_17413, AENJA_26743	DANRE08860
OG0000128	AENJA_21735	DANRE26420, DANRE24430, DANRE24431
OG0000129	AENJA_11469	DANRE21944, DANRE21943, DANRE21942, DANRE21941, DANRE21936, DANRE21937, DANRE05805, DANRE05803, DANRE05804, DANRE21940, DANRE21939, DANRE21938, DANRE21934, DANRE21935, DANRE05801, DANRE05802, DANRE19999, DANRE37478, DANRE37477, DANRE37476, DANRE16830, DANRE17949, DANRE17948, DANRE11891, DANRE11892, DANRE11890
OG0000129	AENJA_21737	DANRE19744, DANRE12249, DANRE12250, DANRE37926, DANRE37925, DANRE37924
OG0000129	AENJA_12119, AENJA_20942, AENJA_12123	DANRE28020, DANRE28021
OG0000131	AENJA_13807, AENJA_21097	DANRE33605
OG0000131	AENJA_23277	DANRE04212
OG0000131	AENJA_26204, AENJA_02558, AENJA_02442, AENJA_02441	DANRE04220, DANRE04230, DANRE04219, DANRE04231, DANRE04214, DANRE04215, DANRE04213, DANRE04218, DANRE04211, DANRE43315, DANRE04238, DANRE04240, DANRE04237, DANRE43131, DANRE04234, DANRE04239, DANRE04236, DANRE04243, DANRE04221, DANRE04232, DANRE04233, DANRE04235, DANRE03173, DANRE36258
OG0000133	AENJA_22212	DANRE16349
OG0000135	AENJA_15054	DANRE37207
OG0000135	AENJA_16606, AENJA_09023, AENJA_18820, AENJA_09020, AENJA_15053	DANRE10309
OG0000137	AENJA_26083	DANRE09204, DANRE17609
OG0000137	AENJA_25528, AENJA_11173	DANRE17940, DANRE17941, DANRE04021, DANRE04020
OG0000137	AENJA_09533	DANRE17727, DANRE10757
OG0000139	AENJA_14233, AENJA_10490, AENJA_13897, AENJA_14832, AENJA_14830	DANRE19920, DANRE19919
OG0000140	AENJA_01263	DANRE24858, DANRE24857
OG0000145	AENJA_05166	DANRE20803, DANRE28697
OG0000145	AENJA_06072	DANRE28694, DANRE20825
OG0000147	AENJA_03761	DANRE26942, DANRE26943, DANRE36250, DANRE36251, DANRE23193, DANRE23196, DANRE23195, DANRE23194
OG0000147	AENJA_12275	DANRE10593, DANRE10594, DANRE18815, DANRE11115
OG0000147	AENJA_03922	DANRE21777, DANRE21778
OG0000147	AENJA_10787	DANRE05562, DANRE16724, DANRE16725
OG0000147	AENJA_03843	DANRE11736, DANRE11737
OG0000148	AENJA_21220	DANRE22584, DANRE22585, DANRE36775, DANRE36774, DANRE13292, DANRE36768, DANRE22578, DANRE36772, DANRE36773, DANRE13290, DANRE13291, DANRE13293, DANRE02329, DANRE31175, DANRE31176
OG0000149	AENJA_12114	DANRE00119, DANRE33977, DANRE33976, DANRE33978, DANRE34857, DANRE34856, DANRE34855
OG0000149	AENJA_12111, AENJA_03471, AENJA_12512	DANRE25293, DANRE25295, DANRE25294, DANRE37665, DANRE37666, DANRE12798, DANRE12797
OG0000149	AENJA_18447	DANRE04846
OG0000151	AENJA_13408	DANRE17219, DANRE17218, DANRE30276, DANRE19235, DANRE19234, DANRE13880, DANRE13875, DANRE13878, DANRE13874, DANRE13877, DANRE13879, DANRE13876, DANRE26723, DANRE26722, DANRE24525, DANRE24522, DANRE24524, DANRE24523
OG0000151	AENJA_03698	DANRE35183, DANRE35184, DANRE10549, DANRE23760, DANRE23732
OG0000152	AENJA_26414	DANRE28493, DANRE32143, DANRE15172, DANRE32189
OG0000153	AENJA_14215	DANRE38193, DANRE38194, DANRE38192, DANRE08665, DANRE34612, DANRE34614, DANRE34613, DANRE34610, DANRE34615, DANRE34611
OG0000154	AENJA_20462	DANRE14596, DANRE14593, DANRE14594, DANRE14588, DANRE14590, DANRE14589, DANRE14592, DANRE20521, DANRE23337, DANRE23336
OG0000154	AENJA_18738	DANRE01050, DANRE07010, DANRE07011, DANRE41602
OG0000155	AENJA_20550	DANRE14798, DANRE14799, DANRE14802, DANRE14800, DANRE14801, DANRE04487, DANRE04488, DANRE09083
OG0000157	AENJA_03158	DANRE21331
OG0000157	AENJA_08473	DANRE40410
OG0000157	AENJA_07142	DANRE12853, DANRE12855, DANRE38298, DANRE12854
OG0000158	AENJA_06739	DANRE22512, DANRE22513, DANRE05145, DANRE05146, DANRE27251, DANRE27253, DANRE27252
OG0000159	AENJA_16647, AENJA_17890	DANRE24089, DANRE24088
OG0000159	AENJA_06073	DANRE35119
OG0000159	AENJA_25487	DANRE03349, DANRE03348
OG0000160	AENJA_13005	DANRE01423, DANRE40842, DANRE40841, DANRE17109, DANRE17108, DANRE17125, DANRE17126, DANRE17103, DANRE17119, DANRE17131, DANRE17130, DANRE17129, DANRE01424, DANRE40843, DANRE40844
OG0000162	AENJA_09371	DANRE42795, DANRE42796
OG0000163	AENJA_14266	DANRE22023, DANRE22022, DANRE29273, DANRE29274, DANRE29073, DANRE36123, DANRE36124
OG0000163	AENJA_00250	DANRE28765
OG0000163	AENJA_14265	DANRE29071, DANRE29072, DANRE29299, DANRE03607
OG0000163	AENJA_02338	DANRE29253, DANRE09545, DANRE09544, DANRE14272
OG0000164	AENJA_15219	DANRE14503, DANRE10326, DANRE10325, DANRE34786, DANRE01504, DANRE02112, DANRE02110
OG0000164	AENJA_16624, AENJA_16643, AENJA_16640, AENJA_03310, AENJA_00512	DANRE40367, DANRE34760, DANRE34759, DANRE34761, DANRE34787
OG0000166	AENJA_09907, AENJA_09910	DANRE39976
OG0000166	AENJA_13257	DANRE29077
OG0000166	AENJA_16006	DANRE07861, DANRE00547, DANRE39975, DANRE15424, DANRE15423
OG0000167	AENJA_12329	DANRE15008
OG0000167	AENJA_12328	DANRE22499, DANRE22498, DANRE27166, DANRE17740, DANRE11398, DANRE11083, DANRE11082, DANRE11081, DANRE17267, DANRE15006, DANRE15004, DANRE23504, DANRE27268
OG0000168	AENJA_06793	DANRE43243, DANRE43242, DANRE26222, DANRE26221, DANRE38956, DANRE38957
OG0000168	AENJA_16549, AENJA_16551	DANRE01848, DANRE01847, DANRE01186, DANRE33415, DANRE23569, DANRE23570, DANRE26473, DANRE26474, DANRE02154, DANRE02153, DANRE27646, DANRE27647, DANRE39384
OG0000169	AENJA_25576, AENJA_16357, AENJA_16336	DANRE07497, DANRE07435, DANRE07500, DANRE07499, DANRE07498, DANRE04977, DANRE19886, DANRE19887, DANRE20123, DANRE38169
OG0000170	AENJA_18033	DANRE20743, DANRE20754, DANRE19062, DANRE20772, DANRE20725, DANRE20773, DANRE20695, DANRE20699, DANRE20908, DANRE20907, DANRE20903, DANRE20900, DANRE20906, DANRE20884, DANRE20883, DANRE20901, DANRE20904, DANRE20902, DANRE20706, DANRE20878, DANRE20866, DANRE20865, DANRE20882, DANRE20767, DANRE20771, DANRE20796, DANRE20794, DANRE20795, DANRE20797, DANRE20778, DANRE20779, DANRE20845, DANRE12035, DANRE20719, DANRE20726, DANRE12036, DANRE12034, DANRE20733, DANRE20742, DANRE20881, DANRE20879, DANRE20880, DANRE20894, DANRE20887, DANRE20888, DANRE20890, DANRE20909, DANRE20851, DANRE20850, DANRE20852, DANRE20895, DANRE20838, DANRE20834, DANRE20835, DANRE20710, DANRE20744, DANRE20868, DANRE20867, DANRE20872, DANRE20864, DANRE20886, DANRE20870, DANRE20869, DANRE20871, DANRE20783, DANRE20876, DANRE20874, DANRE20873, DANRE20826, DANRE20847, DANRE20858, DANRE20861, DANRE20860, DANRE20859, DANRE20781, DANRE20782, DANRE20750, DANRE20752, DANRE20755, DANRE20817, DANRE20820, DANRE20821, DANRE20819, DANRE20816, DANRE20810, DANRE20824, DANRE20823, DANRE20815, DANRE20818, DANRE20749, DANRE20849, DANRE20748, DANRE20846, DANRE20848, DANRE20836, DANRE20863, DANRE20862, DANRE20718, DANRE20717, DANRE20899, DANRE20897, DANRE20896, DANRE20898, DANRE20830, DANRE20857, DANRE20829, DANRE20827, DANRE20828, DANRE20798, DANRE20799, DANRE20800, DANRE20801, DANRE20837, DANRE20780, DANRE20905, DANRE20712, DANRE20715, DANRE20762, DANRE20761, DANRE20759, DANRE20760, DANRE20765, DANRE20843, DANRE20839, DANRE20841, DANRE20840, DANRE20707, DANRE20713, DANRE20709, DANRE20737, DANRE20740, DANRE20764, DANRE20751, DANRE20853, DANRE20844, DANRE20822, DANRE20736, DANRE20734, DANRE20746, DANRE20806, DANRE20807, DANRE20808, DANRE20809, DANRE20766, DANRE20741, DANRE20738, DANRE20731, DANRE20753, DANRE20732, DANRE20745, DANRE20758, DANRE20735, DANRE20747, DANRE20814, DANRE20777, DANRE20833, DANRE20842, DANRE20756, DANRE20730, DANRE20788, DANRE20787, DANRE20789, DANRE20790, DANRE20792, DANRE20793, DANRE20791, DANRE20705, DANRE12041, DANRE20729, DANRE20775, DANRE20784, DANRE20785, DANRE20786, DANRE20877, DANRE20697, DANRE20698, DANRE20708, DANRE20714, DANRE20875, DANRE20722, DANRE20812, DANRE20811, DANRE20757, DANRE21190, DANRE20716, DANRE20728, DANRE20720, DANRE20727, DANRE20724
OG0000171	AENJA_00267	DANRE20301, DANRE20300, DANRE08229, DANRE08228
OG0000171	AENJA_26673, AENJA_26672	DANRE03984, DANRE03985, DANRE16355
OG0000171	AENJA_09998	DANRE15814
OG0000172	AENJA_19160, AENJA_21023	DANRE25736
OG0000172	AENJA_10078	DANRE01621, DANRE35691, DANRE42053, DANRE42569, DANRE42570, DANRE42571, DANRE42567, DANRE42566, DANRE42568, DANRE42565, DANRE35693
OG0000172	AENJA_18883, AENJA_11722, AENJA_15851, AENJA_11721, AENJA_21024	DANRE37042
OG0000173	AENJA_13078, AENJA_25617, AENJA_18852	DANRE09307, DANRE23661, DANRE23660, DANRE35294, DANRE22149, DANRE26539, DANRE28064, DANRE28065, DANRE22924, DANRE02511, DANRE27814, DANRE27812, DANRE27813, DANRE27811, DANRE08816, DANRE24500, DANRE27824, DANRE27822, DANRE27825, DANRE00429, DANRE41802, DANRE16179, DANRE16178, DANRE24501, DANRE22925, DANRE02512, DANRE00428, DANRE27815, DANRE15141, DANRE02771, DANRE36777, DANRE22986, DANRE17890, DANRE17889
OG0000174	AENJA_09684	DANRE13585
OG0000174	AENJA_09689	DANRE33604, DANRE04813, DANRE04814
OG0000174	AENJA_19122	DANRE23326
OG0000175	AENJA_05120	DANRE36803, DANRE24071, DANRE24070, DANRE27218, DANRE18466, DANRE26656, DANRE39199, DANRE39200
OG0000179	AENJA_05305	DANRE04367, DANRE04366, DANRE04365, DANRE04368, DANRE05383, DANRE05381, DANRE05382, DANRE01574, DANRE40987
OG0000179	AENJA_25279	DANRE43121, DANRE25146, DANRE25145
OG0000179	AENJA_20696	DANRE40988
OG0000179	AENJA_09174, AENJA_18216	DANRE07330
OG0000180	AENJA_10008, AENJA_06703	DANRE40746
OG0000180	AENJA_16046	DANRE27107, DANRE24455
OG0000180	AENJA_19397	DANRE06798, DANRE06797, DANRE35268, DANRE35269, DANRE00787, DANRE00788, DANRE07755, DANRE06838, DANRE20095
OG0000181	AENJA_08843	DANRE02882, DANRE35615, DANRE23131, DANRE23130, DANRE26358, DANRE29929, DANRE24701
OG0000181	AENJA_22272	DANRE02884, DANRE02883, DANRE12403, DANRE12404, DANRE12405
OG0000181	AENJA_04368	DANRE29930
OG0000181	AENJA_08840	DANRE29928, DANRE24702
OG0000182	AENJA_11285	DANRE34762
OG0000182	AENJA_14094, AENJA_25433	DANRE17528, DANRE26070, DANRE26072, DANRE26071, DANRE15671, DANRE21026, DANRE21025
OG0000183	AENJA_03852	DANRE08187, DANRE08186, DANRE08185, DANRE34383, DANRE34382, DANRE18628, DANRE18627, DANRE04912, DANRE04914, DANRE04913, DANRE19973, DANRE19972, DANRE19974, DANRE38116, DANRE38118, DANRE38117, DANRE22228, DANRE22229
OG0000183	AENJA_18616	DANRE08132, DANRE34989, DANRE34988
OG0000183	AENJA_21091	DANRE08948, DANRE08946
OG0000183	AENJA_21093	DANRE34990
OG0000184	AENJA_19614, AENJA_08959, AENJA_22614	DANRE17664, DANRE17663, DANRE17665, DANRE17666
OG0000185	AENJA_05818	DANRE23090, DANRE23091, DANRE22635, DANRE22634, DANRE42538
OG0000185	AENJA_24956	DANRE18613, DANRE18612, DANRE11648, DANRE11649, DANRE27910, DANRE27911, DANRE27909, DANRE27908
OG0000185	AENJA_06437	DANRE38605, DANRE38609, DANRE38606, DANRE38607, DANRE38608, DANRE09187, DANRE09186, DANRE14599, DANRE14598, DANRE37179
OG0000185	AENJA_19885	DANRE18738, DANRE18737, DANRE08999, DANRE09000
OG0000188	AENJA_15378	DANRE41187, DANRE01404, DANRE15813
OG0000192	AENJA_20612	DANRE42615, DANRE42616
OG0000192	AENJA_06675	DANRE26716, DANRE26715, DANRE26717, DANRE24518, DANRE24519, DANRE01815, DANRE06210, DANRE06208, DANRE16783, DANRE01814, DANRE01813, DANRE39461
OG0000192	AENJA_19694	DANRE33927, DANRE33926
OG0000192	AENJA_23240	DANRE39465, DANRE39464
OG0000192	AENJA_16678, AENJA_04859	DANRE28817, DANRE28818
OG0000193	AENJA_13914	DANRE33595, DANRE34240, DANRE33321, DANRE33322, DANRE33593, DANRE33594, DANRE34569, DANRE07989, DANRE34976, DANRE34977, DANRE34975, DANRE34974, DANRE16056, DANRE08684
OG0000194	AENJA_10642, AENJA_01834	DANRE07507, DANRE27093, DANRE24470, DANRE24471, DANRE02515
OG0000195	AENJA_16048	DANRE26547, DANRE26546, DANRE23862, DANRE23863, DANRE32969, DANRE26548, DANRE38212, DANRE38213, DANRE38214, DANRE33889
OG0000195	AENJA_12573	DANRE28018
OG0000197	AENJA_18863, AENJA_02976, AENJA_03276	DANRE09391, DANRE13973, DANRE09390, DANRE25164, DANRE25163, DANRE38917
OG0000197	AENJA_03262	DANRE23203, DANRE23204, DANRE36780, DANRE07717, DANRE27793, DANRE27794, DANRE27795, DANRE09979, DANRE14983, DANRE14982, DANRE11076, DANRE11075, DANRE11077, DANRE18518, DANRE14709, DANRE09410, DANRE04312
OG0000201	AENJA_04223	DANRE15486, DANRE15485, DANRE15484, DANRE30063, DANRE30062, DANRE30061, DANRE36037, DANRE28541, DANRE28524
OG0000201	AENJA_12926	DANRE35320, DANRE35319, DANRE08219, DANRE00299, DANRE00300
OG0000201	AENJA_00457	DANRE11378, DANRE35095, DANRE35096, DANRE19426, DANRE40588, DANRE40589, DANRE40587
OG0000202	AENJA_10134	DANRE03402, DANRE40995, DANRE34029, DANRE34028, DANRE05184, DANRE03319, DANRE03318, DANRE39259, DANRE06213, DANRE11616, DANRE11617, DANRE09866, DANRE09867
OG0000203	AENJA_01110	DANRE15727
OG0000203	AENJA_20011	DANRE14699, DANRE18500, DANRE14717
OG0000203	AENJA_10014	DANRE36471, DANRE22962
OG0000203	AENJA_10780	DANRE41037, DANRE41036
OG0000204	AENJA_01745	DANRE22975, DANRE22976, DANRE07627, DANRE07626
OG0000204	AENJA_12472	DANRE26103, DANRE38455, DANRE38457, DANRE38456, DANRE30689, DANRE30690
OG0000205	AENJA_05025	DANRE05678, DANRE17760, DANRE05679, DANRE22203, DANRE11422, DANRE11423, DANRE17761
OG0000205	AENJA_13787, AENJA_01890	DANRE03440, DANRE29027, DANRE29028, DANRE14378, DANRE42205
OG0000205	AENJA_13815, AENJA_22602	DANRE03325, DANRE03326, DANRE03327, DANRE29567, DANRE29569, DANRE29568, DANRE27025, DANRE24859, DANRE35745, DANRE35744
OG0000206	AENJA_04004, AENJA_21824, AENJA_15901, AENJA_19238, AENJA_08782, AENJA_08779, AENJA_05323	DANRE43290, DANRE12274, DANRE12275
OG0000206	AENJA_17989, AENJA_13770	DANRE11243, DANRE11241, DANRE11242
OG0000207	AENJA_24487	DANRE17486, DANRE17485, DANRE17484, DANRE22386
OG0000208	AENJA_06125, AENJA_16595	DANRE40545, DANRE20339, DANRE08290, DANRE08289, DANRE20297, DANRE30779, DANRE30778, DANRE30780, DANRE25855
OG0000210	AENJA_13029	DANRE26694
OG0000210	AENJA_04024	DANRE22146
OG0000211	AENJA_25447	DANRE07428
OG0000211	AENJA_19821	DANRE04462, DANRE04461
OG0000211	AENJA_00791	DANRE19375, DANRE19374
OG0000211	AENJA_02934	DANRE37550, DANRE37552, DANRE34919, DANRE34918, DANRE40802, DANRE37551, DANRE40803
OG0000211	AENJA_21143, AENJA_10795	DANRE25257, DANRE37648
OG0000213	AENJA_07228, AENJA_04662	DANRE08407, DANRE01235, DANRE01234, DANRE01233, DANRE33709
OG0000215	AENJA_06502, AENJA_01427, AENJA_23751, AENJA_02670	DANRE20070, DANRE40902
OG0000215	AENJA_03894, AENJA_01426	DANRE41569, DANRE41567, DANRE41568
OG0000217	AENJA_21231, AENJA_21230	DANRE30434
OG0000217	AENJA_00511	DANRE26214, DANRE26213, DANRE26216, DANRE26208, DANRE26207, DANRE26211, DANRE26215, DANRE26206, DANRE26212, DANRE26209, DANRE26210, DANRE24783, DANRE24779, DANRE24786, DANRE24847, DANRE24846, DANRE24781, DANRE24785, DANRE24784, DANRE24780, DANRE30443, DANRE30440, DANRE30442
OG0000218	AENJA_17671, AENJA_11970, AENJA_11978, AENJA_20895, AENJA_14302, AENJA_11979, AENJA_16614, AENJA_01825, AENJA_26732	DANRE21272, DANRE22815
OG0000220	AENJA_19945, AENJA_06243, AENJA_19950	DANRE26586, DANRE26587, DANRE26588, DANRE26584, DANRE26583, DANRE26585, DANRE23907
OG0000221	AENJA_18945, AENJA_16769	DANRE21380, DANRE21379, DANRE42561, DANRE24216, DANRE24218, DANRE24215, DANRE26894, DANRE26896, DANRE26895, DANRE24217, DANRE29970, DANRE29969, DANRE03479
OG0000221	AENJA_12084	DANRE42362, DANRE10521, DANRE29024, DANRE29025
OG0000223	AENJA_25328, AENJA_19949	DANRE41768, DANRE41772, DANRE02462, DANRE02461, DANRE41770, DANRE12033, DANRE12032, DANRE18153, DANRE18152
OG0000225	AENJA_04793, AENJA_18668	DANRE31381, DANRE31382, DANRE31383, DANRE31384, DANRE31380, DANRE31379, DANRE31378, DANRE31377, DANRE22490, DANRE36644, DANRE36645, DANRE40476, DANRE31226, DANRE40474, DANRE40473, DANRE23156, DANRE19629, DANRE19630, DANRE06683
OG0000226	AENJA_22494	DANRE21406, DANRE21407
OG0000227	AENJA_15989	DANRE29562, DANRE29563, DANRE29564, DANRE35864, DANRE35865, DANRE41502, DANRE41503
OG0000227	AENJA_15987, AENJA_15991	DANRE38834, DANRE38835, DANRE17989, DANRE17987, DANRE17988, DANRE26274, DANRE26273, DANRE23312, DANRE23311
OG0000228	AENJA_00460	DANRE00776, DANRE00778, DANRE00777, DANRE00779, DANRE08336, DANRE08337, DANRE08338, DANRE06599, DANRE16467, DANRE16468, DANRE06597, DANRE06596
OG0000228	AENJA_20374	DANRE06500, DANRE16434
OG0000229	AENJA_26296, AENJA_26297, AENJA_26293	DANRE24412
OG0000230	AENJA_06650	DANRE12069
OG0000231	AENJA_08495	DANRE25539, DANRE25538, DANRE13340, DANRE24581, DANRE24580, DANRE24579, DANRE24582
OG0000233	AENJA_04371	DANRE06154, DANRE34266
OG0000234	AENJA_02022	DANRE21676, DANRE21675, DANRE19408, DANRE19409, DANRE12183, DANRE12184, DANRE08990, DANRE08989, DANRE13969
OG0000234	AENJA_09853	DANRE31517, DANRE31519, DANRE31518, DANRE31520, DANRE31523, DANRE31521, DANRE38638, DANRE38634, DANRE38635, DANRE38636
OG0000235	AENJA_15471, AENJA_15470, AENJA_02178, AENJA_08576	DANRE39400, DANRE39401
OG0000236	AENJA_25135	DANRE36230, DANRE36229, DANRE26922
OG0000236	AENJA_07611, AENJA_02045, AENJA_00230	DANRE18162, DANRE10815
OG0000238	AENJA_24755	DANRE03666, DANRE29074, DANRE03667
OG0000238	AENJA_14161	DANRE26344, DANRE26345, DANRE23102, DANRE22472
OG0000238	AENJA_03329	DANRE17708
OG0000239	AENJA_09843	DANRE03491, DANRE29951, DANRE03738, DANRE26391, DANRE26392, DANRE41746, DANRE41745, DANRE35712, DANRE19581, DANRE41747, DANRE35710, DANRE19582, DANRE35708
OG0000239	AENJA_06019	DANRE18831, DANRE11676
OG0000239	AENJA_09841	DANRE29702, DANRE29704, DANRE29703, DANRE03364, DANRE03363, DANRE03365, DANRE09553, DANRE14346, DANRE14347
