Orthogroup	AENJA_ok	CAPO3
OG0004287	AENJA_10688, AENJA_10695, AENJA_08479	CAPO305534
OG0004288	AENJA_08494, AENJA_09224	CAPO302203
OG0004289	AENJA_08571	CAPO307509
OG0004291	AENJA_08666	CAPO306696
OG0004292	AENJA_08709, AENJA_21597	CAPO301407
OG0004295	AENJA_08995	CAPO300437
OG0004296	AENJA_22026, AENJA_09137	CAPO307058
OG0004297	AENJA_09281	CAPO306140
OG0004299	AENJA_09313, AENJA_25545	CAPO307863
OG0004300	AENJA_09414	CAPO308218
OG0004301	AENJA_09948, AENJA_09950, AENJA_11810	CAPO305855
OG0004302	AENJA_11814	CAPO307149
OG0004303	AENJA_10102	CAPO306261
OG0004304	AENJA_10126	CAPO307407
OG0004305	AENJA_10671	CAPO306704
OG0004307	AENJA_10811	CAPO306787
OG0004308	AENJA_10896	CAPO302385
OG0004309	AENJA_10914	CAPO304021
OG0004310	AENJA_11180, AENJA_23448	CAPO306903
OG0004312	AENJA_11219	CAPO306752
OG0004314	AENJA_11558	CAPO301283
OG0004315	AENJA_11716	CAPO307076
OG0004316	AENJA_11759	CAPO300656
OG0004319	AENJA_12058	CAPO308294
OG0004320	AENJA_12116	CAPO300174
OG0004321	AENJA_12158	CAPO306639
OG0004322	AENJA_12404, AENJA_12403	CAPO307895
OG0004323	AENJA_16766, AENJA_12482	CAPO307483
OG0004324	AENJA_12557	CAPO300240
OG0004328	AENJA_12798	CAPO305261
OG0004329	AENJA_13104, AENJA_13109	CAPO302035
OG0004330	AENJA_13252	CAPO305393
OG0004331	AENJA_13331	CAPO305384
OG0004333	AENJA_13634	CAPO303439
OG0004335	AENJA_13686	CAPO302791
OG0004337	AENJA_13913	CAPO300958
OG0004338	AENJA_14330	CAPO300828
OG0004344	AENJA_15963	CAPO307152
OG0004345	AENJA_16155	CAPO306847
OG0004347	AENJA_16598	CAPO307703
OG0004348	AENJA_16800	CAPO306158
OG0004349	AENJA_16835	CAPO308184
OG0004350	AENJA_16841	CAPO300994
OG0004351	AENJA_16867	CAPO307239
OG0004352	AENJA_16982	CAPO300873
OG0004353	AENJA_17017	CAPO306055, CAPO306087
OG0004354	AENJA_17022	CAPO307581
OG0004355	AENJA_17231, AENJA_17232	CAPO303478
OG0004356	AENJA_17320	CAPO300159
OG0004357	AENJA_17547	CAPO303880
OG0004358	AENJA_18672, AENJA_18047, AENJA_18673	CAPO301323
OG0004359	AENJA_18134	CAPO305703
OG0004360	AENJA_18596	CAPO301752
OG0004361	AENJA_18689	CAPO308302
OG0004363	AENJA_19075	CAPO304580
OG0004364	AENJA_19146	CAPO305213
OG0004365	AENJA_19212	CAPO305948
OG0004368	AENJA_19702	CAPO306084
OG0004369	AENJA_19753	CAPO305592
OG0004370	AENJA_24515, AENJA_19903	CAPO302143
OG0004372	AENJA_20327, AENJA_23131, AENJA_23132	CAPO304892
OG0004373	AENJA_20328	CAPO308311
OG0004374	AENJA_20422	CAPO306983
OG0004375	AENJA_20974	CAPO305927
OG0004376	AENJA_21249	CAPO303203
OG0004377	AENJA_21485	CAPO303614
OG0004378	AENJA_21608	CAPO303140
OG0004379	AENJA_21681	CAPO300162
OG0004380	AENJA_21685	CAPO307847
OG0004381	AENJA_21950	CAPO300684
OG0004382	AENJA_22037	CAPO308307
OG0004383	AENJA_22354	CAPO301688
OG0004385	AENJA_22615	CAPO306534
OG0004388	AENJA_23432	CAPO303742
OG0004389	AENJA_23497	CAPO302416
OG0004390	AENJA_23656, AENJA_23655	CAPO300046
OG0004391	AENJA_23704	CAPO305468
OG0004392	AENJA_23712	CAPO303282
OG0004394	AENJA_23929	CAPO305886
OG0004396	AENJA_24530	CAPO300955
OG0004398	AENJA_25317	CAPO307605
OG0004399	AENJA_25524	CAPO301536
OG0004400	AENJA_25584	CAPO304368, CAPO302395
OG0004401	AENJA_25597	CAPO307684
OG0004402	AENJA_25980	CAPO301470
OG0004404	AENJA_26407	CAPO300907
OG0004405	AENJA_26485	CAPO302866
OG0004406	AENJA_26544	CAPO305558
OG0004459	AENJA_00105	CAPO300459
OG0004460	AENJA_10602, AENJA_00174	CAPO307206
OG0004461	AENJA_00187	CAPO305355
OG0004462	AENJA_03119, AENJA_00195	CAPO302893
OG0004465	AENJA_00361	CAPO303487, CAPO307912
OG0004467	AENJA_00451	CAPO307496
OG0004468	AENJA_00461	CAPO307854
OG0004472	AENJA_00868	CAPO303803
OG0004474	AENJA_00922	CAPO300829
OG0004476	AENJA_01930	CAPO307856
OG0004479	AENJA_02206	CAPO303963
OG0004481	AENJA_02244	CAPO306702
OG0004483	AENJA_02340	CAPO303122
OG0004484	AENJA_02375	CAPO302152
OG0004486	AENJA_02721	CAPO307639
OG0004488	AENJA_03056	CAPO301849
OG0004489	AENJA_03089	CAPO305447
OG0004492	AENJA_03264	CAPO307196
OG0004494	AENJA_03427	CAPO306570
OG0004495	AENJA_03794	CAPO306359
OG0004496	AENJA_03798	CAPO303733
OG0004497	AENJA_03976	CAPO307202
OG0004498	AENJA_04040	CAPO305224
OG0004500	AENJA_04178	CAPO301850
OG0004501	AENJA_11831, AENJA_04286	CAPO301840
OG0004502	AENJA_04449	CAPO301779, CAPO300429
OG0004503	AENJA_04529, AENJA_23467	CAPO300332
OG0004506	AENJA_04842	CAPO305016
OG0004507	AENJA_04865	CAPO301894
OG0004508	AENJA_05015	CAPO301654
OG0004509	AENJA_05239	CAPO300500
OG0004511	AENJA_05552	CAPO303457
OG0004512	AENJA_05863	CAPO302842
OG0004513	AENJA_06212	CAPO303104
OG0004515	AENJA_06345	CAPO305182
OG0004516	AENJA_06493	CAPO306036, CAPO307859
OG0004517	AENJA_06724	CAPO305332
OG0004518	AENJA_06826, AENJA_06827	CAPO306412
OG0004519	AENJA_06969	CAPO307914
OG0004520	AENJA_07201	CAPO300090
OG0004521	AENJA_07309	CAPO306692
OG0004523	AENJA_07641	CAPO304989
OG0004525	AENJA_07831	CAPO303518
OG0004526	AENJA_23914, AENJA_07835	CAPO302498
OG0004527	AENJA_07903	CAPO302077
OG0004529	AENJA_07939, AENJA_07944	CAPO306628
OG0004530	AENJA_07969	CAPO304739
OG0004531	AENJA_08201	CAPO302345, CAPO307115
OG0004532	AENJA_08236	CAPO300005
OG0004533	AENJA_08347	CAPO306022
OG0004535	AENJA_08570	CAPO307124
OG0004537	AENJA_08657	CAPO306837
OG0004540	AENJA_08799	CAPO307351
OG0004541	AENJA_08939	CAPO307806
OG0004542	AENJA_09105	CAPO306706
OG0004544	AENJA_09219	CAPO306563
OG0004545	AENJA_19665, AENJA_09222, AENJA_25205, AENJA_22344	CAPO307212
OG0004546	AENJA_09271	CAPO306808
OG0004547	AENJA_17725, AENJA_09422	CAPO304852
OG0004548	AENJA_09557	CAPO305113
OG0004551	AENJA_14630	CAPO301498
OG0004552	AENJA_11123	CAPO301361, CAPO306759
OG0004553	AENJA_11290	CAPO302768
OG0004554	AENJA_11434	CAPO300747
OG0004555	AENJA_11497	CAPO301994
OG0004556	AENJA_11553	CAPO305616
OG0004558	AENJA_11692	CAPO307355
OG0004559	AENJA_11902	CAPO303756
OG0004561	AENJA_12022	CAPO304794
OG0004563	AENJA_12215	CAPO303030
OG0004564	AENJA_12530, AENJA_12531	CAPO301873
OG0004565	AENJA_12612, AENJA_12611	CAPO303409
OG0004569	AENJA_12953	CAPO303601
OG0004572	AENJA_13346, AENJA_19525	CAPO302719
OG0004573	AENJA_13416	CAPO305859
OG0004574	AENJA_13790	CAPO300276
OG0004577	AENJA_13927	CAPO307905
OG0004578	AENJA_26179, AENJA_13961	CAPO307713
OG0004579	AENJA_14039	CAPO308171
OG0004581	AENJA_14240	CAPO305629
OG0004582	AENJA_14257	CAPO304857
OG0004583	AENJA_14685	CAPO301319
OG0004585	AENJA_14884	CAPO307959
OG0004587	AENJA_15222, AENJA_17865	CAPO303576
OG0004588	AENJA_15364	CAPO307046
OG0004590	AENJA_15587	CAPO307910
OG0004592	AENJA_16014	CAPO307767
OG0004593	AENJA_16066	CAPO306311
OG0004595	AENJA_16184	CAPO305901
OG0004596	AENJA_26048	CAPO301763
OG0004596	AENJA_16300	CAPO300672
OG0004599	AENJA_16431	CAPO306185
OG0004600	AENJA_16453	CAPO306391
OG0004601	AENJA_16456	CAPO300529
OG0004602	AENJA_16684	CAPO307709
OG0004605	AENJA_16792	CAPO303013
OG0004609	AENJA_17443	CAPO305274
OG0004610	AENJA_17485	CAPO308217
OG0004611	AENJA_17567	CAPO305879, CAPO305850
OG0004612	AENJA_17697	CAPO307176
OG0004616	AENJA_17897	CAPO302661, CAPO307774
OG0004619	AENJA_18030	CAPO306976
OG0004621	AENJA_18130	CAPO301592
OG0004623	AENJA_18259	CAPO303271
OG0004626	AENJA_18829	CAPO304074
OG0004627	AENJA_19058	CAPO302578
OG0004628	AENJA_19220	CAPO300844
OG0004629	AENJA_19229	CAPO300874
OG0004630	AENJA_19296	CAPO300032
OG0004633	AENJA_19396	CAPO306431
OG0004634	AENJA_19399	CAPO306443
OG0004635	AENJA_19421	CAPO305826
OG0004638	AENJA_19695	CAPO300328
OG0004639	AENJA_19701	CAPO304960
OG0004640	AENJA_20049	CAPO305391
OG0004641	AENJA_20072	CAPO301192
OG0004642	AENJA_20253	CAPO303810
OG0004643	AENJA_20590	CAPO303111
OG0004644	AENJA_20785	CAPO308177
OG0004646	AENJA_20935	CAPO304987
OG0004648	AENJA_21464	CAPO306796
OG0004649	AENJA_21530	CAPO308035
OG0004651	AENJA_21665	CAPO307192
OG0004652	AENJA_21741	CAPO307126
OG0004654	AENJA_21881	CAPO304098
OG0004655	AENJA_21945	CAPO300932
OG0004656	AENJA_22399	CAPO306315
OG0004657	AENJA_22627	CAPO300965
OG0004658	AENJA_22666	CAPO302853
OG0004659	AENJA_22731	CAPO305571
OG0004663	AENJA_23128	CAPO307060
OG0004668	AENJA_23876	CAPO307032
OG0004669	AENJA_23970	CAPO301719
OG0004670	AENJA_23983	CAPO301141
OG0004671	AENJA_24032	CAPO303199
OG0004672	AENJA_24195	CAPO300788
OG0004673	AENJA_24385	CAPO305181
OG0004674	AENJA_24465	CAPO301298
OG0004675	AENJA_24642	CAPO300152
OG0004676	AENJA_24878	CAPO305483
OG0004678	AENJA_25081	CAPO306062
OG0004679	AENJA_25314	CAPO307020
OG0004682	AENJA_25603	CAPO302643
OG0004685	AENJA_26252	CAPO300514
OG0004687	AENJA_26633	CAPO300850
OG0004690	AENJA_26765	CAPO302294
OG0004691	AENJA_26781	CAPO301832
OG0004692	AENJA_26783	CAPO306711
OG0004728	AENJA_00010	CAPO306092
OG0004732	AENJA_00454	CAPO303065
OG0004733	AENJA_00482	CAPO303723
OG0004738	AENJA_00661, AENJA_21232, AENJA_00974	CAPO307391
OG0004739	AENJA_00833	CAPO305372
OG0004740	AENJA_00889	CAPO303587
OG0004743	AENJA_00975	CAPO305537
OG0004744	AENJA_01048	CAPO307377
OG0004747	AENJA_02204	CAPO305266
OG0004748	AENJA_25929, AENJA_25930, AENJA_02212	CAPO300851
OG0004749	AENJA_02213	CAPO303738
OG0004752	AENJA_02350	CAPO300189
OG0004753	AENJA_02412	CAPO307970
OG0004756	AENJA_02560	CAPO300650
OG0004757	AENJA_02653	CAPO300079
OG0004758	AENJA_02719	CAPO307791
OG0004759	AENJA_02782	CAPO301731
OG0004760	AENJA_02947	CAPO302986
OG0004761	AENJA_03060	CAPO301372
OG0004762	AENJA_04757, AENJA_23731, AENJA_04762, AENJA_25598, AENJA_15891, AENJA_03398	CAPO306336
OG0004763	AENJA_03524	CAPO303189
OG0004764	AENJA_03553	CAPO306665
OG0004765	AENJA_03642	CAPO300145
OG0004766	AENJA_03824	CAPO300107
OG0004767	AENJA_03880	CAPO304258
OG0004768	AENJA_03887	CAPO302814
OG0004769	AENJA_04019	CAPO305909
OG0004770	AENJA_04020	CAPO306549
OG0004771	AENJA_04031	CAPO306141
OG0004774	AENJA_04499	CAPO302467
OG0004775	AENJA_04683, AENJA_14667	CAPO308292
OG0004781	AENJA_05335, AENJA_05336	CAPO302855
OG0004784	AENJA_05766	CAPO300506
OG0004785	AENJA_05817	CAPO301223
OG0004786	AENJA_05823	CAPO306813
OG0004787	AENJA_05829	CAPO300677
OG0004788	AENJA_05904	CAPO303606
OG0004792	AENJA_06378	CAPO304121, CAPO301355
OG0004793	AENJA_06468	CAPO303691
OG0004794	AENJA_06550	CAPO302268
OG0004795	AENJA_06563	CAPO306522
OG0004797	AENJA_06655	CAPO308248
OG0004798	AENJA_06749	CAPO306979
OG0004801	AENJA_07057, AENJA_07060	CAPO301409
OG0004803	AENJA_07208	CAPO304966
OG0004805	AENJA_07591	CAPO301148
OG0004808	AENJA_07815	CAPO300921
OG0004810	AENJA_07987, AENJA_07988	CAPO307085
OG0004811	AENJA_07997	CAPO304670
OG0004812	AENJA_08047	CAPO300913
OG0004813	AENJA_11963, AENJA_08093	CAPO302301
OG0004814	AENJA_08117	CAPO305193
OG0004815	AENJA_08187	CAPO306099
OG0004817	AENJA_08281	CAPO300646
OG0004819	AENJA_08530, AENJA_08531	CAPO303489
OG0004820	AENJA_08911, AENJA_08918	CAPO301474
OG0004822	AENJA_09116	CAPO303272
OG0004823	AENJA_09117	CAPO301131
OG0004825	AENJA_09280	CAPO303625
OG0004826	AENJA_09359	CAPO302318
OG0004828	AENJA_09627	CAPO300795
OG0004829	AENJA_09743	CAPO306677
OG0004830	AENJA_09877	CAPO304259, CAPO301109
OG0004831	AENJA_09893	CAPO302539
OG0004832	AENJA_09922	CAPO300644
OG0004833	AENJA_09996	CAPO307386, CAPO307385
OG0004835	AENJA_10287	CAPO307142
OG0004836	AENJA_10309	CAPO300476
OG0004837	AENJA_10362	CAPO306341
OG0004838	AENJA_10479	CAPO300483
OG0004840	AENJA_10771	CAPO301303
OG0004841	AENJA_10828	CAPO301073
OG0004842	AENJA_10831	CAPO307208
OG0004844	AENJA_11067	CAPO308225
OG0004845	AENJA_11102	CAPO300244
OG0004846	AENJA_11191	CAPO302634
OG0004848	AENJA_11309	CAPO305802
OG0004849	AENJA_11321	CAPO302897
OG0004851	AENJA_11448	CAPO304052
OG0004852	AENJA_11559	CAPO305241
OG0004853	AENJA_11561	CAPO306818
OG0004854	AENJA_11701	CAPO307677
OG0004855	AENJA_11702	CAPO307136
OG0004856	AENJA_11708	CAPO307877
OG0004857	AENJA_11918	CAPO305126
OG0004858	AENJA_12040	CAPO306514
OG0004859	AENJA_12107	CAPO305955
OG0004861	AENJA_12181	CAPO300721
OG0004863	AENJA_12291	CAPO300215
OG0004864	AENJA_12322	CAPO306175
OG0004869	AENJA_12936	CAPO301505
OG0004873	AENJA_13320, AENJA_24529	CAPO305056
OG0004874	AENJA_13351	CAPO302314
OG0004875	AENJA_13517	CAPO305599
OG0004879	AENJA_13901, AENJA_13900	CAPO304570
OG0004880	AENJA_14006	CAPO307520
OG0004881	AENJA_14067	CAPO301856
OG0004882	AENJA_14071	CAPO307657
OG0004883	AENJA_14293	CAPO304269
OG0004884	AENJA_14362, AENJA_15468	CAPO306875
OG0004886	AENJA_14557	CAPO304598
OG0004887	AENJA_14679	CAPO303252
OG0004889	AENJA_15082	CAPO302860
OG0004892	AENJA_15515	CAPO308266
OG0004893	AENJA_15519	CAPO305797
OG0004894	AENJA_15564	CAPO308103
OG0004895	AENJA_15591	CAPO301412
OG0004896	AENJA_15696	CAPO301146, CAPO308332
OG0004897	AENJA_15708	CAPO300624
OG0004898	AENJA_15713, AENJA_15712	CAPO300846
OG0004899	AENJA_15863, AENJA_20719	CAPO304701
OG0004900	AENJA_15868	CAPO300509
OG0004901	AENJA_16306	CAPO301170
OG0004902	AENJA_16316	CAPO305853
OG0004903	AENJA_16438	CAPO304775
OG0004904	AENJA_16465	CAPO304100
OG0004906	AENJA_16690, AENJA_26441	CAPO303480
OG0004907	AENJA_16734	CAPO307254
OG0004911	AENJA_16946	CAPO305750
OG0004913	AENJA_17248	CAPO306717
OG0004914	AENJA_17388	CAPO301519
OG0004917	AENJA_17545	CAPO303374
OG0004919	AENJA_17808	CAPO308082
OG0004920	AENJA_17812	CAPO302580
OG0004922	AENJA_18036, AENJA_18037	CAPO306550
OG0004923	AENJA_26541, AENJA_18139	CAPO307943
OG0004924	AENJA_18232	CAPO304606
OG0004927	AENJA_18519	CAPO304855
OG0004928	AENJA_18869	CAPO304691
OG0004929	AENJA_18909	CAPO304111
OG0004932	AENJA_19433	CAPO306081, CAPO305804
OG0004934	AENJA_19615	CAPO305066
OG0004935	AENJA_19714	CAPO302835
OG0004936	AENJA_19999	CAPO306298
OG0004938	AENJA_20207	CAPO308159
OG0004940	AENJA_20384	CAPO305630
OG0004943	AENJA_21353	CAPO306001
OG0004944	AENJA_21776	CAPO302056
OG0004946	AENJA_22254	CAPO305515
OG0004947	AENJA_22271	CAPO307579
OG0004948	AENJA_22467	CAPO305331
OG0004949	AENJA_22471	CAPO304026
OG0004950	AENJA_22659	CAPO300642
OG0004952	AENJA_23013	CAPO301776
OG0004953	AENJA_23228	CAPO306623
OG0004954	AENJA_23328	CAPO303229
OG0004958	AENJA_23474	CAPO302197
OG0004960	AENJA_23682	CAPO300258
OG0004961	AENJA_23701	CAPO305777
OG0004962	AENJA_23749	CAPO301438
OG0004963	AENJA_23812	CAPO303805
OG0004964	AENJA_24147	CAPO302916
OG0004968	AENJA_24458	CAPO307145
OG0004969	AENJA_24520	CAPO303678
OG0004970	AENJA_24573	CAPO303748
OG0004971	AENJA_24578	CAPO302327
OG0004972	AENJA_24749	CAPO304289
OG0004973	AENJA_24853	CAPO305642
OG0004976	AENJA_25080	CAPO304478
OG0004977	AENJA_25085	CAPO304350
OG0004978	AENJA_25196	CAPO308306
OG0004979	AENJA_25410	CAPO303118
OG0004980	AENJA_25419	CAPO300807
OG0004981	AENJA_25504	CAPO306326
OG0004982	AENJA_25668	CAPO301351
OG0004983	AENJA_25750	CAPO300176
OG0004985	AENJA_26124	CAPO304816
OG0004987	AENJA_26226	CAPO305473
OG0004988	AENJA_26346	CAPO305623
OG0004989	AENJA_26564	CAPO300323
OG0004990	AENJA_26628	CAPO305712
OG0004991	AENJA_26634	CAPO302271
OG0004992	AENJA_26724	CAPO301159
OG0004993	AENJA_26728	CAPO302747
OG0005038	AENJA_00045	CAPO301658
OG0005040	AENJA_00082	CAPO300876
OG0005044	AENJA_00304	CAPO307084
OG0005046	AENJA_00376	CAPO304846
OG0005047	AENJA_00552	CAPO305932
OG0005048	AENJA_00701	CAPO300857
OG0005053	AENJA_01012	CAPO302547
OG0005057	AENJA_01514, AENJA_08906	CAPO303573
OG0005058	AENJA_01526	CAPO306731
OG0005059	AENJA_01536	CAPO300063
OG0005061	AENJA_01869	CAPO306602
OG0005062	AENJA_01961	CAPO302106
OG0005064	AENJA_02094, AENJA_02088	CAPO300249
OG0005067	AENJA_02335	CAPO302289
OG0005068	AENJA_02372	CAPO306513
OG0005069	AENJA_02390	CAPO300204
OG0005071	AENJA_02437, AENJA_20683, AENJA_02436	CAPO305606
OG0005073	AENJA_02563	CAPO305547
OG0005075	AENJA_02759	CAPO307362
OG0005076	AENJA_02930	CAPO302885
OG0005077	AENJA_02964	CAPO302160
OG0005078	AENJA_03046	CAPO307983
OG0005079	AENJA_03063	CAPO303799
OG0005081	AENJA_03161	CAPO307065
OG0005083	AENJA_03370	CAPO302388
OG0005084	AENJA_03378	CAPO307421, CAPO301121
OG0005086	AENJA_03514	CAPO302959
OG0005088	AENJA_03643	CAPO307772
OG0005089	AENJA_03710	CAPO303888
OG0005090	AENJA_03754	CAPO303909
OG0005091	AENJA_03934	CAPO305179
OG0005092	AENJA_03948	CAPO301418
OG0005093	AENJA_03996	CAPO303716
OG0005094	AENJA_04041	CAPO303630
OG0005095	AENJA_04110	CAPO301660
OG0005096	AENJA_04204	CAPO301964
OG0005097	AENJA_04431	CAPO304365
OG0005099	AENJA_04491	CAPO305916
OG0005100	AENJA_04820	CAPO306219
OG0005103	AENJA_04873	CAPO300625
OG0005104	AENJA_05405	CAPO303053
OG0005106	AENJA_05457	CAPO301403
OG0005107	AENJA_11332, AENJA_16150, AENJA_05759	CAPO304194
OG0005108	AENJA_19182, AENJA_05788	CAPO301196
OG0005109	AENJA_05821	CAPO301209
OG0005111	AENJA_05942	CAPO302727
OG0005113	AENJA_06751	CAPO300389
OG0005114	AENJA_16137, AENJA_06756	CAPO305096
OG0005115	AENJA_07188	CAPO304298
OG0005119	AENJA_07457, AENJA_07456	CAPO304215
OG0005120	AENJA_07511, AENJA_10440	CAPO304593
OG0005121	AENJA_07745	CAPO301715
OG0005124	AENJA_07802	CAPO305507
OG0005127	AENJA_08108	CAPO307277
OG0005128	AENJA_08244, AENJA_11112	CAPO305144
OG0005130	AENJA_08397	CAPO305368
OG0005132	AENJA_08611	CAPO300384
OG0005138	AENJA_09921	CAPO300009
OG0005139	AENJA_09924, AENJA_15622	CAPO302205
OG0005140	AENJA_09944	CAPO300700, CAPO302173
OG0005142	AENJA_10009	CAPO304715
OG0005143	AENJA_10049	CAPO304926
OG0005144	AENJA_22343, AENJA_10084	CAPO306416
OG0005145	AENJA_10150	CAPO302299
OG0005146	AENJA_10342	CAPO303659
OG0005147	AENJA_10506	CAPO302069
OG0005149	AENJA_10565	CAPO302171
OG0005150	AENJA_10930	CAPO301944
OG0005151	AENJA_11027, AENJA_18836	CAPO302626
OG0005152	AENJA_11080, AENJA_11081	CAPO307737
OG0005154	AENJA_11215	CAPO307643
OG0005155	AENJA_11223	CAPO304712
OG0005156	AENJA_11580	CAPO305254
OG0005157	AENJA_11597	CAPO301711
OG0005158	AENJA_11673	CAPO300547
OG0005160	AENJA_11799	CAPO300741
OG0005163	AENJA_16468, AENJA_11982	CAPO305704
OG0005164	AENJA_12166	CAPO307846
OG0005167	AENJA_12659	CAPO303298
OG0005168	AENJA_12811	CAPO306745
OG0005169	AENJA_12818	CAPO303886
OG0005172	AENJA_13234	CAPO306565
OG0005175	AENJA_13376	CAPO305645
OG0005178	AENJA_13682	CAPO300199
OG0005179	AENJA_13683	CAPO306190
OG0005180	AENJA_13908	CAPO308188
OG0005181	AENJA_13952	CAPO300793
OG0005182	AENJA_13996	CAPO300394
OG0005183	AENJA_14222	CAPO304256
OG0005184	AENJA_14397	CAPO307619
OG0005185	AENJA_14463	CAPO305409
OG0005187	AENJA_14581	CAPO300108
OG0005188	AENJA_14606	CAPO307366, CAPO308331
OG0005191	AENJA_14708	CAPO301264
OG0005192	AENJA_14714, AENJA_14713	CAPO302320
OG0005193	AENJA_15060, AENJA_15057	CAPO300973
OG0005194	AENJA_15083	CAPO306243
OG0005196	AENJA_15512	CAPO306636
OG0005200	AENJA_15889	CAPO307301
OG0005201	AENJA_15944	CAPO300421
OG0005202	AENJA_16021	CAPO300013
OG0005203	AENJA_16058	CAPO304416
OG0005205	AENJA_16290	CAPO302576
OG0005206	AENJA_16375, AENJA_16376	CAPO301965
OG0005208	AENJA_16681	CAPO303001
OG0005209	AENJA_16688	CAPO300492
OG0005210	AENJA_16777	CAPO301315
OG0005212	AENJA_16938	CAPO300331
OG0005214	AENJA_17260	CAPO304556
OG0005215	AENJA_17522	CAPO308114
OG0005216	AENJA_17721	CAPO304567
OG0005217	AENJA_17741	CAPO303096, CAPO306650
OG0005221	AENJA_18089, AENJA_18087	CAPO306723
OG0005222	AENJA_18251	CAPO305567
OG0005223	AENJA_18354	CAPO302922
OG0005224	AENJA_18467	CAPO300521
OG0005227	AENJA_26640	CAPO300666
OG0005228	AENJA_23120, AENJA_19277	CAPO300902
OG0005229	AENJA_19358	CAPO300950
OG0005230	AENJA_19481	CAPO305306
OG0005231	AENJA_19506	CAPO307526
OG0005233	AENJA_19580	CAPO307259
OG0005234	AENJA_19581	CAPO306586, CAPO305435
OG0005237	AENJA_19710	CAPO300405
OG0005238	AENJA_19721	CAPO307942
OG0005239	AENJA_19990	CAPO305851
OG0005240	AENJA_20005	CAPO302162
OG0005241	AENJA_20023	CAPO301367
OG0005243	AENJA_20088	CAPO302946
OG0005244	AENJA_20092	CAPO301413
OG0005245	AENJA_20125	CAPO305774
OG0005247	AENJA_20373	CAPO305218
OG0005249	AENJA_20420	CAPO306769
OG0005250	AENJA_20522	CAPO304032
OG0005251	AENJA_20701, AENJA_20700	CAPO306449
OG0005253	AENJA_20924	CAPO307867
OG0005254	AENJA_21033	CAPO304356
OG0005255	AENJA_21044	CAPO303838, CAPO300416
OG0005255	AENJA_21045	CAPO307726
OG0005257	AENJA_21310	CAPO302797
OG0005258	AENJA_21405	CAPO301990
OG0005259	AENJA_21569	CAPO303873
OG0005261	AENJA_21820	CAPO305240
OG0005262	AENJA_21894	CAPO301884
OG0005265	AENJA_21989	CAPO305767
OG0005267	AENJA_22355	CAPO300315
OG0005268	AENJA_22468	CAPO302457
OG0005269	AENJA_22732	CAPO303868
OG0005271	AENJA_22922	CAPO303459
OG0005272	AENJA_22975	CAPO300142
OG0005273	AENJA_23163	CAPO302742
OG0005275	AENJA_23280	CAPO301557
OG0005277	AENJA_23499	CAPO302973, CAPO308033
OG0005278	AENJA_23558	CAPO306576, CAPO308328
OG0005279	AENJA_23668	CAPO304182
OG0005280	AENJA_23904, AENJA_23903, AENJA_23905	CAPO306635
OG0005285	AENJA_24684	CAPO302006
OG0005287	AENJA_25010	CAPO307607
OG0005289	AENJA_25114	CAPO304679
OG0005290	AENJA_25252	CAPO305632
OG0005292	AENJA_25293	CAPO300881
OG0005293	AENJA_25366	CAPO303402
OG0005294	AENJA_25605	CAPO306913
OG0005295	AENJA_25904	CAPO304907
OG0005298	AENJA_26046	CAPO307279
OG0005299	AENJA_26064	CAPO304069
OG0005300	AENJA_26263	CAPO304452
OG0005301	AENJA_26280	CAPO307444
OG0005303	AENJA_26557	CAPO304454
OG0005359	AENJA_08722, AENJA_12756, AENJA_00536	CAPO300630
OG0005360	AENJA_00600	CAPO303782
OG0005364	AENJA_01052, AENJA_15399, AENJA_04109	CAPO300756
OG0005365	AENJA_01109	CAPO303866
OG0005366	AENJA_07344, AENJA_24633, AENJA_01145	CAPO300645
OG0005367	AENJA_01278	CAPO304113
OG0005370	AENJA_01616	CAPO303423
OG0005371	AENJA_01629, AENJA_01628	CAPO306407
OG0005373	AENJA_01827	CAPO302507
OG0005374	AENJA_01955	CAPO300609
OG0005375	AENJA_01962	CAPO305216
OG0005377	AENJA_02541	CAPO307926
OG0005378	AENJA_02542	CAPO301284
OG0005379	AENJA_02617	CAPO303714
OG0005380	AENJA_02682	CAPO306791
OG0005381	AENJA_02771	CAPO301325
OG0005384	AENJA_03411	CAPO300411
OG0005385	AENJA_03432	CAPO305502
OG0005386	AENJA_03482	CAPO307872
OG0005388	AENJA_03620	CAPO301274
OG0005389	AENJA_03633	CAPO300599
OG0005390	AENJA_03640	CAPO301450
OG0005391	AENJA_03952	CAPO302409
OG0005393	AENJA_03974	CAPO302465
OG0005394	AENJA_03979	CAPO306444
OG0005395	AENJA_04300	CAPO302966
OG0005396	AENJA_04397	CAPO301185
OG0005398	AENJA_04479	CAPO301199
OG0005399	AENJA_04615	CAPO306277
OG0005400	AENJA_04638	CAPO301149
OG0005402	AENJA_07322, AENJA_05086	CAPO307246
OG0005403	AENJA_05096, AENJA_05789	CAPO303785
OG0005404	AENJA_05142, AENJA_05141	CAPO306644
OG0005405	AENJA_05203	CAPO304677
OG0005406	AENJA_05242	CAPO301050
OG0005408	AENJA_05272	CAPO306656
OG0005409	AENJA_05383	CAPO304722
OG0005410	AENJA_05403	CAPO300140
OG0005412	AENJA_05564	CAPO300143
OG0005413	AENJA_05574	CAPO304093
OG0005414	AENJA_05642	CAPO301252, CAPO301167
OG0005417	AENJA_05779, AENJA_10810	CAPO302063
OG0005422	AENJA_06255	CAPO303205
