Orthogroup	AENJA_ok	ASTMX
OG0000127	AENJA_00497	ASTMX14863, ASTMX19609, ASTMX20319, ASTMX20860
OG0000128	AENJA_07850, AENJA_17413, AENJA_26743	ASTMX05854
OG0000128	AENJA_21735	ASTMX15563, ASTMX07961
OG0000129	AENJA_11469	ASTMX02483, ASTMX17929, ASTMX17925, ASTMX02484, ASTMX13044, ASTMX17866, ASTMX17928, ASTMX17927, ASTMX11589, ASTMX08939, ASTMX16539
OG0000129	AENJA_21737	ASTMX06087, ASTMX09196, ASTMX23025, ASTMX05614
OG0000129	AENJA_12119, AENJA_20942, AENJA_12123	ASTMX21316, ASTMX21317
OG0000131	AENJA_13807, AENJA_21097	ASTMX16327
OG0000131	AENJA_26204, AENJA_02558, AENJA_02442, AENJA_02441	ASTMX22582, ASTMX21690, ASTMX18297, ASTMX10440, ASTMX08766
OG0000133	AENJA_22212	ASTMX21064, ASTMX18077
OG0000137	AENJA_26083	ASTMX17487, ASTMX09719, ASTMX10412, ASTMX17486
OG0000137	AENJA_25528, AENJA_11173	ASTMX08942, ASTMX01570, ASTMX22671
OG0000137	AENJA_09533	ASTMX10792, ASTMX08181
OG0000139	AENJA_14233, AENJA_10490, AENJA_13897, AENJA_14832, AENJA_14830	ASTMX09356
OG0000140	AENJA_01263	ASTMX10669
OG0000142	AENJA_16857, AENJA_18146	ASTMX22061
OG0000145	AENJA_06072	ASTMX13278
OG0000146	AENJA_11735	ASTMX20882
OG0000146	AENJA_24548	ASTMX21652
OG0000146	AENJA_09802	ASTMX15531
OG0000147	AENJA_03761	ASTMX03135, ASTMX08761, ASTMX04795
OG0000147	AENJA_12275	ASTMX01265, ASTMX04843
OG0000147	AENJA_03922	ASTMX02385
OG0000147	AENJA_10787	ASTMX18633
OG0000147	AENJA_03843	ASTMX08515
OG0000148	AENJA_26311, AENJA_25264, AENJA_21218	ASTMX21929
OG0000148	AENJA_21220	ASTMX22564, ASTMX19926, ASTMX19927, ASTMX14987, ASTMX17016, ASTMX10783, ASTMX14989, ASTMX17279, ASTMX19925, ASTMX14926, ASTMX13485, ASTMX03088, ASTMX00634
OG0000149	AENJA_12114	ASTMX05992, ASTMX18326, ASTMX03365, ASTMX03364
OG0000149	AENJA_12111, AENJA_03471, AENJA_12512	ASTMX20911, ASTMX04900, ASTMX04902, ASTMX04899, ASTMX10915
OG0000149	AENJA_18447	ASTMX19335
OG0000151	AENJA_13408	ASTMX22990, ASTMX18031, ASTMX21814, ASTMX15314, ASTMX19154, ASTMX20904, ASTMX08723, ASTMX20739, ASTMX18063
OG0000151	AENJA_03698	ASTMX21939, ASTMX10392, ASTMX08593, ASTMX17567
OG0000152	AENJA_26414	ASTMX11374, ASTMX21931
OG0000153	AENJA_14215	ASTMX05657, ASTMX15860, ASTMX01844
OG0000153	AENJA_01518, AENJA_20469, AENJA_08012, AENJA_04663, AENJA_24964, AENJA_05521, AENJA_25130, AENJA_07993	ASTMX11539, ASTMX11537
OG0000154	AENJA_20462	ASTMX17110, ASTMX11785
OG0000154	AENJA_18738	ASTMX08823
OG0000155	AENJA_20550	ASTMX12246, ASTMX04195
OG0000157	AENJA_03158	ASTMX10540
OG0000157	AENJA_07142	ASTMX10886
OG0000158	AENJA_06739	ASTMX06689, ASTMX10940, ASTMX15263, ASTMX11735
OG0000159	AENJA_16647, AENJA_17890	ASTMX12753
OG0000159	AENJA_06073	ASTMX06913, ASTMX03301
OG0000159	AENJA_25487	ASTMX16138, ASTMX16710
OG0000160	AENJA_06959	ASTMX15798
OG0000160	AENJA_13005	ASTMX09985, ASTMX05059, ASTMX09986, ASTMX05060
OG0000163	AENJA_14266	ASTMX10516, ASTMX20542, ASTMX20448, ASTMX17429
OG0000163	AENJA_00250	ASTMX22159
OG0000163	AENJA_14265	ASTMX20447, ASTMX17430, ASTMX19882, ASTMX01414
OG0000163	AENJA_02338	ASTMX01467, ASTMX20434, ASTMX01900, ASTMX20308
OG0000164	AENJA_15219	ASTMX09012, ASTMX09848, ASTMX19193, ASTMX08617, ASTMX21675, ASTMX02898
OG0000164	AENJA_16624, AENJA_16643, AENJA_16640, AENJA_03310, AENJA_00512	ASTMX01794, ASTMX08616, ASTMX08615
OG0000166	AENJA_16006	ASTMX17222, ASTMX15335, ASTMX15334, ASTMX17064, ASTMX12331
OG0000167	AENJA_12328	ASTMX06698, ASTMX15256, ASTMX16065, ASTMX10803, ASTMX11328, ASTMX15230, ASTMX12913, ASTMX04282, ASTMX11778, ASTMX05313, ASTMX17463, ASTMX14044
OG0000168	AENJA_06793	ASTMX22875, ASTMX19741, ASTMX00397
OG0000168	AENJA_16549, AENJA_16551	ASTMX02932, ASTMX22163, ASTMX22493, ASTMX15962, ASTMX06474, ASTMX02912, ASTMX16677, ASTMX20444
OG0000169	AENJA_00158, AENJA_08952	ASTMX22905
OG0000169	AENJA_25576, AENJA_16357, AENJA_16336	ASTMX02738, ASTMX09343, ASTMX15414, ASTMX15415, ASTMX22916, ASTMX23075, ASTMX05645
OG0000171	AENJA_00267	ASTMX13035, ASTMX04406
OG0000171	AENJA_26673, AENJA_26672	ASTMX01513, ASTMX18079, ASTMX09651
OG0000172	AENJA_19160, AENJA_21023	ASTMX00454
OG0000172	AENJA_10078	ASTMX05345, ASTMX05453, ASTMX00174, ASTMX12723, ASTMX12721, ASTMX12722, ASTMX05451
OG0000172	AENJA_18883, AENJA_11722, AENJA_15851, AENJA_11721, AENJA_21024	ASTMX07460
OG0000173	AENJA_14259	ASTMX22989
OG0000173	AENJA_13078, AENJA_25617, AENJA_18852	ASTMX06798, ASTMX16925, ASTMX20806, ASTMX11171, ASTMX06509, ASTMX18128, ASTMX05261, ASTMX05260, ASTMX18597, ASTMX12773, ASTMX03201, ASTMX16788, ASTMX16293, ASTMX09049, ASTMX07537, ASTMX04181, ASTMX05259, ASTMX00713, ASTMX01037, ASTMX05223, ASTMX10462, ASTMX03643, ASTMX09920
OG0000174	AENJA_09684	ASTMX14035
OG0000174	AENJA_09689	ASTMX16326, ASTMX03672, ASTMX18111, ASTMX03671
OG0000175	AENJA_05120	ASTMX12743, ASTMX08029, ASTMX21016, ASTMX15252
OG0000175	AENJA_10260	ASTMX21180
OG0000179	AENJA_05305	ASTMX13407, ASTMX06638, ASTMX05937, ASTMX14451
OG0000179	AENJA_25279	ASTMX13630, ASTMX02170
OG0000179	AENJA_09174, AENJA_18216	ASTMX14866
OG0000180	AENJA_10008, AENJA_06703	ASTMX05023
OG0000180	AENJA_16046	ASTMX03181, ASTMX16660
OG0000180	AENJA_19397	ASTMX11798, ASTMX10163, ASTMX17205, ASTMX08229, ASTMX02239, ASTMX17206, ASTMX11819, ASTMX09327
OG0000181	AENJA_08843	ASTMX00767, ASTMX04758, ASTMX15059, ASTMX14093, ASTMX17806
OG0000181	AENJA_22272	ASTMX02628, ASTMX03065
OG0000181	AENJA_04368	ASTMX00770
OG0000182	AENJA_14094, AENJA_25433	ASTMX14409, ASTMX15288, ASTMX04097, ASTMX13943, ASTMX20040, ASTMX22035
OG0000183	AENJA_03852	ASTMX04432, ASTMX12508, ASTMX19843, ASTMX02763, ASTMX03936, ASTMX05623, ASTMX20239, ASTMX16109
OG0000183	AENJA_18616	ASTMX12358, ASTMX03484
OG0000183	AENJA_21091	ASTMX16504, ASTMX16505
OG0000184	AENJA_19614, AENJA_08959, AENJA_22614	ASTMX12437, ASTMX12438
OG0000185	AENJA_05818	ASTMX11051, ASTMX13737, ASTMX00167
OG0000185	AENJA_13582	ASTMX22814
OG0000185	AENJA_24956	ASTMX08951, ASTMX03293, ASTMX15453
OG0000185	AENJA_06437	ASTMX03539, ASTMX09726, ASTMX15810, ASTMX01652
OG0000185	AENJA_19885	ASTMX12894, ASTMX07504
OG0000186	AENJA_22491	ASTMX18771
OG0000188	AENJA_15378	ASTMX17563, ASTMX09974, ASTMX22080
OG0000192	AENJA_20612	ASTMX07878
OG0000192	AENJA_06675	ASTMX20901, ASTMX19840, ASTMX01591, ASTMX00329, ASTMX15434, ASTMX02346
OG0000192	AENJA_19694	ASTMX22789, ASTMX13707
OG0000192	AENJA_16678, AENJA_04859	ASTMX14856
OG0000193	AENJA_13914	ASTMX20971, ASTMX11214, ASTMX09632, ASTMX05862, ASTMX20972, ASTMX06947, ASTMX14897, ASTMX03474, ASTMX13316, ASTMX19987
OG0000194	AENJA_10642, AENJA_01834	ASTMX14940, ASTMX03197, ASTMX16653, ASTMX22443, ASTMX22363, ASTMX14331
OG0000195	AENJA_16048	ASTMX06503, ASTMX06504, ASTMX08420, ASTMX05669
OG0000197	AENJA_18863, AENJA_02976, AENJA_03276	ASTMX14222, ASTMX13243, ASTMX19993
OG0000197	AENJA_03262	ASTMX12768, ASTMX04797, ASTMX01035, ASTMX20680, ASTMX12767, ASTMX10644, ASTMX04274, ASTMX00851, ASTMX10141
OG0000201	AENJA_04223	ASTMX19802, ASTMX14681, ASTMX19801, ASTMX15505
OG0000201	AENJA_12926	ASTMX16005, ASTMX04412, ASTMX17973, ASTMX12848
OG0000201	AENJA_00457	ASTMX01297, ASTMX11319, ASTMX13076, ASTMX16014, ASTMX13075
OG0000202	AENJA_10134	ASTMX12677, ASTMX14453, ASTMX09955, ASTMX19428, ASTMX05837, ASTMX07752, ASTMX02721, ASTMX17241, ASTMX18862, ASTMX09691, ASTMX06807
OG0000203	AENJA_01110	ASTMX16274
OG0000203	AENJA_20011	ASTMX00845, ASTMX01226, ASTMX00857
OG0000203	AENJA_10014	ASTMX20187, ASTMX06010, ASTMX05240
OG0000203	AENJA_10780	ASTMX05701, ASTMX05700
OG0000204	AENJA_01745	ASTMX05231, ASTMX02270
OG0000204	AENJA_12472	ASTMX00447, ASTMX00221
OG0000205	AENJA_05025	ASTMX13522, ASTMX10816, ASTMX16114, ASTMX14153, ASTMX22625
OG0000205	AENJA_13787, AENJA_01890	ASTMX20065, ASTMX10182, ASTMX20441, ASTMX12995
OG0000205	AENJA_13815, AENJA_22602	ASTMX20510, ASTMX07381, ASTMX02305, ASTMX10670, ASTMX05423, ASTMX14679
OG0000206	AENJA_17989, AENJA_13770	ASTMX13968
OG0000207	AENJA_24487	ASTMX11086, ASTMX18027
OG0000208	AENJA_06125, AENJA_16595	ASTMX14534, ASTMX12214, ASTMX04375, ASTMX14594, ASTMX12234, ASTMX18583, ASTMX05181
OG0000210	AENJA_13029	ASTMX06462
OG0000210	AENJA_04024	ASTMX16896
OG0000211	AENJA_25447	ASTMX14936
OG0000211	AENJA_09895	ASTMX14468
OG0000211	AENJA_19821	ASTMX02506
OG0000211	AENJA_00791	ASTMX08965
OG0000211	AENJA_02934	ASTMX12406, ASTMX15733, ASTMX12502
OG0000211	AENJA_21143, AENJA_10795	ASTMX00388, ASTMX07887
OG0000213	AENJA_07228, AENJA_04662	ASTMX13716, ASTMX02993, ASTMX16332
OG0000215	AENJA_06502, AENJA_01427, AENJA_23751, AENJA_02670	ASTMX09309, ASTMX14457
OG0000215	AENJA_03894, AENJA_01426	ASTMX12693
OG0000217	AENJA_00511	ASTMX22243, ASTMX19306, ASTMX22275, ASTMX22014, ASTMX22013, ASTMX21865, ASTMX02470, ASTMX13539
OG0000218	AENJA_17671, AENJA_11970, AENJA_11978, AENJA_20895, AENJA_14302, AENJA_11979, AENJA_16614, AENJA_01825, AENJA_26732	ASTMX14255, ASTMX06375
OG0000220	AENJA_19945, AENJA_06243, AENJA_19950	ASTMX06452, ASTMX19472
OG0000221	AENJA_18945, AENJA_16769	ASTMX13257, ASTMX12726, ASTMX08699, ASTMX18546, ASTMX17261, ASTMX17047
OG0000221	AENJA_12084	ASTMX00084, ASTMX22683, ASTMX10185
OG0000223	AENJA_25328, AENJA_19949	ASTMX17097, ASTMX19956, ASTMX01390, ASTMX13426
OG0000225	AENJA_04793, AENJA_18668	ASTMX16084, ASTMX16085, ASTMX16083, ASTMX11790, ASTMX09442, ASTMX17744, ASTMX14393, ASTMX04772, ASTMX20768, ASTMX04717
OG0000226	AENJA_22494	ASTMX10407
OG0000227	AENJA_15989	ASTMX17802, ASTMX07384, ASTMX15014, ASTMX15013, ASTMX08655
OG0000227	AENJA_15987, AENJA_15991	ASTMX14981, ASTMX11122, ASTMX17731
OG0000228	AENJA_00460	ASTMX08232, ASTMX13813, ASTMX10957, ASTMX17589
OG0000228	AENJA_20374	ASTMX16365, ASTMX10925
OG0000229	AENJA_26296, AENJA_26297, AENJA_26293	ASTMX07950
OG0000230	AENJA_06650	ASTMX01329
OG0000231	AENJA_08495	ASTMX21905, ASTMX09216, ASTMX07397, ASTMX07396
OG0000233	AENJA_04371	ASTMX07999, ASTMX11193
OG0000234	AENJA_02022	ASTMX02457, ASTMX11930, ASTMX03378, ASTMX21596, ASTMX09075, ASTMX14217
OG0000234	AENJA_09853	ASTMX02028, ASTMX03572
OG0000235	AENJA_15471, AENJA_15470, AENJA_02178, AENJA_08576	ASTMX10074
OG0000236	AENJA_25135	ASTMX08747, ASTMX03149
OG0000236	AENJA_07611, AENJA_02045, AENJA_00230	ASTMX10243, ASTMX08142
OG0000238	AENJA_24755	ASTMX07705, ASTMX20450, ASTMX07704
OG0000238	AENJA_14161	ASTMX22020, ASTMX08638, ASTMX11056, ASTMX15298
OG0000238	AENJA_03329	ASTMX08927, ASTMX16413
OG0000239	AENJA_09843	ASTMX07645, ASTMX14835, ASTMX20429, ASTMX05441
OG0000239	AENJA_06019	ASTMX01276, ASTMX03280
OG0000239	AENJA_09841	ASTMX15869, ASTMX10448, ASTMX21437, ASTMX01895
OG0000240	AENJA_19535	ASTMX02102, ASTMX10352, ASTMX10354, ASTMX10617
OG0000244	AENJA_02207	ASTMX16602, ASTMX08895, ASTMX21456, ASTMX15853, ASTMX06255, ASTMX15851, ASTMX07398
OG0000245	AENJA_02315, AENJA_03102, AENJA_02317	ASTMX00360, ASTMX02206, ASTMX13276, ASTMX22797, ASTMX03731, ASTMX22441, ASTMX15530, ASTMX14838, ASTMX17043, ASTMX08650, ASTMX15018, ASTMX19991, ASTMX17329, ASTMX18788, ASTMX10201, ASTMX19475, ASTMX06868, ASTMX19608
OG0000246	AENJA_10538, AENJA_10539	ASTMX19738
OG0000248	AENJA_23410, AENJA_15881	ASTMX11343, ASTMX11267, ASTMX06856, ASTMX21086, ASTMX06855
OG0000249	AENJA_05064, AENJA_21241, AENJA_23938, AENJA_01673, AENJA_21238, AENJA_22890, AENJA_18302, AENJA_21869, AENJA_15192, AENJA_06774, AENJA_07629, AENJA_05076, AENJA_15458	ASTMX20082
OG0000250	AENJA_21466	ASTMX18265
OG0000250	AENJA_01564	ASTMX22935, ASTMX21081
OG0000250	AENJA_18922, AENJA_05431	ASTMX10554
OG0000250	AENJA_25579	ASTMX10861
OG0000251	AENJA_02410	ASTMX02278, ASTMX14567
OG0000252	AENJA_02536	ASTMX12365
OG0000253	AENJA_04582	ASTMX02003, ASTMX10389, ASTMX10204
OG0000254	AENJA_19586	ASTMX06322
OG0000255	AENJA_05199	ASTMX15208
OG0000255	AENJA_03525, AENJA_17033, AENJA_10693, AENJA_10691, AENJA_10694, AENJA_20407, AENJA_04940, AENJA_17159, AENJA_07356	ASTMX00265
OG0000256	AENJA_24528	ASTMX14236, ASTMX14182, ASTMX17896
OG0000256	AENJA_04595, AENJA_22679, AENJA_05370, AENJA_07601, AENJA_13004	ASTMX08211, ASTMX08210, ASTMX05152
OG0000257	AENJA_21159	ASTMX01595, ASTMX20351, ASTMX06234
OG0000257	AENJA_06250	ASTMX08510, ASTMX01271, ASTMX07606, ASTMX08826, ASTMX13542
OG0000258	AENJA_21764	ASTMX13949, ASTMX09429, ASTMX02019
OG0000258	AENJA_08669	ASTMX10822, ASTMX04575, ASTMX10602, ASTMX16862
OG0000259	AENJA_01055	ASTMX14640
OG0000259	AENJA_09484	ASTMX14622, ASTMX14658, ASTMX14653, ASTMX14645, ASTMX14623, ASTMX14652, ASTMX14657, ASTMX14654, ASTMX14655, ASTMX14656, ASTMX14619, ASTMX14620, ASTMX14621, ASTMX22310, ASTMX17207, ASTMX14631, ASTMX14642, ASTMX14624, ASTMX14625, ASTMX14651, ASTMX14648, ASTMX14649, ASTMX14647, ASTMX14650, ASTMX14632, ASTMX14633, ASTMX14628, ASTMX14634, ASTMX14635, ASTMX14629, ASTMX14636, ASTMX14630, ASTMX14638, ASTMX14639, ASTMX14637, ASTMX14627, ASTMX14626
OG0000260	AENJA_02917	ASTMX08323, ASTMX08530, ASTMX00791, ASTMX02088
OG0000260	AENJA_18084	ASTMX18863
OG0000260	AENJA_23444	ASTMX12581
OG0000261	AENJA_18758	ASTMX15671, ASTMX14938, ASTMX12058, ASTMX11825
OG0000263	AENJA_06376, AENJA_02707, AENJA_07923, AENJA_00940, AENJA_24604, AENJA_02705, AENJA_15502, AENJA_15498, AENJA_21435, AENJA_02066	ASTMX18876
OG0000265	AENJA_21392, AENJA_21393	ASTMX20048, ASTMX19410, ASTMX06906, ASTMX17905, ASTMX03304
OG0000265	AENJA_02918	ASTMX17774, ASTMX08300
OG0000268	AENJA_03720	ASTMX22307
OG0000268	AENJA_25695	ASTMX14616
OG0000269	AENJA_26647, AENJA_26648	ASTMX07757
OG0000270	AENJA_16126	ASTMX10601, ASTMX16861, ASTMX10821, ASTMX04574, ASTMX04388
OG0000270	AENJA_14029	ASTMX13817
OG0000272	AENJA_04697	ASTMX13541, ASTMX04407
OG0000272	AENJA_06955	ASTMX06714, ASTMX15391, ASTMX13685, ASTMX17539, ASTMX11464, ASTMX21154, ASTMX09631, ASTMX05863, ASTMX15333
OG0000273	AENJA_14902	ASTMX02360
OG0000273	AENJA_10997	ASTMX06870, ASTMX17812, ASTMX15476
OG0000275	AENJA_06085	ASTMX01252, ASTMX09512, ASTMX08521
OG0000275	AENJA_05208	ASTMX06622, ASTMX15608, ASTMX09767
OG0000276	AENJA_08719	ASTMX02916
OG0000276	AENJA_24994	ASTMX02717
OG0000277	AENJA_21144	ASTMX17498, ASTMX03998, ASTMX13452
OG0000277	AENJA_08858	ASTMX12126, ASTMX12127, ASTMX03033, ASTMX03664
OG0000278	AENJA_24084	ASTMX06005
OG0000278	AENJA_12104	ASTMX01574
OG0000280	AENJA_03995	ASTMX10256
OG0000280	AENJA_21139	ASTMX00452
OG0000281	AENJA_06967	ASTMX08446, ASTMX16022, ASTMX04664
OG0000282	AENJA_08490	ASTMX18342, ASTMX09599
OG0000282	AENJA_20347	ASTMX04653
OG0000282	AENJA_07959	ASTMX06602
OG0000282	AENJA_08159	ASTMX00322
OG0000284	AENJA_03153	ASTMX22711
OG0000284	AENJA_16460, AENJA_16457, AENJA_23940, AENJA_23553, AENJA_12800, AENJA_09635, AENJA_14116, AENJA_03847, AENJA_00883, AENJA_14484	ASTMX02036, ASTMX20925, ASTMX22871, ASTMX20924, ASTMX11406, ASTMX17126
OG0000284	AENJA_03142, AENJA_20326	ASTMX00328, ASTMX15433
OG0000286	AENJA_03756, AENJA_24545, AENJA_09758	ASTMX07118, ASTMX07214, ASTMX07213, ASTMX10314, ASTMX10313, ASTMX10312, ASTMX19636
OG0000286	AENJA_07015, AENJA_05640	ASTMX01994, ASTMX01995
OG0000286	AENJA_10869	ASTMX15386, ASTMX19203, ASTMX19204
OG0000288	AENJA_14604	ASTMX17230, ASTMX07890, ASTMX01219
OG0000289	AENJA_13824	ASTMX02890, ASTMX10329, ASTMX21654, ASTMX05955
OG0000289	AENJA_25023	ASTMX18073
OG0000289	AENJA_15870	ASTMX11422, ASTMX16415
OG0000295	AENJA_14335	ASTMX20406
OG0000295	AENJA_07578	ASTMX22085, ASTMX19804
OG0000296	AENJA_26690	ASTMX20385
OG0000296	AENJA_22255	ASTMX01322
OG0000296	AENJA_23739	ASTMX10012, ASTMX03989
OG0000296	AENJA_15217	ASTMX01720
OG0000296	AENJA_25508	ASTMX09080, ASTMX12825
OG0000297	AENJA_24317	ASTMX03341, ASTMX10348, ASTMX05132, ASTMX12499, ASTMX07463
OG0000298	AENJA_06788, AENJA_16948, AENJA_16940, AENJA_16949, AENJA_06790	ASTMX05659, ASTMX16520, ASTMX13196, ASTMX05908, ASTMX19518
OG0000299	AENJA_07480	ASTMX18363, ASTMX17281, ASTMX00682
OG0000300	AENJA_20707, AENJA_25104	ASTMX04298, ASTMX20457
OG0000301	AENJA_06178, AENJA_06182	ASTMX21577
OG0000301	AENJA_26747	ASTMX04615, ASTMX10168, ASTMX20352, ASTMX20442
OG0000301	AENJA_18604	ASTMX20705, ASTMX07228, ASTMX02917
OG0000302	AENJA_15683	ASTMX07861, ASTMX13265
OG0000305	AENJA_01524	ASTMX12592
OG0000305	AENJA_20012, AENJA_20013	ASTMX21234
OG0000307	AENJA_02524	ASTMX14784, ASTMX02762, ASTMX12509, ASTMX04431
OG0000307	AENJA_01646	ASTMX03351, ASTMX05985, ASTMX17232
OG0000308	AENJA_23339	ASTMX20341, ASTMX17147
OG0000308	AENJA_18481	ASTMX09110
OG0000309	AENJA_22214, AENJA_22215, AENJA_09002, AENJA_08385	ASTMX02021
OG0000310	AENJA_10979, AENJA_16718	ASTMX00126
OG0000312	AENJA_11345	ASTMX14300, ASTMX18372
OG0000312	AENJA_19966	ASTMX04117, ASTMX04116, ASTMX07002
OG0000312	AENJA_05337	ASTMX19559, ASTMX13976
OG0000313	AENJA_16057	ASTMX04915, ASTMX16687, ASTMX11511
OG0000313	AENJA_01313	ASTMX07132
OG0000314	AENJA_16012	ASTMX10586, ASTMX02410, ASTMX02409, ASTMX21219
OG0000314	AENJA_19100	ASTMX07736, ASTMX14320, ASTMX01567, ASTMX21999, ASTMX10109, ASTMX11499
OG0000315	AENJA_08118	ASTMX22299, ASTMX08025, ASTMX19001, ASTMX12688
OG0000315	AENJA_20619	ASTMX08301, ASTMX03040
OG0000316	AENJA_23705	ASTMX02741, ASTMX22462
OG0000317	AENJA_18053	ASTMX13428, ASTMX01336, ASTMX00862, ASTMX07441, ASTMX09832
OG0000319	AENJA_15257	ASTMX05117, ASTMX10390
OG0000321	AENJA_07424	ASTMX18074, ASTMX03167, ASTMX05895
OG0000321	AENJA_02624	ASTMX14845
OG0000321	AENJA_23362	ASTMX18898, ASTMX00098, ASTMX08418, ASTMX18899, ASTMX00099, ASTMX08419
OG0000322	AENJA_04218	ASTMX06004
OG0000323	AENJA_22664	ASTMX09179
OG0000323	AENJA_20126	ASTMX02635, ASTMX13255, ASTMX10841
OG0000324	AENJA_25136	ASTMX20270, ASTMX21627, ASTMX20432
OG0000324	AENJA_18522	ASTMX03592
OG0000325	AENJA_07184, AENJA_19461	ASTMX18823
OG0000326	AENJA_25612	ASTMX00747, ASTMX05282, ASTMX15670, ASTMX15158, ASTMX20792
OG0000326	AENJA_25861	ASTMX00749
OG0000327	AENJA_13471	ASTMX06414, ASTMX05544, ASTMX06421, ASTMX13482, ASTMX13483, ASTMX13484
OG0000327	AENJA_26486	ASTMX06420
OG0000327	AENJA_12542	ASTMX06415
OG0000328	AENJA_09097	ASTMX08432, ASTMX12252, ASTMX06825, ASTMX22802, ASTMX05369, ASTMX06682
OG0000333	AENJA_06410, AENJA_00632	ASTMX14239
OG0000333	AENJA_22838, AENJA_15685	ASTMX16298
OG0000334	AENJA_18674, AENJA_08078, AENJA_20172, AENJA_19540, AENJA_16534, AENJA_18675, AENJA_11653, AENJA_06892, AENJA_10669, AENJA_22797, AENJA_22796, AENJA_24850, AENJA_10667, AENJA_10668	ASTMX22703, ASTMX21795, ASTMX06979, ASTMX13611
OG0000338	AENJA_13192	ASTMX13042, ASTMX20131, ASTMX05102
OG0000338	AENJA_22299	ASTMX09866, ASTMX01891
OG0000339	AENJA_00382, AENJA_19984, AENJA_00140, AENJA_14078, AENJA_02225	ASTMX07466
OG0000340	AENJA_00353, AENJA_26321, AENJA_25490	ASTMX16503, ASTMX16494
OG0000340	AENJA_14297, AENJA_26125, AENJA_06112, AENJA_25254, AENJA_19173	ASTMX16502
OG0000341	AENJA_00431	ASTMX12749, ASTMX11039, ASTMX07461, ASTMX09870
OG0000343	AENJA_04274	ASTMX10298, ASTMX08048, ASTMX09330, ASTMX07009, ASTMX11872, ASTMX14973
OG0000344	AENJA_20305	ASTMX03514, ASTMX09657, ASTMX05816, ASTMX17941
OG0000344	AENJA_14133, AENJA_05493	ASTMX20278
OG0000346	AENJA_15927	ASTMX21003
OG0000346	AENJA_22586, AENJA_15929	ASTMX22643, ASTMX06469, ASTMX11553, ASTMX10029, ASTMX21757, ASTMX10400
OG0000347	AENJA_06111, AENJA_12945	ASTMX03104
OG0000347	AENJA_06108	ASTMX17577
OG0000349	AENJA_19583, AENJA_23589, AENJA_19611, AENJA_06662, AENJA_21917, AENJA_01710, AENJA_00976, AENJA_17896, AENJA_06002, AENJA_15646, AENJA_15647	ASTMX19278, ASTMX04917, ASTMX08922
OG0000350	AENJA_19835	ASTMX11261, ASTMX15296, ASTMX12615, ASTMX04193, ASTMX12247
OG0000350	AENJA_05645	ASTMX17843
OG0000350	AENJA_06140	ASTMX08191
OG0000350	AENJA_03065	ASTMX17692, ASTMX01389, ASTMX08192, ASTMX14099
OG0000352	AENJA_13697	ASTMX05896, ASTMX03995, ASTMX17359, ASTMX13140
OG0000352	AENJA_25500	ASTMX01195
OG0000352	AENJA_11315	ASTMX07258
OG0000356	AENJA_04669, AENJA_04670	ASTMX12514, ASTMX01697
OG0000356	AENJA_05708, AENJA_10568	ASTMX09465, ASTMX09256
OG0000357	AENJA_16412	ASTMX17598, ASTMX10965, ASTMX09989, ASTMX05067, ASTMX15356
OG0000357	AENJA_04794	ASTMX15888, ASTMX01105, ASTMX14562, ASTMX04757
OG0000358	AENJA_15177	ASTMX16628
OG0000358	AENJA_10717	ASTMX07152, ASTMX07224
OG0000358	AENJA_12192	ASTMX07099
OG0000358	AENJA_25711	ASTMX00097
OG0000359	AENJA_14005	ASTMX07087, ASTMX13220
OG0000359	AENJA_07464	ASTMX09819, ASTMX07326
OG0000360	AENJA_08623	ASTMX22133, ASTMX09946
OG0000360	AENJA_22734	ASTMX13961
OG0000362	AENJA_00852, AENJA_07660, AENJA_12849	ASTMX21692, ASTMX20233, ASTMX20234, ASTMX11473
OG0000363	AENJA_12906, AENJA_18208	ASTMX15773
OG0000363	AENJA_26154	ASTMX19424
OG0000364	AENJA_08616, AENJA_07293, AENJA_05680	ASTMX08125
OG0000365	AENJA_22716	ASTMX14935, ASTMX12525, ASTMX16950, ASTMX06169, ASTMX07405, ASTMX03199, ASTMX04165
OG0000367	AENJA_21567	ASTMX09449, ASTMX02026, ASTMX13956
OG0000367	AENJA_15749	ASTMX06700, ASTMX14123, ASTMX14122, ASTMX18667
OG0000372	AENJA_10537	ASTMX00698
OG0000372	AENJA_22918	ASTMX11491
OG0000372	AENJA_10254	ASTMX06694, ASTMX07580, ASTMX13013
OG0000373	AENJA_18516	ASTMX11338, ASTMX01301, ASTMX01605
OG0000374	AENJA_24763	ASTMX01921, ASTMX08407, ASTMX04767, ASTMX00978
OG0000374	AENJA_15704	ASTMX20213, ASTMX12128, ASTMX03034
OG0000374	AENJA_10989	ASTMX04768, ASTMX06554, ASTMX08406
OG0000375	AENJA_21822	ASTMX17658, ASTMX18679, ASTMX11890, ASTMX11667, ASTMX04506, ASTMX04504
OG0000375	AENJA_14683	ASTMX18856, ASTMX13500
OG0000375	AENJA_14684	ASTMX12920
OG0000378	AENJA_09892	ASTMX14466, ASTMX10279, ASTMX09784, ASTMX19100, ASTMX01130
OG0000378	AENJA_03823	ASTMX03495, ASTMX00112, ASTMX09555, ASTMX08740, ASTMX06762
OG0000379	AENJA_25316	ASTMX13728
OG0000379	AENJA_13204	ASTMX04508
OG0000379	AENJA_16703	ASTMX13150
OG0000379	AENJA_14680	ASTMX22205
OG0000382	AENJA_01299	ASTMX09281
