Orthogroup	AENJA_ok	CAEEL
OG0003197	AENJA_17257	CAEEL11467
OG0003198	AENJA_17366	CAEEL05062
OG0003199	AENJA_17478	CAEEL11688
OG0003202	AENJA_18388	CAEEL12123
OG0003203	AENJA_18705	CAEEL08247
OG0003206	AENJA_19670, AENJA_19671	CAEEL08436
OG0003207	AENJA_19792, AENJA_19791	CAEEL11116
OG0003210	AENJA_20699	CAEEL11876
OG0003211	AENJA_20861	CAEEL09585
OG0003212	AENJA_20864	CAEEL11323
OG0003214	AENJA_21694	CAEEL08551
OG0003215	AENJA_22196	CAEEL02895
OG0003217	AENJA_23373	CAEEL06035, CAEEL06032
OG0003218	AENJA_23390	CAEEL08847
OG0003219	AENJA_23468	CAEEL16215
OG0003222	AENJA_23860	CAEEL00115
OG0003223	AENJA_24204	CAEEL00485
OG0003224	AENJA_24262	CAEEL05675
OG0003225	AENJA_24401	CAEEL04615, CAEEL20133
OG0003226	AENJA_25297, AENJA_25291	CAEEL04904, CAEEL04903
OG0003228	AENJA_25997	CAEEL14683
OG0003229	AENJA_25999	CAEEL10166
OG0003230	AENJA_26243	CAEEL06311
OG0003251	AENJA_00517	CAEEL01743
OG0003252	AENJA_00890	CAEEL19657, CAEEL14287
OG0003254	AENJA_01261	CAEEL15715
OG0003255	AENJA_01447	CAEEL01327
OG0003257	AENJA_01488, AENJA_01489	CAEEL04888
OG0003258	AENJA_01706	CAEEL04539
OG0003259	AENJA_02246	CAEEL11844
OG0003263	AENJA_03032	CAEEL12235
OG0003266	AENJA_03526	CAEEL05061
OG0003267	AENJA_03748	CAEEL11406
OG0003268	AENJA_04034	CAEEL00711
OG0003269	AENJA_04245	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993
OG0003270	AENJA_04789	CAEEL17531, CAEEL17532, CAEEL07171
OG0003272	AENJA_05459	CAEEL19188, CAEEL20088
OG0003273	AENJA_19818, AENJA_19819, AENJA_05792	CAEEL08538
OG0003275	AENJA_06088	CAEEL01894
OG0003276	AENJA_06270	CAEEL05343
OG0003277	AENJA_06595	CAEEL10684
OG0003279	AENJA_18910, AENJA_07963	CAEEL09246
OG0003280	AENJA_12371, AENJA_07986	CAEEL20448
OG0003281	AENJA_08105, AENJA_20736	CAEEL19540
OG0003282	AENJA_18531	CAEEL04466
OG0003283	AENJA_08388, AENJA_08386, AENJA_08389	CAEEL10540
OG0003284	AENJA_08806	CAEEL20144
OG0003286	AENJA_08868	CAEEL11061
OG0003287	AENJA_08945	CAEEL09759
OG0003288	AENJA_08988	CAEEL07836
OG0003289	AENJA_09099	CAEEL00474
OG0003290	AENJA_09114	CAEEL07995, CAEEL07996
OG0003291	AENJA_09544	CAEEL07282
OG0003293	AENJA_10140	CAEEL09078
OG0003297	AENJA_10455	CAEEL06799, CAEEL06798, CAEEL02997
OG0003298	AENJA_10956	CAEEL00404
OG0003300	AENJA_16801, AENJA_10987	CAEEL15375, CAEEL10323, CAEEL04894, CAEEL10997, CAEEL02576, CAEEL07626
OG0003301	AENJA_11385	CAEEL11183
OG0003303	AENJA_23721, AENJA_11641	CAEEL08080
OG0003305	AENJA_11741	CAEEL04396
OG0003306	AENJA_22075	CAEEL11131
OG0003307	AENJA_11858	CAEEL09527
OG0003309	AENJA_11953	CAEEL07134
OG0003311	AENJA_12315	CAEEL06729
OG0003316	AENJA_13112	CAEEL06426
OG0003317	AENJA_13550	CAEEL11191
OG0003318	AENJA_13567	CAEEL00777
OG0003320	AENJA_13907	CAEEL05307
OG0003323	AENJA_14209	CAEEL08557, CAEEL08556
OG0003325	AENJA_19471	CAEEL11598
OG0003327	AENJA_14781	CAEEL15863
OG0003328	AENJA_16505	CAEEL07600, CAEEL14983, CAEEL18520
OG0003330	AENJA_15240	CAEEL02745
OG0003331	AENJA_23729, AENJA_15484	CAEEL07758
OG0003332	AENJA_15526	CAEEL15994, CAEEL15100
OG0003333	AENJA_15663	CAEEL05869
OG0003335	AENJA_15787	CAEEL06219
OG0003336	AENJA_15800	CAEEL18158
OG0003337	AENJA_15893	CAEEL05608
OG0003340	AENJA_16463	CAEEL05767
OG0003341	AENJA_17359	CAEEL15411
OG0003343	AENJA_17471	CAEEL02966
OG0003344	AENJA_17550	CAEEL04271
OG0003348	AENJA_18879	CAEEL00995
OG0003349	AENJA_18916	CAEEL11343
OG0003350	AENJA_18932	CAEEL18859
OG0003354	AENJA_20119	CAEEL07057
OG0003356	AENJA_21005	CAEEL05068
OG0003357	AENJA_21046	CAEEL05202
OG0003358	AENJA_21116	CAEEL15398
OG0003359	AENJA_21290	CAEEL08412
OG0003360	AENJA_21296	CAEEL09119
OG0003361	AENJA_21382	CAEEL15297, CAEEL13464, CAEEL07044
OG0003364	AENJA_21855	CAEEL06262
OG0003366	AENJA_22253	CAEEL13316, CAEEL13290
OG0003368	AENJA_23082	CAEEL04652
OG0003369	AENJA_23134, AENJA_23133	CAEEL11911
OG0003370	AENJA_23534	CAEEL19630, CAEEL09274
OG0003372	AENJA_24254	CAEEL04956
OG0003374	AENJA_24682, AENJA_24683	CAEEL09698
OG0003375	AENJA_24824	CAEEL04860
OG0003377	AENJA_24906	CAEEL19646
OG0003378	AENJA_24909	CAEEL04638
OG0003380	AENJA_25323	CAEEL07698, CAEEL08643
OG0003384	AENJA_25752	CAEEL12353
OG0003386	AENJA_26435	CAEEL04616
OG0003387	AENJA_26696	CAEEL12649, CAEEL12648
OG0003419	AENJA_00054	CAEEL20583, CAEEL07865
OG0003425	AENJA_01194	CAEEL12188
OG0003426	AENJA_01257	CAEEL06462
OG0003429	AENJA_01963	CAEEL00390
OG0003430	AENJA_02400	CAEEL05290
OG0003431	AENJA_02555	CAEEL20649
OG0003433	AENJA_02659	CAEEL17744
OG0003434	AENJA_02675	CAEEL08434
OG0003435	AENJA_02757	CAEEL04157
OG0003439	AENJA_03292	CAEEL10524
OG0003443	AENJA_03622	CAEEL18884
OG0003444	AENJA_03663	CAEEL04842
OG0003448	AENJA_04038	CAEEL01220
OG0003450	AENJA_04269	CAEEL06420
OG0003451	AENJA_04285	CAEEL02776, CAEEL02805
OG0003452	AENJA_04578	CAEEL02730
OG0003453	AENJA_04592	CAEEL11697
OG0003454	AENJA_04653	CAEEL07771
OG0003455	AENJA_22892, AENJA_04759	CAEEL01134
OG0003456	AENJA_04853	CAEEL00212, CAEEL00213
OG0003457	AENJA_05123	CAEEL19244
OG0003459	AENJA_05414	CAEEL16050
OG0003460	AENJA_05490	CAEEL19133
OG0003462	AENJA_17634, AENJA_15093, AENJA_05724, AENJA_20654	CAEEL11837
OG0003463	AENJA_05770	CAEEL07464
OG0003464	AENJA_10817, AENJA_05778	CAEEL15673
OG0003465	AENJA_06069	CAEEL00222
OG0003466	AENJA_06181	CAEEL06482
OG0003467	AENJA_06433	CAEEL09664
OG0003468	AENJA_06823	CAEEL10655
OG0003472	AENJA_07615	CAEEL07680, CAEEL07681
OG0003473	AENJA_07820	CAEEL09171
OG0003475	AENJA_08250	CAEEL01731
OG0003477	AENJA_08292	CAEEL02502
OG0003478	AENJA_08408	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	AENJA_08477	CAEEL12384
OG0003480	AENJA_08524, AENJA_08521	CAEEL01792
OG0003486	AENJA_09585	CAEEL04926
OG0003487	AENJA_10277	CAEEL02123
OG0003489	AENJA_11004	CAEEL00223
OG0003491	AENJA_11118	CAEEL18627, CAEEL05479
OG0003496	AENJA_19103, AENJA_12010	CAEEL01506
OG0003498	AENJA_12653	CAEEL16452
OG0003500	AENJA_12709	CAEEL01125
OG0003501	AENJA_13025	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302
OG0003502	AENJA_13200	CAEEL02400, CAEEL02281
OG0003503	AENJA_13216	CAEEL04457, CAEEL04454
OG0003505	AENJA_13629	CAEEL07950
OG0003506	AENJA_13681	CAEEL05248
OG0003507	AENJA_13693	CAEEL05679
OG0003508	AENJA_13894	CAEEL17418
OG0003509	AENJA_14027	CAEEL04891
OG0003510	AENJA_15122, AENJA_14984	CAEEL01116
OG0003511	AENJA_15214	CAEEL08351
OG0003513	AENJA_15883	CAEEL07182
OG0003514	AENJA_16079	CAEEL19051
OG0003514	AENJA_16077	CAEEL12733, CAEEL12734
OG0003515	AENJA_16192	CAEEL06636
OG0003517	AENJA_16771	CAEEL05196
OG0003518	AENJA_16797	CAEEL01719
OG0003519	AENJA_16830	CAEEL07239
OG0003522	AENJA_17840	CAEEL06276
OG0003523	AENJA_17997	CAEEL18694
OG0003524	AENJA_17999	CAEEL04264, CAEEL04265
OG0003526	AENJA_18515	CAEEL16001
OG0003528	AENJA_18722	CAEEL00365
OG0003530	AENJA_18942	CAEEL19423
OG0003531	AENJA_19107	CAEEL15168, CAEEL18062
OG0003532	AENJA_19405	CAEEL05027
OG0003538	AENJA_20720	CAEEL11099
OG0003539	AENJA_20975	CAEEL05895
OG0003541	AENJA_21308	CAEEL01632
OG0003542	AENJA_21494	CAEEL01115
OG0003543	AENJA_21659	CAEEL08637
OG0003544	AENJA_21703	CAEEL06236, CAEEL08896
OG0003545	AENJA_21908	CAEEL12984
OG0003548	AENJA_22613	CAEEL19888
OG0003550	AENJA_22695	CAEEL06728
OG0003551	AENJA_22715	CAEEL05919
OG0003552	AENJA_22940	CAEEL18151
OG0003554	AENJA_23083	CAEEL05099
OG0003556	AENJA_23329	CAEEL11919
OG0003557	AENJA_23658	CAEEL18139
OG0003560	AENJA_24076	CAEEL04113
OG0003561	AENJA_24294	CAEEL01643
OG0003562	AENJA_24391	CAEEL19208, CAEEL04183
OG0003563	AENJA_24776	CAEEL07782
OG0003564	AENJA_24810	CAEEL18104
OG0003566	AENJA_25138	CAEEL04245
OG0003567	AENJA_25441	CAEEL15549
OG0003569	AENJA_25887	CAEEL10722
OG0003570	AENJA_26158	CAEEL08761
OG0003571	AENJA_26245	CAEEL00659
OG0003573	AENJA_26698	CAEEL10174, CAEEL18886
OG0003597	AENJA_00060	CAEEL05204
OG0003598	AENJA_00099	CAEEL20069
OG0003599	AENJA_06205	CAEEL01022
OG0003604	AENJA_00307	CAEEL08873
OG0003606	AENJA_00589	CAEEL01180
OG0003607	AENJA_13133, AENJA_05386, AENJA_00747, AENJA_01115	CAEEL05764
OG0003611	AENJA_04941	CAEEL15351
OG0003612	AENJA_01169	CAEEL12107
OG0003613	AENJA_01172	CAEEL10330
OG0003615	AENJA_01282, AENJA_22435, AENJA_06537	CAEEL04572
OG0003617	AENJA_01515, AENJA_11306	CAEEL00622
OG0003618	AENJA_01642	CAEEL10379
OG0003619	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713	CAEEL19948, CAEEL09130
OG0003620	AENJA_01724	CAEEL05074
OG0003621	AENJA_01959	CAEEL18738
OG0003623	AENJA_02369	CAEEL11847
OG0003624	AENJA_02868	CAEEL11456
OG0003626	AENJA_05658	CAEEL01251
OG0003629	AENJA_03286	CAEEL18064
OG0003630	AENJA_03435	CAEEL01945
OG0003632	AENJA_03584	CAEEL04287
OG0003638	AENJA_04417	CAEEL14206
OG0003640	AENJA_05057	CAEEL01151
OG0003641	AENJA_05255	CAEEL02290
OG0003644	AENJA_06076	CAEEL07060
OG0003645	AENJA_06128	CAEEL08952
OG0003646	AENJA_06203	CAEEL04268
OG0003647	AENJA_06206	CAEEL08061
OG0003649	AENJA_06343	CAEEL02106
OG0003650	AENJA_06545	CAEEL01596
OG0003652	AENJA_07122	CAEEL00198, CAEEL00197
OG0003655	AENJA_07748	CAEEL01543
OG0003656	AENJA_08284	CAEEL00717
OG0003657	AENJA_08341	CAEEL18724
OG0003658	AENJA_08342	CAEEL17892
OG0003659	AENJA_08800	CAEEL00820
OG0003661	AENJA_09036	CAEEL11758
OG0003664	AENJA_09805	CAEEL10164
OG0003667	AENJA_10380	CAEEL14775
OG0003668	AENJA_10387	CAEEL09161, CAEEL09163
OG0003669	AENJA_10658	CAEEL08786, CAEEL08784
OG0003672	AENJA_11161, AENJA_24103	CAEEL12653
OG0003677	AENJA_11975	CAEEL08632
OG0003678	AENJA_12097	CAEEL03764
OG0003679	AENJA_12320	CAEEL14380
OG0003680	AENJA_12855	CAEEL10627
OG0003681	AENJA_12857	CAEEL03276
OG0003683	AENJA_12947	CAEEL06697
OG0003686	AENJA_13621	CAEEL01983
OG0003688	AENJA_13670	CAEEL03025
OG0003689	AENJA_14017	CAEEL07514
OG0003690	AENJA_20908, AENJA_14230	CAEEL08798
OG0003692	AENJA_14437	CAEEL09322
OG0003693	AENJA_14583	CAEEL09517
OG0003694	AENJA_14806	CAEEL08779
OG0003695	AENJA_14941	CAEEL18980
OG0003697	AENJA_15049	CAEEL07546
OG0003698	AENJA_15085	CAEEL05872
OG0003700	AENJA_15228	CAEEL08489
OG0003701	AENJA_15293	CAEEL04838
OG0003702	AENJA_15340	CAEEL19917
OG0003704	AENJA_15518	CAEEL02747
OG0003708	AENJA_16717	CAEEL02697, CAEEL19979
OG0003710	AENJA_17579	CAEEL05057
OG0003712	AENJA_17842	CAEEL12274
OG0003716	AENJA_18178	CAEEL00239
OG0003718	AENJA_18593	CAEEL00456
OG0003719	AENJA_18681	CAEEL01088
OG0003721	AENJA_19137	CAEEL19092
OG0003724	AENJA_19400	CAEEL04996
OG0003725	AENJA_19411	CAEEL04639
OG0003727	AENJA_19507	CAEEL20128
OG0003729	AENJA_19798	CAEEL01397
OG0003731	AENJA_19989	CAEEL14842
OG0003732	AENJA_20020	CAEEL10948
OG0003733	AENJA_20334	CAEEL05542
OG0003734	AENJA_20690	CAEEL18003
OG0003735	AENJA_20826	CAEEL04830, CAEEL04829
OG0003736	AENJA_20853, AENJA_20855	CAEEL10845
OG0003737	AENJA_20913	CAEEL18594, CAEEL11885, CAEEL18366
OG0003739	AENJA_21483	CAEEL06789
OG0003740	AENJA_21680	CAEEL07837
OG0003741	AENJA_21770	CAEEL07870
OG0003743	AENJA_22572	CAEEL12238
OG0003745	AENJA_23235, AENJA_23237, AENJA_23234	CAEEL16018, CAEEL17606
OG0003746	AENJA_23348	CAEEL07398
OG0003747	AENJA_23433	CAEEL02767
OG0003748	AENJA_23488, AENJA_23487	CAEEL00242
OG0003749	AENJA_23639	CAEEL20507
OG0003750	AENJA_23963	CAEEL05076
OG0003752	AENJA_24562	CAEEL04520
OG0003753	AENJA_24858	CAEEL18657
OG0003754	AENJA_24910	CAEEL19668, CAEEL05669
OG0003755	AENJA_24953, AENJA_24952	CAEEL09173
OG0003756	AENJA_25172	CAEEL01606
OG0003758	AENJA_25591	CAEEL05748
OG0003759	AENJA_25619	CAEEL09625
OG0003761	AENJA_26423	CAEEL19863
OG0003795	AENJA_00051	CAEEL09855
OG0003798	AENJA_00181	CAEEL11938
OG0003803	AENJA_00564	CAEEL19629
OG0003806	AENJA_00944	CAEEL10842
OG0003807	AENJA_00967	CAEEL06933
OG0003808	AENJA_00978	CAEEL08177
OG0003811	AENJA_01571	CAEEL07020
OG0003812	AENJA_01871	CAEEL07296
OG0003813	AENJA_02053	CAEEL10820
OG0003818	AENJA_02475	CAEEL15512
OG0003821	AENJA_02911	CAEEL09346
OG0003824	AENJA_02975	CAEEL17849
OG0003825	AENJA_02982	CAEEL18577
OG0003826	AENJA_03131	CAEEL02634
OG0003827	AENJA_03548	CAEEL04098
OG0003829	AENJA_03792	CAEEL08428
OG0003831	AENJA_03886	CAEEL08097
OG0003832	AENJA_03902	CAEEL11899
OG0003833	AENJA_04439	CAEEL05813, CAEEL14180
OG0003834	AENJA_04549, AENJA_04550	CAEEL00145
OG0003837	AENJA_04856	CAEEL11909, CAEEL11910
OG0003838	AENJA_04967	CAEEL14290, CAEEL14289, CAEEL14291
OG0003839	AENJA_05236, AENJA_06897	CAEEL11415
OG0003840	AENJA_07883, AENJA_05492	CAEEL01767
OG0003841	AENJA_05729	CAEEL10859, CAEEL18915
OG0003843	AENJA_06254	CAEEL14293
OG0003846	AENJA_06476	CAEEL00811, CAEEL18648
OG0003847	AENJA_06829	CAEEL06874
OG0003848	AENJA_06904	CAEEL08837
OG0003850	AENJA_07117, AENJA_21595	CAEEL11705
OG0003851	AENJA_07129	CAEEL08777
OG0003852	AENJA_07216	CAEEL00155
OG0003853	AENJA_07482, AENJA_19998	CAEEL13793
OG0003854	AENJA_07506	CAEEL01789
OG0003856	AENJA_08084	CAEEL07428
OG0003857	AENJA_08085	CAEEL19675
OG0003858	AENJA_08566	CAEEL06932
OG0003863	AENJA_09171	CAEEL18943
OG0003864	AENJA_09391	CAEEL01846
OG0003865	AENJA_09441	CAEEL02514
OG0003866	AENJA_09527	CAEEL00295
OG0003867	AENJA_09761	CAEEL15761
OG0003868	AENJA_09827	CAEEL18485
OG0003869	AENJA_17460, AENJA_09977	CAEEL00094
OG0003870	AENJA_10263	CAEEL17745
OG0003871	AENJA_10643	CAEEL20153
OG0003872	AENJA_10747	CAEEL14869
OG0003873	AENJA_10784	CAEEL07437
OG0003875	AENJA_10875	CAEEL00868
OG0003876	AENJA_10876	CAEEL04369
OG0003877	AENJA_11020	CAEEL18175
OG0003879	AENJA_11207	CAEEL00338, CAEEL01399
OG0003881	AENJA_11372	CAEEL12169
OG0003884	AENJA_11725	CAEEL01060
OG0003885	AENJA_11785, AENJA_23431	CAEEL01791
OG0003886	AENJA_12066	CAEEL10383
OG0003887	AENJA_12157	CAEEL09446
OG0003892	AENJA_22782	CAEEL11760
OG0003893	AENJA_13141	CAEEL05797
OG0003894	AENJA_13190	CAEEL01425
OG0003895	AENJA_13220	CAEEL15379
OG0003897	AENJA_14064	CAEEL07613
OG0003898	AENJA_14091	CAEEL05728
OG0003900	AENJA_15786	CAEEL08813
OG0003901	AENJA_15961	CAEEL00786, CAEEL18671
OG0003902	AENJA_22186, AENJA_22184, AENJA_16067	CAEEL07968, CAEEL07686
OG0003904	AENJA_16228	CAEEL00419
OG0003906	AENJA_16374	CAEEL00814
OG0003908	AENJA_22677	CAEEL00218
OG0003908	AENJA_17280	CAEEL08148
OG0003909	AENJA_17530	CAEEL14422
OG0003910	AENJA_17611	CAEEL08553
OG0003911	AENJA_17893	CAEEL20590
OG0003912	AENJA_18106	CAEEL02731
OG0003913	AENJA_18124	CAEEL05199
OG0003915	AENJA_18759	CAEEL04887
OG0003916	AENJA_18832	CAEEL07068
OG0003917	AENJA_18911	CAEEL07507
OG0003918	AENJA_19068	CAEEL11925, CAEEL11924
OG0003920	AENJA_19805	CAEEL00358
OG0003921	AENJA_19828	CAEEL14832, CAEEL18358
OG0003922	AENJA_19834	CAEEL11421, CAEEL11420
OG0003923	AENJA_19884	CAEEL08718
OG0003924	AENJA_19895	CAEEL01297
OG0003925	AENJA_20055	CAEEL04108
OG0003926	AENJA_20056	CAEEL10754, CAEEL19332
OG0003929	AENJA_20627	CAEEL00949
OG0003930	AENJA_20961	CAEEL05047
OG0003931	AENJA_21038	CAEEL15548
OG0003932	AENJA_21377	CAEEL12182, CAEEL12183
OG0003933	AENJA_21761	CAEEL11609
OG0003934	AENJA_21817	CAEEL10046
OG0003937	AENJA_22426	CAEEL19289
OG0003938	AENJA_22573	CAEEL07167
OG0003939	AENJA_22721	CAEEL04128
OG0003940	AENJA_22828	CAEEL15126, CAEEL19780
OG0003943	AENJA_23357	CAEEL00131
OG0003944	AENJA_23555	CAEEL05219
OG0003945	AENJA_23594	CAEEL17988
OG0003946	AENJA_24350	CAEEL18782
OG0003947	AENJA_24809	CAEEL16177
OG0003949	AENJA_25294	CAEEL02494
OG0003950	AENJA_25298	CAEEL05823
OG0003951	AENJA_25520	CAEEL10367
OG0003954	AENJA_26001	CAEEL11860
OG0003955	AENJA_26253	CAEEL08204
OG0003959	AENJA_26551	CAEEL18903
OG0003961	AENJA_26616	CAEEL10706
OG0003999	AENJA_00953	CAEEL08414
OG0004000	AENJA_01025	CAEEL02254
OG0004005	AENJA_01410, AENJA_01411	CAEEL09757
OG0004007	AENJA_01716	CAEEL08380, CAEEL20738
OG0004009	AENJA_01997	CAEEL10425
OG0004010	AENJA_02161	CAEEL11606
OG0004012	AENJA_02300	CAEEL08889
OG0004014	AENJA_20548, AENJA_03289, AENJA_12583	CAEEL07353
OG0004015	AENJA_03648	CAEEL03765
OG0004016	AENJA_03782	CAEEL09802
OG0004017	AENJA_03846	CAEEL08935
OG0004021	AENJA_04438	CAEEL07321
OG0004023	AENJA_04821	CAEEL00807
OG0004025	AENJA_05271	CAEEL20824
OG0004027	AENJA_05469	CAEEL07583
OG0004028	AENJA_05585	CAEEL11434
OG0004031	AENJA_06023	CAEEL15887
OG0004032	AENJA_06151	CAEEL15185
OG0004033	AENJA_07800, AENJA_06467	CAEEL15848
OG0004035	AENJA_07045	CAEEL06509
OG0004036	AENJA_07123	CAEEL05364
OG0004037	AENJA_07206	CAEEL05545
OG0004038	AENJA_07209	CAEEL04280
OG0004041	AENJA_07773, AENJA_07774	CAEEL06388
OG0004042	AENJA_07854	CAEEL00958
OG0004044	AENJA_07917	CAEEL07379
OG0004047	AENJA_08079	CAEEL19277, CAEEL00270
OG0004048	AENJA_08141	CAEEL05729
OG0004051	AENJA_08973	CAEEL06861
OG0004052	AENJA_09045	CAEEL02741
OG0004053	AENJA_09308	CAEEL01273
OG0004054	AENJA_09386	CAEEL15244
OG0004056	AENJA_09747	CAEEL01652
OG0004057	AENJA_09847	CAEEL03603
OG0004058	AENJA_09878	CAEEL01468
OG0004059	AENJA_10120	CAEEL14867
OG0004061	AENJA_10245	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319
OG0004063	AENJA_10560	CAEEL02350
OG0004064	AENJA_10715	CAEEL00654
OG0004065	AENJA_10915	CAEEL05056
OG0004067	AENJA_11072, AENJA_11073	CAEEL02869
OG0004068	AENJA_11291	CAEEL10640
OG0004071	AENJA_11569	CAEEL00928
OG0004072	AENJA_11674	CAEEL09095, CAEEL07075
OG0004076	AENJA_11962	CAEEL07566
OG0004080	AENJA_12559	CAEEL12810
OG0004081	AENJA_12579	CAEEL18163
OG0004084	AENJA_13049	CAEEL14072
OG0004085	AENJA_13446	CAEEL04587
OG0004087	AENJA_13678	CAEEL07761
OG0004089	AENJA_13857	CAEEL11769, CAEEL11770
OG0004090	AENJA_14113	CAEEL02918
OG0004091	AENJA_14497, AENJA_14498	CAEEL04573
OG0004092	AENJA_14629	CAEEL07326
OG0004095	AENJA_14906	CAEEL02755
OG0004096	AENJA_14942	CAEEL09363
OG0004097	AENJA_15032	CAEEL05789
OG0004098	AENJA_15282	CAEEL05361
OG0004099	AENJA_15456	CAEEL07071
OG0004100	AENJA_16101, AENJA_16102	CAEEL19773
OG0004101	AENJA_16349	CAEEL10753
OG0004102	AENJA_16425	CAEEL20123
OG0004103	AENJA_16652, AENJA_16649	CAEEL10626
OG0004104	AENJA_17043	CAEEL04801
OG0004105	AENJA_17274	CAEEL05115
OG0004106	AENJA_17371	CAEEL04225
OG0004110	AENJA_17972	CAEEL01260
OG0004112	AENJA_26008	CAEEL00522
OG0004113	AENJA_18290	CAEEL09663
OG0004114	AENJA_18362	CAEEL13365
OG0004115	AENJA_18384	CAEEL05975
OG0004116	AENJA_18624	CAEEL17798
OG0004118	AENJA_19037	CAEEL09754
OG0004119	AENJA_19319	CAEEL00177
OG0004120	AENJA_19470	CAEEL09396
OG0004121	AENJA_19585	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569
OG0004122	AENJA_19610	CAEEL20018
OG0004123	AENJA_19882	CAEEL05731
OG0004124	AENJA_20051	CAEEL02724, CAEEL02723
OG0004127	AENJA_20390	CAEEL19955, CAEEL18275, CAEEL06860
OG0004128	AENJA_20435	CAEEL11738
OG0004130	AENJA_20514	CAEEL02356
OG0004133	AENJA_20684	CAEEL05363
OG0004134	AENJA_20800	CAEEL07495
OG0004135	AENJA_21037	CAEEL19516
OG0004136	AENJA_21121	CAEEL04479
OG0004137	AENJA_21136	CAEEL00169, CAEEL00170
OG0004142	AENJA_22247	CAEEL10168
OG0004144	AENJA_22601	CAEEL00709
OG0004145	AENJA_22813	CAEEL14333
OG0004147	AENJA_22980	CAEEL07109
OG0004148	AENJA_23349	CAEEL07951
OG0004151	AENJA_23954	CAEEL01499
OG0004153	AENJA_24230	CAEEL11562
OG0004156	AENJA_24369, AENJA_24722	CAEEL05393
OG0004157	AENJA_24370	CAEEL18994
OG0004158	AENJA_24429	CAEEL00394
OG0004159	AENJA_24852	CAEEL16103
OG0004160	AENJA_25025	CAEEL08700
OG0004161	AENJA_25182	CAEEL18958
OG0004164	AENJA_25479	CAEEL10119
OG0004166	AENJA_25748	CAEEL04359
OG0004167	AENJA_26097	CAEEL14218
OG0004168	AENJA_26286	CAEEL08233
OG0004169	AENJA_26454	CAEEL01556
OG0004170	AENJA_26593	CAEEL10605
OG0004171	AENJA_26685	CAEEL11852
OG0004215	AENJA_00310	CAEEL08870
OG0004216	AENJA_00516	CAEEL02995
OG0004217	AENJA_00550	CAEEL08020
OG0004218	AENJA_00935	CAEEL20381, CAEEL08860
OG0004219	AENJA_01020	CAEEL00713
OG0004222	AENJA_01486	CAEEL05571
OG0004223	AENJA_01506	CAEEL05790
OG0004225	AENJA_01633	CAEEL07717
OG0004227	AENJA_01705	CAEEL05233
OG0004228	AENJA_01729	CAEEL13669
OG0004229	AENJA_02064	CAEEL11625
OG0004231	AENJA_02278	CAEEL00452
OG0004232	AENJA_02302	CAEEL03690
OG0004233	AENJA_02374	CAEEL12306
OG0004236	AENJA_02429	CAEEL15188
OG0004237	AENJA_02572	CAEEL07362
OG0004241	AENJA_03118	CAEEL20251
OG0004243	AENJA_03297	CAEEL01439
OG0004244	AENJA_03379	CAEEL12157
OG0004245	AENJA_03416, AENJA_09928, AENJA_21565	CAEEL11730
OG0004246	AENJA_08975, AENJA_03476	CAEEL17853
OG0004248	AENJA_03763	CAEEL11465
OG0004249	AENJA_03888	CAEEL17634
OG0004250	AENJA_04014	CAEEL16187
OG0004252	AENJA_04057	CAEEL07003
OG0004253	AENJA_04321	CAEEL06637
OG0004254	AENJA_04427, AENJA_09254	CAEEL05989
OG0004255	AENJA_21176, AENJA_04555	CAEEL03031
OG0004257	AENJA_04594	CAEEL01608
OG0004258	AENJA_15676, AENJA_04921, AENJA_24630	CAEEL00939
OG0004259	AENJA_05091	CAEEL12479, CAEEL01029, CAEEL01027, CAEEL01028
OG0004261	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609	CAEEL04677
OG0004262	AENJA_05767	CAEEL13871
OG0004263	AENJA_05819	CAEEL04092, CAEEL20329
OG0004265	AENJA_06209	CAEEL08248
OG0004267	AENJA_06337	CAEEL04354, CAEEL04355
OG0004268	AENJA_06438	CAEEL02406
OG0004269	AENJA_06472	CAEEL07842
OG0004270	AENJA_06731	CAEEL02066
OG0004271	AENJA_06979	CAEEL10494
OG0004273	AENJA_07053	CAEEL04799
OG0004274	AENJA_07138	CAEEL05009
OG0004277	AENJA_07626	CAEEL06545
OG0004278	AENJA_07644, AENJA_08435	CAEEL07238
OG0004280	AENJA_07853	CAEEL16211, CAEEL16212
OG0004282	AENJA_07918	CAEEL18359, CAEEL13638
OG0004283	AENJA_07931, AENJA_19675	CAEEL08314
OG0004284	AENJA_07958	CAEEL08527
OG0004285	AENJA_08157	CAEEL01238
OG0004287	AENJA_10695	CAEEL00835
OG0004288	AENJA_08494, AENJA_09224	CAEEL01059
OG0004289	AENJA_08571	CAEEL02984
OG0004290	AENJA_08634	CAEEL02030
OG0004291	AENJA_08666	CAEEL04748
OG0004292	AENJA_08709, AENJA_21597	CAEEL15301
OG0004294	AENJA_08948	CAEEL04571
OG0004295	AENJA_08995	CAEEL03919
OG0004297	AENJA_09281	CAEEL19228
OG0004299	AENJA_09313, AENJA_25545	CAEEL07283
