Orthogroup	AENJA_ok	APOSC_ok
OG0000076	AENJA_24066, AENJA_24396	APOSC_27046
OG0000076	AENJA_19797, AENJA_00881	APOSC_02646
OG0000076	AENJA_01380, AENJA_10172	APOSC_25810
OG0000076	AENJA_17137, AENJA_08896, AENJA_14286, AENJA_00817, AENJA_18754	APOSC_11913
OG0000076	AENJA_21283	APOSC_15410
OG0000076	AENJA_20970	APOSC_11772
OG0000076	AENJA_25776, AENJA_20849	APOSC_00749
OG0000077	AENJA_13107	APOSC_15032
OG0000077	AENJA_08162	APOSC_21239
OG0000078	AENJA_06551	APOSC_28185
OG0000078	AENJA_16680	APOSC_00200
OG0000078	AENJA_06754	APOSC_02992, APOSC_10949, APOSC_21464, APOSC_21465
OG0000078	AENJA_26653	APOSC_07974, APOSC_05720, APOSC_10828, APOSC_18570, APOSC_24302, APOSC_00416, APOSC_00417, APOSC_23365, APOSC_21031, APOSC_25189, APOSC_15392, APOSC_03625, APOSC_20118, APOSC_27004, APOSC_19017, APOSC_06908
OG0000079	AENJA_16186	APOSC_14016, APOSC_18637, APOSC_09201
OG0000079	AENJA_02482	APOSC_14696
OG0000079	AENJA_17442	APOSC_10552, APOSC_10551
OG0000079	AENJA_10507	APOSC_06744
OG0000079	AENJA_05095	APOSC_18934, APOSC_10580
OG0000080	AENJA_00028, AENJA_16119, AENJA_22310, AENJA_08696	APOSC_04715
OG0000080	AENJA_22904	APOSC_24503
OG0000080	AENJA_05027, AENJA_20662, AENJA_01319	APOSC_21235
OG0000080	AENJA_22994	APOSC_10809
OG0000080	AENJA_05579, AENJA_03015, AENJA_09784	APOSC_12622
OG0000081	AENJA_04625	APOSC_01179
OG0000081	AENJA_04630, AENJA_04629	APOSC_09602, APOSC_20049, APOSC_01834
OG0000081	AENJA_04623	APOSC_15424, APOSC_13032, APOSC_19752, APOSC_21236, APOSC_12745, APOSC_07244, APOSC_15861, APOSC_15860, APOSC_27117, APOSC_03933, APOSC_20132
OG0000082	AENJA_25747	APOSC_20096
OG0000082	AENJA_11460	APOSC_15864
OG0000083	AENJA_21795	APOSC_20881
OG0000083	AENJA_03464	APOSC_12323
OG0000083	AENJA_09136	APOSC_04784
OG0000083	AENJA_08957	APOSC_25855
OG0000083	AENJA_12490	APOSC_26094
OG0000084	AENJA_24814	APOSC_25447
OG0000084	AENJA_24184	APOSC_27325
OG0000084	AENJA_02486	APOSC_11978, APOSC_20094
OG0000084	AENJA_16500	APOSC_13973
OG0000085	AENJA_05556	APOSC_13201
OG0000085	AENJA_06487	APOSC_00722
OG0000085	AENJA_24493	APOSC_00825
OG0000085	AENJA_20539	APOSC_21002
OG0000085	AENJA_06382	APOSC_14889
OG0000085	AENJA_08917	APOSC_25216
OG0000086	AENJA_15016, AENJA_09648	APOSC_19919
OG0000086	AENJA_13798	APOSC_10618
OG0000086	AENJA_17133	APOSC_20602, APOSC_21622, APOSC_20191, APOSC_26371
OG0000086	AENJA_16623, AENJA_16711, AENJA_22511, AENJA_01659	APOSC_09013
OG0000087	AENJA_19109	APOSC_06339
OG0000087	AENJA_19775	APOSC_20552
OG0000087	AENJA_19935	APOSC_26553, APOSC_26554
OG0000088	AENJA_07097, AENJA_08556, AENJA_07105, AENJA_07098, AENJA_07104	APOSC_25039, APOSC_29170, APOSC_01733, APOSC_28334, APOSC_03375, APOSC_28335
OG0000088	AENJA_11026	APOSC_05697
OG0000088	AENJA_13877	APOSC_25335
OG0000088	AENJA_03166, AENJA_03175, AENJA_08500	APOSC_07827
OG0000089	AENJA_09905, AENJA_09906, AENJA_05338, AENJA_04745, AENJA_16486, AENJA_16485, AENJA_22237, AENJA_02539, AENJA_15610, AENJA_01496	APOSC_18998, APOSC_16361, APOSC_16362, APOSC_16332, APOSC_03222, APOSC_09284
OG0000089	AENJA_09728, AENJA_01807	APOSC_22092, APOSC_06490
OG0000090	AENJA_02476	APOSC_26679
OG0000090	AENJA_17985	APOSC_11643, APOSC_03198, APOSC_02553
OG0000090	AENJA_10145	APOSC_26110
OG0000090	AENJA_19633	APOSC_13932
OG0000090	AENJA_26164	APOSC_12792
OG0000090	AENJA_06259	APOSC_05480, APOSC_23845
OG0000090	AENJA_01954	APOSC_03937
OG0000091	AENJA_01389	APOSC_00071, APOSC_26465, APOSC_28469, APOSC_08986, APOSC_19169, APOSC_16352
OG0000093	AENJA_09135	APOSC_06754, APOSC_15822
OG0000094	AENJA_14582	APOSC_02606, APOSC_02607
OG0000094	AENJA_26553	APOSC_21896, APOSC_21895
OG0000095	AENJA_19114	APOSC_15000, APOSC_11760
OG0000095	AENJA_16573	APOSC_06417, APOSC_17239
OG0000095	AENJA_07479, AENJA_11792, AENJA_11795, AENJA_02518, AENJA_18173	APOSC_19404, APOSC_13013, APOSC_05229, APOSC_05033
OG0000095	AENJA_25126	APOSC_14575, APOSC_16159, APOSC_18748, APOSC_18747
OG0000096	AENJA_25727	APOSC_05085
OG0000096	AENJA_21947	APOSC_00869
OG0000096	AENJA_08423	APOSC_16859
OG0000096	AENJA_09240	APOSC_21738
OG0000096	AENJA_14053	APOSC_21519
OG0000097	AENJA_16144	APOSC_17572
OG0000098	AENJA_10136, AENJA_10137	APOSC_13176, APOSC_13174, APOSC_13175
OG0000098	AENJA_22563	APOSC_27629
OG0000098	AENJA_15215	APOSC_10815
OG0000098	AENJA_03419, AENJA_23542, AENJA_23540	APOSC_28655
OG0000099	AENJA_17408	APOSC_10853, APOSC_02624
OG0000099	AENJA_19631	APOSC_25391, APOSC_06951
OG0000099	AENJA_07638, AENJA_14869	APOSC_01352, APOSC_23267
OG0000100	AENJA_13838	APOSC_27828
OG0000100	AENJA_00956, AENJA_05837, AENJA_07310, AENJA_13839, AENJA_05294	APOSC_11546
OG0000100	AENJA_07340, AENJA_11582, AENJA_07341	APOSC_12499
OG0000101	AENJA_26592	APOSC_08305
OG0000101	AENJA_06142	APOSC_23688
OG0000101	AENJA_14914, AENJA_21479	APOSC_25079, APOSC_09250
OG0000102	AENJA_01229, AENJA_14532, AENJA_03604, AENJA_09290, AENJA_02099, AENJA_11586, AENJA_05172, AENJA_21823, AENJA_22292, AENJA_08727, AENJA_26596, AENJA_03728, AENJA_05251, AENJA_05418, AENJA_25773, AENJA_16535, AENJA_01181, AENJA_19177, AENJA_19154, AENJA_17660, AENJA_22655, AENJA_11696, AENJA_07164	APOSC_11388
OG0000102	AENJA_05324	APOSC_04970, APOSC_11681, APOSC_03977
OG0000103	AENJA_10812	APOSC_08194
OG0000103	AENJA_14367	APOSC_19265
OG0000104	AENJA_04107	APOSC_15082, APOSC_15083, APOSC_15085, APOSC_15084
OG0000104	AENJA_02684	APOSC_11443, APOSC_11444, APOSC_11442
OG0000104	AENJA_26666	APOSC_16135
OG0000105	AENJA_18029	APOSC_21419
OG0000105	AENJA_01683, AENJA_01676, AENJA_01677, AENJA_20915	APOSC_14599, APOSC_15648, APOSC_04683, APOSC_14664, APOSC_14918, APOSC_11537, APOSC_19550, APOSC_04250, APOSC_19610, APOSC_11320, APOSC_18915, APOSC_14324, APOSC_06569, APOSC_05898
OG0000106	AENJA_21591	APOSC_22868
OG0000106	AENJA_13743	APOSC_21078
OG0000106	AENJA_24394, AENJA_24395	APOSC_19922, APOSC_04238, APOSC_13779, APOSC_13776, APOSC_13777, APOSC_13780, APOSC_13778, APOSC_25862, APOSC_25863
OG0000108	AENJA_21690	APOSC_21744
OG0000108	AENJA_21287	APOSC_25745, APOSC_25744, APOSC_11689
OG0000108	AENJA_05812, AENJA_05809, AENJA_23763, AENJA_05810, AENJA_20825, AENJA_16086	APOSC_10956
OG0000109	AENJA_23715, AENJA_15408	APOSC_11478
OG0000109	AENJA_13828, AENJA_18518, AENJA_16912, AENJA_13953, AENJA_06460, AENJA_11116, AENJA_14472, AENJA_01542, AENJA_15538, AENJA_12477, AENJA_02149, AENJA_19268, AENJA_01689, AENJA_01697, AENJA_01520, AENJA_15125, AENJA_01693, AENJA_25302, AENJA_15124, AENJA_19269, AENJA_19270	APOSC_19683, APOSC_12026, APOSC_19732
OG0000109	AENJA_04502, AENJA_24882	APOSC_05088, APOSC_19282, APOSC_19281
OG0000110	AENJA_16216	APOSC_20398, APOSC_08788
OG0000110	AENJA_01780, AENJA_10578, AENJA_06144, AENJA_06145, AENJA_16217	APOSC_17988
OG0000110	AENJA_19995	APOSC_15633
OG0000110	AENJA_08732	APOSC_20613, APOSC_13751
OG0000111	AENJA_04205	APOSC_16477
OG0000111	AENJA_23685	APOSC_25506
OG0000112	AENJA_11052, AENJA_24371	APOSC_20271, APOSC_06721, APOSC_06738
OG0000112	AENJA_03899, AENJA_13242	APOSC_14487, APOSC_25514
OG0000113	AENJA_14458	APOSC_05289, APOSC_24456, APOSC_21846, APOSC_16966, APOSC_27198, APOSC_04616, APOSC_09550, APOSC_06453, APOSC_14352
OG0000114	AENJA_23406	APOSC_19632
OG0000114	AENJA_23585, AENJA_23588, AENJA_23590, AENJA_26073	APOSC_00248, APOSC_23655, APOSC_06012, APOSC_17348, APOSC_05416
OG0000115	AENJA_22451, AENJA_15043, AENJA_24779, AENJA_13990	APOSC_29015, APOSC_16774
OG0000115	AENJA_00532, AENJA_13552, AENJA_13554	APOSC_26367
OG0000115	AENJA_02773	APOSC_06672, APOSC_26389, APOSC_28044, APOSC_12213
OG0000116	AENJA_23563, AENJA_23564	APOSC_28097, APOSC_09224, APOSC_00704, APOSC_01102, APOSC_11205, APOSC_11206, APOSC_14684, APOSC_14683, APOSC_14682, APOSC_14685, APOSC_09018, APOSC_06098, APOSC_07593, APOSC_26578, APOSC_06625, APOSC_18287
OG0000116	AENJA_17822	APOSC_18993, APOSC_12379, APOSC_28096, APOSC_06978, APOSC_11861, APOSC_02575
OG0000117	AENJA_05124, AENJA_24559, AENJA_08111	APOSC_01933
OG0000117	AENJA_25893	APOSC_08799
OG0000118	AENJA_20121, AENJA_07143, AENJA_26731	APOSC_13283
OG0000119	AENJA_18357, AENJA_20512	APOSC_11483
OG0000119	AENJA_08115	APOSC_19027
OG0000119	AENJA_08491	APOSC_11438, APOSC_25237, APOSC_25238
OG0000120	AENJA_04133	APOSC_04315
OG0000121	AENJA_15702	APOSC_11491
OG0000121	AENJA_15894, AENJA_19956, AENJA_09165	APOSC_12629, APOSC_22410, APOSC_16340, APOSC_22409
OG0000122	AENJA_09263	APOSC_25177
OG0000122	AENJA_14198, AENJA_09459	APOSC_11178
OG0000122	AENJA_22788	APOSC_05959
OG0000123	AENJA_13105	APOSC_24903
OG0000123	AENJA_11261	APOSC_03443
OG0000123	AENJA_22182	APOSC_20465
OG0000123	AENJA_04063	APOSC_23180
OG0000124	AENJA_03116, AENJA_25792	APOSC_29022
OG0000124	AENJA_04495	APOSC_26551, APOSC_24532
OG0000124	AENJA_04496	APOSC_05277
OG0000124	AENJA_09769, AENJA_03187	APOSC_03695
OG0000124	AENJA_26736	APOSC_13919
OG0000124	AENJA_05859	APOSC_09834
OG0000125	AENJA_02605	APOSC_23201
OG0000125	AENJA_16597	APOSC_16306, APOSC_27003, APOSC_23884, APOSC_27002
OG0000125	AENJA_18946	APOSC_10519, APOSC_10520, APOSC_10518
OG0000125	AENJA_04836	APOSC_27450
OG0000125	AENJA_07272	APOSC_26262, APOSC_07039, APOSC_19200
OG0000126	AENJA_24273	APOSC_16760
OG0000126	AENJA_07507	APOSC_28093
OG0000127	AENJA_11132	APOSC_24103
OG0000127	AENJA_20308	APOSC_09690
OG0000127	AENJA_04153	APOSC_02788
OG0000127	AENJA_17569	APOSC_16052, APOSC_16050, APOSC_16051
OG0000127	AENJA_00497	APOSC_04103
OG0000127	AENJA_11687	APOSC_16975
OG0000128	AENJA_22594	APOSC_22700
OG0000128	AENJA_22595	APOSC_06337
OG0000129	AENJA_11469	APOSC_24173
OG0000129	AENJA_21737	APOSC_21068
OG0000130	AENJA_15966	APOSC_17960, APOSC_11450
OG0000131	AENJA_26205, AENJA_07936, AENJA_02468, AENJA_18143	APOSC_21289, APOSC_15975
OG0000131	AENJA_24734	APOSC_23096
OG0000131	AENJA_23277	APOSC_07777
OG0000132	AENJA_18042	APOSC_20151, APOSC_15845, APOSC_15846
OG0000133	AENJA_22212, AENJA_02943	APOSC_10890, APOSC_11662, APOSC_00731, APOSC_10887, APOSC_29109, APOSC_28597, APOSC_18469, APOSC_23463
OG0000134	AENJA_21791	APOSC_08635, APOSC_08405, APOSC_21603
OG0000135	AENJA_07860, AENJA_15054, AENJA_16606, AENJA_09023, AENJA_18820, AENJA_09020, AENJA_15053	APOSC_15099, APOSC_08214, APOSC_08213
OG0000136	AENJA_13535, AENJA_13533	APOSC_18295, APOSC_18050, APOSC_12412, APOSC_02473, APOSC_25839, APOSC_01778
OG0000136	AENJA_20044	APOSC_10632, APOSC_03099, APOSC_05064
OG0000137	AENJA_26083	APOSC_04370
OG0000137	AENJA_11173	APOSC_14845, APOSC_20394, APOSC_26237, APOSC_01998
OG0000137	AENJA_09533	APOSC_01981, APOSC_01895, APOSC_21797
OG0000138	AENJA_26015, AENJA_05979	APOSC_07610
OG0000138	AENJA_06968	APOSC_03793, APOSC_03794
OG0000138	AENJA_00682, AENJA_02229	APOSC_22054, APOSC_08127, APOSC_13658, APOSC_16641
OG0000138	AENJA_16432	APOSC_17311
OG0000139	AENJA_07668	APOSC_24004, APOSC_24005
OG0000139	AENJA_14233, AENJA_10490, AENJA_13897, AENJA_14832, AENJA_14830	APOSC_05339
OG0000140	AENJA_01263	APOSC_20679
OG0000140	AENJA_16090, AENJA_05474	APOSC_21817, APOSC_06250
OG0000140	AENJA_08529	APOSC_17629, APOSC_17631, APOSC_17636, APOSC_17632, APOSC_17633, APOSC_17630, APOSC_17634
OG0000140	AENJA_05753	APOSC_13035
OG0000141	AENJA_10675, AENJA_22306, AENJA_02826, AENJA_02825, AENJA_20605, AENJA_09478, AENJA_02824	APOSC_18986
OG0000141	AENJA_15985, AENJA_19700	APOSC_16747
OG0000141	AENJA_22297, AENJA_26376	APOSC_12558, APOSC_00130
OG0000141	AENJA_05407	APOSC_04354
OG0000142	AENJA_06608, AENJA_26249	APOSC_24389
OG0000142	AENJA_21733, AENJA_26417	APOSC_05931
OG0000142	AENJA_16857	APOSC_21775, APOSC_20241
OG0000142	AENJA_18146	APOSC_00286
OG0000144	AENJA_16607	APOSC_22522, APOSC_01517, APOSC_21418
OG0000144	AENJA_03260	APOSC_01735, APOSC_22992, APOSC_24169
OG0000144	AENJA_06711, AENJA_06204	APOSC_17502
OG0000146	AENJA_11735	APOSC_00603, APOSC_12919
OG0000146	AENJA_26272	APOSC_19370
OG0000146	AENJA_06659	APOSC_04426
OG0000146	AENJA_08336	APOSC_04386, APOSC_09167, APOSC_13354
OG0000146	AENJA_24548	APOSC_26228, APOSC_16572, APOSC_16573, APOSC_25997
OG0000146	AENJA_09802	APOSC_14299
OG0000146	AENJA_05978	APOSC_02953, APOSC_11563
OG0000147	AENJA_03761	APOSC_05531
OG0000147	AENJA_12275	APOSC_16682
OG0000147	AENJA_03922	APOSC_25363
OG0000147	AENJA_10787	APOSC_20013
OG0000147	AENJA_03843	APOSC_18428, APOSC_05853
OG0000148	AENJA_26311, AENJA_25264, AENJA_21218	APOSC_14879, APOSC_14878
OG0000148	AENJA_21220	APOSC_22996
OG0000149	AENJA_12114	APOSC_17921, APOSC_17920, APOSC_17820
OG0000149	AENJA_12111	APOSC_12513, APOSC_00444
OG0000149	AENJA_03471, AENJA_12512	APOSC_02196
OG0000149	AENJA_18447	APOSC_09540, APOSC_20238
OG0000151	AENJA_07187	APOSC_11426
OG0000151	AENJA_13409	APOSC_11077, APOSC_11076
OG0000151	AENJA_03698	APOSC_27430
OG0000152	AENJA_05664	APOSC_21751
OG0000152	AENJA_11964	APOSC_14622
OG0000152	AENJA_21209, AENJA_20261	APOSC_02827
OG0000152	AENJA_03918	APOSC_08561, APOSC_13395, APOSC_13396
OG0000152	AENJA_24211	APOSC_00267, APOSC_15184
OG0000152	AENJA_01273	APOSC_00701
OG0000152	AENJA_12261	APOSC_21932
OG0000152	AENJA_04484, AENJA_24114	APOSC_09416
OG0000152	AENJA_26414	APOSC_16206, APOSC_11784, APOSC_26612, APOSC_04455
OG0000153	AENJA_01518	APOSC_01922
OG0000153	AENJA_20469, AENJA_08012, AENJA_04663	APOSC_01355, APOSC_28204
OG0000154	AENJA_20462	APOSC_19001, APOSC_19002
OG0000154	AENJA_12712, AENJA_23552, AENJA_01647, AENJA_22205, AENJA_07955	APOSC_10368
OG0000154	AENJA_21631, AENJA_09760, AENJA_17018, AENJA_09038	APOSC_25452
OG0000155	AENJA_05237	APOSC_26187, APOSC_26185
OG0000157	AENJA_03158	APOSC_27008
OG0000157	AENJA_08473	APOSC_25645
OG0000157	AENJA_07142	APOSC_27261
OG0000158	AENJA_06739	APOSC_22004
OG0000158	AENJA_12334	APOSC_17391
OG0000159	AENJA_17890	APOSC_05622
OG0000159	AENJA_06073	APOSC_27680
OG0000160	AENJA_20383	APOSC_01085
OG0000160	AENJA_06959	APOSC_17800
OG0000161	AENJA_20106, AENJA_25241, AENJA_11731, AENJA_23034, AENJA_21400, AENJA_24632, AENJA_22043, AENJA_14853, AENJA_23988, AENJA_26461	APOSC_10696
OG0000161	AENJA_24971	APOSC_09411
OG0000161	AENJA_23989, AENJA_26710	APOSC_20447
OG0000161	AENJA_19867, AENJA_18077	APOSC_13096, APOSC_09907, APOSC_23747
OG0000161	AENJA_17716	APOSC_28361
OG0000162	AENJA_01578	APOSC_14431
OG0000163	AENJA_04184	APOSC_12914
OG0000163	AENJA_00250	APOSC_26564, APOSC_17645
OG0000163	AENJA_14265	APOSC_12728
OG0000163	AENJA_02338	APOSC_20618
OG0000164	AENJA_15219	APOSC_28232
OG0000165	AENJA_06820, AENJA_04113	APOSC_28761
OG0000166	AENJA_09907, AENJA_09910	APOSC_18977
OG0000166	AENJA_13257	APOSC_14630
OG0000166	AENJA_22919, AENJA_01928	APOSC_04111
OG0000166	AENJA_16006	APOSC_21144, APOSC_00905
OG0000166	AENJA_11187, AENJA_24885	APOSC_17626
OG0000167	AENJA_04545	APOSC_04566, APOSC_04565
OG0000167	AENJA_12329	APOSC_28695, APOSC_16551, APOSC_17983
OG0000167	AENJA_04868	APOSC_26820
OG0000167	AENJA_12328	APOSC_24407
OG0000168	AENJA_06793	APOSC_12746
OG0000168	AENJA_16549	APOSC_27887
OG0000168	AENJA_11862, AENJA_21363	APOSC_08432, APOSC_07255
OG0000169	AENJA_00158, AENJA_08952	APOSC_19852, APOSC_05319
OG0000169	AENJA_15333, AENJA_16293, AENJA_11681, AENJA_08953	APOSC_17397, APOSC_21392, APOSC_22938, APOSC_28186, APOSC_24181
OG0000169	AENJA_25576, AENJA_16357, AENJA_16336	APOSC_09396
OG0000171	AENJA_00267	APOSC_07430, APOSC_07431
OG0000171	AENJA_26673, AENJA_26672	APOSC_09017
OG0000171	AENJA_09998	APOSC_01598
OG0000172	AENJA_10826, AENJA_10825	APOSC_02167
OG0000172	AENJA_10078	APOSC_03889
OG0000173	AENJA_13078, AENJA_25617, AENJA_18852	APOSC_10054, APOSC_10053, APOSC_10055
OG0000174	AENJA_09684	APOSC_21578, APOSC_07934, APOSC_01234, APOSC_10955, APOSC_03912, APOSC_03913
OG0000174	AENJA_02198	APOSC_08266
OG0000175	AENJA_10259	APOSC_11434
OG0000175	AENJA_12556	APOSC_18274, APOSC_04788, APOSC_04789, APOSC_01015, APOSC_18455
OG0000175	AENJA_06264, AENJA_00936, AENJA_00556	APOSC_27959, APOSC_10607
OG0000175	AENJA_05120	APOSC_02663, APOSC_15663, APOSC_16993, APOSC_02106, APOSC_04816
OG0000178	AENJA_10856, AENJA_15335, AENJA_15334	APOSC_17686
OG0000178	AENJA_21429	APOSC_16929, APOSC_27916, APOSC_20975, APOSC_13574, APOSC_18407
OG0000179	AENJA_05305	APOSC_21690, APOSC_12111, APOSC_21863, APOSC_17377, APOSC_21864
OG0000179	AENJA_25279	APOSC_01350
OG0000179	AENJA_14465	APOSC_01107
OG0000179	AENJA_20696	APOSC_10769, APOSC_20405, APOSC_23055
OG0000179	AENJA_09174, AENJA_18216	APOSC_01246
OG0000180	AENJA_23405	APOSC_27969
OG0000180	AENJA_16046	APOSC_02926
OG0000181	AENJA_08843	APOSC_18007, APOSC_09899, APOSC_22437
OG0000181	AENJA_22272	APOSC_01446, APOSC_07714
OG0000181	AENJA_05116, AENJA_18867, AENJA_18892	APOSC_21154, APOSC_23852
OG0000181	AENJA_04368	APOSC_19141
OG0000183	AENJA_03852	APOSC_14059, APOSC_14061, APOSC_14060
OG0000183	AENJA_18616	APOSC_02686
OG0000183	AENJA_21091	APOSC_08693
OG0000183	AENJA_21093	APOSC_25503
OG0000184	AENJA_12909, AENJA_16138, AENJA_12907, AENJA_16139	APOSC_25560, APOSC_13450, APOSC_19339, APOSC_24006, APOSC_21973, APOSC_27426, APOSC_06466, APOSC_13566
OG0000184	AENJA_05244, AENJA_05243, AENJA_15401, AENJA_10735	APOSC_26320
OG0000184	AENJA_15402, AENJA_19874	APOSC_17807
OG0000185	AENJA_05818	APOSC_05967, APOSC_05966
OG0000185	AENJA_06437	APOSC_15582
OG0000185	AENJA_19885	APOSC_05961
OG0000186	AENJA_22491	APOSC_16659
OG0000186	AENJA_06753	APOSC_05481
OG0000186	AENJA_16122	APOSC_17386
OG0000187	AENJA_01561	APOSC_18307
OG0000187	AENJA_22656, AENJA_23089	APOSC_21625, APOSC_00813, APOSC_18876, APOSC_08339, APOSC_21250, APOSC_22421
OG0000187	AENJA_15071	APOSC_07927
OG0000187	AENJA_13071	APOSC_11416
OG0000188	AENJA_15378	APOSC_13702
OG0000190	AENJA_04601, AENJA_21643	APOSC_12008, APOSC_12009, APOSC_06939, APOSC_07693
OG0000190	AENJA_07560	APOSC_00152
OG0000190	AENJA_03552	APOSC_16782
OG0000190	AENJA_24224	APOSC_18879
OG0000190	AENJA_02749	APOSC_02858
OG0000192	AENJA_20612	APOSC_25727
OG0000192	AENJA_06675	APOSC_10785
OG0000192	AENJA_19694	APOSC_23916, APOSC_23915
OG0000192	AENJA_11217, AENJA_11222	APOSC_22909, APOSC_22908
OG0000192	AENJA_16678	APOSC_18847, APOSC_26537
OG0000192	AENJA_04859	APOSC_16524, APOSC_16523
OG0000193	AENJA_13914	APOSC_04930
OG0000194	AENJA_10642	APOSC_23977
OG0000195	AENJA_16048	APOSC_18323
OG0000195	AENJA_10227, AENJA_02703	APOSC_07635, APOSC_25597, APOSC_05403, APOSC_26673, APOSC_09319, APOSC_28768
OG0000196	AENJA_24166, AENJA_18338, AENJA_13321, AENJA_02669, AENJA_02154, AENJA_16094, AENJA_04770, AENJA_17235, AENJA_22013, AENJA_00631, AENJA_13895, AENJA_25375, AENJA_17298, AENJA_26074	APOSC_08736, APOSC_07350, APOSC_17778, APOSC_00790
OG0000196	AENJA_21789	APOSC_18677
OG0000197	AENJA_18863, AENJA_02976, AENJA_03276	APOSC_04368, APOSC_08761
OG0000197	AENJA_03262	APOSC_01929
OG0000198	AENJA_21119, AENJA_21118	APOSC_13788
OG0000198	AENJA_08702	APOSC_03264, APOSC_14651
OG0000200	AENJA_00136, AENJA_00134, AENJA_00133	APOSC_22552
OG0000201	AENJA_04223	APOSC_29091, APOSC_29090
OG0000201	AENJA_12926	APOSC_24036
OG0000201	AENJA_00457	APOSC_29029
OG0000202	AENJA_10134	APOSC_27982, APOSC_06419
OG0000203	AENJA_20011	APOSC_26461
OG0000203	AENJA_10014	APOSC_04458, APOSC_04459
OG0000203	AENJA_10780	APOSC_05921, APOSC_26559
OG0000204	AENJA_01745	APOSC_15076
OG0000204	AENJA_12472	APOSC_25272, APOSC_13121, APOSC_25275, APOSC_25274, APOSC_25273
OG0000205	AENJA_05025	APOSC_28253
OG0000205	AENJA_13787	APOSC_06399
OG0000205	AENJA_01890	APOSC_24958
OG0000205	AENJA_13815	APOSC_19060
OG0000205	AENJA_22602	APOSC_17853
OG0000206	AENJA_04004, AENJA_21824, AENJA_15901, AENJA_19238, AENJA_08782, AENJA_08779, AENJA_05323	APOSC_08765
OG0000207	AENJA_24487	APOSC_21181
OG0000208	AENJA_06125	APOSC_02963
OG0000208	AENJA_16595	APOSC_28634
OG0000210	AENJA_21122	APOSC_25463
OG0000210	AENJA_13029	APOSC_18166
OG0000210	AENJA_06576	APOSC_09940
OG0000210	AENJA_19501	APOSC_26680
OG0000210	AENJA_07421	APOSC_01663
OG0000210	AENJA_04024	APOSC_11707
OG0000211	AENJA_25447	APOSC_20059
OG0000211	AENJA_09895	APOSC_12887
OG0000211	AENJA_19821	APOSC_15302
OG0000211	AENJA_21143, AENJA_10795	APOSC_11394, APOSC_11393
OG0000213	AENJA_07228	APOSC_08591
OG0000213	AENJA_04662	APOSC_20753
OG0000214	AENJA_13800, AENJA_13233, AENJA_22920	APOSC_21823
OG0000215	AENJA_06499, AENJA_03894, AENJA_01426	APOSC_22144
OG0000216	AENJA_05527	APOSC_20997, APOSC_20998
OG0000218	AENJA_17671, AENJA_11970, AENJA_11978, AENJA_20895, AENJA_14302, AENJA_11979, AENJA_16614, AENJA_01825	APOSC_07899
OG0000219	AENJA_23665, AENJA_01904, AENJA_18885	APOSC_10528, APOSC_10527, APOSC_11455, APOSC_27657, APOSC_03002, APOSC_06811, APOSC_21008, APOSC_21007
OG0000219	AENJA_16780, AENJA_14660, AENJA_13478, AENJA_13480, AENJA_04429, AENJA_02089, AENJA_16449, AENJA_05394, AENJA_12270, AENJA_12272, AENJA_20036, AENJA_05395, AENJA_15680, AENJA_12349, AENJA_08589, AENJA_23307, AENJA_03678	APOSC_18248, APOSC_09222
OG0000220	AENJA_25417	APOSC_23437
OG0000220	AENJA_19945	APOSC_13363
OG0000220	AENJA_19950	APOSC_13606, APOSC_11773
OG0000220	AENJA_20772	APOSC_08941
OG0000220	AENJA_08885	APOSC_26772, APOSC_26773
OG0000221	AENJA_18945	APOSC_16263
OG0000221	AENJA_12084	APOSC_15397
OG0000222	AENJA_15540	APOSC_21408
OG0000223	AENJA_17914	APOSC_25707, APOSC_25708
OG0000223	AENJA_25328, AENJA_19949	APOSC_16511, APOSC_16512
OG0000225	AENJA_04793	APOSC_17424, APOSC_17423, APOSC_28152
OG0000225	AENJA_18668	APOSC_13403
OG0000226	AENJA_19996, AENJA_22487, AENJA_22493	APOSC_01170, APOSC_23826
OG0000226	AENJA_22494	APOSC_12183, APOSC_02105, APOSC_01718
OG0000227	AENJA_15987	APOSC_05191, APOSC_01281
OG0000227	AENJA_15991	APOSC_13947
OG0000228	AENJA_00460	APOSC_19530, APOSC_19529
OG0000229	AENJA_26296, AENJA_26297	APOSC_25375, APOSC_24814, APOSC_12350, APOSC_16701, APOSC_14149, APOSC_22408, APOSC_21651
OG0000229	AENJA_26293	APOSC_15293, APOSC_09519, APOSC_02374
OG0000230	AENJA_06650	APOSC_01215, APOSC_01213
OG0000230	AENJA_22711	APOSC_06712
OG0000230	AENJA_26339	APOSC_05636, APOSC_13314, APOSC_16355, APOSC_16356, APOSC_07355
OG0000231	AENJA_18059	APOSC_18173, APOSC_14545
OG0000231	AENJA_15363	APOSC_19155, APOSC_10082, APOSC_10081, APOSC_18444, APOSC_12966
OG0000231	AENJA_08495	APOSC_06034
OG0000232	AENJA_10707, AENJA_18877	APOSC_14325
OG0000232	AENJA_10702	APOSC_28515
OG0000232	AENJA_22644, AENJA_08798, AENJA_08797	APOSC_17893
OG0000232	AENJA_00510	APOSC_26251
OG0000232	AENJA_26424, AENJA_26419	APOSC_16294
OG0000233	AENJA_15984	APOSC_20492, APOSC_20491, APOSC_08594, APOSC_20493
OG0000233	AENJA_13806	APOSC_17951, APOSC_12310
OG0000233	AENJA_04371	APOSC_03772
