Orthogroup	AENJA_ok	HUMAN
OG0000164	AENJA_15219	HUMAN10088, HUMAN01535, HUMAN23587, HUMAN15005, HUMAN15004, HUMAN15006
OG0000166	AENJA_13257	HUMAN10732
OG0000166	AENJA_16006	HUMAN10959, HUMAN20038, HUMAN20042, HUMAN00974, HUMAN12174
OG0000167	AENJA_12329	HUMAN00657, HUMAN00658
OG0000167	AENJA_12328	HUMAN18828, HUMAN27819, HUMAN27432, HUMAN00659, HUMAN00656, HUMAN25481, HUMAN00574, HUMAN18970, HUMAN13661
OG0000168	AENJA_06793	HUMAN04351
OG0000168	AENJA_16549, AENJA_16551	HUMAN14875, HUMAN23273, HUMAN01023, HUMAN28467
OG0000168	AENJA_11862, AENJA_21363	HUMAN04352
OG0000169	AENJA_25576, AENJA_16357, AENJA_16336	HUMAN03065, HUMAN11979, HUMAN11981, HUMAN11980, HUMAN11869, HUMAN11789
OG0000171	AENJA_00267	HUMAN12335
OG0000171	AENJA_26673, AENJA_26672	HUMAN03531, HUMAN22193
OG0000171	AENJA_09998	HUMAN23027
OG0000172	AENJA_10078	HUMAN06695, HUMAN06696, HUMAN18231, HUMAN17598
OG0000172	AENJA_18883, AENJA_11722, AENJA_15851, AENJA_11721, AENJA_21024	HUMAN19177
OG0000173	AENJA_13078, AENJA_25617, AENJA_18852	HUMAN27146, HUMAN26710, HUMAN21895, HUMAN21533, HUMAN00452, HUMAN18290, HUMAN22447, HUMAN21180, HUMAN21189, HUMAN00447, HUMAN00448, HUMAN00343, HUMAN27169, HUMAN00752, HUMAN00751, HUMAN25381
OG0000174	AENJA_09684	HUMAN28400, HUMAN02927
OG0000174	AENJA_09689	HUMAN27541, HUMAN27540, HUMAN22731
OG0000175	AENJA_06264, AENJA_00936, AENJA_00556	HUMAN22641, HUMAN22640
OG0000175	AENJA_05120	HUMAN27918, HUMAN27828, HUMAN27827
OG0000179	AENJA_05305	HUMAN01511, HUMAN01513, HUMAN01517, HUMAN01565, HUMAN01540, HUMAN01553, HUMAN01502, HUMAN26276, HUMAN03337, HUMAN03338
OG0000179	AENJA_25279	HUMAN23712, HUMAN09621
OG0000179	AENJA_09174, AENJA_18216	HUMAN22996
OG0000180	AENJA_10008, AENJA_06703	HUMAN19779
OG0000180	AENJA_16046	HUMAN21794
OG0000180	AENJA_19397	HUMAN27480, HUMAN07523, HUMAN30008
OG0000181	AENJA_08843	HUMAN06326, HUMAN06327, HUMAN02594
OG0000181	AENJA_22272	HUMAN26916, HUMAN21065
OG0000183	AENJA_03852	HUMAN15779, HUMAN08957, HUMAN04785, HUMAN02522
OG0000183	AENJA_18616	HUMAN05463
OG0000183	AENJA_21091	HUMAN05532
OG0000183	AENJA_21093	HUMAN05533
OG0000184	AENJA_15402, AENJA_19874	HUMAN02121
OG0000184	AENJA_19614, AENJA_08959, AENJA_22614	HUMAN02122, HUMAN02125, HUMAN02123, HUMAN02124, HUMAN02120, HUMAN01543
OG0000185	AENJA_05818	HUMAN06309, HUMAN06308, HUMAN21401
OG0000185	AENJA_24956	HUMAN28240
OG0000185	AENJA_06437	HUMAN11020, HUMAN08224, HUMAN23184
OG0000185	AENJA_19885	HUMAN16695
OG0000186	AENJA_22491	HUMAN00084
OG0000186	AENJA_22490	HUMAN02832
OG0000188	AENJA_15378	HUMAN27535, HUMAN03482, HUMAN23029
OG0000191	AENJA_11494, AENJA_16824	HUMAN28068
OG0000192	AENJA_20612	HUMAN18173
OG0000192	AENJA_06675	HUMAN01281, HUMAN28989, HUMAN14173
OG0000192	AENJA_19694	HUMAN29457
OG0000192	AENJA_16678, AENJA_04859	HUMAN10321
OG0000193	AENJA_13914	HUMAN26464, HUMAN26463, HUMAN07238, HUMAN07239, HUMAN23343, HUMAN15327, HUMAN15326, HUMAN05473, HUMAN05475, HUMAN19343, HUMAN19575, HUMAN19345, HUMAN19577, HUMAN19344, HUMAN19576
OG0000194	AENJA_10642, AENJA_01834	HUMAN21679, HUMAN21678, HUMAN21808, HUMAN00275, HUMAN00276
OG0000195	AENJA_16048	HUMAN21628, HUMAN21627, HUMAN21626, HUMAN11913, HUMAN11912, HUMAN21624
OG0000197	AENJA_18863, AENJA_02976, AENJA_03276	HUMAN09888, HUMAN01887, HUMAN09887
OG0000197	AENJA_03262	HUMAN00214, HUMAN21576, HUMAN21577, HUMAN21578, HUMAN05914, HUMAN05913, HUMAN00631, HUMAN25533, HUMAN25532, HUMAN27956, HUMAN27958, HUMAN27961, HUMAN27960, HUMAN27957, HUMAN27959
OG0000201	AENJA_04223	HUMAN25906, HUMAN20134
OG0000201	AENJA_12926	HUMAN20007, HUMAN20008, HUMAN20009, HUMAN11788, HUMAN04555
OG0000201	AENJA_00457	HUMAN12206, HUMAN19902
OG0000202	AENJA_10134	HUMAN08594, HUMAN08593, HUMAN23063, HUMAN27722, HUMAN27584, HUMAN27582, HUMAN27587, HUMAN03812, HUMAN18643, HUMAN24147, HUMAN03775, HUMAN01794
OG0000203	AENJA_01110	HUMAN23097
OG0000203	AENJA_20011	HUMAN27942, HUMAN25548, HUMAN00779
OG0000203	AENJA_10014	HUMAN21966, HUMAN00014
OG0000203	AENJA_10780	HUMAN00153, HUMAN00154
OG0000204	AENJA_01745	HUMAN18516
OG0000204	AENJA_12472	HUMAN04275, HUMAN06256
OG0000205	AENJA_05025	HUMAN08496, HUMAN02469
OG0000205	AENJA_13787, AENJA_01890	HUMAN12678, HUMAN20579, HUMAN06361
OG0000205	AENJA_13815, AENJA_22602	HUMAN13147, HUMAN27255, HUMAN27254, HUMAN17799
OG0000206	AENJA_17989, AENJA_13770	HUMAN03735
OG0000207	AENJA_24487	HUMAN13832, HUMAN19141
OG0000208	AENJA_06125, AENJA_16595	HUMAN19119, HUMAN11858, HUMAN12257, HUMAN12256, HUMAN27010, HUMAN26894
OG0000210	AENJA_13029	HUMAN01117
OG0000210	AENJA_04024	HUMAN22011, HUMAN22010
OG0000211	AENJA_25447	HUMAN05541
OG0000211	AENJA_19821	HUMAN18718
OG0000211	AENJA_00791	HUMAN23611
OG0000211	AENJA_02934	HUMAN10119, HUMAN10120, HUMAN28797
OG0000211	AENJA_21143, AENJA_10795	HUMAN14218, HUMAN10060
OG0000213	AENJA_07228, AENJA_04662	HUMAN11846, HUMAN07075
OG0000214	AENJA_03581	HUMAN12671
OG0000215	AENJA_06502, AENJA_01427, AENJA_23751, AENJA_02670	HUMAN23880, HUMAN18661
OG0000215	AENJA_03894, AENJA_01426	HUMAN18245
OG0000217	AENJA_00511	HUMAN17288, HUMAN17297, HUMAN17322, HUMAN17300, HUMAN17269, HUMAN17333, HUMAN17292, HUMAN17295, HUMAN17329, HUMAN17326, HUMAN17332, HUMAN17293, HUMAN17290, HUMAN17303, HUMAN17308, HUMAN17313, HUMAN17309, HUMAN17312, HUMAN17314, HUMAN17307, HUMAN17315, HUMAN17306, HUMAN17536, HUMAN17291, HUMAN17324, HUMAN17299, HUMAN17331, HUMAN17330, HUMAN17327, HUMAN17325, HUMAN17298, HUMAN17296, HUMAN17328, HUMAN17294, HUMAN17321, HUMAN17301, HUMAN17323
OG0000218	AENJA_17671, AENJA_11970, AENJA_11978, AENJA_20895, AENJA_14302, AENJA_11979, AENJA_16614, AENJA_01825, AENJA_26732	HUMAN21084, HUMAN05261
OG0000220	AENJA_25417	HUMAN03287
OG0000220	AENJA_19945, AENJA_06243, AENJA_19950	HUMAN28206
OG0000221	AENJA_18945, AENJA_16769	HUMAN18223, HUMAN20676, HUMAN12806, HUMAN12805
OG0000221	AENJA_12084	HUMAN18037, HUMAN20574
OG0000223	AENJA_25328, AENJA_19949	HUMAN28208, HUMAN16716
OG0000225	AENJA_04793, AENJA_18668	HUMAN26821, HUMAN26818, HUMAN02411, HUMAN20859, HUMAN20858, HUMAN26781, HUMAN06681, HUMAN06682, HUMAN28017, HUMAN28016, HUMAN22075, HUMAN22076, HUMAN24061
OG0000226	AENJA_19996, AENJA_22487, AENJA_22493	HUMAN18050
OG0000227	AENJA_15989	HUMAN21404
OG0000227	AENJA_15987, AENJA_15991	HUMAN10994, HUMAN24420, HUMAN18815
OG0000228	AENJA_00460	HUMAN11712, HUMAN04553, HUMAN04552
OG0000228	AENJA_20374	HUMAN04548
OG0000229	AENJA_26296, AENJA_26297, AENJA_26293	HUMAN29674
OG0000230	AENJA_06650	HUMAN27790, HUMAN16569
OG0000231	AENJA_08495	HUMAN11124, HUMAN27993, HUMAN27994
OG0000234	AENJA_02022	HUMAN14313, HUMAN13886, HUMAN13884, HUMAN09743, HUMAN01653
OG0000234	AENJA_09853	HUMAN02863, HUMAN02862, HUMAN04453
OG0000235	AENJA_15471, AENJA_15470, AENJA_02178, AENJA_08576	HUMAN22277
OG0000236	AENJA_25135	HUMAN01231
OG0000236	AENJA_07611, AENJA_02045, AENJA_00230	HUMAN25711
OG0000238	AENJA_24755	HUMAN10740
OG0000238	AENJA_14161	HUMAN26143, HUMAN26145, HUMAN26144, HUMAN06380, HUMAN06379, HUMAN06378, HUMAN06376, HUMAN06377, HUMAN06630
OG0000238	AENJA_03329	HUMAN13821
OG0000239	AENJA_09843	HUMAN12749, HUMAN02988, HUMAN18073
OG0000239	AENJA_06019	HUMAN08545
OG0000239	AENJA_09841	HUMAN12754, HUMAN26078
OG0000240	AENJA_19535	HUMAN19892, HUMAN19897
OG0000242	AENJA_14245	HUMAN06809, HUMAN17638
OG0000244	AENJA_02207	HUMAN08182, HUMAN11623, HUMAN21504, HUMAN11095, HUMAN11094, HUMAN18917, HUMAN27992
OG0000245	AENJA_02315, AENJA_03102, AENJA_02317	HUMAN04221, HUMAN06119, HUMAN19518, HUMAN05726, HUMAN01960, HUMAN17748, HUMAN13244, HUMAN12223, HUMAN12226, HUMAN15927, HUMAN20162
OG0000246	AENJA_10538, AENJA_10539	HUMAN15952
OG0000248	AENJA_23410, AENJA_15881	HUMAN28926, HUMAN28842, HUMAN01609, HUMAN01611, HUMAN01612
OG0000250	AENJA_01564	HUMAN13349, HUMAN13351
OG0000250	AENJA_18922, AENJA_05431	HUMAN27668
OG0000250	AENJA_25579	HUMAN06114
OG0000251	AENJA_02410	HUMAN21878, HUMAN21879, HUMAN00428
OG0000253	AENJA_04582	HUMAN06123, HUMAN06124, HUMAN13916, HUMAN02920, HUMAN02921
OG0000255	AENJA_05199	HUMAN30604, HUMAN30605
OG0000255	AENJA_03525, AENJA_17033, AENJA_10693, AENJA_10691, AENJA_10694, AENJA_20407, AENJA_04940, AENJA_17159, AENJA_07356	HUMAN04286
OG0000256	AENJA_24528	HUMAN29239, HUMAN14982
OG0000256	AENJA_04595, AENJA_22679, AENJA_05370, AENJA_07601, AENJA_13004	HUMAN23740, HUMAN09481, HUMAN01743
OG0000257	AENJA_21159	HUMAN28535, HUMAN09663
OG0000257	AENJA_06250	HUMAN08809, HUMAN18743
OG0000258	AENJA_04201	HUMAN13201, HUMAN08490
OG0000258	AENJA_21764	HUMAN21035, HUMAN02853
OG0000258	AENJA_08669	HUMAN08489, HUMAN16922
OG0000259	AENJA_09484	HUMAN21383
OG0000260	AENJA_02917	HUMAN26833, HUMAN20959
OG0000260	AENJA_18084	HUMAN03777
OG0000261	AENJA_18758	HUMAN21681, HUMAN07777, HUMAN07776, HUMAN30345, HUMAN30344
OG0000263	AENJA_06376, AENJA_02707, AENJA_07923, AENJA_00940, AENJA_24604, AENJA_02705, AENJA_15502, AENJA_15498, AENJA_21435, AENJA_02066	HUMAN25245
OG0000265	AENJA_21392, AENJA_21393	HUMAN14652, HUMAN29223, HUMAN29225
OG0000265	AENJA_02918	HUMAN06211
OG0000268	AENJA_25695	HUMAN17746, HUMAN17747, HUMAN13867
OG0000270	AENJA_16126	HUMAN16923, HUMAN08492, HUMAN15842
OG0000270	AENJA_14029	HUMAN15869
OG0000272	AENJA_04697	HUMAN28095, HUMAN11703
OG0000272	AENJA_06955	HUMAN16604, HUMAN00549, HUMAN28096, HUMAN19042, HUMAN26465, HUMAN20035
OG0000273	AENJA_14902	HUMAN15012
OG0000273	AENJA_10997	HUMAN10566, HUMAN10565, HUMAN10564, HUMAN10563
OG0000275	AENJA_06085	HUMAN18758, HUMAN18757, HUMAN08320
OG0000275	AENJA_05208	HUMAN03545, HUMAN28702, HUMAN17534
OG0000276	AENJA_08719	HUMAN14938, HUMAN14939
OG0000276	AENJA_24994	HUMAN22311
OG0000277	AENJA_21144	HUMAN10958, HUMAN04583, HUMAN07256
OG0000277	AENJA_08858	HUMAN03378, HUMAN22680, HUMAN22682, HUMAN24311
OG0000278	AENJA_24084	HUMAN07375, HUMAN12098
OG0000278	AENJA_12104	HUMAN16991
OG0000280	AENJA_03995	HUMAN25439
OG0000280	AENJA_21139	HUMAN09733
OG0000281	AENJA_10606, AENJA_10610, AENJA_10605, AENJA_10607	HUMAN08198, HUMAN08199
OG0000281	AENJA_06967	HUMAN23769, HUMAN23090, HUMAN23089
OG0000282	AENJA_08490	HUMAN02951, HUMAN12498
OG0000282	AENJA_20347	HUMAN17183
OG0000282	AENJA_07959	HUMAN03610
OG0000282	AENJA_08159	HUMAN22064
OG0000284	AENJA_03153	HUMAN01286
OG0000284	AENJA_16460, AENJA_16457, AENJA_23940, AENJA_23553, AENJA_12800, AENJA_09635, AENJA_14116, AENJA_03847, AENJA_00883, AENJA_14484	HUMAN01172, HUMAN24826, HUMAN14646
OG0000284	AENJA_03142, AENJA_20326	HUMAN01285, HUMAN28991
OG0000285	AENJA_13941	HUMAN12968
OG0000286	AENJA_03756, AENJA_24545, AENJA_09758	HUMAN27042
OG0000286	AENJA_07015, AENJA_05640	HUMAN05817
OG0000286	AENJA_10869	HUMAN21394, HUMAN28370
OG0000288	AENJA_14604	HUMAN10017, HUMAN25535, HUMAN27850
OG0000289	AENJA_13824	HUMAN00853, HUMAN23391
OG0000289	AENJA_15870	HUMAN25308
OG0000295	AENJA_07578	HUMAN13492
OG0000296	AENJA_26690	HUMAN11442
OG0000296	AENJA_22255	HUMAN08613
OG0000296	AENJA_23739	HUMAN23410, HUMAN14549
OG0000296	AENJA_15217	HUMAN23238, HUMAN09898
OG0000296	AENJA_25508	HUMAN23176, HUMAN11443
OG0000297	AENJA_24317	HUMAN23498, HUMAN09565, HUMAN28800, HUMAN24497, HUMAN24495, HUMAN24496, HUMAN24498, HUMAN19189
OG0000298	AENJA_06788, AENJA_16948, AENJA_16940, AENJA_16949, AENJA_06790	HUMAN18547, HUMAN19996, HUMAN04931
OG0000299	AENJA_07480	HUMAN13685, HUMAN13683, HUMAN13682, HUMAN13684, HUMAN18940
OG0000300	AENJA_20707, AENJA_25104	HUMAN25211
OG0000301	AENJA_06178, AENJA_06182	HUMAN13542
OG0000301	AENJA_26747	HUMAN03359, HUMAN24284, HUMAN24283, HUMAN22693
OG0000301	AENJA_18604	HUMAN26951
OG0000302	AENJA_15683	HUMAN17995
OG0000303	AENJA_23416	HUMAN15777
OG0000305	AENJA_01524	HUMAN06757
OG0000306	AENJA_01416	HUMAN26268
OG0000307	AENJA_02524	HUMAN08959, HUMAN15785
OG0000307	AENJA_01646	HUMAN23554, HUMAN09389, HUMAN09383
OG0000308	AENJA_23339	HUMAN26518, HUMAN17798, HUMAN17796, HUMAN17797
OG0000308	AENJA_18481	HUMAN23142
OG0000309	AENJA_22214, AENJA_22215, AENJA_09002, AENJA_08385	HUMAN02855
OG0000310	AENJA_10979, AENJA_16718	HUMAN29760, HUMAN29761
OG0000312	AENJA_11345	HUMAN09558, HUMAN23442
OG0000312	AENJA_19966	HUMAN29892
OG0000312	AENJA_05337	HUMAN22837, HUMAN07566
OG0000313	AENJA_16057	HUMAN18542, HUMAN05865, HUMAN18541
OG0000313	AENJA_23096, AENJA_17234, AENJA_00680	HUMAN05866
OG0000313	AENJA_01313	HUMAN26880, HUMAN26879
OG0000314	AENJA_16012	HUMAN28861
OG0000314	AENJA_19100	HUMAN20239, HUMAN13015, HUMAN15940
OG0000315	AENJA_08118	HUMAN18260, HUMAN21457, HUMAN20231, HUMAN27332, HUMAN27331, HUMAN27330
OG0000315	AENJA_20619	HUMAN26829
OG0000316	AENJA_23705	HUMAN23016, HUMAN03066, HUMAN23015, HUMAN23014
OG0000317	AENJA_18053	HUMAN16611, HUMAN00683, HUMAN28101, HUMAN16612
OG0000319	AENJA_02024	HUMAN27813
OG0000319	AENJA_15257	HUMAN13914
OG0000321	AENJA_07424	HUMAN01031, HUMAN28466
OG0000321	AENJA_02624	HUMAN10412
OG0000321	AENJA_23362	HUMAN07804, HUMAN21631, HUMAN30401, HUMAN30400, HUMAN07803, HUMAN21629
OG0000322	AENJA_04218	HUMAN07374
OG0000323	AENJA_22664	HUMAN01778
OG0000323	AENJA_20126	HUMAN02810, HUMAN19638
OG0000324	AENJA_18522	HUMAN04420
OG0000325	AENJA_07184, AENJA_19461	HUMAN28586
OG0000326	AENJA_25612	HUMAN00138, HUMAN21700, HUMAN21697, HUMAN21698, HUMAN11971
OG0000326	AENJA_08013	HUMAN21699
OG0000326	AENJA_25861	HUMAN00388, HUMAN00387, HUMAN00389
OG0000327	AENJA_13471	HUMAN01408, HUMAN02360, HUMAN01407, HUMAN02359
OG0000327	AENJA_26486	HUMAN01411
OG0000328	AENJA_09097	HUMAN11141, HUMAN07966, HUMAN07965, HUMAN11142, HUMAN11137, HUMAN28259, HUMAN18956, HUMAN11136, HUMAN11140, HUMAN11139, HUMAN28261, HUMAN28260, HUMAN18955
OG0000333	AENJA_06410, AENJA_00632	HUMAN29371
OG0000333	AENJA_22838, AENJA_15685	HUMAN25596
OG0000334	AENJA_18674, AENJA_08078, AENJA_20172, AENJA_19540, AENJA_16534, AENJA_18675, AENJA_11653, AENJA_06892, AENJA_10669, AENJA_22797, AENJA_22796, AENJA_24850, AENJA_10667, AENJA_10668	HUMAN23299, HUMAN26236
OG0000338	AENJA_13192	HUMAN13066, HUMAN19731, HUMAN19729, HUMAN13067, HUMAN19730, HUMAN10881
OG0000338	AENJA_22299	HUMAN26174
OG0000339	AENJA_00382, AENJA_19984, AENJA_00140, AENJA_14078, AENJA_02225	HUMAN19136, HUMAN19137
OG0000341	AENJA_00431	HUMAN27909, HUMAN25614, HUMAN19124, HUMAN00589, HUMAN27910
OG0000342	AENJA_15159, AENJA_01255, AENJA_15156, AENJA_24902, AENJA_24901, AENJA_22518	HUMAN19070, HUMAN19069, HUMAN19071
OG0000343	AENJA_04274	HUMAN25327, HUMAN05299
OG0000344	AENJA_20305	HUMAN26468, HUMAN04594, HUMAN07196
OG0000344	AENJA_05493	HUMAN21393
OG0000346	AENJA_22586, AENJA_15929	HUMAN14664, HUMAN14665, HUMAN01028, HUMAN28459
OG0000347	AENJA_06108	HUMAN22927
OG0000349	AENJA_19583, AENJA_23589, AENJA_19611, AENJA_06662, AENJA_21917, AENJA_01710, AENJA_00976, AENJA_17896, AENJA_06002, AENJA_15646, AENJA_15647	HUMAN19246, HUMAN13809
OG0000350	AENJA_19835	HUMAN19194, HUMAN19193, HUMAN24478, HUMAN25222, HUMAN00783, HUMAN00776
OG0000350	AENJA_06140	HUMAN05923
OG0000350	AENJA_03065	HUMAN08412, HUMAN18677
OG0000351	AENJA_04428	HUMAN06906
OG0000352	AENJA_13697	HUMAN28462, HUMAN14440, HUMAN14836
OG0000352	AENJA_25500	HUMAN25510
OG0000352	AENJA_11315	HUMAN07061
OG0000356	AENJA_04669, AENJA_04670	HUMAN16866, HUMAN16864
OG0000356	AENJA_05708, AENJA_10568	HUMAN24976, HUMAN24975
OG0000357	AENJA_16412	HUMAN04990, HUMAN07295, HUMAN10915
OG0000357	AENJA_04794	HUMAN27044, HUMAN28888, HUMAN29931, HUMAN29932
OG0000358	AENJA_15177	HUMAN06892
OG0000358	AENJA_10717	HUMAN06877
OG0000358	AENJA_12192	HUMAN06183, HUMAN06182
OG0000358	AENJA_25711	HUMAN07810
OG0000359	AENJA_14005	HUMAN11476, HUMAN11475, HUMAN10684
OG0000359	AENJA_07464	HUMAN01488, HUMAN01487, HUMAN10921, HUMAN10920
OG0000360	AENJA_08623	HUMAN07694, HUMAN23042
OG0000360	AENJA_22734	HUMAN21019
OG0000362	AENJA_07663, AENJA_20039	HUMAN10639
OG0000362	AENJA_00852, AENJA_07660, AENJA_12849	HUMAN10638, HUMAN10640
OG0000363	AENJA_12906, AENJA_18208	HUMAN24877, HUMAN07338, HUMAN07337
OG0000364	AENJA_08616, AENJA_07293, AENJA_05680	HUMAN25612
OG0000365	AENJA_22716	HUMAN05540, HUMAN21291, HUMAN01955, HUMAN21290, HUMAN14168, HUMAN14172, HUMAN14169, HUMAN01287, HUMAN14702, HUMAN14705, HUMAN14704
OG0000367	AENJA_21567	HUMAN02861, HUMAN21458
OG0000367	AENJA_15749	HUMAN19257, HUMAN13779, HUMAN27433
OG0000371	AENJA_04971	HUMAN13145, HUMAN13146, HUMAN13143
OG0000372	AENJA_14610	HUMAN22749
OG0000372	AENJA_10537	HUMAN00421
OG0000372	AENJA_22918	HUMAN23778
OG0000372	AENJA_10254	HUMAN18835, HUMAN16705
OG0000373	AENJA_18516	HUMAN16793
OG0000373	AENJA_11897	HUMAN16794
OG0000374	AENJA_24763	HUMAN28952, HUMAN17756, HUMAN06432, HUMAN06433
OG0000374	AENJA_15704	HUMAN03380, HUMAN22685
OG0000374	AENJA_10989	HUMAN06431, HUMAN06430, HUMAN17757
OG0000375	AENJA_21822	HUMAN10694, HUMAN10742, HUMAN10275, HUMAN12054, HUMAN12057
OG0000375	AENJA_14683	HUMAN22225
OG0000375	AENJA_14684	HUMAN25491
OG0000378	AENJA_09892	HUMAN00762, HUMAN25391, HUMAN17445, HUMAN30089
OG0000378	AENJA_03823	HUMAN05631, HUMAN05632, HUMAN02081, HUMAN15645, HUMAN15642, HUMAN15643
OG0000379	AENJA_25316	HUMAN11868
OG0000379	AENJA_13204	HUMAN10494, HUMAN12062
OG0000379	AENJA_16703	HUMAN30691, HUMAN17335
OG0000379	AENJA_14680	HUMAN00722, HUMAN00721
OG0000380	AENJA_00574, AENJA_17802	HUMAN22952, HUMAN24062
OG0000380	AENJA_08753, AENJA_20573, AENJA_13328, AENJA_08875	HUMAN04882, HUMAN18649
OG0000382	AENJA_05991	HUMAN26825, HUMAN26823, HUMAN20891
OG0000384	AENJA_22347	HUMAN22826
OG0000384	AENJA_22698	HUMAN17917
OG0000385	AENJA_16346	HUMAN17828, HUMAN26509, HUMAN26510, HUMAN26041
OG0000386	AENJA_18774	HUMAN23124, HUMAN05335, HUMAN30459
OG0000389	AENJA_06388	HUMAN23760, HUMAN03279
OG0000391	AENJA_11069	HUMAN03741
OG0000391	AENJA_09442	HUMAN12541, HUMAN12542, HUMAN06600, HUMAN26310, HUMAN18162
OG0000392	AENJA_11266	HUMAN01116
OG0000393	AENJA_20824	HUMAN07234
OG0000393	AENJA_11660	HUMAN13374
OG0000395	AENJA_17521	HUMAN19542, HUMAN05545
OG0000396	AENJA_23793	HUMAN09495
OG0000397	AENJA_26085	HUMAN17188
OG0000399	AENJA_25908	HUMAN08526
OG0000399	AENJA_11784, AENJA_23430, AENJA_13359, AENJA_24563, AENJA_03668	HUMAN16706
OG0000399	AENJA_14143	HUMAN01751, HUMAN09596, HUMAN14913
OG0000401	AENJA_10211, AENJA_22375	HUMAN12512, HUMAN02934
OG0000402	AENJA_01108	HUMAN27407, HUMAN03424
OG0000402	AENJA_20115	HUMAN19232, HUMAN08155
OG0000403	AENJA_09961, AENJA_06241	HUMAN05388, HUMAN05390
OG0000403	AENJA_04017, AENJA_04018, AENJA_10837, AENJA_13145, AENJA_22049, AENJA_05868	HUMAN16242, HUMAN30309
OG0000404	AENJA_26390	HUMAN28568, HUMAN00982
OG0000404	AENJA_17116	HUMAN28453
OG0000404	AENJA_19991	HUMAN28452
OG0000405	AENJA_21234	HUMAN01875, HUMAN10099, HUMAN23576, HUMAN23577
OG0000411	AENJA_11832	HUMAN00458, HUMAN25340
OG0000411	AENJA_10888	HUMAN23920
OG0000412	AENJA_21404	HUMAN01024
OG0000412	AENJA_26231	HUMAN03115
OG0000412	AENJA_11362	HUMAN29280
OG0000413	AENJA_18235	HUMAN09264, HUMAN18689, HUMAN15493
OG0000415	AENJA_07725, AENJA_26662, AENJA_26660, AENJA_23952	HUMAN20769, HUMAN08217, HUMAN24467, HUMAN24466, HUMAN18980, HUMAN18610, HUMAN18609
OG0000416	AENJA_13956	HUMAN01240, HUMAN01239, HUMAN01245, HUMAN01241, HUMAN01238, HUMAN01242, HUMAN01246, HUMAN01243, HUMAN01244
OG0000419	AENJA_25245, AENJA_25372, AENJA_25244	HUMAN04658, HUMAN04656, HUMAN04654, HUMAN04657, HUMAN04655, HUMAN04659, HUMAN02414
OG0000421	AENJA_06994	HUMAN01885, HUMAN15081, HUMAN15082, HUMAN23568, HUMAN10012, HUMAN10013, HUMAN01883, HUMAN10009, HUMAN01884
OG0000422	AENJA_10624	HUMAN16674
OG0000424	AENJA_15205, AENJA_15202, AENJA_26752	HUMAN03402, HUMAN03401, HUMAN03400, HUMAN03399, HUMAN03403, HUMAN03410
OG0000425	AENJA_24235	HUMAN15884, HUMAN15882, HUMAN15881, HUMAN17059, HUMAN17058, HUMAN09246
OG0000425	AENJA_24238	HUMAN15883
OG0000425	AENJA_17525	HUMAN19570, HUMAN05692
OG0000426	AENJA_16516	HUMAN24154
OG0000426	AENJA_15653	HUMAN24156, HUMAN16388, HUMAN24155
OG0000426	AENJA_15654	HUMAN20208, HUMAN12979, HUMAN16387, HUMAN12181
OG0000427	AENJA_16219	HUMAN04181
OG0000427	AENJA_26175	HUMAN00426, HUMAN21885
OG0000429	AENJA_21410	HUMAN21085
OG0000429	AENJA_01381	HUMAN13379
OG0000430	AENJA_25178	HUMAN04699
OG0000430	AENJA_01511	HUMAN15964, HUMAN29714, HUMAN23702, HUMAN04700
OG0000431	AENJA_03019	HUMAN10656
OG0000431	AENJA_19097	HUMAN22396, HUMAN22397, HUMAN05405, HUMAN05406
OG0000431	AENJA_17426	HUMAN21847, HUMAN07891, HUMAN07892, HUMAN07890
OG0000432	AENJA_08549	HUMAN05787, HUMAN05786, HUMAN21045
OG0000432	AENJA_14844	HUMAN26492, HUMAN20952
OG0000433	AENJA_24860	HUMAN13341, HUMAN12146
OG0000433	AENJA_10323	HUMAN25706, HUMAN25705, HUMAN21369
OG0000435	AENJA_25030	HUMAN27349, HUMAN08429
OG0000435	AENJA_23148	HUMAN13679, HUMAN00704, HUMAN27348, HUMAN18944, HUMAN18945
OG0000436	AENJA_24307	HUMAN20651, HUMAN17585, HUMAN20650, HUMAN20652
OG0000442	AENJA_21364	HUMAN21746, HUMAN07667
OG0000442	AENJA_08940	HUMAN26607, HUMAN13221
OG0000443	AENJA_15885	HUMAN29014, HUMAN17576, HUMAN17575
OG0000443	AENJA_23556	HUMAN23658
OG0000444	AENJA_22469	HUMAN06130, HUMAN06129, HUMAN02376, HUMAN02375, HUMAN02373, HUMAN02374
OG0000446	AENJA_17227	HUMAN27630
OG0000446	AENJA_16673	HUMAN04379
OG0000447	AENJA_07978	HUMAN22936, HUMAN29983, HUMAN05378, HUMAN24000, HUMAN24001, HUMAN24004
OG0000448	AENJA_08190, AENJA_08395	HUMAN07702
OG0000450	AENJA_10311	HUMAN10922, HUMAN26408, HUMAN26409
OG0000458	AENJA_11770	HUMAN27361
OG0000458	AENJA_03312	HUMAN27427, HUMAN27426, HUMAN27814, HUMAN18825
OG0000459	AENJA_04182, AENJA_20455, AENJA_09946, AENJA_05581	HUMAN19503, HUMAN19500, HUMAN19501, HUMAN19502, HUMAN19499
OG0000460	AENJA_05733	HUMAN12680
OG0000461	AENJA_22982	HUMAN12693
