Orthogroup	AENJA_ok	SCHMD
OG0000248	AENJA_08718	SCHMD09553, SCHMD07301, SCHMD15578, SCHMD28870, SCHMD28143, SCHMD26766, SCHMD07305, SCHMD23142, SCHMD07304, SCHMD09549, SCHMD06759, SCHMD00071
OG0000250	AENJA_21466	SCHMD07715, SCHMD11126
OG0000250	AENJA_01564	SCHMD00165
OG0000255	AENJA_05199	SCHMD14618, SCHMD25034
OG0000256	AENJA_24528	SCHMD06220
OG0000257	AENJA_12469, AENJA_20995, AENJA_23471	SCHMD15360
OG0000258	AENJA_04201	SCHMD00959
OG0000260	AENJA_02917, AENJA_18084, AENJA_23444	SCHMD00231
OG0000263	AENJA_06376, AENJA_02707, AENJA_07923, AENJA_00940, AENJA_24604, AENJA_02705, AENJA_15502, AENJA_15498, AENJA_21435, AENJA_02066	SCHMD21152, SCHMD16080, SCHMD25801, SCHMD26173, SCHMD15861, SCHMD05150
OG0000265	AENJA_21392, AENJA_21393	SCHMD14945, SCHMD03613, SCHMD19985
OG0000265	AENJA_02918	SCHMD18240, SCHMD09007
OG0000268	AENJA_14602	SCHMD02532, SCHMD02534
OG0000268	AENJA_03720	SCHMD08097
OG0000268	AENJA_25695	SCHMD25441
OG0000269	AENJA_26650	SCHMD02382, SCHMD21902
OG0000270	AENJA_15394	SCHMD16423
OG0000271	AENJA_18761	SCHMD06707
OG0000272	AENJA_25855, AENJA_06572, AENJA_24245, AENJA_24884, AENJA_06955	SCHMD13324, SCHMD08067
OG0000273	AENJA_14902	SCHMD09689
OG0000273	AENJA_10997	SCHMD18528, SCHMD25490
OG0000275	AENJA_18172	SCHMD00604
OG0000275	AENJA_05208	SCHMD08209, SCHMD24873
OG0000276	AENJA_08719	SCHMD08876
OG0000277	AENJA_21144	SCHMD09439
OG0000278	AENJA_12104	SCHMD04708, SCHMD14538
OG0000278	AENJA_24144	SCHMD00822, SCHMD09237, SCHMD03776
OG0000280	AENJA_20449	SCHMD23189
OG0000280	AENJA_07561, AENJA_03995, AENJA_19718, AENJA_21139	SCHMD23115
OG0000281	AENJA_10606, AENJA_10610, AENJA_10605, AENJA_10607	SCHMD28123, SCHMD29220
OG0000282	AENJA_08490	SCHMD05137
OG0000282	AENJA_08159	SCHMD15635, SCHMD25636
OG0000284	AENJA_16460, AENJA_16457, AENJA_23940, AENJA_23553, AENJA_12800, AENJA_09635, AENJA_14116, AENJA_03847, AENJA_00883, AENJA_14484	SCHMD23360, SCHMD08213
OG0000285	AENJA_13941, AENJA_20401, AENJA_20406, AENJA_19105, AENJA_07714, AENJA_19484, AENJA_02834, AENJA_06481, AENJA_21453	SCHMD29037
OG0000287	AENJA_16648	SCHMD02606, SCHMD23013
OG0000288	AENJA_00977, AENJA_14604	SCHMD10121, SCHMD07093, SCHMD10930, SCHMD07061
OG0000289	AENJA_13824	SCHMD14014, SCHMD14418, SCHMD14417, SCHMD14015, SCHMD16163
OG0000289	AENJA_15869	SCHMD23289, SCHMD16353
OG0000289	AENJA_15870	SCHMD22750
OG0000295	AENJA_07578	SCHMD11340, SCHMD11341, SCHMD11339, SCHMD02776, SCHMD10264, SCHMD14695
OG0000299	AENJA_07480	SCHMD13170, SCHMD20344
OG0000302	AENJA_13387	SCHMD25990, SCHMD27840, SCHMD19049
OG0000305	AENJA_01524	SCHMD22293
OG0000305	AENJA_23458	SCHMD04764
OG0000306	AENJA_01416	SCHMD17729
OG0000308	AENJA_23339	SCHMD26369
OG0000308	AENJA_18481	SCHMD01003, SCHMD00895
OG0000310	AENJA_12510, AENJA_19334, AENJA_10979, AENJA_16718, AENJA_13920, AENJA_20912, AENJA_20756	SCHMD09298, SCHMD11775
OG0000313	AENJA_16242, AENJA_16057	SCHMD03134
OG0000313	AENJA_23096, AENJA_17234, AENJA_00680	SCHMD02125
OG0000315	AENJA_08118	SCHMD17654
OG0000315	AENJA_20619	SCHMD01939
OG0000316	AENJA_23705	SCHMD10536, SCHMD22735
OG0000317	AENJA_18053	SCHMD15845
OG0000319	AENJA_21128	SCHMD24889, SCHMD28931
OG0000319	AENJA_02024	SCHMD18992
OG0000319	AENJA_15257	SCHMD16069
OG0000321	AENJA_07424	SCHMD10046
OG0000321	AENJA_23362	SCHMD04699, SCHMD05278
OG0000322	AENJA_07618, AENJA_03568, AENJA_04218	SCHMD03845, SCHMD03842
OG0000323	AENJA_22664	SCHMD21571, SCHMD14125
OG0000326	AENJA_25612	SCHMD05388
OG0000326	AENJA_25861	SCHMD29727
OG0000328	AENJA_09097	SCHMD07101, SCHMD21088, SCHMD28818, SCHMD15355, SCHMD24247, SCHMD15304
OG0000333	AENJA_06410, AENJA_00632	SCHMD26037, SCHMD21228
OG0000338	AENJA_13192	SCHMD23566, SCHMD22193
OG0000338	AENJA_22299	SCHMD17969
OG0000339	AENJA_00382, AENJA_19984, AENJA_00140, AENJA_14078, AENJA_02225	SCHMD09051, SCHMD09049, SCHMD07931, SCHMD10837, SCHMD09050, SCHMD11944, SCHMD04027
OG0000341	AENJA_00431	SCHMD01892, SCHMD01891, SCHMD01893
OG0000343	AENJA_04274	SCHMD10731, SCHMD08099
OG0000345	AENJA_12976	SCHMD02998
OG0000345	AENJA_23748	SCHMD15266
OG0000346	AENJA_22586, AENJA_15929	SCHMD26404
OG0000350	AENJA_06140, AENJA_03065	SCHMD23543
OG0000352	AENJA_13697	SCHMD07814
OG0000352	AENJA_04782, AENJA_25500, AENJA_11315	SCHMD03216
OG0000356	AENJA_05708	SCHMD05389
OG0000357	AENJA_16412	SCHMD22062, SCHMD19961
OG0000357	AENJA_04794	SCHMD01155
OG0000358	AENJA_15177	SCHMD28430, SCHMD13052, SCHMD26873
OG0000360	AENJA_19447	SCHMD19691, SCHMD20116
OG0000360	AENJA_08035, AENJA_08623, AENJA_22734	SCHMD06047
OG0000363	AENJA_26154	SCHMD01296
OG0000365	AENJA_08243, AENJA_08242	SCHMD22496, SCHMD22435, SCHMD28326
OG0000367	AENJA_21570, AENJA_21567, AENJA_15749	SCHMD09947
OG0000370	AENJA_01023, AENJA_01026, AENJA_17853, AENJA_01272	SCHMD02385, SCHMD02384
OG0000372	AENJA_10537	SCHMD11546
OG0000372	AENJA_10254	SCHMD21831, SCHMD11336
OG0000373	AENJA_10744	SCHMD12690, SCHMD02964
OG0000373	AENJA_18516	SCHMD13176, SCHMD08271
OG0000373	AENJA_11897	SCHMD23955, SCHMD12688, SCHMD08645, SCHMD03859, SCHMD00977, SCHMD18293, SCHMD14409, SCHMD07551, SCHMD03251, SCHMD23180, SCHMD15539, SCHMD16011
OG0000374	AENJA_10989	SCHMD04677, SCHMD23864
OG0000375	AENJA_14683	SCHMD00715
OG0000378	AENJA_09892	SCHMD07011, SCHMD12188
OG0000378	AENJA_03823	SCHMD05583
OG0000379	AENJA_25316	SCHMD22438, SCHMD05351
OG0000379	AENJA_13204	SCHMD04410, SCHMD04728, SCHMD09077, SCHMD07990
OG0000379	AENJA_16703	SCHMD09123, SCHMD25695
OG0000379	AENJA_14680	SCHMD18189, SCHMD00174
OG0000380	AENJA_07033	SCHMD13240, SCHMD12384
OG0000380	AENJA_02537	SCHMD20188, SCHMD16383, SCHMD27479, SCHMD25719
OG0000380	AENJA_08753, AENJA_20573, AENJA_13328, AENJA_08875	SCHMD21526
OG0000380	AENJA_15737	SCHMD20868
OG0000381	AENJA_26433, AENJA_17701, AENJA_12504, AENJA_09535	SCHMD14884, SCHMD02643
OG0000382	AENJA_05991	SCHMD02292
OG0000384	AENJA_12143	SCHMD19488, SCHMD18051
OG0000385	AENJA_16346	SCHMD02710, SCHMD19251, SCHMD20652, SCHMD23399, SCHMD15491
OG0000386	AENJA_18774	SCHMD17175, SCHMD15137, SCHMD15138, SCHMD06530, SCHMD06529
OG0000389	AENJA_06388	SCHMD03232, SCHMD09731
OG0000390	AENJA_23491, AENJA_23482, AENJA_23492, AENJA_06399	SCHMD02401, SCHMD19098
OG0000392	AENJA_11266	SCHMD08120
OG0000393	AENJA_11660	SCHMD10497
OG0000395	AENJA_17521	SCHMD07915
OG0000397	AENJA_26085	SCHMD04641
OG0000399	AENJA_11784, AENJA_23430, AENJA_13359, AENJA_24563, AENJA_03668	SCHMD23059
OG0000402	AENJA_20115	SCHMD02881, SCHMD11412
OG0000403	AENJA_06241	SCHMD28969, SCHMD27788, SCHMD15934, SCHMD03300
OG0000404	AENJA_26390	SCHMD02429
OG0000404	AENJA_17116	SCHMD03546
OG0000404	AENJA_19991	SCHMD06033
OG0000404	AENJA_13308, AENJA_13309	SCHMD09283
OG0000405	AENJA_21234	SCHMD26927, SCHMD22788, SCHMD20823
OG0000409	AENJA_11040	SCHMD04012, SCHMD22098
OG0000409	AENJA_00845, AENJA_01104	SCHMD03752
OG0000410	AENJA_11467	SCHMD21633, SCHMD26345, SCHMD13039, SCHMD24537, SCHMD23335, SCHMD08891
OG0000411	AENJA_11832	SCHMD01429
OG0000412	AENJA_26231	SCHMD11584
OG0000413	AENJA_18235	SCHMD19663
OG0000413	AENJA_12102	SCHMD22416
OG0000419	AENJA_25245, AENJA_25372, AENJA_25244	SCHMD20590, SCHMD23181, SCHMD17261, SCHMD26157
OG0000420	AENJA_05214, AENJA_14372, AENJA_14000, AENJA_14371, AENJA_25418, AENJA_12757, AENJA_24304	SCHMD23004
OG0000422	AENJA_10624	SCHMD13923, SCHMD28499
OG0000423	AENJA_21330, AENJA_26620	SCHMD29684
OG0000424	AENJA_15205, AENJA_15202, AENJA_26752	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568
OG0000425	AENJA_24238	SCHMD24026, SCHMD08029
OG0000426	AENJA_16516	SCHMD02251
OG0000426	AENJA_15653	SCHMD20249
OG0000426	AENJA_15654	SCHMD19378, SCHMD08176
OG0000427	AENJA_26175	SCHMD05143
OG0000430	AENJA_25178	SCHMD11436
OG0000430	AENJA_01511	SCHMD02520, SCHMD12464, SCHMD02519, SCHMD24785, SCHMD23230, SCHMD24867, SCHMD14921, SCHMD02042
OG0000431	AENJA_17426	SCHMD00614
OG0000432	AENJA_08549	SCHMD11313
OG0000432	AENJA_14844	SCHMD08553, SCHMD16033
OG0000433	AENJA_24860	SCHMD05136
OG0000433	AENJA_10323	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790
OG0000434	AENJA_23323, AENJA_21939, AENJA_18428, AENJA_12178	SCHMD11371, SCHMD07829
OG0000435	AENJA_23148	SCHMD12216, SCHMD19476
OG0000436	AENJA_24307	SCHMD13323, SCHMD09381
OG0000437	AENJA_24488, AENJA_24489	SCHMD15978, SCHMD13458, SCHMD13578, SCHMD05773, SCHMD23206, SCHMD08272, SCHMD05769
OG0000440	AENJA_12246	SCHMD23268
OG0000440	AENJA_01075, AENJA_18539, AENJA_07976, AENJA_07721, AENJA_07722	SCHMD12332
OG0000440	AENJA_14946, AENJA_03003	SCHMD00042
OG0000442	AENJA_21364	SCHMD12679
OG0000443	AENJA_15885	SCHMD09029
OG0000443	AENJA_23556	SCHMD25536, SCHMD19549
OG0000444	AENJA_22469	SCHMD00767, SCHMD00766
OG0000445	AENJA_02867, AENJA_01957, AENJA_03366, AENJA_08087, AENJA_03365	SCHMD29179
OG0000446	AENJA_15743	SCHMD12871
OG0000447	AENJA_07978	SCHMD15169, SCHMD15170, SCHMD24266
OG0000448	AENJA_08190, AENJA_08395	SCHMD14173, SCHMD23454, SCHMD22726, SCHMD02667, SCHMD12888, SCHMD05105, SCHMD06817, SCHMD02833, SCHMD08753, SCHMD25489
OG0000449	AENJA_08516	SCHMD07671
OG0000450	AENJA_10311	SCHMD15839, SCHMD21713
OG0000451	AENJA_24500, AENJA_11523	SCHMD26159, SCHMD19041, SCHMD23998, SCHMD11178, SCHMD23705, SCHMD09033, SCHMD21153, SCHMD02447, SCHMD12210, SCHMD23735, SCHMD20464, SCHMD05479, SCHMD09726, SCHMD13513, SCHMD13422, SCHMD18046, SCHMD17594, SCHMD24256, SCHMD16046, SCHMD24473, SCHMD25950, SCHMD00332, SCHMD23622, SCHMD15602, SCHMD03197, SCHMD24239, SCHMD12654, SCHMD07875, SCHMD15860, SCHMD03676, SCHMD00581, SCHMD03540, SCHMD14710, SCHMD14238, SCHMD14940, SCHMD19453, SCHMD09308, SCHMD07711, SCHMD20665, SCHMD03444, SCHMD01579, SCHMD20448, SCHMD24880, SCHMD19020, SCHMD18720, SCHMD23733, SCHMD22734, SCHMD01119, SCHMD04007, SCHMD02366, SCHMD04009, SCHMD23734, SCHMD13442, SCHMD10938, SCHMD21302, SCHMD21883, SCHMD20354, SCHMD10422, SCHMD08889, SCHMD17719, SCHMD18950, SCHMD19310, SCHMD18358, SCHMD06216, SCHMD05078, SCHMD05823, SCHMD19664, SCHMD13939, SCHMD18719, SCHMD01241, SCHMD26703, SCHMD25165, SCHMD14379, SCHMD26658
OG0000451	AENJA_14947	SCHMD02539
OG0000459	AENJA_04182, AENJA_20455, AENJA_09946, AENJA_05581	SCHMD17754
OG0000461	AENJA_22982	SCHMD03515
OG0000461	AENJA_10288	SCHMD06358
OG0000464	AENJA_12226	SCHMD08246, SCHMD10195, SCHMD03352
OG0000465	AENJA_23068	SCHMD09590
OG0000467	AENJA_24285	SCHMD17174, SCHMD20889, SCHMD15139, SCHMD03258, SCHMD22899, SCHMD16369
OG0000469	AENJA_19006	SCHMD15597
OG0000469	AENJA_05512	SCHMD09418
OG0000470	AENJA_25964	SCHMD03185
OG0000472	AENJA_19704	SCHMD01784
OG0000473	AENJA_18952, AENJA_13249	SCHMD29413, SCHMD13933
OG0000476	AENJA_25489, AENJA_12956, AENJA_25847, AENJA_03795	SCHMD25720, SCHMD19904
OG0000476	AENJA_24295, AENJA_10203	SCHMD04015
OG0000476	AENJA_20022	SCHMD07489
OG0000476	AENJA_00742	SCHMD04014
OG0000477	AENJA_02796	SCHMD07515, SCHMD25843, SCHMD09497, SCHMD13098, SCHMD26143, SCHMD09496
OG0000478	AENJA_06501, AENJA_26029, AENJA_06495, AENJA_24003, AENJA_24002	SCHMD11958, SCHMD18286, SCHMD18287, SCHMD14103, SCHMD12511, SCHMD15398, SCHMD08460
OG0000479	AENJA_09587	SCHMD11165
OG0000479	AENJA_09588	SCHMD10108
OG0000479	AENJA_20878	SCHMD14823, SCHMD04174
OG0000480	AENJA_14480	SCHMD19204, SCHMD14582
OG0000480	AENJA_23244	SCHMD09535
OG0000481	AENJA_16592	SCHMD12328
OG0000481	AENJA_22951	SCHMD11352, SCHMD11001
OG0000481	AENJA_11417	SCHMD06297
OG0000484	AENJA_00628	SCHMD29525, SCHMD10182
OG0000485	AENJA_01157, AENJA_13767	SCHMD13016, SCHMD17436
OG0000485	AENJA_15714, AENJA_15716, AENJA_24876, AENJA_15715	SCHMD16799
OG0000485	AENJA_14513	SCHMD17091
OG0000486	AENJA_24911, AENJA_01412	SCHMD19250
OG0000487	AENJA_02732	SCHMD20744
OG0000488	AENJA_10931	SCHMD01306, SCHMD17798, SCHMD16340
OG0000489	AENJA_12938	SCHMD11851, SCHMD19803, SCHMD25207
OG0000490	AENJA_13962	SCHMD03484, SCHMD03477, SCHMD21870, SCHMD21871
OG0000494	AENJA_16419, AENJA_21639, AENJA_05180	SCHMD12513, SCHMD23674, SCHMD27423, SCHMD04960, SCHMD24725, SCHMD26393, SCHMD25222, SCHMD18092, SCHMD26971, SCHMD24713, SCHMD21987
OG0000496	AENJA_13741	SCHMD08379, SCHMD27172
OG0000497	AENJA_14446	SCHMD07173
OG0000497	AENJA_20917	SCHMD12237, SCHMD24017, SCHMD22017, SCHMD24018
OG0000503	AENJA_26692	SCHMD01390, SCHMD06719
OG0000503	AENJA_02664	SCHMD20959
OG0000504	AENJA_09834	SCHMD09635, SCHMD24690, SCHMD16465, SCHMD08164
OG0000505	AENJA_11465	SCHMD10454
OG0000506	AENJA_21734	SCHMD05024
OG0000509	AENJA_11666, AENJA_22245, AENJA_10730, AENJA_17083	SCHMD14563
OG0000513	AENJA_22025, AENJA_22031	SCHMD06575
OG0000514	AENJA_24585	SCHMD15950, SCHMD28993
OG0000519	AENJA_13197, AENJA_00264	SCHMD19355, SCHMD25526
OG0000520	AENJA_00693	SCHMD27845
OG0000521	AENJA_00888	SCHMD05167, SCHMD05164
OG0000522	AENJA_22612	SCHMD23148, SCHMD08897
OG0000523	AENJA_23211, AENJA_01429	SCHMD13520
OG0000524	AENJA_03124	SCHMD01087, SCHMD12691
OG0000525	AENJA_05189	SCHMD04369
OG0000525	AENJA_24865	SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149
OG0000528	AENJA_10012	SCHMD03822
OG0000528	AENJA_23565	SCHMD02315, SCHMD09612
OG0000529	AENJA_13079	SCHMD22774, SCHMD09913
OG0000530	AENJA_14711	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369
OG0000532	AENJA_16814, AENJA_16819, AENJA_21969, AENJA_01491, AENJA_19889	SCHMD07765
OG0000534	AENJA_07190	SCHMD09514
OG0000538	AENJA_23758	SCHMD23313
OG0000542	AENJA_00918	SCHMD05340, SCHMD05911, SCHMD06819
OG0000544	AENJA_21071	SCHMD08368
OG0000545	AENJA_10948	SCHMD20709
OG0000545	AENJA_15907	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257
OG0000545	AENJA_15906	SCHMD24457, SCHMD24458, SCHMD06497, SCHMD12251
OG0000548	AENJA_14730	SCHMD02725, SCHMD00205
OG0000550	AENJA_25194	SCHMD04376, SCHMD04379, SCHMD24742
OG0000551	AENJA_25358	SCHMD18977, SCHMD20852, SCHMD20040, SCHMD29185, SCHMD16306, SCHMD26226, SCHMD18979
OG0000552	AENJA_18702	SCHMD16245, SCHMD21874
OG0000552	AENJA_23603	SCHMD13011
OG0000553	AENJA_25732	SCHMD06981
OG0000560	AENJA_26784, AENJA_05002, AENJA_05259, AENJA_05258, AENJA_11328, AENJA_13330, AENJA_03885, AENJA_09501, AENJA_00484, AENJA_09500, AENJA_00930, AENJA_00927, AENJA_04993	SCHMD12681, SCHMD24482
OG0000562	AENJA_25856	SCHMD10853
OG0000563	AENJA_03438	SCHMD00956, SCHMD23940
OG0000566	AENJA_14810	SCHMD24931, SCHMD26489
OG0000567	AENJA_23422	SCHMD27076, SCHMD27355, SCHMD13533
OG0000571	AENJA_17686, AENJA_01077	SCHMD29720
OG0000572	AENJA_05866	SCHMD10816
OG0000572	AENJA_02750	SCHMD25603
OG0000573	AENJA_05835	SCHMD01043, SCHMD15213
OG0000573	AENJA_03220	SCHMD16187
OG0000574	AENJA_03681	SCHMD01583, SCHMD12209
OG0000575	AENJA_04710	SCHMD10050, SCHMD14865
OG0000576	AENJA_05569	SCHMD17959, SCHMD00167, SCHMD15710
OG0000578	AENJA_09428	SCHMD00300, SCHMD17617
OG0000579	AENJA_18819, AENJA_12593	SCHMD01160, SCHMD01878
OG0000579	AENJA_22778	SCHMD11162, SCHMD25933, SCHMD01879, SCHMD16027, SCHMD27820, SCHMD26175
OG0000580	AENJA_19255	SCHMD23258, SCHMD14664, SCHMD05333
OG0000581	AENJA_15347	SCHMD10093, SCHMD11595, SCHMD08712
OG0000581	AENJA_15345	SCHMD03457
OG0000581	AENJA_15344	SCHMD28022
OG0000582	AENJA_17591	SCHMD16063, SCHMD04882
OG0000583	AENJA_17607	SCHMD01121
OG0000584	AENJA_20506, AENJA_20503, AENJA_24610	SCHMD07152
OG0000586	AENJA_25809	SCHMD16050, SCHMD19532
OG0000588	AENJA_02286	SCHMD01542
OG0000588	AENJA_21633	SCHMD07022
OG0000589	AENJA_05016	SCHMD15105, SCHMD03706, SCHMD08912
OG0000590	AENJA_19774	SCHMD08634
OG0000590	AENJA_07046	SCHMD18326
OG0000591	AENJA_25061	SCHMD10835
OG0000591	AENJA_08329	SCHMD09048, SCHMD27550, SCHMD09047
OG0000592	AENJA_12392	SCHMD11895, SCHMD04777
OG0000592	AENJA_13611	SCHMD09289, SCHMD17605, SCHMD11894
OG0000594	AENJA_00502, AENJA_08887, AENJA_21333, AENJA_15216, AENJA_13904	SCHMD01864
OG0000597	AENJA_10748	SCHMD00271
OG0000602	AENJA_17434, AENJA_11021	SCHMD08918, SCHMD16862
OG0000603	AENJA_20949	SCHMD15890
OG0000604	AENJA_24197	SCHMD15253
OG0000604	AENJA_26538	SCHMD15897
OG0000609	AENJA_03157	SCHMD17568
OG0000610	AENJA_04760	SCHMD01064
OG0000611	AENJA_15613	SCHMD07468
OG0000611	AENJA_05204	SCHMD07467
OG0000611	AENJA_13627	SCHMD10118
OG0000612	AENJA_06346	SCHMD04363, SCHMD09119
OG0000613	AENJA_08922	SCHMD19801, SCHMD26357, SCHMD15315
OG0000614	AENJA_17421	SCHMD02000
OG0000615	AENJA_18501, AENJA_11134	SCHMD15391, SCHMD21719, SCHMD22476
OG0000618	AENJA_25954, AENJA_25956	SCHMD12905, SCHMD16442
OG0000623	AENJA_02871	SCHMD06017, SCHMD06018
OG0000623	AENJA_17960	SCHMD05599, SCHMD06718, SCHMD03445, SCHMD22744, SCHMD24118, SCHMD17727, SCHMD12585
OG0000624	AENJA_13893, AENJA_06380, AENJA_22597	SCHMD01951
OG0000625	AENJA_07653	SCHMD16192, SCHMD02579, SCHMD24418, SCHMD24453, SCHMD20917
OG0000626	AENJA_12652	SCHMD22993, SCHMD02730, SCHMD02477
OG0000628	AENJA_25533	SCHMD21997
OG0000628	AENJA_13648	SCHMD24762, SCHMD25901
OG0000634	AENJA_04829	SCHMD10172, SCHMD10394, SCHMD05099, SCHMD10171, SCHMD10393, SCHMD05098, SCHMD18845
OG0000635	AENJA_16658	SCHMD16010
OG0000636	AENJA_07463	SCHMD23842, SCHMD07652, SCHMD03198
OG0000637	AENJA_16161, AENJA_07771	SCHMD24038
OG0000639	AENJA_10965	SCHMD15823
OG0000639	AENJA_22126	SCHMD12604, SCHMD12603
OG0000642	AENJA_02487, AENJA_00389, AENJA_26018	SCHMD07724
OG0000643	AENJA_00652	SCHMD14321
OG0000645	AENJA_22405	SCHMD29005
OG0000646	AENJA_01294, AENJA_21315	SCHMD24176
OG0000646	AENJA_07139	SCHMD25176, SCHMD22477
OG0000647	AENJA_07172, AENJA_01826	SCHMD29494
OG0000648	AENJA_04819	SCHMD18065
OG0000649	AENJA_09384, AENJA_14703	SCHMD18549, SCHMD18847, SCHMD16842, SCHMD03271
OG0000651	AENJA_15937	SCHMD02428
OG0000653	AENJA_23630	SCHMD07619, SCHMD08845
OG0000654	AENJA_23986	SCHMD01650, SCHMD19469
OG0000657	AENJA_06847	SCHMD14158
OG0000657	AENJA_14948, AENJA_01442	SCHMD18210
OG0000660	AENJA_07533, AENJA_06621	SCHMD20422, SCHMD27193
OG0000661	AENJA_21719, AENJA_08009	SCHMD15279
OG0000662	AENJA_08142	SCHMD04360
OG0000662	AENJA_21495	SCHMD05635
OG0000664	AENJA_14841	SCHMD04491, SCHMD14555
OG0000664	AENJA_15036	SCHMD04182
OG0000665	AENJA_18167	SCHMD09294
OG0000670	AENJA_07203	SCHMD21177, SCHMD16575, SCHMD24810, SCHMD18592, SCHMD04685, SCHMD22152, SCHMD02150, SCHMD05669, SCHMD12381, SCHMD13315, SCHMD13316, SCHMD12100
OG0000672	AENJA_11032	SCHMD10307, SCHMD15500
OG0000672	AENJA_02173	SCHMD03901
OG0000674	AENJA_03705	SCHMD14256
OG0000676	AENJA_04404	SCHMD08131
OG0000678	AENJA_05842	SCHMD26583
OG0000680	AENJA_14535	SCHMD17558
OG0000680	AENJA_08373	SCHMD25925
OG0000681	AENJA_12150	SCHMD26784, SCHMD03976
OG0000682	AENJA_14433	SCHMD04644, SCHMD08708, SCHMD25504, SCHMD17552, SCHMD21787, SCHMD07246, SCHMD25376, SCHMD05512
OG0000683	AENJA_18458	SCHMD21601
OG0000683	AENJA_20329	SCHMD28199, SCHMD24958
OG0000684	AENJA_20633	SCHMD07403
OG0000685	AENJA_25532	SCHMD09879, SCHMD09881
OG0000690	AENJA_04544	SCHMD24354
OG0000692	AENJA_17363	SCHMD24514, SCHMD18362
OG0000692	AENJA_13840	SCHMD11826
OG0000692	AENJA_02403	SCHMD02580
OG0000694	AENJA_02666, AENJA_15805	SCHMD02121, SCHMD02119
OG0000695	AENJA_03084	SCHMD03466
OG0000696	AENJA_12321	SCHMD17223, SCHMD17224, SCHMD29303
OG0000696	AENJA_06971	SCHMD10590
OG0000697	AENJA_20153	SCHMD11298
OG0000697	AENJA_07893, AENJA_21762	SCHMD10349, SCHMD08041
OG0000698	AENJA_24098	SCHMD15424
OG0000700	AENJA_23946	SCHMD27774, SCHMD20215
OG0000702	AENJA_23407	SCHMD21765, SCHMD21766
OG0000703	AENJA_26753	SCHMD16900, SCHMD27672, SCHMD19745, SCHMD27562, SCHMD13056, SCHMD14155, SCHMD02015, SCHMD21390, SCHMD19872, SCHMD13000, SCHMD28016, SCHMD02951, SCHMD22472, SCHMD05181, SCHMD19746, SCHMD15814, SCHMD02952, SCHMD15683
OG0000703	AENJA_26449	SCHMD03880
OG0000706	AENJA_23411, AENJA_25177, AENJA_22931	SCHMD26259, SCHMD27843
OG0000708	AENJA_10491	SCHMD25653
OG0000708	AENJA_00725	SCHMD21805
OG0000709	AENJA_11142, AENJA_19288, AENJA_01143	SCHMD20599, SCHMD21920
OG0000710	AENJA_01828	SCHMD02362, SCHMD00177, SCHMD02354, SCHMD10827, SCHMD18803, SCHMD02525, SCHMD27616, SCHMD13241
OG0000711	AENJA_12494	SCHMD16082
OG0000711	AENJA_02057	SCHMD02785
OG0000713	AENJA_08677, AENJA_06149, AENJA_06146	SCHMD17095
OG0000716	AENJA_17206	SCHMD04462, SCHMD22884, SCHMD19144, SCHMD07207, SCHMD17723
OG0000717	AENJA_19227	SCHMD26760, SCHMD12553
OG0000718	AENJA_24056, AENJA_24052, AENJA_21088	SCHMD24218
OG0000720	AENJA_05144	SCHMD03708
OG0000721	AENJA_16007, AENJA_01615	SCHMD15260, SCHMD29752, SCHMD09543
OG0000722	AENJA_02846	SCHMD24922, SCHMD24923, SCHMD24635, SCHMD22124
OG0000724	AENJA_08671	SCHMD11468, SCHMD08667
OG0000725	AENJA_09106	SCHMD14819, SCHMD12919
OG0000730	AENJA_04711	SCHMD22617, SCHMD17182, SCHMD08320, SCHMD02965
OG0000731	AENJA_07204	SCHMD03063
OG0000732	AENJA_23886	SCHMD09651
OG0000732	AENJA_07798, AENJA_12389	SCHMD05249
OG0000733	AENJA_07801	SCHMD28225, SCHMD15626
OG0000734	AENJA_10770	SCHMD11583, SCHMD14768, SCHMD09332, SCHMD02937, SCHMD07242, SCHMD04118, SCHMD01513, SCHMD07878, SCHMD24039, SCHMD13942, SCHMD22315, SCHMD14455, SCHMD27004, SCHMD20850, SCHMD13509, SCHMD10084, SCHMD08723, SCHMD14485, SCHMD25295, SCHMD26519, SCHMD04103, SCHMD26949, SCHMD09270, SCHMD20387, SCHMD03648, SCHMD09683, SCHMD10543, SCHMD08018, SCHMD27636, SCHMD18698, SCHMD07342, SCHMD09685, SCHMD09684, SCHMD15319, SCHMD24961, SCHMD26040, SCHMD09274, SCHMD04119
OG0000735	AENJA_15834	SCHMD07620
OG0000740	AENJA_11591	SCHMD13587
OG0000740	AENJA_08856	SCHMD16462
OG0000743	AENJA_02218	SCHMD08529, SCHMD21398
OG0000745	AENJA_25526	SCHMD29471
OG0000748	AENJA_15960	SCHMD06828, SCHMD06887, SCHMD11059, SCHMD09770
