Orthogroup	SCHMD	XENTR
OG0000360	SCHMD06047	XENTR08828, XENTR08830, XENTR08829, XENTR03303, XENTR18235
OG0000367	SCHMD09947	XENTR00773, XENTR02827, XENTR18936, XENTR18872, XENTR04515, XENTR03632
OG0000372	SCHMD21831, SCHMD11336	XENTR12969, XENTR16656
OG0000373	SCHMD02964	XENTR16184
OG0000373	SCHMD08646, SCHMD00201	XENTR10296
OG0000373	SCHMD13176, SCHMD08271	XENTR11366
OG0000374	SCHMD04677, SCHMD23864	XENTR06197, XENTR03155
OG0000375	SCHMD00715	XENTR17679, XENTR09225
OG0000378	SCHMD07011, SCHMD12188	XENTR12085, XENTR05893, XENTR15421, XENTR11577
OG0000378	SCHMD05583	XENTR06047, XENTR17806, XENTR08243
OG0000379	SCHMD22438, SCHMD05351	XENTR03681
OG0000379	SCHMD04410, SCHMD04728, SCHMD09077, SCHMD07990	XENTR09134
OG0000379	SCHMD09123, SCHMD25695	XENTR01840
OG0000379	SCHMD18189, SCHMD00174	XENTR07942
OG0000380	SCHMD10844, SCHMD21526	XENTR02493
OG0000382	SCHMD02292	XENTR02893, XENTR02790, XENTR02892, XENTR02791
OG0000384	SCHMD15878	XENTR14248, XENTR04885
OG0000386	SCHMD17175, SCHMD15137, SCHMD15138, SCHMD06530, SCHMD06529, SCHMD19089, SCHMD16199, SCHMD15535, SCHMD12800	XENTR15040, XENTR18021, XENTR05259, XENTR18911, XENTR19193
OG0000389	SCHMD03232, SCHMD09731	XENTR13046, XENTR07562
OG0000392	SCHMD08120	XENTR05821, XENTR05820, XENTR16898, XENTR05822, XENTR00373
OG0000393	SCHMD10497	XENTR11795
OG0000395	SCHMD07915	XENTR11886, XENTR11885, XENTR17144, XENTR02622
OG0000397	SCHMD04641	XENTR11555, XENTR13105, XENTR02279, XENTR18769
OG0000399	SCHMD06729	XENTR04487
OG0000399	SCHMD23058, SCHMD03563, SCHMD24680	XENTR16657
OG0000400	SCHMD00908	XENTR01263
OG0000402	SCHMD02881, SCHMD11412	XENTR12413
OG0000403	SCHMD28969, SCHMD27788, SCHMD15934, SCHMD03300, SCHMD02225, SCHMD03301	XENTR05766
OG0000404	SCHMD02429	XENTR04297, XENTR00047
OG0000404	SCHMD03546	XENTR15190
OG0000405	SCHMD26927, SCHMD22788, SCHMD20823	XENTR12151, XENTR12577, XENTR12578, XENTR04243
OG0000410	SCHMD21633, SCHMD26345, SCHMD13039, SCHMD24537, SCHMD23335, SCHMD08891	XENTR15236
OG0000411	SCHMD11962, SCHMD08731, SCHMD19533	XENTR03540, XENTR02784, XENTR12185
OG0000412	SCHMD08478	XENTR00072
OG0000412	SCHMD11584	XENTR04274
OG0000413	SCHMD19663	XENTR02384, XENTR00587, XENTR14291
OG0000413	SCHMD18817, SCHMD28614	XENTR06107, XENTR11920, XENTR09714
OG0000417	SCHMD12489, SCHMD12109, SCHMD17648, SCHMD04656	XENTR07465, XENTR03297, XENTR18273, XENTR04063, XENTR17923, XENTR11421, XENTR03702, XENTR15135
OG0000417	SCHMD05726, SCHMD07229, SCHMD26855, SCHMD04770	XENTR16506, XENTR01340
OG0000419	SCHMD20590, SCHMD23181, SCHMD17261, SCHMD26157	XENTR11508, XENTR02542, XENTR02541, XENTR16666, XENTR17941, XENTR16880
OG0000420	SCHMD23004	XENTR13191, XENTR04997
OG0000422	SCHMD11782, SCHMD13921, SCHMD19755, SCHMD21866	XENTR04080, XENTR07599
OG0000424	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568	XENTR06704
OG0000425	SCHMD24026, SCHMD08029	XENTR18784
OG0000426	SCHMD02251	XENTR13177, XENTR13178
OG0000426	SCHMD19378, SCHMD08176	XENTR13136, XENTR11204, XENTR01857
OG0000427	SCHMD05143	XENTR17783, XENTR06248
OG0000430	SCHMD02042	XENTR00045, XENTR12676, XENTR12674, XENTR12675, XENTR12673, XENTR10139
OG0000431	SCHMD00614	XENTR09022, XENTR09024, XENTR09055
OG0000432	SCHMD11313	XENTR10719
OG0000433	SCHMD05136	XENTR13728, XENTR07334
OG0000433	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790	XENTR08150, XENTR16244
OG0000434	SCHMD11371, SCHMD07829	XENTR02153
OG0000435	SCHMD12216, SCHMD19476	XENTR10898, XENTR12043, XENTR06258, XENTR02452
OG0000436	SCHMD13323, SCHMD09381	XENTR17485, XENTR17484
OG0000437	SCHMD15978, SCHMD13458, SCHMD13578, SCHMD05773, SCHMD23206, SCHMD08272, SCHMD05769	XENTR01065, XENTR01066, XENTR10011
OG0000442	SCHMD12679	XENTR03078, XENTR07242, XENTR07241
OG0000443	SCHMD09029	XENTR16164, XENTR16165
OG0000445	SCHMD29179	XENTR04223
OG0000448	SCHMD14173, SCHMD23454, SCHMD22726, SCHMD02667, SCHMD12888, SCHMD05105, SCHMD06817, SCHMD02833, SCHMD08753, SCHMD25489	XENTR09535, XENTR16808, XENTR10820
OG0000448	SCHMD14991, SCHMD13255, SCHMD21809, SCHMD23174, SCHMD28228	XENTR00924, XENTR07862, XENTR03653, XENTR12770
OG0000449	SCHMD07672	XENTR11061, XENTR11430, XENTR11429, XENTR15332, XENTR15333, XENTR07792
OG0000450	SCHMD15839, SCHMD21713	XENTR14894, XENTR03676
OG0000451	SCHMD26159, SCHMD19041, SCHMD23998, SCHMD11178, SCHMD23705, SCHMD09033, SCHMD21153, SCHMD02447, SCHMD12210, SCHMD23735, SCHMD20464, SCHMD05479, SCHMD09726, SCHMD13513, SCHMD13422, SCHMD18046, SCHMD17594, SCHMD24256, SCHMD16046, SCHMD24473, SCHMD25950, SCHMD00332, SCHMD23622, SCHMD15602, SCHMD03197, SCHMD24239, SCHMD12654, SCHMD07875, SCHMD15860, SCHMD03676, SCHMD00581, SCHMD03540, SCHMD14710, SCHMD14238, SCHMD14940, SCHMD19453, SCHMD09308, SCHMD07711, SCHMD20665, SCHMD03444, SCHMD01579, SCHMD20448, SCHMD24880, SCHMD19020, SCHMD18720, SCHMD23733, SCHMD22734, SCHMD01119, SCHMD04007, SCHMD02366, SCHMD04009, SCHMD23734, SCHMD13442, SCHMD10938, SCHMD21302, SCHMD21883, SCHMD20354, SCHMD10422, SCHMD08889, SCHMD17719, SCHMD18950, SCHMD19310, SCHMD18358, SCHMD06216, SCHMD05078, SCHMD05823, SCHMD19664, SCHMD13939, SCHMD18719, SCHMD01241, SCHMD26703, SCHMD25165, SCHMD14379, SCHMD26658	XENTR11332, XENTR03120
OG0000454	SCHMD11564	XENTR15860
OG0000454	SCHMD17914	XENTR05872, XENTR05292, XENTR15861
OG0000458	SCHMD04852, SCHMD04851	XENTR12853, XENTR09327
OG0000459	SCHMD17754	XENTR07204, XENTR12836, XENTR12837
OG0000461	SCHMD03515	XENTR16800
OG0000461	SCHMD06358	XENTR03673, XENTR10322, XENTR10323
OG0000464	SCHMD16156, SCHMD15923, SCHMD02223, SCHMD05212, SCHMD02541, SCHMD03828, SCHMD13599, SCHMD27981, SCHMD12267, SCHMD22180, SCHMD10392, SCHMD10388, SCHMD17747, SCHMD13361, SCHMD12709	XENTR11180, XENTR15189, XENTR12071
OG0000465	SCHMD09590	XENTR04514
OG0000469	SCHMD15597	XENTR07061
OG0000470	SCHMD05493	XENTR07308, XENTR18456
OG0000470	SCHMD03185	XENTR08990
OG0000472	SCHMD01783	XENTR17375, XENTR17373
OG0000473	SCHMD29413, SCHMD13933	XENTR07541, XENTR04001, XENTR14187, XENTR04930
OG0000476	SCHMD25720, SCHMD19904	XENTR14517
OG0000476	SCHMD04015	XENTR09662
OG0000478	SCHMD11958, SCHMD18286, SCHMD18287, SCHMD14103, SCHMD12511, SCHMD15398, SCHMD08460	XENTR07036
OG0000479	SCHMD14823, SCHMD04174	XENTR15349, XENTR00798
OG0000480	SCHMD19204, SCHMD14582	XENTR16905
OG0000481	SCHMD12328	XENTR18341
OG0000481	SCHMD11352, SCHMD11001	XENTR16095
OG0000481	SCHMD06297	XENTR07539, XENTR12694
OG0000482	SCHMD03011, SCHMD06211, SCHMD06212, SCHMD17358	XENTR00585
OG0000485	SCHMD13016, SCHMD17436	XENTR04208, XENTR03378
OG0000485	SCHMD16799	XENTR10818
OG0000486	SCHMD19250	XENTR07282, XENTR04857
OG0000487	SCHMD20744	XENTR15492
OG0000488	SCHMD01306, SCHMD17798, SCHMD16340	XENTR02455
OG0000489	SCHMD11851, SCHMD19803, SCHMD25207	XENTR00237, XENTR09516, XENTR00238, XENTR11465
OG0000490	SCHMD21870	XENTR16561, XENTR06162, XENTR06161
OG0000491	SCHMD03171, SCHMD08983, SCHMD20738, SCHMD13341, SCHMD07340, SCHMD18133, SCHMD23188, SCHMD23436, SCHMD27960, SCHMD18920, SCHMD17666, SCHMD22815, SCHMD07927, SCHMD20806, SCHMD08846, SCHMD08847, SCHMD23642, SCHMD25563, SCHMD27546, SCHMD28266, SCHMD26950, SCHMD21486, SCHMD20472, SCHMD23045, SCHMD23074, SCHMD09539, SCHMD08981, SCHMD06713, SCHMD11915, SCHMD09317, SCHMD02859, SCHMD00109, SCHMD00103, SCHMD08015, SCHMD18354, SCHMD03551, SCHMD00998	XENTR05260, XENTR04378, XENTR03295
OG0000494	SCHMD12513, SCHMD23674, SCHMD27423, SCHMD04960, SCHMD24725, SCHMD26393, SCHMD25222, SCHMD18092, SCHMD26971, SCHMD24713, SCHMD21987	XENTR11154, XENTR04560, XENTR01512, XENTR10308
OG0000496	SCHMD10819	XENTR06269, XENTR06649, XENTR06268, XENTR12644
OG0000496	SCHMD00832	XENTR16261
OG0000497	SCHMD07173	XENTR12510, XENTR13344
OG0000497	SCHMD12237, SCHMD24017, SCHMD22017, SCHMD24018	XENTR06183, XENTR09162
OG0000503	SCHMD01390, SCHMD06719	XENTR11822, XENTR11424, XENTR11425, XENTR12881, XENTR12882
OG0000503	SCHMD11669, SCHMD06049, SCHMD28480, SCHMD07183, SCHMD28610, SCHMD20959	XENTR10022
OG0000504	SCHMD09636, SCHMD05294, SCHMD24012, SCHMD24184, SCHMD19827, SCHMD05293, SCHMD22132, SCHMD09637, SCHMD12821, SCHMD09697, SCHMD24410, SCHMD25007, SCHMD25497, SCHMD16466, SCHMD25962, SCHMD08165, SCHMD14224, SCHMD23834, SCHMD24691, SCHMD24897, SCHMD16428, SCHMD22263, SCHMD09635, SCHMD24690, SCHMD16465, SCHMD08164	XENTR18610, XENTR02766, XENTR13287, XENTR05277
OG0000505	SCHMD10454	XENTR15726, XENTR09584, XENTR09585, XENTR10436, XENTR09693, XENTR09694
OG0000506	SCHMD05024	XENTR17321, XENTR17322, XENTR10543, XENTR09706, XENTR05906
OG0000513	SCHMD10779, SCHMD15278, SCHMD14712, SCHMD04597	XENTR12820, XENTR12821, XENTR01957, XENTR12745, XENTR07542
OG0000514	SCHMD15950, SCHMD28993	XENTR05611, XENTR01673
OG0000519	SCHMD19355, SCHMD25526	XENTR04553
OG0000520	SCHMD05956	XENTR10317, XENTR14896
OG0000521	SCHMD05167, SCHMD05164	XENTR12652, XENTR09000, XENTR04152, XENTR14112
OG0000523	SCHMD13520	XENTR10295, XENTR14142, XENTR06979, XENTR10287, XENTR12571
OG0000524	SCHMD01087, SCHMD12691	XENTR09435
OG0000525	SCHMD04369	XENTR09923
OG0000525	SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149	XENTR10927
OG0000527	SCHMD13845, SCHMD20940, SCHMD24670	XENTR01298, XENTR15872
OG0000528	SCHMD02315, SCHMD09612	XENTR08509, XENTR02076, XENTR15793, XENTR01661
OG0000529	SCHMD06409	XENTR16534, XENTR03224, XENTR04094
OG0000530	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369	XENTR09841, XENTR08688, XENTR03985
OG0000532	SCHMD07765	XENTR11367, XENTR18190
OG0000538	SCHMD23313	XENTR12900, XENTR13063
OG0000538	SCHMD17312	XENTR02989, XENTR02990
OG0000540	SCHMD22622	XENTR15064, XENTR01264, XENTR01978, XENTR04538, XENTR06456, XENTR08645, XENTR01979, XENTR12381, XENTR04201, XENTR06226, XENTR14996
OG0000544	SCHMD08369	XENTR00346, XENTR00347
OG0000544	SCHMD08368	XENTR06733
OG0000545	SCHMD20709	XENTR03840
OG0000545	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257	XENTR09092, XENTR14538, XENTR09005, XENTR11985
OG0000548	SCHMD11369	XENTR15842, XENTR12691, XENTR12827
OG0000548	SCHMD02725, SCHMD00205	XENTR14858, XENTR16215
OG0000550	SCHMD04377, SCHMD04195	XENTR07186
OG0000552	SCHMD16245, SCHMD21874	XENTR04244
OG0000552	SCHMD07234	XENTR09263
OG0000552	SCHMD13011	XENTR15303
OG0000553	SCHMD06981	XENTR07370
OG0000560	SCHMD12681, SCHMD24482	XENTR09304
OG0000561	SCHMD09766	XENTR08504, XENTR11638, XENTR07523
OG0000562	SCHMD10853	XENTR08112
OG0000566	SCHMD24931, SCHMD26489	XENTR08330, XENTR08129, XENTR08128
OG0000567	SCHMD27076, SCHMD27355, SCHMD13533	XENTR01468, XENTR04575, XENTR17225
OG0000567	SCHMD00241, SCHMD03989, SCHMD19236, SCHMD27026	XENTR15381
OG0000572	SCHMD10816	XENTR13098, XENTR15792
OG0000572	SCHMD25603	XENTR15287, XENTR08060, XENTR08059
OG0000573	SCHMD01043, SCHMD15213, SCHMD24610	XENTR00290
OG0000573	SCHMD16187	XENTR08127
OG0000574	SCHMD00489	XENTR06500
OG0000576	SCHMD15710	XENTR08548, XENTR01107, XENTR13035
OG0000578	SCHMD00300, SCHMD17617	XENTR16212, XENTR09090, XENTR03873, XENTR03874, XENTR02080, XENTR02081
OG0000579	SCHMD16027, SCHMD27820, SCHMD26175	XENTR06804
OG0000580	SCHMD23258, SCHMD14664, SCHMD05333	XENTR15703, XENTR08338
OG0000581	SCHMD10093, SCHMD11595, SCHMD08712	XENTR03879, XENTR01644
OG0000581	SCHMD03457	XENTR01643, XENTR03880, XENTR01642
OG0000582	SCHMD16063, SCHMD04882	XENTR06486, XENTR09933, XENTR15164, XENTR11764
OG0000583	SCHMD05295, SCHMD25227, SCHMD08418, SCHMD20267, SCHMD01121, SCHMD04123, SCHMD14346, SCHMD17189, SCHMD06646	XENTR02046, XENTR15416, XENTR05897, XENTR15995
OG0000585	SCHMD24793, SCHMD28810, SCHMD24792, SCHMD27773, SCHMD04336	XENTR12848, XENTR02849, XENTR01232
OG0000586	SCHMD22071, SCHMD26810, SCHMD08470	XENTR04444, XENTR16297, XENTR11420
OG0000587	SCHMD03879, SCHMD05571	XENTR08579, XENTR15453, XENTR11141, XENTR11142
OG0000588	SCHMD01542	XENTR06511, XENTR13248, XENTR15252
OG0000588	SCHMD09247, SCHMD07021, SCHMD07022	XENTR17128
OG0000589	SCHMD15105, SCHMD03706, SCHMD08912	XENTR11197, XENTR12066, XENTR01256, XENTR01604
OG0000590	SCHMD08634	XENTR14925, XENTR01750, XENTR12267, XENTR05220
OG0000590	SCHMD18326	XENTR09959, XENTR09960, XENTR17798, XENTR17799
OG0000591	SCHMD10835	XENTR07336
OG0000591	SCHMD09048, SCHMD27550, SCHMD09047	XENTR09716
OG0000592	SCHMD11895, SCHMD04777	XENTR05738, XENTR09881, XENTR09851, XENTR16083
OG0000594	SCHMD01864	XENTR10947, XENTR07145, XENTR14812, XENTR16939, XENTR07147, XENTR12851, XENTR04133, XENTR12850, XENTR02361
OG0000597	SCHMD00271	XENTR17671, XENTR17670, XENTR19170, XENTR01128
OG0000602	SCHMD08918, SCHMD16862	XENTR02033, XENTR02032, XENTR03241, XENTR03242, XENTR15509, XENTR02031
OG0000603	SCHMD15890	XENTR06555, XENTR06631, XENTR12110, XENTR06556
OG0000608	SCHMD15186, SCHMD26174, SCHMD17635, SCHMD02399, SCHMD22885, SCHMD28488, SCHMD21715, SCHMD03775, SCHMD03332, SCHMD19634, SCHMD17646, SCHMD03589, SCHMD14815, SCHMD16437, SCHMD20944, SCHMD17326, SCHMD00012, SCHMD22746, SCHMD20032, SCHMD27285, SCHMD20026, SCHMD27107, SCHMD27745, SCHMD21492, SCHMD20815, SCHMD23556, SCHMD27805, SCHMD18985, SCHMD22041, SCHMD23795, SCHMD10230, SCHMD04889, SCHMD10732, SCHMD11676, SCHMD24210, SCHMD25141, SCHMD15027, SCHMD22557, SCHMD26434, SCHMD13135, SCHMD10188, SCHMD24847, SCHMD05331, SCHMD04691, SCHMD08611, SCHMD00173, SCHMD04600, SCHMD24398, SCHMD26789, SCHMD27842, SCHMD17882, SCHMD05452	XENTR05631
OG0000609	SCHMD17568	XENTR09422
OG0000611	SCHMD10118	XENTR00513
OG0000612	SCHMD04363, SCHMD09119	XENTR15265, XENTR02014, XENTR19287
OG0000612	SCHMD12368	XENTR02467
OG0000613	SCHMD11333	XENTR09622, XENTR03003, XENTR12862
OG0000614	SCHMD02000, SCHMD19846, SCHMD14215, SCHMD02001	XENTR14290
OG0000615	SCHMD18570, SCHMD15390	XENTR05253
OG0000619	SCHMD20094	XENTR13390, XENTR07082, XENTR07081, XENTR09376
OG0000623	SCHMD06017, SCHMD06018	XENTR07882
OG0000623	SCHMD05599, SCHMD06718, SCHMD03445, SCHMD22744, SCHMD24118, SCHMD17727, SCHMD12585	XENTR16677, XENTR03896
OG0000624	SCHMD01951	XENTR10751, XENTR05400
OG0000628	SCHMD21997	XENTR12865, XENTR04952
OG0000628	SCHMD24762, SCHMD25901	XENTR02456, XENTR13000
OG0000634	SCHMD10172, SCHMD10394, SCHMD05099, SCHMD10171, SCHMD10393, SCHMD05098, SCHMD18845	XENTR18822, XENTR18823, XENTR19156
OG0000635	SCHMD14919, SCHMD24865, SCHMD18425, SCHMD10798	XENTR06487
OG0000636	SCHMD23842, SCHMD07652, SCHMD03198	XENTR11087, XENTR12476
OG0000637	SCHMD24038	XENTR17167, XENTR09803
OG0000639	SCHMD15823	XENTR14136, XENTR08621
OG0000639	SCHMD12604, SCHMD12603	XENTR10212, XENTR12548, XENTR02478
OG0000641	SCHMD25977	XENTR18866, XENTR07217, XENTR07208, XENTR07216, XENTR07215, XENTR07214, XENTR07213, XENTR07212, XENTR07211, XENTR07209, XENTR07210, XENTR17075
OG0000642	SCHMD07724	XENTR11733
OG0000643	SCHMD14321	XENTR12663, XENTR11361
OG0000645	SCHMD29005	XENTR04338
OG0000646	SCHMD24176	XENTR04406
OG0000646	SCHMD25176, SCHMD22477	XENTR07263, XENTR07262, XENTR17137
OG0000647	SCHMD29494	XENTR08053, XENTR13028, XENTR13027, XENTR17079
OG0000648	SCHMD18065	XENTR08178, XENTR10991
OG0000649	SCHMD18549, SCHMD18847, SCHMD16842, SCHMD03271	XENTR03771, XENTR03773, XENTR03774, XENTR03772, XENTR03775, XENTR11809
OG0000653	SCHMD07619, SCHMD08845	XENTR15383, XENTR08517, XENTR11621, XENTR02067, XENTR00431
OG0000654	SCHMD01650, SCHMD19469	XENTR06209, XENTR17283, XENTR15108, XENTR08609
OG0000657	SCHMD18210	XENTR09582, XENTR05287
OG0000660	SCHMD02770	XENTR01113
OG0000660	SCHMD20422, SCHMD27193	XENTR00531, XENTR03245
OG0000664	SCHMD04491, SCHMD14555	XENTR18935, XENTR10788, XENTR02592
OG0000664	SCHMD04182	XENTR08222, XENTR08223, XENTR08221, XENTR05344
OG0000665	SCHMD09294	XENTR10286, XENTR14432, XENTR14325, XENTR18084, XENTR14324
OG0000666	SCHMD26735, SCHMD04900, SCHMD10850, SCHMD10849	XENTR10727, XENTR01680, XENTR17784
OG0000672	SCHMD03901	XENTR14352
OG0000674	SCHMD14256	XENTR01435, XENTR06759
OG0000674	SCHMD27363, SCHMD28202	XENTR08702
OG0000676	SCHMD08131	XENTR08597, XENTR02025, XENTR07079
OG0000680	SCHMD17558	XENTR17739
OG0000680	SCHMD25925	XENTR03777, XENTR07100
OG0000681	SCHMD26784, SCHMD03976	XENTR01035, XENTR10823
OG0000682	SCHMD04644, SCHMD08708, SCHMD25504, SCHMD17552, SCHMD21787, SCHMD07246, SCHMD25376, SCHMD05512	XENTR06453, XENTR17621, XENTR15062
OG0000683	SCHMD21601	XENTR15130
OG0000684	SCHMD07574, SCHMD07399, SCHMD07458, SCHMD23235, SCHMD27158, SCHMD07403	XENTR16125, XENTR03725, XENTR09968, XENTR03724
OG0000685	SCHMD02797, SCHMD09882	XENTR05435, XENTR04446, XENTR00393
OG0000690	SCHMD24354	XENTR12763, XENTR09156
OG0000690	SCHMD17313, SCHMD21259, SCHMD18093	XENTR16042
OG0000692	SCHMD02580	XENTR09451
OG0000694	SCHMD02121, SCHMD02119	XENTR09772
OG0000696	SCHMD17223, SCHMD17224, SCHMD29303	XENTR00213
OG0000696	SCHMD10590	XENTR05925
OG0000697	SCHMD10349, SCHMD08041	XENTR02874, XENTR02556, XENTR06818, XENTR11308
OG0000699	SCHMD20380, SCHMD24169, SCHMD20675, SCHMD24967	XENTR15466, XENTR05930, XENTR17608, XENTR08575
OG0000701	SCHMD02913, SCHMD15835, SCHMD15836	XENTR08735, XENTR08734, XENTR08926, XENTR08927, XENTR06451, XENTR01949
OG0000702	SCHMD21765, SCHMD21766	XENTR11939, XENTR05068, XENTR14141
OG0000703	SCHMD03880	XENTR08730, XENTR08729, XENTR05594
OG0000704	SCHMD17381	XENTR15117
OG0000706	SCHMD26259, SCHMD27843	XENTR09148, XENTR02593
OG0000708	SCHMD25653	XENTR03991
OG0000709	SCHMD18124	XENTR12794
OG0000711	SCHMD16082	XENTR17290, XENTR14028
OG0000711	SCHMD02785	XENTR12075, XENTR10806
OG0000712	SCHMD23626	XENTR04994, XENTR00668, XENTR15876, XENTR04890
OG0000713	SCHMD17095	XENTR18876, XENTR06309
OG0000716	SCHMD04462, SCHMD22884, SCHMD19144, SCHMD07207, SCHMD17723	XENTR06302, XENTR07615, XENTR18854, XENTR11906
OG0000717	SCHMD26760, SCHMD12553	XENTR04673, XENTR10456, XENTR15535
OG0000718	SCHMD24218, SCHMD05666, SCHMD25000, SCHMD11831	XENTR16847, XENTR16460, XENTR09687, XENTR17406, XENTR09096, XENTR10099
OG0000721	SCHMD15260, SCHMD29752, SCHMD09543	XENTR07131, XENTR04541, XENTR08795, XENTR14738, XENTR09604, XENTR10764
OG0000722	SCHMD24922, SCHMD24923, SCHMD24635, SCHMD22124	XENTR06651, XENTR07504, XENTR09493, XENTR17327
OG0000724	SCHMD07525, SCHMD08666	XENTR15314
OG0000725	SCHMD11698	XENTR04704, XENTR14529
OG0000725	SCHMD14819, SCHMD12919	XENTR04435
OG0000730	SCHMD22617, SCHMD17182, SCHMD08320, SCHMD02965	XENTR03375, XENTR12898
OG0000731	SCHMD03063	XENTR06230, XENTR09272, XENTR06186
OG0000732	SCHMD09651	XENTR11927, XENTR08594
OG0000732	SCHMD05249	XENTR13213, XENTR00357
OG0000733	SCHMD28225, SCHMD15626	XENTR12956, XENTR09501, XENTR05537
OG0000733	SCHMD02163	XENTR08499
OG0000735	SCHMD07620	XENTR03017, XENTR16831, XENTR00243, XENTR00244
OG0000740	SCHMD13587	XENTR18507, XENTR17533, XENTR10575, XENTR10574
OG0000748	SCHMD06828, SCHMD06887, SCHMD11059, SCHMD09770	XENTR10860, XENTR10861
OG0000751	SCHMD12293, SCHMD13329, SCHMD18701, SCHMD04693, SCHMD17218, SCHMD17217, SCHMD03838, SCHMD03689, SCHMD13065, SCHMD14600, SCHMD18030, SCHMD13408	XENTR03358, XENTR00118
OG0000752	SCHMD03946	XENTR14203
OG0000752	SCHMD12645	XENTR03680
OG0000753	SCHMD14739	XENTR13232
OG0000753	SCHMD19308, SCHMD17874	XENTR16935, XENTR06041, XENTR06042
OG0000757	SCHMD13979, SCHMD10753, SCHMD18486	XENTR13722, XENTR08421, XENTR08420
OG0000758	SCHMD07281	XENTR12870, XENTR12401, XENTR02503, XENTR06058
OG0000758	SCHMD07282	XENTR05483
OG0000759	SCHMD21958	XENTR03136, XENTR03134, XENTR01884, XENTR05238, XENTR18352
OG0000762	SCHMD18828	XENTR07103, XENTR01118, XENTR14074
OG0000763	SCHMD13003, SCHMD01910, SCHMD15104, SCHMD01491, SCHMD17696, SCHMD22978, SCHMD08138, SCHMD27445, SCHMD08139, SCHMD14202	XENTR05044, XENTR08259, XENTR08260, XENTR18281, XENTR10626
OG0000764	SCHMD16330	XENTR06830, XENTR13254
OG0000765	SCHMD21723, SCHMD22880	XENTR01990, XENTR01184
OG0000766	SCHMD07087	XENTR13873, XENTR17891, XENTR13807, XENTR00551
OG0000768	SCHMD13165, SCHMD22067	XENTR00756, XENTR13472, XENTR18974
OG0000772	SCHMD07550, SCHMD11404	XENTR07457, XENTR07456, XENTR07455
OG0000772	SCHMD29807	XENTR08353
OG0000774	SCHMD13406	XENTR04669, XENTR14580
OG0000776	SCHMD10487	XENTR04910, XENTR05244
OG0000777	SCHMD17125	XENTR13724
OG0000778	SCHMD17919, SCHMD25026, SCHMD16452, SCHMD20513	XENTR03256, XENTR18913, XENTR12824, XENTR03112, XENTR04100
OG0000780	SCHMD13998, SCHMD18889	XENTR11708
OG0000781	SCHMD21689, SCHMD23281, SCHMD14588, SCHMD16494	XENTR15057
OG0000782	SCHMD01655, SCHMD14818	XENTR15723, XENTR08315, XENTR12833, XENTR02660
OG0000784	SCHMD19992, SCHMD27743	XENTR09641, XENTR15068, XENTR00277, XENTR07231, XENTR09268, XENTR13377
OG0000787	SCHMD22606, SCHMD20069, SCHMD13786	XENTR02696, XENTR08733, XENTR12281, XENTR08846
OG0000788	SCHMD11830, SCHMD18844	XENTR04467, XENTR16399
OG0000788	SCHMD06628	XENTR15693, XENTR18205
OG0000791	SCHMD12437	XENTR01881, XENTR06218, XENTR04189
OG0000792	SCHMD14957, SCHMD14636, SCHMD23892	XENTR08546, XENTR07185
OG0000794	SCHMD10042	XENTR04044, XENTR01141, XENTR18009
OG0000798	SCHMD16249, SCHMD19563, SCHMD17465, SCHMD04713	XENTR13650
OG0000801	SCHMD09238	XENTR05278, XENTR05077
OG0000802	SCHMD10199	XENTR07794, XENTR06509, XENTR13246, XENTR16777, XENTR02068, XENTR09051, XENTR09050, XENTR12147
OG0000810	SCHMD06140, SCHMD03114	XENTR17048, XENTR16257
OG0000818	SCHMD25196, SCHMD21411	XENTR04812
OG0000819	SCHMD03878	XENTR09864
OG0000820	SCHMD19766	XENTR07096
OG0000824	SCHMD07823, SCHMD24327, SCHMD27575, SCHMD22375	XENTR04940, XENTR04939, XENTR11038
OG0000826	SCHMD01695, SCHMD01697, SCHMD12736, SCHMD10190, SCHMD02301, SCHMD07205, SCHMD20648, SCHMD19536, SCHMD29770	XENTR02499
OG0000828	SCHMD08298	XENTR00582
OG0000828	SCHMD08624	XENTR06348
OG0000829	SCHMD27680, SCHMD26916	XENTR05273, XENTR00567
OG0000834	SCHMD11223, SCHMD19332, SCHMD16052	XENTR17187
OG0000836	SCHMD23242	XENTR10284, XENTR11931, XENTR11932
OG0000837	SCHMD09523, SCHMD05554, SCHMD04696, SCHMD00842, SCHMD03083	XENTR04077, XENTR09514, XENTR18045
OG0000842	SCHMD01343	XENTR15843, XENTR15340, XENTR13923, XENTR01677, XENTR11008, XENTR11009
OG0000844	SCHMD01709	XENTR17965, XENTR18460, XENTR06250
OG0000847	SCHMD03587	XENTR00819
OG0000848	SCHMD03599	XENTR13197, XENTR13196, XENTR12202
OG0000848	SCHMD06160	XENTR08322, XENTR02654
OG0000851	SCHMD21876, SCHMD17205	XENTR10592, XENTR01014
OG0000853	SCHMD13348, SCHMD11642, SCHMD05466, SCHMD10578	XENTR02400, XENTR02063
