Orthogroup	SCHMD	HELIO_ok
OG0000479	SCHMD14823, SCHMD04174	HELIO_02948
OG0000480	SCHMD19204, SCHMD14582	HELIO_08413
OG0000481	SCHMD12328	HELIO_12216
OG0000481	SCHMD11352, SCHMD11001	HELIO_11178
OG0000481	SCHMD06297, SCHMD10940	HELIO_09259
OG0000482	SCHMD06210, SCHMD03012	HELIO_10091
OG0000482	SCHMD06212	HELIO_06713
OG0000484	SCHMD25776, SCHMD16669, SCHMD23292, SCHMD20173, SCHMD20110	HELIO_05916
OG0000485	SCHMD16799	HELIO_07054
OG0000486	SCHMD19250	HELIO_10558, HELIO_11461
OG0000487	SCHMD20744	HELIO_07290
OG0000488	SCHMD01306, SCHMD17798, SCHMD16340	HELIO_02611
OG0000490	SCHMD03484, SCHMD03477, SCHMD21870, SCHMD21871	HELIO_06690
OG0000491	SCHMD03171, SCHMD08983, SCHMD20738, SCHMD13341, SCHMD07340, SCHMD18133, SCHMD23188, SCHMD23436, SCHMD27960, SCHMD18920, SCHMD17666, SCHMD22815, SCHMD07927, SCHMD20806, SCHMD08846, SCHMD08847, SCHMD23642, SCHMD25563, SCHMD27546, SCHMD28266, SCHMD26950, SCHMD21486, SCHMD20472, SCHMD23045, SCHMD23074, SCHMD09539, SCHMD08981, SCHMD06713, SCHMD11915, SCHMD09317, SCHMD02859, SCHMD00109, SCHMD00103, SCHMD08015, SCHMD18354, SCHMD03551, SCHMD00998	HELIO_02841, HELIO_11924
OG0000494	SCHMD12513, SCHMD23674, SCHMD27423, SCHMD04960, SCHMD24725, SCHMD26393, SCHMD25222, SCHMD18092, SCHMD26971, SCHMD24713, SCHMD21987	HELIO_07387
OG0000496	SCHMD08379, SCHMD27172	HELIO_11493
OG0000497	SCHMD07173	HELIO_03655
OG0000503	SCHMD01390, SCHMD06719	HELIO_03761, HELIO_01577
OG0000503	SCHMD20959	HELIO_01283
OG0000505	SCHMD10454	HELIO_05319
OG0000506	SCHMD05024	HELIO_11106
OG0000514	SCHMD15950, SCHMD28993	HELIO_07204
OG0000519	SCHMD19355, SCHMD25526	HELIO_03762, HELIO_07021, HELIO_05761, HELIO_00935
OG0000520	SCHMD05956	HELIO_02641
OG0000520	SCHMD27845	HELIO_10311
OG0000521	SCHMD05167, SCHMD05164	HELIO_07126
OG0000523	SCHMD13520	HELIO_12547, HELIO_01413
OG0000524	SCHMD01087, SCHMD12691	HELIO_03929
OG0000525	SCHMD04369	HELIO_03718
OG0000525	SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149	HELIO_00389
OG0000527	SCHMD20940, SCHMD24670	HELIO_07197
OG0000528	SCHMD03822	HELIO_11004
OG0000528	SCHMD02315, SCHMD09612	HELIO_07368
OG0000530	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369	HELIO_07741, HELIO_07742
OG0000532	SCHMD07765	HELIO_04439, HELIO_05643, HELIO_00054
OG0000534	SCHMD09514	HELIO_09230
OG0000534	SCHMD04872	HELIO_12243
OG0000537	SCHMD19728, SCHMD06858, SCHMD15182, SCHMD11929	HELIO_02446
OG0000538	SCHMD23313	HELIO_11897, HELIO_11896
OG0000542	SCHMD05340, SCHMD05911, SCHMD06819	HELIO_02332
OG0000544	SCHMD08368	HELIO_09959
OG0000545	SCHMD07786, SCHMD20709	HELIO_00292
OG0000545	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257	HELIO_03093
OG0000548	SCHMD11369	HELIO_10743
OG0000548	SCHMD02725, SCHMD00205	HELIO_10294
OG0000550	SCHMD04376, SCHMD04379, SCHMD24742	HELIO_06574
OG0000551	SCHMD18977, SCHMD20852, SCHMD20040, SCHMD29185, SCHMD16306, SCHMD26226, SCHMD18979	HELIO_05085
OG0000552	SCHMD16245, SCHMD21874	HELIO_04288
OG0000552	SCHMD13011	HELIO_02628
OG0000553	SCHMD06981	HELIO_00012
OG0000560	SCHMD12681, SCHMD24482	HELIO_06436, HELIO_09240, HELIO_05887
OG0000562	SCHMD10851	HELIO_07448
OG0000566	SCHMD24931, SCHMD26489	HELIO_06134, HELIO_05991
OG0000567	SCHMD27076, SCHMD27355, SCHMD13533	HELIO_10257, HELIO_10335
OG0000567	SCHMD00241, SCHMD03989, SCHMD19236, SCHMD27026	HELIO_10328
OG0000572	SCHMD10816	HELIO_10250, HELIO_10251
OG0000573	SCHMD01043, SCHMD15213, SCHMD24610	HELIO_11819
OG0000573	SCHMD16187	HELIO_09237
OG0000574	SCHMD00489	HELIO_05765
OG0000575	SCHMD10050, SCHMD14865	HELIO_03415, HELIO_05026, HELIO_04589, HELIO_03888
OG0000576	SCHMD17959, SCHMD00167, SCHMD15710	HELIO_04420
OG0000578	SCHMD00300, SCHMD17617	HELIO_04018
OG0000579	SCHMD11162, SCHMD25933, SCHMD01879, SCHMD16027, SCHMD27820, SCHMD26175	HELIO_08075
OG0000580	SCHMD20629, SCHMD23259, SCHMD23258, SCHMD14664, SCHMD05333	HELIO_00767
OG0000581	SCHMD10093, SCHMD11595, SCHMD08712	HELIO_07650
OG0000581	SCHMD03457	HELIO_00377
OG0000582	SCHMD16063, SCHMD04882	HELIO_05267
OG0000583	SCHMD01121	HELIO_06801
OG0000584	SCHMD07152	HELIO_06413, HELIO_12134
OG0000586	SCHMD16050, SCHMD19532	HELIO_10402
OG0000587	SCHMD03879, SCHMD05571	HELIO_08335
OG0000588	SCHMD01542	HELIO_06031
OG0000588	SCHMD07022	HELIO_08850
OG0000589	SCHMD15105, SCHMD03706, SCHMD08912	HELIO_05352
OG0000590	SCHMD08634	HELIO_04845
OG0000590	SCHMD18326	HELIO_05331
OG0000591	SCHMD10835	HELIO_00717
OG0000592	SCHMD11895, SCHMD04777	HELIO_11966, HELIO_10886
OG0000594	SCHMD01864	HELIO_10206, HELIO_10013, HELIO_09059
OG0000597	SCHMD00271	HELIO_02513
OG0000602	SCHMD08918, SCHMD16862	HELIO_08958, HELIO_03692
OG0000603	SCHMD15890	HELIO_08442
OG0000604	SCHMD27467, SCHMD15254, SCHMD15897	HELIO_10843, HELIO_10844
OG0000609	SCHMD17568	HELIO_01095
OG0000611	SCHMD07468	HELIO_03068
OG0000611	SCHMD10118	HELIO_06952
OG0000612	SCHMD04363, SCHMD09119	HELIO_12611
OG0000612	SCHMD12368	HELIO_04425
OG0000613	SCHMD19801, SCHMD26357, SCHMD15315	HELIO_03222
OG0000614	SCHMD14215, SCHMD02001	HELIO_11672
OG0000615	SCHMD18570, SCHMD15390, SCHMD03881, SCHMD24438, SCHMD15895, SCHMD15391, SCHMD21719, SCHMD22476	HELIO_02362
OG0000618	SCHMD22958, SCHMD13178, SCHMD12905, SCHMD16442, SCHMD16441, SCHMD12906	HELIO_09707
OG0000623	SCHMD06017, SCHMD06018	HELIO_01153
OG0000623	SCHMD05599, SCHMD06718, SCHMD03445, SCHMD22744, SCHMD24118, SCHMD17727, SCHMD12585	HELIO_01575
OG0000624	SCHMD01951	HELIO_12110, HELIO_04396, HELIO_02075
OG0000626	SCHMD22993, SCHMD02730, SCHMD02477	HELIO_08657, HELIO_08658
OG0000628	SCHMD24762, SCHMD25901	HELIO_07284
OG0000634	SCHMD10171, SCHMD10393, SCHMD05098, SCHMD18845	HELIO_04856
OG0000635	SCHMD14919, SCHMD24865, SCHMD18425, SCHMD10798	HELIO_12781
OG0000636	SCHMD23842, SCHMD07652, SCHMD03198	HELIO_06623, HELIO_05388
OG0000637	SCHMD24038	HELIO_11151
OG0000639	SCHMD15823	HELIO_03049, HELIO_03048
OG0000642	SCHMD07724	HELIO_06112, HELIO_06155
OG0000646	SCHMD24176	HELIO_00539
OG0000646	SCHMD25176, SCHMD22477	HELIO_03107
OG0000647	SCHMD29494	HELIO_01252, HELIO_01414
OG0000648	SCHMD18065	HELIO_02387
OG0000651	SCHMD02428	HELIO_06636
OG0000654	SCHMD01650, SCHMD19469	HELIO_03848
OG0000657	SCHMD14158	HELIO_00368
OG0000657	SCHMD18210	HELIO_10387
OG0000660	SCHMD02770	HELIO_01158
OG0000660	SCHMD20422, SCHMD27193	HELIO_12701
OG0000663	SCHMD28509, SCHMD28508, SCHMD08739	HELIO_07980
OG0000664	SCHMD04491, SCHMD14555	HELIO_01686
OG0000664	SCHMD04182	HELIO_03266
OG0000665	SCHMD09294	HELIO_07542
OG0000670	SCHMD21177, SCHMD16575, SCHMD24810, SCHMD18592, SCHMD04685, SCHMD22152, SCHMD02150, SCHMD05669, SCHMD12381, SCHMD13315, SCHMD13316, SCHMD12100	HELIO_05028
OG0000672	SCHMD03901	HELIO_02468
OG0000674	SCHMD14256	HELIO_04125
OG0000674	SCHMD27363, SCHMD28202	HELIO_00323
OG0000676	SCHMD08131	HELIO_04321
OG0000678	SCHMD28149, SCHMD21688	HELIO_03849, HELIO_07287
OG0000680	SCHMD17558	HELIO_05397
OG0000680	SCHMD25925	HELIO_06924, HELIO_00172, HELIO_00682
OG0000681	SCHMD26784, SCHMD03976	HELIO_09932
OG0000682	SCHMD04644, SCHMD08708, SCHMD25504, SCHMD17552, SCHMD21787, SCHMD07246, SCHMD25376, SCHMD05512	HELIO_03672
OG0000683	SCHMD21601	HELIO_12315
OG0000683	SCHMD28199, SCHMD24958	HELIO_10017
OG0000684	SCHMD07403	HELIO_08779
OG0000685	SCHMD02797, SCHMD09882	HELIO_04662
OG0000685	SCHMD09879, SCHMD09881	HELIO_03080, HELIO_03079
OG0000688	SCHMD21111, SCHMD10955	HELIO_10605
OG0000690	SCHMD24354	HELIO_00922
OG0000690	SCHMD17313, SCHMD21259, SCHMD18093	HELIO_02624
OG0000692	SCHMD11826	HELIO_12014
OG0000694	SCHMD02121, SCHMD02119	HELIO_05625
OG0000696	SCHMD17223, SCHMD17224, SCHMD29303	HELIO_04265
OG0000696	SCHMD10590	HELIO_08090
OG0000702	SCHMD21765, SCHMD21766	HELIO_09403
OG0000703	SCHMD03880	HELIO_02836
OG0000706	SCHMD26259, SCHMD27843	HELIO_02299
OG0000708	SCHMD25653	HELIO_04126
OG0000709	SCHMD18124	HELIO_07079
OG0000709	SCHMD20599, SCHMD21920	HELIO_05292
OG0000711	SCHMD16082	HELIO_01631
OG0000711	SCHMD02785	HELIO_03110
OG0000713	SCHMD17095	HELIO_07275, HELIO_11463, HELIO_06463, HELIO_00543, HELIO_02508
OG0000716	SCHMD04462, SCHMD22884, SCHMD19144, SCHMD07207, SCHMD17723	HELIO_06181, HELIO_07464
OG0000717	SCHMD26760, SCHMD12553	HELIO_06882
OG0000718	SCHMD24218	HELIO_08422
OG0000721	SCHMD15260, SCHMD29752, SCHMD09543	HELIO_03399, HELIO_06261
OG0000722	SCHMD24922, SCHMD24923, SCHMD24635, SCHMD22124, SCHMD23554, SCHMD18534, SCHMD17531, SCHMD00837, SCHMD05194, SCHMD15343, SCHMD28550	HELIO_05630
OG0000724	SCHMD07525, SCHMD08666	HELIO_09105
OG0000725	SCHMD11698	HELIO_00657
OG0000725	SCHMD14819, SCHMD12919	HELIO_12643
OG0000731	SCHMD03063	HELIO_11029
OG0000732	SCHMD09651	HELIO_08995
OG0000732	SCHMD05249	HELIO_10738
OG0000733	SCHMD28225, SCHMD15626	HELIO_03055
OG0000733	SCHMD13904, SCHMD02163	HELIO_00314
OG0000734	SCHMD11583, SCHMD14768, SCHMD09332, SCHMD02937, SCHMD07242, SCHMD04118, SCHMD01513, SCHMD07878, SCHMD24039, SCHMD13942, SCHMD22315, SCHMD14455, SCHMD27004, SCHMD20850, SCHMD13509, SCHMD10084, SCHMD08723, SCHMD14485, SCHMD25295, SCHMD26519, SCHMD04103, SCHMD26949, SCHMD09270, SCHMD20387, SCHMD03648, SCHMD09683, SCHMD10543, SCHMD08018, SCHMD27636, SCHMD18698, SCHMD07342, SCHMD09685, SCHMD09684, SCHMD15319, SCHMD24961, SCHMD26040, SCHMD09274, SCHMD04119	HELIO_05137
OG0000735	SCHMD07620	HELIO_11007
OG0000748	SCHMD06828, SCHMD06887, SCHMD11059, SCHMD09770	HELIO_03440
OG0000751	SCHMD12293, SCHMD13329, SCHMD18701, SCHMD04693, SCHMD17218, SCHMD17217, SCHMD03838, SCHMD03689, SCHMD13065, SCHMD14600, SCHMD18030, SCHMD13408	HELIO_11590
OG0000752	SCHMD03946	HELIO_01912
OG0000752	SCHMD12645	HELIO_05368
OG0000753	SCHMD14739	HELIO_08985, HELIO_08986
OG0000753	SCHMD19308, SCHMD17874, SCHMD17873, SCHMD19309	HELIO_11488
OG0000757	SCHMD13979, SCHMD10753, SCHMD18486	HELIO_03294
OG0000758	SCHMD07281	HELIO_08482, HELIO_08479
OG0000759	SCHMD21958	HELIO_08744
OG0000762	SCHMD18828	HELIO_04358
OG0000763	SCHMD22978, SCHMD08138	HELIO_12574
OG0000764	SCHMD16330	HELIO_05877
OG0000765	SCHMD21723, SCHMD22880	HELIO_01379
OG0000766	SCHMD07087	HELIO_09234, HELIO_02323, HELIO_06179
OG0000768	SCHMD13165, SCHMD22067	HELIO_00359
OG0000772	SCHMD07550, SCHMD11404	HELIO_08462
OG0000772	SCHMD29807	HELIO_06060, HELIO_07606, HELIO_02715
OG0000774	SCHMD13406	HELIO_08849
OG0000774	SCHMD04364	HELIO_08272
OG0000776	SCHMD10487	HELIO_04225, HELIO_09018
OG0000777	SCHMD04489	HELIO_01199
OG0000777	SCHMD17125	HELIO_06142
OG0000778	SCHMD17919, SCHMD25026, SCHMD16452, SCHMD20513	HELIO_07926
OG0000780	SCHMD13998, SCHMD18889	HELIO_08617
OG0000780	SCHMD10386	HELIO_08643
OG0000781	SCHMD16494	HELIO_04968, HELIO_03850
OG0000782	SCHMD01655, SCHMD14818	HELIO_03195
OG0000787	SCHMD22606, SCHMD20069, SCHMD13786	HELIO_09002
OG0000788	SCHMD11830, SCHMD18844	HELIO_09954
OG0000788	SCHMD06628	HELIO_02295
OG0000791	SCHMD12437	HELIO_07748
OG0000794	SCHMD10042	HELIO_08580, HELIO_07646
OG0000799	SCHMD17640	HELIO_12010
OG0000802	SCHMD10199	HELIO_00036
OG0000809	SCHMD21850, SCHMD00682	HELIO_01972
OG0000810	SCHMD03195, SCHMD03113	HELIO_02012
OG0000810	SCHMD06140, SCHMD03114	HELIO_12250
OG0000814	SCHMD03060, SCHMD13676	HELIO_06788
OG0000814	SCHMD07352	HELIO_00245, HELIO_05814
OG0000817	SCHMD22983	HELIO_02523
OG0000819	SCHMD03878	HELIO_01104
OG0000819	SCHMD26932, SCHMD11456, SCHMD22577, SCHMD16618	HELIO_09273
OG0000820	SCHMD19766	HELIO_08795
OG0000824	SCHMD07823, SCHMD24327, SCHMD27575, SCHMD22375	HELIO_00999
OG0000826	SCHMD01695, SCHMD01697, SCHMD12736, SCHMD10190, SCHMD02301, SCHMD07205, SCHMD20648, SCHMD19536, SCHMD29770	HELIO_04619
OG0000828	SCHMD08298	HELIO_02812
OG0000828	SCHMD08624	HELIO_08756
OG0000833	SCHMD13529, SCHMD19078, SCHMD01603, SCHMD13070	HELIO_03677, HELIO_04782
OG0000834	SCHMD11223, SCHMD19332, SCHMD16052	HELIO_06529
OG0000836	SCHMD23242	HELIO_03410
OG0000837	SCHMD09523, SCHMD05554, SCHMD04696, SCHMD00842, SCHMD03083	HELIO_06103
OG0000842	SCHMD01343	HELIO_07760
OG0000844	SCHMD01709	HELIO_12719
OG0000847	SCHMD03587	HELIO_07547
OG0000848	SCHMD03599	HELIO_03626
OG0000848	SCHMD06160	HELIO_01690
OG0000850	SCHMD26000, SCHMD27633	HELIO_06017
OG0000851	SCHMD21876, SCHMD17205	HELIO_11326
OG0000855	SCHMD29481, SCHMD01902, SCHMD15557	HELIO_00071, HELIO_07301
OG0000858	SCHMD08601	HELIO_11496
OG0000858	SCHMD23221, SCHMD20483, SCHMD08351	HELIO_09884
OG0000858	SCHMD22095, SCHMD27060	HELIO_10581
OG0000860	SCHMD05987	HELIO_06728, HELIO_10827, HELIO_04489
OG0000868	SCHMD05358	HELIO_01384
OG0000869	SCHMD07449	HELIO_12015, HELIO_00917
OG0000871	SCHMD06938	HELIO_09841
OG0000872	SCHMD07553	HELIO_10138
OG0000873	SCHMD02655, SCHMD05829	HELIO_12140
OG0000875	SCHMD10815	HELIO_11887
OG0000876	SCHMD01529	HELIO_09814
OG0000879	SCHMD10640	HELIO_12212, HELIO_12213
OG0000880	SCHMD03718	HELIO_01486
OG0000881	SCHMD04314, SCHMD09365, SCHMD01117, SCHMD08924	HELIO_08698
OG0000881	SCHMD20926, SCHMD25363	HELIO_01944
OG0000887	SCHMD27495	HELIO_10045
OG0000888	SCHMD01724	HELIO_05889
OG0000889	SCHMD00830, SCHMD04643	HELIO_04264, HELIO_00210
OG0000890	SCHMD09911	HELIO_03516
OG0000894	SCHMD05374	HELIO_06317
OG0000894	SCHMD11594, SCHMD05061	HELIO_06932
OG0000896	SCHMD08034	HELIO_12759
OG0000896	SCHMD03189	HELIO_06843
OG0000897	SCHMD05382	HELIO_09055
OG0000899	SCHMD22285, SCHMD13459	HELIO_09464
OG0000905	SCHMD01394, SCHMD17642, SCHMD19023	HELIO_07570
OG0000907	SCHMD03616	HELIO_12545
OG0000908	SCHMD03334, SCHMD11293	HELIO_00145
OG0000908	SCHMD14013, SCHMD11292	HELIO_00194
OG0000909	SCHMD05694, SCHMD03729	HELIO_00246
OG0000913	SCHMD10820, SCHMD18663	HELIO_06048
OG0000914	SCHMD13079, SCHMD10834	HELIO_08250
OG0000915	SCHMD14220	HELIO_03730
OG0000921	SCHMD16275	HELIO_03668
OG0000925	SCHMD01205, SCHMD18689	HELIO_09608
OG0000925	SCHMD00501, SCHMD05937	HELIO_02417
OG0000926	SCHMD06558	HELIO_12722
OG0000926	SCHMD06554, SCHMD17036, SCHMD13546, SCHMD25813	HELIO_00674, HELIO_04672
OG0000929	SCHMD00375, SCHMD08839	HELIO_11222, HELIO_11603, HELIO_11221
OG0000931	SCHMD02356	HELIO_09729
OG0000932	SCHMD13730	HELIO_12492
OG0000934	SCHMD07111, SCHMD08216	HELIO_01254
OG0000935	SCHMD18664	HELIO_05900
OG0000943	SCHMD19076	HELIO_08389, HELIO_02640
OG0000944	SCHMD15750	HELIO_00838, HELIO_00839
OG0000945	SCHMD15214, SCHMD06612, SCHMD06319	HELIO_09173
OG0000947	SCHMD24447	HELIO_05356, HELIO_05079
OG0000949	SCHMD10151, SCHMD29084, SCHMD29079, SCHMD02016	HELIO_03725
OG0000951	SCHMD20855, SCHMD20207	HELIO_12483
OG0000951	SCHMD20208	HELIO_09646, HELIO_09647
OG0000954	SCHMD05029, SCHMD08968, SCHMD13763	HELIO_08553
OG0000954	SCHMD05469, SCHMD02974	HELIO_10186
OG0000955	SCHMD06645, SCHMD03890, SCHMD04591	HELIO_03286
OG0000957	SCHMD18023	HELIO_09500
OG0000960	SCHMD05680, SCHMD08670, SCHMD05681, SCHMD12110	HELIO_04120
OG0000963	SCHMD22298, SCHMD11708	HELIO_01247
OG0000963	SCHMD04476	HELIO_02112
OG0000965	SCHMD22316, SCHMD15133, SCHMD13697, SCHMD12517	HELIO_02543
OG0000966	SCHMD00065	HELIO_12553
OG0000967	SCHMD11342, SCHMD26265	HELIO_05380
OG0000967	SCHMD05844, SCHMD03950	HELIO_03536, HELIO_01717
OG0000972	SCHMD05471	HELIO_10088, HELIO_10089
OG0000974	SCHMD24665, SCHMD24853, SCHMD26881	HELIO_11927, HELIO_03653, HELIO_04736
OG0000977	SCHMD03392	HELIO_05595
OG0000978	SCHMD15268, SCHMD25301, SCHMD25194	HELIO_07153
OG0000979	SCHMD24204, SCHMD01421	HELIO_10893, HELIO_10640, HELIO_04188
OG0000981	SCHMD13908	HELIO_10861
OG0000982	SCHMD08717	HELIO_07584
OG0000986	SCHMD25195, SCHMD27305, SCHMD22933	HELIO_03699
OG0000988	SCHMD00928	HELIO_06322
OG0000992	SCHMD08111	HELIO_10125, HELIO_02780
OG0000994	SCHMD16610, SCHMD07202, SCHMD11541, SCHMD07203	HELIO_02373
OG0000994	SCHMD16602, SCHMD10604	HELIO_07661
OG0000998	SCHMD08664	HELIO_06252, HELIO_05043, HELIO_04979, HELIO_03944, HELIO_08834, HELIO_03576
OG0000999	SCHMD16857, SCHMD24576, SCHMD11146, SCHMD08208	HELIO_05906
OG0001000	SCHMD22725	HELIO_11748
OG0001001	SCHMD07356	HELIO_03180, HELIO_03179
OG0001002	SCHMD17610	HELIO_11589
OG0001002	SCHMD07769, SCHMD07768, SCHMD11688	HELIO_11592
OG0001003	SCHMD21687, SCHMD24830	HELIO_03157, HELIO_03158
OG0001006	SCHMD17048, SCHMD11571	HELIO_12602
OG0001007	SCHMD05810	HELIO_09775
OG0001009	SCHMD19415	HELIO_00710, HELIO_05419
OG0001015	SCHMD07353	HELIO_11230
OG0001016	SCHMD23273, SCHMD15080	HELIO_06921
OG0001016	SCHMD25548, SCHMD21254	HELIO_03156
OG0001017	SCHMD04416, SCHMD11368	HELIO_05638
OG0001017	SCHMD16755, SCHMD16754	HELIO_05629
OG0001018	SCHMD08153	HELIO_02325
OG0001019	SCHMD01848, SCHMD05447	HELIO_09832, HELIO_08139, HELIO_05304
OG0001023	SCHMD07708, SCHMD18630, SCHMD28291, SCHMD19902	HELIO_03660
OG0001029	SCHMD04839, SCHMD00804, SCHMD00805	HELIO_12058
OG0001030	SCHMD08464	HELIO_10962
OG0001031	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644	HELIO_05592
OG0001032	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282	HELIO_01696
OG0001033	SCHMD11399, SCHMD23908	HELIO_09215
OG0001033	SCHMD10492	HELIO_06818
OG0001036	SCHMD20768, SCHMD09235	HELIO_01681
OG0001037	SCHMD23424, SCHMD16427, SCHMD02530, SCHMD07259	HELIO_10784
OG0001039	SCHMD01765	HELIO_06687
OG0001042	SCHMD11839	HELIO_08977
OG0001043	SCHMD02174, SCHMD16603, SCHMD02028, SCHMD17894	HELIO_04349, HELIO_06070, HELIO_12731, HELIO_12419, HELIO_11111, HELIO_11763, HELIO_09025, HELIO_12512, HELIO_07857
OG0001046	SCHMD05104, SCHMD02045, SCHMD11124	HELIO_07188
OG0001047	SCHMD28420	HELIO_10070, HELIO_09414
OG0001048	SCHMD12160	HELIO_00893, HELIO_12024
OG0001049	SCHMD16614	HELIO_09140
OG0001050	SCHMD03458	HELIO_07822
OG0001053	SCHMD25503, SCHMD22630	HELIO_00232
OG0001056	SCHMD02897	HELIO_03441, HELIO_00262
OG0001059	SCHMD17881, SCHMD18020, SCHMD18021	HELIO_11528
OG0001060	SCHMD12337, SCHMD14762, SCHMD05051	HELIO_04663
OG0001062	SCHMD24440, SCHMD23600, SCHMD17910	HELIO_10831
OG0001063	SCHMD00703	HELIO_01134
OG0001064	SCHMD00355, SCHMD00354	HELIO_06789
OG0001066	SCHMD24046, SCHMD10767	HELIO_06550
OG0001072	SCHMD24459, SCHMD27893	HELIO_02051, HELIO_11812
OG0001073	SCHMD00478	HELIO_10163
OG0001075	SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771	HELIO_03042
OG0001076	SCHMD07131	HELIO_10241
OG0001078	SCHMD20731, SCHMD25766	HELIO_05283
OG0001079	SCHMD27223	HELIO_01927
OG0001080	SCHMD08586	HELIO_05367
OG0001080	SCHMD15438, SCHMD19176	HELIO_07062
OG0001081	SCHMD05425	HELIO_05200, HELIO_10290, HELIO_06610, HELIO_11737
OG0001084	SCHMD10718	HELIO_02656
OG0001085	SCHMD03894	HELIO_07664
OG0001086	SCHMD14120	HELIO_00354
OG0001086	SCHMD22447, SCHMD28850, SCHMD24214	HELIO_03188
OG0001087	SCHMD17869	HELIO_00979
OG0001089	SCHMD10517	HELIO_12254
OG0001090	SCHMD03349, SCHMD20311, SCHMD27970, SCHMD02491, SCHMD22171, SCHMD15052, SCHMD14871, SCHMD23868, SCHMD00934, SCHMD02957, SCHMD02170, SCHMD23588, SCHMD18161, SCHMD24510, SCHMD25428, SCHMD28135, SCHMD05847, SCHMD13313, SCHMD09556, SCHMD06679, SCHMD00092, SCHMD03303, SCHMD27352, SCHMD03833, SCHMD14325, SCHMD12843, SCHMD25555, SCHMD14278, SCHMD22966, SCHMD27178, SCHMD23857	HELIO_04216
OG0001091	SCHMD13206, SCHMD15908	HELIO_12660, HELIO_12659
OG0001092	SCHMD17999	HELIO_09889
OG0001092	SCHMD18945	HELIO_09890
OG0001096	SCHMD11467, SCHMD14874	HELIO_10964, HELIO_06053, HELIO_11485
OG0001101	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685	HELIO_11659
OG0001102	SCHMD06311	HELIO_10839
OG0001103	SCHMD19689	HELIO_09466
OG0001103	SCHMD10595	HELIO_09522
OG0001106	SCHMD22581	HELIO_05464
OG0001108	SCHMD08133	HELIO_00460, HELIO_08728
OG0001112	SCHMD26529, SCHMD08447	HELIO_11241
OG0001113	SCHMD04717	HELIO_11363
OG0001114	SCHMD27710, SCHMD15592, SCHMD14156	HELIO_01619
OG0001116	SCHMD19491	HELIO_11648
OG0001118	SCHMD16905, SCHMD07256, SCHMD20803	HELIO_04035, HELIO_06127, HELIO_08101, HELIO_04000
OG0001121	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994	HELIO_02833, HELIO_04338
OG0001123	SCHMD02756	HELIO_05833
OG0001124	SCHMD24013	HELIO_05892, HELIO_11497
OG0001126	SCHMD17193, SCHMD24674	HELIO_07432
OG0001126	SCHMD17192	HELIO_08150
OG0001128	SCHMD08323	HELIO_07418
OG0001129	SCHMD15504, SCHMD18282, SCHMD05846	HELIO_05218
OG0001130	SCHMD04030	HELIO_08960, HELIO_05662
OG0001130	SCHMD13287, SCHMD04031	HELIO_00771
OG0001133	SCHMD18643	HELIO_03341
OG0001133	SCHMD29299, SCHMD19714	HELIO_10368
OG0001135	SCHMD28946, SCHMD01011, SCHMD22792	HELIO_07754
OG0001137	SCHMD17448, SCHMD26312, SCHMD05464, SCHMD01243	HELIO_03163
OG0001138	SCHMD00170	HELIO_09443
OG0001139	SCHMD00334	HELIO_04488
OG0001140	SCHMD22679, SCHMD17712, SCHMD14631, SCHMD02111, SCHMD16673, SCHMD18031, SCHMD24981, SCHMD17350, SCHMD11695, SCHMD21848, SCHMD22963, SCHMD14630, SCHMD17713, SCHMD26239, SCHMD04472	HELIO_00781
OG0001141	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658	HELIO_08701, HELIO_05429, HELIO_04831
OG0001142	SCHMD12785, SCHMD19807, SCHMD09379	HELIO_04691, HELIO_05081
OG0001143	SCHMD05178	HELIO_02868
OG0001146	SCHMD06189	HELIO_04581
OG0001149	SCHMD16336, SCHMD29633	HELIO_07596
OG0001156	SCHMD11390	HELIO_05032
OG0001159	SCHMD15611, SCHMD21936	HELIO_09181
OG0001160	SCHMD20666	HELIO_10702
OG0001162	SCHMD04355, SCHMD04356	HELIO_09342, HELIO_11797
OG0001164	SCHMD22065	HELIO_09308, HELIO_08913
OG0001165	SCHMD11819	HELIO_08812
OG0001165	SCHMD12131	HELIO_00728
OG0001167	SCHMD08043, SCHMD04406	HELIO_08270
OG0001168	SCHMD13073	HELIO_00913
OG0001172	SCHMD19335	HELIO_12376
OG0001172	SCHMD00291	HELIO_03682
OG0001175	SCHMD18473	HELIO_11278
OG0001178	SCHMD07684	HELIO_07560, HELIO_03485
OG0001178	SCHMD13713	HELIO_05752
OG0001179	SCHMD26379	HELIO_06718
OG0001181	SCHMD21797	HELIO_05206
OG0001183	SCHMD02325	HELIO_08524
OG0001184	SCHMD09255, SCHMD12752	HELIO_12185
