Orthogroup	SCHMD	ASTMX
OG0000248	SCHMD01134, SCHMD07579, SCHMD25860	ASTMX14140, ASTMX14138, ASTMX19921, ASTMX21287, ASTMX14135, ASTMX14137, ASTMX14134
OG0000250	SCHMD07715, SCHMD11126	ASTMX18265
OG0000250	SCHMD00165	ASTMX22935, ASTMX21081
OG0000250	SCHMD03762, SCHMD05189	ASTMX10861
OG0000251	SCHMD28872	ASTMX04351
OG0000254	SCHMD11206	ASTMX06322
OG0000255	SCHMD14618, SCHMD25034	ASTMX15208
OG0000256	SCHMD06220	ASTMX14236, ASTMX14182, ASTMX17896
OG0000258	SCHMD19345	ASTMX21558
OG0000260	SCHMD09054, SCHMD09053	ASTMX02089
OG0000260	SCHMD00231	ASTMX00793, ASTMX08323, ASTMX08530, ASTMX00791, ASTMX02088, ASTMX20570, ASTMX18863, ASTMX00302, ASTMX12581, ASTMX21781
OG0000263	SCHMD21152, SCHMD16080, SCHMD25801, SCHMD26173, SCHMD15861, SCHMD05150	ASTMX18876
OG0000265	SCHMD14945, SCHMD03613	ASTMX17905
OG0000265	SCHMD19985	ASTMX03304
OG0000265	SCHMD23325, SCHMD14944, SCHMD23326	ASTMX22372
OG0000265	SCHMD06448, SCHMD11031, SCHMD25284	ASTMX23047
OG0000265	SCHMD18240, SCHMD09007	ASTMX17774, ASTMX08300
OG0000266	SCHMD11802	ASTMX18084
OG0000266	SCHMD26661, SCHMD18048	ASTMX07714, ASTMX03624
OG0000268	SCHMD08097	ASTMX22307
OG0000268	SCHMD25441	ASTMX14616
OG0000270	SCHMD16423	ASTMX03738, ASTMX05747
OG0000272	SCHMD13324, SCHMD08067	ASTMX06714, ASTMX15391, ASTMX13685, ASTMX17539, ASTMX11464, ASTMX21154, ASTMX09631, ASTMX05863, ASTMX15333
OG0000273	SCHMD09689	ASTMX02360
OG0000273	SCHMD18528, SCHMD25490	ASTMX06870, ASTMX17812, ASTMX15476
OG0000275	SCHMD08209, SCHMD24873	ASTMX06622, ASTMX15608, ASTMX09767
OG0000276	SCHMD08876	ASTMX02916
OG0000277	SCHMD09439	ASTMX17498, ASTMX03998, ASTMX13452
OG0000278	SCHMD04708, SCHMD14538	ASTMX01574
OG0000280	SCHMD23115	ASTMX10256, ASTMX00452
OG0000281	SCHMD28123, SCHMD29220	ASTMX03070, ASTMX14575, ASTMX17132, ASTMX02563, ASTMX20638, ASTMX18671, ASTMX11117, ASTMX22017, ASTMX16140
OG0000282	SCHMD05137	ASTMX18342, ASTMX09599
OG0000282	SCHMD15635, SCHMD25636	ASTMX00322
OG0000282	SCHMD25893	ASTMX19110, ASTMX07649
OG0000284	SCHMD23360, SCHMD08213	ASTMX02036, ASTMX20925, ASTMX22871, ASTMX20924, ASTMX11406, ASTMX17126
OG0000288	SCHMD10121, SCHMD07093, SCHMD10930, SCHMD07061	ASTMX19599, ASTMX03159, ASTMX17230, ASTMX07890, ASTMX01219
OG0000289	SCHMD14014, SCHMD14418, SCHMD14417, SCHMD14015, SCHMD16163	ASTMX02890, ASTMX10329, ASTMX21654, ASTMX05955
OG0000289	SCHMD29502, SCHMD19194, SCHMD19219, SCHMD13163, SCHMD22750	ASTMX11422, ASTMX16415
OG0000295	SCHMD11340, SCHMD11341, SCHMD11339, SCHMD02776, SCHMD10264, SCHMD14695	ASTMX22085, ASTMX19804
OG0000299	SCHMD13170, SCHMD20344	ASTMX18363, ASTMX17281, ASTMX00682, ASTMX08715, ASTMX12382
OG0000305	SCHMD22293	ASTMX12592
OG0000305	SCHMD01975	ASTMX21268, ASTMX04324, ASTMX20856, ASTMX15186, ASTMX15028, ASTMX21047, ASTMX05366, ASTMX05365
OG0000306	SCHMD02490, SCHMD21359	ASTMX13715
OG0000308	SCHMD26369	ASTMX20341, ASTMX17147, ASTMX10685, ASTMX02323, ASTMX17926
OG0000308	SCHMD14069, SCHMD01003, SCHMD00895	ASTMX09110
OG0000310	SCHMD09298, SCHMD11775	ASTMX00126
OG0000312	SCHMD10213, SCHMD21295, SCHMD02452	ASTMX17975
OG0000313	SCHMD03134	ASTMX20598, ASTMX13321, ASTMX07858, ASTMX04915, ASTMX16687, ASTMX11511
OG0000315	SCHMD06241	ASTMX11724
OG0000315	SCHMD17654	ASTMX22299, ASTMX08025, ASTMX19001
OG0000315	SCHMD01939	ASTMX08301, ASTMX03040
OG0000316	SCHMD10536, SCHMD22735	ASTMX02741, ASTMX22462
OG0000316	SCHMD10615, SCHMD19154	ASTMX08202, ASTMX07921, ASTMX11016
OG0000317	SCHMD15845	ASTMX13428, ASTMX01336, ASTMX00862, ASTMX07441, ASTMX09832
OG0000319	SCHMD18991	ASTMX15258, ASTMX11737
OG0000319	SCHMD16069	ASTMX05117, ASTMX10390
OG0000321	SCHMD10046	ASTMX18074, ASTMX03167, ASTMX05895
OG0000321	SCHMD04699, SCHMD05278	ASTMX18898, ASTMX00098, ASTMX08418, ASTMX18899, ASTMX00099, ASTMX08419
OG0000322	SCHMD03845, SCHMD03842	ASTMX06004, ASTMX03375, ASTMX14712, ASTMX15181, ASTMX15890
OG0000323	SCHMD05058	ASTMX22681
OG0000323	SCHMD21571, SCHMD14125	ASTMX09179
OG0000325	SCHMD10722, SCHMD23724, SCHMD17815, SCHMD15286, SCHMD10721, SCHMD23725, SCHMD23881, SCHMD17816	ASTMX18823
OG0000326	SCHMD05388, SCHMD24730	ASTMX00747, ASTMX05282, ASTMX15670, ASTMX15158, ASTMX20792
OG0000326	SCHMD29727	ASTMX00749
OG0000329	SCHMD12472, SCHMD24777, SCHMD26844, SCHMD15152	ASTMX19045, ASTMX00981, ASTMX16644, ASTMX07883, ASTMX17956, ASTMX09130, ASTMX14126, ASTMX20509
OG0000332	SCHMD26513, SCHMD25129, SCHMD25620, SCHMD25799, SCHMD18311	ASTMX11275, ASTMX11192, ASTMX09975, ASTMX05899, ASTMX11997, ASTMX14907
OG0000333	SCHMD26037, SCHMD21228	ASTMX14239
OG0000338	SCHMD23566, SCHMD22193	ASTMX13042, ASTMX20131, ASTMX05102, ASTMX05103, ASTMX03140
OG0000338	SCHMD17969	ASTMX09866, ASTMX01891
OG0000339	SCHMD09051, SCHMD09049, SCHMD07931, SCHMD10837, SCHMD09050, SCHMD11944, SCHMD04027	ASTMX07466
OG0000343	SCHMD10731, SCHMD08099	ASTMX10298, ASTMX08048, ASTMX09330, ASTMX07009, ASTMX11872, ASTMX14973
OG0000346	SCHMD02546	ASTMX02056
OG0000346	SCHMD26404	ASTMX10397, ASTMX22643, ASTMX06469, ASTMX11553, ASTMX10029, ASTMX21757, ASTMX10400
OG0000350	SCHMD23543	ASTMX08191, ASTMX17692, ASTMX01389, ASTMX08192, ASTMX14099
OG0000352	SCHMD07814	ASTMX05896, ASTMX03995, ASTMX17359, ASTMX13140
OG0000352	SCHMD03216	ASTMX01195, ASTMX07258
OG0000353	SCHMD00282, SCHMD11621	ASTMX09282
OG0000353	SCHMD09276, SCHMD00283, SCHMD07604	ASTMX22996, ASTMX17983, ASTMX09283
OG0000356	SCHMD05389, SCHMD00245	ASTMX09465, ASTMX09256
OG0000357	SCHMD22062, SCHMD19961	ASTMX17598, ASTMX10965, ASTMX09989, ASTMX05067, ASTMX15356
OG0000357	SCHMD01155	ASTMX15888, ASTMX01105, ASTMX14562, ASTMX04757
OG0000358	SCHMD28430, SCHMD13052, SCHMD26873	ASTMX16628
OG0000360	SCHMD06047	ASTMX02247, ASTMX22133, ASTMX09946, ASTMX13961
OG0000363	SCHMD01296	ASTMX19424
OG0000367	SCHMD09947	ASTMX18601, ASTMX09449, ASTMX02026, ASTMX13956, ASTMX04028, ASTMX06700, ASTMX14123, ASTMX14122, ASTMX18667
OG0000372	SCHMD26866, SCHMD11546	ASTMX00698
OG0000372	SCHMD21831, SCHMD11336	ASTMX06694, ASTMX07580, ASTMX13013
OG0000373	SCHMD08646, SCHMD00201	ASTMX13546, ASTMX07311, ASTMX17503
OG0000373	SCHMD13176, SCHMD08271	ASTMX11338, ASTMX01301, ASTMX01605
OG0000374	SCHMD04677, SCHMD23864	ASTMX04768, ASTMX06554, ASTMX08406
OG0000375	SCHMD00715	ASTMX18856, ASTMX13500
OG0000378	SCHMD07011, SCHMD12188	ASTMX14466, ASTMX10279, ASTMX09784, ASTMX19100, ASTMX01130
OG0000378	SCHMD05583	ASTMX03495, ASTMX00112, ASTMX09555, ASTMX08740, ASTMX06762
OG0000379	SCHMD22438, SCHMD05351	ASTMX13728
OG0000379	SCHMD04410, SCHMD04728, SCHMD09077, SCHMD07990	ASTMX04508
OG0000379	SCHMD09123, SCHMD25695	ASTMX13150
OG0000379	SCHMD18189, SCHMD00174	ASTMX22205
OG0000382	SCHMD22346, SCHMD02294, SCHMD02293, SCHMD04368	ASTMX09281
OG0000382	SCHMD02292	ASTMX05165, ASTMX22929, ASTMX06353, ASTMX05166, ASTMX02014, ASTMX06354
OG0000384	SCHMD15878	ASTMX19452, ASTMX14011
OG0000386	SCHMD17175, SCHMD15137, SCHMD15138, SCHMD06530, SCHMD06529, SCHMD19089, SCHMD16199, SCHMD15535, SCHMD12800	ASTMX04680, ASTMX21914, ASTMX04732, ASTMX10701, ASTMX14354, ASTMX03719
OG0000389	SCHMD03232, SCHMD09731	ASTMX12665, ASTMX03229
OG0000392	SCHMD08120	ASTMX12388, ASTMX03996, ASTMX06463, ASTMX05494
OG0000393	SCHMD10497	ASTMX20759
OG0000395	SCHMD07915	ASTMX16181, ASTMX02977, ASTMX22442, ASTMX18916, ASTMX22343
OG0000397	SCHMD04641	ASTMX08239, ASTMX05577, ASTMX13966, ASTMX12675, ASTMX19668, ASTMX18504
OG0000399	SCHMD23058, SCHMD03563, SCHMD24680	ASTMX19388
OG0000399	SCHMD23059	ASTMX07577, ASTMX13014
OG0000400	SCHMD00908	ASTMX08052
OG0000402	SCHMD02881, SCHMD11412	ASTMX00692, ASTMX17284, ASTMX02556
OG0000403	SCHMD28969, SCHMD27788, SCHMD15934, SCHMD03300, SCHMD02225, SCHMD03301	ASTMX06115
OG0000404	SCHMD02429	ASTMX17035, ASTMX14046
OG0000404	SCHMD03546	ASTMX11552, ASTMX11278
OG0000405	SCHMD26927, SCHMD22788, SCHMD20823	ASTMX06845, ASTMX10883, ASTMX04895, ASTMX21258, ASTMX08631, ASTMX07907
OG0000409	SCHMD04011	ASTMX06794
OG0000411	SCHMD11962, SCHMD08731, SCHMD19533	ASTMX10040, ASTMX11435
OG0000412	SCHMD11584	ASTMX13390, ASTMX06615
OG0000413	SCHMD19663	ASTMX22225, ASTMX13671, ASTMX19651, ASTMX16482, ASTMX04390
OG0000413	SCHMD18817, SCHMD28614	ASTMX16688, ASTMX04912, ASTMX09192, ASTMX19930
OG0000417	SCHMD12489, SCHMD12109, SCHMD17648, SCHMD04656	ASTMX22859, ASTMX22984, ASTMX18815, ASTMX13376, ASTMX13063, ASTMX12137
OG0000417	SCHMD05726, SCHMD07229, SCHMD26855, SCHMD04770	ASTMX16234
OG0000419	SCHMD20590, SCHMD23181, SCHMD17261, SCHMD26157	ASTMX14421, ASTMX01798, ASTMX13831, ASTMX01797
OG0000420	SCHMD23004	ASTMX03701, ASTMX11233, ASTMX04743
OG0000422	SCHMD11782, SCHMD13921, SCHMD19755, SCHMD21866	ASTMX00828, ASTMX04590, ASTMX14110, ASTMX06444, ASTMX19359
OG0000424	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568	ASTMX07663
OG0000426	SCHMD02251	ASTMX14958
OG0000426	SCHMD19378, SCHMD08176	ASTMX11516, ASTMX15003, ASTMX14175, ASTMX10096, ASTMX04997
OG0000427	SCHMD05143	ASTMX05255, ASTMX14566, ASTMX04360, ASTMX10338, ASTMX00106, ASTMX00224
OG0000430	SCHMD02042	ASTMX20525, ASTMX18883, ASTMX07370, ASTMX07368, ASTMX07365, ASTMX07367, ASTMX07366, ASTMX22456
OG0000431	SCHMD00614	ASTMX06516, ASTMX00145, ASTMX09571
OG0000432	SCHMD11313	ASTMX14397, ASTMX08330, ASTMX02099, ASTMX08388, ASTMX14398
OG0000432	SCHMD08553, SCHMD16033	ASTMX14399
OG0000433	SCHMD05136	ASTMX01496, ASTMX04993
OG0000433	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790	ASTMX10245, ASTMX08139, ASTMX12987
OG0000434	SCHMD11371, SCHMD07829	ASTMX05014
OG0000435	SCHMD12216, SCHMD19476	ASTMX17180, ASTMX22596, ASTMX08016, ASTMX00822, ASTMX11321, ASTMX01296, ASTMX01968, ASTMX00957
OG0000436	SCHMD13323, SCHMD09381	ASTMX00162, ASTMX01672, ASTMX22621, ASTMX04268
OG0000437	SCHMD15978, SCHMD13458, SCHMD13578, SCHMD05773, SCHMD23206, SCHMD08272, SCHMD05769	ASTMX13003, ASTMX13002
OG0000442	SCHMD12679	ASTMX11711, ASTMX07283, ASTMX12980
OG0000443	SCHMD09029	ASTMX18401, ASTMX18402, ASTMX12956
OG0000444	SCHMD00767, SCHMD00766	ASTMX14380, ASTMX00703, ASTMX21179
OG0000445	SCHMD29179	ASTMX09933
OG0000446	SCHMD12871	ASTMX05013
OG0000447	SCHMD15169	ASTMX14911
OG0000447	SCHMD15170, SCHMD24266	ASTMX21473
OG0000448	SCHMD14173, SCHMD23454, SCHMD22726, SCHMD02667, SCHMD12888, SCHMD05105, SCHMD06817, SCHMD02833, SCHMD08753, SCHMD25489	ASTMX09522, ASTMX00028, ASTMX09521, ASTMX22210
OG0000448	SCHMD14991, SCHMD13255, SCHMD21809, SCHMD23174, SCHMD28228	ASTMX00471, ASTMX04751, ASTMX08343, ASTMX16237, ASTMX02729, ASTMX19012
OG0000449	SCHMD07672	ASTMX18026, ASTMX10844, ASTMX10845, ASTMX10843, ASTMX13513, ASTMX06017
OG0000450	SCHMD15839, SCHMD21713	ASTMX18053, ASTMX11721, ASTMX11722
OG0000454	SCHMD17914	ASTMX10568, ASTMX07895, ASTMX18556, ASTMX19705, ASTMX19391, ASTMX05140
OG0000458	SCHMD04852, SCHMD04851	ASTMX09867, ASTMX09869, ASTMX09868, ASTMX12750
OG0000459	SCHMD17754	ASTMX06073, ASTMX06074, ASTMX07294
OG0000461	SCHMD03515	ASTMX14096
OG0000461	SCHMD06358	ASTMX09634, ASTMX19013
OG0000464	SCHMD05212, SCHMD02541, SCHMD03828, SCHMD13599, SCHMD27981, SCHMD12267, SCHMD22180, SCHMD10392, SCHMD10388, SCHMD17747, SCHMD13361, SCHMD12709	ASTMX21159
OG0000464	SCHMD02410, SCHMD13834, SCHMD04551, SCHMD23598	ASTMX09853
OG0000464	SCHMD14949, SCHMD17749, SCHMD18334	ASTMX22971
OG0000465	SCHMD09590	ASTMX14121
OG0000469	SCHMD15597	ASTMX17554, ASTMX08379, ASTMX20035
OG0000470	SCHMD05493	ASTMX20617, ASTMX01420, ASTMX16395
OG0000470	SCHMD03185	ASTMX15646, ASTMX03241, ASTMX22015
OG0000472	SCHMD01784	ASTMX08994, ASTMX08995
OG0000472	SCHMD01783	ASTMX20133, ASTMX12788, ASTMX12352
OG0000473	SCHMD29413, SCHMD13933	ASTMX17247, ASTMX08279, ASTMX14205, ASTMX22328, ASTMX21061
OG0000475	SCHMD03320	ASTMX05457
OG0000476	SCHMD25720, SCHMD19904	ASTMX15748
OG0000476	SCHMD04015	ASTMX15079
OG0000479	SCHMD14823, SCHMD04174	ASTMX21850, ASTMX17585, ASTMX15198, ASTMX05901
OG0000480	SCHMD19204, SCHMD14582	ASTMX05218, ASTMX07171
OG0000480	SCHMD09535	ASTMX07170
OG0000481	SCHMD12328	ASTMX04468
OG0000481	SCHMD11352, SCHMD11001	ASTMX15759
OG0000481	SCHMD06297	ASTMX21277, ASTMX10551
OG0000481	SCHMD10940	ASTMX10155
OG0000482	SCHMD03011, SCHMD06211, SCHMD06212, SCHMD17358	ASTMX01407, ASTMX16480
OG0000484	SCHMD29525, SCHMD10182	ASTMX20535
OG0000484	SCHMD25776, SCHMD16669, SCHMD23292, SCHMD20173, SCHMD20110	ASTMX05957
OG0000485	SCHMD13016, SCHMD17436	ASTMX18912, ASTMX15444
OG0000485	SCHMD21312, SCHMD21946	ASTMX22055
OG0000485	SCHMD16799	ASTMX02971, ASTMX22496
OG0000486	SCHMD19250	ASTMX13378, ASTMX03758
OG0000487	SCHMD20744	ASTMX07842, ASTMX20342
OG0000488	SCHMD01306, SCHMD17798, SCHMD16340	ASTMX03433, ASTMX00689
OG0000489	SCHMD11851, SCHMD19803, SCHMD25207	ASTMX09842, ASTMX01834, ASTMX04138, ASTMX06584, ASTMX11463, ASTMX18490
OG0000490	SCHMD21870	ASTMX08725, ASTMX15774, ASTMX08972, ASTMX03317
OG0000491	SCHMD03171, SCHMD08983, SCHMD20738, SCHMD13341, SCHMD07340, SCHMD18133, SCHMD23188, SCHMD23436, SCHMD27960, SCHMD18920, SCHMD17666, SCHMD22815, SCHMD07927, SCHMD20806, SCHMD08846, SCHMD08847, SCHMD23642, SCHMD25563, SCHMD27546, SCHMD28266, SCHMD26950, SCHMD21486, SCHMD20472, SCHMD23045, SCHMD23074, SCHMD09539, SCHMD08981, SCHMD06713, SCHMD11915, SCHMD09317, SCHMD02859, SCHMD00109, SCHMD00103, SCHMD08015, SCHMD18354, SCHMD03551, SCHMD00998	ASTMX05642, ASTMX18439, ASTMX18438, ASTMX18437, ASTMX14753, ASTMX17371, ASTMX11249
OG0000494	SCHMD12513, SCHMD23674, SCHMD27423, SCHMD04960, SCHMD24725, SCHMD26393, SCHMD25222, SCHMD18092, SCHMD26971, SCHMD24713, SCHMD21987	ASTMX16000, ASTMX05886, ASTMX17592, ASTMX10961, ASTMX13194, ASTMX13294, ASTMX10353
OG0000496	SCHMD10819	ASTMX09081, ASTMX00196, ASTMX00430, ASTMX21509, ASTMX09082, ASTMX00197
OG0000496	SCHMD00832	ASTMX00923, ASTMX09083, ASTMX00198
OG0000497	SCHMD07173	ASTMX22201, ASTMX10346, ASTMX13802, ASTMX03464, ASTMX13801
OG0000497	SCHMD12237, SCHMD24017, SCHMD22017, SCHMD24018	ASTMX21023, ASTMX02074
OG0000503	SCHMD01390, SCHMD06719	ASTMX07343, ASTMX16980, ASTMX02609, ASTMX03072
OG0000503	SCHMD11669, SCHMD06049, SCHMD28480, SCHMD07183, SCHMD28610, SCHMD20959	ASTMX21242
OG0000504	SCHMD09636, SCHMD05294, SCHMD24012, SCHMD24184, SCHMD19827, SCHMD05293, SCHMD22132, SCHMD09637, SCHMD12821, SCHMD09697, SCHMD24410, SCHMD25007, SCHMD25497, SCHMD16466, SCHMD25962, SCHMD08165, SCHMD14224, SCHMD23834, SCHMD24691, SCHMD24897, SCHMD16428, SCHMD22263, SCHMD09635, SCHMD24690, SCHMD16465, SCHMD08164	ASTMX09815, ASTMX14231, ASTMX10657, ASTMX03402, ASTMX11929, ASTMX02863, ASTMX05201, ASTMX20171
OG0000505	SCHMD10454	ASTMX04944, ASTMX15734, ASTMX05133
OG0000506	SCHMD24136	ASTMX21436
OG0000506	SCHMD05024	ASTMX20807, ASTMX05502, ASTMX16924, ASTMX20808, ASTMX10856, ASTMX08798
OG0000513	SCHMD10779, SCHMD15278, SCHMD14712, SCHMD04597	ASTMX01506, ASTMX15656, ASTMX13880, ASTMX21279
OG0000514	SCHMD15950, SCHMD28993	ASTMX10637, ASTMX15495, ASTMX20347, ASTMX17787, ASTMX03613, ASTMX20346
OG0000519	SCHMD19355, SCHMD25526	ASTMX13209, ASTMX05997
OG0000520	SCHMD05956	ASTMX09994, ASTMX18836, ASTMX07327
OG0000521	SCHMD05864, SCHMD18629, SCHMD05165, SCHMD05168	ASTMX16378
OG0000521	SCHMD05167, SCHMD05164	ASTMX12513, ASTMX04599, ASTMX14516, ASTMX14141, ASTMX03940, ASTMX02711
OG0000522	SCHMD23148, SCHMD08897	ASTMX18924
OG0000523	SCHMD13520	ASTMX14503, ASTMX14292, ASTMX12401
OG0000524	SCHMD01087, SCHMD12691	ASTMX13403, ASTMX02748
OG0000525	SCHMD04369	ASTMX22715
OG0000525	SCHMD04371, SCHMD04372	ASTMX17740
OG0000525	SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149	ASTMX02688
OG0000527	SCHMD13845, SCHMD20940, SCHMD24670	ASTMX21736, ASTMX22367, ASTMX02383, ASTMX14201, ASTMX19141
OG0000528	SCHMD02315, SCHMD09612	ASTMX18461, ASTMX02315, ASTMX10467, ASTMX20121
OG0000529	SCHMD06409	ASTMX11508, ASTMX07444, ASTMX17776, ASTMX00725
OG0000530	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369	ASTMX03176, ASTMX02906, ASTMX17387, ASTMX07408, ASTMX19455
OG0000531	SCHMD13749	ASTMX15871
OG0000532	SCHMD07765	ASTMX01302, ASTMX15057
OG0000534	SCHMD09514	ASTMX16886
OG0000538	SCHMD23313	ASTMX06663, ASTMX01046, ASTMX13231, ASTMX04495, ASTMX12645, ASTMX21007
OG0000540	SCHMD22622	ASTMX20622, ASTMX08053, ASTMX10282, ASTMX17477, ASTMX20569, ASTMX11992, ASTMX08565, ASTMX06601, ASTMX18502, ASTMX17476, ASTMX07387, ASTMX17150, ASTMX12690, ASTMX05290, ASTMX07380
OG0000544	SCHMD08369	ASTMX22927
OG0000544	SCHMD08368	ASTMX22810, ASTMX06964, ASTMX06963
OG0000545	SCHMD20709	ASTMX10987
OG0000545	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257	ASTMX08452, ASTMX01683, ASTMX12544, ASTMX08514, ASTMX06310
OG0000545	SCHMD24457, SCHMD24458, SCHMD06497, SCHMD12251	ASTMX10989
OG0000546	SCHMD22243, SCHMD01369, SCHMD24503	ASTMX03169
OG0000548	SCHMD11369	ASTMX20814, ASTMX19774, ASTMX15937, ASTMX10502
OG0000548	SCHMD02725, SCHMD00205	ASTMX10235
OG0000550	SCHMD04376, SCHMD04379, SCHMD24742, SCHMD04378	ASTMX22613
OG0000550	SCHMD04377, SCHMD04195	ASTMX00671, ASTMX00672, ASTMX00670, ASTMX00669, ASTMX00673
OG0000551	SCHMD18977, SCHMD20852, SCHMD20040, SCHMD29185, SCHMD16306, SCHMD26226, SCHMD18979, SCHMD18976, SCHMD28799, SCHMD28338	ASTMX02105
OG0000552	SCHMD16245, SCHMD21874	ASTMX21676
OG0000552	SCHMD07234	ASTMX01181, ASTMX00313
OG0000553	SCHMD06981	ASTMX14321, ASTMX21466, ASTMX11677
OG0000560	SCHMD12681, SCHMD24482	ASTMX10434, ASTMX12293
OG0000561	SCHMD09766	ASTMX12281, ASTMX09747, ASTMX04726
OG0000562	SCHMD10853	ASTMX02939
OG0000566	SCHMD24931, SCHMD26489	ASTMX02449, ASTMX22106, ASTMX06097, ASTMX02203, ASTMX02202
OG0000567	SCHMD27076, SCHMD27355, SCHMD13533	ASTMX07889, ASTMX10650
OG0000567	SCHMD00241, SCHMD03989, SCHMD19236, SCHMD27026	ASTMX02913
OG0000572	SCHMD10816	ASTMX14415, ASTMX08526
OG0000572	SCHMD25603	ASTMX09438, ASTMX05246
OG0000573	SCHMD01043, SCHMD15213, SCHMD24610	ASTMX11352, ASTMX15555, ASTMX04860
OG0000573	SCHMD16187	ASTMX02201
OG0000574	SCHMD00489	ASTMX08559
OG0000576	SCHMD15710	ASTMX00576, ASTMX05718, ASTMX14775, ASTMX02752, ASTMX15841, ASTMX00788
OG0000578	SCHMD00300, SCHMD17617	ASTMX18006, ASTMX10470, ASTMX08286, ASTMX01576, ASTMX10827, ASTMX04585, ASTMX13822, ASTMX06067
OG0000580	SCHMD26439, SCHMD25576, SCHMD24766, SCHMD25098, SCHMD14475, SCHMD02203, SCHMD27384	ASTMX08882
OG0000580	SCHMD23258, SCHMD14664, SCHMD05333	ASTMX14484
OG0000581	SCHMD10093, SCHMD11595, SCHMD08712	ASTMX10825, ASTMX10598, ASTMX16864, ASTMX19514
OG0000581	SCHMD03457	ASTMX10599, ASTMX16863, ASTMX10824, ASTMX04580
OG0000581	SCHMD28022	ASTMX10823
OG0000582	SCHMD16063, SCHMD04882	ASTMX11411, ASTMX20610, ASTMX13349, ASTMX13077, ASTMX01858, ASTMX10152
OG0000583	SCHMD05295, SCHMD25227, SCHMD08418, SCHMD20267, SCHMD01121, SCHMD04123, SCHMD14346, SCHMD17189, SCHMD06646	ASTMX19288, ASTMX12142, ASTMX19104, ASTMX09781, ASTMX15227, ASTMX16808, ASTMX07495
OG0000585	SCHMD24793, SCHMD28810, SCHMD24792, SCHMD27773, SCHMD04336	ASTMX10753, ASTMX02113, ASTMX17466, ASTMX08311, ASTMX20178, ASTMX01009
OG0000586	SCHMD22071, SCHMD26810, SCHMD08470	ASTMX06304, ASTMX01062, ASTMX07105, ASTMX02632, ASTMX21166, ASTMX07309, ASTMX21686, ASTMX16567
OG0000587	SCHMD03879, SCHMD05571	ASTMX17633, ASTMX15674, ASTMX05654, ASTMX18684, ASTMX02880
OG0000588	SCHMD01542	ASTMX14157, ASTMX18468, ASTMX06494, ASTMX10386, ASTMX19382
OG0000588	SCHMD09247, SCHMD07021, SCHMD07022	ASTMX03016
OG0000589	SCHMD15105, SCHMD03706, SCHMD08912	ASTMX00371, ASTMX03603, ASTMX00369, ASTMX00368, ASTMX00370, ASTMX02599, ASTMX02002, ASTMX18733, ASTMX08294, ASTMX08295, ASTMX08296
OG0000590	SCHMD08634	ASTMX12992, ASTMX20440, ASTMX15142, ASTMX10181, ASTMX04496
OG0000590	SCHMD18326	ASTMX11935, ASTMX00513
OG0000591	SCHMD10835	ASTMX04992, ASTMX12325, ASTMX06564
OG0000591	SCHMD09048, SCHMD27550, SCHMD09047	ASTMX09194
OG0000592	SCHMD11895, SCHMD04777	ASTMX15625, ASTMX01208, ASTMX00581, ASTMX20394, ASTMX11355
OG0000594	SCHMD01864	ASTMX12792, ASTMX14374, ASTMX18889, ASTMX12791, ASTMX14375, ASTMX18890, ASTMX10755, ASTMX00628
OG0000594	SCHMD01865	ASTMX18421
OG0000597	SCHMD00271	ASTMX09658, ASTMX18806, ASTMX12198, ASTMX07313, ASTMX15757
OG0000600	SCHMD16883	ASTMX10693
OG0000602	SCHMD08918, SCHMD16862	ASTMX11828, ASTMX15540, ASTMX07892, ASTMX18681, ASTMX15541, ASTMX07893, ASTMX11827, ASTMX00030, ASTMX18680
OG0000603	SCHMD15890	ASTMX01585, ASTMX22855, ASTMX10221, ASTMX04851, ASTMX01584, ASTMX06561, ASTMX19202
OG0000604	SCHMD25060, SCHMD19326, SCHMD28316, SCHMD25058, SCHMD15896	ASTMX20952
OG0000604	SCHMD15253	ASTMX03236, ASTMX19938
OG0000604	SCHMD27467, SCHMD15254	ASTMX19937, ASTMX21867
OG0000604	SCHMD15897	ASTMX19572, ASTMX20954
OG0000609	SCHMD17568	ASTMX13250
OG0000610	SCHMD01064	ASTMX15042
OG0000611	SCHMD10118	ASTMX12827
OG0000612	SCHMD04363, SCHMD09119	ASTMX10076, ASTMX09692, ASTMX18860, ASTMX09749
OG0000612	SCHMD12368	ASTMX15804
OG0000613	SCHMD11333	ASTMX01217, ASTMX05307, ASTMX07479, ASTMX16319
OG0000614	SCHMD02000, SCHMD19846, SCHMD14215, SCHMD02001	ASTMX11010
OG0000615	SCHMD18570, SCHMD15390	ASTMX21454, ASTMX20753
OG0000618	SCHMD12905, SCHMD16442	ASTMX22556
OG0000619	SCHMD20094	ASTMX10497, ASTMX11699, ASTMX15036, ASTMX15037, ASTMX12055, ASTMX11698, ASTMX11697
OG0000623	SCHMD06017, SCHMD06018	ASTMX07600
