Orthogroup	SCHMD	MOUSE
OG0000166	SCHMD28623, SCHMD22442	MOUSE16358
OG0000167	SCHMD16214, SCHMD15187	MOUSE29176, MOUSE29175
OG0000167	SCHMD10169, SCHMD14397, SCHMD01901, SCHMD10730	MOUSE34068
OG0000168	SCHMD29139, SCHMD28842, SCHMD22979, SCHMD29401	MOUSE27171
OG0000171	SCHMD26790, SCHMD13950	MOUSE02823, MOUSE02822, MOUSE46727, MOUSE27859, MOUSE46726
OG0000173	SCHMD19853, SCHMD20107, SCHMD19855, SCHMD02094, SCHMD02093, SCHMD19854, SCHMD17711	MOUSE16104
OG0000174	SCHMD09838	MOUSE12800, MOUSE12801, MOUSE31622
OG0000174	SCHMD14760	MOUSE25059
OG0000174	SCHMD22728	MOUSE19080
OG0000175	SCHMD18439, SCHMD17544	MOUSE37007, MOUSE37008, MOUSE37004, MOUSE37005, MOUSE37006, MOUSE21629, MOUSE32004, MOUSE32003
OG0000179	SCHMD11075	MOUSE02858, MOUSE18997, MOUSE02856, MOUSE11162
OG0000179	SCHMD01320	MOUSE19509, MOUSE51773
OG0000180	SCHMD26243	MOUSE38826
OG0000181	SCHMD27609, SCHMD12097, SCHMD28522	MOUSE14627, MOUSE03706, MOUSE05783
OG0000181	SCHMD20053, SCHMD26119	MOUSE12600, MOUSE29996
OG0000183	SCHMD22220	MOUSE08188
OG0000183	SCHMD21103, SCHMD28756	MOUSE42801, MOUSE08189, MOUSE08186, MOUSE08187, MOUSE08190, MOUSE20337, MOUSE20343, MOUSE20344, MOUSE20338, MOUSE20339, MOUSE20341, MOUSE20340, MOUSE24700
OG0000183	SCHMD12130, SCHMD10333	MOUSE51267, MOUSE51268, MOUSE51266, MOUSE17403, MOUSE51137, MOUSE51138, MOUSE51136, MOUSE51139
OG0000186	SCHMD16812	MOUSE42683
OG0000188	SCHMD07258	MOUSE33327, MOUSE33326
OG0000188	SCHMD04013	MOUSE12813, MOUSE12815
OG0000192	SCHMD06928, SCHMD19123, SCHMD13848, SCHMD05119, SCHMD03032, SCHMD02899, SCHMD02898, SCHMD00443	MOUSE22431, MOUSE31398, MOUSE31399, MOUSE32645, MOUSE01413, MOUSE01412
OG0000193	SCHMD01373	MOUSE51241
OG0000194	SCHMD11912, SCHMD12565	MOUSE29883, MOUSE29879, MOUSE29880, MOUSE29881, MOUSE29882, MOUSE29432, MOUSE29433, MOUSE29431, MOUSE34698, MOUSE34700, MOUSE34701, MOUSE34699, MOUSE34696, MOUSE34697, MOUSE34695
OG0000195	SCHMD06851	MOUSE52235, MOUSE52236, MOUSE52239, MOUSE52237, MOUSE52242, MOUSE52243, MOUSE52241, MOUSE04098, MOUSE04099, MOUSE52244
OG0000195	SCHMD22974	MOUSE52238
OG0000197	SCHMD10696, SCHMD17861, SCHMD23209	MOUSE34129, MOUSE00710, MOUSE00709, MOUSE29305, MOUSE29309, MOUSE29308, MOUSE29310, MOUSE29311, MOUSE29313, MOUSE29307, MOUSE29312
OG0000199	SCHMD22901, SCHMD15092	MOUSE19339
OG0000199	SCHMD25193, SCHMD19754, SCHMD12419, SCHMD26058, SCHMD15988, SCHMD23974	MOUSE19334, MOUSE19337, MOUSE19328, MOUSE19330, MOUSE19332, MOUSE19317, MOUSE19315, MOUSE19316, MOUSE19321, MOUSE19320, MOUSE19318, MOUSE19324, MOUSE19326, MOUSE19325, MOUSE19323, MOUSE19331, MOUSE19333, MOUSE19327, MOUSE19329, MOUSE19319, MOUSE19322, MOUSE19336, MOUSE19335, MOUSE19338, MOUSE19340, MOUSE19342
OG0000200	SCHMD07833, SCHMD18193, SCHMD17707	MOUSE30022, MOUSE30021
OG0000201	SCHMD28886, SCHMD20370, SCHMD17233	MOUSE38533, MOUSE38534, MOUSE14083
OG0000201	SCHMD00317, SCHMD09035	MOUSE02711, MOUSE02710, MOUSE02712, MOUSE02709, MOUSE04353, MOUSE04354, MOUSE26660
OG0000201	SCHMD06305, SCHMD14342, SCHMD21248, SCHMD10519	MOUSE01054
OG0000201	SCHMD10520	MOUSE03853, MOUSE03854, MOUSE03851, MOUSE03850, MOUSE03855, MOUSE03849, MOUSE03848, MOUSE03852, MOUSE03856, MOUSE01053, MOUSE01052
OG0000202	SCHMD09501	MOUSE46871
OG0000203	SCHMD13221	MOUSE48169, MOUSE48170, MOUSE29289, MOUSE00419, MOUSE33851
OG0000204	SCHMD05946, SCHMD11236, SCHMD20783	MOUSE23102, MOUSE23101
OG0000204	SCHMD00860, SCHMD11235	MOUSE41513, MOUSE41514, MOUSE47329
OG0000204	SCHMD00861	MOUSE27285
OG0000205	SCHMD01159, SCHMD14901, SCHMD14452, SCHMD14902, SCHMD14453	MOUSE07349, MOUSE24811, MOUSE24810
OG0000205	SCHMD25881, SCHMD14433, SCHMD00603, SCHMD11532, SCHMD18472, SCHMD00599, SCHMD27278	MOUSE05525, MOUSE18370, MOUSE14654
OG0000205	SCHMD03008, SCHMD07998, SCHMD07996	MOUSE05844, MOUSE05843, MOUSE05842, MOUSE35468, MOUSE35467, MOUSE26285, MOUSE26286, MOUSE26284
OG0000207	SCHMD06438, SCHMD26342, SCHMD25964, SCHMD04396	MOUSE19031, MOUSE28832, MOUSE28833, MOUSE32259, MOUSE32258, MOUSE33675, MOUSE33676, MOUSE33674, MOUSE15842, MOUSE15840, MOUSE15841, MOUSE24286, MOUSE24289
OG0000207	SCHMD21037	MOUSE24287
OG0000208	SCHMD02566, SCHMD12405, SCHMD11985, SCHMD22998, SCHMD11986, SCHMD02567, SCHMD02568, SCHMD12406, SCHMD01555, SCHMD12407, SCHMD05900	MOUSE28784, MOUSE28785, MOUSE04342, MOUSE04346, MOUSE04345, MOUSE04344, MOUSE04343, MOUSE04690, MOUSE39382, MOUSE39136
OG0000210	SCHMD17714, SCHMD17668, SCHMD15550, SCHMD10082, SCHMD15038, SCHMD22393	MOUSE33248, MOUSE33247, MOUSE33246
OG0000210	SCHMD26754	MOUSE33245
OG0000210	SCHMD24015	MOUSE15655, MOUSE15654
OG0000211	SCHMD21436	MOUSE28046
OG0000211	SCHMD10115	MOUSE44578
OG0000215	SCHMD15383	MOUSE19203, MOUSE27957
OG0000215	SCHMD27729, SCHMD15945	MOUSE22557, MOUSE27958
OG0000218	SCHMD01527	MOUSE10867, MOUSE45082
OG0000220	SCHMD15387, SCHMD08237	MOUSE11022
OG0000221	SCHMD10720	MOUSE22515, MOUSE22518, MOUSE22513, MOUSE22517, MOUSE22516, MOUSE22514, MOUSE53204, MOUSE53205, MOUSE53203, MOUSE05742, MOUSE05741, MOUSE29915, MOUSE29913, MOUSE29916, MOUSE29920, MOUSE29914, MOUSE29919, MOUSE29918, MOUSE29912, MOUSE29917, MOUSE35058, MOUSE35056, MOUSE35053, MOUSE35051, MOUSE35055, MOUSE35054, MOUSE22156, MOUSE18361, MOUSE41877
OG0000222	SCHMD21612, SCHMD08502	MOUSE34451, MOUSE34452, MOUSE34453, MOUSE34454, MOUSE22872, MOUSE22873, MOUSE22874
OG0000223	SCHMD03921, SCHMD02888, SCHMD07141, SCHMD29544	MOUSE20967
OG0000223	SCHMD25725	MOUSE21829, MOUSE21828, MOUSE21827
OG0000225	SCHMD14160, SCHMD23340, SCHMD13094, SCHMD25261, SCHMD22794, SCHMD14161	MOUSE06880, MOUSE06881, MOUSE06882, MOUSE06888, MOUSE23452, MOUSE23453, MOUSE23451, MOUSE52882, MOUSE52881, MOUSE52880, MOUSE35428, MOUSE35429, MOUSE35426, MOUSE35427, MOUSE02372, MOUSE02371, MOUSE32095, MOUSE37168, MOUSE37169, MOUSE37170, MOUSE19594, MOUSE19593, MOUSE19595
OG0000225	SCHMD18925, SCHMD18924	MOUSE52883
OG0000226	SCHMD28582	MOUSE22184
OG0000227	SCHMD05742, SCHMD06927	MOUSE01608
OG0000227	SCHMD26170	MOUSE22121
OG0000227	SCHMD05353	MOUSE01605, MOUSE01607, MOUSE01606, MOUSE51778
OG0000227	SCHMD04380	MOUSE48941, MOUSE48940, MOUSE48939, MOUSE09066, MOUSE28250
OG0000230	SCHMD23835, SCHMD14315	MOUSE06858, MOUSE06860, MOUSE06859
OG0000231	SCHMD15225, SCHMD17377	MOUSE54203, MOUSE21875, MOUSE21876, MOUSE36429, MOUSE45631, MOUSE45630
OG0000231	SCHMD24769, SCHMD25604	MOUSE49173, MOUSE32117
OG0000232	SCHMD14178, SCHMD02027	MOUSE36562
OG0000235	SCHMD29163	MOUSE36295, MOUSE36296, MOUSE38889, MOUSE23374
OG0000236	SCHMD00730	MOUSE31733
OG0000239	SCHMD18522	MOUSE05656, MOUSE05655, MOUSE18920, MOUSE22235, MOUSE22234, MOUSE22233, MOUSE22237, MOUSE22236
OG0000239	SCHMD03432	MOUSE07433
OG0000239	SCHMD06547	MOUSE05662, MOUSE05661, MOUSE39765, MOUSE39768, MOUSE39766
OG0000240	SCHMD06226, SCHMD00582	MOUSE01114, MOUSE01115, MOUSE01113
OG0000242	SCHMD20260	MOUSE21780, MOUSE21779, MOUSE35398
OG0000243	SCHMD12372	MOUSE09637, MOUSE09639
OG0000244	SCHMD21826	MOUSE17322, MOUSE14484, MOUSE14482
OG0000244	SCHMD15740, SCHMD18441, SCHMD21827	MOUSE28443
OG0000246	SCHMD02140	MOUSE44244, MOUSE44246, MOUSE44245
OG0000250	SCHMD11127	MOUSE41924
OG0000250	SCHMD00165	MOUSE06159, MOUSE06158, MOUSE06161, MOUSE06160
OG0000250	SCHMD03762, SCHMD05189	MOUSE41925, MOUSE41926, MOUSE41921, MOUSE41920, MOUSE41923, MOUSE41922
OG0000251	SCHMD28872	MOUSE22875
OG0000254	SCHMD11206	MOUSE16806
OG0000255	SCHMD14618, SCHMD25034	MOUSE55667
OG0000256	SCHMD06220	MOUSE25569, MOUSE48599
OG0000258	SCHMD19345	MOUSE46166, MOUSE46165
OG0000258	SCHMD00959	MOUSE42103
OG0000260	SCHMD00231	MOUSE46803, MOUSE07000, MOUSE06999, MOUSE52627, MOUSE52624, MOUSE52625, MOUSE12750, MOUSE46802, MOUSE03191, MOUSE46801, MOUSE03189, MOUSE03190, MOUSE03188, MOUSE52628
OG0000263	SCHMD21152, SCHMD16080, SCHMD25801, SCHMD26173, SCHMD15861, SCHMD05150	MOUSE21739
OG0000265	SCHMD14945, SCHMD03613	MOUSE24034, MOUSE24037, MOUSE25772
OG0000265	SCHMD19985	MOUSE50387
OG0000265	SCHMD18240, SCHMD09007	MOUSE15187, MOUSE15189, MOUSE15188
OG0000266	SCHMD11802	MOUSE14998, MOUSE14999, MOUSE15000
OG0000266	SCHMD08189	MOUSE15049, MOUSE15048
OG0000268	SCHMD25441	MOUSE26202, MOUSE26203, MOUSE19072
OG0000270	SCHMD16423	MOUSE16390, MOUSE00633
OG0000272	SCHMD13324, SCHMD08067	MOUSE06800, MOUSE06802, MOUSE06801, MOUSE34249, MOUSE13424, MOUSE28648, MOUSE38225, MOUSE35816
OG0000273	SCHMD09689	MOUSE48516
OG0000273	SCHMD18528, SCHMD25490	MOUSE15144, MOUSE15143, MOUSE15142, MOUSE15139, MOUSE15141, MOUSE15140, MOUSE15145
OG0000275	SCHMD08209, SCHMD24873	MOUSE21166, MOUSE21164, MOUSE21165, MOUSE32485, MOUSE32486, MOUSE32492, MOUSE32482, MOUSE32484, MOUSE32489, MOUSE32488, MOUSE32490, MOUSE32483, MOUSE32487, MOUSE32493, MOUSE32481, MOUSE32494, MOUSE32491, MOUSE32495, MOUSE25205, MOUSE25202, MOUSE25203, MOUSE25204, MOUSE25201
OG0000276	SCHMD08876	MOUSE48674, MOUSE48673, MOUSE48675, MOUSE48676
OG0000277	SCHMD09439	MOUSE46595, MOUSE46588, MOUSE46593, MOUSE46589, MOUSE46591, MOUSE20616, MOUSE37493, MOUSE37488, MOUSE37489
OG0000278	SCHMD04708, SCHMD14538	MOUSE03084
OG0000280	SCHMD22604	MOUSE10117, MOUSE10118, MOUSE44645, MOUSE10119, MOUSE44646
OG0000280	SCHMD23115	MOUSE00580, MOUSE00579, MOUSE51592
OG0000281	SCHMD28123, SCHMD29220	MOUSE24827, MOUSE39225, MOUSE39226, MOUSE39228, MOUSE39227, MOUSE12403, MOUSE12400, MOUSE12402, MOUSE12401, MOUSE09056, MOUSE49738, MOUSE49736, MOUSE49737, MOUSE09055, MOUSE09054
OG0000282	SCHMD05137	MOUSE25102, MOUSE25103, MOUSE25101, MOUSE05300, MOUSE05299, MOUSE25104, MOUSE25105
OG0000282	SCHMD15635, SCHMD25636	MOUSE37148, MOUSE37147
OG0000282	SCHMD25893	MOUSE20932, MOUSE20929, MOUSE20933, MOUSE20930, MOUSE20931
OG0000284	SCHMD23360, SCHMD08213	MOUSE31918, MOUSE17694, MOUSE17693, MOUSE50359, MOUSE50358, MOUSE50357, MOUSE50360, MOUSE50361
OG0000287	SCHMD20375, SCHMD22052, SCHMD09584, SCHMD21912, SCHMD24074, SCHMD15817, SCHMD20976, SCHMD00675, SCHMD16477, SCHMD24758, SCHMD25574	MOUSE23907, MOUSE23906
OG0000288	SCHMD10121, SCHMD07093, SCHMD10930, SCHMD07061	MOUSE28635, MOUSE28634, MOUSE28637, MOUSE28636, MOUSE32128, MOUSE32126, MOUSE32127, MOUSE32129, MOUSE44721, MOUSE00440, MOUSE00441, MOUSE00442, MOUSE32028
OG0000289	SCHMD14014, SCHMD14418, SCHMD14417, SCHMD14015, SCHMD16163	MOUSE33710, MOUSE33709, MOUSE10526, MOUSE10525
OG0000289	SCHMD29502, SCHMD19194, SCHMD19219, SCHMD13163, SCHMD22750	MOUSE52131, MOUSE52130
OG0000295	SCHMD11340, SCHMD11341, SCHMD11339, SCHMD02776, SCHMD10264, SCHMD14695	MOUSE06347, MOUSE06349, MOUSE06351
OG0000297	SCHMD20516, SCHMD13828, SCHMD25287, SCHMD13445, SCHMD23464, SCHMD29160, SCHMD28068, SCHMD13468, SCHMD18296, SCHMD12650, SCHMD13191, SCHMD26237, SCHMD06563, SCHMD06699, SCHMD07648, SCHMD13467, SCHMD19057	MOUSE09212
OG0000299	SCHMD13170, SCHMD20344	MOUSE18580, MOUSE18583, MOUSE18582, MOUSE18581, MOUSE18578, MOUSE18579, MOUSE18576, MOUSE18577, MOUSE28485, MOUSE28484, MOUSE28483, MOUSE28486, MOUSE34165, MOUSE34159, MOUSE34162, MOUSE34163, MOUSE34166, MOUSE34164, MOUSE34161, MOUSE34160, MOUSE00345, MOUSE00351, MOUSE00347, MOUSE00346
OG0000305	SCHMD22293	MOUSE02286, MOUSE02288, MOUSE02287
OG0000305	SCHMD04764	MOUSE35196, MOUSE35195, MOUSE35197, MOUSE35194
OG0000305	SCHMD01975	MOUSE13890, MOUSE22497, MOUSE22496, MOUSE14678
OG0000306	SCHMD02490	MOUSE19585, MOUSE19586, MOUSE31468, MOUSE31467
OG0000306	SCHMD21359	MOUSE11059
OG0000306	SCHMD02489	MOUSE31459
OG0000306	SCHMD17729	MOUSE31462, MOUSE31461
OG0000308	SCHMD26369	MOUSE35252, MOUSE35253, MOUSE26283, MOUSE43439, MOUSE43438, MOUSE49040
OG0000308	SCHMD14069, SCHMD01003, SCHMD00895	MOUSE10045, MOUSE10046
OG0000310	SCHMD09298, SCHMD11775	MOUSE53718, MOUSE53719, MOUSE53716, MOUSE53717
OG0000313	SCHMD03134	MOUSE48211, MOUSE47522, MOUSE47523, MOUSE47520, MOUSE47521, MOUSE23145, MOUSE23143, MOUSE41458, MOUSE41457, MOUSE41459
OG0000313	SCHMD02125	MOUSE23144
OG0000315	SCHMD06241	MOUSE38163
OG0000315	SCHMD15459	MOUSE35599
OG0000315	SCHMD17654	MOUSE22601, MOUSE22603, MOUSE22602, MOUSE40631, MOUSE40632, MOUSE22950, MOUSE14212, MOUSE35597, MOUSE35598, MOUSE35595, MOUSE35594, MOUSE35600
OG0000315	SCHMD23953	MOUSE32256
OG0000315	SCHMD01939	MOUSE07004, MOUSE07005, MOUSE45241
OG0000315	SCHMD29683	MOUSE34619
OG0000316	SCHMD10536, SCHMD22735	MOUSE41114, MOUSE41110, MOUSE41112, MOUSE41116, MOUSE41118, MOUSE41111, MOUSE48331, MOUSE48332, MOUSE48333, MOUSE48330, MOUSE48328, MOUSE48329
OG0000316	SCHMD10615, SCHMD19154	MOUSE19532, MOUSE19533, MOUSE17505, MOUSE17506, MOUSE17507, MOUSE17503, MOUSE17508, MOUSE17501, MOUSE17502, MOUSE17504
OG0000317	SCHMD15845	MOUSE06771, MOUSE34034, MOUSE34033, MOUSE13434, MOUSE13435
OG0000317	SCHMD18547	MOUSE13437
OG0000319	SCHMD18991	MOUSE21480
OG0000319	SCHMD18992	MOUSE21479
OG0000319	SCHMD16069	MOUSE19841, MOUSE19840, MOUSE19839, MOUSE19842, MOUSE19843
OG0000320	SCHMD20182	MOUSE36277
OG0000321	SCHMD10046	MOUSE33356, MOUSE33355, MOUSE20802, MOUSE20804, MOUSE20805
OG0000321	SCHMD04699, SCHMD05278	MOUSE13117, MOUSE52229, MOUSE54119, MOUSE54122, MOUSE54120, MOUSE54121, MOUSE13116, MOUSE52234, MOUSE52233, MOUSE52230, MOUSE52231, MOUSE52232
OG0000322	SCHMD03845, SCHMD03842	MOUSE37956, MOUSE37955, MOUSE37954, MOUSE36790, MOUSE35376
OG0000323	SCHMD20297	MOUSE50372
OG0000323	SCHMD21571, SCHMD14125	MOUSE30410, MOUSE30411, MOUSE30408, MOUSE30409, MOUSE30412
OG0000325	SCHMD10722, SCHMD23724, SCHMD17815, SCHMD15286, SCHMD10721, SCHMD23725, SCHMD23881, SCHMD17816	MOUSE32242, MOUSE32243
OG0000326	SCHMD05388, SCHMD24730	MOUSE34983, MOUSE34981, MOUSE29939, MOUSE04029
OG0000326	SCHMD29727	MOUSE34523
OG0000328	SCHMD15355, SCHMD24247, SCHMD15304	MOUSE49209
OG0000329	SCHMD12472, SCHMD24777, SCHMD26844, SCHMD15152	MOUSE02538, MOUSE22417, MOUSE22415, MOUSE22416, MOUSE02938, MOUSE02936, MOUSE02937, MOUSE05357
OG0000332	SCHMD26513, SCHMD25129, SCHMD25620, SCHMD25799, SCHMD18311	MOUSE36699, MOUSE00809
OG0000333	SCHMD26037, SCHMD21228	MOUSE25479
OG0000338	SCHMD23566, SCHMD22193	MOUSE04991, MOUSE04988, MOUSE04987, MOUSE04990, MOUSE04992, MOUSE04989, MOUSE15354, MOUSE46432, MOUSE46431, MOUSE46433, MOUSE23117, MOUSE23120, MOUSE23116, MOUSE23114, MOUSE23113, MOUSE23111
OG0000338	SCHMD20089	MOUSE23115
OG0000338	SCHMD17969	MOUSE50497, MOUSE50498
OG0000339	SCHMD09051, SCHMD09049, SCHMD07931, SCHMD10837, SCHMD09050, SCHMD11944, SCHMD04027	MOUSE28827, MOUSE28828, MOUSE28825, MOUSE28826
OG0000341	SCHMD01893	MOUSE21614
OG0000343	SCHMD10731, SCHMD08099	MOUSE52159, MOUSE52158, MOUSE52157, MOUSE52156, MOUSE52160, MOUSE45023, MOUSE45020, MOUSE45019, MOUSE45017, MOUSE45022, MOUSE45018, MOUSE45025, MOUSE45024, MOUSE45021
OG0000345	SCHMD02998	MOUSE21345
OG0000346	SCHMD26404	MOUSE41749, MOUSE50407, MOUSE50408, MOUSE33363, MOUSE33364, MOUSE33362, MOUSE33361, MOUSE33359, MOUSE33360, MOUSE20795, MOUSE20792, MOUSE20791, MOUSE20793
OG0000350	SCHMD23543	MOUSE41328, MOUSE11716, MOUSE27993
OG0000351	SCHMD01382	MOUSE23560
OG0000352	SCHMD07814	MOUSE20799, MOUSE20798, MOUSE20800, MOUSE18465, MOUSE18464, MOUSE48828, MOUSE48827
OG0000352	SCHMD03216	MOUSE00653, MOUSE00652, MOUSE00651, MOUSE00650, MOUSE01779, MOUSE01780, MOUSE01778
OG0000353	SCHMD00282, SCHMD11621	MOUSE00978, MOUSE00979
OG0000353	SCHMD09276, SCHMD00283, SCHMD07604	MOUSE47795, MOUSE47786, MOUSE47788, MOUSE47789, MOUSE47787, MOUSE47792, MOUSE47785, MOUSE47793, MOUSE47791, MOUSE47784
OG0000356	SCHMD05389, SCHMD00245	MOUSE05368, MOUSE17318, MOUSE17317
OG0000357	SCHMD22062, SCHMD19961	MOUSE20055, MOUSE20054, MOUSE20050, MOUSE37778, MOUSE37783, MOUSE37784, MOUSE37779, MOUSE37781, MOUSE37782, MOUSE37777, MOUSE37776, MOUSE20051, MOUSE46513, MOUSE46514, MOUSE46515, MOUSE46511
OG0000357	SCHMD01155	MOUSE39437, MOUSE55151, MOUSE09345, MOUSE17463, MOUSE55149, MOUSE55148, MOUSE55147, MOUSE55152, MOUSE55150, MOUSE55146
OG0000358	SCHMD28430, SCHMD13052, SCHMD26873	MOUSE02067, MOUSE02068
OG0000360	SCHMD06047	MOUSE47754, MOUSE47755, MOUSE47751, MOUSE47752, MOUSE47753, MOUSE48287, MOUSE48286, MOUSE48288, MOUSE48285, MOUSE11300, MOUSE11299, MOUSE11301, MOUSE11297, MOUSE11298
OG0000367	SCHMD09947	MOUSE24961, MOUSE24960, MOUSE40629, MOUSE53593, MOUSE29122, MOUSE18961, MOUSE12636, MOUSE12635, MOUSE12634
OG0000372	SCHMD26866, SCHMD11546	MOUSE34480, MOUSE34479, MOUSE34478
OG0000372	SCHMD21831, SCHMD11336	MOUSE28281, MOUSE06545, MOUSE06546
OG0000372	SCHMD16554, SCHMD19665	MOUSE31598
OG0000373	SCHMD12690, SCHMD02964	MOUSE37700
OG0000373	SCHMD08646, SCHMD00201	MOUSE37699, MOUSE37702, MOUSE37701, MOUSE20030
OG0000373	SCHMD13176, SCHMD08271	MOUSE35785
OG0000374	SCHMD04677, SCHMD23864	MOUSE14767, MOUSE26220
OG0000375	SCHMD00715	MOUSE36106, MOUSE36105, MOUSE36104
OG0000378	SCHMD07011, SCHMD12188	MOUSE33886, MOUSE32153, MOUSE21992, MOUSE54764
OG0000378	SCHMD05583	MOUSE50906, MOUSE50905, MOUSE24152, MOUSE24147, MOUSE24153, MOUSE24148, MOUSE24157, MOUSE24150, MOUSE24156, MOUSE24151, MOUSE24149, MOUSE43067, MOUSE43064, MOUSE43066, MOUSE43061, MOUSE43068, MOUSE43062, MOUSE43065, MOUSE43063, MOUSE24154, MOUSE43069
OG0000379	SCHMD22438, SCHMD05351	MOUSE04352
OG0000379	SCHMD04410, SCHMD04728, SCHMD09077, SCHMD07990	MOUSE15062, MOUSE15063, MOUSE03903
OG0000379	SCHMD09123, SCHMD25695	MOUSE17074
OG0000379	SCHMD24201, SCHMD26339, SCHMD04411	MOUSE33957
OG0000379	SCHMD18189, SCHMD00174	MOUSE33956, MOUSE33955
OG0000380	SCHMD10844, SCHMD21526	MOUSE20196, MOUSE27917
OG0000382	SCHMD22346, SCHMD02294, SCHMD02293, SCHMD04368	MOUSE06878
OG0000382	SCHMD02292	MOUSE06877, MOUSE06876, MOUSE52801
OG0000384	SCHMD15878	MOUSE31413, MOUSE31414
OG0000386	SCHMD17175, SCHMD15137, SCHMD15138, SCHMD06530, SCHMD06529, SCHMD19089, SCHMD16199, SCHMD15535, SCHMD12800	MOUSE48104, MOUSE50199, MOUSE54194, MOUSE48105
OG0000389	SCHMD03232, SCHMD09731	MOUSE03530, MOUSE03531, MOUSE00739, MOUSE00738, MOUSE00737
OG0000392	SCHMD08120	MOUSE48622, MOUSE48620, MOUSE48623, MOUSE10378, MOUSE10373, MOUSE10376, MOUSE10377, MOUSE10375, MOUSE10374, MOUSE48618, MOUSE48619, MOUSE33244, MOUSE33239, MOUSE33238, MOUSE33243, MOUSE33241
OG0000393	SCHMD10497	MOUSE06185
OG0000395	SCHMD07915	MOUSE16481, MOUSE51097, MOUSE51095
OG0000397	SCHMD04641	MOUSE40375, MOUSE35972, MOUSE35970, MOUSE46687, MOUSE47841, MOUSE40376, MOUSE40377, MOUSE40374, MOUSE40371, MOUSE40373, MOUSE40372
OG0000399	SCHMD23059	MOUSE06544
OG0000400	SCHMD00908	MOUSE32133, MOUSE32134
OG0000402	SCHMD02881, SCHMD11412	MOUSE29094, MOUSE12311
OG0000403	SCHMD28969, SCHMD27788, SCHMD15934, SCHMD03300, SCHMD02225, SCHMD03301	MOUSE50086, MOUSE50085, MOUSE50089, MOUSE50088, MOUSE50087, MOUSE50083
OG0000404	SCHMD02429	MOUSE33081, MOUSE33455
OG0000404	SCHMD03546	MOUSE20760
OG0000405	SCHMD26927, SCHMD22788, SCHMD20823	MOUSE30202, MOUSE30201, MOUSE30203, MOUSE30204, MOUSE44618, MOUSE44617, MOUSE44620, MOUSE44616, MOUSE44621, MOUSE10163, MOUSE10157, MOUSE10159, MOUSE10167, MOUSE10169, MOUSE10166, MOUSE10165, MOUSE10144, MOUSE10148, MOUSE10161, MOUSE10149, MOUSE10145, MOUSE10152, MOUSE10153, MOUSE10155, MOUSE10156, MOUSE10168, MOUSE10162, MOUSE10164, MOUSE10151, MOUSE10158, MOUSE10150, MOUSE10160, MOUSE44619, MOUSE10154
OG0000411	SCHMD11962, SCHMD08731, SCHMD19533	MOUSE30078, MOUSE30077, MOUSE30076
OG0000412	SCHMD08478	MOUSE33377, MOUSE33375
OG0000412	SCHMD08477, SCHMD08474	MOUSE11434
OG0000412	SCHMD26267, SCHMD21996	MOUSE25647
OG0000412	SCHMD11584	MOUSE11433, MOUSE11432
OG0000413	SCHMD18816, SCHMD03327, SCHMD18461	MOUSE55055
OG0000413	SCHMD19663	MOUSE27417, MOUSE28007, MOUSE43292
OG0000413	SCHMD18817, SCHMD28614	MOUSE15629, MOUSE45112, MOUSE55054, MOUSE55052, MOUSE55053, MOUSE55057, MOUSE55056, MOUSE45114, MOUSE45113
OG0000417	SCHMD05726, SCHMD07229, SCHMD26855, SCHMD04770	MOUSE23547, MOUSE14397
OG0000419	SCHMD20590, SCHMD23181, SCHMD17261, SCHMD26157	MOUSE20494, MOUSE31143, MOUSE23445, MOUSE23446
OG0000420	SCHMD23004	MOUSE29776, MOUSE29772, MOUSE29773, MOUSE29774, MOUSE29775, MOUSE09584, MOUSE09585
OG0000422	SCHMD11782, SCHMD13921, SCHMD19755, SCHMD21866	MOUSE33839, MOUSE33840, MOUSE06628, MOUSE06631, MOUSE06630, MOUSE06629
OG0000424	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568	MOUSE20885, MOUSE20880, MOUSE20881, MOUSE20883, MOUSE20884, MOUSE20882, MOUSE20886, MOUSE20893, MOUSE20892, MOUSE20890, MOUSE20889, MOUSE20888, MOUSE20895, MOUSE20903
OG0000426	SCHMD02251	MOUSE03252, MOUSE03251
OG0000426	SCHMD20249	MOUSE03838
OG0000426	SCHMD19378, SCHMD08176	MOUSE42322, MOUSE03837, MOUSE14180, MOUSE42323, MOUSE05136, MOUSE42324, MOUSE42321, MOUSE03830, MOUSE03832, MOUSE03833, MOUSE03834, MOUSE03835, MOUSE03836, MOUSE03831
OG0000427	SCHMD05143	MOUSE34466, MOUSE34463, MOUSE34462, MOUSE34461, MOUSE34464, MOUSE15450, MOUSE15454, MOUSE15446, MOUSE15449, MOUSE15457, MOUSE15447, MOUSE15451, MOUSE15452, MOUSE15448
OG0000430	SCHMD02042	MOUSE44209, MOUSE10057, MOUSE44211, MOUSE53642, MOUSE53643, MOUSE53644, MOUSE53641, MOUSE53640, MOUSE19493, MOUSE20457
OG0000431	SCHMD00614	MOUSE29578, MOUSE29583, MOUSE29582, MOUSE29579, MOUSE09376, MOUSE47610, MOUSE47606, MOUSE47605, MOUSE47607, MOUSE29585, MOUSE29586, MOUSE29581, MOUSE29580, MOUSE47609, MOUSE47608
OG0000432	SCHMD11313	MOUSE41192, MOUSE41193, MOUSE11245, MOUSE11244, MOUSE11241
