Orthogroup	SCHMD	CAEEL
OG0000346	SCHMD02546	CAEEL10353
OG0000346	SCHMD26404	CAEEL04767
OG0000352	SCHMD07814	CAEEL05587
OG0000353	SCHMD00282, SCHMD11621	CAEEL10431
OG0000353	SCHMD09276, SCHMD00283, SCHMD07604	CAEEL10430
OG0000356	SCHMD05389, SCHMD00245	CAEEL10812
OG0000356	SCHMD01166	CAEEL12330
OG0000357	SCHMD22062, SCHMD19961	CAEEL07861
OG0000357	SCHMD01155	CAEEL10151, CAEEL05953
OG0000358	SCHMD28430, SCHMD13052, SCHMD26873	CAEEL13826
OG0000363	SCHMD01296, SCHMD20653, SCHMD29224, SCHMD24626, SCHMD24587, SCHMD26634	CAEEL12357, CAEEL16480
OG0000364	SCHMD15142, SCHMD27939	CAEEL18153, CAEEL18154
OG0000367	SCHMD09947	CAEEL11241
OG0000372	SCHMD26866, SCHMD11546	CAEEL09938
OG0000372	SCHMD21831, SCHMD11336	CAEEL11042
OG0000373	SCHMD08646, SCHMD00201	CAEEL08053
OG0000373	SCHMD13176, SCHMD08271	CAEEL15439
OG0000373	SCHMD23955, SCHMD12688, SCHMD08645	CAEEL15442
OG0000373	SCHMD03859, SCHMD00977, SCHMD18293, SCHMD14409, SCHMD07551, SCHMD03251, SCHMD23180, SCHMD15539, SCHMD16011	CAEEL15129, CAEEL10313, CAEEL08693, CAEEL00731, CAEEL00550, CAEEL14746, CAEEL12229, CAEEL14071, CAEEL05508, CAEEL05560, CAEEL16400, CAEEL10659
OG0000374	SCHMD06423	CAEEL09348
OG0000374	SCHMD04677, SCHMD23864	CAEEL04637
OG0000375	SCHMD00715	CAEEL04597
OG0000378	SCHMD07011, SCHMD12188	CAEEL01589
OG0000378	SCHMD05583	CAEEL18606
OG0000379	SCHMD24201, SCHMD26339, SCHMD04411	CAEEL18625
OG0000380	SCHMD01720, SCHMD16935, SCHMD05875, SCHMD04175	CAEEL07128
OG0000382	SCHMD02292	CAEEL10275
OG0000385	SCHMD15490, SCHMD02711, SCHMD02709	CAEEL19151
OG0000385	SCHMD02710, SCHMD19251, SCHMD20652, SCHMD23399, SCHMD15491	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992
OG0000389	SCHMD03232, SCHMD09731	CAEEL08944, CAEEL11888
OG0000391	SCHMD22690	CAEEL07480, CAEEL01186
OG0000392	SCHMD08120	CAEEL03273
OG0000393	SCHMD10497	CAEEL00138
OG0000395	SCHMD07915	CAEEL11086
OG0000399	SCHMD00926	CAEEL18399
OG0000399	SCHMD23059	CAEEL01136
OG0000402	SCHMD02881, SCHMD11412	CAEEL09914, CAEEL09915
OG0000403	SCHMD02225, SCHMD03301	CAEEL13991
OG0000404	SCHMD02429	CAEEL04503
OG0000404	SCHMD06033	CAEEL16075, CAEEL12808
OG0000404	SCHMD09283	CAEEL20480
OG0000405	SCHMD26927, SCHMD22788, SCHMD20823	CAEEL01740
OG0000409	SCHMD04012, SCHMD22098	CAEEL09896
OG0000409	SCHMD03752, SCHMD03753	CAEEL15456, CAEEL10905, CAEEL20533, CAEEL10710
OG0000411	SCHMD01429, SCHMD11962, SCHMD08731, SCHMD19533	CAEEL02373
OG0000412	SCHMD08478	CAEEL11655
OG0000412	SCHMD11584	CAEEL09909
OG0000413	SCHMD18816, SCHMD03327, SCHMD18461, SCHMD19663, SCHMD03328	CAEEL15525
OG0000413	SCHMD18817, SCHMD28614	CAEEL18945
OG0000413	SCHMD22416	CAEEL06206, CAEEL06205
OG0000417	SCHMD09163	CAEEL13248
OG0000419	SCHMD20590, SCHMD23181, SCHMD17261, SCHMD26157	CAEEL19090
OG0000424	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478
OG0000425	SCHMD21986, SCHMD08031, SCHMD08030, SCHMD29141, SCHMD24534, SCHMD24026, SCHMD08029	CAEEL13865, CAEEL13864
OG0000426	SCHMD02251	CAEEL19943
OG0000426	SCHMD19378, SCHMD08176	CAEEL20473
OG0000427	SCHMD07526, SCHMD14108, SCHMD05143	CAEEL05100
OG0000430	SCHMD11436	CAEEL14592, CAEEL00514
OG0000431	SCHMD00614	CAEEL07320
OG0000432	SCHMD11313	CAEEL08239
OG0000433	SCHMD05136	CAEEL18122
OG0000433	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790	CAEEL00915, CAEEL00914
OG0000436	SCHMD13323, SCHMD09381	CAEEL08451, CAEEL08483, CAEEL08086
OG0000442	SCHMD12679	CAEEL10760
OG0000442	SCHMD07580	CAEEL01105
OG0000443	SCHMD09029	CAEEL07750
OG0000444	SCHMD00767, SCHMD00766	CAEEL18555
OG0000446	SCHMD07122, SCHMD07123, SCHMD11163	CAEEL08845
OG0000446	SCHMD12871	CAEEL11745
OG0000447	SCHMD15169, SCHMD15170, SCHMD24266	CAEEL07754, CAEEL07753
OG0000449	SCHMD07671	CAEEL19368, CAEEL19369
OG0000450	SCHMD15839, SCHMD21713	CAEEL09221
OG0000454	SCHMD11564	CAEEL02888, CAEEL02886
OG0000454	SCHMD20156, SCHMD03653, SCHMD17914	CAEEL02877, CAEEL02880, CAEEL02881, CAEEL02883, CAEEL02884, CAEEL02885, CAEEL02878, CAEEL02887, CAEEL02879, CAEEL02882
OG0000458	SCHMD04852, SCHMD04851	CAEEL19373
OG0000461	SCHMD03515	CAEEL06628
OG0000461	SCHMD06358	CAEEL08066
OG0000463	SCHMD09096	CAEEL00961
OG0000465	SCHMD27578, SCHMD03407, SCHMD17039	CAEEL08932
OG0000467	SCHMD17174, SCHMD20889, SCHMD15139, SCHMD03258, SCHMD22899, SCHMD16369	CAEEL10426, CAEEL00823
OG0000469	SCHMD15597	CAEEL09645
OG0000470	SCHMD05493	CAEEL01892
OG0000470	SCHMD03185	CAEEL15886
OG0000472	SCHMD01784	CAEEL04041, CAEEL06168
OG0000474	SCHMD05095	CAEEL20370, CAEEL09301
OG0000476	SCHMD25720, SCHMD19904	CAEEL20693, CAEEL00887
OG0000476	SCHMD04015	CAEEL13996, CAEEL04770
OG0000476	SCHMD17256, SCHMD07489, SCHMD04014	CAEEL11253, CAEEL00175
OG0000477	SCHMD07515, SCHMD25843, SCHMD09497, SCHMD13098, SCHMD26143, SCHMD09496	CAEEL19743
OG0000479	SCHMD16083	CAEEL00963
OG0000479	SCHMD10108	CAEEL02339
OG0000479	SCHMD14823, SCHMD04174	CAEEL09202
OG0000480	SCHMD19204, SCHMD14582, SCHMD09535	CAEEL10994, CAEEL19312, CAEEL11292
OG0000481	SCHMD19063, SCHMD18615, SCHMD19165, SCHMD12328	CAEEL09089, CAEEL09097
OG0000481	SCHMD11352, SCHMD11001	CAEEL07158
OG0000481	SCHMD06297	CAEEL11815
OG0000482	SCHMD06210, SCHMD03012, SCHMD24519, SCHMD16548	CAEEL12763
OG0000482	SCHMD03011, SCHMD06211, SCHMD06212, SCHMD17358	CAEEL16609
OG0000484	SCHMD03948, SCHMD20175, SCHMD12364, SCHMD25776, SCHMD16669, SCHMD23292, SCHMD20173, SCHMD20110	CAEEL04965, CAEEL04966
OG0000485	SCHMD13016, SCHMD17436	CAEEL19088, CAEEL15576
OG0000486	SCHMD19250	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738
OG0000487	SCHMD20744	CAEEL16728, CAEEL12342
OG0000488	SCHMD01306, SCHMD17798, SCHMD16340	CAEEL05865, CAEEL05866
OG0000489	SCHMD11850, SCHMD24502, SCHMD26324	CAEEL19170
OG0000490	SCHMD03484, SCHMD03477, SCHMD21870, SCHMD21871	CAEEL00687, CAEEL19730
OG0000490	SCHMD23364, SCHMD22228	CAEEL18080
OG0000491	SCHMD15788	CAEEL06407
OG0000491	SCHMD00109, SCHMD00103, SCHMD08015, SCHMD18354, SCHMD03551, SCHMD00998	CAEEL07820
OG0000497	SCHMD07173	CAEEL11475, CAEEL02002
OG0000497	SCHMD12237, SCHMD24017, SCHMD22017, SCHMD24018	CAEEL19219
OG0000503	SCHMD01390, SCHMD06719	CAEEL18781, CAEEL18780
OG0000503	SCHMD11669, SCHMD06049, SCHMD28480, SCHMD07183, SCHMD28610, SCHMD20959	CAEEL01216
OG0000504	SCHMD19827, SCHMD05293, SCHMD22132	CAEEL11210
OG0000506	SCHMD05024	CAEEL18864
OG0000510	SCHMD10006	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413
OG0000513	SCHMD06574, SCHMD06575	CAEEL00380
OG0000514	SCHMD15950, SCHMD28993	CAEEL07294, CAEEL18391
OG0000514	SCHMD17111	CAEEL14359
OG0000519	SCHMD19355, SCHMD25526	CAEEL01270
OG0000519	SCHMD21661, SCHMD23283	CAEEL18558, CAEEL05173
OG0000520	SCHMD05955, SCHMD05956, SCHMD29599, SCHMD27845	CAEEL07490
OG0000521	SCHMD05864, SCHMD18629, SCHMD05165, SCHMD05168, SCHMD05167, SCHMD05164	CAEEL14050
OG0000521	SCHMD02720, SCHMD02513	CAEEL17824
OG0000523	SCHMD13520	CAEEL07536, CAEEL13092
OG0000524	SCHMD01087, SCHMD12691	CAEEL17529
OG0000525	SCHMD04369	CAEEL19149
OG0000525	SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149	CAEEL19113
OG0000528	SCHMD02315, SCHMD09612	CAEEL17966
OG0000529	SCHMD06409	CAEEL14327
OG0000529	SCHMD24374	CAEEL15849
OG0000530	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369	CAEEL05713, CAEEL05714
OG0000531	SCHMD13749	CAEEL07670
OG0000534	SCHMD04873, SCHMD16884, SCHMD09514	CAEEL06960
OG0000538	SCHMD23313	CAEEL07439
OG0000542	SCHMD05340, SCHMD05911, SCHMD06819	CAEEL09055
OG0000545	SCHMD20709	CAEEL15746
OG0000545	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257	CAEEL14386
OG0000546	SCHMD01112, SCHMD00287, SCHMD17563, SCHMD02461, SCHMD02852, SCHMD24193, SCHMD21696, SCHMD15674, SCHMD15371, SCHMD10579	CAEEL11922, CAEEL11556, CAEEL09379, CAEEL10245, CAEEL10244, CAEEL02817, CAEEL09934, CAEEL12457, CAEEL06679, CAEEL10675, CAEEL11668, CAEEL08595, CAEEL08734, CAEEL12100, CAEEL12099, CAEEL08159, CAEEL02972, CAEEL02973
OG0000546	SCHMD22243, SCHMD01369, SCHMD24503	CAEEL05028, CAEEL10535, CAEEL11324, CAEEL15408
OG0000548	SCHMD11369, SCHMD02725, SCHMD00205	CAEEL10591, CAEEL10590
OG0000550	SCHMD04194	CAEEL19304, CAEEL19439
OG0000550	SCHMD24742	CAEEL11841
OG0000551	SCHMD18977, SCHMD20852, SCHMD20040, SCHMD29185, SCHMD16306, SCHMD26226, SCHMD18979, SCHMD18976, SCHMD28799, SCHMD28338	CAEEL05226
OG0000552	SCHMD12173, SCHMD26203, SCHMD19357, SCHMD01116	CAEEL08432
OG0000553	SCHMD18290	CAEEL01952
OG0000554	SCHMD06339	CAEEL09891
OG0000560	SCHMD20487, SCHMD15920, SCHMD12681, SCHMD24482	CAEEL00689
OG0000561	SCHMD09766	CAEEL15785
OG0000562	SCHMD10853	CAEEL12354
OG0000563	SCHMD25177, SCHMD22478	CAEEL11870
OG0000563	SCHMD19010, SCHMD18961, SCHMD13906, SCHMD19772, SCHMD04138, SCHMD13630	CAEEL10514
OG0000563	SCHMD27006, SCHMD25371, SCHMD26550, SCHMD20849, SCHMD11824, SCHMD20039, SCHMD21297, SCHMD02175, SCHMD21596, SCHMD14777, SCHMD04135, SCHMD05410, SCHMD16749, SCHMD27088, SCHMD13743, SCHMD13510, SCHMD05417, SCHMD00956, SCHMD23940	CAEEL07864
OG0000564	SCHMD26462	CAEEL20341
OG0000564	SCHMD28181, SCHMD14170, SCHMD15197, SCHMD18017, SCHMD18014	CAEEL13516, CAEEL18277
OG0000566	SCHMD24931, SCHMD26489	CAEEL15091
OG0000567	SCHMD27076, SCHMD27355, SCHMD13533	CAEEL02967
OG0000567	SCHMD00241, SCHMD03989	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553
OG0000567	SCHMD19236, SCHMD27026	CAEEL04491
OG0000572	SCHMD10816	CAEEL13663
OG0000572	SCHMD25603	CAEEL04776
OG0000573	SCHMD01043, SCHMD15213, SCHMD24610	CAEEL05940
OG0000573	SCHMD16187	CAEEL01355
OG0000574	SCHMD01583, SCHMD12209	CAEEL19269
OG0000574	SCHMD05508, SCHMD00489	CAEEL19209, CAEEL18848
OG0000575	SCHMD10050, SCHMD14865	CAEEL12522
OG0000576	SCHMD15710	CAEEL06802
OG0000578	SCHMD00300, SCHMD17617	CAEEL16491, CAEEL16492, CAEEL16490
OG0000579	SCHMD26692, SCHMD29307, SCHMD26446, SCHMD01160, SCHMD01878, SCHMD11162, SCHMD25933, SCHMD01879, SCHMD16027, SCHMD27820, SCHMD26175	CAEEL11246, CAEEL09670, CAEEL09822
OG0000580	SCHMD26439, SCHMD25576, SCHMD24766, SCHMD25098, SCHMD14475, SCHMD02203, SCHMD27384	CAEEL19061
OG0000580	SCHMD23258, SCHMD14664, SCHMD05333	CAEEL06306
OG0000581	SCHMD10093, SCHMD11595, SCHMD08712	CAEEL15703
OG0000581	SCHMD03457, SCHMD08167, SCHMD28022	CAEEL14055, CAEEL14054
OG0000582	SCHMD16063, SCHMD04882	CAEEL19553, CAEEL19552
OG0000583	SCHMD01121	CAEEL01762, CAEEL01763
OG0000584	SCHMD07152	CAEEL04633, CAEEL05854, CAEEL04153, CAEEL04154, CAEEL06443
OG0000585	SCHMD24793, SCHMD28810, SCHMD24792, SCHMD27773, SCHMD04336	CAEEL11782, CAEEL11783
OG0000586	SCHMD16050, SCHMD19532	CAEEL05852
OG0000587	SCHMD03879, SCHMD05571	CAEEL14207
OG0000588	SCHMD01542, SCHMD09247, SCHMD07021, SCHMD07022	CAEEL05897
OG0000589	SCHMD15105, SCHMD03706, SCHMD08912	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281
OG0000590	SCHMD08634	CAEEL01780
OG0000591	SCHMD10835	CAEEL19878
OG0000591	SCHMD09048, SCHMD27550, SCHMD09047	CAEEL18367
OG0000592	SCHMD11895, SCHMD04777	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244
OG0000592	SCHMD09289, SCHMD17605, SCHMD11894	CAEEL18530, CAEEL04398
OG0000594	SCHMD01864	CAEEL11331
OG0000597	SCHMD00271	CAEEL08741
OG0000600	SCHMD24344, SCHMD16882	CAEEL02285, CAEEL02284
OG0000602	SCHMD08918, SCHMD16862	CAEEL20599
OG0000603	SCHMD15890	CAEEL15474
OG0000603	SCHMD18934, SCHMD26022, SCHMD15888	CAEEL15475
OG0000604	SCHMD27467, SCHMD15254, SCHMD15897	CAEEL14390
OG0000607	SCHMD10894, SCHMD16300	CAEEL05374
OG0000608	SCHMD15186	CAEEL06882
OG0000609	SCHMD24245, SCHMD16443, SCHMD17568	CAEEL11904
OG0000611	SCHMD07468	CAEEL08225
OG0000611	SCHMD10118	CAEEL09831
OG0000612	SCHMD03892, SCHMD04363, SCHMD09119	CAEEL07651
OG0000612	SCHMD12368	CAEEL06875
OG0000613	SCHMD11333	CAEEL14429, CAEEL16442
OG0000614	SCHMD02000, SCHMD19846, SCHMD14215, SCHMD02001	CAEEL16724
OG0000615	SCHMD18570, SCHMD15390, SCHMD03881, SCHMD24438, SCHMD15895, SCHMD15391, SCHMD21719, SCHMD22476	CAEEL19705
OG0000619	SCHMD20094	CAEEL02635
OG0000623	SCHMD06017, SCHMD06018	CAEEL16178, CAEEL06411
OG0000623	SCHMD05599, SCHMD06718, SCHMD03445, SCHMD22744, SCHMD24118, SCHMD17727, SCHMD12585	CAEEL16276
OG0000624	SCHMD01951	CAEEL08547
OG0000626	SCHMD22993, SCHMD02730, SCHMD02477	CAEEL19740
OG0000627	SCHMD09127	CAEEL01126
OG0000636	SCHMD23842, SCHMD07652, SCHMD03198	CAEEL19659
OG0000637	SCHMD05589, SCHMD10644, SCHMD20645, SCHMD23793, SCHMD25329, SCHMD16174, SCHMD06815, SCHMD14376, SCHMD24038	CAEEL18181
OG0000639	SCHMD15823	CAEEL00195
OG0000639	SCHMD12604, SCHMD12603	CAEEL00077
OG0000645	SCHMD29005, SCHMD05528	CAEEL02916
OG0000646	SCHMD24176	CAEEL06213, CAEEL06212
OG0000647	SCHMD29494	CAEEL14095, CAEEL17996
OG0000649	SCHMD18549, SCHMD18847, SCHMD16842, SCHMD03271	CAEEL08770
OG0000651	SCHMD02428	CAEEL08479
OG0000652	SCHMD03400, SCHMD03280, SCHMD23460, SCHMD03282, SCHMD27558, SCHMD03401, SCHMD03285, SCHMD29341, SCHMD05205, SCHMD08162	CAEEL09392, CAEEL09393
OG0000653	SCHMD07619, SCHMD08845	CAEEL20136
OG0000654	SCHMD01650, SCHMD19469	CAEEL00509
OG0000657	SCHMD06576, SCHMD14158, SCHMD14159, SCHMD28173, SCHMD18210	CAEEL01693
OG0000660	SCHMD02770	CAEEL06994
OG0000660	SCHMD14151, SCHMD11195, SCHMD19605, SCHMD07974, SCHMD15853	CAEEL18909, CAEEL08649
OG0000660	SCHMD20422, SCHMD27193	CAEEL01886, CAEEL01416
OG0000662	SCHMD04360	CAEEL07265
OG0000662	SCHMD05635	CAEEL20546
OG0000663	SCHMD28509, SCHMD28508, SCHMD08739	CAEEL07269
OG0000664	SCHMD04491, SCHMD14555	CAEEL10897, CAEEL10896
OG0000664	SCHMD04182	CAEEL00118, CAEEL00117
OG0000665	SCHMD09294	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744
OG0000666	SCHMD26735, SCHMD04900, SCHMD10850, SCHMD10849	CAEEL11143
OG0000670	SCHMD21177, SCHMD16575, SCHMD24810, SCHMD18592, SCHMD04685, SCHMD22152, SCHMD02150, SCHMD05669, SCHMD12381, SCHMD13315, SCHMD13316, SCHMD12100	CAEEL01804, CAEEL20294
OG0000671	SCHMD11717	CAEEL20492, CAEEL02522
OG0000672	SCHMD28683, SCHMD11622, SCHMD29250, SCHMD22471, SCHMD16139, SCHMD10377, SCHMD17197, SCHMD10307, SCHMD15500	CAEEL07948, CAEEL07943
OG0000672	SCHMD03901	CAEEL00089, CAEEL00988
OG0000674	SCHMD14256	CAEEL01995
OG0000676	SCHMD18867	CAEEL18677, CAEEL18678
OG0000678	SCHMD26583, SCHMD26584, SCHMD12017, SCHMD12018, SCHMD28149, SCHMD21688, SCHMD26696, SCHMD23542, SCHMD23509, SCHMD26582	CAEEL19275
OG0000680	SCHMD25925	CAEEL01896
OG0000681	SCHMD26784, SCHMD03976	CAEEL06701, CAEEL06700
OG0000682	SCHMD04644, SCHMD08708, SCHMD25504, SCHMD17552, SCHMD21787, SCHMD07246, SCHMD25376, SCHMD05512	CAEEL18765
OG0000683	SCHMD21601	CAEEL18608
OG0000683	SCHMD28199, SCHMD24958	CAEEL02948
OG0000684	SCHMD07574, SCHMD07399, SCHMD07458, SCHMD23235, SCHMD27158, SCHMD07403	CAEEL11185
OG0000685	SCHMD02797, SCHMD09882	CAEEL19728
OG0000688	SCHMD13264	CAEEL04340
OG0000690	SCHMD24354	CAEEL02355, CAEEL16430
OG0000690	SCHMD17313, SCHMD21259, SCHMD18093	CAEEL05043
OG0000691	SCHMD06271	CAEEL17188
OG0000692	SCHMD11826	CAEEL05111, CAEEL03292
OG0000692	SCHMD02580	CAEEL01603
OG0000694	SCHMD02121, SCHMD02119	CAEEL18784, CAEEL02081, CAEEL02961
OG0000696	SCHMD10590	CAEEL19612
OG0000697	SCHMD10349, SCHMD08041	CAEEL10883
OG0000699	SCHMD20380, SCHMD24169, SCHMD20675, SCHMD24967	CAEEL07103, CAEEL17353, CAEEL15074, CAEEL14285
OG0000701	SCHMD15836	CAEEL01775, CAEEL09588, CAEEL02242
OG0000702	SCHMD21765, SCHMD21766	CAEEL01313
OG0000703	SCHMD03880	CAEEL12761
OG0000708	SCHMD25653	CAEEL04786, CAEEL04785
OG0000709	SCHMD20599, SCHMD21920	CAEEL11350, CAEEL18734, CAEEL12228, CAEEL16334, CAEEL20586, CAEEL11767
OG0000709	SCHMD21257	CAEEL01769
OG0000710	SCHMD02362, SCHMD00177	CAEEL20648, CAEEL19117
OG0000710	SCHMD02354, SCHMD10827, SCHMD18803, SCHMD02525, SCHMD27616, SCHMD13241	CAEEL19785
OG0000711	SCHMD16082	CAEEL04946
OG0000711	SCHMD02785	CAEEL03027
OG0000712	SCHMD23626	CAEEL07921
OG0000713	SCHMD17095	CAEEL15727
OG0000715	SCHMD26861, SCHMD05460	CAEEL07311
OG0000716	SCHMD04462, SCHMD22884, SCHMD19144, SCHMD07207, SCHMD17723	CAEEL00463
OG0000717	SCHMD26760, SCHMD12553	CAEEL20044, CAEEL07958
OG0000718	SCHMD05665, SCHMD05692, SCHMD05688, SCHMD24218, SCHMD05666, SCHMD25000, SCHMD11831	CAEEL16052
OG0000718	SCHMD03691	CAEEL06479
OG0000721	SCHMD15260, SCHMD29752, SCHMD09543	CAEEL07780, CAEEL00853
OG0000722	SCHMD24922, SCHMD24923, SCHMD24635, SCHMD22124	CAEEL16439
OG0000722	SCHMD23554, SCHMD18534, SCHMD17531, SCHMD00837, SCHMD05194, SCHMD15343, SCHMD28550	CAEEL19041, CAEEL07826
OG0000724	SCHMD01876, SCHMD11468, SCHMD08667, SCHMD14292, SCHMD17982, SCHMD00128, SCHMD07525, SCHMD08666	CAEEL01191, CAEEL05666, CAEEL04724, CAEEL07268, CAEEL09317, CAEEL05086, CAEEL04722, CAEEL04707, CAEEL16432, CAEEL08216, CAEEL08788, CAEEL00782, CAEEL05700, CAEEL05106, CAEEL05163, CAEEL15997, CAEEL14388, CAEEL04425, CAEEL10300, CAEEL10254, CAEEL10375, CAEEL12178, CAEEL11651, CAEEL11581, CAEEL15115, CAEEL04753
OG0000725	SCHMD11698	CAEEL01386
OG0000730	SCHMD22617, SCHMD17182, SCHMD08320, SCHMD02965	CAEEL06574
OG0000731	SCHMD03063	CAEEL18982
OG0000732	SCHMD09651	CAEEL02711
OG0000732	SCHMD05249	CAEEL11771
OG0000733	SCHMD28225, SCHMD15626	CAEEL17006
OG0000733	SCHMD13904, SCHMD02163	CAEEL15524
OG0000734	SCHMD11583, SCHMD14768, SCHMD09332, SCHMD02937, SCHMD07242, SCHMD04118, SCHMD01513, SCHMD07878, SCHMD24039, SCHMD13942, SCHMD22315, SCHMD14455, SCHMD27004, SCHMD20850, SCHMD13509, SCHMD10084, SCHMD08723, SCHMD14485, SCHMD25295, SCHMD26519, SCHMD04103, SCHMD26949, SCHMD09270, SCHMD20387, SCHMD03648, SCHMD09683, SCHMD10543, SCHMD08018, SCHMD27636, SCHMD18698, SCHMD07342, SCHMD09685, SCHMD09684, SCHMD15319, SCHMD24961, SCHMD26040, SCHMD09274, SCHMD04119	CAEEL18835
OG0000735	SCHMD07620	CAEEL14834, CAEEL14835
OG0000737	SCHMD13872, SCHMD06037, SCHMD06036, SCHMD13871, SCHMD06038, SCHMD26765, SCHMD20700, SCHMD19426, SCHMD19425, SCHMD16484, SCHMD24684	CAEEL19663
OG0000740	SCHMD13587	CAEEL18076
OG0000740	SCHMD16462	CAEEL18356
OG0000745	SCHMD29471	CAEEL12683, CAEEL06489
OG0000749	SCHMD08684, SCHMD14779, SCHMD14096, SCHMD26558, SCHMD10778, SCHMD24530, SCHMD14780	CAEEL11624, CAEEL14107
OG0000751	SCHMD12293, SCHMD13329, SCHMD18701, SCHMD04693, SCHMD17218, SCHMD17217, SCHMD03838, SCHMD03689, SCHMD13065, SCHMD14600, SCHMD18030, SCHMD13408	CAEEL09020
OG0000752	SCHMD03946	CAEEL07346
OG0000752	SCHMD12645	CAEEL04370
OG0000753	SCHMD14739, SCHMD19308, SCHMD17874, SCHMD17873, SCHMD19309	CAEEL17415
OG0000757	SCHMD13979, SCHMD10753, SCHMD18486	CAEEL20030
OG0000759	SCHMD21958	CAEEL20475, CAEEL16710
OG0000760	SCHMD20920, SCHMD16709	CAEEL09851
OG0000762	SCHMD18828	CAEEL02671
OG0000763	SCHMD13003, SCHMD01910, SCHMD15104, SCHMD01491, SCHMD17696, SCHMD22978, SCHMD08138, SCHMD27445, SCHMD08139, SCHMD14202	CAEEL01521, CAEEL01520, CAEEL01519
OG0000764	SCHMD28742, SCHMD23511	CAEEL19739
OG0000765	SCHMD21723, SCHMD22880	CAEEL08924, CAEEL20292
OG0000765	SCHMD29001	CAEEL19163
OG0000766	SCHMD07087	CAEEL01660
OG0000766	SCHMD23662, SCHMD13714, SCHMD13716, SCHMD13715, SCHMD28470, SCHMD22621, SCHMD06546	CAEEL18773, CAEEL19845, CAEEL20678, CAEEL20679, CAEEL04502
OG0000767	SCHMD28206, SCHMD09263, SCHMD04586, SCHMD04585	CAEEL18584
OG0000773	SCHMD11397	CAEEL10074
OG0000774	SCHMD13406	CAEEL03062
OG0000774	SCHMD04364	CAEEL12020, CAEEL14163, CAEEL12021
OG0000775	SCHMD02633, SCHMD02632	CAEEL09740
OG0000776	SCHMD10487	CAEEL11265, CAEEL10969, CAEEL09271, CAEEL01206, CAEEL19691, CAEEL14134, CAEEL11345
OG0000777	SCHMD17125	CAEEL19291
OG0000778	SCHMD17919, SCHMD25026, SCHMD16452, SCHMD20513	CAEEL04054
OG0000780	SCHMD13998, SCHMD18889, SCHMD10385, SCHMD10386	CAEEL00305
OG0000782	SCHMD01655, SCHMD14818	CAEEL01741
OG0000784	SCHMD16579	CAEEL03006
OG0000784	SCHMD19992, SCHMD27743	CAEEL19472
OG0000787	SCHMD22606, SCHMD20069, SCHMD13786	CAEEL10362
OG0000788	SCHMD11830, SCHMD18844	CAEEL04328, CAEEL04329, CAEEL04327
OG0000788	SCHMD06628	CAEEL01175
OG0000789	SCHMD29403	CAEEL18858
OG0000791	SCHMD20330, SCHMD18169, SCHMD20086	CAEEL05549
OG0000791	SCHMD12436	CAEEL20749, CAEEL18452
OG0000791	SCHMD12437	CAEEL09121
OG0000794	SCHMD10042	CAEEL14272, CAEEL13170
OG0000797	SCHMD19270, SCHMD16320	CAEEL11404
OG0000798	SCHMD16249, SCHMD19563, SCHMD17465, SCHMD04713	CAEEL08562, CAEEL08561
OG0000801	SCHMD09238	CAEEL00950
OG0000803	SCHMD13498, SCHMD13620, SCHMD26336	CAEEL18447
OG0000809	SCHMD21850, SCHMD00682	CAEEL06250
OG0000810	SCHMD03195, SCHMD03113	CAEEL00977
OG0000813	SCHMD04629, SCHMD20034	CAEEL10975, CAEEL10973, CAEEL01084
OG0000814	SCHMD03060, SCHMD13676, SCHMD13183, SCHMD07986	CAEEL07659, CAEEL07658
OG0000814	SCHMD07352	CAEEL11834, CAEEL05113
OG0000817	SCHMD18475, SCHMD11029	CAEEL00472
OG0000817	SCHMD22983	CAEEL09272
OG0000819	SCHMD26932, SCHMD11456, SCHMD22577, SCHMD16618	CAEEL09262
OG0000820	SCHMD19766	CAEEL08726
OG0000826	SCHMD01695, SCHMD01697, SCHMD12736, SCHMD10190, SCHMD02301, SCHMD07205, SCHMD20648, SCHMD19536, SCHMD29770	CAEEL04414
OG0000828	SCHMD08298	CAEEL01170
OG0000828	SCHMD07805, SCHMD08624	CAEEL14806
