Orthogroup	SCHMD	AENJA_ok
OG0000248	SCHMD09553, SCHMD07301, SCHMD15578, SCHMD28870, SCHMD28143, SCHMD26766, SCHMD07305, SCHMD23142, SCHMD07304, SCHMD09549, SCHMD06759, SCHMD00071	AENJA_08718
OG0000250	SCHMD07715, SCHMD11126	AENJA_21466
OG0000250	SCHMD00165	AENJA_01564
OG0000255	SCHMD14618, SCHMD25034	AENJA_05199
OG0000256	SCHMD06220	AENJA_24528
OG0000257	SCHMD15360	AENJA_12469, AENJA_20995, AENJA_23471
OG0000258	SCHMD00959	AENJA_04201
OG0000260	SCHMD00231	AENJA_02917, AENJA_18084, AENJA_23444
OG0000263	SCHMD21152, SCHMD16080, SCHMD25801, SCHMD26173, SCHMD15861, SCHMD05150	AENJA_06376, AENJA_02707, AENJA_07923, AENJA_00940, AENJA_24604, AENJA_02705, AENJA_15502, AENJA_15498, AENJA_21435, AENJA_02066
OG0000265	SCHMD14945, SCHMD03613, SCHMD19985	AENJA_21392, AENJA_21393
OG0000265	SCHMD18240, SCHMD09007	AENJA_02918
OG0000268	SCHMD02532, SCHMD02534	AENJA_14602
OG0000268	SCHMD08097	AENJA_03720
OG0000268	SCHMD25441	AENJA_25695
OG0000269	SCHMD02382, SCHMD21902	AENJA_26650
OG0000270	SCHMD16423	AENJA_15394
OG0000271	SCHMD06707	AENJA_18761
OG0000272	SCHMD13324, SCHMD08067	AENJA_25855, AENJA_06572, AENJA_24245, AENJA_24884, AENJA_06955
OG0000273	SCHMD09689	AENJA_14902
OG0000273	SCHMD18528, SCHMD25490	AENJA_10997
OG0000275	SCHMD00604	AENJA_18172
OG0000275	SCHMD08209, SCHMD24873	AENJA_05208
OG0000276	SCHMD08876	AENJA_08719
OG0000277	SCHMD09439	AENJA_21144
OG0000278	SCHMD04708, SCHMD14538	AENJA_12104
OG0000278	SCHMD00822, SCHMD09237, SCHMD03776	AENJA_24144
OG0000280	SCHMD23189	AENJA_20449
OG0000280	SCHMD23115	AENJA_07561, AENJA_03995, AENJA_19718, AENJA_21139
OG0000281	SCHMD28123, SCHMD29220	AENJA_10606, AENJA_10610, AENJA_10605, AENJA_10607
OG0000282	SCHMD05137	AENJA_08490
OG0000282	SCHMD15635, SCHMD25636	AENJA_08159
OG0000284	SCHMD23360, SCHMD08213	AENJA_16460, AENJA_16457, AENJA_23940, AENJA_23553, AENJA_12800, AENJA_09635, AENJA_14116, AENJA_03847, AENJA_00883, AENJA_14484
OG0000285	SCHMD29037	AENJA_13941, AENJA_20401, AENJA_20406, AENJA_19105, AENJA_07714, AENJA_19484, AENJA_02834, AENJA_06481, AENJA_21453
OG0000287	SCHMD02606, SCHMD23013	AENJA_16648
OG0000288	SCHMD10121, SCHMD07093, SCHMD10930, SCHMD07061	AENJA_00977, AENJA_14604
OG0000289	SCHMD14014, SCHMD14418, SCHMD14417, SCHMD14015, SCHMD16163	AENJA_13824
OG0000289	SCHMD23289, SCHMD16353	AENJA_15869
OG0000289	SCHMD22750	AENJA_15870
OG0000295	SCHMD11340, SCHMD11341, SCHMD11339, SCHMD02776, SCHMD10264, SCHMD14695	AENJA_07578
OG0000299	SCHMD13170, SCHMD20344	AENJA_07480
OG0000302	SCHMD25990, SCHMD27840, SCHMD19049	AENJA_13387
OG0000305	SCHMD22293	AENJA_01524
OG0000305	SCHMD04764	AENJA_23458
OG0000306	SCHMD17729	AENJA_01416
OG0000308	SCHMD26369	AENJA_23339
OG0000308	SCHMD01003, SCHMD00895	AENJA_18481
OG0000310	SCHMD09298, SCHMD11775	AENJA_12510, AENJA_19334, AENJA_10979, AENJA_16718, AENJA_13920, AENJA_20912, AENJA_20756
OG0000313	SCHMD03134	AENJA_16242, AENJA_16057
OG0000313	SCHMD02125	AENJA_23096, AENJA_17234, AENJA_00680
OG0000315	SCHMD17654	AENJA_08118
OG0000315	SCHMD01939	AENJA_20619
OG0000316	SCHMD10536, SCHMD22735	AENJA_23705
OG0000317	SCHMD15845	AENJA_18053
OG0000319	SCHMD24889, SCHMD28931	AENJA_21128
OG0000319	SCHMD18992	AENJA_02024
OG0000319	SCHMD16069	AENJA_15257
OG0000321	SCHMD10046	AENJA_07424
OG0000321	SCHMD04699, SCHMD05278	AENJA_23362
OG0000322	SCHMD03845, SCHMD03842	AENJA_07618, AENJA_03568, AENJA_04218
OG0000323	SCHMD21571, SCHMD14125	AENJA_22664
OG0000326	SCHMD05388	AENJA_25612
OG0000326	SCHMD29727	AENJA_25861
OG0000328	SCHMD07101, SCHMD21088, SCHMD28818, SCHMD15355, SCHMD24247, SCHMD15304	AENJA_09097
OG0000333	SCHMD26037, SCHMD21228	AENJA_06410, AENJA_00632
OG0000338	SCHMD23566, SCHMD22193	AENJA_13192
OG0000338	SCHMD17969	AENJA_22299
OG0000339	SCHMD09051, SCHMD09049, SCHMD07931, SCHMD10837, SCHMD09050, SCHMD11944, SCHMD04027	AENJA_00382, AENJA_19984, AENJA_00140, AENJA_14078, AENJA_02225
OG0000341	SCHMD01892, SCHMD01891, SCHMD01893	AENJA_00431
OG0000343	SCHMD10731, SCHMD08099	AENJA_04274
OG0000345	SCHMD02998	AENJA_12976
OG0000345	SCHMD15266	AENJA_23748
OG0000346	SCHMD26404	AENJA_22586, AENJA_15929
OG0000350	SCHMD23543	AENJA_06140, AENJA_03065
OG0000352	SCHMD07814	AENJA_13697
OG0000352	SCHMD03216	AENJA_04782, AENJA_25500, AENJA_11315
OG0000356	SCHMD05389	AENJA_05708
OG0000357	SCHMD22062, SCHMD19961	AENJA_16412
OG0000357	SCHMD01155	AENJA_04794
OG0000358	SCHMD28430, SCHMD13052, SCHMD26873	AENJA_15177
OG0000360	SCHMD19691, SCHMD20116	AENJA_19447
OG0000360	SCHMD06047	AENJA_08035, AENJA_08623, AENJA_22734
OG0000363	SCHMD01296	AENJA_26154
OG0000365	SCHMD22496, SCHMD22435, SCHMD28326	AENJA_08243, AENJA_08242
OG0000367	SCHMD09947	AENJA_21570, AENJA_21567, AENJA_15749
OG0000370	SCHMD02385, SCHMD02384	AENJA_01023, AENJA_01026, AENJA_17853, AENJA_01272
OG0000372	SCHMD11546	AENJA_10537
OG0000372	SCHMD21831, SCHMD11336	AENJA_10254
OG0000373	SCHMD12690, SCHMD02964	AENJA_10744
OG0000373	SCHMD13176, SCHMD08271	AENJA_18516
OG0000373	SCHMD23955, SCHMD12688, SCHMD08645, SCHMD03859, SCHMD00977, SCHMD18293, SCHMD14409, SCHMD07551, SCHMD03251, SCHMD23180, SCHMD15539, SCHMD16011	AENJA_11897
OG0000374	SCHMD04677, SCHMD23864	AENJA_10989
OG0000375	SCHMD00715	AENJA_14683
OG0000378	SCHMD07011, SCHMD12188	AENJA_09892
OG0000378	SCHMD05583	AENJA_03823
OG0000379	SCHMD22438, SCHMD05351	AENJA_25316
OG0000379	SCHMD04410, SCHMD04728, SCHMD09077, SCHMD07990	AENJA_13204
OG0000379	SCHMD09123, SCHMD25695	AENJA_16703
OG0000379	SCHMD18189, SCHMD00174	AENJA_14680
OG0000380	SCHMD13240, SCHMD12384	AENJA_07033
OG0000380	SCHMD20188, SCHMD16383, SCHMD27479, SCHMD25719	AENJA_02537
OG0000380	SCHMD21526	AENJA_08753, AENJA_20573, AENJA_13328, AENJA_08875
OG0000380	SCHMD20868	AENJA_15737
OG0000381	SCHMD14884, SCHMD02643	AENJA_26433, AENJA_17701, AENJA_12504, AENJA_09535
OG0000382	SCHMD02292	AENJA_05991
OG0000384	SCHMD19488, SCHMD18051	AENJA_12143
OG0000385	SCHMD02710, SCHMD19251, SCHMD20652, SCHMD23399, SCHMD15491	AENJA_16346
OG0000386	SCHMD17175, SCHMD15137, SCHMD15138, SCHMD06530, SCHMD06529	AENJA_18774
OG0000389	SCHMD03232, SCHMD09731	AENJA_06388
OG0000390	SCHMD02401, SCHMD19098	AENJA_23491, AENJA_23482, AENJA_23492, AENJA_06399
OG0000392	SCHMD08120	AENJA_11266
OG0000393	SCHMD10497	AENJA_11660
OG0000395	SCHMD07915	AENJA_17521
OG0000397	SCHMD04641	AENJA_26085
OG0000399	SCHMD23059	AENJA_11784, AENJA_23430, AENJA_13359, AENJA_24563, AENJA_03668
OG0000402	SCHMD02881, SCHMD11412	AENJA_20115
OG0000403	SCHMD28969, SCHMD27788, SCHMD15934, SCHMD03300	AENJA_06241
OG0000404	SCHMD02429	AENJA_26390
OG0000404	SCHMD03546	AENJA_17116
OG0000404	SCHMD06033	AENJA_19991
OG0000404	SCHMD09283	AENJA_13308, AENJA_13309
OG0000405	SCHMD26927, SCHMD22788, SCHMD20823	AENJA_21234
OG0000409	SCHMD04012, SCHMD22098	AENJA_11040
OG0000409	SCHMD03752	AENJA_00845, AENJA_01104
OG0000410	SCHMD21633, SCHMD26345, SCHMD13039, SCHMD24537, SCHMD23335, SCHMD08891	AENJA_11467
OG0000411	SCHMD01429	AENJA_11832
OG0000412	SCHMD11584	AENJA_26231
OG0000413	SCHMD19663	AENJA_18235
OG0000413	SCHMD22416	AENJA_12102
OG0000419	SCHMD20590, SCHMD23181, SCHMD17261, SCHMD26157	AENJA_25245, AENJA_25372, AENJA_25244
OG0000420	SCHMD23004	AENJA_05214, AENJA_14372, AENJA_14000, AENJA_14371, AENJA_25418, AENJA_12757, AENJA_24304
OG0000422	SCHMD13923, SCHMD28499	AENJA_10624
OG0000423	SCHMD29684	AENJA_21330, AENJA_26620
OG0000424	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568	AENJA_15205, AENJA_15202, AENJA_26752
OG0000425	SCHMD24026, SCHMD08029	AENJA_24238
OG0000426	SCHMD02251	AENJA_16516
OG0000426	SCHMD20249	AENJA_15653
OG0000426	SCHMD19378, SCHMD08176	AENJA_15654
OG0000427	SCHMD05143	AENJA_26175
OG0000430	SCHMD11436	AENJA_25178
OG0000430	SCHMD02520, SCHMD12464, SCHMD02519, SCHMD24785, SCHMD23230, SCHMD24867, SCHMD14921, SCHMD02042	AENJA_01511
OG0000431	SCHMD00614	AENJA_17426
OG0000432	SCHMD11313	AENJA_08549
OG0000432	SCHMD08553, SCHMD16033	AENJA_14844
OG0000433	SCHMD05136	AENJA_24860
OG0000433	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790	AENJA_10323
OG0000434	SCHMD11371, SCHMD07829	AENJA_23323, AENJA_21939, AENJA_18428, AENJA_12178
OG0000435	SCHMD12216, SCHMD19476	AENJA_23148
OG0000436	SCHMD13323, SCHMD09381	AENJA_24307
OG0000437	SCHMD15978, SCHMD13458, SCHMD13578, SCHMD05773, SCHMD23206, SCHMD08272, SCHMD05769	AENJA_24488, AENJA_24489
OG0000440	SCHMD23268	AENJA_12246
OG0000440	SCHMD12332	AENJA_01075, AENJA_18539, AENJA_07976, AENJA_07721, AENJA_07722
OG0000440	SCHMD00042	AENJA_14946, AENJA_03003
OG0000442	SCHMD12679	AENJA_21364
OG0000443	SCHMD09029	AENJA_15885
OG0000443	SCHMD25536, SCHMD19549	AENJA_23556
OG0000444	SCHMD00767, SCHMD00766	AENJA_22469
OG0000445	SCHMD29179	AENJA_02867, AENJA_01957, AENJA_03366, AENJA_08087, AENJA_03365
OG0000446	SCHMD12871	AENJA_15743
OG0000447	SCHMD15169, SCHMD15170, SCHMD24266	AENJA_07978
OG0000448	SCHMD14173, SCHMD23454, SCHMD22726, SCHMD02667, SCHMD12888, SCHMD05105, SCHMD06817, SCHMD02833, SCHMD08753, SCHMD25489	AENJA_08190, AENJA_08395
OG0000449	SCHMD07671	AENJA_08516
OG0000450	SCHMD15839, SCHMD21713	AENJA_10311
OG0000451	SCHMD26159, SCHMD19041, SCHMD23998, SCHMD11178, SCHMD23705, SCHMD09033, SCHMD21153, SCHMD02447, SCHMD12210, SCHMD23735, SCHMD20464, SCHMD05479, SCHMD09726, SCHMD13513, SCHMD13422, SCHMD18046, SCHMD17594, SCHMD24256, SCHMD16046, SCHMD24473, SCHMD25950, SCHMD00332, SCHMD23622, SCHMD15602, SCHMD03197, SCHMD24239, SCHMD12654, SCHMD07875, SCHMD15860, SCHMD03676, SCHMD00581, SCHMD03540, SCHMD14710, SCHMD14238, SCHMD14940, SCHMD19453, SCHMD09308, SCHMD07711, SCHMD20665, SCHMD03444, SCHMD01579, SCHMD20448, SCHMD24880, SCHMD19020, SCHMD18720, SCHMD23733, SCHMD22734, SCHMD01119, SCHMD04007, SCHMD02366, SCHMD04009, SCHMD23734, SCHMD13442, SCHMD10938, SCHMD21302, SCHMD21883, SCHMD20354, SCHMD10422, SCHMD08889, SCHMD17719, SCHMD18950, SCHMD19310, SCHMD18358, SCHMD06216, SCHMD05078, SCHMD05823, SCHMD19664, SCHMD13939, SCHMD18719, SCHMD01241, SCHMD26703, SCHMD25165, SCHMD14379, SCHMD26658	AENJA_24500, AENJA_11523
OG0000451	SCHMD02539	AENJA_14947
OG0000459	SCHMD17754	AENJA_04182, AENJA_20455, AENJA_09946, AENJA_05581
OG0000461	SCHMD03515	AENJA_22982
OG0000461	SCHMD06358	AENJA_10288
OG0000464	SCHMD08246, SCHMD10195, SCHMD03352	AENJA_12226
OG0000465	SCHMD09590	AENJA_23068
OG0000467	SCHMD17174, SCHMD20889, SCHMD15139, SCHMD03258, SCHMD22899, SCHMD16369	AENJA_24285
OG0000469	SCHMD15597	AENJA_19006
OG0000469	SCHMD09418	AENJA_05512
OG0000470	SCHMD03185	AENJA_25964
OG0000472	SCHMD01784	AENJA_19704
OG0000473	SCHMD29413, SCHMD13933	AENJA_18952, AENJA_13249
OG0000476	SCHMD25720, SCHMD19904	AENJA_25489, AENJA_12956, AENJA_25847, AENJA_03795
OG0000476	SCHMD04015	AENJA_24295, AENJA_10203
OG0000476	SCHMD07489	AENJA_20022
OG0000476	SCHMD04014	AENJA_00742
OG0000477	SCHMD07515, SCHMD25843, SCHMD09497, SCHMD13098, SCHMD26143, SCHMD09496	AENJA_02796
OG0000478	SCHMD11958, SCHMD18286, SCHMD18287, SCHMD14103, SCHMD12511, SCHMD15398, SCHMD08460	AENJA_06501, AENJA_26029, AENJA_06495, AENJA_24003, AENJA_24002
OG0000479	SCHMD11165	AENJA_09587
OG0000479	SCHMD10108	AENJA_09588
OG0000479	SCHMD14823, SCHMD04174	AENJA_20878
OG0000480	SCHMD19204, SCHMD14582	AENJA_14480
OG0000480	SCHMD09535	AENJA_23244
OG0000481	SCHMD12328	AENJA_16592
OG0000481	SCHMD11352, SCHMD11001	AENJA_22951
OG0000481	SCHMD06297	AENJA_11417
OG0000484	SCHMD29525, SCHMD10182	AENJA_00628
OG0000485	SCHMD13016, SCHMD17436	AENJA_01157, AENJA_13767
OG0000485	SCHMD16799	AENJA_15714, AENJA_15716, AENJA_24876, AENJA_15715
OG0000485	SCHMD17091	AENJA_14513
OG0000486	SCHMD19250	AENJA_24911, AENJA_01412
OG0000487	SCHMD20744	AENJA_02732
OG0000488	SCHMD01306, SCHMD17798, SCHMD16340	AENJA_10931
OG0000489	SCHMD11851, SCHMD19803, SCHMD25207	AENJA_12938
OG0000490	SCHMD03484, SCHMD03477, SCHMD21870, SCHMD21871	AENJA_13962
OG0000494	SCHMD12513, SCHMD23674, SCHMD27423, SCHMD04960, SCHMD24725, SCHMD26393, SCHMD25222, SCHMD18092, SCHMD26971, SCHMD24713, SCHMD21987	AENJA_16419, AENJA_21639, AENJA_05180
OG0000496	SCHMD08379, SCHMD27172	AENJA_13741
OG0000497	SCHMD07173	AENJA_14446
OG0000497	SCHMD12237, SCHMD24017, SCHMD22017, SCHMD24018	AENJA_20917
OG0000503	SCHMD01390, SCHMD06719	AENJA_26692
OG0000503	SCHMD20959	AENJA_02664
OG0000504	SCHMD09635, SCHMD24690, SCHMD16465, SCHMD08164	AENJA_09834
OG0000505	SCHMD10454	AENJA_11465
OG0000506	SCHMD05024	AENJA_21734
OG0000509	SCHMD14563	AENJA_11666, AENJA_22245, AENJA_10730, AENJA_17083
OG0000513	SCHMD06575	AENJA_22025, AENJA_22031
OG0000514	SCHMD15950, SCHMD28993	AENJA_24585
OG0000519	SCHMD19355, SCHMD25526	AENJA_13197, AENJA_00264
OG0000520	SCHMD27845	AENJA_00693
OG0000521	SCHMD05167, SCHMD05164	AENJA_00888
OG0000522	SCHMD23148, SCHMD08897	AENJA_22612
OG0000523	SCHMD13520	AENJA_23211, AENJA_01429
OG0000524	SCHMD01087, SCHMD12691	AENJA_03124
OG0000525	SCHMD04369	AENJA_05189
OG0000525	SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149	AENJA_24865
OG0000528	SCHMD03822	AENJA_10012
OG0000528	SCHMD02315, SCHMD09612	AENJA_23565
OG0000529	SCHMD22774, SCHMD09913	AENJA_13079
OG0000530	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369	AENJA_14711
OG0000532	SCHMD07765	AENJA_16814, AENJA_16819, AENJA_21969, AENJA_01491, AENJA_19889
OG0000534	SCHMD09514	AENJA_07190
OG0000538	SCHMD23313	AENJA_23758
OG0000542	SCHMD05340, SCHMD05911, SCHMD06819	AENJA_00918
OG0000544	SCHMD08368	AENJA_21071
OG0000545	SCHMD20709	AENJA_10948
OG0000545	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257	AENJA_15907
OG0000545	SCHMD24457, SCHMD24458, SCHMD06497, SCHMD12251	AENJA_15906
OG0000548	SCHMD02725, SCHMD00205	AENJA_14730
OG0000550	SCHMD04376, SCHMD04379, SCHMD24742	AENJA_25194
OG0000551	SCHMD18977, SCHMD20852, SCHMD20040, SCHMD29185, SCHMD16306, SCHMD26226, SCHMD18979	AENJA_25358
OG0000552	SCHMD16245, SCHMD21874	AENJA_18702
OG0000552	SCHMD13011	AENJA_23603
OG0000553	SCHMD06981	AENJA_25732
OG0000560	SCHMD12681, SCHMD24482	AENJA_26784, AENJA_05002, AENJA_05259, AENJA_05258, AENJA_11328, AENJA_13330, AENJA_03885, AENJA_09501, AENJA_00484, AENJA_09500, AENJA_00930, AENJA_00927, AENJA_04993
OG0000562	SCHMD10853	AENJA_25856
OG0000563	SCHMD00956, SCHMD23940	AENJA_03438
OG0000566	SCHMD24931, SCHMD26489	AENJA_14810
OG0000567	SCHMD27076, SCHMD27355, SCHMD13533	AENJA_23422
OG0000571	SCHMD29720	AENJA_17686, AENJA_01077
OG0000572	SCHMD10816	AENJA_05866
OG0000572	SCHMD25603	AENJA_02750
OG0000573	SCHMD01043, SCHMD15213	AENJA_05835
OG0000573	SCHMD16187	AENJA_03220
OG0000574	SCHMD01583, SCHMD12209	AENJA_03681
OG0000575	SCHMD10050, SCHMD14865	AENJA_04710
OG0000576	SCHMD17959, SCHMD00167, SCHMD15710	AENJA_05569
OG0000578	SCHMD00300, SCHMD17617	AENJA_09428
OG0000579	SCHMD01160, SCHMD01878	AENJA_18819, AENJA_12593
OG0000579	SCHMD11162, SCHMD25933, SCHMD01879, SCHMD16027, SCHMD27820, SCHMD26175	AENJA_22778
OG0000580	SCHMD23258, SCHMD14664, SCHMD05333	AENJA_19255
OG0000581	SCHMD10093, SCHMD11595, SCHMD08712	AENJA_15347
OG0000581	SCHMD03457	AENJA_15345
OG0000581	SCHMD28022	AENJA_15344
OG0000582	SCHMD16063, SCHMD04882	AENJA_17591
OG0000583	SCHMD01121	AENJA_17607
OG0000584	SCHMD07152	AENJA_20506, AENJA_20503, AENJA_24610
OG0000586	SCHMD16050, SCHMD19532	AENJA_25809
OG0000588	SCHMD01542	AENJA_02286
OG0000588	SCHMD07022	AENJA_21633
OG0000589	SCHMD15105, SCHMD03706, SCHMD08912	AENJA_05016
OG0000590	SCHMD08634	AENJA_19774
OG0000590	SCHMD18326	AENJA_07046
OG0000591	SCHMD10835	AENJA_25061
OG0000591	SCHMD09048, SCHMD27550, SCHMD09047	AENJA_08329
OG0000592	SCHMD11895, SCHMD04777	AENJA_12392
OG0000592	SCHMD09289, SCHMD17605, SCHMD11894	AENJA_13611
OG0000594	SCHMD01864	AENJA_00502, AENJA_08887, AENJA_21333, AENJA_15216, AENJA_13904
OG0000597	SCHMD00271	AENJA_10748
OG0000602	SCHMD08918, SCHMD16862	AENJA_17434, AENJA_11021
OG0000603	SCHMD15890	AENJA_20949
OG0000604	SCHMD15253	AENJA_24197
OG0000604	SCHMD15897	AENJA_26538
OG0000609	SCHMD17568	AENJA_03157
OG0000610	SCHMD01064	AENJA_04760
OG0000611	SCHMD07468	AENJA_15613
OG0000611	SCHMD07467	AENJA_05204
OG0000611	SCHMD10118	AENJA_13627
OG0000612	SCHMD04363, SCHMD09119	AENJA_06346
OG0000613	SCHMD19801, SCHMD26357, SCHMD15315	AENJA_08922
OG0000614	SCHMD02000	AENJA_17421
OG0000615	SCHMD15391, SCHMD21719, SCHMD22476	AENJA_18501, AENJA_11134
OG0000618	SCHMD12905, SCHMD16442	AENJA_25954, AENJA_25956
OG0000623	SCHMD06017, SCHMD06018	AENJA_02871
OG0000623	SCHMD05599, SCHMD06718, SCHMD03445, SCHMD22744, SCHMD24118, SCHMD17727, SCHMD12585	AENJA_17960
OG0000624	SCHMD01951	AENJA_13893, AENJA_06380, AENJA_22597
OG0000625	SCHMD16192, SCHMD02579, SCHMD24418, SCHMD24453, SCHMD20917	AENJA_07653
OG0000626	SCHMD22993, SCHMD02730, SCHMD02477	AENJA_12652
OG0000628	SCHMD21997	AENJA_25533
OG0000628	SCHMD24762, SCHMD25901	AENJA_13648
OG0000634	SCHMD10172, SCHMD10394, SCHMD05099, SCHMD10171, SCHMD10393, SCHMD05098, SCHMD18845	AENJA_04829
OG0000635	SCHMD16010	AENJA_16658
OG0000636	SCHMD23842, SCHMD07652, SCHMD03198	AENJA_07463
OG0000637	SCHMD24038	AENJA_16161, AENJA_07771
OG0000639	SCHMD15823	AENJA_10965
OG0000639	SCHMD12604, SCHMD12603	AENJA_22126
OG0000642	SCHMD07724	AENJA_02487, AENJA_00389, AENJA_26018
OG0000643	SCHMD14321	AENJA_00652
OG0000645	SCHMD29005	AENJA_22405
OG0000646	SCHMD24176	AENJA_01294, AENJA_21315
OG0000646	SCHMD25176, SCHMD22477	AENJA_07139
OG0000647	SCHMD29494	AENJA_07172, AENJA_01826
OG0000648	SCHMD18065	AENJA_04819
OG0000649	SCHMD18549, SCHMD18847, SCHMD16842, SCHMD03271	AENJA_09384, AENJA_14703
OG0000651	SCHMD02428	AENJA_15937
OG0000653	SCHMD07619, SCHMD08845	AENJA_23630
OG0000654	SCHMD01650, SCHMD19469	AENJA_23986
OG0000657	SCHMD14158	AENJA_06847
OG0000657	SCHMD18210	AENJA_14948, AENJA_01442
OG0000660	SCHMD20422, SCHMD27193	AENJA_07533, AENJA_06621
OG0000661	SCHMD15279	AENJA_21719, AENJA_08009
OG0000662	SCHMD04360	AENJA_08142
OG0000662	SCHMD05635	AENJA_21495
OG0000664	SCHMD04491, SCHMD14555	AENJA_14841
OG0000664	SCHMD04182	AENJA_15036
OG0000665	SCHMD09294	AENJA_18167
OG0000670	SCHMD21177, SCHMD16575, SCHMD24810, SCHMD18592, SCHMD04685, SCHMD22152, SCHMD02150, SCHMD05669, SCHMD12381, SCHMD13315, SCHMD13316, SCHMD12100	AENJA_07203
OG0000672	SCHMD10307, SCHMD15500	AENJA_11032
OG0000672	SCHMD03901	AENJA_02173
OG0000674	SCHMD14256	AENJA_03705
OG0000676	SCHMD08131	AENJA_04404
OG0000678	SCHMD26583	AENJA_05842
OG0000680	SCHMD17558	AENJA_14535
OG0000680	SCHMD25925	AENJA_08373
OG0000681	SCHMD26784, SCHMD03976	AENJA_12150
OG0000682	SCHMD04644, SCHMD08708, SCHMD25504, SCHMD17552, SCHMD21787, SCHMD07246, SCHMD25376, SCHMD05512	AENJA_14433
OG0000683	SCHMD21601	AENJA_18458
OG0000683	SCHMD28199, SCHMD24958	AENJA_20329
OG0000684	SCHMD07403	AENJA_20633
OG0000685	SCHMD09879, SCHMD09881	AENJA_25532
OG0000690	SCHMD24354	AENJA_04544
OG0000692	SCHMD24514, SCHMD18362	AENJA_17363
OG0000692	SCHMD11826	AENJA_13840
OG0000692	SCHMD02580	AENJA_02403
OG0000694	SCHMD02121, SCHMD02119	AENJA_02666, AENJA_15805
OG0000695	SCHMD03466	AENJA_03084
OG0000696	SCHMD17223, SCHMD17224, SCHMD29303	AENJA_12321
OG0000696	SCHMD10590	AENJA_06971
OG0000697	SCHMD11298	AENJA_20153
OG0000697	SCHMD10349, SCHMD08041	AENJA_07893, AENJA_21762
OG0000698	SCHMD15424	AENJA_24098
OG0000700	SCHMD27774, SCHMD20215	AENJA_23946
OG0000702	SCHMD21765, SCHMD21766	AENJA_23407
OG0000703	SCHMD16900, SCHMD27672, SCHMD19745, SCHMD27562, SCHMD13056, SCHMD14155, SCHMD02015, SCHMD21390, SCHMD19872, SCHMD13000, SCHMD28016, SCHMD02951, SCHMD22472, SCHMD05181, SCHMD19746, SCHMD15814, SCHMD02952, SCHMD15683	AENJA_26753
OG0000703	SCHMD03880	AENJA_26449
OG0000706	SCHMD26259, SCHMD27843	AENJA_23411, AENJA_25177, AENJA_22931
OG0000708	SCHMD25653	AENJA_10491
OG0000708	SCHMD21805	AENJA_00725
OG0000709	SCHMD20599, SCHMD21920	AENJA_11142, AENJA_19288, AENJA_01143
OG0000710	SCHMD02362, SCHMD00177, SCHMD02354, SCHMD10827, SCHMD18803, SCHMD02525, SCHMD27616, SCHMD13241	AENJA_01828
OG0000711	SCHMD16082	AENJA_12494
OG0000711	SCHMD02785	AENJA_02057
OG0000713	SCHMD17095	AENJA_08677, AENJA_06149, AENJA_06146
OG0000716	SCHMD04462, SCHMD22884, SCHMD19144, SCHMD07207, SCHMD17723	AENJA_17206
OG0000717	SCHMD26760, SCHMD12553	AENJA_19227
OG0000718	SCHMD24218	AENJA_24056, AENJA_24052, AENJA_21088
OG0000720	SCHMD03708	AENJA_05144
OG0000721	SCHMD15260, SCHMD29752, SCHMD09543	AENJA_16007, AENJA_01615
OG0000722	SCHMD24922, SCHMD24923, SCHMD24635, SCHMD22124	AENJA_02846
OG0000724	SCHMD11468, SCHMD08667	AENJA_08671
OG0000725	SCHMD14819, SCHMD12919	AENJA_09106
OG0000730	SCHMD22617, SCHMD17182, SCHMD08320, SCHMD02965	AENJA_04711
OG0000731	SCHMD03063	AENJA_07204
OG0000732	SCHMD09651	AENJA_23886
OG0000732	SCHMD05249	AENJA_07798, AENJA_12389
OG0000733	SCHMD28225, SCHMD15626	AENJA_07801
OG0000734	SCHMD11583, SCHMD14768, SCHMD09332, SCHMD02937, SCHMD07242, SCHMD04118, SCHMD01513, SCHMD07878, SCHMD24039, SCHMD13942, SCHMD22315, SCHMD14455, SCHMD27004, SCHMD20850, SCHMD13509, SCHMD10084, SCHMD08723, SCHMD14485, SCHMD25295, SCHMD26519, SCHMD04103, SCHMD26949, SCHMD09270, SCHMD20387, SCHMD03648, SCHMD09683, SCHMD10543, SCHMD08018, SCHMD27636, SCHMD18698, SCHMD07342, SCHMD09685, SCHMD09684, SCHMD15319, SCHMD24961, SCHMD26040, SCHMD09274, SCHMD04119	AENJA_10770
OG0000735	SCHMD07620	AENJA_15834
OG0000740	SCHMD13587	AENJA_11591
OG0000740	SCHMD16462	AENJA_08856
OG0000743	SCHMD08529, SCHMD21398	AENJA_02218
OG0000745	SCHMD29471	AENJA_25526
OG0000748	SCHMD06828, SCHMD06887, SCHMD11059, SCHMD09770	AENJA_15960
