Orthogroup	SCHMD	CAPO3
OG0003579	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244	CAPO300766
OG0003582	SCHMD12451, SCHMD16671	CAPO302819
OG0003599	SCHMD21154	CAPO301420
OG0003600	SCHMD02224	CAPO305414
OG0003607	SCHMD18996, SCHMD19067, SCHMD28540, SCHMD28541	CAPO301867
OG0003610	SCHMD10025, SCHMD05007	CAPO302401
OG0003611	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153	CAPO306320
OG0003612	SCHMD05840	CAPO304993
OG0003613	SCHMD04176	CAPO305029
OG0003617	SCHMD19266, SCHMD24604	CAPO306844
OG0003617	SCHMD19682	CAPO301490
OG0003618	SCHMD03818, SCHMD03820	CAPO302109
OG0003619	SCHMD13518, SCHMD08597	CAPO304837
OG0003620	SCHMD10079, SCHMD29362	CAPO306673
OG0003621	SCHMD12479	CAPO302199
OG0003622	SCHMD21579, SCHMD21578, SCHMD23632	CAPO305075
OG0003624	SCHMD09570, SCHMD09571, SCHMD22651, SCHMD09569	CAPO303633
OG0003630	SCHMD00976, SCHMD01074, SCHMD00979	CAPO308012
OG0003631	SCHMD10913	CAPO303610
OG0003632	SCHMD28869	CAPO300941
OG0003635	SCHMD09927	CAPO308133
OG0003638	SCHMD02138, SCHMD02139, SCHMD21637, SCHMD08901, SCHMD15804, SCHMD21079, SCHMD06281, SCHMD19603, SCHMD08904, SCHMD12994	CAPO305555
OG0003640	SCHMD17587, SCHMD23254, SCHMD22170	CAPO301244
OG0003641	SCHMD00104	CAPO300746
OG0003644	SCHMD03638	CAPO304835
OG0003646	SCHMD07544, SCHMD07543, SCHMD06515	CAPO304914
OG0003647	SCHMD03661, SCHMD03659	CAPO306638
OG0003649	SCHMD11461, SCHMD11460	CAPO301930
OG0003651	SCHMD19273, SCHMD24605	CAPO305370
OG0003652	SCHMD11274	CAPO300427
OG0003655	SCHMD09541	CAPO303553
OG0003657	SCHMD25752, SCHMD28011	CAPO305783
OG0003658	SCHMD16613, SCHMD29667	CAPO303162
OG0003659	SCHMD11909, SCHMD17602, SCHMD12731	CAPO302655
OG0003661	SCHMD05074, SCHMD11069, SCHMD11070	CAPO300815
OG0003666	SCHMD02137	CAPO300690
OG0003668	SCHMD16966	CAPO300260, CAPO301650
OG0003669	SCHMD19438	CAPO305883
OG0003671	SCHMD11729, SCHMD10695, SCHMD13674	CAPO308173
OG0003672	SCHMD06465, SCHMD13496	CAPO300582
OG0003676	SCHMD09933	CAPO304948
OG0003679	SCHMD14973	CAPO304696
OG0003682	SCHMD00097	CAPO301860
OG0003684	SCHMD18035	CAPO302734
OG0003685	SCHMD02813	CAPO305996
OG0003686	SCHMD15901	CAPO302144
OG0003687	SCHMD06543	CAPO301501
OG0003688	SCHMD02218	CAPO307252
OG0003690	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197	CAPO307478
OG0003694	SCHMD01774	CAPO307654
OG0003695	SCHMD02002	CAPO303363
OG0003696	SCHMD10456, SCHMD19979	CAPO304903
OG0003698	SCHMD29491, SCHMD19621, SCHMD04070, SCHMD04069	CAPO306302
OG0003703	SCHMD03850	CAPO305764
OG0003710	SCHMD01072	CAPO301647
OG0003712	SCHMD07204, SCHMD01556	CAPO300556
OG0003713	SCHMD09387	CAPO306178
OG0003716	SCHMD16362	CAPO303976
OG0003717	SCHMD02266, SCHMD08321, SCHMD02265	CAPO306282
OG0003718	SCHMD19427, SCHMD27978	CAPO307310
OG0003720	SCHMD18858, SCHMD23149, SCHMD11812	CAPO300371
OG0003721	SCHMD06738	CAPO300976, CAPO300975
OG0003722	SCHMD13809	CAPO300031
OG0003724	SCHMD11616	CAPO308007
OG0003724	SCHMD11615, SCHMD27298	CAPO307589
OG0003729	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937	CAPO307394
OG0003730	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639, SCHMD01638, SCHMD21358	CAPO305074
OG0003731	SCHMD22514	CAPO304053
OG0003732	SCHMD03758, SCHMD03760, SCHMD03759	CAPO306498
OG0003734	SCHMD00609	CAPO305564
OG0003735	SCHMD00315, SCHMD19484, SCHMD15630, SCHMD01358, SCHMD13365	CAPO308150
OG0003739	SCHMD03999	CAPO300467
OG0003740	SCHMD13948, SCHMD17686	CAPO307238
OG0003741	SCHMD06385, SCHMD07194, SCHMD06474, SCHMD20583, SCHMD09441, SCHMD07941, SCHMD28597, SCHMD28496	CAPO305770
OG0003742	SCHMD03803	CAPO303080
OG0003743	SCHMD05330, SCHMD03268	CAPO302360
OG0003744	SCHMD04258	CAPO306491
OG0003749	SCHMD12963, SCHMD26791	CAPO306992
OG0003750	SCHMD10740, SCHMD21692	CAPO304840
OG0003755	SCHMD24630	CAPO300113
OG0003756	SCHMD16272, SCHMD09193, SCHMD09560	CAPO307901
OG0003758	SCHMD10568	CAPO308214
OG0003759	SCHMD02168	CAPO307476
OG0003764	SCHMD03437	CAPO300879
OG0003767	SCHMD06286	CAPO301363
OG0003770	SCHMD25951, SCHMD27241, SCHMD10013, SCHMD29711, SCHMD28417	CAPO300865, CAPO305387
OG0003771	SCHMD05134, SCHMD18553	CAPO300755
OG0003776	SCHMD01854	CAPO306521
OG0003778	SCHMD06996	CAPO302558
OG0003779	SCHMD15868, SCHMD25797	CAPO304919
OG0003798	SCHMD13971, SCHMD04164	CAPO300229
OG0003803	SCHMD14080, SCHMD27722, SCHMD27442	CAPO307540
OG0003806	SCHMD21156	CAPO304817
OG0003808	SCHMD27875, SCHMD11284, SCHMD25011	CAPO308095
OG0003811	SCHMD22928, SCHMD13669	CAPO302863
OG0003812	SCHMD04985	CAPO300349
OG0003813	SCHMD01244	CAPO305053
OG0003818	SCHMD10822, SCHMD17278	CAPO306945
OG0003826	SCHMD18514	CAPO305900
OG0003826	SCHMD20348	CAPO303948
OG0003827	SCHMD03936	CAPO302156
OG0003828	SCHMD01189, SCHMD27415	CAPO304442
OG0003831	SCHMD17115	CAPO301320
OG0003833	SCHMD28965	CAPO305448
OG0003834	SCHMD03227, SCHMD01451	CAPO307203
OG0003837	SCHMD17615, SCHMD14383, SCHMD10163	CAPO304430
OG0003838	SCHMD05207	CAPO304061, CAPO304064
OG0003839	SCHMD05702, SCHMD10139	CAPO300238, CAPO301543, CAPO307066
OG0003840	SCHMD12844, SCHMD26426	CAPO300299
OG0003843	SCHMD16158, SCHMD03988, SCHMD16160	CAPO301582
OG0003844	SCHMD09963	CAPO306235
OG0003845	SCHMD00836, SCHMD00834, SCHMD00835	CAPO302000
OG0003846	SCHMD06517	CAPO300905
OG0003850	SCHMD24952, SCHMD16801	CAPO306458
OG0003851	SCHMD05218	CAPO301154
OG0003852	SCHMD08202, SCHMD13486	CAPO302241
OG0003853	SCHMD14514, SCHMD07343	CAPO308238
OG0003855	SCHMD17554, SCHMD17555, SCHMD17767	CAPO304198
OG0003856	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891	CAPO308004
OG0003857	SCHMD05301	CAPO302185
OG0003858	SCHMD28559, SCHMD03749, SCHMD17127	CAPO302432
OG0003859	SCHMD02607	CAPO306990
OG0003860	SCHMD07832, SCHMD07831, SCHMD09480, SCHMD27052, SCHMD27051	CAPO303899
OG0003862	SCHMD17392	CAPO301787
OG0003863	SCHMD02612, SCHMD02611	CAPO300200
OG0003865	SCHMD10111	CAPO304904
OG0003866	SCHMD07937, SCHMD00211	CAPO302683
OG0003867	SCHMD06888, SCHMD20274, SCHMD12094, SCHMD26871, SCHMD11731, SCHMD29207, SCHMD20012, SCHMD24555, SCHMD26707, SCHMD22185, SCHMD13199	CAPO301767
OG0003868	SCHMD15677	CAPO306848
OG0003869	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661	CAPO307094
OG0003871	SCHMD01262	CAPO304659
OG0003871	SCHMD01263	CAPO304658
OG0003872	SCHMD13742, SCHMD13511	CAPO300319
OG0003875	SCHMD07244, SCHMD00813, SCHMD07245, SCHMD07243	CAPO303382
OG0003876	SCHMD06770	CAPO307728
OG0003878	SCHMD04321	CAPO308329
OG0003879	SCHMD21707, SCHMD18365	CAPO304906
OG0003881	SCHMD06054, SCHMD03369	CAPO303685
OG0003886	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171	CAPO304109
OG0003887	SCHMD20058, SCHMD18207	CAPO307036
OG0003888	SCHMD05192	CAPO302763, CAPO302764
OG0003892	SCHMD07588	CAPO307708
OG0003893	SCHMD00056, SCHMD00057	CAPO300022
OG0003894	SCHMD11863	CAPO302778
OG0003897	SCHMD20071	CAPO303759
OG0003903	SCHMD29162	CAPO305736
OG0003904	SCHMD00688	CAPO305947
OG0003906	SCHMD03168	CAPO301369
OG0003908	SCHMD10777, SCHMD26725	CAPO301425
OG0003908	SCHMD03608	CAPO308216
OG0003909	SCHMD13157, SCHMD18038, SCHMD13156, SCHMD13155, SCHMD19547, SCHMD15096	CAPO301220
OG0003910	SCHMD16210, SCHMD14670	CAPO302786
OG0003911	SCHMD17334, SCHMD20892	CAPO305312
OG0003912	SCHMD04955	CAPO307896
OG0003913	SCHMD18815, SCHMD08598, SCHMD23758	CAPO306587
OG0003914	SCHMD00070	CAPO301224
OG0003915	SCHMD16264, SCHMD14615	CAPO304633
OG0003917	SCHMD02873, SCHMD02874	CAPO306797
OG0003920	SCHMD03027	CAPO301554
OG0003921	SCHMD06689	CAPO300430
OG0003925	SCHMD25912, SCHMD09602	CAPO301662
OG0003926	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606	CAPO303036
OG0003929	SCHMD28887, SCHMD11401, SCHMD06539	CAPO303872
OG0003930	SCHMD03275	CAPO301599
OG0003931	SCHMD03615	CAPO304399
OG0003934	SCHMD00793	CAPO301204
OG0003936	SCHMD01877	CAPO302163
OG0003938	SCHMD19197	CAPO305166
OG0003939	SCHMD05579	CAPO303853
OG0003942	SCHMD04134	CAPO300632
OG0003944	SCHMD10666	CAPO300493
OG0003945	SCHMD04737	CAPO300812
OG0003946	SCHMD19360, SCHMD00465	CAPO303843
OG0003947	SCHMD06484	CAPO306325
OG0003950	SCHMD13868, SCHMD23437, SCHMD13869	CAPO307097
OG0003954	SCHMD06088	CAPO304758
OG0003955	SCHMD06589	CAPO304097
OG0003961	SCHMD04675	CAPO303890
OG0003965	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031	CAPO302867
OG0003969	SCHMD08592	CAPO304197
OG0003972	SCHMD13668	CAPO308018
OG0003972	SCHMD28881	CAPO305200
OG0003973	SCHMD06454	CAPO307513
OG0003998	SCHMD17536, SCHMD17537	CAPO305634
OG0004000	SCHMD05012	CAPO302913
OG0004002	SCHMD02849	CAPO305544
OG0004007	SCHMD15511	CAPO308280
OG0004007	SCHMD27653	CAPO307105
OG0004009	SCHMD12539	CAPO305072
OG0004010	SCHMD12662, SCHMD11857	CAPO303524
OG0004012	SCHMD08012, SCHMD16333	CAPO308011
OG0004014	SCHMD17730, SCHMD16988, SCHMD25573	CAPO303473
OG0004015	SCHMD06396	CAPO305112
OG0004016	SCHMD25202, SCHMD17931, SCHMD26981	CAPO303609
OG0004017	SCHMD27630	CAPO308124
OG0004023	SCHMD07791	CAPO307204
OG0004027	SCHMD07935	CAPO301145
OG0004032	SCHMD08571	CAPO300291
OG0004033	SCHMD06585	CAPO304862
OG0004035	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000	CAPO301995
OG0004037	SCHMD06653	CAPO306482
OG0004038	SCHMD08999, SCHMD03883	CAPO307927
OG0004041	SCHMD29278, SCHMD13539, SCHMD13540	CAPO306646
OG0004042	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836	CAPO302696
OG0004044	SCHMD16906, SCHMD16907	CAPO300275
OG0004047	SCHMD07813	CAPO304083
OG0004048	SCHMD05765	CAPO304654
OG0004053	SCHMD09663	CAPO301919
OG0004054	SCHMD03170	CAPO308277
OG0004056	SCHMD06405	CAPO306031
OG0004057	SCHMD13648, SCHMD03142	CAPO300969, CAPO301492
OG0004059	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349	CAPO301877
OG0004063	SCHMD09601	CAPO300628
OG0004064	SCHMD03370	CAPO304453
OG0004065	SCHMD04935	CAPO304029
OG0004067	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879	CAPO301812
OG0004068	SCHMD04738	CAPO301030
OG0004069	SCHMD07928	CAPO307785
OG0004071	SCHMD06667	CAPO306388
OG0004072	SCHMD28606, SCHMD25449, SCHMD13434, SCHMD25827, SCHMD12247, SCHMD11403, SCHMD21547, SCHMD24542, SCHMD07982	CAPO305194
OG0004076	SCHMD19802	CAPO307967
OG0004079	SCHMD22313, SCHMD19146	CAPO300687
OG0004080	SCHMD18517	CAPO305236
OG0004081	SCHMD03804	CAPO301069
OG0004083	SCHMD05538	CAPO304047
OG0004084	SCHMD13360	CAPO300193
OG0004085	SCHMD20233	CAPO307782
OG0004090	SCHMD19142	CAPO304280
OG0004091	SCHMD10376, SCHMD19027, SCHMD20986, SCHMD10374	CAPO307795
OG0004092	SCHMD01973	CAPO301516
OG0004094	SCHMD10011	CAPO306112
OG0004096	SCHMD01632	CAPO306070
OG0004097	SCHMD00017	CAPO300790
OG0004099	SCHMD07433	CAPO306437
OG0004100	SCHMD16101, SCHMD17395, SCHMD01145	CAPO306356
OG0004101	SCHMD01669	CAPO303749, CAPO302702
OG0004103	SCHMD06708, SCHMD03618	CAPO306700
OG0004105	SCHMD08794, SCHMD16310	CAPO308098
OG0004106	SCHMD07276, SCHMD19640	CAPO303386
OG0004108	SCHMD06834	CAPO307282
OG0004110	SCHMD03573	CAPO300855
OG0004112	SCHMD04301	CAPO304610
OG0004113	SCHMD09954, SCHMD11157	CAPO305835
OG0004114	SCHMD11428	CAPO301854
OG0004115	SCHMD08639	CAPO306386
OG0004116	SCHMD22991, SCHMD19169	CAPO303186
OG0004118	SCHMD14153, SCHMD16717	CAPO306139
OG0004119	SCHMD24339, SCHMD11856	CAPO303741
OG0004120	SCHMD02931	CAPO303757
OG0004123	SCHMD24840	CAPO304624
OG0004124	SCHMD09789, SCHMD09788	CAPO302738
OG0004125	SCHMD03017	CAPO304359
OG0004127	SCHMD14115	CAPO306895
OG0004130	SCHMD26247, SCHMD12578, SCHMD28132	CAPO307075
OG0004133	SCHMD08788	CAPO305598
OG0004134	SCHMD16097, SCHMD17401, SCHMD19480, SCHMD29149, SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962	CAPO304433
OG0004136	SCHMD21074, SCHMD14863	CAPO307338
OG0004140	SCHMD01399	CAPO307995
OG0004142	SCHMD08558	CAPO300440
OG0004144	SCHMD02257, SCHMD25096, SCHMD15057	CAPO302917
OG0004148	SCHMD06808	CAPO301152
OG0004150	SCHMD13649	CAPO303497
OG0004151	SCHMD05147, SCHMD20113	CAPO307015
OG0004153	SCHMD07819, SCHMD03631	CAPO305022
OG0004154	SCHMD06235	CAPO308154
OG0004158	SCHMD07419	CAPO302219
OG0004164	SCHMD24669, SCHMD09145	CAPO306879
OG0004166	SCHMD28458, SCHMD16044	CAPO300703
OG0004167	SCHMD10205	CAPO305574
OG0004168	SCHMD09579, SCHMD15882, SCHMD09578, SCHMD12788, SCHMD11665	CAPO303881
OG0004169	SCHMD20780	CAPO302967
OG0004170	SCHMD11411, SCHMD12172	CAPO305320
OG0004171	SCHMD02047, SCHMD02605, SCHMD02048	CAPO305810
OG0004176	SCHMD15010, SCHMD14784, SCHMD00585	CAPO304072
OG0004179	SCHMD00790	CAPO304392
OG0004181	SCHMD09842	CAPO304353
OG0004184	SCHMD23226, SCHMD21910	CAPO302251
OG0004186	SCHMD22129	CAPO307615
OG0004188	SCHMD11027	CAPO308209
OG0004198	SCHMD18242	CAPO302636
OG0004215	SCHMD23456, SCHMD09930	CAPO307025
OG0004216	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045, SCHMD29402	CAPO304745
OG0004217	SCHMD15443	CAPO300553
OG0004219	SCHMD02021	CAPO302642
OG0004222	SCHMD02604	CAPO307934
OG0004223	SCHMD04451	CAPO308310
OG0004227	SCHMD11794, SCHMD14206	CAPO302252
OG0004228	SCHMD15455, SCHMD22945	CAPO303492
OG0004230	SCHMD12329, SCHMD13516	CAPO305821
OG0004231	SCHMD18343, SCHMD20951, SCHMD27099	CAPO300312
OG0004232	SCHMD02245	CAPO301443
OG0004235	SCHMD00900	CAPO306795
OG0004236	SCHMD13419, SCHMD19318	CAPO301760
OG0004237	SCHMD09091, SCHMD09093	CAPO301645
OG0004239	SCHMD04162, SCHMD06094	CAPO304082
OG0004240	SCHMD15203, SCHMD12624	CAPO306948
OG0004241	SCHMD20634, SCHMD15365	CAPO304693
OG0004243	SCHMD02807, SCHMD02806	CAPO302349
OG0004246	SCHMD25240, SCHMD27704	CAPO307710
OG0004247	SCHMD10596	CAPO306324
OG0004249	SCHMD22417, SCHMD22418, SCHMD16976	CAPO302316
OG0004250	SCHMD12623	CAPO305518
OG0004252	SCHMD02811	CAPO305536
OG0004254	SCHMD07480	CAPO304883
OG0004257	SCHMD08129	CAPO305171
OG0004258	SCHMD13120, SCHMD23840, SCHMD13122, SCHMD13121	CAPO301342
OG0004259	SCHMD18232	CAPO301048
OG0004261	SCHMD16623	CAPO305950
OG0004263	SCHMD09819, SCHMD22299, SCHMD18530, SCHMD18529	CAPO304844
OG0004269	SCHMD06048	CAPO308233
OG0004270	SCHMD06231, SCHMD09153	CAPO303791
OG0004273	SCHMD15470	CAPO300380
OG0004278	SCHMD07808	CAPO303739
OG0004280	SCHMD24977	CAPO302169
OG0004282	SCHMD15574, SCHMD20334	CAPO306035
OG0004285	SCHMD08317, SCHMD00052	CAPO306621
OG0004287	SCHMD02791	CAPO305534
OG0004288	SCHMD04750	CAPO302203
OG0004289	SCHMD07866, SCHMD11142, SCHMD15684, SCHMD05851, SCHMD21673, SCHMD00191, SCHMD29246, SCHMD10655	CAPO307509
OG0004291	SCHMD11768, SCHMD11769	CAPO306696
OG0004292	SCHMD02072	CAPO301407
OG0004295	SCHMD05169	CAPO300437
OG0004296	SCHMD12859	CAPO305828
OG0004296	SCHMD13298	CAPO307058
OG0004297	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236	CAPO306140
OG0004299	SCHMD15087, SCHMD15086	CAPO307863
OG0004301	SCHMD29285, SCHMD12581, SCHMD15115, SCHMD11559, SCHMD11558, SCHMD21370	CAPO305855
OG0004302	SCHMD10637, SCHMD22462	CAPO307149
OG0004303	SCHMD17944, SCHMD18972	CAPO306261
OG0004304	SCHMD17338	CAPO307407
OG0004305	SCHMD05524, SCHMD05525	CAPO306704
OG0004307	SCHMD20615	CAPO306787
OG0004308	SCHMD08570	CAPO302385
OG0004309	SCHMD11977, SCHMD17117	CAPO304021
OG0004310	SCHMD15088	CAPO306903
OG0004312	SCHMD10505	CAPO306752
OG0004316	SCHMD07217	CAPO300656
OG0004319	SCHMD02039, SCHMD00640	CAPO308294
OG0004321	SCHMD00773, SCHMD22413	CAPO306639
OG0004322	SCHMD06269, SCHMD13954	CAPO307895
OG0004324	SCHMD07700	CAPO300240
OG0004328	SCHMD18966, SCHMD09751	CAPO305261
OG0004329	SCHMD17260, SCHMD20883, SCHMD17062, SCHMD18927, SCHMD04963	CAPO302035
OG0004330	SCHMD03763	CAPO305393
OG0004331	SCHMD28298, SCHMD09132	CAPO305384
OG0004335	SCHMD29412, SCHMD27303, SCHMD29473, SCHMD29279, SCHMD29277	CAPO302791
OG0004338	SCHMD11859, SCHMD21650, SCHMD20028	CAPO300828
OG0004344	SCHMD12044	CAPO307152
OG0004347	SCHMD25637, SCHMD11463	CAPO307703
OG0004348	SCHMD00729	CAPO306158
OG0004350	SCHMD16920, SCHMD07665	CAPO300994
OG0004351	SCHMD12829	CAPO307239
OG0004352	SCHMD11224	CAPO300873
OG0004353	SCHMD21824, SCHMD16507	CAPO306055, CAPO306087
OG0004354	SCHMD15589	CAPO307581
OG0004355	SCHMD12078, SCHMD12076	CAPO303478
OG0004356	SCHMD20562, SCHMD06947, SCHMD21754, SCHMD15066, SCHMD01266, SCHMD06886	CAPO300159
OG0004358	SCHMD26102, SCHMD07557	CAPO301323
OG0004359	SCHMD05503	CAPO305703
OG0004360	SCHMD05210	CAPO301752
OG0004364	SCHMD10178, SCHMD08238, SCHMD20097	CAPO305213
OG0004365	SCHMD14299	CAPO305948
OG0004366	SCHMD02308	CAPO307987
OG0004368	SCHMD06787, SCHMD28933	CAPO306084
OG0004369	SCHMD13900	CAPO305592
OG0004370	SCHMD05486	CAPO302143
OG0004373	SCHMD15692	CAPO308311
OG0004374	SCHMD08648, SCHMD08647	CAPO306983
OG0004376	SCHMD24005, SCHMD12717, SCHMD26494	CAPO303203
OG0004377	SCHMD00654, SCHMD00288, SCHMD05243, SCHMD00656, SCHMD00289	CAPO303614
OG0004378	SCHMD13186, SCHMD15248	CAPO303140
OG0004379	SCHMD09241	CAPO300162
OG0004380	SCHMD09830	CAPO307847
OG0004381	SCHMD03449, SCHMD12586, SCHMD17726, SCHMD12588, SCHMD03448, SCHMD12587, SCHMD17725, SCHMD03446, SCHMD03447	CAPO300684
OG0004382	SCHMD20602, SCHMD02352	CAPO308307
OG0004389	SCHMD12486	CAPO302416
OG0004390	SCHMD22900	CAPO300046
OG0004392	SCHMD01600	CAPO303282
OG0004394	SCHMD15505, SCHMD12711, SCHMD15506	CAPO305886
OG0004396	SCHMD06052	CAPO300955
OG0004398	SCHMD28590, SCHMD27345, SCHMD13804	CAPO307605, CAPO306029
OG0004399	SCHMD04230	CAPO301536
OG0004401	SCHMD20662, SCHMD11285, SCHMD22919, SCHMD21724, SCHMD27157	CAPO307684
OG0004404	SCHMD02644, SCHMD04995	CAPO300907
OG0004405	SCHMD05548, SCHMD03220	CAPO302866
OG0004413	SCHMD09094	CAPO301518
OG0004417	SCHMD11303	CAPO302119
OG0004418	SCHMD18151, SCHMD12683	CAPO305208
OG0004421	SCHMD29095, SCHMD18163, SCHMD28625, SCHMD20900	CAPO303320
OG0004423	SCHMD06625, SCHMD29397	CAPO306935
OG0004425	SCHMD11792, SCHMD05073, SCHMD12434	CAPO302090
OG0004426	SCHMD14134, SCHMD13488	CAPO301784
OG0004459	SCHMD11611, SCHMD15720, SCHMD11612	CAPO300459
OG0004460	SCHMD02836	CAPO307206
OG0004462	SCHMD02862, SCHMD02861, SCHMD02863	CAPO302893
OG0004465	SCHMD05636	CAPO303487
OG0004465	SCHMD28770, SCHMD13412	CAPO307912
OG0004467	SCHMD15402, SCHMD25583	CAPO307496
OG0004472	SCHMD10150	CAPO303803
OG0004474	SCHMD16777, SCHMD12470, SCHMD12214	CAPO300829
OG0004479	SCHMD18395, SCHMD16681, SCHMD28653	CAPO303963
OG0004484	SCHMD05719, SCHMD12798	CAPO302152
OG0004486	SCHMD01167	CAPO307639
OG0004488	SCHMD26474	CAPO301849
OG0004489	SCHMD27568, SCHMD15864, SCHMD13491	CAPO305447
OG0004492	SCHMD04733	CAPO307196
OG0004495	SCHMD01719	CAPO306359
OG0004496	SCHMD26140, SCHMD14189	CAPO303733
OG0004497	SCHMD08729, SCHMD08728, SCHMD08727, SCHMD08726	CAPO307202
OG0004498	SCHMD04342	CAPO305224
OG0004500	SCHMD11617	CAPO301850
OG0004501	SCHMD07977	CAPO301840
OG0004502	SCHMD05296	CAPO300429
OG0004503	SCHMD16736, SCHMD23538	CAPO300332
OG0004507	SCHMD04748	CAPO301894
OG0004509	SCHMD17345, SCHMD26727	CAPO300500
OG0004511	SCHMD28314	CAPO303457
OG0004512	SCHMD07187, SCHMD09103	CAPO302842
OG0004513	SCHMD00064, SCHMD04110	CAPO303104
OG0004515	SCHMD02738	CAPO305182
OG0004516	SCHMD11182, SCHMD05663, SCHMD11181, SCHMD22539	CAPO306036, CAPO307859
OG0004517	SCHMD21774, SCHMD18540, SCHMD24465, SCHMD24464	CAPO305332
OG0004518	SCHMD04926	CAPO306412
OG0004520	SCHMD11457	CAPO300090
OG0004523	SCHMD00984	CAPO304989
OG0004526	SCHMD13090	CAPO302498
OG0004529	SCHMD01565	CAPO306628
OG0004530	SCHMD02115	CAPO304739
OG0004532	SCHMD21409, SCHMD24151, SCHMD24564	CAPO300005
OG0004533	SCHMD21800, SCHMD21855, SCHMD10489	CAPO306022
OG0004535	SCHMD20791, SCHMD04354, SCHMD12750, SCHMD07827, SCHMD26230	CAPO307124
OG0004540	SCHMD03408, SCHMD09540	CAPO307351
OG0004542	SCHMD08621	CAPO306706
OG0004546	SCHMD10690, SCHMD06743, SCHMD14412	CAPO306808
OG0004548	SCHMD01586	CAPO305113
OG0004551	SCHMD02466	CAPO301498
OG0004552	SCHMD05280	CAPO301361, CAPO306759
OG0004553	SCHMD05077	CAPO302768
OG0004554	SCHMD01446, SCHMD22543	CAPO300747
OG0004555	SCHMD01126	CAPO301994
OG0004558	SCHMD23563	CAPO307355
OG0004559	SCHMD09021, SCHMD09022	CAPO303756
OG0004564	SCHMD06864, SCHMD16273	CAPO301873
OG0004565	SCHMD06237	CAPO303409
OG0004569	SCHMD07227	CAPO303601
OG0004571	SCHMD09562	CAPO305226, CAPO300305, CAPO300903
OG0004572	SCHMD00027	CAPO302719
OG0004573	SCHMD24195, SCHMD13279	CAPO302070, CAPO305859
OG0004577	SCHMD27308, SCHMD07121, SCHMD07120	CAPO307905
OG0004578	SCHMD13522, SCHMD10265	CAPO307713
OG0004579	SCHMD05858	CAPO308171
OG0004581	SCHMD06969	CAPO305629
OG0004582	SCHMD11081, SCHMD11080	CAPO304857
OG0004583	SCHMD18243, SCHMD12573	CAPO301319
OG0004590	SCHMD02645, SCHMD02084	CAPO307910
OG0004592	SCHMD14254, SCHMD21981, SCHMD24746	CAPO307767
OG0004595	SCHMD23529, SCHMD18234	CAPO305901
OG0004596	SCHMD22207	CAPO301763
OG0004599	SCHMD16295, SCHMD15643, SCHMD19967, SCHMD19964	CAPO306185
OG0004600	SCHMD10479	CAPO306391
OG0004602	SCHMD00904	CAPO307709
OG0004605	SCHMD16312, SCHMD16314	CAPO303013
OG0004609	SCHMD12031, SCHMD13204	CAPO305274
OG0004610	SCHMD04931	CAPO308217
OG0004612	SCHMD00077, SCHMD00078, SCHMD00076	CAPO307176
OG0004616	SCHMD28217	CAPO302661, CAPO307774
OG0004619	SCHMD07738, SCHMD07737	CAPO306976
OG0004621	SCHMD02131	CAPO301592
OG0004623	SCHMD29595	CAPO303271
OG0004626	SCHMD28421, SCHMD11167, SCHMD21056, SCHMD25126	CAPO304074
OG0004629	SCHMD28937, SCHMD22436	CAPO300874
OG0004630	SCHMD19924, SCHMD19158	CAPO300032
OG0004633	SCHMD08375	CAPO306431
OG0004634	SCHMD05432, SCHMD09190, SCHMD28674	CAPO306443
OG0004635	SCHMD03118	CAPO305826
OG0004638	SCHMD03884	CAPO300328
OG0004639	SCHMD11835	CAPO304960
OG0004642	SCHMD04791	CAPO303810
OG0004643	SCHMD12179	CAPO303111
OG0004646	SCHMD02650	CAPO304987
OG0004648	SCHMD22597, SCHMD14009	CAPO306796
OG0004649	SCHMD11982	CAPO308035
OG0004651	SCHMD12856	CAPO307192
OG0004652	SCHMD09910, SCHMD14465	CAPO307126
OG0004654	SCHMD11590	CAPO304098
OG0004655	SCHMD10685	CAPO300932
OG0004657	SCHMD24002, SCHMD24003, SCHMD14727	CAPO300965
OG0004663	SCHMD03596	CAPO307060
OG0004664	SCHMD07542, SCHMD10324	CAPO304024
OG0004668	SCHMD00802	CAPO307032
OG0004669	SCHMD05517	CAPO301719
