Orthogroup	SCHMD	APOSC_ok
OG0000268	SCHMD08097	APOSC_04476, APOSC_04475
OG0000268	SCHMD25441	APOSC_11531
OG0000270	SCHMD16423	APOSC_15899, APOSC_07048
OG0000272	SCHMD13324, SCHMD08067	APOSC_03422, APOSC_08495, APOSC_11181, APOSC_11180
OG0000273	SCHMD09689	APOSC_08345
OG0000273	SCHMD18528, SCHMD25490	APOSC_20677
OG0000275	SCHMD08209, SCHMD24873	APOSC_01987
OG0000277	SCHMD09439	APOSC_02311
OG0000278	SCHMD04708, SCHMD14538	APOSC_09423
OG0000280	SCHMD23189	APOSC_10193, APOSC_10191, APOSC_10192
OG0000280	SCHMD23115	APOSC_09182, APOSC_24776, APOSC_03993
OG0000281	SCHMD28123, SCHMD29220	APOSC_24094
OG0000282	SCHMD05137	APOSC_17576, APOSC_17574, APOSC_17573, APOSC_18715, APOSC_17575, APOSC_26306
OG0000282	SCHMD15635, SCHMD25636	APOSC_07889
OG0000284	SCHMD23360, SCHMD08213	APOSC_08790, APOSC_20570, APOSC_16476, APOSC_24928, APOSC_16455
OG0000287	SCHMD02606, SCHMD23013	APOSC_27351, APOSC_15522
OG0000288	SCHMD10121, SCHMD07093, SCHMD10930, SCHMD07061	APOSC_09838
OG0000289	SCHMD14014, SCHMD14418, SCHMD14417, SCHMD14015, SCHMD16163	APOSC_06815
OG0000289	SCHMD23289, SCHMD16353	APOSC_00919
OG0000289	SCHMD22750	APOSC_19609
OG0000295	SCHMD11340, SCHMD11341, SCHMD11339, SCHMD02776, SCHMD10264, SCHMD14695	APOSC_02326, APOSC_22548, APOSC_17856
OG0000299	SCHMD13170, SCHMD20344	APOSC_09122, APOSC_09123, APOSC_09121
OG0000305	SCHMD22293	APOSC_10995
OG0000305	SCHMD04764	APOSC_03005
OG0000305	SCHMD01975	APOSC_02552
OG0000306	SCHMD02490, SCHMD21359, SCHMD02963, SCHMD23914, SCHMD02489, SCHMD17729	APOSC_12440
OG0000308	SCHMD26369	APOSC_12039
OG0000308	SCHMD01003, SCHMD00895	APOSC_02947
OG0000310	SCHMD09298, SCHMD11775	APOSC_16775, APOSC_10135, APOSC_16800, APOSC_25840, APOSC_00375
OG0000312	SCHMD10213, SCHMD21295, SCHMD02452	APOSC_08606
OG0000313	SCHMD03134	APOSC_29019, APOSC_14496
OG0000315	SCHMD06241	APOSC_23860
OG0000315	SCHMD17654	APOSC_12783, APOSC_12784
OG0000315	SCHMD01939	APOSC_19230
OG0000316	SCHMD10536, SCHMD22735	APOSC_09172
OG0000316	SCHMD10615, SCHMD19154	APOSC_03229
OG0000317	SCHMD15845	APOSC_01628
OG0000319	SCHMD18991, SCHMD16676	APOSC_19574
OG0000319	SCHMD18992	APOSC_22174, APOSC_22173
OG0000319	SCHMD16069	APOSC_02658
OG0000320	SCHMD20182	APOSC_20685
OG0000321	SCHMD10046	APOSC_16887
OG0000321	SCHMD04699, SCHMD05278	APOSC_12634
OG0000322	SCHMD03845, SCHMD03842	APOSC_03031, APOSC_02053, APOSC_27632, APOSC_16922, APOSC_26374, APOSC_18256
OG0000323	SCHMD21571, SCHMD14125	APOSC_01088
OG0000326	SCHMD05388, SCHMD24730	APOSC_12910
OG0000326	SCHMD29727	APOSC_26060
OG0000328	SCHMD07101, SCHMD21088, SCHMD28818, SCHMD15355, SCHMD24247, SCHMD15304	APOSC_17161
OG0000329	SCHMD12472, SCHMD24777, SCHMD26844, SCHMD15152	APOSC_01657, APOSC_01654, APOSC_01655, APOSC_01656
OG0000333	SCHMD26037, SCHMD21228	APOSC_28267
OG0000338	SCHMD23566, SCHMD22193	APOSC_28658, APOSC_13614, APOSC_13615
OG0000338	SCHMD17969	APOSC_13420, APOSC_13421
OG0000339	SCHMD09051, SCHMD09049, SCHMD07931, SCHMD10837, SCHMD09050, SCHMD11944, SCHMD04027	APOSC_26779, APOSC_02256, APOSC_24003, APOSC_07700, APOSC_07699, APOSC_25922, APOSC_18854, APOSC_05940
OG0000341	SCHMD01892, SCHMD01891, SCHMD01893	APOSC_14766, APOSC_14765
OG0000343	SCHMD10731, SCHMD08099	APOSC_28356, APOSC_10760, APOSC_10761, APOSC_10758, APOSC_10759, APOSC_28355, APOSC_28357
OG0000346	SCHMD26404	APOSC_09032, APOSC_23310
OG0000350	SCHMD23543	APOSC_20795, APOSC_22143
OG0000352	SCHMD07814	APOSC_22930, APOSC_22928, APOSC_22929
OG0000352	SCHMD03216	APOSC_17716, APOSC_00546, APOSC_20597
OG0000353	SCHMD00282, SCHMD11621	APOSC_05239, APOSC_05240
OG0000356	SCHMD05389	APOSC_23926, APOSC_05444
OG0000356	SCHMD00245	APOSC_09855
OG0000357	SCHMD22062, SCHMD19961	APOSC_23713, APOSC_05413, APOSC_05414, APOSC_05412
OG0000357	SCHMD01155	APOSC_07835
OG0000358	SCHMD28430, SCHMD13052, SCHMD26873	APOSC_15116, APOSC_15115, APOSC_13948, APOSC_04304, APOSC_18379
OG0000360	SCHMD06047	APOSC_20087, APOSC_13633, APOSC_13959
OG0000364	SCHMD15142, SCHMD27939	APOSC_14243
OG0000365	SCHMD22496, SCHMD22435, SCHMD28326	APOSC_16935, APOSC_06515
OG0000367	SCHMD09947	APOSC_08227, APOSC_15610
OG0000372	SCHMD11546	APOSC_18539
OG0000372	SCHMD21831, SCHMD11336	APOSC_15484
OG0000372	SCHMD21647, SCHMD16554, SCHMD19665	APOSC_13917
OG0000373	SCHMD12690, SCHMD02964	APOSC_15950, APOSC_23382
OG0000373	SCHMD13176, SCHMD08271	APOSC_21401
OG0000373	SCHMD23955, SCHMD12688, SCHMD08645, SCHMD03859, SCHMD00977, SCHMD18293, SCHMD14409, SCHMD07551, SCHMD03251, SCHMD23180, SCHMD15539, SCHMD16011	APOSC_15290, APOSC_10379
OG0000374	SCHMD04677, SCHMD23864	APOSC_21959
OG0000378	SCHMD07011, SCHMD12188	APOSC_14762
OG0000378	SCHMD05583	APOSC_16384, APOSC_16382, APOSC_16385, APOSC_16383
OG0000379	SCHMD22438, SCHMD05351	APOSC_27665
OG0000379	SCHMD04410, SCHMD04728, SCHMD09077, SCHMD07990	APOSC_01636
OG0000379	SCHMD09123, SCHMD25695	APOSC_04656
OG0000379	SCHMD18189, SCHMD00174	APOSC_28834
OG0000381	SCHMD14884, SCHMD02643	APOSC_24413, APOSC_24412
OG0000382	SCHMD02294	APOSC_24738
OG0000382	SCHMD02292	APOSC_18532
OG0000384	SCHMD19488, SCHMD18051	APOSC_18344, APOSC_18345
OG0000385	SCHMD02710, SCHMD19251, SCHMD20652, SCHMD23399, SCHMD15491	APOSC_23259
OG0000389	SCHMD03232, SCHMD09731	APOSC_04151
OG0000390	SCHMD02401, SCHMD19098	APOSC_10442, APOSC_04435, APOSC_14413
OG0000392	SCHMD08120	APOSC_15558, APOSC_15557, APOSC_15559, APOSC_15556, APOSC_15555
OG0000393	SCHMD10497	APOSC_19188
OG0000395	SCHMD07915	APOSC_13839
OG0000397	SCHMD04641	APOSC_08278
OG0000399	SCHMD23058, SCHMD03563, SCHMD24680	APOSC_12700
OG0000399	SCHMD23059	APOSC_12699
OG0000400	SCHMD00908	APOSC_28932, APOSC_28931
OG0000400	SCHMD12218	APOSC_14098
OG0000404	SCHMD02429	APOSC_24054
OG0000404	SCHMD03546	APOSC_12504
OG0000404	SCHMD06033	APOSC_27230
OG0000404	SCHMD09283	APOSC_25065
OG0000405	SCHMD26927, SCHMD22788, SCHMD20823	APOSC_22532, APOSC_22533
OG0000409	SCHMD04011	APOSC_01615
OG0000409	SCHMD03752	APOSC_20951
OG0000411	SCHMD01429	APOSC_25940
OG0000412	SCHMD11584	APOSC_01194, APOSC_01195
OG0000413	SCHMD18816, SCHMD03327, SCHMD18461	APOSC_03087
OG0000413	SCHMD19663	APOSC_04045
OG0000413	SCHMD18817, SCHMD28614	APOSC_03086
OG0000417	SCHMD12489, SCHMD12109, SCHMD17648, SCHMD04656	APOSC_09206, APOSC_14123, APOSC_28933, APOSC_18258, APOSC_03210, APOSC_15749, APOSC_20146
OG0000417	SCHMD26855, SCHMD04770	APOSC_27242
OG0000419	SCHMD20590, SCHMD23181	APOSC_08566
OG0000419	SCHMD17261, SCHMD26157	APOSC_11016
OG0000420	SCHMD23004	APOSC_12771, APOSC_26953, APOSC_23391
OG0000422	SCHMD11782, SCHMD13921, SCHMD19755, SCHMD21866	APOSC_02348
OG0000423	SCHMD29684	APOSC_22508
OG0000424	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568	APOSC_27699, APOSC_11109
OG0000425	SCHMD24026, SCHMD08029	APOSC_26181
OG0000426	SCHMD02251	APOSC_23818
OG0000426	SCHMD19378, SCHMD08176	APOSC_28032
OG0000427	SCHMD05143	APOSC_18019, APOSC_12867, APOSC_10303, APOSC_10299, APOSC_10304, APOSC_10301
OG0000430	SCHMD11436	APOSC_22864, APOSC_21525
OG0000430	SCHMD02520, SCHMD12464, SCHMD02519, SCHMD24785, SCHMD23230, SCHMD24867, SCHMD14921	APOSC_14315
OG0000431	SCHMD00614	APOSC_09355
OG0000432	SCHMD11313	APOSC_25968
OG0000432	SCHMD08553, SCHMD16033	APOSC_02736
OG0000433	SCHMD05136	APOSC_27672, APOSC_27673
OG0000433	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790	APOSC_25213, APOSC_25212
OG0000434	SCHMD11371, SCHMD07829	APOSC_23652, APOSC_03817, APOSC_08439, APOSC_02608, APOSC_08391, APOSC_20834, APOSC_03026
OG0000435	SCHMD12216, SCHMD19476	APOSC_28530
OG0000436	SCHMD13323, SCHMD09381	APOSC_07601, APOSC_07603, APOSC_07602, APOSC_07600
OG0000437	SCHMD15978, SCHMD13458, SCHMD13578, SCHMD05773, SCHMD23206, SCHMD08272, SCHMD05769	APOSC_22443, APOSC_08659, APOSC_05623, APOSC_25255, APOSC_13437, APOSC_18716, APOSC_21833, APOSC_27007, APOSC_04756
OG0000440	SCHMD23268	APOSC_09391
OG0000440	SCHMD12332	APOSC_23586
OG0000442	SCHMD12679	APOSC_01037
OG0000443	SCHMD09029	APOSC_07972, APOSC_07971, APOSC_09047
OG0000443	SCHMD19549	APOSC_07973
OG0000444	SCHMD00767, SCHMD00766	APOSC_22420
OG0000445	SCHMD29179	APOSC_13085, APOSC_27582, APOSC_29169, APOSC_06451, APOSC_22086, APOSC_02475, APOSC_03261, APOSC_24400, APOSC_00457, APOSC_22414, APOSC_04719, APOSC_02253
OG0000446	SCHMD07122, SCHMD07123, SCHMD11163	APOSC_10182, APOSC_10180
OG0000446	SCHMD12871	APOSC_26266
OG0000447	SCHMD15169, SCHMD15170, SCHMD24266	APOSC_18957, APOSC_18959, APOSC_00311, APOSC_00312, APOSC_18960, APOSC_18958
OG0000448	SCHMD14173, SCHMD23454, SCHMD22726, SCHMD02667, SCHMD12888, SCHMD05105, SCHMD06817, SCHMD02833, SCHMD08753, SCHMD25489	APOSC_08163
OG0000450	SCHMD15839, SCHMD21713	APOSC_13051
OG0000451	SCHMD26159, SCHMD19041, SCHMD23998, SCHMD11178, SCHMD23705, SCHMD09033, SCHMD21153, SCHMD02447, SCHMD12210, SCHMD23735, SCHMD20464, SCHMD05479, SCHMD09726, SCHMD13513, SCHMD13422, SCHMD18046, SCHMD17594, SCHMD24256, SCHMD16046, SCHMD24473, SCHMD25950, SCHMD00332, SCHMD23622, SCHMD15602, SCHMD03197, SCHMD24239, SCHMD12654, SCHMD07875, SCHMD15860, SCHMD03676, SCHMD00581, SCHMD03540, SCHMD14710, SCHMD14238, SCHMD14940, SCHMD19453, SCHMD09308, SCHMD07711, SCHMD20665, SCHMD03444, SCHMD01579, SCHMD20448, SCHMD24880, SCHMD19020, SCHMD18720, SCHMD23733, SCHMD22734, SCHMD01119, SCHMD04007, SCHMD02366, SCHMD04009, SCHMD23734, SCHMD13442, SCHMD10938, SCHMD21302, SCHMD21883, SCHMD20354, SCHMD10422, SCHMD08889, SCHMD17719, SCHMD18950, SCHMD19310, SCHMD18358, SCHMD06216, SCHMD05078, SCHMD05823, SCHMD19664, SCHMD13939, SCHMD18719, SCHMD01241, SCHMD26703, SCHMD25165, SCHMD14379, SCHMD26658	APOSC_20308
OG0000454	SCHMD11564	APOSC_04570
OG0000459	SCHMD17754	APOSC_12864, APOSC_04080, APOSC_15599, APOSC_21819, APOSC_15729, APOSC_11025
OG0000461	SCHMD03515	APOSC_17795, APOSC_01522
OG0000461	SCHMD06358	APOSC_17426
OG0000464	SCHMD06785, SCHMD10523, SCHMD05228	APOSC_25397
OG0000464	SCHMD15646, SCHMD10522, SCHMD04348, SCHMD09504	APOSC_27622
OG0000464	SCHMD07826, SCHMD19284, SCHMD05489, SCHMD09633	APOSC_04778
OG0000464	SCHMD08973, SCHMD04112, SCHMD07825, SCHMD15761, SCHMD00001, SCHMD04991, SCHMD25106, SCHMD10040, SCHMD22916, SCHMD21325, SCHMD18690, SCHMD16156, SCHMD15923, SCHMD02223, SCHMD05212, SCHMD02541, SCHMD03828, SCHMD13599, SCHMD27981, SCHMD12267, SCHMD22180, SCHMD10392, SCHMD10388, SCHMD17747, SCHMD13361, SCHMD12709, SCHMD02410, SCHMD13834, SCHMD04551, SCHMD23598, SCHMD08246, SCHMD10195, SCHMD03352, SCHMD10211, SCHMD05415	APOSC_04198
OG0000465	SCHMD09590	APOSC_28989
OG0000465	SCHMD27578, SCHMD03407, SCHMD17039	APOSC_12228
OG0000467	SCHMD03209	APOSC_24466
OG0000467	SCHMD17174, SCHMD20889, SCHMD15139, SCHMD03258, SCHMD22899, SCHMD16369	APOSC_08498
OG0000469	SCHMD15597	APOSC_06315
OG0000469	SCHMD09418	APOSC_00048
OG0000470	SCHMD03185	APOSC_13511
OG0000472	SCHMD01784	APOSC_18349, APOSC_18348
OG0000473	SCHMD13933	APOSC_15594
OG0000476	SCHMD25720, SCHMD19904	APOSC_19907, APOSC_10161, APOSC_04632
OG0000476	SCHMD04015	APOSC_05340
OG0000477	SCHMD07515, SCHMD25843, SCHMD09497, SCHMD13098, SCHMD26143, SCHMD09496	APOSC_13603
OG0000479	SCHMD10108	APOSC_19125
OG0000479	SCHMD14823, SCHMD04174	APOSC_05602, APOSC_05603
OG0000481	SCHMD12328	APOSC_15444
OG0000481	SCHMD11352, SCHMD11001	APOSC_09024
OG0000481	SCHMD06297	APOSC_07226
OG0000482	SCHMD03011	APOSC_18846, APOSC_02517
OG0000482	SCHMD06211	APOSC_20022
OG0000482	SCHMD06212	APOSC_27488
OG0000484	SCHMD25776, SCHMD16669, SCHMD23292, SCHMD20173, SCHMD20110	APOSC_17564
OG0000485	SCHMD13016, SCHMD17436	APOSC_07829
OG0000485	SCHMD16799	APOSC_29014
OG0000486	SCHMD19250	APOSC_27933
OG0000487	SCHMD20744	APOSC_05499, APOSC_00762, APOSC_10037, APOSC_17459, APOSC_22887
OG0000490	SCHMD03484, SCHMD03477, SCHMD21870, SCHMD21871	APOSC_08204
OG0000491	SCHMD15788	APOSC_28528
OG0000491	SCHMD03171, SCHMD08983, SCHMD20738, SCHMD13341, SCHMD07340, SCHMD18133, SCHMD23188, SCHMD23436, SCHMD27960, SCHMD18920, SCHMD17666, SCHMD22815, SCHMD07927, SCHMD20806, SCHMD08846, SCHMD08847, SCHMD23642, SCHMD25563, SCHMD27546, SCHMD28266, SCHMD26950, SCHMD21486, SCHMD20472, SCHMD23045, SCHMD23074, SCHMD09539, SCHMD08981, SCHMD06713, SCHMD11915, SCHMD09317, SCHMD02859, SCHMD00109, SCHMD00103, SCHMD08015, SCHMD18354, SCHMD03551, SCHMD00998	APOSC_02630
OG0000494	SCHMD12513, SCHMD23674, SCHMD27423, SCHMD04960, SCHMD24725, SCHMD26393, SCHMD25222, SCHMD18092, SCHMD26971, SCHMD24713, SCHMD21987	APOSC_11332, APOSC_16566
OG0000496	SCHMD08379, SCHMD27172	APOSC_13732, APOSC_13731
OG0000497	SCHMD07173	APOSC_11785
OG0000497	SCHMD12237, SCHMD24017, SCHMD22017, SCHMD24018	APOSC_24966
OG0000503	SCHMD01390, SCHMD06719	APOSC_20182, APOSC_01067, APOSC_11052
OG0000504	SCHMD09636, SCHMD05294	APOSC_28508
OG0000504	SCHMD16466, SCHMD25962, SCHMD08165, SCHMD14224, SCHMD23834, SCHMD24691, SCHMD24897, SCHMD16428, SCHMD22263	APOSC_18793
OG0000505	SCHMD10454	APOSC_03312, APOSC_13727, APOSC_13726
OG0000506	SCHMD05024	APOSC_08969, APOSC_08968, APOSC_08970
OG0000509	SCHMD14563	APOSC_20798, APOSC_21566, APOSC_20805, APOSC_04560, APOSC_05509, APOSC_00507
OG0000513	SCHMD10779, SCHMD15278, SCHMD14712, SCHMD04597, SCHMD06574, SCHMD06575	APOSC_21188
OG0000514	SCHMD17111	APOSC_03985, APOSC_03987, APOSC_03986, APOSC_03988
OG0000519	SCHMD19355, SCHMD25526	APOSC_08070, APOSC_07952, APOSC_07867, APOSC_26169, APOSC_12522, APOSC_03973
OG0000520	SCHMD05956	APOSC_12202, APOSC_12203
OG0000520	SCHMD27845	APOSC_24142, APOSC_24141
OG0000521	SCHMD05167, SCHMD05164	APOSC_09518
OG0000523	SCHMD13520	APOSC_17136, APOSC_11385
OG0000524	SCHMD01087, SCHMD12691	APOSC_03189, APOSC_03192, APOSC_03190, APOSC_03187
OG0000525	SCHMD04369	APOSC_12074
OG0000525	SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149	APOSC_07308
OG0000528	SCHMD02315, SCHMD09612	APOSC_27896, APOSC_27895, APOSC_27894
OG0000529	SCHMD06409	APOSC_23098
OG0000530	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369	APOSC_02543, APOSC_02542, APOSC_23277
OG0000532	SCHMD07765	APOSC_22447, APOSC_22554, APOSC_21968, APOSC_00030, APOSC_23439, APOSC_03161, APOSC_27092, APOSC_13775, APOSC_10762
OG0000534	SCHMD09514	APOSC_19109
OG0000534	SCHMD04872	APOSC_25538, APOSC_15159
OG0000537	SCHMD19728, SCHMD06858, SCHMD15182, SCHMD11929	APOSC_28746
OG0000538	SCHMD23313	APOSC_00020, APOSC_00021, APOSC_00019
OG0000542	SCHMD05340, SCHMD05911, SCHMD06819	APOSC_25376
OG0000544	SCHMD08368	APOSC_20791, APOSC_15455
OG0000545	SCHMD07786	APOSC_19472
OG0000545	SCHMD20709	APOSC_27316
OG0000545	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257	APOSC_23063
OG0000546	SCHMD15753, SCHMD08158	APOSC_09803
OG0000548	SCHMD11369	APOSC_19082
OG0000548	SCHMD02725, SCHMD00205	APOSC_15990
OG0000550	SCHMD04193	APOSC_06504
OG0000550	SCHMD04376, SCHMD04379, SCHMD24742	APOSC_26613
OG0000551	SCHMD18977, SCHMD20852, SCHMD20040, SCHMD29185, SCHMD16306, SCHMD26226, SCHMD18979	APOSC_25334
OG0000552	SCHMD16245, SCHMD21874	APOSC_17802
OG0000552	SCHMD13011	APOSC_24689
OG0000553	SCHMD06981	APOSC_24201
OG0000560	SCHMD12681, SCHMD24482	APOSC_00424, APOSC_21581, APOSC_09687, APOSC_24780, APOSC_09685, APOSC_09686, APOSC_27748, APOSC_11056, APOSC_22346
OG0000562	SCHMD10853	APOSC_06195
OG0000563	SCHMD00956, SCHMD23940	APOSC_16157
OG0000564	SCHMD28181, SCHMD14170, SCHMD15197, SCHMD18017, SCHMD18014	APOSC_01431
OG0000566	SCHMD24931, SCHMD26489	APOSC_11934, APOSC_11935
OG0000567	SCHMD27076, SCHMD27355, SCHMD13533	APOSC_14517, APOSC_18883, APOSC_10800, APOSC_03648
OG0000567	SCHMD00241, SCHMD03989, SCHMD19236, SCHMD27026	APOSC_00240
OG0000571	SCHMD29720	APOSC_09978, APOSC_01216, APOSC_14277
OG0000571	SCHMD11565	APOSC_02965
OG0000571	SCHMD28594, SCHMD09474, SCHMD05478, SCHMD24472, SCHMD12459, SCHMD28158, SCHMD23621, SCHMD25957	APOSC_07922, APOSC_04593
OG0000572	SCHMD10816	APOSC_00810
OG0000572	SCHMD25603	APOSC_09082
OG0000573	SCHMD01043, SCHMD15213, SCHMD24610	APOSC_00916
OG0000573	SCHMD16187	APOSC_06381
OG0000574	SCHMD01583, SCHMD12209	APOSC_08284
OG0000574	SCHMD00489	APOSC_12973
OG0000575	SCHMD10050, SCHMD14865	APOSC_04878, APOSC_04901, APOSC_04877
OG0000576	SCHMD17959, SCHMD00167, SCHMD15710	APOSC_14912, APOSC_14911
OG0000578	SCHMD00300, SCHMD17617	APOSC_19019
OG0000579	SCHMD11162, SCHMD25933, SCHMD01879, SCHMD16027, SCHMD27820, SCHMD26175	APOSC_16538
OG0000580	SCHMD02203, SCHMD27384	APOSC_10764
OG0000581	SCHMD10093, SCHMD11595, SCHMD08712	APOSC_25720
OG0000581	SCHMD03457	APOSC_28928
OG0000582	SCHMD16063, SCHMD04882	APOSC_22258, APOSC_19007, APOSC_19006
OG0000583	SCHMD01121	APOSC_07446, APOSC_07447
OG0000584	SCHMD07152	APOSC_13816, APOSC_28295, APOSC_10155, APOSC_26093, APOSC_26092
OG0000585	SCHMD27773, SCHMD04336	APOSC_02435
OG0000586	SCHMD16050, SCHMD19532	APOSC_22177, APOSC_09041, APOSC_22806
OG0000587	SCHMD03879, SCHMD05571	APOSC_07501
OG0000588	SCHMD01542	APOSC_14978
OG0000588	SCHMD07022	APOSC_23369
OG0000589	SCHMD15105, SCHMD03706, SCHMD08912	APOSC_07116, APOSC_07115, APOSC_01961
OG0000590	SCHMD08634	APOSC_14417
OG0000590	SCHMD18326	APOSC_05832
OG0000591	SCHMD10835	APOSC_29125, APOSC_25553
OG0000592	SCHMD11895, SCHMD04777	APOSC_07367, APOSC_26247
OG0000594	SCHMD01864	APOSC_26355, APOSC_27194
OG0000594	SCHMD01865	APOSC_06591
OG0000597	SCHMD00271	APOSC_09238
OG0000600	SCHMD24344, SCHMD16882	APOSC_04542, APOSC_04543
OG0000602	SCHMD08918, SCHMD16862	APOSC_07302, APOSC_16886
OG0000603	SCHMD15890	APOSC_11168
OG0000604	SCHMD27467, SCHMD15254	APOSC_28543
OG0000604	SCHMD15897	APOSC_28930, APOSC_08014, APOSC_08012
OG0000608	SCHMD26174, SCHMD17635, SCHMD02399	APOSC_19889
OG0000609	SCHMD17568	APOSC_15758
OG0000611	SCHMD07468	APOSC_10183
OG0000611	SCHMD10118	APOSC_21101
OG0000612	SCHMD04363, SCHMD09119	APOSC_01590
OG0000613	SCHMD19801, SCHMD26357, SCHMD15315	APOSC_03778
OG0000614	SCHMD14215, SCHMD02001	APOSC_29108
OG0000615	SCHMD18570, SCHMD15390, SCHMD03881, SCHMD24438, SCHMD15895, SCHMD15391, SCHMD21719, SCHMD22476	APOSC_25509, APOSC_25510, APOSC_25508
OG0000623	SCHMD06017, SCHMD06018	APOSC_11408, APOSC_11407
OG0000623	SCHMD05599, SCHMD06718, SCHMD03445, SCHMD22744, SCHMD24118, SCHMD17727, SCHMD12585	APOSC_25178, APOSC_25179, APOSC_28396
OG0000624	SCHMD01951	APOSC_18585, APOSC_18584, APOSC_27695, APOSC_23239, APOSC_12046
OG0000626	SCHMD22993, SCHMD02730, SCHMD02477	APOSC_04996, APOSC_04997
OG0000627	SCHMD09127	APOSC_19887
OG0000628	SCHMD21997	APOSC_24447
OG0000628	SCHMD24762, SCHMD25901	APOSC_27023, APOSC_27022
OG0000635	SCHMD14919, SCHMD24865, SCHMD18425, SCHMD10798	APOSC_02843
OG0000635	SCHMD16010	APOSC_15936, APOSC_06479, APOSC_28121
OG0000636	SCHMD23842, SCHMD07652, SCHMD03198	APOSC_09371
OG0000637	SCHMD14376	APOSC_21463
OG0000637	SCHMD24038	APOSC_04395
OG0000639	SCHMD15823	APOSC_28763
OG0000642	SCHMD07724	APOSC_28101, APOSC_19716, APOSC_19520, APOSC_21780, APOSC_15545
OG0000645	SCHMD29005	APOSC_09352
OG0000646	SCHMD24176	APOSC_25529, APOSC_25530
OG0000646	SCHMD25176, SCHMD22477	APOSC_19310
OG0000647	SCHMD29494	APOSC_09611
OG0000648	SCHMD18065	APOSC_08045
OG0000649	SCHMD18549, SCHMD18847, SCHMD16842, SCHMD03271	APOSC_23750, APOSC_19161
OG0000651	SCHMD02428	APOSC_26297
OG0000652	SCHMD03285, SCHMD29341, SCHMD05205, SCHMD08162	APOSC_19590
OG0000654	SCHMD01650, SCHMD19469	APOSC_25621
OG0000657	SCHMD14158	APOSC_07236
OG0000657	SCHMD18210	APOSC_28772, APOSC_17511, APOSC_28771
OG0000660	SCHMD02770	APOSC_26737
OG0000660	SCHMD20422, SCHMD27193	APOSC_25408
OG0000662	SCHMD04360	APOSC_10023
OG0000662	SCHMD05635	APOSC_08470, APOSC_08472
OG0000663	SCHMD28509, SCHMD28508, SCHMD08739	APOSC_10431
OG0000664	SCHMD04491, SCHMD14555	APOSC_19666
OG0000664	SCHMD04182	APOSC_04413
OG0000665	SCHMD09294	APOSC_04140, APOSC_09869, APOSC_06912, APOSC_24789
OG0000666	SCHMD26735, SCHMD04900, SCHMD10850, SCHMD10849	APOSC_18128
OG0000670	SCHMD21177, SCHMD16575, SCHMD24810, SCHMD18592, SCHMD04685, SCHMD22152, SCHMD02150, SCHMD05669, SCHMD12381, SCHMD13315, SCHMD13316, SCHMD12100	APOSC_25403, APOSC_25404
OG0000672	SCHMD10307, SCHMD15500	APOSC_13094
OG0000672	SCHMD03901	APOSC_05056
OG0000674	SCHMD14256	APOSC_02855, APOSC_02854
OG0000674	SCHMD27363, SCHMD28202	APOSC_00193
OG0000676	SCHMD08131	APOSC_24592
OG0000678	SCHMD26583	APOSC_17592
OG0000678	SCHMD12018	APOSC_25063
OG0000678	SCHMD28149, SCHMD21688	APOSC_07909
OG0000678	SCHMD23542, SCHMD23509, SCHMD26582	APOSC_27264
OG0000680	SCHMD17558	APOSC_16418
OG0000680	SCHMD25925	APOSC_19829
OG0000681	SCHMD26784, SCHMD03976	APOSC_08978
OG0000682	SCHMD04644, SCHMD08708, SCHMD25504, SCHMD17552, SCHMD21787, SCHMD07246, SCHMD25376, SCHMD05512	APOSC_12467, APOSC_12466, APOSC_12470, APOSC_12471, APOSC_12468
OG0000683	SCHMD21601	APOSC_06085
OG0000684	SCHMD07403	APOSC_04618, APOSC_18120, APOSC_04620, APOSC_01492, APOSC_04849, APOSC_04619
OG0000685	SCHMD02797, SCHMD09882	APOSC_25083
OG0000685	SCHMD09879, SCHMD09881	APOSC_25082, APOSC_25081, APOSC_11457, APOSC_25080, APOSC_11346
OG0000688	SCHMD21111, SCHMD10955, SCHMD13264, SCHMD18781, SCHMD18275	APOSC_24546
OG0000690	SCHMD24354	APOSC_12924
OG0000690	SCHMD17313, SCHMD21259, SCHMD18093	APOSC_06851
OG0000692	SCHMD11826	APOSC_26279
OG0000692	SCHMD02580	APOSC_09929
OG0000694	SCHMD02121, SCHMD02119	APOSC_21845
OG0000696	SCHMD17223, SCHMD17224, SCHMD29303	APOSC_00235
OG0000696	SCHMD10590	APOSC_19415
OG0000697	SCHMD10349, SCHMD08041	APOSC_04170
OG0000700	SCHMD27774, SCHMD20215	APOSC_09158
OG0000701	SCHMD15836	APOSC_29143
OG0000702	SCHMD21766	APOSC_28891, APOSC_28892
OG0000703	SCHMD03880	APOSC_08255
OG0000703	SCHMD12640, SCHMD26335, SCHMD23390, SCHMD20492	APOSC_12548
OG0000706	SCHMD26259, SCHMD27843	APOSC_28191
OG0000708	SCHMD25653	APOSC_22565
OG0000708	SCHMD21805	APOSC_22564
