Orthogroup	SCHMD	HUMAN
OG0000251	SCHMD28872	HUMAN18381
OG0000255	SCHMD14618, SCHMD25034	HUMAN30604, HUMAN30605
OG0000256	SCHMD06220	HUMAN29239, HUMAN14982
OG0000258	SCHMD19345	HUMAN10725
OG0000258	SCHMD00959	HUMAN13201, HUMAN08490
OG0000260	SCHMD00231	HUMAN27590, HUMAN26833, HUMAN20959, HUMAN27591, HUMAN03777, HUMAN24200, HUMAN24199
OG0000263	SCHMD05151	HUMAN25246
OG0000263	SCHMD21152, SCHMD16080, SCHMD25801, SCHMD26173, SCHMD15861, SCHMD05150	HUMAN25245
OG0000265	SCHMD19985	HUMAN29225
OG0000265	SCHMD23325, SCHMD14944, SCHMD23326	HUMAN29224
OG0000265	SCHMD06448, SCHMD11031, SCHMD25284	HUMAN06212
OG0000265	SCHMD18240, SCHMD09007	HUMAN06211
OG0000266	SCHMD11802	HUMAN10434, HUMAN10433
OG0000266	SCHMD08189	HUMAN10487, HUMAN10486
OG0000268	SCHMD25441	HUMAN17746, HUMAN17747, HUMAN13867
OG0000270	SCHMD16423	HUMAN19510, HUMAN19509, HUMAN25405
OG0000272	SCHMD13324, SCHMD08067	HUMAN16604, HUMAN00549, HUMAN28096, HUMAN19042, HUMAN26465, HUMAN20035
OG0000273	SCHMD09689	HUMAN15012
OG0000273	SCHMD18528, SCHMD25490	HUMAN10566, HUMAN10565, HUMAN10564, HUMAN10563
OG0000275	SCHMD10358	HUMAN17535
OG0000275	SCHMD08209, SCHMD24873	HUMAN03545, HUMAN28702, HUMAN17534
OG0000276	SCHMD08876	HUMAN14938, HUMAN14939
OG0000277	SCHMD09439	HUMAN10958, HUMAN04583, HUMAN07256
OG0000277	SCHMD14857, SCHMD14380, SCHMD02171, SCHMD17662	HUMAN07255
OG0000278	SCHMD04708, SCHMD14538	HUMAN16991
OG0000280	SCHMD23115	HUMAN25439, HUMAN09733
OG0000281	SCHMD28123, SCHMD29220	HUMAN02461, HUMAN26947, HUMAN26948, HUMAN08198, HUMAN08199, HUMAN11532, HUMAN24413
OG0000282	SCHMD05137	HUMAN02951, HUMAN12498
OG0000282	SCHMD15635, SCHMD25636	HUMAN22064
OG0000282	SCHMD25893	HUMAN03422
OG0000282	SCHMD28325	HUMAN12499
OG0000284	SCHMD23360, SCHMD08213	HUMAN01172, HUMAN24826, HUMAN14646
OG0000285	SCHMD29037	HUMAN12968
OG0000287	SCHMD20375, SCHMD22052, SCHMD09584, SCHMD21912, SCHMD24074, SCHMD15817, SCHMD20976, SCHMD00675, SCHMD16477, SCHMD24758, SCHMD25574	HUMAN02188
OG0000288	SCHMD10121, SCHMD07093, SCHMD10930, SCHMD07061	HUMAN19033, HUMAN27858, HUMAN10017, HUMAN25535, HUMAN27850
OG0000289	SCHMD14014, SCHMD14418, SCHMD14417, SCHMD14015, SCHMD16163	HUMAN00853, HUMAN23391
OG0000289	SCHMD29502, SCHMD19194, SCHMD19219, SCHMD13163, SCHMD22750	HUMAN25308
OG0000295	SCHMD11340, SCHMD11341, SCHMD11339, SCHMD02776, SCHMD10264, SCHMD14695	HUMAN13492
OG0000299	SCHMD12746	HUMAN17573
OG0000299	SCHMD13170, SCHMD20344	HUMAN13685, HUMAN13683, HUMAN13682, HUMAN13684, HUMAN18940, HUMAN00611, HUMAN00610, HUMAN25580
OG0000301	SCHMD17564	HUMAN22694
OG0000305	SCHMD22293	HUMAN06757
OG0000305	SCHMD01975	HUMAN28372, HUMAN28371, HUMAN18211, HUMAN06375, HUMAN06374
OG0000306	SCHMD21359	HUMAN26265
OG0000306	SCHMD17729	HUMAN26268
OG0000308	SCHMD26369	HUMAN26518, HUMAN17798, HUMAN17796, HUMAN17797, HUMAN15356, HUMAN11053, HUMAN09346, HUMAN09345
OG0000308	SCHMD14069, SCHMD01003, SCHMD00895	HUMAN23142
OG0000310	SCHMD09298, SCHMD11775	HUMAN29760, HUMAN29761
OG0000313	SCHMD03134	HUMAN23081, HUMAN23082, HUMAN07848, HUMAN07849, HUMAN18542, HUMAN05865, HUMAN18541
OG0000313	SCHMD02125	HUMAN05866
OG0000315	SCHMD06241	HUMAN26404
OG0000315	SCHMD17654	HUMAN18260, HUMAN21457, HUMAN20231, HUMAN27332, HUMAN27331, HUMAN27330
OG0000315	SCHMD01939	HUMAN26829
OG0000316	SCHMD10536, SCHMD22735	HUMAN23016, HUMAN03066, HUMAN23015, HUMAN23014
OG0000316	SCHMD10615, SCHMD19154	HUMAN23728, HUMAN14541
OG0000317	SCHMD15845	HUMAN16611, HUMAN00683, HUMAN28101, HUMAN16612
OG0000317	SCHMD18547	HUMAN28103
OG0000319	SCHMD18991, SCHMD16676	HUMAN13915
OG0000319	SCHMD18992	HUMAN27813
OG0000319	SCHMD16069	HUMAN13914
OG0000321	SCHMD10046	HUMAN01031, HUMAN28466
OG0000321	SCHMD04699, SCHMD05278	HUMAN07804, HUMAN21631, HUMAN30401, HUMAN30400, HUMAN07803, HUMAN21629
OG0000322	SCHMD03845, SCHMD03842	HUMAN07374, HUMAN22557, HUMAN26486
OG0000323	SCHMD05058	HUMAN02811
OG0000323	SCHMD21571, SCHMD14125	HUMAN01778
OG0000325	SCHMD10722, SCHMD23724, SCHMD17815, SCHMD15286, SCHMD10721, SCHMD23725, SCHMD23881, SCHMD17816	HUMAN28586
OG0000326	SCHMD05388, SCHMD24730	HUMAN00138, HUMAN21700, HUMAN21697, HUMAN21698, HUMAN11971
OG0000326	SCHMD29727	HUMAN00388, HUMAN00387, HUMAN00389
OG0000328	SCHMD07101, SCHMD21088, SCHMD28818, SCHMD15355, SCHMD24247, SCHMD15304	HUMAN11141
OG0000329	SCHMD12472, SCHMD24777, SCHMD26844, SCHMD15152	HUMAN06602, HUMAN18161, HUMAN26322, HUMAN26323, HUMAN12536
OG0000332	SCHMD26513, SCHMD25129, SCHMD25620, SCHMD25799, SCHMD18311	HUMAN22505, HUMAN03239
OG0000333	SCHMD26037, SCHMD21228	HUMAN29371
OG0000338	SCHMD23566, SCHMD22193	HUMAN13066, HUMAN19731, HUMAN19729, HUMAN13067, HUMAN19730, HUMAN10881, HUMAN18523, HUMAN18521
OG0000338	SCHMD17969	HUMAN26174
OG0000339	SCHMD09051, SCHMD09049, SCHMD07931, SCHMD10837, SCHMD09050, SCHMD11944, SCHMD04027	HUMAN19136, HUMAN19137
OG0000341	SCHMD01891	HUMAN27910
OG0000343	SCHMD10731, SCHMD08099	HUMAN25328, HUMAN25327, HUMAN05299
OG0000346	SCHMD26404	HUMAN14664, HUMAN14665, HUMAN01028, HUMAN28459
OG0000350	SCHMD23543	HUMAN05923, HUMAN08412, HUMAN18677
OG0000351	SCHMD01382	HUMAN06906
OG0000352	SCHMD07814	HUMAN28462, HUMAN14440, HUMAN14836
OG0000352	SCHMD03216	HUMAN25510, HUMAN07061
OG0000353	SCHMD00282, SCHMD11621	HUMAN03163
OG0000353	SCHMD09276, SCHMD00283, SCHMD07604	HUMAN27743
OG0000356	SCHMD05389, SCHMD00245	HUMAN24976, HUMAN24975
OG0000357	SCHMD22062, SCHMD19961	HUMAN04990, HUMAN07295, HUMAN10915
OG0000357	SCHMD01155	HUMAN27044, HUMAN28888, HUMAN29931, HUMAN29932
OG0000358	SCHMD28430, SCHMD13052, SCHMD26873	HUMAN06892
OG0000360	SCHMD06047	HUMAN07695, HUMAN07694, HUMAN23042, HUMAN21019
OG0000363	SCHMD29224, SCHMD24626, SCHMD24587, SCHMD26634	HUMAN26508
OG0000367	SCHMD09947	HUMAN02861, HUMAN21458, HUMAN29832, HUMAN29831, HUMAN19257, HUMAN13779, HUMAN27433
OG0000372	SCHMD26866, SCHMD11546	HUMAN00421
OG0000372	SCHMD21831, SCHMD11336	HUMAN18835, HUMAN16705
OG0000373	SCHMD08646, SCHMD00201	HUMAN07152, HUMAN07150, HUMAN04999
OG0000373	SCHMD13176, SCHMD08271	HUMAN16793
OG0000373	SCHMD23955	HUMAN16794
OG0000374	SCHMD04677, SCHMD23864	HUMAN06431, HUMAN06430, HUMAN17757
OG0000375	SCHMD00715	HUMAN22225
OG0000378	SCHMD07011, SCHMD12188	HUMAN00762, HUMAN25391, HUMAN17445, HUMAN30089
OG0000378	SCHMD05583	HUMAN05631, HUMAN05632, HUMAN02081, HUMAN15645, HUMAN15642, HUMAN15643, HUMAN15646
OG0000379	SCHMD22438, SCHMD05351	HUMAN11868
OG0000379	SCHMD04410, SCHMD04728, SCHMD09077, SCHMD07990	HUMAN10494, HUMAN12062
OG0000379	SCHMD09123, SCHMD25695	HUMAN30691, HUMAN17335
OG0000379	SCHMD22857	HUMAN30690
OG0000379	SCHMD18189, SCHMD00174	HUMAN00722, HUMAN00721
OG0000380	SCHMD10844, SCHMD21526	HUMAN04882, HUMAN18649
OG0000382	SCHMD02292	HUMAN26825, HUMAN26823, HUMAN20891
OG0000384	SCHMD15878	HUMAN22826
OG0000386	SCHMD17175, SCHMD15137, SCHMD15138, SCHMD06530, SCHMD06529, SCHMD19089, SCHMD16199, SCHMD15535, SCHMD12800	HUMAN23124, HUMAN05335, HUMAN30459
OG0000389	SCHMD03232, SCHMD09731	HUMAN23760, HUMAN03279
OG0000392	SCHMD08120	HUMAN23483, HUMAN23482, HUMAN14994, HUMAN01116
OG0000392	SCHMD08121	HUMAN14993
OG0000393	SCHMD10497	HUMAN13374
OG0000395	SCHMD07915	HUMAN19542, HUMAN05545
OG0000397	SCHMD04641	HUMAN22189, HUMAN03732, HUMAN27717, HUMAN17188
OG0000399	SCHMD23058, SCHMD03563, SCHMD24680	HUMAN09598
OG0000399	SCHMD23059	HUMAN16706
OG0000400	SCHMD00908	HUMAN25403
OG0000402	SCHMD02881, SCHMD11412	HUMAN19232, HUMAN08155
OG0000403	SCHMD28969, SCHMD27788, SCHMD15934, SCHMD03300, SCHMD02225, SCHMD03301	HUMAN05388, HUMAN05390
OG0000404	SCHMD02429	HUMAN28568, HUMAN00982
OG0000404	SCHMD03546	HUMAN28453
OG0000404	SCHMD06033	HUMAN28452
OG0000405	SCHMD26927, SCHMD22788, SCHMD20823	HUMAN23578, HUMAN01875, HUMAN10099, HUMAN23576, HUMAN23577, HUMAN15074, HUMAN15075
OG0000409	SCHMD04011	HUMAN11759
OG0000411	SCHMD11962, SCHMD08731, SCHMD19533	HUMAN22974
OG0000412	SCHMD08478	HUMAN01024
OG0000412	SCHMD11584	HUMAN03115
OG0000413	SCHMD18816, SCHMD03327, SCHMD18461	HUMAN15492
OG0000413	SCHMD19663	HUMAN09264, HUMAN18689, HUMAN15493
OG0000413	SCHMD18817, SCHMD28614	HUMAN22024, HUMAN05237, HUMAN30227
OG0000417	SCHMD12489, SCHMD12109, SCHMD17648, SCHMD04656	HUMAN29552
OG0000417	SCHMD05726, SCHMD07229, SCHMD26855, SCHMD04770	HUMAN02370, HUMAN20361
OG0000419	SCHMD20590, SCHMD23181, SCHMD17261, SCHMD26157	HUMAN04658, HUMAN04656, HUMAN04654, HUMAN04657, HUMAN04655, HUMAN04659, HUMAN02414
OG0000420	SCHMD23004	HUMAN07576, HUMAN23840, HUMAN23841
OG0000422	SCHMD13923, SCHMD28499, SCHMD13922	HUMAN16674
OG0000422	SCHMD11782, SCHMD13921, SCHMD19755, SCHMD21866	HUMAN00789, HUMAN16673
OG0000424	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568	HUMAN03402, HUMAN03401, HUMAN03400, HUMAN03399, HUMAN03403, HUMAN03410
OG0000425	SCHMD08030, SCHMD29141	HUMAN17060, HUMAN09247
OG0000425	SCHMD24026, SCHMD08029	HUMAN15883
OG0000426	SCHMD02251	HUMAN24154
OG0000426	SCHMD20249	HUMAN24156, HUMAN16388, HUMAN24155
OG0000426	SCHMD19378, SCHMD08176	HUMAN20208, HUMAN12979, HUMAN16387, HUMAN12181
OG0000427	SCHMD05143	HUMAN00426, HUMAN21885
OG0000430	SCHMD11436	HUMAN04699
OG0000430	SCHMD02042	HUMAN15964, HUMAN29714, HUMAN23702, HUMAN04700
OG0000431	SCHMD00614	HUMAN21847, HUMAN07891, HUMAN07892, HUMAN07890
OG0000432	SCHMD11313	HUMAN05787, HUMAN05786, HUMAN21045
OG0000433	SCHMD05136	HUMAN13341, HUMAN12146, HUMAN13342
OG0000433	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790	HUMAN25706, HUMAN25705, HUMAN21369
OG0000434	SCHMD11371, SCHMD07829	HUMAN24562
OG0000435	SCHMD12216, SCHMD19476	HUMAN13679, HUMAN00704, HUMAN27348, HUMAN18944, HUMAN18945
OG0000436	SCHMD13323, SCHMD09381	HUMAN20651, HUMAN17585, HUMAN20650, HUMAN20652
OG0000442	SCHMD12679	HUMAN21746, HUMAN07667
OG0000443	SCHMD09029	HUMAN29014, HUMAN17576, HUMAN17575
OG0000444	SCHMD00767, SCHMD00766	HUMAN06130, HUMAN06129, HUMAN02376, HUMAN02375, HUMAN02373, HUMAN02374
OG0000445	SCHMD29179	HUMAN25336, HUMAN25337
OG0000447	SCHMD15169	HUMAN24004
OG0000448	SCHMD14173, SCHMD23454, SCHMD22726, SCHMD02667, SCHMD12888, SCHMD05105, SCHMD06817, SCHMD02833, SCHMD08753, SCHMD25489	HUMAN07702
OG0000448	SCHMD14991, SCHMD13255, SCHMD21809, SCHMD23174, SCHMD28228	HUMAN07715, HUMAN30104, HUMAN30616, HUMAN23990, HUMAN22306, HUMAN22305
OG0000448	SCHMD26867, SCHMD08564	HUMAN30615
OG0000449	SCHMD07672	HUMAN16132, HUMAN05747, HUMAN05746, HUMAN05748, HUMAN21335, HUMAN21336, HUMAN01157
OG0000450	SCHMD15839, SCHMD21713	HUMAN10922, HUMAN26408, HUMAN26409
OG0000450	SCHMD13515	HUMAN07392
OG0000454	SCHMD11564	HUMAN14911
OG0000454	SCHMD17914	HUMAN14912, HUMAN09584, HUMAN01758, HUMAN01761, HUMAN28671, HUMAN28672, HUMAN09585, HUMAN09586, HUMAN09587
OG0000458	SCHMD04852, SCHMD04851	HUMAN00588, HUMAN27908, HUMAN27907
OG0000459	SCHMD17754	HUMAN19503, HUMAN19500, HUMAN19501, HUMAN19502, HUMAN19499
OG0000461	SCHMD03515	HUMAN12693
OG0000461	SCHMD06358	HUMAN26401, HUMAN26402, HUMAN07313, HUMAN07312, HUMAN07311, HUMAN07310
OG0000464	SCHMD16125	HUMAN04182
OG0000464	SCHMD04249, SCHMD07392	HUMAN00706
OG0000464	SCHMD15646, SCHMD10522, SCHMD04348, SCHMD09504	HUMAN24172
OG0000464	SCHMD14949, SCHMD17749, SCHMD18334	HUMAN24691
OG0000465	SCHMD09590	HUMAN13778
OG0000465	SCHMD27578, SCHMD03407, SCHMD17039	HUMAN00069
OG0000467	SCHMD03209	HUMAN02442
OG0000467	SCHMD17174, SCHMD20889, SCHMD15139, SCHMD03258, SCHMD22899, SCHMD16369	HUMAN02440, HUMAN20851
OG0000469	SCHMD15597	HUMAN20925
OG0000470	SCHMD05493	HUMAN10148, HUMAN13194
OG0000470	SCHMD03185	HUMAN08602, HUMAN08603, HUMAN02695
OG0000472	SCHMD01784	HUMAN11470
OG0000472	SCHMD01783	HUMAN05491
OG0000473	SCHMD29413, SCHMD13933	HUMAN12691, HUMAN14596
OG0000476	SCHMD25720, SCHMD19904	HUMAN29055
OG0000476	SCHMD04015	HUMAN29052
OG0000476	SCHMD17256, SCHMD07489, SCHMD04014	HUMAN29053
OG0000479	SCHMD14823, SCHMD04174	HUMAN04562, HUMAN19754, HUMAN19753
OG0000480	SCHMD19204, SCHMD14582	HUMAN00364, HUMAN00362
OG0000480	SCHMD09535	HUMAN00363
OG0000481	SCHMD19165	HUMAN10860
OG0000481	SCHMD12328	HUMAN10858
OG0000481	SCHMD11352, SCHMD11001	HUMAN29163, HUMAN29162
OG0000481	SCHMD06297	HUMAN23804, HUMAN27663
OG0000481	SCHMD10940	HUMAN23805, HUMAN27664
OG0000482	SCHMD06210, SCHMD03012	HUMAN18685
OG0000482	SCHMD03011, SCHMD06211, SCHMD06212, SCHMD17358	HUMAN18687
OG0000485	SCHMD16798	HUMAN20639
OG0000485	SCHMD13016, SCHMD17436	HUMAN20638
OG0000485	SCHMD16799	HUMAN05761, HUMAN05762
OG0000486	SCHMD19250	HUMAN22789, HUMAN03580
OG0000487	SCHMD20744	HUMAN13410
OG0000488	SCHMD01306, SCHMD17798, SCHMD16340	HUMAN19011
OG0000489	SCHMD11851, SCHMD19803, SCHMD25207	HUMAN28123, HUMAN28122, HUMAN25265, HUMAN19041, HUMAN28124, HUMAN00804
OG0000490	SCHMD21870	HUMAN24884, HUMAN29378
OG0000491	SCHMD03171, SCHMD08983, SCHMD20738, SCHMD13341, SCHMD07340, SCHMD18133, SCHMD23188, SCHMD23436, SCHMD27960, SCHMD18920, SCHMD17666, SCHMD22815, SCHMD07927, SCHMD20806, SCHMD08846, SCHMD08847, SCHMD23642, SCHMD25563, SCHMD27546, SCHMD28266, SCHMD26950, SCHMD21486, SCHMD20472, SCHMD23045, SCHMD23074, SCHMD09539, SCHMD08981, SCHMD06713, SCHMD11915, SCHMD09317, SCHMD02859, SCHMD00109, SCHMD00103, SCHMD08015, SCHMD18354, SCHMD03551, SCHMD00998	HUMAN00697, HUMAN30458, HUMAN07527, HUMAN23052
OG0000494	SCHMD12513, SCHMD23674, SCHMD27423, SCHMD04960, SCHMD24725, SCHMD26393, SCHMD25222, SCHMD18092, SCHMD26971, SCHMD24713, SCHMD21987	HUMAN11765, HUMAN04544, HUMAN07415, HUMAN11773, HUMAN07288
OG0000496	SCHMD10819	HUMAN23175, HUMAN11045, HUMAN23172, HUMAN11047, HUMAN11048
OG0000496	SCHMD00832	HUMAN23171, HUMAN11049
OG0000497	SCHMD07173	HUMAN07212, HUMAN12464
OG0000497	SCHMD12237, SCHMD24017, SCHMD22017, SCHMD24018	HUMAN29410, HUMAN02197
OG0000503	SCHMD01390, SCHMD06719	HUMAN16023, HUMAN04313, HUMAN04314, HUMAN26939, HUMAN26938
OG0000503	SCHMD11669, SCHMD06049, SCHMD28480, SCHMD07183, SCHMD28610, SCHMD20959	HUMAN09859, HUMAN09860
OG0000504	SCHMD09636, SCHMD05294, SCHMD24012, SCHMD24184, SCHMD19827, SCHMD05293, SCHMD22132, SCHMD09637, SCHMD12821, SCHMD09697, SCHMD24410, SCHMD25007, SCHMD25497, SCHMD16466, SCHMD25962, SCHMD08165, SCHMD14224, SCHMD23834, SCHMD24691, SCHMD24897, SCHMD16428, SCHMD22263, SCHMD09635, SCHMD24690, SCHMD16465, SCHMD08164	HUMAN01815, HUMAN23327, HUMAN14139, HUMAN09762
OG0000505	SCHMD10454	HUMAN14348, HUMAN28801, HUMAN09568, HUMAN09567, HUMAN01623
OG0000505	SCHMD28069	HUMAN09569
OG0000506	SCHMD05024	HUMAN22035, HUMAN22034, HUMAN11883, HUMAN11882, HUMAN11881, HUMAN05281, HUMAN05280, HUMAN30005, HUMAN30006
OG0000509	SCHMD14563	HUMAN27224, HUMAN25234
OG0000513	SCHMD10779, SCHMD15278, SCHMD14712, SCHMD04597	HUMAN23799, HUMAN03652, HUMAN03654, HUMAN03653, HUMAN03655, HUMAN17218, HUMAN22774, HUMAN23795
OG0000514	SCHMD15950, SCHMD28993	HUMAN20065, HUMAN10473, HUMAN10472, HUMAN13478, HUMAN13479
OG0000519	SCHMD19355, SCHMD25526	HUMAN19983, HUMAN19982, HUMAN19989, HUMAN19990, HUMAN19995, HUMAN19992
OG0000519	SCHMD21661, SCHMD23283	HUMAN19985
OG0000520	SCHMD05956	HUMAN07303, HUMAN10919
OG0000521	SCHMD05167, SCHMD05164	HUMAN15885, HUMAN08587, HUMAN16883
OG0000522	SCHMD23148, SCHMD08897	HUMAN17344, HUMAN22248
OG0000523	SCHMD28876	HUMAN10111
OG0000523	SCHMD13520	HUMAN07168, HUMAN28721, HUMAN28788, HUMAN09547, HUMAN10110, HUMAN07167
OG0000524	SCHMD01087, SCHMD12691	HUMAN03324
OG0000525	SCHMD04369	HUMAN02222
OG0000525	SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149	HUMAN12020, HUMAN15942
OG0000527	SCHMD13845, SCHMD20940, SCHMD24670	HUMAN02303, HUMAN14497
OG0000528	SCHMD02315, SCHMD09612	HUMAN08895, HUMAN15806, HUMAN15805, HUMAN04719, HUMAN16886
OG0000529	SCHMD06409	HUMAN05856, HUMAN11986, HUMAN00177
OG0000530	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369	HUMAN14150, HUMAN29041, HUMAN01293
OG0000532	SCHMD07765	HUMAN16791
OG0000534	SCHMD04872	HUMAN06370
OG0000538	SCHMD23313	HUMAN17702, HUMAN06667, HUMAN06666, HUMAN03004
OG0000538	SCHMD17312	HUMAN12817
OG0000540	SCHMD22622	HUMAN27588, HUMAN03609, HUMAN27589, HUMAN02919, HUMAN02918, HUMAN18270, HUMAN06351, HUMAN12799, HUMAN12798
OG0000544	SCHMD08369	HUMAN28510
OG0000544	SCHMD08368	HUMAN22577
OG0000545	SCHMD20709	HUMAN09330
OG0000545	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257	HUMAN16986, HUMAN04980, HUMAN08518, HUMAN15565
OG0000548	SCHMD11369	HUMAN24231, HUMAN27638, HUMAN27637, HUMAN17353, HUMAN03638
OG0000548	SCHMD02725, SCHMD00205	HUMAN02528
OG0000550	SCHMD04377, SCHMD04195	HUMAN04259, HUMAN17929
OG0000551	SCHMD18977, SCHMD20852, SCHMD20040, SCHMD29185, SCHMD16306, SCHMD26226, SCHMD18979, SCHMD18976, SCHMD28799, SCHMD28338	HUMAN21041
OG0000552	SCHMD16245, SCHMD21874	HUMAN23579, HUMAN23580
OG0000552	SCHMD07234	HUMAN13654, HUMAN30481
OG0000553	SCHMD06981	HUMAN20240, HUMAN12995
OG0000554	SCHMD06339	HUMAN24025, HUMAN27604
OG0000560	SCHMD12681, SCHMD24482	HUMAN03172, HUMAN03171
OG0000561	SCHMD09766	HUMAN08905, HUMAN04883, HUMAN23834
OG0000562	SCHMD10853	HUMAN14967, HUMAN14968
OG0000563	SCHMD23940	HUMAN07268
OG0000564	SCHMD26462, SCHMD28181, SCHMD14170, SCHMD15197, SCHMD18017, SCHMD18014	HUMAN15523
OG0000566	SCHMD24931, SCHMD26489	HUMAN13951, HUMAN09508, HUMAN09507
OG0000567	SCHMD27076, SCHMD27355, SCHMD13533	HUMAN07964, HUMAN01748
OG0000567	SCHMD00241, SCHMD03989, SCHMD19236, SCHMD27026	HUMAN14288, HUMAN14286, HUMAN14287
OG0000572	SCHMD10816	HUMAN16893, HUMAN09020, HUMAN04717
OG0000572	SCHMD03242	HUMAN16892
OG0000572	SCHMD25603	HUMAN05894, HUMAN00191, HUMAN00192
OG0000573	SCHMD16187	HUMAN09505
OG0000574	SCHMD00489	HUMAN14519
OG0000576	SCHMD15710	HUMAN06494, HUMAN17099, HUMAN19648, HUMAN06497, HUMAN20975, HUMAN06495, HUMAN06496
OG0000578	SCHMD00300, SCHMD17617	HUMAN04779, HUMAN04778, HUMAN04780, HUMAN04777, HUMAN16988, HUMAN16989, HUMAN08467, HUMAN15796
OG0000579	SCHMD11162, SCHMD25933, SCHMD01879, SCHMD16027, SCHMD27820, SCHMD26175	HUMAN02365
OG0000580	SCHMD20629, SCHMD23259	HUMAN19287
OG0000580	SCHMD23258, SCHMD14664, SCHMD05333	HUMAN03958
OG0000581	SCHMD10093, SCHMD11595, SCHMD08712	HUMAN08477, HUMAN16919
OG0000581	SCHMD03457	HUMAN16920, HUMAN08478, HUMAN08479
OG0000582	SCHMD16063, SCHMD04882	HUMAN14892, HUMAN02173, HUMAN29110, HUMAN24912
OG0000582	SCHMD26591, SCHMD02159	HUMAN24913
OG0000583	SCHMD05295, SCHMD25227, SCHMD08418, SCHMD20267, SCHMD01121, SCHMD04123, SCHMD14346, SCHMD17189, SCHMD06646	HUMAN30390, HUMAN30389, HUMAN17451, HUMAN17452, HUMAN25385, HUMAN00760
OG0000585	SCHMD24793, SCHMD28810, SCHMD24792, SCHMD27773, SCHMD04336	HUMAN21116, HUMAN26483, HUMAN26481, HUMAN01438
OG0000586	SCHMD22071, SCHMD26810, SCHMD08470	HUMAN05084, HUMAN05083, HUMAN20402, HUMAN16092, HUMAN05087
OG0000587	SCHMD03879, SCHMD05571	HUMAN18299, HUMAN18301, HUMAN26727, HUMAN29633, HUMAN29632
OG0000588	SCHMD01542	HUMAN14858, HUMAN01187, HUMAN28650
OG0000588	SCHMD09247, SCHMD07021, SCHMD07022	HUMAN05176, HUMAN05175
OG0000589	SCHMD15105, SCHMD03706, SCHMD08912	HUMAN16335, HUMAN03934, HUMAN02319
OG0000590	SCHMD08634	HUMAN12677, HUMAN12674, HUMAN20582, HUMAN20581, HUMAN12676, HUMAN06597
OG0000590	SCHMD18326	HUMAN13708, HUMAN19211
OG0000591	SCHMD10835	HUMAN12144, HUMAN17607
OG0000591	SCHMD09048, SCHMD27550, SCHMD09047	HUMAN05235
OG0000592	SCHMD11895, SCHMD04777	HUMAN28912, HUMAN11498, HUMAN04372, HUMAN04369
OG0000592	SCHMD09289, SCHMD17605, SCHMD11894	HUMAN04371
OG0000594	SCHMD01864	HUMAN05742, HUMAN19377, HUMAN05741, HUMAN02011, HUMAN19379, HUMAN19378, HUMAN21115, HUMAN06244, HUMAN06243
OG0000597	SCHMD00271	HUMAN10866, HUMAN12318, HUMAN05005, HUMAN07090
OG0000600	SCHMD24344, SCHMD16882	HUMAN18117
OG0000602	SCHMD08918, SCHMD16862	HUMAN30350, HUMAN07761, HUMAN18490, HUMAN26674, HUMAN30349, HUMAN07762
OG0000603	SCHMD15890	HUMAN04830, HUMAN08741, HUMAN16967, HUMAN16962
OG0000608	SCHMD15186, SCHMD26174, SCHMD17635, SCHMD02399, SCHMD22885, SCHMD28488, SCHMD21715, SCHMD03775, SCHMD03332, SCHMD19634, SCHMD17646, SCHMD03589, SCHMD14815, SCHMD16437, SCHMD20944, SCHMD17326, SCHMD00012, SCHMD22746, SCHMD20032, SCHMD27285, SCHMD20026, SCHMD27107, SCHMD27745, SCHMD21492, SCHMD20815, SCHMD23556, SCHMD27805, SCHMD18985, SCHMD22041, SCHMD23795, SCHMD10230, SCHMD04889, SCHMD10732, SCHMD11676, SCHMD24210, SCHMD25141, SCHMD15027, SCHMD22557, SCHMD26434, SCHMD13135, SCHMD10188, SCHMD24847, SCHMD05331, SCHMD04691, SCHMD08611, SCHMD00173, SCHMD04600, SCHMD24398, SCHMD26789, SCHMD27842, SCHMD17882, SCHMD05452	HUMAN20227
OG0000609	SCHMD17568	HUMAN18125, HUMAN18126
OG0000610	SCHMD01064	HUMAN09729
OG0000611	SCHMD07467	HUMAN11003
OG0000611	SCHMD10118	HUMAN11001, HUMAN11004
OG0000612	SCHMD04363, SCHMD09119	HUMAN22280, HUMAN03773, HUMAN17186
OG0000612	SCHMD12368	HUMAN18998
OG0000613	SCHMD11333	HUMAN25530, HUMAN19034, HUMAN00632
OG0000614	SCHMD02000, SCHMD19846, SCHMD14215, SCHMD02001	HUMAN15491
OG0000615	SCHMD18570, SCHMD15390	HUMAN30186
OG0000615	SCHMD03881	HUMAN30187, HUMAN11805
OG0000615	SCHMD15391, SCHMD21719, SCHMD22476	HUMAN11807
OG0000619	SCHMD20094	HUMAN30255, HUMAN07790, HUMAN07791, HUMAN18310
OG0000623	SCHMD06017, SCHMD06018	HUMAN29673, HUMAN25277
