Orthogroup	SCHMD	YEAST
OG0005466	SCHMD10972	YEAST04413
OG0005468	SCHMD06356	YEAST03549
OG0005469	SCHMD25678	YEAST03750
OG0005470	SCHMD00405	YEAST05805
OG0005471	SCHMD09088	YEAST02704
OG0005474	SCHMD08436	YEAST05625
OG0005476	SCHMD28911, SCHMD22714, SCHMD28208	YEAST00929
OG0005479	SCHMD12305	YEAST06140
OG0005481	SCHMD02765	YEAST02988
OG0005482	SCHMD03117	YEAST06080
OG0005488	SCHMD00795	YEAST02834
OG0005489	SCHMD03018	YEAST02006
OG0005490	SCHMD06570	YEAST02289
OG0005493	SCHMD12670	YEAST03669
OG0005495	SCHMD07327	YEAST04982
OG0005499	SCHMD09102, SCHMD11466, SCHMD05063	YEAST00316
OG0005503	SCHMD18082, SCHMD10352	YEAST01883
OG0005504	SCHMD22943, SCHMD16672, SCHMD20938	YEAST02859
OG0005508	SCHMD24609	YEAST05735
OG0005514	SCHMD07379	YEAST00756
OG0005524	SCHMD06781	YEAST04752
OG0005527	SCHMD04109	YEAST05177
OG0005531	SCHMD03252	YEAST02508
OG0005533	SCHMD00593	YEAST05670
OG0005537	SCHMD24603, SCHMD12765	YEAST00932
OG0005539	SCHMD05501, SCHMD05502	YEAST01881
OG0005545	SCHMD09667	YEAST06273
OG0005554	SCHMD05734	YEAST01003
OG0005556	SCHMD10870, SCHMD18170	YEAST01807
OG0005559	SCHMD16974, SCHMD15037	YEAST02680
OG0005560	SCHMD09834, SCHMD09833	YEAST01996
OG0005562	SCHMD14801, SCHMD19132	YEAST02317
OG0005563	SCHMD12379	YEAST03552
OG0005564	SCHMD20152, SCHMD14971	YEAST02525
OG0005566	SCHMD17800	YEAST02934
OG0005569	SCHMD15349, SCHMD15348, SCHMD27807, SCHMD16087	YEAST01288
OG0005570	SCHMD09421, SCHMD03639	YEAST05155
OG0005572	SCHMD20141, SCHMD18179, SCHMD24827, SCHMD20142	YEAST04844
OG0005573	SCHMD02930	YEAST00059
OG0005574	SCHMD12377	YEAST02083
OG0005575	SCHMD29678	YEAST02256
OG0005580	SCHMD13326	YEAST03612
OG0005582	SCHMD14269	YEAST06134
OG0005584	SCHMD02439	YEAST03140, YEAST03524
OG0005586	SCHMD06799	YEAST00364
OG0005589	SCHMD00570	YEAST06142
OG0005590	SCHMD00931, SCHMD15965	YEAST05462
OG0005592	SCHMD29641, SCHMD06507	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	SCHMD01627, SCHMD01628	YEAST04980
OG0005595	SCHMD01173, SCHMD01177, SCHMD01176, SCHMD01179	YEAST01803
OG0005597	SCHMD15948, SCHMD15508	YEAST02753
OG0005598	SCHMD28546, SCHMD03623	YEAST01870
OG0005599	SCHMD02438	YEAST01798
OG0005600	SCHMD16041	YEAST00206
OG0005604	SCHMD13641, SCHMD16141	YEAST03276
OG0005605	SCHMD17079	YEAST01083
OG0005613	SCHMD01673	YEAST02714
OG0005617	SCHMD04518	YEAST02068
OG0005618	SCHMD26702, SCHMD22563, SCHMD19841	YEAST04830
OG0005620	SCHMD00996	YEAST04915
OG0005622	SCHMD09799	YEAST05142
OG0005623	SCHMD04874	YEAST01590
OG0005626	SCHMD07068	YEAST02896
OG0005632	SCHMD14616, SCHMD19534	YEAST01025
OG0005636	SCHMD28423, SCHMD19328, SCHMD18481	YEAST04250, YEAST02533
OG0005641	SCHMD00359	YEAST05413
OG0005643	SCHMD13075	YEAST05368
OG0005645	SCHMD11674, SCHMD16661, SCHMD19452, SCHMD20295, SCHMD17665	YEAST03386
OG0005649	SCHMD08195, SCHMD22964	YEAST03683
OG0005652	SCHMD16380, SCHMD06971	YEAST02748
OG0005656	SCHMD27371	YEAST05558
OG0005681	SCHMD11619, SCHMD11620	YEAST01514
OG0005701	SCHMD02013, SCHMD02012	YEAST03349
OG0005702	SCHMD14141, SCHMD27930, SCHMD28612	YEAST02337
OG0005703	SCHMD17404	YEAST00484
OG0005707	SCHMD05853	YEAST01682
OG0005715	SCHMD12420, SCHMD17206	YEAST05111
OG0005723	SCHMD06963	YEAST05629
OG0005724	SCHMD16415, SCHMD22314	YEAST03029
OG0005728	SCHMD03714	YEAST03877
OG0005729	SCHMD18546, SCHMD24969, SCHMD24968	YEAST04879
OG0005732	SCHMD17368, SCHMD29400, SCHMD29134	YEAST05411, YEAST00067
OG0005734	SCHMD02857	YEAST03845
OG0005749	SCHMD01444, SCHMD00011	YEAST00550
OG0005750	SCHMD13471, SCHMD16445	YEAST05318
OG0005758	SCHMD02273, SCHMD02272	YEAST03970
OG0005764	SCHMD24702	YEAST03256
OG0005774	SCHMD08709	YEAST01218
OG0005775	SCHMD29828	YEAST04199
OG0005775	SCHMD01091	YEAST03118
OG0005779	SCHMD09046	YEAST03322
OG0005783	SCHMD10823	YEAST04090
OG0005789	SCHMD07616, SCHMD07618, SCHMD07617	YEAST06245
OG0005790	SCHMD05737, SCHMD05738	YEAST01022
OG0005793	SCHMD01801	YEAST03437
OG0005794	SCHMD14298	YEAST03999
OG0005796	SCHMD07390	YEAST02169
OG0005797	SCHMD07039	YEAST04949
OG0005799	SCHMD10266, SCHMD10268, SCHMD10267	YEAST05573
OG0005800	SCHMD00983	YEAST03278
OG0005801	SCHMD02270	YEAST00340
OG0005803	SCHMD24297, SCHMD20737	YEAST05968
OG0005807	SCHMD05422	YEAST01275
OG0005811	SCHMD09652	YEAST01007
OG0005812	SCHMD11310	YEAST06095, YEAST02696, YEAST03626
OG0005814	SCHMD01776	YEAST01475
OG0005815	SCHMD14928, SCHMD17547	YEAST03739
OG0005823	SCHMD08649	YEAST01415
OG0005828	SCHMD21164, SCHMD18882	YEAST00547
OG0005831	SCHMD04560	YEAST05339
OG0005835	SCHMD06972	YEAST01714
OG0005837	SCHMD28753	YEAST02139
OG0005842	SCHMD15622	YEAST02254
OG0005843	SCHMD06491	YEAST02236
OG0005845	SCHMD05449	YEAST00903
OG0005848	SCHMD10194, SCHMD07261	YEAST01451, YEAST02858
OG0005849	SCHMD07252	YEAST01002
OG0005850	SCHMD04093	YEAST01618
OG0005860	SCHMD03591	YEAST01211
OG0005864	SCHMD10925	YEAST04171
OG0005865	SCHMD16590, SCHMD23703, SCHMD10054	YEAST02036
OG0005866	SCHMD03734	YEAST02662, YEAST00926, YEAST05389
OG0005869	SCHMD26507, SCHMD23591	YEAST04361
OG0005874	SCHMD05420	YEAST05241
OG0005880	SCHMD29444, SCHMD13249, SCHMD04126	YEAST00456
OG0005886	SCHMD18383	YEAST01320
OG0005887	SCHMD01687	YEAST02429, YEAST01660
OG0005888	SCHMD13482	YEAST01289, YEAST02921
OG0005889	SCHMD11972	YEAST02568
OG0005897	SCHMD08042	YEAST04730
OG0005899	SCHMD12882, SCHMD12880	YEAST01832
OG0005901	SCHMD29058, SCHMD15462	YEAST04462
OG0005909	SCHMD20781	YEAST01623
OG0005919	SCHMD29519, SCHMD28024, SCHMD21180, SCHMD24140, SCHMD26763	YEAST06039
OG0005921	SCHMD20283	YEAST01856
OG0005922	SCHMD00392	YEAST03364
OG0005928	SCHMD22733, SCHMD16359	YEAST02001
OG0005932	SCHMD11131, SCHMD00511	YEAST02495
OG0005933	SCHMD09471	YEAST05705
OG0005936	SCHMD24148, SCHMD16917	YEAST03224
OG0005940	SCHMD20079, SCHMD18697, SCHMD20078	YEAST04035
OG0005946	SCHMD17764, SCHMD14112	YEAST05608
OG0005949	SCHMD04688	YEAST06253
OG0005952	SCHMD14057	YEAST03507
OG0005955	SCHMD28997	YEAST00616
OG0005965	SCHMD08437	YEAST02033
OG0005966	SCHMD21323, SCHMD27755	YEAST04113
OG0005969	SCHMD09557	YEAST04558, YEAST04559
OG0005970	SCHMD01213	YEAST05328
OG0005974	SCHMD07776	YEAST06068
OG0005978	SCHMD07295, SCHMD07297	YEAST01891
OG0005984	SCHMD15039, SCHMD22394	YEAST04078, YEAST01479
OG0005986	SCHMD08044	YEAST02056
OG0005987	SCHMD02142, SCHMD02141, SCHMD00944	YEAST05748
OG0005989	SCHMD16692, SCHMD13968, SCHMD16691	YEAST04850
OG0005991	SCHMD29601	YEAST06034
OG0005993	SCHMD11427, SCHMD18715	YEAST04496
OG0005995	SCHMD29351, SCHMD08037	YEAST01813
OG0005998	SCHMD02380, SCHMD09950	YEAST04034
OG0006001	SCHMD09797, SCHMD09796	YEAST02335
OG0006003	SCHMD28801, SCHMD05202	YEAST05889
OG0006005	SCHMD22182, SCHMD08878	YEAST05024
OG0006011	SCHMD19974, SCHMD20066	YEAST02553
OG0006031	SCHMD16657	YEAST00879
OG0006063	SCHMD23310, SCHMD03030	YEAST00475
OG0006064	SCHMD10442	YEAST03138
OG0006065	SCHMD02636	YEAST06018
OG0006069	SCHMD21283, SCHMD11183, SCHMD05080	YEAST00670
OG0006073	SCHMD06388	YEAST06328
OG0006074	SCHMD10253	YEAST00045
OG0006079	SCHMD04495, SCHMD03358, SCHMD04497	YEAST05794
OG0006084	SCHMD04050	YEAST02308
OG0006087	SCHMD02837	YEAST02260
OG0006095	SCHMD01933	YEAST03334
OG0006098	SCHMD03761	YEAST06192
OG0006104	SCHMD02621	YEAST03697
OG0006106	SCHMD07924	YEAST00295
OG0006113	SCHMD19939, SCHMD12223	YEAST06164
OG0006115	SCHMD11076, SCHMD17247	YEAST01346
OG0006116	SCHMD23071, SCHMD20841	YEAST05770
OG0006122	SCHMD04954, SCHMD29174, SCHMD29768	YEAST05199
OG0006127	SCHMD21305	YEAST04711
OG0006134	SCHMD03678	YEAST00416
OG0006136	SCHMD24287, SCHMD09864	YEAST05740
OG0006141	SCHMD14525	YEAST02626
OG0006144	SCHMD00428, SCHMD04861	YEAST04770
OG0006145	SCHMD01605	YEAST01394
OG0006147	SCHMD22070	YEAST05179
OG0006152	SCHMD06866	YEAST03796
OG0006155	SCHMD16795, SCHMD26962	YEAST04800
OG0006156	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937	YEAST00437
OG0006159	SCHMD16929, SCHMD22266	YEAST06098
OG0006160	SCHMD05454	YEAST01548
OG0006168	SCHMD15829, SCHMD10612, SCHMD12485	YEAST01411
OG0006169	SCHMD26206, SCHMD19096, SCHMD23567	YEAST02933
OG0006177	SCHMD21293	YEAST01871, YEAST01295
OG0006180	SCHMD14399, SCHMD04884	YEAST00504
OG0006181	SCHMD26424, SCHMD08051, SCHMD08084	YEAST02419
OG0006185	SCHMD16220, SCHMD19381	YEAST05986
OG0006186	SCHMD00394	YEAST01010
OG0006188	SCHMD05423	YEAST05311
OG0006189	SCHMD01559	YEAST00844, YEAST06269
OG0006191	SCHMD07313	YEAST02336
OG0006192	SCHMD08338, SCHMD08339	YEAST06153
OG0006196	SCHMD07677, SCHMD07676	YEAST03954
OG0006199	SCHMD04415, SCHMD04413	YEAST06121
OG0006202	SCHMD08868	YEAST00362
OG0006204	SCHMD16863	YEAST02271
OG0006209	SCHMD08326, SCHMD23138	YEAST04555
OG0006216	SCHMD09510	YEAST01089
OG0006217	SCHMD21927, SCHMD16840	YEAST00809
OG0006224	SCHMD09262, SCHMD00470, SCHMD00469	YEAST02751, YEAST03048
OG0006225	SCHMD06338	YEAST04875
OG0006227	SCHMD16189, SCHMD22872, SCHMD24494	YEAST00128
OG0006229	SCHMD17318, SCHMD23866	YEAST00143
OG0006230	SCHMD02493	YEAST03869
OG0006233	SCHMD06976, SCHMD06979, SCHMD25784, SCHMD06980	YEAST04247
OG0006240	SCHMD29814	YEAST04649
OG0006245	SCHMD05704	YEAST05732
OG0006247	SCHMD22174	YEAST04977
OG0006249	SCHMD14060, SCHMD13478, SCHMD08757	YEAST00821
OG0006250	SCHMD16390, SCHMD23921	YEAST05424
OG0006258	SCHMD05887	YEAST05637
OG0006259	SCHMD06837	YEAST05672
OG0006260	SCHMD09985, SCHMD17439	YEAST04100
OG0006263	SCHMD00121	YEAST02521
OG0006269	SCHMD04606, SCHMD04607	YEAST03069
OG0006271	SCHMD07857	YEAST00375
OG0006275	SCHMD29462, SCHMD24813, SCHMD16649	YEAST06102
OG0006277	SCHMD03246, SCHMD24774	YEAST02811
OG0006279	SCHMD04231	YEAST04402
OG0006280	SCHMD15524, SCHMD19210	YEAST04541
OG0006281	SCHMD02340	YEAST04979
OG0006282	SCHMD08230	YEAST01445
OG0006283	SCHMD29071, SCHMD06325	YEAST00229
OG0006284	SCHMD20607, SCHMD19598	YEAST04213
OG0006289	SCHMD08039	YEAST06209
OG0006293	SCHMD16297	YEAST05380
OG0006294	SCHMD15450, SCHMD16229	YEAST04000
OG0006295	SCHMD02966	YEAST05360
OG0006306	SCHMD12510, SCHMD15396	YEAST00230
OG0006311	SCHMD23312	YEAST01145
OG0006313	SCHMD09169	YEAST02392
OG0006315	SCHMD05407, SCHMD29837	YEAST00489
OG0006319	SCHMD10541, SCHMD13166	YEAST01135
OG0006322	SCHMD10221	YEAST00815
OG0006329	SCHMD03462, SCHMD08342	YEAST01245
OG0006332	SCHMD14581	YEAST06042
OG0006334	SCHMD05752, SCHMD05753	YEAST00864
OG0006335	SCHMD11650, SCHMD08469	YEAST02588
OG0006340	SCHMD19432	YEAST00922, YEAST05387
OG0006341	SCHMD05125	YEAST01452
OG0006344	SCHMD21084, SCHMD09358	YEAST01465
OG0006347	SCHMD07723	YEAST03436
OG0006349	SCHMD05182	YEAST05233
OG0006350	SCHMD09296	YEAST00452
OG0006357	SCHMD03473	YEAST02650
OG0006360	SCHMD08060	YEAST01556
OG0006362	SCHMD03337	YEAST05722
OG0006370	SCHMD28920	YEAST02350
OG0006372	SCHMD07447	YEAST05423
OG0006375	SCHMD00652	YEAST05198
OG0006377	SCHMD10116	YEAST04974
OG0006378	SCHMD10668, SCHMD11255	YEAST01924
OG0006381	SCHMD24227, SCHMD16114	YEAST01058
OG0006387	SCHMD14692	YEAST05324
OG0006392	SCHMD15116, SCHMD12579	YEAST01246
OG0006395	SCHMD08199	YEAST03605
OG0006416	SCHMD03354	YEAST00023
OG0006448	SCHMD18654	YEAST00505, YEAST04285
OG0006449	SCHMD06362	YEAST02458
OG0006456	SCHMD11711, SCHMD17298, SCHMD12535	YEAST06224
OG0006459	SCHMD21368, SCHMD10905	YEAST00972, YEAST00245
OG0006461	SCHMD19693, SCHMD11861	YEAST05346
OG0006462	SCHMD07729	YEAST01838
OG0006464	SCHMD12787, SCHMD19777	YEAST05965
OG0006465	SCHMD28077, SCHMD07507	YEAST01875
OG0006467	SCHMD04209	YEAST02272
OG0006470	SCHMD16861, SCHMD16860	YEAST01306
OG0006474	SCHMD03155, SCHMD23229, SCHMD24070	YEAST03988
OG0006475	SCHMD12763	YEAST06223, YEAST00349
OG0006476	SCHMD29103, SCHMD25388	YEAST00315
OG0006479	SCHMD20030	YEAST05669
OG0006481	SCHMD02855	YEAST06165
OG0006488	SCHMD29514, SCHMD21588	YEAST02614
OG0006503	SCHMD07908	YEAST06053
OG0006504	SCHMD04702, SCHMD29580	YEAST02866
OG0006507	SCHMD22063	YEAST02914
OG0006509	SCHMD13705	YEAST02252
OG0006511	SCHMD03048	YEAST01899
OG0006512	SCHMD12217, SCHMD11205	YEAST04169
OG0006514	SCHMD08264	YEAST05820
OG0006515	SCHMD03249	YEAST03195
OG0006520	SCHMD00155	YEAST05914
OG0006523	SCHMD12246, SCHMD13301	YEAST04170
OG0006528	SCHMD09670	YEAST02276
OG0006532	SCHMD27245	YEAST05019
OG0006533	SCHMD18626, SCHMD14559, SCHMD18625	YEAST00790
OG0006536	SCHMD28548	YEAST05130
OG0006538	SCHMD09434	YEAST02168
OG0006543	SCHMD05909	YEAST03219
OG0006544	SCHMD05488	YEAST06160
OG0006550	SCHMD05608	YEAST05541
OG0006552	SCHMD16090	YEAST02016
OG0006553	SCHMD03817	YEAST05825
OG0006554	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974	YEAST04136
OG0006561	SCHMD07629	YEAST00874
OG0006564	SCHMD15011	YEAST05934
OG0006571	SCHMD00180, SCHMD27487	YEAST00795
OG0006574	SCHMD18201	YEAST06163
OG0006594	SCHMD00507	YEAST00464
OG0006595	SCHMD08252	YEAST05577
OG0006596	SCHMD05657	YEAST03312
OG0006597	SCHMD04098	YEAST01876
OG0006598	SCHMD23134	YEAST02580
OG0006603	SCHMD13311, SCHMD24906	YEAST05721
OG0006604	SCHMD12610	YEAST01597
OG0006607	SCHMD00025	YEAST05258
OG0006610	SCHMD10412	YEAST04593
OG0006615	SCHMD02189	YEAST02695
OG0006619	SCHMD14686	YEAST03691
OG0006622	SCHMD16418, SCHMD16456	YEAST04382
OG0006630	SCHMD02436	YEAST05584
OG0006631	SCHMD24627, SCHMD24745	YEAST01419, YEAST04493
OG0006633	SCHMD06460	YEAST05580
OG0006636	SCHMD09363	YEAST06190
OG0006637	SCHMD17064, SCHMD26047	YEAST06011
OG0006651	SCHMD07289, SCHMD06082	YEAST03308
OG0006655	SCHMD00645	YEAST04609
OG0006658	SCHMD07703, SCHMD19832	YEAST03323
OG0006662	SCHMD11088, SCHMD02344	YEAST02707
OG0006663	SCHMD05461	YEAST04538
OG0006664	SCHMD29653, SCHMD01212	YEAST04769
OG0006667	SCHMD02023	YEAST03011
OG0006668	SCHMD00035	YEAST00040
OG0006669	SCHMD15456	YEAST05379
OG0006678	SCHMD02351	YEAST03428
OG0006688	SCHMD02782	YEAST02298
OG0006690	SCHMD02600	YEAST00986
OG0006691	SCHMD14621	YEAST06141
OG0006692	SCHMD15336	YEAST04243
OG0006694	SCHMD05629	YEAST04074
OG0006703	SCHMD00739	YEAST04919
OG0006704	SCHMD28226	YEAST02241
OG0006706	SCHMD12854	YEAST01312
OG0006707	SCHMD19389	YEAST04448
OG0006712	SCHMD13757	YEAST01297
OG0006717	SCHMD09869	YEAST03273, YEAST00511
OG0006722	SCHMD18971, SCHMD24284	YEAST05928
OG0006725	SCHMD15226, SCHMD29785	YEAST05141
OG0006726	SCHMD22403	YEAST01310
OG0006728	SCHMD09693	YEAST01819
OG0006730	SCHMD15242	YEAST06066
OG0006736	SCHMD17556, SCHMD11091	YEAST03708, YEAST02845
OG0006741	SCHMD21104, SCHMD16448, SCHMD23684, SCHMD14241, SCHMD07000	YEAST00908
OG0006752	SCHMD12442	YEAST01605
OG0006753	SCHMD08285	YEAST06210
OG0006754	SCHMD13342	YEAST05223, YEAST00660
OG0006755	SCHMD10228	YEAST03743
OG0006757	SCHMD08426	YEAST02585
OG0006758	SCHMD05008, SCHMD10024	YEAST00132
OG0006766	SCHMD07248	YEAST01711
OG0006769	SCHMD02572	YEAST04955
OG0006772	SCHMD01476	YEAST05602
OG0006776	SCHMD10792	YEAST02455
OG0006777	SCHMD08214	YEAST05242
OG0006826	SCHMD05426	YEAST03748
OG0006830	SCHMD01740	YEAST02320
OG0006838	SCHMD01402	YEAST01244
OG0006843	SCHMD10166	YEAST03855
OG0006846	SCHMD24471	YEAST04146
OG0006853	SCHMD21179	YEAST03500
OG0006860	SCHMD14888, SCHMD01768	YEAST03798
OG0006867	SCHMD19722	YEAST03341
OG0006874	SCHMD00242	YEAST03449
OG0006876	SCHMD01180	YEAST00384
OG0006881	SCHMD13107	YEAST01049
OG0006887	SCHMD02004	YEAST01983
OG0006888	SCHMD16363	YEAST00485
OG0006890	SCHMD09977, SCHMD20846	YEAST02034
OG0006891	SCHMD16311	YEAST00187
OG0006892	SCHMD06736, SCHMD03941	YEAST04820
OG0006894	SCHMD08244	YEAST01360
OG0006897	SCHMD14554	YEAST00856
OG0006901	SCHMD00150	YEAST05480
OG0006906	SCHMD01345	YEAST00746
OG0006918	SCHMD02128	YEAST05610
OG0006920	SCHMD07640	YEAST02490
OG0006924	SCHMD07270	YEAST04308
OG0006927	SCHMD05483	YEAST00921
OG0006934	SCHMD02940	YEAST02053
OG0006937	SCHMD07394	YEAST05537
OG0006938	SCHMD13105	YEAST02536
OG0006939	SCHMD19736, SCHMD17847	YEAST01033
OG0006942	SCHMD05106	YEAST00190
OG0006949	SCHMD04433	YEAST00975, YEAST00256
OG0006952	SCHMD00571	YEAST02831
OG0006959	SCHMD14675, SCHMD12735	YEAST01865
OG0006964	SCHMD05582, SCHMD05580	YEAST05995
OG0006966	SCHMD02743, SCHMD17179	YEAST02544
OG0006967	SCHMD06876	YEAST06235
OG0006968	SCHMD05919, SCHMD05918	YEAST03972
OG0006973	SCHMD01554	YEAST03793
OG0006975	SCHMD29017	YEAST02322
OG0006977	SCHMD21617, SCHMD19289	YEAST06248
OG0006980	SCHMD03927	YEAST02173
OG0006985	SCHMD00305, SCHMD22026	YEAST03215
OG0006989	SCHMD08387	YEAST04914
OG0006991	SCHMD09527	YEAST05066
OG0006995	SCHMD08290, SCHMD08291	YEAST06048
OG0006998	SCHMD12467	YEAST02509
OG0006999	SCHMD09727, SCHMD09154	YEAST03874
OG0007003	SCHMD03229	YEAST01840
OG0007005	SCHMD03780	YEAST03907
OG0007009	SCHMD28218, SCHMD00500	YEAST05645
OG0007012	SCHMD16864	YEAST05361
OG0007013	SCHMD20292, SCHMD25075	YEAST05971
OG0007015	SCHMD09946	YEAST03053
OG0007020	SCHMD10791, SCHMD11928, SCHMD29169	YEAST00663
OG0007024	SCHMD18147	YEAST01864
OG0007028	SCHMD16323	YEAST06312
OG0007030	SCHMD11171	YEAST05712
OG0007033	SCHMD17177, SCHMD07596	YEAST04002
OG0007043	SCHMD05387	YEAST02072, YEAST01064
OG0007045	SCHMD01524	YEAST01113
OG0007046	SCHMD16357, SCHMD12630	YEAST04826
OG0007049	SCHMD09136, SCHMD15529	YEAST05930
OG0007050	SCHMD12036	YEAST05668
OG0007053	SCHMD05149	YEAST05898
OG0007055	SCHMD11222	YEAST02593
OG0007057	SCHMD19149, SCHMD23584, SCHMD21225, SCHMD10094, SCHMD17575	YEAST05673
OG0007061	SCHMD27956, SCHMD08961	YEAST03247
OG0007063	SCHMD04487	YEAST04650
OG0007065	SCHMD08144	YEAST01111
OG0007071	SCHMD18666	YEAST02162
OG0007073	SCHMD06841	YEAST03946
OG0007084	SCHMD10181, SCHMD10179	YEAST05527
OG0007089	SCHMD15126, SCHMD29573	YEAST04132
OG0007092	SCHMD04952	YEAST01811
OG0007093	SCHMD00633	YEAST01923
OG0007095	SCHMD28386	YEAST02581
OG0007097	SCHMD00498	YEAST01699
OG0007098	SCHMD12814	YEAST03783
OG0007106	SCHMD14679	YEAST00202
OG0007112	SCHMD09113	YEAST05597
OG0007114	SCHMD05373	YEAST03493
OG0007118	SCHMD01480	YEAST01120
OG0007119	SCHMD02099	YEAST05459
OG0007124	SCHMD20734	YEAST04818
OG0007130	SCHMD02010	YEAST05158
OG0007137	SCHMD09299, SCHMD09300	YEAST00797
OG0007139	SCHMD08033	YEAST05259
OG0007143	SCHMD11402, SCHMD13435	YEAST02636
OG0007144	SCHMD09084, SCHMD13536	YEAST04135
OG0007154	SCHMD03260	YEAST01439
OG0007164	SCHMD21149	YEAST05557
OG0007165	SCHMD00948	YEAST04228, YEAST02514
OG0007166	SCHMD23433, SCHMD23432	YEAST05384
OG0007184	SCHMD06567	YEAST01512
OG0007186	SCHMD00266	YEAST00761
OG0007192	SCHMD00342, SCHMD29478	YEAST00860
OG0007202	SCHMD29739	YEAST03071
OG0007202	SCHMD29738	YEAST01550, YEAST03891
OG0007249	SCHMD29538, SCHMD25341, SCHMD09627	YEAST00344
OG0007254	SCHMD29104	YEAST00328
OG0007258	SCHMD01759	YEAST02867
OG0007264	SCHMD06288	YEAST04093
OG0007269	SCHMD04821	YEAST04522
OG0007274	SCHMD10184	YEAST04165, YEAST05634
OG0007276	SCHMD17239	YEAST02974
OG0007276	SCHMD01128	YEAST02007
OG0007279	SCHMD14169, SCHMD22097	YEAST02363
OG0007282	SCHMD08071	YEAST04912
OG0007288	SCHMD11562	YEAST02949
OG0007307	SCHMD24523	YEAST05606
OG0007317	SCHMD05271	YEAST04084
OG0007321	SCHMD14656	YEAST05016
OG0007325	SCHMD13424	YEAST03249
OG0007330	SCHMD01349	YEAST00633
OG0007332	SCHMD29643	YEAST02451
OG0007335	SCHMD00787	YEAST06084
OG0007341	SCHMD01365	YEAST00183
OG0007342	SCHMD12266	YEAST03859
OG0007343	SCHMD12161	YEAST00383
OG0007347	SCHMD06807	YEAST02066
OG0007349	SCHMD22105	YEAST01492
OG0007354	SCHMD09176	YEAST03378
OG0007361	SCHMD02642	YEAST02394
OG0007363	SCHMD02234	YEAST05519
OG0007364	SCHMD28442	YEAST01959
OG0007367	SCHMD09749	YEAST01013
OG0007380	SCHMD16057	YEAST00785, YEAST00666
OG0007382	SCHMD06011	YEAST01108
OG0007387	SCHMD01904, SCHMD01903	YEAST06326
OG0007393	SCHMD29705, SCHMD00157	YEAST01116
OG0007395	SCHMD09491	YEAST00603
OG0007397	SCHMD03095	YEAST03512
OG0007399	SCHMD13118, SCHMD13117	YEAST02279
OG0007401	SCHMD06026	YEAST03451
OG0007408	SCHMD03954	YEAST03401
OG0007412	SCHMD14910, SCHMD20394	YEAST04822
OG0007414	SCHMD03104, SCHMD03103	YEAST01970
OG0007415	SCHMD29702, SCHMD13340	YEAST01948
OG0007417	SCHMD04581	YEAST04175
OG0007419	SCHMD12003, SCHMD14523	YEAST02667
OG0007421	SCHMD09236	YEAST00762
OG0007425	SCHMD18256	YEAST06135
OG0007431	SCHMD02074	YEAST00610
OG0007439	SCHMD01098	YEAST01063
OG0007442	SCHMD10535	YEAST03687
OG0007446	SCHMD06891	YEAST04647
OG0007454	SCHMD02249	YEAST01359
OG0007456	SCHMD11658	YEAST00931
OG0007458	SCHMD11828	YEAST02196
OG0007460	SCHMD07322	YEAST04891
OG0007463	SCHMD17150, SCHMD29377	YEAST00394
OG0007473	SCHMD18788, SCHMD20111	YEAST03408
OG0007478	SCHMD08638, SCHMD14462	YEAST02470
OG0007482	SCHMD16972, SCHMD28646	YEAST05783
OG0007483	SCHMD12708, SCHMD14284, SCHMD23530	YEAST01187
OG0007488	SCHMD04017, SCHMD01795, SCHMD10540	YEAST04193
OG0007491	SCHMD17539, SCHMD13726	YEAST05032
OG0007495	SCHMD07307, SCHMD18914	YEAST04536
OG0007498	SCHMD13903	YEAST00593
OG0007499	SCHMD02341	YEAST03994
OG0007508	SCHMD07064, SCHMD26310, SCHMD21007	YEAST05759
OG0007509	SCHMD00947	YEAST03229
OG0007519	SCHMD00238	YEAST04589
OG0007528	SCHMD08263	YEAST02438
OG0007531	SCHMD07206	YEAST05725
OG0007591	SCHMD19104	YEAST02623
OG0007597	SCHMD00061	YEAST05244
OG0007615	SCHMD10027	YEAST05127
OG0007619	SCHMD02768	YEAST04342
OG0007624	SCHMD15354	YEAST03901
OG0007645	SCHMD00727	YEAST05586
OG0007646	SCHMD05492	YEAST05572
OG0007656	SCHMD00482	YEAST02935
OG0007657	SCHMD16543	YEAST01213
OG0007663	SCHMD11554	YEAST01133
OG0007673	SCHMD08768	YEAST04892
OG0007676	SCHMD08823	YEAST01965
OG0007690	SCHMD21197	YEAST00054
OG0007698	SCHMD08531	YEAST04526
OG0007701	SCHMD12704, SCHMD12705	YEAST04394
OG0007712	SCHMD04858	YEAST02916
OG0007722	SCHMD27869, SCHMD06810	YEAST06130
OG0007727	SCHMD02748	YEAST01129
OG0007739	SCHMD24121	YEAST04408
OG0007744	SCHMD01094	YEAST04303
OG0007749	SCHMD22281	YEAST02144
OG0007751	SCHMD08536	YEAST03046
OG0007754	SCHMD22646	YEAST03550
OG0007767	SCHMD08815	YEAST03177
OG0007772	SCHMD02978	YEAST05211
OG0007773	SCHMD09375	YEAST05609
OG0007783	SCHMD07210	YEAST03579
OG0007786	SCHMD23945	YEAST01347
OG0007787	SCHMD06132, SCHMD05625	YEAST03458
OG0007801	SCHMD00120	YEAST02556, YEAST00332
OG0007803	SCHMD04261	YEAST00818
