Orthogroup	LYTVA_ok	CAPO3
OG0003932	LYTVA_00352, LYTVA_14590, LYTVA_16689	CAPO300048, CAPO300047
OG0003936	LYTVA_03319	CAPO302163
OG0003938	LYTVA_07799	CAPO305166
OG0003939	LYTVA_03990, LYTVA_08883	CAPO303853
OG0003942	LYTVA_19868, LYTVA_04089	CAPO300632
OG0003945	LYTVA_00843	CAPO300812
OG0003946	LYTVA_00597	CAPO303843
OG0003947	LYTVA_21166	CAPO306325
OG0003950	LYTVA_22866	CAPO307097
OG0003954	LYTVA_08587	CAPO304758
OG0003961	LYTVA_18404	CAPO303890
OG0003966	LYTVA_08371	CAPO301181
OG0003971	LYTVA_12905	CAPO301852
OG0003972	LYTVA_26756	CAPO308018
OG0003973	LYTVA_08780	CAPO307513
OG0003998	LYTVA_04462	CAPO305634
OG0003999	LYTVA_02706	CAPO306327
OG0004000	LYTVA_13016	CAPO302913
OG0004002	LYTVA_14687	CAPO305544
OG0004007	LYTVA_16332	CAPO307105
OG0004009	LYTVA_27360	CAPO305072
OG0004010	LYTVA_19108, LYTVA_14826	CAPO303524
OG0004012	LYTVA_26169	CAPO308011
OG0004014	LYTVA_26908, LYTVA_29701	CAPO303473
OG0004015	LYTVA_14499	CAPO305112
OG0004016	LYTVA_04982	CAPO303609
OG0004017	LYTVA_26976	CAPO308124
OG0004023	LYTVA_16983	CAPO307204
OG0004031	LYTVA_19098	CAPO306218
OG0004035	LYTVA_24098	CAPO301995
OG0004037	LYTVA_20546	CAPO306482
OG0004038	LYTVA_30220	CAPO307927
OG0004041	LYTVA_30034, LYTVA_16536	CAPO306646
OG0004042	LYTVA_08337	CAPO302696
OG0004044	LYTVA_04278	CAPO300275
OG0004047	LYTVA_22628	CAPO304083
OG0004048	LYTVA_16472	CAPO304654
OG0004050	LYTVA_14707, LYTVA_19218, LYTVA_19754	CAPO308116
OG0004053	LYTVA_05254	CAPO301919
OG0004058	LYTVA_12297, LYTVA_07409, LYTVA_03959	CAPO301904
OG0004059	LYTVA_13931	CAPO301877
OG0004063	LYTVA_25472	CAPO300628
OG0004064	LYTVA_00970	CAPO304453
OG0004065	LYTVA_23835, LYTVA_06332	CAPO304029
OG0004067	LYTVA_14146	CAPO301812
OG0004068	LYTVA_11542	CAPO301030
OG0004069	LYTVA_15685	CAPO307785
OG0004070	LYTVA_26461, LYTVA_08824	CAPO302894
OG0004071	LYTVA_15303	CAPO306388
OG0004072	LYTVA_02954	CAPO305194
OG0004076	LYTVA_03921	CAPO307967
OG0004079	LYTVA_06671	CAPO300687
OG0004080	LYTVA_29208	CAPO305236
OG0004081	LYTVA_02736	CAPO301069
OG0004082	LYTVA_06311, LYTVA_06309	CAPO305460
OG0004083	LYTVA_21834, LYTVA_13777	CAPO304047
OG0004084	LYTVA_18649	CAPO300193
OG0004085	LYTVA_08513, LYTVA_28587	CAPO307782
OG0004090	LYTVA_01996	CAPO304280
OG0004091	LYTVA_21438, LYTVA_09473	CAPO307795
OG0004092	LYTVA_11252, LYTVA_08054	CAPO301516
OG0004093	LYTVA_18796	CAPO303612
OG0004094	LYTVA_15767, LYTVA_15263	CAPO306112
OG0004095	LYTVA_27647	CAPO302216
OG0004096	LYTVA_24655	CAPO306070
OG0004097	LYTVA_03615	CAPO300790
OG0004099	LYTVA_16532	CAPO306437
OG0004100	LYTVA_05542, LYTVA_05543	CAPO306356
OG0004101	LYTVA_16379	CAPO303749, CAPO302702
OG0004103	LYTVA_10838, LYTVA_14405, LYTVA_25911	CAPO306700
OG0004104	LYTVA_23183	CAPO303684
OG0004106	LYTVA_16270, LYTVA_17077	CAPO303386
OG0004108	LYTVA_08792	CAPO307282
OG0004110	LYTVA_17391	CAPO300855
OG0004112	LYTVA_05426	CAPO304610
OG0004113	LYTVA_23980, LYTVA_20632	CAPO305835
OG0004114	LYTVA_09095	CAPO301854
OG0004115	LYTVA_26409	CAPO306386
OG0004116	LYTVA_11277, LYTVA_16339	CAPO303186
OG0004118	LYTVA_28391	CAPO306139
OG0004119	LYTVA_18575	CAPO303741
OG0004123	LYTVA_16672	CAPO304624
OG0004124	LYTVA_08766, LYTVA_03931	CAPO302738
OG0004125	LYTVA_08831	CAPO304359
OG0004127	LYTVA_25845, LYTVA_00859	CAPO306895
OG0004130	LYTVA_10134	CAPO307075
OG0004133	LYTVA_18548	CAPO305598
OG0004134	LYTVA_23721, LYTVA_17051	CAPO304433
OG0004136	LYTVA_29265, LYTVA_10739, LYTVA_15507	CAPO307338
OG0004140	LYTVA_23705	CAPO307995
OG0004142	LYTVA_07168	CAPO300440
OG0004148	LYTVA_28754	CAPO301152
OG0004150	LYTVA_10446, LYTVA_04771	CAPO303497
OG0004151	LYTVA_22027, LYTVA_29972, LYTVA_22026	CAPO307015
OG0004153	LYTVA_24977, LYTVA_14935	CAPO305022
OG0004154	LYTVA_21247	CAPO308154
OG0004156	LYTVA_23102	CAPO307556
OG0004158	LYTVA_10767	CAPO302219
OG0004162	LYTVA_06424, LYTVA_04255, LYTVA_13582	CAPO305758
OG0004166	LYTVA_05496	CAPO300703
OG0004167	LYTVA_09956	CAPO305574
OG0004168	LYTVA_10352	CAPO303881
OG0004169	LYTVA_22122	CAPO302967
OG0004170	LYTVA_03467	CAPO305320
OG0004171	LYTVA_12650, LYTVA_12649, LYTVA_07825	CAPO305810
OG0004174	LYTVA_29638	CAPO303644
OG0004176	LYTVA_12701	CAPO304072
OG0004181	LYTVA_28184, LYTVA_29381	CAPO304353
OG0004182	LYTVA_02516, LYTVA_26684	CAPO305817
OG0004183	LYTVA_18118, LYTVA_09256	CAPO301817
OG0004184	LYTVA_27243	CAPO302251
OG0004186	LYTVA_13218	CAPO307615
OG0004187	LYTVA_09899	CAPO301572
OG0004188	LYTVA_09818	CAPO308209
OG0004198	LYTVA_17837	CAPO302636
OG0004215	LYTVA_17521, LYTVA_20252	CAPO307025
OG0004216	LYTVA_05046	CAPO304745
OG0004217	LYTVA_10684	CAPO300553
OG0004219	LYTVA_13015	CAPO302642
OG0004222	LYTVA_04664	CAPO307934
OG0004223	LYTVA_16944, LYTVA_15378	CAPO308310
OG0004226	LYTVA_11757, LYTVA_01757	CAPO301388
OG0004227	LYTVA_12126	CAPO302252
OG0004228	LYTVA_17820, LYTVA_06103	CAPO303492
OG0004230	LYTVA_03884, LYTVA_24896	CAPO305821
OG0004231	LYTVA_21112	CAPO300312
OG0004232	LYTVA_02493, LYTVA_16476	CAPO301443
OG0004235	LYTVA_20276	CAPO306795
OG0004236	LYTVA_29541	CAPO301760
OG0004237	LYTVA_10415	CAPO301645
OG0004239	LYTVA_15516, LYTVA_12963	CAPO304082
OG0004240	LYTVA_26856	CAPO301736, CAPO306948
OG0004243	LYTVA_09481	CAPO302349
OG0004245	LYTVA_24279, LYTVA_26637, LYTVA_24281	CAPO301120
OG0004246	LYTVA_29403, LYTVA_27509	CAPO307710
OG0004247	LYTVA_14365	CAPO306324
OG0004248	LYTVA_23168	CAPO306807
OG0004249	LYTVA_11288, LYTVA_11290	CAPO302316
OG0004254	LYTVA_15962	CAPO304883
OG0004257	LYTVA_15930	CAPO305171
OG0004258	LYTVA_05034	CAPO301342
OG0004259	LYTVA_21802	CAPO301048
OG0004261	LYTVA_25179, LYTVA_25178, LYTVA_11226, LYTVA_21721	CAPO305950
OG0004263	LYTVA_29357, LYTVA_12199	CAPO304844
OG0004269	LYTVA_07560, LYTVA_28413	CAPO308233
OG0004270	LYTVA_25924	CAPO303791
OG0004271	LYTVA_28380	CAPO303178
OG0004272	LYTVA_26397	CAPO303743
OG0004278	LYTVA_21762, LYTVA_19997	CAPO303739
OG0004280	LYTVA_00315, LYTVA_29508	CAPO302169
OG0004282	LYTVA_16737	CAPO306035
OG0004283	LYTVA_07813, LYTVA_10414	CAPO301216
OG0004284	LYTVA_21849, LYTVA_03684	CAPO303039
OG0004285	LYTVA_14336	CAPO306621
OG0004286	LYTVA_23813	CAPO300246
OG0004287	LYTVA_30135	CAPO305534
OG0004288	LYTVA_10116	CAPO302203
OG0004289	LYTVA_15304, LYTVA_08621	CAPO307509
OG0004291	LYTVA_26380	CAPO306696
OG0004292	LYTVA_29633	CAPO301407
OG0004295	LYTVA_10836	CAPO300437
OG0004296	LYTVA_05826	CAPO307058
OG0004297	LYTVA_26470, LYTVA_14136	CAPO306140
OG0004299	LYTVA_10418, LYTVA_24447	CAPO307863
OG0004301	LYTVA_17218	CAPO305855
OG0004302	LYTVA_27877	CAPO307149
OG0004303	LYTVA_05571	CAPO306261
OG0004304	LYTVA_08021	CAPO307407
OG0004305	LYTVA_04211, LYTVA_07884	CAPO306704
OG0004307	LYTVA_23176	CAPO306787
OG0004308	LYTVA_27577, LYTVA_15253	CAPO302385
OG0004309	LYTVA_20861	CAPO304021
OG0004310	LYTVA_21824	CAPO306903
OG0004312	LYTVA_13567, LYTVA_05872	CAPO306752
OG0004314	LYTVA_09224	CAPO301283
OG0004315	LYTVA_14423	CAPO307076
OG0004316	LYTVA_04481	CAPO300656
OG0004319	LYTVA_09566	CAPO308294
OG0004320	LYTVA_02018	CAPO300174
OG0004321	LYTVA_13173	CAPO306639
OG0004322	LYTVA_23319	CAPO307895
OG0004323	LYTVA_25817	CAPO307483
OG0004324	LYTVA_01961	CAPO300240
OG0004328	LYTVA_05322	CAPO305261
OG0004329	LYTVA_10469	CAPO302035
OG0004331	LYTVA_27302, LYTVA_21103	CAPO305384
OG0004333	LYTVA_21119	CAPO303439
OG0004335	LYTVA_05831, LYTVA_03828	CAPO302791
OG0004338	LYTVA_14064	CAPO300828
OG0004345	LYTVA_15243	CAPO306847
OG0004348	LYTVA_06128	CAPO306158
OG0004349	LYTVA_06151	CAPO308184
OG0004350	LYTVA_13333	CAPO300994
OG0004353	LYTVA_00606, LYTVA_13736	CAPO306055, CAPO306087
OG0004354	LYTVA_02005	CAPO307581
OG0004355	LYTVA_19137	CAPO303478
OG0004356	LYTVA_23236	CAPO300159
OG0004357	LYTVA_09241	CAPO303880
OG0004358	LYTVA_17523	CAPO301323
OG0004359	LYTVA_02266	CAPO305703
OG0004360	LYTVA_09179, LYTVA_28719	CAPO301752
OG0004361	LYTVA_20394	CAPO308302
OG0004363	LYTVA_24551	CAPO304580
OG0004364	LYTVA_02485	CAPO305213
OG0004365	LYTVA_05834	CAPO305948
OG0004368	LYTVA_06379	CAPO306084
OG0004369	LYTVA_09883	CAPO305592
OG0004370	LYTVA_30229	CAPO302143
OG0004372	LYTVA_04302	CAPO304892
OG0004373	LYTVA_12488	CAPO308311
OG0004374	LYTVA_22107	CAPO306983
OG0004375	LYTVA_14843	CAPO305927
OG0004377	LYTVA_23335	CAPO303614
OG0004378	LYTVA_15604	CAPO303140
OG0004379	LYTVA_28643	CAPO300162
OG0004381	LYTVA_18126	CAPO300684
OG0004382	LYTVA_18561	CAPO308307
OG0004383	LYTVA_01592	CAPO301688
OG0004385	LYTVA_17871	CAPO306534
OG0004388	LYTVA_16559, LYTVA_07165	CAPO303742
OG0004389	LYTVA_29149	CAPO302416
OG0004390	LYTVA_24758	CAPO300046
OG0004391	LYTVA_09306, LYTVA_24715	CAPO305468
OG0004394	LYTVA_30193, LYTVA_14506	CAPO305886
OG0004396	LYTVA_05452	CAPO300955
OG0004398	LYTVA_05438	CAPO307605
OG0004399	LYTVA_18756	CAPO301536
OG0004400	LYTVA_11350	CAPO304368, CAPO302395
OG0004401	LYTVA_06522	CAPO307684
OG0004402	LYTVA_17681	CAPO301470
OG0004404	LYTVA_29981	CAPO300907
OG0004405	LYTVA_16143	CAPO302866
OG0004413	LYTVA_15678	CAPO301518
OG0004417	LYTVA_08260	CAPO302119
OG0004418	LYTVA_16592	CAPO305208
OG0004421	LYTVA_21010	CAPO303320
OG0004423	LYTVA_27161	CAPO306935
OG0004425	LYTVA_04158	CAPO302090
OG0004428	LYTVA_07807	CAPO302305
OG0004459	LYTVA_10441, LYTVA_04612, LYTVA_18197	CAPO300459
OG0004460	LYTVA_05295, LYTVA_29632	CAPO307206
OG0004461	LYTVA_30117	CAPO305355
OG0004462	LYTVA_20076	CAPO302893
OG0004465	LYTVA_25687, LYTVA_12969	CAPO303487, CAPO307912
OG0004467	LYTVA_29939	CAPO307496
OG0004468	LYTVA_02592, LYTVA_18913	CAPO307854
OG0004472	LYTVA_08562	CAPO303803
OG0004474	LYTVA_28353	CAPO300829
OG0004476	LYTVA_16113	CAPO307856
OG0004479	LYTVA_00476, LYTVA_04117, LYTVA_07724	CAPO303963
OG0004481	LYTVA_30175	CAPO306702
OG0004483	LYTVA_03457	CAPO303122
OG0004484	LYTVA_00935	CAPO302152
OG0004486	LYTVA_17364	CAPO307639
OG0004494	LYTVA_00181	CAPO306570
OG0004495	LYTVA_01540	CAPO306359
OG0004496	LYTVA_14373	CAPO303733
OG0004497	LYTVA_18009, LYTVA_03405	CAPO307202
OG0004498	LYTVA_12145, LYTVA_00159, LYTVA_28363	CAPO305224
OG0004500	LYTVA_20358	CAPO301850
OG0004503	LYTVA_09532, LYTVA_13945	CAPO300332
OG0004506	LYTVA_19692	CAPO305016
OG0004507	LYTVA_06354, LYTVA_26743	CAPO301894
OG0004508	LYTVA_25380	CAPO301654
OG0004509	LYTVA_02030, LYTVA_02021, LYTVA_16763	CAPO300500
OG0004512	LYTVA_20700	CAPO302842
OG0004513	LYTVA_19138	CAPO303104
OG0004515	LYTVA_03119, LYTVA_29185, LYTVA_17033	CAPO305182
OG0004516	LYTVA_27324, LYTVA_16585	CAPO306036, CAPO307859
OG0004518	LYTVA_14613, LYTVA_02025	CAPO306412
OG0004519	LYTVA_25742	CAPO307914
OG0004520	LYTVA_16032	CAPO300090
OG0004521	LYTVA_01392, LYTVA_02169, LYTVA_22259, LYTVA_00066	CAPO306692
OG0004523	LYTVA_02111	CAPO304989
OG0004525	LYTVA_04264, LYTVA_18553	CAPO303518
OG0004527	LYTVA_09964	CAPO302077
OG0004529	LYTVA_01959	CAPO306628
OG0004530	LYTVA_11116, LYTVA_17848	CAPO304739
OG0004531	LYTVA_04792, LYTVA_04794	CAPO302345, CAPO307115
OG0004532	LYTVA_16802	CAPO300005
OG0004533	LYTVA_29598	CAPO306022
OG0004535	LYTVA_01326	CAPO307124
OG0004537	LYTVA_02634	CAPO306837
OG0004540	LYTVA_07398, LYTVA_07396	CAPO307351
OG0004541	LYTVA_00634, LYTVA_17093, LYTVA_28009, LYTVA_08647, LYTVA_17092	CAPO307806
OG0004542	LYTVA_17843	CAPO306706
OG0004544	LYTVA_24449	CAPO306563
OG0004545	LYTVA_25949, LYTVA_02321	CAPO307212
OG0004546	LYTVA_26469	CAPO306808
OG0004547	LYTVA_11437, LYTVA_22912	CAPO304852
OG0004548	LYTVA_04949, LYTVA_13430	CAPO305113
OG0004552	LYTVA_27213	CAPO301361, CAPO306759
OG0004553	LYTVA_11543, LYTVA_25544	CAPO302768
OG0004554	LYTVA_17490	CAPO300747
OG0004555	LYTVA_03872	CAPO301994
OG0004556	LYTVA_12685	CAPO305616
OG0004558	LYTVA_11113	CAPO307355
OG0004561	LYTVA_17889	CAPO304794
OG0004563	LYTVA_23594, LYTVA_13340	CAPO303030
OG0004564	LYTVA_29664	CAPO301873
OG0004565	LYTVA_02489	CAPO303409
OG0004566	LYTVA_17110	CAPO302081
OG0004569	LYTVA_09982	CAPO303601
OG0004572	LYTVA_23087	CAPO302719
OG0004573	LYTVA_17192	CAPO305859
OG0004574	LYTVA_20772	CAPO300276
OG0004577	LYTVA_11608	CAPO307905
OG0004578	LYTVA_26903	CAPO307713
OG0004579	LYTVA_18859	CAPO308171
OG0004581	LYTVA_28885	CAPO305629
OG0004582	LYTVA_19263	CAPO304857
OG0004583	LYTVA_15816	CAPO301319
OG0004585	LYTVA_04116	CAPO307959
OG0004590	LYTVA_05932	CAPO307910
OG0004592	LYTVA_02889	CAPO307767
OG0004593	LYTVA_10440	CAPO306311
OG0004596	LYTVA_23208	CAPO301763
OG0004599	LYTVA_22073	CAPO306185
OG0004600	LYTVA_05795	CAPO306391
OG0004601	LYTVA_30200	CAPO300529
OG0004602	LYTVA_07552, LYTVA_23290	CAPO307709
OG0004605	LYTVA_22511	CAPO303013
OG0004609	LYTVA_25027	CAPO305274
OG0004610	LYTVA_15593	CAPO308217
OG0004611	LYTVA_03557	CAPO305879, CAPO305850
OG0004612	LYTVA_14652	CAPO307176
OG0004616	LYTVA_00918	CAPO302661, CAPO307774
OG0004619	LYTVA_04247	CAPO306976
OG0004621	LYTVA_28481	CAPO301592
OG0004623	LYTVA_10953	CAPO303271
OG0004626	LYTVA_13913, LYTVA_09916	CAPO304074
OG0004627	LYTVA_28887	CAPO302578
OG0004628	LYTVA_10287	CAPO300844
OG0004629	LYTVA_12574	CAPO300874
OG0004630	LYTVA_20130	CAPO300032
OG0004633	LYTVA_19530	CAPO306431
OG0004634	LYTVA_18328, LYTVA_15495	CAPO306443
OG0004635	LYTVA_00293, LYTVA_15165	CAPO305826
OG0004638	LYTVA_13228, LYTVA_06142	CAPO300328
OG0004639	LYTVA_06644, LYTVA_25887	CAPO304960
OG0004641	LYTVA_14378	CAPO301192
OG0004642	LYTVA_01586	CAPO303810
OG0004644	LYTVA_08153	CAPO308177
OG0004646	LYTVA_07777	CAPO304987
OG0004648	LYTVA_03524	CAPO306796
OG0004649	LYTVA_10236	CAPO308035
OG0004651	LYTVA_06969, LYTVA_00062	CAPO307192
OG0004652	LYTVA_27671	CAPO307126
OG0004654	LYTVA_21675	CAPO304098
OG0004655	LYTVA_08466	CAPO300932
OG0004656	LYTVA_18760	CAPO306315
OG0004657	LYTVA_18672	CAPO300965
OG0004658	LYTVA_20135	CAPO302853
OG0004659	LYTVA_02279	CAPO305571
OG0004663	LYTVA_05938	CAPO307060
OG0004668	LYTVA_20199, LYTVA_13399	CAPO307032
OG0004671	LYTVA_21221	CAPO303199
OG0004672	LYTVA_09235	CAPO300788
OG0004673	LYTVA_13727	CAPO305181
OG0004674	LYTVA_04839, LYTVA_28228	CAPO301298
OG0004675	LYTVA_29989, LYTVA_25113	CAPO300152
OG0004676	LYTVA_25246	CAPO305483
OG0004678	LYTVA_19924	CAPO306062
OG0004679	LYTVA_16027, LYTVA_27884	CAPO307020
OG0004682	LYTVA_24734	CAPO302643
OG0004685	LYTVA_06896	CAPO300514
OG0004687	LYTVA_17898	CAPO300850
OG0004690	LYTVA_02921	CAPO302294
OG0004692	LYTVA_28535	CAPO306711
OG0004694	LYTVA_09383	CAPO302831
OG0004696	LYTVA_04202, LYTVA_07127	CAPO303339
OG0004699	LYTVA_11171	CAPO305801
OG0004700	LYTVA_06651	CAPO305394
OG0004702	LYTVA_26536	CAPO306323
OG0004703	LYTVA_20677	CAPO302281
OG0004707	LYTVA_28560	CAPO307222
OG0004708	LYTVA_09002	CAPO302589
OG0004711	LYTVA_14580, LYTVA_27491	CAPO307614
OG0004728	LYTVA_11232, LYTVA_03716	CAPO306092
OG0004732	LYTVA_12636	CAPO303065
OG0004733	LYTVA_08122, LYTVA_00358	CAPO303723
OG0004738	LYTVA_08474	CAPO307391
OG0004739	LYTVA_00536, LYTVA_25049	CAPO305372
OG0004740	LYTVA_03548	CAPO303587
OG0004743	LYTVA_29733, LYTVA_09642, LYTVA_20623	CAPO305537
OG0004744	LYTVA_21730	CAPO307377
OG0004747	LYTVA_23129	CAPO305266
OG0004748	LYTVA_15315	CAPO300851
OG0004749	LYTVA_25597, LYTVA_15360	CAPO303738
OG0004752	LYTVA_02105	CAPO300189
OG0004753	LYTVA_19840	CAPO307970
OG0004755	LYTVA_22436	CAPO304664
OG0004756	LYTVA_19213	CAPO300650
OG0004757	LYTVA_01188	CAPO300079
OG0004758	LYTVA_27035	CAPO307791
OG0004759	LYTVA_27240	CAPO301731
OG0004760	LYTVA_10449	CAPO302986
OG0004761	LYTVA_07368	CAPO301372
OG0004762	LYTVA_19466, LYTVA_05439	CAPO306336
OG0004763	LYTVA_05745	CAPO303189
OG0004764	LYTVA_01192, LYTVA_02309	CAPO306665
OG0004765	LYTVA_14721	CAPO300145
OG0004766	LYTVA_11836	CAPO300107
OG0004767	LYTVA_09965	CAPO304258
OG0004768	LYTVA_09373	CAPO302814
OG0004769	LYTVA_25262	CAPO305909
OG0004770	LYTVA_07797	CAPO306549
OG0004771	LYTVA_12166, LYTVA_16579, LYTVA_20395	CAPO306141
OG0004774	LYTVA_09584, LYTVA_01531	CAPO302467
OG0004775	LYTVA_06984, LYTVA_15631	CAPO308292
OG0004781	LYTVA_04863	CAPO302855
OG0004784	LYTVA_22879, LYTVA_05845	CAPO300506
OG0004785	LYTVA_15886, LYTVA_26181	CAPO301223
OG0004787	LYTVA_29060	CAPO300677
OG0004788	LYTVA_27530	CAPO303606
OG0004792	LYTVA_29937	CAPO304121, CAPO301355
OG0004793	LYTVA_06904	CAPO303691
OG0004794	LYTVA_22570	CAPO302268
OG0004795	LYTVA_22825, LYTVA_00644	CAPO306522
OG0004797	LYTVA_04693, LYTVA_15847	CAPO308248
OG0004798	LYTVA_04560	CAPO303882
OG0004798	LYTVA_06923, LYTVA_00180	CAPO306979
OG0004801	LYTVA_01588	CAPO301409
OG0004803	LYTVA_27178	CAPO306090
OG0004803	LYTVA_30221	CAPO304966
OG0004805	LYTVA_07641	CAPO301148
OG0004808	LYTVA_29396	CAPO300921
OG0004810	LYTVA_17499	CAPO307085
OG0004811	LYTVA_15091	CAPO304670
OG0004812	LYTVA_09278	CAPO300913
OG0004813	LYTVA_10962	CAPO302301
OG0004814	LYTVA_12805	CAPO305193
OG0004815	LYTVA_09769	CAPO306099
OG0004817	LYTVA_05490, LYTVA_29184	CAPO300646
OG0004819	LYTVA_19480	CAPO303489
OG0004820	LYTVA_28665	CAPO301474
OG0004822	LYTVA_26300	CAPO303272
OG0004823	LYTVA_10717	CAPO301131
OG0004825	LYTVA_26468	CAPO303625
OG0004826	LYTVA_05311	CAPO302318
OG0004828	LYTVA_00844, LYTVA_03563	CAPO300795
OG0004829	LYTVA_23676, LYTVA_16397	CAPO306677
OG0004831	LYTVA_11985	CAPO302539
OG0004832	LYTVA_17819	CAPO300644
OG0004833	LYTVA_24781	CAPO307386, CAPO307385
OG0004838	LYTVA_13698	CAPO300483
OG0004840	LYTVA_08791, LYTVA_13386	CAPO301303
OG0004841	LYTVA_07534	CAPO301073
OG0004842	LYTVA_20536	CAPO307208
OG0004843	LYTVA_03951	CAPO302296
OG0004844	LYTVA_20432	CAPO308225
OG0004845	LYTVA_24918	CAPO300244
OG0004846	LYTVA_08132	CAPO302634
OG0004848	LYTVA_14758	CAPO305802
OG0004849	LYTVA_06399	CAPO302897
OG0004851	LYTVA_06855	CAPO304052
OG0004852	LYTVA_12192	CAPO305241
OG0004853	LYTVA_13585	CAPO306818
OG0004855	LYTVA_15181	CAPO307136
OG0004856	LYTVA_02436	CAPO307877
OG0004857	LYTVA_12351	CAPO305126
OG0004858	LYTVA_12887	CAPO306514
OG0004861	LYTVA_04536	CAPO300721
OG0004863	LYTVA_24197	CAPO300215
OG0004864	LYTVA_18864	CAPO306175
OG0004869	LYTVA_27758, LYTVA_11162	CAPO301505
OG0004874	LYTVA_25312	CAPO302314
OG0004875	LYTVA_04305	CAPO305599
OG0004879	LYTVA_01845	CAPO304570
OG0004880	LYTVA_30106	CAPO307520
OG0004881	LYTVA_12397	CAPO301856
OG0004882	LYTVA_17242	CAPO307657
OG0004883	LYTVA_03485	CAPO304269
OG0004884	LYTVA_05315	CAPO306875
OG0004886	LYTVA_28084, LYTVA_28081	CAPO304598
OG0004887	LYTVA_16765, LYTVA_23110	CAPO303252
OG0004889	LYTVA_14001	CAPO302860
OG0004892	LYTVA_02152	CAPO308266
OG0004893	LYTVA_22575	CAPO305797
OG0004894	LYTVA_26151	CAPO308103
OG0004896	LYTVA_14134	CAPO301146, CAPO308332
OG0004897	LYTVA_04150	CAPO300624
OG0004898	LYTVA_27619	CAPO300846
OG0004899	LYTVA_28880	CAPO304701
OG0004900	LYTVA_26142	CAPO300509
OG0004901	LYTVA_26297	CAPO301170
OG0004902	LYTVA_05303	CAPO305853
OG0004903	LYTVA_08798	CAPO304775
OG0004904	LYTVA_28186	CAPO304100
OG0004906	LYTVA_15393	CAPO303480
OG0004907	LYTVA_12073	CAPO307254
OG0004911	LYTVA_04944	CAPO305750
OG0004913	LYTVA_03275, LYTVA_09461	CAPO306717
OG0004914	LYTVA_24514	CAPO301519
OG0004917	LYTVA_27783, LYTVA_27787	CAPO303374
OG0004919	LYTVA_08266	CAPO308082
OG0004920	LYTVA_09692, LYTVA_26713	CAPO302580
OG0004922	LYTVA_07877	CAPO306550
OG0004923	LYTVA_13903, LYTVA_15555	CAPO307943
OG0004924	LYTVA_15379	CAPO304606
OG0004927	LYTVA_08841	CAPO304855
OG0004928	LYTVA_07781	CAPO304691
OG0004929	LYTVA_12226	CAPO304111
OG0004932	LYTVA_07355	CAPO306081, CAPO305804
OG0004934	LYTVA_27689	CAPO305066
OG0004935	LYTVA_06910	CAPO302835
OG0004936	LYTVA_09395	CAPO306298
OG0004938	LYTVA_27284	CAPO308159
OG0004940	LYTVA_00861	CAPO305630
OG0004943	LYTVA_21704	CAPO306001
OG0004944	LYTVA_18311	CAPO302056
OG0004946	LYTVA_27839	CAPO305515
OG0004947	LYTVA_10586	CAPO307579
OG0004948	LYTVA_26298, LYTVA_18476	CAPO305331
OG0004949	LYTVA_17618, LYTVA_17623	CAPO304026
OG0004950	LYTVA_20298, LYTVA_20713	CAPO300642
OG0004952	LYTVA_18703	CAPO301776
OG0004953	LYTVA_23653, LYTVA_13408	CAPO306623
OG0004954	LYTVA_13647	CAPO303229
OG0004958	LYTVA_04402	CAPO302197
OG0004960	LYTVA_18431	CAPO300258
OG0004961	LYTVA_24158	CAPO305777
OG0004962	LYTVA_20013, LYTVA_11942	CAPO301438
OG0004963	LYTVA_11708, LYTVA_13526, LYTVA_11711	CAPO303805
OG0004964	LYTVA_05433	CAPO302916
OG0004969	LYTVA_28485	CAPO306497, CAPO303678
OG0004970	LYTVA_02200	CAPO303748
OG0004971	LYTVA_21887, LYTVA_21886, LYTVA_01157	CAPO302327
OG0004972	LYTVA_08815	CAPO304289
OG0004973	LYTVA_24609	CAPO305642
OG0004976	LYTVA_09782	CAPO304478
OG0004977	LYTVA_04246	CAPO304350
OG0004979	LYTVA_02189	CAPO303118
OG0004980	LYTVA_11342	CAPO300807
OG0004981	LYTVA_04981, LYTVA_04980	CAPO306326
OG0004982	LYTVA_04774, LYTVA_04776	CAPO301351
OG0004983	LYTVA_16372	CAPO300176
OG0004985	LYTVA_23048	CAPO304816
OG0004987	LYTVA_28680, LYTVA_01478	CAPO305473
OG0004988	LYTVA_17216	CAPO305623
OG0004989	LYTVA_04727, LYTVA_02393	CAPO300323
OG0004990	LYTVA_12280	CAPO305712
OG0004991	LYTVA_29890	CAPO302271
OG0004992	LYTVA_25774, LYTVA_17651	CAPO301159
OG0004993	LYTVA_03573, LYTVA_12493	CAPO306074
OG0004997	LYTVA_17036	CAPO300456
OG0004999	LYTVA_17299, LYTVA_00003	CAPO302635
OG0005002	LYTVA_14355	CAPO305114
OG0005003	LYTVA_29350	CAPO303837
OG0005005	LYTVA_12098	CAPO303017
OG0005006	LYTVA_24629	CAPO301015
OG0005009	LYTVA_04586	CAPO303190
OG0005013	LYTVA_06183	CAPO304066
OG0005014	LYTVA_05362	CAPO307825
OG0005015	LYTVA_02386, LYTVA_15052	CAPO300946
OG0005016	LYTVA_13761	CAPO305499
OG0005038	LYTVA_28907	CAPO301658
OG0005040	LYTVA_23868	CAPO300876
OG0005044	LYTVA_16439	CAPO307084
OG0005046	LYTVA_23536	CAPO304846
OG0005048	LYTVA_00067, LYTVA_16337	CAPO300857
