Orthogroup	LYTVA_ok	YEAST
OG0006602	LYTVA_05608	YEAST06259
OG0006603	LYTVA_08641, LYTVA_04115	YEAST05721
OG0006604	LYTVA_12633	YEAST01597
OG0006607	LYTVA_15137	YEAST05258
OG0006609	LYTVA_22539, LYTVA_17868	YEAST04231
OG0006610	LYTVA_13093	YEAST04593
OG0006611	LYTVA_27380	YEAST02395
OG0006613	LYTVA_10927	YEAST00490
OG0006615	LYTVA_28757	YEAST02695
OG0006619	LYTVA_15850	YEAST03691
OG0006622	LYTVA_03022	YEAST04382
OG0006625	LYTVA_28210, LYTVA_28205	YEAST05905
OG0006627	LYTVA_27904, LYTVA_23869	YEAST01553
OG0006630	LYTVA_19052	YEAST05584
OG0006631	LYTVA_04170	YEAST01419, YEAST04493
OG0006633	LYTVA_27702	YEAST05580
OG0006636	LYTVA_25039	YEAST06190
OG0006637	LYTVA_27827	YEAST06011
OG0006651	LYTVA_15341	YEAST03308
OG0006655	LYTVA_26567	YEAST04609
OG0006658	LYTVA_06859	YEAST03323
OG0006662	LYTVA_17398, LYTVA_22679	YEAST02707
OG0006663	LYTVA_20322	YEAST04538
OG0006664	LYTVA_14742, LYTVA_25776	YEAST04769
OG0006668	LYTVA_18468	YEAST00040
OG0006669	LYTVA_22893, LYTVA_02320	YEAST05379
OG0006678	LYTVA_15419, LYTVA_15428	YEAST03428
OG0006681	LYTVA_17496, LYTVA_30119	YEAST02774
OG0006688	LYTVA_14540	YEAST02298
OG0006691	LYTVA_07985	YEAST06141
OG0006692	LYTVA_23399	YEAST04243
OG0006694	LYTVA_24646, LYTVA_15455	YEAST04074
OG0006703	LYTVA_11046	YEAST04919
OG0006704	LYTVA_21918, LYTVA_05361	YEAST02241
OG0006706	LYTVA_06256	YEAST01312
OG0006707	LYTVA_21353, LYTVA_05353	YEAST04448
OG0006712	LYTVA_17236	YEAST01297
OG0006716	LYTVA_15879	YEAST01688
OG0006722	LYTVA_11244	YEAST05928
OG0006725	LYTVA_04515	YEAST05141
OG0006726	LYTVA_14167	YEAST01310
OG0006728	LYTVA_22872	YEAST01819
OG0006730	LYTVA_26842, LYTVA_09573	YEAST06066
OG0006732	LYTVA_27994	YEAST05092
OG0006736	LYTVA_29486	YEAST03708, YEAST02845
OG0006741	LYTVA_07167	YEAST00908
OG0006752	LYTVA_28315	YEAST01605
OG0006753	LYTVA_13933	YEAST06210
OG0006757	LYTVA_23576	YEAST02585
OG0006758	LYTVA_06304	YEAST00132
OG0006766	LYTVA_28194	YEAST01711
OG0006769	LYTVA_29698	YEAST04955
OG0006772	LYTVA_12214, LYTVA_14428	YEAST05602
OG0006775	LYTVA_15090	YEAST01095
OG0006776	LYTVA_22877	YEAST02455
OG0006777	LYTVA_13418	YEAST05242
OG0006826	LYTVA_11589	YEAST03748
OG0006830	LYTVA_03690	YEAST02320
OG0006838	LYTVA_08816	YEAST01244
OG0006846	LYTVA_05173	YEAST04146
OG0006853	LYTVA_07171	YEAST03500
OG0006860	LYTVA_03678	YEAST03798
OG0006867	LYTVA_03041, LYTVA_04798	YEAST03341
OG0006869	LYTVA_28620, LYTVA_01897	YEAST01706
OG0006874	LYTVA_28249	YEAST03449
OG0006876	LYTVA_02849	YEAST00384
OG0006887	LYTVA_13116	YEAST01983
OG0006888	LYTVA_00517, LYTVA_00518	YEAST00485
OG0006890	LYTVA_18386	YEAST02034
OG0006892	LYTVA_15888, LYTVA_26192	YEAST04820
OG0006894	LYTVA_09646	YEAST01360
OG0006901	LYTVA_26182	YEAST05480
OG0006906	LYTVA_06059, LYTVA_24234	YEAST00746
OG0006918	LYTVA_08198	YEAST05610
OG0006924	LYTVA_28512	YEAST04308
OG0006934	LYTVA_28488	YEAST02053
OG0006935	LYTVA_00871, LYTVA_12955	YEAST02014
OG0006936	LYTVA_18797	YEAST06114
OG0006937	LYTVA_10646	YEAST05537
OG0006938	LYTVA_24454	YEAST02536
OG0006939	LYTVA_09864	YEAST01033
OG0006940	LYTVA_03459, LYTVA_25735	YEAST05163
OG0006942	LYTVA_27753	YEAST00190
OG0006943	LYTVA_03946, LYTVA_08311	YEAST02583
OG0006949	LYTVA_21246	YEAST00975, YEAST00256
OG0006953	LYTVA_06163, LYTVA_00099	YEAST02903, YEAST04751, YEAST05739
OG0006964	LYTVA_06159	YEAST05995
OG0006966	LYTVA_20757	YEAST02544
OG0006967	LYTVA_21312	YEAST06235
OG0006968	LYTVA_08012	YEAST03972
OG0006971	LYTVA_20324	YEAST00044
OG0006973	LYTVA_29631	YEAST03793
OG0006975	LYTVA_12975	YEAST02322
OG0006977	LYTVA_13712	YEAST06248
OG0006985	LYTVA_25748	YEAST03215
OG0006989	LYTVA_20012	YEAST04914
OG0006991	LYTVA_02424	YEAST05066
OG0006992	LYTVA_18795	YEAST04657
OG0006994	LYTVA_20166	YEAST05554
OG0006995	LYTVA_16401	YEAST06048
OG0006997	LYTVA_17736	YEAST00664
OG0006999	LYTVA_28772	YEAST03874
OG0007003	LYTVA_05469	YEAST01840
OG0007005	LYTVA_24522	YEAST03907
OG0007009	LYTVA_21384	YEAST05645
OG0007012	LYTVA_14288	YEAST05361
OG0007013	LYTVA_08506	YEAST05971
OG0007020	LYTVA_13475	YEAST00663
OG0007024	LYTVA_19875	YEAST01864
OG0007028	LYTVA_14210	YEAST06312
OG0007029	LYTVA_04037	YEAST05619
OG0007030	LYTVA_01479, LYTVA_10244	YEAST05712
OG0007033	LYTVA_03101, LYTVA_13194	YEAST04002
OG0007036	LYTVA_23010	YEAST04799
OG0007043	LYTVA_28853	YEAST02072, YEAST01064
OG0007045	LYTVA_13338	YEAST01113
OG0007046	LYTVA_19166, LYTVA_13334	YEAST04826
OG0007049	LYTVA_03854	YEAST05930
OG0007053	LYTVA_18588	YEAST05898
OG0007055	LYTVA_09990	YEAST02593
OG0007057	LYTVA_15614, LYTVA_29163	YEAST05673
OG0007061	LYTVA_00448	YEAST03247
OG0007063	LYTVA_03435, LYTVA_04569	YEAST04650
OG0007071	LYTVA_30209	YEAST02162
OG0007073	LYTVA_27421	YEAST03946
OG0007084	LYTVA_15149	YEAST05527
OG0007092	LYTVA_30009	YEAST01811
OG0007093	LYTVA_02317	YEAST01923
OG0007095	LYTVA_26694	YEAST02581
OG0007097	LYTVA_18947	YEAST01699
OG0007106	LYTVA_18310	YEAST00202
OG0007112	LYTVA_21113, LYTVA_17175	YEAST05597
OG0007114	LYTVA_10798	YEAST03493
OG0007118	LYTVA_06751	YEAST01120
OG0007120	LYTVA_01280	YEAST04248
OG0007121	LYTVA_23219	YEAST05746
OG0007131	LYTVA_16333	YEAST05874
OG0007132	LYTVA_07096, LYTVA_10959	YEAST06078
OG0007137	LYTVA_09390	YEAST00797
OG0007138	LYTVA_03653	YEAST04319
OG0007139	LYTVA_25562	YEAST05259
OG0007143	LYTVA_15805	YEAST02636
OG0007144	LYTVA_10155	YEAST04135
OG0007150	LYTVA_25594, LYTVA_18677	YEAST00900
OG0007154	LYTVA_07855, LYTVA_07854	YEAST01439
OG0007164	LYTVA_21647	YEAST05557
OG0007165	LYTVA_27280	YEAST04228, YEAST02514
OG0007166	LYTVA_08751, LYTVA_25662	YEAST05384
OG0007168	LYTVA_13106	YEAST02929
OG0007182	LYTVA_13310	YEAST00042
OG0007186	LYTVA_19820	YEAST00761
OG0007192	LYTVA_12538	YEAST00860
OG0007201	LYTVA_25108	YEAST01721
OG0007249	LYTVA_04104	YEAST00344
OG0007254	LYTVA_17075	YEAST00328
OG0007258	LYTVA_04807	YEAST02867
OG0007264	LYTVA_15357	YEAST04093
OG0007274	LYTVA_00331	YEAST04165, YEAST05634
OG0007282	LYTVA_20254	YEAST04912
OG0007303	LYTVA_10989	YEAST05207
OG0007307	LYTVA_18744	YEAST05606
OG0007313	LYTVA_02867	YEAST02047
OG0007317	LYTVA_22574	YEAST04084
OG0007321	LYTVA_14764	YEAST05016
OG0007322	LYTVA_23565	YEAST01090
OG0007325	LYTVA_13185, LYTVA_25303	YEAST03249
OG0007330	LYTVA_26367	YEAST00633
OG0007332	LYTVA_10319	YEAST02451
OG0007336	LYTVA_26129	YEAST03606
OG0007341	LYTVA_06630	YEAST00183
OG0007342	LYTVA_13753	YEAST03859
OG0007343	LYTVA_03841	YEAST00383
OG0007347	LYTVA_01386	YEAST02066
OG0007349	LYTVA_12788	YEAST01492
OG0007354	LYTVA_23171	YEAST03378
OG0007355	LYTVA_09986	YEAST02682
OG0007361	LYTVA_06556	YEAST02394
OG0007363	LYTVA_06669	YEAST05519
OG0007364	LYTVA_15849	YEAST01959
OG0007367	LYTVA_04852	YEAST01013
OG0007371	LYTVA_08968	YEAST04970
OG0007376	LYTVA_19972	YEAST02976
OG0007379	LYTVA_05996, LYTVA_05995	YEAST00967
OG0007380	LYTVA_29427	YEAST00785, YEAST00666
OG0007382	LYTVA_04728	YEAST01108
OG0007387	LYTVA_11399	YEAST06326
OG0007393	LYTVA_16834	YEAST01116
OG0007394	LYTVA_29547	YEAST05998
OG0007395	LYTVA_10851	YEAST00603
OG0007397	LYTVA_06439	YEAST03512
OG0007399	LYTVA_24113	YEAST02279
OG0007401	LYTVA_25998, LYTVA_24442	YEAST03451
OG0007408	LYTVA_17573	YEAST03401
OG0007409	LYTVA_06962	YEAST05329
OG0007412	LYTVA_13953	YEAST04822
OG0007414	LYTVA_02207	YEAST01970
OG0007415	LYTVA_24128, LYTVA_22964	YEAST01948
OG0007417	LYTVA_01637	YEAST04175
OG0007421	LYTVA_21519	YEAST00762
OG0007424	LYTVA_28915	YEAST05463
OG0007425	LYTVA_25706	YEAST06135
OG0007428	LYTVA_18257	YEAST01536
OG0007439	LYTVA_15776	YEAST01063
OG0007446	LYTVA_20327	YEAST04647
OG0007451	LYTVA_21924, LYTVA_18802	YEAST02017
OG0007454	LYTVA_28426	YEAST01359
OG0007456	LYTVA_23476	YEAST00931
OG0007458	LYTVA_22841	YEAST02196
OG0007460	LYTVA_08625	YEAST04891
OG0007466	LYTVA_10130	YEAST00806
OG0007473	LYTVA_05234	YEAST03408
OG0007478	LYTVA_19699	YEAST02470
OG0007482	LYTVA_29492	YEAST05783
OG0007483	LYTVA_15083	YEAST01187
OG0007484	LYTVA_07505	YEAST00517
OG0007499	LYTVA_14874	YEAST03994
OG0007504	LYTVA_16801	YEAST02642
OG0007509	LYTVA_00585, LYTVA_20658	YEAST03229
OG0007528	LYTVA_17660, LYTVA_13424	YEAST02438
OG0007591	LYTVA_15821	YEAST02623
OG0007597	LYTVA_04975	YEAST05244
OG0007605	LYTVA_23223	YEAST04509
OG0007615	LYTVA_01668	YEAST05127
OG0007618	LYTVA_17818	YEAST02486
OG0007619	LYTVA_16958	YEAST04342
OG0007624	LYTVA_26685	YEAST03901
OG0007645	LYTVA_22625	YEAST05586
OG0007646	LYTVA_11672	YEAST05572
OG0007648	LYTVA_16410	YEAST03775
OG0007656	LYTVA_03488	YEAST02935
OG0007657	LYTVA_24805	YEAST01213
OG0007663	LYTVA_06307	YEAST01133
OG0007673	LYTVA_06130	YEAST04892
OG0007676	LYTVA_12495	YEAST01965
OG0007685	LYTVA_02760	YEAST00976
OG0007690	LYTVA_28416	YEAST00054
OG0007692	LYTVA_24951	YEAST05386
OG0007701	LYTVA_21781	YEAST04394
OG0007703	LYTVA_27223, LYTVA_22526	YEAST03290
OG0007704	LYTVA_08360	YEAST01687
OG0007712	LYTVA_10828	YEAST02916
OG0007722	LYTVA_18125	YEAST06130
OG0007727	LYTVA_12845, LYTVA_28212	YEAST01129
OG0007739	LYTVA_25107	YEAST04408
OG0007744	LYTVA_19072	YEAST04303
OG0007749	LYTVA_25973	YEAST02144
OG0007751	LYTVA_20108	YEAST03046
OG0007754	LYTVA_02556, LYTVA_22115	YEAST03550
OG0007758	LYTVA_02245	YEAST04336
OG0007760	LYTVA_22853	YEAST02821
OG0007766	LYTVA_16803	YEAST03772, YEAST02908
OG0007767	LYTVA_18171	YEAST03177
OG0007769	LYTVA_15736	YEAST02589
OG0007772	LYTVA_28492	YEAST05211
OG0007773	LYTVA_28425	YEAST05609
OG0007783	LYTVA_18320	YEAST03579
OG0007784	LYTVA_09607	YEAST01170
OG0007786	LYTVA_30038	YEAST01347
OG0007787	LYTVA_17596, LYTVA_14314	YEAST03458
OG0007801	LYTVA_25330	YEAST02556, YEAST00332
OG0007803	LYTVA_01593	YEAST00818
OG0007810	LYTVA_14635	YEAST06278
OG0007816	LYTVA_20731	YEAST00605
OG0007823	LYTVA_16470	YEAST03887
OG0007825	LYTVA_10012	YEAST05054
OG0007827	LYTVA_28200	YEAST01279
OG0007829	LYTVA_07496, LYTVA_18844	YEAST02649
OG0007830	LYTVA_21502	YEAST03594
OG0007831	LYTVA_18643	YEAST03693
OG0007838	LYTVA_02755	YEAST04312
OG0007840	LYTVA_25217	YEAST02829
OG0007843	LYTVA_19142, LYTVA_10686	YEAST04794
OG0007848	LYTVA_21280	YEAST03711
OG0007849	LYTVA_16742	YEAST01915
OG0007850	LYTVA_11256	YEAST01418
OG0007866	LYTVA_29112	YEAST06036
OG0007912	LYTVA_21780	YEAST04725
OG0007942	LYTVA_02894	YEAST03545
OG0007943	LYTVA_23768	YEAST03288
OG0007947	LYTVA_18731	YEAST02420
OG0007958	LYTVA_21325	YEAST01011
OG0007975	LYTVA_06387	YEAST01243
OG0007976	LYTVA_13154	YEAST02259
OG0007986	LYTVA_07433, LYTVA_01799	YEAST01263
OG0007991	LYTVA_08633	YEAST02341
OG0007993	LYTVA_13051, LYTVA_05314	YEAST00089
OG0007995	LYTVA_26873	YEAST03463
OG0007998	LYTVA_09482, LYTVA_23806	YEAST00688
OG0008008	LYTVA_16089	YEAST02355
OG0008020	LYTVA_13930	YEAST05433
OG0008030	LYTVA_03976	YEAST00039
OG0008038	LYTVA_17026	YEAST05601
OG0008042	LYTVA_21358, LYTVA_14078	YEAST04557, YEAST00839
OG0008053	LYTVA_19326	YEAST05804
OG0008055	LYTVA_23231	YEAST05224
OG0008069	LYTVA_23137	YEAST00959
OG0008072	LYTVA_03849	YEAST00552
OG0008079	LYTVA_20493	YEAST03108
OG0008085	LYTVA_02942	YEAST04107
OG0008100	LYTVA_27720	YEAST03959
OG0008103	LYTVA_11735	YEAST05352
OG0008104	LYTVA_16469	YEAST06240
OG0008110	LYTVA_29515	YEAST00121
OG0008111	LYTVA_17929	YEAST06004, YEAST05693
OG0008115	LYTVA_10998	YEAST05684, YEAST06009
OG0008122	LYTVA_00681	YEAST01663
OG0008136	LYTVA_14477, LYTVA_14048	YEAST02756
OG0008196	LYTVA_21241	YEAST03623
OG0008201	LYTVA_12601	YEAST01163
OG0008202	LYTVA_03218	YEAST06186
OG0008208	LYTVA_19071	YEAST04341
OG0008244	LYTVA_13153	YEAST04999
OG0008254	LYTVA_07719	YEAST04740
OG0008267	LYTVA_07910	YEAST02722
OG0008273	LYTVA_15469, LYTVA_11433	YEAST00628
OG0008275	LYTVA_16000	YEAST05358
OG0008307	LYTVA_11174	YEAST01285
OG0008323	LYTVA_24411	YEAST05718
OG0008332	LYTVA_15415	YEAST03366
OG0008339	LYTVA_12223	YEAST03286
OG0008346	LYTVA_14453	YEAST01382
OG0008351	LYTVA_19823	YEAST01276
OG0008401	LYTVA_17404	YEAST02115
OG0008403	LYTVA_10992	YEAST01318
OG0008404	LYTVA_04357	YEAST02842
OG0008432	LYTVA_02153	YEAST01317
OG0008524	LYTVA_14325	YEAST02216
OG0008540	LYTVA_14448	YEAST02219
OG0008542	LYTVA_01792	YEAST00506
OG0008582	LYTVA_03893	YEAST04883
OG0008602	LYTVA_18709	YEAST04166
OG0008620	LYTVA_25757	YEAST00843
OG0008626	LYTVA_22858	YEAST03306
OG0008654	LYTVA_25065	YEAST03590
OG0008664	LYTVA_26861	YEAST05851
OG0008681	LYTVA_25571, LYTVA_25570	YEAST04884
OG0008789	LYTVA_14608	YEAST05903
OG0008794	LYTVA_15613	YEAST01976, YEAST00168, YEAST00957
OG0008816	LYTVA_24032	YEAST01954
OG0008818	LYTVA_08955	YEAST00271
OG0008861	LYTVA_22428	YEAST04983
OG0008872	LYTVA_24674	YEAST03799
OG0008879	LYTVA_30173, LYTVA_04198	YEAST05579
OG0008887	LYTVA_09051	YEAST00387
OG0008923	LYTVA_17052, LYTVA_14228	YEAST01739
OG0009066	LYTVA_28154	YEAST04511
OG0009099	LYTVA_07676	YEAST05709
OG0009118	LYTVA_03636	YEAST03618
OG0009165	LYTVA_24801	YEAST05085, YEAST01742
OG0009166	LYTVA_25516	YEAST03055
OG0009172	LYTVA_21612	YEAST02854
OG0009182	LYTVA_00424	YEAST03621
OG0009225	LYTVA_02705	YEAST01052
OG0009232	LYTVA_18060	YEAST04731
OG0009311	LYTVA_02831	YEAST00623
OG0009315	LYTVA_11717, LYTVA_07021	YEAST04722
OG0009361	LYTVA_10764	YEAST02727
OG0009394	LYTVA_00425	YEAST04927
OG0009451	LYTVA_12555, LYTVA_19985	YEAST05755, YEAST04763
OG0009472	LYTVA_18782, LYTVA_06110	YEAST01737
OG0009497	LYTVA_17785	YEAST03830
OG0009555	LYTVA_28453	YEAST03831
OG0009582	LYTVA_17187	YEAST04984
OG0009630	LYTVA_25245	YEAST02852
OG0009651	LYTVA_08655, LYTVA_06936	YEAST04775
OG0009654	LYTVA_29751	YEAST04221
OG0009920	LYTVA_27980, LYTVA_25357	YEAST05355
OG0010054	LYTVA_01098	YEAST01026
OG0010139	LYTVA_25223	YEAST01045
OG0010229	LYTVA_11169	YEAST00880, YEAST04666, YEAST04383
OG0010271	LYTVA_09157	YEAST03656
OG0010323	LYTVA_21336	YEAST04943
OG0010369	LYTVA_08144	YEAST01224
OG0010481	LYTVA_26433	YEAST01854
OG0010491	LYTVA_22827, LYTVA_18824	YEAST04603
OG0010841	LYTVA_10221	YEAST05695
OG0010858	LYTVA_06270	YEAST04030, YEAST05272
OG0010980	LYTVA_19495	YEAST00370
OG0011272	LYTVA_16651	YEAST04075
OG0011737	LYTVA_20169	YEAST00219
OG0012188	LYTVA_19318, LYTVA_19315	YEAST02442
OG0012498	LYTVA_15982	YEAST04109
OG0012922	LYTVA_02677	YEAST02277
OG0013796	LYTVA_00443	YEAST05401
OG0015999	LYTVA_01612	YEAST05348, YEAST04920
OG0017286	LYTVA_02856	YEAST01130
OG0017605	LYTVA_27106	YEAST01334, YEAST02966
OG0018378	LYTVA_00156	YEAST03228, YEAST05359
OG0044231	LYTVA_01099	YEAST05121
