Orthogroup	LYTVA_ok	HUMAN
OG0000164	LYTVA_25753	HUMAN10088, HUMAN01535, HUMAN23587, HUMAN15005, HUMAN15004, HUMAN15006
OG0000165	LYTVA_00753	HUMAN22846, HUMAN23999, HUMAN27465, HUMAN07472, HUMAN30066, HUMAN05822, HUMAN05073, HUMAN22589, HUMAN05074, HUMAN09475, HUMAN23325, HUMAN14142, HUMAN30404, HUMAN30403, HUMAN30402, HUMAN11922, HUMAN21957, HUMAN07815, HUMAN07814
OG0000166	LYTVA_25764	HUMAN10732
OG0000166	LYTVA_15942	HUMAN10959, HUMAN20038, HUMAN20042, HUMAN00974, HUMAN12174
OG0000167	LYTVA_24832	HUMAN00657, HUMAN00658
OG0000168	LYTVA_20122, LYTVA_24324	HUMAN04351
OG0000168	LYTVA_19322, LYTVA_08888	HUMAN14875, HUMAN23273, HUMAN01023, HUMAN28467
OG0000168	LYTVA_08887	HUMAN04352
OG0000169	LYTVA_09716, LYTVA_24640, LYTVA_06335, LYTVA_06337, LYTVA_18535	HUMAN03065, HUMAN11979, HUMAN11981, HUMAN11980, HUMAN11869, HUMAN11789
OG0000171	LYTVA_27882	HUMAN12335
OG0000171	LYTVA_20168	HUMAN06783, HUMAN06782
OG0000171	LYTVA_24654	HUMAN03531, HUMAN22193
OG0000171	LYTVA_27222	HUMAN23027
OG0000172	LYTVA_28668	HUMAN06695, HUMAN06696, HUMAN18231, HUMAN17598
OG0000173	LYTVA_13813	HUMAN27146, HUMAN26710, HUMAN21895, HUMAN21533, HUMAN00452, HUMAN18290, HUMAN22447, HUMAN21180, HUMAN21189, HUMAN00447, HUMAN00448, HUMAN00343, HUMAN27169, HUMAN00752, HUMAN00751, HUMAN25381
OG0000174	LYTVA_12646, LYTVA_19454, LYTVA_00411	HUMAN28400, HUMAN02927
OG0000174	LYTVA_10125	HUMAN27541, HUMAN27540, HUMAN22731
OG0000175	LYTVA_23856	HUMAN27918, HUMAN27828, HUMAN27827
OG0000179	LYTVA_11503	HUMAN03338
OG0000179	LYTVA_09715, LYTVA_09722, LYTVA_06848	HUMAN23712, HUMAN09621
OG0000179	LYTVA_21017	HUMAN22996
OG0000179	LYTVA_21234	HUMAN17836
OG0000180	LYTVA_16023	HUMAN21794
OG0000180	LYTVA_05451, LYTVA_05450	HUMAN27480, HUMAN07523, HUMAN30008
OG0000182	LYTVA_02337, LYTVA_01729	HUMAN09225
OG0000183	LYTVA_29269	HUMAN15779, HUMAN08957, HUMAN04785, HUMAN02522
OG0000183	LYTVA_12902	HUMAN05463
OG0000183	LYTVA_28105	HUMAN05532
OG0000184	LYTVA_15221	HUMAN02121
OG0000184	LYTVA_22049, LYTVA_02101, LYTVA_11407, LYTVA_11408	HUMAN02122, HUMAN02125, HUMAN02123, HUMAN02124, HUMAN02120, HUMAN01543
OG0000185	LYTVA_22522	HUMAN06309, HUMAN06308, HUMAN21401
OG0000185	LYTVA_05708	HUMAN11020, HUMAN08224, HUMAN23184
OG0000185	LYTVA_27187	HUMAN16695
OG0000186	LYTVA_04383	HUMAN16942
OG0000186	LYTVA_22654	HUMAN02832
OG0000188	LYTVA_07056	HUMAN01044, HUMAN01045, HUMAN17728
OG0000188	LYTVA_29520	HUMAN27535, HUMAN03482, HUMAN23029
OG0000188	LYTVA_06131	HUMAN27536
OG0000190	LYTVA_08213	HUMAN01178, HUMAN29208, HUMAN01179, HUMAN29207
OG0000192	LYTVA_22840	HUMAN01281, HUMAN28989, HUMAN14173
OG0000192	LYTVA_17555	HUMAN29457
OG0000192	LYTVA_04263, LYTVA_18552	HUMAN10321
OG0000193	LYTVA_15362, LYTVA_23759	HUMAN05474
OG0000193	LYTVA_03510	HUMAN26464, HUMAN26463, HUMAN07238, HUMAN07239, HUMAN23343, HUMAN15327, HUMAN15326, HUMAN05473, HUMAN05475, HUMAN19343, HUMAN19575, HUMAN19345, HUMAN19577, HUMAN19344, HUMAN19576
OG0000194	LYTVA_10369, LYTVA_19148, LYTVA_19770, LYTVA_19763, LYTVA_12264, LYTVA_12263, LYTVA_12262, LYTVA_24414	HUMAN21679, HUMAN21678, HUMAN21808, HUMAN00275, HUMAN00276
OG0000197	LYTVA_01365	HUMAN09888, HUMAN01887, HUMAN09887
OG0000201	LYTVA_05027	HUMAN25906, HUMAN20134
OG0000201	LYTVA_03480	HUMAN20007, HUMAN20008, HUMAN20009, HUMAN11788, HUMAN04555
OG0000201	LYTVA_05441	HUMAN12206, HUMAN19902
OG0000202	LYTVA_19347, LYTVA_19795	HUMAN08594, HUMAN08593, HUMAN23063, HUMAN27722, HUMAN27584, HUMAN27582, HUMAN27587, HUMAN03812, HUMAN18643, HUMAN24147, HUMAN03775, HUMAN01794
OG0000203	LYTVA_05320	HUMAN27942, HUMAN25548, HUMAN00779
OG0000203	LYTVA_26037	HUMAN21966, HUMAN00014
OG0000203	LYTVA_15099	HUMAN00153, HUMAN00154
OG0000204	LYTVA_09811	HUMAN18516
OG0000204	LYTVA_08501	HUMAN04275, HUMAN06256
OG0000205	LYTVA_26646	HUMAN08496, HUMAN02469
OG0000205	LYTVA_13205	HUMAN12678, HUMAN20579, HUMAN06361
OG0000205	LYTVA_10395, LYTVA_08282	HUMAN13147, HUMAN27255, HUMAN27254, HUMAN17799
OG0000206	LYTVA_02672, LYTVA_18570, LYTVA_28103, LYTVA_05763, LYTVA_03896, LYTVA_15265, LYTVA_13978, LYTVA_13983, LYTVA_04052, LYTVA_26071, LYTVA_26070	HUMAN03735
OG0000207	LYTVA_11110, LYTVA_21753, LYTVA_28234, LYTVA_23513	HUMAN13832, HUMAN19141
OG0000207	LYTVA_08682	HUMAN21342
OG0000208	LYTVA_06810, LYTVA_29323, LYTVA_05690, LYTVA_05691, LYTVA_28941	HUMAN19119, HUMAN11858, HUMAN12257, HUMAN12256, HUMAN27010, HUMAN26894
OG0000211	LYTVA_13895	HUMAN05541
OG0000211	LYTVA_04294	HUMAN18718
OG0000211	LYTVA_06557	HUMAN10119, HUMAN10120, HUMAN28797
OG0000211	LYTVA_26568	HUMAN14218, HUMAN10060
OG0000213	LYTVA_09081, LYTVA_26281, LYTVA_07948, LYTVA_25250, LYTVA_25252, LYTVA_14214, LYTVA_25244, LYTVA_08396	HUMAN11846, HUMAN07075
OG0000215	LYTVA_05533, LYTVA_09456, LYTVA_02687, LYTVA_25933	HUMAN23880, HUMAN18661
OG0000215	LYTVA_08959	HUMAN18245
OG0000216	LYTVA_00035	HUMAN24849, HUMAN24848
OG0000218	LYTVA_12244, LYTVA_02104	HUMAN21084, HUMAN05261
OG0000220	LYTVA_22048	HUMAN03287
OG0000220	LYTVA_04465, LYTVA_04466, LYTVA_04468	HUMAN28206
OG0000221	LYTVA_17595	HUMAN18223, HUMAN20676, HUMAN12806, HUMAN12805
OG0000221	LYTVA_04768	HUMAN21691, HUMAN00105, HUMAN00104
OG0000221	LYTVA_08100	HUMAN18037, HUMAN20574
OG0000223	LYTVA_24317	HUMAN28208, HUMAN16716
OG0000225	LYTVA_20688, LYTVA_20689, LYTVA_18494	HUMAN26821, HUMAN26818, HUMAN02411, HUMAN20859, HUMAN20858, HUMAN26781, HUMAN06681, HUMAN06682, HUMAN28017, HUMAN28016, HUMAN22075, HUMAN22076, HUMAN24061
OG0000226	LYTVA_13071, LYTVA_12352, LYTVA_07687	HUMAN18050
OG0000227	LYTVA_23655	HUMAN09614
OG0000227	LYTVA_07921	HUMAN18012, HUMAN26229
OG0000227	LYTVA_00830	HUMAN14350, HUMAN09613, HUMAN09611
OG0000227	LYTVA_00289, LYTVA_24191	HUMAN10994, HUMAN24420, HUMAN18815
OG0000228	LYTVA_02590	HUMAN11712, HUMAN04553, HUMAN04552
OG0000229	LYTVA_09325, LYTVA_06193, LYTVA_06192	HUMAN29674
OG0000230	LYTVA_29471	HUMAN27790, HUMAN16569
OG0000231	LYTVA_23091	HUMAN30467, HUMAN17388, HUMAN22380, HUMAN04081
OG0000231	LYTVA_01782	HUMAN11124, HUMAN27993, HUMAN27994
OG0000232	LYTVA_05624	HUMAN20432
OG0000234	LYTVA_19906	HUMAN02863, HUMAN02862, HUMAN04453
OG0000235	LYTVA_28399, LYTVA_23583	HUMAN09679, HUMAN22334, HUMAN07552, HUMAN17686
OG0000235	LYTVA_28400, LYTVA_29011, LYTVA_24567	HUMAN22277
OG0000236	LYTVA_03072	HUMAN01231, HUMAN01232
OG0000236	LYTVA_06365	HUMAN25711
OG0000238	LYTVA_04511	HUMAN10740
OG0000238	LYTVA_21260, LYTVA_04828, LYTVA_26584	HUMAN26143, HUMAN26145, HUMAN26144, HUMAN06380, HUMAN06379, HUMAN06378, HUMAN06376, HUMAN06377, HUMAN06630
OG0000239	LYTVA_06349	HUMAN08545
OG0000239	LYTVA_09698, LYTVA_06433	HUMAN12754, HUMAN26078
OG0000242	LYTVA_20520	HUMAN06808, HUMAN04472, HUMAN16342
OG0000245	LYTVA_25068, LYTVA_25070, LYTVA_25069	HUMAN04221, HUMAN06119, HUMAN19518, HUMAN05726, HUMAN01960, HUMAN17748, HUMAN13244, HUMAN12223, HUMAN12226, HUMAN15927, HUMAN20162
OG0000248	LYTVA_10723	HUMAN28926, HUMAN28842, HUMAN01609, HUMAN01611, HUMAN01612
OG0000250	LYTVA_27749	HUMAN13350
OG0000250	LYTVA_28209	HUMAN13349, HUMAN13351
OG0000250	LYTVA_16072, LYTVA_19814	HUMAN27668
OG0000250	LYTVA_07981, LYTVA_05636	HUMAN06114
OG0000251	LYTVA_10259	HUMAN21878, HUMAN21879, HUMAN00428
OG0000251	LYTVA_03091	HUMAN29671, HUMAN00112, HUMAN21687
OG0000255	LYTVA_14731, LYTVA_05053, LYTVA_05047, LYTVA_01200, LYTVA_21255, LYTVA_21254, LYTVA_22664, LYTVA_22659, LYTVA_22497, LYTVA_19292	HUMAN04286
OG0000256	LYTVA_17873	HUMAN29239, HUMAN14982
OG0000256	LYTVA_25028, LYTVA_05484, LYTVA_26739, LYTVA_18612, LYTVA_19747	HUMAN23740, HUMAN09481, HUMAN01743
OG0000257	LYTVA_13638	HUMAN28535, HUMAN09663
OG0000257	LYTVA_27307	HUMAN08809, HUMAN18743
OG0000258	LYTVA_18309	HUMAN21035, HUMAN02853
OG0000258	LYTVA_23522	HUMAN08489, HUMAN16922
OG0000259	LYTVA_29137	HUMAN21383
OG0000260	LYTVA_02941	HUMAN26833, HUMAN20959
OG0000263	LYTVA_26683, LYTVA_26681, LYTVA_02420, LYTVA_23954, LYTVA_25318, LYTVA_01787, LYTVA_11286, LYTVA_01164, LYTVA_01126, LYTVA_12585, LYTVA_17091, LYTVA_12584, LYTVA_16230, LYTVA_10870, LYTVA_16231, LYTVA_27872, LYTVA_16078, LYTVA_19963, LYTVA_13531, LYTVA_15250, LYTVA_13529, LYTVA_13530, LYTVA_21007, LYTVA_13663, LYTVA_09794, LYTVA_26223, LYTVA_01736, LYTVA_01737	HUMAN25245
OG0000265	LYTVA_27683	HUMAN14652, HUMAN29223, HUMAN29225
OG0000265	LYTVA_16147	HUMAN06212
OG0000265	LYTVA_23503	HUMAN06211
OG0000266	LYTVA_29614	HUMAN10434, HUMAN10433
OG0000268	LYTVA_05677	HUMAN17746, HUMAN17747, HUMAN13867
OG0000269	LYTVA_01038	HUMAN17779, HUMAN13131, HUMAN02926
OG0000270	LYTVA_15035	HUMAN19510, HUMAN19509, HUMAN25405
OG0000270	LYTVA_24403	HUMAN15869
OG0000272	LYTVA_01003	HUMAN16604, HUMAN00549, HUMAN28096, HUMAN19042, HUMAN26465, HUMAN20035
OG0000273	LYTVA_14211	HUMAN07421
OG0000275	LYTVA_10999	HUMAN18758, HUMAN18757, HUMAN08320
OG0000275	LYTVA_25132	HUMAN03545, HUMAN28702, HUMAN17534
OG0000276	LYTVA_09052, LYTVA_23763	HUMAN14938, HUMAN14939
OG0000276	LYTVA_20409, LYTVA_17536	HUMAN22311
OG0000277	LYTVA_08395	HUMAN10958, HUMAN04583, HUMAN07256
OG0000278	LYTVA_26707	HUMAN12098
OG0000278	LYTVA_29542	HUMAN16991
OG0000280	LYTVA_28845	HUMAN25439
OG0000280	LYTVA_06803	HUMAN09733
OG0000281	LYTVA_17979	HUMAN02461, HUMAN26947, HUMAN26948, HUMAN08198, HUMAN08199, HUMAN11532, HUMAN24413
OG0000281	LYTVA_26426	HUMAN23769, HUMAN23090, HUMAN23089
OG0000282	LYTVA_01761	HUMAN02951, HUMAN12498
OG0000282	LYTVA_10300	HUMAN17183
OG0000282	LYTVA_07993	HUMAN22064
OG0000284	LYTVA_15352, LYTVA_18853, LYTVA_15353, LYTVA_05389	HUMAN01172, HUMAN24826, HUMAN14646
OG0000284	LYTVA_20653	HUMAN01285, HUMAN28991
OG0000285	LYTVA_02472, LYTVA_02471, LYTVA_16191	HUMAN12968
OG0000287	LYTVA_22947	HUMAN02188
OG0000289	LYTVA_08530	HUMAN25308
OG0000290	LYTVA_06632, LYTVA_11129, LYTVA_02820	HUMAN17692
OG0000295	LYTVA_08756, LYTVA_13817	HUMAN27073, HUMAN27078, HUMAN21755
OG0000295	LYTVA_18727	HUMAN13492
OG0000296	LYTVA_04048	HUMAN11442
OG0000296	LYTVA_00283	HUMAN08613
OG0000296	LYTVA_13401, LYTVA_19334	HUMAN23410, HUMAN14549
OG0000296	LYTVA_22295	HUMAN10103, HUMAN23742, HUMAN10104, HUMAN23238, HUMAN09898
OG0000296	LYTVA_12833, LYTVA_28597	HUMAN23176, HUMAN11443
OG0000297	LYTVA_19724, LYTVA_16431, LYTVA_13814, LYTVA_07235, LYTVA_26538, LYTVA_28956, LYTVA_21401, LYTVA_21400, LYTVA_25561, LYTVA_13594	HUMAN23498, HUMAN09565, HUMAN28800, HUMAN24497, HUMAN24495, HUMAN24496, HUMAN24498, HUMAN19189
OG0000298	LYTVA_13625, LYTVA_23486, LYTVA_08908, LYTVA_14906, LYTVA_25498	HUMAN18547, HUMAN19996, HUMAN04931
OG0000299	LYTVA_07089	HUMAN13685, HUMAN13683, HUMAN13682, HUMAN13684, HUMAN18940
OG0000300	LYTVA_02514, LYTVA_02929	HUMAN25211
OG0000301	LYTVA_07500	HUMAN22694
OG0000302	LYTVA_01256	HUMAN17995
OG0000305	LYTVA_15733	HUMAN28372, HUMAN28371, HUMAN18211, HUMAN06375, HUMAN06374
OG0000306	LYTVA_05730	HUMAN24069, HUMAN03303, HUMAN26264, HUMAN26265, HUMAN22808, HUMAN26268, HUMAN26267
OG0000307	LYTVA_10007	HUMAN23554, HUMAN09389, HUMAN09383
OG0000308	LYTVA_17738, LYTVA_10665	HUMAN26518, HUMAN17798, HUMAN17796, HUMAN17797
OG0000309	LYTVA_17019, LYTVA_16555	HUMAN02855
OG0000312	LYTVA_24273	HUMAN09558, HUMAN23442
OG0000312	LYTVA_30225	HUMAN29892
OG0000312	LYTVA_14217	HUMAN22837, HUMAN07566
OG0000313	LYTVA_13685	HUMAN23081, HUMAN23082, HUMAN07848, HUMAN07849
OG0000313	LYTVA_23108	HUMAN26880, HUMAN26879
OG0000314	LYTVA_06213	HUMAN28861
OG0000314	LYTVA_04787	HUMAN20239, HUMAN13015, HUMAN15940
OG0000315	LYTVA_09346	HUMAN26404
OG0000315	LYTVA_15142	HUMAN18260, HUMAN21457, HUMAN20231, HUMAN27332, HUMAN27331, HUMAN27330
OG0000315	LYTVA_26355	HUMAN26829
OG0000316	LYTVA_11631	HUMAN23016, HUMAN03066, HUMAN23015, HUMAN23014
OG0000316	LYTVA_05423	HUMAN23728, HUMAN14541
OG0000317	LYTVA_06194	HUMAN16611, HUMAN00683, HUMAN28101, HUMAN16612
OG0000319	LYTVA_14716	HUMAN13915
OG0000319	LYTVA_01923, LYTVA_01922, LYTVA_03060	HUMAN27813
OG0000319	LYTVA_10385, LYTVA_22668	HUMAN13914
OG0000321	LYTVA_23191	HUMAN10412
OG0000321	LYTVA_08758	HUMAN07804, HUMAN21631, HUMAN30401, HUMAN30400, HUMAN07803, HUMAN21629
OG0000322	LYTVA_08299, LYTVA_00474	HUMAN07374
OG0000323	LYTVA_24178, LYTVA_03400	HUMAN01778
OG0000323	LYTVA_14040	HUMAN02810, HUMAN19638
OG0000325	LYTVA_14568, LYTVA_01652, LYTVA_21815, LYTVA_09314	HUMAN28586
OG0000326	LYTVA_18602	HUMAN00388, HUMAN00387, HUMAN00389
OG0000328	LYTVA_11793, LYTVA_17362	HUMAN11141, HUMAN07966, HUMAN07965, HUMAN11142, HUMAN11137, HUMAN28259, HUMAN18956, HUMAN11136, HUMAN11140, HUMAN11139, HUMAN28261, HUMAN28260, HUMAN18955
OG0000329	LYTVA_04971	HUMAN06602, HUMAN18161, HUMAN26322, HUMAN26323, HUMAN12536
OG0000330	LYTVA_10062, LYTVA_00390, LYTVA_08866	HUMAN08894, HUMAN08893
OG0000333	LYTVA_05748, LYTVA_16654	HUMAN29371
OG0000334	LYTVA_05579, LYTVA_27451, LYTVA_26985, LYTVA_19447, LYTVA_14665, LYTVA_23457, LYTVA_26982, LYTVA_24482, LYTVA_14664, LYTVA_26630, LYTVA_26983, LYTVA_02495, LYTVA_02498	HUMAN23299, HUMAN26236
OG0000338	LYTVA_05136	HUMAN13066, HUMAN19731, HUMAN19729, HUMAN13067, HUMAN19730, HUMAN10881
OG0000338	LYTVA_00791	HUMAN18523, HUMAN18521
OG0000338	LYTVA_01358	HUMAN26174
OG0000339	LYTVA_02463, LYTVA_19838, LYTVA_21464, LYTVA_02464, LYTVA_21590, LYTVA_21611, LYTVA_06903, LYTVA_21467	HUMAN19136, HUMAN19137
OG0000341	LYTVA_10929	HUMAN27909, HUMAN25614, HUMAN19124, HUMAN00589, HUMAN27910
OG0000344	LYTVA_20774, LYTVA_20773	HUMAN26468, HUMAN04594, HUMAN07196
OG0000345	LYTVA_25222	HUMAN23757, HUMAN23095, HUMAN03649
OG0000346	LYTVA_28199	HUMAN19921
OG0000349	LYTVA_17287, LYTVA_29813, LYTVA_24225, LYTVA_25473, LYTVA_24224, LYTVA_30170, LYTVA_19301, LYTVA_19693, LYTVA_30167, LYTVA_23471, LYTVA_05966, LYTVA_30169, LYTVA_30168, LYTVA_24227, LYTVA_23889, LYTVA_23887, LYTVA_24226, LYTVA_03186, LYTVA_03183, LYTVA_07990, LYTVA_01925, LYTVA_20167, LYTVA_13420, LYTVA_27719, LYTVA_04109	HUMAN19246, HUMAN13809
OG0000350	LYTVA_20079	HUMAN19194, HUMAN19193, HUMAN24478, HUMAN25222, HUMAN00783, HUMAN00776
OG0000350	LYTVA_19278	HUMAN05923
OG0000350	LYTVA_25339	HUMAN08412, HUMAN18677
OG0000352	LYTVA_04087, LYTVA_27834	HUMAN28462, HUMAN14440, HUMAN14836
OG0000352	LYTVA_04222	HUMAN25510
OG0000352	LYTVA_11143, LYTVA_11144	HUMAN07061
OG0000356	LYTVA_17493, LYTVA_26914, LYTVA_26912, LYTVA_03031	HUMAN16866, HUMAN16864
OG0000356	LYTVA_12824, LYTVA_04860, LYTVA_25247	HUMAN24976, HUMAN24975
OG0000357	LYTVA_11987	HUMAN10915
OG0000357	LYTVA_16315	HUMAN27044, HUMAN28888, HUMAN29931, HUMAN29932
OG0000358	LYTVA_08930, LYTVA_29814	HUMAN06892
OG0000358	LYTVA_21272	HUMAN06183, HUMAN06182
OG0000358	LYTVA_01288	HUMAN07810
OG0000359	LYTVA_13862	HUMAN11476, HUMAN11475, HUMAN10684
OG0000359	LYTVA_16943	HUMAN01488, HUMAN01487, HUMAN10921, HUMAN10920
OG0000359	LYTVA_21076	HUMAN30482
OG0000360	LYTVA_29199, LYTVA_27053, LYTVA_29200	HUMAN07694, HUMAN23042
OG0000360	LYTVA_05530	HUMAN21019
OG0000363	LYTVA_19730, LYTVA_05256	HUMAN02625
OG0000363	LYTVA_02850, LYTVA_15234, LYTVA_19502, LYTVA_12892	HUMAN24877, HUMAN07338, HUMAN07337, HUMAN24873
OG0000363	LYTVA_13711	HUMAN26508
OG0000364	LYTVA_03241, LYTVA_12339, LYTVA_24462, LYTVA_21604, LYTVA_02959, LYTVA_06968, LYTVA_19018, LYTVA_21819	HUMAN25612
OG0000365	LYTVA_02311	HUMAN05540, HUMAN21291, HUMAN01955, HUMAN21290, HUMAN14168, HUMAN14172, HUMAN14169, HUMAN01287, HUMAN14702, HUMAN14705, HUMAN14704
OG0000367	LYTVA_24456	HUMAN02861, HUMAN21458
OG0000371	LYTVA_07987, LYTVA_18253, LYTVA_26533	HUMAN29626
OG0000371	LYTVA_00668, LYTVA_00667	HUMAN13145, HUMAN13146, HUMAN13143
OG0000371	LYTVA_24627	HUMAN13142
OG0000372	LYTVA_09420	HUMAN00421
OG0000372	LYTVA_03697	HUMAN23778
OG0000372	LYTVA_13806	HUMAN18835, HUMAN16705
OG0000373	LYTVA_08644	HUMAN07152, HUMAN07150, HUMAN04999
OG0000373	LYTVA_11109	HUMAN16794
OG0000374	LYTVA_22056	HUMAN28952, HUMAN17756, HUMAN06432, HUMAN06433
OG0000374	LYTVA_28388	HUMAN03380, HUMAN22685
OG0000374	LYTVA_17909	HUMAN06431, HUMAN06430, HUMAN17757
OG0000375	LYTVA_06266	HUMAN10694, HUMAN10742, HUMAN10275, HUMAN12054, HUMAN12057
OG0000375	LYTVA_07238	HUMAN22225, HUMAN25491
OG0000378	LYTVA_03257	HUMAN00762, HUMAN25391, HUMAN17445, HUMAN30089
OG0000378	LYTVA_02110	HUMAN05631, HUMAN05632, HUMAN02081, HUMAN15645, HUMAN15642, HUMAN15643
OG0000379	LYTVA_05437	HUMAN11868
OG0000379	LYTVA_18554	HUMAN10494, HUMAN12062
OG0000379	LYTVA_20027	HUMAN30691, HUMAN17335
OG0000379	LYTVA_23890, LYTVA_08324	HUMAN00722, HUMAN00721
OG0000382	LYTVA_27057	HUMAN06950
OG0000382	LYTVA_02944	HUMAN26825, HUMAN26823, HUMAN20891
OG0000384	LYTVA_14422	HUMAN22826
OG0000384	LYTVA_30064	HUMAN17917
OG0000386	LYTVA_00886, LYTVA_03276, LYTVA_08700, LYTVA_21382, LYTVA_20542, LYTVA_13854	HUMAN23124, HUMAN05335, HUMAN30459
OG0000389	LYTVA_09557	HUMAN23760, HUMAN03279
OG0000391	LYTVA_14419	HUMAN03741
OG0000393	LYTVA_07049, LYTVA_04769, LYTVA_02534, LYTVA_19296	HUMAN07234
OG0000393	LYTVA_18987	HUMAN27562
OG0000393	LYTVA_29904	HUMAN13374
OG0000395	LYTVA_07488	HUMAN19542, HUMAN05545
OG0000396	LYTVA_29756	HUMAN09495
OG0000396	LYTVA_24408	HUMAN29153, HUMAN02042, HUMAN02128, HUMAN29390, HUMAN01318, HUMAN01319, HUMAN14594, HUMAN14593
OG0000397	LYTVA_01829	HUMAN17188
OG0000399	LYTVA_23258	HUMAN08526
OG0000399	LYTVA_10216	HUMAN16706
OG0000400	LYTVA_21682	HUMAN25403
OG0000401	LYTVA_03050, LYTVA_06551, LYTVA_17743, LYTVA_12806	HUMAN12512, HUMAN02934
OG0000402	LYTVA_17451, LYTVA_17450	HUMAN19232, HUMAN08155
OG0000403	LYTVA_09740, LYTVA_17322, LYTVA_05699	HUMAN16242, HUMAN30309
OG0000404	LYTVA_11246	HUMAN28568, HUMAN00982
OG0000404	LYTVA_11319, LYTVA_26787	HUMAN28453
OG0000405	LYTVA_02873	HUMAN01875, HUMAN10099, HUMAN23576, HUMAN23577
OG0000411	LYTVA_28501	HUMAN00458, HUMAN25340
OG0000412	LYTVA_01548, LYTVA_08305	HUMAN01024
OG0000412	LYTVA_13235	HUMAN29280
OG0000413	LYTVA_30013	HUMAN09264, HUMAN18689, HUMAN15493
OG0000413	LYTVA_27164	HUMAN22024, HUMAN05237, HUMAN30227
OG0000415	LYTVA_15027, LYTVA_27129, LYTVA_27126, LYTVA_00428, LYTVA_17858, LYTVA_17856	HUMAN20769, HUMAN08217, HUMAN24467, HUMAN24466, HUMAN18980, HUMAN18610, HUMAN18609
OG0000417	LYTVA_22673	HUMAN29552
OG0000417	LYTVA_04747, LYTVA_02916, LYTVA_06178, LYTVA_20445	HUMAN02370, HUMAN20361
OG0000419	LYTVA_16286	HUMAN03932
OG0000422	LYTVA_06865	HUMAN00789, HUMAN16673
OG0000424	LYTVA_23549, LYTVA_05964, LYTVA_25545, LYTVA_03567	HUMAN03402, HUMAN03401, HUMAN03400, HUMAN03399, HUMAN03403, HUMAN03410
OG0000425	LYTVA_08575	HUMAN15884, HUMAN15882, HUMAN15881, HUMAN17059, HUMAN17058, HUMAN09246
OG0000425	LYTVA_01661, LYTVA_16295	HUMAN15883, HUMAN19570, HUMAN05692
OG0000426	LYTVA_06898	HUMAN24154
OG0000426	LYTVA_02723	HUMAN24156, HUMAN16388, HUMAN24155
OG0000426	LYTVA_28523, LYTVA_10466	HUMAN20208, HUMAN12979, HUMAN16387, HUMAN12181
OG0000427	LYTVA_16595	HUMAN04181
OG0000427	LYTVA_19896	HUMAN00426, HUMAN21885
OG0000429	LYTVA_05078	HUMAN21085
OG0000431	LYTVA_04640	HUMAN21847, HUMAN07891, HUMAN07892, HUMAN07890
OG0000432	LYTVA_08315	HUMAN05787, HUMAN05786, HUMAN21045
OG0000432	LYTVA_02449	HUMAN26492, HUMAN20952
OG0000433	LYTVA_26219	HUMAN13341, HUMAN12146
OG0000433	LYTVA_06955	HUMAN25706, HUMAN25705, HUMAN21369
OG0000435	LYTVA_13773, LYTVA_29418	HUMAN08429
OG0000435	LYTVA_27506	HUMAN13679, HUMAN00704, HUMAN27348, HUMAN18944, HUMAN18945
OG0000436	LYTVA_21248	HUMAN20651, HUMAN17585, HUMAN20650, HUMAN20652
OG0000442	LYTVA_03518	HUMAN21746, HUMAN07667
OG0000442	LYTVA_02198	HUMAN21390, HUMAN00644, HUMAN25507
OG0000442	LYTVA_11814, LYTVA_13337	HUMAN26607, HUMAN13221
OG0000443	LYTVA_07561	HUMAN29014, HUMAN17576, HUMAN17575
OG0000443	LYTVA_21803	HUMAN23658
OG0000444	LYTVA_22417, LYTVA_07815	HUMAN06130, HUMAN06129, HUMAN02376, HUMAN02375, HUMAN02373, HUMAN02374
OG0000444	LYTVA_19323	HUMAN05043, HUMAN05044, HUMAN20398
OG0000446	LYTVA_21122	HUMAN27630
OG0000446	LYTVA_02398, LYTVA_06665	HUMAN04379
OG0000447	LYTVA_12231	HUMAN22936, HUMAN29983, HUMAN05378, HUMAN24000, HUMAN24001, HUMAN24004
OG0000448	LYTVA_02468	HUMAN07702
OG0000450	LYTVA_17101	HUMAN10922, HUMAN26408, HUMAN26409
OG0000458	LYTVA_22216	HUMAN27361
OG0000458	LYTVA_26424, LYTVA_26419, LYTVA_22737, LYTVA_26418, LYTVA_22736	HUMAN27427, HUMAN27426, HUMAN27814, HUMAN18825
OG0000459	LYTVA_12100, LYTVA_05682, LYTVA_22767, LYTVA_10243, LYTVA_25855	HUMAN19503, HUMAN19500, HUMAN19501, HUMAN19502, HUMAN19499
OG0000460	LYTVA_15963	HUMAN12680
OG0000461	LYTVA_27812	HUMAN12693
OG0000463	LYTVA_20402	HUMAN26997, HUMAN04467
OG0000463	LYTVA_18875, LYTVA_06079	HUMAN28833, HUMAN09995, HUMAN09996
OG0000465	LYTVA_30093	HUMAN13778
OG0000465	LYTVA_15105	HUMAN00068
OG0000466	LYTVA_11121, LYTVA_13501, LYTVA_19960, LYTVA_10498, LYTVA_26346, LYTVA_17159, LYTVA_23863, LYTVA_26185	HUMAN01325, HUMAN01326, HUMAN01324, HUMAN01323, HUMAN01322
OG0000467	LYTVA_22913	HUMAN29942, HUMAN20849, HUMAN02441, HUMAN02850, HUMAN02852, HUMAN02440, HUMAN20851
OG0000468	LYTVA_17846, LYTVA_25959, LYTVA_07913	HUMAN29031
