blastula	gastrula	elongation	early_larva	mitraria_larva	competent_larva	juvenile
OFUSG00266.1	1.2129335	14.23005	36.3474	44.50685	55.82025	14.0243	3.46753
OFUSG00266.2	179.7525	168.718	133.6545	88.186	48.616	6.606315	3.0236
OFUSG00267.1	4.62559	3.17431	1.83766	0.70165	0.2426094	0.08889415	0.0223613
OFUSG00268.1	6.53717	8.286455	11.901875	10.05096	10.100555	11.1216	10.9817
OFUSG00269.1	91.12265	107.1295	122.3085	103.151	57.87765	39.79895	48.0631
OFUSG00270.1	3.160835	1.222517	1.52819	3.201655	6.13049	8.50792	3.87482
OFUSG00271.1	109.39455	57.94295	32.71065	19.50795	20.52625	17.8137	20.8161
OFUSG00272.1	9.539375	4.440065	2.007055	1.630565	5.41371	3.33898	4.5582
OFUSG00273.1	4.80548	9.791955	16.3368	22.67045	31.9509	31.2804	8.31015
OFUSG00274.1	1.66372	1.308785	2.023095	1.044738	1.2169275	0.6195985	0.496608
OFUSG00275.1	0.33440355	0.737957	0.7114	0.3041165	0.371575	0.5897195	0.456801
OFUSG00276.1	0.21364915	0.2388535	0.0349304	0	0.256007	0.392416	0.0732756
OFUSG00277.1	0.2637125	0.080776	0.1887629	0.294618	0.436886	2.897026	0.878837
OFUSG00278.1	7.582635	36.29595	76.65315	109.3227	181.8245	176.2635	40.3999
OFUSG00279.1	2.124721	1.9211615	3.03135	6.32566	5.08617	6.141365	2.00123
OFUSG00279.2	0.925358	4.261805	4.24481	4.02781	7.696035	7.578835	1.18523
OFUSG00279.3	2.48365	1.460712410395	1.2770795	0.825069	2.652455	1.436846	1.51907
OFUSG00280.1	0.325214	0.235992	0.06842225	0.13494715	0.203845	0.14569805	0.122696
OFUSG00281.1	10.483845	8.46332	11.8005	14.55675	31.2428	21.0505	10.5776
OFUSG00282.1	747.6355	770.3685	384.067	169.1825	78.9859	53.1272	39.55
OFUSG00283.1	2.22371	1.3486565	2.09596	3.1073	5.44015	5.419675	4.93874
OFUSG00284.1	0.64829	1.75447	3.678005	3.772635	15.54605	7.22755	7.59035
OFUSG00285.1	45.43455	53.09405	42.3115	38.3707	26.1161	17.24285	16.487
OFUSG00286.1	18.5699	4.53111	1.720495	2.544775	3.215065	5.05056	4.96778
OFUSG00286.2	10.022285	1.5857475	1.71122	0.549883	1.4089165	2.4325725	2.57879
OFUSG00286.3	6.349705	6.75673	3.61379	1.482275	1.5404	2.019755	4.01538
OFUSG00287.1	3.66924	3.63065	1.398837	0.1433715	0.08350895	0.5232375	4.63835
OFUSG00288.1	0	0	0	0	0.062091	0.0162823	0
OFUSG00289.1	0.63402395	2.265773	3.24189	3.781225	4.38888	6.945845	9.66452
OFUSG00288.2	0.4857045	1.630589	5.740145	1.4428675	2.025197	0.371079	0.101209
OFUSG00290.1	0.375562	0.88693	1.2570095	1.234017	1.23143	1.407565	0.659407
OFUSG00291.1	0.2302661	0.5218869	1.1499575	0.107641	0.3485755	0.06423405	0.069984
OFUSG00292.1	0.4600205	2.855155	2.14192	0.4453575	0.681176	0.15449365	0.108099
OFUSG00292.2	0.1549945	1.146694	0.153052	1.3043555	0.099894	0.08181995	0.0712559
OFUSG00293.1	0.1750375	0.5783825	0.200789	0.271669	0	0.01457745	0.23277
OFUSG00294.1	1.36559	0.438564	0.4626815	1.4100365	0.13681025	1.44445	2.13643
OFUSG00294.2	0.4345612857	1.246905	0.9179095	0.092986	0.475112	0.6707215	0.507713
OFUSG00294.3	0	0	0.702898	0.3171605	0.69934	0.713723	0.974659
OFUSG00295.1	9.416305	11.4491	27.17385	30.2689	28.7733	22.75135	20.7997
OFUSG00295.2	0.058797	0.5502565	2.462985	3.319195	5.28327	5.5876	8.49202
OFUSG00295.3	0	0	0	0	0	0	0.165218
OFUSG00295.4	1.0245615	1.4693495	5.35358	7.53802	6.24537	3.431475	5.98949
OFUSG00296.1	0.078053	0.11990625	0.630173	0.6831345	0.47333	0.777784	0.414392
OFUSG00297.1	0.232277	3.839425	15.9872	8.497095	3.61938	1.983865	0.502857
OFUSG00298.1	0.09517525	0.0857807	0.174818	0.10502875	0.1496915	0.981385	1.57115
OFUSG00299.1	0.1931625	3.067555	16.2133	28.7225	48.40875	42.9274	10.3157
OFUSG00300.1	1323.685	1925.84	1372.185	804.4855	407.888	497.3145	472.74
OFUSG00301.1	206.8695	202.0235	148.3	79.61475	53.0466	82.78245	81.9183
OFUSG00302.1	50.86345	33.0791	26.3545	23.97605	20.0503	16.2389	11.4508
OFUSG00302.2	36.44305	19.494665	11.59654	4.03009	6.255335	4.838275	4.34511
OFUSG00303.1	190.1195	127.98175	114.1198	95.9992	76.0233	42.1722	29.345
OFUSG00304.1	21.9348	15.7482	17.7403	15.2496	14.12375	3.73129	1.13973
OFUSG00305.1	5.52114	1.52687	0.987265	3.055995	7.781655	5.320015	3.30297
OFUSG00306.1	0.7532385	1.70939	1.292525	0.9178935	0.8990605	1.441565	3.22301
OFUSG00307.1	0.2671635	0.833215	1.792535	3.89626	3.690835	5.527845	15.6958
OFUSG00307.2	0.2047659	0.907755	1.281985	0.6234225	0.792712	1.327895	2.25923
OFUSG00308.1	0.2326355	1.456375	5.68834	5.321585	1.057187	0.07827005	0.0579313
OFUSG00309.1	44.20685	10.175615	6.887775	4.89176	4.097535	0.8860075	1.22423
OFUSG00310.1	43.8218	6.379545	1.650133	2.00718	0.61106	0.4318655	0
OFUSG00310.2	125.761	15.12855	8.959395	2.09225	1.942015	1.6011695	0.440236
OFUSG00311.1	0.5293325	1.1072	0.9252795	1.5208	1.258877	2.15711	1.62432
OFUSG00312.1	31.0117	25.81395	28.52475	39.2678	44.0735	23.0808	0
OFUSG00312.2	14.65105	9.31086	11.041	13.3074	12.8128	13.21405	14.4405
OFUSG00313.1	6.58658	3.643565	3.78597	3.37612	3.627495	5.732165	7.52568
OFUSG00314.1	2.071885	2.244075	2.392975	1.994715	1.583985	1.678445	1.14935
OFUSG00315.1	0.481519	0.71305	0.567987	0.2787015	0.15856085	0.0632753	0.190357
OFUSG00316.1	1.35842	0.8751295	1.48809	2.017915	1.879355	3.14962	4.14526
OFUSG00317.1	0.435669	0.3048325	0.6303595	2.589365	1.81297	0.932246	1.79396
OFUSG00318.1	0	0	0.0743785	0.1416245	0.08358	0.309387	0.503032
OFUSG00319.1	31.09115	20.79685	15.3483	12.10737	8.59918	9.82968	13.7704
OFUSG00320.1	0.0459934	0.441791	0.43648085	0.10419775	0	0.00199961	0
OFUSG00321.1	0.1452435	0.55087145	0.21018205	0.0384322	0	0.007389095	0.015286
OFUSG00322.1	32.30095	16.19925	12.19865	8.38118	6.1655	2.29235	1.10762
OFUSG00323.1	106.956	137.32185	154.938	176.131	223.521	215.9585	218.311
OFUSG00324.1	213.958	138.894	124.145	110.2961	92.0632	94.0736	145.765
OFUSG00325.1	3.22404	0.8320055	1.0244545	0.826448	1.406265	6.22315	8.95767
OFUSG00326.1	36.97975	25.84535	19.8845	15.13425	12.94165	14.58405	13.0012
OFUSG00327.1	0.152471	0.374955	0.345791	0.3022945	0.221002	0.0359887	0.057217
OFUSG00328.1	5.605485	7.314695	17.31595	13.05093	7.53588	11.02575	9.58592
OFUSG00329.1	0.2696345	0.3679855	1.29564	0.867447	1.0763545	1.51833	2.30449
OFUSG00330.1	188.2715	105.1493	72.52625	24.2846	17.0128	13.9585	14.1314
OFUSG00331.1	0.597386	1.2451465	0.921758	0.5233555	0.277162	0.1755275	1.08587
OFUSG00332.1	0.1554513	3.432605	13.46925	15.92405	27.2534	40.25095	7.26918
OFUSG00333.1	13.23915	7.700595	7.091615	4.747845	6.05412	5.518525	3.53231
OFUSG00334.1	0.155884	0.170698	0.3487484	0.433147	1.440891	5.96273	1.17518
OFUSG00335.1	253.1345	41.6539	25.02915	17.97915	15.51555	16.54765	15.4201
OFUSG00336.1	92.76635	356.781	334.4615	230.6695	121.674	85.87285	81.4036
OFUSG00337.1	0.560324	4.76908	6.287335	6.52814	9.73083	12.52805	15.984
OFUSG00338.1	0.2143245	0.3145415	0.56500185	0.07792585	0.4951185	0.3255705	0.118086
OFUSG00339.1	0.573655	2.421401	2.38699	2.0543615	3.25446	5.39961	6.1401
OFUSG00340.1	0.1219905	0	0.8715075	0.378438	0	0	0.240358
OFUSG00341.1	0.38804455	0	0.02605885	0.04989125	0.03820325	0.00895535	0.0166322
OFUSG00342.1	13.49985	4.296535	4.447795	4.637495	7.66035	9.40578	10.4053
OFUSG00343.1	148.407	73.62645	53.44505	57.57915	75.7147	51.40475	58.2779
OFUSG00344.1	14.67625	12.93738	5.43994	3.93742	1.73005	3.44884	1.78017
OFUSG00344.2	54.08905	82.09225	48.69965	15.56706	6.468735	10.720235	7.84343
OFUSG00344.3	5.88402	6.967185	3.600635	2.914305	1.46864	1.8126	1.52284
OFUSG00345.1	72.7551	149.253	139.941	56.61335	17.90445	19.238	16.8734
OFUSG00346.1	46.51265	40.53525	36.28835	28.05775	31.1354	49.1561	68.0756
OFUSG00347.1	20.11005	5.181565	3.525815	2.721095	4.91751	3.273945	2.98819
OFUSG00347.2	0.053814	0.120732	0	1.0421	1.334115	0.7598235	1.22681
OFUSG00348.1	39.4798	120.3361	160.385	255.3575	320.545	288.637	90.2097
OFUSG00349.1	287.9835	441.6475	493.8085	282.5835	177.2445	50.44925	32.164
OFUSG00350.1	0.4640965	3.980255	17.6682	11.61865	7.141395	5.53313	5.6533
OFUSG00351.1	52.5546	18.70965	13.04295	11.900475	17.4358	13.31531	8.77343
OFUSG00352.1	6.348415	6.502975	4.25319	3.909185	3.654265	4.346105	4.01883
OFUSG00353.1	6.901955	7.618345	5.521405	5.947615	4.4103	4.85453	4.67306
OFUSG00354.1	0.08849755	1.37631	0.9288085	0.1177451	0.11604075	0.260817	10.2838
OFUSG00354.2	1.961125e-10	0.1944875	0.0586725	0	1.65814e-10	0	0.0990899
OFUSG00355.1	0	0.1761425	0.2779735	0.16763925	0.0997782	0.6623672	27.4194
OFUSG00356.1	0.3638505	0.498749	0.428588	0.32043615	0.10392675	0.1038117	0.0567137
OFUSG00357.1	19.57105	21.993	21.0941	26.2109	42.23935	20.62335	32.9224
OFUSG00358.1	0	0	0	0	4.308215	11.34597	4.27048
OFUSG00359.1	16.3496	11.94755	14.8423	12.4579	18.49085	17.2878	35.4138
OFUSG00360.1	44.54805	20.65525	16.46405	13.409375	13.83635	12.94665	8.66282
OFUSG00361.1	1.792745	1.8256205	1.770326	0	1.5512275	1.682135	1.56843
OFUSG00362.1	67.7214	21.41175	9.43552	11.52825	23.1139	18.2857	16.3188
OFUSG00363.1	128.035	99.73775	52.80445	22.55915	17.1194	14.0581	13.6881
OFUSG00364.1	27.21505	94.67205	152.4265	193.7575	171.8485	76.64665	54.0746
OFUSG00365.1	0.028687	2.87339	17.0171	13.4425	6.914935	2.674405	0.408226
OFUSG00366.1	159.8385	117.0715	94.9882	77.545	48.15595	30.3051	29.9078
OFUSG00367.1	36.0274	79.5897	77.417	62.5486	49.5912	41.00355	42.7049
OFUSG00368.1	0.727751	4.403195	4.18477	5.14217	4.121795	15.22055	5.54764
OFUSG00369.1	0.1157278	0.1021258	0.2421615	0.7884765	0.41699	1.2298775	2.93466
OFUSG00370.1	1.60941	5.31124	4.345885	4.13991	2.292595	3.1845	2.4096
OFUSG00371.1	2.141965	2.91014	3.20582	3.60514	4.35889	3.456905	4.95809
OFUSG00372.1	0.1997275	3.029915	19.79435	15.45385	29.86385	46.8717	22.7523
OFUSG00373.1	0.8207605	4.167895	5.103455	5.167055	7.71053	4.216085	4.74006
OFUSG00374.1	0.3773645	0.8128295	0.471522	0.3663525	0.3059775	4.129205	11.6144
OFUSG00375.1	0.04503675	0.1383105	0.2547475	0.2980245	0.1774825	0.231968	0.158218
OFUSG00376.1	0.01668755	0.283303	0.297564	0.04413545	0.05574645	0.719256	0.0588956
OFUSG00377.1	2.178585	4.26004	3.8504	4.709115	7.38793	11.207465	9.42223
OFUSG00377.2	11.04955	19.54405	11.92405	6.242935	6.772755	11.581065	18.3265
OFUSG00377.3	13.8891	65.85095	44.1676	27.3809	17.58925	11.00615	11.1166
OFUSG00378.1	11.992405	30.53818	12.671965	7.25023	7.192905	12.6194	12.5095
OFUSG00378.2	3.269855	2.658635	0.316048	1.137145	3.151585	4.93795	2.96911
OFUSG00378.3	0.668325	2.148484	0.818508	0.3327985	1.0044	0.930335	1.34212
OFUSG00379.1	286.4995	215.692	161.4335	99.7472	91.36855	110.2715	91.2056
OFUSG00380.1	0.1866345	0.65654	1.0736265	2.96666	3.24071	1.166945	0.832498
OFUSG00381.1	10.9152	15.3358	33.5688	48.99715	65.93045	36.92235	30.8795
OFUSG00382.1	20.1941	25.0228	25.25275	21.20475	17.56215	13.14285	12.0862
OFUSG00383.1	196.3265	132.275	53.76455	39.3521	20.82155	8.83163	9.99844
OFUSG00384.1	0.6583355	0.4586195	0.3520265	0.174492	0.1887889	0.1138198	0.0716973
OFUSG00385.1	1.689566	2.182265	0.4923275	0.890905	0	31.414825	181.389
OFUSG00386.1	0.00102064	0.13840095	0.4900845	0.8050145	1.9209965	0.501544	0.788646
OFUSG00387.1	0.0395871	0.17675185	0.543651	0.862966	1.1917765	0.4212165	1.17839
OFUSG00388.1	0.17575545	0.751842	4.868375	9.48559	8.76984	4.34939	10.8471
OFUSG00389.1	0.2907069	1.0446005	0.7104	0.852434	0.40851865	0.410098	0.136659
OFUSG00390.1	0.823968	2.105665	8.89081	5.88235	3.701305	4.43547	7.59249
OFUSG00391.1	0	0.2574165	0.236182	0.2242875	0.313616	0.5564795	6.44337
OFUSG00392.1	1.971875	8.66901	10.4646	8.499695	8.253725	4.94092	3.53621
OFUSG00392.2	0	1.03427	0.7496165	0.840335	0.310571	0.53017	0.476975
OFUSG00393.1	0.2604495	0	0.247907	0.191623	0.0683695	0.6894665	0.979462
OFUSG00394.1	77.02515	232.7225	180.0035	104.06985	95.42945	55.05845	27.3207
OFUSG00395.1	14.3902	4.577835	2.75438	2.846965	5.39708	7.21076	8.9413
OFUSG00396.1	1.233365	1.1388355	1.42522	1.12124	0.868447	0.8963045	1.07059
OFUSG00397.1	8.48476	8.37113	12.336975	15.687415	12.49999	8.676585	8.34447
OFUSG00398.1	0.9957835	2.954205	2.92435	3.08476	4.639475	8.595075	40.473
OFUSG00398.2	48.7573	46.9473	51.46265	40.671	55.63785	37.82745	43.8684
OFUSG00399.1	16.91915	68.89895	78.83295	42.95765	25.564	15.37945	18.9882
OFUSG00400.1	0.606105	1.39342	2.506465	3.40788	7.275465	10.58905	6.50088
OFUSG00401.1	0.721055	0	0.381231	0	0	0.620961	0
OFUSG00402.1	0	0.1217285	0.2237772	0	0.067003	0.1100282	0.0417863
OFUSG00402.2	0.280788	0.120229	0.03685105	0	0	0	0
OFUSG00403.1	0.2532845	0.7904215	0.4177725	0.01958195	0.178087	3.47507	12.0905
OFUSG00404.1	41.97455	26.14055	37.97465	76.6098	98.35345	15.25165	17.1544
OFUSG00405.1	0.2288873	0.04667305	0.53746925	0.621885	0.32652685	0.3155481	1.08406
OFUSG00406.1	9.58332	24.549	9.217535	4.14256	3.18706	7.181225	8.11064
OFUSG00406.2	0.45804	2.295695	1.4010505	0.9084655	0.873579	5.52926	14.9124
OFUSG00407.1	11.54125	9.46052	7.6206	5.251175	5.91091	6.24481	4.6895
OFUSG00408.1	0.243417	0.405716	0.8710195	3.757335	12.84305	11.03079	4.28138
OFUSG00409.1	10.95289	17.63535	20.579	30.21315	38.86075	31.8319	10.3064
OFUSG00410.1	0.01856955	0	0.11284275	0.119404	0.353806	0.9075315	0.80703
OFUSG00411.1	24.5986	24.48965	45.2587	54.41565	64.7574	52.804	15.7349
OFUSG00412.1	0.01988365	3.045745	2.44568	3.396575	5.072255	7.50698	3.84722
OFUSG00413.1	47.03875	9.71077	5.182755	4.18484	7.22876	8.414085	5.39784
OFUSG00414.1	1.646015	0.67366975	0	0.0343897	0.0135323	0.003154445	0.0213631
OFUSG00415.1	0.19653275	1.1342495	0.4166865	0.3657475	0.19372705	1.388751	1.91061
OFUSG00416.1	0	0.9847245	0.6100585	0	0.113781	0.258674	0.955793
OFUSG00417.1	0.1843425	0.8430725	1.374044	1.34681	2.57728	2.510785	4.13475
OFUSG00418.1	37.4076	18.74305	9.31451	8.22209	7.63783	15.11995	11.5274
OFUSG00419.1	20.969	27.20945	30.50445	24.2397	26.4893	13.94015	7.25262
OFUSG00420.1	127.412	140.3335	127.4325	104.11265	73.3054	39.45115	34.5729
OFUSG00421.1	161.2005	144.37	117.1515	109.0705	120.239	89.1632	73.5011
OFUSG00422.1	21.79835	42.08835	45.33675	44.2949	44.83885	20.47295	13.8166
OFUSG00423.1	16.8877	69.3762	96.5856	86.7453	92.6332	20.936895	6.24722
OFUSG00424.1	0.2371215	1.33793	5.248765	12.4719	23.89655	23.94805	27.102
OFUSG00425.1	0.566616	0.2830925	0.158359	0.202849	0.3824565	2.50577	2.03905
OFUSG00426.1	12.86925	12.621455	6.667265	4.197885	4.09471	5.51103	5.89255
OFUSG00426.2	6.00703	6.23829	4.12884	2.81224	2.22065	2.37737	2.95191
OFUSG00427.1	0.2501875	2.083833	1.900844	1.326493	1.570396	5.153325	2.55861
OFUSG00428.1	90.80375	72.97445	48.1552	27.29875	14.85345	7.936805	6.69079
OFUSG00429.1	39.326	64.93425	87.57875	46.28095	38.9622	35.46125	17.7336
OFUSG00430.1	0.1457006	1.501735	10.54669	11.18865	8.77965	6.522275	1.0715
OFUSG00431.1	6.46688	11.49843	5.996805	2.654565	2.59586	4.02511	3.40761
OFUSG00432.1	13.6321	14.6422	12.0364	9.36421	8.914825	8.43548	5.53776
OFUSG00433.1	23.0471	5.8141	3.0285	1.5383	1.11839	1.93091	2.13723
OFUSG00434.1	84.3064	47.22095	26.6296	18.2871	23.4476	17.28685	11.8708
OFUSG00435.1	0.637814	2.85504	6.385855	3.4993	7.59723	2.360985	4.33914
OFUSG00436.1	73.5014	28.2642	31.0065	45.65825	51.4397	53.5044	55.5452
OFUSG00436.2	53.74595	14.19325	14.90425	20.02415	28.8666	28.83825	42.7774
OFUSG00437.1	0.10709015	0.244954	0.932347	1.69431	3.166345	6.25142	18.685
OFUSG00438.1	0.01328055	0.5389465	0.7475465	0.344147	0.631594	2.203115	7.96079
OFUSG00439.1	0.0340663	0.0315954	0.334634	0.589452	0.756855	24.72515	70.753
OFUSG00440.1	11.19503	4.56978	5.176775	5.064005	7.904575	9.60785	7.4888
OFUSG00441.1	278.785	180.0145	137.0805	106.3807	76.62285	158.2945	260.854
OFUSG00442.1	41.4817	39.2741	45.4375	43.11335	46.1931	47.57055	23.2386
OFUSG00443.1	25.6816	6.74745	3.64022	0.527995	1.55093	0.9342335	3.15024
OFUSG00443.2	0	0	0.6899	0.392623	0	0.19002505	0.322306
OFUSG00443.3	0.382453	1.244096	6.030315	14.9305	18.448	28.95115	9.49574
OFUSG00443.4	99.6424	11.781795	14.09515	16.8034	27.8081	31.8142	8.67071
OFUSG00444.1	0.0764575	0.5148055	0.1420205	0.5470475	0.332925	0.395493	0.589071
OFUSG00445.1	18.45855	36.80105	27.85495	21.43975	16.60305	13.87475	13.2614
OFUSG00446.1	49.572	23.9495	17.51425	14.0351	14.40815	14.12945	11.6184
OFUSG00447.1	69.3068	46.29745	27.1376	19.77	16.492	11.82715	11.4471
OFUSG00448.1	1.094953	0.8045825	0.3595625	0.4790005	0.343936	0.6172435	0.953846
OFUSG00449.1	78.67535	69.9965	46.624	27.4005	22.82625	31.27325	23.7602
OFUSG00450.1	74.50795	110.89395	84.08695	50.95265	37.2844	50.68795	45.0158
OFUSG00451.1	23.814	32.10375	30.5944	33.1835	32.6851	15.736	5.64554
OFUSG00452.1	31.0521	34.85035	34.26825	31.7334	33.33975	23.47435	10.5766
OFUSG00453.1	124.9085	30.00455	21.582	17.20165	16.4736	3.28178	0.608598
OFUSG00454.1	14.2183	7.125205	6.83562	4.61036	9.641845	7.203845	13.9004
OFUSG00455.1	5.39931	9.320865	15.8268	17.72435	14.40445	10.4418	13.1131
OFUSG00456.1	244.6795	38.76185	38.91265	54.85735	135.8165	459.852	269.42
OFUSG00457.1	93.48655	55.2975	38.8994	22.0659	15.6809	17.3198	16.9521
OFUSG00458.1	38.00165	67.51315	53.5227	59.0695	38.93335	30.4222	28.938
OFUSG00459.1	0.7310385	26.1762	16.8512	11.038435	7.861015	4.19112	2.45327
OFUSG00460.1	0.209526	0	0.108764	0	0	0.125604	0
OFUSG00461.1	2.997295	7.58195	7.516685	5.197695	2.325175	2.708835	3.3238
OFUSG00462.1	5.53804	9.82397	8.74313	6.73297	3.656445	2.90949	2.21009
OFUSG00463.1	51.8423	14.9583	11.569765	8.523465	9.81605	6.30708	9.32518
OFUSG00464.1	67.94515	42.86935	24.79445	11.8123	7.654755	7.7098	7.20128
OFUSG00465.1	5.488015	1.38986	1.05782	0.5733935	0.565501	0.3265185	0.449306
OFUSG00466.1	1.288514	1.9615295	2.1982715	1.586684	1.6621115	0.93085	1.97054
OFUSG00467.1	55.2469	78.81745	81.6873	53.78765	35.98175	22.0584	15.7133
OFUSG00468.1	2.98621	2.54745	1.97995	7.39576	8.65186	12.13185	10.4541
OFUSG00469.1	80.23335	82.6348	67.9442	54.211	35.90055	25.1019	20.1195
OFUSG00470.1	16.27335	4.669945	4.216595	5.369415	17.13515	12.5132	21.3677
OFUSG00471.1	62.01925	110.68205	110.3265	103.6243	76.5489	26.69545	24.5574
OFUSG00472.1	240.7725	426.084	350.5465	300.644	263.8195	98.4625	94.8344
OFUSG00473.1	234.0105	138.028	106.9915	98.17595	78.5809	54.0395	45.9958
OFUSG00474.1	42.85165	51.7047	49.292	73.044	83.6547	69.3459	43.5952
OFUSG00475.1	31.03415	20.56205	4.16549	2.356215	1.247615	4.38613	3.41652
OFUSG00476.1	1.626595	2.10555	2.102415	1.356945	3.280025	7.766455	8.69007
OFUSG00477.1	0.1485477	0.4693485	1.123655	0.567988	0.218604	9.401505	10.0092
OFUSG00478.1	0.10002525	25.4328	99.22695	62.81175	20.2168	5.22145	0.855607
OFUSG00479.1	3.276945	1.123849	5.79367	10.7056	9.29354	4.01978	2.15623
OFUSG00480.1	1.040405	0.723762	0.333369	0.8862645	7.162755	20.20245	4.2021
OFUSG00481.1	0.04235305	0.0547007	0.13251065	0.11434855	0.20317445	1.66955	4.40625
OFUSG00482.1	0.184206	1.440255	1.368486	1.77955	0.6587115	0.31500945	0.122288
OFUSG00483.1	0.8101845	1.408715	2.514325	0.6884615	0.2937582	0.4732505	1.00611
OFUSG00484.1	0.1840875	0.156633	0.4805335	0.596237	0.47855	0	0.121509
OFUSG00485.1	0.56258635	3.29644	1.60476	0.399665	0.536096	0.5526435	0.799335
OFUSG00486.1	23.31865	336.5925	267.6515	67.3662	10.140575	3.297495	1.54434
OFUSG00487.1	0.273127	2.423945	0.6315225	0.5793385	2.8704275	4.023225	3.23994
OFUSG00487.2	0	0	0	0	0.4868125	0.8513695	0.750497
OFUSG00488.1	0.214677	0.9586665	1.773925	2.085005	2.47499	2.530535	3.56939
OFUSG00489.1	0.35129675	0.50569745	0.3131305	0.2645815	0.183788	0.411077	0.946819
OFUSG00490.1	0.2315175	0	0.629249	0.193839	0	0.11706425	0
OFUSG00491.1	0.3776541	0.07424	0.1052003	0.5229735	0.492784	0.792929	0.526699
OFUSG00492.1	0.2682935	0.255483	0	0.61707	0	0.7062325	1.00853
OFUSG00493.1	5.655	0.3573945	2.27807	0.327331	1.563785	4.18879	7.64166
OFUSG00494.1	5.22382	1.4558255	0.637923	1.1575745	2.6671435	5.00556	5.82515
OFUSG00495.1	1.002553	1.3247645	1.3869235	1.696015	1.837595	7.328095	10.578
OFUSG00496.1	0.291981	0.8272635	1.577885	0.7086365	0.4750945	1.3475205	5.29738
OFUSG00496.2	0	0	0	0	0	0	0
OFUSG00497.1	1.695605	6.24859	7.417	9.24683	18.620475	34.83735	30.4078
OFUSG00498.1	3.067455	13.79013	16.73345	7.974785	2.162348	0.3555715	0.279245
OFUSG00498.2	4.970625	6.9767	7.748545	2.546345	0.69614335	0.8868915	0.61974
OFUSG00498.3	1.87924	5.185025	5.968365	3.09962	0.4512985	0.294328	0.172705
OFUSG00499.1	1.9126935	3.734395	5.60571	1.0439275	0.7429195	0.330539	0.126058
OFUSG00500.1	7.90372	27.0681	25.5473	3.121995	1.53394	0.991635	0
OFUSG00501.1	3.7152	2.315205	1.822213	1.67857	1.816815	2.358015	3.73016
OFUSG00502.1	0.9907625	0.494209	1.32336	0.424349	0.401084	0.5018683	0.394783
OFUSG00503.1	0.469351	0.499024	0.453895	0.1786591	0.10906605	0.27332905	0.158664
OFUSG00504.1	5.02461	4.301055	3.24199	2.09242	1.90554	2.17221	1.89725
OFUSG00505.1	4.809995	2.53875	1.623205	0.712383	0.5604	0.5015585	0.362293
OFUSG00506.1	0.1571375	0.0294276	0.14471595	0	0.0927095	0.1056002	0
OFUSG00507.1	1.278423	10.69259	4.79389	1.832335	7.533455	5.269485	19.2016
OFUSG00508.1	4.41166	7.472955	5.04189	2.44303	1.033447	4.96306	2.93035
OFUSG00509.1	0.237345	1.839875	2.62925	1.013866	0.632176	1.443472	5.81248
OFUSG00509.2	0.222829	1.9930475	2.152275	2.38841	0.296424	2.65989	9.44531
OFUSG00510.1	0.5921545	2.30538	2.07284	1.1442835	1.0042795	1.0884645	8.84697
OFUSG00511.1	61.5781	140.6778	41.8431	14.102515	16.47075	46.6676	28.8837
OFUSG00512.1	18.63115	12.94815	10.380725	9.20342	13.66845	11.03741	6.654
OFUSG00513.1	11.06204	9.890655	12.13415	15.5751	13.5729	8.119765	5.37121
OFUSG00514.1	20.7988	6.774975	5.210115	4.98695	2.602485	2.68201	2.23448
OFUSG00515.1	67.90105	14.51042	14.07225	10.84857	8.623375	6.1744	2.4186
OFUSG00516.1	104.588	164.937	103.6335	60.02645	42.26865	40.4148	42.4003
OFUSG00517.1	5.48992	24.7442	21.31725	15.78215	9.2452	6.98146	5.99889
OFUSG00517.2	8.16348	16.0828	23.89355	19.63935	6.29543	0.968177	0.529851
OFUSG00518.1	34.61875	6.217745	4.03738	2.94133	3.71845	8.830895	2.29083
OFUSG00519.1	4.22765	1.63147	1.951504	1.850375	2.90289	4.82735	6.4962
OFUSG00519.2	22.6475	7.66853	7.502185	7.29977	11.88154	16.8676	11.9126
OFUSG00520.1	0.036818	0.0391955	0.075379	0	0	0.0645935	0.00853474
OFUSG00521.1	180.369	90.0948	50.839	32.7197	21.60995	13.9322	13.5857
OFUSG00522.1	99.6778	77.14495	44.88665	26.092	13.5823	10.76655	11.5773
OFUSG00523.1	1.385545	0.906595	0.9440105	3.0124045	1.129353	0.11768575	0.297577
OFUSG00523.2	0.0602895	0.1846395	0.3740385	0	0.13714435	0.17515	0.109322
OFUSG00524.1	0	2.07372	30.62	22.518	16.9268	13.48045	1.88573
OFUSG00524.2	0.1176575	0	1.05159	0.57595	1.27021	1.6747	0.755657
OFUSG00525.1	0.02087405	1.1869485	21.34505	14.8243	12.623	11.54742	1.92097
OFUSG00526.1	0.613767	1.349681	1.16508	0.5857775	0.5861545	0.31796045	0.805458
OFUSG00527.1	73.25525	22.03605	10.6009	7.84218	8.69136	9.25649	7.36465
OFUSG00528.1	0.02687575	0.141544	0.3278475	0.3076935	0.040318	0.81941	0
OFUSG00528.2	0.6313301	6.4552405	1.1099005	0.1859815	0.44820465	0.5459155	1.08234
OFUSG00529.1	2.781385	4.01868	7.936675	8.32236	7.92805	5.7885	5.11552
OFUSG00530.1	11.503935	8.3244	5.95422	5.89585	7.378485	7.44688	4.08002
OFUSG00531.1	17.87444	23.078205	10.70625	12.34047	12.20785	7.361335	3.74017
